-0.00027559+0.00070859i,0.0014586-2.23e-05i,0.00134-0.00097528i,-0.00063324-0.0020728i,-0.0010983-0.0015307i,-0.0015866+0.0004926i,-0.0023929+0.0021925i,-0.00168+0.0027834i,-0.00046125+0.0028077i,-0.00024809+0.0018524i,0.00011808+0.00029718i,0.0010717+0.0003273i,0.00056671+0.00058436i,-0.00083481-0.00014323i,-0.00043687-0.00056062i,-0.00041355-0.00045612i,-0.00099107-0.00090315i,-0.00080879-0.00078977i,-0.00016388-0.00035069i,0.00025772-8.9119e-05i,0.00014284+0.00027211i,-1.5904e-05+0.00018001i,-0.00043685+0.00013663i
0.00028865+0.0017399i,-0.00083225+0.0013655i,0.00034946+0.00029621i,0.0011492-0.00022652i,0.00068791-0.00062227i,0.00032631+0.00024627i,-0.0004688+0.0017488i,-0.0011562+0.0019362i,-0.00022953+0.0015453i,0.00080547+0.0006236i,0.00046894-0.00018344i,4.4877e-05-0.0008616i,7.6223e-05-0.0011094i,0.00053912-0.00034329i,0.0010162-0.00052221i,0.00035079-0.00081758i,-9.4235e-06-0.00017298i,-0.0003383+0.00039965i,-0.00056145+0.00041537i,-0.00048279+0.00019462i,-0.00032722+1.0683e-05i,0.00043932-0.00041287i,0.00068029-0.00093054i
0.0011547-0.0014012i,0.0014117-0.0012612i,0.00063638-0.002281i,0.0004543-0.0020854i,0.00068792-0.00051015i,0.00095538+0.00038969i,0.0011458+0.00077975i,0.0012091+0.00063675i,0.00093664-6.4811e-05i,-0.00010052-3.12e-05i,-0.00081799+0.00031837i,-0.00086304+0.00026028i,-0.00054567-1.7376e-05i,-0.00047874-0.00042289i,-0.00064586-0.00081302i,-0.0007419-0.00060544i,-0.00081366-0.0004441i,-0.00074387-7.156e-05i,-0.0011217+0.00029313i,-0.00079401-5.2822e-05i,0.00018758-0.00034434i,-2.3052e-05-4.2235e-06i,-5.2667e-05+0.00020209i
0.00030866+0.0012763i,-0.00029078+0.00055086i,-0.00026446-0.00050452i,0.00011559+0.00018929i,0.00050825+0.00098614i,-1.2039e-06+0.00093753i,-0.00035135+0.001454i,-0.00039259+0.0018601i,-0.00041705+0.00094385i,-7.0607e-05-0.00013812i,3.0297e-05-0.00076898i,-1.158e-05-0.0012307i,-5.5918e-05-0.0009718i,-0.00040238-0.00042157i,-0.00029639-0.00037068i,-0.00015077+2.5508e-06i,-0.0002456+0.00054014i,-0.00045733+0.00066093i,-0.0010603+0.00040633i,-0.0003335+0.00028149i,0.00047883+1.5284e-05i,0.0004223+6.8464e-05i,0.00036086+6.6266e-05i
0.0021275-0.0011076i,0.00207-0.0018752i,0.0022588-0.0030286i,0.0017582-0.001855i,0.00070814-0.00048255i,0.00049635-0.00028109i,0.00041577+1.6086e-05i,0.0013636+0.0011818i,0.0021527+0.0014801i,0.0010044+0.0010007i,5.7077e-05+2.6471e-07i,-0.00033802-8.3229e-05i,-0.00019306-1.4591e-05i,0.00075558-3.698e-05i,0.0010736-0.00022894i,0.00038406-0.00062408i,-0.00066508+0.00016898i,-0.00041447+0.00044044i,0.0001657-0.00047463i,0.00029538-0.00059479i,0.00022356-0.00018117i,0.00024193-4.5002e-05i,0.00068083+0.00079576i
-0.0013809+0.00010278i,-0.00089378+0.00063486i,-0.0011042+0.00056125i,-0.00063682+0.00075505i,-0.00061748+0.001232i,-0.00052836+0.0016131i,0.00079718+0.0012446i,0.001035+0.0010379i,0.00036675+0.00072442i,-0.00067649+0.00060282i,-0.00060396+0.00073979i,0.00026758+0.00013828i,0.00031039+4.0189e-05i,0.00052027+0.000727i,0.00091606+0.00055753i,0.0010645+0.00055615i,0.00058941+0.00098805i,0.00035613+0.001007i,0.00020564+0.00028145i,0.00011538-0.00018614i,-0.00035111-4.1525e-06i,-0.00062923+0.00010793i,9.5939e-05+4.1682e-05i
0.00033942-0.00013011i,0.0023679+0.00027786i,0.0020696+0.0010458i,0.0011454+0.0011335i,0.00096113+0.00037113i,0.00024983+5.1967e-05i,-0.00015391+0.00055538i,0.00026482+0.0010602i,9.2372e-05+0.0009184i,-8.2426e-05+0.00019388i,-1.067e-05-0.00027775i,-3.8641e-05+6.8087e-05i,3.5151e-05+0.00045539i,0.00070095+0.00013631i,0.0012575-0.00056717i,0.00021386+0.00014514i,-0.0010486+0.00082144i,-0.001103+8.1865e-05i,-0.00082835-0.00021289i,-0.0010372-4.5151e-06i,-0.00048626-2.4504e-05i,0.00019523+1.0625e-06i,0.00011067+4.3724e-05i
-0.0034442-0.0010359i,-0.0035915+0.0005324i,-0.0023126+0.0015825i,-0.0013837+0.0018129i,-0.00073952+0.0014305i,0.0007168+0.0010827i,0.0013301+0.00079172i,0.0013583+0.00093697i,0.00060191+0.0010321i,-5.638e-05+0.00072725i,1.7135e-05+0.00060163i,0.00059111+0.0003996i,0.0010515-0.00024806i,0.00076297-0.00087382i,-0.00015777-0.00094988i,-0.00053983-0.0004801i,-2.945e-05-5.9873e-05i,0.00017682-0.00022784i,-0.0001167-0.0003525i,-4.9825e-05-7.03e-07i,-0.00019961-4.4134e-05i,-0.00062838+3.9578e-05i,-0.00041882+2.6582e-05i
-0.00060277-0.001209i,0.00083486-0.00048368i,0.001089+0.00016166i,0.00041112+0.00029647i,0.00030292+0.00044336i,0.00034429+0.00035807i,7.4728e-05+0.00073757i,1.9198e-05+0.0011051i,0.00029579+0.0018828i,0.00048039+0.0016867i,0.00045669-0.00013006i,0.00050082-0.00049795i,0.0001021-0.00067444i,-0.00066053-0.0010622i,-0.00097393-0.00061183i,-0.00037154-0.00030745i,-0.00047534-0.0001529i,-0.00065641+0.00021376i,-0.00051745+0.00062127i,-0.00066313+0.0004197i,0.00013201-0.00049133i,0.00027222+0.00022166i,-0.00023376+0.0011956i
-0.0011606+0.0017494i,-0.00047669+0.0014228i,0.00095851+0.00026291i,0.0011443+0.00022636i,0.00022124+0.00089937i,0.00037505+0.0013087i,0.00057987+0.0017907i,0.00063473+0.002247i,0.00079191+0.0018316i,0.00042659+0.0012395i,-0.00057069+0.0012539i,-0.00029032+0.00063127i,8.4826e-05-0.00010842i,-0.00049473+2.6841e-05i,-0.00038945+0.00055064i,6.9139e-05+0.00057959i,8.1555e-05-9.3623e-05i,0.00023753-0.00057224i,0.00029706-2.4717e-05i,-8.2864e-05+0.00041856i,-0.0004623+0.00026308i,-0.00093676-0.00023019i,-0.00093742-0.00016378i
0.0017686+0.00097071i,0.0021557+0.00070549i,0.0026317-0.00050184i,0.0025005-0.0016477i,0.0014307-0.0014754i,0.0010123-2.988e-05i,0.00062681+0.0013815i,0.00042496+0.0014206i,0.0008726+0.0010802i,0.00055809+0.00042899i,0.00034137+4.4038e-06i,0.00019197-0.00039458i,0.00014933-0.0010478i,-0.00022126-0.00083011i,-0.00040305-0.00046811i,-1.1381e-05-0.00038144i,-0.00023243-0.00010897i,-0.00056209+0.0002784i,0.00010215+0.00022817i,0.00055633-0.00029238i,0.00018649-0.00013884i,-0.00014127-6.3057e-05i,-8.0314e-05-0.00017224i
-0.00049712+0.00057229i,-0.00036598+0.00059678i,0.00053536+0.0011273i,0.001269+0.0014289i,0.0013214-0.00013943i,0.0010874-0.0008545i,0.00050961+0.00056717i,0.00040741+0.0020718i,3.1153e-05+0.0019813i,0.00016604+0.0013025i,0.00018303+0.00063841i,-0.00010922-0.00058453i,0.00029769-0.00050282i,0.0004853+7.9418e-05i,0.00035663-1.6919e-05i,0.00025464-0.00044156i,-1.1626e-05-0.00025019i,0.00033564-1.0304e-06i,0.00045568-0.0001753i,0.00022876-0.00016846i,0.00012743-0.00029022i,0.00065139+9.8807e-05i,0.00034584+0.00052955i
0.0021017-0.0007356i,0.0017082-0.00044054i,0.0014844-0.00070126i,0.00073312-0.00095776i,-0.00038849+0.0001586i,-0.0010215+0.0012265i,-0.00086387+0.0017983i,-0.00036154+0.0016242i,0.00018406+0.00076615i,-0.0002976+0.00051001i,-0.00029767-0.00028342i,0.00073101-0.0012829i,0.00033456-0.00086879i,-0.00060613-5.9226e-05i,-0.00062722-0.00011113i,-0.00063041+0.00032016i,-0.0012757+0.0002595i,-0.0010508-0.000131i,-0.0011904+0.00013363i,-0.0010615-0.00015678i,-0.00063848-0.00012387i,-0.00017342+0.00028308i,-5.5284e-05+3.6126e-05i
-0.0011955-6.3149e-05i,-0.0020304+0.00054993i,-0.0011469+0.00021846i,7.0949e-05-6.1764e-05i,0.00089339-0.00028367i,0.0010281-0.00031401i,0.00059654+0.00061587i,0.00088935+0.0010074i,0.00090012+0.0011036i,0.00028453+0.00083427i,-0.00018255+0.00031442i,0.0003272-0.00031524i,0.00086624-0.0009844i,0.00098847-0.00081637i,0.00088065-0.00026935i,-3.6031e-05-0.00033168i,-0.00059902-0.00050986i,-0.00089342-0.00023675i,-0.0011431-0.00041786i,-0.00014809-0.00055539i,0.00036497-0.00031512i,-0.00016581+0.00022294i,0.00082493+0.00026137i
0.00061159-0.0025501i,0.0011726-0.001751i,0.00037731-0.00087491i,-0.0004022-0.00040838i,-0.00048261+0.00025526i,-0.00019175+0.00040298i,7.438e-05+0.00087635i,-0.0002321+0.0018549i,-0.00082936+0.00097916i,-0.00066897+0.00021031i,0.00028407+0.00050911i,0.00068021-0.00011637i,0.00016872-0.00051477i,-0.00025848-0.00054995i,-0.00072426-0.00055835i,-0.00050879-0.00046385i,-0.00046979+4.5783e-05i,-0.0010431+0.00043521i,-0.0010102+0.00089352i,-0.00081+0.0011464i,-0.00041141+0.00026611i,-0.000435-0.00017442i,-0.00066453-6.7309e-05i
-0.0011729+0.0005559i,0.00012252+8.7605e-05i,0.0016918-0.00069847i,0.0020593-0.0012883i,0.0014326-0.0010807i,-3.0395e-05+0.00025948i,-0.0010004+0.0016848i,-0.00050746+0.0023488i,0.00030622+0.0023881i,0.00067736+0.0021618i,0.00076644+0.0021952i,8.7625e-05+0.0014891i,-0.00047422+8.0597e-05i,-0.00061793-0.0004569i,-0.00045804+0.00016043i,-0.00080067+0.00070499i,-0.00074521+0.00019202i,-0.00089735+0.0001778i,-0.00063664+0.00073613i,0.00014884+0.00047134i,0.00074401-9.1119e-05i,0.00063867-0.00056027i,-0.00024454-0.0012102i
0.00071884-0.00088448i,0.00019015-0.00078564i,-7.4733e-05-0.00073485i,-0.0005896-0.0005846i,-0.00092066+0.0004284i,-0.00077642+0.0018201i,0.00014257+0.0024999i,0.0009615+0.0018392i,0.00080416+0.00042212i,-0.00037836+5.2708e-05i,-0.0007905+0.00031048i,0.00014013-6.4893e-05i,0.0010342-0.00042101i,0.00082706-0.00019564i,-4.1258e-05-2.1867e-05i,0.00013672+0.00025774i,0.00070031-0.00014699i,0.00014035+0.0002332i,-0.00058618+0.00029917i,-0.00081951-0.00058084i,-0.00022029-0.0009016i,0.00077544-0.00033221i,0.0007431-8.6214e-05i
-0.00046564+0.00068214i,-0.00013417-0.00021816i,0.0011452-0.00080235i,0.0015439-0.0012334i,0.00062116-0.0010881i,-0.00010748-6.2468e-06i,-0.00042432+0.00095293i,-0.00064309+0.0014336i,-0.00068559+0.00067178i,-0.0004751-0.00063949i,-4.9326e-05-0.00083117i,-0.00047347+0.00055444i,-0.00016966+0.0011737i,0.0013105+0.0010265i,0.0012638+0.00064784i,0.00020127+0.00030958i,-0.0004784+5.9914e-05i,-0.00019213-7.41e-05i,0.0002442+0.00059839i,1.7393e-05+0.00094312i,-1.0492e-05+0.00023864i,-0.00048536-0.00014445i,-0.0010554+1.8318e-05i
0.0018225-0.00062031i,0.0017101-0.0014273i,0.00094302-0.0017613i,-0.00018823-0.00064329i,-0.00074822+0.00070338i,-0.00098268+0.0014873i,-0.00018696+0.00192i,0.00013825+0.0013564i,0.00016025+0.00074147i,0.00045025+0.00042468i,-1.3147e-05-0.00022563i,5.544e-05-0.0008099i,0.00040513-0.00089563i,0.00038277-0.00069639i,0.00020928-0.00015308i,-5.6937e-05+0.0004407i,-0.0012038+0.00063564i,-0.0014448+0.00015232i,2.0166e-06+0.00039327i,0.00087395+0.00069161i,0.0012757+0.00081646i,0.001047+0.00063622i,0.00073859+0.0004777i
0.00060719-0.00086288i,0.00055189-0.0015268i,7.1638e-05-0.0013725i,-0.00040299-0.0010268i,-0.00044617-0.00024989i,-0.00053412+0.0016296i,-2.0516e-05+0.0026211i,0.00075319+0.0023132i,0.00081065+0.0008211i,0.00031084-0.00096579i,-0.00034487-0.0011405i,-0.0011416-0.00065611i,-0.0010786+0.0001446i,-0.00058357+0.00091332i,-0.00055503+0.00059756i,-3.5309e-05-0.00012273i,0.0001891-8.7167e-05i,6.8273e-05-0.00010395i,0.00015461-0.00039931i,-0.00020141-0.00066266i,-0.00036592-0.00029113i,-0.00031219-0.00020256i,7.2307e-05-0.00036255i
0.0016064+0.00049842i,0.0022544+0.00071309i,0.0016843+0.00029602i,0.00027901-0.0009813i,0.00074668-0.0011114i,0.00033066+0.00034515i,-0.00062982+0.0019445i,-0.00015654+0.0020293i,0.00035811+0.00077335i,-8.7005e-06-9.0988e-05i,-0.00055552+4.3668e-05i,-0.0002153+0.00030808i,0.0003914+0.00059761i,0.00045041+0.00078161i,-2.2874e-05+0.00088827i,-0.00060953+0.00034553i,-0.0012211-8.3802e-06i,-0.0015414+5.6126e-05i,-0.0011192+0.00017556i,2.5957e-05+0.00016322i,8.7009e-05-0.00013105i,-0.00017106-0.0010029i,0.00030634-0.00030845i
0.0009996+0.00092056i,0.00043487-0.00041469i,0.0011217-0.0021083i,0.0011033-0.0028489i,-0.00018197-0.0018845i,-0.0009403+0.00015171i,-0.00088365+0.0016055i,-0.00021639+0.0021826i,0.00050596+0.0016361i,0.00059785+0.00039912i,-0.00039986-0.00053562i,-0.001048-0.0005282i,-0.00052237-7.1303e-05i,1.898e-05+6.5941e-05i,-8.8779e-06-0.00022278i,0.00019488-0.0002629i,0.00020814+9.3853e-05i,-0.00034436+0.00026356i,-0.00046051-0.0001573i,-0.0008195-0.00060505i,-0.00060386-0.00073868i,-0.0003173-0.0002336i,-0.00038141+2.339e-05i
0.0019744-0.00025576i,0.0025031-0.00061988i,0.0024737-0.0012112i,0.0010621-0.0013563i,-0.0001017-0.00088305i,-0.001003-0.00021878i,-0.0010154+0.0012471i,-0.0010165+0.0016622i,-0.00097126+0.0010553i,-0.00085337+0.00063774i,-0.00064852+0.00098264i,-0.00038752+0.00071496i,4.6334e-05+1.9998e-05i,-0.00017975+1.1989e-05i,2.3022e-05+0.00019941i,0.00067621-1.9153e-06i,0.00013087-0.00061538i,0.00025441-0.00073142i,0.00042734-0.00013843i,-6.1082e-05-0.00019104i,-0.00050972-0.00042517i,0.00017567-0.00059097i,0.00038623-0.00060967i
0.00022281+0.0012429i,0.00091207+0.0006221i,0.0023134-2.4655e-05i,0.0010376-0.0008718i,-0.00011102-0.0012184i,0.00032222+0.0003969i,0.00060813+0.0019283i,0.00059226+0.0020247i,0.00029446+0.0011708i,0.00053075+6.9323e-05i,0.00086432-0.00063404i,0.00053413-0.00059419i,-8.5733e-05-0.00057498i,0.00043971-0.0010145i,0.00094144-0.00096028i,0.00046866+0.00021231i,0.00025291+0.0014813i,-0.00057892+0.0011076i,-0.0011604+0.00054728i,-9.5792e-05+0.00054108i,0.00061772+0.00064891i,0.00028383+0.00094973i,-7.2083e-05+0.0011373i
-0.00078085+0.00083988i,-0.00081121+0.00016947i,-0.00024556-0.00089019i,6.3266e-05-0.001293i,0.00041841+0.00012228i,0.00057103+0.0009161i,-0.00094226+0.0006219i,-0.001426+0.00087001i,-0.00044438+0.00083734i,6.7731e-05+0.0003855i,0.00058097+0.00017384i,0.0008106-4.2488e-05i,3.6999e-05-1.9171e-05i,-0.00019566+6.163e-05i,0.00020817-9.6991e-05i,0.000186-0.00060543i,-0.00016719-0.00063593i,-0.00023771-8.7005e-05i,6.2092e-05+0.00058583i,0.00058618+0.0013329i,0.00017814+0.00083412i,-0.00057983-0.00032301i,9.4196e-06-0.0010797i
0.0027983+0.0017023i,0.0037223+0.00094454i,0.0035568+0.00076647i,0.0030825-0.00014083i,0.0015287-0.001299i,-0.0005894-0.00071064i,-0.0010536+0.0015803i,-0.00051058+0.0025759i,0.00059445+0.0017884i,0.00070393+0.00064737i,-3.035e-05+4.8459e-05i,-0.0002402+8.1054e-05i,-0.00021741+0.00018324i,-0.0003253+0.00042568i,-2.3063e-05+0.00088023i,0.00026796+0.0011592i,0.00023996+0.0011966i,0.00046406+0.0016106i,0.00026343+0.0016565i,0.00074341+0.00064248i,0.00079199-0.00023894i,-0.00038914-0.00061733i,-0.00066953-0.0011756i
0.0014058-0.00048342i,0.0018182-0.00058438i,0.0023566-0.0004355i,0.0020536-0.00081106i,0.0013046-0.0010027i,0.00058542+0.00010676i,-0.00012607+0.00068i,0.00049192+0.0010716i,0.0021396+0.0010854i,0.002172+0.00015884i,0.00099735+0.00015545i,0.00032189+0.00017982i,0.0002587+7.2058e-06i,-9.8367e-05+0.00048387i,-0.00059411+0.00071355i,-0.00036028+0.00012411i,-0.000164-0.0001214i,-0.00076127-5.2133e-05i,-0.00099283+0.00023181i,-0.00091477+0.00035828i,0.00015186+0.00043649i,0.0013635+0.00059232i,0.00053901+0.00082448i
0.0010932+0.001243i,0.0016051+0.00040222i,0.0021219-0.00024183i,0.0014993-0.0010868i,9.7165e-05-0.0011506i,-0.00016323-0.00062551i,0.00016808+0.00057633i,0.00026224+0.00177i,0.0010812+0.0023005i,0.0010725+0.0019978i,0.0004701+0.00066193i,6.0711e-05-0.00065935i,-0.00018927-0.0012104i,1.9077e-05-0.00090273i,0.00052084-0.00016865i,0.00024695+0.00030137i,-0.00020813+0.00026082i,-6.8419e-05+0.00022174i,-0.0001161+0.0004796i,-5.6245e-05+0.0002156i,9.7139e-06-0.00049645i,0.00029791-0.00054102i,0.00060515+0.0004203i
5.6285e-05-0.0011821i,-0.00059628-5.1475e-05i,-0.00014939-0.000378i,0.00023441-0.00093389i,-0.00019478-0.00085435i,-0.00061194+7.8501e-05i,0.00070323+0.0016014i,0.0013629+0.0021584i,0.00062442+0.0011972i,-0.00037987+0.00015447i,-0.00033105-0.00014172i,0.00053367-0.00048478i,0.00054724-0.00053306i,0.00029317-0.00037803i,0.0001263-0.00010811i,-0.00051131-0.00036168i,-0.0005876-0.00039424i,-8.7171e-05-0.00024244i,-0.00035005-3.2721e-05i,-0.00044003-0.00010049i,0.00019668-0.00046628i,0.00034965-0.00097368i,-4.1786e-05-0.0010532i
0.00062285-5.4839e-05i,0.0005708+5.2449e-05i,0.00024341+0.00019307i,0.00010523-0.00018116i,-4.0836e-05-0.00076872i,-0.00067003+0.00029225i,-0.0007496+0.0018629i,0.00010949+0.002252i,0.00045068+0.00047224i,0.00029294-0.00056956i,0.00031099-4.3888e-05i,0.00022284+0.00017206i,-0.00014756-0.00017676i,9.224e-05-0.00058225i,-0.00019855-5.3052e-05i,-0.00093455-0.00010241i,-0.0011402-0.00051491i,-0.00025153+0.00033514i,0.00068679+0.001036i,0.0005096+0.00077792i,0.00044037+0.00020684i,0.00044702-0.00083505i,0.00051651-0.00072463i
7.8606e-05+0.00019917i,2.881e-05+0.00045488i,0.00090392+0.0007214i,0.001318+0.00056395i,0.00083951+8.5447e-05i,-0.00020418-3.6511e-05i,-0.00025953+0.00032982i,0.00015128+0.00047235i,0.00054177+0.0005908i,0.00056616+8.8319e-05i,0.00036585-0.00051221i,0.00016817+0.00048001i,5.5836e-05+5.0399e-05i,6.9582e-05-0.00034122i,-0.00016707-0.0002938i,-0.00031519-0.00019467i,-2.2435e-05+1.0413e-05i,-5.7155e-05+0.00025806i,-0.000104+0.00012225i,0.00023467-8.5954e-05i,0.00057526+9.8349e-05i,0.00011662+0.0003i,-0.00013995-0.00022688i
0.00041084-0.00061493i,-0.00021446-0.0012566i,-0.00064069-0.0020652i,-0.0005451-0.0016245i,-0.00089993+0.0002074i,-0.00039152+0.0011376i,0.00056278+0.0011404i,0.00017015+0.00090668i,-0.00016317-2.9397e-06i,-0.00031216+5.5914e-05i,-0.00068755+0.0002885i,-0.0003311+9.4688e-06i,-0.00063411-0.00025177i,-0.00082408-0.00023551i,-1.0995e-05-7.2579e-05i,0.00049328-0.00021201i,0.00023323-0.00077792i,-0.00023719-0.00029116i,-0.00037564+0.00084488i,-0.00015894+0.0010495i,0.0001681+7.7836e-05i,0.00042054-1.3414e-05i,-5.2241e-05+0.00040843i
-0.00011782-0.00039244i,0.00087587+0.00070164i,0.00060364+0.00048089i,-0.00065648-7.6883e-06i,-0.00093312+0.00012639i,0.00015499+0.00083746i,0.00084984+0.0022352i,-0.00025348+0.0026044i,-0.00082748+0.0011278i,-0.0010131+0.00012645i,-0.00088236-0.00013841i,-0.0001492-0.0002027i,6.8129e-05-0.0001062i,-0.00055933+1.042e-05i,-0.00046305-0.00018259i,0.00031658-0.00091756i,6.2337e-05-0.0012183i,-0.00033621-0.00038624i,0.00017511+0.00035734i,0.00050579+4.3978e-05i,-0.00013481-0.00078349i,-4.5534e-05-0.0013985i,0.00044385-0.0011554i
-0.00057128-0.0004883i,0.00027699-0.00049399i,0.00096834-0.00076646i,0.0003768-4.8423e-05i,0.00017355+0.0010523i,0.00081444+0.0014093i,0.00060879+0.0010679i,0.00010943+0.00096943i,0.00014163+0.0010526i,0.00011701+0.00090491i,0.00039376+0.00010716i,0.00031895-0.00035666i,-0.00033163-0.00023038i,-0.00036744+0.00020195i,0.00014487+0.00061669i,-0.00024723-4.3937e-07i,-0.0011014-0.00062644i,-0.0010111-0.00048761i,-0.00078208-7.1391e-05i,-0.00066956+0.00022088i,-8.235e-05+9.0667e-05i,-6.0627e-05-0.00039266i,-0.00028301-0.00078803i
0.00057291-0.0004485i,0.00082751-0.00028323i,-0.0003332-0.00033227i,-0.00057412-0.00047071i,-0.00051271+0.00056154i,-0.00010862+0.00092662i,-0.00037678+0.00079233i,-7.1321e-05+0.0013279i,0.00081395+0.0011277i,0.0012195+0.0011282i,0.0010979+0.0002685i,0.00088661-0.0010211i,0.0009502-0.00072872i,0.00033034-0.00096384i,-0.00065579-0.00074838i,-0.0011642+0.00010586i,-0.0013605+0.00023056i,-0.0009373+5.8856e-05i,-0.00019098-0.0002613i,3.676e-06-0.0001889i,-0.00014336-0.0004288i,-0.00021577-0.00072176i,-0.00021671+9.1889e-05i
-0.00054668-0.0007251i,-0.00081292-0.00029476i,-0.00045126+5.7843e-05i,-5.1397e-05+0.0011279i,-0.00056682+0.002275i,-0.0010942+0.0025394i,-0.00056217+0.0020602i,0.00023022+0.0015129i,-0.0003119+0.00061927i,-0.00030005+0.00038908i,0.00066056+0.00050155i,0.00045252+0.00032543i,-0.00017288+0.00015309i,-0.00023499+0.00082615i,-0.00054235+0.0012827i,-0.0011337+0.00021999i,-0.0012037-0.00057109i,-0.0010972+0.00012002i,-0.0010135+7.8135e-05i,-0.00026251+9.2411e-05i,0.00029617+0.00031747i,0.00018934+2.3024e-06i,-0.00039615-0.00012247i
-0.0011737+0.00019511i,-0.0004998+0.00050286i,0.0012246+0.00094115i,0.0022227+0.00032562i,0.0019872-0.00070471i,0.001343-0.00083524i,0.00047263+0.00077139i,0.00059848+0.0014372i,0.00081376+0.00093279i,0.00061663+0.0012839i,0.00042387+0.001446i,0.00011109+9.8728e-05i,-0.00021867-0.00030068i,-0.00056098-0.00026548i,-0.00091497-0.00023808i,-0.00066053-0.0002484i,-0.00068366-0.00028367i,-0.00070584+0.0001457i,-0.00049122+0.00020153i,-9.975e-05-0.00042584i,0.00025036-0.0011182i,-0.00010878-0.00044558i,-0.00044231-0.00016034i
2.7751e-05-0.0011434i,-3.8611e-05-0.0021608i,-7.0219e-05-0.0015851i,5.9114e-05-0.00069067i,0.00024262+1.9004e-05i,-4.1139e-05+0.00025568i,-0.00060204+0.00033947i,-0.00036741+0.00095972i,-0.00019353+0.0017405i,1.6107e-05+0.0014272i,0.00037198+0.00020235i,0.00041971-0.00019233i,0.00012443+0.00029526i,-0.00032557-6.672e-05i,-0.00038376-0.0014055i,-0.00018562-0.0014914i,0.0002525-0.00063201i,0.00067286-0.00020739i,0.00063784+0.00023963i,0.00055116+0.00072732i,6.0008e-05+0.00061272i,9.4466e-06+0.00015795i,0.00049587-0.00050412i
-0.00056985-0.00065058i,-0.00013495+0.00026296i,0.00026822+0.00029981i,-0.00014375-0.00028412i,-0.00050998+6.6473e-05i,4.0151e-05+0.0012932i,0.00044454+0.0015932i,-0.00026371+0.0012177i,-0.00087558+0.0014601i,-0.0011215+0.0015563i,-0.00047484+0.00151i,-0.00041221+0.0015615i,-0.00085998+0.00052671i,-0.00026323-0.00054939i,0.00036463-0.00035551i,-0.00027117+0.00026149i,-0.00088852+0.00016752i,-0.00086004-0.00048997i,-0.00035651-0.00073136i,0.00016692-0.00055732i,1.6843e-05-0.00030211i,9.9687e-05+0.00015606i,-0.00019013+0.00064577i
0.0018143+0.00037665i,0.0023168-0.00093259i,0.0034407-0.0016335i,0.0040299-0.0019439i,0.0023631-0.0018032i,0.00034352-0.00071199i,-0.0006284+0.00062324i,-0.00040551+0.0017991i,0.0004516+0.0011607i,0.00093617-6.4387e-05i,0.00037387+0.00019431i,-4.1301e-05+0.00055003i,-7.4887e-07+0.00029552i,-0.00045987-0.00013692i,0.00027168-0.00029145i,0.0013139-0.00042563i,0.0001618-0.00067975i,-0.00068286-0.00052112i,-0.0010154-0.00042791i,-0.0010134+0.00014235i,4.7363e-05+0.00073292i,0.00060481+0.00027225i,0.00046502-0.00063365i
0.0015212+0.001002i,0.0016677+0.00022264i,0.001996-0.00016409i,0.0018404-0.00052445i,0.00050255-0.00032439i,-0.00091989-0.00046055i,-0.0018926+0.00035984i,-0.0011882+0.0013851i,0.0008488-0.00013545i,0.0010014-0.00081952i,1.0786e-05-0.00014297i,-0.00026052-0.00012646i,-0.00068384-4.8094e-05i,-0.00068356-0.00028109i,-0.00033159-0.00044118i,-0.00073762-0.00032841i,-0.00085286-0.00067553i,-0.0010014-0.00077422i,-0.00085069+8.1026e-05i,-0.0003334+0.00014696i,2.7536e-05-0.00056881i,0.00018596-0.00013066i,0.00038452+3.3444e-05i
0.0019984-0.0014042i,0.0018975-0.0018456i,0.0025226-0.0022754i,0.0019433-0.0020296i,-0.00011997-0.00097376i,-0.0010689+0.0010469i,-0.00032951+0.0014799i,0.00035378+0.0010172i,9.1697e-05+0.0011279i,-0.00047466+0.00076307i,0.00010716+0.00052406i,0.00036942+0.00069054i,0.00014661+0.00087637i,4.9956e-05+0.00025368i,5.9972e-05-9.1135e-05i,-0.00017316-0.00060714i,-0.00050037-0.0007388i,-0.00041952-6.169e-05i,2.213e-05+0.00022722i,0.00018636+0.00034453i,0.00088011+0.00017269i,0.0012421+3.5071e-06i,0.00095878-0.00061649i
0.00076455+0.0018019i,0.00083377+0.0015694i,0.0012668+0.00052222i,0.002205-0.00056211i,0.0021613-0.00057801i,0.00046974-0.00043552i,-0.00043092-4.5224e-05i,-0.00039004+0.00080041i,-0.00046974+0.0012314i,-0.00025238+0.00099795i,0.00017195-0.00038322i,0.00083424-0.00072306i,0.00032738-0.0001436i,-0.00055844-0.0011315i,-0.00054076-0.00091765i,-0.00052593+0.0002403i,-0.00080855+0.00045487i,-0.00077265+0.00028975i,-0.00054158+0.00016051i,8.8633e-05-0.00048964i,1.9221e-05-0.0009205i,-0.00083669-0.00067358i,-0.00090992-0.00078881i
