-0.0030616-0.000619i,-0.0018123-0.00056056i,-0.0022444+0.0013704i,-0.0024372+0.0021501i,-0.001081+0.0019789i,0.00029801+0.0017768i,0.0008415+0.0018789i,8.0355e-05+0.0018609i,-0.00036099+0.0010284i,0.00092537+0.00013911i,0.0023502-0.0003668i,0.001962-0.00034301i,0.0010256-0.00026349i,0.00038767-0.00029769i,-0.00025689+1.2514e-05i,-0.00037623+0.00026164i,-0.00014571-0.0004849i,1.7312e-05-0.001164i,0.00010879-0.00045022i,0.00037698-0.00033297i,0.00044215-0.00075537i,0.00063108-0.00023548i,0.00040324-0.00022021i
-0.0016414-0.00037044i,-0.0021967-0.00019643i,-0.0017234+0.0016287i,-0.0010428+0.0023822i,0.00035012+0.0013358i,0.0015859-0.00013398i,0.0011884-0.0012046i,0.00078026-0.00083655i,3.0916e-05+9.7493e-05i,-0.00021897+0.00015642i,0.00020775-4.9745e-05i,-0.00026395-0.00032878i,-0.0011218-0.00072515i,-0.00072225-0.00089801i,0.00054032+0.00019831i,0.0011427+0.00082801i,0.000995-0.00044478i,0.00062539-0.00090012i,0.00017821-0.00048799i,0.0003445+0.00021764i,-0.0001042+0.00045167i,-0.00051969+0.00020138i,0.00020056+0.00014661i
9.8365e-06-0.0010299i,0.00028728-0.0010083i,0.00095205-0.00077744i,0.00082093+0.00011745i,0.00047374+0.00032379i,0.00070741-0.00025815i,-0.00013303-0.00059277i,2.3165e-05-0.0007532i,0.0012775-0.00076611i,0.0011499+9.8297e-05i,0.00036204+0.0011114i,0.00024807+0.00074725i,-5.7534e-05+0.00038125i,-0.0002724+0.00032774i,0.00047778+0.00070848i,0.00046008+0.00085315i,-0.00019433+0.001313i,-0.00027552+0.0018488i,-0.00013407+0.0011188i,-0.00032122+0.00010097i,-0.00058714-0.00043685i,-0.00040203-7.2888e-05i,1.5523e-05-9.623e-05i
-0.00073132-0.0010152i,-0.0005729-0.00091402i,-0.00090703-0.00087154i,-0.00028115+0.00016382i,0.00059865+0.00056735i,0.001951-1.6032e-05i,0.0019748-0.00060298i,0.00050703-0.00059417i,-0.00056306-5.7677e-05i,-0.00089859+0.00023479i,-0.00087352-0.00033525i,-0.00090905-0.00035676i,-0.00071-0.00046429i,-0.0003718-0.00071553i,-0.00023286-0.00022168i,-1.9159e-05-0.00028082i,-0.00052991+7.7646e-05i,-0.0010069+0.00014247i,-0.00061066+0.00012141i,-0.00021517+0.00079184i,-0.0004872+0.0011827i,-0.00059526+0.00094972i,-0.00055222+0.00021062i
-1.8596e-05+0.0039084i,-0.00052539+0.0023311i,0.001253+0.0017991i,0.0026623+0.0011188i,0.0027547-0.00034507i,0.0018892-0.0018963i,0.00022142-0.0018553i,-0.00076904-0.00064275i,-0.00027558+9.4659e-05i,0.00041833-0.00023554i,0.00018157-0.00087102i,-0.00048203-0.001583i,-0.00070504-0.0021649i,-0.00040111-0.0018503i,1.5289e-05-0.00060367i,-8.1481e-05+0.00043517i,-0.00065278+0.0007746i,-0.00094102+0.00032985i,-0.00082892-0.00043556i,-0.00072611-0.00046447i,-0.00088728-0.00028025i,-0.0010925-0.00024294i,-0.00097831-0.00029852i
-0.00062375+0.001375i,-0.0015448+0.0012882i,-0.0014659+0.0010137i,0.00013074+0.0013841i,0.00036693+0.0014477i,0.00032394+0.0002839i,0.00073596-0.00063074i,0.00087198-0.0005261i,0.00075182-0.00080354i,0.00066304-0.00051623i,0.00038679-0.00013237i,0.00018236-0.00011798i,-0.00013795-0.00073677i,-4.7707e-05-0.00060527i,0.00092843+0.00048551i,0.0011557+0.00040097i,0.00035151-0.00087092i,-0.00051734-0.0016709i,-0.00022136-0.0012907i,0.00064742-0.00081826i,7.6114e-05+0.00058098i,-0.00084968+0.0014422i,-9.0326e-05-8.8013e-05i
-0.00016452+0.00078683i,-0.00022625+0.001136i,0.00083732+0.0013792i,0.0017395+0.0014403i,0.0029615+0.00082254i,0.0029048-8.1966e-05i,0.0016933-0.00012121i,0.00070415-0.00043739i,0.00016188-0.00067628i,0.00030117-0.000165i,0.00028187-4.8193e-05i,-0.00014389-0.00035188i,-0.00067125-0.00080162i,-0.00069535-0.00096011i,4.9866e-05-0.00035952i,7.2607e-06+0.00021277i,-0.0008977+0.00041693i,-0.00096767-6.2058e-05i,0.00036239-0.0011188i,0.00082454-0.0012067i,-4.0474e-05-0.0004867i,-0.00013268+0.00042663i,0.00027915-0.0003365i
0.00052786-0.0012618i,0.00028958-0.0012022i,-0.00056391-0.0015733i,-0.00090487-0.0012399i,0.00031898-0.0013317i,0.00064394-0.0012669i,-0.00073658-0.000483i,-0.0012515+0.00023469i,0.00015898+0.0010072i,0.00070371+0.001184i,-0.00035964+0.00068518i,0.00013313-0.00041973i,0.0004213-0.0011663i,-0.00043085-0.00057085i,-0.00017518+0.00023387i,-9.3078e-05+0.00052158i,-1.7968e-05+0.00053851i,0.00019584+0.00077941i,-0.00024577+0.0011107i,-0.00025917+0.0010186i,-2.9446e-05+0.0010553i,-0.0001884+0.0010508i,-0.00015604-3.2619e-06i
-0.00038177+0.00011337i,0.00018085+0.0011178i,0.00039704+0.0017495i,0.00071181+0.0010539i,0.0014258+0.00072465i,0.0017498+0.00067743i,0.00085587+0.00012269i,0.00023384-0.00060706i,5.0952e-05-0.00038369i,-2.1024e-05+0.00015614i,1.6425e-05-0.00014346i,-6.0075e-05-0.00071251i,-0.00023952-0.0007262i,-0.0001827-0.00075873i,0.00067626-0.00023762i,-6.6326e-05-0.00034109i,-0.00038805-0.00035207i,3.1423e-05+0.00064596i,-8.301e-05+0.00072048i,0.00020473+0.00034033i,0.00039819+0.00012016i,0.00020658+0.00061172i,-0.00012663+0.001061i
-0.0015273+4.9188e-05i,-0.0016236-0.0011561i,-0.0020318+0.0003858i,-0.001069+0.00093534i,0.00015595+0.00082129i,0.00080345-5.1197e-07i,0.00074022-0.00097369i,0.00021817-0.00032862i,-0.00010366+3.8402e-05i,0.00020028+0.00019286i,-0.00046888+0.00077992i,-0.00091725+0.00013022i,-0.00065869-0.00059017i,-0.00012981-0.00041214i,0.00062445-0.00023929i,0.00050686-1.6095e-06i,0.00024355-2.6684e-05i,0.00014499-0.00017654i,-0.00019406+0.00010602i,-0.00037083-7.3752e-05i,-0.00038305-0.00029838i,-0.0003474+0.00048184i,-0.0007946+0.00067902i
-0.0017735+0.0018946i,-0.00082332+0.0013433i,-0.00034971+0.0027467i,0.0010766+0.0031713i,0.002712+0.0015028i,0.0026735+0.00087663i,0.001657-0.00021299i,0.00024765-0.00026061i,-0.00026788+0.00015354i,0.00026183+0.00025102i,0.00099202+0.00055976i,0.00090164-0.00034685i,0.00034189-0.0013667i,0.00010002-0.00091414i,0.00031536-0.00075347i,0.00050607-0.00025987i,3.6788e-05+0.00027166i,-0.00036113+0.00069831i,0.00017981+0.0010171i,-2.9742e-06+0.0011919i,-0.00055093+0.00055797i,-0.00024058+2.7128e-05i,0.00024114-1.0707e-05i
0.0027832-0.00055422i,0.0012948-0.00070978i,0.001945-0.0014992i,0.0009516-0.0020662i,-0.0002612-0.001353i,-0.00023822-0.0011043i,0.00017457-0.00085252i,0.00031758-3.6352e-05i,-0.0001223-0.00012635i,-0.00013945+0.00047554i,-7.8898e-05+0.0009208i,-0.00014659+0.00017429i,0.00010461-0.00023894i,0.00010377+2.3292e-05i,0.00014374+0.00055888i,-4.236e-08+0.0010633i,-0.00024143+0.00090741i,-2.0534e-05+0.00050946i,0.00023525+0.00040991i,-7.8683e-05-7.3667e-05i,-0.00053266-1.8437e-05i,-0.001028+0.00038617i,-0.00078421+0.00037918i
0.0020476+0.00097455i,0.0021751+0.0014937i,0.0015716+0.0010332i,0.0013179+6.2299e-05i,0.0018182-0.00095199i,0.0015052-0.0018744i,0.0015408-0.0015454i,0.00093704-0.00050468i,7.2297e-05-0.0003488i,2.0845e-05-0.0008921i,0.00041127-0.0013652i,0.00046649-0.001514i,7.6494e-05-0.0006677i,0.0002042-0.00069548i,-1.6062e-05-0.00084058i,-0.0010419-0.00010318i,-0.0014462-0.00015563i,-0.00026298-0.0004925i,0.00077059-0.00051552i,0.00084967-0.00010824i,0.00015483+0.00019532i,-0.0001882-0.00025487i,9.3901e-05+3.7727e-05i
-0.0010955-0.0004901i,-0.00018119-0.00016654i,-0.00027702+0.00076129i,-3.9874e-05+0.001584i,0.00093019+0.00056927i,0.0010592-0.0010912i,0.0014708-0.0016981i,0.0011959-0.0010028i,0.00089934-0.00023288i,0.00027905-0.00072366i,-0.00044076-0.0011123i,1.8093e-05-0.0011609i,0.00017509-0.0012129i,-7.6723e-05-0.0005492i,0.00028013+0.00011916i,0.00095159+0.00012629i,0.00020574-0.00010148i,-0.0006381-0.00022589i,-0.0004475-7.5312e-05i,-0.00012825+0.00011092i,-0.00049894-0.00012004i,-0.00042504-0.00056078i,0.000548-0.00042048i
0.0010293-0.0021959i,6.0495e-05-0.0016062i,-0.0016782-0.00081691i,-0.0019974-0.00034959i,-0.0012665+0.00028635i,-0.00061226-4.8777e-05i,-0.00019437-0.00023683i,-0.00022286+0.00048351i,-0.00046022+6.9081e-05i,-0.00053327+6.1721e-05i,-0.0003649+0.0006685i,0.000573+0.00013007i,0.00065049+0.00014185i,5.8692e-05+0.00016008i,-1.0621e-05-0.00037041i,0.00037009-0.00055036i,0.00084869-0.00021001i,-0.0001064+0.00012231i,-0.00082424+8.1645e-07i,-0.00052052-3.3412e-05i,-0.00034052+0.00053975i,-0.00033498+0.00088705i,-0.00031821+0.00085488i
-0.002659+0.00099403i,-0.0030763+0.00094734i,-0.0018556+0.0017603i,-7.3242e-05+0.0013995i,0.0010925+0.00022696i,0.0018188-0.00057639i,0.00083288-0.00084354i,-0.00026081-2.5825e-05i,-0.00081217+0.00096804i,-0.00094994+0.00078576i,-0.00067062+0.00051062i,0.00014455-9.4944e-05i,0.00095358-0.00044187i,0.0011181-0.00050327i,0.00053656-0.00026933i,-0.00024475+0.00062891i,-0.00051149+0.00023207i,-0.00012652-0.00032502i,8.6777e-05-0.00032492i,-0.00046255+0.00024067i,-0.00034197+0.00080114i,-3.8955e-05+0.00023864i,0.00013507-0.00016468i
0.0021013+0.0014047i,0.0016605+0.0019067i,0.0026503+0.0018016i,0.0029933+0.0010318i,0.0021534-1.6612e-05i,0.00174-0.0010888i,0.0010695-0.001189i,0.00045148-0.00049759i,0.00051666+0.00068791i,0.0007729+0.00072259i,0.00065692-0.00049064i,0.00061799-0.0009821i,0.00012673-0.00042103i,-0.00026107-0.00061791i,0.00043319-0.0012863i,0.00046592-0.00080323i,-0.00030945+1.3839e-06i,-0.00064982+0.00030737i,-0.00023363+0.00050851i,0.00038453+0.0011829i,0.00018791+0.0010865i,-0.00036903+0.00017976i,-7.1596e-05-0.00012864i
-0.0017278+0.0015186i,-0.0025429+0.0018827i,-0.0021183+0.0015921i,-0.00011765+0.0019705i,0.0011159+0.001466i,0.0017292-0.0001061i,0.0020194-0.00064668i,0.0013338-0.00040947i,0.00072581-4.3359e-05i,-2.1983e-05+0.0004234i,-0.00070441-0.00018684i,-0.00024355-0.0010446i,0.00049895-0.0015783i,0.0010348-0.0010166i,0.0013533-0.00037471i,0.0011897-0.00083075i,0.000592-0.00069388i,0.00048168-0.00048345i,0.00050729-0.00072671i,0.00026343-0.00078114i,0.00017436-0.00085256i,4.2829e-05-8.3026e-05i,0.00036627+0.00070691i
-0.00081849+2.2289e-05i,7.2196e-05+5.2676e-05i,0.00058386+0.00046102i,0.00064217-6.5043e-05i,0.0010715-0.0012311i,0.0014272-0.0015242i,0.00084265-0.0014784i,0.00016818-0.0012302i,6.4444e-06-0.00041493i,0.00033497+0.00016582i,0.00022483-0.00041833i,0.00048255-0.00061601i,0.00097047-0.0006033i,0.0011192-0.00062362i,0.0006642+8.2727e-05i,0.00057095+0.00049614i,0.00020757+0.00022854i,0.00012492-0.00037732i,-1.7777e-05-0.00041914i,-0.00042868-0.00028617i,-6.3966e-05-0.00018503i,0.00010417+0.00045606i,0.00023266+0.0003846i
0.00054675-0.0006953i,-0.00031323-0.000419i,-0.00049409+0.00025012i,-0.0011795+0.00099083i,-0.00066313+0.00034816i,0.00072381-0.00070239i,0.00071061-0.0015828i,0.00016299-0.0013224i,-0.00033928-0.0002128i,-0.00085372+0.00034997i,-0.00048773+0.00080034i,-0.00073045+2.8606e-05i,-0.0011941-0.0011733i,-1.1308e-05-0.00085162i,0.00050188-0.00030087i,-0.00013625-0.00034618i,-0.00016156-0.00026681i,0.00012601+0.00045551i,0.00032193+0.00053845i,9.6421e-05-0.00018895i,-0.00098478-5.8467e-05i,-0.00080942+0.00061338i,-0.0001281+0.00098823i
0.0021109+0.00041237i,0.0020801+0.00021388i,0.0026776+0.00037861i,0.0027398-0.00078985i,0.0023686-0.0011599i,0.001359-0.0012237i,0.00019749-0.0019395i,-5.7304e-06-0.0017708i,2.5002e-06-0.00025302i,-0.00025172+0.00056218i,-0.00060706+0.00044416i,-0.00078164-0.00060519i,-0.00099234-0.0011414i,-0.0011654-0.00044228i,-0.00089267-0.00016396i,-6.3245e-05-0.00068732i,0.00064645-5.9457e-05i,0.00019762+0.00064734i,-0.00023446+3.751e-05i,-0.0003902+0.00015275i,-0.00066065+0.00061244i,-0.00070105+0.00033232i,-0.00066767+0.00032637i
-0.0014615-0.00084651i,-0.0018846-1.655e-05i,-0.002035+0.00066128i,-0.0011321+0.0018785i,0.00019344+0.0020567i,0.0012657+0.0013268i,0.0010148+3.011e-05i,8.8661e-05+0.00010314i,-5.8428e-05+0.0010397i,0.00035511+0.00077608i,0.00043705-0.00072809i,0.00018839-0.0012218i,-0.00051419-0.00027235i,-0.00070564+0.00012142i,-0.00038429-3.0444e-05i,-0.00064435-0.00039517i,-0.00026139-0.00075939i,0.00019157-0.0006283i,-8.4249e-05-0.00069892i,0.00059335-0.00075329i,0.00091432-0.00055431i,0.00061581-0.00010546i,0.00046512+0.00068756i
-0.0011843-0.00087123i,-0.00085411-0.0016288i,-0.00043421-0.0020012i,-8.2497e-05-0.00069435i,0.00023299-0.00020071i,0.00038663-0.0013587i,0.00024347-0.0015716i,0.00020687-0.0002608i,6.4851e-05+0.0010338i,-0.00017073+0.0014796i,0.00018917+0.00090565i,4.8348e-05-4.4448e-05i,-5.0212e-05-0.00022047i,9.2267e-05-0.0005236i,0.00038295+0.0001989i,-5.6178e-05+0.00047461i,-0.00045315-0.00050642i,0.00013636-0.0013559i,2.5787e-05-0.0010555i,-0.00066153-9.4389e-05i,-0.0011641+0.00056039i,-0.00037257+0.00072217i,0.00036124+0.00037381i
-0.00062387+0.0018443i,-0.00076959+0.0022433i,-0.00074132+0.0024296i,-0.00038512+0.0015908i,0.0010082+0.00071899i,0.0017856-9.33e-05i,0.0015723-0.00093571i,0.00036659-0.00019843i,-0.00038356+0.0011913i,-0.0003126+0.00039761i,0.00020384-0.00066318i,0.00066343-0.00074698i,7.8769e-05-0.00015159i,-0.00059233-9.5585e-05i,0.00027238-0.00057918i,0.0010648+8.9468e-05i,0.00074048-9.5801e-05i,1.0144e-05+0.00017777i,0.00047512+0.0003478i,0.00080254-0.0003901i,0.0001737+0.00029046i,0.00031112+0.0011802i,0.0005641+0.00067999i
-0.00058136+0.00044116i,-0.00061661-0.00085201i,0.00021619-0.0010897i,0.00039465-0.00042699i,0.00051504-0.00037292i,0.0013129-0.0019385i,0.0016593-0.0026249i,0.00091214-0.00097442i,-0.00015516+0.00024698i,-0.00058531+0.00046177i,-9.3202e-05+0.00062238i,-1.5041e-05+0.00026236i,-0.00028777-0.00029443i,-0.00032461+9.3714e-05i,0.00051234+0.00034716i,0.00074407+0.00038651i,-5.5158e-05+0.00133i,-4.9284e-05+0.0010143i,5.3428e-05-0.00020185i,-0.00020132-0.00034761i,-0.0002415+1.5877e-05i,-0.00067375+0.00044207i,-0.0011461+0.0006724i
-0.0010995-0.0014715i,-0.0016376-0.00049486i,-0.0011612+0.0015503i,0.00055954+0.0020918i,0.0012562+0.0016837i,0.00094161+0.00051956i,-0.00012268-0.00036796i,-0.00032647+0.00016766i,0.00040249+0.0015313i,0.00013847+0.0016878i,-0.00013883+0.00085547i,-8.8984e-05+0.00053085i,0.00010107+9.3369e-05i,0.00046991-0.00063306i,0.00018253-0.00077934i,6.5324e-05-0.00017744i,0.00031383-0.00067061i,0.00024439-0.00092446i,-0.0002037-3.8172e-05i,-0.00081019+0.00053996i,-0.00027458+3.4863e-05i,-0.00022279-0.00069694i,-0.00043253-0.00031682i
-0.0020498+6.218e-05i,-0.001807-0.00029584i,-0.00049282-0.0010992i,0.00043567-0.00077415i,0.0018851-0.00085953i,0.0030149-0.0010913i,0.0024336-0.00090235i,0.00066774-0.00072205i,-0.00016087-0.00079094i,-6.547e-06-0.00010203i,-0.00012462+0.00039811i,0.00056251-0.00039912i,0.00057544-0.00022475i,3.2179e-05-0.00010417i,0.00031714-0.00026632i,0.00069074-2.7433e-05i,0.000484+0.00014363i,-0.00026817+0.00019299i,-0.0010242+0.00047342i,-0.0012189+0.00091206i,-0.00060999+0.0010583i,-0.00030343+0.00051557i,-0.00048537+0.00022953i
-0.0012693-0.00043186i,-0.0013138+0.00077959i,-4.0439e-05+0.0022068i,0.0012907+0.0013015i,0.0011919+0.00019184i,0.00083433-0.0011698i,-0.00014286-0.0019592i,9.3279e-05-0.0010371i,0.0003205-0.00026452i,-0.00027415-9.8121e-05i,0.00028663-0.00062845i,0.001065-0.0010852i,0.00072706-0.00062769i,-0.00035319-0.00051567i,-0.00016275-0.00033577i,-2.38e-05-0.00052905i,0.00011081-0.00083952i,0.00034851-0.00012817i,0.00043737-0.00061577i,0.00070754-0.0013063i,0.0011437-0.0007063i,0.0013863-0.00022592i,0.00078448-0.0005349i
-0.0010352-0.00079242i,-0.00098286-0.001016i,-0.001166-0.00067536i,-0.0005415+0.00092438i,0.0006974+0.0013294i,0.00094295+8.297e-05i,0.00036352-0.0008523i,0.0001181-0.0013897i,-0.00019543-0.00077487i,-0.00063938+0.00036645i,-0.00075648+0.00063654i,-0.00026761+0.0002285i,-2.5078e-05-0.00010998i,0.00032954+0.00029611i,0.0011243+0.00053206i,0.0018133+0.00019652i,0.0011336-6.7276e-05i,0.00021068+7.3257e-06i,-0.0001579+0.0002606i,-0.00029555-0.00013109i,-0.0004425-7.6034e-05i,-0.00083381+0.0010033i,-0.00024335+0.00098032i
-0.0019457-0.00054819i,-0.0019032-2.0681e-05i,-0.00049705+0.0011417i,0.00051037+0.0015101i,0.00086078+0.00067391i,0.00095381-0.0001924i,0.00059824-0.00085411i,0.00011781-0.00049293i,-0.00023443+0.00011206i,-0.00051752+7.9383e-05i,-6.9126e-05+0.0001381i,0.00078456+0.00025337i,0.00090445-0.00013717i,0.00037036-0.0012831i,0.00020602-0.0013853i,0.00051568-0.00027215i,7.062e-05-0.00013405i,-0.0002789-0.00046617i,0.0001607-0.00051552i,0.000126-0.00056916i,-0.00033511-0.0004625i,-1.6991e-06-3.9691e-05i,0.00016435+0.0002467i
0.0018959-8.3079e-05i,0.0017385-0.00070432i,0.0012732-0.001637i,0.0007636-0.00082799i,-2.658e-05+0.00021127i,0.00030659-0.00034063i,0.00071119-0.00082967i,0.00015833+7.0888e-05i,0.00077888+0.00026654i,0.00055273-0.00080845i,-0.00014969-0.00088532i,-0.00029187-0.00051583i,-0.0005145-0.00092449i,0.00010921-0.00044449i,0.0010963+0.00069538i,0.0010477+0.0012414i,0.00097886+0.00076078i,0.0010206+0.00049199i,0.00057291+0.0010953i,0.00013337+0.00077165i,0.00034086+0.00046441i,0.00019137+0.00084781i,-0.00027142+0.00071441i
-0.0027052+0.00080867i,-0.0019105-0.00032444i,-0.0014504+0.0011069i,4.9334e-05+0.0015744i,0.0025279+0.00061928i,0.0024394-0.00075935i,0.0012125-0.0014287i,0.000394-0.00041154i,-0.00025163+0.00042441i,2.6352e-05+0.0005867i,0.00052927+0.0003337i,0.00035187-0.00071702i,-5.6436e-05-0.0011775i,-0.00043134-0.0010641i,-5.1855e-05-9.759e-05i,0.00062616+0.00026543i,0.00022515-0.00031111i,-5.434e-05-0.00074401i,-1.6546e-05-0.00033625i,0.0005901-8.4027e-05i,0.00093067-0.00046784i,0.00066819-0.0002758i,0.00052014+0.00024723i
-0.0001594+0.00058096i,1.7381e-06-0.00022267i,0.00056828+8.2356e-05i,0.00082171+0.00061376i,0.0017438+0.00047836i,0.0021607-0.00038568i,0.0015003-0.00076514i,0.00060959-0.00048796i,-0.00054076+2.8924e-05i,-0.00021014+0.00061764i,0.00066049+0.00094431i,0.00068272+0.00055537i,0.0002539-0.00011038i,-0.0002578+0.00010488i,0.00032569+0.00042325i,0.00062001+0.00048652i,0.00012425-1.1886e-06i,7.0186e-05+0.00010578i,-7.0036e-06+0.00024572i,0.00020139-0.00017891i,0.00029923-0.00062888i,-0.000233-0.00067155i,-0.00023094-0.00029883i
0.00071971-0.00015037i,0.00016823+0.00020614i,-0.00020563-0.00053365i,-9.3043e-05-0.00060776i,0.0012055-0.00042757i,0.0012813-0.00081092i,0.00010571-0.0013203i,-0.00034138+6.9895e-05i,-0.00042293+0.0013249i,-0.00052821+0.0010214i,-0.00045969-2.3216e-05i,-0.00069516-0.00035125i,-0.00093257+0.00071683i,-3.2072e-05+0.0014886i,0.00020197+0.0011206i,0.00030851+0.0003293i,0.0003607+0.0001077i,2.1205e-06+0.00059654i,4.4305e-05+0.00060604i,-0.00028333+0.00049343i,-0.00013816+0.00016659i,0.00015775+0.00077383i,9.8368e-05+0.0014078i
-9.1672e-05-0.0011758i,-0.00033695-0.0017097i,0.00034736-0.00066537i,0.00039477-0.00036095i,0.0012444-0.00026948i,0.0011198+0.00012711i,4.7921e-05-0.00015771i,-0.00012983-0.00048156i,-0.00021065-7.0913e-05i,-0.00070241+0.00056338i,-0.00064755+0.00040243i,4.2762e-05-0.00014289i,6.5433e-05-9.8214e-05i,7.0024e-05-0.00012562i,0.00069938-0.00034299i,0.00072553-4.083e-05i,0.00048561-8.3678e-07i,-0.00028534-0.00056229i,-0.0010421-0.00093922i,-0.00033697-0.00043893i,0.00023895+0.00029654i,-0.00065425+0.00067011i,-0.0006903+0.00048552i
-0.0019174-0.00059067i,-0.0010325-0.00023818i,-0.0020809-0.0003524i,-0.0019363+0.00043888i,-0.00048543+0.0012039i,0.00067286-8.3088e-05i,0.00061163-0.0010271i,-0.00020438-0.0013622i,-0.00022806-0.0013738i,-0.00053603-7.6189e-05i,-0.00061658+0.0011171i,0.00048904+0.00084756i,0.00091056+0.0001333i,0.001039-0.00026765i,0.0012667-0.00026441i,0.0012278-0.00033203i,0.0003961+0.00017911i,-0.00010228+0.00097837i,4.1028e-05+0.00075719i,-0.00023928-0.00010542i,-0.00056428-0.00058431i,-0.00063056-0.00015258i,-0.00024462+0.0006951i
-7.8902e-05-0.0021968i,-0.00031555-0.0010644i,0.00081214-0.0013397i,0.00011728-0.00068669i,-0.00042488+0.00069121i,0.00094283+0.00084301i,0.0010887+0.00038784i,0.00038505+0.00073632i,-0.00046561+0.00053676i,-0.0010916+0.00013059i,-0.00064707+0.00032051i,-0.00018209+0.00014062i,4.6589e-05-0.00097459i,-0.00027473-0.0010157i,-0.00032346+0.00042082i,-0.00037584+0.00081147i,0.00031364-0.00058642i,0.00093741-0.00090841i,0.0005047+0.00020001i,0.0001479+0.00055276i,-0.00016015+0.00083709i,-0.00020342+0.00052162i,-2.4124e-05-0.00064343i
1.5658e-05-0.001204i,-0.00079066-0.0010744i,-0.00087401-0.00073635i,-0.00028772+0.00028325i,-0.00019009+0.0014893i,-0.0001696+0.0011858i,-0.00028217-0.0002051i,-0.00027093-0.00033565i,0.00068106+0.00022467i,0.0011682+5.4126e-05i,0.00098448-0.00014828i,0.00072459-0.00079213i,0.00015816-0.00092455i,-5.7354e-05-0.00010163i,-0.00021757-3.3532e-05i,-0.00033711+0.00010645i,0.0001061+0.00017627i,0.00059672+0.0001653i,0.0004047+0.00041049i,0.00013309+0.00022926i,-0.00070611+0.00046383i,-0.0010595+0.00077796i,-0.00034916+0.0004308i
-0.00053786-0.00037509i,0.00020427-0.0005931i,0.0015285+0.00023306i,0.0021948+0.00060448i,0.0025303-4.7213e-05i,0.0023933-0.00089984i,0.0016618-0.00076456i,0.0010264-1.6356e-05i,0.00067784+0.00041442i,-0.00015089+0.00044729i,-0.00062259+5.467e-05i,-0.00088122-0.00037514i,-0.00088095-0.00080866i,-0.00045638-0.00088402i,0.00030489-5.0591e-05i,0.00016327+0.00041287i,-0.00041334+1.9473e-05i,-0.00010532+0.00029095i,0.00023408+0.00058028i,-4.265e-05+0.00037505i,0.0001589+0.00069123i,0.000706+0.0011389i,0.00026468+0.0013774i
-0.0010287-0.00012939i,-0.001561+0.00040094i,-0.0018529+0.0023749i,-0.0012888+0.0020681i,0.00068784+0.00074096i,0.0020952-0.00017347i,0.001791-0.0010303i,0.00082924-0.00076739i,0.00012828-0.00019568i,-0.00056525+0.00015401i,-0.00029376-0.00028434i,0.00099988-0.0012373i,0.0010966-0.001101i,6.0918e-05-0.00044739i,0.00018377+0.00058083i,0.00042219+0.0011996i,0.00017982-3.5603e-05i,0.00026043-0.0011726i,0.00034557-0.00025025i,0.00011583+0.0012104i,-0.00048315+0.00063i,-0.00015919+0.00022078i,-0.00018689+0.00048857i
0.0010827-0.00035421i,0.00068329-0.00028656i,0.00036091-0.00096778i,0.00031845-0.00045329i,0.00034722-0.00018886i,0.0005923-0.00015708i,0.00054418+6.9687e-05i,0.00051739+0.00039878i,0.00064893+0.00014472i,0.00047839-0.00019227i,0.00037359-0.00026427i,0.00059603-0.0007738i,0.00028701-0.0015819i,-0.00038074-0.00084271i,-0.00068243+0.00025451i,5.4931e-05+0.00066058i,0.00078721+0.00011211i,0.00065137-0.00013765i,0.00027957+0.00045747i,-0.00043059+0.00052089i,-0.00042454+0.00038055i,0.00014868+0.00013038i,0.00032031-0.00023073i
-0.00028091-0.00067919i,-1.2169e-05-0.0010515i,0.00021218-0.0014412i,6.6459e-05-0.0011925i,-0.00020813-0.0011274i,-2.0541e-06-0.00084571i,0.00025575-0.00071764i,0.00035936-0.00038731i,0.00058495-6.1992e-05i,0.00099379+0.00018944i,0.0013792+0.0003613i,0.00074885-0.00024362i,-0.00020664-0.00019208i,-0.00077894+0.00058166i,-0.00095393+0.00092178i,-0.00077674+5.4238e-05i,-0.00021464-5.2277e-05i,0.00011748-4.0861e-06i,0.00026823-0.00068516i,0.00039805-0.00058085i,4.8247e-05+2.259e-05i,-0.00043927-0.00013566i,-0.00018941-0.0007602i
0.00082901+0.00088773i,0.00028782+0.001426i,-0.00022669+0.0004959i,0.00029716+0.00046275i,0.0016908+0.00095862i,0.0020265+0.0003261i,0.0010172-0.00063955i,0.00013836-0.00035816i,0.00011735-0.00024552i,-0.00037342-0.00038541i,-0.0011588-5.8197e-05i,-0.00074039+0.00047347i,-0.0006395-0.000547i,-0.00075728-0.0016041i,0.00033919-0.00051316i,0.00037802+0.0004459i,-0.00067346+0.00047076i,-0.00081128-0.00013421i,-0.00046143+0.00050022i,-0.00033159+0.0014033i,-9.9097e-05+0.00051423i,0.00013782+0.00054479i,9.3662e-06+0.00074022i
