-0.0011689+4.0816e-05i,-0.00089441-0.00059176i,-0.0017306-0.00063891i,-0.0017006-0.00026198i,-0.0017898+0.00066375i,-0.001654+0.0014642i,-0.00078842+0.0017712i,0.00025788+0.0014911i,0.0011312+0.00066214i,0.0013704+0.00054772i,0.0012839+0.0010435i,0.0011922+0.0004635i,0.00098319+0.00038749i,0.00016154+0.00037271i,-0.00019257+0.0003002i,-0.00035996+0.00028826i,9.9865e-05-2.5545e-05i,0.00096674+0.00060466i,0.00050153+0.0013646i,-0.00038731+0.001247i,-0.00058791+0.00066971i,0.00017644+0.0006129i,0.00026667+0.00040773i
0.00070704+0.001888i,-2.0638e-05+0.0011881i,0.00011926+0.0015573i,0.00030021+0.0015649i,0.00021641+0.00033358i,-5.68e-05-0.0006836i,-0.00034533-0.00090897i,-0.00047888-0.00077985i,-0.00053046-0.00060151i,-0.00013871-0.00017026i,0.00056363+0.00064785i,0.0006057+0.00043228i,0.00026564+0.0003929i,-0.0001803+0.0011185i,-0.00056406+0.0011213i,-0.0012832+0.0011745i,-0.00095482+0.0011759i,-0.00010305+0.00078852i,0.00015965+0.0005568i,0.00013947+0.00050481i,0.00031334+0.00027102i,0.00015681-0.00032264i,1.1819e-05-0.0006867i
0.00023463-0.0021388i,0.00050575-0.0033188i,0.00047002-0.0038818i,-0.00029988-0.0020483i,-0.00046986-0.00057594i,-3.1974e-05-0.00053375i,-0.00053136-0.00022023i,-0.0010499-2.4396e-05i,-0.00036979+1.8811e-07i,0.00028791+0.00021371i,0.00054614+0.00046349i,0.00072836+0.00028574i,0.00087291+0.00065118i,0.00094848+0.00088876i,0.0012152+0.00036419i,0.0017026+0.00038514i,0.0016661+0.00025558i,0.0012519-0.0008693i,0.0011001-0.00063977i,0.00071193+0.00065721i,0.00021281+0.001352i,0.00016847+0.001474i,0.00044718+0.00036152i
-0.0011528+0.00050311i,-0.00048472+0.0015748i,-0.00037367+0.0029476i,-0.00033058+0.003117i,-0.00021074+0.0019885i,0.00045795+0.00084882i,0.00090059+9.4553e-05i,-5.5308e-05+0.00028603i,-0.00035666-5.7912e-05i,-0.00024472+2.2611e-05i,0.00045568-7.16e-06i,0.0014482-0.00088146i,0.0015333-0.00066433i,0.0014733+0.00036341i,0.00058707+0.0011127i,-0.00051948+0.00085891i,-0.00012753-1.7877e-05i,-0.00042643-0.00025688i,-0.00084285+0.00010931i,-1.4248e-05+0.00050765i,0.00013734+0.00053871i,2.0564e-05+0.00032296i,0.00028624-3.1102e-05i
0.0014677-0.0012225i,0.0014172-0.0011647i,0.0011561-0.0018643i,0.00047349-0.0025191i,-0.00014371-0.0014497i,-0.00059937-0.00047055i,-0.00074821+0.0001381i,-2.2109e-06+0.00015439i,0.00053268-0.00026745i,-0.00010995-0.00034336i,-0.00096907+8.4935e-05i,-0.00089215+0.00024681i,-0.0003574+0.00042848i,-1.8784e-05+0.0008251i,0.00013397+0.0011413i,0.00073881+0.0015838i,0.001276+0.0017554i,0.00076713+0.001168i,0.00032151+0.00064964i,-0.00010468+0.00076651i,-0.00026279+0.00082471i,-0.00062607+0.00031698i,-0.00098951-0.00015738i
0.00064601+0.0016946i,0.00070007+0.0029776i,0.00076011+0.0028284i,0.0011118+0.0013442i,0.0011013+0.00019049i,0.00047728+0.00026657i,0.00017917+0.00071481i,0.00032385+0.00053213i,1.3175e-05-0.00015268i,-0.00014771-0.00049631i,4.306e-05-0.0003619i,0.00099947-9.3574e-05i,0.001455+6.2805e-07i,0.00091672-3.1421e-05i,0.00032426-0.00069305i,0.00052441-0.00058831i,0.00048998-0.00070862i,0.00030943-0.0012978i,0.00021685-0.00061483i,-0.00022414+0.00020826i,-6.6561e-05+0.00014194i,0.00078588+0.00038636i,0.00070345+0.00027373i
-0.0012243-0.002093i,-0.001952-0.0020101i,-0.0024277-0.0015254i,-0.0014713-0.0009565i,-0.0011455-0.00064331i,-0.00077103-0.00030854i,-0.00052094-1.1885e-07i,-0.00053558-6.7295e-05i,-0.00054826+3.1369e-05i,-0.00047178+0.00024975i,-0.00031398+0.00021583i,9.3506e-05-0.00012795i,7.5268e-05-8.0286e-05i,0.00033956+5.5844e-05i,0.00032829+0.00050534i,0.00030005+0.00092479i,0.00052613+0.00068936i,0.00040802+0.00058969i,0.00072229+0.00046595i,0.00029838+0.00065671i,-0.0005446+0.0012027i,-0.00053857+0.0010212i,-0.00041086-0.00029936i
0.00111+0.0014947i,0.0014024+0.0017536i,0.0014657+0.0018151i,0.0015541+0.0013342i,0.0012951+0.00043589i,0.00021018+0.0001888i,-0.00068068+0.0008258i,-0.00042565+0.00088888i,-0.0001251+0.00056685i,0.00052771+0.00013733i,0.00080183-0.00054696i,0.00043901-0.00020966i,-4.0432e-05+0.0011356i,0.00035656+0.0012981i,0.00023051+0.0002299i,-0.00065192-0.00018367i,-0.00057489-0.00020275i,8.6397e-06-0.00054122i,0.00043665-0.00053979i,-6.4976e-05-0.00038201i,-0.00056146+5.2505e-05i,-8.6487e-05+0.00010562i,-8.8812e-05-0.00011794i
-0.0012551-0.00065656i,-0.0021547+3.437e-06i,-0.0021032-0.00047937i,-0.00067696-0.0011122i,0.000147-0.00082742i,0.00055888-0.0011543i,0.0011987-0.0014819i,0.001008-0.00087013i,6.8141e-05-0.00017632i,8.1998e-05-0.00035752i,8.5186e-05-0.00019168i,-0.00057487-0.00020422i,-0.00060059-0.00068414i,-0.00017278-0.00021782i,0.00021337+0.00017139i,0.00062922+0.000464i,0.00051386+0.0010574i,-1.6118e-05+0.0015942i,0.00028435+0.0013211i,0.00030229+0.00051965i,-0.00042909+0.00013181i,-0.00070119+0.00016722i,-0.00017554-0.00055409i
0.00022474+4.4676e-06i,-0.0003547-0.00058027i,-0.00036572-0.00073974i,-0.00024753+0.00018242i,9.2279e-05+4.873e-05i,0.0009208-0.0008247i,0.00028914-0.00042352i,-0.00018252-0.00031422i,-0.00020311+1.9355e-05i,-0.00034812+8.7097e-05i,4.0937e-05-0.00030565i,9.6828e-05+0.00051942i,-8.307e-05+0.00069877i,-0.00027418+2.9447e-05i,-0.00054662+0.00028527i,-0.0010406+0.0002035i,-0.00081728-0.00071487i,-0.00028437-0.00098336i,-0.00010787-0.00092273i,-0.00014759-0.00084008i,0.00012606-0.00019006i,0.00040854+0.0003169i,-7.524e-05+0.00039386i
0.0010241+0.001009i,0.0013718+0.00060604i,0.00158-1.0152e-05i,0.00077109-0.0014187i,6.1996e-05-0.0016337i,0.00035976-0.0014128i,0.00047112-0.00041349i,-0.0004006+0.00042469i,-0.00030553-1.6193e-05i,0.00049939-0.00050724i,0.00026332-0.00021892i,0.00055685+0.00069576i,7.3369e-05+0.00069878i,-0.00016688+0.00081335i,0.00025751+0.0014005i,-6.3586e-05+0.0012776i,-0.00046775+0.0011308i,-0.00086749+0.0013125i,-0.00050919+0.0010644i,-0.00041459+0.00060442i,-0.00010518+0.00059571i,-0.00014329+0.00060275i,-0.00051324-0.0001038i
-0.0022093-0.00045658i,-0.0019331+3.5568e-05i,-0.0021377+0.0013851i,-0.0011455+0.0022562i,-7.6239e-05+0.0013292i,-0.0003129-0.00030153i,-0.0012503-0.00082295i,-0.0011114-0.0005666i,2.2976e-05-0.00027663i,0.00055777-0.00028797i,0.00029639-0.00028371i,0.00015199+4.9411e-05i,0.00095745+0.0002223i,0.0013566-0.00029506i,0.0010197-0.00078117i,0.00090064-0.00053897i,0.0003343-0.00049532i,-0.00010102-0.00077239i,0.00041151-0.00035763i,0.00062829+0.00064653i,0.00070158+0.00097133i,0.0012866+0.00052369i,0.00099714-4.1162e-05i
-0.00212+0.00075244i,-0.00074487+0.00024318i,-0.00038344+0.00077835i,-0.00018291+0.0010972i,0.00026402+0.0012536i,0.00048046+0.00085827i,0.00011682+0.00037371i,-1.6181e-05+0.00058773i,0.00014039+0.00043576i,-0.00015019-3.882e-05i,0.00023066-0.0003014i,0.0012496+0.00024631i,0.0017875+0.00019949i,0.0017702-0.0004267i,0.00095575+0.00043188i,-0.00026114+0.0011174i,1.3348e-06+0.00053727i,0.00081768+0.00015691i,0.00039364+0.00072049i,0.00054754+0.0010392i,0.00066485+0.00052944i,0.00051487-0.00017909i,0.00013769-0.00014703i
-0.00036941-0.00054718i,0.00039675-0.00039833i,0.00025708+0.00033051i,-0.00074341+0.00089022i,-0.001116+0.00023016i,-0.00062907-0.00088044i,3.6982e-05-0.00031782i,-0.00040769+0.00066365i,-0.00092802+0.00051191i,-0.00010468-0.00026968i,0.00021078-4.7287e-05i,-9.0138e-05+0.00011669i,0.00018527+0.00027908i,0.00020418-3.1387e-05i,-8.0235e-05-0.00071541i,0.00012169-0.00061628i,0.00035394-0.00023624i,-1.8187e-06+0.0003017i,-0.00053226+0.0003824i,-9.6197e-06+4.9631e-05i,0.00062043+0.00055852i,0.00024565+0.00083883i,-0.0005669+0.00030168i
-0.00040531+0.00089644i,0.00016935+0.00038057i,0.00055881-0.00040447i,0.00064569-0.0010657i,0.0004834-0.0010011i,0.00081048-0.00065264i,0.00076559-6.0873e-05i,7.508e-05-0.0001637i,-0.00015378-0.00037894i,-0.00031278-0.00039584i,-0.00010874-0.00048327i,0.00041805-0.00057944i,0.0011405-0.00073528i,0.0014013-0.00071295i,0.00018948-0.00020771i,-0.0009049+8.4402e-06i,-0.00073433+0.0004562i,-0.00036169+0.00072561i,0.00036522+0.00054233i,-0.00011418+0.00066587i,-0.00042169+0.000185i,-0.00037208-0.0005226i,-0.00049152-0.00021496i
0.00099166-0.00057794i,0.00064842-0.00017505i,0.00017128-0.00085954i,0.00041593-0.00032897i,0.00081539-0.00043504i,0.00051911-0.00088682i,6.5246e-05-0.00032214i,-0.0003972+0.00018675i,-0.00033565+0.00032166i,0.00047903-0.00015568i,0.00017901+3.5781e-05i,-0.00033928-3.4485e-06i,0.00021285+0.00045253i,0.00049618+0.0012864i,0.00015566+0.00079357i,0.00014129+0.00015423i,0.00079053+0.0003943i,0.00075939+0.00081652i,0.00058137+0.00080942i,0.00056881+0.00081747i,0.00039032+0.00086168i,0.00043596+0.00074446i,0.00023015+0.00048415i
-0.00059226-0.00019697i,-0.0003127-0.00017599i,-0.00063355-0.00069847i,-0.00045111-0.00068175i,-0.00068103-3.3775e-05i,-0.00050681+0.00046892i,-0.0004167+0.0010789i,0.00034069+0.0011639i,0.00091875+0.00070226i,0.00074887+0.00041918i,0.00031333+0.00035107i,7.1403e-07+0.00097549i,0.00015593+0.0007061i,0.00046315+0.00069707i,0.00018147+0.00048843i,-0.00043844+0.00022233i,-0.00081127+0.00025104i,-0.00080069-0.00019191i,-0.00091895+0.00020396i,-0.0005143+0.00090209i,-0.00023872+0.00044922i,0.00031183-0.00038529i,0.00042468-0.00078567i
-0.00073204+0.0013317i,-0.00026134+0.0012536i,-8.2448e-05+0.0014881i,0.00074333+0.0015697i,0.0014755+0.0003981i,0.0013281-0.0011199i,0.0011186-0.0012325i,0.0004486-0.00049146i,0.00053041-0.00048087i,0.000906-0.00098229i,0.00069365-0.00068467i,0.00041889+0.00035587i,0.00052718+0.00050439i,0.00099804-0.00042243i,0.00060188-0.00040673i,6.7624e-05-0.00016826i,0.00066851-2.696e-05i,0.00055352-6.4853e-05i,-0.00016114+0.00035802i,0.0003089+0.0013003i,0.00089164+0.0011279i,0.00056861+0.00016121i,0.00027262-0.00021012i
-0.0019761+0.00028211i,-0.0023834+0.00044502i,-0.0025318+0.0009603i,-0.0014726+0.001328i,-0.00051595+0.0013261i,-0.00076953+0.00022817i,-0.0012359+0.00017652i,-0.0013619+0.00068137i,-0.0014781+0.00098643i,-0.0012195+0.00063524i,-0.00037764+0.00011594i,-5.6214e-05+0.00042662i,0.00018483+0.0006879i,0.00026686+0.00040176i,-2.888e-05+0.00048983i,-0.00039316+0.0011688i,-0.00067093+0.00048531i,-0.0001086+2.9821e-05i,-0.00023434+0.00045482i,-0.00015414-7.2807e-05i,0.00053688-0.00070394i,0.0003686-0.00098995i,5.406e-05-0.00079378i
0.00078562+0.0015198i,0.0014507+0.00018375i,0.0018249+2.6732e-05i,0.0017016+0.00022903i,0.0010831-0.00098925i,0.00046103-0.00083105i,-0.00050426+0.00019727i,-0.00050759+0.00076215i,-3.7353e-05+0.00076935i,0.00014184+0.00042186i,0.00063264+0.00022127i,0.00058948-0.00049191i,0.00024317-0.00077997i,0.00056374-0.0002798i,0.00068888-0.00067774i,0.00049454-0.0003743i,9.7372e-05+0.00068621i,0.00019857+0.00088986i,0.00041871+0.00046119i,0.00027117-0.00014857i,1.326e-05-0.00027454i,0.00036458-0.00025118i,0.0007789-0.00035725i
-0.00085999-0.0014803i,-0.0015532-0.0010766i,-0.0019234-0.00081339i,-0.0011367-0.00077847i,0.00065404-0.00020203i,0.00095115+0.00039423i,2.1236e-06-0.0001333i,0.00022551-0.00054278i,0.00075258-0.00060915i,-8.8582e-05-0.00046267i,6.8457e-05+0.00038135i,0.00051838+0.0011245i,0.00093391+0.0006362i,0.0012923-0.00069523i,0.0004934-0.0010534i,-0.00048019-0.00018414i,-0.00041124+0.00020222i,-0.00030073-0.00018429i,-0.00024488+0.00038375i,-4.7108e-05+0.0008888i,0.00015311+0.00011456i,0.00064412-1.9557e-05i,0.00062986+3.5211e-05i
-0.00060112-0.00080722i,0.00083548-0.001233i,0.0013753-0.00076089i,0.0010288+0.00062727i,0.00033766+0.0011025i,1.9989e-05+0.00029774i,0.00056327+0.00024707i,0.00069926+0.0013957i,-1.7394e-05+0.0015044i,-0.00013545+0.00058557i,0.00010093+0.00011634i,0.00068573-0.00041187i,0.0010855-0.00049156i,0.0011089-0.00028067i,0.00084997-0.00033208i,0.00038788-0.00033214i,0.000592-0.000557i,0.00061387-0.00027301i,-0.00044163+0.00052392i,-0.0010368+0.00071302i,-0.00058532+0.0011205i,-0.00040635+0.0011676i,-0.00067223+0.00050771i
-0.00099787+0.00057528i,-0.00084963+0.0012965i,-0.00071056+0.0025931i,-0.00030196+0.0020822i,0.00052207+0.00077444i,0.00090945+0.00024811i,0.000539+0.00013686i,5.681e-05+7.8024e-05i,-0.00052059+0.00023726i,-0.00027789+0.00046246i,0.00061098-0.00020221i,0.00077036-0.00030803i,-0.00049662+0.00043399i,-0.00074692+0.00035457i,0.0001514-9.6673e-05i,0.00011118+0.000279i,-0.00094621+0.0011007i,-0.0010633+0.00071426i,-0.00064109-0.00059944i,-0.0009566-0.00068591i,-0.00093724-0.00057631i,-0.00063553-0.0010467i,-0.00020284-0.00073428i
-2.6025e-05+0.0015553i,0.00032275+0.0010118i,0.00093704+0.00047145i,0.0015832+0.0008203i,0.00068093+0.00030767i,0.00042263-0.00058322i,0.00092806-0.00038444i,0.00082285+5.3989e-05i,0.00031226+0.0002615i,0.00022316+0.00020014i,0.00018393-0.00020696i,0.00040115-8.0847e-05i,-6.6733e-05+0.00045478i,-0.00064805+0.00038166i,0.00040369+0.00021377i,0.0012405+0.00076991i,0.0012736+0.0010174i,0.0011011+0.00022377i,0.00069822+0.00022614i,0.00049907+0.0008256i,0.00054372+0.00053749i,0.00022755+0.000192i,0.00026256+5.4952e-05i
0.00027894-0.00070701i,-0.00018699+0.00031275i,0.00052476+0.00064262i,0.0014509+0.0010696i,0.00092721+0.00051391i,0.0004396-0.00033307i,-0.00027386-0.0002117i,-0.0011353-0.00049325i,-0.00054845-0.00051408i,-2.9615e-05-0.00051775i,0.00029253-0.00092828i,0.00034551-0.00030968i,0.0001115+0.00075166i,0.00051485+0.00086699i,0.00080934+0.00025589i,0.00092233+0.00050589i,0.00049084+0.00051405i,-9.9398e-05+3.3729e-05i,-0.00015894-8.1022e-05i,0.00013356+1.5283e-05i,0.00093985+0.00048241i,0.0018047+0.00057316i,0.0010302+0.00020653i
0.00070229+0.00062469i,0.00041712-0.00065299i,0.00078811-0.0006392i,0.0011355-0.00051932i,0.00068502-0.0017311i,-0.00021691-0.0023024i,-0.00067148-0.0016693i,-0.00070682-0.00063292i,-0.00040075+7.7887e-05i,-0.00018856+0.00038872i,0.0005675-0.00014711i,0.0010449-0.00047926i,0.00056501-5.7006e-05i,-0.0001145+0.00018176i,5.1433e-05+0.00035395i,0.00016029+0.00096993i,-0.0006517+0.00093966i,-0.00084466+0.0004915i,-0.001176+0.00081244i,-0.0012638+0.00096151i,0.00018382+0.00030566i,0.0007239-0.0002694i,0.00050102-9.7482e-05i
0.0013686-0.00043464i,0.0014038+0.00021603i,0.00093288-0.00018424i,0.00055227-0.00093066i,0.00020361-0.00071762i,-0.00057023+1.0629e-05i,-0.00056628+0.00025618i,0.00015697+9.876e-05i,0.00091819-0.00011341i,0.0014944-1.295e-05i,0.0015349+8.3066e-05i,0.00091032-0.00038956i,0.00044226-0.00020934i,-0.00029966+0.00083618i,-0.00051267+0.00014963i,-0.0003698-0.0005461i,-0.00015661+0.00011618i,5.7531e-05+0.00047599i,0.00077768+0.0004634i,0.00082491+0.00080338i,0.00048493+0.00076407i,-0.00016514+5.1638e-05i,-0.0003735-0.0010595i
-0.00096057-0.0013646i,-0.00049113-0.0014883i,-0.00037308-0.001533i,-0.00015711-0.0011291i,-0.00076572-0.000952i,-0.00083468-0.0009232i,-0.00056418-0.00061981i,-0.0011306-0.00065342i,-0.0019262-0.0013568i,-0.0015754-0.00074944i,-0.00067188+0.00084596i,0.00026006+0.00056233i,0.0005432+0.00015835i,0.00017593+0.0011002i,0.00056934+0.00151i,0.0011253+0.0010261i,0.00082072-0.00032629i,9.2434e-05-0.0011019i,-0.00036348-0.00035162i,-0.00015226+7.2746e-05i,-2.3787e-05+0.00013561i,-9.0715e-05+0.00011019i,-0.00081945-0.00016644i
0.0018164+0.0026078i,0.0019834+0.0025554i,0.0033153+0.00098452i,0.0029527-0.001683i,0.0010526-0.00281i,-0.00040717-0.0019385i,-0.00033239-0.00058973i,-0.00060976+0.00042994i,-0.00070586+0.00057443i,0.00017785-0.00056564i,0.00069525-0.00036609i,0.0011917+9.6094e-05i,0.0012788+0.00013677i,0.00050551+4.4474e-05i,-0.000546+0.00012632i,-0.00067306+0.00099931i,0.0002253+0.0014999i,0.00024748+0.00080801i,-0.00040749-0.00029923i,-0.00033777-0.00071492i,0.00018433-0.00038461i,0.00016096-0.00013441i,0.0001389-2.1773e-06i
0.00033443+0.0008737i,0.00025646+0.00092655i,0.0010255+0.0006573i,0.0015671-0.00010934i,0.0013074-0.0010659i,0.00081826-0.0012831i,0.00010709-0.00024845i,-0.00057475+0.00055405i,-0.00042729+0.00034211i,0.00030397+0.00014678i,0.00034081-0.00041335i,-0.00053275-0.00032869i,-0.0004909-0.00023962i,0.00052423+0.00037874i,-6.8634e-05+0.0011016i,-0.00095861+0.00020751i,-0.00066365-0.0003133i,-0.00077241+0.00045882i,-0.00066619+0.00041016i,-1.6303e-05+0.00014453i,0.00041719-0.00017617i,0.00023284-0.00042127i,0.00016263-0.00030168i
0.00091101+0.0011444i,0.001045+0.0015253i,0.0018659+0.00065876i,0.0013168-0.00075263i,0.0006592-0.0015486i,0.00034604-0.0012908i,-0.00028739-0.0012053i,-0.00052917-0.001351i,-0.00024542-0.0012746i,0.0005581-0.0012443i,0.0010346-0.00047227i,0.00072798+0.00067831i,0.00048787+0.0010322i,-2.8752e-05+0.00027022i,7.3522e-05-0.000432i,0.00047829-0.00060015i,0.00047612-0.00028771i,0.00042525+0.00049521i,0.00072619+0.00048683i,0.0003467-0.00022088i,0.000162-0.00048741i,0.00076562-3.4711e-05i,0.001083-0.00010825i
-0.00051166-0.00039876i,-0.0003772-0.00090776i,-0.00084278-0.00014408i,-0.00084358-0.00023901i,-9.9201e-05-0.00067895i,-1.1411e-05-0.00040097i,-0.00022952+0.00016443i,-0.0010914-0.0003023i,-0.00080463-2.4123e-05i,-4.8485e-05+0.00037333i,4.8106e-05-3.3317e-05i,-9.9669e-05+2.1903e-05i,0.00032751+0.00082253i,0.00058588+0.0011035i,0.00042629+0.0012454i,0.00057093+0.0013675i,0.00067721+0.00078201i,0.00023646+0.00085702i,-0.00026666+0.00058914i,-0.00033295+0.00051345i,0.00051613+0.00055841i,0.00098685+0.00067304i,-8.3418e-05+0.00042785i
0.00025745+0.0022466i,0.00084278+0.0017158i,0.0025355+0.0011971i,0.0027315+0.00057977i,0.0021152-0.00071813i,0.0014522-0.00077664i,0.00078247+0.00029289i,1.3679e-05+0.00073451i,-9.4937e-05+0.00019558i,-1.9276e-05-4.5141e-05i,0.00044851+0.00017904i,0.00049499+2.1646e-05i,0.00070718-0.00061572i,0.00040967-0.00097266i,-0.00057585-0.00074727i,-0.00043863-0.00041048i,8.2465e-05-0.0002271i,0.0005272-0.00053036i,0.00059717-0.00075212i,0.00091413-0.00013942i,0.00095107+0.00083821i,0.00095845+0.00055024i,0.00086564-0.0003507i
-0.0011023+0.0011892i,-0.0010457+0.0013548i,-0.00017036+0.0022904i,0.00091815+0.0018878i,0.00056182+0.00073669i,0.00012547-0.00043728i,-0.00030142-0.00076242i,-0.00062231-0.00036974i,-0.00073662+8.5018e-05i,-0.00018439+0.00023719i,0.00079639-0.00010094i,0.00087559-0.00056107i,0.0010947-0.00023716i,0.0015782+0.0001557i,0.00086826+0.00040779i,-6.8974e-05+0.00036898i,0.00020976-0.00030647i,0.00091688-0.00042982i,0.00099349-0.00038237i,0.0008236-0.00088711i,0.00045962-0.00039066i,0.00030656+0.00041711i,0.00031601-0.00020721i
-0.00099457-0.0016416i,-0.0016136-0.00051126i,-0.0016499+0.00036939i,-0.00068128+0.0002959i,0.0005381+0.00028503i,0.00089341+0.00044757i,0.0004048+0.00010861i,-6.9197e-05-0.00067852i,-0.00078325-0.00078729i,-0.00048408-0.00032223i,0.00040743+0.00022014i,0.0012027+0.00039398i,0.0017478+3.7607e-05i,0.0013865-0.00042891i,0.00042052+2.5474e-05i,-0.00027273+0.00060987i,0.00021151+0.00065992i,0.00079449+0.00051574i,0.00084623-0.00010647i,0.00083423+0.00027853i,0.00022847+0.0012004i,0.00039223+0.00029586i,0.0011067-0.00021097i
0.00016256-0.001831i,-0.00013197-0.0011158i,-0.00046551-0.0010032i,-0.00025919-0.00080341i,-2.7723e-05-1.7963e-07i,0.00020367-3.957e-05i,-0.0002967+0.00047955i,-0.00074927+0.0008813i,-0.00059569+0.00071755i,-0.00097711+0.00066779i,-0.00091672+0.00033274i,-0.0001798+0.00069081i,0.00067873+0.00095545i,0.00087116+0.00056954i,-2.3038e-05+0.00018672i,-2.3577e-05+0.00071783i,0.00016822+0.0014736i,4.0125e-05+0.00098291i,0.00010829+0.00016639i,0.00029205+0.00027474i,0.00068888+7.9664e-05i,0.00059879+0.00024616i,0.00030476+0.00044762i
-0.00090301+0.00085119i,-0.00086105+0.0011625i,-0.00086875+0.0020933i,0.00032134+0.0014196i,0.0016065+0.0013055i,0.0011875+0.00052456i,0.00012243-9.794e-05i,-0.00031983+0.00025226i,-0.00012361+0.00021491i,0.00024181-6.336e-05i,0.0013879-4.3082e-05i,0.002103+0.00018343i,0.0015251-9.2971e-05i,0.00097274+0.00031727i,0.00078588+0.0011031i,0.00067408+0.00086072i,0.00070633+0.00044985i,0.00096182+0.00053646i,0.00071459+0.00070887i,0.00021944+0.00074728i,-5.5147e-05+0.0011808i,0.0006961+0.0009924i,0.0013751+0.00045396i
-0.00017387+4.3781e-05i,-0.0002589-0.00033443i,0.00022217+0.00015361i,0.00039044-0.00070869i,6.8935e-05-0.0012147i,-0.00023013-0.0003716i,-0.00052055+0.00015899i,-0.00046805+0.00054398i,-4.0174e-05+0.00044961i,0.0004641-0.00025266i,-0.0002302-0.00035637i,-0.00098954-4.4664e-05i,-0.00089512+0.00021616i,-5.3852e-06+4.2705e-05i,0.00088594-0.00028074i,0.00060661+0.00052554i,-1.9698e-05+0.00077105i,0.00017939+0.00020366i,0.00046743+0.00016923i,0.0005717-5.5228e-06i,0.00099211-0.00025249i,0.000638+0.00024515i,0.00022162+0.00054272i
0.0017798+0.0010643i,0.0017779+0.0009989i,0.0022201+0.00052887i,0.0026076-0.00016708i,0.0020162+0.00066441i,0.0010844+0.00083973i,0.00014073+0.00039999i,-0.00013085+0.00056268i,0.00013241+8.9991e-05i,0.00041119-0.00018072i,-0.00025067+0.00014531i,-0.00062678+8.0214e-05i,0.00036349-0.00040116i,0.00094312-0.00027613i,0.00029907+0.00063676i,-6.8129e-05+0.0010348i,-6.8414e-05+0.000635i,-0.00084834+0.00064712i,-0.0014365+0.00065816i,-0.00067067-0.0002551i,0.00012491-0.00061866i,4.9538e-05-0.00042296i,0.00034239-0.00020016i
0.001185-0.00035894i,0.00065989-0.00091189i,-0.0011991-0.0016282i,-0.0014405-0.0017637i,-0.00027564-0.0014348i,0.00012453-0.00031418i,-0.00021489-0.00010153i,9.243e-05-0.00047794i,0.00038925-0.00035012i,0.00027726-0.00014552i,7.7228e-05+0.00035643i,-0.00082478+0.00057106i,-0.00028635+0.0010623i,0.00051922+0.0010022i,0.00036428+0.00075285i,0.00021226+0.00079263i,-6.9608e-05+0.00044521i,1.4442e-05+7.0773e-05i,-0.00066434-0.00068055i,-0.0013503-0.00078284i,-0.00098497+0.00027297i,-0.0009884+0.00074141i,-0.0007677+0.00049497i
0.0003901+0.00027332i,0.0018483-0.00043125i,0.0028636-0.0008774i,0.0019651-0.0012418i,0.00054247-0.0010394i,-5.6998e-05-0.0011435i,-5.1144e-05-0.00019135i,-0.00046071-0.00023349i,-0.00020651-0.0011771i,-0.00017563-0.00093555i,-0.00034851-0.00013546i,-0.00064876+0.00063685i,-0.0012678+0.00056475i,-0.00085585+0.00044628i,-0.00084012+0.00039459i,-0.00089665+0.00015658i,-0.00038464+0.00044273i,-7.6483e-05+0.00053804i,0.00023262+0.00012941i,0.00028422-0.00029889i,7.9793e-05-0.00071618i,-5.6131e-05-0.00037517i,1.1719e-05+0.00044628i
-0.0033496+0.00021161i,-0.0039701+0.0010857i,-0.003997+0.0020454i,-0.0024062+0.0020725i,-0.00068562+0.0017497i,9.7775e-05+0.00071235i,0.00042729-0.00017904i,0.00059465-0.00071242i,0.0003683-0.0011489i,0.0005073-0.001027i,0.0010646-8.5404e-06i,0.0015424+0.00082514i,0.0006876+0.0003191i,0.00028202-0.00025121i,0.00054122-7.8429e-05i,0.00023711+9.1796e-05i,-1.1753e-05+0.00022673i,-0.00082968+0.00017196i,-0.0010409+0.00048197i,-0.00029332+0.00034879i,0.00056494-0.00098215i,0.00044362-0.0010166i,-0.0007324-0.00025682i
-0.00061049+6.2032e-05i,-6.1496e-05+0.00020083i,0.00051609+0.00029642i,0.00037314-6.1164e-06i,0.00017201-0.00065447i,0.00077922-0.00051937i,0.00032001-0.00035306i,-0.00078992-0.00057211i,-0.00070347-0.00078894i,0.00019389-0.00080132i,0.00042243-0.0004022i,-0.00015953+0.00011483i,-3.8848e-05+0.00010362i,0.00078742-0.00097241i,0.001521-0.0002956i,0.00067029+0.00067813i,-0.00045229+0.00010197i,-0.00020812-0.00020098i,-1.3032e-06-0.00059188i,0.00034003-0.00053945i,0.00035699-6.9208e-05i,0.00033437-0.00022762i,0.00047219-0.00059201i
0.0001691+0.00031155i,-0.00011456+0.001882i,-0.00056188+0.00083557i,0.00021431-0.00035398i,0.0005478-0.00046703i,-0.00034224-0.00026294i,-0.00092457+0.00046671i,-0.0012261+0.00079792i,-0.00092886+0.00018875i,-0.00061271-0.00034174i,-0.00044415-0.00010571i,1.9968e-05+2.3999e-06i,0.00057154+2.0795e-05i,0.0009441-7.0786e-05i,0.0008938+0.00033453i,0.00017252+0.00094176i,-0.00059922+0.0013089i,-0.0001754+0.0010796i,0.00033233+0.00031461i,0.00048503-0.00019755i,0.00057721-0.00081408i,0.0002537-0.00043979i,1.5317e-05+0.00027484i
