-0.00022369+0.0020454i,0.00061002+0.00086312i,-0.00032542-0.00063119i,-0.0010058-0.00077186i,-0.0012375+0.00012188i,-0.00095931+0.00082544i,-0.00073094+0.00082131i,-0.00047715+0.00066159i,0.00055199+0.0011882i,0.0017621+0.0010843i,0.0017002-0.00058905i,0.00091447-0.00071779i,-0.00023997-0.00024394i,-0.00019225-0.0005474i,-6.9968e-06+0.00013855i,-0.00039013+0.00069915i,0.0001603-2.9334e-05i,0.00011262-0.00011062i,-0.00068764-0.00057611i,-0.00087714-0.001386i,-0.00044969-0.00062446i,0.00047315+0.00014101i,0.00075177+0.00032621i
0.0016422-0.00051568i,0.0011455-0.00074072i,0.00012452+3.6588e-05i,-0.0012135+8.5314e-06i,-0.0014266-0.00078949i,-0.0011541-0.0010978i,-0.00032465-0.00069048i,5.8337e-05-0.00012906i,-0.00019141+0.00021514i,1.9258e-05+2.708e-06i,0.00029424+8.2105e-05i,0.00056195-3.4655e-05i,0.00028173+4.1903e-05i,-0.00037102+0.00039464i,-0.0010802+0.00014189i,-0.0013014+8.7029e-05i,-0.00052577+0.00072051i,0.00073911+0.00015364i,0.00082287+9.6102e-05i,0.00024403+0.0005163i,-0.00014825-0.00020038i,-0.00076254-0.00096293i,-0.00057177-0.00078095i
0.0023519+0.00058083i,0.0012412+0.00069004i,0.00059332+0.00085328i,-0.000282-0.00032187i,-0.00020657-0.001224i,0.00025088-0.0010921i,0.00010032-0.0005797i,-0.00045982-0.00012167i,0.00014959-0.00013447i,0.00098548+0.00017605i,0.00075187+0.0012674i,-6.0299e-05+0.0011155i,-0.00031924+0.00040769i,0.00020291+0.00016474i,6.3097e-06+7.4436e-05i,-0.00047626-0.0005393i,0.00011515-0.00085305i,0.00048327-0.00089056i,7.8142e-05-0.00105i,0.00029305-0.00057418i,0.00050225-5.7228e-05i,-0.00024459-0.00033309i,-0.00088808-0.00059599i
-0.00020791+0.0015457i,-6.746e-05+0.0016126i,0.00061817+0.0011063i,0.00077646+0.00023061i,0.00082562-0.00075211i,0.00091097-0.00049166i,0.0008829-0.00040575i,0.00089668-0.00013825i,0.00051264-7.4838e-05i,-7.1566e-05-0.00057684i,-0.00010795-9.6548e-05i,-7.1805e-05+0.00018812i,-1.1955e-05+0.00012221i,0.00013716+9.3617e-05i,-8.5263e-05-0.00033169i,-0.00033641-0.00080978i,0.00016694-0.00086873i,0.0007404-0.00040713i,0.0010055-0.0003171i,0.00084714-0.00045372i,0.00038875-0.00030022i,-0.0004022-0.00036858i,-0.00052808-0.00016354i
0.00051756+0.0021127i,8.9874e-05+0.0020206i,0.00029735+0.0017895i,0.00045425+0.0010587i,0.00058242+0.00022304i,0.001016-0.00035434i,0.00079888+0.00017171i,-4.3295e-05-3.482e-05i,1.3271e-05-0.00051536i,0.00028294-0.00033781i,0.00036882-0.00029301i,0.00034065-0.00046342i,0.00081929-0.00031673i,0.0013126+4.2698e-05i,0.001031-1.3104e-05i,0.0011581-0.00022146i,0.00055483+0.00010446i,-0.00031427+8.1594e-05i,-0.00046605+0.00021817i,-0.00017903+0.00045135i,-0.00033149+0.0001666i,-0.00039637-2.8281e-05i,-0.00072076+0.0003007i
0.0016537-0.00083928i,0.00081826+3.3319e-05i,-4.5037e-05+0.00049508i,-0.0010911+0.0012274i,-0.0014778+0.0012842i,-0.00086763+0.00037554i,-0.00071619+3.2842e-05i,-0.00089996-0.00022224i,-0.00069952-0.00036541i,-0.00037493-0.00054109i,0.0001589-0.00035267i,0.00052819+0.00023224i,-7.8987e-05+0.00032013i,-0.000223+0.00052955i,0.00054884+0.00053857i,0.00042683+0.00057526i,-2.6364e-05+0.0005859i,-6.1074e-05+1.6862e-05i,0.00012177-0.00017807i,0.00071348+0.00051976i,0.0008392+0.00062531i,0.00036402+0.00060781i,8.9901e-05+0.0008243i
0.00015973-0.00072568i,-0.00020396-7.2076e-05i,0.00061392+0.00047272i,-7.1299e-05-0.00033178i,-0.0013385-0.0010201i,-0.00043535-0.00097438i,0.00051506-0.00079816i,0.00053858-0.0001325i,0.00067158+0.00013411i,0.00039404-9.7858e-05i,0.00040065-1.8807e-07i,0.00044271-0.00033552i,-0.00013265-0.00025583i,-0.00038331-2.4714e-05i,-0.0003702-0.00030241i,6.8734e-05-0.00087117i,-9.4292e-06-0.0001156i,-0.00053651+0.0005319i,-0.00069702+0.00044704i,-0.00094259+4.4523e-05i,-0.0010283-0.00033014i,-0.00062191+3.9867e-05i,-3.4061e-06-0.00027195i
0.0004802-0.002284i,0.00054172-0.0011785i,-0.00032523-0.00041782i,-0.0011881+0.00023714i,-0.0013921+0.00033561i,-0.0011279+0.00058161i,-0.00053898+0.00060522i,-0.00010928+0.00029172i,0.00020204+0.00046165i,0.00041493+0.00035996i,0.00052148-0.00016482i,0.00040591-0.00072959i,0.00017222-0.00046516i,0.00017009+0.00025898i,0.00023491-1.4321e-05i,-0.00023449-0.00033916i,1.3333e-06+0.00033238i,-7.9407e-05+0.0013039i,-0.00040429+0.00089995i,8.1247e-05+9.2571e-05i,0.00016808-4.9554e-05i,0.00045282+0.00010007i,0.00066184+0.00014033i
0.0011657-0.0029792i,0.00024488-0.0013161i,-0.0011158-0.0015737i,-0.002275-0.00060657i,-0.0021515+0.00051198i,-0.0012915+0.00054578i,-0.0013466-0.00025956i,-0.0012678-0.00090205i,-0.0011079-0.00094282i,-0.0013611-0.00022531i,-0.001069+0.00099208i,-0.00087197+0.00098569i,-0.00026111+0.00014861i,-0.00022391-4.8462e-05i,-0.00055963+0.00017253i,-0.00050422+0.0006129i,-3.8874e-05+0.00079845i,0.00044054+0.00065661i,0.00051644+0.00021431i,0.00017801+8.3843e-05i,0.00071407+0.00043149i,0.00043145+0.00065564i,0.00020792+0.00092269i
-0.00076901-0.0019205i,-0.0013938-0.00070188i,-0.0010859-0.0014695i,-0.0013632-0.0015214i,-0.0019653-0.00048584i,-0.0019798+0.0003385i,-0.0015025-8.4845e-05i,-0.00079387-0.00082511i,-3.9814e-05-0.00043779i,-0.00013871+0.00042824i,-0.00022896+0.00064301i,3.4829e-05+0.00060021i,1.5926e-05+0.00058258i,-0.00027268+0.00069187i,-0.00022762+0.00029494i,0.00021945-0.00067651i,0.00034663-0.00041133i,3.4809e-05-0.00012488i,-0.00018009-0.00059829i,-0.00063079-9.3163e-05i,-0.00048673+3.1231e-05i,-0.00034718-0.0001533i,-0.00062987-0.00011434i
-0.0018863-0.00069088i,-0.0012942-0.00030848i,-0.0007489+0.0002425i,-0.0014999+0.00093206i,-0.0012676+0.0014548i,-0.00015289+0.0005162i,0.00015967-0.00051238i,0.00033133-0.00069603i,0.00084307-2.0554e-05i,0.00057859+0.00013007i,-0.00020623-0.00033093i,-6.1761e-05-0.00030622i,0.00090239+8.5285e-05i,0.00097871+0.00056606i,0.00024679+0.00044068i,0.00016215+0.00045145i,-0.00032811+0.00048393i,-0.0006602+0.00021662i,-0.00091424+0.0004106i,-0.00067542+3.5929e-05i,0.00025239-0.00023482i,0.00019907-0.00048204i,-0.00067583-7.9873e-05i
0.00020261-0.00067967i,-0.00067024+8.4957e-07i,-0.00079853-9.8098e-05i,-0.0014034+0.00010087i,-0.0015861-0.00020586i,-0.00062792-0.00069693i,-0.00051327-0.00062282i,-0.00050983-0.00067352i,0.00044356-0.0006918i,0.00050473-0.00044674i,-0.00019496-0.00085995i,-0.00019217-0.00076724i,-0.00071532-0.00016216i,-0.00039645+0.00067699i,-0.00010266+0.0011351i,-0.00024676+0.00063631i,0.00014944+0.00036361i,0.00048645+0.00036645i,0.00014295-0.00051177i,8.1534e-05-0.00040766i,-0.00043929+0.00029608i,-0.0013041-6.4978e-05i,-0.0013456-0.00046759i
-0.00025649+0.0008908i,0.00030405+0.00040811i,-6.7488e-05+8.9249e-05i,-0.00066783+0.00016309i,-0.000255+0.0001686i,0.00044097-0.00016082i,0.00016832-0.00074379i,-0.00020899-0.00081223i,-0.00012732-0.00058957i,-0.00038976+0.00032946i,-0.00032626+0.00071112i,2.2835e-05+0.0001443i,0.00039017-0.00042326i,0.00030526-0.001112i,-0.00053315-0.0010704i,-0.00058884-0.00091852i,-5.982e-05-0.00039402i,5.0002e-05+0.00062017i,0.00025486+0.00064665i,0.00045783+0.00032577i,0.00019732+0.00034864i,-0.00014874+0.00029203i,-0.00070981-0.00037737i
0.00053469-0.00075263i,0.00083222-3.4155e-05i,0.00038822+0.00055686i,-0.00035233+0.00073283i,-0.00084387+0.00029861i,-0.0006879-0.00010985i,-5.1486e-05-0.0004498i,0.00027219-0.00015057i,-0.00029728+0.00066989i,-0.00049044+0.0012118i,5.5994e-05+0.0009403i,-0.0001254+9.8771e-05i,-0.00049445-0.00015553i,-0.00010288+3.5171e-05i,0.00039802+0.00012644i,0.00042751+8.5559e-05i,6.9733e-05-0.00014135i,-0.00040272-0.00025585i,-0.00065758+5.7523e-05i,-0.00066305-9.8911e-05i,-0.00025682-0.00024651i,-0.00032573-0.00043706i,-0.0005267-0.00059989i
-0.00021788-0.00095309i,0.00072226-0.00019034i,6.6473e-05+0.00025388i,-0.00054854-0.00013685i,-0.00013272-0.00075372i,0.00011041-0.00098357i,-3.1843e-05-0.0005989i,-0.00016216-0.00065109i,-9.8205e-05-0.0009674i,-3.7433e-05-0.00087242i,6.7479e-06-0.00073728i,0.00059439-0.0003017i,0.0019041-0.00017586i,0.0015792-9.035e-05i,8.9253e-05-0.0002442i,-0.00053722-9.8716e-05i,-0.00054124-0.00029508i,-0.00063595-0.00104i,-0.00024586-0.00085311i,0.00011842-0.00012503i,0.00028409+0.00042267i,0.00071527+0.00036414i,0.00055068+0.00064528i
-0.0019419-3.8257e-05i,-0.001133+0.0015314i,-0.0011072+0.0019093i,-0.0013004+0.00064356i,-0.00069937-0.00055577i,0.00028473-0.0008972i,0.00044495-0.0010405i,-4.1891e-05-0.00030479i,0.00051198+0.00017832i,0.00096818+0.00025991i,0.00077481+0.0004131i,0.00067765+0.00027027i,0.00051039+2.7761e-05i,0.00048967+0.00016141i,0.0004203+0.00055542i,0.00090494+0.00028343i,0.00049335+0.00021979i,6.1891e-05+0.00052974i,0.00015203+0.00013085i,-4.784e-05-4.1877e-05i,0.00022131+0.00027124i,0.00034468+0.00016786i,-0.00020309-0.00021048i
-0.00073305-0.0014809i,-0.00085559-0.00091169i,-0.0012469+0.00039738i,-0.0018981+0.0012183i,-0.0014502+0.00086426i,-0.0010254+0.00032572i,-0.00031873-0.00063229i,0.000386-0.00060774i,-0.00032376+0.00012368i,-0.00058702-0.00010714i,-0.00073265-0.00065237i,-0.00033284-0.00061051i,0.0003466+1.6765e-05i,0.00040382+0.00026211i,0.0002121+0.0002235i,-0.00036077+0.00014207i,-0.0008199-0.00059337i,-0.00040892-0.00077866i,0.00019396-0.00032488i,0.00038425-0.00069656i,0.00080118-0.0011586i,0.00044772-0.00086114i,-0.00071166-0.00055356i
-0.00040134+0.00021711i,-0.00013006+0.000802i,-0.00096009+0.0015208i,-0.00084045+0.0019189i,-0.00048757+0.0019567i,-7.1752e-05+0.001427i,-7.7731e-05+0.00012745i,-0.00044581-0.00021764i,-2.9908e-05-0.00029668i,0.00018012-2.3143e-05i,-0.00018808+0.0012141i,0.00064459+0.0015002i,0.0011218+0.00095638i,0.00012954+0.00024759i,-8.7345e-05+0.00011486i,1.2601e-05+0.00030949i,-8.8788e-05+0.00011089i,0.00029597-0.000256i,0.00085629-0.00078428i,0.00012467-0.0012085i,-0.00038903-0.00048716i,-0.00040122+0.00014204i,-0.00046023-0.00023076i
-0.00034783-0.0014115i,0.0005409-0.00040702i,0.00028573-3.6369e-05i,0.00054415+0.00027313i,-0.000185+0.00062165i,-0.0011026-0.00015824i,-0.00021699-0.0004683i,0.00096591-0.00015312i,0.00078056+0.00022728i,-0.00011324+7.6529e-05i,-2.3674e-05-1.3765e-05i,0.00058238+0.00010105i,0.00050844-0.00033836i,-3.6017e-05-0.001119i,-0.00029762-0.00068709i,-0.00074118-0.00026745i,-0.00075404-0.0007182i,0.00010165-0.00073757i,0.0005798-6.4205e-05i,0.00059379+0.00047361i,0.00029546+0.0012878i,0.00017396+0.001859i,0.00065368+0.0012774i
0.00023778-0.00031233i,-0.00069285-0.00051666i,-0.0019626+0.00012123i,-0.0009592-0.00038075i,0.00015155-0.0014329i,0.00068708-0.0016546i,0.00067702-0.0012162i,1.5425e-05-0.00096395i,-0.00055563-0.00017825i,-0.00017093+0.00011937i,3.6388e-05+0.0003113i,-0.00031562-0.00010678i,-2.2956e-06-0.000427i,0.00019697+0.00028502i,-0.0001495+0.00028163i,-0.00030498-7.5323e-05i,-0.00065946+0.00015456i,-0.00048549+0.00045712i,-0.00018863+0.00028138i,-3.38e-05-8.7667e-05i,-2.9232e-05-1.375e-05i,-0.00010518+0.00045229i,0.00020361+0.00086703i
-0.00020759-0.00028578i,-9.8024e-05+1.1667e-05i,-0.0012315+0.00012866i,-0.0013612-0.00047108i,-0.0014222-0.00023768i,-0.0014395-0.00024491i,0.00020104-0.00076104i,0.0005346-0.001005i,0.0003715-0.0010673i,5.1283e-05-0.00016181i,-0.0011891+0.00037681i,-0.0015203+8.3192e-05i,-0.00071066-0.00025962i,-0.00035095-0.00086177i,-0.00019172-0.0012131i,0.00039827-0.00047549i,0.00084959+0.0003222i,0.0009159+0.00043777i,0.00033108-6.1636e-05i,-0.00040831-0.00035199i,-0.00052789-0.00033308i,-0.00053434-0.00036258i,-0.00034543-9.4972e-05i
0.0014177-0.00015047i,0.0010342-0.00046315i,-0.00019509-7.5435e-05i,-0.00083947-0.00043556i,-0.00059147-0.00041124i,0.0002155+0.00023443i,0.00077656-0.00051185i,0.00075543-0.00013655i,-2.8945e-05+6.6256e-05i,-0.00072093-0.00071261i,-0.00082468-0.00078415i,-4.5635e-05-0.0004022i,1.677e-06-0.00022907i,-0.00022998-0.0005689i,-0.0004441-0.00025548i,-0.00047573+0.00048658i,-0.00015704+0.0010249i,-0.00021224+0.00058796i,-6.6081e-05-0.00027316i,7.5876e-05-4.7563e-07i,0.00036792+0.00043946i,0.0003402+0.00036036i,0.00047253+5.8903e-05i
0.0001412-0.00059134i,-0.00061718-0.000224i,-0.0017367+0.0012456i,-0.0010214+0.00075583i,-0.00011753+0.00034431i,-1.446e-05+0.00055439i,0.00071472+0.00055552i,0.00084184+0.00051945i,0.00019123+0.00038782i,0.00078986-3.0685e-05i,0.00066578-0.00010824i,0.00011536+0.0005837i,0.00044326+0.00078903i,0.00063884+0.0012433i,0.00028382+0.0011662i,-0.00010755+0.00061643i,5.009e-05+0.00074727i,0.00060199+0.00082367i,0.0010195+0.0008875i,0.00102+0.00021772i,0.00070573-0.00068819i,0.00063701-0.00072344i,0.00047543-0.00017718i
0.0029711-0.00076122i,0.0031379+0.00014022i,0.0011511+6.8396e-06i,-0.00023449-0.0013175i,-0.00041269-0.0014316i,-0.0012043-0.0014363i,-0.0010428-0.0012033i,-0.00022229-0.00050539i,5.6589e-05-0.0010035i,-0.00046853-0.001778i,-0.001249-0.0015862i,-0.0013623-0.00063947i,-0.0014552-0.00020685i,-0.0013969-8.1734e-05i,-0.00052643-0.00048106i,0.00057512-6.4412e-05i,1.6029e-05+0.00015643i,-0.00011561-0.00028059i,-0.00010017-0.00025204i,-0.00068443-0.00053523i,-0.00028788-0.0010278i,0.00045465-0.0012429i,0.00012611-0.00060287i
0.0011709+0.00098614i,0.00011971+0.00070769i,-0.00043789-3.0827e-05i,-0.0004981-0.00067283i,-0.00098382-0.00035189i,-0.0004227-0.00012737i,0.00052209-0.00050956i,4.1566e-05-0.00087807i,-0.00018968+4.2397e-05i,6.2731e-05+0.0013322i,-0.00034833+0.0011836i,-0.00084875-0.00014611i,-0.00019216-0.00053408i,0.00077534-0.00020756i,0.00089114-6.5251e-05i,0.0006656+8.7461e-05i,-0.00013669-0.00021658i,-0.00025328-0.0006267i,0.00056084-0.00076731i,0.00027622-0.0005877i,-0.00016368-0.0005565i,0.0005301-1.3884e-05i,0.00072652+0.00096061i
-0.00031964-0.00123i,-6.5249e-05-0.00058274i,-0.00078426-0.00014997i,-0.0028392+0.00020685i,-0.0024986+0.00047202i,-0.0004023+2.1684e-05i,0.00019436-0.00082684i,0.00011651-0.0017367i,0.00016012-0.0011351i,0.00039618+0.00026497i,0.00023987+0.00049408i,0.00058838+0.00040367i,0.00050172+0.00062628i,0.00010476+0.0004367i,0.00029497-8.9578e-05i,0.00035438-0.0001142i,5.6818e-07-0.00015301i,-0.00033291-0.00029138i,0.00018845-0.00014035i,-0.00012941+0.00024931i,0.00013992+0.00080122i,0.0006608+0.00092824i,-0.00012308+0.0011828i
-0.0011004+0.00018565i,-0.00076168+0.00021603i,-0.00014025+0.00057782i,-0.00075574+0.0015371i,-0.00094794+0.0013215i,-3.9314e-05+2.6294e-05i,0.00039493-0.0002841i,-0.00027259+0.00024098i,-0.0006479+0.00036523i,-0.00042142-0.00022453i,0.00056726-0.00054829i,0.0011623-0.00022925i,0.0011638+0.00027488i,0.00092783+0.00095602i,0.00053752+0.0013426i,0.00086443+0.00049427i,0.00072906-0.00044857i,0.00011354-0.00067742i,-0.00046359-0.00024152i,0.00043403+0.0001468i,0.00093475+0.0001962i,-0.00010645-0.00063746i,-0.0007235-0.00084097i
-0.00018358+0.001423i,0.00018022+0.0002474i,0.0010518+0.0010288i,0.0015457+0.0014993i,0.0017985-0.00010717i,0.00115-0.001475i,0.00016808-0.001254i,0.0005433-0.0011007i,0.0006648-0.0010687i,0.000116-0.00074766i,0.00027878-0.0003697i,0.0012228-0.00019575i,0.00050135-0.0001743i,-0.00098931-0.00082744i,-0.00075765-0.0011636i,0.000343-2.3829e-05i,0.00018068+0.00034254i,-0.00035069+0.00015803i,0.00042977+7.1044e-05i,0.00083869-0.00016018i,0.00045805-0.0004822i,0.00079439-0.00029785i,-0.00016273+0.00041477i
0.0019093+0.00061944i,0.0006362+0.00057781i,-0.00035849-0.0004012i,3.9636e-05+7.2096e-05i,0.00051443+0.00026299i,0.00032416-2.9311e-05i,-0.00032918-0.00074829i,-0.0010754-0.00051976i,-0.00041768+0.00065603i,-0.00017569+0.0005721i,-0.00027188+0.00022461i,4.6613e-06+0.00025062i,-9.2585e-05-3.8644e-05i,-0.00038995-0.00071914i,-0.00045644-0.00092327i,-0.00032465-0.00043104i,0.00015209-0.00010833i,0.00071796+0.00016551i,0.00037571-0.00018356i,-0.00048033-0.00059013i,-0.00062525-0.00038045i,0.0001053-0.0003094i,-0.00025681+0.00010501i
0.0011701-0.0013915i,0.0005474-0.0013779i,-0.00029455-0.00037936i,-0.0020527+0.00044764i,-0.0027752+0.00030758i,-0.0021254+0.00053749i,-0.0011362+0.00037368i,-0.00025413-0.00027274i,0.00048565-0.00029769i,-2.6314e-05+0.0003918i,-0.0007835+0.00034927i,-0.00011103+0.00073839i,-0.00012311+0.00068353i,-0.00074198+1.8572e-05i,-0.00059279+2.8085e-05i,-0.00071764+4.9121e-05i,-0.00079641+0.00027481i,-0.00038561+0.00078794i,7.6019e-05+0.00032001i,0.00042149-0.001088i,0.0005883-0.00092156i,0.00050025-0.00010398i,0.00059696+0.00015748i
2.573e-05+0.0011366i,-0.00053509+0.0016045i,0.00029448+0.001233i,-1.1577e-05+0.00021748i,-0.0010412-0.00021002i,-0.0011213+0.00028307i,-0.00033912+2.0892e-05i,-9.5562e-05-0.00076906i,-0.0001867-0.00032562i,5.6791e-05+7.6167e-05i,-7.481e-05-0.00033829i,2.3867e-05-0.00046501i,0.00043796-0.00053002i,0.00061029-0.0011288i,-0.00016178-0.00076812i,-0.00029037-0.00041147i,0.00047063+0.00010095i,0.00065118+0.00010974i,0.0004847-0.00039889i,0.0010148-0.00031914i,0.0015109+0.00023901i,0.0010708+0.00083534i,-1.8527e-05+0.0013353i
0.00014664-0.00059303i,-0.0004291-0.00044877i,-0.00046026-0.00028092i,-0.0012161-6.6388e-05i,-0.0012229-0.0004329i,-0.0010753-0.00078228i,-0.00047231-0.00034271i,-5.426e-05+0.00062542i,-0.00024073+0.00075836i,-0.00055116+0.00021372i,-0.00095251+0.00027325i,-0.00090093+2.086e-05i,-0.00030714-0.00016478i,-0.00024881+0.00010161i,-0.00041368-0.00018584i,-0.00021789-0.00056683i,-0.00029925-0.00010074i,-0.00031386+0.00056978i,6.4821e-05+0.0011283i,0.00011281+0.0012345i,0.00017455+0.00056138i,-0.00017926+2.6858e-05i,-0.0011963+0.00024045i
0.0027688+0.00020576i,0.0024062+0.00054813i,0.0011805-9.2066e-06i,-0.00024762-2.7523e-05i,-0.00057677-4.7658e-05i,-0.00011468-0.00041406i,0.00044656-0.00023322i,0.00052077+0.00037819i,-6.4845e-05+3.3378e-05i,-0.00069313+0.00045994i,-0.00085258+0.0012876i,-0.0003231+0.00075951i,0.00031561+0.00041375i,-0.0005613-0.00038506i,-0.0012159-0.00051756i,-0.00038031+0.00019571i,6.8008e-05+0.00053379i,-3.2235e-05+0.0010516i,-0.00050164+0.00096739i,-0.00077982+0.00026152i,0.00021366+2.6023e-05i,0.0011349+0.00016338i,0.00086335+0.00045003i
0.00081605-0.0018967i,0.00046981-0.0016225i,-0.00072081-0.001238i,-0.0012295+7.2399e-05i,-0.00062949+0.0013799i,-0.00049865+0.00094612i,-0.00073659-0.00016888i,6.3985e-05-0.00021181i,0.0002034-0.00030416i,0.00022688-0.00062144i,2.5034e-05-1.4539e-05i,-0.00033154-2.6873e-05i,0.00057394-0.00015556i,0.00081926+4.6746e-05i,0.00013082+0.0001515i,-0.00055943+0.00025074i,-0.00031054-4.7315e-05i,4.5502e-05-7.679e-05i,-0.00050611+0.00030339i,-0.00098543-3.2478e-05i,-0.00081755-0.00022989i,-0.00031767-0.00057039i,-0.00026462-0.00069698i
-0.00038574-0.00031016i,-0.00089676+7.362e-05i,-0.0017126-0.00018992i,-0.0019312-9.9097e-05i,-0.0016758-0.00031453i,-0.00049257-0.00028076i,-2.5409e-05+0.00021516i,-9.6183e-05-0.00021785i,7.2554e-05-0.00089694i,-5.6246e-05-0.0006475i,0.00022987-0.00019701i,0.00047652-0.00042474i,-1.0958e-05-0.0007242i,-0.00038625-0.00071059i,-0.00028545-0.0004229i,-0.0007068-0.00020581i,-5.4595e-05-0.00011233i,0.00030056+0.00038443i,-0.00043466-0.00040921i,-0.00078104-0.0013846i,-0.00077655-0.00098066i,-0.00029358-0.00048401i,0.00042315-0.00035618i
-0.0016007-0.00072706i,-0.0016007+0.00015211i,-0.00045215+0.00071714i,-0.00018748+0.0015506i,-0.00084289+0.0020529i,-0.00065018+0.00068985i,-0.00018923-0.00035483i,-0.00016573+0.00037438i,-0.00058325+0.0004322i,-0.00018797+8.8133e-05i,0.00013754+0.00019494i,-0.00039125-0.00034302i,-0.00038799-0.0013455i,-0.00040001-9.5617e-05i,-5.252e-05+0.0012609i,0.00054464+0.00034829i,0.00039387+1.1806e-05i,0.00010427+0.00013995i,-7.7934e-05-0.00026997i,-0.00032003-9.4585e-07i,6.4003e-05-8.5453e-05i,0.0006079-0.00014477i,0.00047333+0.00028507i
-0.0015304-0.0010413i,-0.001436+0.00018372i,-0.00081653+0.00067275i,0.0004063+0.00071426i,0.00072999+0.00076856i,0.0010874+0.00040215i,0.00083224-0.00056473i,-0.00031072-0.00087075i,-0.00022096-0.00073998i,9.7769e-05-0.00030917i,-0.00047262+0.00026446i,-0.00078529-0.00028529i,-0.0003499-0.0011045i,-6.8535e-05-0.00067857i,-0.00096242+0.00013011i,-0.0015327+0.00041667i,-0.00095124-1.761e-05i,-0.00063806-0.00068616i,-0.00064137-0.00049639i,-0.00049337+0.0007118i,-0.00035854+0.00088493i,0.00046559+1.2182e-05i,0.00070764-0.0003429i
-0.0013626-0.0011758i,-0.0016374-0.0006712i,-0.0011993-0.00072855i,-0.0014637-0.0008764i,-0.00088044-0.00031048i,-0.00089281+0.00035556i,-0.00077566+0.00014593i,4.4129e-06-0.00056196i,0.00025026-0.00046275i,-0.00053514+0.00032527i,-0.00053475+0.00023509i,0.00029828+0.00040606i,0.00016901+0.00077344i,-5.7244e-05+0.00032469i,-2.0696e-05-9.9584e-05i,-2.6792e-05-0.00010199i,-0.00010148+0.00035012i,-0.00024717+0.00057601i,-0.00028975+0.00041479i,-0.00058356-0.00041661i,0.00012342-0.00047336i,0.00024202+0.00018876i,-0.00033516-0.00014882i
-0.00080129-0.0011519i,-0.00069488-0.00060833i,-0.0006087+0.00044507i,-0.001237+0.000959i,-0.0012496+0.00070108i,-0.00073197+0.00091534i,0.00021314+0.00091754i,0.0003408+0.00054074i,0.00022213+0.00060157i,0.00033388+0.00090561i,6.4139e-05+0.00045672i,-0.00044162-0.00038555i,-4.1118e-06-0.0007455i,-0.00045693-0.0001968i,-0.00061931+0.00031093i,-0.00018984+0.00017086i,-5.7002e-05-0.00040373i,3.4427e-05-0.00078447i,6.9932e-05-0.0006651i,-0.0002071-0.0011095i,-0.00043448-0.0010372i,-0.00031645-0.00030338i,6.2011e-05-5.7006e-05i
-0.0022726+0.00016154i,-0.0018545+0.00019282i,-0.0024729+0.00039997i,-0.0019674+0.0018207i,-0.00067315+0.0017176i,0.00039469+0.00026984i,0.0012464+0.00017978i,0.00073465+0.00032196i,-0.00039061+0.00039771i,-0.00064571+0.00094824i,-0.00018347+0.00065489i,0.00026083+0.00029977i,0.00045022+0.00041672i,-0.00018921-0.0001735i,0.00012413-0.0003954i,0.00013328-4.189e-05i,-0.00035071+5.9987e-05i,-0.00012404-0.00026939i,0.00016197+9.3616e-05i,-5.2326e-05+0.00064509i,-0.00029259+0.00050898i,-4.7109e-05-0.00034252i,0.00023351+0.00011066i
0.0012408-0.00079406i,0.0013943-0.00052607i,0.00038489-0.0003038i,-0.001326-0.00042351i,-0.0017684-0.00078466i,-0.00096384-0.00098287i,-0.00019041-0.0010803i,0.00049578-0.00079192i,0.00075467+0.00028693i,0.0005923+0.00078944i,0.00016671+0.00040068i,-0.00038731-0.00013117i,-0.0010746-0.00040845i,-0.0012501-0.00064023i,-0.00049428-0.00084834i,-2.2588e-06-0.00011002i,0.00057702+0.0006931i,0.00061767+0.00059059i,5.6451e-05-0.00018344i,-5.6732e-05-0.0002655i,-0.00018556+0.00048702i,-0.00063378+0.0010356i,-0.0004289+0.00058612i
0.00042876+0.00022412i,0.0014639-0.00037213i,0.0017508-0.00019098i,0.0014623+0.00050723i,0.00084415+0.00063487i,6.7315e-06+0.00012999i,-0.00081053-6.6371e-05i,-0.0011467-0.00013912i,-0.00043911+0.00040229i,-0.0001468+0.00015531i,0.00015483-0.00024571i,0.00067627-0.00043711i,0.00050606-0.00062209i,-0.00029495-0.00026228i,-0.00081057+0.00015497i,-0.0005151+0.00034301i,-0.000385-7.7268e-05i,-9.9387e-05+8.7507e-05i,0.00043284+0.00028899i,0.0003776+0.00026926i,-7.1288e-05+0.00021115i,-9.558e-05-0.00036291i,0.00034024-0.00033626i
-0.0012811-0.00018978i,-8.0048e-06-0.00081915i,0.00035509-0.00098114i,-0.0010019-0.00070471i,-0.00092636-0.00010582i,0.00024996+0.00086202i,0.0009948+0.00070969i,0.00099156-0.00053396i,-0.00013821-0.0004112i,-0.00067733+0.00068141i,-0.00020116+0.00072176i,8.1993e-05+0.00015861i,0.00045889-0.0011286i,0.001053-0.0011203i,0.0011522-0.0001943i,0.00052905+0.00029561i,0.00062812+0.00013741i,0.00055463-0.00014692i,-0.00038337-0.000134i,-0.00075856+0.00010907i,-0.00032717+0.00040753i,-0.00010107+0.00058234i,7.332e-05+0.00044135i
