-0.0021134+0.00069986i,-0.001303+0.00012516i,-0.0002866+0.00021929i,-0.00016883-2.1596e-05i,-0.00142+0.00013718i,-0.0019512+0.00087373i,-0.0019443+0.0019005i,-0.00098676+0.0029135i,0.00072091+0.002829i,0.0013479+0.0015552i,0.0016051+0.00011803i,0.0016698-0.0010429i,0.0015401-0.00085807i,0.0012596-1.1834e-06i,0.000934+0.00060862i,0.0010459+0.00058592i,0.00068124+0.00024969i,-0.0005038+0.00025582i,5.7046e-05+0.00045304i,0.0010696+0.00020671i,4.8349e-05-0.00026676i,0.00022289+2.8271e-05i,0.00072172+0.00057422i
-0.057937+0.19618i,-0.031315+0.15128i,-0.065511-0.08543i,-0.19134-0.23908i,-0.24548-0.16991i,-0.19344-0.1101i,-0.15675-0.11064i,-0.12087-0.066917i,-0.054362-0.02279i,-0.010744-0.016277i,-0.0026326-0.019771i,-0.0086035-0.02392i,-0.0091214-0.024434i,-0.0041325-0.017115i,-0.0033706-0.0046936i,-0.0029036-0.0011602i,-0.0079893-0.0041023i,-0.017446+0.0019262i,-0.018194+0.010867i,-0.013802+0.012745i,-0.012494+0.0069702i,-0.013122-0.0028384i,-0.013172-0.0083912i
0.037796-0.16308i,-0.051944-0.12157i,-0.12935+0.13795i,-0.042575+0.31883i,0.064666+0.22569i,0.024977+0.11599i,-0.02231+0.11481i,0.00050298+0.083502i,0.011757+0.02202i,-0.0013224-0.0012351i,-0.012099+0.0035835i,-0.0093584+0.01871i,0.0037915+0.026432i,0.013883+0.019783i,0.014963+0.0091257i,0.0096496+0.0049747i,0.012274+0.0082164i,0.024051+0.0058971i,0.025352-0.0015602i,0.017931-0.0013268i,0.012853+0.0037327i,0.0075968+0.0060776i,0.0022973+0.0056107i
-0.046336+0.21526i,0.083583+0.25521i,0.28034+0.090156i,0.27817-0.11653i,0.12197-0.12751i,0.076452-0.033818i,0.093988-0.0050911i,0.049205-0.0048387i,0.0015596+0.008539i,-0.0074434+0.016347i,0.0033555+0.015791i,0.013403-0.0016449i,0.0083131-0.024735i,-0.0018208-0.032159i,-0.0059823-0.024055i,-0.0035171-0.015338i,-0.0080968-0.018851i,-0.025072-0.023938i,-0.031599-0.01791i,-0.021072-0.013159i,-0.010513-0.014644i,-0.0058941-0.012076i,-0.002455-0.0041458i
0.10946-0.1763i,0.054771-0.32675i,-0.13074-0.35155i,-0.23746-0.20765i,-0.17067-0.069156i,-0.10112-0.055174i,-0.081295-0.058717i,-0.035112-0.028436i,0.0077109-0.0059849i,0.01846+0.00056715i,0.012905-0.0060412i,-0.0055601-0.0056169i,-0.021027+0.013811i,-0.020791+0.028569i,-0.012009+0.022073i,-0.0073264+0.010979i,-0.0056779+0.017952i,0.0026393+0.03342i,0.0098699+0.033172i,0.0049561+0.022415i,-0.0027984+0.014534i,-0.0020615+0.0071421i,0.0009707-0.0026802i
-0.17378+0.10485i,-0.25818+0.24643i,-0.19412+0.36919i,-0.033517+0.32949i,0.040412+0.1715i,0.012335+0.088093i,-0.00058491+0.075649i,0.0031226+0.034307i,-0.004608-0.0059516i,-0.0089678-0.012417i,-0.0094071-0.003595i,0.0016566+0.0059039i,0.024543+0.0042739i,0.033703-0.0056255i,0.019834-0.0066129i,0.0068462-0.0010996i,0.010511-0.0078624i,0.015031-0.023568i,0.0093583-0.026239i,0.0028679-0.013607i,0.001619-0.0031997i,-0.0023337-0.0012352i,-0.0097866+0.0013486i
0.14716+0.036928i,0.31175+0.018206i,0.36631-0.075224i,0.22728-0.14055i,0.054917-0.064i,0.01402+0.04193i,0.027252+0.055704i,0.010638+0.036512i,-0.0083863+0.030738i,-0.010448+0.028221i,0.00013946+0.025531i,0.0044964+0.014633i,-0.0082424-0.0014321i,-0.015117-0.0060534i,-0.0015192-0.00069802i,0.0099788-0.00025403i,-4.1468e-05-0.0027152i,-0.015371+0.0025437i,-0.015638+0.010019i,-0.0049134+0.0097506i,0.0020447+0.0057643i,0.004167+0.0080787i,0.0089955+0.011534i
-0.068636-0.14756i,-0.16831-0.26811i,-0.24119-0.25462i,-0.17282-0.10457i,-0.0066318-0.018892i,0.097431-0.053704i,0.10207-0.087075i,0.069109-0.075807i,0.035177-0.042731i,0.020426-0.018752i,0.016406-0.023439i,0.011027-0.026396i,0.0099255-0.011432i,0.0067503-0.0037369i,-0.0029111-0.012946i,-0.011456-0.018601i,-0.010367-0.0093935i,-0.00033938+7.8674e-05i,0.0064124-0.00045126i,0.003703-0.0046013i,-0.00016084-0.0050661i,0.0026144-0.0077168i,0.0044676-0.013524i
-0.1169+0.16291i,-0.18059+0.32232i,-0.16613+0.3609i,-0.10301+0.20673i,-0.10485+0.033531i,-0.16645-0.029304i,-0.19448-0.012797i,-0.14594+0.021796i,-0.066091+0.030577i,-0.030387+0.018503i,-0.035444+0.024026i,-0.034603+0.032947i,-0.019317+0.024339i,-0.0057165+0.017885i,-0.0039876+0.022759i,-0.0045654+0.024963i,0.0023978+0.016294i,0.0069808+0.005722i,0.0023643+0.0033261i,-0.0025899+0.0070712i,-0.0030597+0.0078403i,-0.0048202+0.0057336i,-0.0088526+0.0074596i
0.22399-0.042076i,0.42693-0.082631i,0.49544-0.089074i,0.34451-0.030143i,0.16913+0.073216i,0.11864+0.16966i,0.13764+0.17852i,0.12258+0.090168i,0.06389+0.0074099i,0.02983-0.0058762i,0.042933-0.000874i,0.052986-0.0105i,0.036798-0.01744i,0.02123-0.019616i,0.020326-0.017531i,0.019928-0.01357i,0.0088926-0.014848i,-0.0040145-0.017302i,-0.006695-0.013395i,0.0001418-0.0072677i,0.0061473-0.0043146i,0.0082419-0.00195i,0.01159-0.0008781i
-0.22838-0.11849i,-0.43282-0.25524i,-0.51038-0.34152i,-0.36427-0.27954i,-0.13073-0.18986i,0.023283-0.19071i,0.043814-0.18869i,-0.00013991-0.10784i,-0.021748-0.021973i,-0.019491-0.0045539i,-0.033631-0.022464i,-0.050397-0.020818i,-0.042571-0.0041789i,-0.028977+0.00023391i,-0.024707-0.0077862i,-0.023247-0.011385i,-0.020144+0.00067667i,-0.015284+0.019348i,-0.0071157+0.024162i,-0.00065234+0.012402i,0.00036565-0.00035793i,0.0003615-0.0068845i,-0.003158-0.0097863i
0.10015+0.23372i,0.17631+0.50499i,0.19127+0.6535i,0.13209+0.49471i,0.016915+0.22004i,-0.10908+0.077866i,-0.14035+0.049593i,-0.073505+0.030319i,-0.011665+0.0064004i,-0.0018939+0.013415i,0.00091659+0.041012i,0.017299+0.045565i,0.020176+0.028059i,0.012125+0.02158i,0.0064072+0.025927i,0.0067455+0.024835i,0.017357+0.01318i,0.028938-0.0050029i,0.023836-0.015858i,0.0049338-0.012378i,-0.0076292-0.0026885i,-0.0087892+0.0021685i,-0.0035814+0.0045529i
0.042762-0.24247i,0.15383-0.50209i,0.23684-0.64257i,0.16627-0.48594i,0.051902-0.18585i,0.041003+0.021046i,0.065753+0.076711i,0.05572+0.047322i,0.03+0.0095291i,0.025483-0.0095508i,0.030998-0.024422i,0.019426-0.03008i,0.010236-0.019949i,0.014272-0.01726i,0.015249-0.022152i,0.0093235-0.022277i,-0.0073539-0.020088i,-0.028004-0.01551i,-0.030545-0.0041931i,-0.012161+0.006958i,0.0050329+0.0062596i,0.0071824-0.0016883i,0.0011303-0.0094561i
-0.17813+0.14871i,-0.40388+0.29093i,-0.54066+0.36371i,-0.39241+0.29976i,-0.13332+0.15536i,-0.0071553+0.027775i,0.0102-0.02932i,-0.0081173-0.040121i,-0.033422-0.02856i,-0.048109-0.014152i,-0.049002-0.0039616i,-0.032417+0.0074792i,-0.016193+0.0097904i,-0.016253+0.0093562i,-0.018085+0.012768i,-0.013955+0.012832i,-0.0031342+0.018296i,0.012225+0.028262i,0.019422+0.023321i,0.01274+0.0054764i,-0.00031584-0.0022799i,-0.0078219+0.0047475i,-0.0073194+0.013224i
0.19071-0.0015431i,0.43988+0.008755i,0.58661+0.0062494i,0.44681-0.042764i,0.19276-0.07165i,0.056957-0.052355i,0.01862-0.040524i,0.0041373-0.017183i,0.011239+0.020046i,0.023529+0.039806i,0.027206+0.035861i,0.025059+0.013672i,0.017336-0.0043661i,0.014839-0.0080647i,0.014722-0.007013i,0.010402-0.0059785i,0.0094496-0.01277i,0.0075962-0.026911i,-0.00075774-0.031621i,-0.0076051-0.01909i,-0.0049801-0.0060779i,0.0041844-0.005246i,0.01089-0.0094742i
-0.14125-0.10378i,-0.31634-0.23923i,-0.43227-0.29506i,-0.37003-0.16905i,-0.22297-0.02262i,-0.1466+0.035411i,-0.11879+0.069076i,-0.063049+0.066381i,-0.015471+0.016742i,-0.00080133-0.022212i,-0.0041543-0.029024i,-0.015775-0.014462i,-0.017936+0.0050957i,-0.013225+0.01312i,-0.0095655+0.013208i,-0.0074879+0.0090309i,-0.014359+0.0057676i,-0.024863+0.014273i,-0.02345+0.02492i,-0.010128+0.024616i,-0.0032395+0.016909i,-0.0072696+0.0096733i,-0.012105+0.0051185i
0.048678+0.15154i,0.10812+0.33302i,0.18379+0.41402i,0.21489+0.28347i,0.18115+0.12645i,0.1638+0.073059i,0.16872+0.02759i,0.1126-0.02664i,0.028831-0.025933i,-0.014216+0.0011732i,-0.01631+0.017263i,0.0033655+0.014546i,0.018642-0.0036074i,0.020316-0.014395i,0.019246-0.015191i,0.017954-0.0099703i,0.020092+0.0010521i,0.029112+0.0037909i,0.031102-0.0045919i,0.021152-0.01231i,0.012571-0.012011i,0.010151-0.0044664i,0.0096271+0.0037544i
0.038153-0.13494i,0.071791-0.30235i,0.039529-0.4019i,-0.051407-0.32364i,-0.085041-0.18851i,-0.073675-0.12912i,-0.090064-0.085653i,-0.08127-0.0076408i,-0.024248+0.035825i,0.016998+0.028844i,0.018945+0.0099866i,-0.0040918-0.0012552i,-0.026715+0.0022764i,-0.029695+0.0056643i,-0.025011+0.00076403i,-0.021627-0.0064412i,-0.020255-0.013879i,-0.024659-0.016229i,-0.027276-0.0094689i,-0.022776-0.00088439i,-0.014051+0.00050006i,-0.0043134-0.0052894i,0.0025237-0.010563i
-0.092885+0.096247i,-0.18981+0.2112i,-0.19946+0.30332i,-0.09624+0.27472i,-0.022408+0.15357i,-0.024194+0.066269i,-0.0044153+0.040435i,0.035846+0.00092099i,0.032464-0.040457i,0.0072237-0.039451i,0.00039332-0.016286i,0.010189+0.0051393i,0.022136+0.016476i,0.02414+0.0164i,0.018064+0.014443i,0.012352+0.015888i,0.011306+0.018808i,0.015899+0.020068i,0.018158+0.018246i,0.01454+0.01483i,0.0073285+0.0099858i,-0.001684+0.0055198i,-0.0083411+0.0029197i
0.10208-0.023356i,0.22171-0.084913i,0.27252-0.16913i,0.18027-0.19683i,0.054814-0.10695i,0.0094112+0.0063341i,-0.0014924+0.034277i,-0.028752+0.023442i,-0.037537+0.026201i,-0.017786+0.022256i,-0.0022867+0.0051797i,0.00093279-0.011561i,0.001773-0.023264i,0.003442-0.02766i,0.0039419-0.02539i,0.0032933-0.020948i,-0.00097487-0.020509i,-0.0059236-0.022111i,-0.0040941-0.021379i,0.0011628-0.018803i,0.0057671-0.013338i,0.0090768-0.0062323i,0.0077351-0.00015947i
-0.09123-0.0016258i,-0.20653+0.012133i,-0.28001+0.074341i,-0.21803+0.13529i,-0.069247+0.10181i,0.026953+0.01782i,0.045535-0.0042352i,0.044006+0.010019i,0.031528+0.0070311i,0.0089819-0.00079601i,-0.0062647-0.0020539i,-0.015303+0.00076899i,-0.023575+0.005111i,-0.027523+0.0092896i,-0.022972+0.0089733i,-0.015437+0.0050163i,-0.010115+0.0062483i,-0.0072049+0.011182i,-0.0089367+0.012539i,-0.013431+0.010092i,-0.015345+0.0046838i,-0.01213-0.00092744i,-0.0043092-0.0037963i
0.063793+0.036923i,0.16501+0.053581i,0.2651+0.009115i,0.24522-0.079711i,0.107-0.11441i,0.0015562-0.093042i,-0.017971-0.081221i,-0.011449-0.064342i,-0.0030516-0.029059i,0.0035342-0.0031343i,0.007086+0.0082946i,0.015188+0.013807i,0.024639+0.017351i,0.027502+0.018613i,0.020093+0.015302i,0.0095387+0.011317i,0.0047123+0.0059547i,0.005273-0.0021051i,0.0085009-0.0047477i,0.011103+0.00062511i,0.010835+0.0062896i,0.0064742+0.0044997i,0.00021939-0.00071829i
-0.039068-0.040294i,-0.12253-0.07809i,-0.23712-0.068758i,-0.27+0.017512i,-0.19035+0.105i,-0.12647+0.1416i,-0.10072+0.14368i,-0.052668+0.097977i,-0.015369+0.030188i,-0.0068045-0.0023559i,-0.0058143-0.0099835i,-0.010622-0.016335i,-0.012926-0.021884i,-0.0079697-0.025002i,-0.0015723-0.020956i,0.0020811-0.014402i,-0.0011826-0.0090308i,-0.0095994-0.0013007i,-0.012781+0.0024847i,-0.0077591-0.0021085i,-0.0028257-0.0066189i,-0.0013004-0.0042278i,-0.000563+0.003523i
0.021412+0.040966i,0.087119+0.099613i,0.20013+0.13052i,0.26366+0.078022i,0.24003-0.00096965i,0.22669-0.03269i,0.21105-0.05533i,0.11664-0.066215i,0.02089-0.033125i,-0.0069411-0.0012011i,-0.0041423+0.010699i,0.0034203+0.01709i,0.0048342+0.016181i,-0.0037975+0.013131i,-0.0092465+0.010416i,-0.0088134+0.0080901i,-0.0031856+0.010104i,0.008276+0.0099474i,0.012056+0.0050845i,0.003474+0.0019738i,-0.0038045+0.0021283i,-0.0019477+0.0011424i,0.0042621-0.0044156i
-0.010318-0.045194i,-0.049101-0.12256i,-0.13037-0.19901i,-0.18891-0.18793i,-0.17897-0.12592i,-0.16862-0.1037i,-0.1742-0.071237i,-0.117+0.001022i,-0.029057+0.031716i,0.005383+0.018013i,0.0029524+0.004682i,-0.0051796-0.0036502i,-0.0080529-0.00035841i,0.0011009+0.0059086i,0.0081609+0.0028971i,0.008069-0.0019729i,0.0043517-0.0065974i,-0.0039151-0.009453i,-0.0081383-0.0057659i,-0.0025107+0.0012873i,0.0032874+0.0050184i,0.0014306+0.0033384i,-0.0057605+0.0007118i
-0.015529+0.042029i,-0.015358+0.13392i,0.019618+0.23603i,0.060417+0.24138i,0.049835+0.16684i,0.019979+0.13064i,0.03902+0.11179i,0.0572+0.039938i,0.027688-0.020267i,0.0033135-0.020064i,0.0048077-0.0043919i,0.011296+0.003109i,0.016233-0.0025903i,0.012673-0.014405i,0.0050802-0.014714i,0.0014766-0.0070593i,0.00083635+0.0012055i,0.0042958+0.0075026i,0.0051189+0.0065177i,0.0020816+0.0003736i,-0.00054221-0.0047312i,-0.0015467-0.0039389i,0.0011298+0.0010262i
0.017581-0.03126i,0.063414-0.11386i,0.093296-0.22436i,0.070048-0.24645i,0.046805-0.14589i,0.064446-0.052788i,0.048716-0.037862i,-0.0086921-0.022179i,-0.030139+0.013844i,-0.016081+0.020104i,-0.0061674+0.0054454i,-0.0057447-0.0034051i,-0.01297-0.0019264i,-0.019631+0.0046006i,-0.01862+0.0048274i,-0.013377+8.0604e-06i,-0.0062403-0.0053591i,-0.00086836-0.010119i,0.0013105-0.0088578i,0.00088669-0.0030426i,-0.00028033+0.0022862i,0.0024762+0.0027979i,0.004048-0.0018416i
-0.050321+0.021251i,-0.13025+0.076687i,-0.21496+0.16663i,-0.19912+0.20314i,-0.10126+0.11212i,-0.048798-0.007119i,-0.033704-0.022755i,0.0067269+0.012257i,0.03575+0.011788i,0.024973-0.0016826i,0.0055281-0.0040017i,-0.0028548-0.0031768i,0.0011636+0.0016871i,0.010298+0.006181i,0.014297+0.0065277i,0.012292+0.0043786i,0.0041482+0.0019552i,-0.0060303+0.0020367i,-0.0096455+0.0027282i,-0.0063622+0.0027766i,-0.00154+0.0011849i,-0.0014228-0.0013144i,-0.0040898-0.00099605i
0.035424+0.0058978i,0.14028-0.0029625i,0.26745-0.044795i,0.27067-0.10167i,0.116-0.091932i,-0.016702-0.020772i,-0.03743-0.0031955i,-0.027932-0.039886i,-0.028888-0.044808i,-0.019932-0.016589i,-0.0077531+0.0074142i,0.00039183+0.018654i,0.0056635+0.01357i,0.0031533+0.0014407i,-0.0051811-0.0044475i,-0.010095-0.0045413i,-0.0066111-0.0010583i,0.00097087+0.0031014i,0.0063983+0.0038024i,0.0071535+0.0012348i,0.0029898-2.5037e-06i,0.0011195+0.0012127i,0.0042691+0.0022694i
-0.046793-0.020625i,-0.14241-0.05772i,-0.27586-0.073484i,-0.31094-0.0033503i,-0.18171+0.10416i,-0.033051+0.14639i,0.010179+0.13676i,0.0012056+0.11387i,-0.0010356+0.071084i,-0.00080556+0.025331i,0.0034538-0.0021764i,0.0053365-0.016747i,-0.0010291-0.017058i,-0.0051887-0.0072109i,-0.00098654+0.001985i,0.0049477+0.0058806i,0.0038061+0.0026194i,-0.0021192-0.0030048i,-0.0057438-0.005774i,-0.0046641-0.003254i,-0.00029568+0.00035581i,0.0026334-0.00069557i,0.0010439-0.0026242i
0.02929+0.045042i,0.098604+0.12519i,0.21474+0.19663i,0.28521+0.14411i,0.24649-0.01128i,0.17099-0.12375i,0.12838-0.14646i,0.084954-0.11847i,0.034956-0.060174i,0.0071381-0.010454i,-0.009109+0.0060933i,-0.017237+0.014413i,-0.0097489+0.020296i,0.0007365+0.016547i,0.0042646+0.0067716i,0.0022822-0.0015i,-0.00089597-0.0012687i,-0.0016966+0.0032239i,-0.001371+0.0058231i,-0.0017849+0.0039518i,-0.0029115-0.00049098i,-0.0040714-0.0020764i,-0.0016847-0.0011304i
-0.0012127-0.045102i,-0.022141-0.1503i,-0.084035-0.2719i,-0.17146-0.27464i,-0.22359-0.14601i,-0.23115-0.026835i,-0.20769+0.028177i,-0.1312+0.049898i,-0.038354+0.032976i,0.0034927+0.0063158i,0.010034+0.0076684i,0.014954+0.0097926i,0.014851-0.00045454i,0.0080282-0.009255i,0.00046145-0.0095718i,-0.0037663-0.0031162i,-0.0012196+0.00055296i,0.0025578+0.00066308i,0.0048533+0.0015318i,0.0064681+0.0031256i,0.0060691+0.0032322i,0.0052698+0.0018897i,0.0033113-0.00013508i
-0.012981+0.039522i,-0.047289+0.1347i,-0.059773+0.2638i,-0.0058842+0.31672i,0.073879+0.25739i,0.12246+0.18926i,0.14279+0.13269i,0.11022+0.045363i,0.032389-0.014121i,-0.0071806-0.016924i,0.0029915-0.014963i,0.0097637-0.017932i,0.0041145-0.01155i,-0.0010216-0.00094113i,0.00032849+0.0065443i,0.005171+0.0055644i,0.0052423-0.00031661i,0.0021519-0.0048191i,-0.00061987-0.0076041i,-0.0035021-0.0083358i,-0.0047231-0.006237i,-0.0046323-0.0051364i,-0.0044303-0.0034939i
0.031943-0.030401i,0.10281-0.094797i,0.18371-0.19689i,0.1837-0.26509i,0.11745-0.24746i,0.074525-0.20945i,0.027765-0.18225i,-0.029582-0.10126i,-0.032526-0.0043897i,-0.011796+0.023468i,-0.018119+0.011228i,-0.027192+0.0065428i,-0.020537+0.0065062i,-0.0090504+0.0027406i,-0.0035362-0.004887i,-0.0050892-0.0070431i,-0.0051996-0.0020935i,-0.0042006+0.0023175i,-0.0048704+0.0061125i,-0.0038396+0.0078638i,-0.0022808+0.0052092i,-0.001064+0.002325i,0.00056698+0.00093579i
-0.045157+0.0071845i,-0.13872+0.027059i,-0.26055+0.070115i,-0.2998+0.11517i,-0.24236+0.10774i,-0.19811+0.069842i,-0.15412+0.08342i,-0.049086+0.091459i,0.030498+0.035111i,0.034056-0.0045885i,0.025179+0.0045759i,0.028102+0.013988i,0.026133+0.0094884i,0.01672+0.0015577i,0.0051707-0.0010321i,0.00076982+0.00020866i,0.001678-0.0015978i,0.0026224-0.0039097i,0.0048938-0.0052149i,0.0061011-0.0039929i,0.0041611-0.00092096i,0.0017522-0.00023801i,-0.00088953-0.00080084i
0.031681+0.01219i,0.11967+0.048072i,0.24435+0.076921i,0.29366+0.059631i,0.21462+0.046035i,0.13181+0.075654i,0.11716+0.04642i,0.068011-0.046191i,-0.020402-0.068373i,-0.044747-0.029217i,-0.0205-0.018302i,-0.010417-0.02809i,-0.015209-0.024887i,-0.016626-0.0097643i,-0.0096045+0.0029538i,-0.0022381+0.0052339i,-0.0016387+0.0035219i,-0.0036399+0.0021351i,-0.0056104-0.00099244i,-0.0061677-0.0042561i,-0.0054737-0.0046199i,-0.003765-0.00059116i,-0.0006015+0.0032462i
-0.029411-0.032891i,-0.084151-0.10486i,-0.17529-0.18906i,-0.22248-0.18596i,-0.13929-0.10521i,-0.019016-0.065326i,-0.017067-0.04329i,-0.057734+0.039444i,-0.021193+0.097715i,0.015963+0.068307i,-0.0011757+0.030474i,-0.018449+0.02306i,-0.0099555+0.022119i,0.0054555+0.012718i,0.0096865-0.0011948i,0.0032337-0.0063333i,-0.00055559-0.0037596i,-0.0013793-0.0016967i,-0.0029474+0.0014504i,-0.0018856+0.006397i,0.0020634+0.0077531i,0.0055756+0.0048289i,0.0053294+0.00047769i
-0.0016867+0.037774i,0.0052346+0.1285i,0.044792+0.25101i,0.097956+0.26503i,0.077481+0.11982i,-0.0079862-0.012389i,-0.010342-0.02328i,0.070439-0.030514i,0.084736-0.075668i,0.034743-0.067275i,0.014961-0.019457i,0.020843+0.0041901i,0.016952+0.002057i,0.0017345-0.0019001i,-0.0087292+0.002041i,-0.0059078+0.0057291i,-0.00015046+0.0040969i,0.0010872+0.0029595i,0.003003+0.001315i,0.005721-0.0034767i,0.0032241-0.0063371i,-0.001627-0.0044232i,-0.0034526-0.00090537i
0.012669-0.02828i,0.053317-0.10649i,0.091585-0.23287i,0.044411-0.2836i,-0.053131-0.14849i,-0.078689+0.034881i,-0.058726+0.059025i,-0.086774-0.0048167i,-0.11304-0.0018012i,-0.072991+0.023777i,-0.024689+0.0069201i,-0.010703-0.015684i,-0.0099397-0.013457i,-0.0023499-0.0017331i,0.0061451+0.0022423i,0.0049773+0.00093209i,0.00036497+0.00085595i,-0.00035407+0.0012966i,-0.0017815+0.00086913i,-0.00594+0.0026533i,-0.0043756+0.0059767i,0.0012154+0.0064776i,0.0046289+0.0045015i
-0.029667+0.023194i,-0.10246+0.068812i,-0.19766+0.15131i,-0.18867+0.22961i,-0.022231+0.20466i,0.12431+0.086756i,0.11752+0.031317i,0.070947+0.071988i,0.074779+0.085928i,0.064858+0.040486i,0.021625+0.010829i,-0.0048916+0.015056i,-0.0019525+0.017179i,0.0044392+0.0048778i,0.002604-0.0052941i,0.0016922-0.0049174i,0.0031055-0.0032486i,0.0020967-0.0038462i,0.0019698-0.0023382i,0.0047555+7.0006e-05i,0.0058934-0.0011658i,0.0034056-0.0059431i,-0.0002305-0.0087995i
0.032832+0.0081882i,0.12195+0.0093973i,0.25346-0.014535i,0.30539-0.10274i,0.17661-0.20958i,-0.006582-0.21989i,-0.046055-0.1484i,0.012111-0.11435i,0.021478-0.11548i,-0.0099547-0.07477i,-0.010411-0.018137i,0.009612+0.00033618i,0.010865-0.0065143i,-0.0021151-0.0072734i,-0.0090004-0.0017086i,-0.0080876+0.001025i,-0.006777+0.0025425i,-0.0071711+0.0049331i,-0.0052003+0.0046454i,-0.0020464+0.00043755i,-0.0027536-0.0021756i,-0.0047072+0.00086891i,-0.0049639+0.0051385i
-0.024949-0.014135i,-0.089769-0.06945i,-0.21423-0.13486i,-0.3304-0.10473i,-0.3263+0.054709i,-0.20869+0.18347i,-0.11786+0.15178i,-0.11288+0.071765i,-0.10822+0.056707i,-0.051316+0.054513i,-0.0030061+0.02051i,0.0010091-0.0081898i,-0.004186-0.0048426i,0.0026797+0.0065824i,0.010212+0.0072804i,0.009718+0.0027962i,0.0073879-0.0013208i,0.0085426-0.0035258i,0.0079148-0.0044236i,0.002515-0.0023112i,-0.0002282+0.00076924i,0.0030813+0.00063011i,0.0053935-0.0012228i
0.0093087+0.026928i,0.031843+0.10235i,0.090993+0.23367i,0.20312+0.30683i,0.30907+0.21759i,0.30979+0.062123i,0.21344+0.0093895i,0.13609+0.043873i,0.10888+0.046616i,0.069163+0.0073088i,0.014323-0.0095101i,-0.010349+0.0025901i,-0.0047487+0.0038165i,-0.0015392-0.01029i,-0.0054482-0.015314i,-0.0059315-0.0077083i,-0.0056643-0.002656i,-0.0085969-0.0039576i,-0.0095815-0.0033564i,-0.0030283-0.001043i,0.0015026-0.0023693i,-0.0018292-0.0047021i,-0.0050822-0.0036933i
0.0037289-0.025143i,0.02933-0.098834i,0.066473-0.24192i,0.045124-0.38691i,-0.066735-0.41223i,-0.15778-0.30522i,-0.13174-0.18012i,-0.058037-0.12575i,-0.032981-0.10216i,-0.037099-0.050624i,-0.018249-0.0014372i,0.0066338+0.0084036i,0.0037543+0.0040454i,-0.0082843+0.011023i,-0.0086255+0.015344i,-0.003125+0.0075458i,-0.00046494+0.002337i,0.00010965+0.005785i,0.00010098+0.007946i,-0.0026167+0.0045401i,-0.0054646+0.0031049i,-0.0037027+0.0063256i,-0.00029971+0.0081072i
-0.017488+0.014033i,-0.084303+0.054747i,-0.20836+0.13969i,-0.30695+0.26085i,-0.27896+0.35311i,-0.16233+0.33405i,-0.074391+0.21783i,-0.058081+0.11534i,-0.05149+0.07639i,-0.013384+0.050956i,0.012509+0.011967i,0.0047629-0.010108i,0.001654-0.0059803i,0.012988-0.0024018i,0.015479-0.0018343i,0.0084821+0.0021963i,0.0045674+0.001117i,0.0058589-0.0036269i,0.0058589-0.0054308i,0.0043556-0.0028249i,0.0052899-0.00039194i,0.0065521-0.0030506i,0.0057808-0.0058374i
0.024357+0.001788i,0.095608+0.0081017i,0.24209+0.022572i,0.39975+0.010348i,0.45191-0.043297i,0.36112-0.081926i,0.21063-0.056088i,0.11409-0.0020744i,0.078589+0.010224i,0.036943-0.013565i,-0.0075515-0.015047i,-0.017712+0.0039315i,-0.010934+0.0044936i,-0.012775-0.0062184i,-0.012636-0.010771i,-0.006565-0.0099129i,-0.0051891-0.0071083i,-0.009749-0.0055356i,-0.012277-0.0020776i,-0.0087925+0.0015473i,-0.005909+0.0011646i,-0.0075862+0.00056302i,-0.0086194+0.0019743i
-0.015365-0.014257i,-0.069235-0.061179i,-0.16531-0.16538i,-0.2763-0.27508i,-0.33137-0.29895i,-0.28104-0.22795i,-0.15632-0.14077i,-0.052014-0.1001i,-0.022069-0.0778i,-0.020396-0.027854i,-0.00041785+0.012324i,0.016113+0.012111i,0.010851+0.0069934i,0.0027759+0.014991i,0.00072012+0.019355i,-0.00013241+0.014086i,0.001071+0.0093287i,0.0038864+0.010583i,0.0069594+0.010438i,0.0076372+0.0057973i,0.0050137+0.0032226i,0.0046116+0.0038978i,0.0068217+0.0041258i
0.0061499+0.019697i,0.013598+0.089517i,0.018689+0.22423i,0.009112+0.36855i,-0.0078398+0.4207i,-0.021395+0.34433i,-0.037914+0.20813i,-0.059684+0.10735i,-0.055931+0.066195i,-0.018077+0.033933i,0.0022699-0.0047259i,-0.0061623-0.017357i,-0.0039103-0.010551i,0.01115-0.012i,0.016089-0.016311i,0.0095502-0.01226i,0.0036339-0.0079905i,0.0026062-0.0091784i,0.001103-0.010357i,-0.00080183-0.0077867i,0.00046543-0.005274i,0.0016939-0.0065676i,0.0006886-0.0077551i
-0.0023335-0.015683i,0.033277-0.065461i,0.12252-0.16238i,0.23963-0.25132i,0.30847-0.25332i,0.27897-0.17463i,0.19006-0.079902i,0.12147-0.014407i,0.084861+0.003866i,0.039329-0.0049665i,-0.0011799+0.0018134i,-0.0072758+0.013831i,-0.005229+0.0076636i,-0.015787-0.00062382i,-0.020942-0.00046697i,-0.013356+0.00040451i,-0.007329+0.00061614i,-0.0083641+0.001996i,-0.0087111+0.0041864i,-0.0062475+0.0042056i,-0.0052075+0.0021326i,-0.004705+0.0017072i,-0.0028834+0.0017258i
