-0.00017659+0.00018952i,0.00046868-0.0016088i,-0.00050044-0.0034963i,-0.0016557-0.00097051i,-0.0026914+0.0017057i,-0.0019139+0.001651i,-0.00081951+0.0017153i,0.00063663+0.0021073i,0.0018+0.0014415i,0.001024+0.00018631i,0.00027096-0.00018817i,0.00035052+0.00023257i,-3.9827e-05+0.00014768i,0.00012711+0.00021523i,0.00012319+0.00074333i,-6.2325e-05+0.00060832i,-0.00022926+4.2791e-05i,-0.0005497-0.00010018i,-9.0236e-05+0.00013022i,0.00029934+0.00015884i,0.00025068+7.8109e-05i,0.0005455-0.00066268i,0.0005818-0.00055896i
-0.0012189+0.00052058i,-0.0015899+0.0015338i,-0.0011203+0.0025285i,-0.00089244+0.0034461i,-9.4391e-05+0.0034045i,0.00063137+0.0020624i,-0.00015941-5.6693e-05i,-0.0008344-0.00091822i,-0.00056595-0.0012011i,-0.00023273-0.0017589i,0.00012231-0.0014678i,0.00011849-0.00059277i,-0.00067458-0.00019993i,-0.0011157-6.6792e-05i,-0.00099214+3.6342e-05i,-0.00063122+0.00010493i,-3.8147e-05+0.00049921i,-0.00018627+0.00047249i,-0.00085072+0.00011675i,-0.00099669+0.00053714i,-0.00025835+0.00025844i,0.00043002-0.00044061i,5.4069e-05-0.00055903i
-0.0018136-9.4012e-05i,-0.00061475+0.0010583i,0.00041457+0.0023231i,0.0015583+0.0023769i,0.0024801+0.0018685i,0.0019246+0.0010617i,0.00062255+0.00040593i,1.3449e-05-6.1297e-05i,0.00026501-0.00072066i,0.00055771-0.00029891i,0.00036856+0.00015562i,0.0002969+0.00025621i,0.00058525+0.00040569i,0.00059997+0.00030381i,-0.00027571+0.0006222i,-0.0008041-0.00038008i,-0.00025285-0.00086387i,-6.7513e-06-6.2084e-05i,0.00011996+0.000261i,0.00019287+5.0559e-05i,0.0001749-0.00021065i,4.6249e-06-0.00059062i,0.00011057-0.00012404i
-0.00071587+0.00082903i,-0.0005363+0.0012838i,0.00047719+0.0018855i,0.00093396+0.0017385i,0.00062556+0.0010894i,0.00094274+0.00052407i,0.001082+0.00038823i,0.00074493-0.00013252i,0.0003734-0.00049755i,0.00011022-0.00045536i,-0.000411-0.00064881i,-0.00041019-0.00046124i,-0.00012686-0.0002154i,-0.00014418-0.00022784i,-0.00024689-6.9843e-05i,-0.00024179-0.00033215i,0.00033925-0.00051635i,0.00053859-0.00019287i,-0.00046133-3.9024e-05i,-0.0006989+0.00058289i,-0.00012221+0.00071883i,9.6169e-05+0.00050866i,0.00024668+0.00054932i
-0.00098684-0.0015034i,-0.001344-0.00069969i,-0.00090544-0.00043374i,-0.00057923+0.00015854i,-0.00071528+0.00011071i,-0.00038757-0.00028195i,-0.00096646-0.00037203i,-0.00063115-0.00057865i,0.00065228-0.00065897i,0.0007891-0.0004009i,0.00056612-0.00057106i,0.00077685+2.1485e-05i,0.00096563+0.00018133i,0.00021143-3.9411e-05i,-0.00060583+0.0005577i,-0.00097187+0.00038648i,-0.00073679-0.00055307i,0.00021412-0.0010146i,0.00026347-0.00064448i,-0.00014894-0.00041681i,0.00033173-0.00066963i,0.0002682-0.00059907i,-0.00031486-0.00039179i
-0.0027753+0.0024481i,-0.0011728+0.0027447i,0.00087861+0.003908i,0.0023375+0.0043715i,0.0030103+0.0029365i,0.0026657+0.0012811i,0.0012066+0.00058509i,0.00032797-0.00016901i,0.00065815-0.00030124i,0.0010345-0.00053419i,0.00099289-0.00089949i,0.00014885-0.00049432i,-0.00099994-0.00015991i,-0.0010018+1.9405e-05i,-0.00046857-0.00030969i,-0.00015175-0.00049276i,-0.0004254-0.00016159i,-0.00041106+0.00040642i,-0.00046531+0.0010602i,-0.00019805+0.00076189i,0.00020555-6.0362e-05i,-0.00014891-0.00010192i,-0.00016889+0.00030064i
-0.004187-0.00069362i,-0.0046541+0.00095434i,-0.0039993+0.0031384i,-0.0014292+0.0035866i,0.0011553+0.0024409i,0.001929+0.00083439i,0.00086529-0.00011853i,0.00026288-0.00045088i,-9.6789e-05-0.00016214i,5.1138e-05-0.00019897i,-1.9818e-05-0.00042664i,-0.00058574-0.00081106i,-0.00018106-0.00071131i,0.00072525-0.00023051i,5.7632e-05-0.00058051i,-0.0010989-0.00066742i,-0.0014206-0.0004158i,-0.00070586-0.0005304i,9.3122e-06+1.2607e-05i,8.734e-05+0.00025125i,3.1244e-05+7.6105e-05i,0.00026175-0.00013935i,0.00072497+0.00026485i
-1.8214e-05-0.0010295i,-0.00045612-0.00068982i,-0.00092091-5.8413e-05i,-0.00085487+0.00010427i,-0.00081652+0.00039515i,-0.0010098+0.0011834i,-0.0010006+0.0011616i,0.00027375+0.0008681i,0.00041804+0.00018716i,-0.00061944-0.00097853i,-0.00060236-0.00074375i,5.6893e-05+0.00015067i,0.00056783+0.00024849i,0.00041295+7.5392e-05i,0.0005766+0.00032812i,0.00043634-4.4047e-05i,7.737e-05-0.00067017i,6.6189e-05-0.00015666i,-0.0003645+0.00019302i,-0.00071308-0.00032191i,-0.0007931+0.0001709i,-0.00069335+0.00097489i,-0.00014424+0.00093501i
-0.0012781-0.0010838i,-0.0030742+0.00046248i,-0.0041442+0.00095607i,-0.0025401+0.0013953i,0.00037432+0.0024614i,0.00043367+0.0022895i,-6.1023e-05+0.0012296i,0.0005863+0.00052598i,0.00019067-0.00040654i,-0.0001818-0.00052189i,0.0002575-0.00028435i,0.00041867+0.00013989i,0.00012179+0.00083187i,-8.5084e-05+0.00034567i,-0.0005637-0.00025546i,-0.0012316-0.00038228i,-0.0011031-0.00036529i,-0.00021938+6.9845e-05i,0.00064849-1.1071e-05i,0.00044095-9.8405e-05i,-9.2179e-05+0.00088145i,0.00021798+0.00062636i,0.00052986-0.00057276i
-0.0013225-0.0013544i,-0.0024966-0.0012231i,-0.0026215+0.00099583i,-0.0015209+0.0016253i,-0.00050637+0.0012015i,-0.00056171+0.00046546i,-0.00062483-0.0002097i,0.00075799-0.00088622i,0.00096412-0.00094395i,5.8003e-05-0.00020847i,-0.00040867+0.00023859i,-0.00040691-0.00018809i,-0.00042144-0.00033256i,-0.00085739+0.00011577i,-0.00085219+0.00036498i,-0.00087898+0.0006055i,-0.00078283+0.00048834i,8.9821e-05-0.00023844i,0.00010177-0.00071547i,0.00021556-0.00010038i,0.00044607+0.00029944i,-0.00023588+0.00012143i,-0.00015241-0.00055881i
0.0025515+0.00089353i,0.0025482+0.0013011i,0.0016718+0.00039742i,0.00036034+0.00062641i,-0.00055946+0.00010363i,-0.00048242+0.00043171i,0.00031298+0.0011098i,0.00085306+0.00057947i,0.00069211-0.00061642i,0.00014066-0.0010246i,-0.00028131-0.0010984i,-0.00080979-0.00089439i,-6.5134e-06-0.00048999i,0.00068396-0.00066695i,9.1259e-05-0.00090113i,-0.00088779-0.00073928i,-0.00078791-0.00094519i,-0.00014956-0.00053859i,-1.1522e-06+0.00095264i,-0.00011601+0.00099221i,0.00020031+0.00016602i,0.00080075-0.00071412i,0.00044908-0.0012751i
0.0011971-0.0010747i,0.00080077-0.00087952i,0.000743-0.0018166i,-0.00083678-0.0023016i,-0.0019071-0.00218i,-0.0021814-0.0014857i,-0.001239-0.00050212i,0.00050155+5.5313e-06i,0.0016006-0.0011913i,0.0017287-0.0021488i,0.0014292-0.0016172i,0.00050825-0.00076729i,-0.00087023-0.00058357i,-0.0010523-0.00017845i,-0.00081459-0.00028793i,1.5085e-05-0.0010726i,0.00056894-0.00097901i,0.00023599-0.00054238i,6.0395e-05-0.00011606i,0.00019161+0.00034969i,0.0001643+0.00063487i,-0.00050154+0.00075656i,-0.00091226+0.00068165i
0.0007592-0.0015594i,0.00053454-0.00076081i,0.00080991+0.00026061i,0.00029157+0.00065005i,-0.00081622+0.00048851i,-0.00098684-0.00022306i,-0.00034634-0.00072495i,0.0002134-0.00093525i,0.00041549-0.001667i,0.00061234-0.0012912i,0.0007411+8.7423e-05i,0.00031401+0.00020356i,0.00016207-0.00050469i,0.00036591+0.00014595i,0.00015781+0.00066543i,-0.00048355-1.1048e-05i,-0.00038664-9.5123e-05i,-0.00017057+0.00023571i,-0.00038973-8.4669e-05i,-0.00057858-0.00040669i,-0.00096376-0.00044889i,-0.00076647-0.00030676i,0.00029759+0.00019238i
-0.00028735+0.0010377i,-0.00016544+0.0003528i,0.00084446+0.00043826i,0.00080522+0.00082383i,0.0002861+0.0003927i,-0.00087367-9.5725e-05i,-0.0010787-0.00088839i,-0.00081579-0.00067574i,-0.00037548+0.00054208i,0.00035363+0.00063971i,0.00029092-0.00019788i,0.0002379-0.000549i,0.00031089+8.8193e-05i,-0.00042716+0.00081616i,-0.00037682+0.00035727i,0.00026174-5.4895e-05i,-2.5716e-06+0.00020823i,-0.00045925+9.272e-05i,0.00012863+5.8949e-06i,0.0006497+0.00029049i,9.9527e-05+0.00025382i,-0.00014746-0.00050472i,0.00063519-0.00085772i
-2.5583e-05+6.1114e-05i,-0.00011424+0.00048736i,0.00010237+0.00092817i,0.0014619+0.001468i,0.0013047+0.0022066i,0.00036242+0.0013161i,-0.00012747+0.00045911i,6.559e-06+1.7074e-05i,0.00020023-0.00047937i,0.0010455-0.00054013i,0.0013788+0.00016493i,0.0006786+0.00065829i,0.00045738+0.00037927i,-0.00039582+0.00013914i,-0.001479+0.00034604i,-0.00089484+0.00047377i,-3.4928e-05+0.00061191i,3.8636e-05+0.00017161i,-0.00027902-0.00044168i,-8.4337e-05-0.00011951i,5.1529e-05+0.00020223i,-0.00031426+0.00019606i,-0.00044139+0.00028158i
-0.0024143-0.00099699i,-0.0026793-0.0010863i,-0.0029296-0.00042966i,-0.0025223+0.0012821i,-0.00074582+0.0014971i,0.00048733+0.0012564i,0.00025383+0.0012809i,0.00020037+0.00012791i,9.4967e-05-0.00073313i,-0.00048082-0.00052146i,-0.00074014-0.00010677i,-0.0001452+0.00052856i,0.00052494+0.00031841i,-0.00038038-0.00033073i,-0.00077832-0.00070852i,-0.00037572-0.00041764i,-0.00038145-0.00066255i,-0.00086159-0.00059194i,-0.00088665+3.4045e-05i,-0.00034862+0.00023425i,0.00016262+4.2529e-05i,0.00061807+0.00046829i,0.00083207+0.0013012i
0.00027474-0.0036232i,-9.2907e-05-0.0025435i,-0.00034946-0.0022676i,-0.00032386-0.0020444i,-0.00024272-0.00093865i,-0.00066014+2.5637e-05i,-0.00044732+0.00070004i,0.00055846+0.00094164i,0.00046182+0.00020364i,-0.00048719-0.00089684i,-0.00019403-0.0012451i,0.00064279-0.00028059i,0.00056905+0.00031871i,0.00032288+0.0004223i,-0.0002684+0.00089108i,-0.00085161+0.00058739i,-0.00064817-0.00019669i,-0.00026492-0.00016252i,0.00037667+7.0054e-05i,0.00070145+0.00021801i,0.00051076-1.2125e-06i,-8.8421e-06-0.000591i,4.8968e-05-0.00044924i
-0.0011566+0.0014883i,0.00031243+0.0025516i,0.0016846+0.0029005i,0.0015375+0.0020961i,0.0010024+0.0011407i,0.001099+0.00078175i,7.1302e-06+0.00053108i,-0.00084894+0.00031189i,-0.00078234-0.00048719i,-0.0002905-0.0010901i,-0.00013966-0.00082957i,-0.0011299+0.00028546i,-0.00088582+0.00050659i,0.00016278-0.00010659i,0.00050454-0.0004341i,-0.00051568+0.00029035i,-0.00064721+0.00073095i,-0.00022452+0.00044096i,-0.00064319+0.00052171i,-0.00070371+0.00042275i,0.00024304-0.00017089i,0.0006267-0.00085142i,0.00040436-0.0007005i
0.00063917+0.0014694i,0.00067914+0.0019014i,0.0010917+0.0023481i,0.0010593+0.0021929i,0.0011332+0.0010291i,0.00076403-0.00013605i,0.00019267-3.8647e-05i,0.00089498-0.00062165i,0.00116-0.00017685i,0.000646+0.00010745i,-7.3864e-05-0.00027529i,-0.00030418+7.1732e-05i,-0.00053184+0.00040163i,-0.00053396+0.00027239i,2.4577e-05+0.00012998i,0.00021494+0.00042663i,-8.3833e-05+0.0014047i,-0.00016273+0.0017482i,0.00055517+0.0014403i,0.00076502+0.0012072i,-0.00032628+0.00084716i,-0.00076811+0.00036531i,-0.00033429-0.00042017i
-0.0022603+0.0030815i,-0.0015687+0.00282i,-0.00047663+0.0029803i,0.0020473+0.0031031i,0.003891+0.0023352i,0.0032839+0.0010074i,0.0015434+0.00028209i,0.001131+0.00042407i,0.00098387+2.0488e-05i,0.00079911-0.0002445i,0.00096542-0.00016213i,0.00050795+0.00013663i,9.8118e-06+0.00033964i,-5.5511e-05-0.0002407i,0.00012169-0.00051138i,-0.00013213-0.00027805i,-0.00062923-0.00010671i,-0.0006342-0.00056645i,-3.165e-05-0.00052057i,0.00036418-4.3718e-05i,-0.00017222-0.0005846i,7.5813e-05-0.0011551i,-0.00015738-0.00030422i
-0.0018818-0.00064137i,-0.0017822+0.00070731i,-0.0019187+0.0014711i,-0.0017335+0.001796i,-0.001117+0.0021208i,0.00058459+0.0015866i,0.0016422+0.00074248i,0.00048877-0.00107i,0.00011667-0.0026127i,0.00077816-0.0022541i,0.0010338-0.0010804i,0.0013942-0.00033589i,0.00068275-0.00016165i,0.0003013-0.00028361i,0.00069269-0.00095533i,-0.00010633-0.0011944i,-0.0010596-0.0007695i,-0.0013734+3.6939e-05i,-0.00070049+0.00050698i,-0.00021252+0.00022117i,-0.00055908-7.8615e-05i,-0.00022293-0.00050062i,-9.8839e-05-0.0009378i
-0.00056388-0.00091351i,-0.00051814-0.00058802i,0.00021987+0.0012245i,-1.5739e-05+0.0023958i,-0.0010346+0.0015322i,-0.00075629+0.000784i,-0.00012171+0.00092468i,0.00017509+0.00014899i,5.0545e-05-0.0014199i,-2.1976e-07-0.001668i,-0.00020538-0.00059785i,-0.00032954-0.00027882i,-0.00094999-0.00059763i,-0.0011608-0.0009486i,-0.00086619-0.00070581i,-0.0004967-0.00054996i,-0.0003031+3.3351e-05i,-0.00037273+0.00027491i,-8.3776e-05-0.00038457i,0.00024002-0.00053996i,0.00027971-0.00043669i,0.00022725-4.6265e-05i,-0.00020662+0.00017146i
0.0010311+0.0016883i,0.0023474+0.00252i,0.0028077+0.0024728i,0.0019178+0.0018997i,0.00084121+0.0013441i,8.4055e-05+0.00092128i,-0.00033277+0.00018026i,0.00017167-0.00050237i,0.00070174-0.00069998i,0.0007068-0.0010804i,0.00049328-0.0010363i,0.00044535-0.00014286i,8.4642e-05-1.5197e-05i,-0.00049035-0.00084737i,-5.0873e-05-0.00073952i,0.0006866+0.00016463i,8.0313e-05+0.00067025i,-0.00051271+0.00066862i,-0.0008072-0.00031618i,-0.00027928-0.0014041i,0.00073038-0.0018611i,0.00053029-0.0018871i,0.0006103-0.0013225i
0.00067175-0.0015689i,0.00050711-0.0024512i,-9.1502e-05-0.0026185i,-0.0002775-0.0014829i,-0.00015309-0.0010581i,-0.001083+0.00023207i,-0.00089859+0.0012804i,0.00033566+0.0008012i,0.00042732-0.00052335i,0.00061112-0.001044i,0.00096579-4.1715e-05i,0.00080847+0.00034038i,0.00073077+3.2506e-05i,0.00079945+0.00012768i,0.00025381+0.00036553i,-0.00032792+0.00031254i,-0.00054756+4.9283e-05i,-0.00056943-0.0001625i,-0.00034935+2.5065e-05i,-9.7609e-05+0.00095899i,-0.00029031+0.0015007i,-0.00044809+0.00092195i,-0.00041444+0.00053077i
0.00023529-0.00024827i,0.00039179+0.00057423i,-0.00072348+0.00056777i,-0.00072351+0.001005i,-0.00066624+0.0019023i,-0.0010854+0.0017933i,-0.00054295+0.00089292i,0.00031194-0.00040235i,0.00045764-0.00094596i,0.00042148-0.00021549i,0.00051162+0.00030899i,0.0005826-6.8985e-05i,0.00052046-0.00040283i,6.1125e-05-0.0003481i,0.00025224-2.6433e-05i,-0.00019421+0.00062096i,-0.00034666+0.00095519i,-8.023e-05+0.00056765i,-0.00054051+0.00013661i,0.00025071-0.00021023i,0.00061953-0.00010124i,0.00024168-0.00029183i,0.00079249-0.00031061i
-0.00098507+0.0020724i,0.00022233+0.002605i,0.0011926+0.0038111i,0.0013733+0.0030369i,0.0016636+0.00094227i,0.0017035-7.6197e-05i,0.00049875-0.00012246i,-0.00055091-0.0001018i,5.2486e-05-0.00013927i,0.0011134-0.00016604i,0.00096734-0.00056096i,0.00039074-0.00099251i,-0.000911-0.0011658i,-0.0016371-0.001158i,-0.0012973-0.0007839i,-0.00075938-0.000392i,-0.00047006-2.5234e-05i,-0.0008036+0.0001486i,-0.00069636+0.0002024i,0.00017749-0.00030845i,0.00055895-0.00081808i,0.00021966-0.00044399i,0.00016177-3.5191e-05i
0.001318+0.0019662i,0.0027922+0.0010798i,0.0036873+0.00095898i,0.002782+0.0014262i,0.0014127+0.00074273i,0.00029948-0.00036908i,-0.00024033-0.00030323i,-0.00039023+6.2405e-05i,-6.5121e-05+0.00015147i,0.00078049-0.00055808i,0.00021304-0.0013125i,-0.00073048-0.0015929i,-0.00085339-0.0010954i,-0.00098946-0.00032493i,-0.00095945-2.5409e-05i,-0.00045352+0.00026993i,-0.00034347+1.0685e-06i,-0.00012498-0.00047927i,0.00028305-0.00047207i,0.00012452+2.3738e-05i,0.00025201+0.00041601i,0.00057612-7.1267e-05i,0.0011068-0.00038449i
0.0007941-0.00085195i,-0.00089383-0.0016264i,-0.0010226-0.0013588i,-0.00061186-0.00078678i,-0.0016237-0.00070144i,-0.002224-5.8247e-05i,-0.0013687-0.00012334i,-0.00044661-0.00043313i,-1.2255e-05-0.0011363i,0.00039635-0.0014692i,0.00058796-0.00062658i,0.00042+5.7585e-06i,-0.00021092+0.00087938i,-0.00092263+0.0012682i,-0.00035059+0.0001241i,0.00097579-0.0004177i,0.0010087-0.00040021i,0.00028508-0.0006488i,-3.703e-05-0.00029939i,-0.00031741+0.00010229i,-0.00052657+0.0002605i,-0.00037192+0.00034995i,0.00013892+1.0535e-05i
0.0015168-0.0027285i,0.00078182-0.0030604i,-0.00086124-0.0024595i,-0.00098558-0.0017175i,-0.0013729+0.00045106i,-0.0012011+0.0020062i,-7.1893e-06+0.0013166i,0.00065264+0.00076134i,0.0010408-0.00010325i,0.00050617-0.0007884i,0.00060349-0.00061925i,0.0011883-0.00023177i,0.00096738-6.3912e-05i,0.0007491+0.00020987i,0.00041278+0.00063241i,0.00028437+0.001269i,0.00027151+0.00077659i,0.00020073-0.00063337i,0.00054341-0.00071687i,0.0002354-0.00064912i,-0.00061373-0.00048737i,-0.0008302+0.00017503i,0.00025741+0.00088853i
-0.00092528+0.0014522i,0.00031078+0.002194i,0.0011962+0.0017624i,0.00041976+0.00027367i,-0.0009267-0.0009205i,-0.0017717-0.0012226i,-0.00097822-0.00065719i,0.00087375-0.00066054i,0.0015678-0.00098214i,0.0014387-0.0005988i,0.0010237-0.00054488i,0.00011495+0.0001322i,-0.00014223+0.00058651i,-0.00062376+5.9855e-05i,-0.00083595-0.00012183i,-0.00053514-1.1111e-06i,-0.00063388-8.622e-05i,-0.00045685+0.00033849i,-0.00052779+0.0010154i,-0.00098323+0.0011311i,-0.0013002+0.00066444i,-0.001784+0.00061073i,-0.0010119+0.00082384i
0.00069904+0.00093293i,0.00088354-4.8087e-06i,0.0011624+0.00091577i,0.0011428+0.00015551i,0.00056444-0.0016935i,-1.6565e-05-0.0020717i,1.8208e-05-0.0012571i,0.00069259-0.0009639i,0.00071367-0.0010892i,-0.0002381-0.00022615i,-0.00032845+0.00048534i,0.00029135-0.00022732i,0.00032981-0.0010263i,-0.00039314-0.0005026i,-0.0010038+0.00053818i,-0.00032462+0.0010641i,6.2234e-05+0.0011488i,-0.00063006+0.0010025i,-0.00016441+0.00062996i,0.00062761+0.00022039i,0.00022958-1.7956e-05i,-0.00012822-0.00030136i,-0.00048005-0.0004969i
-0.00038101+0.0018773i,0.00041365+0.00085235i,0.00049755+0.0013722i,0.00065418+0.0016767i,0.00099046+0.00064658i,-0.0002964-0.00066096i,-0.00070571-0.00044993i,5.8172e-05+0.00071078i,8.5805e-05+0.0004926i,-0.0003869+0.0001215i,-0.00021339+0.00049583i,-0.00010891-0.00043064i,-0.00061317-0.00088528i,-0.0011485-1.506e-05i,-0.0012184+0.00024933i,-0.00054839-0.00017766i,0.00012532-0.00056129i,0.00029544-0.00017403i,-3.0341e-05-1.9098e-05i,-0.00047243-0.00070093i,-0.00062683-0.0012398i,8.2148e-05-0.00081977i,0.0005327-0.00029752i
-0.0017978-0.00017214i,-0.0027217+0.00092174i,-0.0025461+0.0013338i,-0.0014222+0.001849i,-0.00067737+0.0022899i,0.00027128+0.0016787i,0.00082055+0.00078625i,0.0011727+0.00048299i,0.00066558-0.00043347i,-0.00045155-0.0012874i,0.00015398-0.001709i,0.0010348-0.0008818i,0.00063746-0.00040769i,0.00027923-0.00076205i,0.00019487-0.00065495i,-0.00023227-0.00087734i,-0.00066662-0.00069735i,-0.00035613-0.00053877i,0.00024683-0.00066764i,0.0006083+0.00017408i,0.00039932+0.00047537i,8.7417e-05+0.0003598i,-0.00038218+0.00058477i
0.0013792+0.0011004i,0.00078043+0.00015379i,0.0008028+0.00014071i,0.00047677-0.00050614i,2.8488e-05-0.00047179i,-0.0007545+0.00031743i,-0.0011731+0.00027325i,-0.00053404+0.00048852i,0.0011704-9.4148e-05i,0.0017791-0.001159i,0.0004343-0.00086911i,0.00011578-0.00063432i,2.7668e-05-0.00085195i,-0.00055217-0.00073022i,-0.00039727-0.0004197i,1.8564e-05+0.00027111i,1.3889e-05+0.0010766i,-7.6637e-05+0.00054708i,-0.00065537-0.00052474i,-0.00065479-0.00031192i,0.00012345+0.00057251i,0.0001501+0.00027405i,-0.00065739-0.00039646i
-0.00065081+0.0014423i,-0.00031069+0.0013208i,0.00037767+0.00080101i,0.0014163+0.0014754i,0.0014787+0.001821i,0.00084139+0.0010128i,0.0010096+0.0010689i,0.00095924+0.00091424i,-0.00035516+0.00064586i,-0.0014207+0.00028177i,-0.00093206-4.8469e-05i,9.2513e-05-0.00026459i,-0.00031524-2.2638e-05i,-0.0013298+0.00044781i,-0.00087805+0.00060301i,-0.00035412+0.00072034i,-0.00072252-0.00027726i,-3.3686e-05-0.00031723i,0.00025527+0.00065802i,0.00020067-0.00020233i,0.000417-0.0011214i,0.00061619-2.5406e-05i,0.00056629+0.00029806i
-0.0013307-0.0014389i,-0.0019828-0.0013021i,-0.0010823-0.00033203i,-0.00017689+0.00098277i,-0.00088604+0.0015991i,-0.00066818+0.0011882i,0.00010548+0.00018943i,0.00044563-0.0014063i,0.0006254-0.0022754i,0.00016684-0.0022095i,-0.00038239-0.0017909i,8.5704e-06-0.0014903i,0.00043621-0.0011251i,7.2309e-05-0.0005842i,-3.5528e-05+5.6076e-05i,-0.00027352+0.00010078i,-0.00021638-0.00080581i,7.03e-05-0.00068867i,0.00020822+0.00010116i,0.00041449+0.0005301i,0.00029558+0.00030296i,0.00049322-0.00013892i,0.0005883-0.00026443i
0.0013615-0.0008467i,0.0023733-0.00079485i,0.0013631-0.00080838i,0.0008066-0.00032542i,0.00062278+0.00066007i,0.00017413+0.001495i,0.00014702+0.00081164i,-3.3335e-05-0.0005211i,0.00083399-0.00098151i,0.00077343-0.00082447i,6.0429e-05-0.00013548i,-0.00018873+2.5471e-05i,-7.9275e-05+2.4848e-05i,0.00010144+0.00049786i,0.00011595+0.00065721i,-0.00014525+0.000669i,0.00011455+0.00047423i,0.00043692+0.00057748i,0.00010317+0.00024449i,0.00022982-0.00049564i,0.00079678-0.0011295i,0.00051551-0.0012709i,0.00045871-0.00081331i
0.0013465-0.0012146i,0.00071633-0.0018204i,0.0007013-0.001878i,-0.0012252-0.00027349i,-0.0028187-0.00040377i,-0.0023864-0.00066438i,-0.00096425+0.00022755i,0.00060498+0.0010812i,0.0012942+0.00065216i,0.00093234-0.00011132i,-0.00013175-0.00073488i,-0.00071869-0.00074512i,-0.00081874-2.0391e-05i,-0.0010496-7.0576e-06i,-0.00069142-7.8133e-05i,-0.00095772+0.0001373i,-0.00068851+0.00042166i,0.00046562+9.7079e-05i,0.00097137+0.00031494i,0.00048525+0.00053888i,-0.00035467+0.00045993i,-0.00031285-3.5857e-05i,5.9863e-05-0.00061309i
4.0769e-05+0.0022928i,0.00023634+0.00099704i,0.0001268+0.0018476i,0.00023713+0.0028566i,0.00069295+0.0019832i,3.5568e-05+0.00039955i,-0.0007353-0.00061128i,-0.0007599-0.00067142i,-0.00024827-4.6997e-05i,-6.7427e-06+6.7421e-05i,0.00032565-0.00036207i,0.00039384-0.00022592i,0.00014911-0.00024301i,-0.0003209-2.9382e-05i,-0.0010258+9.0938e-05i,-0.00056633-0.00030627i,0.00030703-0.00043212i,0.0001554-0.00069188i,0.00021743-0.00094344i,0.00030699-0.00027581i,9.1319e-05+7.0278e-05i,0.00023237-4.1509e-05i,0.00017706+0.00023326i
0.00017121-0.00077276i,-0.00074547-0.00055853i,-0.0013172+0.00027037i,-0.0013966+0.00095561i,-0.0017796+0.00089939i,-0.0015972+0.00044103i,-0.00046037+0.00044462i,0.00061685-5.7573e-05i,0.0004369-0.0011062i,4.9965e-05-0.0018125i,0.00057867-0.0010269i,0.000352+6.2983e-05i,-0.00044862+0.00020991i,-0.00054636+0.00022807i,-0.00072956+0.0002635i,-0.0012504+0.00025808i,-0.00065991-0.00012037i,-0.00025397-0.00024987i,-0.00033049-0.00051233i,-8.8793e-05-0.00038496i,4.7946e-05-5.9034e-05i,-0.00025241-0.00035224i,-0.0001786-0.00031422i
0.0003084-0.0018879i,-0.00031809-0.0017131i,-0.0014654-0.0021987i,-0.0016653-0.0010602i,-0.0017547+0.00029931i,-0.0013686+0.00091143i,-0.00037399+0.0010699i,0.00010616+0.00026559i,0.00030929-0.00029064i,-2.4986e-05-0.00052893i,-0.00046399-0.00019266i,0.00012681+3.9889e-05i,0.00069457-0.00035231i,0.0010146-0.00033146i,0.0012408+5.801e-05i,0.0007105-0.00025085i,-1.076e-05-0.00065624i,-0.00061821-0.00011803i,-0.00041075+8.8329e-05i,0.00019771+0.0002994i,-0.00024807+0.00023911i,-0.00092648+0.00040358i,-0.0012611+0.00042279i
-0.00080529+0.001867i,-0.00029163+0.0016924i,0.0011582+0.0028072i,0.0018373+0.0021733i,0.0018423+0.00056607i,0.0016437-0.00063435i,0.00039801-0.0010598i,0.00019623-0.00082457i,0.00078844+0.00011687i,0.00091315+0.00036761i,0.00059109-6.0004e-06i,6.1106e-05-0.00024833i,0.00036418-0.00081917i,0.00046097-0.00017427i,-0.00058292+2.1403e-05i,-0.00085187-0.00079928i,-0.00082069-0.00080084i,-0.00016051-3.95e-05i,0.00029494+0.00014561i,0.00031776-0.00022599i,0.00040576-0.00021698i,0.00096025-0.00029135i,0.0010026-0.00027739i
0.00087213+0.0011933i,0.00094414+0.0010461i,0.0015825+0.0010198i,0.0015055+0.00098464i,0.00071456+0.00054185i,0.00016741+0.00013939i,0.00027975-0.00016143i,0.00073229-0.00083874i,0.00071124-0.0019094i,0.00030606-0.0022515i,-5.5892e-06-0.0013883i,-0.00011819-0.00027394i,-0.0001899-4.4525e-05i,-0.00074991-0.00040221i,-0.0013549-0.00034758i,-0.0016689-0.00033095i,-0.0010639-0.00032147i,-0.00041427+0.00048688i,-0.00014131+0.0012598i,0.00012115+0.0010101i,0.00027531+2.9999e-05i,0.00032538-0.00067515i,0.00024963-0.00014038i
-0.0017377+0.00030635i,-0.00011647-0.00024361i,-0.00012832-4.1874e-05i,-0.0010796+0.00099345i,-0.0013327+0.001049i,-0.00096186+0.00074349i,-0.0013965+0.00036851i,-0.00087343-0.00057079i,0.00021606-0.00065968i,0.00025328+8.4125e-05i,0.00029463+0.00059117i,0.00062748+0.00047223i,0.00083344-0.00075167i,0.00076944-0.00098179i,0.00084548-0.00029904i,0.00091219+0.00011466i,0.0015638-0.00067886i,0.0015777-0.0015187i,-0.00016894-0.00063545i,-0.00060123-0.00014032i,0.00021902-0.00022454i,0.00032747-6.378e-05i,0.000131-0.00014634i
