-0.00017659+0.00018952i,0.00046868-0.0016088i,-0.00050044-0.0034963i,-0.0016557-0.00097051i,-0.0026914+0.0017057i,-0.0019139+0.001651i,-0.00081951+0.0017153i,0.00063663+0.0021073i,0.0018+0.0014415i,0.001024+0.00018631i,0.00027096-0.00018817i,0.00035052+0.00023257i,-3.9827e-05+0.00014768i,0.00012711+0.00021523i,0.00012319+0.00074333i,-6.2325e-05+0.00060832i,-0.00022926+4.2791e-05i,-0.0005497-0.00010018i,-9.0236e-05+0.00013022i,0.00029934+0.00015884i,0.00025068+7.8109e-05i,0.0005455-0.00066268i,0.0005818-0.00055896i
0.0015827-0.0021402i,-0.00080163-0.0020273i,-0.0022493-0.001455i,-0.0022156-0.00080536i,-0.0026148-5.6443e-05i,-0.0020429+0.00057791i,-3.1201e-05+0.00060348i,0.00098537+0.00043329i,0.00013153-0.00023933i,-0.00065071-0.0017285i,-0.00054778-0.0014654i,-0.00071054-0.0002338i,-0.00019864+0.00045319i,8.1258e-06+0.00076798i,-0.00041459+0.00029525i,0.00024886+0.00010682i,-0.00011331-4.9725e-05i,-0.00056748-0.00073661i,-0.00053739-0.00087652i,-0.00012946-9.018e-05i,0.00023222+0.00044127i,-0.00034447-0.00012223i,-0.001078-0.00015943i
0.00073117-0.0010745i,0.0011164-0.0027707i,0.0011836-0.0025873i,0.00075943-0.0015165i,0.00093036-0.0005633i,0.00050359+0.00040386i,-0.00066366+0.00088342i,0.00034563+0.00045811i,0.0019527-0.00028458i,0.00090315-0.00073615i,-0.00050179-0.0013544i,-0.00088801-0.0011395i,-0.00080785-0.00033411i,-0.00054139-0.00079462i,-0.00083407-0.00040352i,-0.001266+0.00067302i,-0.00055434+0.0008415i,0.00020845+0.00026196i,0.00056751-0.00023429i,0.00063374+5.7803e-05i,0.00070021+0.00016482i,0.00036245-0.00010242i,-0.00022018+0.00022553i
-0.0014008-0.0022404i,-0.0016417-0.00043116i,-0.0024744+0.0011066i,-0.0029996+0.00186i,-0.0029298+0.0021946i,-0.0017344+0.0019384i,5.3213e-05+0.0011471i,0.0010409+0.00017017i,0.00071801-0.00084646i,-0.00010736-0.00075005i,-0.00020338-0.00078061i,0.00049354-0.00086248i,0.00045671-0.00080646i,-0.00048485-0.00086806i,-0.00082839-0.0009964i,-0.00052852-0.0010938i,-0.00052415-0.00044158i,-0.0011422-0.00028225i,-0.0011723-0.00030646i,-0.00043959+5.612e-05i,4.8154e-05+0.00017765i,0.00022642+0.00019584i,0.00028259-7.9124e-05i
-0.0025022-0.00057753i,-0.0031537-5.9785e-06i,-0.002994+0.00093318i,-0.00060638+0.0022337i,0.001654+0.0028635i,0.0017584+0.0021886i,0.00099953+0.00090472i,0.00028539+0.00016782i,-0.0001838-4.6437e-05i,-0.00022345-0.00049489i,-0.00010017-0.00023827i,-7.1315e-05+0.00010089i,-0.00040444-0.0011837i,-0.00076481-0.00161i,-0.00039223-0.00094006i,0.00033322+5.8898e-05i,0.00011638+0.00058432i,-0.00028361+0.0002778i,-0.00082453+0.0002976i,-0.00030067-1.7945e-05i,6.6686e-05-0.00032893i,-0.00017016+0.00057597i,0.00014849+0.00080799i
-0.00044476+8.8149e-06i,-0.0013985-0.00079233i,-0.0013509-0.00066447i,-0.00054115+0.00033162i,-0.00013593+0.0011376i,0.00037346+0.0010434i,0.0010149+0.00062906i,0.00091503-5.9668e-05i,0.00017102-0.00078594i,-0.00027239-0.0014675i,-0.00044792-0.0015881i,-0.00013042-0.0012624i,7.4506e-05-0.00053487i,-6.2136e-05+0.00021934i,0.00022586+0.0011638i,-6.3236e-05+0.0010972i,-0.0003187-0.00023445i,-0.00052149-0.00064031i,-0.00051123-0.00062011i,7.4262e-05-0.00025286i,-0.0003254+0.00034272i,-0.0013341-0.00014601i,-0.0013555-0.0003624i
0.0012619-0.00082305i,0.0014513-0.00074732i,0.0013161+0.00068838i,0.00038076+0.0010304i,0.00058258+0.00018083i,-8.4071e-05+5.0862e-05i,-0.00066008-0.00040532i,-0.00040337-0.00087147i,-0.00082016-0.00036849i,-0.00070986+0.00014143i,9.6733e-07+0.00018536i,0.00041847+0.0002798i,0.00061941+9.9859e-05i,0.00013913-0.00020365i,-0.00031789-0.00053517i,-4.7716e-05-0.00067474i,-0.0006055+8.8561e-05i,-0.00085825+0.0003674i,-4.5807e-05+0.00055966i,9.7252e-05+0.00069279i,0.00010998+0.00056322i,0.0002123+0.00028734i,0.00047711-0.0001524i
-0.00079938-0.0014307i,-0.0019067-0.00035489i,-0.0042256+0.00072326i,-0.003646+0.0023401i,-0.0023499+0.0034281i,-0.001644+0.0025313i,-0.00010278+0.00071021i,0.00048755+1.9728e-05i,-1.2082e-05-0.00070801i,9.2927e-05-0.001446i,4.382e-05-0.0012422i,-0.00043866-0.00026623i,-0.00041245+0.00033334i,0.00040155-0.00012944i,0.00075503-0.00079854i,0.00075794-0.0011164i,0.00081097-0.0010048i,0.00022671-0.00029326i,-0.00105+0.00024143i,-0.00082471-0.00035215i,-0.00024918-0.00065386i,-0.00054973-0.00070589i,-0.00038322-0.00054377i
-0.0010275+0.00048913i,0.00059312+0.00049673i,0.0011006+2.2308e-06i,0.0008974+0.0003752i,-0.00057251+0.00091525i,-0.0011032+0.00020531i,0.00084683-0.00013271i,0.0011537-0.00079461i,-0.00012304-0.0013551i,-0.00035376-0.0015996i,-0.00028069-0.0016012i,-7.428e-05-0.0012264i,3.1859e-05-0.0010811i,-0.0011758-0.00079592i,-0.00097001-0.00029892i,0.00018983-0.00040405i,-0.00058466-0.0010235i,-0.00095293-0.0017275i,-0.00062069-0.00084724i,-0.00019807+0.00050508i,7.4983e-05+0.00032914i,0.0003463-0.00020501i,0.000905+0.00032868i
0.0027803+0.0017568i,0.0025367+0.00042749i,0.0030776-0.00082685i,0.0034785-0.0015313i,0.0027539-0.0016733i,0.00026471-0.0009784i,-0.0012377-0.0007685i,-0.00040547-0.00066594i,0.00055942-0.00036601i,0.0008253-0.00084886i,0.00011747-0.00086377i,-0.0011463-0.00049585i,-0.00099243-0.00063479i,-0.00049103-0.00015196i,-6.2566e-05+0.00076023i,-0.00015065+0.0011218i,-0.00078886+0.00075855i,-0.00082497+2.1178e-05i,-0.0004038-0.00029137i,0.00019454+0.0001672i,0.00047788+0.00039165i,-3.5952e-05+0.00041205i,-7.6575e-05+0.00023288i
0.001033-0.0006106i,0.00065407-0.00014017i,0.00025841+0.00077048i,-0.0008496+0.0010806i,-0.0023412+0.0014081i,-0.0021827+0.0014484i,-0.0010998+0.00082499i,2.4728e-07-4.3662e-05i,0.00085838-0.00047064i,0.0011081-0.00080238i,0.0010022-0.00098726i,0.00046471-0.00066962i,-0.00023221-0.00018887i,-0.00042411+0.00024598i,-0.00031649+9.322e-05i,-1.2822e-05-0.00043046i,-0.00013763+0.00011127i,-0.00056486+0.00035683i,-0.00013818-0.00022702i,-2.8845e-05+0.00033696i,-0.00015908+0.00030932i,-5.0653e-05-7.4389e-05i,-0.0002119-0.00023021i
0.00013481-0.0018003i,1.7629e-05-0.0014196i,0.00014253-0.0001644i,0.00043107-9.1842e-06i,0.00046325-0.00019707i,0.0002991+0.00016476i,-3.0845e-05+0.00022892i,0.00025703-5.6496e-05i,0.0006313-0.0010925i,3.2116e-05-0.0014057i,-0.00065394-0.001317i,-0.0004764-0.00061283i,0.00022866+0.00060885i,0.00059798+0.00085778i,0.00055319+0.00062069i,0.00064496+3.0004e-05i,0.00041318+0.00012306i,0.00031088+0.00041222i,4.0817e-05+0.00068073i,-0.00093239+0.00068707i,-0.00070908-0.000587i,-0.00019065-0.00087734i,-0.00022018-0.00034305i
0.00097867-0.0010775i,0.00089697-0.00094116i,0.0012542-0.0007108i,-0.00039507-3.3676e-05i,-0.0017841+0.00038383i,-0.0026375+0.00083008i,-0.0017557+0.0011334i,0.0005948+0.00059979i,0.0015419-0.00059665i,0.0012422-0.0015771i,0.00085978-0.0019372i,0.00060389-0.00081934i,3.472e-06+0.0005001i,0.00010615+0.00053039i,5.2997e-05+0.00065784i,-0.00091779+0.00091367i,-0.0011522+0.00027953i,-0.0010653+0.00015746i,-0.00034967+0.00027953i,-0.00012965-0.00019726i,-0.00025195-0.00066817i,-0.00030804-0.00069698i,-0.00036242-0.00012386i
0.001435+0.001127i,0.0015858+0.00065779i,0.00079304+0.0005647i,-0.00064927+7.2306e-05i,-0.0015143-0.00052709i,-0.0016825+0.00036166i,-0.00093339+0.00064995i,0.00047458+0.00020964i,0.0010639-0.00043898i,0.00050713-0.00084228i,-0.00016633-0.00086834i,-0.00028936-0.00047449i,-0.00037182+0.00063304i,-0.00028759+0.00067824i,-0.00013801-0.00052713i,1.9578e-05-0.0010092i,-0.0002175-0.00038916i,6.6354e-05+0.00025138i,0.00014057+0.00061319i,-0.00011351+0.00041338i,0.00014321+0.0003974i,0.00035141+0.00041212i,0.0011097+7.0393e-05i
0.00049405+0.00059437i,0.00031783+0.0010404i,0.0010137+0.001658i,0.00015002+0.0020194i,-0.00079773+0.0011324i,-0.00029094+0.00026096i,0.00020949+0.00020826i,0.00099147+0.00072404i,0.0011834+0.00068401i,0.00070216-0.00015889i,0.00014317-0.00076544i,-0.00022937-0.0015457i,0.00017131-0.0015696i,0.0002001-0.00048723i,9.0422e-05-0.00079842i,-5.461e-05-0.0011601i,-3.3369e-06-0.00060812i,-8.9026e-05+0.00017832i,-0.00069638+0.00029093i,-0.00025622-0.00028718i,0.00055623-0.0010053i,0.00072791-0.0011497i,-0.00034861-0.00056778i
-0.00010444-0.0018453i,0.00027549-0.0026136i,-0.00027325-0.00086544i,-0.00067691+0.00072121i,-0.00032698+0.0014329i,-0.00065476+0.0014587i,-0.00024197+0.0012485i,0.00060033+0.0004998i,0.0011619-0.00064044i,0.0013495-0.00089158i,0.00062288-0.00080246i,0.00016178-0.0010397i,-2.1282e-06-0.00046113i,-0.00017463+0.00025149i,2.8434e-05+0.00012091i,-1.3065e-05+0.00048373i,-0.0003132+7.5816e-05i,-0.00079743-0.00090638i,-0.0007218-0.0011692i,-0.00031338-0.00084287i,-0.00023878-0.00019266i,-9.09e-05+0.00055999i,0.00018629+0.00058454i
0.0010747-0.00039267i,0.00086566+0.0010398i,0.00076378+0.001311i,0.00086442+0.00064291i,-3.1823e-06-0.00028372i,-9.542e-05-0.00017646i,-1.5836e-05+0.0010157i,-1.3465e-05+0.0015406i,-5.2039e-05+8.7646e-05i,0.00011849-0.00056831i,0.0002242+0.00058479i,0.00043654+0.00091834i,0.00079113+0.00033109i,0.00020497+0.00048183i,-0.00034029+0.00049178i,-0.00085448-0.00029821i,-0.0010085-0.001039i,-0.0011319-0.001034i,-0.00064624-0.0004315i,-0.00019626+0.00024308i,-0.00064621+0.00052612i,-0.00022877-0.00023235i,0.00015246-0.00089954i
-0.00072927+0.00075391i,-0.00090644-0.00059523i,-0.0012115-0.00082207i,1.1871e-05-6.0909e-05i,0.0005479+2.2321e-05i,-0.0003434-0.00033608i,-0.00077128-0.00050662i,-0.00040158+0.00019301i,-0.0004678+0.00063072i,-0.00024664+0.00019848i,-0.00029104-0.00024142i,-0.00052711-0.0001088i,-0.00057357-0.00075407i,-0.00010284-0.00072263i,5.7146e-05-0.00048879i,-0.00038654-0.00021543i,-0.00073212+0.00082998i,-0.00018185+0.00083173i,0.0005681+0.00042813i,1.3181e-05+0.00036776i,-0.00051809+0.00066521i,-0.00017437+0.00042489i,3.1369e-06+4.2538e-05i
0.0014497+0.0032724i,0.003636+0.0015052i,0.0051895+0.0012859i,0.0049094+0.00068517i,0.0035109-0.00017963i,0.001731-0.0010225i,0.00016676-0.0007039i,-0.00077629+0.00011293i,-5.4419e-05+0.00051039i,0.00046443+0.00045623i,4.4864e-05-0.00026854i,-0.00016873-0.00092764i,-0.0016483-0.0011285i,-0.0023966-0.0014742i,-0.0018154-0.0008465i,-0.00090424-7.9186e-05i,-0.00066874+0.00031109i,-0.00036158+0.00043613i,0.00023289+4.8055e-05i,0.00051734-0.00011498i,6.9164e-06+0.00055061i,-0.00028128+0.00055965i,-2.8765e-05+0.00020486i
-0.0028691+0.0003304i,-0.0033352+0.0014141i,-0.003265+0.00047272i,-0.0026032+0.0012792i,-0.0026843+0.0027624i,-0.0026468+0.0017504i,-0.0013579-1.8977e-05i,-7.1863e-05-0.0007466i,0.00012028-0.0013392i,-0.00046348-0.0012111i,-0.0004974-0.00037182i,-0.00018099+0.00051684i,-0.00034534+0.00049725i,-0.00053532-0.000682i,-0.00029047-0.00086576i,-0.00029934-4.2294e-05i,-0.00020336+0.00033544i,0.00038556+0.00025588i,5.6489e-05+0.00074575i,-0.00030659+0.00070492i,-0.00025591+0.00027644i,-0.00047564+0.00028349i,-0.00071066+1.0906e-05i
-0.00045454+0.0018393i,0.00030275+0.0017464i,0.0011413+0.0022602i,0.0014224+0.0021085i,0.0017026+0.0015743i,0.001368+0.0012223i,0.00034195+0.00077058i,-9.2079e-05+0.00037175i,0.00014566-1.7312e-05i,0.0006664-0.00027591i,0.00079023-0.00065872i,0.00082987-0.00047499i,0.00064798+0.00025682i,0.00064253+0.00051897i,0.00085363+0.00061662i,-0.00021571+2.0416e-05i,-0.0013574-0.00056928i,-0.00040296-0.00087093i,0.00060196-0.00084115i,0.00047974-1.0081e-05i,-0.00037903+0.00038761i,-0.0006851-6.0622e-06i,-3.4591e-05-0.00038015i
-0.0020649+0.0011177i,-0.0020304+0.00085159i,-0.001719+0.001737i,-0.00098492+0.0025476i,-0.00046682+0.0024244i,1.2513e-05+0.00087534i,0.00016736-0.0001975i,0.00020957-0.00045358i,0.00057638-0.00042817i,0.00061624-0.00026563i,0.00080111-0.00045201i,0.00045546-0.0009358i,1.7415e-05-0.0013437i,0.00012702-0.00065178i,0.00015531+4.8995e-05i,-0.00028864+0.00033364i,-0.0004831+0.00035476i,0.00041854+0.00057552i,0.00022184+0.0008924i,-0.00011413+0.00081729i,0.00010459+0.0004723i,0.00018068+0.00024961i,-0.0002133+0.00046186i
0.00087086-0.0021311i,0.00071879-0.0010712i,-0.00028204-4.2648e-05i,-0.00097331+0.00039394i,-0.0014593+0.00015295i,-0.001264-0.00022911i,-0.00055687-3.2268e-05i,-0.0001808-0.00026928i,-0.00015117-0.00095224i,0.00040555-0.001215i,0.0001375-0.00063146i,-0.00066339+0.000213i,-0.00014773+0.00010637i,0.00025597-0.00016128i,-0.00060269-0.00023737i,-0.0012121-0.00054624i,-0.00026513-0.00065856i,0.00048382-0.00053572i,0.00021098-0.00066132i,-0.00028502-0.00015646i,-0.00034452-3.5903e-05i,-0.00062553-0.00072933i,-0.00089875-0.00069683i
-7.9444e-05+0.00062229i,-0.00048336+0.0006288i,-0.00038679+0.0011352i,0.00048152+0.0011495i,3.2786e-05+0.00053549i,-0.00055509-0.00047221i,0.00012896-0.00044127i,0.00034856-3.8847e-05i,0.00054754-0.00064903i,0.00042595-0.00092217i,-0.00091567+1.686e-05i,-0.0015896+0.00013035i,-0.0012143-0.00023246i,-0.00059956+0.00039692i,-0.00055016-0.0002301i,-0.00039542-0.00075791i,-1.1683e-05-0.00022339i,-0.00011172+1.4367e-05i,-0.00017842+0.00046143i,-0.00027068+0.00073246i,-4.5325e-05+6.136e-05i,-0.00028218-0.00049762i,-0.00049296-0.00014499i
-0.0014101-9.9229e-05i,-0.0018084+0.00033503i,-0.00132+0.00083i,-6.2831e-05+0.0014068i,-0.00039688+0.00225i,-0.00031151+0.0015952i,-4.9591e-06+0.00056752i,0.00044868-0.00027376i,-0.00015998-0.00085357i,-0.00054248-0.00077859i,-9.0995e-06-0.0010933i,-0.00021584-0.0012034i,-0.00041707-0.00033696i,-0.00032039-0.00025291i,0.00029385-0.00048209i,0.00053571-4.1491e-05i,3.9701e-05+0.00029209i,-0.0010784+0.00019583i,-0.0014435+0.00028966i,-0.001083+0.00042666i,-0.0011711+0.00062305i,-0.0011632+0.0012993i,-0.00044023+0.0013323i
0.002743-0.0003305i,0.0026593-7.1142e-05i,0.0017514-0.00064839i,-0.00010172-0.0012169i,-0.0015189-0.0019539i,-0.0015548-0.0014076i,-0.00077433-9.4332e-06i,0.0002072+0.0002247i,0.0012223+0.00010802i,0.0012658-0.00011986i,0.00037039-0.00030696i,-0.00025779-0.00035593i,-0.00098048-9.6222e-05i,-0.00079962+0.00021747i,0.00017322-3.136e-05i,2.4729e-05-0.0009475i,-0.0006108-0.001001i,-0.00054475-0.00015587i,-4.2028e-05+0.00018448i,-0.000117-5.8299e-05i,-0.00082797-5.062e-05i,-0.00096577-7.6414e-05i,-0.00010405+6.785e-05i
-0.00073293+0.00064077i,-0.00037828+0.0017304i,-0.00099534+0.0020191i,-0.0017729+0.0013746i,-0.0014607+0.00043921i,-0.00079857+0.00042588i,-0.00036361+0.00050549i,5.3208e-05-0.00057397i,0.00020997-0.0014188i,-0.00037201-0.00097231i,-0.00098319-0.00019599i,-0.0010094-7.0624e-05i,-0.0011379+0.00012207i,0.00012833+0.00012506i,0.00050476-0.00072633i,-3.4855e-05-0.0011475i,-0.00010533-0.00053584i,0.00036005-1.5911e-05i,0.0002202+3.8262e-05i,0.00035857+0.0001243i,0.00025163-0.00011684i,-0.0003177-0.00037479i,-0.00035632-0.00019149i
-0.00088247-0.0012698i,-0.00084556-0.0011803i,-0.00055728-0.00019069i,-0.00011626+0.00059261i,-0.00047552+0.00085381i,-0.00050527+0.0008897i,2.3254e-05+0.00057836i,0.00029897+1.7642e-05i,0.00050347+0.00033666i,0.00028027+0.00048835i,-0.00043652-0.00017722i,-0.00052161-0.00034968i,0.00029495+0.00018915i,0.00015571+0.0010484i,0.00011505+0.0011214i,-5.2304e-05+0.00035072i,-0.00092453+0.00010928i,-0.0013418-0.00048053i,-0.00060972-0.00088264i,0.00025318-0.00028948i,0.00021256+3.8458e-05i,-0.00012663-0.00011332i,-0.00051043-0.0001319i
0.00050865+0.00056852i,0.00060645+0.00093933i,0.00022579+0.00071931i,0.00055607+0.0002314i,0.00079343-0.00030797i,1.0265e-06+0.00021284i,-0.00045601+0.00044739i,0.00038151-0.00013592i,0.00053266-0.0005109i,9.8674e-05-0.00026578i,0.00024622-0.00022015i,8.8636e-05-0.00066013i,-0.0002402-0.00050208i,-0.00015589-0.00016642i,0.00039165+0.00036382i,0.00034221+0.000731i,0.0002692+0.00065389i,0.00044635+3.7654e-05i,0.00058296-8.6888e-05i,0.00049847-3.0619e-05i,-0.00012527-0.00032689i,-0.00061088-0.0006656i,-0.00043497-0.0011672i
0.00049485-0.00059571i,0.00088154-0.00077312i,0.00059825-0.00090856i,0.00010674-0.00020435i,-0.00078214+0.00091852i,-0.0017344+0.00087108i,-0.00056709+0.00015605i,0.00041672-0.00071401i,0.00020772-0.0014529i,0.00014064-0.0012529i,-0.00039834-0.00044424i,-0.00024178-9.1425e-05i,-0.0003426+0.00030182i,-0.0010885+0.00023526i,-0.00017093-0.00029629i,0.00080032-0.00013069i,0.00025277+0.00031964i,-9.2749e-05+0.00015318i,0.00030702-0.00030982i,-0.000144+0.00013255i,-0.00038376+0.00040203i,0.00036499-0.00032932i,0.00082674-5.6784e-05i
0.00074975-0.0016837i,0.00092958-0.001849i,0.0010435-0.0019869i,6.194e-05-0.00074578i,-0.00066374+0.00067541i,4.9381e-05+0.00071787i,0.0005843-0.00021498i,0.00059262-0.00072156i,0.00087252-0.00071795i,0.00044866-0.0006729i,-0.000202-0.00034471i,-0.00035644-0.00035438i,-0.00012394-0.0005977i,-0.00048522-0.00012318i,-0.0008339+0.00032654i,-0.0005718-0.00013029i,-0.00018782+0.00014832i,-0.00030362+0.00043374i,-0.0010785-0.00012788i,-0.0013194-0.00011838i,-0.00084545+6.9218e-05i,-0.00023964+0.00055538i,-0.00012972+0.00086502i
-0.00098535-0.00038849i,-0.0011507-0.0002941i,-0.0012122-0.00034655i,-0.0013357+9.4372e-05i,-0.00079285+7.7702e-05i,-0.00088477+0.00030046i,-0.00086947+0.00038703i,0.0002361-0.00039972i,0.00067997-0.00061931i,0.00038301-0.0012648i,-0.00016799-0.0015747i,-0.00083142-0.0008557i,-0.00088199-0.00040182i,-0.00065142-0.000293i,-0.0010002-6.3157e-05i,-0.00091247+0.00054161i,-0.00066984+0.00074738i,-0.00030437+4.3813e-05i,0.00012321-0.00013958i,0.00025376-0.00015879i,7.3919e-05-0.00082808i,-0.00048431-0.0011315i,-0.0001295-0.00066363i
0.0015424-0.00052747i,0.001935-0.00024853i,0.0021302-0.0007825i,0.00078573-0.00031344i,-0.0003218-0.00046957i,-0.00068652-0.0011322i,-0.00039327-0.00071463i,0.00069832-8.0866e-05i,0.00052438-0.00061151i,0.00033521-0.0011514i,0.00097055-0.00049596i,0.00076763-4.9503e-05i,-1.0753e-05+0.00042712i,-0.00071648-0.00026829i,-0.00061831-0.00066459i,-0.00014553+4.4178e-05i,9.6264e-05+0.0004343i,-0.0002212+0.00020273i,4.3849e-05-0.00011434i,0.00030138+0.0002217i,-0.00034941+0.00074982i,-0.00062409+0.00098872i,-0.00086241+0.00050237i
-8.8084e-05+1.5119e-05i,-0.0010783+0.0016863i,-0.00097685+0.0032138i,-0.00072599+0.0024976i,-0.00046767+0.0017449i,-4.757e-05+0.0017176i,0.00026733+0.00116i,-0.00013762+0.00051923i,-1.7892e-05+0.00015173i,-0.00017186+0.0002916i,-0.00074728+0.00049496i,-0.00093552-5.8187e-05i,-0.00075361-0.00047729i,-8.2131e-05-0.00059076i,0.00034518-9.2811e-05i,-4.2578e-05+0.00021357i,-9.9907e-05-0.00019128i,-0.00056384+0.00015944i,-0.00091219+0.00078965i,-0.00024697+0.00061917i,0.00040912+0.00045999i,0.00037728+0.00011105i,0.00015244-0.00037153i
-0.00093889-0.0015297i,-0.0012683-0.001313i,-0.0011242-3.2841e-05i,-0.0013977+0.00020327i,-0.00049311+0.0012129i,0.00073019+0.0010724i,0.00087743+0.00030487i,0.00067804+0.00012113i,0.000247-0.00019172i,4.102e-05-0.00025857i,-0.00031306+7.1285e-05i,-0.00047887+8.3093e-06i,0.00038606+0.0002357i,0.00072087+0.00058639i,0.00020375+1.6147e-05i,-0.000195-0.00027719i,-0.00042182+0.00025471i,-0.00013605+0.00036963i,-9.5105e-05+0.00027448i,9.6911e-05+6.2301e-05i,6.8682e-05+1.572e-05i,-0.00022845+0.00057218i,-1.6681e-05+0.00026141i
-0.0011844-0.0027184i,-0.0014938-0.001357i,-0.0017695+0.00054735i,-0.0019101+0.002453i,-0.0011256+0.0027941i,-0.00030962+0.0013279i,-0.00033846+0.0001624i,0.00030785-0.00068294i,0.00038125-0.00084501i,-0.00014522-0.00061941i,-0.00027735-0.0003497i,0.00048257-0.0010191i,0.001513-0.00093197i,0.0010957+0.00030406i,0.00028049+0.00026127i,0.00015993-0.00030864i,-0.00050652-0.00090716i,-0.00063024-0.00083809i,-1.7827e-05+0.00034607i,-2.7554e-05+0.0003182i,0.00022765-9.781e-05i,-0.00017329+0.00020599i,-0.00028866-0.00020156i
-0.0013707-0.0005282i,-0.00080499-0.00056579i,-0.00025495-0.0003103i,-0.00072567+0.0011019i,-0.00075448+0.0012455i,-0.00057021+0.00080842i,-0.00022582+0.00027728i,0.00082016-0.00017612i,0.00075049-0.00041673i,-0.00011983-0.00034005i,-0.0009345+0.00032786i,-0.00046371+0.00096537i,-1.513e-05+0.0011241i,-0.00055698+0.0007967i,-0.00047166+0.00053818i,-0.00025444+0.00011636i,-0.00035625-0.00042189i,-0.00058633-0.00033888i,-0.00085529+0.00017501i,-0.0013037-0.00040538i,-0.001095-0.00029009i,-0.00061351+0.0001429i,-0.00045924-0.00045693i
-0.00078614+0.00157i,-2.214e-05+0.0024165i,0.00045859+0.0023793i,0.00055287+0.0023808i,0.00071245+0.0020402i,0.00062161+0.0010287i,0.00084844-0.00016459i,0.00052197-0.0013369i,0.00048446-0.0010672i,0.00057158-0.00064452i,0.00046252-0.00096234i,0.00066957-0.00070246i,0.00034441+8.1501e-06i,-2.3606e-05-0.00038919i,-0.00038016-0.00041812i,-0.00022789-6.9266e-06i,-0.000128-0.00026649i,-0.00040721-0.00030601i,-0.00039293-9.1813e-05i,-8.0841e-05-0.00022717i,0.00041102-0.00050137i,0.00027152-0.00080056i,0.00031033-0.00027343i
0.0024181-0.0010644i,0.0024188-0.0012644i,0.0012249-0.0026043i,-0.0011817-0.0024957i,-0.0025578-0.0016312i,-0.0026192-0.0011281i,-0.0017916-0.00015314i,-0.00054276-9.9007e-05i,0.00051141-0.0010817i,0.00024187-0.0013671i,0.00037014-0.0010244i,0.00086189+0.00021849i,0.00012969+0.0012585i,-0.00053374+0.0007043i,-0.00057842+0.00024382i,-0.00018369+2.6384e-05i,-0.0002387-0.00056311i,-0.00027664-0.00041678i,-0.00012445-0.00026386i,-0.00039624-0.00013803i,-0.00056733+0.00080707i,3.7181e-05+0.0013192i,-2.93e-05+0.00070508i
-5.9295e-05+0.00019794i,-0.00024686-0.00020043i,7.3971e-06-0.0001672i,0.00016182+0.0014546i,-0.00074223+0.0014i,-0.00073947-9.991e-05i,-1.0732e-05+5.9813e-05i,0.00027102+0.00059901i,0.00014388+0.00022361i,4.5459e-05-0.0004171i,0.00049855-0.00013599i,0.00044927+0.00027731i,4.8576e-05+6.138e-05i,0.00018707-0.00023781i,-0.00053964-0.000436i,-0.00083801+7.648e-06i,-0.00038573-0.00034855i,0.00019374+0.00011813i,0.00012495+0.001072i,0.00015686+0.00084639i,-5.0281e-05+0.00020356i,-0.00036537-0.00029097i,-0.00049381-0.00010297i
-0.0033544+0.00035146i,-0.0025808+0.0011934i,-0.0014446+0.0030989i,-0.00091561+0.004472i,-1.6943e-05+0.0037099i,0.00050021+0.0015571i,0.0010185-0.00022157i,0.001073-0.00041646i,0.001272-0.00022778i,0.00080588-1.7362e-05i,-0.0002156+5.0319e-05i,0.00043521-0.00015108i,0.0010152-0.00020113i,3.751e-05-0.00027994i,-0.00054989-0.00031131i,-0.00023595+4.5411e-05i,0.00039219+0.00040248i,0.00021115+0.00015705i,0.00012174+0.00038962i,0.00080519+0.00059361i,0.000515+0.00015685i,0.00031566+0.00026025i,0.00012758+0.00027564i
-0.00070566-0.0021465i,-0.00064626-0.0018375i,-0.0017594-0.00084121i,-0.0028386+0.00043335i,-0.0011291+0.001307i,0.0010633+0.0010696i,0.00089181-0.00043416i,0.00028335-0.00055103i,-0.0004789-0.00030697i,-0.00069808-0.00043784i,-0.0003998-0.00017267i,0.00019846-0.00052074i,0.00077188-0.00074415i,9.116e-05-0.00066234i,-0.00037688-0.00034766i,-0.00067096-0.00063535i,-0.00024349-0.00087331i,0.00020847+0.00020886i,-0.00012506+0.00027852i,-0.0002228-3.2129e-05i,-9.3127e-05-5.639e-05i,-0.00014721-8.7974e-05i,-0.00049233-0.00032306i
-0.0014445+0.0001723i,-0.00097224+0.0012209i,-0.0011407+0.0017513i,-0.0011719+0.0017347i,-0.00046732+0.0018977i,-0.00059882+0.0010395i,-0.0016195+6.8912e-05i,-0.00090986-0.00052321i,0.00025425-0.0012575i,0.00026219-0.002024i,0.00054357-0.00095382i,0.00066212+0.00024417i,0.00028478+0.00045417i,0.00036926+0.00018334i,0.00011243-0.00015241i,-3.2117e-05+0.00031081i,0.0002015+0.00091121i,0.00074591+5.3852e-05i,0.00026421-0.00079723i,-0.00030427-0.00086306i,0.00046045-0.00084503i,0.00020119-0.00079405i,-0.00031955-0.00089041i
