-0.0032716+0.00019657i,-0.0027645-3.968e-05i,-0.0024879+0.00071044i,-0.0016713+0.001519i,-0.00055024+0.0022394i,-0.00049606+0.0022832i,-0.0010258+0.0018278i,-0.00070143+0.0011324i,-0.00098483+0.00077384i,-0.00045762+0.00091101i,0.00095987+0.00044012i,7.5622e-05+4.5929e-05i,-0.0014535+0.0002603i,-0.0021621-0.00018532i,-0.0019978-0.00063653i,-0.00041082-0.00088349i,0.00064632-0.00080068i,0.00072902-0.0010808i,0.00031762-0.0009482i,-6.4439e-05-0.00058481i,0.00031435-0.0010955i,0.00011682-0.0011708i,-0.00057309-0.00025509i
0.0089917+0.043528i,0.01109+0.12828i,-0.0034093+0.24277i,-0.021801+0.28599i,-0.021862+0.21229i,-0.0075334+0.1191i,0.016945+0.08303i,0.039785+0.064519i,0.036241+0.033571i,0.013772+0.014955i,0.0035571+0.012205i,0.0087729+0.0091665i,0.015318+0.0021168i,0.014367-0.0049087i,0.0083346-0.0071079i,0.0049969-0.0039406i,0.0039405+0.00059661i,0.0044092+0.0046748i,0.0049887+0.0069836i,0.0040088+0.0051124i,0.0037077+0.0017226i,0.0045885+0.0009541i,0.0059528+0.0029646i
0.003268-0.040441i,0.031008-0.11298i,0.087337-0.20496i,0.12483-0.233i,0.099726-0.16926i,0.047424-0.09902i,0.0099251-0.081184i,-0.015138-0.074502i,-0.021426-0.044993i,-0.0070187-0.017383i,0.003551-0.0093668i,-0.0018012-0.0097122i,-0.012774-0.0069364i,-0.016869-0.0015912i,-0.012116+0.0025027i,-0.0048471+0.0019845i,-0.00095437-0.0022511i,0.00046304-0.0065737i,0.0020533-0.0083776i,0.0023024-0.0065805i,0.00049048-0.0038526i,-0.00098974-0.0033699i,-0.0016166-0.0045742i
-0.014077+0.02811i,-0.066066+0.079033i,-0.15342+0.13724i,-0.20289+0.14948i,-0.16163+0.10596i,-0.091231+0.06834i,-0.050382+0.068925i,-0.023329+0.071286i,-0.0035205+0.046304i,-0.001952+0.017212i,-0.0046244+0.0079341i,0.00036523+0.0094759i,0.0093373+0.0098033i,0.013783+0.0059669i,0.010526+0.00055173i,0.0051718-0.00013998i,0.0017683+0.003258i,-0.001231+0.0058879i,-0.0038554+0.0052322i,-0.0035446+0.0024768i,-0.001232+0.00066656i,0.00050196+0.0011656i,0.0018621+0.0044378i
0.02327-0.022808i,0.084552-0.049466i,0.17975-0.06404i,0.22568-0.0505i,0.16938-0.026806i,0.091471-0.022662i,0.060415-0.038864i,0.044899-0.049155i,0.02316-0.035698i,0.011591-0.013307i,0.0092766-0.0041603i,0.0039528-0.0071861i,-0.0053715-0.011711i,-0.010292-0.010971i,-0.007663-0.005183i,-0.0022958-0.0020307i,0.001602-0.0022629i,0.0034226-0.0029653i,0.0040657-0.003533i,0.0019903-0.0026623i,-0.0011427-0.0018127i,-0.0012715-0.0023294i,0.0012028-0.0042678i
-0.027693+0.0087252i,-0.091092+0.0081792i,-0.17928-0.014731i,-0.21343-0.044676i,-0.15795-0.043944i,-0.09608-0.018279i,-0.080403+0.0060739i,-0.070468+0.020047i,-0.042354+0.01646i,-0.018116+0.0024219i,-0.0082595-0.0027642i,-0.0032966+0.0033788i,0.0014852+0.010582i,0.0035514+0.011148i,0.0021711+0.0064709i,-0.0010433+0.0024891i,-0.0040037+0.0013522i,-0.0053331+0.0014233i,-0.0052994+0.00079673i,-0.0033652+0.00085239i,-0.0017838+0.0029026i,-0.0016638+0.0044928i,-0.0034117+0.0045539i
0.024736-0.00091814i,0.077199+0.023682i,0.14096+0.078374i,0.15529+0.12148i,0.10776+0.10369i,0.067263+0.057986i,0.067859+0.030948i,0.069489+0.015848i,0.046076+0.0067473i,0.019721+0.0087593i,0.0095261+0.010428i,0.0067462+0.0022032i,0.0028091-0.008787i,-0.00019453-0.012261i,-0.001058-0.007786i,0.00058503-0.0022624i,0.0039043+0.00087195i,0.0053698+0.0016129i,0.0032178+0.001657i,0.00092909+0.0013054i,0.00083429+0.0001691i,0.0016665-0.00028473i,0.00372-0.00017865i
-0.021183-0.0070389i,-0.056787-0.047782i,-0.091206-0.1195i,-0.086513-0.16323i,-0.054385-0.13137i,-0.043819-0.077826i,-0.056887-0.054815i,-0.061033-0.042169i,-0.042436-0.026387i,-0.017225-0.017046i,-0.004791-0.012413i,-0.0035863-0.0037312i,-0.0045247+0.0070216i,-0.0040208+0.010271i,-0.0024801+0.0058655i,-0.0010532+0.0010524i,-0.0013428-0.0021698i,-0.0020493-0.0028306i,-0.00094666-0.00073017i,0.00016562+0.00068284i,1.2492e-05+0.00090072i,-0.00137+0.0011692i,-0.0026142+0.00033926i
0.016311+0.01571i,0.031468+0.05954i,0.032529+0.13226i,0.0087166+0.16849i,-0.0096644+0.12864i,0.00060073+0.07902i,0.021654+0.066319i,0.033208+0.058696i,0.02673+0.037793i,0.011356+0.020554i,0.0041254+0.012507i,0.0052147+0.0049204i,0.007336-0.0031606i,0.0072622-0.005326i,0.0040698-0.0024292i,0.00046617+0.0018096i,-0.00013191+0.0046694i,0.00059607+0.0044328i,0.00053948+0.0017101i,0.00038692-0.0004309i,0.0012671-0.00086674i,0.0023244-0.00045256i,0.0030129+0.0016953i
-0.0035871-0.01588i,-0.0022175-0.060237i,0.023247-0.12177i,0.05654-0.1428i,0.052549-0.10238i,0.020131-0.064601i,-0.0010642-0.060075i,-0.008325-0.056917i,-0.0076796-0.038347i,-0.0005818-0.018193i,0.0021252-0.0081213i,-0.0025756-0.0023632i,-0.0076388+0.0028857i,-0.0081222+0.0042137i,-0.0032784+0.0018541i,0.00127-0.0016101i,0.0020119-0.0043822i,0.0010775-0.0044187i,9.7704e-05-0.0023123i,-0.00072909-0.0010387i,-0.001834-0.0010024i,-0.0017866-2.2415e-05i,-0.00067667-0.00037802i
-0.0012149+0.01521i,-0.020311+0.050182i,-0.065957+0.091611i,-0.10361+0.094564i,-0.088509+0.059658i,-0.051979+0.039609i,-0.035133+0.046607i,-0.026271+0.048552i,-0.01552+0.031605i,-0.0079671+0.012692i,-0.0034659+0.0044141i,0.0023624+0.00063593i,0.0083108-0.0024239i,0.008432-0.00093698i,0.0035335+0.0010165i,-0.001955+0.0013372i,-0.0050797+0.0024123i,-0.0043234+0.0023258i,-0.0012785+0.00048674i,0.00024865-0.00031836i,-7.4633e-05+0.0015911i,4.9807e-05+0.001905i,9.1606e-05+0.0015277i
0.012709-0.011175i,0.040824-0.034869i,0.093076-0.052476i,0.12278-0.039738i,0.092196-0.01518i,0.05124-0.012633i,0.042462-0.023669i,0.041796-0.027196i,0.029588-0.018001i,0.01582-0.0049972i,0.0076507+0.00024231i,-0.00041497+0.00097077i,-0.0066074+0.0013438i,-0.0054412+0.00068037i,-0.00056749+0.0012718i,0.0027526+0.0018728i,0.0043382+0.0012283i,0.0030404-0.000163i,-0.00059939-0.00097482i,-0.0023812-0.00043919i,-0.0014562-0.00066386i,-0.00066237-0.00067969i,0.00040111-0.00070127i
-0.010975+0.006909i,-0.04436+0.012559i,-0.096189+0.0051352i,-0.11805-0.018014i,-0.087332-0.026701i,-0.057309-0.011461i,-0.055638+0.0030665i,-0.053372+0.0074151i,-0.036914+0.0035911i,-0.01883-0.0024804i,-0.0072015-0.0027877i,0.0010434-0.00018465i,0.0059525+0.0012454i,0.0049287+0.0018523i,0.0014064+0.0013421i,-0.0020113-0.00095905i,-0.0051642-0.0027346i,-0.0047782-0.0015296i,-0.00042053-6.5623e-06i,0.0012582+0.00015466i,-0.00021032+0.00050438i,-0.00033675+0.0010298i,-0.00027195+0.0014359i
0.012259-0.0024029i,0.041741+0.0035866i,0.079281+0.030268i,0.08583+0.059202i,0.055838+0.054961i,0.035727+0.029967i,0.039848+0.01724i,0.043616+0.01291i,0.032847+0.0098984i,0.017321+0.0074966i,0.0077423+0.0035245i,0.0002528-0.0010119i,-0.0049242-0.0036077i,-0.0042407-0.0026384i,-0.0011518-0.00020683i,0.00092937+0.002989i,0.0024049+0.0050314i,0.0015251+0.0038431i,-0.00085432+0.00047332i,-0.00080754-0.00049222i,1.2614e-05+1.813e-05i,-0.00086055+0.00017981i,-0.00038596+0.0009453i
-0.012769-0.00214i,-0.036418-0.015975i,-0.057296-0.05038i,-0.050355-0.076905i,-0.02747-0.063178i,-0.023534-0.035792i,-0.033448-0.026811i,-0.035947-0.024547i,-0.026028-0.017783i,-0.012019-0.0091389i,-0.0035856-0.0010009i,0.00083742+0.0041503i,0.0035417+0.0048169i,0.0018847+0.0028643i,-0.00030761-0.0004556i,0.0014277-0.0032967i,0.0020344-0.0047886i,0.00080367-0.0033577i,0.00047383+0.00024536i,-0.00028448+0.0011709i,-0.00067684+0.00035409i,-0.00015325+0.00080577i,0.00020568+5.2348e-05i
0.0096232+0.0072922i,0.021731+0.025907i,0.025715+0.061252i,0.0075116+0.081012i,-0.0092799+0.061426i,-0.0043903+0.037679i,0.0071586+0.034444i,0.012251+0.032166i,0.0097755+0.020884i,0.0044625+0.0087447i,0.0015427+0.00073316i,-0.00062333-0.0047428i,-0.0023383-0.0062558i,-0.0017106-0.003513i,-0.0016275-0.00040809i,-0.0032823+0.0012972i,-0.0034719+0.0026752i,-0.0013119+0.0026073i,0.00056094+0.00089964i,0.00060759-0.00093158i,0.00084872-0.00035579i,0.00066664+0.00039598i,0.00029681+0.00063065i
-0.0088224-0.0067671i,-0.011677-0.026202i,-0.0012331-0.056582i,0.022752-0.066769i,0.02874-0.045349i,0.012567-0.029092i,0.0013646-0.03035i,0.00036606-0.029518i,0.0020498-0.019185i,0.0037352-0.0063814i,0.0037003+0.0023088i,0.0032333+0.0073803i,0.002688+0.0081778i,-0.00010816+0.0048531i,-0.00096546+0.00143i,0.0012574-0.00030854i,0.0034527-0.0016724i,0.0025527-0.0019722i,-0.00010745-0.00076903i,-0.0011374+0.00029014i,-0.00083248-0.00028723i,-0.0001531-0.0004801i,0.0010249+0.00023191i
0.0020237+0.0040563i,-0.0033724+0.02244i,-0.025026+0.045699i,-0.048755+0.047561i,-0.04568+0.028152i,-0.028451+0.018872i,-0.021062+0.023395i,-0.018838+0.023424i,-0.014915+0.013834i,-0.009117+0.0033924i,-0.002526-0.002446i,0.0010563-0.0062933i,0.00076401-0.0075374i,-0.00094851-0.0039094i,-0.0016992-0.00064236i,-0.00234-0.00047986i,-0.0038262-0.0005805i,-0.0030139-0.00097285i,0.00022865-0.0013731i,0.00088928-0.0014302i,0.00014337-0.0012384i,0.00063359-2.853e-06i,0.00057007+0.00039805i
-0.0014092-0.011483i,0.0073116-0.021309i,0.029866-0.028876i,0.048397-0.017784i,0.037802-0.00074968i,0.019556+0.00086925i,0.017526-0.0070968i,0.021157-0.010957i,0.017245-0.0067711i,0.0083841-0.00053013i,0.0021499+0.0032064i,-0.001409+0.0055086i,-0.0022233+0.0064654i,-0.0005798+0.0035076i,0.00013834+0.00038212i,0.00064574+0.0013408i,0.0026478+0.002696i,0.0018407+0.0017177i,-0.0011204-0.00011695i,-0.00111-0.00094572i,-0.00029596-0.00028905i,-0.00031604+0.00037147i,-0.00048271+0.00014397i
-0.001073+0.0044718i,-0.013855+0.0098871i,-0.03872+0.0079531i,-0.05102-0.006416i,-0.036955-0.014537i,-0.025678-0.0064897i,-0.028144+0.0024623i,-0.028594+0.0046066i,-0.019988+0.0029535i,-0.0082326+0.0012684i,0.001077-0.00017748i,0.0063076-0.0043656i,0.0068212-0.0066828i,0.0036758-0.003431i,0.0010724-0.0007302i,0.0010457-0.0012823i,0.00045938-0.0029946i,0.00034877-0.0024382i,0.00096368+0.00024061i,0.0011188+0.0017378i,-4.4705e-05+0.0014077i,-0.001716+0.00054008i,-0.0012657+6.7695e-05i
-0.00092526-0.00015715i,0.012786+0.00038839i,0.032326+0.012747i,0.036616+0.028399i,0.022373+0.027901i,0.013853+0.014312i,0.017562+0.0056777i,0.019324+0.0039748i,0.013641+0.0040212i,0.0049485+0.0027518i,-0.0015257+0.0013009i,-0.0052142+0.0025434i,-0.006974+0.003976i,-0.0051844+0.00248i,-0.0028679+0.00040269i,-0.0027739+0.00054894i,-0.0030286+0.0015156i,-0.0024838+0.0010634i,-0.0014407-0.00018482i,-0.0012271-0.00058387i,-0.0015161+0.00040055i,-0.0017135+0.0015367i,-0.001061+0.0013956i
-0.0016963+6.4167e-05i,-0.012739-0.0044283i,-0.023965-0.020217i,-0.022122-0.034303i,-0.012447-0.029369i,-0.012692-0.015916i,-0.01705-0.010542i,-0.015953-0.0095352i,-0.0094021-0.0070721i,-0.001354-0.0025824i,0.0051997+0.0015721i,0.0094276+0.00058385i,0.0086375-0.0024993i,0.0051946-0.0022601i,0.0023525+0.00029583i,0.0016808+0.00088829i,0.0024425+0.00039448i,0.0020151+0.00062962i,0.00032647+0.0015911i,-0.00080339+0.0018322i,-0.00017009+0.002095i,0.0002691+0.0021394i,0.00041889+0.00052366i
0.0050047-0.0015342i,0.011758+0.0044822i,0.013468+0.019706i,0.002132+0.030703i,-0.008302+0.023674i,-0.0065097+0.013428i,-0.0016678+0.012414i,0.00048346+0.012748i,-0.00056096+0.0082718i,-0.0028247+0.0018621i,-0.0045863-0.0017839i,-0.0077016-0.0020698i,-0.0093282+0.00023932i,-0.0050968+0.0016341i,8.3131e-06+0.0010067i,0.00030682-1.6701e-05i,-0.0011767-0.00048882i,-0.0016348-0.0016589i,-0.00028706-0.002556i,0.0017411-0.0027876i,0.002044-0.0017078i,0.0018095+0.00020504i,0.0021951+0.0012254i
-0.0030471+0.00030005i,-0.0057129-0.0074874i,-0.0019968-0.0207i,0.0096372-0.025516i,0.012572-0.015661i,0.0042818-0.0079261i,-0.00015245-0.0091654i,0.0018165-0.010438i,0.0042143-0.0069568i,0.0049108-0.00099503i,0.0059037+0.0030854i,0.0082957+0.0041181i,0.008764+0.0030796i,0.0045729+0.0013943i,-0.00045424+0.0012216i,-0.001436+0.0029783i,0.00058185+0.0038862i,0.0014864+0.003583i,-7.9304e-05+0.0027759i,-0.0018483+0.0018439i,-0.0018092+0.00086064i,-0.00065298+0.00030861i,-0.00029978-0.0003695i
-0.0019187-0.001074i,-0.0042042+0.005628i,-0.012327+0.015039i,-0.021545+0.016333i,-0.020673+0.0084151i,-0.013873+0.0050491i,-0.010734+0.0078791i,-0.010197+0.0089783i,-0.0082488+0.0042136i,-0.0045781-0.00068262i,-0.0020742-0.003432i,-0.0036524-0.0052825i,-0.0059105-0.0049712i,-0.0045026-0.0025806i,-0.00056833-0.00081741i,0.0020181-0.0019094i,0.0016429-0.0043107i,0.0015918-0.0043689i,0.002679-0.0020865i,0.0028948-0.00031484i,0.0022279+3.4572e-06i,0.0011254+0.00051933i,-0.00029337+0.00135i
0.0007911-0.0040823i,0.0031207-0.0081111i,0.011308-0.010617i,0.018482-0.0038097i,0.012893+0.0048568i,0.0040953+0.0032903i,0.0042511-0.0026389i,0.0083081-0.0053531i,0.0076182-0.0031626i,0.0024427+0.001381i,-0.00042729+0.0048688i,0.0021448+0.0063404i,0.00553+0.0060267i,0.0041515+0.0025224i,8.6569e-05-0.00023459i,-0.0027227+0.00057731i,-0.0036705+0.0020232i,-0.0030468+0.0016637i,-0.0020149-0.00010851i,-0.002067-0.0014413i,-0.002027-0.0024271i,-0.00012539-0.0020709i,0.001229-0.0022193i
-0.0023358+0.0035728i,-0.0062109+0.0042934i,-0.013707+0.0022873i,-0.017369-0.0046786i,-0.011296-0.0083451i,-0.0075481-0.0037869i,-0.01034+0.0011136i,-0.011045+0.0027606i,-0.0067906+0.0014161i,-0.0012002-0.0012633i,0.001734-0.003924i,0.00032458-0.0069885i,-0.0026591-0.007951i,-0.0031209-0.0043558i,-9.4403e-05+0.00022064i,0.0028893+0.00098863i,0.0035517+1.734e-05i,0.0039323-0.00034614i,0.0033749+0.0008929i,0.0017483+0.0030287i,0.00026075+0.0036101i,-0.0001347+0.0025263i,-0.00045685+0.0017206i
0.0015177-0.00036054i,0.0068134-0.0022016i,0.01241+0.0028847i,0.011886+0.011179i,0.0040138+0.011302i,-0.0011143+0.00528i,0.0011526+0.0022159i,0.0045904+0.0017179i,0.0034454+0.0015022i,0.0004011+0.0022403i,-0.0010583+0.0042775i,-4.5132e-05+0.0069623i,0.0017503+0.0085576i,0.0017701+0.0067431i,0.00046243+0.0016938i,-0.001606-0.0018827i,-0.0033697-0.00221i,-0.0040512-0.0021022i,-0.0027234-0.002955i,-0.00030647-0.0038768i,0.0009402-0.0038702i,0.0019376-0.0029329i,0.0022365-0.0019599i
-0.0052422-0.00013745i,-0.0097127+0.00012142i,-0.013266-0.0046986i,-0.010194-0.010542i,-0.0029927-0.0082732i,-0.0020017-0.0036918i,-0.0055016-0.0026595i,-0.0056247-0.0028997i,-0.001877-0.0030059i,0.0014468-0.0015238i,0.0028501-0.0012328i,0.0029824-0.0049795i,0.0020979-0.0082693i,-2.9743e-05-0.0055698i,-0.0026578-0.00064084i,-0.0014606+0.0023125i,0.0024203+0.0034939i,0.0033096+0.0038904i,0.00088364+0.0039525i,-0.00053151+0.003246i,-0.00054505+0.0023508i,-0.00067166+0.0012549i,-0.0014155-1.8156e-05i
0.0055357-0.0012216i,0.0064802+0.00087874i,0.0042643+0.007354i,-0.0022805+0.012429i,-0.0074307+0.0094228i,-0.0070407+0.0042351i,-0.0039237+0.0037488i,-0.0010936+0.0048326i,-0.00087872+0.0038712i,-0.0020025+0.0017202i,-0.0028315+0.0006908i,-0.0028034+0.0025755i,-0.0020278+0.0068678i,-0.00066822+0.0076658i,0.0014078+0.0035254i,0.0027836-0.001618i,0.0012281-0.0049806i,0.00020661-0.0048762i,0.0012862-0.0038156i,0.002853-0.0030363i,0.0037551-0.0017972i,0.0025982-0.00019212i,0.0014273+0.0019461i
-0.00073014+0.0017065i,-0.0011164-0.0008379i,0.0022472-0.0064581i,0.0071056-0.0092251i,0.006219-0.0057631i,0.00013378-0.0028343i,-0.0030347-0.0030331i,-0.00062499-0.0038607i,0.0029642-0.0022692i,0.0047127+0.00056628i,0.0056317+0.0011105i,0.0062765-0.0012275i,0.0058588-0.0041587i,0.0029374-0.0033815i,-0.0010406-0.00055257i,-0.0030625+0.0015173i,-0.0028186+0.0040739i,-0.0022751+0.0048127i,-0.002731+0.002161i,-0.0038461-0.0003828i,-0.0039074-0.0011186i,-0.0025441-0.0009183i,-0.0009473-0.00025785i
0.0031496-0.0033907i,0.0017498-0.0027578i,-0.0040254+0.00056641i,-0.011631+0.0026956i,-0.012585+0.00050604i,-0.0080835+0.00069007i,-0.0065911+0.003698i,-0.0066169+0.0041225i,-0.0055498+0.001351i,-0.0037716-0.00088979i,-0.0032303-0.00060192i,-0.0053594+0.0017433i,-0.007299+0.0035727i,-0.0060403+0.0038558i,-0.0010097+0.0030582i,0.0038551+0.0012565i,0.0052919-0.0015201i,0.0042146-0.0034624i,0.0032997-0.0027466i,0.002138-0.00027969i,0.0018664+0.00094552i,0.0024201+0.00093822i,0.0017218+0.00087422i
-0.0022271-0.0036248i,-0.0023919-0.0034916i,0.00068547-0.0024358i,0.0041211+0.002486i,0.0022671+0.0064407i,-0.0013666+0.0042592i,-0.0014553+0.00012938i,0.00075501-0.0026371i,0.0022401-0.0022278i,0.0021899+0.00037414i,0.0036078+0.0020467i,0.0066268+0.0013337i,0.0086746-0.00089576i,0.0066172-0.0026772i,0.0020616-0.0037357i,-0.0014902-0.0026237i,-0.0036546-0.00087201i,-0.0040707-0.00044876i,-0.0044525-0.00094215i,-0.0036571-0.0014562i,-0.0016709-0.0020684i,-0.00014702-0.0021204i,0.0015379-0.0016199i
0.0026826-0.0020925i,0.00050523-0.0026286i,-0.0035044-0.0031129i,-0.007284-0.0037071i,-0.0069476-0.0042218i,-0.0048675-0.0013284i,-0.0041736+0.0018326i,-0.0036928+0.0026522i,-0.0020463+0.0017103i,-0.0011171+0.00028987i,-0.0020388+0.00024117i,-0.0050789+7.3985e-05i,-0.0078657-0.0010319i,-0.0069706-0.0011172i,-0.0036715+0.00040562i,-0.00024184+0.0027051i,0.0025701+0.003127i,0.0038633+0.0021045i,0.0037174+0.0020401i,0.0024835+0.0023631i,0.0013146+0.0021606i,0.00080212+0.0021315i,0.00032282+0.0016474i
0.00067771+0.00012566i,0.00093134+0.0013067i,0.0020048+0.0020777i,0.0007452+0.0042912i,-0.0039615+0.0044276i,-0.006043+0.0017582i,-0.0043461+0.00014708i,-0.001255-0.00031806i,0.00029828-0.00056668i,0.00061481-0.00092708i,0.0023024-0.00029827i,0.0042023+0.0019132i,0.0063155+0.0038476i,0.0064003+0.0035711i,0.0045072+0.00069076i,0.002515-0.0020428i,0.00033817-0.0019635i,-0.0004858-0.0013074i,-0.00023366-0.0015835i,0.00060114-0.001919i,0.0011558-0.001345i,0.0010541-3.8142e-05i,0.00080743+0.00056055i
5.9997e-05-0.00052038i,-0.00048966-0.0018405i,-0.0022874-0.0047927i,-0.0024725-0.006375i,-0.0017343-0.0040169i,-0.0029279-0.0010686i,-0.0035118-0.00044492i,-0.0020807-0.0010535i,-0.00018677-0.0017967i,0.0015934-0.0016276i,0.0019737-0.001566i,-0.00046732-0.0028506i,-0.0032515-0.0038761i,-0.003903-0.0035585i,-0.0033454-0.0018828i,-0.0019712+0.0014145i,-0.00041226+0.0036102i,7.3481e-05+0.0031496i,-0.00038328+0.0022822i,-0.0016454+0.0014249i,-0.0015868+0.001129i,-0.00046694+0.0017903i,-0.00013404+0.0018288i
0.00084525+0.00034741i,0.0013926+0.0017557i,-0.00057448+0.0040041i,-0.0039259+0.0048158i,-0.0060894+0.0029086i,-0.0066961+0.0013931i,-0.0056445+0.0022985i,-0.0038956+0.0031227i,-0.0028071+0.0029231i,-0.0023528+0.0024155i,-0.0005878+0.0026178i,0.002203+0.0047936i,0.0036145+0.0075412i,0.0034663+0.0072841i,0.0037381+0.0040781i,0.0041806+0.0010097i,0.0032269-0.0017443i,0.0020332-0.0031401i,0.0011611-0.0026982i,0.0011533-0.002576i,0.0013797-0.0023019i,0.0015219-0.0011824i,0.0020536-8.6104e-05i
0.00079968-0.0014558i,0.00067971-0.0032727i,0.0034169-0.0053354i,0.0049439-0.0045614i,0.0015955-0.0017143i,-0.0030609-0.00096968i,-0.0041097-0.0016191i,-0.0018497-0.0028497i,0.00080048-0.0031244i,0.0018117-0.0020906i,0.0014887-0.0023494i,0.00032604-0.0049672i,1.4436e-05-0.0067112i,0.0011152-0.0060359i,0.00080305-0.0046048i,-0.0012603-0.0026067i,-0.0016026-3.7473e-05i,-0.001214+0.0014238i,-0.0018428+0.00098795i,-0.0019599+0.0010183i,-0.0014717+0.0014385i,-0.0012493+0.0011032i,-0.0012908+0.00074099i
-0.0032443+0.00069737i,-0.0043608+0.0012345i,-0.006303+0.0024597i,-0.0070859+0.0021121i,-0.0051147+0.00058095i,-0.0029225+0.00063955i,-0.0023998+0.0012685i,-0.0017823+0.0013236i,-0.0016881+0.0018423i,-0.00088369+0.0029048i,0.00064516+0.0036167i,0.00059896+0.0041834i,-0.0016653+0.0045967i,-0.0033165+0.0046369i,-0.0024356+0.0035251i,4.543e-05+0.0026528i,0.0007082+0.00082659i,-0.00019355-0.00084243i,-0.00017488+0.00012899i,0.00024896+0.00064434i,0.00094862-0.000538i,0.0012584-0.00091986i,0.0014884-0.00027153i
-0.0027384+0.0023655i,-0.00042608+0.0015071i,0.0025935+0.00221i,0.0045088+0.0047002i,0.0033004+0.0047889i,0.00029472+0.0011284i,-0.0016855-0.0010118i,-0.0010623-0.00024327i,-0.00017998+0.00034881i,-0.00065202+6.3505e-05i,-0.0006685-0.0012963i,0.00069346-0.0036302i,0.0029064-0.0046641i,0.0033203-0.0036681i,0.0019597-0.0030977i,0.00027039-0.0029197i,-0.001121-0.0014097i,-0.00062266+0.0003492i,0.00029397+0.00053061i,-0.00041819-0.00013532i,-0.0014284-0.0008058i,-0.0014783-0.0010163i,-0.0011978-0.0007714i
-0.0022359+0.00027292i,-0.0033407+0.0010935i,-0.0043292+0.001445i,-0.0043226+0.00046941i,-0.0031287-0.00075412i,-0.0027736-0.0014392i,-0.0033944-0.0013545i,-0.0027319-0.0005435i,-0.00077686-0.00032262i,0.0012244+0.00039712i,0.0016035+0.0019359i,-0.00093049+0.0025803i,-0.0046601+0.0023199i,-0.0067317+0.0010742i,-0.0060021+0.00021936i,-0.0034629+0.0013296i,-0.0013395+0.0014041i,-0.00089596+0.0002033i,-0.00080838-9.6662e-05i,4.152e-05+7.1243e-05i,0.0016617+0.00061915i,0.0019198+0.0011582i,0.00098888+0.001267i
0.0004302-0.00070951i,0.00077347-0.00040883i,0.001609+0.0010197i,0.00054022+0.0025898i,-0.0028924+0.0027165i,-0.0053947+0.002306i,-0.0042039+0.0027292i,-0.0023919+0.0026108i,-0.0016629+0.0017911i,-0.0010647+0.00035103i,0.00011947-0.00029089i,0.0025261-0.00078693i,0.0048104-0.0009249i,0.0053347+0.0008366i,0.0047638+0.0012733i,0.0030194+1.6035e-05i,0.0010038-0.00042107i,0.00023581-0.0002871i,3.2856e-05-0.00017375i,-0.00058204-0.00024288i,-0.00080664+6.1622e-05i,-0.00063041+0.00042847i,-1.0299e-06+0.00055344i
0.0012893-7.0248e-05i,0.0023448-0.0015748i,0.0023615-0.0029672i,0.00088097-0.0028099i,-0.00090276-0.00091071i,-0.0014358+0.00018872i,-0.001614-9.8784e-05i,-0.0013898-0.0010311i,-0.00047924-0.001462i,-0.00018236-0.0015945i,-0.00059537-0.00081313i,-0.001552-0.00025527i,-0.0034818-0.0011083i,-0.0050655-0.0028297i,-0.005195-0.0030405i,-0.0036372-0.0021062i,-0.0014353-0.00091658i,0.00014595-0.00049962i,0.00061334-0.00070878i,1.3545e-05-0.00038023i,0.00020276+0.00045344i,0.0015379+0.0013286i,0.0013176+0.0015985i
-0.002144-0.0014569i,-0.0026558+0.00085913i,-0.0044958+0.0036653i,-0.005097+0.0048526i,-0.0047256+0.0032862i,-0.0043694+0.00080782i,-0.0032355+0.00022194i,-0.0016231+0.0014687i,-0.00068534+0.0025478i,0.00061338+0.0021185i,0.0026577+0.0010618i,0.0042167+0.00047272i,0.0036727+0.0017717i,0.0019642+0.0032554i,0.0011441+0.0032812i,0.0013884+0.0025363i,0.0010051+0.001735i,0.00039982+0.0010848i,-0.00026051+0.00039669i,-0.00033542-0.00033934i,-0.00086515-0.00090266i,-0.001398-0.0012381i,-0.0010549-0.0016449i
0.002232-0.0014434i,0.0021665-0.0035725i,0.0024679-0.0052305i,0.0019727-0.0025927i,-0.00055439+0.0010399i,-0.0036897+0.0012859i,-0.0040167+0.00015032i,-0.00325-0.00061346i,-0.0022251-0.00013243i,-0.001748+0.00086769i,-0.0019298+0.0013844i,-0.0022106+0.00070367i,-0.0016703-0.0019964i,0.00026042-0.0048547i,0.00061373-0.0056274i,-0.0002429-0.0035003i,0.00011173-0.0014625i,0.0017118-0.00097531i,0.0022739-0.0010524i,0.00087349-0.00082441i,-2.1786e-05+0.00035568i,-6.7835e-05+0.0014743i,2.3673e-05+0.0017561i
0.0017535+0.0027417i,0.00028946+0.0019957i,-0.0018046+0.0011079i,-0.0033083+0.00050696i,-0.0044716-0.00093888i,-0.0047575-0.00049087i,-0.0035168+0.00080223i,-0.0010926+0.00029967i,0.00059285-0.00064852i,0.001025-0.00041485i,0.0024008-0.00012907i,0.0033358+0.00041809i,0.0015571+0.0019249i,-0.0012942+0.003562i,-0.0023531+0.0046215i,-0.0017834+0.0043832i,-0.001453+0.0027875i,-0.0018797+0.0016167i,-0.0014384-1.3113e-05i,-0.00014534-0.00079343i,0.00026391+4.4325e-05i,0.00060859+0.00036416i,0.00043943+0.00049904i
