-0.0032716+0.00019657i,-0.0027645-3.968e-05i,-0.0024879+0.00071044i,-0.0016713+0.001519i,-0.00055024+0.0022394i,-0.00049606+0.0022832i,-0.0010258+0.0018278i,-0.00070143+0.0011324i,-0.00098483+0.00077384i,-0.00045762+0.00091101i,0.00095987+0.00044012i,7.5622e-05+4.5929e-05i,-0.0014535+0.0002603i,-0.0021621-0.00018532i,-0.0019978-0.00063653i,-0.00041082-0.00088349i,0.00064632-0.00080068i,0.00072902-0.0010808i,0.00031762-0.0009482i,-6.4439e-05-0.00058481i,0.00031435-0.0010955i,0.00011682-0.0011708i,-0.00057309-0.00025509i
-0.0011797+0.0008827i,-0.0021448-0.00022604i,-0.0014417+0.00030562i,-0.00087835+0.0014121i,-0.0022162+0.0013847i,-0.0035159+0.00057504i,-0.0033094+0.00011481i,-0.002638+0.00020348i,-0.0018654+0.0004485i,-0.00049271+0.00065345i,0.00040737+0.00039089i,0.00017109-0.00029945i,0.0010853-0.00080543i,0.0034868-0.0010289i,0.0036181-0.0015941i,0.0013695-0.0018882i,0.00079612-0.0011448i,0.0020871-0.00022204i,0.0019053+7.36e-05i,0.00040817-0.0005267i,-0.00082527-0.00022698i,-0.00095525+0.00051937i,-0.00075153+0.00067883i
0.00028256-0.0031481i,-0.00047987-0.0013472i,-0.0027234-0.00077347i,-0.0046129-0.00036836i,-0.0057166+0.0015456i,-0.0060158+0.0026214i,-0.004556+0.0013156i,-0.0032268-6.7113e-05i,-0.0022243-0.0005927i,-0.00063872+0.00012602i,0.00049254+0.0013502i,0.0010981+0.0014986i,-0.00024182+0.00093257i,-0.003312-5.7936e-05i,-0.0043653-0.00015003i,-0.0026516+8.5037e-05i,-0.0002874-0.0011464i,0.00027179-0.0020805i,-0.00022661-0.0013113i,-7.9093e-05-0.0014118i,-1.0696e-06-0.0018384i,0.00076807-0.001295i,0.00092789-0.001088i
-0.0015493+0.0012924i,-0.00069191+0.0012376i,0.00012441+0.0016022i,-0.00039618+0.0015537i,-0.0021546+0.00060671i,-0.0031312-1.078e-05i,-0.0025943+0.00074006i,-0.0013633+0.0011365i,-0.00055966+0.00010406i,-0.00030262-0.0012096i,6.5802e-06-0.0011073i,0.00026534-0.00092851i,0.00097451-0.00065983i,0.0028185+0.0011132i,0.003915+0.0012969i,0.0026675+0.0004079i,0.00095754+0.00081113i,0.00043631+0.001589i,0.00034419+0.0018904i,0.00057954+0.0013819i,-0.00049581+0.00093749i,-0.00095082+0.0010601i,-0.0007945+8.5233e-05i
0.0031914-0.0034174i,0.0020553-0.0059303i,0.00052318-0.0062725i,-0.00087937-0.0039489i,-0.0028358-0.0020936i,-0.0045051-0.0012329i,-0.0039069-0.00087165i,-0.0021105-0.00059879i,-0.0010475+6.0717e-05i,2.3975e-05+0.00044234i,0.0015599+0.00086726i,0.0015161+0.00077404i,0.00022298-0.00012457i,-0.0018404-0.00087335i,-0.0024368-0.0013531i,-0.0016525-0.00024204i,-0.00086508+0.00015766i,0.00017924-0.0011451i,0.0003112-0.0015266i,-0.00030353-0.00057865i,0.00062835-0.00021175i,0.0018042-0.00034291i,0.0015739+0.00014525i
0.00080296+0.0012735i,0.00048958+0.00070498i,-0.00055152+0.00081072i,-0.0017059+0.0011832i,-0.0032419+0.00069881i,-0.0040128+0.0002546i,-0.004362+0.00055691i,-0.0030002+0.0010304i,-0.00093078+0.00030489i,0.0001393-0.00086851i,0.0011066-0.0018706i,0.0012061-0.0014792i,0.00041919+0.00025535i,0.0012838+0.0026963i,0.0021067+0.003394i,0.0018053+0.0023316i,0.00052286+0.0011935i,-0.00065317+0.00063194i,-0.00063096+0.0010862i,-0.00043298+0.0011504i,-0.00029652+0.00068488i,-0.00023465+0.00078016i,0.00028422+0.00023784i
0.00031239-0.0060347i,-0.0015578-0.0063443i,-0.0025632-0.0048199i,-0.0019389-0.00096591i,-0.0028945+0.0022733i,-0.0038803+0.0036049i,-0.0028973+0.002669i,-0.0019583+0.00078312i,-0.00060848-4.0662e-05i,0.00056373+0.00042456i,0.00083451+0.001339i,0.0015206+0.0013314i,0.0012933-0.00086i,0.001091-0.0035288i,0.001013-0.0044603i,0.00066813-0.0029643i,0.00098976-0.0010498i,0.0017243-0.00063062i,0.0014452-0.00083553i,0.00070503-0.00098531i,0.00021778-0.00061333i,0.00060796+0.00026294i,0.0010512+0.0008825i
0.002074+0.0010552i,7.3452e-06+0.0008752i,-0.002278-0.00070236i,-0.0037378-0.0023853i,-0.0061782-0.0036522i,-0.0078657-0.0043409i,-0.0058979-0.0031007i,-0.0029444-0.00069944i,-0.001775+9.9232e-05i,-0.0014088+0.00011903i,-0.00050485+3.6521e-05i,0.00026266-0.00028492i,-9.7859e-05+0.00074137i,-0.00057929+0.0025463i,-0.00083355+0.003163i,-0.00036481+0.0021324i,-0.00027477+0.00059128i,-0.00096154+6.1015e-05i,-0.00080455+0.00036457i,-0.0011844+0.00030409i,-0.00077589-0.00074275i,-0.00045697-0.0014169i,-0.00046632-0.00074919i
-0.0030492-3.6953e-05i,-0.0024116+0.00011177i,-0.0018345+0.0019865i,-0.00072825+0.003938i,0.00087619+0.0043922i,0.00035039+0.0016904i,-0.0010069-0.00062933i,-0.001266-0.00064447i,-0.00046843-0.00013794i,0.00064498+2.6991e-05i,0.0011072+0.0006869i,0.0013466+0.0014199i,0.00094088+0.00094429i,0.00028746-0.00057081i,-7.1072e-05-0.0016118i,0.00082094-0.0014792i,0.0011571-0.00073913i,0.00039655+0.00032923i,9.382e-05+0.00067434i,0.00048815+0.00010727i,0.00094873+0.0004618i,0.00043309+0.00077448i,-0.00022319+0.00021358i
0.0019999+0.0025849i,0.0023501+0.0023768i,0.0016738+0.0013153i,2.4971e-05+0.00089127i,-0.0031386+0.0007872i,-0.0053233+0.0018914i,-0.0050278+0.0022094i,-0.0034189+0.00063171i,-0.00132+0.00040924i,0.00073376+0.00077657i,0.0018412-0.00039284i,0.0014641-0.0015841i,-0.00015494-0.0011513i,-0.0018613-0.00029843i,-0.0021356-7.5947e-06i,-0.00086598-0.00018588i,0.00013695-0.00024254i,0.00036673-8.4478e-05i,-0.00024863+0.00069601i,-0.0011059+0.0010278i,-0.00066626-0.00014312i,-0.0004015-0.001342i,0.00022368-0.00083966i
0.0052585-0.037565i,-0.0078979-0.038181i,-0.022775-0.034167i,-0.025505-0.015157i,-0.023397+0.0048401i,-0.013935+0.016028i,-0.0032096+0.0099636i,0.00018557+0.0015246i,-0.0013367-0.0021734i,-0.0053179-0.0018811i,-0.0050684+0.0014185i,-0.00096065+0.0023427i,0.004173-8.5812e-05i,0.0099246-0.0050161i,0.012984-0.0069627i,0.01049-0.0030871i,0.0065356+0.0010739i,0.0043175-0.00041341i,0.001471-0.0034798i,-0.00021429-0.0022741i,0.00062579-0.00028159i,0.0021376-0.00086406i,0.00211-0.0017829i
0.0046833+0.0039243i,0.0040238+0.0040457i,0.0019417+0.0027531i,-0.00188+0.0013039i,-0.0060657+0.00028111i,-0.0082563+0.00060263i,-0.0074943+0.0019968i,-0.0043219+0.0010278i,-0.0011575+0.00021158i,0.0010386+0.00025337i,0.0027391-0.00055678i,0.002809-0.0012258i,0.0012135-0.00065622i,-0.00057229+0.00069518i,-0.0013033+0.0013886i,-0.0010213+0.00066409i,1.3529e-05-0.00021146i,0.00048039-0.00081756i,-0.00026941-0.0013897i,-0.00059694-0.0014846i,-0.00043963-0.00035689i,-0.00036065-0.00025945i,0.00084089-0.0011307i
-0.006162-0.0021034i,-0.0069955-9.9857e-05i,-0.0049268+0.0031638i,-0.0011969+0.00459i,0.00070125+0.0027239i,-0.00044663+0.0013267i,-0.0019743+0.0014115i,-0.0021423+0.00086207i,-0.00094476+0.0011015i,0.00018039+0.0016825i,3.9254e-05+0.0013841i,-0.00082328+0.0012944i,-0.0014615+0.0016832i,-0.0011411+0.00078468i,-0.00016284-0.00068076i,0.00055665-0.0012751i,0.00073919-0.0012149i,0.00039317-0.00065736i,0.00037145+0.00064691i,0.00054146+0.0013101i,-5.0797e-06+0.0012512i,-0.00046236+0.00073694i,-0.00036165-9.7776e-05i
0.0024698+0.0011967i,0.0027674+0.00091954i,0.00096303-0.0005309i,-0.00092353-0.001541i,-0.0020303-0.0014448i,-0.0020397-0.0012723i,-0.00074706-0.001768i,-0.00018529-0.0024455i,-0.0010033-0.0017285i,-0.00022992+0.00067455i,0.00086926+0.0013215i,0.0015644+0.00018189i,0.0013829-0.00073979i,6.1031e-05-0.0017267i,-0.0015843-0.0018574i,-0.0026217-0.00099892i,-0.0024852+0.00026348i,-0.00090194+0.00096716i,-0.00072528+0.00026237i,-0.00097734-0.00057272i,-0.00029413-0.0011483i,-0.00034154-0.000567i,7.0805e-05+0.00050389i
-0.0025698+0.0032601i,-0.0039553+0.0049255i,-0.0028957+0.0044932i,-0.0015386+0.0018395i,-0.0016517-0.00051457i,-0.0023515-0.0023059i,-0.0026089-0.0021823i,-0.0022816-0.00093349i,-0.0012261-2.9267e-05i,-0.00058857+0.00016847i,-0.00087785-0.00020928i,-0.0015998-0.00037541i,-0.00096701+0.00055941i,-0.0004659+0.001829i,-0.00046638+0.002049i,-4.258e-05+0.00096534i,-0.0001143+0.0003223i,-3.8946e-05+0.0011669i,0.00038209+0.001332i,0.00054332+0.00083843i,-8.7875e-05+0.00053225i,-0.00057568+0.00055492i,-0.0007518+0.001082i
0.0059781+0.00052127i,0.0072652-0.0018258i,0.0060407-0.0011862i,0.0033891+0.00090635i,0.00080397+0.0008381i,-0.0014084-0.00034294i,-0.001568-0.001107i,-0.00046292-0.0006648i,-6.7801e-05+0.00058879i,-9.0735e-06+0.0013842i,0.00060641+0.00092062i,0.00073055+0.00071045i,0.00051024+0.00060598i,0.00081446+8.4286e-05i,0.00058144-9.398e-05i,-0.00022631-0.00013477i,-0.00010476+0.00026195i,-0.00037044+0.00015447i,-0.00049753-0.0012583i,-0.00027625-0.0019878i,-0.00029846-0.0014324i,4.7217e-05-0.00023852i,0.00044568+0.00067182i
-0.0030615+0.0022396i,-0.0027865+0.0028757i,-0.00083511+0.00048287i,0.00032095-0.0028159i,-0.0011341-0.0036001i,-0.0022546-0.0023896i,-0.0018492-0.0011949i,-0.0016202+1.6583e-05i,-0.00080007+0.00069715i,-5.5122e-05+0.00032556i,-0.00040298+0.000276i,-0.0011014-0.00016382i,-0.001399-7.8424e-05i,-0.0015885+0.00025038i,-0.0015396+0.00041121i,-0.00091313+0.0008423i,0.00019182+0.00028231i,0.00050912-4.4622e-05i,-4.1259e-05+0.00057202i,-0.00030243+0.00069282i,-0.00071998+0.0002i,-0.00076845+8.7643e-05i,-0.00029698-0.00011569i
0.0033267-0.0026612i,0.0029085-0.0040416i,-0.00083841-0.0023739i,-0.0043676+0.0011409i,-0.0052816+0.0019593i,-0.0053564+0.0013157i,-0.0044807+0.0012916i,-0.0019594+0.0012101i,-6.3678e-05+0.00039393i,0.00075646-0.00041905i,0.0017062+0.00013678i,0.0021657+0.0015981i,0.001931+0.001382i,0.0018814-0.00032323i,0.0012833-0.0021197i,0.00024207-0.0022874i,0.00038738-0.0011549i,0.0012085-0.00035972i,0.0016998-0.00061231i,0.0010315-0.0009456i,-0.00025363-0.00078388i,-0.00062809+0.00034517i,0.00014839+0.0016198i
-0.0012093+0.0047233i,0.00019143+0.0047055i,0.0028706+0.0029471i,0.0038709+0.0015032i,0.0026193-0.00037669i,7.0143e-05-0.0014933i,-0.0015356-0.0011531i,-0.0020679-0.00077684i,-0.0016675+7.1986e-05i,-0.0012079+0.00082131i,-0.00061261+0.00023013i,-0.00027008-0.00034067i,-0.0015962-0.00074194i,-0.002262-0.00030529i,-0.0017035+0.0011071i,-0.0013694+0.0019057i,-0.001109+0.0016364i,-0.0011531+0.00073014i,-0.0012598+0.00090787i,-0.0011404+0.0018056i,-0.0016371+0.001096i,-0.0015325+0.00018237i,-0.00024386+0.00087673i
-0.0015355-0.0016566i,-0.0024546-0.0020053i,-0.0029211-0.0011273i,-0.0030193-0.00030065i,-0.0026876+0.00022983i,-0.0033734-9.6672e-07i,-0.0036447+0.00037483i,-0.0023557+0.0009316i,-0.00015682+0.00082262i,0.0011962+0.0012924i,0.0016955+0.0010472i,0.0019118+0.00034497i,0.00168+0.00018949i,0.00095607+0.00046073i,0.00090174+0.00020934i,0.00088951+0.00038405i,0.0010106+0.00074168i,0.0015538+0.00066521i,0.001839+0.0010305i,0.0016051+0.00024963i,0.0012099-0.00017869i,0.00070249+0.00028246i,-0.0002071+0.00016425i
-0.0048099+0.0022155i,-0.004695+0.0025479i,-0.0034214+0.0028924i,-0.0023214+0.002268i,-0.0015588+0.0015898i,-0.0019139+0.00025293i,-0.0026104-0.00067067i,-0.0014956-0.00040546i,-4.3632e-05-0.00036999i,0.00095127-0.00018855i,0.0012453-5.1617e-05i,0.00040415-0.0007888i,-0.00044076-0.0015587i,-0.0010289-0.0016404i,-0.00076497-0.001136i,-7.8854e-05-0.00052822i,-0.00043763-0.00099275i,-0.00080271-0.0016606i,-0.0018203-0.0014751i,-0.0024383-0.00099116i,-0.0018335-0.0004441i,-0.00099324-0.0003125i,-0.00044954+6.5466e-05i
-0.00021257-0.0019114i,-0.00054483-0.0010744i,-0.0019586+0.00062704i,-0.0016162+0.0013608i,-0.0010362+0.0019289i,-0.0019467+0.0026006i,-0.0021835+0.0022082i,-0.0021634+0.0012769i,-0.0019345+0.00051676i,-0.00031409+0.00075116i,0.00061883+0.00082676i,0.00034725+0.00047683i,0.00073126+0.00039368i,0.00083597+0.00023629i,0.0010391+0.00057871i,0.00093815+0.00094329i,0.0006621+0.00094132i,0.00039617+0.0014652i,0.00070722+0.001432i,0.00095593+0.0011355i,0.00044732+0.0015802i,7.7222e-05+0.0019153i,-0.00027128+0.00048654i
-0.0024939-0.00011616i,-0.0029528-0.00032609i,-0.0032058-0.0010978i,-0.002605-0.0013179i,-0.0019137-0.00070279i,-0.00094132-0.00074389i,-0.0011164-0.00047536i,-0.0014936-0.00057205i,-0.00087046-0.00043545i,1.5711e-05+8.4042e-05i,0.00079215-1.9418e-05i,0.0017176-0.0008649i,0.0012379-0.0010973i,-1.9127e-05-0.00073098i,-0.00076861-0.00094271i,-0.0010513-0.0010327i,-0.00092658-0.00096203i,-0.00025411-0.0013336i,9.5206e-05-0.0015126i,-5.8178e-05-0.0015581i,7.7606e-05-0.0013832i,0.00010466-0.00067882i,-0.00011719-0.00013434i
0.00079522-0.0018503i,0.00046965-0.0017637i,1.8014e-05-0.0009357i,-0.0016098+0.00077488i,-0.0036568+0.0015877i,-0.0043044+0.0014628i,-0.0040938+0.0011411i,-0.0032266+0.00032338i,-0.001485-0.0003994i,-0.00037873+0.00081764i,-3.7914e-05+0.0023235i,-0.00025526+0.0020212i,-5.1111e-05+0.0012521i,0.00040458+0.0010886i,0.00036602+0.00096501i,0.00089567+0.00072093i,0.00066253+0.00079031i,2.8334e-05+0.00089335i,-0.00055437+0.0014096i,-0.00058576+0.0013938i,-0.000418+0.0012566i,-0.00080553+0.0013263i,-0.00098055+0.0018457i
-0.00021118+0.0012417i,-0.0015945+0.0016405i,-0.00055701+0.001947i,0.0010932+0.00035686i,0.00096999-0.0012418i,-0.0012802-0.00074925i,-0.002814+0.00015062i,-0.0014593+0.00070733i,-0.00026021+0.001342i,2.5799e-05+0.00064291i,0.00036353+0.00047407i,0.00048363+0.00011603i,0.00046385-0.0010309i,-0.00034587-0.0020457i,-0.00066318-0.0018528i,-0.00039971-0.0010616i,0.00034759+0.00021587i,0.0007246+2.7651e-05i,0.0004954-0.00063216i,0.00039779-0.00085386i,0.00058266-0.0005389i,0.00074839-0.00014869i,5.2627e-05+0.00022789i
0.0038747-0.0038818i,0.0033251-0.0045774i,0.00079679-0.0054502i,-0.0034197-0.0038656i,-0.0056211+6.8755e-05i,-0.0053203+0.0018492i,-0.0032849+0.0010819i,-0.0014366-0.00033459i,-0.00051948-0.0010556i,0.00027912+7.4157e-05i,0.00031164+0.001017i,0.00013102+0.001339i,-0.00087409+0.0016312i,-0.00067808+0.001687i,0.00028152+0.0015525i,-0.00017824+0.0014927i,-0.00030378+0.0009745i,-0.0002232+0.00042409i,-0.00061476+0.00068767i,-0.0008064+0.00067111i,-0.00066778+0.00056809i,-0.00029467+0.00073939i,-0.0003845+0.00069719i
-0.0028874+0.0019185i,-0.0036126+0.0034849i,-0.0029344+0.0039754i,-0.0020722+0.0032634i,-0.0016205+0.001463i,-0.0026482-6.7062e-05i,-0.0042901-0.00059098i,-0.004332-0.00011453i,-0.0031709+0.00058789i,-0.001474+0.00057796i,0.00092848+0.00056585i,0.002734+0.00088366i,0.0018017+0.00064242i,0.00098383+0.00046585i,0.00061544-0.00028211i,0.00033029-0.0011707i,0.00098737-0.00069811i,0.0017784-8.8633e-05i,0.002042-0.00031782i,0.0015409-0.00048021i,0.00090319-0.00013178i,0.0009364+0.00041748i,0.00092124+0.00045774i
0.002986-0.0050728i,0.0033124-0.0052966i,0.001364-0.0052027i,-0.0001889-0.0032406i,-0.001545+0.0005123i,-0.0019837+0.0020242i,-0.0014366+0.0013746i,-0.00077968+0.00044443i,3.4484e-05-0.00060316i,0.00016868-0.0012562i,-0.00035269-0.00043526i,-0.00074423-0.00023839i,-0.00049365-0.00018332i,-0.00042541+0.00016487i,-0.00058629-0.00052804i,-0.00049275-0.00092685i,-0.0005959+3.2921e-05i,-0.00065089-6.2105e-05i,-0.00090467-0.00096051i,-0.0010215-0.00073044i,-0.0011934-0.00013866i,-0.001312-0.00012496i,-0.00065855+4.1094e-05i
-0.00067651+0.0022452i,-0.00085778+0.0020257i,-0.0017328+0.0010104i,-0.0023818-0.00089955i,-0.0022578-0.0017789i,-0.0028416-0.0019259i,-0.0030688-0.0017984i,-0.0011446-0.00079906i,0.00049888+2.2903e-05i,0.00027835+0.00037236i,0.00031989+0.0009296i,0.00055762+0.00078621i,0.00086475+0.00060053i,0.0011191+0.00097732i,0.00095083+0.00064221i,1.4669e-05+0.00069774i,-0.00040625+0.00093108i,-0.00031447+0.000872i,-0.0002756+0.00043863i,0.00037447+1.6008e-05i,0.00047637+0.00053737i,0.00052363+0.0015799i,0.0011076+0.0012475i
0.00087533-0.002582i,0.00013021-0.0033918i,-0.00059857-0.0019915i,-0.001111-0.00024589i,-0.0023769+0.00041674i,-0.0040578+0.00089379i,-0.0033393+0.00071983i,-0.0014642-1.6432e-05i,-0.0009632-0.00049634i,-0.00024619-4.7169e-05i,0.00064881+0.0002399i,-0.00024326+4.9973e-05i,-0.00037682-0.00055106i,-0.00059906-0.0012528i,-0.0007387-0.00071819i,0.0003273-1.8321e-06i,0.0012004+2.788e-05i,0.001643-0.00018673i,0.0012641-0.00022957i,0.0009338-6.2021e-05i,-0.00067297-0.0003527i,-0.0017204-0.00052326i,-0.0017587+0.00021072i
0.00194+0.0017819i,0.00082079+0.001898i,-1.8996e-05+0.0011683i,-0.000451-0.00055987i,-0.0011512-0.0020508i,-0.0019267-0.0019803i,-0.001617-0.0012191i,-0.00062606-0.00087406i,0.00011548-0.00063954i,0.00045543-0.00012794i,0.00012551+0.00051622i,0.0004774+0.001252i,0.0011277+0.0017257i,0.0021406+0.0017286i,0.0018288+0.0015135i,0.00027085+0.0012883i,-0.0001161+0.00072524i,0.00037164+0.00045714i,0.00095113+0.00060476i,0.00094655+0.00012722i,0.00066023+0.00079584i,4.8546e-05+0.0016828i,-0.00056158+0.0018555i
0.00035043+0.00096512i,0.00030469+0.00012214i,-0.000172+0.0010211i,-0.00045285+0.0011747i,-0.0014535-0.00077332i,-0.0029296-0.0019855i,-0.0028638-0.0013704i,-0.001467-0.00065744i,-0.00097781+0.00054136i,-0.00071045+0.00099929i,-0.00025985+7.2018e-05i,-0.00017872-0.0011358i,-0.0005789-0.0011503i,-0.001836-5.7926e-05i,-0.0021452+0.00068576i,-0.00095388+8.5317e-05i,-9.7619e-05+0.00021045i,0.00095861+0.0002115i,0.0014606-0.00020947i,0.00076979-0.00020614i,0.00038257-0.00032358i,-0.00044841-0.00014121i,-0.0015711-0.00047399i
0.00036529+0.0017773i,0.00070451+0.0013303i,-0.00029537-0.00035325i,-0.00095249-0.0020016i,-0.0027381-0.0020566i,-0.0044355-0.0018556i,-0.0036319-0.0012893i,-0.0023597-0.00055833i,-0.00094595-0.00015191i,0.00062831+3.9702e-05i,0.0016243+0.00048876i,0.0015368+0.0017098i,0.0013276+0.0021534i,0.0009974+0.0018665i,0.0003678+0.0016019i,2.7953e-05+0.00074959i,-0.00023409+0.00079292i,-0.00085091+0.00097537i,-0.00098921+0.00076201i,-0.00034498+0.0010067i,6.962e-05+0.00096312i,-0.00020351+0.00067323i,-0.00012098+0.00068968i
-0.0013967+0.0010445i,-0.0013106+0.0015493i,-0.00071732+0.00082687i,-0.00058948+0.00012027i,-0.00063352+0.00087156i,-0.00084677+0.0005243i,-0.0014194-0.00028341i,-0.0014105-0.00012172i,-0.0014275+0.00015901i,-0.00043511+0.00052632i,0.0014504+0.00092877i,0.0015737-0.00023589i,0.00026454-0.0021247i,-0.00046739-0.0022531i,-0.00030632-0.00098842i,0.0010374-0.00050829i,0.0015124-0.0002277i,0.00023882+0.00039311i,0.00014457+0.00029929i,8.7331e-05-0.00057871i,-4.0916e-05-0.0012712i,0.00079772-0.00061665i,0.0011878-1.1309e-05i
-0.0010923+0.0024217i,-0.00059825+0.0014669i,0.00020623+0.0010789i,-0.00019754+0.00068809i,-0.00096557-0.00096629i,-0.0020878-0.0015104i,-0.0022157-0.0010709i,-0.00021129-7.5747e-05i,0.0010545+0.00041336i,0.00080518-0.00026389i,6.4138e-05-0.00051731i,0.00021263-0.00010392i,9.8573e-05+0.00070466i,-0.00038974+0.001573i,-0.0007814+0.0014757i,-0.00095684+0.0004212i,-0.00093151+0.00026261i,-0.00066879-0.00024981i,0.00039459-0.00098908i,0.00077981-0.00063975i,0.00050793+0.00015849i,1.0085e-05+0.0010197i,-0.00099851+0.0010401i
-0.00086624+0.0012584i,0.00027986+0.0013462i,0.00083363+0.0015634i,0.00013246+0.0011677i,-0.0013448+0.00064244i,-0.0032878+0.00029823i,-0.0033506+0.00039339i,-0.0020439+0.00024081i,-0.0011559-8.6466e-05i,-0.00038564+0.00019747i,0.0012665-0.00028543i,0.0016297-0.00041108i,0.00073127-0.00030148i,-9.0281e-05-0.00032562i,-0.00024013+2.0525e-06i,-0.0003004+0.00059517i,-0.00092676+0.00066785i,-0.00082433+0.00027077i,0.00047308+0.00023291i,0.00083417+0.0003998i,0.00083016+0.00030423i,0.00078752+0.00016571i,-1.3962e-05+0.00064646i
0.00021017-0.00051096i,4.1299e-05-0.0018856i,-0.00058779-0.0023998i,-0.0010145-0.0024631i,-0.0013149-0.0027132i,-0.0016573-0.0025592i,-0.0011662-0.0010382i,-0.00078712+0.00050504i,-0.00029195+0.00073758i,-0.00041995+9.0437e-05i,-0.00039279-0.00010961i,-0.00034581+0.00011608i,-0.00084218+2.3763e-05i,-0.00085476+0.00053479i,-0.00087207+0.00080897i,-0.0012365+0.00035661i,-0.00063578+0.0013012i,0.00031913+0.0010225i,0.00061346-0.00044204i,0.00037933-0.00064097i,-8.5891e-05-1.0781e-05i,-0.0010936+0.00054627i,-0.0016039+0.00092136i
0.0023022-0.00014486i,0.0017614-0.0011726i,-3.8148e-05-0.0016275i,-0.0010052-0.00015518i,-0.002523+0.0014465i,-0.0042824+0.0018002i,-0.0032093+0.0010784i,-0.0013819+0.00051783i,-0.00036608-0.0001779i,0.00016009+0.00011784i,0.00097511+0.0010754i,0.0018745+0.00088081i,0.0016794-0.00066613i,0.0014223-0.0012722i,0.00087117+0.00035982i,0.00050457+0.0011505i,0.00039769+0.00039809i,0.00069534-0.00093556i,0.00094174-0.0010528i,0.00081281-1.684e-05i,0.0010166+0.00015211i,0.0012353-0.00045126i,0.0014331-0.00014439i
-0.00044634-0.0022165i,-0.0016722-0.0013313i,-0.0013805-0.0019637i,-0.0008997-0.0025194i,-0.0018022-0.0015672i,-0.0029569-0.00037655i,-0.0025497-0.00050946i,-0.0014205-0.0010321i,-0.0010081-0.00022412i,-0.00071718+0.0004549i,7.1982e-05+6.0848e-05i,0.00054554-0.00012737i,-0.00045218+0.00036145i,-0.0005913+0.0010159i,-0.00047205+0.00067147i,-0.000281+2.6256e-05i,0.00020819+0.00080165i,0.00036397+0.0010755i,0.0003944+0.00034657i,0.0011729+3.443e-05i,0.001123-0.00033234i,0.0003136-0.00041927i,-0.00044826-0.00054826i
-0.00012515-0.00033668i,-0.0010932-2.4285e-05i,-0.002828+0.00078493i,-0.0033515+0.0014397i,-0.0020413+0.00092208i,-0.0019816-0.00016568i,-0.002709-0.00069979i,-0.0021264-0.00057249i,-0.0014869-0.0004698i,-0.00098638-3.6542e-05i,0.00019093-0.00010573i,0.00083542-0.00050902i,0.0010961-0.0003095i,0.00051-0.00038816i,-0.00016225-0.00077369i,-0.00018983-0.00026926i,0.00029266-0.00069012i,0.0009684-0.00020742i,0.0004847+0.00065129i,-0.00032318+0.00039877i,-0.00081073+0.00048589i,-0.00025079+0.00051225i,0.00024515+0.0009888i
0.00075137+2.4529e-05i,0.0010539-3.1891e-07i,0.00098019+0.0007206i,0.00070222+0.0010247i,0.00025677+0.00053388i,-0.0011565+0.00072623i,-0.0021379+0.00058295i,-0.0010432+1.7147e-05i,0.00038579-1.4092e-06i,0.00093419+0.00031354i,0.00049213+0.00015466i,-0.00032794-0.00014155i,-0.00067936+0.00030032i,-0.0003443+0.00090192i,-0.00056712+0.00086153i,-0.00036999+0.00021458i,-0.00030857-3.6419e-06i,-0.0006648+6.0037e-05i,7.9763e-05-9.8924e-07i,0.00077592-5.0115e-05i,0.0010501-0.00038756i,0.00091577-0.00039045i,0.0013363-0.00025377i
0.00054421-0.00069078i,-0.00061494-0.0012112i,-0.0019691-0.0022986i,-0.0031223-0.002399i,-0.00414-0.0012414i,-0.0044467-0.0014101i,-0.0029415-0.0012809i,-0.0021487-0.00015145i,-0.0011588+0.00020113i,0.00022448-0.00020566i,0.00073843-8.7253e-05i,0.0014783+0.00057672i,0.0011614+0.00033174i,0.00068114-0.00043628i,0.00048882-0.00055794i,6.8248e-05-0.00029956i,-0.00012849+0.0001455i,6.2546e-05+0.00060155i,-0.00039447+0.00044048i,-0.0009224-0.00064938i,-0.00016497-0.00067239i,-0.00050842+0.00034442i,-0.0016327+0.00018476i
0.0018632+0.0013119i,0.00033713+0.0010937i,-0.00054286+0.0018276i,-0.00064629+0.0021295i,-0.0014437+0.0011698i,-0.0031856+7.6634e-05i,-0.0037558-0.00071533i,-0.0020705-0.0003788i,-8.3101e-05-0.00027559i,0.001001-0.00019828i,0.00086263+0.0002367i,9.9554e-05-0.00025637i,-0.00011928-0.00083749i,-0.0002331+1.2874e-05i,-0.00082595+0.0011137i,-0.00089883+0.00092293i,-0.0006388+0.00063965i,-0.00038813+0.00012562i,9.6371e-05-7.0465e-05i,-3.2726e-05+3.4603e-05i,-0.00020444-0.00026533i,0.00074875+0.00037424i,0.00087669+0.001548i
-0.00099219+0.0016969i,-0.0008001+0.00083685i,-0.00090712-0.0011311i,-0.0010704-0.0011702i,-0.001916-0.00024989i,-0.0032026-1.3182e-05i,-0.0029309-0.00025817i,-0.0013441-0.00020161i,-0.00066116+0.00052457i,-0.00066446+0.00088556i,-5.8078e-05+0.0011719i,0.001029+0.00084395i,0.0014696+0.00015135i,0.0010705+0.00048167i,0.00040884+0.00084087i,-0.00070437+0.00061135i,-0.0011381+0.00035618i,-0.00025252-0.00066513i,0.00059724-0.0016854i,0.00049579-0.0012394i,-8.7818e-05-0.00058277i,-0.00038321+0.00029063i,-0.00050131+0.00039053i
