-0.0013532-0.00063584i,0.00023578+0.0004372i,7.6554e-05+0.0014478i,-6.7527e-05+0.0020865i,0.0014016+0.0016071i,0.0019358+0.00019466i,7.4666e-05-0.00028075i,-0.0012547+0.00087639i,-0.0013344+0.0013674i,-2.3988e-05+0.00079073i,0.0015182+0.00020124i,0.00085334-0.00044659i,-0.00043181-0.0010609i,-0.00071034-0.0013687i,3.1541e-05-0.00053224i,0.00052075-4.4148e-06i,8.8361e-05-1.2101e-05i,-0.00033904+0.00047331i,-4.2166e-05+0.0006004i,-0.00016067+0.00027499i,-0.00018474-1.9417e-06i,-7.6978e-05-0.00015118i,9.1221e-05-0.00020302i
-0.0017319+0.0016968i,-0.00012337+0.0029297i,0.0008176+0.0028178i,0.0021636+0.00295i,0.0036547+0.0026773i,0.0034395+0.0014261i,0.0022889-0.00045752i,0.0012063-0.0011561i,-6.1752e-06-0.00031812i,-0.00031949+0.00071866i,0.00019028+0.001397i,-7.6253e-05+0.0008423i,-0.00011322-0.00061263i,0.00023328-0.0017428i,0.00039853-0.0011967i,0.00039189-0.00016605i,1.3676e-05+0.00010083i,0.00010312-0.00077758i,-0.00081457-0.00015274i,-0.0014803+0.00081271i,0.00011417+0.00053773i,0.0003659+0.00020755i,-0.00031869+0.00020417i
-0.00093598-0.00067381i,-0.00055998-1.0558e-05i,-0.00025815+0.00093289i,0.0008996+0.0019308i,0.002704+0.0022926i,0.0027574+0.0011625i,0.0013333-0.00087158i,0.00031611-0.001089i,-0.00017852+3.2914e-05i,6.5687e-05+0.00046243i,-0.00025005+0.00075217i,-0.00092214+0.00055377i,-0.0012214+3.2999e-05i,-0.0011386-0.00023676i,-0.00032846-3.4859e-05i,0.00054362-0.00019149i,0.00073685-0.0002357i,9.4175e-05+6.7144e-05i,-2.3379e-05+2.6511e-05i,0.00045201-4.1545e-05i,0.00083798-0.00014313i,0.00093233+8.3315e-05i,0.00088594+0.0010306i
-0.0012213+0.0004552i,-0.00098636+0.0015842i,-0.00075322+0.002731i,0.0010774+0.0029291i,0.003065+0.0023488i,0.0032423+0.0017736i,0.0011683+0.00050749i,-0.00061234+0.00035761i,-0.00090361+0.00046237i,-0.00079314+0.00020519i,-0.00034069+0.00070478i,0.00016103+0.00079923i,0.00039048-0.00061241i,0.001064-0.0013406i,0.0010372-0.00082777i,0.00010381+0.00071488i,-0.0001738+0.0011259i,0.00011753-0.00020969i,0.00065456-0.00093846i,0.0010631-0.00032315i,0.00081304+0.00095562i,0.00022073+0.00092192i,0.00018137+0.00049344i
0.0014079-0.0019155i,9.1234e-05-0.0025999i,-8.8657e-05-0.0021686i,0.00016067-0.00049215i,0.00041958+0.0015894i,0.0012358+0.0018731i,0.0014021+0.000171i,0.00023699-0.0010816i,-8.8525e-05-0.00089345i,0.00018404-0.00076705i,-0.0006184-0.00019303i,-0.00091748-0.00031495i,-9.6912e-05-0.00035511i,-0.00028107+0.0002504i,-0.00026033+0.00040954i,0.00027887+7.7119e-05i,0.00098637-0.00058641i,0.0010578-0.00070838i,0.00053672-0.00099876i,0.00056852-0.00094013i,9.8206e-05-0.0005152i,-0.000322-0.00044848i,-0.0001038-0.00038294i
0.0016167+0.0012586i,0.00081969+0.0017636i,0.00054116+0.0015141i,0.00099751+0.0018281i,0.0017192+0.0025512i,0.0019127+0.0012197i,0.00084361-0.00056477i,-0.00032766-0.00057141i,-0.00025481+0.0001556i,-0.00039683+0.00031927i,-0.00036769+0.0002978i,-0.00022751+0.00054905i,-0.00052029+0.00011647i,0.00026215-0.00039047i,0.0011934-0.00050399i,0.00095479-0.00071662i,1.0216e-05-0.00096773i,-0.0003244-0.00084359i,0.00016255+6.5602e-05i,0.00057918+0.0005562i,0.00057433+0.00030552i,2.8775e-05+0.00045729i,-0.00048411+0.00014797i
0.00023485-0.00043425i,0.001009-0.00078084i,0.001348-0.0012564i,0.0019262-0.0003685i,0.0025238+0.0013992i,0.0029022+0.0017092i,0.0019021+0.00080017i,0.00041333+0.00046461i,-0.0007946+0.0010073i,-0.00087305+0.00092304i,0.00010654+0.00039117i,0.00086662+9.114e-05i,0.00094408-0.00043336i,0.00021519-0.00025729i,2.3394e-05-5.986e-05i,7.0632e-05-0.00040783i,-5.8115e-05+0.00026066i,-0.00015307+0.00032173i,-0.00039899-0.00016969i,-0.00063053-0.00010413i,-0.00066229-0.0003853i,-0.00011661-0.00012122i,-0.00018833+0.0002685i
0.00053871+0.00047453i,0.00078602+0.0018235i,0.0012747+0.0026187i,0.00087273+0.0025267i,0.0011051+0.0017921i,0.0015012+0.001227i,0.0016112+0.00066485i,0.00066633+1.419e-05i,-0.00046308+0.00022135i,-0.00083569+0.00027582i,-0.0012904+1.6577e-05i,-0.00094769-0.00018225i,-6.6386e-05+0.00039369i,0.00046171+0.00073138i,0.00055583+0.00028546i,0.00076643-0.0002621i,0.00098261-0.00052999i,0.0013419-0.00047572i,0.00059216+0.00023389i,-0.0002682+0.0002776i,-0.00015939-0.00017538i,-0.00067247-0.00024378i,-0.00098087+0.00017841i
-0.00031958-0.0009278i,0.0010529-0.0010048i,0.0017859-0.00039877i,0.002007+0.00015165i,0.0025758+0.00088023i,0.002681+0.000183i,0.0011315-0.0013556i,-0.00015576-0.0009814i,-0.00062565-9.7103e-05i,-0.0010269-0.00023041i,-0.00067978-0.00048032i,0.00011568-0.00035977i,0.00046326+0.00021492i,0.00041397+0.00018971i,0.00038705-0.00040631i,0.00035988+0.00036244i,0.00024062+0.00059354i,0.0005352-0.00012297i,0.00089487-6.8088e-05i,0.00024332+0.0010366i,-0.00094988+0.001279i,-0.00087458+0.00051464i,-0.00013531+0.0010906i
-0.0010903+0.0003532i,-0.0017628+0.0012969i,-0.00084187+0.00077085i,0.00020657+0.0012886i,0.00056792+0.0022743i,0.0010996+0.0016401i,0.00051196+0.0002721i,-0.00098353+0.00051043i,-0.0013205+0.0012837i,-0.001098+0.0013921i,-0.0011675+0.00098433i,-6.6233e-05-1.6949e-05i,0.0013223+5.1862e-06i,0.0015074+0.00016928i,0.0015287-0.00062442i,0.0011248-0.00044593i,0.000304-0.00036676i,0.00032672-4.3559e-05i,0.0002062+1.4653e-06i,-0.00025889-0.00025244i,-0.00070172-0.00041748i,-0.00019165-0.00067328i,0.00057701-0.00071735i
0.00065789+0.00084975i,0.0012089-0.00031734i,0.00069801-0.00035372i,0.0014281+0.0010116i,0.0022414+0.0014022i,0.0019908+0.00027356i,0.00077647-0.0005886i,-0.00045001-0.00034949i,-0.0010304+0.00016964i,-0.00074069-0.00025788i,0.00013121-0.0002731i,0.000264+0.00032898i,-0.00075645+0.00054222i,-0.00088684+0.00076667i,-0.00054703+0.00081163i,-0.00044044-2.6593e-05i,5.2638e-05-0.00048621i,0.0009171-0.00011484i,0.00080446-0.00048507i,0.00021924-0.00047345i,0.0003393-0.00019747i,0.00081035-0.00041521i,0.00091431-0.00041263i
0.00048068+0.00052001i,0.00090465+0.00088353i,0.0007053+0.00088431i,0.00041739+0.00027612i,0.0015119+0.00066115i,0.0020056-0.00052837i,0.00063125-0.00080299i,-0.00029764+0.00042533i,0.00010374+0.00091479i,0.00015405+0.0012554i,-0.00019782+0.0013431i,-0.00010883+0.0001049i,0.00024143-0.0003671i,0.00046316+0.0004887i,0.00027919+0.00077334i,-0.00012691+0.00022547i,-0.00023975-1.5657e-05i,-0.00010454+0.00055762i,-0.00037456+0.00086926i,-0.0011131+0.00059112i,-0.0014102+0.00047917i,-0.00047679+0.00044839i,-6.9927e-05+0.00076838i
4.2068e-05-0.001585i,0.0010542-0.00037222i,0.0017156+0.00084739i,0.0012954+0.0028592i,0.0016919+0.0037566i,0.0022341+0.0019233i,0.0017126+6.4095e-05i,0.00077126-0.00082936i,-8.3874e-05-0.00052361i,-0.00061322+0.00019839i,-0.00042322+4.1699e-05i,-9.8204e-05+0.00018356i,0.00017816+0.0004574i,0.0009031+0.00072364i,0.00085663+0.0006108i,0.0001123+0.00036279i,-1.3994e-05+0.00045753i,-0.00016783+0.00026449i,-0.00040728+0.00011183i,9.6895e-05-2.517e-05i,0.00019664-0.00051273i,-0.0003298-0.00063095i,-0.00052055-0.00010111i
-0.00088098+0.00014394i,-0.00068717+0.00091384i,-0.0014977+0.00176i,-0.0009809+0.0023799i,0.00096104+0.003318i,0.0023922+0.0017767i,0.0019103-0.001163i,2.4202e-05-0.001533i,-0.00060525-0.00063773i,4.7348e-06+0.00021637i,-0.00027145+0.00068201i,0.00047656+0.00010469i,0.00079254-0.00048965i,0.00016362-0.0007811i,0.00077931-0.00052426i,0.001062+0.00035173i,0.00069594-0.00048787i,0.00064308-0.0016892i,0.00029093-0.00131i,-0.00043277+0.00017003i,-0.0006492+0.00079601i,-5.1585e-05+0.00030773i,-0.00021562+0.00046424i
0.0021894-0.0005296i,0.0016854-0.00037149i,0.0012008+0.00075052i,0.0015835+0.001229i,0.0026625+0.0012916i,0.0021577+0.0018814i,0.00069314+0.00092548i,-0.00023785+0.00036452i,-0.00064794+0.00048285i,-0.00060442+0.00018236i,-0.00051737+0.00043141i,-0.0003849+0.00038798i,2.9867e-05+5.7142e-05i,0.00024375-8.9939e-05i,0.00051043+0.00046742i,0.00053039+0.00023806i,0.00028524-0.00051491i,0.00023124-0.00067184i,-1.0213e-05-0.00062804i,-0.00015761-0.00040083i,0.00079942-0.00014475i,0.0008094-0.00016595i,0.00034523-0.00016693i
-0.00054397+0.00016795i,-9.9266e-05+0.00011867i,0.00023334+0.0016064i,0.0012141+0.0020139i,0.0022104+0.0016103i,0.0019929+0.0010015i,0.0014081+0.00038025i,0.00084659-0.00042027i,0.00026601+0.00029194i,0.00025499+0.00065409i,8.1004e-05-0.0003599i,-0.0004205-0.00040926i,-0.00010566-0.00024211i,0.00012461+8.1864e-05i,-0.00051742+0.00014815i,-0.0011888-0.00030106i,-0.00033303-0.0008382i,0.00017385-0.0009815i,-0.00073202-0.00068442i,1.3999e-05+1.4236e-05i,0.0012536+0.00074789i,0.00055507+0.00070554i,0.00019462+0.0007351i
-0.00046363+0.00078577i,0.00057569+0.00041117i,0.0010034+0.0012562i,0.0013678+0.0027597i,0.0027236+0.0028145i,0.0028543+0.0014251i,0.0016226-0.0002042i,0.00042769-0.00061428i,-0.00085722+8.2254e-05i,-0.0014341+0.0012636i,-0.00057419+0.0011525i,0.00015588-0.00024638i,0.0004509-0.00088355i,-1.077e-05-0.00052583i,-0.00034222+0.00031225i,0.00030417+0.000435i,0.00043639-0.00010535i,0.00017987-0.00042285i,-0.00032015-3.7321e-05i,-0.00090056-0.00051575i,-0.00061309-0.00080468i,-0.00074533-7.158e-05i,-0.0010276+0.00022467i
8.4194e-05+5.898e-05i,-7.4316e-05+0.00081962i,-0.00032356+0.0017469i,0.00075759+0.0023957i,0.0020066+0.0028309i,0.0019091+0.0011134i,0.00086715-0.00072194i,-0.00020397-0.00063519i,-0.0012975-0.00069782i,-0.00099095-0.00056389i,3.1583e-05+0.00013712i,0.00046203-0.00023749i,0.0010449-0.00049523i,0.00042114-0.00075414i,7.6077e-05-0.0012191i,0.00067231-0.00044498i,0.00068002+0.0003773i,0.00043654+0.000404i,-0.00052085+0.00073664i,-0.0011416+0.00082511i,-0.00093682+0.00056786i,-0.00066586+0.00013571i,0.00030695-0.00041238i
-0.0018095+0.00032512i,-0.0019315+0.00053745i,-0.0016904+0.0010252i,-0.00020646+0.0020983i,0.0014553+0.0024081i,0.0020895+0.0012903i,0.0016776+3.9738e-05i,0.00076194-0.0001891i,0.00024059+0.00093992i,0.00024933+0.0010896i,0.00027359+0.00023449i,0.0010065+4.9373e-05i,0.00097271-7.0432e-05i,0.00041251-0.00036863i,0.00075016-0.00024322i,0.00072696+0.00066415i,-6.6518e-05+0.0011095i,-0.00016706+0.00022685i,-0.00015187-0.00013524i,-0.00060006-0.00057196i,-0.00010144-0.00052381i,0.00013385-7.6071e-05i,5.0713e-05+0.00023036i
0.00037816-8.3088e-05i,0.00057196+0.0010719i,0.00010397+0.0013176i,0.00065813+0.0015886i,0.0021803+0.0027214i,0.0027705+0.0022691i,0.0013642+0.00030478i,-0.00019856-0.00033896i,-0.00076362-0.0002859i,-0.00095497-0.0005637i,-0.0010087-0.00064773i,-0.00036105-7.5347e-05i,0.00072963+0.00014513i,0.00047745+0.00034628i,-0.00029397+0.00040158i,-0.00049711+9.5706e-05i,0.00013083-0.00010278i,0.0007657+9.528e-05i,0.00071593+0.00033742i,0.0010151+0.00011186i,0.00081322-0.00070265i,-8.9201e-05-0.0007596i,-0.00032887-0.0005325i
-0.0018039-0.00076295i,-0.0016429+0.00067986i,-0.0023216+0.0015102i,-0.00081082+0.0018196i,0.0015698+0.0019561i,0.0013321+0.0016575i,0.00031646-8.0457e-05i,-9.6213e-05-0.0010361i,-0.00055796-0.0006336i,-0.00073407-1.2399e-05i,-0.00074576-6.2698e-05i,-0.00091892-3.3851e-05i,0.00025299-0.00014076i,0.00070037-0.00040032i,-0.00010187-0.0004037i,-0.00021801-0.00033072i,4.9752e-05-9.3216e-05i,9.1939e-05+0.00015299i,-0.0005308-0.00034056i,-0.00038166-0.0007129i,0.00016885-0.00010113i,-0.00051759-3.9365e-05i,-0.00031712-0.00071716i
0.0008492+0.0005107i,-0.00014608+0.00077894i,0.00016223+0.0016398i,0.00017498+0.0030376i,0.00095353+0.0035909i,0.0018507+0.0023789i,0.00078543+0.00039931i,-0.00053056-0.00056593i,-0.0010137-0.00047711i,-0.00058886-0.00021747i,-1.0704e-05-1.9386e-05i,8.4926e-05+0.00051346i,0.00063214+0.0007111i,0.00052738+0.00067916i,0.00057864+0.00026725i,0.0010504+6.5679e-07i,0.0007506+0.00019564i,0.00024582-0.000171i,0.00025024-0.00032002i,0.00053947+2.5274e-05i,0.00079366-5.8411e-05i,0.00095032-0.00015479i,0.0005824+0.00029785i
-0.0011171-0.00099454i,0.00011562-0.00084197i,-5.7881e-05+0.00080193i,0.00053765+0.0024893i,0.0020432+0.0029499i,0.002921+0.0024584i,0.0018642+0.0010591i,-0.00056915-3.9348e-05i,-0.0010856-0.00020516i,-0.00039584-7.1697e-05i,-0.00057328+0.00012321i,-0.00059702-0.00020887i,0.00019288-0.00017824i,0.00090879+0.00029306i,0.00048418+0.00070415i,0.00034437-0.00016166i,0.00065877-0.00055598i,0.00077562+0.00016841i,0.00067799+0.00030001i,0.00033559+0.00022244i,0.00015554+8.9643e-05i,0.00010782-0.00014164i,0.0005277-0.00032051i
0.00068526+0.00069191i,0.00074894+0.00074311i,0.00093941+0.00082184i,0.00093067+0.00074145i,0.0024263+0.0011572i,0.0025135+0.0008668i,0.00048539-0.00027133i,-0.0010466-0.00083772i,-0.0010683-0.00014946i,-0.00065699+0.00030432i,-0.00038949-0.00022769i,0.00042455-0.00066638i,0.00086145-0.00029133i,0.00035746+8.8035e-05i,0.00010484-0.00038851i,0.00024107-0.0011062i,0.00047609-0.00065488i,0.00088962+0.00015281i,0.00067466-0.00020472i,-0.00031987-0.0008354i,-8.6218e-05-0.00051659i,0.00030271-0.00011698i,0.00022853-1.7232e-05i
0.0024427+0.0011725i,0.001992+0.00060033i,0.0019528+0.00011614i,0.0022187+0.00057438i,0.0019615+0.00020468i,0.0017756-0.00062097i,0.00098379-0.00093274i,-0.00015249-0.00094169i,0.00017125-0.00039017i,0.00061515+0.0001095i,9.7139e-05+7.6177e-05i,0.00026018+0.00013525i,3.7411e-05+0.00063597i,-0.00015298+0.00078535i,0.00043879+0.00012961i,0.00072114+0.0003351i,0.00074182+0.00063311i,0.0010648+0.00013563i,0.00070059-0.00022974i,-0.00025443+5.5292e-05i,-0.00017734+0.00069335i,0.00034947+0.00028642i,0.00078608-0.00033654i
-5.0798e-05+0.0004627i,0.0011415+0.00051471i,0.0018071+0.0017299i,0.0013067+0.0028969i,0.0017293+0.0024768i,0.0019948+0.0011335i,0.0011796-0.00045916i,-0.00017104-0.0011176i,-0.0012252-0.00019875i,-0.0012474+0.00024126i,-0.00057826+0.0002229i,-0.00012854+0.00021125i,0.00022206-0.00045657i,0.00040946-0.00096165i,0.00072966-0.00092141i,0.00036206-0.00035501i,6.3409e-05-0.00045393i,0.00055665-0.0011997i,0.0010581-0.00087877i,0.00044853-0.00012301i,-0.00015693-0.00023386i,-9.0693e-06-0.00054314i,0.00024698-0.00082686i
-0.00083032-0.0014162i,-0.0019409-0.0017496i,-0.0020595-0.0010867i,-0.00035743+0.00050579i,0.0012339+0.0014443i,0.0018149+0.0010699i,0.0014348-0.00028172i,0.00013919-0.0013511i,-0.00086987-0.00099413i,-0.00073904-0.00055749i,0.00027663-0.00011914i,0.00086348+0.00030583i,0.00128-3.4364e-05i,0.0005876-0.00054119i,-0.00047464-0.0013581i,-0.00044122-0.0015075i,0.00051227-0.0011755i,0.0015937-0.00015509i,0.001759+0.0004999i,0.0007714+0.00065654i,0.00016399+0.00043722i,0.00061101-0.00029952i,0.001011-0.00086304i
0.00085526+0.0018194i,0.0015279+0.0025382i,0.0010477+0.0024091i,0.0013219+0.0024508i,0.0020434+0.0016554i,0.002319+0.00080389i,0.0011229-0.0004148i,-8.022e-05-0.00068371i,-0.00036429+0.00054483i,-0.00094729+0.001048i,-0.00078512+0.0010482i,-0.00044854+0.00040839i,-0.00022188+0.00018224i,-0.00010214+0.00067842i,-0.00028039+0.0015148i,0.00011999+0.00066058i,0.00043222-0.00057497i,0.00072277-0.00060071i,0.0002235-7.1388e-05i,-0.0005395-0.0002818i,5.9881e-06-0.0007318i,0.00037625-0.00073608i,0.00058206-0.00049547i
-0.0022693-0.00014572i,-0.0026401+0.0010519i,-0.0029677+0.0026252i,-0.0013075+0.0034727i,0.001669+0.0033703i,0.0029171+0.0013866i,0.0010498-4.7947e-05i,-0.00076605+0.00058033i,-0.0016596+0.0017067i,-0.0015079+0.0012689i,-0.00013784-9.4528e-05i,0.00097234-0.0010555i,0.00091868-0.00099393i,0.00050581-0.00079043i,0.0006213+0.00018931i,0.00081684+0.0007359i,0.00066408-0.00024639i,0.00062532-0.0010052i,0.00024079-0.00097494i,-0.00041098-0.00045793i,-0.0002741-0.0004735i,0.0010252-0.00088804i,0.0013307-0.00042537i
0.00036092+0.00071956i,0.0017254+0.00091144i,0.0019955+0.0012416i,0.0019224+0.0020005i,0.0022011+0.0027125i,0.0021348+0.0017237i,0.0012547-0.00044298i,0.00030208-0.0007424i,-0.0002552-8.0348e-05i,-0.00048572-0.00012954i,-0.00080618+0.00042331i,-0.00067545+0.00057076i,-1.6958e-05+0.00021862i,0.00028624-1.6039e-05i,-3.3502e-05-3.0185e-05i,-5.0539e-05+0.0004552i,0.00066951+0.0002652i,0.00050345-0.00044928i,0.00025061-0.00052315i,0.00037703-0.00070196i,5.5842e-05-0.00049655i,-0.0001098+0.00056151i,-3.5869e-05+0.00076209i
-0.0015444-0.00028336i,-0.0012814-0.00085551i,-0.0017992-0.00055667i,-0.0010614+0.0016311i,0.00051922+0.0033084i,0.0013438+0.0024452i,0.0014749+0.00053777i,0.00036358-8.5228e-05i,-0.00057569+6.9369e-05i,-0.0013255-9.1658e-05i,-0.0014448+0.00025902i,-0.00097013+0.0012161i,-0.00049552+0.0010149i,0.00029209+0.00069911i,0.00062878+0.0008958i,0.00045848+0.00063062i,0.00063457+0.00026806i,0.00081632-0.00035098i,0.00060824-0.00030531i,0.00047103+0.0001037i,-0.0003147+0.00023917i,-0.00069534+0.00058724i,6.4805e-05+0.00072617i
0.002121-0.00022154i,0.0015974-0.00039825i,0.00147-0.0013077i,0.001839-0.00078402i,0.0021375+0.0012823i,0.0021345+0.0018765i,0.0018835+0.00053538i,0.00046755+0.00029731i,-0.00030025+0.00074381i,-0.00041246+0.00072757i,-0.0012955+0.00078278i,-0.00094803+0.00041723i,-0.00033458-0.00031769i,-0.00010831-0.00012085i,-8.5653e-05-2.4357e-05i,2.0533e-05-0.00061259i,0.00083927-0.00076142i,0.0010016+0.00048816i,0.00064526+0.0012163i,0.00024215+0.00039931i,0.0004715-6.5463e-05i,0.000988+0.0009075i,0.0010766+0.0012965i
0.00091698+0.00073003i,-0.00021662-0.00021675i,0.00018333+0.00017434i,0.0015535+0.00082709i,0.0025381+0.00027983i,0.0019719-0.00061865i,0.00024349-0.0012942i,-0.00069812-0.0010195i,-0.0008523-0.00059857i,-0.00052732-5.098e-05i,-5.9216e-05+0.00058527i,-3.041e-05+0.00057407i,-0.00065507+0.00011992i,-0.00035248+0.00062974i,0.00014023+0.0014428i,-0.00012409+0.00096757i,-6.8348e-05+0.00014652i,-0.00029445-0.00055669i,-0.00045885-0.00055957i,-0.00051148-0.00015701i,-0.00071116+3.4699e-05i,0.00018028-0.00033447i,4.3263e-05-9.0831e-05i
0.0018353-0.001661i,0.0018465-0.00073951i,0.0017641-0.0015816i,0.001303-0.00077857i,0.0010681+0.001257i,0.0020073+0.0019113i,0.0016172+0.00091529i,0.00025315-0.00021849i,-0.00038236-0.00063057i,-0.0010117-0.0004244i,-0.0010256-0.00028332i,6.8146e-05-0.00066939i,0.0011738-0.00079033i,0.0013938-0.00057938i,0.0011993-0.00078634i,0.00080249-0.00095147i,0.00061687-0.00030048i,0.00062558+0.00032176i,0.0009087+0.00056306i,0.00088344+0.00038026i,0.00065535+0.00067949i,0.00035163+0.00095196i,0.00035274+0.0011038i
-0.00093966+0.0010228i,-0.00091115+0.002107i,-0.00091839+0.0021007i,0.0005064+0.001716i,0.0025016+0.0018024i,0.0030073+0.0013527i,0.0013603+0.00029614i,-0.00077153-0.00018658i,-0.0015585-3.9344e-05i,-0.0013703+0.00032526i,-0.00088289+0.0008682i,0.00017867+0.00051821i,0.0004737-0.00010429i,0.00025272-0.00032392i,6.8318e-06-0.00025627i,0.00012258-0.00017511i,0.00025722-0.00068985i,-0.00021637-0.0010353i,-1.9603e-05-0.00016808i,0.00035865+0.00014097i,0.00047235+4.2936e-05i,2.3172e-05+0.0001211i,-0.00043045-6.0554e-05i
0.00057674+0.0010223i,0.0018437+6.4804e-05i,0.0028361+0.00036782i,0.0031454+0.0018464i,0.0029617+0.0027575i,0.0020558+0.0012758i,0.0010712-0.00099349i,-0.00010934-0.00087377i,-0.0011688-0.00031712i,-0.0012364+0.00011285i,-0.0010781+0.001282i,-0.00087+0.0010433i,-0.00034287-4.7593e-05i,0.00035509-0.00018694i,0.00076721+8.3387e-05i,0.0010772+0.00015212i,0.0005268+4.5223e-05i,-0.00044036-0.00029224i,-6.5372e-05-0.00044547i,0.00047769-0.00060168i,0.00071554-0.00011885i,0.00022711+0.00042549i,-0.0007166+0.00065602i
-0.0016505+0.00042606i,-0.0026916+0.0012706i,-0.0019666+0.0023682i,0.00043863+0.0032456i,0.0018853+0.0034112i,0.0030324+0.001733i,0.0025251-0.00057147i,0.00027647-0.0012842i,-0.00084015-0.00055741i,-0.00080952-0.00063963i,-0.000489-0.00074301i,0.00031932-9.38e-05i,0.00053329+0.00040219i,9.2788e-05-5.6378e-05i,0.00016116-0.00045072i,5.0659e-05-0.00018196i,0.00060051-0.00045077i,0.0012685-0.00016197i,0.00073535+0.00081094i,0.00033833+0.00042312i,0.00061335-0.00066788i,0.00073931-0.00027705i,0.00048456+0.00024078i
0.00082479+4.7248e-05i,0.0020342-0.00089947i,0.0023033-0.00054503i,0.0018156+0.0010591i,0.0021401+0.0021791i,0.0020504+0.0016616i,0.0014754-0.00010451i,0.00061829-0.0011405i,-0.00012072-0.0013917i,-2.1533e-05-0.001367i,0.00015856-0.00058597i,0.00020269-1.8283e-05i,7.3749e-05-0.00057461i,0.00037563-0.00089398i,0.0006673-2.9424e-05i,0.00039742+0.00075728i,0.00065097+0.00063469i,0.00041602+0.00052706i,-0.00067747+0.00052376i,-0.00030177+9.7851e-05i,0.00024235+1.4309e-05i,-0.00038444+0.00015686i,-0.00043765+0.00024871i
0.00019032+0.0035219i,0.00051684+0.0040533i,0.0015009+0.0038736i,0.0024817+0.0023883i,0.0029051+0.00060161i,0.0021539-0.0006263i,0.00087805-0.0011422i,-0.0002731-0.0010695i,-0.00060991-0.0011198i,-0.00023734-0.0011594i,9.728e-05-0.00063938i,-4.7281e-05-0.00040614i,-0.00046555-0.00019937i,-0.00018273+6.6932e-05i,0.00062592+0.0007112i,0.0012954+0.00085999i,0.00074144+0.00056445i,-0.00025884+0.00018023i,-0.00026301-0.0002914i,-0.0001975-0.00037261i,-0.00063793-0.00018297i,-0.00071238-0.00010113i,-0.00084916-0.00033211i
-0.00050357-0.00072853i,-0.00083009-0.0013948i,-0.00072558-0.00066396i,-0.00035296+0.0010476i,0.0010222+0.0024904i,0.0018021+0.0019775i,0.0011884+6.8034e-05i,-2.0401e-06-0.00090233i,-0.00053921-0.00028733i,-0.00079591+0.0006292i,-0.00069034-0.00022697i,-0.00010317-0.0014544i,0.00031221-0.0010748i,-0.00012283+0.00014037i,-0.00039089+0.00013067i,-0.00016791-0.00023851i,0.00059168-0.00079756i,0.0010588-0.00092553i,0.00085998-0.00042i,0.00063203-1.4476e-05i,-5.1556e-05+0.00017602i,0.00018951+0.00067706i,0.00061552+0.00032064i
0.0005521+0.0011318i,0.00050894+0.0022011i,1.9771e-05+0.0029011i,0.00013488+0.0034837i,0.001261+0.0037193i,0.0024267+0.0032144i,0.0016067+0.0014232i,-6.3167e-05-0.00046008i,-0.0010609-0.00043177i,-0.0009138-7.731e-05i,-0.0010157+0.00016428i,-0.0011401+0.00035342i,0.00015761+0.00041799i,0.00038789+0.00019399i,-0.00018021-7.7133e-06i,3.2714e-05-2.3901e-05i,0.00062801-0.00011126i,0.00053423-0.00025578i,0.00036776-0.00061807i,0.00024717-0.0004194i,0.00019886-0.00014961i,-0.00013291-0.00021701i,-0.00020254-0.00064713i
-1.0532e-05+0.00048036i,-0.00015757-0.00064644i,-0.00014571-0.0011648i,0.0013195-0.00024315i,0.0028419+0.00098663i,0.0021168+0.00071085i,0.00074746+0.0003739i,0.00039373+0.00074168i,0.00079426+0.00068369i,0.00025584+0.00048888i,-0.00037481+0.00060131i,-0.00012583+0.0008313i,-0.00021102+0.00065749i,-0.00052172+0.00063999i,-0.00055981+0.00029141i,-0.00053925-0.00062782i,-0.00078898-0.0005591i,-0.00026077-0.00016488i,0.00015188+0.00013703i,-0.00062841+0.00074675i,-0.000772+0.00050285i,-0.0002594+0.00014767i,0.00032929+0.00021571i
0.00081821+0.0015941i,0.00027756+0.0020601i,-0.00026974+0.0024376i,-0.00017162+0.0029006i,0.0006843+0.0032454i,0.0019938+0.0020451i,0.0019309-0.00062503i,0.00026552-0.00053884i,-0.00056719+0.00027347i,-0.00022276+5.7647e-05i,-5.404e-05+0.00045648i,0.00013107-5.9425e-05i,0.00050624-0.00023361i,0.00017163+0.00038284i,5.1253e-05+0.00021431i,0.00046589-0.00041471i,0.00054617-0.0001897i,0.00045276+0.00053719i,0.00021708+0.00029918i,0.00042418+0.00033387i,0.00039647+0.00045853i,3.9122e-05-0.00025728i,-0.00046468-0.0006307i
-0.0011458-0.0007301i,-0.0012299-0.00084554i,-0.00049494-0.00035605i,0.00052381+0.0011063i,0.0014389+0.0026494i,0.0022729+0.0022559i,0.0015103+0.00070998i,0.00045893-0.00045031i,0.00019114-0.00097393i,-0.00014902-0.0010352i,-3.2886e-05-0.00017165i,0.0004803+0.00025863i,0.00057916+0.00022521i,-5.9791e-05-0.00014333i,1.3193e-05-0.0005787i,0.00082181-0.00042231i,0.00071448-0.00027839i,-0.0001881-0.00058673i,-4.4847e-05-0.00078038i,0.0005475-3.3964e-05i,4.4154e-05-0.00014506i,0.0001234-0.00079215i,0.001002-0.00039509i
