-0.0013532-0.00063584i,0.00023578+0.0004372i,7.6554e-05+0.0014478i,-6.7527e-05+0.0020865i,0.0014016+0.0016071i,0.0019358+0.00019466i,7.4666e-05-0.00028075i,-0.0012547+0.00087639i,-0.0013344+0.0013674i,-2.3988e-05+0.00079073i,0.0015182+0.00020124i,0.00085334-0.00044659i,-0.00043181-0.0010609i,-0.00071034-0.0013687i,3.1541e-05-0.00053224i,0.00052075-4.4148e-06i,8.8361e-05-1.2101e-05i,-0.00033904+0.00047331i,-4.2166e-05+0.0006004i,-0.00016067+0.00027499i,-0.00018474-1.9417e-06i,-7.6978e-05-0.00015118i,9.1221e-05-0.00020302i
0.0016596+0.0022103i,0.0013118+0.00068866i,0.0019724+0.00038657i,0.0027998+0.00015599i,0.0026892+0.00036728i,0.0019069+0.00036093i,0.00078018-0.00057404i,-0.00025065-0.00074899i,-0.00019744+0.00032873i,-0.00041677+0.00046231i,-0.00080295-3.8237e-05i,-0.00064646-0.00024164i,-0.00065825-0.00061085i,-0.00039564-0.00086837i,0.00028181-4.7534e-05i,-0.00015527+0.00075961i,-0.00045045+0.0010806i,1.6393e-05+0.00054094i,-8.9379e-05+0.00018206i,-0.00056461-0.00014721i,-0.00025526-0.00063588i,-0.00030785+3.1942e-06i,-0.00086425+0.0003089i
-0.00027954+0.0013865i,0.0007522+0.0011647i,0.00046825+0.00067198i,-0.00052072+0.0013813i,-0.00011517+0.0020133i,0.00094588+0.00093495i,0.00062541-0.00025607i,-0.00046652-0.0004795i,-0.00030813-0.00063967i,-0.0002236-0.00064235i,7.5627e-05-1.0894e-05i,0.00047287+0.00064528i,-7.4255e-05+7.7639e-05i,-0.00028293-0.0013614i,0.00069685-0.0010544i,0.00040647+0.00052935i,-0.00072831+0.00071398i,-0.00034392+0.00013466i,0.00044778+0.00043127i,0.00049809+0.0010572i,0.00030645+0.00093887i,0.00023336+0.00057894i,0.000106+8.8034e-05i
-0.0011285+0.00048247i,-0.00031725+0.00046406i,0.0003958+0.0019536i,0.0021063+0.0028057i,0.0030079+0.0027359i,0.0027882+0.0015221i,0.0023895-0.00012681i,0.00086167+1.244e-05i,0.00018017+0.00097519i,-0.00044565+0.00039093i,-0.0011005-0.00042108i,-0.00080111-0.00032272i,-0.00011578+0.00010313i,0.00055733+0.00053868i,0.00055824+9.2761e-05i,0.00038172-0.00080525i,0.00035846-0.001022i,0.00019098-0.0011157i,0.00020269-0.00092253i,0.00038535-0.00074793i,-0.00044942-0.00078802i,-0.0007947-0.00021303i,-0.00025701+0.00025045i
0.0010498-0.0012162i,0.00069003-0.0011114i,0.00062203-0.00061129i,0.00080099+0.0013693i,0.00066314+0.0026362i,0.00064509+0.0015266i,0.0005202-0.00040649i,-0.00014024-0.0010716i,-3.8524e-05-0.0005691i,-1.3148e-05-6.0233e-05i,-0.00081206+0.00065697i,-0.00037059+0.0010046i,0.000193+0.000469i,0.00029095-0.00022483i,0.00059029-0.00028646i,0.00051644-0.00021581i,0.00043794-0.00061863i,8.4837e-05-0.00089785i,-0.00052615-0.00049588i,-0.00036097-0.00031261i,3.6969e-05-0.00027878i,-0.00066531+0.00036465i,-0.00093879+0.0006682i
0.001073-0.0013576i,0.00019936-0.0023463i,-0.00034357-0.0013409i,-0.00024875+0.00072044i,0.00031812+0.0019227i,0.0018148+0.001496i,0.0020587-0.0006306i,0.000568-0.0014479i,-0.00048928-0.0011567i,-0.00036072-0.00032355i,7.6258e-05+0.00055734i,0.00051175+0.00043936i,0.00060929+0.00025116i,0.0008699-0.00033851i,0.0012183-0.00049834i,0.0013493-0.00017323i,0.00073216-0.00013459i,0.00043405+0.00046489i,0.0006099+0.00058455i,0.00031278+0.0002381i,3.8575e-05+0.00046659i,-0.00038682+0.00055049i,0.00021896+0.00073523i
-0.00054833-0.00026758i,0.0011619-0.00080249i,0.0016598+0.00049298i,0.0017386+0.0025531i,0.0021812+0.0025567i,0.0022799+0.0010585i,0.00074299-0.00058214i,-0.00074247-0.0015775i,-0.0011452-0.00094997i,-0.00076039-7.8903e-05i,0.00015429-0.00034782i,0.0012015-0.00078911i,0.0011635-0.00038008i,0.00072679-0.00044123i,0.00068462-0.00056483i,0.00010926-0.00044769i,-0.00016503-0.00065497i,-4.7475e-05-0.00013497i,0.0001142-6.7059e-05i,6.9851e-05-0.00060816i,-0.00056668-0.00023495i,-0.00064385+0.00035233i,0.00017886-0.00021379i
0.0019333+0.00093728i,0.0014958+9.9582e-05i,0.0017831+0.00028138i,0.0019991+0.0011052i,0.0013856+0.0013208i,0.00051115+0.00044119i,0.00026746-0.00030415i,-0.00041527+0.00023063i,-0.00066622-7.2846e-05i,-0.00080899-0.00097587i,-0.00067686-0.00061559i,-0.00045048+0.00058765i,-0.00045071+0.00097769i,-0.00029109+0.0012245i,-0.00021806+0.00096379i,0.00013415-0.00053674i,0.00066542-0.00078135i,0.00046273+0.00022444i,-0.00024107+0.00082752i,-0.0003085+0.00045069i,-4.1412e-05+0.00065288i,-0.0001289+0.00041219i,-6.3438e-05-0.0004852i
-0.00047357+0.00062394i,-0.00031701+0.00051381i,-0.00036117-0.00027274i,0.00014683+0.0014457i,0.0014559+0.0031166i,0.002902+0.0019482i,0.0024169+0.00011274i,0.00080807-0.00030222i,-1.1604e-05+0.00053942i,-0.00043085+0.00088742i,-0.00081383+0.00054713i,-0.00016192+0.00031751i,-9.8143e-05+0.00043156i,-0.00058338+0.00036933i,-0.00034034+9.4934e-05i,-0.00040383-0.00058705i,-0.00028092-0.00054949i,0.00071058+0.0001674i,0.00020778-5.1911e-05i,-0.00040689+0.00016084i,-0.00057595+0.00073106i,-0.00052944+0.00015586i,-0.00035593+0.0004464i
-0.0014697-0.00039596i,-0.0017737+0.00057203i,-0.00088407+0.0013937i,0.00084446+0.0021973i,0.0021776+0.0040369i,0.0025812+0.0035472i,0.0015254+0.0014851i,0.00039679-0.00015327i,-0.00051794-0.00080985i,-0.00091212+1.7753e-05i,-0.00030083+0.00085376i,0.00050647+0.00098039i,0.0005882+0.00093777i,0.00016949+0.0007052i,-0.00050783+0.00073526i,-0.00046404+0.0010261i,8.8943e-05+0.00083113i,0.00032762-5.6996e-05i,6.8121e-05-0.0004496i,-0.0004279+4.4745e-05i,-0.00058028+0.00054414i,-0.00049299+0.00052811i,-0.00070075+0.00039249i
0.0025009-0.001238i,0.0034822-0.0016989i,0.0029933-0.0027275i,0.0014503-0.00232i,0.00047079-0.0007922i,0.001585-0.0010368i,0.0016026-0.0030873i,-0.0011376-0.0048498i,-0.0040156-0.0048302i,-0.0047376-0.0031914i,-0.0040866-0.0012457i,-0.0026769+0.00027299i,-0.0011231+0.0013042i,-0.00083436+0.0015071i,0.00019623+0.00096515i,0.0014079-0.00035196i,0.00086566-0.0015541i,-0.00028942-0.0012046i,-0.00049133-0.0011101i,-0.00031566-0.00089194i,-0.00032165-1.3091e-05i,-0.0004308+0.00016726i,-0.000407+0.00040945i
-0.00052209+0.00091516i,-0.0010484+0.0017131i,-0.001343+0.0022076i,-0.00041054+0.0027943i,0.0014551+0.0035732i,0.0030012+0.0022913i,0.0025026-4.3707e-05i,0.00068589-0.00077079i,-3.0108e-05-0.00020189i,0.00030878+0.0004287i,0.0008495+0.0006315i,0.0015516+0.00047791i,0.00048703+0.0011614i,-6.2448e-05+0.00090774i,0.0011802+0.00070556i,0.0016779+0.00049899i,0.0013231+0.00022639i,0.00024733+0.00010145i,-0.00010145-0.00025972i,-0.00058129-5.3184e-05i,-0.00046705-6.0176e-05i,0.00038212-0.00026471i,0.0007568-0.0005426i
0.00074766+0.0011456i,0.0026225-0.00050713i,0.0033452-0.00023852i,0.0027432+0.0016213i,0.0028557+0.0028827i,0.0026942+0.0010137i,0.0006276-0.0012334i,-0.00087953-0.0011594i,-0.0010696+0.00034096i,-0.00084683+0.0008083i,-0.00034467-0.00010116i,-7.8487e-05-1.6765e-05i,-3.0117e-05+0.00014726i,0.0002353+0.00047931i,0.00047091+0.00047576i,0.00064658+0.000325i,0.00072516-5.9052e-05i,0.0013266-0.00051906i,0.00097119-0.00021088i,0.0005199+0.0003843i,0.00047217+0.00075092i,0.00018491+0.00079114i,0.00012147+0.00029266i
-0.0010793+0.0015557i,-0.001463+0.0025105i,-0.00042304+0.0035913i,0.0016518+0.0047501i,0.0028922+0.0048242i,0.0035272+0.0029248i,0.0023121+0.00056832i,0.00034967-0.00073592i,-0.00041398-4.8408e-05i,-0.00094141+0.00086703i,-0.0013403+0.00054442i,-0.00078323-0.00029227i,-0.00031124-0.0012448i,0.00053237-0.0011277i,0.00064496-0.0011601i,0.00029329-0.00045929i,0.00046508+0.00024691i,0.00010948-1.2315e-05i,0.00024409-1.2875e-05i,0.000636-0.00030893i,0.0002597-0.00048574i,-0.00036796+7.5491e-05i,-0.00040812+0.00059879i
0.0018476+5.405e-05i,0.0016054-0.0001178i,0.0011808+0.00019646i,0.0010355+0.00086362i,0.00082498+0.0013988i,0.00098731+0.00088145i,0.00011625-0.00015899i,-0.0010997-0.00015468i,-0.0010845-0.0003318i,-0.0007549-0.00010717i,-0.0009736+0.00040816i,-0.0007288+0.00074464i,-0.00013175+0.00045563i,-0.00017529+0.00011862i,-0.00018467-0.00046843i,0.00039416-0.00096085i,0.0010631-0.00039596i,0.00076848+0.00045965i,-0.00027912+0.00065806i,-0.00050413-2.8051e-05i,-5.698e-06-0.00044031i,0.00045891-0.00057772i,0.00030457-0.00046312i
0.00022056+0.0013554i,0.0002947+0.0017854i,-1.8085e-05+0.0026972i,0.0010448+0.0034597i,0.001314+0.0034468i,0.00033+0.001503i,-0.00015611-0.00049426i,-0.00067517-0.0011445i,-0.0011108-5.7922e-05i,-0.00098263+0.0006413i,-0.00018426+0.00037169i,-0.00032219+0.00094384i,-0.00031299+0.0011559i,6.0183e-05+0.0010432i,0.00053319+0.00070598i,0.00084385+0.00077278i,0.00044643+0.00048334i,0.00040077+2.671e-05i,0.00030288-0.00035423i,0.00045894-0.0012007i,0.00049039-0.0014322i,0.00023826-0.0011027i,0.00013487-0.0007449i
0.00071135-0.00035519i,0.0012734-0.00074273i,0.0011375-0.00056598i,0.0014323+0.00018121i,0.0017962+0.0011375i,0.0024096+0.00082572i,0.0023889-2.981e-05i,0.0012917-0.00051765i,0.00021665+3.26e-05i,-0.00061657+0.00026009i,-0.00027457-0.00026734i,0.00048025+0.00022469i,0.0006254+0.0015083i,0.000273+0.0011589i,7.5966e-05+0.00064473i,7.3588e-05+0.00090202i,0.00064248+0.00030609i,0.00056789+0.00015339i,0.00074647+0.0010255i,0.00058664+0.00066397i,-1.7426e-05-0.00033733i,-7.5986e-05-0.00050403i,-3.4354e-05-0.00053731i
-0.00079824+0.0017219i,-0.00016389+0.003488i,0.0012655+0.0035638i,0.0021901+0.0021138i,0.0015104+0.0012642i,0.0013975+0.00071437i,0.00078129-0.00037074i,-0.0011708-0.0011243i,-0.0012387-0.0010744i,-0.00069966-0.00083052i,-0.00055985-0.00068139i,-3.4449e-05-0.00021357i,0.00010884-0.000609i,0.00014394-0.00010466i,0.00018292+0.00043552i,0.00067822-5.204e-05i,0.00086519-0.00026182i,-8.2469e-05-0.00054161i,-0.00063486-0.00045295i,-0.0013663-0.0006635i,-0.0012037-0.00065793i,0.00013671-0.00046037i,0.00091842-0.00020061i
-0.0013181-0.00048066i,-0.0016292-0.00078722i,-0.0010999-0.00057481i,-0.00036928+0.00060242i,0.00088293+0.0021562i,0.0013366+0.0020628i,0.00031972+7.7339e-05i,-0.00087535-0.0010098i,-0.0013724-0.00057181i,-0.00089715-0.00025552i,-0.00050894+1.1342e-05i,4.4082e-05-0.00015037i,0.00058561-0.00030944i,0.00032159-0.00037817i,0.00031242-0.00049628i,0.00086274-0.00050771i,0.0013395-0.0002721i,0.0011774-0.00031186i,0.00046151-0.00022117i,-0.00054468+0.00046351i,-0.0010342+0.00058993i,-0.00097486+8.0485e-05i,-0.00058272-0.00026033i
-0.00053649-0.000336i,-0.00073104+0.00042686i,-0.0017498+0.001719i,-0.00067076+0.0029898i,0.0012595+0.0037956i,0.0027885+0.0021105i,0.0026036-0.00097436i,0.00088575-0.0017654i,-0.00070486-0.00046118i,-0.00093565+0.00025641i,-0.00021946+0.00080937i,3.8532e-05+0.0012867i,0.00034548+0.00069568i,0.00037308+6.3234e-05i,0.00028916+0.00027597i,0.00050728+0.00045293i,-0.00014942-0.0002208i,-0.00065119-0.0003069i,0.00030657+0.00030826i,0.00034827-2.4205e-05i,-5.0755e-05-0.00065034i,0.0001589-0.0011219i,0.00049326-0.00070138i
-0.0015662-5.8022e-05i,-0.0015025-0.00036858i,-0.00024641+0.0004638i,0.00056032+0.0027203i,0.0015221+0.0030341i,0.0020896+0.0018032i,0.001766-0.00044087i,0.00014414-0.00082152i,-0.0015756+0.00068782i,-0.0016319+0.00072216i,-0.001203+0.00074733i,-0.0012234+0.00082831i,-0.00080124+0.00015312i,-0.00067262-6.9519e-05i,-0.00085272-0.00024554i,-0.00062828-0.00027885i,-0.00046088-0.00039081i,-0.00064293-0.00057676i,-0.00069832-0.00055995i,-0.00047605-0.00071956i,-6.9978e-05-0.00022566i,0.00053409+0.00011372i,0.00043496+1.4605e-05i
0.0012472+0.00015708i,0.0013302+0.0006884i,0.00023013+0.001434i,0.00065016+0.0014247i,0.0014609+0.0014694i,0.0017393+0.0011227i,0.0015189+0.00041933i,0.00017215-0.00016527i,-0.00035745-6.8835e-05i,0.00012217-0.00040658i,0.00027537-0.0010041i,0.00056815-0.00024874i,0.00051708+0.00067562i,0.00069319+0.0014734i,0.00049239+0.00073667i,0.00021113-0.00068388i,-0.00013048-0.00064268i,3.1746e-05+0.00017515i,0.00014579+0.00034417i,-0.00039862-0.00031764i,-5.5174e-05-0.00011422i,-6.2615e-05+0.00048782i,-0.00058569+0.00028607i
5.3093e-05-0.00035381i,0.00062325-0.00068912i,0.0014895-0.0011506i,0.00079964-0.00015279i,0.00078248+0.0012707i,0.0017362+0.00051481i,0.0012009-0.00097021i,-0.00067317-0.0011682i,-0.0018815-0.00051257i,-0.00091833-0.00057257i,0.00041155-0.00037459i,0.00065061+0.00031634i,0.00022549+0.00014974i,-0.00016257-0.00048937i,0.00019132-0.0003741i,0.00091221-8.7754e-05i,0.0011605+0.0003769i,0.00095705+0.00027578i,0.00085319+0.00019679i,0.00020298+0.00051702i,-0.00053873+0.00097816i,-0.00036475+0.0010492i,-0.00010931+0.00026135i
0.00081009+0.0016337i,0.0014474+0.0014025i,0.0016013+0.0020949i,0.00095057+0.0019222i,0.00041362+0.0018487i,0.00079365+0.0011962i,0.00075473+0.00013227i,-0.0009032+0.00026414i,-0.001888+0.00015896i,-0.0014055+5.2417e-05i,-0.0009824-0.00014235i,-0.00020027-0.00021837i,0.00091147+0.00028072i,0.0014251+0.00041029i,0.0011284+0.00040357i,0.00069764+0.00027715i,0.00015621+0.00024392i,-0.00063527+0.00029369i,-0.00055419+0.0003364i,4.6403e-05+0.0002262i,-0.00036319+0.00051368i,-0.0010933+0.00080559i,-0.00069344+0.00038966i
-3.4766e-05-0.0010498i,-0.00033162-0.0012433i,-0.00017607+0.00031987i,0.00096363+0.002019i,0.0010462+0.0027801i,0.00086026+0.0018284i,0.0010115+0.00059356i,0.00024019-0.00032385i,-0.00061527-0.00048292i,-0.0011099+0.00028193i,-0.0013002+0.00088236i,-0.0010446+0.00094747i,-0.0002077+0.00011472i,0.00054389-0.00061414i,0.00093532-0.00030998i,0.00083808-5.4385e-05i,0.0004973+3.4298e-05i,0.00038605-0.00021449i,0.00047752-0.00054869i,0.00034852-0.00048979i,1.64e-05-0.00064595i,0.00039822-0.00010761i,8.6202e-05+0.00023933i
-7.8942e-05-0.00048053i,-0.00092305-0.00043039i,-0.00076785+0.00052757i,0.00029561+0.0018556i,0.0011958+0.0023227i,0.0023197+0.00034294i,0.002279-0.0012588i,0.00072699-0.00081023i,-0.00037547-0.00016834i,-0.00072274-0.00024416i,-0.0006444+0.00030247i,-0.00044704+0.00062268i,-0.00071043-0.00061765i,-0.0008838-0.00053247i,-0.00035358+0.0010664i,0.00021968+0.0013354i,3.9891e-05+0.00071802i,-0.00022238+0.00059371i,-0.00024723+0.00020187i,3.4673e-05-0.00016901i,0.0002717+0.00016134i,-0.00054201-0.00030609i,-0.00050017-0.00033125i
-0.0006346-0.0016164i,-0.00053722-0.0013058i,-0.0010544-0.00017146i,-7.0738e-05+0.0015875i,0.0014588+0.0033481i,0.002005+0.0027316i,0.00074566+0.00088543i,-0.00035804-0.00040546i,-0.00030509+2.7758e-05i,9.6901e-05+0.00079661i,4.5007e-05+0.00060094i,3.2889e-05+0.00022123i,0.00055867-0.00047956i,0.00043876-0.00055238i,0.00025937-0.00020157i,0.00035498+0.00043241i,0.00071785+0.00060196i,0.0012271+1.118e-05i,0.00043079-0.00087518i,-0.00053486-0.0012773i,-0.00028527-0.00049807i,-0.00024946+0.00018652i,-0.00032389+0.00055787i
-0.00050784-0.001373i,-0.00064162-0.00022441i,-0.0012895+0.00039304i,-0.00064738+0.0011842i,0.00018398+0.0023071i,0.0012048+0.0018315i,0.001217+0.00035739i,-0.00013385-0.00055699i,-0.00080522-0.00046816i,-0.00024168+0.00048561i,0.00032218+0.00084443i,0.0006367+0.00093069i,0.00049344+0.001433i,-0.00029746+0.0016256i,-0.00044564+0.0011527i,-0.00022697+0.0010006i,-0.00076805+0.00026131i,-0.00083414+0.00030722i,-0.00043165+0.0010944i,0.00018233+0.00092763i,0.00026717+0.000178i,-1.4104e-05-0.00038583i,-3.7131e-05+0.00032438i
-0.0006752-0.0010285i,-0.00093916-0.0012491i,-0.00047551-0.00021714i,0.00065425+0.0020255i,0.0018762+0.0029995i,0.0017772+0.001491i,0.00086069-8.3282e-05i,-0.00058587-0.00016225i,-0.0010646+0.00072759i,-0.00054166+0.00052038i,2.5115e-05-0.00028333i,0.00085944-0.00043071i,0.0012058-0.00011019i,0.00095578+0.0006564i,0.00041569+0.0010233i,-0.00015999+0.00084064i,-7.051e-05+0.00095173i,0.00020201-2.4033e-05i,0.00021985-0.0002261i,0.00033073+0.00068383i,-0.00020059+0.0010713i,-0.00023532+0.00043501i,0.00066936-0.00036685i
0.0013184-0.00069479i,0.00083691+0.0006358i,-0.00033673+0.0011293i,0.00045801+0.0016192i,0.00097323+0.002571i,0.00046871+0.0017985i,0.00011598+0.00013065i,-0.00066511+0.00014064i,-0.00074557+0.00069385i,-0.00027572+0.00059594i,-2.9496e-06+0.00026158i,5.4314e-05+1.3761e-05i,-7.7638e-05+0.00016858i,0.00019369+0.00031073i,-3.5838e-06+0.00024997i,-6.3342e-05-0.0003108i,0.00032647-0.0006046i,0.00029166-0.00023406i,0.00036828-7.2905e-05i,0.00042973+0.00065736i,0.0005181+0.0007275i,0.000273+0.00045419i,0.00043208+0.00045012i
-0.00070935-0.00060367i,-0.00098175+9.5696e-05i,-0.0002933+0.00019279i,0.0011008+0.00095926i,0.0014626+0.0020338i,0.0010671+0.0013197i,0.00089585-7.0423e-05i,1.6562e-05-0.00033018i,-0.0008277+0.00012627i,-0.00088152+0.00077077i,-0.00097596+0.00097974i,-0.00080369+0.00075268i,-0.00027682+0.00051555i,-0.00019421-0.00011112i,0.00014469+5.5264e-05i,0.00089009+0.00055765i,0.00045761+0.00036166i,7.2606e-05-5.6475e-06i,-0.00035483+0.00019767i,-0.00053019+0.00014393i,-0.00063505+0.00090254i,-0.0009028+0.0015905i,-0.00040419+0.0010105i
0.00059247+0.0010543i,0.0015289+0.0023832i,0.0011258+0.0033334i,0.00069754+0.0039342i,0.0011048+0.004208i,0.0016879+0.0035212i,0.001394+0.00048967i,0.00032017-0.0017569i,-0.00069464-0.0015684i,-0.0017594-0.00079535i,-0.0015505-9.1776e-05i,-0.0006152+0.00040087i,0.00040155+0.00042196i,0.00013926-0.00023438i,-0.00051113-0.00071501i,-0.00036853+5.4399e-05i,-0.00028198+0.00075842i,-0.00010068-0.00032521i,4.9736e-05-0.00050937i,-0.00048773+0.00027958i,-0.0014094+0.00029866i,-0.0012283-0.00040064i,-9.2643e-05-0.00064956i
-0.00037834-0.002247i,-0.0012669-0.0023675i,-0.0010132-0.0013101i,0.00027917+0.00027282i,0.00086008+0.0015892i,0.00086323+0.0012877i,0.00094008+0.00044633i,0.00044431-0.00032937i,0.00040859-0.0010566i,-0.00037594-0.00056333i,-0.0010462+0.00026056i,-0.00045368+0.00070021i,0.00042644+0.00091782i,0.00040986+0.0008873i,-0.00025611+0.00057165i,-0.0003842+2.2117e-06i,4.0511e-05-6.1983e-05i,0.00010691+0.00036198i,0.00049933+0.00026231i,0.00054481+0.00016279i,0.00042808+0.00062639i,0.00067655+0.0010329i,0.00085266+0.00085701i
-0.0010114+0.0015926i,-0.00084069+0.0022537i,0.00094999+0.0025913i,0.0014046+0.0026745i,0.002302+0.0018935i,0.0027278+0.00068119i,0.0017313-0.0013189i,0.00066006-0.0018984i,-0.00017775-0.0012917i,-3.2791e-05-0.00053947i,8.7084e-05+0.00011479i,0.00024632+0.00070217i,6.6022e-05+0.00084347i,-0.0009173-0.0002189i,-0.00097484-0.00038602i,-0.00022013+0.00033114i,0.00035225+0.00017587i,0.00057667-0.0004508i,2.6241e-05-5.8452e-05i,-0.00037298+0.00079367i,-0.00053815+0.00012614i,-0.00017816-0.00023037i,0.00041082+0.00035756i
-0.0016828-0.00062908i,-0.0015648-0.00036559i,-0.0018535+0.00058542i,-0.001154+0.001342i,0.00036393+0.0018291i,0.0020776+0.0015567i,0.0022577+0.0002153i,0.00057689-0.00023432i,-0.00095318+0.00066083i,-0.00084515+0.00070403i,-0.00060117+0.00012795i,-0.00011991-0.00020116i,0.00014653-0.00039118i,-0.00021146-0.00082959i,-0.00032338-0.0005384i,-0.00015992+0.00039743i,0.00041868+0.00089825i,0.00071189+0.00035942i,0.00022459+0.00041388i,0.00033324-0.0002876i,0.00077825-0.001267i,0.00051852-4.9872e-05i,-1.7648e-05+0.0004055i
-0.00086768+0.00091249i,0.00050471+0.00042552i,0.001327+0.0011142i,0.0012844+0.0032301i,0.0017109+0.004313i,0.0021902+0.0027589i,0.0018735+0.00047666i,0.00023401+2.8509e-05i,-0.00096856+0.00099154i,-0.0012669+0.00099737i,-0.00121+0.00041708i,-0.0005517+0.00017574i,-0.00021222-0.00074033i,-0.00013846-0.00060927i,0.00023985+0.00046061i,0.00054064+0.00037272i,0.00076094+4.1003e-05i,0.00031228+0.00016313i,-0.00046941+6.0456e-05i,-0.00081158-1.2245e-05i,-0.00066454-0.00014309i,-0.00060412-0.00014984i,-0.00062812-3.2001e-05i
-7.4019e-05-0.00093441i,0.0004616-0.0010313i,3.4713e-05+9.45e-07i,0.0010555+0.0014346i,0.0026884+0.0020104i,0.0025214+0.0008466i,0.0013811-0.00032302i,0.00054931-0.00054405i,-0.0001777-0.00053373i,-0.0011294-0.00026692i,-0.0019474+0.00062583i,-0.0014424+0.00095004i,-0.00065825-1.9056e-05i,-0.00021974-0.00029685i,0.00043435+0.00012617i,0.00029936-0.00018361i,0.00022667-0.00056137i,0.00040775-0.00038133i,0.00049944-0.00026818i,0.00068297+0.00016321i,0.00041337+0.00067411i,-5.5678e-05+0.00076926i,0.00028421+0.00038209i
0.0014741-0.00020024i,0.00045045-0.0006478i,-0.0001897-0.00063072i,0.000855+0.00060061i,0.0018727+0.0024863i,0.0018627+0.0023802i,0.0020852+0.0010268i,0.0013578+0.00087158i,4.7552e-05+0.00089806i,-0.00021922+0.0010775i,-0.0010797+0.00056019i,-0.001054-0.00013458i,0.00025038+0.00029807i,0.00059741+0.00082542i,0.00047829+0.0011404i,0.00019567+0.0010416i,-0.00033861+0.00071798i,-0.00012484+0.00012957i,0.00034222+2.1272e-05i,5.064e-05+4.7015e-05i,-0.00069034+0.00039098i,-0.0001287+0.00078306i,0.00053447+0.00089472i
-0.0033513-0.00024832i,-0.0034057-0.00057434i,-0.0019956+0.00079253i,1.138e-05+0.0027867i,0.0018266+0.0023394i,0.0030383+0.0010391i,0.0021725-0.0002287i,0.0002597-0.00054996i,-0.00077232+0.00016731i,-0.00078239+0.00039085i,-0.00037915+0.00029793i,-0.00010526+0.00030459i,0.00029035-0.00012054i,0.00061588-0.0011737i,0.000555-0.00058571i,0.00043819+0.001099i,0.00066315+0.001229i,0.0014193+0.0011493i,0.0010313+0.00070264i,0.00024319-0.00022818i,-0.0001711+3.9414e-05i,-0.0002409+0.001115i,-6.5994e-05+0.00079609i
-0.00046769-0.00015194i,0.00011742+0.0011819i,-0.00044958+0.00050319i,-0.0013647+0.0014928i,6.0208e-05+0.0032649i,0.0016138+0.0024355i,0.00067698+6.589e-05i,-0.00073064-0.0009685i,-0.001053-0.0003087i,-0.0002259+5.557e-05i,-0.00010141+0.00031144i,3.082e-06+1.521e-05i,0.00039561-0.00063921i,0.00031188-0.00083521i,-7.0375e-05-0.00026564i,-0.00013522+0.0003866i,0.0005453+0.00075599i,0.00035186+0.0005115i,-0.00017041+0.00024433i,9.469e-05+6.7789e-05i,0.00020128-0.00011977i,0.00035691+0.00040248i,0.00029619+0.0009144i
-0.00040671+0.00045241i,0.00033273-6.4592e-05i,0.0013025+0.00071862i,0.0013762+0.0022918i,0.0012176+0.0032759i,0.0021853+0.0014885i,0.0018926+0.00024639i,-9.2744e-05+0.00055087i,-0.00095379-2.089e-05i,-0.00052315-9.6953e-05i,0.00010789-0.00015212i,-0.00036648-1.0142e-05i,-0.00096715+5.7641e-05i,-3.3435e-05+6.5381e-05i,0.0011226+0.00039672i,0.0016112+0.00030049i,0.0014345+0.0002122i,0.00062123+0.00025164i,0.00039787+0.00026394i,0.00027993+0.00046568i,-0.00065609+0.00080756i,-0.00060182+0.00081568i,-0.00015254+4.0948e-05i
0.00030485+0.00066571i,-0.00017428+0.00016113i,-0.0003515+0.00063815i,0.00093662+0.0019372i,0.002195+0.0028934i,0.0020026+0.0021426i,0.00058151-6.1421e-06i,-8.7693e-05-0.00049567i,-0.00056391+0.00078218i,-0.0010235+0.0011242i,-0.0016956+0.00070455i,-0.0016618+0.00055981i,-0.0010488+0.00019679i,-0.00097309-0.00055812i,-0.00021413-0.00034348i,0.0010399+0.00054902i,0.00090288+0.00041217i,0.00091949+0.0002437i,0.00091626+0.00034801i,0.00065986+0.00029263i,0.00046687+4.0032e-05i,0.00011536+0.0002472i,-0.00039396+0.00065673i
-0.0011987+9.3272e-05i,0.0013967+0.00044298i,0.0019853+0.0014638i,0.0016577+0.0025343i,0.0024943+0.0036109i,0.0033233+0.0026106i,0.0017414+0.00037836i,-0.00024111-0.00049i,-0.0010639-0.00015279i,-0.00087303+0.00068923i,-0.00057295+0.00097575i,-0.000408+0.00090292i,-0.0001129+0.00077431i,-0.00010522-0.00010146i,0.00026399-0.00055591i,0.00025279+0.00013426i,-0.00018234+0.00067129i,-0.00013763+0.00041968i,-0.00021283-0.00060829i,-0.00012798-0.00085111i,0.00024244-0.0010081i,0.00071765-0.00064629i,0.00075696+0.00048222i
-8.8561e-05-0.00060369i,-0.0005403-0.00019648i,-0.0001662-0.00054304i,0.00045287+0.00056907i,0.0011867+0.0020049i,0.0027591+0.002202i,0.0020674+0.00059935i,0.0003841-0.00085103i,-0.00021395-0.00025807i,-0.00064567+0.00021944i,-0.00065971+2.3691e-05i,0.00057857+9.0761e-05i,0.0014395+0.00061803i,0.00085401-0.00013342i,1.6995e-05-0.00066543i,-4.3561e-05+0.0001343i,0.00029347+0.00038445i,0.00050059+0.00022432i,0.00068353-0.00017705i,0.00088649-0.00053669i,0.00037216+0.00032835i,-0.00019161+0.0005499i,-1.4458e-05+0.00044392i
