-0.00018202+0.00077052i,0.00084668+0.00055416i,0.00012366+0.00082953i,-0.00054247+0.00042529i,-0.0014585+1.7296e-05i,-0.0021191+0.00044537i,-0.0016002+0.0013741i,-0.00062427+0.0013317i,0.00063995+0.00040335i,0.00099224+0.00012298i,0.0007339-0.00036343i,0.00030911-0.00082758i,-0.00023933-0.00026912i,-0.00055142-0.00020473i,-0.00044234-0.00038972i,-0.00013535-0.00040335i,0.0003691-0.0006628i,0.00064689-4.331e-05i,-0.00024439+0.00095901i,-0.00082396+0.00084957i,4.94e-05-9.3521e-05i,-3.2139e-05-1.8577e-05i,-0.00074492+0.00021858i
0.0018774-8.1845e-05i,0.00081398-0.00090005i,0.0012477-0.0014089i,0.0011684-0.0014465i,0.00064981-0.0012451i,-8.7715e-05-0.0013623i,-0.0010788-0.0016394i,-0.0012677-0.0016081i,-0.00056233-0.0015374i,-0.00066205-0.0012289i,-0.0011499-0.00075708i,-0.00067612-0.00054069i,-0.000185-0.00033514i,-0.00010299+0.00047384i,-2.4777e-05+0.000444i,0.000413-2.0605e-05i,0.00022258-0.00054839i,-2.4524e-05-0.00025652i,-4.7937e-05+0.00042324i,-4.917e-05+0.00045146i,0.00032771+0.00088439i,0.00070368+0.00097596i,0.00063012+0.00033186i
0.00050143-0.00020136i,0.0014995+1.7862e-05i,0.0011756-0.00054268i,-0.00021035-0.00055581i,-0.0013952-0.00048295i,-0.0010879-3.0309e-05i,-0.00078871+0.00020415i,-0.0012811+4.0597e-05i,-0.0012993-0.0002225i,-0.0013-0.00025842i,-0.001333-0.00010971i,-0.00059691+0.00016935i,-0.00019716+0.00054252i,-0.00072753+0.00060393i,-0.0008975+0.00023188i,-0.00032539-0.00025056i,9.3966e-05-0.00052166i,3.6304e-05-0.00089583i,-2.863e-05-0.0012507i,-0.00014502-0.00023831i,-8.6669e-05+0.00024945i,-2.0619e-05-5.9185e-05i,5.1346e-05+0.00019234i
-0.00081209+0.00039955i,-0.0013857+0.00045902i,-0.0011432+0.00038931i,-0.00031408-0.00024646i,-0.00036134-0.00081657i,-0.00083234-0.001433i,-0.0010567-0.0010898i,-0.00080932-0.0002826i,-0.00042034+0.00010472i,-0.00031806+0.00040521i,-0.00054389+0.0004946i,-0.00044338+0.00050092i,0.00038585-0.00050982i,0.00068826-0.0006512i,0.0002696-0.0003132i,-0.00015483-0.00017977i,-0.00038059-0.00041884i,0.00036409-0.00057092i,0.00064205+0.00046796i,0.00028195+0.0018168i,8.2212e-05+0.0020581i,0.00047327+0.0014102i,0.00058369+0.00033538i
0.0018081+0.0002869i,0.001961+0.00080184i,0.0023774-0.00057677i,0.0017736-0.0011189i,0.00032469-0.0015885i,-0.00019602-0.0024534i,-0.00017181-0.0018431i,-0.00048469-0.00093727i,-0.00087131-0.00069284i,-0.0012909-0.00095813i,-0.00074941-0.00080103i,0.0001646-0.0001526i,0.000318+0.00019071i,0.00055973+0.00052865i,0.00079347+0.00022438i,0.00019536-0.0003043i,-0.00015751-0.00085638i,-0.0010515-0.0009696i,-0.00164-0.00080541i,-0.00056256-0.00040405i,-0.00010162-0.00030746i,-0.00010304-0.00074942i,-0.00016792-0.00050904i
0.00077383+0.00066454i,0.00065422+0.00076144i,0.00055113-0.00038529i,3.8003e-05-0.001143i,-0.00033809-0.00063612i,-0.0013326-0.00015964i,-0.0020452-0.00020182i,-0.0012964-0.00019978i,-0.00048468-0.00020187i,-0.0001972-0.00032955i,-0.00063247-0.0002829i,-0.00056929+0.00018723i,0.00036669+0.00013949i,0.00073248-4.5303e-06i,0.0001828-0.00024278i,0.00029293-0.00039919i,0.00023102+1.2912e-05i,-0.00026233-0.00010997i,-0.000554-0.0006927i,-0.00044865-0.00010223i,6.9367e-05+0.00063727i,0.00031976+0.00049374i,0.00053412-0.00021183i
0.0010122+0.00013094i,0.00088402-0.00011695i,0.00052014-0.00093374i,0.00070626-0.0013531i,0.00057794-0.0013737i,5.9148e-05-0.00098496i,-0.00070665-0.00056314i,-0.00098744-0.00025652i,-0.00093788+4.2848e-05i,-0.0010611-0.00069914i,-0.00082269-0.00034225i,-0.00062452+0.00053207i,-0.00015805+0.00067865i,-0.00048665+0.00055079i,-8.568e-05-0.00029342i,0.0010576-0.00081828i,0.00065856-0.0005487i,1.61e-05-0.00025626i,0.00034648-0.00038379i,0.0005419-0.00027625i,0.00011902-0.00038344i,0.00041698-0.0004115i,0.00024667+0.0004941i
9.9123e-05-0.0024782i,-0.00031681-0.0012986i,-0.00088592-0.0019235i,-0.0015196-0.0020502i,-0.0025647-0.00051205i,-0.0028547+0.0001099i,-0.0016175+0.0002747i,-0.0010042+0.00028402i,-0.0016435-0.0004365i,-0.0015195-0.00031824i,-0.00053357+4.1814e-06i,0.0005338+0.00047871i,0.00056908+0.00062533i,-8.3381e-05-2.0248e-05i,-2.665e-05+0.00017473i,-0.00015456+0.00051587i,-0.00014594-6.2318e-05i,-0.00052937-0.00080218i,-0.00091166-0.00080471i,-0.0006222-0.0003251i,-0.00041857+0.00048091i,-0.00044948+0.00076268i,-0.00068377+0.00033348i
0.0014018-0.0018217i,0.001193-0.002469i,0.00027672-0.0022506i,-0.00059976-0.0019816i,-0.00088703-0.00065393i,-0.0010091+0.00020227i,-0.0014453-0.00025636i,-0.0017346-0.00039577i,-0.00094846-0.00033369i,-0.00055233-0.00077503i,-0.00027056-0.00032132i,0.0002164+0.00079043i,3.7e-08+0.00089926i,5.9493e-05-5.9458e-05i,0.00023966-0.00011294i,0.00018282+0.00080276i,-0.00037943+0.00030353i,-0.0011373-0.00056532i,-0.0012803-0.00077942i,-0.00056898-0.00036039i,0.00016106+0.00030269i,-0.00016269+0.00043705i,-6.0798e-05+0.00047299i
7.7914e-05-0.0010734i,-9.7816e-05-1.061e-05i,0.00045035-0.00047711i,0.000649-0.00026334i,-0.00040833+7.4036e-07i,-0.0011721-0.00065964i,-0.00025654-0.00045726i,-0.00017715-0.00069693i,-0.00080003-0.00071365i,-0.0015167-8.8013e-06i,-0.0014651-0.00023257i,-0.0001217+0.00011538i,0.00086551+0.00069232i,0.00030168+0.00031869i,0.00016584+0.00019099i,0.0004165+0.00021819i,0.00027919-0.00038734i,0.00035049-0.00057496i,0.00040944-0.00019347i,0.00051998+0.000314i,0.0011557-0.00020546i,0.0010061+2.4683e-05i,-1.9698e-05+0.00062078i
-0.00066871-0.00039723i,-0.0011002-0.00014479i,-0.0021853+0.001353i,-0.0021123+0.0015984i,-0.0018272+0.00035742i,-0.0010827-0.00014493i,-0.00045122+0.00035367i,-0.0010025+0.00053959i,-0.0009458+0.00067134i,-0.00083053+0.0005703i,-0.00052802-6.3372e-06i,0.00025614-0.000227i,0.0010285+0.00055188i,0.0015221+0.00078689i,0.00099199+0.00056637i,9.3378e-05+0.00020492i,-7.9876e-05-0.00090841i,-0.00035169-0.00092492i,-0.00093883+0.0006865i,-0.00071594+0.00063236i,0.00040494+2.6434e-05i,0.0001594+5.5585e-06i,-0.0010492+5.8744e-06i
-0.0017584+0.00098124i,-0.0017349+0.00010839i,-0.0012337+0.00057526i,-0.00051097+0.00089182i,-6.6945e-06+0.00055732i,0.00050931-0.00021581i,0.00014033-0.00064016i,-3.9272e-05-0.00052256i,-0.000131+0.00017387i,-0.00029076+0.00071969i,-0.00011691+0.00074066i,0.00014341+1.4374e-05i,0.00066266-0.00077463i,0.00064782-0.00080237i,0.000372-0.00099977i,0.00022476-0.00089552i,0.00037448-0.00042516i,0.00055016-6.1611e-05i,0.00019661+0.00045698i,0.00015985+0.0014515i,0.00093049+0.0016471i,0.0006748+0.00067596i,0.00021974+0.00014778i
-0.001334-6.7821e-05i,-0.00026509+7.9874e-07i,1.4641e-05+0.0006776i,-0.00017125+0.0011006i,0.00050734+0.0006964i,-5.8307e-05-0.00055889i,-0.0010995-0.0014117i,-0.0003075-0.00083306i,9.5101e-05-0.00056078i,-0.00058297-8.083e-05i,-0.00015037+0.00066835i,0.00056614+0.00041653i,0.00087397-0.00023115i,0.00069317-0.00014369i,0.00061769-0.00029659i,0.00053755+0.00033685i,6.6628e-06+0.00047269i,-0.00073139-0.00042784i,-0.00035749-0.00021165i,0.00036667+0.00060579i,0.00047867+0.0006992i,0.00075224+5.9394e-06i,0.00030573+5.7195e-05i
0.00033055-0.00031246i,0.00016556-0.00017441i,0.0005098+0.000124i,0.00065851+0.00040994i,0.0006136-0.00015561i,3.7867e-05-0.0010592i,-0.0015789-0.0010612i,-0.0018069-0.00086044i,-0.0010458-0.00060151i,-0.00063862-0.00067736i,-0.00069137-0.00019571i,-0.00098277+0.00014889i,-0.00033323+6.5407e-05i,0.00015714+0.00022242i,0.00014075+0.00024241i,-0.00056957+0.00050221i,-0.00077853+0.00022553i,-0.00079903-0.00011548i,-0.001157-0.0001386i,-0.0003043-0.00022444i,0.00070012+9.7367e-05i,0.00048643+0.00034576i,0.00020163+0.0004075i
0.0030987-0.00032691i,0.0014854-0.001018i,-0.00013861-0.0013316i,-0.00035363-0.00094904i,-0.00013694-0.00084458i,-4.1445e-05-0.00095865i,-0.001341-0.00084496i,-0.0014054-0.0012935i,0.000256-0.0018086i,3.2463e-05-0.0013842i,-0.0012181-0.00083405i,-0.0012445+3.8111e-05i,-0.00031937+0.00016586i,0.00020215-0.00019714i,0.00022817-0.00051487i,5.4074e-05-0.00056717i,0.00014943-6.6016e-08i,0.00034886+0.00028971i,-0.00029441+7.17e-05i,-0.00016862+7.2703e-05i,0.0002894+1.3166e-05i,0.00025212-0.0003636i,-6.7394e-05+5.6438e-05i
-0.0013112-0.00087741i,-0.00091028-0.00066735i,-0.00086199-6.8384e-05i,-0.00061901-0.00022412i,-0.00025047-0.0009776i,-0.00046675-0.00098256i,-0.0012855-0.00059559i,-0.001228-0.00041034i,-0.0014214-0.0012085i,-0.0014334-0.0012756i,-0.00042891-0.00059691i,0.00084083+2.344e-05i,0.0010532+0.00011382i,0.00061288-0.00040521i,0.00084425-0.0013346i,0.0012081-0.0018005i,0.00040598-0.00097189i,-8.5412e-05-0.00038906i,0.00039513-0.00063301i,-8.5958e-06-7.7906e-05i,3.8334e-05+0.00045124i,0.00030046-6.0567e-05i,-0.0001535+4.8443e-05i
0.00097837-1.2983e-05i,0.0012641+0.00021058i,0.0019404-0.00055067i,0.00094045-0.00069129i,-0.00027944-0.00060263i,-0.00029839-0.0006447i,-0.0007329-0.00046876i,-0.00089941-0.00083609i,-0.00070757-0.00092462i,-0.00052785-0.00088669i,0.0002218-0.0010903i,0.00014892-0.00020359i,-0.00034506+9.2563e-05i,-0.00017082-0.00021256i,0.00026365+0.00019983i,-5.9004e-05+7.0453e-05i,5.5522e-05-0.00035144i,-0.00040924-0.00021948i,-0.0011652-0.00059941i,-0.00090844-0.00066725i,-0.00056191-0.00018091i,-5.1545e-05-0.00088309i,0.00046569-0.00063547i
-0.0008363+0.00017914i,-0.001986+0.00035231i,-0.0025656+0.00032836i,-0.00095667+0.00012363i,-0.00011695+0.00028948i,0.00028306+0.00052338i,0.00039153-0.00017496i,5.7458e-05-0.0003527i,-0.00033066+0.00053608i,-0.00011544+0.00034847i,0.00032755+3.2607e-05i,-0.00022322+0.00070241i,-0.00014071+0.0010034i,-8.0708e-05+3.1176e-05i,-7.7215e-05-0.00039202i,0.00055578-0.0001313i,0.00099162+4.4194e-06i,0.00072086-0.0005576i,1.3092e-05-0.00044428i,-0.0010317+0.00049988i,-0.0010883+0.00080375i,-0.00019276+0.00072092i,0.00027058+0.00022917i
0.00087081+0.0010942i,0.00028601+0.00063523i,0.0005652+4.9462e-05i,0.00071806-0.00046638i,0.0006515-0.0010378i,-0.00017555-0.00092656i,-0.0014768-0.00039652i,-0.0011913-0.00032986i,-0.00020361-0.00021682i,0.0005665-0.00030524i,0.00011553-0.00024002i,-0.00043383+0.00029678i,-2.9977e-05+0.00073742i,-0.00025892+0.00036339i,-0.00061552-0.00011203i,0.00011815-0.00036649i,0.00044295-0.0005849i,0.00012486-0.00075061i,0.00081453-0.00047684i,0.00091964+0.000285i,0.00060889+0.00065135i,0.00068244+0.00013744i,0.00067363-0.0005597i
0.0030253+0.002281i,0.0034071+0.0021481i,0.0031765-0.00011807i,0.0027312-0.0018024i,0.0010014-0.001743i,-0.00070978-0.00049939i,-0.0011418+0.0004459i,-0.0010696-9.9135e-05i,-0.00078896-0.000641i,-0.00090508-0.00086404i,-0.00028932-0.00051157i,0.00028716-0.00046627i,0.00014698-0.00061104i,3.0836e-05-0.00057374i,-0.00016126-0.0007267i,-0.00027221-0.00020787i,-0.00081286-2.7203e-05i,-0.0012295-0.00055346i,-0.0013548-0.00097451i,-0.0007475-0.001174i,-0.0001337-0.00067125i,-8.6546e-05+9.8318e-05i,0.00018633+0.00083256i
0.00035386-0.00022947i,0.0013299+0.00053025i,0.00084692-1.4108e-05i,0.00051575-0.00033915i,0.00080083+0.00016531i,-0.00012647+0.00031507i,-0.0012501-0.00091262i,-0.0017104-0.00078086i,-0.0011734+5.7384e-05i,-0.00099739+0.00017216i,-0.0009608-0.00013989i,-0.00034035-0.00043501i,2.776e-05-0.00093134i,0.00043231-0.0010788i,0.00059664-9.3812e-05i,0.00051391+0.00011269i,0.0004762-0.00019283i,-5.6651e-05+0.00038118i,-0.00035796+0.00079505i,-0.00039157+0.00011457i,-0.00040939-0.00025157i,-0.00063066-0.00036054i,-0.0012303-0.00021641i
-0.0019519+0.0016285i,-0.0021647+0.0011979i,-0.0014795+0.0015276i,-0.00011926+0.0011884i,0.00094639+6.702e-06i,0.0010944-0.0010685i,0.00047126-0.0009006i,-0.00019379-0.00015706i,-0.00066599-0.00010888i,-0.00084177-0.00065054i,1.2351e-05-0.00036485i,0.00074767+0.000294i,5.7562e-05+0.00051597i,-0.00085104-7.7219e-05i,-0.00029342-0.00065503i,7.4313e-05-0.00090096i,-0.00034038-0.00071641i,-0.00077163-0.00016827i,-0.00024734+3.4911e-05i,0.00059182+0.00050197i,0.00059904+0.0011253i,0.00032495+0.00070966i,0.0003573-0.00022295i
0.00085935-0.00064215i,0.00046575+0.00029162i,0.00076469+0.00053071i,0.00055744+0.00041534i,8.1244e-05+0.00023401i,-0.0011747-0.00053802i,-0.00164-0.0012063i,-0.00096208-0.00057753i,-0.0009114-0.00035119i,-0.00087376-0.0009489i,-0.00080991-0.00081459i,-0.00059156-0.0003276i,7.2774e-05-0.00010037i,0.0007635-0.00092257i,0.00078875-0.0016874i,-6.3825e-06-0.0011161i,0.00033571-0.0010637i,0.00058818-0.0013776i,0.00022588-0.00073706i,-5.0835e-06-0.00082054i,4.0724e-07-0.00099919i,5.6823e-05-3.8025e-05i,0.00028803+0.00011781i
-0.0014886-0.00039943i,-0.0016328+0.00022911i,-0.0015993-0.00043083i,-0.00082765-0.00092468i,-0.00014177-0.00041293i,-0.00077098-0.00090532i,-0.0012299-0.0015234i,-0.0012735-0.00011821i,-0.00098914+0.00074756i,-0.00014824+3.9724e-05i,0.00042871-0.00020148i,0.0004502-3.4987e-05i,0.00041756-0.00032112i,0.00071433-0.00041636i,0.00058953-0.00015757i,0.00054521-0.0007326i,0.00064967-0.00039062i,0.00010372+0.00032253i,-0.00019173+0.0006954i,-0.00017858+0.00091282i,0.00026356+0.00067981i,0.00069087+0.00051414i,0.00056363-1.4997e-05i
0.00013933+0.00035963i,-0.0006248-0.00034094i,0.00049364-0.00031373i,0.00095441-0.00028051i,0.00022786-0.0013919i,-0.00061665-0.0012314i,-0.0011087-0.001092i,-0.0013592-0.00012369i,-0.0010944+0.00016492i,-0.00070871-0.00064623i,-0.00043682-4.834e-05i,-0.00029348+0.00072144i,-0.00059093+0.00036379i,-0.00029267-0.00022581i,-0.00015536-0.00024613i,-0.00044705+0.00036709i,-0.00059595+0.00019602i,-0.00056044-0.0006666i,-0.00057701-0.00012639i,-0.00046719+0.00031685i,-0.00047266-0.00029317i,-0.00046829-0.00042207i,0.00011039-0.00033666i
0.00084155-0.0020497i,0.0011609-0.0012722i,-3.7011e-06-0.0011904i,-0.0012097-0.00099431i,-0.0011065-0.00063101i,-0.00087063-0.0013919i,-0.00086729-0.00062412i,-0.00090413+0.00024426i,-0.00050008+9.3723e-05i,-1.8705e-05+0.00015627i,-0.00032678+0.00037521i,-0.00057442+0.0010039i,1.8021e-05+0.0011336i,0.00072398+0.00087423i,0.00097051+0.00091714i,0.0010488+0.00095349i,0.0010935+0.00032541i,0.00075425+2.8866e-05i,0.00042307+7.946e-05i,-0.0001199-1.1733e-05i,-0.00090769+0.00024489i,-0.0012241-8.8336e-05i,-0.001057-0.00068591i
0.0019187-6.6448e-05i,0.00039587+0.00067269i,7.4758e-05-0.00019738i,-0.00039769-0.0016263i,-0.0016636-0.0018514i,-0.0013692-0.00074885i,-0.00052051-6.9288e-05i,-0.00041348-6.4367e-05i,-0.00037169-0.00057336i,-4.527e-05-0.0011878i,0.00019026-0.0016171i,0.00012612-0.00096719i,0.00013468-0.00072731i,0.00075489-0.0002299i,0.0001706+0.00066647i,-0.00029393+0.00030986i,5.0943e-05-0.00032789i,0.00013735-0.00033285i,0.00016387-5.87e-05i,0.00017184-2.7826e-05i,-0.00043017+7.6356e-05i,-0.00037429-0.00023969i,0.00045281-0.00057937i
-0.0021598+0.00075883i,-0.0011785-0.00077224i,-0.00043925+0.0015819i,8.4487e-05+0.002934i,0.00076315+0.002554i,0.00067072+0.0011576i,0.00045228-5.8202e-05i,0.00040216-0.00093887i,0.00016942-0.00085888i,0.00037164-0.00075553i,0.0003155-0.00062164i,0.00025042-0.00041956i,0.00041043+0.00056266i,0.00057273+0.00020852i,0.00078104-0.00062598i,0.00024002-0.0015241i,-0.00041169-0.0015451i,-0.00050469-0.00025703i,-0.00029633+0.00059089i,-0.00032385+0.00031378i,0.00018297-0.00027234i,0.00055755-0.0006548i,0.00042274-0.00067393i
-0.0021191+0.00053954i,-0.00059499+0.00041809i,0.00062308+0.00088447i,0.00093295-0.00012221i,0.0014823-0.00057124i,0.0011249-0.00092569i,4.0913e-05-0.0017701i,-0.00023167-0.0016033i,-2.3965e-05-0.00087568i,0.00029894-0.00050463i,0.00061813-0.00087132i,0.00080925-0.00051649i,0.00057167-2.3199e-06i,0.00032985+9.5414e-05i,0.00029077+4.3402e-05i,0.00060448-0.00017794i,0.00095485-0.00017382i,0.00040504-0.00021204i,-5.1164e-05-3.731e-05i,-0.00034911+0.00091728i,-0.00056844+0.00082286i,-0.00024749-0.00037784i,-0.00018672-0.00079347i
-0.0018373+0.00034475i,-0.001681+0.0015324i,-0.0021236+0.0025268i,-0.0019715+0.0019398i,-0.0014415+0.0010879i,-0.0013912+0.00095642i,-0.0015569+0.0010047i,-0.0014864+0.00087331i,-0.001629+0.00047198i,-0.0018618-0.00027966i,-0.00049183-0.00021282i,0.00081808-2.3849e-05i,0.0010179-0.00047824i,0.00076095-0.00050523i,0.00059094-0.00091522i,5.0094e-05-0.0010822i,0.00053055-0.00062212i,0.00068643-0.00077629i,-0.00022955-0.00027576i,-0.00033392+0.00053237i,0.00034989+0.00048754i,0.00059105+0.00019565i,0.00074124+0.00057026i
-0.0002229+0.00019443i,-5.2237e-05-2.7983e-05i,0.00033138-0.00097945i,-0.00013218-0.00079793i,-0.00088012-0.0010371i,-0.00040467-0.0011582i,-5.6825e-05-0.00017695i,-0.0003094+0.00038682i,-0.00056992+0.00013225i,-0.0011218-7.0355e-05i,-0.00091206-2.6163e-05i,-9.1316e-06-0.00022143i,0.00057746-0.00020659i,-0.00029467+5.2905e-05i,-0.0012658+0.00024082i,-0.00071915+0.00031999i,-0.00053642+0.00029472i,-0.0001285-0.00053143i,0.00044386-0.00090293i,0.00046911-0.00046972i,0.00019135-1.4924e-05i,0.00014617+0.00068794i,0.00048965+0.00059862i
0.0030169+0.0010566i,0.0029448+0.001034i,0.0035297+0.0014227i,0.0033178+0.00057646i,0.0021453-0.00059146i,0.00058255-0.0011044i,-0.00077667-0.0012226i,-0.0022525-0.00099808i,-0.0018826-0.00093847i,-0.00020663-0.00030732i,0.0004014+0.00050335i,0.00010142-0.00052775i,0.00019891-0.0012553i,0.00061716-0.00069555i,0.00014129-0.00029718i,-0.0004947-0.00069461i,1.4392e-05-0.00080035i,0.00011804-0.00053968i,-8.6068e-07+2.6321e-06i,-0.00015301+0.00069433i,-0.00046358-0.00013164i,-0.0003729-0.0011804i,-0.00021689-0.00083467i
-0.00044346+0.00076387i,-8.2974e-05+0.00096574i,-0.00063227+0.00046807i,-0.0014123-0.0003804i,-0.0010855-0.00044827i,-0.0010511-0.00082609i,-0.00096239-0.0010465i,-0.00069584-0.001259i,-0.0014991-0.001756i,-0.0020115-0.00087009i,-0.0011088-7.5865e-05i,-0.0002138-0.0006583i,0.00010067-0.00066602i,0.00041372-0.00049211i,0.00069621-0.00097137i,-1.3863e-05-0.00067695i,-0.00018718-0.00021413i,0.00053329+0.00010409i,0.00012179+0.00054742i,-0.00060641+0.00027706i,-0.00067696-0.00067991i,-0.00010087-0.00068856i,0.00032367-0.00023401i
-0.0026248-0.00011485i,-0.002332+0.00025241i,-0.0016423+2.9097e-05i,-0.00092835+0.00068801i,-3.5895e-05+0.00090055i,1.7826e-05-0.0002519i,-0.00064365-0.00070141i,-0.00037454-0.0011637i,3.2391e-05-0.0012924i,-0.0005778-0.00067513i,-0.0005349+0.00013515i,0.00021109+0.00021845i,0.00082296+0.00025699i,0.00066681+9.5121e-05i,0.00028545-3.1106e-05i,0.00076931-0.00036737i,0.0013636-0.00042679i,0.00052345-1.5478e-05i,-1.9061e-05+0.00044697i,0.00046088+0.00095992i,0.00082429+0.00067843i,0.00034756+0.00011791i,-0.00041975-0.00039876i
0.0007547-0.00078742i,0.00031234-0.00073888i,-0.00041865-0.00042555i,-0.0013369-2.3368e-05i,-0.0021594-0.00063407i,-0.0021023-0.0011873i,-0.0016038-0.00097618i,-0.0011266-0.00089218i,-0.001206-0.00056037i,-0.00099975-7.2853e-05i,-0.00088333-0.00022775i,-0.001103-0.00034239i,-0.00025453-0.00061428i,0.00049883-0.00092146i,-0.00046425-0.00073977i,-0.00075764-0.00032661i,0.0006281-0.00019947i,0.00076641-1.4999e-05i,0.0003035-5.3479e-05i,-5.9246e-05+0.00011949i,-0.00013349+0.00031691i,0.00089446+0.00035425i,0.0013203+0.00046865i
-0.0015776+0.00043161i,-0.001201+0.0010133i,-0.00024828+0.00018559i,5.6976e-05-0.0001012i,0.00042248+0.00063075i,0.00044925+0.00047652i,-0.00043895-2.1882e-05i,-0.00087907-0.00089257i,-0.00046774-0.00057296i,-1.4724e-05+0.00040987i,0.00014273-0.00018717i,0.00034716-0.00037565i,0.00033428-0.00030189i,-0.00018905-0.00063311i,-0.00057372-0.00027094i,-0.00064956-0.00013345i,-0.00077717-0.00042331i,-0.0006389-0.00015307i,-0.00050059+0.00046696i,-0.00072624+0.00074432i,-0.00077794+0.00086367i,-0.00065995+0.00036803i,-0.00037519-0.00036209i
0.0006526-0.00037527i,0.00056047-0.00093677i,-0.00015358-0.00098874i,-1.442e-05-0.0014076i,0.0006406-0.0017403i,-0.00020304-0.0014847i,-0.0011279-0.0010734i,-0.0013533-0.00074043i,-0.00098806-0.00056855i,-0.00083315-7.6637e-05i,-0.00060613+0.00060645i,0.00017212+0.0010708i,0.00052389+0.00057744i,0.00028936-0.00016845i,-0.00025793-6.0588e-05i,-0.00083524-0.00051495i,1.4558e-05-0.00095847i,0.0004361-0.0010217i,0.00015496-0.00027371i,0.00064864+0.00044665i,0.00084578+0.00017593i,0.00039845+0.00037276i,0.00024526+0.00096075i
0.0016588+0.00080577i,0.0024147+0.00076034i,0.0027384-0.00046562i,0.0013941-0.0013014i,-1.6583e-05-0.0019261i,-0.0008175-0.0018898i,-0.0013116-0.00048617i,-0.0013849+4.0833e-05i,-0.00066801-0.00019004i,-0.0005811-0.0005474i,-0.00054621-0.0012046i,-0.00029061-0.00053997i,-0.00017325+5.7488e-05i,-0.00038937-0.00025419i,-0.00041983-0.00070548i,-0.0002932-3.3731e-06i,-0.00069458+0.0012188i,-0.00083512+0.00095564i,-0.0008905+0.00022673i,-0.00051561-0.00011191i,-0.00048843+5.7511e-05i,-0.00088995-0.00081683i,-0.00060302-0.00069237i
0.0011849+0.0031987i,0.00049366+0.0019666i,0.00069163+0.0013585i,0.001202+0.00098293i,0.00083048-0.00051567i,0.00036156-0.0012602i,-0.00049527-0.00058401i,-0.001341-0.00035883i,-0.0011032-0.00018601i,-1.7741e-05+0.0001157i,5.4305e-05-5.1508e-05i,8.5317e-05-0.00050324i,0.0010584-0.0005561i,0.00052192-0.00043171i,-6.5065e-05-0.0010962i,-0.00041609-0.0012087i,-0.00076986-0.00027701i,-4.4675e-05-7.0074e-05i,0.00024437-0.00038235i,-0.00025045-3.7194e-05i,-0.00034003+0.00042176i,0.0001546+0.0006676i,0.00017785+1.0267e-05i
-0.00076353-0.0012738i,-0.00034457-0.0010437i,-0.0005842-0.0021883i,-0.00131-0.0023706i,-0.0011434-0.00071557i,-0.00079141+0.00040249i,-0.0018043+0.00026115i,-0.0018956+0.00028307i,-0.0014605+0.00024725i,-0.0017202-0.00013419i,-0.0020327-0.00040104i,-0.0012692-0.00045621i,0.00023995-0.00028927i,0.00091111-0.00037844i,0.0010657+4.0977e-05i,0.00039649-0.0002789i,-0.0012624-0.0006724i,-0.0013648+6.8588e-05i,-0.0010818+0.0005976i,-0.00081144+0.00038115i,0.00027752-6.3327e-06i,0.00052565+0.00072461i,0.00023498+0.00064361i
0.0013882+0.00046159i,0.0010385-0.0010586i,0.001417-0.0013269i,0.00085783-0.0011222i,-0.00027179-0.0011691i,-0.00081572-0.001045i,-0.00072509-0.00050241i,-0.00047255+0.00050029i,-0.00053392+5.8767e-05i,-0.00016099-0.0013647i,0.00023397-0.00099123i,0.00014091+7.3552e-05i,0.00012995-0.00013244i,-0.00035463-0.00056467i,0.00013053+0.00046411i,0.00079155+0.0014565i,0.0007196+0.0012517i,0.00045137+0.00042271i,-0.000301+8.6595e-05i,-0.0017558+0.00023699i,-0.0020638+0.00022337i,-0.00062243+2.0223e-05i,-0.00051924-0.0001655i
-0.00063144+0.00052517i,-0.0013709+0.00023609i,-0.00076635+0.00014268i,0.00013019+0.00036521i,0.00057604-1.4637e-05i,-0.00011672-0.00041739i,-0.00087135-0.0010014i,-0.00087141-0.0010916i,-0.0011648-0.00033609i,-0.0012397-0.00053798i,-0.0011092-0.00092948i,-0.00084647-0.00030282i,-5.0082e-05-0.00017155i,0.00033261-0.00042029i,0.00027021-0.00077562i,0.00097717-0.00060667i,0.00042592-2.5414e-05i,-0.00056417+6.4243e-05i,-0.00055603-0.00032928i,-1.5741e-05+0.00016355i,0.00052968+0.00079781i,0.00088752+0.00063194i,0.00045782+0.00052856i
-0.0006817+0.0011846i,-0.00017149+0.00092585i,0.00083255+0.0012423i,0.0017333+0.00051607i,0.0014105-3.5821e-05i,0.00075818-0.00091972i,0.00017453-0.00106i,-0.00033095-0.00036156i,-0.00016162-0.0001777i,0.00051748-0.0005255i,0.00068614-0.00054985i,0.00065909-0.00063388i,0.0006071-0.00099243i,0.00044942-0.0007911i,0.00058028-0.00052706i,0.00048952+0.00012062i,-0.00059958+0.00047149i,-0.00059358-0.00019475i,-0.00016931-0.00037759i,-0.00052972-7.4084e-06i,0.00036278+0.0002473i,0.00080546+0.00010195i,0.00050156+0.00036766i
