-0.00018202+0.00077052i,0.00084668+0.00055416i,0.00012366+0.00082953i,-0.00054247+0.00042529i,-0.0014585+1.7296e-05i,-0.0021191+0.00044537i,-0.0016002+0.0013741i,-0.00062427+0.0013317i,0.00063995+0.00040335i,0.00099224+0.00012298i,0.0007339-0.00036343i,0.00030911-0.00082758i,-0.00023933-0.00026912i,-0.00055142-0.00020473i,-0.00044234-0.00038972i,-0.00013535-0.00040335i,0.0003691-0.0006628i,0.00064689-4.331e-05i,-0.00024439+0.00095901i,-0.00082396+0.00084957i,4.94e-05-9.3521e-05i,-3.2139e-05-1.8577e-05i,-0.00074492+0.00021858i
0.0006617+0.0022791i,0.00052551+0.0017218i,0.0011591+0.0017714i,0.0020082+0.0008024i,0.0010303-0.00076618i,-0.00036401-0.0011009i,-0.0012823-0.00071346i,-0.0014196-0.00061619i,-0.00059092-0.00038372i,-4.1871e-05-0.00073761i,-2.9598e-05-0.00052338i,-0.00028648+0.00018656i,-0.00036034-5.8275e-05i,-0.0003844-0.0011841i,-0.00011233-0.0010378i,0.00032548-0.0003698i,6.6602e-05+0.00021867i,0.00011456+8.8324e-05i,0.00012036+0.00014848i,-0.00074105+0.00025922i,-0.00040695-0.00026418i,0.00054097+3.9101e-05i,0.000587+9.3775e-05i
0.0018782+0.0023609i,0.0015927+0.0027817i,0.0024164+0.0018526i,0.001672-0.00035302i,0.00053765-0.0026289i,0.00012927-0.0026314i,-0.00017915-0.0016775i,-0.00018349-0.0012062i,0.0005433-0.00062073i,0.00045296-0.00094352i,-0.00024089-0.00057018i,-0.00055157+0.00018597i,-0.00023125+0.00028485i,0.00023206+0.00040976i,6.8948e-05+0.00013111i,-0.00022592-0.00027487i,-9.2001e-05-0.00078318i,2.1826e-05-0.00072594i,-0.00063112-0.00027819i,-0.0015622-0.00066643i,-0.00083847-0.0012266i,0.00042691-0.0007242i,0.00064782-0.00021715i
-0.0011636+0.002383i,-0.0009689+0.0022351i,0.00093941+0.00067505i,0.0029057-0.00039844i,0.00218-0.0003965i,6.2743e-05-0.00062396i,-0.0007736-0.00077721i,-0.00041182-0.00091599i,-0.00055794-0.0009737i,-0.00070325-0.00057663i,2.9691e-05-0.00076921i,0.00060318-0.00099786i,0.00013987-0.00014022i,-0.0005224-7.4567e-05i,1.5298e-05-0.00036383i,-0.00023368-0.00053952i,-0.0007502-0.0010302i,-0.00066191-0.0005121i,-0.00049674+0.0004852i,0.0002096+0.00061683i,0.00065148+0.00034294i,0.00058296+0.00041286i,1.3803e-05+0.00052522i
-0.00049451+0.00091862i,-0.00049512+0.00038078i,-0.00041675+0.00065596i,-2.5489e-05+0.00034955i,0.00051637-1.228e-05i,0.00010756-0.0007069i,-0.0001525-0.001596i,0.00027116-0.0014761i,0.00049512-0.00069978i,0.0010593-0.00032448i,0.00093961-0.00029385i,0.0010318+7.0545e-05i,0.0014207+0.00014873i,0.00073559+5.9061e-05i,-1.4711e-05-0.00044454i,-0.00043739-0.00068531i,-0.0010628-0.0001205i,-0.00072278-0.00015449i,-0.00019997-0.0011644i,-0.00096774-0.0012073i,-0.0014373-0.00014118i,-0.00093385+0.00064212i,0.00013523+0.00050626i
-0.0010042+0.0013965i,-0.0020013+0.0021875i,-0.0012951+0.0018474i,0.0005274+0.00064473i,0.0013848-0.0004708i,0.001516-0.0020212i,0.0010997-0.0022936i,0.0007912-0.0016516i,0.00091929-0.0010546i,0.00041539-0.00020626i,9.5294e-05-0.00024478i,0.00032637-0.0015483i,0.0001461-0.0014734i,0.00018709-8.5397e-05i,-0.00033754+4.7779e-06i,-0.00078733-0.00024795i,-0.00059194-8.8754e-05i,-0.00030595-0.00021251i,-7.1002e-05+0.00011504i,0.00048075+0.00038591i,0.00062765+0.00025601i,0.00010822-0.00014566i,0.0003775-0.0003429i
-0.0015776+0.00040284i,-0.0020827+0.00025967i,-0.0019976+0.0013308i,-0.0010066+0.0018857i,0.0005497+0.00047295i,0.0012258-0.0010061i,0.00047-0.001615i,6.7515e-05-0.000788i,1.9095e-05-0.0007345i,0.00065141-0.0009644i,0.0013327-0.00021223i,0.0007643-0.00038602i,0.0012806-0.00087597i,0.0017667-0.00062248i,0.0011515-0.0010443i,0.0013114-0.0012402i,0.0011387-0.00059414i,0.00082557-0.00047436i,0.00050699-6.6409e-06i,0.00042221+0.00035096i,0.0001042+0.00021593i,0.0002123-6.7573e-06i,0.00022852+0.00015215i
0.0011248-0.00084794i,0.00063399-0.0010813i,-0.00065262-0.001115i,-0.00087054-0.00074406i,-0.00095264-0.00096913i,-0.0011877-0.0016802i,-0.0015673-0.0020145i,-0.0011885-0.0014166i,-0.0010145-0.0013608i,-0.00088089-0.0012581i,-0.0007371-0.00020367i,-0.00048371+0.00018522i,-0.00030726-2.6149e-05i,6.7016e-05-0.00034785i,-0.0001335+0.00014778i,-0.00073329+0.00011097i,-0.00013085-0.0003961i,0.00022785-0.00072051i,0.00039872-0.0005045i,0.0003084+0.00014546i,0.00011701+0.00019781i,-0.0002084-0.00026496i,-0.00071196-0.0001614i
-0.0010771-0.00056929i,-0.00089731-0.0010759i,-0.00076152+2.1597e-05i,-0.00020727+0.00012199i,0.00023851-0.0010445i,0.00071463-0.0015554i,0.00090462-0.0019612i,0.00032869-0.0025935i,-0.00026752-0.002108i,-0.00080632-0.0019045i,-0.00020333-0.0016406i,0.00059942-0.0011425i,0.00049775-0.0010432i,-3.9609e-06-0.00086329i,-0.00030036-0.00065105i,-0.00049711-0.00013567i,-0.00046033-0.00015363i,-0.0002236-0.00066656i,4.0865e-05-0.00063174i,0.00017079-4.5772e-05i,7.9145e-05+2.2109e-05i,0.00012083+0.00012642i,-0.00014268+0.00067394i
0.0016316+0.00050492i,0.0012733+0.00054483i,0.00079899+0.0001832i,0.0013224+0.00052193i,0.0016289+0.00047034i,0.0012334-0.00031998i,-5.282e-05-0.0011512i,-0.00062285-0.00023248i,-0.0008078+0.00079148i,-0.00040365-0.00017346i,0.0006179-0.00074491i,0.00086283-0.00082718i,0.00041983-0.00031871i,0.00023955-9.184e-05i,9.1641e-05-0.00081365i,-0.00037929-0.00042164i,-0.00017936-0.00018545i,-0.00013066-0.00036876i,-0.00039557-0.00018225i,0.00022109-0.00030936i,0.00054931-0.00040554i,-0.00018339+0.00035243i,-0.00052856+0.00070103i
-0.00050893-0.00039356i,-0.0010066-0.00037593i,-0.00083725-0.00033315i,-0.00068466+5.3283e-05i,-0.00026591+0.00043348i,-0.00034214-0.00027819i,-0.00036773-0.00056123i,-0.00029935-0.00022575i,-0.00050857-0.00075863i,-0.00042016-0.0012741i,-0.00033774-0.00086296i,-0.00011559+6.2877e-06i,-0.00015109-1.2688e-05i,-0.00036554-0.00023088i,0.00021281-4.6429e-05i,0.00020979-0.00015817i,-0.0002147-0.00016005i,0.00017837+0.00016008i,0.00024109+0.00011482i,-0.00057543+3.2761e-05i,-0.00076952+0.00022931i,0.00042291-0.00037417i,0.0010003-7.4624e-05i
0.00020621+0.00045135i,0.0012785+0.0001512i,0.0011953-0.00029574i,0.0010551+1.6977e-05i,0.0002292-0.00045728i,-0.00089222-0.0014186i,-0.0009266-0.0020536i,-0.00060633-0.0021641i,-0.00063477-0.0017011i,-0.00067418-0.00095884i,-0.00073367+2.0033e-05i,-0.00035902+0.00092056i,-0.0001288+0.00086745i,0.00023894-0.00010248i,0.0003716-0.00062678i,0.00030714-0.00034556i,0.00033252+1.7471e-05i,0.00022617-0.00020466i,-0.00011837+5.2007e-05i,-0.00019577+0.00040707i,-0.00033845+9.2873e-05i,-3.9474e-05-4.7364e-05i,0.00055924+0.00031605i
0.0015265+0.00059678i,0.00092641+0.00041328i,0.00022218-0.0007607i,-0.00030876-0.0021378i,-7.8215e-05-0.0023396i,0.00021902-0.0022573i,0.00033943-0.0024342i,-5.2024e-05-0.0011359i,-0.00010377-0.00035124i,0.00048628-0.00092648i,0.00046558-0.0010481i,-0.00014108-0.00050416i,-0.00037213+0.00014481i,-0.00036527+0.00045173i,-7.5265e-06+0.00023175i,2.9302e-06+0.00028401i,-2.5572e-05+0.0009704i,0.00037212+0.00059075i,0.00027014-0.00040409i,-0.00082056-0.00040882i,-0.00086019-5.5464e-05i,-0.00038812+0.00026302i,-0.00039612+0.00024116i
0.00096846+0.0020126i,0.00044321+0.0015845i,0.0015358+0.0006739i,0.0018643-0.00056305i,0.0021087-0.00080736i,0.0016609-0.0006277i,-7.3295e-05-0.00065785i,-0.0011529-0.00084034i,-0.00038476-0.00034923i,0.00051226-1.2467e-05i,0.0004604-0.00056455i,-0.00012825-0.00045879i,0.0001137-6.7077e-05i,0.00052828+0.00026444i,0.00092322+0.00075576i,0.0012424+2.1557e-05i,0.0010395-0.0011114i,0.0010068-0.00067508i,0.00080451+0.00055011i,0.00051904+0.00032501i,0.00058903-0.00053574i,0.0013424-0.00086134i,0.0010287-0.00045387i
0.0016706-0.00095191i,0.0019337-0.00098885i,0.0024697-0.00030374i,0.0015558-0.00071184i,0.00054033-0.0015749i,-2.0821e-06-0.0017701i,0.00039977-0.0015621i,0.0012307-0.0014424i,0.00062616-0.0018564i,-0.00059602-0.0017844i,-0.00078269-0.0010451i,-0.00029113-0.00040944i,0.00040278+8.1677e-05i,-0.00020751+0.000143i,-4.937e-05-0.00015814i,0.00079721-0.00042296i,0.00069646-0.00046159i,0.00042684-0.00044032i,-0.00012848-0.00081048i,-0.00022173-0.00082142i,-0.0005868-0.00039382i,-0.00034636-0.00041994i,0.00069304+3.4651e-05i
0.0012476+0.0012738i,0.0011026+0.0022594i,-0.00011602+0.0022563i,-0.0003999+0.0010977i,-4.3726e-05-0.00016972i,-0.00019316-0.0012977i,-0.00039094-0.0018272i,-0.00047321-0.0019976i,-0.00027768-0.0018639i,-0.00021565-0.0010788i,-0.00049476-0.00045749i,0.00024259-0.00038115i,0.0011073+9.0949e-07i,0.00057494+0.00022328i,8.8264e-05-0.00025982i,0.00049863-0.00097143i,0.00070243-0.00095333i,0.00025056+0.00015595i,-8.1305e-05+0.00067719i,-0.00029705+0.0005375i,-0.00040126+0.00076322i,0.00019822+0.00043593i,0.00079407-0.00014404i
-0.0010801+0.00032164i,-0.00037155+0.00011011i,-0.00015473+2.0516e-05i,-0.0014865+0.0017108i,-0.00088316+0.0017839i,0.00032391+0.00044217i,-0.00022146-0.00087789i,-0.00072571-0.0018329i,-0.0011115-0.00192i,-0.00052679-0.00098358i,-2.0975e-05+0.00015878i,-0.00039291+5.314e-05i,0.00028549-0.00123i,0.00099881-0.0017907i,0.00054859-0.00081697i,-0.0002325+0.00018675i,4.6075e-05-2.4894e-05i,0.00032647-0.00096787i,8.3285e-05-0.00040841i,2.3348e-05+0.0010376i,-0.00019821+0.0012729i,-7.3549e-05+0.00015382i,0.00024065-0.00063845i
-0.00013097-0.0003582i,-0.00038983+0.00011278i,-0.0012686+0.0012195i,-0.00093667+0.001178i,-7.9672e-05+4.4537e-06i,0.00044583-0.0017518i,0.0007809-0.0021344i,0.0002356-0.0019921i,-0.00064237-0.002172i,-0.00057653-0.0011232i,-0.00045052+0.00014472i,0.00012995+0.00035932i,0.00068428+0.00042135i,-1.8642e-05+0.00069763i,-0.00057379-0.00061186i,-0.00018164-0.0015933i,-0.00017326-0.00088392i,-0.0006769-0.00056442i,-0.0010062-0.00037953i,-0.00054283-0.00058879i,0.00072602-0.00066795i,0.0012308-0.00012809i,0.00088568+0.0001577i
0.0010872+0.00030872i,0.00051716-0.00035862i,-0.00011619-0.0011632i,-0.00092981-0.00036002i,-0.001584+0.00058569i,-0.0005046-0.00048061i,0.00012936-0.001922i,-0.00031418-0.001987i,-0.00079315-0.0017792i,-0.00085428-0.0011738i,-0.0011263-0.00020269i,-0.00092583+1.6826e-05i,-0.00038851+0.00080811i,2.8955e-05+0.00098724i,0.00037654+5.5869e-05i,-5.7112e-05-0.00010871i,-4.933e-05+0.00031486i,0.00080478+0.00045766i,0.00067331+0.00022427i,-0.00033712+0.00019913i,-0.00091572+0.00069539i,-0.0012553+0.00061562i,-0.00082128-0.00051788i
0.00028634+0.00063954i,0.00051687+0.00081809i,0.001324+0.00033319i,0.0020685-0.00014903i,0.0020762+0.00013304i,0.00083133+0.00016454i,-0.00038086-0.00053201i,-0.00049528-0.00067208i,-0.00038349-0.00058106i,-0.000111-0.00072702i,-0.00032705-0.00063854i,-0.00090962-0.00014203i,-0.00069616+0.00075736i,4.8387e-05+0.0010083i,-0.00033249-4.9797e-05i,-0.00056443-0.00029058i,-0.00021635-0.00093641i,-0.00022075-0.0016725i,-0.00054168-0.0009476i,-0.0010519-0.00074274i,-0.0007014-0.0010606i,-0.0002458-0.001071i,7.3587e-07-0.00042099i
-8.5662e-05-0.0020133i,0.00029036-0.0019019i,-0.0010448-0.00088431i,-0.0014622+0.00031498i,-0.0008046+0.00090898i,0.00016366-0.00043637i,-9.5237e-05-0.0015296i,-0.0011285-0.0013683i,-0.00069866-0.0014463i,-0.00029714-0.0012859i,-0.00050881-0.00058533i,-3.3337e-05-0.00017437i,0.00031657+3.1752e-05i,0.0006289+0.00030942i,0.00099636-0.00014107i,0.00062436-0.0008548i,0.00043324+6.5388e-05i,0.0010695+0.00079022i,0.0011503+0.0003651i,0.00064695+0.00017095i,5.9286e-05-5.0434e-05i,-0.00069206-0.00012641i,-0.00053576-0.00049861i
0.00016939+0.0019386i,8.2705e-05+0.0025137i,-0.00025438+0.0021351i,-0.00048839+0.00067695i,0.00011734-0.0011782i,0.0014075-0.0017289i,0.00065984-0.0018202i,-0.0011062-0.0014534i,-0.0010149-0.0007092i,0.00038345+6.0986e-05i,0.00067985+0.0006051i,0.0006419-0.00017682i,0.00082743-0.00075667i,0.0011813-0.00084228i,0.0014148-0.00077422i,0.0012329-3.9191e-05i,0.0007716+0.00051644i,0.00049684+0.000453i,0.00043354+0.00015794i,0.00011071+5.3159e-05i,-0.00020667+0.00035438i,-0.00024269+0.00073174i,-0.00033565+0.00076159i
0.00060351+0.00094808i,0.00035297+0.0013934i,0.0011592+0.0010222i,0.0012281-0.00023162i,3.2373e-05-0.0012511i,-0.0013319-0.0017586i,-0.0015506-0.0017612i,-0.00052403-0.0014692i,-0.00014686-0.0014385i,-3.612e-05-0.0011726i,-0.00012947-0.00090501i,-0.00071418-0.0009751i,-0.00070456-0.00040102i,-0.00017031+0.00013147i,0.00030235-0.00040313i,0.0003911-0.00085487i,0.00042745-0.00015645i,0.00019994+0.00046707i,0.00043673+0.00046862i,0.00091153+0.00030434i,0.00012676+0.00012521i,-0.00038937-0.00076063i,-0.00038532-0.00064001i
0.0012034+0.0016732i,0.0019555+0.001252i,0.0027435+0.00071886i,0.002768+0.00076072i,0.0021241-4.219e-05i,0.0012613-0.0003761i,-0.0001882-0.00023016i,-0.00078751-0.00075884i,-0.00066443-0.0010608i,-0.0006881-0.0014964i,-0.00065543-0.0021042i,-0.0001912-0.0017607i,0.00043511-0.0014154i,-0.00014291-0.0010727i,-0.00095123-7.9472e-05i,-0.00035389+0.00055783i,0.00050899+0.0008916i,0.0005036+0.00042743i,0.00027485+0.00010817i,-0.00013888+0.00024825i,-0.0003994-0.00045312i,-0.00029363-0.0011742i,-0.00033928-0.0011755i
-0.00060593+0.0021343i,-0.00098895+0.0029643i,-0.00044733+0.002504i,0.00070232+0.0011834i,0.00076998-0.00010405i,-0.0003072-0.0011876i,-0.00072452-0.0013879i,-0.00061781-0.00094489i,-0.00068912-0.00089916i,-0.00056746-0.00070763i,-2.5742e-05+0.00020736i,-0.00010207+0.00044705i,-0.00042572+5.7195e-05i,-0.0010344-0.00025639i,-0.00075074-0.00078818i,7.7246e-05-0.00087159i,0.00014188-0.00062787i,0.00045514-0.0010057i,0.0004615-0.0010842i,0.00037823-0.00098872i,-0.00010021-0.00039679i,-0.0007669+7.4826e-05i,-0.00068558-0.00042959i
0.0011265-0.00020245i,0.00033728-4.3898e-05i,0.00067533-0.00041356i,0.00042303-0.0021525i,5.6378e-05-0.0027438i,0.00028692-0.0012532i,-0.00019485-0.00015419i,-0.00016698-0.00010679i,-0.00020919-0.00080463i,-0.0007882-0.0017761i,-0.0004943-0.0015146i,0.00048365-0.00054403i,0.00066201-5.2786e-05i,0.00037219-0.00019025i,0.00023356-0.00018708i,-3.5359e-05+2.2112e-06i,-0.00054974-0.00025497i,-0.00088432-0.00060648i,-0.00074698-0.00028527i,-0.00089304+0.0009748i,-0.0013951+0.0013028i,-0.0012392+0.00089111i,-0.0005954+0.00052723i
-0.00014303-0.00028351i,-0.00012791-0.0014416i,0.00031163-0.0015706i,-7.7584e-05-0.00058953i,-0.00027676-0.00020933i,-0.00013077-0.0007846i,0.00015416-0.0016597i,-0.0002516-0.001478i,-0.0011158-0.0011225i,-0.0010019-0.00066969i,-0.00037124-0.00086113i,6.082e-05-0.00054941i,0.00069477+0.0005309i,0.00059259+0.00086408i,0.00049238-7.5276e-06i,0.00050303-0.00023597i,0.00013196-0.00055589i,-5.8551e-06-0.00067727i,-0.00037275-0.00040876i,-0.00024767-0.00052846i,0.00035243+1.5721e-05i,0.00055142+0.00046602i,-0.00017855-0.00017519i
-5.9341e-05+0.0016998i,-0.00058322+0.0022557i,-5.4941e-05+0.0012946i,0.0012967-5.2189e-05i,0.001502-0.0010677i,0.00054758-0.0013681i,-0.00049131-0.0013227i,-0.00081685-0.0014718i,-0.00024759-0.0013317i,0.00021875-0.0010579i,0.00018306-0.00091247i,-5.6964e-05-0.00022522i,-1.6689e-05+0.0004496i,-2.493e-05-0.00029206i,-0.00037947-0.0010823i,0.00013361-0.00090136i,0.00080555-0.00029709i,0.00052085-0.00025098i,-0.00023051+3.2028e-05i,-0.0005929+0.00066164i,-0.00059159+0.00072538i,-0.00018842+0.00069663i,0.00051833-0.00053234i
-0.00091724-0.0016235i,-0.0011301-0.0012904i,-0.00042567-0.0010447i,8.5972e-05-0.00077508i,0.00024024-0.00076654i,0.00069986-0.00073246i,0.00046058-0.0011235i,9.7674e-05-0.0013927i,-4.0778e-05-0.0013727i,-0.00076639-0.00080964i,-0.00035599-0.00025203i,0.00034548+0.00013008i,0.00020493+3.398e-05i,0.00036326-0.00032634i,-6.8938e-05-0.00089404i,-0.00022308-0.0011276i,0.00041259-0.00031738i,0.00041804+0.00092729i,-0.00023076+0.00092631i,-0.00017622+0.0006447i,0.0005431+0.00035048i,0.00017484+0.00015299i,-0.00069142-7.0868e-05i
5.8919e-05+4.3199e-05i,0.00040632-9.9095e-05i,0.00019959-0.0010138i,-0.00045257-0.0011876i,0.00024304-0.00098986i,0.00026433-0.00078868i,-0.00025405-0.00089372i,-0.00045076-0.00063902i,-0.00078973-0.00029613i,-0.0012416-0.00038558i,-0.0012154-0.00063532i,-0.0002776-0.00053323i,7.9469e-05+0.00053563i,-0.00029121+0.00067005i,0.00015735+0.00010319i,0.00052794+0.00023438i,0.00037282+0.00010067i,0.00045558+5.4606e-05i,-1.4465e-05+0.000376i,-0.00044028-0.00015147i,-0.0010607-0.00032075i,-0.0010555+0.00014885i,-0.00062594-0.00022673i
-0.0014708-0.00010867i,-0.00091496-0.00055174i,-0.00078514-0.00067676i,0.0003941-0.0012361i,0.0012281-0.0010216i,0.00038509-0.00072973i,-0.00042021-0.00031025i,-0.00077162-0.0003376i,-0.000422-0.00049989i,0.00019218-0.0006566i,0.0005262-0.00032566i,0.00058267-0.00013171i,0.00089446-3.73e-05i,0.0013445+1.9577e-05i,0.0011848-0.00038617i,0.00096019-0.00055539i,0.00053627-0.00076841i,0.00018351-0.00012734i,-0.00022319+0.00096372i,-0.0005926+0.0010729i,-0.00028731+0.00010599i,0.00064054+1.8115e-05i,0.0012552+0.0013285i
0.00018334+0.0015031i,0.00076503+0.00098971i,0.0017908+0.0012794i,0.0022824+0.00032907i,0.002118-0.00093146i,0.00095523-0.0012836i,-0.00045078-0.001373i,-0.001672-0.0013009i,-0.0014064-1.8095e-05i,-0.00051325-0.0011478i,0.0002688-0.0026786i,-9.7418e-05-0.0013575i,-0.0013589-0.00026581i,-0.0011923-3.8786e-05i,-0.0004558+0.0002406i,-0.00047012+3.5311e-05i,-0.00093412-0.0002411i,-0.00026478-0.00010858i,0.00052027+9.7587e-05i,0.00073962+0.00011291i,0.00076018-3.0439e-05i,0.00033974-0.00033019i,0.00019398-0.00061226i
0.00094834+0.00074908i,7.4557e-05+0.00040538i,0.00023674-8.7908e-05i,0.00059646-0.00070592i,0.00036767-0.0012975i,-0.00034026-0.0013409i,-0.0012397-0.00058129i,-0.0013049+0.0003124i,-0.00063415+0.00020648i,-8.4896e-05-3.678e-05i,-0.0003522-0.00048498i,-0.00092741-0.0011585i,-0.0012268-0.00045702i,-0.0012159-8.2705e-05i,-0.0007319-0.00049627i,-0.00063506-0.00024823i,-0.00018461-0.00014524i,0.0009939-0.00060393i,0.00093436-0.00050232i,0.0001343+0.00024243i,0.00014106+8.2208e-05i,-3.9358e-05-0.00057612i,-0.000459-0.00097078i
-0.00045657+0.0003896i,-0.00064042+0.00060692i,0.00037428+3.5612e-05i,0.00080617-0.0003559i,0.0011952-0.00046471i,0.0015462-0.00036537i,0.00094511-0.0008147i,6.7191e-05-0.0013705i,-7.0905e-05-0.0018015i,-0.00044283-0.0018259i,-0.00017762-0.00089061i,0.00015861+0.0005665i,0.00064586+0.00085495i,0.0012841-9.9392e-05i,0.00092459-0.00018266i,-0.00047429+0.00015473i,-0.0010505-5.0798e-05i,-0.00054108-0.00059972i,-0.00055167-0.001426i,-0.00067002-0.0003016i,0.00018024+0.00025737i,0.00042475-9.8138e-06i,0.0002119+8.672e-05i
0.00043748-0.0042025i,-5.515e-05-0.0037629i,-0.0019018-0.0030634i,-0.0022824-0.0014184i,-0.00098336-0.0005329i,4.2362e-05-0.001195i,-0.00037476-0.001324i,-0.00031835-0.0011058i,-0.00062788-0.00021893i,-0.0018068-0.00039996i,-0.0014708-0.0011729i,-0.00013013-0.00024259i,0.00023008+0.0004002i,0.00033472-0.00016449i,9.4365e-06-0.00016093i,-0.0003612-6.8489e-05i,5.3832e-05-2.0524e-05i,0.00096193-1.9179e-06i,0.00087872-4.4195e-06i,-0.00024545+0.00083707i,-0.0010374+0.00093968i,-0.00086727+0.0003802i,0.000163+0.00038245i
-0.00018745-0.0016653i,0.00018601-0.001518i,-0.00097473-0.00086766i,-0.0017192-0.00066767i,-0.0007729-0.00066937i,0.0014977-9.7423e-05i,0.0015661+0.00056877i,0.00015118-0.00039051i,-0.00029439-0.0011991i,-0.00065547-0.00094119i,-0.00062378-0.0005609i,-0.00032332+3.3176e-05i,0.00031797+0.00040752i,0.00092067+5.6261e-05i,0.00081078-0.00050995i,0.00061469+0.00015346i,0.00094204+0.00044251i,0.0011847+0.00023494i,0.0006607+0.00018008i,0.00028897+0.00094434i,0.00049605+0.0021891i,0.00021625+0.0012436i,-8.907e-05+0.00021452i
0.00048853-0.00038061i,-0.00067197-0.0006323i,-0.0001132-0.0010381i,0.00070574-0.00089002i,0.0007367-0.00086574i,0.00050864-0.0015236i,0.00020643-0.0016329i,-0.00025299-0.001497i,-0.00039481-0.00099422i,-0.00041655-0.00034061i,-0.00041791+0.0001135i,-0.00024954+0.00023537i,0.00044021+0.00043693i,0.00075742+0.00043345i,0.00057133-0.00060355i,0.00067725-0.00059608i,0.00076258+9.4951e-05i,0.00064132+0.00041165i,0.00051496+0.00073251i,0.00044016+0.00029378i,-4.0198e-06-0.00039123i,-0.00057633-0.00064543i,-0.00039463+1.6094e-05i
-0.00045251+0.00041622i,-0.00037429+0.0001132i,-0.00030612+0.00035853i,-2.8544e-05-3.759e-05i,0.000613-0.00089016i,0.00076476-0.0014978i,-0.00053151-0.0013607i,-0.0009955-0.00068151i,-0.00093114+0.000109i,-0.00088398-0.00020006i,-0.00095198-0.00077808i,-0.00052353-0.00073638i,0.00066853-0.00030196i,0.00093331+9.9789e-06i,-6.8151e-05+0.00048023i,-0.00027992+0.00037769i,0.0004116+0.00034054i,0.00056057-0.00011269i,-0.00053183-0.0010869i,-0.00095726-0.00097615i,-0.00069707-7.3084e-05i,-0.00049652+0.00018371i,-0.00017773-5.4376e-05i
-0.0011654+0.0011268i,-0.0017383+0.0016182i,-0.0016866+0.0018806i,-0.00029611+0.0021264i,0.0011459+0.0012439i,0.0017725-2.1961e-05i,0.0012373-0.00077844i,0.00074054-0.0010011i,0.00074253-0.00024669i,0.00078271-1.8231e-05i,0.00057612-0.00061913i,0.00050284-0.00051465i,0.00037011-0.00014985i,0.00028997+4.8638e-06i,6.4124e-05+2.2905e-05i,-0.00037656-0.00032893i,-0.00053449-0.00050517i,-0.00018391-8.1895e-05i,0.00044149+0.0001127i,0.00068688+0.00028894i,0.00021676+0.00066727i,0.00046217+0.00013933i,0.00082842-6.6412e-05i
-4.2548e-05+0.0021247i,-0.00029996+0.0015608i,0.00078192+0.00095629i,0.0014814-0.00057211i,0.0017744-0.0019841i,0.0013561-0.0021269i,0.00055115-0.0014105i,0.00015583-0.00052433i,-4.3544e-05-3.6823e-05i,0.00059576-0.00084141i,0.00041773-0.001615i,-0.00041884-0.0017604i,-0.00052881-0.0013688i,-0.00067092-0.00073554i,-0.00087279-5.0092e-05i,-0.0016187+0.00010926i,-0.0017613-0.00039752i,-0.0005554-0.00020999i,-0.00026042+0.00036941i,-0.0003287+0.0003768i,0.00032492-0.00015526i,0.00061887-0.00089905i,0.00031155-0.00073285i
-0.0013677+5.4529e-05i,0.00010414+0.00093686i,0.0010531+0.00062261i,0.00067777+0.00099916i,2.1813e-05+0.0005804i,-3.8529e-05+1.3996e-05i,0.00042725-0.00024389i,0.0010884-0.0011335i,0.0015761-0.0011411i,0.0013035-0.00072792i,0.00058875-0.0011038i,0.00037371-0.00046366i,0.00055-0.00012391i,0.00070669-0.00022616i,0.0003801+0.00070156i,-0.00011049+0.00061956i,-9.4499e-05-0.00033856i,-0.00032552-0.00076689i,-0.00084002-0.0006687i,4.5317e-05-9.1358e-06i,0.0014202+0.0013633i,0.0011152+0.0012642i,0.00023551-3.7878e-05i
-1.3552e-05+0.00068266i,0.0015417+0.0013134i,0.0018438+0.0028085i,0.0023512+0.0014964i,0.0025922-0.00045634i,0.0014875-0.0016099i,-1.7335e-05-0.0019456i,-0.0013016-0.0014334i,-0.0017188-0.0010836i,-0.0010107-0.00060485i,2.1107e-06-8.6231e-05i,6.1159e-05-0.00030372i,-0.00025584-0.00080635i,-0.00034913-0.00092298i,9.2287e-05-0.00069742i,0.00049054+2.9829e-05i,0.00065211+0.00030351i,0.00076477-3.3236e-05i,0.00042025-0.00041415i,0.00026548-9.2704e-05i,0.00042606+0.00074582i,0.00058789+0.00090184i,0.00081586+0.00063414i
-0.00036562+0.00050448i,-0.00024971+0.0010035i,-0.00028145+0.0016053i,-0.00021228+0.0011996i,0.00027773-0.0001707i,0.00020043-0.0014466i,-0.00049372-0.0016749i,-0.00053251-0.0016053i,0.00023227-0.00097637i,0.00096924-0.00027484i,0.00093809-0.0003836i,0.00034838-0.00028326i,0.00041662+0.000131i,0.00070045+1.2464e-05i,0.00021871-0.0004064i,0.00034476-0.00047439i,0.00087679-0.00016975i,0.00066011+0.00036504i,-0.00010012+0.00016969i,-0.00051445-4.8394e-05i,-0.00036705+0.00021451i,0.00049658+0.0003238i,0.00068256+0.00016974i
