0.0010057+0.00036165i,0.00047663-0.0012949i,-0.00098875-0.0033281i,-0.0018749-0.004467i,-0.0021837-0.0034259i,-0.0026941-0.00090116i,-0.0017084+0.0012315i,-0.00032148+0.0014916i,0.00088353+0.00030411i,0.00074681-0.001298i,-5.3722e-05-0.0018616i,0.0004943-0.00089236i,0.00075969-3.0424e-05i,0.00067875+3.5623e-05i,0.0014311+0.00047013i,0.00070498+0.0011409i,-0.00028518+0.001203i,0.00010437+0.00083574i,0.00021243+0.00035549i,0.00023729-0.00034345i,0.00039972-0.00087433i,0.00043391-0.00073226i,-0.00039382-0.00039513i
0.0006421-0.00011779i,0.0002725+0.00046676i,-0.00089462-0.00037892i,-0.0011331-0.001413i,-0.0012527-0.0024237i,-0.00063842-0.0025047i,-0.00022084-0.0014987i,-0.00040732-5.0222e-05i,-0.00014225+0.0011679i,-0.00023556+0.0013726i,-0.00032387+0.0012083i,0.0004051+0.0011357i,0.00041747+0.00017978i,-7.8584e-05-0.00087803i,1.5442e-05-0.00137i,0.0010543-0.0018243i,0.0013823-0.0014612i,0.00045232-0.00027479i,-0.00016383+0.00013539i,-0.00056512+8.5549e-05i,-0.00084051+0.00021914i,-0.00084868+0.00047978i,-0.00081185+0.00054029i
0.00042848-0.0015539i,-0.0010212-0.00080774i,-0.002678-0.00057497i,-0.00316-0.0013807i,-0.0028306-0.0020485i,-0.0029579-0.0018009i,-0.0024673-0.0016247i,-0.0013307-0.00092229i,-0.00043526+4.736e-05i,-0.00057539-9.6346e-06i,-0.00069456-7.8697e-05i,5.5476e-05+0.00018127i,0.00023144-0.00025296i,0.00033034+5.2181e-05i,0.00075552+0.00010986i,0.00072481-0.00012758i,0.00037913-0.00019577i,-0.00020186-0.00031602i,-0.00028164-0.00070776i,-8.4795e-05-0.00088237i,-0.00022583-0.00089258i,-0.00047527-0.000512i,-0.00026338+0.00014309i
-0.0031073+0.00024038i,-0.0036612+0.00039971i,-0.0033753+0.00064391i,-0.0020386-0.00073686i,-0.00026424-0.0011445i,0.0011998-0.00046742i,0.00092052+0.00010621i,-0.00021298+0.0010727i,-0.00080416+0.0015718i,-0.00070753+0.0014593i,-5.536e-05+0.0011846i,0.00024457+3.2338e-05i,0.00033711+2.9226e-05i,0.00015532+0.00018096i,9.6716e-05-0.00065972i,0.00049172-0.0018104i,0.00095537-0.0017993i,0.00073755-0.0011797i,0.00020752-0.00085125i,-0.00038044-5.5762e-05i,-0.00052369+0.00050585i,-9.5526e-06+0.00030077i,0.00055975+0.00024438i
-0.00027137-0.001781i,-0.00054612-0.0019355i,-0.00068031-0.00098487i,-0.00045518-0.00038341i,-0.00060391-0.00055227i,-0.0011757-0.0015477i,-0.0016141-0.0019941i,-0.0010411-0.0007225i,-0.00043762+0.00047138i,-0.00041808+0.00024393i,-0.00013249+0.00034664i,0.00052148+0.0013157i,0.00070984+0.00079939i,0.00060683-0.0010338i,0.00070669-0.0015851i,0.00053612-0.00099355i,0.00049106-0.00055762i,-7.6146e-05-0.00044891i,-0.00058216-0.00058293i,-0.00019274-0.00059784i,0.00032115-1.4181e-05i,5.5467e-05-0.00013351i,-0.00051531-0.00037453i
-0.0015578+5.0218e-05i,-0.0023431-0.00023877i,-0.0025873+0.00079895i,-0.002368+4.5184e-05i,-0.0021793-0.0015829i,-0.00084007-0.001655i,-0.00062766-5.8067e-05i,-0.00098114+0.001035i,-0.00057854+0.0010992i,-1.0821e-06+0.0015424i,-0.00038956+0.0011139i,-0.00076147+0.0007628i,0.00045921+0.00036049i,0.0012719-0.00026041i,0.00062803-0.00075829i,0.00013432-0.0015423i,0.00018582-0.0016041i,0.00042489-0.00091217i,0.00071763-0.00092173i,0.00065597-0.00069814i,0.00053728+3.6258e-05i,0.00094512+0.00018839i,0.0014216+0.00016017i
0.00060219+0.00028465i,0.0017563-0.0013942i,0.00086084-0.0020686i,6.6856e-05-0.0019428i,-1.2498e-05-0.0020613i,-0.00092393-0.0031303i,-0.0011222-0.0028146i,-0.00099907-0.00049225i,0.00013099-6.7661e-05i,0.0008812-9.6718e-05i,0.0003031-0.00019642i,0.00013987-0.00060299i,-0.00013233+0.00034257i,0.00041306-6.194e-05i,0.0011363-0.00076713i,0.0012371-0.00046062i,0.0013746-0.00053173i,0.00042239-0.00068154i,-0.00094317-0.00025315i,-0.00090539+0.00058862i,-0.00049883+0.00086867i,-0.00076329+0.00071879i,-0.00090283+0.00049382i
0.00095732-0.0012686i,-0.00029114-0.0006735i,-0.0017487-0.00048257i,-0.0021269-0.0013205i,-0.0015-0.0026762i,-0.00032559-0.0023783i,0.00026386-0.00086348i,-0.00049056+0.00022268i,-0.00083281+0.00073786i,0.00041223+0.001119i,0.00085932+0.00099997i,1.9868e-05+0.00046949i,0.00024663+0.00029098i,0.00099393+0.00050948i,0.00018064+0.00041517i,-0.00065887-0.00030761i,-0.000559-0.00091108i,-0.00022944-0.00072551i,-5.5623e-06-7.7044e-05i,9.4692e-05+0.00031309i,0.00047216+0.00054275i,0.00031975+0.00092342i,-4.5574e-05+0.00028492i
-0.00032289-0.0010951i,-0.0011863-0.00089317i,-0.0022773-0.0011117i,-0.0031179-0.0017274i,-0.0019259-0.0029435i,-0.0009404-0.0034016i,-0.0004767-0.0025361i,-0.0004214-0.0011329i,-0.0001328-0.00016087i,-0.00047496+0.00068269i,-0.00081672+0.0013602i,-0.00018447+0.0010656i,0.00030149+0.00071145i,-0.00015645+0.0010895i,-0.00090404+0.00051185i,-0.00031461-0.0004821i,0.0002271-0.0001619i,2.2588e-05+6.4435e-05i,0.00021+0.00017678i,0.00042517+0.00048736i,7.675e-06+0.00031507i,-0.00025917-0.00071709i,-0.00059845-0.00070981i
-2.4829e-05-0.0019483i,-0.00051971-0.0023833i,-0.00077384-0.0019593i,-0.00037415-0.0014319i,-0.00073906-0.00098844i,-0.0011995+6.1634e-05i,-0.0010888+0.00031962i,-0.0018235-0.00012683i,-0.0022141+4.0025e-06i,-0.0018228+1.5532e-05i,-0.00092376-0.00022798i,0.00036177+3.2432e-05i,0.00093659-0.00019535i,0.00024406-0.00033005i,-0.00023287-3.0453e-06i,0.00028272-0.00054853i,0.00020592-0.0013168i,-0.00055706-0.00068978i,-0.00086456+0.00014191i,-0.00073351+0.000114i,-0.00113-0.00043038i,-0.0013117-0.00032313i,-0.00051829+0.00043985i
-0.0012525+0.00023266i,-0.00054851+0.00049674i,0.00012099+0.0004018i,0.00016103-0.00092317i,0.00012676-0.0020594i,-0.00017098-0.0029382i,-0.00028024-0.0025084i,-0.0004303-0.00026255i,-0.00049603+0.0015531i,0.00066827+0.0011731i,0.00077036+0.0007467i,0.00032928+0.0010625i,0.00020171+0.00083822i,0.00014875-1.4333e-05i,0.00078907-0.00060895i,0.00094709-0.00066396i,0.00012265+0.00014435i,-0.00054942+0.00069743i,-9.3279e-05+0.00033299i,0.00011026+0.00042789i,9.4316e-05+0.00063171i,0.00033826+0.0002638i,0.00024862+0.00054432i
-0.00043273+0.00085318i,-0.00031635+0.00052049i,-0.00040738-0.00070041i,-0.00050208-0.0014632i,7.5363e-05-0.0016675i,-0.00012113-0.0016666i,-0.0010246-0.00015964i,-0.0015181+0.001213i,-0.0017204+0.0012387i,-0.0010428+0.00096224i,-0.00023547+0.00028173i,-0.00014193-0.0004452i,-9.1468e-06-0.00097383i,-0.00016337-0.0015i,0.00028756-0.001704i,0.00033961-0.0012511i,0.00037225+2.1274e-05i,0.00088635+0.00037801i,0.00069871-0.00024842i,0.0002534-0.00032108i,-0.00016207-0.00030389i,-0.00010925-0.00060482i,0.00033116-0.00052493i
0.0011569+0.00063219i,0.00084252-0.00058517i,0.0011547-0.0018549i,0.00070166-0.0028058i,-0.00011006-0.0027963i,-0.00062385-0.0025621i,-0.00028728-0.0020131i,-6.9048e-05-0.00043692i,-0.00025016+0.00091556i,-0.00030239+0.0013918i,-0.00023745+0.0011939i,-0.00011295+0.00028591i,0.00018113-0.00051461i,0.00036298-0.00055657i,-0.00011449+0.00016382i,-0.00035269-0.00027339i,-0.00069993-0.0013005i,-0.00083409-0.0011706i,-1.6591e-05-0.00062965i,-0.00055095-0.00038445i,-0.00067578-0.00097921i,0.00026622-0.00087748i,0.00018279+2.7151e-05i
-0.00051329+0.002248i,-0.00056928+0.00083393i,-0.0011627+3.3367e-05i,-0.00014749-0.0011133i,0.0017282-0.0026392i,0.00077538-0.0025111i,-0.00064055-0.0011072i,-0.0011258-0.00053971i,-0.00032361+1.745e-05i,0.00055671+0.00043647i,0.00015715-0.00033102i,-0.00039427-0.00076524i,-0.00070217-0.00020422i,-0.00018223+0.00014118i,5.4801e-06+0.00044203i,-0.00041697+0.00039779i,-2.746e-05-0.00023778i,0.00029626-0.00082691i,0.00049949-0.0011921i,0.0010812-0.0011237i,0.0014601-0.00087522i,0.0010852-0.00051351i,0.00039603-2.0856e-05i
-0.00038684+0.00097147i,0.00039627-8.6023e-05i,0.00077064-0.0013526i,0.0005961-0.0022441i,0.00070005-0.0025223i,-2.312e-05-0.0025448i,-0.0011183-0.0017699i,-0.0012651-6.4695e-05i,-0.00040453+0.00054477i,0.00043134-1.911e-05i,0.00092496-0.00021346i,0.0004705+5.4903e-05i,-0.0010022-0.00025606i,-0.00066685-0.00063415i,-0.00015877-0.00076064i,-0.00050447-0.00045382i,0.00040299-0.00019525i,0.0011134+1.5018e-05i,0.00029174-0.0002381i,-0.0006174-0.00046262i,-0.000208-0.00018381i,0.00080779-0.00037683i,0.00086641-0.00036531i
0.002077-0.0007997i,0.0015848-0.00043692i,0.00075104-0.00059548i,0.00042059-0.0010178i,-1.4391e-05-0.0009081i,-0.00093349-0.00080703i,-0.00086061-0.0010134i,-1.7537e-05-0.00079689i,9.573e-05-0.00044687i,-0.00011097-0.0005624i,-0.00019356-0.00076614i,-1.1413e-05-0.00011654i,0.0006387+0.0006256i,0.00075552+0.00054808i,0.00033227+0.00046103i,0.00016004-0.0002014i,-0.00026273-0.00093529i,-0.00076448-0.00022132i,-0.00065624+0.00032954i,-0.0009248+0.00040811i,-0.0011585+0.00071841i,-0.00018732+0.000659i,0.00036569+1.0291e-05i
-4.7755e-05-0.0012183i,-0.0012904-0.00033942i,-0.002053-0.00088092i,-0.0013511-0.0017324i,-0.0015199-0.0024985i,-0.0016118-0.0030695i,-0.0012597-0.0021978i,-0.0014235-0.00018173i,-0.0010572+0.00096577i,-3.8479e-05+0.00046266i,-0.00030695+9.0916e-05i,-0.00016537+0.00036453i,0.00071236+0.00022727i,0.0011106-0.00037414i,0.00098643-0.00096335i,0.00012626-0.0012895i,3.4103e-06-0.0015065i,0.00012453-0.001494i,-9.373e-05-0.00087237i,0.00017136-0.00063649i,0.00038322-0.00080889i,-3.7537e-05-0.00052225i,-0.00020371-0.00020352i
-0.0022924+0.00029456i,-0.0021048+0.00092918i,-0.00078321+0.0016055i,0.00072601+0.0011935i,0.0017311+0.00025034i,0.0013806-0.0013152i,0.00048066-0.001367i,0.00018599-0.00032066i,7.1511e-05+0.00067918i,0.00055032+0.0015828i,0.00065959+0.0010388i,0.00033232-0.0004274i,0.00034605-0.00079954i,-0.00028646-0.00072615i,-0.00054214-0.0012089i,-9.8329e-05-0.00087066i,-0.00029415-0.00043411i,-0.00061478-0.00063234i,4.9437e-05-0.00090337i,0.00088918-0.0012295i,0.00064452-0.00067644i,1.8651e-05-4.0357e-05i,0.00038799-0.00013233i
-0.0010869-0.0014032i,-0.00071622-0.0012908i,-0.00033066-0.0016111i,-0.00068549-0.001756i,-0.0012469-0.0010816i,-0.00040572-0.00061903i,0.00028841-0.00092967i,-0.00030996-0.0001824i,0.00012371+0.00031501i,0.0012784+7.746e-05i,0.00094745+0.00035462i,0.0010501+0.00040648i,0.001083+0.00013647i,-3.7659e-06-0.00041413i,-0.00043287+0.00045169i,-0.00037663+0.00096587i,-0.00048735+0.00088163i,0.00015936+0.00065405i,6.4622e-05+0.00066512i,-0.0004285+0.00066894i,-0.00057871+0.0002116i,-0.00059288+0.00027789i,-4.4047e-05+0.0004517i
0.00014414+3.9255e-05i,-0.00029714-0.00015757i,-0.0010509-0.00042815i,-0.0010992-0.00075188i,-0.00023449-0.0019105i,8.307e-05-0.0029832i,-0.0010299-0.0027041i,-0.00076436-0.0015525i,0.00038263-0.00064007i,0.00035088-0.00051951i,0.00052599-0.00059007i,0.0012114-0.0011291i,0.00063918-0.0018125i,0.00043787-0.001193i,0.00090402-0.00041806i,0.0007452+6.2797e-05i,0.00050012-0.00043014i,0.00058389-0.0012285i,0.0003718-0.00083521i,0.00031242-0.00056044i,0.00061127-1.2253e-05i,0.00024655+0.00080672i,0.00025115+0.00041425i
-0.0017008+0.0022166i,-0.0015191+0.00081782i,0.00038802-8.7578e-05i,0.00081728-0.0011214i,0.00059489-0.0020117i,-1.9066e-06-0.0017952i,-0.00062289-0.0011886i,-0.00072381-0.00014299i,-0.00025337+0.0009282i,0.0010169+0.0010514i,0.0012718+0.00074707i,4.8306e-05+0.00075769i,-0.000205+0.0002585i,0.00038045+0.00025289i,0.0007347+0.0005783i,0.00026275-0.00020863i,-1.5298e-05-0.00063418i,-0.00050303-0.00055405i,-0.00043241-0.00084185i,-0.00020748-0.00060081i,-0.00074364+5.0418e-05i,-0.00070597+0.00044884i,-3.1365e-05+5.0644e-05i
-0.00083811-0.001208i,-0.0022888-0.00028186i,-0.0030013+0.00026596i,-0.0019365+0.00027392i,4.7551e-05-0.001235i,0.00095327-0.0020376i,-8.0896e-05-0.0011958i,-0.00061084+0.00023233i,-0.00023036+0.0015116i,0.00085374+0.00090895i,0.001222-0.00014556i,0.00048743-0.00024158i,0.0002518-0.0003754i,5.0542e-05-0.0011043i,7.5615e-05-0.0010811i,0.0007419-0.00096197i,0.00075658-0.0011825i,-0.00031899-0.00051378i,-0.00068523-2.6039e-05i,-2.8678e-05+0.00031821i,2.8824e-05+0.00082839i,-0.00086646+0.00037313i,-0.00098707+0.0002406i
0.00061021+0.0012919i,0.0008696-0.0001177i,0.00014065-0.0018148i,-0.00040892-0.0035367i,1.3811e-05-0.0033029i,3.6267e-05-0.0023855i,-0.00013578-0.00094209i,-0.00015657+0.00011116i,-0.00016231+0.0010736i,0.00030321+0.00072768i,0.00016881-0.00044066i,0.00029941-0.00036269i,0.00030659+4.7658e-05i,-0.0006176-0.00051105i,-0.00031993-0.0011862i,0.0002099-0.0014341i,0.00015169-0.0015809i,-0.00016441-0.0010186i,-0.00054074-0.00028508i,-0.00017512-0.00032319i,-0.00077413-0.00063183i,-0.0013397-9.9483e-05i,-0.00096584+0.00033697i
-0.001374-0.00068617i,-0.0015908-0.00049728i,-0.0013201+0.00046878i,-0.00090156+0.00055773i,-0.0007724-0.00057723i,0.00011333-0.0012203i,6.3135e-05-0.0013193i,-0.0011173-0.00072683i,-0.00034203-8.4723e-05i,0.00092445+0.00011778i,0.0011006+0.00018122i,0.00078502+0.00046021i,0.00029711+0.00048986i,0.00036433-4.97e-05i,0.00064913+0.00017425i,0.00085573-0.00055139i,0.00044802-0.0013782i,-9.2133e-05-0.00011576i,-8.5346e-05+0.0008608i,-0.00015278-2.6061e-05i,-0.00038056-0.0003464i,-0.00040158-3.0361e-05i,-0.00040656+0.00049506i
-0.0026303-0.00021654i,-0.0032463-0.00058643i,-0.0033143-0.00054474i,-0.0027825-0.00025535i,-0.0021671-0.0005805i,-0.0014334-0.00076338i,-0.0014186-0.0003829i,-0.0015659-0.000215i,-0.00083326+0.00048755i,0.00010018+0.00084923i,0.00029922+0.0008173i,0.00031991+0.00054113i,0.00022413-0.00080111i,0.00071535-0.0014003i,0.00098313-0.00078877i,0.00017625-0.00027266i,-0.00012718-0.00010474i,-0.00022371+0.00026657i,0.00010084+0.00047509i,-1.8134e-05-7.2826e-05i,-0.00063049-0.00055252i,-0.00029574-0.00055216i,0.00032443+5.2712e-05i
-0.002008-0.0025176i,-0.0024539-0.002844i,-0.0023633-0.0021459i,-0.0012811-0.0010048i,-0.00011567-0.00028809i,0.00074339+0.00034526i,0.00057541+0.00028618i,-0.00010483+0.00016996i,-0.00025334+0.00072675i,7.0888e-05+0.00076747i,0.00055444-9.0243e-05i,0.00081166-0.00013839i,0.00093547-0.00022402i,0.0005656-0.00086115i,0.00041184-0.001196i,0.00020519-0.0016535i,0.00035932-0.0021445i,0.0006708-0.001191i,0.00072236+0.00010015i,0.00045567-0.00021535i,-0.00012108-0.00045794i,-0.00035541-0.00050257i,-0.00078901-0.0003526i
0.0013534-0.0027849i,-0.00053283-0.0021299i,-0.0019705-0.0030537i,-0.0025278-0.0040522i,-0.0030779-0.0036668i,-0.0026058-0.0026529i,-0.0016512-0.0015493i,-0.00073356+0.00038869i,-0.00029465+0.0016568i,-0.00074837+0.0012474i,-0.00086259+0.00045193i,-0.00056056-8.6563e-05i,-0.00076698-0.00024636i,0.00040527-0.00034927i,0.0014567+8.5902e-05i,0.0013846+5.9298e-05i,0.00094907-0.00047358i,0.00029721-0.00021259i,-0.00014789+0.0005178i,-0.00020124+0.0013449i,0.00020229+0.0011653i,0.00037769+0.00025753i,-0.00033698-0.00030147i
8.7369e-05+0.0007522i,0.00056581+0.00022977i,0.00047903-0.00021247i,0.00053227-0.00096214i,0.000572-0.0019438i,0.00023505-0.002778i,-0.00055058-0.0012707i,-0.0011259+0.00054423i,-0.00057341+0.00061231i,-6.3503e-07-0.00035948i,-0.00018403-0.00080658i,-1.0649e-05-0.00065019i,0.00020411+1.0613e-05i,0.00013551+0.0006373i,0.00019609+0.00058594i,0.00014424+0.00030346i,-0.00020986+7.8492e-05i,-0.00033823-0.00011304i,-0.00017045-0.00066999i,-0.00030909-0.0010678i,-0.00041845-0.0011837i,-0.00035526-0.00079967i,0.00027282+3.4418e-05i
-0.0013276+0.00019647i,-0.0014325+0.00029638i,-0.002001+0.00026916i,-0.0027906-0.00027522i,-0.0034838-0.00091177i,-0.0024715-0.0014787i,-0.0017395-0.0011665i,-0.0016273-0.00051593i,-0.0015376+0.00068107i,-0.0015617+0.0009162i,-0.00054769+0.00029174i,0.00036378+4.0663e-05i,-0.00031551-0.00023074i,-0.00014786-0.00076722i,0.0008452-0.0013561i,0.00029875-0.00077572i,-0.00033979-0.00053618i,6.9672e-05-0.0010583i,0.00019018-0.0005561i,-0.00040429-0.00026919i,-0.0012276-0.00061507i,-0.0016041-0.00020313i,-0.0011994+0.0011471i
0.00081191-0.0013111i,0.00036424-0.0015829i,0.00041005-0.00077383i,0.001154-0.0010072i,0.001115-0.0018457i,2.4962e-05-0.0010944i,-0.00061197+7.2459e-05i,-0.00057053+0.00058022i,-0.00057978+0.00082845i,-0.00081576+0.00063433i,-0.00049244+0.00063148i,-0.00026229+0.00046589i,0.00069284+1.59e-05i,0.0012222+0.00023729i,0.0013117+1.8958e-06i,0.0012564-0.00096109i,0.00091264-0.00083808i,0.00063719+3.7289e-05i,-0.00010472-8.5196e-05i,-0.0003909+0.00046326i,-0.00056447+0.0012319i,-0.00087474+0.00045099i,-0.00038754-0.00012825i
-0.0024725-0.0012868i,-0.0031116-0.0017211i,-0.0034042-0.0023819i,-0.0039481-0.0036224i,-0.0041428-0.0037532i,-0.002391-0.0025432i,-0.00055087-0.0013881i,-0.00043937-0.0003456i,-0.00044266+0.00059304i,2.4852e-05+0.00078471i,0.00038847+0.00080448i,0.00067841+0.00071142i,0.00098698-0.00013424i,0.0013102-0.00019454i,0.001019-1.8883e-05i,0.00079028-0.00033823i,0.00050675-0.00032313i,-0.00013749-0.00065454i,-0.00072797-0.00077497i,-0.00089171-0.00094947i,-0.0003504-0.00066407i,-0.00051134+0.00014229i,-0.00031131+0.00033422i
-0.00059346-0.0016196i,-0.00071657-0.00089605i,-0.00045653+0.00088598i,0.00022453+0.0012992i,0.00046234+0.00058695i,0.00059041+0.00029496i,5.7712e-06-0.00034241i,-0.00036524-0.00019074i,-0.00028686+0.00076853i,-0.00055049+0.00096145i,-0.0010942+0.00051563i,-0.0005402-0.00049555i,-0.00033237-0.0015233i,-9.2001e-05-0.0017442i,0.00079162-0.0014498i,0.0003542-0.0012439i,-0.00016234-0.0010431i,-3.2786e-05-0.00052004i,0.00090865+0.00011708i,0.0011031+0.00032615i,0.0003134+0.00075281i,-0.00024028+0.00087189i,-0.00048038+0.00054943i
-0.00039614+0.0020704i,0.0010653+0.0025881i,0.0013595+0.0012474i,0.00066296-0.00029978i,0.00042101-0.0019028i,0.00016525-0.0031545i,-0.00027871-0.0017453i,-0.0005167+0.00038833i,-0.00046803+0.0010408i,0.00017926+0.0012996i,0.0001731+0.0013688i,-0.00019941+0.00047427i,-0.00018523-5.113e-05i,3.5411e-05+0.00032256i,0.00032029+0.00069645i,3.5247e-05+0.00011423i,-3.024e-05-0.0008533i,0.0007387-0.0016503i,0.0011366-0.0023128i,0.00047507-0.0018488i,-0.00054793-0.00096964i,-0.00069542-0.00017329i,-0.00043876+0.00048924i
0.00070072-0.00087979i,-0.000383-0.0015393i,0.00064887-0.0012616i,0.00062384-0.0006854i,-0.00012409-0.00096106i,-0.00044473-0.0014509i,-0.0010092-0.0011505i,-0.0010164+0.0002229i,-0.00061597+0.0014585i,-0.00015389+0.0016655i,-0.00033483+0.0010825i,-0.00051295+3.6088e-05i,-8.1918e-05-0.00057963i,0.00066656-0.00035667i,0.00084542-0.00030414i,-4.3795e-06-0.00074906i,-0.00037934-0.00062602i,-0.00013124+0.00011468i,-0.00044619+0.00020941i,-0.00043585-0.00022094i,1.882e-05-0.00049098i,-0.00027491-0.00029356i,-0.00033599-0.00022126i
-0.00038402+0.00045731i,0.00068868+0.00084299i,0.0013399+0.00023726i,0.0012828-0.0014473i,0.00031398-0.002892i,-0.00044331-0.0027099i,-0.00084138-0.0015597i,-0.0014345-4.5199e-05i,-0.0015926+0.00071707i,-0.0010413+0.0014138i,-0.00051762+0.0014692i,0.00046903+0.00067044i,0.00061278+0.00025305i,0.00028774-1.7113e-05i,0.00011808-0.0006134i,-0.00043935-0.0011157i,-0.00068373-0.00078958i,-0.00027526-0.00013078i,-9.2841e-06+0.00038283i,-0.00048819-5.2122e-05i,-0.00051851-3.9535e-05i,0.00032736+0.00026367i,0.00033784-0.00015766i
0.002821-0.00017157i,0.000592-0.0018526i,0.0003031-0.0028907i,-9.0185e-05-0.0025484i,-0.0006645-0.0024955i,-0.0012869-0.001777i,-0.0011396+3.2935e-05i,-0.000577+0.00085697i,-0.00041124+0.00092392i,-0.00042284+0.0001296i,-0.00077158-0.00069332i,-0.00095672-0.00042858i,-0.00054333+0.00038606i,3.5309e-05+0.00028285i,0.00036714-0.00029144i,0.0010926+0.00022655i,0.0011561+0.00042047i,0.00057504-2.9384e-05i,0.00041415-0.00025374i,-0.00024532-0.00034753i,-0.00095549-0.00066424i,-0.00099326-0.001047i,-0.0004271-0.00086794i
-0.002027-0.00092727i,-0.0015436-0.0012254i,-0.0016706-0.00081675i,-0.0010327-0.001329i,0.00056882-0.0024648i,0.0011302-0.0026164i,0.00010491-0.0024501i,-0.00071767-0.0008491i,-0.00053684+0.00053354i,0.00013228+0.00073338i,0.00024475+0.00089344i,0.00037892+4.942e-05i,0.00030799-0.00043988i,4.9842e-05-0.0001676i,5.282e-05-0.00057185i,-0.0005502-0.0014332i,-0.00045762-0.001747i,-0.00010041-0.0010175i,1.8563e-05-0.00053903i,0.00070443+0.00032212i,0.00059126+0.00080134i,-0.00041136+0.0001577i,-0.0005304-0.0004838i
-0.00085918+0.00050037i,-0.0017328+0.00051567i,-0.0012983+0.00054583i,-0.000155+0.00040266i,-0.00078452+0.00017007i,-0.00081366-0.00012772i,-0.00045656-0.00047745i,-0.00047069-0.00010083i,-0.00061641+0.0008671i,-0.00074072+0.0014801i,-0.00024667+0.0015923i,0.00062532+0.0011846i,0.0010054+0.000492i,0.00048771+0.00062456i,0.00083066+0.0007329i,0.00091083+0.00022966i,0.00025801-0.00031301i,-0.00036784-0.0010726i,-0.00072133-0.0009028i,-0.00073084-0.00012735i,-0.0012304-1.7637e-05i,-0.000895-7.2985e-05i,-0.00050308+7.5e-05i
-0.0023944+0.0013152i,-0.002995+0.00075559i,-0.0026069+0.0014183i,-0.0015396+0.00040553i,0.00077292-0.0015522i,0.0015159-0.0021271i,0.00078183-0.0012913i,0.00025323+5.0287e-06i,-0.00056064+0.00066981i,-0.00079286+0.00065006i,-0.00039625+7.6034e-05i,-0.00036009-0.00067741i,-0.00021051-0.00032272i,-0.00025607-0.00016322i,-1.6063e-05-0.00082801i,-0.00016175-0.000867i,-0.00062782-0.00047756i,-0.00035001-0.00046147i,-0.0001842-0.00053709i,0.00025227-0.00010469i,0.00046185-1.0331e-06i,-0.00018272-0.00032882i,-0.00043572+4.0082e-05i
-0.00084889-0.00036507i,-0.0015036-0.00017259i,-0.0013114+2.1243e-05i,8.5089e-05-0.00066342i,0.00072546-0.0010741i,4.6684e-05-0.0012135i,-0.00093182-0.0010896i,-0.0013215+6.0189e-05i,-0.00060089+0.0016159i,-0.0005683+0.0019437i,-0.00076705+0.001168i,0.0003034+0.00041082i,0.00076161+0.00013277i,0.00083682+0.00031598i,0.00046723-0.00031387i,-0.0001028-0.00078317i,0.0003276-6.1446e-05i,0.00070185-3.1922e-05i,7.7877e-05-0.00028206i,6.0501e-05-5.4366e-05i,0.00019498+0.00036481i,-0.00027907+0.00029094i,0.00052928-0.00011402i
-0.00067498+0.00046939i,-0.0010351+0.0005459i,-0.0014614+0.00046593i,-0.0010427-0.00067506i,0.0001687-0.0023288i,0.00030232-0.0023444i,-0.00048832-0.0009703i,-0.00093991+0.0003395i,-0.00020222+0.00068076i,0.00026731+0.00029204i,0.00034566-2.2034e-05i,0.00093855+0.00015873i,0.00099275-0.00017864i,0.0003885-0.00094202i,0.00074175-0.001893i,0.0012167-0.0017688i,0.00047993-0.00087715i,0.00071501-0.00046814i,0.00048275-0.0009118i,-0.00071603-0.001247i,-0.00047074+0.00011914i,-0.00032689+0.00051915i,-0.00047079+2.382e-05i
-0.00055066-0.0017426i,-0.0022842-0.0012238i,-0.0018773-0.00081541i,-0.00079046-0.00088584i,-0.00040686-0.0011531i,0.00014247-0.00065448i,-1.3634e-05-0.00070141i,-0.00037674+1.5247e-06i,-0.00096519+0.00091429i,-0.0016556-8.4257e-05i,-0.00076765-0.0004454i,0.00046567+0.00014517i,0.00018051+9.7455e-05i,-0.00019265-1.1475e-05i,-9.683e-05-0.00024452i,1.6886e-05-0.00041849i,0.00050476-0.0001653i,0.00050629-0.0004129i,-0.00014034-0.00099152i,-0.00035953-0.00073959i,-0.00010672-0.0001632i,-0.00045574+7.0227e-05i,-0.00020162+0.00012039i
0.0016322-0.0011098i,0.0011873-0.0013256i,0.0009342-0.0018202i,3.3417e-05-0.0027241i,-0.0012973-0.0027888i,-0.0017282-0.001705i,-0.001006-0.00018033i,-0.0010445-7.8543e-05i,-0.0012245-2.1173e-05i,-0.00061438+0.00048196i,-6.1186e-05+0.00050195i,-0.00075372+0.00034579i,-0.00042597+0.00064297i,0.00019775+0.00089413i,0.00068319+7.6828e-05i,0.00079923-0.000531i,0.00026409-0.00066486i,-0.00015556-0.0008403i,-0.00020093-9.615e-05i,0.00022089+7.6942e-05i,0.0001985-0.00047544i,7.3079e-05-0.0003859i,0.00046458+0.00011355i
