-0.0050768+0.00034501i,-0.0037281+0.0013997i,-0.0030166+0.0023059i,-0.0033784+0.002982i,-0.0036124+0.0023011i,-0.0021438+0.0014381i,-0.0011091+0.0012306i,-0.00062473+0.00062873i,-0.00030617+0.00084901i,-4.0451e-05+0.0015632i,0.00074551+0.00028136i,0.00097901-0.0013691i,0.00023794-0.0014728i,0.00016329-0.0014488i,-0.00019144-0.00073604i,-0.00078485-0.00011263i,-0.00078058-0.00032145i,-0.00052145-0.00051234i,0.00027018+0.00043985i,-4.3815e-05+0.00021931i,-0.00050569-0.00043327i,-0.00018824-0.00032176i,-0.00011082+0.00022144i
-0.00035933+0.0012883i,-0.00073469+0.0016913i,3.6288e-05+0.00047987i,0.0012997-0.0013469i,0.0005882-0.0018796i,-0.00048449-0.0013084i,-0.00028125-0.00064659i,0.00069976-0.00072556i,0.00063401-0.0008472i,0.00056536-0.00041035i,0.0011218+9.0259e-05i,0.00071911+0.00033923i,0.00015169+8.2562e-05i,-0.0004195-0.00024336i,-0.00024781+0.00025528i,1.5368e-05+0.00060387i,-0.00038956+0.00035456i,-0.00044917-0.0003381i,-0.0003649-0.00055086i,-0.00011514+2.7805e-05i,0.00010346-0.00029574i,-0.0008464-0.0011602i,-0.0014641-0.0008793i
0.00066355-0.0021094i,-0.00034155-0.0020993i,-0.0012677-0.001854i,-0.0033687-0.0021647i,-0.0051539-0.0028956i,-0.0043109-0.00085904i,-0.0013838-4.0201e-05i,0.00092267-0.00093568i,0.00054751-0.00079989i,-0.00013451-0.00069878i,0.00018577-0.00072342i,0.00020509-0.00063049i,-0.00023556+0.00027228i,-0.00079237+0.00092809i,-0.0010704+0.0007344i,-0.00067273-8.3999e-05i,-0.0003772-0.0002608i,-0.00047185+0.0002367i,-0.00029592-0.00022121i,0.00025094-0.00064696i,0.00022344-0.00029031i,0.00058332-0.00039347i,0.00052211+1.456e-05i
0.0010635+1.6616e-05i,0.00053517+0.0013303i,0.00083538+0.00087764i,0.00011206-0.00096568i,-0.00088313-0.0031182i,-0.0014495-0.0026272i,-0.0006203-0.00042523i,3.2834e-05+0.00010305i,-0.00050376-0.000803i,0.00010271-0.00073066i,0.00036258-0.00013454i,-0.00021645+9.4305e-05i,-1.5917e-05+0.00055053i,0.00010719+0.00074593i,-0.00030646+0.0012649i,-0.00048188+0.0019103i,-1.1054e-05+0.0016918i,0.00054754+0.0012414i,0.00042963+0.0010077i,5.4987e-05+0.0002969i,-0.00034968+0.00013522i,-0.00064622+0.00041516i,-0.00033013+0.00010705i
-0.00071185+0.0007792i,-0.00025659-0.00017537i,1.9847e-05-0.00030773i,0.00015635-0.0013933i,-0.0005918-0.0024698i,-0.0017858-0.0024061i,-0.0010629-0.0014358i,-0.00036558-0.00093321i,-0.00077376-0.00038911i,-0.00018277+0.00019266i,0.00033613+0.00027317i,0.00028419+0.00015948i,0.00019785-0.0002361i,-0.00011549-0.00029266i,-0.00041461+0.00029906i,-8.2547e-06+0.00028185i,0.00075888+0.00025175i,0.00056838+0.00019011i,1.6224e-05+0.00044879i,-0.00025047+0.00036898i,-0.00066194-0.00091554i,-0.00058659-0.0012233i,-0.00039067+0.00032318i
-9.2045e-05+0.0026668i,0.00075043+0.0035636i,-0.00034235+0.0035662i,-0.0015178+0.00097318i,-0.0017266-0.0014604i,-0.0012819-0.0013177i,-0.00029968-0.00051841i,0.00052307-0.00076954i,0.00039113-0.00038499i,0.00054005+0.00049672i,0.00048329+0.00043486i,-0.0003273+0.00018249i,-0.00080178-0.00029382i,-0.00058701-0.00078814i,-3.4749e-05-0.00094183i,0.00013467-0.000847i,0.00020962-0.00026244i,-0.00029932-0.00011048i,-0.00021388-4.677e-05i,9.8016e-06+0.00035691i,-0.00050601+0.00050891i,-0.00064288-2.4958e-05i,-0.00042754+7.1508e-05i
-0.0017836+0.00064206i,-0.0014161-0.00029678i,-0.0013208-0.00049521i,-0.0011442-0.00031604i,-0.0011031-0.00056594i,-0.001193-0.0011484i,-0.00038422-0.0014136i,0.00029769-0.0017357i,0.00021103-0.001218i,0.00030093-0.00040054i,6.9374e-05-0.0007246i,-0.00082651-0.00055151i,-0.0012794-0.00011682i,-0.0010637+0.00056544i,-0.0003618+0.0012556i,0.00014223+0.00078912i,0.0002822+0.00064497i,0.000718+0.00033009i,0.00037996-0.00024087i,-0.00035495-0.00059184i,-0.00040083-0.00071046i,-0.00043021+6.0901e-05i,-0.0004523+0.00058525i
0.00022009+0.00027517i,-0.00044981+0.00027868i,-0.00049112+0.00026347i,-0.00011466-0.0009097i,-0.00097734-0.002248i,-0.0020985-0.0023015i,-0.0012721-0.0009632i,3.5739e-05-0.00049721i,0.00019989-0.0011759i,-0.00023463-0.00084103i,0.00018135+2.3226e-05i,0.00071882+0.00027228i,0.0002052+0.0010317i,-0.00081411+0.0011257i,-0.00064607+0.00013391i,0.00058739-7.6389e-05i,0.00030112+0.00093514i,7.265e-05+0.0011913i,0.00016382+0.00047381i,-0.00032021-0.00024189i,-6.1313e-05-0.0011148i,0.00074053-0.00051249i,0.00064798+0.00034298i
0.00013058+0.00049873i,-0.00018267+0.001257i,0.00025107+0.0014765i,-9.2939e-05-0.00013558i,-0.0010897-0.0023602i,-0.0015374-0.0020285i,-0.00073348-0.00060202i,0.0002032-0.00031717i,9.2208e-05-0.00090024i,0.0006013-0.00085725i,0.0009981-0.00051449i,0.00066716-0.00065417i,0.00023356-0.00012008i,5.2943e-05+0.00075043i,-0.00016205+0.0012827i,-0.00049341+0.0012545i,-0.00036459+0.0010087i,-0.00047448+0.00020927i,-8.1997e-05-0.00012587i,0.00034891-0.00032816i,7.4975e-05-0.00034727i,-0.00033303-0.00066954i,-6.3166e-05-0.0010156i
0.0014432+0.00033613i,0.0011713+0.00012899i,-0.00063683-0.00049007i,-0.0013183-0.0014106i,-0.0021922-0.0019572i,-0.0025833-0.0010374i,-0.0010423-0.00050044i,0.00033798-0.0010135i,-4.4543e-05-0.00087279i,-0.00073836-0.00016975i,-0.00013818-0.00023748i,0.00089872-6.9147e-06i,0.00081254+0.000669i,0.00016861+0.00025968i,0.00025968+0.00043699i,-1.1689e-06+0.0014695i,-0.00047137+0.0011389i,0.0004943+0.00041091i,0.00035355+9.3835e-05i,0.00036271+2.1317e-05i,0.00089078+9.8641e-05i,-0.0010153+0.00032703i,-0.0012436+7.0883e-05i
-0.00083824-0.00051776i,-0.00097141-0.0010553i,-0.00079551-0.00083355i,-0.00094698-0.00084865i,-0.0013286-0.0016512i,-0.0010432-0.0012195i,-0.00049734+0.00066141i,-0.00066325+0.0010177i,-0.00077487+0.00011809i,-0.00046533-0.00021261i,-0.00018705-0.00041115i,-0.00019916-0.00032771i,-0.00034156+0.00027124i,-0.0005959+0.0010802i,-0.00058763+0.00065389i,-5.4119e-05+3.8131e-05i,0.00020184+0.00030873i,-0.00022855+0.00068343i,6.0555e-05+0.00039007i,0.00042372-0.00055443i,0.00021713-0.00092415i,-0.00040892-0.00076121i,-0.00091724-0.00043279i
0.00096643+0.00088196i,-0.00014849+0.00033961i,-0.0012718-0.00065914i,-0.0017271-0.0016928i,-0.0023068-0.0025687i,-0.0022872-0.0018226i,-0.00056309-0.00037695i,0.00056855-0.00021822i,-0.00051237-0.00078286i,-0.0014493-0.00096316i,-0.0010321-0.00090352i,-0.00069091-0.0005249i,-0.0010068+9.6365e-05i,-0.0017379+1.5008e-05i,-0.0016988-0.00024093i,-0.00093811+6.7639e-05i,-0.00011137+0.00064608i,0.00064795+0.00084415i,0.0010377+0.0012548i,0.00038552+0.00093984i,-0.00072111-0.00019569i,-0.00045375-0.00069177i,0.00022368-8.402e-05i
1.2079e-05-0.0013155i,-0.00077439-0.0020316i,-0.0020379-0.0023735i,-0.0030458-0.0030291i,-0.0034846-0.0031387i,-0.0024673-0.0010638i,-0.0010669+0.00039686i,0.00051738-0.00093598i,0.0010713-0.0015475i,0.00027262-0.00034085i,-6.7013e-05-0.00021318i,0.00014419-0.0005821i,0.00016044-0.0001163i,0.00031285-0.00017634i,-7.5556e-05-3.387e-05i,-0.00039691+0.00014952i,-0.00032449+0.00025898i,0.0001891+0.00026334i,0.00085184-0.00053545i,0.00014177-0.00053773i,-0.00042213+0.000185i,-0.00098986-0.00037052i,-0.0012363-0.00087968i
0.0012219+0.00027974i,0.00030722-0.00022341i,0.00041452-7.5161e-05i,-0.00029605-0.00047752i,-0.0023276-0.001668i,-0.0032844-0.0014505i,-0.0017326+0.00027768i,-0.00021223+0.00080965i,-0.00058434-0.00028704i,-0.00078713-0.00089463i,-0.00078564-0.00041566i,-0.00062446-0.00042401i,-0.00041058-0.00040641i,-0.0007183+0.00030081i,-0.00086607+0.00092887i,-0.0002346+0.0010285i,0.00028533+0.0013983i,-0.00013447+0.00052004i,-8.0026e-06-0.0010559i,4.0979e-05-0.0012378i,-0.00080301-0.00036183i,-0.0005892+0.00029025i,-9.7413e-05+0.0004936i
-0.0015602-0.001262i,-0.002308-0.00056093i,-0.0018363-0.0012082i,-0.0018777-0.0021294i,-0.0023972-0.0026815i,-0.0018822-0.0022475i,-0.00069962-0.0010868i,0.00019643-0.0013402i,-0.00016533-0.0010358i,-0.0010686-6.0712e-06i,-0.0012278+4.2188e-05i,-0.0011684+0.00024539i,-0.00094094+0.00085867i,-0.00062461+0.00078401i,-0.00027818+0.00043808i,0.00029732+0.00062908i,0.00089945+0.00062403i,0.00070896-7.786e-05i,0.00086574-0.00069063i,0.0012538-0.00057237i,0.00091326+0.00031234i,2.9383e-05+0.00074771i,-0.00084266+0.00037132i
4.3582e-05-0.00041114i,-0.00027605-0.00065563i,-0.0014577-0.00079361i,-0.0027948-0.0013375i,-0.0045804-0.0018725i,-0.0044577-0.0011846i,-0.0020748-0.00052213i,4.8848e-06-0.0013279i,8.0297e-05-0.0014953i,-0.00089669-0.00028226i,-0.00023462+0.00040493i,-3.1298e-06+0.00030571i,-0.00029688-1.2534e-05i,0.00015042-0.00014177i,0.0005394-0.00037591i,0.00015457-0.00046611i,0.00030562-0.00051892i,0.0006896-0.00051965i,0.00028667-0.00066092i,-0.00046517-5.9854e-05i,-0.00042928-9.6121e-05i,0.0006301-3.0046e-05i,0.00034278+0.00039457i
0.00067551-3.6414e-05i,-0.00079479+0.00060123i,-0.0015897-0.0002606i,-0.0019828-0.0024712i,-0.0020387-0.0033545i,-0.0027234-0.0027976i,-0.0014912-0.0015197i,0.00082874-0.00052059i,0.0007655-0.0012028i,-0.00032403-0.0016924i,-0.00057661-0.0015727i,-0.00024335-0.00086772i,-0.00054166+0.00037103i,-0.00047835+0.00056302i,-0.00010483+0.00052693i,-0.00072564+0.00071149i,-0.00030259+0.00056759i,0.00052968+3.8739e-05i,0.00029468-0.00030878i,-0.00014008+0.0001025i,-0.00050797+8.5932e-05i,-0.00079225-0.00032028i,-0.0011393-0.00027884i
0.0022767+0.0019539i,0.0020287+0.0011659i,0.0021514+8.9046e-05i,0.00129-0.0017443i,-0.0010917-0.0039939i,-0.0024377-0.0032722i,-0.0019451-0.00094736i,-0.00037877+0.00047916i,0.00067607+0.00095137i,0.00085574+0.00062486i,0.00080395-0.0007878i,0.00063599-0.00080937i,-0.0001863+0.0004596i,-0.00092218+0.0012601i,-0.00063274+0.00203i,-0.00028268+0.0016701i,-6.4755e-05+0.00056861i,0.0004153-1.1323e-05i,0.00038155+0.00029551i,0.00029129+0.00068469i,5.2248e-05+0.00047648i,-0.0001165-0.00069692i,-0.00029483-0.00073886i
0.0012482+0.00071i,0.0015481-0.00021813i,0.0016532-0.0019549i,9.5012e-05-0.0029195i,-0.0013921-0.003849i,-0.0023544-0.0035429i,-0.0016456-0.0011655i,-9.5105e-05-0.00033474i,-0.00014579-0.00048876i,-0.00051026-0.00022288i,-0.00022929+2.1558e-05i,-0.00033628-0.00057715i,-0.00040216-0.00043542i,-0.00052104+0.00071114i,-0.0009212+0.00048844i,-0.00064184+6.8554e-05i,-0.00095882+7.8594e-05i,-0.00013828-5.2367e-05i,0.0007954+8.3846e-05i,0.00012954-0.00082302i,6.0153e-05-0.0008302i,0.00035238+0.00083861i,-0.00010571+0.0011992i
0.0010937-0.0010629i,0.0008998-0.0017176i,0.00042446-0.0028999i,-0.00075776-0.0032912i,-0.0015964-0.003517i,-0.0019175-0.0020515i,-0.0018087-0.00077863i,-0.00030391-0.00087719i,0.00072499-0.00087116i,0.00016121-0.0013306i,-0.00016822-0.00077936i,-0.00041082+0.00034225i,-0.0009876+0.001481i,-3.4613e-05+0.0014474i,0.00076648+0.00063183i,0.00030804+0.0007668i,0.00040024+0.00041901i,0.00061671-1.9344e-05i,0.00072494+0.00041946i,0.00084865+0.00076516i,0.00027869+7.2447e-05i,-0.00065666-0.00012716i,-0.0011633+9.0342e-05i
-0.00033241+0.00060034i,0.00038514+0.00023825i,0.00023203+8.3233e-05i,-0.00047574-0.00051142i,-0.00072277-0.0015801i,-0.0012728-0.0024467i,-0.00099453-0.0022372i,2.1237e-06-0.0018026i,-0.00043909-0.0012395i,-0.00065556-0.00097892i,0.00028875-0.0011456i,0.00019965-0.00070687i,-0.00076344-0.0003889i,-0.00039128-0.00033748i,-0.00052105-0.00047595i,-0.0011739-9.4698e-05i,-0.00079776+0.00013809i,-0.00026722+0.0004588i,-1.9757e-06+0.00128i,0.00021231+0.00068003i,-0.00010093-1.7166e-05i,-0.00051393+2.0629e-06i,-5.3197e-05+0.00061709i
2.6392e-05+0.000119i,0.0011022+0.00049158i,0.00094449-0.00032819i,-0.00021852-0.0015653i,-0.0017432-0.0021581i,-0.0024349-0.0021763i,-0.0013559-0.00079567i,-0.00045105-0.00026074i,-3.9049e-05-0.00022573i,0.00054614-0.00014413i,0.0010497+0.00053403i,0.00059827+0.0010336i,0.00036733+0.00050542i,0.00051657+0.00016409i,-0.00018043+0.00026694i,-0.00086568+0.00030087i,-8.9814e-05+0.00023652i,0.00066591+0.00032085i,0.00067156+0.0002875i,0.00040952+0.0002602i,-0.00010569+0.00029113i,9.8401e-05+0.00027026i,8.6244e-05+0.00023484i
0.0026443-0.001822i,0.0015676-0.0016952i,0.0012853-0.0027298i,-0.001176-0.0031798i,-0.0044675-0.0026848i,-0.0048911-0.0017707i,-0.0023357-0.00060066i,0.00011714-0.00080509i,6.9442e-05-0.0017518i,-5.8728e-05-0.00085473i,0.00038598+0.0010142i,0.00016913+0.0011171i,-0.00034303+0.00066764i,-0.00058389+0.0012116i,-0.00025912+0.0010211i,5.3962e-05+0.000352i,0.00021299+9.6274e-05i,8.7611e-05-0.00019526i,-3.5873e-05-0.00026613i,-0.00010691-0.00028756i,-0.00053474-1.9408e-05i,-0.0012036+0.00028898i,-0.00071537-8.936e-05i
-0.0013066-6.2367e-05i,-0.00076589+0.00047639i,-0.0014489+0.0015722i,-0.0025831+0.0015939i,-0.0029755-1.9926e-05i,-0.0017811-0.0010556i,-0.00022841-0.00024056i,0.0010288-0.00024318i,0.0010494-0.00037521i,-0.00014813+0.00063878i,-0.00070687+0.00059024i,-0.00044564-8.6469e-05i,-5.6655e-05-0.0002645i,-1.2538e-05-0.00010206i,-0.00068858-0.00022591i,-0.00098132-0.00044912i,-0.00063237-0.00047534i,0.0001748-0.00063782i,0.00029967-0.00056068i,7.8634e-05-0.00042665i,0.00026164-0.00019275i,-0.00031291+0.00028074i,-0.0001103+0.00058247i
0.00038787-0.00016192i,0.0002351-0.00093614i,0.0009052-0.0016203i,0.00018364-0.0029692i,-0.0010207-0.0038469i,-0.0021926-0.0030803i,-0.0010774-0.0016172i,0.0010561-0.0013382i,0.0015439-0.0012926i,0.00073202-0.00078749i,-5.7733e-06+0.00012339i,-0.00052593-1.3738e-05i,-0.00043856-0.00070378i,-2.101e-05-1.6114e-05i,-0.00021152+0.00091488i,-0.00028454+0.0012145i,-0.00048501+0.00084075i,-0.0006763+0.00035916i,-0.00013839-3.3857e-05i,0.00050705-0.00063073i,8.8338e-05+2.3131e-05i,-0.00039085+0.00079679i,-0.00019721+0.00091568i
-0.0014624+0.00014188i,-0.0011073+0.00046038i,-0.00064651-0.00025371i,-0.00097967-0.0014413i,-0.0020622-0.002125i,-0.001897-0.0021059i,-0.00066314-0.0021207i,-8.3619e-05-0.0025584i,-0.00072769-0.0020233i,-0.00079958-0.00067591i,-0.000221-0.00038072i,-0.00019999-0.00041127i,-0.00059924-0.00032343i,-0.00088458-0.000202i,-0.00033404+0.00062922i,0.00050533+0.00082113i,0.00023092+0.00070055i,-0.00036822+0.00035443i,0.00011811+3.6263e-05i,0.00068141+0.00023453i,0.00022877+0.00028407i,-0.00063215+0.00016461i,-0.0010104+0.00040384i
-0.00014079+0.00065767i,-0.00015166+0.00086426i,-8.3899e-05+0.00051324i,-0.0010579-0.0010324i,-0.0027988-0.0017922i,-0.0035676-0.00059994i,-0.002306+0.00048193i,-0.0006105-9.6394e-05i,-0.00022583-0.00059708i,-0.00024706-0.00056292i,0.00039923-0.00065698i,0.00023884-0.00060793i,-0.00015586-0.00020685i,-0.00079591+5.599e-05i,-0.00096658+0.0002533i,-0.00014676+0.00088668i,0.00074563+0.00060629i,0.00087453-0.00041592i,0.00016582-7.712e-05i,-9.3691e-05+0.00018833i,0.00015135+0.00029149i,0.00074469+0.00028293i,0.00051079+9.3817e-05i
-0.00096865-7.5418e-05i,-0.00031438-0.00085086i,-0.00054515-0.0013301i,-0.0010871-0.0013719i,-0.0014981-0.0020703i,-0.0018914-0.002282i,-0.00097035-0.0013343i,0.00073423-0.00097801i,0.0010614-0.00089079i,0.00025031-0.00049531i,-7.2632e-05+6.1303e-05i,-4.3943e-05+0.0013576i,-7.7961e-05+0.002059i,7.5998e-05+0.0015904i,9.4104e-05+0.0011949i,0.00023182+0.0012702i,0.00051444+0.0011168i,0.00038454+0.0010486i,0.00026122+0.00040203i,-0.0001918+6.574e-05i,-0.00066142-4.1842e-05i,-0.00049337-0.00047017i,0.00022677+3.3906e-05i
0.0014174+0.0012677i,0.00176+0.0018161i,0.0022123+0.0016047i,0.00092427-0.0012092i,-0.0011753-0.0035794i,-0.0026424-0.0021857i,-0.0018115-0.00085702i,0.00065475-0.00036183i,0.0011219+7.1238e-05i,0.00058552-0.00017494i,0.00086988-0.00034389i,0.00056305-7.1983e-05i,0.00028705+0.00038384i,-0.00011555+0.00068601i,-0.00039388+0.00078786i,-0.00014573+0.00083596i,-0.00019316+0.00128i,-0.00079278+0.0011668i,-0.0012029+0.00026593i,-0.00065641-0.00041142i,-0.00014569-0.00066876i,-0.00023012-0.0005344i,-0.00027736-0.00030332i
0.00049673-0.0011512i,-0.00019942-0.0010694i,-0.0013661-0.0016i,-0.0031974-0.0018657i,-0.0035935-0.0021564i,-0.0021631-0.00075152i,-0.00050534+0.00041008i,0.00060087-0.00057276i,0.00076275-0.0010663i,0.00072669-0.00088386i,0.00037114-0.0010966i,0.00051062-0.0010787i,0.0010673-7e-05i,0.0011919+0.00091211i,-3.0056e-05+0.00064865i,-0.0011023+0.00045271i,-0.00058216+0.00025863i,8.8143e-05-0.00035474i,0.00053853-0.0004878i,0.00047721-0.00066095i,0.00070263-0.00036065i,0.00074398+0.00019885i,-5.1019e-05+0.00037823i
-0.00014621+0.0002686i,-0.0019378+0.00011816i,-0.0020356-0.00093256i,-0.0018381-0.0025135i,-0.0026258-0.0035156i,-0.0026671-0.0022118i,-0.0010439-0.00030478i,0.00072485-0.00031623i,0.00085477-0.0007067i,0.00029008-8.527e-05i,-0.000134-0.00014711i,-0.00023192-0.00022809i,-0.00014386+0.00025279i,-0.00031503+0.00044986i,-0.00064643+0.00079038i,-0.00092979+0.0013284i,-0.0008712+0.0010383i,-0.00096242+4.7048e-05i,-0.00068531-9.6228e-05i,-0.00022141+0.00033398i,-0.00027862+0.00021833i,-0.00051012-6.1726e-05i,-0.00089242-0.00032605i
0.00020622+0.0010968i,0.0008564+0.00082821i,0.0019438+0.0012238i,0.0018342-0.00024537i,-0.00035528-0.0022521i,-0.002484-0.0025046i,-0.0015074-0.001521i,0.00086639-0.0014257i,0.0011962-0.0014013i,0.0002621-0.000448i,-0.00062856+3.9714e-05i,-0.0012827-0.00044197i,-0.00094064-0.0012003i,-0.00072984-0.0008821i,-0.00083053+2.8213e-05i,-0.00021173+0.00026184i,0.00015457-0.00027338i,-0.00015015-0.00093103i,0.00027517-0.00023121i,0.00090175+0.00042216i,0.00087174+9.4642e-05i,0.00010847+0.00020293i,0.00015916+0.00019862i
-0.001679-0.0009812i,-0.001495-0.00050701i,-0.0024211-0.0011507i,-0.0028812-0.0014201i,-0.0021845-0.00099835i,-0.0014702+6.0072e-05i,-0.00050998+0.00010158i,0.00047537-0.0011643i,4.3215e-05-0.0016676i,-0.00094851-0.0017039i,-0.0002165-0.0013182i,9.9682e-05+0.00032043i,-0.00091716+0.0010165i,-0.0015424+0.00066036i,-0.0012449+0.00030837i,-0.00060936+0.00010302i,-0.00033457+3.9538e-05i,-2.4755e-06-0.00050848i,0.00023434-0.0014211i,0.00070193-0.0012075i,0.0013361-0.0010285i,0.00083675-0.001101i,7.9547e-05+0.00014065i
-0.00024145+0.0004966i,-0.00010549+0.00027486i,-7.854e-05+0.00099488i,0.00029475+0.00067928i,-4.7506e-05-0.0012369i,-0.00020341-0.0022349i,4.4792e-05-0.0010434i,0.0008308-0.00046578i,0.00095141-0.00043925i,0.00025793-7.2328e-05i,0.00036147-0.00044744i,0.00020033-0.00080641i,-0.0004608-0.00019251i,-0.00078174+0.00092198i,-0.00056626+0.0017223i,0.00031674+0.0013049i,0.00072338+0.00020942i,0.00024733+0.00013991i,-3.734e-05+0.00019921i,0.00018658-0.00023723i,0.00017491-2.7097e-05i,-0.00014152+0.00066769i,-0.00047254+0.00083736i
0.00034166-0.00087932i,-0.00026773-0.00077181i,-0.00064416-0.00092197i,-0.0016789-0.0027256i,-0.0030211-0.0036593i,-0.0023382-0.0021188i,-0.00027612-0.00020019i,-8.7705e-05+0.00048238i,-0.00099372+0.00027985i,-0.0001718+4.5747e-05i,0.00074269+0.00051533i,-5.5327e-05+0.0006634i,-0.00039468+0.00035237i,-9.8915e-05+0.00016311i,-0.00061915-7.6992e-05i,-0.0009716-0.00044204i,0.00055987+0.00012579i,0.0010878+0.0010284i,0.00034934+0.0010509i,0.00043751-3.4131e-05i,0.0003822-0.00027276i,0.00031274+0.00028118i,0.00063043+0.00052486i
-0.0023051-0.00061474i,-0.0018697-0.00027888i,-0.0026041+0.00040356i,-0.0026477-0.0001383i,-0.0016261-0.0015865i,-0.00095202-0.0017145i,-0.00068836-0.00088185i,-0.00027837-0.00061597i,-0.00030193-0.00026358i,-0.00024612+0.00043341i,0.00052731+0.00053069i,0.00040834+0.00065191i,-0.00028083+0.00057575i,0.00020729-5.2706e-05i,-5.87e-05+0.00025305i,-0.00084736+0.00041431i,-0.00042949+0.00058632i,0.00022628+0.00054735i,0.00051222-0.00063937i,0.00069205-0.00064158i,0.0010653-1.4765e-05i,0.0010854-4.589e-05i,0.00079194-0.00030358i
-0.00029831-0.00047515i,-0.00012288+0.00088232i,-0.00045924+0.001144i,-0.0013453-8.5749e-05i,-0.0021104-0.0018523i,-0.0028169-0.0022315i,-0.0015809-0.0010347i,-8.355e-05-0.00037614i,-0.00051303-0.00053079i,-0.00085929+0.00033325i,-0.00037006+0.00013038i,-0.00021629-0.00068513i,0.0004503+3.0041e-05i,0.00069209+0.00075984i,0.00014342+0.0010034i,0.00017366+0.001469i,-0.00012376+0.0013333i,-0.0005122+0.00041657i,-4.8761e-05+7.932e-05i,0.00085219-0.00023289i,0.00106-0.00062236i,0.00044964-0.00040836i,3.7774e-05-3.1844e-05i
0.002511-0.00041502i,0.0022085-0.0021107i,0.0016481-0.0041799i,-0.00025098-0.0056705i,-0.0021256-0.0066723i,-0.0033441-0.0053462i,-0.00321-0.004084i,-0.0031283-0.0040474i,-0.0040002-0.0029366i,-0.0040858-0.00094422i,-0.0028744+0.0010537i,-0.0017794+0.0023593i,-0.00057075+0.0023392i,0.00033478+0.0017982i,-0.00049804+0.0014906i,-0.00071901+0.00067287i,0.00035039+0.00019616i,0.00047127-1.3742e-06i,-0.00056748-0.00010949i,-0.001308-0.00046338i,-0.00029946+0.00028432i,0.00093183+0.000782i,0.0012848+0.00041232i
0.00072393-8.1918e-05i,-8.9202e-05+0.00076784i,-0.00078204-0.00010556i,-0.0017844-0.0011126i,-0.0026722-0.0019906i,-0.0020955-0.0025723i,-0.0010278-0.0015636i,-0.00040264-0.00096101i,-0.00035675-0.00094432i,-0.00011971-0.00050578i,0.00063728+0.00026254i,0.00055839+0.00014194i,7.9204e-05+0.00019253i,-0.00029566+0.00071419i,-3.3404e-05+0.000675i,0.00058378+0.00066763i,0.00040999+0.00018514i,0.0002548-0.00043593i,0.00085304-0.00072726i,0.0013397-0.00018485i,0.0007027-2.6647e-05i,-8.0424e-05-0.00075376i,-0.00031995-0.00087765i
-0.001092-0.00090745i,-0.0016854-0.0013237i,-0.002586-0.001973i,-0.002468-0.0019387i,-0.0021636-0.0021469i,-0.0024443-0.0017464i,-0.0017159-0.00094378i,-0.00066981-0.0011665i,-0.00097288-0.0014763i,-0.0014279-0.0010492i,-0.0008272+1.6867e-05i,-0.00050711+0.00019087i,-0.00019772-0.00014167i,-6.3534e-05-0.00067981i,-0.00015253-0.00011188i,-0.0004137+0.0010955i,-0.00069306+0.00087233i,-8.6391e-05+2.1291e-05i,-0.00019203-0.00072272i,-0.00051283-0.00085097i,-0.00055205-0.00048832i,-0.00012701-0.00053604i,0.00034407-0.00047916i
2.6641e-05+0.00037988i,0.00010493+0.00017456i,-0.00011684-3.7165e-05i,-0.00045642-0.00099538i,-0.00074341-0.0019178i,-0.00074823-0.0013971i,-0.00031285-0.00029339i,0.00060139-0.0001159i,0.00053381-0.00036212i,0.00015729+6.1603e-05i,0.00062766+7.1325e-05i,0.00035927-5.1627e-05i,-0.00041099+0.00071682i,-0.00056279+0.0013649i,-0.00051477+0.001233i,-0.00060671+0.00083748i,-0.00030924+0.00051732i,0.00061416+8.1549e-05i,0.00091128+0.00016505i,0.0007615+0.00015505i,0.00077435+5.074e-05i,0.00014008+0.00041628i,8.9157e-05+0.0012572i
-0.00080381-0.0011553i,-0.0018408-0.0002475i,-0.0022784-3.589e-05i,-0.0035398-0.0013323i,-0.0046915-0.0026174i,-0.0033934-0.0021071i,-0.00088419-0.0012944i,0.0002348-0.0015442i,-0.00044002-0.0013626i,-0.0010853-0.00046316i,-1.3357e-05-0.00019336i,0.00036631-0.00034115i,-0.00046915-0.00036048i,-0.00043043-0.00037654i,6.0176e-05+0.00024004i,-0.00028369+0.00021021i,4.7498e-05-0.00054006i,3.041e-05-0.00077216i,-0.00035882-0.00049304i,-0.00055268-0.00015047i,-0.00076595-0.00024183i,-0.00026891-0.00082518i,0.00047478-0.00042379i
-3.3479e-05-0.00041882i,8.5623e-05+0.00053932i,-0.00064667+4.6071e-05i,-0.00074509-0.00078522i,-0.0020194-0.00082306i,-0.0027619-0.00039615i,-0.0022352-0.00076025i,-0.00084538-0.0014077i,-0.00053671-0.00051199i,-0.00056657+0.00034645i,-0.00035493+0.00010085i,-0.00029979-8.7482e-05i,-0.00021538+0.00053074i,-0.00043081+0.00072911i,-0.0006495+0.00068923i,-2.9374e-05+0.00086443i,0.00033735+0.0003925i,0.00072714-0.00063604i,0.0014985-0.0011594i,0.00090142-0.00061514i,9.7959e-05-0.00023555i,-0.00058177+0.00026137i,-0.00077269+0.00074556i
