-0.0050768+0.00034501i,-0.0037281+0.0013997i,-0.0030166+0.0023059i,-0.0033784+0.002982i,-0.0036124+0.0023011i,-0.0021438+0.0014381i,-0.0011091+0.0012306i,-0.00062473+0.00062873i,-0.00030617+0.00084901i,-4.0451e-05+0.0015632i,0.00074551+0.00028136i,0.00097901-0.0013691i,0.00023794-0.0014728i,0.00016329-0.0014488i,-0.00019144-0.00073604i,-0.00078485-0.00011263i,-0.00078058-0.00032145i,-0.00052145-0.00051234i,0.00027018+0.00043985i,-4.3815e-05+0.00021931i,-0.00050569-0.00043327i,-0.00018824-0.00032176i,-0.00011082+0.00022144i
-0.00027054-0.00082961i,-0.0014289-0.00042363i,-0.0021907-0.0013931i,-0.0021614-0.0021996i,-0.0022643-0.002396i,-0.0030572-0.0014285i,-0.0018398-0.00026265i,-0.00026244-0.00010747i,3.4376e-05-0.00052472i,0.00070091-0.00035961i,0.0012516-0.00039808i,0.0011403-0.00078387i,0.00047926-0.00051121i,-0.00024408+0.00024475i,-9.6739e-05+0.00072469i,4.015e-05+1.3262e-05i,-7.3574e-05+6.2485e-05i,2.7892e-05+0.00045681i,-0.00068583+0.00012559i,-0.00094237+9.8961e-05i,-0.00041619+0.00023507i,-0.00068501+4.1292e-05i,-0.00056469+0.00024873i
-0.00068652-0.00024407i,-0.00095649+0.00047454i,-0.0014491+4.9574e-05i,-0.0023011-0.0010458i,-0.0033716-0.0015896i,-0.0034242-0.0012932i,-0.0016557-0.00075407i,-0.00011452-0.00069635i,-8.8954e-05-0.00093676i,-0.00037987-0.00062642i,9.4313e-05-0.00013538i,0.00070976+0.00037652i,0.00050174+0.0007315i,3.1423e-05+0.0012897i,-0.00063245+0.0011162i,-0.0010391-5.8682e-05i,-0.0011123-0.00080548i,-0.00036772-0.00067395i,0.0002692-0.00019655i,0.00041931-0.0010046i,6.4059e-05-0.0014974i,-0.00033323-0.00065591i,-0.00073746-0.00047907i
-0.001054+6.9853e-05i,-0.0015488+0.00019282i,-0.002304-0.00028389i,-0.0024752-0.0010006i,-0.0024634-0.0014442i,-0.0022115-0.0013511i,-0.00044105-0.00091696i,0.00060747-0.0012256i,3.4888e-05-0.00090687i,7.5809e-05-9.1505e-05i,0.0005267-0.00024293i,0.00067311-0.00042075i,0.00045762-0.00023864i,-0.00033709-0.00013792i,-0.00025687-8.5052e-05i,-0.00066578+0.00028656i,-0.001029+0.00041318i,-0.00085717-0.00032713i,-0.00039063-0.00032471i,-0.00019979+0.00034495i,-0.00060698+6.8261e-06i,-0.00052342-0.0001468i,-0.00093188+4.6948e-05i
0.0016978+0.00089026i,0.002305+0.00038763i,0.0020005-0.0003565i,0.0003772-0.00080943i,-0.0015409-0.0021666i,-0.0022033-0.0021148i,-0.0013192-0.0011581i,-0.00020538-0.0014807i,4.0371e-05-0.00142i,-0.00024521-0.0010936i,-0.00075735-0.001657i,-0.0010768-0.0011957i,-0.0012093-0.00015702i,-0.00088488+0.00026924i,-0.00028489+0.00069874i,9.3352e-05+0.00061224i,2.3429e-06+0.00066656i,2.025e-05+0.0013789i,3.9595e-05+0.0012966i,0.00032365+0.00056329i,0.0001812-0.0002234i,-0.0002246-0.00059376i,-1.4304e-05-0.00047324i
-0.0016762-0.00087974i,-0.0021989-5.333e-05i,-0.0019333-0.00050547i,-0.0016531-0.0022618i,-0.0014875-0.0034543i,-0.0012173-0.0032513i,-0.000682-0.0011955i,-3.8624e-05+0.00023955i,0.00011488+0.00032983i,-0.00032745+0.00071771i,-0.0010342+0.00090593i,-0.00074891+0.00049235i,-0.00017566+0.00021102i,5.4059e-05-0.00073612i,-0.00012494-0.00076058i,-0.00099447+5.7722e-05i,-0.00065136-7.6441e-05i,0.00079797+0.00029278i,0.0013829+0.00027352i,0.001104-0.00040986i,0.00039385-0.00040036i,0.0011723-0.00031506i,0.0016689-0.0005355i
0.00027529+0.0008863i,0.00034853+0.00074873i,3.4497e-05-0.00011574i,-0.00056943-0.0010229i,-0.0021985-0.0015701i,-0.0023802-0.001206i,-0.00083383-0.00063651i,3.8296e-05-0.00071194i,-0.00014411-0.00098515i,-0.00048905-0.00054323i,-0.000534-0.00010948i,-0.0012451+0.0002022i,-0.0012766-0.0001681i,-0.00037701-0.00018237i,-0.00061653+0.00019268i,-0.00098489+0.0002781i,-0.00032548+0.0004477i,-7.1676e-06-0.00012618i,-3.5164e-06-0.00097252i,0.00056648-0.0012664i,0.00060346-0.001079i,-0.0003335-0.0012466i,-0.00079865-0.0013783i
-0.00090348+0.0012227i,-0.00046185+0.0020329i,0.00020531+0.001951i,0.00036061-0.00046638i,-0.0014598-0.0026424i,-0.0020338-0.0019959i,-0.00063689-0.00091037i,0.00065585-0.001024i,0.0010711-0.0016467i,0.00070537-0.00057765i,0.00034279+0.00035729i,3.3063e-05+7.3337e-05i,6.0722e-05-0.0001837i,0.00024038+0.00023617i,-0.00040036+0.00083294i,-0.00066057+0.00074379i,-0.0003801+0.00070942i,-8.5014e-05+0.00020741i,-0.00013219+8.2842e-05i,-0.00025762+0.00020908i,-0.00066023-0.00011608i,-0.00063657-0.00026486i,-0.00077828-0.00044148i
-0.00076337-0.0010036i,-0.0015719-0.00074827i,-0.0026271-0.0013079i,-0.0033027-0.0023125i,-0.0033137-0.0017564i,-0.002596-0.00051801i,-0.0011324-4.9066e-05i,0.00030543-0.00066499i,0.00063069-0.0017107i,0.0003046-0.0010912i,7.8229e-05-8.2265e-05i,-4.1102e-05-0.00010026i,-0.00021468-0.0005598i,-0.0007303-0.00030043i,-0.0013602+0.0001487i,-0.001374-0.00061351i,-0.0010819-0.00076985i,-0.00064941-0.00057053i,-0.00042094-0.00043609i,-0.00041989-8.3893e-05i,0.00033156-0.00020179i,0.00061964-5.5576e-05i,-2.1739e-05+9.4756e-06i
-0.0015943-0.0011793i,-0.0020895+0.000504i,-0.0024182+0.00074327i,-0.0022666+0.00030503i,-0.0020184+1.0088e-05i,-0.0014281+0.00037859i,0.0002366+0.001242i,0.00075178+0.00073273i,-0.00072328-0.00071709i,-0.001542-0.001379i,-0.0011495-0.00072045i,-0.0011948-0.00033209i,-0.00074905+6.4531e-05i,0.00017289+0.00095299i,0.0002763+0.00024501i,0.0005794-0.00039779i,0.0004536-0.00031161i,0.00043286-0.00010574i,0.00091702+0.00025061i,0.00057174-0.00049373i,-0.00046388-0.0013102i,-0.00079755-0.0007613i,-0.00041684-0.00035377i
-0.00010284-0.0014998i,-0.0011965-0.0026099i,-0.0019632-0.0031337i,-0.0025229-0.0029487i,-0.0025954-0.0032876i,-0.0017284-0.0026564i,-0.0010159-0.0014529i,-0.00069288-0.0010881i,-0.0010998-0.0010947i,-0.0019688-0.00034244i,-0.0015081+0.00074209i,-0.00098905+0.0010798i,-0.00063469+0.00061765i,0.00011721-2.1156e-05i,2.9373e-05+0.00035895i,-0.00026003+0.0012441i,-0.00036013+0.0014482i,-4.405e-05+0.0010486i,0.00080591+0.00085371i,0.00093171-6.9135e-05i,0.00069886-0.00025423i,0.00059442+0.00017215i,5.0496e-05-0.00015789i
-0.00089046+6.4021e-05i,-0.0020009+0.00074697i,-0.0024295-0.00090764i,-0.0020804-0.0039934i,-0.0020012-0.00445i,-0.0020084-0.0018954i,-0.0013013-0.00041304i,-0.00044469-0.00095706i,0.00051775-0.00025305i,0.0011126+0.000739i,0.0016738+0.0005173i,0.0013842+0.00027433i,-0.0005713-0.00011543i,-0.001489-3.9917e-05i,-0.00087741+0.00026019i,0.00015607+0.00026098i,0.00091604+0.00045484i,0.0012437+0.00029697i,0.001236-4.2358e-05i,0.0010321-6.9699e-05i,0.00074657-0.00019389i,9.8258e-05-0.00030093i,-0.00061241-0.00028447i
-0.0026421-0.00064081i,-0.0023518-0.00038506i,-0.002293+0.0013571i,-0.0017365+0.0019766i,-0.0018241+9.9982e-05i,-0.0014577-0.001059i,-0.00021505-0.00081176i,0.00050329-0.00067556i,-2.4548e-05-0.00064673i,1.7367e-05-4.0563e-05i,0.00076785+0.00054114i,0.00056768+0.00016907i,0.00058802+0.00021019i,0.00069427+0.00055078i,0.00043232+0.00039643i,-5.5713e-05+0.001064i,-0.00039357+0.0013313i,-0.00012173+0.00023059i,0.00030968-0.00038139i,0.00013305-0.00091562i,0.00024217-0.0014684i,0.00075829-0.0012454i,0.00075106-0.00061165i
0.00010948+0.001448i,-0.00041501+0.0011285i,-0.00024523-0.0010351i,-0.00072846-0.0030746i,-0.0018217-0.0036416i,-0.0019088-0.0022958i,-0.00061542-0.00024259i,0.0013703+0.0002765i,0.0015417-0.00024765i,0.00051385-0.00065427i,0.00026699-0.00093068i,-0.00025526-0.00064821i,-2.1915e-05-4.2165e-05i,0.00072683+0.00047411i,7.1681e-05-0.00029831i,-0.00080688-0.00064951i,-0.0003605+7.6148e-05i,0.00019677+0.00015272i,-0.00035249-0.00023158i,3.9691e-05-0.00058071i,0.00021399-0.00081234i,-0.00024243+6.8105e-06i,0.00019939+0.00091249i
-0.0006568-0.00045647i,-0.00078443-0.00067394i,-0.00083123-0.0018157i,-0.0014357-0.0024813i,-0.002156-0.0031675i,-0.002251-0.002405i,-0.00058638-0.00099803i,0.00085611-0.00078281i,0.00059123-0.0013298i,0.00046119-0.0010018i,0.00019193-0.0001688i,-0.00059438+0.00014328i,-0.00093479-1.3175e-05i,-0.00057201-5.1307e-05i,-0.00090993+4.6545e-05i,-0.00072055-9.5944e-05i,0.00018322-0.0001896i,9.3864e-05-0.00090292i,0.0006464-0.0007519i,0.00094644-0.00011075i,-0.00014292-0.00022651i,-0.00083611-0.00084852i,-0.0011459-0.0011185i
-0.00040317+0.000531i,-0.00094318+0.0013806i,-0.0006218+0.00054973i,-0.00027839-0.00093418i,-0.0016484-0.0019847i,-0.0024604-0.0018705i,-0.0010249-0.00048745i,0.00076684-0.00049044i,0.00092146-0.00019757i,-0.00024126+0.00023089i,-0.0011229-9.4879e-05i,-0.0013499-0.00022606i,-0.00098464+8.9558e-05i,-6.6307e-05+0.00012434i,0.00059192+0.00034932i,0.00027983+0.0010901i,-0.00047022+0.0011391i,-0.0008275+0.00093641i,0.00021339+0.0007474i,0.0011904+0.00027855i,0.00062245+0.00014979i,-1.0825e-05-0.00027819i,-7.2288e-05-0.00059307i
0.0018076-0.00173i,0.0028931-0.0024736i,0.0026271-0.0036372i,0.00091633-0.0038559i,-0.00073697-0.0034467i,-0.0017368-0.0026834i,-0.001382-0.00098841i,-0.00061934-0.00014362i,-3.1685e-05-0.00052283i,0.00013494-0.00054328i,-0.00029531-0.00030262i,-0.00069054-0.00033838i,-0.0010329-0.00033302i,-0.00042512+0.00058993i,-0.00022715+0.0012625i,-0.00048052+0.00044368i,0.00068093-0.00011026i,0.0012347+6.9003e-05i,0.00079254-0.00016865i,0.00081784-0.00066517i,0.00079915-0.00018913i,0.00018588+0.00089819i,-0.00029126+0.00054155i
-0.00044838-3.8102e-05i,-0.001422-0.00021779i,-0.0029821-0.0002029i,-0.0039252-0.0010183i,-0.0047697-0.0020563i,-0.003131-0.0014266i,-0.00078156-1.171e-05i,-0.00014103-0.00089478i,0.00016722-0.00099343i,0.00064981-7.8788e-06i,0.00071989-0.00038655i,0.0003804-0.00052703i,3.1788e-05-4.4991e-05i,-0.00018142+0.00020092i,-0.00070393+0.00012916i,-0.00025807+0.00052846i,0.00028396+0.00082029i,0.00014734-8.3987e-05i,-8.4419e-05-0.00066174i,-0.00028526-0.00056726i,-0.00028789-0.00044442i,-0.00050381-0.00030426i,-0.00049157-0.00049895i
0.00052702-0.0020559i,0.00062026-0.0026411i,0.00047064-0.0030447i,-0.00090238-0.0036217i,-0.0028165-0.0036412i,-0.0027407-0.0018335i,-0.00044678-0.0003718i,0.0015255-0.00057914i,0.0013176-0.00049676i,0.00028445-0.0001307i,0.00012315-0.00042537i,-0.00039497-0.00077124i,-0.00038002-0.00045102i,7.154e-06+8.117e-05i,-0.00053343+0.00038321i,-0.0014628+0.00044564i,-0.0010076+0.00035273i,5.5946e-05-0.00059961i,0.00014897-0.0016947i,0.0004297-0.0014302i,0.00025091-0.00077376i,-0.0010073-9.8502e-05i,-0.0013305-0.00015547i
0.0015592-0.00044346i,0.00079055-0.00024036i,-0.0011938-0.0017116i,-0.0033153-0.0031538i,-0.0044854-0.0029605i,-0.0037607-0.0013357i,-0.0014101+0.00041792i,0.00043635-1.08e-05i,0.00080575-0.0012798i,-3.4485e-07-0.0013646i,-0.0011335-0.0004567i,-0.0014651+0.00027831i,-0.0013392+0.00053967i,-7.6584e-05+0.0010999i,0.00064162+0.00082562i,0.00019841+0.00055728i,-0.0005768+0.00078018i,-0.00092109+0.00034182i,-0.00016921-0.00042264i,0.00050922-0.00049083i,0.00061351+0.00069443i,0.000183+0.0020674i,-0.0002888+0.0016428i
-0.00095118-1.684e-05i,-0.00054651-0.00080312i,-0.00054624-0.00056572i,-0.0003386-0.0016569i,-1.7243e-05-0.0030475i,-0.00051337-0.0021244i,-0.00052741-0.0011817i,0.00047281-0.0017458i,0.00065257-0.0027009i,-2.3681e-05-0.0023579i,2.9081e-05-0.00063931i,0.00021847+0.00033465i,-0.00043534+0.00048956i,-0.0008472-0.00016774i,-0.00056167-0.00040196i,0.00012881+0.00085077i,6.1563e-05+0.00097186i,-0.00016754-9.3016e-05i,0.00050404-0.00047142i,0.00095679-0.00053846i,0.00034425-0.00035236i,-0.000228+0.00037784i,-0.00017142+0.00026954i
0.00088945-0.00043796i,0.00048179+2.3014e-05i,-0.00010893-0.0010239i,-0.0020887-0.0022539i,-0.0039074-0.0033316i,-0.0035593-0.0026865i,-0.001909-0.00094118i,-0.00059392-0.00024683i,-0.0010418-0.00061919i,-0.0012348-0.0002781i,-0.00013457+0.0003365i,0.0004499-0.00022202i,0.00015623+0.00014279i,0.00018044+0.00049539i,7.5838e-06-0.00014743i,-0.0006305-1.7255e-05i,-0.00025154+0.0005121i,-0.00030573-0.00058535i,-0.00019053-0.0015557i,0.00042554-0.00064508i,5.2922e-05+2.9377e-05i,-0.00073702+0.00039157i,-0.00015252+0.0005607i
0.0013195+0.00079403i,0.00043417-0.00035277i,8.05e-05-0.0011009i,0.00063712-0.0017758i,-0.00011689-0.0034015i,-0.001474-0.0035221i,-0.0014726-0.00149i,-0.00085275+0.00011313i,-0.00069556-0.00088875i,-0.00050645-0.0017154i,0.0001839-0.0011629i,0.00032386-0.00040455i,-0.0003272+0.00010233i,-0.00090943+0.00074023i,-0.00090662+0.00050338i,-0.00083638+0.00010905i,-0.00060322+0.00040224i,2.0014e-05+0.00025059i,0.00018519-0.0003506i,0.00026806-0.00050994i,0.00022614+6.8854e-05i,-0.00011348-0.00014157i,0.00014577-0.00027673i
-0.00069147-0.00051273i,0.00045885-0.00089928i,0.00071188-0.0014472i,-0.0008834-0.001725i,-0.0020235-0.0010845i,-0.0019519-0.00061211i,-0.0011242-0.00073987i,0.00017768-0.00056296i,3.8424e-05-0.00058981i,-0.00084738-0.00048676i,-0.00079376-0.00062207i,-0.00092544-0.00090636i,-0.0010372-0.00042114i,-0.00055537+0.00061937i,-0.00074458+0.00041941i,-0.0010944-0.00039316i,-0.00088885-9.0356e-05i,-0.00085906+0.00019896i,-0.00058722+0.00015976i,-9.2003e-05+0.00019081i,6.7002e-05+0.00035307i,0.00015008+0.00055324i,0.00025899+0.00046628i
-0.0012811-0.00079107i,-0.0017612-0.0007856i,-0.0016295-0.0012458i,-0.0022039-0.0021471i,-0.002419-0.0030549i,-0.0024283-0.002296i,-0.0007227-0.0008064i,0.00096357-0.00024903i,0.00099173-0.00033763i,0.00095312-0.00050575i,0.00058345-0.00081054i,-0.00013499-0.00078539i,-0.00086425+0.00036347i,-0.001091+0.00087457i,-0.0012316+0.00044286i,-0.0012566+0.00013919i,-0.00064089-0.000141i,6.0415e-05-0.00034603i,-2.3537e-05-0.00029108i,0.00013296+0.00020846i,0.00017773-0.00025463i,0.00041278-0.00094064i,0.00069732-0.00034775i
0.0014595-0.0015358i,-8.6156e-05-0.0011251i,-0.0012539-0.0011311i,-0.001707-0.0016215i,-0.0024308-0.0023135i,-0.0018931-0.0021005i,0.0004014-0.0014928i,0.0014802-0.0013671i,0.0004799-0.0015144i,-0.00037034-0.0012836i,-0.00060003-0.00056682i,-0.0010997-0.00049472i,-0.00096179-0.00068874i,0.00010712-4.2052e-05i,0.00027049+0.0006534i,-0.00093953+0.0015059i,-0.00080532+0.0013367i,-7.7638e-05+0.00076284i,-4.0358e-05+0.00040199i,3.5084e-06-0.00023129i,8.4749e-05-0.00049055i,-0.0005835-0.00059629i,-0.001421-0.00096698i
-0.0009208+0.0005975i,-0.0020002-0.00029272i,-0.0020578-0.0010502i,-0.0015924-0.0019197i,-0.0020238-0.0032619i,-0.0015777-0.0028894i,0.00041805-0.0015498i,0.00090429-0.00090635i,-0.00041267-0.00088809i,-0.00082283-0.00027448i,9.1197e-05+0.00053714i,-3.926e-05+0.00093963i,-0.00077421+0.0004399i,-0.00033486-0.00063916i,0.00031513-0.00082593i,0.00045693-0.00019966i,-7.7859e-05+0.00021014i,-0.00020482+3.7905e-05i,0.0003051+6.6825e-05i,-0.0002729-0.00044481i,-0.00051527-0.001903i,-0.00019811-0.0019445i,0.00046701-0.00092459i
7.3866e-05+0.0010052i,7.5976e-05+0.00031426i,-0.00048144-0.0006704i,-0.0014129-0.0016572i,-0.0026836-0.0021211i,-0.0033681-0.0016631i,-0.002109-0.0003635i,0.0002399-0.00052137i,0.00088767-0.001281i,0.00017173-0.00077263i,-6.5342e-05+0.00025402i,0.00039545+0.00094251i,0.00040835+0.00038329i,1.4458e-05-7.7986e-06i,-0.0004427+3.2699e-05i,-0.00044554+0.0004371i,-0.0003166+0.0002757i,-0.0002369-0.00075202i,-0.00032208-0.00078395i,-0.0010424-0.0003172i,-0.0010757-0.00060019i,-0.00028922-0.00045777i,-0.00058223+0.00052756i
-0.0001046+0.00022629i,0.00054801+0.00025028i,0.00012785-0.0006042i,-0.00049368-0.0019057i,-0.0014854-0.0029143i,-0.0013255-0.0024404i,-6.3659e-05-0.00060501i,0.0009011-0.00053664i,0.0011521-0.0015524i,0.00026457-0.00092208i,-0.00036748-5.5612e-05i,-0.00043608+0.00056266i,-0.00029614+0.00076757i,4.661e-06+0.00020615i,-0.00011666+0.00045528i,-0.0004165+0.00085261i,-0.00048634+0.00012963i,-5.7477e-05-0.00024748i,6.1166e-06-0.00038617i,0.00044626-0.00097124i,0.00011494-0.00038148i,-0.00042856+1.9752e-05i,-0.00020917-0.00035513i
0.0005345+0.00072295i,0.00012325+0.00027882i,-0.0005763-0.00099055i,-0.0011006-0.0025307i,-0.0017597-0.0043072i,-0.0022205-0.0036974i,-0.0013789-0.0016126i,0.00035085-0.00099493i,0.00074495-0.0010499i,-0.00022207-0.0010217i,-0.00060235-0.00085445i,-9.0786e-05-0.0013065i,-4.1341e-05-0.0013854i,-0.0009685-0.00018732i,-0.0013874+0.00024346i,-0.0013135+0.00016618i,-0.0013842-0.00025678i,-0.00043591-0.00034202i,0.0011544+0.00023302i,0.00087091+0.00058971i,-0.00032547+0.00030294i,-0.00048248-0.00048165i,-0.00017922-0.0005956i
0.00068486+0.0002899i,0.00012958-2.7183e-05i,-0.00032143-0.0011173i,-0.00084653-0.0033247i,-0.002585-0.0046776i,-0.0032201-0.0035502i,-0.0015771-0.0013187i,-0.00018196-0.00025835i,0.00044664-0.00041588i,9.2887e-05-0.00048368i,-0.0003325-0.00037559i,-0.00045094+0.00030126i,1.3584e-05+0.001082i,-0.0002281+0.00077927i,-0.0011619+0.00090611i,-0.0017581+0.0017654i,-0.001776+0.0016791i,-0.0013274+0.00026044i,-0.00058088-0.00056649i,1.0139e-05-0.00030596i,-0.00067926-0.00013893i,-0.00098445-0.00050598i,-0.00035219-9.3787e-05i
-7.3031e-05-0.0021409i,-0.00075471-0.0021188i,-0.0012205-0.0020274i,-0.00098843-0.002556i,-0.0019479-0.0029553i,-0.0030351-0.0016592i,-0.0017317+0.00025436i,0.00064013+0.00033118i,0.00078097-0.00065449i,7.941e-06-0.00016568i,0.00025691+0.0002563i,0.00046575-3.3304e-05i,-0.00035641+0.00018224i,-0.00084061+0.00061634i,-0.001041+0.00042432i,-0.000585+0.0010278i,0.00032796+0.0015782i,0.00090039+0.0011093i,0.00081326+0.0008393i,0.00046481+2.8842e-05i,0.00025376-0.0010038i,-0.00042402-0.00069307i,-0.0011395+0.00033733i
-0.00099389+0.00135i,-0.00021935+0.0019987i,-2.7016e-05+0.0014477i,-0.00077926-0.0007648i,-0.0018578-0.002655i,-0.0021543-0.0034728i,-0.0010998-0.0023052i,-8.5176e-05-0.0012284i,-0.00028788-0.00046954i,-0.00045003-6.4141e-06i,-0.00051114-0.00058698i,-0.00036319-6.9631e-06i,-0.00021676+0.00062643i,8.6726e-05+3.9198e-05i,-0.00012122+0.00022005i,-0.0005469+0.0010147i,-0.00041229+0.00085647i,1.4798e-05+0.00049142i,0.00049347+0.00023728i,0.00069651-0.00034413i,0.00095599-0.00040641i,0.00065851+3.6125e-06i,-0.00039862+0.00029021i
0.00011291+0.00069379i,0.00059945-2.3847e-06i,0.0013312-0.0010532i,0.00057647-0.0023606i,-0.0011614-0.0032012i,-0.0017985-0.0028697i,-0.00078287-0.0011832i,0.00028044-0.00046956i,0.00092774-0.00085621i,0.00095738-0.00059253i,0.00077331+0.00025677i,0.00061969+0.00029422i,0.0003966+0.00055541i,7.2125e-05+0.00019077i,-0.00045579-0.00023961i,-0.00054654+8.7119e-05i,0.00066709+0.00043152i,0.00097479+0.00089915i,0.00027865+0.00077842i,0.00017632+0.0005325i,0.00020271-2.008e-05i,5.8388e-05-0.0010732i,-0.00056758-0.0008146i
-0.0012106+0.0015489i,-0.0007182+0.0010329i,0.00019539+0.00011445i,-0.00012235-0.001342i,-0.0015288-0.0033828i,-0.0028155-0.0035473i,-0.0023508-0.0019635i,-0.0011626-0.0012123i,-0.00074797-0.0011194i,-0.0002239-0.0013482i,0.00019048-0.001624i,0.00043898-0.001539i,-0.00018333-0.00079775i,-0.00087518-9.0721e-05i,-0.00041137+6.1469e-05i,-0.00076102+0.0010438i,-0.0009056-0.00015254i,-0.00052278-0.0018818i,-0.00046121-0.0011976i,-0.00043084-0.00021505i,-0.00049361+0.0003374i,-0.0005899+0.00046766i,-0.00045119-7.6213e-05i
-0.00079044-0.0016593i,-0.00056799-0.0017963i,-0.00086725-0.0013041i,-0.0015454-0.0013979i,-0.0012872-0.0025449i,-0.00095251-0.0019975i,-1.9917e-05-0.0005188i,0.00083056-0.00042614i,0.00022213-0.00051217i,-0.00015723+0.00046258i,-2.1942e-05+0.00046005i,-0.00022412-0.00027603i,-0.00054445-0.00068739i,-0.00023877+2.4462e-05i,0.00023313+0.00016115i,-0.00034769+0.00021866i,-0.0010821+0.00034847i,-0.0010135+0.00018228i,-0.0014452-6.3375e-05i,-0.0014253-0.00045743i,-2.2189e-05-0.00060489i,0.00079634-0.00034811i,0.00064285+0.00020387i
0.001698+0.0013347i,0.0013079+0.0016265i,0.00091128+0.00037343i,-0.00035772-0.0023872i,-0.0018482-0.0040674i,-0.0027209-0.0023706i,-0.0019645-0.0008276i,-0.00011773-0.00050811i,0.00015235-0.00010527i,-0.00041766+0.00034246i,-0.00050693+0.00028752i,-5.7538e-05+0.00036272i,0.00037844+0.00066692i,0.00027882+0.00076957i,0.00020484+0.00067406i,-0.00017289+0.00074674i,0.0001317+0.00077113i,-0.00014311+0.0008758i,-0.00067111+0.00053886i,6.2973e-05-0.00059035i,8.0597e-05-0.0007015i,-0.00066569-0.00032179i,-0.00077227+0.00011797i
-0.00046814-0.0012541i,-0.00019087-0.001123i,-0.0011861-0.00050943i,-0.0017481-0.001257i,-0.0012249-0.0025345i,-0.00066811-0.0024932i,-0.00062663-0.00095705i,-0.0002198-0.00024758i,-0.00046796-0.00086475i,-0.00062246-0.00070042i,0.00028821+4.4253e-05i,0.00019738+0.00010805i,-0.00051581+4.1284e-05i,-0.00072432-0.00016117i,-0.00051972-0.00053866i,-0.00033057-4.7633e-05i,7.4579e-05+0.00048701i,0.00062156+0.0009142i,0.00041462+0.00088995i,0.00032805+0.00073791i,0.00060397+0.00081899i,2.8881e-05+0.00045581i,-0.00018248+0.00046348i
0.00021665+0.0030134i,0.00051303+0.0028789i,0.000148+0.0025462i,-0.00032531-0.00023754i,-0.00075023-0.0029232i,-0.00089212-0.0036944i,-0.00036205-0.0027293i,0.0002615-0.0015547i,0.00031921-0.00107i,0.0004421-0.00052206i,0.00050523-0.00011649i,0.00025069+2.455e-05i,-0.00055661-0.00025058i,-0.00091925-0.00067303i,-0.000567-0.00024232i,6.0938e-05+0.00074163i,0.00088813+0.0010701i,0.0012675+0.00018105i,0.0015324-0.00012025i,0.0017632-0.00031845i,0.0015015+1.4053e-05i,0.00063393+0.00075445i,0.00037488+0.0006702i
-0.0010239-0.00074237i,-0.00030681-7.6073e-05i,-0.00044227+0.00096653i,-0.00045174+0.00095379i,-0.00051045+0.00030155i,-0.00079553-0.00015867i,-0.00087003-0.00010321i,-0.00037568-0.00048611i,-0.0006554-0.0015464i,-0.0011867-0.0016734i,-0.0011042-0.0016198i,-0.00040528-0.0015652i,-6.3934e-05-0.00065883i,-0.00072463-0.00023245i,-0.0011602-0.00043857i,-0.0006951-0.00035449i,0.00023342-0.00040608i,0.0008309-0.00031563i,0.00088725-0.00078788i,0.0010687-0.00086804i,0.00069322-0.00069101i,4.6495e-05-0.00087074i,-0.00045063-0.00014946i
-0.0011794+0.0014904i,-0.00075025+0.0010372i,-0.0013142+0.0010119i,-0.0023873-0.0004043i,-0.0025196-0.0021161i,-0.0017595-0.0023379i,-0.0011508-0.00054911i,-0.00069693+0.00044736i,-0.00061509+0.00041813i,-0.00034752+0.00021096i,0.00025932-9.4497e-05i,0.00056345-0.00031296i,-0.00015142+0.00014692i,-0.00040255+0.0013557i,-0.00029089+0.0012263i,-0.00061944+0.00028231i,-0.00023729-0.00086264i,9.9808e-05-0.00088698i,-0.00019783-0.00023055i,-0.00042597-1.9664e-05i,-0.00049127+0.00056412i,-0.00024261+5.6546e-05i,0.00016692+8.0994e-05i
0.0010224+0.0024984i,0.0021557+0.0017807i,0.0017345+0.0014888i,0.00046199-0.00064119i,-0.0004852-0.0034726i,-0.0013993-0.0041248i,-0.0013985-0.0022574i,-0.00029555-0.0010418i,-8.0068e-05-0.00049172i,-0.00037303+6.4925e-05i,-0.00040255-0.00073465i,-0.00048133-0.00020473i,-0.00016325+0.001258i,-0.00038657+0.00089033i,-0.00079929+0.00067597i,-0.00024837+0.00099315i,-0.00026107+0.00050944i,-0.0009363-0.00072789i,-0.0013132-0.00075215i,-0.00036828-0.00040281i,0.00053441-0.00038366i,0.00021426-0.00024705i,-4.8831e-05-0.00047631i
-0.00015446+0.00038039i,-0.0011103+0.00039533i,-0.00022259+0.00052377i,6.3642e-05-0.00084178i,-0.00080322-0.0026165i,-0.002267-0.0020691i,-0.0016042-0.00084054i,0.00048591-0.00093923i,0.00092312-0.00097181i,0.00010479-0.00050853i,-0.00013641-0.0001981i,-0.0003539+0.00032901i,-0.00069169+0.0015542i,-0.00082276+0.0017691i,-0.0010412+0.0010854i,-0.00099966+0.00077379i,-0.00078368+0.00070082i,-0.00030882+0.00026593i,8.3936e-05-7.2793e-05i,0.00015417-0.00017823i,0.00016764-0.00026873i,0.00065092+0.00046962i,0.00087134+0.0011558i
