-0.0012318+0.00072036i,5.0234e-06+0.00039177i,0.00090215-0.00067652i,0.00066821-0.00076205i,-0.0011318+0.0004384i,-0.0023509+0.00074848i,-0.0017889+0.00072453i,-0.00068431+0.00075076i,0.00014325+0.00083423i,0.00069329+0.00049206i,0.00091413+0.00064128i,0.00043721+0.00066899i,-0.00030154-0.00010076i,-0.0004577-0.00050036i,-0.00083501-0.00054404i,-0.00069865-0.00035809i,0.00027866+0.00048925i,0.00021869+0.00088462i,-0.00023208+8.3853e-05i,-0.00032456-0.00090333i,0.00020939-0.0011531i,-5.9905e-05-0.00096328i,-0.00042066-0.0011286i
0.0012779+0.00066874i,0.00053971+0.00056993i,-0.00063956+0.00063649i,-0.00089567+0.00076873i,-0.00083448-9.9238e-05i,-0.00098776-0.001096i,-0.0012235-0.00031499i,-0.00074512+0.00085329i,0.0001331+0.00046938i,0.00053183-0.00032373i,-0.00059691-0.00066699i,-0.0016052-0.00059241i,-0.0005312+4.82e-05i,-8.7153e-05-5.0152e-05i,-0.0006844-0.00064663i,-0.00052732-0.00069286i,0.00029284-0.00085873i,0.00040579-0.00091668i,-1.1218e-05-6.6091e-05i,0.00026265+0.00037972i,0.00040038+6.843e-05i,-0.00071542+0.00025706i,-0.0011208+0.00034808i
0.0005096+0.0005392i,0.00010099+0.00071352i,-0.0001117+0.00023465i,0.00087881-0.0002511i,0.00096439+0.00037194i,-0.00037914-4.9297e-05i,-0.0013008-0.00039234i,-0.00089434+6.7407e-05i,0.00010942+0.0010479i,0.00037964+0.0015546i,0.00034824+0.00085984i,-3.2543e-05-0.00010677i,-0.00050291+6.8514e-06i,-0.00045881+0.00029735i,-0.00019481+0.0005037i,-9.0425e-05+0.00080415i,-0.00025363+0.00052662i,-0.00019959-0.00031676i,0.00028441-0.0010818i,0.00046796-0.0009718i,0.0001704-0.00047243i,0.00028846-0.00054453i,0.00043665-0.00056122i
0.00076543-0.0016907i,0.0010299-0.0015657i,0.00025656-0.00099734i,-0.0017265-0.00030935i,-0.0030712-0.00030107i,-0.0024232-0.00054006i,-0.00095268-0.00014748i,-0.00056323-3.8419e-08i,-0.0011405+0.00030174i,-0.00081048+0.00054259i,-0.00018748-8.4581e-05i,-3.2085e-05-0.00035996i,0.00023507-4.3134e-05i,0.00058826-0.00014535i,0.00029469+0.00025531i,5.5753e-05+0.0007688i,0.00011869+0.00017415i,-0.00021969-0.00056555i,-0.00059046-0.00019168i,-0.0011652-6.822e-05i,-0.00073812-0.00015752i,0.00016786-8.3077e-05i,0.00031532+4.0548e-05i
0.002573-0.00089754i,0.0018917-0.0010237i,0.0016907-0.0015299i,0.00033163-0.0013764i,-0.0010504-0.0014833i,-0.00069072-0.0011098i,-0.0002645-9.1605e-05i,0.00033952+0.00036798i,0.0011822+0.0010101i,0.0007511+0.0016378i,0.00038523+0.00064045i,-0.00033589-0.0003558i,-0.00040024+0.00022401i,0.00079479+0.00065972i,0.00099297+0.00029925i,0.00039159-0.0010178i,4.3672e-05-0.0016238i,0.00030672-0.00073669i,0.00068915+0.00019508i,0.00029358+0.00039369i,-9.519e-05+0.0001118i,-0.00016559-0.00043379i,-0.0001614-0.00048365i
0.00078142+0.0013275i,0.00016515+0.00011397i,0.00039453-0.00049391i,0.00080651-0.0011858i,-3.6946e-06-0.001339i,-0.0018014-0.0012925i,-0.002033-0.00051792i,-0.0016306+0.0004166i,-0.00061708+0.0007966i,0.00050358+0.00052634i,0.0003514-1.2278e-06i,-0.00068596+0.00016356i,-0.0009612+0.00029716i,-0.00059546+0.00017383i,-0.00043744-0.00010613i,-0.00074456-0.00043717i,-0.0008942-0.00045005i,-0.00061697-0.00030967i,-0.00033634-0.00037769i,-0.00040229-0.00026936i,4.3855e-05+0.00011237i,0.00036989+5.8732e-05i,0.00086432+9.6852e-05i
0.0011284-0.00041818i,0.00077646-0.00028412i,0.00030749-0.00065927i,-0.00052306-0.00088455i,-0.00067298-0.00019196i,-4.0552e-05+0.0012834i,0.00019184+0.0025905i,0.00040103+0.001974i,0.00038177+0.00090748i,0.00038464+0.00094067i,-0.0001435+0.00091292i,-0.00018393+0.00067628i,0.00065113+0.00068804i,0.00064861-2.1189e-05i,-0.00035843-0.00051878i,-0.0012401+3.9188e-05i,-0.00085858+0.00019502i,-2.2335e-05+0.00010151i,-0.00033888-7.3469e-05i,-0.00038614-0.00072033i,0.00030402-0.00085936i,8.1689e-05-0.00048673i,-9.8474e-05-9.0934e-05i
4.4929e-05+0.00044052i,-0.0011675+0.001531i,-0.0015043+0.00050185i,-0.00098457-0.00035702i,-0.00029992+0.00026218i,-0.00034726+0.00065617i,-0.00016071+0.00018925i,0.00027203-0.00029425i,0.00066458-0.00022409i,0.00036916+0.00022254i,-0.00093227+0.00027338i,-0.0013566-7.3811e-05i,-0.00033602-1.8762e-05i,0.00054133+0.00048987i,-0.00048284-4.8327e-05i,-0.00050161-0.00063872i,0.00052955+1.4319e-05i,0.00065532-1.7805e-05i,0.0003845-0.00072517i,-0.00033189-0.00054785i,-0.00071609-0.00037328i,-9.4981e-05-0.00052218i,0.00071012-0.00018762i
0.0008481-0.00059821i,-4.58e-06-0.0011086i,0.0012967-0.0017053i,0.00063235-0.001826i,-0.0013596-0.0010079i,-0.0016094-0.0003541i,-0.00091337-0.00016142i,-0.00055443+0.00050266i,0.00012237+0.0011241i,0.00046095+0.00099783i,0.0001515-0.00010687i,0.00042956-0.00058191i,0.00010382-0.00011036i,-0.00062326-0.00011035i,-0.00013987-0.00040031i,0.00048313-0.00049684i,0.00063324-0.00042436i,0.00027636-0.00051394i,0.00011725-6.9054e-05i,0.00017795+0.0006182i,0.00070905+0.00079283i,0.00095027+0.00051726i,0.00023158+0.00043343i
-0.00012794-0.001176i,0.00021219+4.1126e-06i,-0.00029347+0.0011959i,-0.00018978+0.0016348i,-0.00046037+0.0010903i,-0.00055794+0.00091263i,-9.8885e-05+0.00080452i,-0.00049995+0.00060763i,-0.00027687+0.00048606i,-8.6015e-05+0.00057684i,-0.00042835+0.0012438i,0.00011595+0.00099359i,0.00098811+0.00022384i,0.0012423+7.1901e-06i,0.000952+0.0001988i,0.00029765+2.3822e-05i,-0.00024127-0.00051835i,-9.2754e-05+0.00037964i,3.8536e-05+0.0013166i,1.421e-05+0.00050212i,-0.00047712+0.00049405i,-0.00092876+0.00075629i,-0.0009614-0.00017898i
0.00072277-0.00020184i,0.00069601-0.0018285i,0.00072905-0.0028813i,-0.00048935-0.002106i,-0.001622-0.0010118i,-0.0017155-0.00026498i,-0.0010935+0.00037519i,-0.00022772+0.0012546i,-7.3166e-05+0.00083843i,-0.00010355-0.0003686i,0.00037325-0.00045138i,-0.00023356-1.1429e-06i,-0.00081036-0.000147i,-0.00066759-0.00053832i,-0.00059402-0.0010343i,-0.00040721-0.00089783i,-0.00036932-7.2422e-05i,-0.00054571+0.00032898i,-0.00012303+3.8601e-05i,0.00048261-0.00056076i,0.00019169-0.00022965i,0.00019812+0.00024575i,0.00037946-0.00027709i
0.00049522+0.0011077i,0.0010432+0.0016667i,0.0011353+0.0023724i,0.00082996+0.0023681i,0.00031473+0.0015876i,6.7519e-05+0.00090304i,6.4302e-06+0.00025887i,2.264e-05+0.00071386i,2.5423e-05+0.00118i,0.00012705+0.00052295i,0.00034191-0.00061175i,0.00045688-0.00087672i,0.00013766-0.00056488i,-0.00055883+0.00028036i,-0.00070974+0.0006382i,-0.00010614-8.8623e-05i,0.00033975-0.0010391i,0.00036428-0.00051444i,0.00045603+0.00013882i,-0.00015932+4.8933e-05i,-0.0011564+8.124e-05i,-0.0010454+0.0001719i,-0.00059298+6.7789e-06i
0.00035777-2.3299e-05i,0.00018868-0.00034028i,0.00059046-0.00050366i,0.0013971-0.00028733i,0.0011402+4.3893e-05i,7.2756e-05+0.00022536i,-0.0001298+0.00028022i,-9.1984e-05+0.00047716i,7.3707e-05+0.00059873i,0.00072084+0.00060411i,0.00089647+0.00029263i,0.00053742+0.00011746i,-3.7767e-05-0.0001678i,-0.00017263+4.9703e-05i,-3.8469e-05+0.00042759i,0.00032656-0.00024853i,0.00015576-0.00038674i,-0.00010278+0.000841i,0.00050671+0.00076614i,0.00013599-0.00014497i,-0.00019094-0.00032035i,-0.00034866-0.00017384i,-0.0010181-0.00032239i
-0.00037807-0.0019398i,-0.0016054-0.0028399i,-0.0018833-0.0024837i,-0.0020707-0.0017317i,-0.0023242-0.0010353i,-0.0016511+0.00016109i,-0.00037741+0.00021904i,-0.00023046-0.0001474i,-0.0001313+9.4581e-05i,2.2125e-05+0.00024789i,0.00015889+0.00017342i,-0.00014243+5.6311e-05i,-0.0008095-5.8381e-05i,-0.00066256-0.0010205i,-3.0887e-05-0.0013219i,-0.0003287-0.00040168i,-0.00092141-0.00031487i,-0.00072173-0.00028144i,-0.00050556-8.3256e-05i,-4.8238e-05-0.00027461i,0.00060833+6.1036e-06i,0.00076484+4.4602e-05i,0.00053713+9.7287e-05i
0.00043484+0.00082578i,0.00039984+0.00071982i,0.00056166+0.0014091i,0.00029755+7.2167e-05i,-0.00040258-0.0010794i,-0.0007334-0.00091765i,-0.00014112-7.8361e-06i,0.00015643+0.00088727i,0.00020699+0.00081624i,0.00071719+0.00099274i,0.0002794+0.00044313i,-0.00026517-0.00073638i,-0.000332-0.00066111i,0.00012014-0.00017245i,0.0005577+0.00013763i,0.00062959+0.00033777i,0.00074814+0.00032721i,0.00046105+0.00032391i,0.00048435+0.00079848i,0.00080048+0.00068342i,0.00049733+0.0003158i,-0.00018738+0.00076336i,5.2916e-05+0.00048115i
0.0011239+0.00051212i,-0.00025973+0.0003638i,-0.0009466+0.00020937i,-0.0012334+0.00069956i,-0.0012629+0.00049006i,-0.00152-0.00067558i,-0.0013889-0.0012223i,-0.00075051-0.00091745i,0.0002872-0.00024479i,8.8711e-05-0.00065974i,-0.00078195-0.00028675i,-0.0011288+0.00033053i,-0.00074996-0.00027806i,-0.00033474-0.00056139i,0.00050889-0.00087646i,0.00088106-0.0010616i,-4.2709e-05-0.00057501i,-0.00053703-0.00010347i,-0.00012561+8.9126e-05i,0.00010421-0.00037322i,0.00024213-0.00056264i,0.00024824+0.0001046i,0.00028267+0.00048251i
-0.00020699-0.00071903i,0.00031116-0.00060939i,0.0002654-0.00042046i,-0.0005294-0.0010598i,-0.00069291-0.0010071i,-0.00010585-8.7617e-05i,-0.00022188+0.00018481i,-0.00031541+0.00013425i,-0.00047365+0.0003749i,-0.00048078+0.00010923i,0.00045489+0.0001559i,0.00045125+0.00033441i,0.00054898+0.00016857i,0.0010128+3.2158e-05i,0.0005951+0.00024573i,0.00051876-0.00030973i,0.001118-0.00079408i,0.001171-7.8395e-05i,-0.00013236+0.00010687i,-0.0013969-0.00047748i,-0.0015458-0.0011096i,-0.0013919-0.001091i,-0.00083974-0.00017486i
0.00048224+2.612e-05i,0.00065769+0.00035494i,0.00075553+0.00050737i,-0.00042963+0.00054733i,-0.0011743+0.00091929i,-0.0010124+0.001586i,-0.00047551+0.0015057i,0.00060857+0.0010198i,0.00035298+0.00057731i,-0.00015923-0.00013925i,-0.00027344-0.00029143i,-0.00021703+2.3885e-05i,-8.8409e-05+0.00014225i,-3.3534e-05+3.0173e-06i,0.00062911-0.00027902i,0.00063722-0.0006525i,-1.6098e-05-0.00064325i,-0.00044012-0.00051765i,0.00013909+0.00021541i,1.8805e-05+0.00049224i,-0.00036786+0.00018471i,-0.00012922+0.00063399i,-0.00021253+0.0010212i
0.001357-0.00068567i,-0.00024136-0.0014374i,-0.0017661-0.0026896i,-0.0022529-0.0027648i,-0.0027347-0.0013224i,-0.0022307-0.0001453i,-0.00071348-6.5885e-05i,-0.00026896-0.000219i,-0.00018493-0.00053038i,-9.9182e-05+2.1182e-05i,-0.00084461+0.00023644i,-0.0013364-0.00013163i,-0.00071102+0.00011242i,0.00047016+0.00026317i,0.0016311+6.3683e-05i,0.001507+3.6976e-05i,0.00060423-0.00023639i,8.333e-05-7.6126e-05i,0.0003194+0.00047447i,0.00081615+0.00038702i,0.0010716-0.00017365i,0.0011108-0.00035107i,0.00042793+4.3765e-05i
0.0011476-6.3844e-06i,-2.5653e-05-0.00036699i,-0.00030939-0.00073614i,-0.00018852+0.00034867i,-0.001142+0.00091038i,-0.0012361+0.00051354i,9.7638e-05-0.00028539i,0.00085325-0.00074348i,0.00048984-0.0010438i,-5.2245e-05-0.0012249i,-0.00040969-0.0015891i,-0.00071207-0.0017677i,-0.00050423-0.00075639i,0.00020883+0.00014561i,0.00071647+0.00019508i,5.9463e-05-9.3341e-05i,-0.00017634+4.3317e-05i,-0.00022621+0.00069885i,-0.00063231+0.00019345i,-0.00072208-0.0008291i,-0.00058317-0.00076855i,-0.00029205-0.00050577i,-0.00044828-0.00027974i
-0.00045959-0.0013916i,-0.0012599-0.00054937i,-0.0018963-0.0013939i,-0.0020515-0.0007129i,-0.002147+0.00040891i,-0.00054016+0.00056719i,0.0013181-0.0010164i,0.0015956-0.0026494i,0.00030869-0.0031784i,-0.0012375-0.0034914i,-0.0018116-0.0023678i,-0.0019319-2.6338e-05i,-0.001509+0.0012461i,-0.00081085+0.00044653i,0.00011593-0.00063016i,0.00047522-0.00070289i,0.00011067-0.00028424i,1.8393e-05-0.0002586i,0.00029377-0.00018067i,0.0003456-0.00041121i,-2.5466e-05-0.00053683i,-9.7518e-05-0.00014478i,0.00065115+0.00012206i
-0.00070502+0.0013536i,-0.00016703+0.0012172i,0.00059486+0.0017983i,-0.00015633+0.0019091i,-0.0013079+0.0013197i,-0.001697+0.00093302i,-0.002435+0.0019912i,-0.0025543+0.0037078i,-0.00075591+0.0051284i,0.0017141+0.0046906i,0.0034817+0.0026021i,0.0030738+0.0003832i,0.0012378-0.0012277i,-0.00028836-0.0012076i,-0.00060359-0.00072864i,-0.00071576+0.00020996i,0.00014948+0.00085763i,0.00050358+0.00087596i,-4.0394e-05+0.0012366i,-0.00014053+0.001029i,3.4239e-05+0.00029289i,0.0002026-0.00028953i,-0.00022242-0.00028971i
0.0012421+0.00055778i,0.0017483+0.00058952i,0.0016387+0.00079819i,0.001349+8.3812e-05i,0.00071675-0.0011643i,-0.00046658-0.0013157i,-0.0012805+2.8778e-05i,-0.0010109+0.00066031i,-0.00042104+0.00098295i,0.00059852+0.0013013i,0.0010857+0.0014631i,0.00075189+0.0012043i,0.00028892+0.00053568i,-0.00011571+0.00057797i,-0.00014329+0.00044735i,-0.00052547+0.00053633i,-0.00039143+0.00058826i,0.00025824-0.00019609i,0.00041542-0.00013961i,0.0004533+0.00055871i,0.00025906+0.00075471i,-0.00025065+0.00065616i,5.9271e-05+0.0010979i
0.0012215-0.00092941i,0.00033537-0.00021536i,-0.00026649-0.00019314i,-0.0012168-0.00011452i,-0.0013698+0.0011064i,-0.00034248+0.0021563i,5.7914e-05+0.0022275i,-0.00022593+0.0021889i,8.2409e-05+0.0012076i,0.0006771+0.00063442i,0.00099889+0.00049786i,0.00086877-0.00013666i,0.00094385-0.00017881i,0.00052541+7.6711e-05i,0.00018363-2.0871e-05i,0.00062323-0.00065998i,5.8534e-05-0.00039975i,-0.00015565-6.107e-05i,0.00035784-0.00023257i,-1.5463e-05-6.4091e-05i,-5.9341e-05-0.00020353i,7.3549e-05-0.00052723i,5.4314e-05-0.00028484i
0.00071522-0.00021791i,0.00043448+0.00060792i,0.0002299+0.00084145i,-0.00017713+0.00093197i,-0.0003732+0.00025647i,-0.00067199-0.000364i,-0.0010724-0.00037498i,-0.0011694-0.00035465i,-0.00078439+0.00075948i,-4.0178e-05+0.0014099i,0.00064057+0.00069634i,0.00044344+0.00062181i,0.00011656+0.00062936i,0.00025973-0.00039101i,-2.2517e-05-0.00092935i,-0.00060265-0.00028414i,-0.00078236+0.00098261i,-0.00083086+0.00057705i,8.6525e-05-0.00015159i,0.00058766-7.4849e-05i,0.00024939-0.0001365i,-0.00031825-0.00040722i,-0.00035588-0.00036091i
0.00018496-0.00087054i,0.00060086-0.0013136i,-0.00031773-0.00089903i,-0.0011312-0.00047473i,-0.0019105+0.00042699i,-0.0018259+0.00065672i,-0.0009179+0.0004757i,-0.0007619+0.00068i,-0.00048209+0.0013403i,-0.0003628+0.0014431i,-0.00033764+0.00032104i,8.7154e-05-0.00045971i,-0.00011243+5.4157e-06i,-0.00043004-0.00048046i,-7.8675e-05-0.0011243i,0.00014406-0.00055682i,9.3566e-05-0.00021254i,7.2454e-05-0.00047994i,0.00086408+0.00018723i,0.0011979+0.0002054i,0.0009982-0.00087126i,0.0013728-0.00040598i,0.00053334+0.00034721i
-0.0016108+0.00020095i,-0.0014488+0.00086368i,-0.0017446+0.00134i,-0.001483+0.0021032i,-0.00044935+0.0026795i,-3.8103e-05+0.0014445i,-0.0004575+0.00061855i,-0.00045862+0.00094694i,-0.00099571+0.0014395i,-0.0012553+0.0012834i,-0.0001404+0.00038424i,0.00065784-0.0006744i,0.00068672-0.0012927i,4.5992e-05-0.00084885i,-0.0008604-0.00026749i,-0.00018717-0.00024214i,0.0008949-0.00026373i,0.00073873+6.209e-05i,0.00024185+0.00076784i,-0.00040495+0.00014205i,-0.00086589-0.00051922i,-0.00024884-3.5185e-05i,0.00010693+0.00020164i
0.0018317-0.00064744i,0.0015096+7.7984e-05i,0.0002385-0.0010365i,-0.0010803-0.0026417i,-0.0014193-0.0022616i,-0.0014989-0.00079978i,-0.0012965+0.00042093i,-0.00096795+0.00085106i,-0.00054157+0.00087288i,-7.0189e-05+0.00094924i,-0.00066287+4.504e-05i,-0.00012411-0.0010277i,0.00071557-0.0011607i,0.00065962-0.00043605i,0.00016634-1.7278e-06i,-0.00084749+0.00021381i,-0.0012781-0.00027418i,-0.0012056-0.00043478i,-0.00014556+0.00055049i,0.00069618+0.00066114i,-0.00014845+0.00035607i,-0.00022392+0.0005263i,0.00067799+0.00088856i
0.00027235-0.0001196i,-0.0010247+0.00044006i,-0.00047211+0.00014967i,6.2295e-05-0.00022722i,-0.00067276+0.00064184i,-0.00099284+0.00086601i,-0.0007846-1.5014e-05i,-0.00035403-6.077e-05i,-0.00014899+0.00068533i,-0.00069922+0.0013104i,-0.00043735+0.00096311i,-1.0626e-05+0.00037478i,-0.00043203-0.00030786i,-5.5638e-05-0.0011749i,0.00026735-0.0017527i,0.00052514-0.0017688i,0.00062711-0.00042382i,-0.00014417+0.00032386i,-0.00045077+0.00045955i,-0.00063278+0.00027097i,-0.00044669+0.00039117i,0.00020397+0.0011043i,-0.00042922+0.0013969i
0.0010486-0.00013385i,0.0018158-0.00086666i,0.0025057-0.0016514i,0.0016202-0.0016597i,-0.0003046-0.001484i,-0.00080019-0.00029348i,-0.0006251+0.00092252i,-0.0010019+0.0014404i,-0.00096131+0.000915i,-0.00020422+0.00090772i,0.00026737+0.0010838i,-5.713e-05+0.00086981i,0.00035653+0.00043178i,0.0010599+0.00014711i,0.0012668-0.00043129i,0.001159-0.0007319i,0.00066014-0.0005496i,0.0007507-0.00044627i,0.00066567-0.00063988i,-2.8655e-05-0.00076067i,9.7687e-05-0.0014351i,0.00017693-0.0013278i,-0.00022236-0.00023523i
0.00035699-0.00097281i,-0.00048718-0.00078426i,-0.0013181-0.00011486i,-0.0020102+0.00022875i,-0.0024231-0.00013377i,-0.0024241+7.2202e-05i,-0.0013438+0.00014011i,-0.00080772+0.00047751i,-0.00049516+0.0013128i,0.00031581+0.00097533i,0.00039518+0.00032619i,0.00026226-3.888e-05i,-0.00038143+0.00026715i,-0.00070708+0.0003401i,-0.00054269-0.00023377i,-9.4113e-05-0.00039002i,0.00015904-0.00067036i,4.7452e-05-0.00029244i,2.844e-05+0.00048865i,-0.00043828-0.00014405i,-4.2019e-05-0.00042827i,0.00087397+0.00038212i,0.00079546+0.00089929i
0.0016453+0.002073i,0.0024539+0.0012705i,0.0025896+0.001088i,0.0024889+0.00078244i,0.0018255-1.4192e-05i,0.00054324-0.00094049i,-0.00045002-0.00060653i,-0.00041345-0.00031675i,-0.00036154+0.00037703i,8.6224e-05+0.0011923i,-8.6347e-05+0.00074572i,-0.00097489+0.00039008i,-0.0005698+0.00020396i,7.7741e-05+7.6834e-05i,-0.00036916+0.00061879i,-0.00011206+0.00055223i,0.00055033-0.00024262i,-0.00010712-0.00010037i,-0.0004407+0.00027659i,0.00024345+0.00044002i,-3.0676e-05+0.00028432i,-0.00061231+0.00043824i,-0.00073417+0.0006404i
-0.0009704+0.00076962i,-0.00082897-7.5729e-06i,-0.00053949+0.00025255i,-0.00058136+0.0015171i,-0.0011418+0.0019068i,-0.0013426+0.00097566i,-0.0010058-0.00018385i,-9.0848e-05+0.00043304i,0.00030057+0.0011997i,0.00070629+0.00065319i,0.0013098+9.3463e-05i,0.00085552-0.00042736i,-0.00033965-0.0010068i,-0.0010317-0.0011117i,-0.0010532-0.00093794i,-0.00050448-0.00029401i,-0.00030661+9.4709e-05i,-0.0004161+3.0543e-06i,-0.00037084+0.0001825i,0.00036257-7.8052e-05i,0.00066282-0.00019813i,-9.1473e-05-4.889e-05i,-0.0001826-4.9399e-05i
0.0010618-0.0014594i,0.00056288-0.001943i,-0.00084884-0.0018923i,-0.0018029-0.0011843i,-0.0011869-0.00053307i,-0.00030308+0.00062012i,8.6529e-05+0.0011819i,-0.00016094+0.00094781i,-0.00014302+0.0010709i,0.00090564+0.0013367i,0.00077989+0.0013036i,9.3908e-05+0.00068323i,0.00012189+0.00029088i,0.00018286+0.00032567i,-3.1707e-05+0.00043487i,0.00060765-0.0007426i,0.00096868-0.0013345i,-0.00010108-0.00065472i,-0.00049071-0.00080106i,-0.00015101-0.0013897i,-0.00013375-0.00096021i,-0.00029631-0.00025171i,-0.00031332+0.0006714i
-0.0011848-3.9752e-05i,-0.0010532+0.00042947i,-0.00059154+0.00096808i,-0.00056723+0.0013309i,-0.00076861+0.0015763i,-0.00015362+0.0014469i,-0.00016194+0.0010018i,-0.0011278+0.0014386i,-0.00094497+0.0011752i,0.00026563+0.00045571i,0.00014474+0.0004587i,0.00026899+0.00022592i,0.00046978-0.00039813i,0.00062556-0.0010249i,0.00041364-0.00052779i,-1.0339e-05-0.0011971i,-0.00020159-0.00161i,-0.00015255-0.00045274i,-0.00037018+0.00015412i,-0.00018125+0.00028174i,-0.00042711+0.00043802i,-0.00084327+7.8669e-05i,-0.001024-0.0008954i
0.00162+0.00097342i,0.0016142+0.00077975i,0.0017498+0.00063291i,0.00087428+4.9503e-05i,-0.00047697-0.0006144i,-0.0019454-0.00027297i,-0.0023826+0.00074032i,-0.001317+0.0012799i,-0.00078768+0.0011522i,0.00019062+0.00046147i,0.0015875+8.6747e-05i,0.00095809+0.00018394i,-9.5716e-05+2.8823e-05i,-0.00074946-0.00015639i,-0.0015188-0.00025365i,-0.0016494-0.0007937i,-0.00093025-0.00065613i,-0.00015629-0.00042523i,0.00033864-0.00041819i,0.00073335-0.00034803i,0.00060391-0.00052074i,0.00019515-7.7126e-05i,0.00016905+0.00073836i
0.00095143+6.2003e-05i,0.00036451+0.00025542i,0.0014186+0.0003733i,0.0014489+0.0001048i,0.00073058-0.00030078i,0.00027897-0.00022502i,-0.00024258+0.00040018i,-0.0006233+0.00047089i,-0.00047367+0.00063189i,-3.3558e-05+0.00041898i,0.00052898-0.00081308i,0.0010509-0.00035817i,0.00072908+0.00037355i,0.00031801+0.00029688i,-5.581e-06-9.811e-05i,-0.00013623-0.0001325i,-0.00057693+0.0001742i,-0.00085816+0.0001245i,-0.00022042+9.442e-05i,0.0005076+0.0004259i,0.00060205+0.0010266i,0.00059163+0.00033615i,0.00025885-0.00021025i
-0.00072248+0.0010583i,-0.00092146+0.00092606i,-0.00075915+0.00061224i,-0.00025916-3.4633e-05i,-0.00048422-0.00050234i,-0.0012996-4.9438e-05i,-0.0016669+0.00063228i,-0.0013971+0.00068291i,-0.00053681+0.00054337i,0.00012177+0.0011021i,0.00012913+0.0010199i,-0.00027061+0.00023304i,-0.00012453-0.00044056i,0.00018556-0.00052187i,0.00013085-0.00057776i,-0.0003561-0.00047943i,-0.00032527-0.00039504i,0.00097716+3.4463e-06i,0.0011914+0.00040414i,0.0006617-3.5303e-07i,-7.2999e-05-0.00061016i,-0.00075808-0.00095429i,-0.00072218-0.00032015i
-0.001565-0.0011795i,-0.0020006-0.00090244i,-0.0021044-0.00040575i,-0.0031188+0.00039444i,-0.0028868+0.00072017i,-0.000971+0.00048615i,0.00010912+2.6966e-05i,-0.00036723-0.00073996i,-0.00020873-0.00074459i,0.00018478+0.00057893i,0.00038493+0.00059088i,0.000333+3.1801e-08i,-0.00018023+0.00012718i,-0.00025541-0.00034289i,-7.5498e-06-0.00072053i,-0.00019379-0.00074542i,0.00031729-0.00041452i,0.00039592+1.0834e-05i,0.00054911+0.00018422i,0.00067646+4.8397e-06i,0.00050423-0.00026088i,-5.0652e-05-0.00013389i,-0.00024309+0.00013986i
0.0010212-0.00042903i,0.00152+0.00019388i,0.0014822-0.00021284i,0.00053894-0.00084632i,-0.00057347-0.0002049i,-0.0013748+0.00087781i,-0.0010766+0.0011409i,-0.0008146+0.0013844i,-0.00060967+0.0011952i,-0.00028898+0.00059791i,6.1929e-05-0.00011573i,0.0005363-0.00027116i,0.00016697+0.00051581i,0.00014302+0.00094037i,0.00011501+0.00047204i,-0.00014064-0.00048145i,-0.00055368-0.00065317i,-0.00027174-0.00022093i,0.0008243-4.3456e-05i,0.00056515-0.00031497i,-0.00081387-0.00043047i,-0.0010459-0.00019862i,-0.00091468+0.00026806i
0.00076447+0.0011917i,0.0001707+0.0010766i,0.00067982+0.00046901i,0.0006247-0.00059891i,-0.00063351-0.00082616i,-0.0014807-0.0004472i,-0.00071312-0.00060817i,-0.00031795+0.00030039i,-0.00082994+0.00090124i,-0.00031419+0.00063033i,0.00016545+0.00056893i,-0.0003018+0.0008216i,-0.00054289+0.00098788i,-0.00069715+0.00019131i,-7.816e-05-0.00051037i,0.00039566-0.0010447i,0.00031548-0.0013892i,0.00051786-0.0010358i,0.00054502-0.0002114i,0.00010867+0.00059782i,-0.00029468+0.0006682i,-0.0004604+9.218e-05i,-0.0004727+0.00066355i
-7.4831e-05+0.00013447i,-0.00056695-0.00068773i,-0.0013611-0.00060585i,-0.0010656-0.00064024i,-0.00075435-0.00060304i,-0.0004384+0.00019884i,-0.00036063+0.00051601i,-0.00082103+0.00050145i,-0.001+0.00097169i,-6.2072e-06+0.0011758i,0.0011304+0.00072067i,0.00072222-4.3239e-05i,8.2347e-05-0.00041078i,0.00011531-0.00051996i,-1.6252e-05-0.00032466i,-0.00043959-0.00025706i,-0.0003824-0.00016155i,0.00010126+0.00017765i,0.00066266+0.00040533i,0.00095578+0.00013352i,0.0006643+7.0471e-06i,0.0002685+0.00023031i,-0.00037912+0.0002606i
-5.5544e-05-0.0010316i,-0.0010428+0.00018602i,-0.0010108+0.00046579i,-0.0010892+0.00096529i,-0.0011198+0.00072825i,-0.0012947-0.00028797i,-0.0013061-0.00017259i,-0.0010555+0.00053665i,-0.00084434+0.00048302i,-0.00023908+0.00025825i,0.00024797+0.00031789i,0.00017595+0.00042538i,0.00044974+0.00087833i,4.301e-05+0.00041601i,-0.00026516-0.00095417i,0.00025126-0.00078978i,-0.00013151-0.00050513i,-0.00024419-0.00065768i,0.00054816+7.7599e-07i,7.8425e-05+0.00041144i,-0.0011525+0.00092039i,-0.0010254+0.00075347i,-0.00034388-0.00021884i
