0.0032577+0.0019347i,0.0032449-1.1208e-06i,0.0028563-0.0025057i,0.0014016-0.0039139i,-0.0010364-0.003216i,-0.0026909-0.00030543i,-0.0012291+0.0015898i,0.00043735+0.0014102i,0.0010072+9.4013e-05i,0.00090695-0.00050081i,-0.00010877-0.00084691i,-0.00019336-0.00072976i,-4.811e-05-4.7964e-05i,-0.00063591+0.00059208i,-0.0011891+0.00050198i,-0.0012349-0.00012594i,-0.00035805-0.00092853i,-2.2261e-05-0.0010975i,-0.00036096-0.00092857i,-0.00039449-0.00062514i,0.00035579-0.00018537i,0.00087441-0.00019207i,0.00077935-5.3256e-05i
0.032635+0.053068i,0.31281-0.048447i,0.46922-0.25767i,0.3057-0.33855i,0.091339-0.23689i,0.011858-0.14654i,-0.043435-0.10528i,-0.068399-0.044364i,-0.040904-0.00493i,-0.026411+0.016004i,-0.0019926+0.037309i,0.041632+0.021286i,0.049557-0.017152i,0.026093-0.02705i,0.01341-0.010449i,0.016654-0.0032756i,0.014544-0.013753i,0.0038814-0.020853i,-0.0047471-0.0194i,-0.0074991-0.016876i,-0.0095387-0.015184i,-0.013248-0.01341i,-0.013525-0.010276i
-0.039862-0.23593i,-0.3525-0.2403i,-0.55254-0.0761i,-0.41708+0.09166i,-0.17357+0.13078i,-0.060058+0.10982i,-0.0055012+0.11125i,0.03785+0.10449i,0.045465+0.08969i,0.051385+0.073608i,0.036259+0.038761i,-0.016145+0.016184i,-0.04506+0.023934i,-0.028641+0.029428i,-0.0046773+0.019067i,0.0010738+0.011694i,-0.0031341+0.017083i,-0.00079468+0.024255i,0.0030095+0.024668i,-0.0008525+0.020963i,-0.0055955+0.017815i,-0.0058612+0.016552i,-0.0036098+0.015988i
0.012442+0.35579i,0.23921+0.4417i,0.38836+0.3385i,0.29642+0.13209i,0.1188+0.0010522i,0.040134-0.035778i,0.031114-0.075208i,0.027514-0.11596i,0.024537-0.12812i,0.015838-0.12i,0.014351-0.081508i,0.039518-0.031324i,0.052871-0.0075449i,0.030799+0.0030692i,0.0097871+0.015911i,0.0094505+0.013582i,0.0097452-0.0049402i,-0.00021686-0.015408i,-0.0039108-0.0069862i,0.0055488+0.0045379i,0.016046+0.0041656i,0.019882-0.003927i,0.016694-0.01004i
0.057964-0.39258i,-0.021838-0.49903i,-0.088864-0.44236i,-0.08033-0.24914i,-0.037073-0.063879i,-0.025889+0.026998i,-0.059985+0.056216i,-0.097324+0.068615i,-0.10996+0.073868i,-0.10523+0.078781i,-0.083656+0.06771i,-0.0674+0.021627i,-0.062015-0.018188i,-0.039526-0.026975i,-0.011098-0.026494i,-0.0020032-0.01876i,-0.0017215-0.0012062i,0.0026571+0.010432i,0.0077117+0.0060016i,0.0054629-0.0055138i,-0.0047282-0.0086218i,-0.014354-0.0021785i,-0.016199+0.0027261i
-0.097461+0.35373i,-0.17869+0.39918i,-0.22823+0.32884i,-0.17877+0.20098i,-0.072775+0.085058i,0.011789+0.034069i,0.075303+0.039356i,0.10381+0.04621i,0.10366+0.052044i,0.11306+0.04198i,0.10708+0.0049495i,0.072086-0.00040697i,0.044815+0.02966i,0.02724+0.039042i,0.0070631+0.022952i,-0.0058458+0.0066976i,-0.0080436-0.00044486i,-0.003529-0.00055926i,0.002662-0.00018265i,0.0046547+0.0011275i,0.0062174+0.0063707i,0.010455+0.010393i,0.011722+0.0084571i
0.08976-0.24084i,0.24557-0.18691i,0.37414-0.090186i,0.31646-0.073503i,0.14978-0.068134i,0.050757-0.065579i,-0.00092996-0.10889i,-0.029123-0.12323i,-0.016984-0.11651i,-0.023708-0.11206i,-0.052356-0.070602i,-0.046175-0.026814i,-0.014472-0.025343i,0.0053008-0.029517i,0.011325-0.012805i,0.014162+0.0027247i,0.012525+0.0018954i,0.0047197-0.0068102i,-0.0036727-0.0090043i,-0.0047934-0.0041047i,-0.00041373-0.0030663i,0.0011878-0.0071887i,-0.0011235-0.0088683i
-0.0019034+0.13055i,-0.16418-0.042151i,-0.35179-0.19008i,-0.34239-0.11524i,-0.17535+0.0028931i,-0.07592+0.040301i,-0.064551+0.075718i,-0.06449+0.090814i,-0.079882+0.078905i,-0.076126+0.074778i,-0.029967+0.057344i,0.0062372+0.02426i,0.0052364+0.0084895i,-0.00094003+0.0074888i,0.0026316+0.00062995i,0.0018507-0.0062317i,-0.0030731-0.0020898i,-0.0055493+0.007129i,-0.0046951+0.010917i,-0.0028675+0.0080552i,-0.0039609+0.004173i,-0.0062009+0.0018885i,-0.0079773-0.00064012i
-0.14575-0.021852i,-0.056681+0.2264i,0.13065+0.37156i,0.19109+0.2117i,0.11015+0.0095954i,0.049818-0.041832i,0.051916-0.028386i,0.0644-0.0073704i,0.078367+0.022038i,0.080676+0.032434i,0.050349+0.018535i,0.008975+0.007698i,-0.0097964+0.0078401i,-0.015138+0.0083921i,-0.023779+0.014674i,-0.020959+0.024461i,-0.0075839+0.020095i,0.0013877+0.006979i,0.0021554-0.00098948i,-0.0017021-0.0027025i,-0.0019804-0.0018649i,0.0035146-0.00051899i,0.011252+0.0014861i
0.2947-0.042525i,0.26597-0.31038i,0.07627-0.42638i,-0.071498-0.24735i,-0.097655-0.036139i,-0.062095+0.026369i,-0.029589-0.0021302i,-0.018432-0.041116i,-0.015522-0.062656i,-0.01418-0.067609i,-0.011531-0.050665i,0.0070703-0.030354i,0.025667-0.029751i,0.026755-0.031444i,0.025619-0.025795i,0.023039-0.024032i,0.0098369-0.019305i,-0.0042954-0.0085691i,-0.0075389+0.0012026i,0.00024721+0.0056217i,0.0059386+0.0023668i,0.0026312-0.0026224i,-0.0029493-0.0040787i
-0.39971+0.094461i,-0.41106+0.29828i,-0.25906+0.33741i,-0.09183+0.18986i,-0.0078839+0.057309i,0.0030101+0.027716i,-0.014231+0.042866i,-0.027628+0.046796i,-0.033235+0.029765i,-0.037925+0.024945i,-0.025531+0.033638i,-0.017237+0.032583i,-0.028193+0.030693i,-0.02561+0.030781i,-0.0094545+0.022688i,-0.00014198+0.010882i,0.0033661+0.0030124i,0.0066767+0.00066379i,0.0097159-0.00010142i,0.0073181-0.0016842i,0.0020165-1.5917e-05i,0.00092167+0.0026033i,0.001223+0.0031897i
0.42226-0.14291i,0.40769-0.2502i,0.26286-0.21448i,0.11122-0.09855i,0.035528-0.01014i,0.031266+0.0069217i,0.033744-0.014508i,0.0094743-0.0057769i,-0.0090277+0.036428i,0.0081003+0.051982i,0.023098+0.015845i,0.017353-0.022959i,0.013964-0.027972i,0.010319-0.015805i,0.00032644-0.0028345i,-0.0068025+0.0099615i,-0.0080635+0.017867i,-0.0074363+0.015273i,-0.008008+0.007266i,-0.0088126+0.00044316i,-0.0083469-0.003122i,-0.007219-0.0022903i,-0.0047037-0.0014112i
-0.34502+0.18387i,-0.29337+0.16573i,-0.18377+0.048712i,-0.098748-0.024339i,-0.04871-0.025863i,-0.018015-0.0067766i,0.0085818+0.005549i,0.050459-0.0028144i,0.079301-0.031763i,0.063215-0.047098i,0.023732-0.016984i,0.0048282+0.029132i,0.010908+0.040261i,0.014483+0.023592i,0.010311+0.0089383i,0.0099382-0.0019106i,0.010541-0.010514i,0.0087038-0.010011i,0.0081896-0.0031089i,0.0074654+0.0026054i,0.0056717+0.0050056i,0.003461+0.0027099i,0.00070758-0.00075899i
0.21275-0.22945i,0.12002-0.1373i,0.030826+0.0059841i,0.025137+0.05705i,0.054074+0.025253i,0.036471-0.0059178i,-0.017532-0.016377i,-0.066788-0.024364i,-0.087239-0.031166i,-0.079101-0.03595i,-0.047554-0.039716i,-0.020391-0.05184i,-0.019459-0.053606i,-0.018529-0.036164i,-0.0081877-0.023946i,-0.0066626-0.016762i,-0.010481-0.0083675i,-0.0096623-0.0063206i,-0.0067913-0.0078137i,-0.0016049-0.0063782i,0.004503-0.0017467i,0.0083491+0.0035413i,0.010762+0.0046589i
-0.046767+0.26696i,0.049275+0.14028i,0.089595-0.02424i,0.015506-0.089169i,-0.062493-0.063046i,-0.046918-0.022189i,0.0050458+0.0024432i,0.019957+0.029198i,0.0064994+0.072601i,0.0052844+0.10215i,0.014457+0.087459i,0.01624+0.063386i,0.020498+0.051495i,0.017824+0.037356i,0.0056737+0.028319i,0.005183+0.026652i,0.0099833+0.022972i,0.0084395+0.017887i,0.0058583+0.011113i,0.0030802+0.0037757i,-0.001508-0.00077124i,-0.0057765-0.004661i,-0.0067541-0.0082654i
-0.091965-0.27576i,-0.16892-0.18681i,-0.17197-0.054192i,-0.070475+0.010708i,0.0030991+0.018205i,0.0019662+0.020833i,-0.0037524+0.020487i,0.026003+0.0058841i,0.073549-0.035699i,0.079257-0.078409i,0.035105-0.078671i,-0.0010264-0.055471i,-0.010078-0.044441i,-0.0080808-0.035621i,-0.00063256-0.02146i,0.0026331-0.015028i,0.00012162-0.016813i,-0.00088804-0.016496i,-0.00046874-0.0094422i,0.00093559-0.00090513i,0.0041339+0.0055507i,0.006209+0.0090802i,0.0032825+0.010171i
0.17026+0.28521i,0.20941+0.24513i,0.15492+0.13488i,0.033504+0.069656i,-0.0099776+0.052982i,0.011618+0.016016i,0.0055383-0.033847i,-0.034744-0.05647i,-0.082374-0.045569i,-0.093432-0.012144i,-0.050521+0.020005i,-0.003734+0.030644i,0.0058362+0.028745i,-0.0010544+0.025658i,-0.002863+0.017881i,-0.0041743+0.009031i,-0.0072+0.006519i,-0.0098245+0.00577i,-0.0094052+0.0033854i,-0.0038576+0.00036522i,0.0013172-0.0043995i,0.00055559-0.0086098i,9.5085e-05-0.0088908i
-0.22057-0.26221i,-0.22955-0.27083i,-0.13276-0.19024i,-0.017589-0.12833i,0.0034809-0.094315i,-0.027322-0.035911i,-0.038419+0.035156i,-0.024628+0.077048i,-0.006656+0.097298i,0.006366+0.093818i,0.0051241+0.048876i,-0.009924-0.0023456i,-0.011551-0.020674i,-0.0012948-0.01975i,0.0026681-0.014106i,0.0048303-0.0041584i,0.0053624+0.0046086i,0.0033956+0.0094619i,0.0029272+0.0089183i,3.553e-05+0.0028138i,-0.0040858-0.0023066i,-0.0037723-0.0016696i,-0.0028224+0.00047391i
0.24798+0.22217i,0.23507+0.2339i,0.097303+0.1598i,-0.016657+0.11489i,-0.022089+0.10969i,0.025856+0.086667i,0.063191+0.031143i,0.076085-0.016142i,0.091592-0.043108i,0.096441-0.06068i,0.066162-0.04418i,0.034133-0.0017097i,0.019985+0.020104i,0.01219+0.018896i,0.0098335+0.012659i,0.008187+0.0036401i,0.0063883-0.0034012i,0.0081734-0.0052005i,0.0083536-0.0023797i,0.0050241+0.0048059i,0.001024+0.01082i,-0.001686+0.011548i,-0.00057575+0.009876i
-0.26519-0.13024i,-0.23649-0.12254i,-0.083583-0.073852i,0.021904-0.061364i,0.043116-0.082303i,0.025723-0.091004i,-0.0091223-0.073795i,-0.045919-0.054804i,-0.081158-0.046627i,-0.10143-0.029118i,-0.076347-0.008538i,-0.032054-0.011752i,-0.01257-0.022259i,-0.011408-0.017845i,-0.011473-0.0086128i,-0.010414-0.001496i,-0.0069771+0.00038479i,-0.00539-0.00092618i,-0.0024219-0.0011783i,0.0044648-0.0027405i,0.0091052-0.004786i,0.011771-0.0058184i,0.011534-0.0081769i
0.27307+0.029257i,0.23234-0.015379i,0.091975-0.054696i,0.0011812-0.051464i,-0.031-0.011411i,-0.043419+0.014941i,-0.052517+0.029607i,-0.043824+0.05572i,-0.016113+0.082305i,0.018145+0.084914i,0.03374+0.051365i,0.018628+0.018587i,0.0021637+0.010276i,0.00031301+0.003943i,0.0018857-0.0026349i,0.0021401-0.00056818i,0.0017+0.0048625i,0.001441+0.0059285i,-0.0010713+0.00022498i,-0.0060629-0.0046124i,-0.010632-0.0036178i,-0.013775-0.00074301i,-0.013587+0.00051709i
-0.25865+0.10254i,-0.2167+0.15071i,-0.12456+0.14702i,-0.070646+0.10756i,-0.039045+0.058354i,-0.00061236+0.045847i,0.056323+0.039436i,0.09268+0.0071066i,0.095874-0.025794i,0.072317-0.048748i,0.026062-0.043472i,0.00079588-0.013241i,0.0044686+0.0050687i,0.0043501+0.012146i,0.0018653+0.017i,0.0056386+0.011055i,0.0056856-0.0012256i,0.00072622-0.0056455i,-0.0032806+0.00087215i,-0.0032453+0.0088114i,0.0019934+0.011272i,0.0068518+0.0079298i,0.0058916+0.0050698i
0.20953-0.20317i,0.17956-0.22889i,0.14263-0.19541i,0.10938-0.13704i,0.083838-0.080953i,0.048729-0.073844i,-0.019895-0.08026i,-0.071574-0.069041i,-0.088218-0.061831i,-0.086875-0.041402i,-0.050939-0.0076933i,-0.0070503-0.0038157i,0.0034839-0.016767i,0.00053365-0.018229i,0.0010012-0.013586i,-0.0016992-0.0081237i,-0.0044767-0.0029504i,-0.002215-0.0012417i,0.0033877-0.0011392i,0.0088683-0.0028048i,0.010696-0.0064459i,0.0088663-0.0066714i,0.0059684-0.0043604i
-0.12077+0.25395i,-0.13856+0.22794i,-0.17373+0.16031i,-0.17144+0.093324i,-0.151+0.047478i,-0.11667+0.049289i,-0.060099+0.062435i,-0.025983+0.072512i,-0.016828+0.096748i,0.0043044+0.10142i,0.017061+0.059066i,0.00088136+0.021172i,-0.0097592+0.017957i,-0.0051607+0.017538i,-0.0022617+0.011829i,-0.00064712+0.010906i,-0.00044704+0.012021i,-0.0035556+0.013102i,-0.0064418+0.0098738i,-0.0094895+0.0039026i,-0.012673-0.00071808i,-0.013404-0.0039192i,-0.011198-0.0052791i
0.028739-0.24237i,0.10255-0.18045i,0.17545-0.10908i,0.16776-0.047351i,0.13011+0.0085979i,0.1074+0.042612i,0.094844+0.042371i,0.093527+0.01558i,0.099847-0.023369i,0.081486-0.05452i,0.037973-0.048553i,0.017599-0.020739i,0.020795-0.011863i,0.018192-0.010246i,0.015182-0.0043673i,0.014243-0.006705i,0.0097764-0.011927i,0.0075661-0.011521i,0.0068609-0.0044614i,0.0063626+0.0047392i,0.0079954+0.012053i,0.0087515+0.017367i,0.0072371+0.017306i
0.041836+0.17315i,-0.090366+0.10689i,-0.18451+0.04548i,-0.16376+0.011683i,-0.079464-0.010389i,-0.018613-0.06174i,-0.028395-0.10174i,-0.061586-0.094285i,-0.083601-0.070132i,-0.086654-0.034171i,-0.055714+0.0020156i,-0.024839+0.0078595i,-0.021721+0.0024109i,-0.020848+0.00065188i,-0.017128-0.0017989i,-0.016304+0.0023448i,-0.012524+0.0090419i,-0.0051265+0.0099993i,0.0034012+0.0044391i,0.0078216-0.0046599i,0.0069126-0.011673i,0.0051496-0.016093i,0.0048714-0.018484i
-0.065622-0.096164i,0.080109-0.077429i,0.1472-0.048206i,0.11475-0.037748i,0.033523-0.044195i,-0.035842-0.00013313i,-0.039656+0.062145i,-0.021009+0.084551i,-0.010003+0.095114i,0.016715+0.084897i,0.032964+0.033767i,0.022951-0.0044056i,0.01519-0.0070672i,0.013716-0.0024593i,0.011889+0.00033054i,0.011376-0.00047884i,0.0071811-0.0055926i,-0.0029458-0.0087125i,-0.013565-0.0089728i,-0.018178-0.0051982i,-0.015765+0.00098422i,-0.011969+0.0063295i,-0.010446+0.009319i
0.067355+0.038112i,-0.043526+0.078005i,-0.073941+0.055869i,-0.06182+0.035496i,-0.030563+0.066481i,0.021817+0.073323i,0.05358+0.034085i,0.067371+0.0047252i,0.08356-0.021836i,0.058481-0.047818i,0.00028428-0.026877i,-0.026082+0.01416i,-0.020003+0.023085i,-0.011478+0.015375i,-0.0062603+0.011057i,-0.0040934+0.0072832i,-0.0020689+0.0071509i,0.0027627+0.012348i,0.0081834+0.016989i,0.012433+0.016575i,0.012259+0.011594i,0.010016+0.0062944i,0.009722+0.0039554i
-0.057473-0.0076514i,-0.02963-0.10436i,-0.050463-0.088548i,-0.037835-0.041678i,0.014186-0.062742i,0.026383-0.10928i,-0.0092548-0.11635i,-0.049285-0.10194i,-0.081635-0.079692i,-0.074043-0.035445i,-0.014792-0.0067272i,0.031821-0.017217i,0.031934-0.025445i,0.017703-0.016173i,0.0090223-0.008213i,0.0053287-0.0026824i,0.0055928-0.00077862i,0.0059785-0.0057599i,0.0039745-0.011353i,0.0012265-0.012871i,0.00070622-0.010772i,0.002798-0.011024i,0.0036503-0.012968i
0.039681+0.0088508i,0.09691+0.11973i,0.15236+0.0953i,0.11234+0.014569i,-0.0061689+0.0071885i,-0.0781+0.064294i,-0.069344+0.10567i,-0.037968+0.12026i,-0.010922+0.12507i,0.0084473+0.098556i,-0.0011483+0.048216i,-0.026789+0.02145i,-0.031076+0.017747i,-0.019642+0.012436i,-0.0096966+0.008706i,-0.0032217+0.0049918i,-0.0041738-0.00014271i,-0.0085241-0.00081529i,-0.0088515+9.9431e-05i,-0.0086672+0.0016709i,-0.011409+0.002689i,-0.015321+0.0042224i,-0.015512+0.0089606i
-0.033023-0.016446i,-0.15579-0.11553i,-0.23947-0.096432i,-0.20715-0.00032083i,-0.079446+0.057838i,0.02672+0.046031i,0.066579+0.010271i,0.079806-0.024859i,0.08532-0.05468i,0.064092-0.065589i,0.030864-0.043893i,0.024024-0.014476i,0.029088-0.0026156i,0.0246-0.0003565i,0.016742-0.0018303i,0.0081726-0.0023314i,0.0035152+0.0020164i,0.0035319+0.0077921i,0.0045949+0.01155i,0.0082981+0.0096374i,0.012233+0.005211i,0.015253+0.0016977i,0.016633-0.00347i
0.02039+0.038149i,0.15921+0.10612i,0.24825+0.098117i,0.24288+0.019909i,0.17551-0.043531i,0.10913-0.068353i,0.043028-0.075572i,-0.025617-0.066866i,-0.071684-0.043939i,-0.07003-0.007589i,-0.029114+0.012795i,-0.0057397-0.0021691i,-0.012326-0.018886i,-0.016348-0.016095i,-0.012389-0.0049005i,-0.0055029+0.0018298i,0.0011823-0.0011533i,0.0058247-0.0085869i,0.0052992-0.013326i,-0.00069811-0.010907i,-0.004646-0.0049255i,-0.0072004-0.0020885i,-0.010617-0.0003563i
-0.0057627-0.05387i,-0.12927-0.10221i,-0.21305-0.11946i,-0.2318-0.084557i,-0.22146-0.039925i,-0.1981+0.0058827i,-0.14037+0.052333i,-0.066543+0.085634i,-0.01039+0.094154i,0.016411+0.059315i,0.0055559+0.0094991i,-0.01487+0.0014466i,-0.01128+0.01856i,0.0015804+0.017856i,0.0065862+0.0070561i,0.0022388+0.0024957i,-0.008329+0.0034992i,-0.018641+0.0075699i,-0.018116+0.010875i,-0.0086663+0.0081287i,-0.0053453+0.0027638i,-0.0053638+0.0023544i,-0.00026469+0.0042i
0.0097587+0.07786i,0.093893+0.10323i,0.13771+0.11661i,0.13771+0.11266i,0.1532+0.115i,0.17486+0.096586i,0.15935+0.03914i,0.12115-0.026371i,0.085577-0.062272i,0.046221-0.050927i,0.01829-0.0096148i,0.019123+0.0099609i,0.021483-0.0016154i,0.010976-0.0065548i,0.003331+0.00040655i,0.0055161+0.0045926i,0.012518+0.0043186i,0.019282+0.0032594i,0.018757+0.0029775i,0.012528+0.0023185i,0.0096818+0.0035163i,0.010661+0.003175i,0.0086155-0.0019623i
-0.014677-0.092658i,-0.070775-0.10577i,-0.072094-0.11414i,-0.037137-0.12733i,-0.028993-0.14576i,-0.03973-0.15025i,-0.063553-0.11998i,-0.090005-0.060934i,-0.094451-0.015602i,-0.068779-0.0010594i,-0.030127-0.0070069i,-0.014984-0.016037i,-0.020595-0.010543i,-0.018261-0.0019687i,-0.010336+0.0009338i,-0.0071108-1.9826e-05i,-0.0079039-0.0043245i,-0.0083612-0.008098i,-0.0057952-0.0077982i,-0.0034326-0.0042518i,-0.003525-0.0023536i,-0.005501-0.0022042i,-0.0063489+0.0012449i
0.053873+0.10173i,0.08538+0.07966i,0.028475+0.051503i,-0.062964+0.049952i,-0.1113+0.052262i,-0.12986+0.066579i,-0.094445+0.089913i,-0.025028+0.083247i,0.017289+0.064107i,0.029361+0.046585i,0.020781+0.024522i,0.0118+0.018651i,0.018355+0.018891i,0.020737+0.0081004i,0.014446-0.0015785i,0.010456-0.002699i,0.0071475+0.00060792i,0.0004711+0.0034849i,-0.0039373+0.0030938i,-0.0024334-0.00067874i,-0.0006031-0.0033488i,0.00014246-0.0013477i,0.0019894-0.001072i
-0.10645-0.072588i,-0.11986-0.010734i,-0.016177+0.037543i,0.089724+0.041833i,0.12692+0.078376i,0.16119+0.10307i,0.15881+0.048007i,0.1032-0.008288i,0.060767-0.029151i,0.027467-0.032973i,-0.00085135-0.013735i,-0.0069857-0.0042749i,-0.011279-0.013693i,-0.016639-0.0093347i,-0.014597+0.003869i,-0.011385+0.0065579i,-0.0078759+0.0026201i,-0.0024977+0.0029623i,0.00091684+0.0059755i,1.3098e-05+0.0079962i,0.0005938+0.0079933i,0.0029797+0.004188i,0.00073292-1.582e-05i
0.14939+0.015187i,0.13507-0.091117i,-0.0035702-0.14548i,-0.090169-0.12223i,-0.062923-0.14648i,-0.061256-0.19596i,-0.098748-0.1541i,-0.097932-0.074809i,-0.076472-0.032253i,-0.03986-0.010008i,0.0085606-0.0087034i,0.024353-0.011497i,0.017154+0.0013506i,0.016034+0.0052891i,0.015658-0.0022196i,0.011837-0.0041639i,0.0070994-0.0010869i,0.002753-0.0010832i,0.0016794-0.0033311i,0.0034576-0.0048771i,0.002182-0.0066434i,-0.0023671-0.0043653i,-0.0016119+0.00049671i
-0.16877+0.055697i,-0.13109+0.17981i,0.0049377+0.20532i,0.050451+0.12918i,-0.036187+0.10936i,-0.081647+0.16576i,-0.02555+0.16716i,0.02293+0.10849i,0.025827+0.066905i,0.0056956+0.039141i,-0.027392+0.018545i,-0.038659+0.01057i,-0.024379+0.00032953i,-0.016551-0.006678i,-0.015877-0.0027395i,-0.010932+0.0027274i,-0.0041292+0.0041952i,-0.0013511+0.0046612i,-0.0015678+0.0044566i,-0.0026764+0.0024737i,-0.0032749+0.0013982i,-0.0013327+0.00037548i,-0.0014707-0.0036809i
0.15787-0.11802i,0.099985-0.23755i,-0.017182-0.23446i,-0.042291-0.11303i,0.056244-0.0079575i,0.14498-0.0086662i,0.1191-0.053252i,0.056213-0.054607i,0.041511-0.03644i,0.043845-0.026149i,0.043525-0.0081637i,0.040059+0.0044026i,0.023094+0.0083115i,0.012605+0.013328i,0.015053+0.012707i,0.012578+0.0052954i,0.0043261-0.0013549i,-0.0013246-0.0027559i,-0.0031773-2.8804e-05i,-0.0021339+0.0037836i,0.00038945+0.0052836i,0.0021432+0.0050146i,0.0028879+0.0065838i
-0.12589+0.16728i,-0.068237+0.25009i,0.0017533+0.2163i,0.031353+0.088392i,0.011112-0.066223i,-0.053607-0.13697i,-0.087966-0.087899i,-0.073922-0.041293i,-0.072787-0.037715i,-0.066603-0.023968i,-0.039615-0.018747i,-0.023017-0.022854i,-0.010602-0.016255i,-0.0025639-0.014651i,-0.0049571-0.01474i,-0.0033985-0.0062518i,0.003338+0.0026739i,0.0094001+0.0054441i,0.012609+0.0022979i,0.012205-0.003644i,0.0061822-0.0077354i,-0.0009471-0.0064488i,-0.003069-0.0049623i
0.073018-0.18134i,0.028342-0.21914i,0.021337-0.18022i,-0.019031-0.11487i,-0.11182+0.013528i,-0.10967+0.13922i,-0.026519+0.13599i,0.01287+0.095249i,0.025513+0.093654i,0.029049+0.069998i,0.0066164+0.040109i,-0.0068929+0.029947i,-0.0087919+0.01786i,-0.012285+0.010538i,-0.0084022+0.011186i,-0.0038634+0.0060467i,-0.0059079-0.0037379i,-0.01219-0.0083504i,-0.017573-0.0060533i,-0.016791-0.00029555i,-0.0087025+0.0056138i,-0.00036369+0.0060782i,0.0013987+0.0040381i
-0.018158+0.19837i,0.0071067+0.18078i,-0.053548+0.12969i,-0.040533+0.14719i,0.12103+0.12218i,0.1976+0.0016532i,0.11411-0.062808i,0.051714-0.063223i,0.04401-0.071125i,0.036667-0.056633i,0.037992-0.025524i,0.038303-0.013256i,0.029737-0.0064316i,0.024639+6.842e-05i,0.020475-0.0016043i,0.012239-0.0012882i,0.0048802+0.0062268i,0.0038829+0.013031i,0.0072434+0.013452i,0.010578+0.0071591i,0.0089027-0.0013076i,0.0033456-0.0031843i,0.0031157-0.00084684i
-0.059654-0.18706i,-0.071747-0.12167i,0.052244-0.056833i,0.11769-0.13824i,-0.0076102-0.22896i,-0.12556-0.17i,-0.10455-0.06222i,-0.070634-0.014326i,-0.080286+0.0036567i,-0.074199+0.0077924i,-0.055549-0.0086232i,-0.045837-0.018441i,-0.034873-0.016734i,-0.026031-0.015251i,-0.022042-0.0087628i,-0.013011-0.0013146i,-0.0011659-0.00075083i,0.0058842-0.0038373i,0.0066043-0.005787i,0.0019992-0.0064165i,-0.0019397-0.0048974i,-0.0023074-0.0040554i,-0.0040502-0.0065392i
0.14415+0.16766i,0.1487+0.055926i,-0.019941-0.041398i,-0.18292+0.034998i,-0.17643+0.19249i,-0.072049+0.22744i,-0.0067117+0.13834i,0.018191+0.078799i,0.052189+0.072312i,0.06605+0.057665i,0.047625+0.046324i,0.03406+0.041655i,0.025299+0.02996i,0.016534+0.021461i,0.014222+0.014758i,0.0095682+0.0058585i,-0.00026899-0.00018701i,-0.0091613-0.002699i,-0.014224-0.0022116i,-0.012864+0.001481i,-0.0062149+0.0044936i,-4.2641e-05+0.0059417i,0.0025437+0.0084066i
-0.23464-0.11734i,-0.24189+0.016005i,-0.080411+0.13532i,0.13246+0.13087i,0.26674+0.012497i,0.24064-0.086613i,0.12812-0.080619i,0.058144-0.068525i,0.018398-0.095338i,-0.010326-0.089683i,-0.0094754-0.063467i,-0.0045392-0.048931i,-0.0032208-0.032617i,0.0013069-0.018854i,0.0017133-0.010717i,-0.00045883-0.0030211i,0.00043696+0.0038649i,0.0058233+0.0099855i,0.012688+0.012333i,0.014896+0.0075226i,0.0094476-0.00066156i,0.0011231-0.0057934i,-0.0024191-0.007317i
0.30112+0.036337i,0.30078-0.094534i,0.18927-0.20923i,0.013209-0.29509i,-0.18293-0.27607i,-0.23708-0.15106i,-0.14957-0.056278i,-0.09738-0.0015642i,-0.086718+0.054668i,-0.056222+0.068081i,-0.032103+0.046362i,-0.021865+0.030943i,-0.016219+0.018069i,-0.01601+0.0076162i,-0.012952+0.0042925i,-0.0043994+0.0024013i,0.0019679-0.0016288i,0.0022164-0.0085688i,-0.0024198-0.012829i,-0.0087864-0.0085673i,-0.0089606+0.0011714i,-0.0018716+0.0068364i,9.4625e-05+0.0072821i
-0.32138+0.081745i,-0.30944+0.16322i,-0.28579+0.20837i,-0.23223+0.33018i,-0.070726+0.41596i,0.053385+0.32309i,0.056247+0.1708i,0.060955+0.075689i,0.088539+0.017003i,0.075481-0.0097501i,0.045064-0.0051198i,0.030171-1.2829e-05i,0.02364+0.0015375i,0.021484+0.0069685i,0.018038+0.0064401i,0.0080866+0.0011076i,-0.0039919-0.00068042i,-0.011017+0.0044791i,-0.0092921+0.010732i,8.2972e-05+0.0086488i,0.0066716+0.00010072i,0.0049626-0.0042886i,0.0053744-0.00098594i
0.27085-0.20323i,0.23295-0.20492i,0.28457-0.14234i,0.37144-0.21135i,0.3256-0.32646i,0.19115-0.29341i,0.08896-0.16906i,0.015573-0.09468i,-0.044095-0.064866i,-0.054157-0.038393i,-0.031205-0.024669i,-0.019215-0.020802i,-0.015255-0.016633i,-0.010635-0.014733i,-0.0069541-0.0093574i,-0.0018487-0.00067469i,0.0038338+0.0041475i,0.010122+0.003696i,0.012874-0.00049761i,0.007208-0.0034262i,0.0002581-0.0023862i,-0.0013085-0.0015462i,-0.0034447-0.0050065i
