5.4704e-05+0.0018925i,-0.00064933+0.0019398i,-0.0017921+0.0017898i,-0.0011811+0.00087066i,0.0005217+0.00026142i,0.00044984+0.00024028i,7.2988e-05+0.0016737i,0.00035339+0.0022334i,0.00081249+0.0025449i,0.0012456+0.0018211i,0.0012709+3.0184e-05i,0.0012836-0.00039124i,8.3498e-06-0.00020454i,-0.0014424+8.3243e-05i,-0.0012462-0.00016616i,1.2898e-06-0.00018417i,0.00050324-0.00050476i,0.00014859-0.00085166i,7.642e-05-0.00023878i,-0.00019196-1.7765e-05i,0.00011057-7.0929e-05i,0.00072527-0.00015851i,5.549e-05-0.0002577i
-0.0050789-0.0050948i,-0.0081495-0.006866i,-0.0043408-0.0068482i,0.0005577-0.0052229i,-2.0372e-05-0.0039112i,-0.0018833-0.002805i,-0.0022041-0.001356i,-0.001131-0.0010066i,0.0016666-0.0011757i,0.0054142-0.00088146i,0.0080834-0.0011532i,0.0086105-0.0022381i,0.0078368-0.0023754i,0.0068305-0.0011774i,0.0046107-0.000701i,0.0017509-0.0024273i,0.00011409-0.0032999i,-0.00076697-0.0023725i,-0.0015796-0.0014743i,-0.0014315-0.00095933i,-0.0016254+0.00037947i,-0.0022287+0.0021913i,-0.0019812+0.0022901i
0.0073973-0.0016148i,0.0077687-0.0023904i,0.0017832-0.0028275i,-0.003634-0.0026453i,-0.0047018-0.0018821i,-0.0040332-0.0011844i,-0.0024762-0.0014411i,-0.0011824-0.0017547i,-0.0019945-0.0020896i,-0.0046072-0.0014622i,-0.0079276-2.5412e-05i,-0.0090533+0.00072162i,-0.0075072+0.00109i,-0.0051623-4.6446e-05i,-0.0039609-0.00091842i,-0.0031244+0.00064308i,-0.0015399+0.0028587i,3.9951e-05+0.0028936i,0.00081107+0.0012582i,0.00099913+0.00054752i,0.0021733+0.00070176i,0.0029972+0.00067065i,0.0022044+0.00052968i
-0.0041918+0.00040408i,-0.0044899-0.0022149i,-0.0011106-0.0035831i,0.0008715-0.0037196i,-0.0014165-0.0043117i,-0.0027526-0.0030152i,-0.00098522-0.00061855i,0.0014284+0.0014456i,0.0029138+0.0025399i,0.0044619+0.0027281i,0.0068351+0.0026722i,0.0088231+0.0021398i,0.0084511+0.0020238i,0.0060981+0.0024629i,0.0040223+0.0017092i,0.0032073-0.00026234i,0.0027241-0.0016821i,0.001542-0.0019242i,0.00043281-0.0014864i,-0.00013268-0.0011137i,-0.0012473-0.00087979i,-0.0021303-0.00014629i,-0.0021333-4.2036e-05i
0.0059931-0.0030265i,0.0052839-0.0028664i,0.00077682-0.0031414i,-0.0027763-0.0023572i,-0.0040692-0.00079135i,-0.0048032-0.00011114i,-0.0050237-0.00050456i,-0.0034934-0.00070479i,-0.0023567-0.0001717i,-0.0047312-0.00069679i,-0.0076387-0.002791i,-0.0083208-0.0037388i,-0.006861-0.002594i,-0.0044083-0.0022746i,-0.0027775-0.0016141i,-0.0026545-0.00028478i,-0.0036243+0.00036176i,-0.0036378+0.0011744i,-0.0018367+0.0016981i,-0.00043926+0.001705i,0.00081394+0.002192i,0.0016846+0.0022766i,0.0013662+0.0018079i
-0.0042038+0.0029937i,-0.0029204+0.0046792i,-0.00057823+0.0040079i,-0.00021942+0.0010633i,-0.0012456-0.0018167i,-0.0017542-0.0022036i,-0.00026463-0.0012071i,0.0023559-0.001096i,0.0027568-0.00072635i,0.0026671+0.0026839i,0.0049425+0.0070502i,0.0060501+0.0079397i,0.004533+0.0063i,0.0030635+0.0049442i,0.0022311+0.0037251i,0.0020473+0.0031587i,0.00264+0.0022336i,0.002198+0.00089274i,0.0011259+0.00058591i,0.0001067-0.00025948i,-0.00066172-0.0018714i,-0.0013029-0.0017983i,-0.001122-0.00099853i
0.0023179-0.0035675i,0.0025137-0.0057082i,0.0009765-0.0061786i,-0.00080295-0.00449i,-0.00094721-0.002507i,-0.0010073-0.0011308i,-0.0016052-0.00061986i,-0.0015778-0.0010239i,-0.0014698-0.00094937i,-0.001886-0.002096i,-0.0035879-0.0051289i,-0.0045131-0.0066098i,-0.0025937-0.0050184i,-0.00019891-0.0028632i,0.00094154-0.0019679i,0.00037925-0.0022256i,-0.00078491-0.0030935i,-0.0017226-0.0022132i,-0.0012518-0.00072893i,-0.00046164+0.00031211i,-0.00039722+0.0015533i,-0.00048948+0.0025652i,-0.00040105+0.0021521i
-0.0012501+0.0043798i,-0.0015057+0.004887i,-0.00059377+0.0037139i,-0.0010436+0.00013096i,-0.0029031-0.0034159i,-0.0044803-0.0031712i,-0.003748-0.00056852i,-0.0010242+0.0012216i,0.0012307+0.0019907i,0.0020296+0.0048386i,0.0025179+0.0082778i,0.0025073+0.0087399i,0.00093691+0.007158i,-0.00064291+0.0054369i,-0.0014292+0.0037368i,-0.0021686+0.0029795i,-0.001821+0.0029776i,3.7341e-07+0.0023998i,0.0010702+0.0016182i,0.00055539+0.00051569i,0.00028051-0.0007058i,0.00037108-0.00083495i,0.00063252-0.00026395i
0.004723-0.0053834i,0.0055314-0.0085716i,0.0041788-0.0089207i,0.0023324-0.0057651i,-9.8992e-06-0.0033023i,-0.0014215-0.0026381i,-0.0009724-0.0018453i,0.00019126-0.0020747i,0.0002814-0.0026081i,-0.00061083-0.0044917i,-0.00030808-0.006915i,0.00045627-0.0071695i,0.001156-0.0051442i,0.0014984-0.0026919i,0.0020243-0.0013637i,0.0030784-0.0010058i,0.0025747-0.0015078i,0.00093086-0.0029459i,0.00032975-0.0028269i,-0.0003059-0.0010811i,-0.0016952+0.000393i,-0.0026387+0.0009578i,-0.0018093+0.0004623i
0.0012807+0.0064499i,0.00081015+0.0069347i,0.0019981+0.0040988i,0.00047951-0.00049181i,-0.0022211-0.0019929i,-0.0037168-0.00021838i,-0.0027653+0.0018756i,-0.00079399+0.0029453i,0.00065035+0.0031074i,-0.00059379+0.0038906i,-0.0026576+0.0054516i,-0.0029925+0.0060141i,-0.0025657+0.0052066i,-0.0018476+0.0034322i,-0.0010895+0.0017608i,-0.0016869+0.00028936i,-0.0023965-0.00029022i,-0.0020177+8.1271e-06i,-0.00044723-0.00013621i,0.00054003-5.4832e-05i,0.0011055+0.00060067i,0.0012845+0.0012692i,0.00073338+0.0014171i
0.0034116-0.004358i,0.0040944-0.0086683i,0.0024259-0.0076912i,0.0013996-0.0052379i,-0.00018934-0.0057979i,-0.0027549-0.0067636i,-0.0024341-0.0048278i,-0.00057625-0.002976i,0.00062784-0.0022256i,0.0018391-0.0025089i,0.0035536-0.0040795i,0.0042498-0.0048423i,0.0029331-0.0039102i,0.0014348-0.0019784i,0.0017061+0.00028563i,0.0018619+0.0017347i,0.0022192+0.0019165i,0.0026838+0.001436i,0.0014137+0.0006687i,-3.0567e-05-0.00072755i,-0.00098844-0.0014384i,-0.0019482-0.00073141i,-0.0010108+1.6784e-05i
0.0019268+0.0074575i,0.0021483+0.008431i,0.0024912+0.0048494i,0.00034319+0.00032982i,-0.0023836-0.0011468i,-0.0040431-0.00085729i,-0.0033129-0.00026111i,-0.0012891+0.00037805i,-0.00014751+0.00040957i,-0.0027216+0.0022009i,-0.0066666+0.0053658i,-0.0070034+0.0056786i,-0.0037816+0.0037894i,-0.0013047+0.0020119i,-0.00041754+0.00095261i,-0.00034661-0.0006202i,-0.0011812-0.0023823i,-0.0016431-0.0017933i,-0.00068527-0.00031795i,8.2149e-05+0.00060761i,0.00082977+0.001208i,0.00066153+0.001597i,-0.00033295+0.0016143i
0.016455+0.014369i,0.024383+0.0073345i,0.033372-0.0012416i,0.026069-0.0096452i,0.012438-0.017916i,-0.0023107-0.016141i,-0.0051215-0.0037817i,0.00039622+0.0032598i,0.0065132+0.0024474i,0.010441-0.0034703i,0.00987-0.0079843i,0.0068056-0.0057095i,0.0030349+0.0016043i,0.001245+0.009147i,-0.00094332+0.011917i,-0.0047909+0.0080484i,-0.0057726+0.0046146i,-0.0030387+0.0043308i,0.0010874+0.0020685i,0.0015893-0.0013604i,-0.00084906-0.0012863i,-0.0016024+0.0011851i,-0.00017491+0.0025458i
-0.0002164-0.0010483i,-0.0024521+0.0014421i,-0.0059046-0.00036008i,-0.0083777-0.0016881i,-0.0093358+0.00080178i,-0.0065863+0.0018503i,-0.0030757-0.00050211i,-0.0022473-0.0028758i,-0.00409-0.0028229i,-0.0065533+0.00050261i,-0.0070598+0.00376i,-0.0058941+0.0039024i,-0.0028024+0.0016242i,-2.7003e-07-0.00055686i,0.0011378-0.0010221i,0.0029232-0.00010586i,0.0033981-7.7295e-05i,0.0015811-0.0008428i,-0.00043213-0.00093274i,-0.00050069-0.00019325i,-0.00041717+0.00068385i,-0.00098213+0.00059586i,-0.00079497-0.00010873i
-0.0053611-0.0072879i,-0.0082326-0.0072819i,-0.0088805-0.0029269i,-0.0057473+0.001291i,-0.0036663+0.0020787i,-0.0037832+0.001774i,-0.003161+0.0010839i,-0.0011444-0.00012993i,0.0013235-0.00055727i,0.0039633+0.00016979i,0.0069883+0.0004801i,0.0065971+0.00014508i,0.0031118-0.00075954i,0.00092836-0.0013486i,7.1122e-05-0.0017102i,-0.0011368-0.0020409i,-0.0023887-0.0013123i,-0.0016891-0.00017184i,0.00011184+0.00022964i,0.00026016+0.00018147i,-0.00045238+4.9013e-05i,0.00011337+0.00024592i,0.0012249+0.00022403i
0.0028261+0.00078906i,0.0031444+0.0010717i,-0.0001668-0.00074785i,-0.0038336-0.0021664i,-0.0057239-0.0010964i,-0.0055106+0.00012544i,-0.0032568+0.00060204i,-0.0013402+0.00090326i,-0.0027957+0.0014252i,-0.0052335+0.0014426i,-0.0067476+0.00041465i,-0.0054596-0.00092435i,-0.0025103-0.0015032i,-0.00090184-0.0022443i,0.00015885-0.0023924i,0.00097592-0.0001295i,0.0017741+0.0010283i,0.0015899-0.0001546i,0.00025782-0.00083486i,-0.0009571-0.0003342i,-0.00071714+0.0001222i,0.00048753-0.00018513i,0.00071137-0.00069296i
-0.0052557-0.006163i,-0.0069916-0.0075944i,-0.0061914-0.0056385i,-0.0041691-0.003166i,-0.0027693-0.0015436i,-0.0017873+4.522e-06i,-0.00095488+0.00030485i,0.00011993-0.00066183i,0.0015453-0.000905i,0.0026862+0.0013274i,0.0040866+0.0040947i,0.0046207+0.0037607i,0.0036931+0.0021131i,0.0023596+0.0011557i,0.0017854+0.00048447i,0.0013409-0.00087451i,-0.00037431-0.0018538i,-0.00093067-0.0015421i,-0.00011162-0.00058026i,0.0010712-4.1421e-05i,0.0015597+0.00017035i,0.00061288+0.00034953i,-0.00014248+0.00090871i
0.0032976+0.0047268i,0.0025795+0.0047547i,0.00027303+0.00329i,-0.0015227+0.001758i,-0.0023995+0.00055503i,-0.0015281-0.0011424i,0.00012953-0.0015718i,0.00018826-0.0015879i,-0.0019324-0.0016809i,-0.0033798-0.0018842i,-0.0038181-0.0038487i,-0.003783-0.005086i,-0.0024082-0.0036356i,-0.0019365-0.0021818i,-0.0023426-0.0015982i,-0.002575-0.0005085i,-0.0019796+0.00049467i,-0.0011316+0.00067919i,-0.00042783-0.00021695i,-0.00077725-0.001002i,-0.0010365-0.00089722i,-0.00049836-0.0010712i,-0.00074979-0.00039993i
-0.0057335-0.0055935i,-0.0058005-0.0052661i,-0.0049787-0.0028122i,-0.0032346-0.0013024i,-0.0024056-0.0013599i,-0.0030973-0.0025308i,-0.0031111-0.0028062i,-0.0017084-0.0015007i,0.00042029+0.00077894i,0.0023657+0.0042845i,0.0022996+0.0077056i,0.0018015+0.007458i,0.0012034+0.004214i,0.00027025+0.0018286i,0.0010858+0.00032109i,0.0033104-0.00043684i,0.0034324-0.00069476i,0.00082457-0.00084957i,-0.0008012-4.7138e-05i,-0.0001703+0.0012376i,0.00026979+0.0017059i,-5.0347e-05+0.0014247i,0.00028793+0.00082268i
0.0049043+0.00012832i,0.0039815-0.0009351i,0.00020569-0.0020976i,-0.0022741-0.0016464i,-0.0037794-0.00056403i,-0.0042507+0.00041032i,-0.0025931+0.00098979i,-0.00083684-0.00033742i,-0.00038107-0.0022119i,-0.00077121-0.0033338i,-0.00038345-0.0049979i,-2.8415e-05-0.0058346i,0.00028227-0.0043795i,0.00072875-0.0029756i,0.00029984-0.0028516i,-0.00065226-0.0031771i,-0.0015962-0.0020239i,-0.0015606-0.00017409i,-0.00054424-0.00019689i,0.00052454-0.0011456i,0.00060026-0.00069222i,0.00013846-0.00028361i,0.00057384-0.00037288i
-0.0031794-0.00057556i,-0.0025679-0.0015704i,-0.0018474-0.001348i,-0.0024049-0.0015597i,-0.0021726-0.0019078i,-0.0004028-0.0011838i,0.0003464-0.00081894i,-0.00030424-0.00086681i,-0.00039301+0.00012742i,-0.00058486+0.0027493i,-0.0012224+0.005645i,-0.0010045+0.006988i,-0.00063064+0.0061608i,-0.001094+0.004731i,-0.0019439+0.0038993i,-0.00085622+0.0032502i,0.0012058+0.002735i,0.00086538+0.001213i,-0.0001723+0.00057087i,-0.00038794+0.0010145i,-0.00040659+0.0016436i,-0.00047329+0.0014176i,4.1931e-05+0.00070418i
0.0020756-0.00051529i,0.0012475-8.6924e-05i,-0.00095874+0.00055244i,-0.0019859+1.4798e-05i,-0.002516-0.0020421i,-0.0029157-0.002896i,-0.0023117-0.001782i,-0.00062696-0.0010404i,0.00049686-0.0014172i,0.0013986-0.0030428i,0.0022828-0.005048i,0.0028438-0.005655i,0.0023716-0.0044016i,0.0011838-0.0029963i,0.00081992-0.0023657i,0.00045214-0.0026913i,-0.00045944-0.0030157i,-0.0002591-0.0020043i,0.00065915-0.00067846i,0.00056098-0.00073146i,-0.00064639-0.00057126i,-0.00029725-0.00020398i,0.0008535-2.9923e-05i
-0.0026612+0.00083874i,-0.0020257+0.00026571i,-0.00055871-4.1495e-05i,-0.000956-0.0010819i,-0.0026598-0.0017643i,-0.0033104-0.0018763i,-0.00225-0.0012325i,-0.0014984-0.00024425i,-0.0017633-1.67e-05i,-0.0029498+0.0022163i,-0.0041804+0.0050011i,-0.0041046+0.0054931i,-0.0024861+0.0043429i,-0.0014506+0.0023194i,-0.0017309+0.0010375i,-0.0024017+0.00086508i,-0.00167+0.0013943i,-0.00059029+0.0011564i,-0.00046773-0.00017307i,-0.00030001+8.3659e-05i,-0.00065647+0.00082978i,-0.00022584-3.0946e-05i,0.00030063-0.00099293i
0.0019185+0.00030347i,0.0014165-0.00052992i,-0.00051309-0.00087564i,-0.0017142-0.00080171i,-0.0021551-0.00077239i,-0.0026085-0.000871i,-0.0021578-0.00079946i,-0.00094648-0.00084114i,-0.00033182-0.00049636i,0.0015702-0.00018106i,0.003932-0.0015666i,0.0053242-0.00261i,0.0046116-0.0016148i,0.0019671-0.00097449i,0.0012084-0.00076585i,0.0028319-0.0010384i,0.003242-0.0014334i,0.0014647-0.00078413i,-0.00037941+0.00043622i,-0.001049+0.0010156i,-0.00078822+0.00024992i,-0.00045671+0.00048033i,-0.00064441+0.0012897i
-0.0019489-0.0015596i,-0.0028879-0.0019289i,-0.0021184-0.0026344i,-0.0013572-0.0031358i,-0.001827-0.0030862i,-0.0028537-0.0017712i,-0.0014949-0.0011892i,-7.9293e-05-0.00083374i,-0.00039068+0.00019431i,-0.0021997+0.0013129i,-0.0048009+0.0018883i,-0.0060586+0.0021034i,-0.0045537+0.001396i,-0.0017862+0.00024468i,-0.00072292-0.00063408i,-0.0018229-0.0010813i,-0.0036046-0.00051125i,-0.0028705-0.00074261i,-0.00025022-0.0010127i,0.00032431-0.00049247i,-0.00059581+0.0003842i,-0.00019449+0.00069205i,0.00058115+0.00014184i
0.00059152+0.0010729i,0.0010769+0.0010214i,-0.00016435-0.00027767i,-0.00179-0.0010061i,-0.0030229-0.0011986i,-0.0035202-0.0020273i,-0.0024997-0.0019319i,-0.00043003-0.0017415i,0.00071464-0.0011829i,0.0023378+0.00017426i,0.0050103+0.0013327i,0.0061371+0.0008902i,0.0047576+0.00052468i,0.0024726+0.0013244i,0.00097403+0.0015i,0.00071189+0.0017353i,0.00097386+0.0020275i,0.00015488+0.0016019i,-0.00018762+0.0014703i,-0.00033616+0.0010139i,-0.00033788+0.00035348i,-0.00045331+0.00087328i,-0.00097144+0.0012411i
-0.00037313-0.0026624i,-0.003486-0.0025581i,-0.003927-0.0016046i,-0.0027444-0.0010633i,-0.0032505-0.0015044i,-0.0037486-0.0011146i,-0.002358+0.00028073i,-0.00089788+0.00051133i,-0.0015069-0.00040065i,-0.0030507-0.0014967i,-0.0044111-0.0016989i,-0.0056749-0.0012365i,-0.0042984-0.00054881i,-0.0017885-0.00032856i,-0.00029892-0.0012111i,0.00057235-0.002951i,3.3653e-05-0.0032188i,-0.00018311-0.002142i,0.001016-0.0011092i,0.00062108-5.4801e-05i,5.5714e-05-0.00012798i,0.00078442-0.00043567i,0.00099795+8.2851e-05i
0.0013553+0.0012979i,0.003903+0.0012616i,0.0030496-0.0010146i,0.0010207-0.0027284i,-0.00067998-0.0023019i,-0.001506-0.0016729i,-0.0012531-0.00058448i,-0.00044392+0.00024357i,0.00021331+0.00046183i,0.0024656+0.0019184i,0.0046429+0.0040688i,0.0055687+0.0040511i,0.0052877+0.0027794i,0.0036927+0.0018293i,0.0011281+0.0011109i,-0.00099501+0.0010895i,-0.00071154+0.0016687i,2.4044e-05+0.0016626i,-0.00014115+0.00073196i,-0.00080067+0.00026649i,-0.0006374+0.00059048i,-0.00054836+0.0011015i,-0.00097587+0.00026333i
-0.0033795-0.0026123i,-0.0053262-0.0030423i,-0.0050511-0.0017341i,-0.0035575-0.00025687i,-0.0028198-0.00013352i,-0.0014559-0.0010892i,-0.0002606-0.0017219i,-0.00059535-0.001275i,-0.0014932-0.00098266i,-0.0027606-0.0011341i,-0.0027301-0.0024039i,-0.0024766-0.0043178i,-0.0027006-0.0044327i,-0.0013077-0.0027344i,0.00019598-0.0015407i,0.0018251-0.0017272i,0.0026914-0.0025193i,0.0016605-0.0017416i,0.00095132+0.00020205i,0.00087607+0.00017i,0.00033607-2.8433e-05i,0.00014958+0.00017135i,0.00039839+0.00080486i
0.0030482+0.0014377i,0.0041688+0.00073124i,0.0030521-0.0012128i,0.00070652-0.0022368i,-0.0014455-0.0020684i,-0.0027475-0.0015602i,-0.0031648-0.0014128i,-0.0020717-0.00094878i,-0.0010758+0.0010323i,-0.00030853+0.0030328i,0.00079048+0.0052048i,0.0016389+0.0063561i,0.0015095+0.0050338i,0.00035785+0.0025843i,-0.00076444+0.00055025i,-0.0022991-0.00032599i,-0.0029084+0.00027132i,-0.0020144+0.00032597i,-0.001174-0.00026508i,-0.00069638-0.00063368i,-0.00059815-0.00033448i,-0.00087344-0.00067333i,-0.00037301-0.0013312i
-0.0018402-0.0028614i,-0.0028932-0.0039122i,-0.0042228-0.0039119i,-0.0031039-0.0027681i,-0.0019841-0.00215i,-0.001968-0.0013476i,-0.00080768+0.0004305i,0.00035505+0.0011085i,-0.0003019-0.00012502i,-0.00081832-0.001501i,-0.00088489-0.0031435i,-0.00093009-0.004565i,-0.00094254-0.00404i,-0.00040474-0.0022198i,0.00087576-0.00037302i,0.0026611+0.00071878i,0.0042528+0.00093079i,0.003866+0.00089228i,0.0025442+0.0014057i,0.0011215+0.0014027i,0.00061773+0.001544i,0.00036496+0.0018475i,-0.00056601+0.0014145i
0.0016875-0.00074438i,0.0015386-0.0019067i,0.0013782-0.0028616i,-0.00041263-0.0026457i,-0.0028254-0.0017649i,-0.0036413-0.0027439i,-0.0025754-0.0024808i,-0.0016103-0.0013974i,-0.0015429-0.00025995i,-0.0013483+0.0025805i,-0.0011654+0.0057371i,-0.00091759+0.0072002i,-8.7752e-05+0.0060176i,-0.00016873+0.0029687i,-0.00062641+0.00036071i,-0.0010095-0.0015849i,-0.0017069-0.0020588i,-0.0011824-0.001818i,-0.00053567-0.0020756i,-0.000438-0.0010804i,-0.00010761-4.5566e-06i,-0.00030423-6.8091e-05i,-2.5687e-05-0.00030113i
-0.00040939-0.00011776i,-0.00099292-0.00077705i,-0.0016772-0.00021767i,-0.0011233-0.00029925i,-0.00083046-0.0014772i,-0.0022488-0.0016331i,-0.0024776+0.00012119i,-0.0012893+0.00091925i,3.6274e-05-0.00011494i,0.0013189-0.002521i,0.0016935-0.0049636i,0.0012016-0.0048567i,0.0010632-0.0030868i,0.0012065-0.0010703i,0.00064708+7.795e-05i,0.00071517+0.0011323i,0.00087659+0.0025402i,0.00062474+0.0028204i,0.00026346+0.001993i,0.00039562+0.0011019i,6.2037e-05+0.0015883i,-0.00069354+0.0022698i,-0.0012828+0.0021854i
0.0018555+0.00029645i,0.0033457+0.00027413i,0.0032003-0.00080027i,0.0013834-0.0020846i,-0.0015783-0.0028619i,-0.0029206-0.0023028i,-0.0013752-0.00068227i,0.00023332+0.0003891i,0.00030814+0.00062312i,-0.00049255+0.0020141i,-0.0016569+0.0046659i,-0.0028796+0.005217i,-0.0031698+0.0030109i,-0.0022144+0.0011016i,-0.00014608+0.00054708i,0.00051994-0.00010043i,-0.00078941-0.0019161i,-0.00095244-0.002722i,4.2615e-05-0.001974i,0.00051393-0.0015489i,0.00059876-0.0011708i,0.00097865-0.00063747i,0.0012098-4.8312e-05i
-0.0024319-0.0010687i,-0.0035624-0.002239i,-0.0032935-0.0017978i,-0.0016738-0.00063196i,-0.00094216-0.00022517i,-0.0011709-0.00052207i,-0.0011069-0.00090461i,-0.00071062-0.00143i,-0.000465-0.0015669i,0.00071937-0.00113i,0.003128-0.0020439i,0.0045236-0.0027973i,0.0037993-0.0024739i,0.0021682-0.001096i,0.00049342-0.00019879i,-0.00099254-0.00053952i,-0.0014419+0.0011255i,-0.0010224+0.0029282i,-0.0009215+0.0023632i,-0.0011714+0.00065376i,-0.00099373+0.00034736i,-0.0011828+0.00042349i,-0.0011064-9.4002e-05i
-0.0010334+0.0023472i,-0.00044928+0.0041242i,0.0011617+0.0036358i,0.00097054+0.00027439i,-0.00071655-0.002767i,-0.0025572-0.0033082i,-0.0021107-0.0013367i,-0.00014287+0.00033486i,0.0005678+0.001028i,-0.0010726+0.0016754i,-0.0041438+0.002575i,-0.0054147+0.0021394i,-0.0042559+0.0014006i,-0.0029192+0.00072624i,-0.0016622-0.00015962i,-0.00011598-0.00032519i,0.001285-0.0010828i,0.0017025-0.0018557i,0.001762-0.00093022i,0.0018565+0.00026037i,0.0013965+0.00079657i,0.0011587+0.0012536i,0.0010758+0.0022272i
0.0039715-0.0039969i,0.0032424-0.0058678i,0.00094665-0.0063562i,-0.00063153-0.0045154i,-0.0016874-0.0026146i,-0.0019391-0.0011595i,-0.0016726-0.00050086i,-0.00037567-0.00036173i,0.00042756+0.00029754i,0.0013146+0.0008414i,0.0040008+0.00097156i,0.0047555+0.00084094i,0.0037734+0.001497i,0.002324+0.0014543i,0.00039599-0.00019812i,-0.0013597-0.00077668i,-0.0030865-0.00046536i,-0.0029659-7.1904e-05i,-0.0015842+0.00011529i,-0.0011065-0.00040979i,-0.00096204-0.0010991i,-0.00075429-0.00028055i,-0.00037077+0.00040423i
-0.00029414+0.0021511i,-0.002288+0.0031257i,-0.0032366+0.0024716i,-0.003378+0.0012056i,-0.0035497-0.00034981i,-0.0034746-0.0013073i,-0.0021604-0.0012903i,-0.0009673-0.00092759i,-0.0014028-0.0010477i,-0.0026962-0.0010952i,-0.0040453-0.0016123i,-0.0044335-0.0021523i,-0.003251-0.0015404i,-0.0012936-0.0010281i,0.00012866-0.00090193i,0.00067544+0.00010566i,0.0014661+0.00084132i,0.0020788+0.00054655i,0.0012261+0.00038363i,0.00020499+0.00079478i,8.9389e-05+0.0014139i,0.00012497+0.001573i,0.00069873+0.0011688i
0.00025027-0.0035467i,0.0020321-0.004776i,0.0033875-0.0042157i,0.0025137-0.0025569i,1.4194e-05-0.0006823i,-0.0019166+0.00015971i,-0.0014748+0.00066269i,-0.00043045+0.0013086i,-6.0879e-05+0.0019054i,0.001313+0.0027414i,0.0035552+0.003965i,0.0043241+0.0050252i,0.0025101+0.0034682i,0.00061515+0.0014211i,-0.00029238+0.00050464i,-0.00077952-0.00045119i,-0.0017366-0.0010731i,-0.0020055-0.0013015i,-0.00099222-0.0011462i,-0.00053104-0.001317i,-0.00072414-0.0012531i,-0.0010781-0.0010727i,-0.00047421-0.00057149i
-0.00044168+0.0018537i,-0.0019314+0.0018698i,-0.0016779-5.4725e-05i,-0.002011-0.0026358i,-0.0031412-0.0041372i,-0.0039908-0.0033594i,-0.0026763-0.0019393i,-9.2823e-05-0.0015535i,0.00084116-0.00175i,-0.00077828-0.0020839i,-0.0021597-0.0028111i,-0.0022537-0.0039897i,-0.0014424-0.0037296i,-0.00012991-0.0018698i,-0.00013244-0.0010562i,-0.00091599-0.00036443i,-0.00072995+0.0015954i,7.503e-05+0.0024548i,0.0006793+0.0011534i,0.00088915+0.00027107i,5.0575e-05+0.00063022i,-0.0010474+0.0012453i,-0.00078725+0.0012261i
0.0028615-0.0025946i,0.0034246-0.0032382i,0.0022044-0.0028448i,-0.00036157-0.00066372i,-0.0016194+0.000552i,-0.0016506-5.2405e-05i,-0.0013176-0.00082993i,-0.0010909-0.0011127i,-0.0012603-0.0004556i,-0.00048306+0.0012226i,0.00091709+0.003897i,0.0012826+0.00509i,0.0010286+0.0041379i,0.00081201+0.0030243i,0.00096336+0.0021589i,0.001742+0.00051045i,0.0015252-0.0009095i,0.00063638-0.0011614i,-2.7527e-05-0.00087282i,9.7719e-05-0.00035522i,0.00089064+0.00017793i,0.0010665+7.4902e-05i,0.00072159-0.00030104i
-0.0011136+0.00044333i,-0.0015175+0.0012766i,-0.00093297+0.00014515i,-6.2342e-05-0.0023679i,-0.00015628-0.0028461i,-0.0012285-0.001875i,-0.0010453-0.00025583i,0.00081583+0.00084719i,0.0018176+0.00016795i,0.0015126-0.001415i,0.00081749-0.0035277i,0.000637-0.0051816i,0.00015133-0.0038688i,0.00041914-0.0015898i,0.00043839+0.00022659i,-0.00076039+0.00097608i,-0.0013233+0.0017559i,-0.00039391+0.0020656i,0.0005363+0.001007i,1.3273e-05+0.00037157i,-0.00066059+0.00017056i,-0.0010105-0.00015886i,-0.00088295-0.00060017i
0.0022804-0.001968i,0.0030527-0.0026595i,0.0011794-0.001752i,-0.0011315-5.2248e-05i,-0.0025355-0.0005517i,-0.0038418-0.0021852i,-0.0026779-0.0021329i,-0.00025269-0.0013573i,-0.00035054-0.00079521i,-0.00061289+0.0015221i,-0.00023901+0.0047262i,-0.0014784+0.0055292i,-0.0023318+0.0035663i,-0.0013947+0.00082829i,-0.00071426-0.00055294i,-0.00038054-0.0013023i,0.00070965-0.0013749i,0.00093174-0.00090693i,0.00039474-0.0011044i,0.00040867-0.00042466i,0.00085952+0.00083312i,0.00080624+0.0011284i,0.00037371+0.0011387i
-0.0025706-0.0019828i,-0.0046277-0.001501i,-0.0030124-0.0019705i,-0.0010525-0.0025028i,-0.0016975-0.0021838i,-0.0024674-0.0011123i,-0.0016933-0.00070496i,-0.00098436-0.00052131i,-0.0011648-0.00098552i,-6.2916e-05-0.0020252i,0.0021566-0.003524i,0.0033432-0.0042207i,0.0034606-0.0025223i,0.0029603-0.00097452i,0.0013801-0.00085199i,-0.00081742-0.0012798i,-0.0015593-0.00079554i,-0.0014297-9.0976e-05i,-0.0015579+0.00033619i,-0.0014071+0.00013133i,-0.00033523-0.00035895i,0.00060792+6.8772e-05i,0.00013172+0.00053923i
