5.4704e-05+0.0018925i,-0.00064933+0.0019398i,-0.0017921+0.0017898i,-0.0011811+0.00087066i,0.0005217+0.00026142i,0.00044984+0.00024028i,7.2988e-05+0.0016737i,0.00035339+0.0022334i,0.00081249+0.0025449i,0.0012456+0.0018211i,0.0012709+3.0184e-05i,0.0012836-0.00039124i,8.3498e-06-0.00020454i,-0.0014424+8.3243e-05i,-0.0012462-0.00016616i,1.2898e-06-0.00018417i,0.00050324-0.00050476i,0.00014859-0.00085166i,7.642e-05-0.00023878i,-0.00019196-1.7765e-05i,0.00011057-7.0929e-05i,0.00072527-0.00015851i,5.549e-05-0.0002577i
0.00074363-0.00015305i,0.00075916-0.00017052i,-9.8736e-05-0.00094354i,-0.001566-0.0022552i,-0.0021159-0.0024691i,-0.00087827-0.0021625i,-0.0002976-0.0011095i,-0.00049071+0.00015672i,-0.00056682+7.0033e-05i,-0.00068142-0.00010914i,-0.00010163+3.6261e-05i,0.00025267-0.00023406i,7.0687e-05+0.00052001i,-9.4717e-05+0.0010465i,8.2355e-06+0.00039837i,-0.0003885+6.9871e-05i,-0.00057572-0.00012549i,-0.0001011+0.00027416i,-0.00031714+0.0001547i,-0.00041941-5.0052e-05i,0.0001684-0.00031805i,0.00053013-0.00053913i,0.00012513-0.00021666i
0.0013994-0.0013247i,0.00050086-0.0026894i,-0.0001549-0.00323i,-0.00036812-0.001951i,-0.0010118-0.0013302i,-0.0013475-0.001261i,-0.00068032-0.00035276i,-0.00015422+0.00025547i,0.00023598-0.00021747i,0.00052898-0.00068655i,0.00036228+7.4554e-06i,-1.3757e-05+0.0002932i,-1.1123e-05+8.4863e-05i,0.0002225+0.00017982i,-0.00027678+0.00052132i,-0.001151+0.00087972i,-0.00079796+0.00039716i,0.00046603+0.00019468i,0.00064921-0.00013665i,-1.4496e-05-0.00084681i,-0.0007549-0.00064661i,-0.0011516+0.00035368i,-0.00067757+0.00068728i
0.001041-0.00034579i,0.00087098-0.00079982i,0.00076101-0.0013339i,-0.00056051-0.0018215i,-0.00095653-0.002359i,-0.00077315-0.0031073i,-0.00088053-0.0020325i,-0.00086587-0.00094167i,-0.00054936-0.00012834i,-0.00076098+0.00061778i,-0.0004899+0.0003162i,0.00040259+0.00032811i,0.00027023+0.00071765i,-0.00040239+0.00010544i,0.00027821-0.00053175i,0.00097132-0.00014225i,0.00022103+0.00081367i,-0.00075763+0.00053954i,-0.00058395-0.00017899i,-5.4885e-05+0.00010896i,-0.00014425-0.00010494i,-0.00066463-0.00076229i,-0.00082956-0.0012147i
0.00066303-0.00012769i,0.00077498-0.001367i,-6.9582e-06-0.0017085i,-0.0011592-0.0013175i,-0.0018494-0.00075875i,-0.002433-0.00010201i,-0.0017586+0.00042728i,-0.00062354+0.00052039i,-0.00073653+0.00013215i,-0.0010609+0.00031271i,-0.00096375+0.0010442i,-0.00081999+0.00099886i,-0.00077594+0.0010067i,-0.00048873+0.0013092i,-0.00031706+0.0010106i,-0.00073413+0.00041063i,-0.00083825-6.3259e-05i,-0.0003253+0.00011013i,0.00039461-2.7364e-05i,0.00021003+0.00021405i,3.3272e-05+0.00058321i,-1.9073e-05+0.00059133i,0.00018581+0.00075873i
-5.9009e-05-0.00040433i,-0.00098096+0.00045344i,-0.00046722+0.0001966i,-0.00014969-0.00071117i,-0.00077756-0.0014521i,-0.00069058-0.0012613i,0.00039271-0.00082097i,0.00086815-0.00044993i,0.0005979-0.00014452i,0.00073478-0.00038434i,0.0013085-0.00029495i,0.0013515+0.00030063i,0.00068216+0.00046139i,0.00045497+0.00054209i,0.0006355-1.747e-05i,0.00065222-0.00072608i,0.00027596-0.00081008i,-0.0003796-0.0001445i,8.0463e-05+0.00054706i,0.00080117+0.00065457i,0.00048285+0.00033902i,0.00057244-0.00027402i,0.00069795-0.00025031i
0.00063502-0.0013912i,-0.00025727-0.0021229i,-0.00064681-0.0014549i,-0.00099642-0.00054231i,-0.0014174-0.00052632i,-0.0021927-0.00060353i,-0.0018494-0.00011996i,-0.00064075+0.00046715i,9.0261e-05+0.00069083i,0.00042829+0.00055015i,0.00024577+0.00041378i,0.00045813+2.2515e-05i,0.00063162+0.00011491i,-0.00018476+0.00053017i,-7.6847e-05+0.00044329i,-0.00032606+0.00068311i,-0.00091894+0.0005734i,-0.00071526+0.00026534i,-0.00024362+0.00026578i,0.00022218+0.00044567i,0.00042508+0.00087147i,0.00065646+4.0435e-05i,0.00050466-0.00080579i
-0.002732+0.0012051i,-0.0025339+0.00092372i,-0.0017324+0.00080824i,-0.0002174+0.00075003i,0.00077658-0.00015939i,0.0003251-0.0013945i,-0.00017763-0.0014744i,-8.4912e-05-0.00074832i,-0.00037804-0.00031884i,-0.00013342+0.0005674i,0.000488+0.001014i,0.00010941+0.00069834i,-0.00022438+0.00051728i,-0.00060862+0.00065964i,-0.00094547+0.00013183i,-0.0004696-0.00076539i,-0.00055252-0.00019796i,-0.00045718-3.3508e-06i,0.00013513+7.1296e-05i,0.0005792+0.00093038i,0.00061318+0.00083995i,-7.8635e-05+0.00060277i,-0.0002572+0.0011316i
0.0027441-0.0017352i,0.0032578-0.0023198i,0.0010544-0.0026142i,-0.00065238-0.0027177i,-0.00083826-0.0027491i,-0.0017286-0.0023565i,-0.0015538-0.0011494i,-0.00047374-0.00036491i,2.4656e-05+3.8299e-05i,-0.00099562+0.00071036i,-0.0012133+0.0011193i,-0.00031258+0.00080245i,-0.00060855-3.5167e-05i,-0.00028604-0.00070126i,0.00085268-0.00021158i,0.00028437+0.00061845i,-0.00063422+0.0010594i,-5.7624e-05+0.001103i,6.8659e-05+0.00037564i,6.0343e-05-0.00068433i,9.1804e-05-0.0005479i,-0.0003775-0.00042185i,-0.00040836-0.00074918i
-0.0017966+0.00034326i,-0.0015247-0.00052343i,-0.0011473-0.0013504i,-0.00016194-0.0014388i,-0.00018682-0.0016413i,-0.001701-0.0022045i,-0.0013199-0.0011326i,0.00067388+0.00058562i,0.0012551+0.00096738i,0.00093696+0.0004975i,0.00025097+0.0004478i,-0.00049447+0.00055353i,-0.00030036+0.00021569i,-9.4176e-05+0.00048198i,-0.00043371+0.00056259i,-0.00043989-0.0002294i,-0.00049541-0.0004399i,-0.00055412-0.0001678i,-0.00060001-0.00061719i,-0.00081056-0.00077741i,-0.00072571-0.00045058i,-0.00044942-9.8298e-06i,-8.0195e-05+0.00083121i
0.0016543-5.605e-05i,0.0018886-0.00046178i,0.00092646-0.0010469i,0.00065516-0.0015651i,1.3857e-06-0.0019983i,-0.00077944-0.0024204i,-0.00095582-0.0018297i,-0.00044395-0.00056407i,-0.00012062+0.00015185i,-0.00055396+5.7954e-05i,-0.0002236-1.8871e-05i,0.00044194-0.00030425i,0.0008022-0.0003801i,0.00019544+6.4209e-05i,-0.00035561-1.6858e-05i,-9.3811e-06+0.00015413i,0.00073877+0.00049809i,0.00068474+0.00048508i,2.5858e-05-5.7027e-05i,8.0141e-05-0.00058561i,5.419e-06-0.00014649i,0.00047809+0.00022897i,0.0013179+0.0003742i
-0.001314-0.0021431i,-0.0014621-0.0023062i,-0.00046823-0.0027615i,-0.00045613-0.0024397i,-0.0014476-0.0021097i,-0.0023456-0.0016522i,-0.0020693-0.00052371i,-0.0010432-5.0304e-05i,-0.00017675+5.6431e-05i,-3.8686e-05+0.00052851i,0.00014531+0.00075962i,0.00018905+0.00043236i,0.00022421-4.0973e-05i,0.0009969+0.00013249i,0.0010688+0.00030745i,0.00073808-0.00010618i,0.00017105+0.00035042i,-0.00058644+0.00031178i,-0.00061733-0.0008347i,-0.00016163-0.00075216i,0.00023064-0.00042928i,0.00022825-0.00073207i,0.00010778-0.00031981i
0.0018472+0.0011272i,0.0016732-0.0012636i,0.0010387-0.0027066i,-0.0002832-0.0017358i,-0.00080041-0.0015087i,-0.00085929-0.0018037i,-0.00072977-0.00080143i,0.0002256-0.00042312i,0.00048847-0.001221i,0.00031851-0.0012415i,0.00024671-0.00045783i,-0.00039599+9.8376e-05i,-0.00057606-6.6334e-05i,-0.00037643-0.00045484i,1.5534e-05-0.0008375i,0.00027973-0.00039644i,4.3439e-05+0.00010439i,-0.00022824-1.3987e-05i,-0.00070974-0.00026873i,-0.00062617-0.00056978i,-0.00042468-0.00059614i,-0.00057107-0.0007214i,-0.00038176-0.00050451i
0.00021442+0.0026499i,-0.00050001+0.0017203i,-0.00021417+0.00071322i,0.0005789-0.00067686i,5.0111e-05-0.0023206i,-0.00088125-0.0025154i,-0.001303-0.0014451i,-0.00060338-0.00030979i,0.00060874+0.00035495i,0.0011427+0.0002596i,0.00072407-0.00019888i,0.00026532-0.00051346i,0.00036342-0.00017716i,0.00014317+0.00065512i,0.00052334+0.00040493i,0.0012487-0.00021589i,0.00088032+0.0003297i,-0.00054427-5.7135e-05i,-0.00069904-0.00036951i,-0.00036471+8.7746e-05i,-0.00030305-0.00035927i,-0.00026662-6.4146e-05i,-0.00064754+0.0006856i
9.3876e-05-0.0010249i,0.00041418-0.0019945i,0.00049333-0.0019498i,-1.5183e-05-0.00020558i,-0.00039112+6.2172e-05i,-0.00071429-0.00080863i,-0.0014239-0.0002481i,-0.0013921+0.00072068i,-0.00071181+0.00069193i,-0.00081354+0.0010512i,-0.00015902+0.00088085i,0.00095696-4.0988e-05i,0.00016951-0.0003075i,5.2205e-06+6.3165e-05i,0.00084196-8.803e-05i,0.0010611-0.0004803i,0.00070206-0.00022416i,0.00055385+3.2051e-05i,0.00090835-0.00030955i,0.0010953-0.00027619i,0.00073116+0.00015643i,-0.00019514+0.00033092i,-0.00047892+6.7724e-06i
-2.9253e-05-0.0023579i,-0.00054144-0.002168i,-0.001435-0.00077527i,-0.0018226-0.00061427i,-0.0015844-0.0010439i,-0.00057001-0.001161i,-0.00020906-0.0012196i,-0.00019221-0.001233i,-0.00047076-0.001181i,-0.00072104-9.6144e-05i,-0.00016501+0.0016391i,0.00029862+0.0015828i,1.4241e-05+0.00030244i,0.00029201-0.00099281i,0.0011914-0.0016613i,0.00091904-0.0010861i,-0.00011935-0.00043332i,-0.00023662-0.00048772i,4.1268e-05-0.00049636i,-0.00035964-0.00048745i,-0.00089921-0.0011937i,-0.00089663-0.00089841i,-0.00011786+0.00023486i
-0.0010972-0.00083491i,-0.0004998-0.001669i,-0.0014196-0.0011964i,-0.0013205-0.00025137i,-0.0008665-0.00053653i,-0.001185-0.0020342i,-0.00062469-0.0020782i,-0.00020415-0.0011446i,-0.00062659-0.001083i,-0.0010911-0.00012059i,-0.00092291+0.00094279i,-0.00040097+0.00096762i,-0.00036407+0.00034439i,-0.000615+0.00023265i,-0.00086383-0.00029314i,-0.00061633-0.00097801i,-0.00029723-0.00092112i,-0.00023917-0.00073204i,-0.00075443-0.00056803i,-0.00076891-0.00061483i,-0.00064863+0.0004758i,-0.00053135+0.0010763i,-0.00022786+0.00048503i
-0.00065321-0.0019346i,-0.00088339-0.0022716i,-0.0015798-0.0019917i,-0.0020697-0.0011763i,-0.0017386-0.0010443i,-0.00086686-0.0010909i,0.00026228-0.0002546i,0.00027946+0.00058926i,-3.4506e-05+0.00026553i,-0.00042546+0.00067584i,-0.00098017+0.00096609i,-0.00068708+0.00066022i,0.00028652+0.0005689i,0.00063997+8.6965e-05i,-0.00017972+1.4024e-05i,-0.00037484-0.00025072i,-2.0942e-05-2.3929e-05i,-0.00041475+0.00017397i,-0.00022269-0.0008045i,0.00047218-0.0011808i,0.00040921-0.00022273i,0.0001262+0.00024193i,0.00032685+0.00034933i
0.00099475-0.00028402i,0.00059171-0.00068521i,-3.2644e-06-0.0016818i,-0.00055651-0.0021559i,-0.0017774-0.0023075i,-0.0023559-0.0020631i,-0.00081992-0.00089905i,0.00053716+0.00017694i,0.00050363+0.00034963i,9.8202e-05-0.00025575i,-0.0005597-0.00026649i,-0.00013271+3.0913e-05i,0.00043832+0.00051257i,0.00015936+0.00084182i,3.2995e-05-0.00031824i,0.00022499-0.00060289i,0.00086825+0.00018716i,0.00056954+5.063e-05i,-0.00089405-0.00072558i,-0.0013294-0.0011885i,-0.00074922-0.00045288i,-0.00027898+0.000252i,-0.0001614+0.00010764i
0.0010904-6.5661e-05i,0.00097319-0.0013705i,0.00049519-0.0025468i,0.00039313-0.0023318i,0.00054085-0.0021282i,0.00030033-0.0016202i,-0.00018213-0.0007816i,0.00011983-9.3106e-05i,-0.00012562+0.00016414i,-0.00064094-0.00052016i,-0.00046706+4.4291e-05i,-0.0006411+0.00092981i,-9.4497e-05+0.00040032i,0.00056011-0.00022938i,-0.00029258+0.00054711i,-0.00087038+0.0010701i,5.9477e-05-0.00011403i,0.00043844-0.00087676i,-2.3849e-05-0.00054136i,-0.0001612-0.00023259i,-0.00049355-7.6773e-05i,-0.001185+0.0001654i,-0.0010912+0.00056145i
0.0018708+0.00083226i,0.0019408+0.00060038i,0.0018277-0.000688i,0.0010996-0.0025007i,-0.00074511-0.0035296i,-0.001872-0.0036088i,-0.0012055-0.0020406i,-0.00027626-0.00033286i,0.00073655-8.1416e-05i,0.00049779-0.00043991i,-0.0008825-0.00013704i,-0.00078175+0.00078729i,0.00044939+0.0012309i,0.0011747+0.0006734i,0.00074063+7.0719e-05i,0.00030483+0.00054758i,-0.00028722+0.00083833i,-0.00027395-2.762e-05i,-0.00016776+0.00016817i,-6.233e-05+0.0005796i,-0.00044994+0.00043121i,-0.00074975+0.00031362i,-0.00027642+0.00033944i
0.0019831-0.00047423i,0.00099773-0.0020489i,-0.00011069-0.0031788i,-0.00087893-0.0020073i,-0.0015441-0.00076284i,-0.0015704-0.00079621i,-0.0012472-0.0012356i,-0.00088242-0.001133i,-0.00019503-0.00067485i,-6.4104e-06+0.00040388i,-7.9035e-05+0.00083152i,-0.00022543+0.00056631i,-0.0002617+0.00011226i,-0.00018395-0.00054385i,6.7049e-05-0.0011771i,-0.00023931-0.00094056i,0.00012931-0.00031088i,0.00023847+8.3187e-06i,-0.00015273+0.00026379i,-0.00022332+3.9956e-05i,0.0002835-0.00037293i,0.0010269-2.0664e-05i,0.00098727-3.1024e-05i
-0.0010471-0.0017282i,-0.0021311-0.0012534i,-0.0026217-0.0017145i,-0.001456-0.001478i,-0.00044384-0.0013447i,-0.00026941-0.0010978i,-0.00046123+0.00071525i,-0.00043409+0.0010818i,2.7901e-05+0.00082197i,-6.4309e-05+0.0005531i,-0.0004562+2.3592e-05i,-0.00043862+0.00038796i,-0.00010172+0.00060643i,-8.0229e-06+0.00041813i,-0.0001514-0.00043857i,3.8254e-05-0.00036287i,0.00032724-0.00030235i,0.00055265-0.00075676i,0.00015785-0.00098529i,-0.00028474-0.00029992i,-0.00019031-0.00030877i,-0.0001501-0.001418i,4.036e-05-0.00091008i
0.0029488-0.00010963i,0.0036951-0.0013973i,0.0026602-0.0019803i,0.0014208-0.0025061i,-0.00023761-0.0022743i,-0.0016883-0.0017548i,-0.00098109-0.00095932i,0.00068766-0.00071136i,0.0015541-0.0010519i,0.00073823-0.00016593i,-0.00024328+0.00026093i,-0.0005179-6.8335e-05i,1.6911e-05-0.00022396i,0.0010513-0.00021097i,0.00072087+7.9782e-05i,-0.00061939+0.00020092i,-0.0012007+0.00022485i,-0.0013164-0.00049339i,-0.001459-0.0013015i,-0.00095597-0.00054627i,-0.00043981+0.00038954i,-0.00021114+0.00010231i,0.00065273-0.00010055i
-0.001706+0.0013875i,-0.00082895+0.00018466i,5.8774e-05-0.00015545i,0.00031159-0.00036184i,0.00040156-0.001074i,-0.0005181-0.0012878i,-0.0014147-0.001584i,-0.0010178-0.0022648i,-0.00030099-0.0016897i,0.00028343-0.00027766i,0.00037876+0.00088554i,-8.44e-05+0.00077859i,1.9681e-05+0.00034159i,0.00024061+0.00062979i,-0.0003246+0.00097203i,-0.00052924+0.00066874i,-0.0003647+0.00046668i,-0.00097996+0.00041545i,-0.0010756+8.171e-05i,-0.00020353-0.00015153i,0.00039707-0.00033211i,0.00084862-0.00016114i,0.00082881+0.00079384i
0.0014323-0.00029766i,0.00097787-0.00077906i,0.00022794-0.0013085i,-0.00025377-0.0013555i,-0.00073334-0.0010017i,-0.0010666-0.00065927i,-0.00063066+0.00042106i,-0.00062011+0.0010365i,-0.00051305+0.0010246i,-0.00014418+0.00063081i,-0.0002146+0.00057537i,-3.6472e-05+0.0011875i,-0.00023592+0.001018i,0.0001555+0.00060559i,0.00016104+8.0029e-05i,-0.00078254-0.0003388i,-0.00080846-0.00068303i,-0.00025112-0.00090515i,-0.00039291-0.00040323i,-0.00053518-0.00023701i,-0.00029916-0.00026864i,-0.00045356+0.00012936i,-0.00032616+0.00017322i
-0.00024126-0.00068311i,0.00023175-0.0012726i,-2.2556e-05-0.001276i,-0.00039853-0.00077618i,-0.0010264-0.00080727i,-0.00071726-0.00063023i,0.00022002-0.00055917i,0.00024646-0.00064742i,-0.00016896-0.00010963i,-6.3426e-05+0.0007873i,0.00051756+0.0014421i,0.00050348+0.00098271i,-2.9571e-05-2.9709e-05i,-0.00031158-0.00077354i,9.3905e-05-0.00016491i,0.00088487-9.5586e-05i,0.00044777-0.0002915i,-0.00014569+0.00013407i,-6.6195e-05+0.00028704i,-0.00024041+0.00042003i,-0.00049462+0.00018533i,1.1933e-06+0.00014531i,0.00035772+0.00026991i
-0.0005344-0.00049752i,-0.00017153-0.0012449i,0.0001435-0.0016548i,-0.0002109-0.002059i,-0.00066349-0.0027279i,-0.0011021-0.0021745i,-0.001224-0.0015771i,-0.0007815-0.0017i,-0.00012056-0.0011847i,-0.00046634-0.00028973i,-0.00063998+0.00051931i,-0.00047301+0.00071736i,-3.0676e-05+0.00015207i,6.5901e-05-0.00090273i,-0.00023661-0.00080236i,-0.00044119-0.00029415i,-0.00036683-0.00034863i,-0.00015498-0.00050208i,-0.00046928-0.00033977i,-0.00074504-0.00011338i,-7.4128e-05+0.00012333i,-0.00012262-6.596e-05i,-0.0005417+0.00021261i
-0.0025383-0.0011144i,-0.0021948+0.00053006i,-0.0017303+0.0010621i,-0.0011953+0.00044633i,-0.00061234-2.8368e-06i,-3.9942e-05-8.3816e-05i,0.00012615-0.00053191i,0.00031705-0.00059696i,0.00013515+7.0682e-05i,-0.00046602+0.00048012i,-0.0001138+0.00095522i,0.00061593+0.00081485i,0.00028682-6.6496e-05i,-0.00020974-0.00040489i,-0.00018804-0.00026366i,0.00016381-4.9255e-05i,0.00061005-0.00010088i,0.00019045+0.00011531i,-0.00018562+0.00062779i,-0.0001463+0.00026587i,-3.8315e-05+0.0001609i,-0.0005928-0.0002519i,-0.00095965-0.00028736i
0.0021268-0.00057669i,0.0025249-0.0023352i,0.0012898-0.003524i,0.00026207-0.0030767i,-0.00025935-0.0027394i,-0.00040274-0.0023318i,-0.00018381-0.0011449i,0.00011375-0.00053192i,-8.7264e-05-0.00036659i,-0.00076119-8.5416e-05i,-0.0010914+0.00012212i,-0.00052674-6.6325e-05i,0.00054923+0.00033403i,0.00060693+0.00090859i,0.00042924+0.00060359i,0.00044254-0.00017273i,8.1424e-05-0.00035486i,0.00048607-0.00044636i,0.0008099+2.1366e-05i,0.00055898+0.00048627i,0.00014028+0.00065027i,-3.9925e-05+0.00081105i,-0.00015196+0.00021655i
7.335e-05+0.0014064i,-4.4678e-06+0.0013261i,0.00034614+0.00016884i,0.00048095-0.00070338i,-0.00029159-0.0015919i,-0.00052751-0.0017376i,-0.00031707-0.0010404i,-0.00050185-0.00017661i,-0.00027275+0.00039546i,-4.4223e-05+0.00044186i,-0.00093206+0.00010541i,-0.00049289-0.00032089i,5.9368e-05-6.7045e-05i,-0.00029512+0.00047985i,-0.00013055+0.00034073i,0.00065326-9.4473e-05i,0.0011175+0.00011003i,0.00058757+0.00073416i,-0.00040012+0.0003119i,0.00024352-0.00024001i,0.00026312+0.00037701i,-0.00033761+0.00076179i,-9.4865e-06+0.0007662i
0.0017687-0.0016002i,0.0033549-0.0028905i,0.0030867-0.0027763i,0.00094715-0.0022834i,-0.00069573-0.0018571i,-0.00096538-0.0019544i,-0.00033258-0.0010782i,0.00071333+0.00029527i,0.001455+2.9393e-05i,0.00096053-0.00045549i,4.4124e-05-0.00042061i,0.00027819-0.00068934i,3.3318e-05-0.00087402i,-0.00069258-0.00016868i,-0.00094729+0.00051414i,-0.00076522-0.00030826i,8.8351e-05-0.0014479i,0.00016836-0.00073452i,0.00013624-0.00014674i,0.00018498-0.00036031i,-0.00061961-7.9228e-05i,-0.00077903+0.00029305i,-0.000463+0.00016021i
-0.0010906+0.00012973i,-0.0030556-0.00022667i,-0.0028984-0.00050422i,-0.0008731-0.00064958i,-0.00010597-0.00094346i,-0.00085985-0.00094882i,-0.0012827-0.0005226i,-0.0013188-0.00035692i,-0.0011597-0.00025917i,-0.001375+0.00044159i,-0.0013185+0.00041767i,-0.00064276-0.00050235i,-0.00031807-3.2219e-05i,-0.00050277+0.00044107i,7.4984e-05-0.00022105i,0.0010302+8.6014e-05i,0.00090057+0.00024276i,7.9053e-05-6.8681e-05i,-0.0005143-0.00060462i,-0.0004284-0.0010096i,-0.00031788-0.00025384i,-0.0013576+0.0002521i,-0.0019193+0.00015859i
0.00091534+0.001154i,0.0024666-0.00022446i,0.0031343-0.00076923i,0.00169-0.0013293i,0.0007972-0.0017734i,7.5316e-05-0.0018937i,-0.00032238-0.0020234i,0.00045233-0.0011961i,0.00082896-0.00052198i,0.00076585-0.00040589i,-8.172e-05+0.00055732i,-0.00054077+0.00078605i,0.00011179+0.00033271i,0.00023489+0.00057587i,-0.00010728+0.00071315i,-0.00017174+0.00051352i,0.00039047-0.00036993i,0.00070108-0.00060443i,4.4324e-05-0.00072473i,-0.00064332-0.001137i,-0.00098314-0.00076657i,-0.001071-9.1562e-05i,-0.00053581+0.00029301i
0.00077101-0.0012058i,-0.0010867-0.0017018i,-0.0014985-0.0024404i,-0.0014861-0.0015641i,-0.0020508-0.0006521i,-0.0019634-0.00067167i,-0.00079635+6.1405e-05i,0.00013779+0.0003932i,-1.8506e-05+0.00040451i,-0.00055366+0.00015101i,-0.00065912+5.1077e-05i,-0.00024038+0.00031565i,-0.00028829+0.00047197i,-1.8533e-05+0.00017016i,0.00090407+0.00072357i,0.00033296+0.00087032i,-0.00023416+0.00035895i,0.00037823+0.00040201i,0.00084207+0.00020199i,0.00045616+0.00012307i,-5.9514e-05-0.00049142i,-0.00026013-0.001129i,0.0002075-0.00058788i
0.0011157-0.0016179i,0.0025299-0.0015999i,0.001514-0.00090368i,-0.0006549-0.0017255i,-0.00063661-0.0022746i,0.00017772-0.00064586i,0.00037666+0.00024468i,0.00017036-0.00023763i,0.00031998-0.00028357i,-0.00032342-0.00023747i,-0.0012102-0.00069047i,-0.00096335-0.00085076i,-0.00035794-0.00042326i,0.00039987-0.00041307i,0.00085738-0.00053022i,0.00053973-0.00035225i,0.00026248-0.00056444i,0.0007189-0.00026775i,0.00079146-0.0002643i,0.00025519+6.8713e-05i,-0.0001907+0.0012781i,-0.00015524+0.00072891i,-0.00011679-0.00023117i
0.00066494+0.00049971i,-4.5683e-05-0.0014359i,0.00050096-0.0026151i,0.0010147-0.0025206i,0.00090147-0.0023085i,7.8589e-05-0.001873i,-0.00026687-0.0008204i,0.00055998-0.00035408i,0.00049933-0.00029737i,-5.0024e-05-7.1935e-05i,-0.00059366+0.00020682i,-0.00025354+0.00031083i,0.00014382+0.00021679i,-0.00056815+0.00024524i,-0.00025858+0.00021913i,0.0006617+0.00023421i,0.00037363+0.00081722i,-0.00031992+0.0011178i,-5.0768e-05+0.00070126i,0.00062741+0.00044541i,0.0009433+0.00071963i,0.00070366+0.00092166i,0.00038487+6.0417e-05i
0.0027344-0.00053143i,0.0024528-0.00025449i,0.0010827-0.00029758i,-0.00028718-0.0011559i,-0.0017602-0.0022236i,-0.0024684-0.0010289i,-0.001368+0.00037037i,7.5354e-05+9.3813e-05i,0.00018029-0.0012548i,-0.00027481-0.0014723i,-0.00074181-0.00012357i,-0.00031574+6.8953e-05i,0.00052502-0.00017041i,0.00030656+8.2965e-05i,-0.00028796+0.00015211i,-0.00068203-0.00033793i,-0.00051175+0.00036986i,0.0001917+0.0009065i,0.0007792+0.00026516i,0.00046248-0.00024758i,-0.00042365+0.00015782i,-0.00046325+4.8322e-05i,-0.00038201-0.00086326i
-0.00047676-0.00042011i,0.00055656-0.00027763i,0.00024765-0.00018457i,-0.00027335-0.00044332i,1.3039e-05-0.0021127i,-0.0004709-0.002132i,-5.2568e-05-0.00044717i,0.0006836+1.7469e-05i,0.00033836-0.00027959i,0.00041806-0.00044614i,0.0002209-0.00068615i,-0.00026288-0.00064068i,-1.9035e-05+0.00068634i,-1.9877e-05+0.0018813i,8.5409e-05+0.0016466i,-0.00037087+0.00017826i,-0.00055318-0.00074001i,-0.000216-0.00031015i,0.00076236+0.00065869i,0.0011557+0.0010321i,0.00067636+0.00059412i,-0.00020412-0.00010804i,-0.00065353+0.00020215i
0.0018433+0.00096813i,0.0018537+0.00071461i,0.00081675-0.000679i,0.00098401-0.0021448i,0.00042459-0.0035041i,-0.00018211-0.0035399i,-0.00014018-0.0022448i,4.8727e-05-0.0010408i,-6.6342e-05-0.00035555i,-0.00018616-0.00040587i,0.00071646-0.0012239i,0.0014703-0.00059665i,0.0014123+6.344e-05i,0.00032089-3.6707e-05i,-0.00028403-4.3256e-05i,-0.000276-0.00042254i,3.7628e-05-0.000731i,0.00078807-0.00087885i,0.00032525-0.0011056i,-0.00029431-0.00063712i,-0.00013163-8.9759e-05i,-0.00050552+0.00065279i,-0.00088645+0.00068724i
-0.00088825+0.00044867i,-0.0004749+0.0012715i,-0.00016406+0.00021988i,7.1073e-05-0.00075782i,-1.1203e-05-8.9288e-05i,-0.00027305-0.0001162i,-0.00080856-0.00069571i,-0.001329-0.00036153i,-0.0019892+0.00025849i,-0.001836+0.0003243i,-0.00063961+0.00028771i,-0.00023648-0.00010974i,-0.00098635-0.00073883i,-0.0015946-0.0013444i,-0.001035-0.0016054i,-0.00015399-0.00085902i,-0.00010241-5.6831e-05i,-0.00075056-4.5239e-05i,-0.00046952-0.00040472i,-0.0002757-0.00011012i,-0.00080373+7.5583e-05i,-0.00095773-0.00022144i,-0.00073011-0.00073619i
0.00069277+0.00041478i,0.00034903-0.0015828i,0.00057641-0.0023152i,0.00039607-0.0018623i,-0.00074311-0.0015021i,-0.0007286-0.0014421i,0.00032916-0.00081946i,0.00041207+0.00032934i,0.00074353+0.00047033i,0.00052773+0.00015873i,-0.00045506-5.6183e-05i,-0.0010104+0.00020292i,-0.0011508+0.00034651i,-0.00072743+0.00045743i,-0.00086427+0.00058176i,-0.0011949+0.00020715i,-0.00059865+4.5153e-05i,0.00019907+0.00021081i,0.00067051+0.00035596i,0.0010154+0.0003878i,0.00050581+0.00010677i,-0.00021985-2.9622e-05i,-0.00010426+0.00019846i
0.0011471+0.00065847i,0.00074239-0.00056419i,0.00073676-0.0018927i,0.00058636-0.002495i,0.00042572-0.0025157i,5.7087e-06-0.0018048i,-0.00022882-0.00077341i,-3.1041e-05-0.00014097i,0.00022351+0.00015762i,2.5094e-05+0.00046927i,-4.6111e-05+0.00034722i,-0.00030839+0.00034939i,-0.00074329+0.00053583i,-0.00067205-8.2073e-05i,-0.00048025+0.00015391i,-0.00042157+0.00015467i,0.00043529-0.00041793i,0.00034474-0.00042105i,-7.0009e-05-0.00013053i,0.00034072-4.5683e-05i,-7.251e-05-0.00029726i,-0.0007655+0.00032132i,-0.00084919+0.00063449i
