0.000132+0.00024705i,0.00041949-0.00048324i,-0.00090267-0.00012886i,-0.0014521+0.00051768i,-0.0007691+0.00082205i,-9.5977e-05+0.0013783i,-0.00015207+0.0020309i,-0.00011946+0.0021705i,0.00046163+0.0012519i,0.00031665-7.388e-05i,-0.00033482-0.00068712i,-0.00082588-0.0005809i,-0.0010003-0.00032846i,-0.00076489+0.00015453i,-0.00055471+0.00046074i,-0.00053694+0.00067345i,-2.6022e-05+0.00091442i,0.00037532+0.00049037i,-0.00016263+0.0002684i,-0.00048076+0.00049526i,-7.5542e-05-7.7131e-06i,0.00077015-0.00071628i,0.00098184-0.00012098i
-0.0010136+0.00060946i,0.00010713+0.00062149i,0.00030819+0.00030664i,0.00027361-7.5233e-05i,-9.8181e-05-0.00023157i,0.00050527-0.00028665i,0.0011365+0.0004748i,0.00056759+0.00063637i,-0.00014112+2.7368e-05i,-0.00013356+0.00027503i,0.00058902+0.00045825i,-0.00047981+0.00037647i,-0.0019771+7.9335e-05i,-0.0020623-9.4961e-05i,-0.00096528+4.2438e-05i,-0.00042956+0.00028018i,-0.00052872+0.00055579i,0.00026416+0.0005195i,0.00065537+1.2656e-05i,8.5169e-05-0.00040488i,-0.00054892-0.0005356i,-0.00043066+4.8125e-05i,0.00011358+0.00057255i
0.00089322-0.00013425i,-0.00018357-0.00065017i,-0.00020908-0.00094857i,0.00058482-0.0013265i,0.0015076-0.0018854i,0.0010736-0.00234i,0.00024846-0.0019673i,-0.00032891-0.00066454i,-0.00015743+0.00090518i,0.00017016+0.0013468i,-3.8559e-05+0.00090828i,-0.00073961+0.00075588i,-0.0013962+0.00087341i,-0.00092591+0.0013913i,-0.00048958+0.0013191i,-1.578e-05+0.00064566i,-0.00018227+1.9852e-05i,-2.2332e-05+9.1682e-05i,0.00051216+0.0009752i,-0.00014596+0.0012i,-0.00087151+0.00070992i,-0.001044+0.00060305i,-0.0011561+0.00011526i
0.00028995+0.0012311i,0.00021364+0.0006557i,0.00054722+0.0012224i,0.00023547+0.0013358i,0.00099961+0.00033294i,0.0011813-0.00055349i,0.00087541-0.00036313i,0.0008366+0.00061318i,0.00036692+0.00067156i,6.6219e-05+0.00031239i,0.00026517-0.0002541i,0.00083259-0.0006326i,0.00061053+0.00026258i,-0.00046233+0.0003318i,-0.00076978-0.00041463i,-0.00049625-0.0004579i,-0.00022431-0.00039715i,0.00022495-0.00015987i,0.00075306-8.0874e-05i,0.00091847-0.00024931i,0.00050404-0.00039462i,0.00032087-0.00041721i,0.00051799-0.0004248i
-0.00033323-0.00092823i,-0.001276-5.8953e-05i,-0.00099989+0.00010897i,0.00050618+0.00012957i,0.0012205-0.00034781i,0.00054689-5.0723e-05i,0.00014877-5.8411e-05i,0.00017074+0.00014245i,-1.3757e-05+0.00056732i,-8.6747e-05+0.00058603i,-0.0002512+0.00091269i,6.2877e-05+0.0011624i,-0.00054965+0.00089429i,-0.00064421+0.00076628i,-0.00034018+0.0014038i,6.3639e-06+0.00055078i,0.00057412-0.00027678i,0.00022876-0.00044723i,-0.0005132-0.00085452i,-0.0002584-0.00048891i,0.00039395+0.00012733i,-0.00046978+0.00037508i,-0.00082754+9.2771e-05i
-0.0022305+0.0013771i,-0.0013547+0.0013427i,-0.0004607+0.0021642i,-2.8573e-05+0.0016874i,0.0012329+0.00053622i,0.0014641-0.00039738i,0.00081369+0.0001762i,0.00060406+0.0017428i,0.000516+0.0018551i,0.00046864+0.0012218i,0.00093309+0.0014607i,0.00071872+0.0012811i,-0.00022758+0.00063383i,-1.228e-05+0.00078614i,-5.2531e-05+0.00041126i,-0.00051827+0.00036841i,-5.2672e-05+0.0010012i,0.0004147+0.00090327i,0.00052461+0.0011744i,-0.00024905+0.00096598i,-0.00027436+0.00045309i,0.00099875+0.00075259i,0.0013895+0.0003471i
-0.0010601-0.0012797i,-0.0011057-0.0015202i,-0.0018403-0.0013439i,-0.0015265-0.0011948i,-5.8815e-05-0.00055193i,0.0011593+0.00051436i,0.00083365+0.00020797i,-0.00022762-8.4551e-05i,-0.0007826-0.00019186i,-0.0008637-0.00037702i,-0.00088425+0.00013693i,-0.00060537+0.00050427i,4.5741e-05+0.00056928i,0.00058981-0.00011783i,0.00053085-0.00034694i,0.00060585-4.721e-05i,0.00088449-0.00012761i,-7.4649e-05-0.00086243i,-0.00058707-0.0015445i,-0.00080698-0.0012862i,-0.00096231-0.00068901i,-0.00052354-0.00073971i,0.00022074-0.00092313i
-0.0010496-0.0014965i,-0.00092448-0.00031502i,-0.00057303+0.00036387i,-0.00079818+0.00082079i,-0.00047536+0.00025143i,-2.1936e-05-7.0472e-05i,-0.00033612+0.0001711i,-0.00068576+0.00026061i,-0.0010621+9.7372e-05i,-0.0013343-4.1546e-05i,-0.00067661+3.1717e-05i,-0.00014249+0.00020641i,-6.778e-05+0.00046791i,0.0002294+0.00077527i,0.00066343+0.0005572i,0.00044247+0.00073284i,0.00072745+0.00084101i,0.0012072+0.00011396i,0.00034919+4.4544e-05i,-0.00040451+8.739e-05i,-0.00039155+0.0004878i,0.00044009+0.0011655i,0.00045722+0.00023307i
-4.9057e-05+0.00011199i,-0.00022163-0.0003724i,-0.00049848-0.0005899i,0.00033756-0.0002169i,0.0013446+0.00070352i,0.0011819+0.0011082i,0.00039472+0.0010369i,0.00087814+0.0014905i,0.00099323+0.0014713i,0.00068869+0.0010858i,0.00069329+0.0004172i,8.7981e-05+0.00021627i,-6.1891e-07+0.0005543i,-0.00035921+0.0013242i,-0.0008568+0.0010215i,-0.00059588+0.00061913i,-0.00066025+0.00062719i,-0.00037084+0.00040818i,0.0001849-0.00014359i,0.00024207-0.00065487i,-7.0626e-05-0.00086477i,0.00057117-0.00099774i,0.00070845-0.00042697i
-0.00084066-0.00015163i,-0.00088746+0.00029348i,-0.001131+0.00063446i,-0.00038073+0.00050065i,0.00067985+5.3609e-05i,0.00069861+0.00031874i,6.8256e-05+0.00082016i,-0.00025821+0.00076108i,0.00022621+0.0011801i,0.00072869+0.0009963i,0.001194+0.0004647i,0.00092141+0.00031212i,-0.00064851+0.00028771i,-0.0012995+0.00034317i,-0.0012385+0.00039968i,-0.00048581+0.00061062i,0.0008727+0.00051062i,0.00053374+0.00039632i,8.7406e-05+0.00032145i,0.00062864-0.00032449i,-0.00039359-0.00063694i,-0.00089587-0.00053106i,0.00015864-0.00025438i
0.00095059-0.0010166i,0.0014577-0.0018645i,0.00094756-0.0020885i,9.8992e-05-0.0018602i,0.00042219-0.00084895i,0.00060685+0.00040319i,0.00042107+2.5692e-05i,-0.00038184+0.00021442i,-0.0013289+0.00061702i,-0.0016281+0.00047922i,-0.0021642+0.00039184i,-0.0014407+0.00045127i,-0.00036305+0.00074302i,-0.00071874+0.0011122i,-0.00090604+0.0012095i,-0.00011058+0.0016808i,0.00022984+0.001978i,0.00024215+0.00099492i,-0.00010436-0.00036319i,-0.00012819-0.00089324i,0.00041752-0.00027015i,0.00099609-0.00038699i,0.00081531-0.00052067i
-0.0022429-0.0027749i,-0.0019426-0.0034686i,-0.0027866-0.0028538i,-0.0031561-0.00092123i,-0.0015368+4.2416e-05i,-0.00026742+0.00052069i,-0.0003933+0.00050807i,-0.0010489+0.00060273i,-0.0011235+0.0012305i,-0.00064838+0.0013379i,-0.00064149+0.0016916i,-0.00023741+0.0021621i,0.0005185+0.0017459i,0.00045144+0.0008223i,0.00051423+0.00066946i,0.00056123+0.00085912i,0.00075524+0.00090321i,-0.00022497+0.000641i,-0.0017432+7.1663e-05i,-0.0011845-5.4635e-05i,-0.00038064+0.00047831i,-0.00078411+0.00074788i,-0.0009411+0.00087939i
0.0016351+0.00069197i,-0.0001078+0.0005992i,0.00091748-0.00059307i,0.0022101-0.0014955i,0.0015727-0.0014625i,0.00058622-0.00055881i,3.9525e-05-1.4949e-05i,0.00017346-0.00039665i,0.00087915-0.0007291i,0.00066404-0.00060141i,0.00038997-0.00037306i,0.00061414-0.00034674i,6.6571e-05-0.00030195i,-0.0002229+0.00014561i,-0.00012231+0.00079832i,0.0004884+0.00088205i,0.00050799+0.00049327i,0.00048565+0.00038913i,0.00069081+0.00057762i,0.00083512+5.6527e-05i,0.00043297-0.00086304i,-5.9069e-05-0.00080283i,-0.00021094-0.00041818i
0.00015228+0.0011461i,-8.2585e-05+0.000607i,-0.00018413+0.00048183i,0.0013336+0.00063405i,0.0019628+1.8099e-05i,0.00098637-0.00032048i,0.00022229-0.00044272i,-0.00044009-0.00061621i,-0.00066933-0.00057175i,-0.00040582-0.00039659i,-0.0012252-2.2295e-05i,-0.0013683+0.00046329i,-0.00121+2.9115e-05i,-0.0018083-0.00039317i,-0.0012817+0.00047468i,-0.00058359+0.0012478i,-0.00027588+0.00087615i,0.00026994+0.00081334i,0.00044557+0.0010428i,0.0002289-0.00011497i,0.00033905-0.001112i,-6.2337e-05-0.0005483i,-0.00062287+0.00011156i
-0.0026326+0.00081212i,-0.0026931+0.00086813i,-0.0021398+0.0018403i,-0.0010368+0.0021824i,-1.0449e-05+0.0017532i,0.0012116+0.001198i,0.00087774+0.0010373i,6.7127e-05+0.00056907i,0.00041582+0.0005092i,0.00039974+0.0010183i,5.8186e-05+0.0014342i,-0.00011543+0.001176i,-0.00023284+0.00050021i,9.3163e-05-0.00015333i,0.00027406+2.5648e-05i,-0.0002873-8.0231e-05i,-0.00018944-0.00045778i,-6.2564e-05+0.00028638i,-0.00048466+0.00060616i,-0.00031124+0.00040562i,-0.0004436+0.00060708i,-0.00047136+0.00060097i,-0.00014578+0.0002285i
-0.001762+0.0003178i,-0.00073707+3.5334e-05i,0.00042273+0.0012567i,0.00088373+0.0015906i,0.0020097+0.00066636i,0.0021527+3.8331e-05i,0.0012585-0.00066939i,0.0012903-0.00026846i,0.0012518+0.0003399i,0.00019607+0.00042344i,-0.00061003+0.00072435i,-0.00025642+0.00062091i,-0.00024003+0.00015278i,-0.00038701+0.00073421i,-0.00043383+0.00070561i,-0.00061946-4.4461e-05i,-0.00019259+0.00032558i,7.215e-05+0.00077869i,-0.00030594+0.0002006i,7.9788e-05-6.5738e-05i,0.00078376-6.4346e-05i,0.00060628-0.00011802i,0.00061074-0.00021974i
0.00059515+0.0002776i,0.00036227+0.00022451i,0.00013558-0.0010746i,0.00078358-0.0010118i,0.00069333-0.00049928i,-0.00022716-9.5552e-05i,0.00018522+3.8414e-05i,0.00066337+0.00023633i,0.00026377+0.00048564i,-0.00073608+0.00065965i,-0.0011474+0.0004673i,-0.0012607+0.00020621i,-0.0013981+0.00056002i,-0.0013423+0.00020678i,-0.001081+0.00018454i,-0.00017752+0.00049014i,0.0012744+0.00031931i,0.0014238+0.00032597i,0.00065148+0.00017854i,5.3535e-05-0.00040787i,-0.0001266-0.00050502i,0.0001182+0.00018096i,0.00051506+0.00015085i
0.002897-0.00015966i,0.0014289-9.5392e-05i,0.0011365-0.0010424i,0.001032-0.0022944i,0.00079533-0.0020996i,0.0014621-0.00051675i,0.0012919+0.00025925i,0.00014563+0.00023104i,-8.3164e-06+0.00015903i,-9.1261e-06-0.00021417i,-0.0008114-0.00047265i,-0.0011654+0.00040361i,-0.00049205+0.00067736i,0.00028503+0.0002972i,0.00046921+0.00046831i,-2.0058e-05+0.00048295i,-0.00042855+0.00074141i,-0.000807+0.00079079i,-0.00084647+0.00014307i,5.2896e-05-0.00053901i,8.2876e-05-0.0010464i,-0.00024597-0.00085134i,0.00018066-0.00034108i
0.00044936+0.0013739i,-0.00074797-5.4692e-05i,-0.00066232-0.00074318i,0.00057419-5.7475e-05i,0.0013257+0.00029434i,0.0008908-6.624e-05i,6.0139e-05-0.00071189i,-0.00038803+0.00022276i,5.3601e-05+0.0015421i,0.00013691+0.0019315i,-0.00023823+0.0011297i,-0.0008181-0.00045126i,-0.0013281-0.00097082i,-0.00149-0.00048209i,-0.00098776+0.00015668i,3.1526e-05-2.2315e-05i,-0.00013512-0.00024724i,-0.00060619+0.00019777i,-0.00044369+0.00055912i,-7.8271e-05+0.00053474i,0.00012516+0.00025425i,0.00031813+0.00053526i,0.00058374+0.00054969i
0.00068884+0.0021565i,0.0015198+0.0012653i,0.002178+0.00065978i,0.0019201+0.00031763i,0.001512-0.00025423i,0.00077476-0.0010507i,0.0011091-0.0012122i,0.0020867-0.00015949i,0.0015192+0.0016176i,0.00042694+0.001712i,0.00030782+0.00096549i,-0.00056313+0.00089857i,-0.0012923+0.00022136i,-0.00053141-0.00047996i,0.00039745-0.00082054i,0.0008908-0.00067821i,0.0012567-7.8284e-05i,0.00031761+0.00020906i,-0.00061057-8.9395e-05i,-0.00026045-0.00034496i,0.00016473-0.00015077i,0.00012242-0.00045318i,8.7503e-06-0.0006283i
-0.0010899-0.00095798i,-0.0021826-0.00071347i,-0.001659-0.0012918i,2.995e-05-0.00054743i,0.00062734-0.00032706i,0.00059764-0.00021264i,-9.8103e-05+0.00059819i,-0.00040309+0.00090963i,0.0001792+0.00040778i,0.00037103+0.00029372i,0.00011328+0.0009317i,-0.00079609+0.0014827i,-0.0012315+0.0012938i,-0.0006327+0.00096969i,0.00036545+0.00078271i,0.00049524+0.00054388i,0.00057379+0.00048432i,0.0007966+1.2319e-05i,0.00032491-0.00071324i,6.308e-06-0.00027737i,0.00016634+0.00039296i,0.00031486-0.00014812i,0.00035018-6.5992e-05i
0.00048227-0.0011554i,0.00080252-0.00093793i,0.0001398-0.00076287i,-0.00069546-0.00060225i,0.00049041-0.00029516i,0.001524+0.00010434i,0.00087472+0.0007442i,0.00016786+0.00014343i,0.0001373-0.00010819i,-0.00031442+0.00090178i,-0.0010615+0.0011525i,-0.0011411+0.00099186i,-0.00029094+0.00087458i,7.3327e-05+0.0012244i,0.00032436+0.00095086i,0.0011885+0.00076702i,0.00098266+0.0012939i,0.0003556+0.00023714i,0.00013792-0.00093192i,-0.00025535-0.0010597i,-0.00028712-0.00054166i,-1.347e-05+0.00045827i,-0.00021719+0.00087514i
-0.0019767-0.0022129i,-0.0024512-0.0024209i,-0.0026628-0.0017637i,-0.0024017-0.001068i,-0.0015016-0.00063901i,-1.4243e-05-0.0003534i,0.00048401-0.00042523i,-8.2886e-05-0.00025622i,-0.00077902-0.00027435i,-0.0010913+0.00069449i,-0.00098284+0.001681i,-0.00027919+0.00096989i,0.00018159+0.00023189i,2.2527e-05+0.00092499i,-0.00013626+0.0011081i,0.00026429+0.00080117i,0.00049703+0.00073501i,0.0004392+0.00056095i,-0.00010468+0.00048006i,-0.0004811+0.00012318i,-0.00055031-0.00021368i,-0.00038513-0.00013011i,-0.0003534-5.574e-05i
0.0010033+0.0019203i,0.0010183+0.0011218i,0.0011401+0.00029221i,0.00070977+0.00014927i,0.00028656+0.00054365i,-0.00014047+0.00029043i,-0.00034916-0.00053226i,-0.00044484-0.00054132i,0.00041379+0.00058994i,0.00024558+0.00092944i,-0.0010696-3.3838e-05i,-0.0010172+4.3302e-05i,-0.0012509+0.00059023i,-0.0012959+0.00090213i,-0.00070913+0.00138i,-0.00085976+0.0012611i,-0.00063363+0.00046753i,0.00024696+0.00033413i,0.00078726+0.00084498i,-0.00016347+0.00042794i,-0.00017871-0.00042107i,0.00026721-0.00027942i,-0.00038731+0.0005033i
-0.00011497+0.00099571i,-0.00021272+0.00133i,0.00044718+0.0010134i,0.00068152-0.00071524i,0.0010169-0.0018377i,0.0016265-0.0011798i,0.0014906-0.00068613i,0.0012068-0.00094341i,0.00092625-0.00079149i,0.0003713+0.00025565i,-0.00037024+0.0010986i,-0.0014519+0.0010298i,-0.0020443+0.00022309i,-0.0014232+0.00035072i,-0.00070742+0.00067382i,-0.00013971+0.00050367i,0.00056897+0.00068939i,0.0010756+0.00068433i,0.00084757-0.00021705i,0.00057316-0.00054818i,0.00070069-0.00080414i,0.00099124-0.0011289i,0.0012383-0.0004863i
0.0018194+0.0010691i,0.0013947+0.0002987i,0.00029683+0.00034914i,0.00078206-0.00022882i,0.00121-0.00025497i,0.00055987-0.00012328i,0.00030479-0.00054914i,0.00024463+4.579e-07i,-9.2131e-05+0.00067779i,-0.00052479+0.00088024i,-0.00036155+0.0004672i,-0.00025488-2.0148e-05i,-0.00050864+0.00023471i,-0.00055247+0.0012727i,-0.00012023+0.0013474i,0.00075374+0.0010264i,0.0003033+0.0012543i,-0.00049743+0.0006031i,-0.00020154-0.00044777i,0.00015697-0.00047256i,0.0005271-0.00047598i,0.00034573-0.00072986i,0.00025176-0.00019052i
0.00052423+0.0015741i,0.00014072+0.0018921i,0.00084242+0.0013792i,0.0013761+0.001465i,0.0016119+0.00066919i,0.0012303-0.00060966i,0.00028894-0.00034127i,-0.00019817+0.00084676i,-0.00027017+0.0018873i,-0.00046516+0.0012765i,-0.00069316+0.00062382i,-0.0004823-0.00031457i,-0.00063712-0.00035831i,-0.00088552+0.00050175i,-0.00074272+7.7301e-05i,-0.00042064-0.00034516i,-0.00019375-6.9886e-05i,-0.00073635+0.00040861i,-0.0010978+0.0010098i,-8.6983e-05+0.00065795i,0.00016727+0.00079888i,-3.552e-05+0.00081647i,-9.7988e-06-0.00039942i
-0.00049911-0.0017223i,-0.00084659-0.0013831i,-0.0014904-0.0004744i,-0.00077934+7.0826e-05i,0.00014636+0.0012078i,0.0011125+0.0014742i,0.0015533+0.00024116i,0.00092536+0.0002119i,-0.00060313+0.00057905i,-0.00051999+0.00027266i,0.00029795+0.0010738i,-0.00078777+0.0014793i,-0.0016943-0.00020043i,-0.0011371-0.0010837i,-0.00034475-0.00017624i,0.00052743+0.00056793i,0.00035717+0.00072493i,-0.00042388+0.00091128i,-0.00013047+0.00027228i,4.9494e-05+0.00028041i,-0.00030183+0.00041794i,-0.00074616+0.00010011i,-0.00057754-0.00018541i
0.0015058-0.00091205i,0.001478-0.00087991i,0.0014401-0.0013673i,0.0012133-0.0014187i,0.0016992-0.0011113i,0.0022754-0.00082689i,0.0013358-0.00068868i,0.00016059-0.0007173i,-0.00030291-6.7047e-05i,-0.0010731+0.00095395i,-0.0016621+0.00077413i,-0.001329+0.00012474i,-0.00062785+0.00044688i,-0.00080277+0.00068092i,-0.00028334+0.00016399i,0.000863+0.00057581i,0.00079381+0.0010474i,0.000762+0.00034163i,0.00028182-0.00021405i,-0.00040978+1.0921e-05i,-0.00066702+0.00023549i,-7.11e-05+0.00078687i,0.00086381+0.0012686i
0.0021035-0.0014661i,0.0013683-0.00047623i,0.00070135-0.0015191i,-0.00012753-0.001646i,-0.00068964-0.00047259i,-0.00032829-0.0001225i,-7.4336e-05-3.5108e-05i,-0.00071989+0.00054472i,-0.0013269+0.00046324i,-0.0011389+0.00017835i,-0.00066357+0.00098955i,-0.00074476+0.001412i,-0.00042687+0.00098951i,-0.00038366+0.0011505i,-0.00067197+0.0016148i,-0.00039811+0.0012419i,0.00071662+0.00056673i,0.0016147+0.00053021i,0.0011714+0.00061953i,0.00074807-1.5001e-05i,0.00075807-0.00028588i,0.00032431-0.0001764i,-0.00025065-0.00044576i
-0.0021233+0.0025337i,-0.0018571+0.0021435i,6.6035e-05+0.0022308i,0.0010472+0.0023556i,0.0010711+0.0011873i,0.00025636+0.00033807i,-0.00029142+0.00086041i,-0.00010276+0.0019889i,-0.00017742+0.0018558i,-0.00045064+0.0014374i,-0.00051265+0.0015341i,-0.00051764+0.00095207i,-0.00036795+0.00092191i,-0.00026438+0.00083886i,-8.4045e-05+0.00045317i,-1.3018e-05+0.00013716i,-0.00013357+0.0002152i,-0.00015477+0.00055299i,0.00038251+0.00012238i,0.00051626-0.00070054i,0.00040404-0.00085383i,0.00026083-0.00093193i,-0.00045032-0.00071128i
0.00043083+0.001393i,0.00059288+0.0013292i,0.00067904+0.0015009i,0.0011707+0.0007364i,0.0019026+0.00018783i,0.002139+0.00037843i,0.0018462+0.00024915i,0.0014956+0.0010605i,0.00080862+0.001324i,0.00032347+0.0013352i,0.00030525+0.00076387i,-0.00016239+5.277e-05i,-0.00034785+0.00024943i,-0.00067044+0.00032028i,-0.0013055+0.00035127i,-0.00078091+1.9393e-05i,0.00040695-0.00018781i,0.00099263-0.00017073i,0.00067665-3.8051e-05i,0.00088441+0.0001567i,0.0010366-0.00051165i,0.0002852-0.00085695i,-0.00034888-0.0008843i
-0.0011775-0.0010619i,-0.00095372-0.0015827i,-0.0010211-0.0015392i,0.00042602-0.00023443i,0.0015669+0.00035832i,0.0015424-0.00033134i,0.00096517-0.00022891i,0.00090075+0.00022685i,0.00022527+0.00033171i,-0.00035578+0.00031821i,1.1452e-05+0.00021296i,-2.3112e-05+0.00059676i,0.00040701+0.00090895i,0.00065283+0.00091648i,0.00010101+0.00061834i,0.00054665+0.00064705i,0.00076003+0.00027741i,0.00015584-0.00017563i,-0.0003973-0.00012248i,-0.00062916-7.4435e-05i,-0.00052278+0.00044232i,-0.00028767+0.0003985i,0.00010895+3.4279e-05i
0.00019389-0.002802i,0.00088212-0.0022541i,0.00013466-0.0020748i,-0.00078968-0.00096079i,-0.0010188+0.00029281i,-0.00072403+0.00069707i,-0.00092824+0.0010969i,-0.00019839+0.0012312i,0.0010675+1.4603e-05i,0.00062159-0.00025853i,-0.00042907+0.00096227i,-0.00098233+0.00081156i,-0.0012407+0.00014647i,-0.0010398+0.00028607i,-0.00052732+0.00017973i,-5.4092e-05+0.00037436i,4.5834e-05+0.00072057i,0.00014704+0.00077582i,-7.2225e-05+0.00065789i,3.3872e-05+0.00088145i,8.4413e-05-0.00030632i,-0.00026807-0.0011256i,-0.00035769-0.00054376i
0.0014847+0.00017778i,0.00052438+0.00066261i,0.00081899+0.001325i,0.0019238+0.00033243i,0.0022542-0.00054877i,0.0015691-9.2361e-06i,0.00019204+0.00030393i,-9.4807e-06+0.00080712i,-0.00024336+0.0016659i,5.3813e-05+0.0011286i,0.00037008+0.00026017i,-9.6498e-05-0.0001228i,-0.0002871-0.00013282i,-0.00061243-0.00012185i,-0.0007334+0.00021377i,-1.3546e-05+0.00055289i,0.00026384+0.00080237i,-6.7371e-05+0.00087693i,-0.00060683+0.00085406i,-0.00073301+0.00036579i,-0.00055122-0.00043099i,-0.00094308-0.00092194i,-0.00061229-0.00028455i
0.0012268+0.0010337i,0.001687+0.00057559i,0.0030554+0.00057597i,0.0037261+9.3589e-05i,0.0025826-0.00029297i,0.00090197-0.00068976i,0.00043934-0.00080076i,3.7382e-05+0.00036847i,-4.7711e-06+0.0010212i,0.00023586-9.806e-05i,0.00012423-0.0010915i,-0.00071166-0.00057709i,-0.0014351-0.0002428i,-0.001118-0.00024498i,-0.00042044-0.00047131i,0.00077623-0.0004239i,0.0014184+0.00028982i,0.00070264+0.0001383i,0.00058418+4.8246e-05i,0.00092036+0.00014316i,0.00022076+0.00041243i,-0.00028526+0.00047548i,-0.00080379+3.6057e-05i
-0.0012186-0.00099874i,-0.0013091-0.00010621i,-0.0022175+0.0005719i,-0.0013558+0.0010532i,0.00027438+0.0014056i,0.00071302+0.00083547i,0.00042619+0.00013422i,-7.3995e-05+0.0003599i,0.00027786+0.0010914i,0.0003223+0.001412i,-0.00055988+0.00089874i,-0.0010058+0.00044306i,-0.0004992+0.00026385i,-8.0993e-05+0.00015191i,-0.00042778+0.00028703i,1.5735e-05+0.00033506i,0.00040493+4.4201e-05i,0.00017456-2.9598e-05i,0.00023007+0.00016244i,-0.00039818-3.0509e-05i,-0.0014334-0.00054993i,-0.0013917-0.00024607i,-0.00074337+0.00038403i
0.0021506-0.0012018i,0.0017369-0.0017682i,0.0013704-0.002149i,0.00092805-0.002188i,0.00080944-0.0015822i,0.00080791-0.00034817i,0.00051319-3.1301e-05i,0.0010289+0.00028252i,-3.1445e-05+0.00057792i,-0.0013818+7.7805e-05i,-0.0010348-0.00069642i,-0.0014517-0.00050182i,-0.0017614+0.00046569i,-0.0016722+0.0010641i,-0.0017245+0.00087521i,-0.00042504+0.00069044i,0.00047295+0.00051689i,0.00021403+0.00031648i,0.00060832+1.8323e-05i,0.0005585-0.00013507i,0.00013678+0.00010749i,-0.00043724+0.00049477i,-0.0010677+0.00087437i
0.001135-0.00014933i,0.00027559-0.00050566i,-0.00038781-0.00016117i,-0.00056967+0.00031966i,-0.00062895-0.00010703i,-0.00076136-4.9449e-05i,-0.0006856+0.00099596i,-0.00028397+0.00058248i,0.00019879+0.0003919i,-0.00013225+0.0011299i,-0.00069557+0.00068605i,-0.0010041+0.0001426i,-0.00073324+0.00066674i,-0.00040921+0.00061696i,-0.00069647+0.00021988i,-0.00052079+0.0010407i,-0.0002151+0.0013447i,0.00038744+0.00035592i,7.9411e-05+5.8802e-05i,-0.00013926-1.9168e-05i,0.00014521+4.7073e-06i,-0.00048996+0.00029498i,-0.0004219+0.00038802i
0.00058746+0.00024465i,0.0012363-6.1513e-05i,0.0011858-0.00080897i,0.001413-0.00018832i,0.0010787+0.00063873i,0.00061021-0.00031804i,0.0014299-0.00098015i,0.0015438-0.00053628i,0.00087886+0.00019037i,0.00086836+0.00078672i,0.00042047+0.0008497i,-0.00066982+0.00098269i,-0.0013337+0.00056236i,-0.00096354+0.00020391i,-0.00016024+0.00059366i,-0.00023615+0.0010953i,0.00032185+0.0010618i,0.0012379+0.0006784i,0.00010229+8.5222e-05i,-0.00083659-0.00033769i,-0.00071744-0.00036014i,-0.00067217-4.0687e-07i,-0.00036792+0.00045615i
7.8176e-05-0.00076775i,0.0004556-0.0002196i,0.0006089+0.00015142i,0.00055382+0.00025192i,0.00071019+3.3491e-05i,0.0011704-0.00068275i,0.00066806-0.00089934i,0.00025639-0.0004897i,0.00046167+0.00010378i,-0.00045524+0.00081883i,-0.0015413+0.00022651i,-0.0010841-0.00043141i,-0.00014396-5.7219e-05i,0.0001423+0.00012604i,0.00040976+0.00076046i,0.00034879+0.00061862i,0.00017614-0.00038952i,0.00018156-0.00017046i,0.00034457+0.00024856i,0.00032324+0.00033775i,-4.0701e-05+0.00038546i,0.00046308+0.00032166i,6.5267e-07-0.00020853i
-0.00097838-0.00089909i,-0.0012297-0.0019569i,-0.0013857-0.0020148i,-0.00085431-0.0013068i,-0.00035231-0.00073509i,0.00045053-0.0011289i,0.00099808-0.00079473i,0.00088327+0.00080256i,0.00070584+0.0015145i,0.00036164+0.001362i,0.00033987+0.00070561i,-0.00020565+0.00045734i,-0.00054397+0.00032338i,-5.1192e-05-1.6294e-05i,0.00038221+9.2099e-05i,0.00038802-0.00015503i,-9.9154e-05-0.00091059i,-0.00029083-0.0007897i,-0.00011497+0.00025946i,-6.8107e-06+1.0286e-05i,6.4884e-05-0.00016845i,0.00022618+0.00042852i,0.00046786+0.00015576i
0.00088361+0.0010249i,0.0022043+0.00042296i,0.0031547+0.00055161i,0.002701+2.9747e-05i,0.001988-0.00097579i,0.00042312-0.00031569i,-0.00023738+0.00040866i,7.2505e-05+0.00061167i,-8.1152e-06+0.00018745i,-7.3602e-06-0.00063614i,9.2682e-05-0.00067939i,-0.00022568+0.00028129i,-0.0010066+0.00026696i,-0.00072864-0.00038264i,-0.00035834-0.0004544i,-0.0001845-9.9319e-05i,-4.1056e-05-0.00031279i,-0.00043346-0.000259i,-0.0004329-8.9989e-05i,0.00028058-0.00059298i,0.00069028-0.00037467i,-0.00044831+1.139e-05i,-0.00089466+0.0006373i
0.00016447-0.0021585i,0.00070783-0.0023259i,0.00014115-0.0013587i,-0.0012603+9.2158e-05i,-0.0010805+4.5031e-05i,9.7564e-05-0.0006243i,0.00088571-0.00017153i,0.0010764+0.00018747i,-4.9334e-05+0.00011497i,-0.001389+1.7571e-05i,-0.0014773+0.00031546i,-0.001212+0.001634i,-0.00071662+0.0018426i,-0.00057275+0.0008476i,-0.00026599+0.00061875i,0.00025706+0.0006995i,0.00082796+0.00029132i,0.0011069-0.00038724i,0.00056073-0.00040643i,0.00012299+9.4992e-05i,-0.00010462+0.00039408i,-0.00056376+1.706e-05i,0.00011952-0.00048244i
