0.000132+0.00024705i,0.00041949-0.00048324i,-0.00090267-0.00012886i,-0.0014521+0.00051768i,-0.0007691+0.00082205i,-9.5977e-05+0.0013783i,-0.00015207+0.0020309i,-0.00011946+0.0021705i,0.00046163+0.0012519i,0.00031665-7.388e-05i,-0.00033482-0.00068712i,-0.00082588-0.0005809i,-0.0010003-0.00032846i,-0.00076489+0.00015453i,-0.00055471+0.00046074i,-0.00053694+0.00067345i,-2.6022e-05+0.00091442i,0.00037532+0.00049037i,-0.00016263+0.0002684i,-0.00048076+0.00049526i,-7.5542e-05-7.7131e-06i,0.00077015-0.00071628i,0.00098184-0.00012098i
-0.13732+0.010048i,-0.35298-0.013223i,-0.52847-0.064035i,-0.47487-0.082276i,-0.29128-0.062906i,-0.17438-0.056241i,-0.118-0.041083i,-0.060314-0.035837i,-0.042526-0.053794i,-0.063056-0.029531i,-0.055002+0.027326i,-0.027605+0.041298i,-0.020493+0.019588i,-0.020841+0.010807i,-0.0071065+0.013935i,0.016545+0.00070634i,0.038775-0.036344i,0.051144-0.079854i,0.042539-0.10269i,0.014199-0.086992i,-0.0069205-0.048189i,-0.0031391-0.01678i,0.0077522-0.0065274i
0.1226-0.040134i,0.32221-0.060184i,0.48757-0.037289i,0.42626+0.0064474i,0.22112+0.04442i,0.091701+0.095167i,0.052281+0.098991i,0.01416+0.067704i,-0.006316+0.064432i,0.022986+0.048675i,0.054001-0.0016882i,0.051001-0.031766i,0.031983-0.019144i,0.018116+0.0020758i,0.0097119+0.0066005i,-0.0087287+0.0056016i,-0.040543+0.016941i,-0.071195+0.033546i,-0.080785+0.043419i,-0.057891+0.047752i,-0.024143+0.041988i,-0.0082842+0.023199i,-0.0065814+0.0046636i
-0.10092+0.072038i,-0.27577+0.12623i,-0.43064+0.12774i,-0.37593+0.064267i,-0.1607-0.024778i,-0.011942-0.11359i,0.025095-0.11845i,0.047034-0.059014i,0.070309-0.03457i,0.041166-0.033712i,-0.017822-0.013623i,-0.044034+0.0080351i,-0.032475+0.010032i,-0.014412+0.0005713i,-0.00312-0.0012613i,0.015415+0.0095223i,0.047131+0.021896i,0.076472+0.033017i,0.086733+0.036342i,0.071923+0.018936i,0.043507-0.0031173i,0.019623-0.005011i,0.0047009+0.0052338i
0.075733-0.078843i,0.22223-0.15818i,0.36522-0.18103i,0.31573-0.11332i,0.096752-0.0047082i,-0.061222+0.084206i,-0.082132+0.082624i,-0.062245+0.019902i,-0.057568-0.0059171i,-0.028436+0.018034i,0.016912+0.036309i,0.031053+0.029585i,0.014546+0.018295i,-0.0019695+0.013326i,-0.0028246+0.00094725i,-0.0047391-0.026307i,-0.019511-0.055357i,-0.030459-0.07669i,-0.03275-0.08109i,-0.035356-0.056921i,-0.02975-0.022711i,-0.013387-0.0075635i,0.0020471-0.007975i
-0.050213+0.088067i,-0.16345+0.18428i,-0.28446+0.22908i,-0.24029+0.17269i,-0.031607+0.067556i,0.11541-0.017806i,0.10659-0.031292i,0.046796+0.0083427i,0.014876+0.025231i,-0.0036201-0.0021181i,-0.01512-0.028736i,-0.014676-0.027257i,-0.006192-0.0092855i,0.005968+0.002161i,0.0064707+0.0062263i,-0.0027311+0.024111i,-0.007831+0.052474i,-0.017271+0.070613i,-0.024205+0.072148i,-0.008205+0.052763i,0.012748+0.020925i,0.01169+0.0014392i,-0.0011887+0.0015331i
0.027802-0.094107i,0.1108-0.19737i,0.21564-0.25965i,0.19801-0.21901i,0.030892-0.13366i,-0.10217-0.060272i,-0.09431-0.020297i,-0.028966-0.021252i,0.0077265-0.026248i,0.011602-0.0172i,-0.0016498-0.010227i,-0.0092109-0.0062077i,-0.0065592-0.0042576i,-0.0087826-0.0034457i,-0.0069675-0.00028684i,0.0090178-0.0084653i,0.029797-0.025289i,0.05333-0.030839i,0.067606-0.027509i,0.046046-0.025088i,0.0063826-0.016664i,-0.008145-0.0042026i,0.00142-0.00071656i
-0.0029049+0.087468i,-0.055124+0.19048i,-0.14132+0.25778i,-0.14711+0.2232i,-0.028354+0.15051i,0.075477+0.091952i,0.070411+0.043299i,0.020162+0.020204i,-0.0029327+0.019103i,-0.0014336+0.031582i,0.010516+0.052384i,0.020014+0.053503i,0.019038+0.035759i,0.017197+0.017804i,0.0090032+0.0037887i,-0.012273+0.0031566i,-0.03335+0.0080126i,-0.05191-0.0051542i,-0.065574-0.023616i,-0.054995-0.018707i,-0.025962-0.0029966i,-0.0074096+9.577e-05i,-0.0068178-0.0034471i
-0.013244-0.071458i,0.011603-0.17169i,0.085752-0.24429i,0.12366-0.22659i,0.06382-0.174i,-0.0081187-0.1241i,-0.020121-0.058243i,-0.0049362-0.005023i,-0.008294+0.0080596i,-0.016899-0.0092964i,-0.014783-0.041483i,-0.015247-0.057501i,-0.018633-0.045473i,-0.019395-0.023783i,-0.0082363-0.004427i,0.014681+0.0035237i,0.03033+0.0085978i,0.033696+0.031327i,0.033018+0.053156i,0.027503+0.041765i,0.012908+0.013728i,0.00021151+0.0024241i,-0.00026275+0.004295i
0.029584+0.064967i,0.030507+0.15214i,-0.027489+0.21637i,-0.095448+0.19431i,-0.092701+0.13643i,-0.053513+0.089761i,-0.026011+0.040902i,-0.00069724+0.0060593i,0.028262+0.0067168i,0.034477+0.025396i,0.0090438+0.041923i,-0.013479+0.051001i,-0.012448+0.048352i,-0.00062287+0.033977i,0.0033908+0.012912i,-0.0037168-0.00082502i,-0.0057631-0.0071244i,0.0082819-0.02555i,0.019746-0.046003i,0.013325-0.038118i,0.005874-0.011625i,0.0073054+0.0002496i,0.0050687-0.002683i
-0.046701-0.045995i,-0.066804-0.11454i,-0.021794-0.166i,0.067257-0.14187i,0.11234-0.085343i,0.10167-0.044762i,0.067995-0.019932i,0.026422-0.02075i,-0.0032491-0.035452i,0.001772-0.036549i,0.031198-0.023557i,0.048981-0.020732i,0.036348-0.029633i,0.010959-0.025245i,-0.0025809-0.0081464i,-0.0013671+0.00082915i,-0.0038962+0.00021237i,-0.025503+0.0052911i,-0.046281+0.018436i,-0.038587+0.022781i,-0.019532+0.011785i,-0.013285+0.00080696i,-0.010669+0.0020391i
0.048351+0.029282i,0.085963+0.078563i,0.054095+0.11528i,-0.04345+0.086621i,-0.11137+0.021156i,-0.11591-0.026828i,-0.089361-0.028432i,-0.051998+0.014971i,-0.029666+0.049508i,-0.03584+0.04248i,-0.04694+0.012368i,-0.051392+0.002392i,-0.038839+0.023086i,-0.0078018+0.031301i,0.014913+0.01538i,0.015345+0.0062252i,0.011802+0.013997i,0.026729+0.024394i,0.046698+0.020714i,0.040913+0.0045043i,0.020433-0.0041071i,0.012607-0.00037735i,0.01355-0.00033674i
-0.058291-0.0087457i,-0.1046-0.033644i,-0.081083-0.048137i,0.024577-0.016409i,0.10554+0.044197i,0.11343+0.086767i,0.094246+0.070307i,0.071191+0.0051288i,0.056826-0.03682i,0.048211-0.030041i,0.028099+0.0018825i,0.022+0.019659i,0.026742-0.0011056i,0.0072742-0.023402i,-0.016812-0.021103i,-0.014557-0.014865i,0.001213-0.022574i,0.0026629-0.040976i,-0.011829-0.047398i,-0.018779-0.028686i,-0.013075-0.0082008i,-0.0098508-0.0045694i,-0.01385-0.0048586i
0.061803-0.0089944i,0.11476-0.0079489i,0.10085-0.014625i,0.0044753-0.049555i,-0.067499-0.10665i,-0.07959-0.14617i,-0.085247-0.11521i,-0.083119-0.038216i,-0.065478+0.0047748i,-0.034653+0.0082187i,0.0091034-0.0063732i,0.015874-0.024402i,-0.014741-0.0081786i,-0.015832+0.025347i,0.0070234+0.033183i,0.0069329+0.023352i,-0.015865+0.023325i,-0.03309+0.040305i,-0.026637+0.051463i,-0.0086309+0.034692i,-0.00026378+0.01246i,0.00151+0.011083i,0.0077731+0.016364i
-0.054371+0.023873i,-0.10904+0.044598i,-0.10016+0.06709i,-0.01438+0.089223i,0.035807+0.12608i,0.038088+0.1658i,0.065486+0.14635i,0.081919+0.081368i,0.052371+0.04804i,0.0054673+0.035038i,-0.038837+0.019001i,-0.039672+0.020631i,0.0040085+0.011161i,0.022494-0.021255i,0.0073625-0.035232i,0.0075116-0.021624i,0.034345-0.0069962i,0.063671-0.0096602i,0.064065-0.022412i,0.033228-0.021293i,0.0090546-0.0095154i,0.0042924-0.011794i,-0.00066644-0.023502i
0.0486-0.039495i,0.099785-0.082898i,0.091598-0.12152i,0.017454-0.13064i,-0.005615-0.13841i,0.0087745-0.16861i,-0.029424-0.15811i,-0.051994-0.096213i,-0.012899-0.062521i,0.023135-0.037452i,0.039796+0.0036034i,0.030737+0.011249i,-0.010918+0.0065992i,-0.032907+0.0265i,-0.021224+0.039647i,-0.015658+0.021988i,-0.033171-0.0079196i,-0.060541-0.024755i,-0.067958-0.020106i,-0.041621-0.0077336i,-0.014465-0.0014172i,-0.0099476+0.0083671i,-0.0083139+0.024432i
-0.046192+0.051602i,-0.089297+0.11648i,-0.079223+0.16891i,-0.010708+0.15674i,-0.0027562+0.1235i,-0.034011+0.13404i,0.0016413+0.13629i,0.025401+0.086027i,-0.016107+0.049152i,-0.033496+0.025861i,-0.021165-0.01061i,-0.0098415-0.012474i,0.018489+0.0073519i,0.039773-0.0036521i,0.032058-0.021076i,0.020715-0.0067119i,0.026787+0.03004i,0.043902+0.058724i,0.047454+0.056615i,0.027896+0.031592i,0.0084679+0.011466i,0.0091514-0.0012417i,0.015873-0.016838i
0.033396-0.060603i,0.065857-0.14411i,0.049712-0.20568i,-0.011028-0.17364i,-0.0023324-0.10803i,0.045547-0.10031i,0.019552-0.10903i,0.0030874-0.063103i,0.047903-0.013863i,0.050504+0.0029515i,0.012673+0.015412i,-0.0051369+0.0043461i,-0.021928-0.018359i,-0.037997-0.0099672i,-0.029823+0.0075838i,-0.0088294-0.0039605i,0.002248-0.040221i,-0.0022813-0.071493i,-0.0099855-0.069683i,-0.0062431-0.040634i,-0.00097513-0.015672i,-0.010309-0.0055579i,-0.023001+0.0044336i
-0.023439+0.065127i,-0.04116+0.16292i,-0.013705+0.23432i,0.04987+0.18442i,0.038022+0.077622i,-0.023722+0.046412i,-0.014411+0.064638i,-0.0028931+0.025195i,-0.04571-0.028991i,-0.048847-0.022825i,-0.0070549+0.004496i,0.010764+0.027648i,0.017518+0.041832i,0.028752+0.029734i,0.021955+0.0089625i,-0.001354+0.011691i,-0.022646+0.039675i,-0.029147+0.068107i,-0.020127+0.067406i,-0.0095322+0.037607i,-0.003999+0.014743i,0.0065976+0.012153i,0.020175+0.0082021i
0.012866-0.071081i,0.014752-0.17966i,-0.023742-0.26369i,-0.094662-0.20902i,-0.092462-0.069096i,-0.021187-0.014045i,-0.010628-0.036519i,-0.024182+0.0015794i,0.013121+0.059682i,0.034063+0.038725i,0.013721-0.016542i,0.0037366-0.046318i,0.000723-0.049525i,-0.0086374-0.033456i,-0.0049188-0.013603i,0.019194-0.01138i,0.047625-0.027254i,0.061405-0.045907i,0.049304-0.045656i,0.023761-0.023299i,0.0064287-0.0063351i,-0.0028165-0.0074844i,-0.011923-0.010318i
0.0020071+0.070637i,0.014255+0.18473i,0.065056+0.28001i,0.14656+0.22604i,0.15896+0.063041i,0.083263-0.014449i,0.049981+0.01149i,0.063372-0.0091506i,0.030585-0.057569i,-0.019861-0.03073i,-0.042072+0.031854i,-0.047292+0.060172i,-0.037415+0.05756i,-0.019911+0.038573i,-0.016329+0.014893i,-0.033055+0.0037337i,-0.056111+0.0082817i,-0.067692+0.015452i,-0.053306+0.012342i,-0.02246+0.0017078i,-0.0032722-0.0035476i,0.0012945+0.0020426i,0.0027968+0.0074285i
-0.011393-0.06885i,-0.039187-0.18603i,-0.10568-0.29317i,-0.19795-0.25324i,-0.22084-0.089979i,-0.15082+0.0063498i,-0.10211-0.0051164i,-0.097058+0.0052635i,-0.057921+0.041714i,0.014161+0.022588i,0.067287-0.022661i,0.08097-0.042465i,0.062201-0.036742i,0.035794-0.016517i,0.026963+0.0066665i,0.039886+0.02022i,0.05889+0.020373i,0.063711+0.016415i,0.042966+0.012997i,0.012014+0.0089189i,-0.0036439+0.0059541i,-0.0012206+0.0019701i,0.0047848-0.00016097i
0.023657+0.071349i,0.06486+0.19062i,0.14688+0.30888i,0.24923+0.2819i,0.27994+0.12474i,0.21609+0.023974i,0.15638+0.027722i,0.13062+0.023673i,0.0786-0.0051849i,-0.0086871-0.0044876i,-0.07653+0.0077255i,-0.098098+0.010897i,-0.077713+0.0083821i,-0.042217-0.0067143i,-0.025709-0.029125i,-0.034065-0.043007i,-0.04805-0.044259i,-0.046909-0.037738i,-0.025451-0.026179i,-0.0010639-0.01296i,0.0088849-0.0070825i,0.0026757-0.0089838i,-0.0059582-0.012061i
-0.030626-0.061209i,-0.081553-0.17927i,-0.16801-0.30694i,-0.26618-0.30934i,-0.30286-0.18161i,-0.24845-0.08381i,-0.17592-0.074071i,-0.13082-0.065104i,-0.070002-0.025073i,0.017719+0.010685i,0.078372+0.029459i,0.093778+0.036193i,0.073226+0.031529i,0.035981+0.032124i,0.017164+0.047552i,0.024221+0.060991i,0.034815+0.061463i,0.029497+0.051409i,0.0086657+0.032822i,-0.00982+0.011946i,-0.017047+0.0018975i,-0.013588+0.0061571i,-0.0045838+0.014879i
0.036174+0.057022i,0.097004+0.17338i,0.18786+0.30757i,0.28005+0.33422i,0.31823+0.23941i,0.2707+0.14303i,0.18503+0.11101i,0.11914+0.098255i,0.057161+0.052419i,-0.012329-0.0088662i,-0.057434-0.047519i,-0.069805-0.059736i,-0.05531-0.04984i,-0.020554-0.040108i,0.0033793-0.050597i,0.00039412-0.065133i,-0.0083504-0.064084i,-0.0034485-0.047839i,0.0092704-0.022451i,0.015759-0.00047561i,0.015517+0.0078307i,0.014659+0.0020673i,0.012253-0.011715i
-0.049916-0.052121i,-0.11747-0.16063i,-0.20456-0.29577i,-0.27195-0.34949i,-0.29047-0.29905i,-0.25047-0.21794i,-0.17292-0.16038i,-0.096158-0.1235i,-0.037022-0.065805i,0.005983+0.0060249i,0.028181+0.05351i,0.032796+0.069933i,0.023132+0.061354i,-0.0040782+0.04655i,-0.025514+0.049833i,-0.021726+0.063803i,-0.0096688+0.064473i,-0.0078274+0.044177i,-0.011408+0.014212i,-0.011756-0.0069291i,-0.010961-0.012243i,-0.013811-0.0052555i,-0.017404+0.0071073i
0.046312+0.049787i,0.12108+0.14908i,0.20568+0.28416i,0.2509+0.35654i,0.24662+0.33221i,0.20709+0.26426i,0.14158+0.19433i,0.068741+0.13413i,0.018022+0.071414i,-0.0021213+0.0097144i,-0.00087565-0.032816i,0.0020119-0.055855i,0.0036747-0.053961i,0.021845-0.034863i,0.04471-0.033151i,0.047199-0.051585i,0.033697-0.05806i,0.02302-0.039314i,0.015228-0.010975i,0.0066218+0.0067195i,0.0051686+0.0097975i,0.011926+0.0060697i,0.017922-0.00042923i
-0.049959-0.03205i,-0.12838-0.12084i,-0.19998-0.24907i,-0.21091-0.33789i,-0.17646-0.34442i,-0.13531-0.2947i,-0.09028-0.21581i,-0.035769-0.13366i,0.0047566-0.06517i,0.013942-0.016403i,0.0012342+0.012124i,-0.011242+0.036592i,-0.014503+0.043066i,-0.027003+0.021821i,-0.05076+0.013002i,-0.059457+0.031257i,-0.047087+0.042803i,-0.030553+0.02845i,-0.014401+0.0055912i,-0.0011176-0.0059683i,0.0017537-0.0078101i,-0.0032458-0.0084351i,-0.0091116-0.0064426i
0.051111+0.029269i,0.12922+0.10366i,0.19481+0.21731i,0.17661+0.3034i,0.10803+0.3243i,0.063199+0.29061i,0.040683+0.21687i,0.009795+0.1341i,-0.017448+0.068736i,-0.025742+0.031685i,-0.018134+0.014255i,-0.0010012-0.0078038i,0.010746-0.018454i,0.023357+5.6518e-05i,0.047831+0.0098034i,0.063438-0.0065873i,0.057314-0.020042i,0.037964-0.013263i,0.013651-0.00052349i,-0.0030689+0.0021414i,-0.0079324-0.0012184i,-0.0064735-6.4763e-05i,-0.0013156+0.0044381i
-0.053005-0.021985i,-0.12904-0.081616i,-0.18347-0.17647i,-0.13414-0.25408i,-0.027159-0.28228i,0.01867-0.2659i,0.0085276-0.20304i,0.015682-0.12337i,0.032966-0.061693i,0.04258-0.027554i,0.040665-0.012882i,0.016818+0.0034317i,-0.0059084+0.012289i,-0.016099-0.0062762i,-0.035338-0.024104i,-0.055689-0.013959i,-0.054145+0.0031192i,-0.033324+0.0074131i,-0.0074521+0.0055079i,0.0062606+0.0061465i,0.0064771+0.0093616i,0.005805+0.0072749i,0.0052051+0.00017659i
0.045369+0.010463i,0.12014+0.058673i,0.16779+0.13446i,0.10206+0.19276i,-0.023875+0.21289i,-0.070609+0.20849i,-0.041812+0.16931i,-0.029444+0.10614i,-0.039954+0.052055i,-0.053437+0.020188i,-0.054802+0.0058477i,-0.029075-0.0046573i,-0.005065-0.0067664i,0.0011151+0.01466i,0.018097+0.036847i,0.045371+0.03301i,0.053919+0.017389i,0.039189+0.0073841i,0.014408-0.0017762i,-0.0017993-0.01038i,-0.0037951-0.013725i,-0.0044057-0.012167i,-0.0074433-0.0064369i
-0.047114-0.01248i,-0.12003-0.044176i,-0.16456-0.094428i,-0.084215-0.1272i,0.058911-0.13622i,0.1126-0.1433i,0.078038-0.13208i,0.049817-0.090666i,0.049766-0.037517i,0.061458+0.0063514i,0.061394+0.026289i,0.033701+0.028526i,0.010434+0.021115i,0.0094327-0.0032803i,-0.00055667-0.032317i,-0.025896-0.041505i,-0.03793-0.033977i,-0.027859-0.020108i,-0.010396-0.0019375i,-0.00094883+0.011984i,-0.001928+0.017554i,-0.0017761+0.018951i,0.0034691+0.015038i
0.048163+0.0031298i,0.11967+0.019618i,0.16238+0.044573i,0.079917+0.05102i,-0.067471+0.04401i,-0.1273+0.059574i,-0.096172+0.083065i,-0.061352+0.074936i,-0.049396+0.028275i,-0.053244-0.024169i,-0.052441-0.044931i,-0.029414-0.037147i,-0.011652-0.019579i,-0.01463+0.007181i,-0.0082607+0.036434i,0.013475+0.050239i,0.02659+0.045334i,0.021923+0.028149i,0.010198+0.0033876i,0.0052161-0.013916i,0.0088866-0.018414i,0.0087904-0.020206i,0.0012586-0.018037i
-0.03823+0.0036757i,-0.10767-0.00083583i,-0.15219-0.0059611i,-0.079266+0.0095921i,0.058283+0.0283i,0.11666+0.0019222i,0.096193-0.047058i,0.068428-0.059447i,0.04594-0.019877i,0.032337+0.037086i,0.024848+0.060589i,0.0081194+0.047654i,-0.00097436+0.028336i,0.010384+0.0059617i,0.015198-0.023911i,0.0023699-0.045744i,-0.0078906-0.046543i,-0.0086656-0.028828i,-0.0070545-0.0029352i,-0.0076288+0.011798i,-0.013057+0.012686i,-0.015067+0.014706i,-0.007214+0.015868i
0.039691-0.0086613i,0.10774-0.01709i,0.15639-0.033361i,0.099011-0.07131i,-0.022198-0.1026i,-0.085536-0.068234i,-0.088416+0.0051449i,-0.073993+0.041839i,-0.040496+0.018819i,-0.0082818-0.029748i,0.0024288-0.051466i,0.0080771-0.040014i,0.0071505-0.024272i,-0.008902-0.0082081i,-0.019591+0.017482i,-0.015812+0.042365i,-0.0089626+0.049052i,-0.0027491+0.033723i,0.003542+0.0069054i,0.0075461-0.0099077i,0.012551-0.011066i,0.016277-0.011656i,0.011153-0.013424i
-0.036533+0.014773i,-0.10181+0.033525i,-0.15689+0.063538i,-0.11944+0.11317i,-0.01989+0.14645i,0.045026+0.10675i,0.07386+0.027833i,0.083288-0.019612i,0.047947-0.016684i,-0.00074126+0.015275i,-0.016118+0.033974i,-0.014035+0.027429i,-0.008142+0.019212i,0.0072377+0.0117i,0.02375-0.0083344i,0.029341-0.031758i,0.027307-0.038633i,0.019307-0.024082i,0.0057404-0.0016094i,-0.0041704+0.0096259i,-0.010814+0.0065686i,-0.015637+0.0051171i,-0.012749+0.007349i
0.034635-0.019058i,0.0981-0.046024i,0.16053-0.088672i,0.14598-0.14475i,0.071804-0.17526i,0.0067196-0.1309i,-0.048566-0.050874i,-0.08082+0.0017719i,-0.052151+0.018478i,-0.0015488+0.01041i,0.01534+0.00026225i,0.010943+0.00056124i,0.0057356-0.00030364i,-0.007369-0.0011101i,-0.025769+0.0087072i,-0.03636+0.024122i,-0.03542+0.027807i,-0.022385+0.015214i,-0.0048283-0.0024473i,0.0034748-0.0094399i,0.0063186-0.0035235i,0.010555+0.00037268i,0.010223-0.0018618i
-0.026117+0.024644i,-0.086441+0.056445i,-0.1538+0.10332i,-0.1609+0.15423i,-0.11024+0.17274i,-0.048498+0.12704i,0.025077+0.061256i,0.077249+0.01634i,0.060938-0.011828i,0.017095-0.019751i,0.0015928-0.014101i,0.00062219-0.010788i,-0.0038439-0.0051819i,0.0048306+0.0032264i,0.02626+0.0010338i,0.042757-0.0089357i,0.044824-0.011474i,0.030244-0.0038497i,0.0093458+0.0052766i,-0.0011249+0.0081763i,-0.0038972+0.0027463i,-0.0093039-0.0018576i,-0.010965-0.000816i
0.027515-0.022223i,0.086158-0.060096i,0.16223-0.11229i,0.18868-0.15848i,0.15361-0.16547i,0.090397-0.12003i,0.00304-0.071418i,-0.067124-0.036928i,-0.067966-0.002259i,-0.035928+0.016348i,-0.023651+0.01286i,-0.019286+0.0070433i,-0.0090102+0.0046406i,-0.010142-0.0016908i,-0.026427-0.0053819i,-0.042138-0.0024991i,-0.044281-0.0017618i,-0.028874-0.0062505i,-0.0070475-0.010626i,0.0021438-0.011289i,0.0018274-0.0059749i,0.0052907+0.00052219i,0.0074542+0.0019432i
-0.023345+0.026094i,-0.077588+0.066057i,-0.15494+0.11829i,-0.19445+0.15015i,-0.17281+0.13339i,-0.11196+0.085919i,-0.022356+0.062316i,0.053893+0.054177i,0.07391+0.026801i,0.059639+0.0054357i,0.048076+0.0084412i,0.03702+0.011134i,0.019967+0.0076861i,0.013052+0.01048i,0.024696+0.016718i,0.038967+0.019068i,0.039589+0.019489i,0.023997+0.019209i,0.00464+0.017213i,-0.0016223+0.014508i,0.00039702+0.0078771i,-0.0023738+0.00015248i,-0.0059003-0.0022823i
0.019774-0.023015i,0.07133-0.064002i,0.15069-0.11171i,0.1992-0.13195i,0.1879-0.1035i,0.12739-0.059706i,0.038185-0.050901i,-0.032523-0.061591i,-0.061684-0.049189i,-0.063209-0.029938i,-0.053984-0.031361i,-0.04005-0.029411i,-0.023837-0.01585i,-0.013769-0.013463i,-0.018389-0.024484i,-0.02836-0.03152i,-0.026693-0.031121i,-0.012389-0.02472i,0.0022456-0.016132i,0.0053724-0.01352i,-0.00073201-0.0098801i,-0.00047616-0.0011492i,0.0038441+0.00382i
-0.022633+0.026644i,-0.070879+0.067432i,-0.1438+0.1136i,-0.18901+0.1193i,-0.17811+0.071182i,-0.12126+0.024387i,-0.046242+0.031081i,0.0095021+0.059541i,0.038404+0.066492i,0.047947+0.062912i,0.041046+0.063772i,0.027846+0.052119i,0.015138+0.028422i,0.0069105+0.021259i,0.0095734+0.033051i,0.018062+0.042606i,0.018403+0.041451i,0.0094614+0.03038i,-0.00078632+0.01587i,-0.0044086+0.0098091i,-0.00044552+0.007055i,0.0002527-0.0012788i,-0.0025862-0.0070552i
0.014812-0.023618i,0.058496-0.063821i,0.12815-0.10432i,0.17475-0.097956i,0.16333-0.04211i,0.10891+0.00066794i,0.04769-0.01064i,0.0092698-0.045291i,-0.0059121-0.068952i,-0.011965-0.079274i,-0.0083719-0.078481i,-0.0027398-0.060827i,-0.0014267-0.032481i,0.0016192-0.021468i,0.0027468-0.032327i,0.00013377-0.042926i,0.0018865-0.042242i,0.0078363-0.030211i,0.01075-0.01572i,0.0076638-0.010169i,0.00058131-0.0066839i,-0.001195+0.0024027i,0.0011505+0.0080076i
-0.015616+0.022498i,-0.053771+0.061092i,-0.1165+0.097146i,-0.15278+0.080882i,-0.13223+0.017118i,-0.07903-0.023069i,-0.03103-0.0082935i,-0.013362+0.026233i,-0.019748+0.05773i,-0.025137+0.081331i,-0.027172+0.083169i,-0.02461+0.062418i,-0.01535+0.035414i,-0.014255+0.023696i,-0.017612+0.032696i,-0.016207+0.043288i,-0.014592+0.040345i,-0.01428+0.02577i,-0.012655+0.01184i,-0.0088645+0.0088731i,-0.0022827+0.0081179i,0.0016344-0.0013526i,0.00074307-0.0094526i
0.009944-0.021938i,0.043377-0.059361i,0.096511-0.090944i,0.12743-0.067999i,0.10536-0.0038424i,0.055185+0.025851i,0.013579+0.0094801i,0.0088119-0.0087462i,0.037227-0.029072i,0.058461-0.052236i,0.057842-0.055459i,0.044317-0.038272i,0.026922-0.017945i,0.02228-0.010402i,0.028999-0.020944i,0.03225-0.033136i,0.030519-0.031756i,0.023922-0.019498i,0.013835-0.0083707i,0.007283-0.0066217i,0.0010911-0.0079237i,-0.0047818-8.1005e-05i,-0.0048648+0.0091591i
-0.011043+0.017941i,-0.039825+0.053632i,-0.08354+0.083592i,-0.10122+0.059499i,-0.072492-0.0030783i,-0.026251-0.025566i,0.0087439-0.0068809i,0.0070556-0.0010384i,-0.035196+0.0032313i,-0.070713+0.021479i,-0.072953+0.02761i,-0.054669+0.016827i,-0.033487+0.0055386i,-0.027334+0.002874i,-0.034854+0.013201i,-0.039931+0.025059i,-0.037444+0.024713i,-0.026423+0.015011i,-0.0126+0.0070438i,-0.0042019+0.006027i,0.0023878+0.0072351i,0.00845+0.001262i,0.0086934-0.0067815i
0.0088338-0.01942i,0.032034-0.054768i,0.065996-0.082794i,0.075512-0.058814i,0.047421-0.0043001i,0.0079946+0.0089272i,-0.025421-0.0090096i,-0.025631+0.00023418i,0.021769+0.02012i,0.065516+0.017047i,0.068986+0.011262i,0.050909+0.013556i,0.031111+0.015416i,0.02496+0.014105i,0.035342+0.0047009i,0.04543-0.0074608i,0.044732-0.007157i,0.032582+0.00086996i,0.017527+0.0029225i,0.0084432-0.0019588i,0.00028191-0.0069907i,-0.0098001-0.0023828i,-0.0127+0.0064419i
-0.0055724+0.013522i,-0.025467+0.046777i,-0.053054+0.075008i,-0.054533+0.055106i,-0.024629+0.0086841i,0.0054578+0.0068473i,0.035695+0.032894i,0.048794+0.017303i,0.0082851-0.025042i,-0.042682-0.038348i,-0.051074-0.031293i,-0.035618-0.027322i,-0.021387-0.024017i,-0.019501-0.020742i,-0.031852-0.015011i,-0.043003-0.0060471i,-0.04056-0.0042705i,-0.02515-0.0070813i,-0.011527-0.0060678i,-0.0074376-0.00033474i,-0.0035541+0.006635i,0.0061018+0.0056618i,0.012073-0.0029943i
0.0050295-0.016306i,0.019882-0.049063i,0.039045-0.078655i,0.033721-0.063407i,0.0090117-0.022996i,-0.0014967-0.027633i,-0.022073-0.063098i,-0.05167-0.048655i,-0.032261+0.013939i,0.012923+0.04961i,0.02443+0.045551i,0.012301+0.037475i,0.0035244+0.033525i,0.0065346+0.030931i,0.022435+0.027171i,0.038687+0.020134i,0.039786+0.016881i,0.026325+0.014691i,0.012807+0.0081699i,0.0074209+0.0010032i,0.0033064-0.0077007i,-0.0065024-0.0099515i,-0.012882-0.0027263i
-0.0033279+0.01623i,-0.014681+0.047678i,-0.026281+0.07904i,-0.014056+0.068033i,0.0073191+0.029801i,-0.0021947+0.034749i,-0.00098918+0.079462i,0.035809+0.080565i,0.044624+0.016586i,0.016966-0.034091i,0.0033466-0.035925i,0.0087499-0.029644i,0.011391-0.029601i,0.0047822-0.028128i,-0.010801-0.027154i,-0.026427-0.025877i,-0.028166-0.024414i,-0.01805-0.019812i,-0.0092626-0.011237i,-0.0066443-0.0033423i,-0.0050988+0.0056953i,0.0026957+0.011363i,0.010106+0.0071008i
