-0.0028782-0.00027875i,-0.0024014-0.0013134i,-0.0023139-0.0020922i,-0.002189-0.0020412i,-0.0018483-0.0017334i,-0.001655-0.0016923i,-0.00031383-0.0011449i,0.00098525-0.00066796i,0.0016734-0.00015386i,0.00163+0.00014734i,6.476e-05-0.00026765i,-0.00064003-0.00034298i,-0.00073537-0.00011277i,-0.00066321-8.053e-05i,-0.00033281-0.00029004i,-0.00022812-8.4969e-06i,0.0001242-4.5171e-05i,0.00034678-0.00067813i,-0.00047351-0.00090539i,-0.0011443-8.2245e-05i,-0.0006399+0.00083477i,4.577e-05+0.00028956i,0.00042334-0.00017112i
0.0010918+0.0026387i,0.00037032+0.0014908i,-2.5716e-05-0.00065168i,0.00020684-0.0011495i,0.0001985-0.0018289i,0.00078028-0.002764i,0.0015882-0.0015861i,0.0018931+0.00052308i,0.00090365+0.00094144i,-5.5527e-05+0.00025227i,0.00013588-0.00058726i,-0.00018908-0.00053724i,5.8077e-05-7.3296e-05i,0.0010014+0.00010805i,0.00058712+0.00028801i,0.00015331+0.00079914i,0.00052495+0.0015772i,0.00080935+0.0010648i,0.00051476-1.2598e-05i,0.00016402+2.621e-05i,0.00017833+0.00054703i,0.00025419-0.00010879i,8.9937e-05-0.00074453i
0.00045328-0.001214i,0.00054691-0.0019101i,0.0003259-0.0012271i,-0.00022726-0.0014475i,0.00020418-0.0016328i,0.0012814-0.0013591i,0.001111-0.0012001i,0.00072398-0.0011759i,0.0001569-0.0014596i,-0.00015016-0.00095653i,0.00013458+0.00028639i,-1.4229e-05+0.00032012i,0.00013328-0.00049641i,0.00036104-0.0005912i,0.00021561-0.00032675i,-0.00051178-6.7898e-05i,-0.0013061-0.00010671i,-0.0013276-9.5597e-05i,-0.00054384-0.00034867i,9.0967e-05-0.00053439i,0.00024253-0.00074709i,9.9911e-05-0.00058186i,-0.00023832-0.00034691i
-0.00094895-0.00038705i,-0.0015514-0.0006295i,-0.0011937-0.00015207i,-0.00046769-0.00028785i,0.00079242-0.0015194i,0.0015443-0.0011959i,0.00076241-0.00054973i,0.00029653+1.6847e-05i,0.00079119+0.0003572i,0.00091168-5.3015e-06i,0.00062488+0.00019426i,0.00013686+0.00040477i,0.00013538-3.8414e-05i,-0.00052452-0.00044228i,-0.00093194-0.00029939i,0.00013731-0.00014646i,0.0006724+7.8298e-05i,0.00048747-4.8505e-05i,0.00046057-1.429e-05i,0.00039242+0.00026894i,0.0005166+0.00026153i,0.00046548+0.00019291i,0.00035491+0.00059615i
0.0012891+0.0016076i,0.0013765+0.0014028i,0.0021087+0.00010433i,0.0021239-0.0028192i,0.0011539-0.0043099i,0.00044028-0.0033796i,0.00035096-0.0015883i,0.00077677-0.00097735i,0.0011198-0.0013297i,0.00077128-0.0013286i,-0.0002279-0.0007394i,-0.00087842-0.00042867i,-0.00071384-0.00062362i,-0.00085721-0.00019496i,-0.00098924+6.0668e-05i,-0.00052437+0.00038219i,0.00011273+0.00033971i,-0.00016554+0.00039749i,-0.0001898+3.8889e-05i,0.00014995+4.6252e-05i,-0.00029462+0.00025311i,-0.00024625-0.00015291i,0.0001169-0.00015217i
-0.00015643-0.00037338i,-0.00067616+0.0004154i,-0.0011125-0.00050757i,9.7586e-05-0.0016164i,-0.00040708-0.0016175i,-0.00072889-0.00040585i,0.00071374+0.0003269i,0.00089466-8.1068e-05i,3.4362e-05-0.00075743i,-0.00063639-0.00060752i,-0.00071108-0.00082322i,-0.00015133-0.0011401i,-0.00045341-0.00068187i,-0.00042111-0.00034287i,0.0003836-0.00040944i,0.00054721-0.00016982i,-6.9844e-05+0.00012024i,-0.00034115+0.00030969i,-0.0002586+0.00051337i,-0.00043025+0.00035496i,-0.00052564+0.00027427i,-0.00035418-0.00041404i,-8.9709e-05-0.00085704i
0.00057661+0.00091251i,0.00092402+0.00069906i,0.0014056-0.0010034i,0.0017597-0.0014753i,0.0011169-0.0018167i,0.00038359-0.002308i,0.00021257-0.0020026i,0.00066097-0.0010065i,0.00094767+0.00062978i,3.7695e-05+0.00075803i,-0.00044282-0.00013959i,-8.6286e-05-0.00084666i,-6.3469e-05-0.00075178i,0.00056783-0.00031i,0.001632-3.7111e-05i,0.0012367+6.3783e-05i,0.00023065+0.00029291i,2.7936e-05+0.00039829i,0.00063711-0.00012287i,0.0006557-0.00053633i,0.00037112-0.00035116i,0.00039437+0.00025632i,0.00015681+0.00055041i
-0.00087256+0.0016913i,0.00011404+0.00021385i,0.0022114-0.0014117i,0.0026551-0.0022415i,0.001936-0.0025161i,0.0018466-0.0012653i,0.0023519+0.00010462i,0.0022629+0.00063707i,0.0015066+0.0011815i,0.00071692+0.0017921i,0.0001567+0.001507i,-0.00062021+0.00011477i,-0.00091936-0.00067602i,-5.1629e-05-0.0013772i,-0.0002757-0.0016238i,-0.0010254-0.0010336i,-0.00050857-0.00046707i,-0.00015786+0.00027131i,-0.00072518+0.0003197i,-0.00056282-0.00048197i,4.2947e-05-5.9964e-05i,-0.00059987+0.00030339i,-0.0013407-0.0003716i
0.00014464+0.00041609i,0.00059183-0.0001434i,0.00098962+3.1108e-05i,0.00010088-0.0011221i,-0.00042599-0.0026659i,0.00045085-0.0019739i,0.00166-0.00036978i,0.0016299+0.00041246i,0.0012055-3.3606e-05i,0.001042-0.00036177i,0.00063146-0.00022245i,-0.0001776-0.0004179i,-0.00019731-0.00044511i,0.00026613-0.00073489i,6.3189e-05-0.0013938i,-0.00036709-0.00051793i,-0.00085335+0.00046387i,-0.00028132+0.00045713i,0.00046054+0.00027448i,-3.9335e-05+2.4244e-06i,-0.00020856+0.00029709i,9.2678e-05+0.00013643i,0.00042177-0.00068065i
-0.0009484-0.0028486i,-0.0020699-0.0016426i,-0.0024512-0.0010629i,-0.0022167-0.0014119i,-0.001074-0.0013373i,-0.00037709-0.0011085i,0.00076664-0.0012126i,0.0014728-0.0012709i,0.00039692-0.0013021i,-0.000556-0.00059618i,-0.00088099-0.00014125i,-0.00044149+7.6545e-05i,0.00036041+0.00051045i,0.00037044-0.00021089i,0.00029738-0.0010549i,-0.0003323-0.0010815i,-0.00039795-0.001089i,0.00030163-0.00083606i,0.00033623-0.00066542i,6.5294e-05-0.00063689i,0.00025725-0.00095966i,0.0011117-0.00077518i,0.0012437-0.00026258i
-0.00019019-0.0057184i,-0.00069747-0.0050562i,-0.0016314-0.0043129i,-0.002767-0.002839i,-0.0028611-0.001224i,-0.0012575+0.00064488i,-8.5922e-05+0.00098332i,-0.00016242-0.00072979i,-0.0012972-0.0012607i,-0.0019582-0.00046146i,-0.00055605+0.00063085i,0.00043377+0.0006122i,1.3548e-05+0.00037139i,0.00045939+0.00073663i,0.00094426+0.00033224i,0.00025761+5.1918e-05i,-0.00059867+3.9546e-05i,-0.00011413-2.8229e-05i,0.00030267-0.00017136i,-0.00033908-0.00074726i,-0.00011545-0.00062208i,0.00019952-0.00048414i,-0.00022992-0.00049983i
0.00012315+0.0028509i,0.0019665+0.0030757i,0.0038576+0.0006989i,0.0034486-0.002397i,0.0018785-0.0043042i,0.00052891-0.0038464i,0.0010462-0.0023423i,0.0013548-0.00092134i,0.00066789+0.00021025i,-0.0003778+0.00041735i,-0.0014565+0.00027333i,-0.001288+4.9531e-05i,-0.00037332+0.00026578i,0.00057408+0.00014186i,0.00092162-0.00040241i,0.00069377-0.0010087i,0.00015674-0.00078981i,0.00020832-8.0848e-05i,0.00026215-0.00030797i,7.9209e-05-0.00078121i,0.00028781-0.00078143i,0.00074434-0.00041807i,0.00017329-0.00031677i
0.00095379+0.0012311i,0.0013957-5.9122e-05i,0.0029396-0.00028032i,0.0027559-0.0025599i,0.0011379-0.0046654i,-0.00051454-0.0028927i,0.0002129-0.00031911i,0.0017893+0.00056065i,0.0014472+0.00098537i,0.00067804+0.00078865i,0.00048011+4.0891e-05i,-8.2508e-05-0.00040298i,-0.0002468-0.00049466i,-0.00019331-0.00087707i,-0.00053096-0.00092367i,-0.00033787+0.0002189i,1.4078e-05+0.00099861i,8.0244e-05+0.0011938i,1.0413e-05+0.0007747i,-8.7833e-05+0.00055314i,-0.00047976+0.00023257i,-0.00042938-0.00014306i,-0.00045598-0.00048855i
9.4005e-05+0.0018806i,0.0010809+0.0023723i,0.0018281+0.0010549i,0.0011765-0.00058681i,7.8217e-05-0.0022437i,0.00058593-0.0026809i,0.0017247-0.0012192i,0.0017189-0.00082571i,0.0013068-0.0014451i,0.0014498-0.0018087i,0.0014027-0.0023309i,0.00052281-0.0017986i,-0.00027181-0.00049407i,-0.0002898+0.00015508i,-0.00011835-0.00057166i,0.00054103-0.0007877i,0.0013922-0.00049274i,0.0008713-0.00023914i,-0.00038256-0.00026463i,-0.00069922-0.00023576i,-0.00042637+0.00079428i,-0.0008011+0.0010823i,-0.0010411+0.00021928i
0.0006588-0.0014893i,0.0008293-0.0018343i,0.00048614-0.0016487i,0.00044155-0.0021463i,0.00042666-0.0024835i,0.00022119-0.00193i,0.00061776-0.0016048i,0.00094992-0.0016206i,0.00052119-0.0023477i,-0.0010812-0.0022528i,-0.0016769-0.0015132i,-0.00085368-0.00086927i,1.2807e-05-0.00011104i,7.4403e-05+0.0001624i,-0.00019793+0.00015256i,-0.00024921-0.00014801i,-0.00052049-3.6832e-05i,0.00016708-0.00013595i,0.00029411+2.8079e-05i,-0.00034641+0.00057742i,-0.00039117+0.00022133i,-0.00057377-0.00047097i,1.0849e-05-0.0007668i
-0.0010183-7.1935e-06i,-0.00094694+0.0010379i,-0.0017439+0.00042996i,-0.0023835+6.2622e-05i,-0.0022105-0.00037993i,-0.0008154-0.00033748i,0.00076397-0.00020666i,0.0011132-0.00016411i,-0.00033426+0.00025237i,-0.0017549+0.00068345i,-0.0012378+0.00089042i,-0.00048395+0.00086056i,0.00022189+0.00049273i,0.0011931-0.00010571i,0.0007774-0.00027936i,0.00028558-0.00068668i,0.00077787-0.0013726i,0.0013836-0.0013805i,0.00089122-0.00066748i,-0.0001197-0.00028141i,-0.00074765+1.6079e-05i,-0.00045282+0.0010536i,-0.00020876+0.0006726i
0.00033404-0.0027944i,-0.00084614-0.0030186i,-0.0014894-0.0032374i,-0.00074121-0.0025082i,-0.00044554-0.0015035i,-0.00039699-0.00068675i,0.00031667-0.00078788i,0.0010681-0.00082156i,0.00092993+0.0002276i,0.00025362+0.0011232i,0.00029618+0.00077672i,0.00037176+0.00072631i,0.0004103+0.00069255i,0.00019067+0.00029563i,0.00073939-0.00041022i,0.0010364-0.00087762i,0.00068032-0.00098315i,0.00047338-0.00020398i,0.00012823+5.8534e-05i,-0.00020624-0.00013309i,-0.00036313-3.5716e-05i,-6.1331e-05+8.4781e-05i,-0.00026141+0.00077044i
-0.00097099-0.0023952i,-0.00075126-0.0029852i,-0.0013127-0.0028513i,-0.0019017-0.0020923i,-0.001363-0.0019448i,-0.00032826-0.0014822i,0.0010797-0.00047504i,0.0018436-9.5006e-05i,0.0015725+8.5035e-05i,0.0014935-0.00015395i,0.0015471-0.00062399i,0.00062655-0.00011362i,0.00013497+0.00024211i,0.00096464-0.00035317i,0.00099659-0.00052166i,-0.00012137-0.00031075i,-0.00068392-0.00035701i,-0.00010284+0.00034393i,9.5365e-05-6.851e-05i,0.00039731-0.0012751i,0.0008219-0.0010963i,0.0002921-0.00022315i,-0.00013325+6.7852e-05i
-0.0030966-0.0036672i,-0.0021576-0.0033308i,-0.001517-0.0011496i,-0.00063403+0.00023106i,0.00085489+0.0003818i,0.0017198+1.8208e-05i,0.0021953-0.00027533i,0.0020093-0.0007764i,0.0011291-0.0015813i,-0.00011628-0.0017185i,-0.00081593-0.0012699i,-0.00031293-0.00072802i,0.00024435-0.00034342i,0.00072586-0.00043884i,0.00093553+2.7378e-05i,0.00016585+0.00059253i,-0.0004344+0.00091985i,-0.0006625+0.00016314i,-0.00087419-0.00078646i,-0.00039436-0.0008969i,0.00023028-0.00080338i,0.00071461-0.000148i,0.00053632-0.00025458i
0.00060442+0.0026997i,0.0011229+0.0016478i,0.0024348-0.00081958i,0.0023236-0.0029363i,0.0013698-0.0036175i,0.00086744-0.0022088i,0.00095147-0.00035137i,0.0007547-0.0001419i,-0.00022945-0.0009381i,-0.0017482-0.00085431i,-0.0023762-0.0011496i,-0.0021375-0.0012758i,-0.0014136-0.00074105i,-0.00010914-0.00014598i,8.6416e-05-0.0002062i,-8.2024e-06-4.635e-05i,0.00075984+0.00047506i,0.00057814+0.00010356i,0.00050101+1.5387e-06i,0.00014421+0.00027644i,-0.0012036+0.00013202i,-0.0015166+0.00015215i,-0.0012349+0.00013669i
0.0022881+0.0031754i,0.0019567+0.0024236i,0.0028615+0.00067683i,0.0026045-0.0011773i,0.0013597-0.0026822i,0.00030885-0.0028753i,-1.2829e-05-0.0018945i,-0.0001636-0.00049865i,0.00026375+0.00080047i,0.00076575+0.001562i,0.00067158+0.0014818i,-9.8407e-05+0.00013382i,-0.0006834-0.00040698i,-0.00072003-0.00026822i,0.00012858-0.00049567i,0.0011657-0.00020981i,0.00089161+0.00059381i,0.0004925+0.0014154i,0.0004136+0.0015837i,3.4674e-05+0.00070172i,-0.00014531-0.00055802i,-0.00021098-0.0010948i,-1.2821e-05-0.00044011i
0.0040993+0.00094396i,0.0042881+4.4724e-05i,0.0033153-0.0022355i,0.0018203-0.0038511i,0.00077533-0.0047109i,-0.0002081-0.0036229i,0.00036745-0.0019596i,0.0018932-0.0011282i,0.0021957-0.00018508i,0.0020567-0.00023432i,0.0018886-0.0008099i,0.0014369-0.00052264i,0.0010549+0.00051251i,0.00086492+0.00095661i,0.00026063+8.6345e-05i,-2.6612e-05-0.0005436i,0.00038722-0.00054433i,0.00053704-0.00041477i,0.00036416-0.00070361i,6.7174e-05-0.00020465i,-4.6837e-05+0.00040506i,0.00032556+0.00028664i,-6.5001e-05+8.6657e-05i
0.0015671+0.002112i,0.0012506+0.0019942i,0.0014953+9.0823e-05i,0.00069925-0.0022427i,3.3167e-05-0.003804i,0.00023957-0.0037964i,0.00025884-0.0020429i,0.00051079-0.00056532i,0.0011768-0.00063116i,0.001574-0.0019557i,0.0015392-0.0022448i,0.0005576-0.001087i,-0.0001934-0.00024061i,-0.00066632+3.2409e-05i,-0.00080411+9.1113e-05i,-3.5461e-05-0.00019041i,0.00084555-0.00015545i,0.0010853-0.00020698i,0.00076893-0.00013049i,-0.00011832+0.00012855i,-0.00023596-0.00028601i,-0.00016064+0.00031429i,-0.00030394+0.00094093i
-0.0014634-0.0019298i,-0.0015238-0.0015212i,-0.0010499-0.001375i,7.296e-06-0.0016267i,0.0010894-0.0014907i,0.00086884-0.0013522i,0.00059413-0.00132i,0.00071892-0.0014217i,-0.00011512-0.001422i,-0.00163-0.0015234i,-0.0015355-0.0018827i,-0.00049363-0.0016393i,-0.00017222-0.0010265i,3.4843e-05+0.00046866i,0.000304+0.0012202i,-9.0651e-05+0.00097823i,-0.00052555+0.00059412i,-0.00018714-2.6614e-05i,-0.00023794+1.3534e-05i,-0.00052752+0.00023216i,-0.00086912+0.0003793i,-0.00023043+0.00034878i,0.00076481-0.00035759i
-0.0026901+0.00075382i,-0.0022333+0.0012937i,-0.001761+0.0014184i,0.00041564+0.00054678i,0.0018739-0.00022861i,0.0022441-0.0010762i,0.0019488-0.0010551i,0.001032+0.00073691i,-0.00042983+0.0013937i,-0.001723+0.00040293i,-0.0016595-6.1395e-06i,-0.0011908-0.00038994i,-0.00014685-0.0012227i,0.00037793-0.0014138i,0.00014231-0.0009304i,0.00051811-0.00043611i,0.00067431-0.00068093i,0.00071419-0.00065336i,0.00036564+0.00028598i,-0.00013252+0.00078121i,-0.00044899-7.5342e-05i,-0.00068657-0.0012875i,-0.00060003-0.0014016i
0.00022872-0.00017914i,0.0003933-0.00034232i,-0.00022339-0.0013124i,0.00059016-0.0029742i,0.00028711-0.0032816i,0.00039111-0.0023743i,0.0012133-0.000592i,0.0015069+0.0019784i,0.0011452+0.0026583i,0.0012983+0.0024003i,0.0013486+0.0024164i,0.00035927+0.0014068i,-9.7513e-05+0.00046405i,0.00084652+0.00021084i,0.0013939+6.9403e-05i,0.0011025-0.00028057i,0.0010333-0.00030979i,0.00097623+1.303e-05i,0.0011021+9.1885e-05i,0.00050929+0.00050616i,0.0001229+0.0005863i,2.8241e-05+0.00011869i,-0.00010652-0.00041018i
0.00092279+0.0010596i,0.0018563+0.00041008i,0.0020819-0.00047209i,0.0011534-0.0017747i,0.00077118-0.0026985i,0.00026557-0.001204i,0.00074339+0.00022903i,0.0010079+0.00011211i,0.00051256-0.00092718i,0.00095875-0.0018983i,0.0017916-0.0013018i,0.0015928-0.00059801i,0.00072789+0.00019341i,0.00046193+0.00098309i,0.00044791+0.00096101i,-0.00037392+0.00051352i,-0.00028897+6.2321e-05i,-7.9002e-05-0.00038668i,0.00056832-0.00052588i,0.0013845-0.00032412i,0.00070222-7.7029e-05i,-0.00014903-0.00028865i,2.6168e-05-0.00049868i
0.0010101+0.0015986i,0.00064501+0.00082575i,0.00012826-0.00028483i,0.00072426-0.0025327i,0.0015988-0.0031952i,0.0016734-0.0018905i,0.0014796-0.00096198i,0.0010632-0.00019733i,0.00084222-0.0013655i,0.00027189-0.0030607i,-0.00018645-0.0033416i,-0.00044009-0.0017066i,-0.00020116-1.1812e-05i,-8.0379e-05+0.00016105i,-0.00069673-7.2492e-05i,-0.00067797+3.9465e-05i,9.8823e-05+0.00032538i,-0.00031115+0.0004353i,-0.00090252-1.6986e-05i,-0.00060413-0.00067392i,-0.00032845-0.0008436i,-0.00047943-0.00019153i,-0.00081411+0.00073494i
-0.00062332+0.0026964i,-1.9744e-05+0.0030681i,0.0020779+0.0018976i,0.0034107-0.0010793i,0.0038607-0.0027302i,0.002376-0.0025313i,0.00065621-0.0012726i,2.8942e-05-0.0003346i,-0.00093593-0.00012953i,-0.001786-0.00020035i,-0.0011319-0.00032083i,-0.00028947-0.00088507i,0.00025611-0.00097192i,0.00011046-0.0011016i,-0.00062731-0.00041902i,-0.00076019+0.00077834i,-0.00063874+0.000947i,-0.00019457-0.0001789i,0.00051613-6.1552e-05i,0.00027331+6.3e-05i,-7.6732e-05-0.00046407i,-0.0003008-0.00037281i,-0.00045773-0.00035267i
-0.0011739+0.0012226i,-0.00077972+0.0012847i,0.00042109+0.00056898i,0.0018854-0.00046679i,0.0024915-0.0015163i,0.001584-0.0017812i,0.0004196-0.00088332i,0.00048495+0.00071355i,0.0004065+0.0019691i,0.00011848+0.0022699i,-0.00040106+0.0019317i,-0.00078243+0.0013566i,-0.00082285-2.2586e-05i,-0.00058666-0.00082596i,6.0127e-05-0.00057086i,0.0010841-0.00067001i,0.001296-0.00016112i,0.00024504+0.00078546i,-0.0002384+0.00055985i,0.000563-0.00028182i,0.00065694+0.00031185i,7.2215e-05+0.0010314i,-4.3371e-05+0.00028906i
0.0010655-0.00052647i,0.0014305-0.0020703i,0.0014492-0.0028094i,-0.00010511-0.0026873i,-0.00044787-0.0019094i,0.00041021-0.00061645i,0.0012706-0.00031412i,0.0018948-7.0172e-05i,0.0018927+9.5013e-05i,0.0016117+0.00032227i,0.00067021+0.00089719i,-5.5012e-05+0.00080265i,-0.00047946+0.00076016i,-0.0012859+0.0012474i,-0.001232+0.00095684i,-0.00041806-0.00020833i,0.00065711-0.0010198i,0.0010217-0.0006906i,0.0012476-0.00062759i,0.0011092-0.00097705i,0.00018146-0.00091893i,-0.00082727-0.00052904i,-0.001003-0.00011481i
-0.00096524-0.0032101i,-0.00074437-0.0022146i,-0.0013332-0.0016395i,-0.0020018-0.0019488i,-0.0013313-0.0014957i,-0.00025687-0.00050852i,0.00072912+1.2642e-05i,0.0010724-0.00023254i,0.00087051-0.0015092i,0.0010164-0.0020903i,0.00039546-0.0015732i,-0.00029562-0.00048526i,0.00035755+9.6686e-05i,0.0011902+0.00019291i,0.00091528+0.00013735i,4.2241e-05-0.00045379i,-0.00017086-0.0013079i,0.0001787-0.0017049i,0.00020461-0.0011097i,0.00064223-0.0001497i,0.00081613+0.00060338i,0.00069652+0.00081729i,0.0009879+0.0009245i
0.00048079-0.002406i,0.0012114-0.0021156i,0.0003431-0.0031172i,-0.00077603-0.0028613i,-0.00056212-0.0015796i,0.00027685-0.0012072i,0.00083547-0.0013398i,0.0010726-0.001221i,-0.00044371-0.0012836i,-0.0016032-0.0015462i,-0.0013758-0.0020062i,-0.00045-0.0012767i,0.00054638+0.00038127i,0.0010373+0.00082557i,0.00065051-0.00018935i,0.000363-0.0010413i,-4.0678e-05-0.001231i,-0.00040901-0.00071655i,-0.00083322-0.00046525i,-0.00067324-0.00045544i,-0.00041031-0.00010914i,0.00014879-0.00026854i,0.00030083-0.00043427i
0.00052271+0.0037519i,-9.5535e-06+0.0042137i,0.00093616+0.0019823i,0.0012622-0.0013598i,0.0005648-0.0032391i,-0.00021461-0.0020601i,-0.00045267+0.00017619i,1.3349e-05+0.0013443i,0.00014207+0.0020552i,-0.00061841+0.001468i,-0.00085577-0.00019851i,-5.3472e-05-0.0011789i,0.00045078-0.0011371i,-0.00036293-0.00079806i,-0.0010949-0.00016896i,-0.0012183+0.00043394i,-0.00057501+0.00018214i,-4.3062e-05+0.00016437i,-0.00050782+0.00016068i,-0.0004813-0.0001467i,-0.00043875-0.00095332i,-0.00029775-0.00095292i,8.5339e-05-0.00040382i
0.0014845+0.0012786i,0.0028266+0.0006133i,0.0041791-0.0017776i,0.0036566-0.0030422i,0.0021131-0.0028684i,0.001135-0.0015568i,0.0009621-0.0001759i,0.0010852+0.00010934i,0.0021094-0.00057728i,0.0029244+0.00025505i,0.0023258+0.0011811i,0.0014378+0.00067993i,0.00015812+1.5217e-05i,-0.0013106-3.3608e-05i,-0.0017064+0.00090806i,-0.00049086+0.0012732i,0.00054532+0.00048009i,0.00042721-0.00037142i,0.00046484-0.00053881i,-3.8468e-05+0.00017926i,-0.00031247-7.3793e-05i,-0.00013249-0.00021412i,0.00018978+0.00051304i
0.0027919+0.00030932i,0.0014162+0.00061658i,0.00046873+0.00046222i,0.00039032-0.0011613i,0.0013079-0.0032278i,0.0018644-0.0017469i,0.0019888+0.0004266i,0.0020006-0.00053877i,0.00081999-0.0017067i,0.00030655-0.0012277i,0.0013078-0.00078364i,0.00076824-0.00062051i,-7.0318e-06+7.5783e-05i,-0.00010873+0.00084446i,-0.00034261+0.00060926i,0.00013643-0.0002684i,0.00032227-0.00067414i,0.00021515-0.00029006i,-6.6316e-05+0.00014789i,-0.00092277-0.00073967i,-0.00061204-0.00078773i,-4.6114e-05+0.00048851i,3.621e-05+0.00035255i
-0.0024433-0.00071702i,-0.0024103-0.0014752i,-0.00076509-0.0011811i,0.0018687-0.0010186i,0.0035969-0.0015539i,0.0031574-0.0027709i,0.0016437-0.0028302i,0.00099058-0.0016765i,-0.00028293-0.0014406i,-0.00033605-0.0012071i,0.00052818-0.0011019i,0.00043773-0.00073371i,3.2932e-05-0.00013803i,-0.00059417-0.00081613i,-0.00031146-0.0014583i,0.00047073-0.00095327i,0.00042966-0.00048197i,0.00028944+0.00022256i,0.00027491+0.00029379i,0.00084607+0.00037755i,0.0010647+0.00095508i,0.00037978+0.00055426i,0.00052635+0.00042153i
-0.0015765-0.00094259i,-0.001576+0.00078328i,-0.0013449+0.0013186i,-0.0016822+0.00039296i,-0.0012421-0.00090837i,-0.00033064-0.00087731i,-2.1833e-06+0.00013504i,-0.00034272+0.00045285i,-0.0016197+0.00091841i,-0.0021102+0.0012287i,-0.0013094+0.0011451i,-0.00066876+0.00065977i,0.00035993+0.00028472i,0.00069892+0.00013849i,-2.0216e-05-0.00051358i,0.00010039-0.00070716i,3.7921e-06-0.00062826i,-0.00054609-2.7682e-05i,-0.00041004+0.00050369i,0.00035247+0.00013893i,0.00097747-0.00020573i,0.00068648-0.00052423i,-9.6764e-05-0.00084458i
0.00036943+0.0001117i,-4.5995e-05-0.00097449i,0.0009524-0.0022095i,0.0010862-0.0030561i,0.0011175-0.0034212i,0.00087366-0.0027665i,0.00084248-0.00011398i,0.001557+0.0014845i,0.0019492+0.0010924i,0.00114+0.0015137i,-0.00038307+0.0017391i,-0.0009559+0.00068159i,-0.0011191-0.00045451i,-0.0012687-0.0007008i,-0.001191-0.00078843i,-0.00026845-0.00050925i,0.00099684-0.00047701i,0.00098517-0.00042588i,-2.7701e-05-0.00049208i,-9.8113e-05-0.00034146i,-0.00092749+0.00026906i,-0.0014405+0.00056639i,-0.0010885+0.00024025i
0.00044174-0.0015735i,0.0015354-0.00048512i,0.0030838+0.00085129i,0.0039578+0.00055775i,0.0030821-0.00071336i,0.0025205-0.001117i,0.0025233-0.0012329i,0.0026617-0.0012737i,0.0023239-0.0005509i,0.0020079+9.9318e-05i,0.0016104-0.0001587i,0.00064934-0.00031864i,-4.9425e-05-0.00080054i,-0.00046492-0.00085459i,-0.0010936+0.00017493i,-0.00077384+0.00079111i,0.00012739-0.0001717i,-0.00015166-0.00083817i,-0.00060802-3.9783e-06i,-0.00027367+0.00023544i,-0.00013666-0.00036832i,0.00024758-0.00035863i,0.00036192+2.208e-05i
-0.00044276-0.0016403i,-0.0013197-0.0029423i,-0.0018601-0.0041978i,-0.00097821-0.0052416i,0.0002871-0.0048339i,0.001437-0.0041198i,0.0011321-0.0024703i,0.00023287-0.0014183i,-0.00043909-0.0023423i,-0.00055541-0.0022323i,-0.00046578-0.001214i,-0.00061835-0.0007732i,-0.00085116+0.00017062i,-0.00069182+0.00082646i,0.00012342+0.00012535i,0.0003107+3.4408e-05i,0.00038582-0.00015396i,0.00096677-0.00053166i,0.0010265-0.00038249i,-0.00012215+0.00016821i,-0.00044275+0.0002018i,0.00098478+0.00045568i,0.0013139+0.00045974i
0.00076026+0.0031415i,0.0021288+0.0041096i,0.0042549+0.002776i,0.0042303-0.00059613i,0.0026268-0.0035943i,0.00086732-0.0034238i,0.00033243-0.0013374i,-0.0001878-0.00042129i,-0.001107+0.00031894i,-0.00084111+0.00053039i,-0.00036827-0.00032237i,-0.00061536-0.0011581i,-0.00056508-0.00096242i,-0.00015995-0.00066572i,0.00049181-0.00087085i,0.00058666-0.00031959i,0.00022778+0.00034009i,0.00062975+0.00062254i,0.0013103+0.0008867i,0.00086097+0.00030778i,3.132e-05-0.00015899i,-0.00036179+0.00020887i,-0.0011164+0.00022275i
0.0017721+0.0031963i,0.0010799+0.0029919i,0.0013584+0.0017593i,0.0017797-0.00058173i,0.0016387-0.0027831i,0.00064082-0.0029187i,0.00057146-0.0014518i,0.0013759-0.00024341i,0.0015981+0.00066957i,0.0011829+0.0014563i,0.00062678+0.0012885i,0.00011509+0.00061266i,9.612e-07+0.00071051i,0.00028034+4.3663e-05i,-0.00017624-0.00018816i,-0.00037355-3.48e-06i,-7.7936e-05-1.2343e-05i,-0.00026678-0.00023241i,-0.00037023+0.00017851i,-1.5878e-05+0.00040249i,4.8474e-05+0.00022975i,0.00028477+0.00035689i,0.00066541-7.2568e-06i
0.0021813+0.00074601i,0.0034281+5.8691e-05i,0.0047602-0.0029045i,0.0047248-0.0045634i,0.0036872-0.0038477i,0.0026598-0.0029262i,0.0024961-0.0022642i,0.0032539-0.0011739i,0.0037288-0.00033449i,0.0031424-0.00056192i,0.0022254-0.00065904i,0.00092187-0.00057309i,-4.8831e-05-0.00077665i,-0.00012658-0.00098549i,-0.000514-0.00074501i,-0.00011018+2.7113e-05i,0.0010023-0.00047205i,0.00044699-0.0010902i,-0.00022569-0.00049469i,-0.00014522+0.00017796i,-0.00065345+0.00085819i,-0.00092241+0.00021299i,-0.00031148-0.00034146i
