-0.0028782-0.00027875i,-0.0024014-0.0013134i,-0.0023139-0.0020922i,-0.002189-0.0020412i,-0.0018483-0.0017334i,-0.001655-0.0016923i,-0.00031383-0.0011449i,0.00098525-0.00066796i,0.0016734-0.00015386i,0.00163+0.00014734i,6.476e-05-0.00026765i,-0.00064003-0.00034298i,-0.00073537-0.00011277i,-0.00066321-8.053e-05i,-0.00033281-0.00029004i,-0.00022812-8.4969e-06i,0.0001242-4.5171e-05i,0.00034678-0.00067813i,-0.00047351-0.00090539i,-0.0011443-8.2245e-05i,-0.0006399+0.00083477i,4.577e-05+0.00028956i,0.00042334-0.00017112i
-0.00045067+0.0019061i,-0.0012919+0.00055645i,0.00014521-0.00098317i,0.00239-0.0025189i,0.0015201-0.0034544i,-0.00059612-0.0033753i,-0.00084938-0.002462i,0.00012323-0.0022214i,0.00072721-0.0028496i,0.00062425-0.0026428i,0.0001813-0.0015316i,0.0002196-0.0010561i,7.785e-05-0.00069076i,-5.4626e-05+0.00076063i,-0.0004029+0.0015602i,-0.00072418+0.00064034i,-0.00031004+0.00016387i,4.8572e-05+3.5395e-05i,-5.4261e-05-0.0002871i,-0.0001025+0.000206i,-0.0001962+0.00045233i,-0.00081427+0.00010858i,-0.0010632-0.00033281i
-0.00059094+0.00096779i,-0.00080244+0.00019678i,5.5654e-05-0.0022948i,3.0597e-05-0.0042367i,-0.00027462-0.0039988i,-0.00044489-0.0017789i,-7.1879e-06-6.7884e-05i,-1.4656e-05-0.00043074i,-0.0014826-0.00031954i,-0.0023179-0.00022933i,-0.0015002-0.00091398i,-0.00084834-0.0010595i,-0.00043475-0.00048687i,0.00084908+3.1182e-05i,0.0011286+9.3588e-05i,0.00057528-0.00014221i,0.00030581-0.00041611i,0.00018961-0.00074008i,0.00030364-0.00041778i,-0.00029104+0.00026278i,-0.00078112+0.00035591i,-0.00032155-0.00032305i,0.00013583-0.001135i
-0.00074938+0.00146i,-0.00016175+0.0020854i,0.00051343+0.0031643i,0.0008663+0.0031657i,0.00065626+0.00044749i,0.00071349-0.0014712i,0.00077893-0.00034418i,0.00010853+0.0010029i,-0.0010393+0.0015928i,-0.0011135+0.0011901i,-0.0004026-7.8384e-05i,-7.8001e-05-0.00019075i,-0.00063782+4.9837e-05i,-0.00020487-0.00040756i,0.00050896-0.0005792i,0.00062157-0.00065989i,1.3204e-05-0.00028712i,-0.00034487+0.00015195i,0.00019865-7.9825e-05i,-0.00010328-0.00032483i,-0.0007762-0.00045887i,-0.00078462-0.00018887i,-0.00068524+0.000482i
0.0016503-0.0023641i,0.0012764-0.0034796i,0.0013254-0.0047011i,0.0014595-0.0045112i,0.00077619-0.0035618i,0.00093798-0.0025463i,0.0023854-0.0021045i,0.0026884-0.00035611i,0.002583+0.0016981i,0.0023938+0.0020757i,0.00084746+0.0014891i,-0.00075453+0.00094496i,-0.0010709+0.00042526i,-0.00099191+9.2e-05i,-0.0006378+0.00032186i,-0.000298+0.00095713i,-0.00056795+0.00096269i,-0.00034168+0.00045629i,-0.00013272+0.00016674i,-0.00048536+6.0501e-05i,-0.0002536+0.00026781i,0.00031431+0.00016014i,0.00078249-0.0002768i
0.00063872+0.00099737i,0.0022953+0.002283i,0.0026795+0.001412i,0.0018593-0.0012769i,0.0014417-0.0027468i,0.0012369-0.002885i,0.0015579-0.0020792i,0.0025326-0.0015693i,0.0036059-0.0022342i,0.003253-0.0033233i,0.0018484-0.0023323i,0.0016612-0.0009582i,0.0011608-0.0011543i,0.00012993-0.0013304i,0.00028322+9.109e-06i,0.0012987+0.0010375i,0.0009588+0.00040377i,0.00033453-0.00095086i,0.00096032-0.0014089i,0.00050592-0.00089076i,-0.0011208-0.00039704i,-0.00034896+0.00018611i,0.00046293+0.00054402i
0.0018889-0.00052816i,0.0020063-0.001976i,0.0011745-0.0038134i,-3.1876e-05-0.0047036i,-0.0001029-0.0043611i,9.6544e-06-0.0027305i,-0.00020049-0.0013162i,-4.4884e-06-0.0017022i,-0.00093586-0.0031257i,-0.0017951-0.0033771i,-0.0017705-0.0026632i,-0.0012477-0.0016383i,-0.00093698-0.00087326i,-0.00041862-0.00032111i,0.00093112-4.8911e-05i,0.0015183-6.0166e-05i,0.0011839-0.00055468i,0.0004409-0.00075854i,-0.00025637-0.0006898i,-0.00036168-0.0001556i,-0.0001124+4.548e-05i,0.00017948-0.00039684i,0.00029705-0.00020545i
0.0022736-0.00042021i,0.0030745+0.00010908i,0.0021738+0.00016296i,0.0018862-0.00095495i,0.001853-0.0021407i,0.0011733-0.0015928i,0.0012885-0.00035223i,0.00068165+7.1585e-05i,-0.00085667+0.0010612i,-0.0016965+0.0019728i,-0.0018587+0.001005i,-0.0012999-0.0001231i,-0.00080849+0.00050068i,-0.00058726+0.0012459i,-0.00013305+0.00020347i,-7.1302e-05-0.001191i,-0.00014739-0.00066385i,0.00028976-1.7403e-05i,0.0009065-0.00029055i,0.00094078-0.00033586i,0.00081651-4.7515e-05i,0.00058587-0.00021651i,0.00035033-0.00068113i
0.0016973+0.0025806i,0.0023515+0.0018781i,0.0049163-0.00095013i,0.0050882-0.0034405i,0.0031931-0.0041855i,0.0010758-0.0033232i,-0.00017844-0.00059097i,0.00055998+0.0018628i,0.0013846+0.0022938i,0.002055+0.0023578i,0.0021944+0.0012946i,0.00063786+6.5847e-05i,-0.00057029+9.2312e-05i,-0.0007616-0.00027269i,-0.0013154-0.0010636i,-0.0010256-0.0010942i,-0.00054153-0.00031895i,-0.00029313+0.00025376i,9.7076e-05+0.00055686i,8.4486e-05+0.00067126i,-0.0003317+4.8607e-05i,-0.00035287-0.00022661i,-0.00055035+0.00031432i
0.0019734+0.00099928i,0.0032668+0.00054748i,0.0041684-0.00071424i,0.0029779-0.0029026i,0.0011637-0.0035894i,0.0011198-0.0028727i,0.00248-0.0012156i,0.0024518-0.00014087i,0.0026322-0.00029904i,0.0023519-0.00069538i,0.00099418-0.0011441i,0.00031597-0.00092721i,-0.0004882-0.00066362i,-0.00040488-0.00088223i,-0.00057835-0.00036541i,-3.3285e-05+6.5556e-05i,0.0013625-0.00015153i,0.00092566-0.0002563i,0.00022355-0.000396i,-7.0329e-05-0.00035385i,-0.0010615+0.00024149i,-0.0011984+0.00041761i,-0.00046091+1.3768e-05i
-0.0031486-0.0013657i,-0.0036163-0.0019689i,-0.003355-0.00096732i,-0.0015952+0.00048522i,0.00077006+0.00027277i,0.0023631-0.0016395i,0.0028342-0.0013366i,0.002327-0.00067276i,0.0014131-0.0013743i,-0.00062676-0.0016329i,-0.0016292-0.0010698i,-0.00065285-0.00018366i,0.00052498-0.00023695i,0.0012398+8.4926e-05i,0.0010868+0.00029896i,0.0002029+0.00030208i,-0.00048846+0.0006959i,-0.00062049+0.0010023i,-0.00044991+0.00051873i,0.00037423+0.00043609i,0.0010494+0.00064656i,0.00070577+0.00037024i,-5.5161e-05+0.00065696i
-0.0012578-0.0011474i,-0.0010696-4.6829e-05i,-0.00081882+0.00076608i,-0.00035192+0.00022621i,-2.7228e-05-0.00029938i,0.00053718-0.00056054i,0.00068682-0.0010554i,4.9268e-06-0.0014408i,-0.0011497-0.00071365i,-0.0022028+0.00098653i,-0.0021884+0.0013398i,-0.00044846-2.9914e-05i,0.00034515-0.0005472i,0.00012387+1.3504e-05i,0.00032964+5.9645e-05i,0.00032848-0.00083756i,0.00037995-0.0006205i,0.00065743+0.00058134i,0.00053797+0.00069829i,0.00042823-2.5397e-06i,0.00076806-0.00027455i,0.001076-0.0008517i,0.0006027-0.001413i
0.00016739-0.0022099i,0.00084808-0.0024162i,0.00081545-0.0023388i,0.00092251-0.0026982i,0.0013754-0.0026708i,0.0020553-0.0022634i,0.0023308-0.00058995i,0.0014237+0.0010841i,0.00015614+0.0016354i,0.0012246+0.0026068i,0.00139+0.0018796i,2.0063e-05+7.8226e-05i,-0.00059346-0.00019885i,-0.00074156-0.00036221i,0.00019978-0.00095357i,0.00082967-0.00095212i,0.00042447-0.00028681i,1.9297e-05-0.00096849i,2.8105e-05-0.0013604i,-0.00022731-0.00042487i,-2.6558e-05-0.00047338i,0.00020309-0.00091259i,-0.00017075-0.00020907i
0.0023404+0.0016616i,0.0029307+0.001232i,0.0044794-0.00043203i,0.003313-0.0032931i,0.0013465-0.0036162i,0.00034349-0.002488i,0.00046022-0.0011405i,0.0016753+0.0004712i,0.0033652+0.00077016i,0.0040872-0.00093006i,0.0031908-0.0030211i,0.00024525-0.0018351i,-0.0016213+0.00043465i,-0.001057+0.00055828i,-0.00080788-0.00024286i,-0.0010541-0.00032952i,-0.00074903+9.7841e-05i,-0.00086924-0.00035465i,-0.00032577+0.00017693i,0.00062398+0.00082971i,-9.4594e-05+0.00054087i,-0.00096906+0.00013444i,-0.00036259-0.00072615i
-0.0012091-0.00070951i,-0.0024405-0.0013241i,-0.0014599-0.0018644i,0.00015998-0.0025908i,0.00098047-0.0024378i,0.0017331-0.0020938i,0.0019637-0.00144i,0.0019211-0.0011909i,0.0020963-0.0024189i,0.00071673-0.0028997i,-0.0010203-0.0020754i,-0.00077747-0.00029649i,0.00056369+0.00046324i,0.00099035+0.00067306i,-0.000387+0.00072176i,-0.00097846-0.00012964i,0.00035572-0.00066644i,0.00055934+6.5125e-05i,-0.00016213+0.0010934i,-0.00017537+0.0014545i,-0.00020968+0.0010445i,-8.9069e-05+0.0012418i,0.0005957+0.00071171i
0.0010889+0.0025048i,0.0031476+0.0020887i,0.005311+0.0015492i,0.0051153-0.00031799i,0.0037016-0.0020416i,0.0023477-0.0021481i,0.0019961-0.00088315i,0.0017917-0.0006588i,-0.00035598-0.0017992i,-0.0034286-0.0012703i,-0.0032066+0.00043964i,-0.00090871-8.728e-05i,0.00063488-0.0012765i,0.00067212+9.9027e-05i,0.00057631+0.00082338i,0.00044542+0.00026606i,0.00033001+0.00032822i,0.0010546+0.0013628i,0.0010363+0.0013608i,0.00024912+0.00019241i,-0.00020512-0.00074333i,-0.00049084-0.00024675i,4.0415e-05+0.00038488i
-8.5177e-05+0.0019389i,-0.00127+0.00053206i,-0.0011588-0.0018069i,-0.00043894-0.0030036i,0.00084585-0.0039037i,0.002136-0.003953i,0.0021899-0.0024996i,0.00077292-0.00084504i,0.00018754+0.00086083i,0.00033139+0.0028921i,3.9372e-05+0.00297i,-0.00066319+0.0010224i,-0.0014513-0.00012869i,-0.00092972-0.00062803i,0.00057701-0.0010918i,0.00041976-0.00084863i,7.6269e-05-0.00011602i,0.0004128+0.00012737i,0.00012758+5.9305e-05i,-0.00017906-0.00027608i,-0.00039426-0.000574i,-5.6888e-05-0.00095415i,0.00045373-0.0014219i
0.00010938-0.0010396i,0.0014507-0.00083546i,0.0020882-0.0018126i,0.0007932-0.0022437i,0.00022513-0.0016129i,0.0010182-0.00055984i,0.0011993+0.00028829i,0.001533+0.00089003i,0.0024825+0.0010315i,0.0036674+0.001106i,0.0039294+0.00019672i,0.0017189-0.0013104i,-0.00080549-0.0014681i,-0.0011051-0.001416i,-0.00079297-0.0021793i,-0.00056078-0.0018937i,7.4473e-05-0.0015032i,-0.00022748-0.00091685i,-0.00062581-0.00037879i,-0.00062528-0.00044009i,-0.00076181-0.00044359i,-0.00013671+0.00020533i,0.00063112+7.7184e-05i
-0.0035525+0.0012395i,-0.0051364+0.0021668i,-0.0043037+0.0034585i,-0.001991+0.0035862i,0.00043845+0.0014759i,0.0012024-0.00032242i,0.0014457-0.00042186i,0.0030023-0.0011487i,0.0038731-0.0026573i,0.0030774-0.0036123i,0.001283-0.003704i,-0.00024641-0.001825i,-0.00082256-9.24e-06i,-0.00132-0.0002298i,-0.0022163-0.0004479i,-0.0010766+0.0004306i,0.00045151+0.0006958i,-0.0006942+0.00074504i,-0.0012021+0.0007392i,-0.00067167+0.00053935i,0.0004108+0.00038561i,0.00012868+0.0004751i,-0.00073137+0.00027384i
-0.0025022+0.0027676i,-0.0010601+0.0019243i,0.0017513+0.00032739i,0.0039464-0.0028567i,0.0048729-0.0046686i,0.0035556-0.0051795i,0.0019162-0.0042658i,0.00025499-0.0029894i,-0.0016135-0.0035812i,-0.002673-0.0029825i,-0.0025012-0.0010322i,-0.0012807+0.0002005i,0.00044509+0.00030717i,0.00081174-2.78e-05i,0.00077408-0.00032502i,0.0011618-0.00031023i,0.00055753+8.8312e-05i,-0.00022914+0.00025262i,0.00026312+0.0011074i,0.00021269+0.0012733i,-0.00019966+0.00028045i,-0.00079018-0.00052466i,-0.00052179-0.00054223i
0.00036644+0.0015671i,0.0011344+0.0019466i,0.0029011+0.0013221i,0.0038531-0.0014234i,0.0026626-0.0034484i,0.0011061-0.0032477i,0.0013699-0.0010126i,0.0013734+0.00034242i,-0.0007101+0.00018503i,-0.0022111+0.0018192i,-0.0016143+0.0034603i,-4.1844e-05+0.0021005i,0.00025811-0.00056563i,0.0003119-0.0011248i,0.00068532-1.5514e-05i,0.0010529+0.00034717i,0.00068636+5.3588e-05i,0.00035574-0.00042523i,0.00076545-0.00059298i,0.00053546-0.00090166i,-9.7579e-05-0.0010925i,-0.00075391-0.00059913i,-0.00033817-0.00079509i
0.0039759-0.0011366i,0.0034358-0.0015942i,0.0019858-0.0031303i,-0.00023994-0.0041769i,-0.0019918-0.003577i,-0.00068474-0.0015235i,0.0014805-0.00013354i,0.0016373+0.0005637i,0.0015927+0.0013956i,0.0022009+0.0023977i,0.0023979+0.0018766i,0.0020813-0.00042652i,0.00095647-0.0014238i,0.00036712-0.0011504i,0.00069637-0.0016025i,0.00071118-0.0019302i,0.0005536-0.00095687i,0.0004883+8.4912e-05i,0.00011361+0.00012428i,0.000509+0.00012878i,0.0010261+0.00028882i,0.00048715+0.00045859i,-8.6407e-05+0.0001742i
-3.0477e-05+0.003396i,0.00050403+0.0017752i,0.0012517+0.00051049i,0.0028999-0.0012735i,0.0032412-0.0030462i,0.002553-0.0041893i,0.0018973-0.0026308i,0.0019831-0.00031395i,0.0032734+0.00031674i,0.0039453-0.0010423i,0.0028119-0.0034246i,0.00080443-0.0030472i,-0.00050479-0.0013494i,-0.00089836-0.00086366i,-0.00092327-0.00065813i,-0.00044147+9.5448e-05i,-0.00030265+0.00090815i,-0.00060394+3.0215e-05i,-0.00027614-0.00094194i,0.00026287-0.00090716i,0.00034406-0.00086321i,-3.8612e-05-0.00076268i,-0.00022276+6.7371e-05i
0.00058575-0.001232i,0.00060725-0.0018171i,0.00071808-0.001023i,0.00053161-0.00014145i,0.0011641+0.00048799i,0.0015674+0.0010563i,0.0018117+0.0005777i,0.0027289-0.00060959i,0.00142-0.0023953i,-0.00089022-0.0037844i,-0.0019348-0.0026933i,-0.0013435-2.159e-05i,-7.0182e-05+0.0011751i,-0.00017246+0.00029289i,-0.00092452-0.00057999i,-0.0011676+0.00018653i,-0.00025581+0.0015189i,0.00077855+0.0010895i,0.0013969+0.00030844i,0.0013899-3.8151e-05i,0.00092477-0.00034608i,0.00070542-0.00022095i,0.00032969-0.00053433i
-2.2188e-05+0.0020698i,-0.0013747+0.0023567i,-0.00133+0.0010784i,0.00016994-0.001924i,0.0015256-0.0038385i,0.0010059-0.0041079i,5.572e-05-0.0025931i,-0.0004718-0.0014717i,-0.0016788-0.0010246i,-0.0034269+0.00035703i,-0.0032361+0.0014648i,-0.00097146+0.00088022i,0.00052223-0.0002299i,0.0010685+0.0001567i,0.0013812+0.00036146i,0.0015114-0.0001805i,0.0014572-0.00023815i,0.00087222+0.00085293i,-0.00052461+0.0017152i,-0.00087203+0.0012059i,6.9357e-05+0.00032166i,0.00071798-0.00018961i,0.00075423-0.00059678i
-0.0046686-0.000126i,-0.0047728-0.00017573i,-0.0029331+0.0018262i,0.00067344+0.002303i,0.0045652+0.0018315i,0.0053592+0.00041347i,0.0030157-3.8352e-06i,0.0005108+0.00033052i,-0.00061049+0.0014063i,0.00052846+0.0034877i,0.0030105+0.0028342i,0.0035623+0.0005091i,0.0018362-0.000601i,0.00044269-0.00072369i,8.6864e-05-0.00040788i,-0.00014142-0.00047146i,-0.00030181+0.00016189i,0.00015586+0.00054179i,0.00018724-0.00019832i,-0.00060509-0.00035582i,7.1641e-05-0.00088966i,0.00066236-0.0012339i,-0.00058922+2.2106e-05i
-0.0023814+0.0015103i,-0.0010702+0.0021895i,0.00049566+0.0037886i,0.001886+0.002211i,0.0024824-0.00095445i,0.0026372-0.0033758i,0.0016138-0.0041032i,0.00043644-0.0026282i,0.00096233-0.00029706i,0.0031384+0.00038905i,0.003852-0.0015311i,0.0015044-0.0029099i,-0.0003999-0.0031346i,0.00022926-0.0033057i,0.00097421-0.0033549i,0.00051302-0.0020617i,0.00035997-0.00076894i,0.00078022-0.00035841i,0.00086342-0.00024417i,0.00077473-0.00017278i,0.00074217+9.0922e-05i,0.00062518-0.00015598i,0.0005647-0.00025789i
-0.0089132+0.0050491i,-0.009367+0.0047808i,-0.0036734+0.0052311i,0.0018763+0.0024569i,0.0033802-0.00053896i,0.0028432-0.0020326i,0.0023038-0.00068467i,0.0036279+0.00041367i,0.0039543-0.00026733i,0.0025329-0.0018424i,0.00078328-0.0029693i,-0.0013433-0.0019988i,-0.0023894-0.00024313i,-0.0021103-0.00069069i,-0.0021814-0.0011521i,-0.0016079+2.2884e-06i,-0.00034338+0.0014183i,-0.00062805+0.0010397i,-0.0016815+0.00065945i,-0.0021121+0.00049098i,-0.0023361-0.00059135i,-0.0023524-0.0012025i,-0.0013646-0.00069069i
0.032244-0.016288i,0.035694-0.019794i,0.019832-0.03492i,-0.0054739-0.031173i,-0.021822-0.018413i,-0.018932-0.0019319i,-0.0051404+0.0027708i,0.00054113-0.0024738i,-0.00092116-0.0064566i,-0.0067237-0.0080842i,-0.010325-0.0040807i,-0.0075541+0.00098549i,-0.0027169+0.0040289i,0.0005114+0.0060384i,0.002051+0.0046743i,0.001573-0.00036527i,-0.0013935-0.0050049i,-0.0025164-0.0046017i,0.00026273-0.0023236i,0.0013909-0.002344i,0.00047438-0.00092824i,0.0010504+0.00036638i,0.0017881-0.00069848i
0.0048108-0.00177i,0.0040351-0.0037292i,0.001452-0.0070047i,-7.8457e-06-0.0072506i,-0.00093811-0.0059617i,0.00039443-0.0031644i,0.0019897-0.0013975i,0.0011755-0.0012927i,-0.00032063-0.00075504i,-0.00055143+0.00056732i,0.00013708+0.0022971i,0.00020113+0.0032052i,0.00049243+0.0033861i,0.00093697+0.0029666i,0.001476+0.001154i,0.002195-0.00094698i,0.0017148-0.0018026i,0.0009128-0.001173i,0.0010286-2.0936e-06i,0.0011533+0.0003832i,0.00094472+0.00062541i,0.00087471+0.00069899i,0.00057745+0.00052596i
-0.001016-0.0013587i,0.0005828-0.0020979i,0.0010904-0.0015828i,0.0017453-0.0018889i,0.001234-0.0036853i,-0.0010215-0.0032484i,-0.0019337-0.0011247i,-0.0017905+7.496e-05i,-0.0012209-6.8407e-08i,0.00069813-7.8323e-05i,0.0025015-0.00018544i,0.0016499-0.00099149i,7.9491e-05-0.0016417i,-0.00050887-0.0019493i,-0.00084838-0.0016846i,-0.0010801-0.00081094i,-0.0016706-0.00025573i,-0.0014728-0.00042004i,-0.00047121-0.00018291i,-0.00067662-0.00073036i,-0.00096691-0.0015969i,-0.00044673-0.001338i,0.00022338-0.00041084i
-4.5216e-05+0.00099281i,-0.0017796+0.0010252i,-0.0027827+0.00039006i,-0.0024824-0.00095313i,-0.00070734-0.001459i,0.000301-0.00084425i,4.1006e-05-0.00045687i,0.00053108+1.5552e-05i,0.00069784-0.00055745i,0.00056119-0.0021194i,-0.00079975-0.0032983i,-0.0019699-0.0033411i,-0.0006549-0.0015567i,0.00017245-6.6022e-05i,7.6731e-05+0.00013144i,0.00031322-0.00041059i,0.00052407-0.0011694i,0.00067067-0.0014488i,0.00051428-0.0011981i,0.00038655-0.0010426i,0.00084912-0.00097122i,0.0012522-0.00084649i,0.0019446-0.00047924i
-0.00034003-0.0045944i,0.00080635-0.0042612i,-0.00015172-0.0031327i,-0.00034286-0.001577i,5.6263e-05+0.0001272i,0.00018923+0.0016521i,0.0019242+0.0029846i,0.0025727+0.002314i,0.00079322+0.00017414i,-0.0013619-0.00026328i,-0.0025+0.000593i,-0.0031633+0.0014989i,-0.0032161+0.0011267i,-0.0018024+0.00029768i,0.00015185+0.00027082i,0.0012759+0.00057869i,0.0011055+0.0013974i,0.00090743+0.0015134i,0.00056681+0.000468i,0.00022189+0.00075389i,0.00029053+0.0015849i,-0.00015177+0.0012436i,-0.00087971+0.00022989i
-0.00092872+0.0019947i,9.327e-05+0.001722i,0.0017308+0.00081205i,0.0020966-0.00078321i,0.0020131-0.0021134i,0.0025684-0.00061353i,0.0031376+0.00048663i,0.0029495+0.00047536i,0.0023143+0.00041309i,0.0017764+0.0011766i,0.0011561+0.0019364i,0.00072562+0.0015238i,0.00082057+0.00090762i,0.001845+0.00023822i,0.0022852-0.001005i,0.0011087-0.0020291i,-0.0012451-0.0023585i,-0.0021068-0.002066i,-0.0010061-0.00098557i,-0.00018262-0.00049458i,6.1496e-05-0.0010655i,0.0001078-0.0013776i,-0.00018747-0.0008123i
0.0013584-0.00016018i,0.0013811-7.3162e-05i,0.0011604-0.0021456i,0.0018194-0.0039516i,0.002267-0.0039112i,0.003156-0.0024502i,0.0036742-0.0017303i,0.002142-0.0021085i,0.0011526-0.0024767i,0.0016574-0.0018973i,0.0020525-0.00078471i,0.0023206-9.1224e-07i,0.0012372-3.1022e-05i,-4.5961e-05-5.3073e-05i,1.9892e-05-8.1883e-05i,0.0014409-0.00080674i,0.0033322-0.00098539i,0.0043597-0.0011802i,0.0030149-0.001539i,0.0012453-0.0010571i,0.00051034-0.00045015i,0.00031599+3.0987e-05i,0.00049928+0.00042343i
0.0044803+0.0028132i,0.0042281+0.0014936i,0.0046292-0.00087397i,0.0032039-0.0024185i,0.0015575-0.0043243i,0.0011616-0.004347i,0.0010965-0.0016285i,0.0012014+0.00059537i,0.0015173+0.00021877i,0.0010965-0.00097859i,0.00036849-0.0022682i,0.00063699-0.0035845i,0.00056708-0.0034323i,-9.992e-05-0.0013888i,-0.00049732+0.00062963i,-0.0009022+0.0016397i,-0.0011595+0.0018964i,-0.00058832+0.0021204i,-0.00033721+0.0017031i,-0.00087909+0.00082665i,-0.0014203+0.00081778i,-0.0010386+0.0013962i,0.00037582+0.0014037i
0.0049788-0.0014569i,0.0054043-0.0016037i,0.0046735-0.0034947i,0.0019667-0.0045539i,-0.00068949-0.0041572i,-0.0012067-0.0019727i,-0.00031541-0.00089146i,-0.00012513-0.00087458i,-0.00084416-0.00065022i,-0.0015385-0.0007719i,-0.0024658-0.00024035i,-0.0028497-0.00038902i,-0.0026382-0.00056059i,-0.0021104+0.00045619i,-0.0011991+0.00064523i,-0.00018265-0.00054378i,-1.492e-05-0.0011195i,0.00027726-0.0010436i,-0.0004188-0.0012999i,-0.0011009-0.00079529i,-0.00038244+0.00015253i,-9.6068e-05+3.4568e-05i,0.00016816-0.00063444i
-3.5807e-05-0.0024553i,-0.00014926-0.0037442i,-0.00079731-0.0049591i,-0.0011885-0.0043599i,0.00051273-0.0031602i,0.0030845-0.002407i,0.0032907-0.0016018i,0.0022046-0.0014704i,0.0011772-0.00097568i,0.00034381+0.001084i,-0.00012489+0.0023858i,-0.0005723+0.0018462i,-0.00034745+0.00069045i,0.0010792+9.4356e-05i,0.0021879+1.9164e-05i,0.0023237+0.00053387i,0.0021667+1.7258e-05i,0.0021975+6.9225e-05i,0.0022101+0.00044857i,0.0020194+0.0011583i,0.0013566+0.0016367i,0.0016081+0.0010121i,0.0015621+0.00020727i
-0.0022669-0.00034654i,-0.0015608+0.0010508i,-0.00014448+0.0029254i,0.0015531+0.001877i,0.0031826-0.00053341i,0.0025008-0.00095219i,0.00064775+0.00010649i,0.00062664+0.00080551i,0.0014764+0.0012746i,0.0021079+0.0014036i,0.0032665+0.00063209i,0.0030173+0.00031829i,0.0014388+0.00067613i,0.00091339+0.0001272i,0.00038972-0.0006597i,-0.00042827-0.00054063i,-0.00070985+6.3064e-05i,-0.00060476-0.00027789i,-0.00031881-0.00066988i,-0.0008717-0.00066608i,-0.0017595-0.00061355i,-0.0017765+6.6027e-05i,-0.0013261+0.00067353i
-0.001958+0.0012346i,9.4761e-05+0.0015629i,0.00092251-0.00020007i,0.0014875-0.002809i,0.0022198-0.003601i,0.0015616-0.0029834i,0.00092843-0.001326i,0.0015302+0.00021465i,0.0012989+0.00012994i,0.00018667-0.0012913i,0.00024316-0.0028208i,0.0010291-0.002831i,0.00175-0.0024287i,0.0024712-0.0022781i,0.0022097-0.001538i,0.0010063-0.0011828i,0.00066527-0.0014336i,0.00043154-0.0016079i,0.0001742-0.0025787i,0.00022041-0.0022671i,-0.00038321-0.0018955i,-0.00085481-0.0023306i,-0.00057307-0.0016528i
0.0016197+0.00028278i,0.0029444+0.00021038i,0.0029622-0.0017893i,0.001313-0.0033951i,-0.00034832-0.0025239i,-0.00037976-0.00036126i,0.00077233+0.00080836i,0.0025272+0.00066469i,0.0017598-0.00024827i,-0.0010437-0.001307i,-0.0029099-0.0013418i,-0.0024691-0.0016169i,-0.0018184-0.002479i,-0.0012465-0.0017693i,-7.3833e-05+6.2731e-06i,-0.00069657+0.0011687i,-0.0010274+0.0016188i,-0.000355+0.0013653i,0.00028647+0.00073972i,-7.2834e-05+0.0013465i,-0.00046392+0.0026863i,-1.988e-05+0.0028188i,-5.0463e-05+0.001899i
-0.0017376-0.0005125i,-0.00078662+0.00086674i,-0.00075008+0.0014356i,0.0013468+0.00051312i,0.0036909-0.0017591i,0.0036993-0.002663i,0.0030592-0.0014971i,0.0034808-0.0012859i,0.0027493-0.00072476i,0.00099879+0.0014904i,0.00027319+0.002159i,0.00023881+0.0010075i,-0.00013013-8.2191e-05i,-0.00029387-0.00051852i,-0.00055778-5.373e-05i,-0.00027152-0.00011242i,0.00051018-0.00054261i,0.00038505-0.0006274i,0.00026768-0.00023671i,0.00072198-0.00037691i,-0.00022784-0.0013336i,-0.00068727-0.0010057i,-0.0003687-0.00062425i
0.0052664-0.0012084i,0.0058338-0.0021912i,0.0057007-0.0060183i,0.0031867-0.0082336i,0.0013412-0.006719i,0.00073314-0.0030105i,0.00084911-0.00054778i,0.0004942-0.00065603i,0.0003817-0.0019718i,0.0012846-0.0016796i,0.0012024-0.00080882i,0.00090644-0.00084898i,0.00029275+0.00014441i,0.00046365+0.0016099i,0.0016234+0.0021328i,0.0022655+0.00078935i,0.0026776-0.0002617i,0.002507+0.00018849i,0.0016272+0.00044547i,0.0013741-0.00028138i,0.0018401-0.00069661i,0.0021646-0.0011442i,0.0014993-0.0016447i
0.0041178-0.00081181i,0.0036288-0.0011421i,0.0017354-0.0033596i,-0.00036671-0.0052392i,-0.00015628-0.0055962i,0.0016569-0.0040977i,0.0017132-0.0023568i,0.00031087-0.0013934i,-0.00047985-0.001727i,-0.00078965-0.0030747i,-0.00025264-0.0039692i,0.00010428-0.0025882i,0.00042191+0.0007444i,0.00046567+0.0017234i,-0.00029195+0.0011847i,-0.0002673+0.00058749i,-0.0007606-0.00066454i,-0.001141-0.0011851i,-0.00083169-0.0011292i,-0.00066263-0.00079738i,-0.0011078+0.00024606i,-0.0011577+0.00058566i,-0.00048915+0.00087159i
