-0.0030364-0.00040449i,-0.00093075+0.0002696i,0.00046444+0.00079574i,0.0015136+0.00073093i,0.0017255+0.00098218i,0.0010533+0.0010475i,0.00066333+0.00094708i,0.0007704+0.0012282i,0.00067072+0.001212i,0.0004142+0.00085714i,0.0010522+0.0012527i,0.00095716+0.00042642i,0.00046049-0.0011976i,0.00016844-0.0015092i,-0.00044356-0.0012707i,-0.0008058-0.001576i,-0.00047915-0.0011714i,0.00016595+2.5318e-05i,0.00033012+0.00034862i,-3.9587e-05+0.00048525i,-0.0003915+4.3523e-05i,-0.00041265-0.00045173i,-0.00064518-0.00066397i
0.0004383+0.00035653i,-0.00022284-0.00053625i,-0.00063658-6.6724e-05i,0.0004093-0.00032341i,0.001034-0.001723i,0.00055127-0.0023782i,3.5237e-05-0.0021498i,0.00015919-0.0018578i,-0.000172-0.0020711i,-0.00030758-0.00087849i,0.00050811-2.8368e-05i,0.00044492-0.00082617i,-0.00082148-0.0010136i,-0.0011902-0.00104i,-0.00091018-0.00088334i,-0.00051379-0.0010816i,4.4954e-05-0.0011864i,4.4847e-05-0.00076623i,-0.00034925+0.00048589i,-0.00037932+0.00084995i,-0.00029895+0.00072261i,-0.0003099+0.0010118i,8.8736e-05+0.00056142i
-0.00050542+3.1254e-05i,0.00078733+0.00099704i,0.0016702+0.0024492i,0.0030917+0.002271i,0.0038953+0.00046327i,0.0024527-0.0012815i,0.00018268-0.0013598i,-0.00017295-0.00045584i,6.5641e-05-9.9962e-05i,0.00011852+0.000254i,0.00092143+0.00081292i,0.0021662+0.00059636i,0.0017843-0.00048521i,0.00078374-0.0010567i,0.00074027-0.00081701i,0.00011833-0.00049738i,-0.0006827-0.00071604i,-0.0011342-0.00089522i,-0.001175-0.00070182i,-0.00032313-1.0831e-05i,-0.0003381+7.6929e-05i,-0.00074355-0.00063354i,-0.00062818-0.00043135i
0.00033965+0.00043577i,-0.00043631+0.00080337i,-0.0013556+0.00079791i,-0.00089465+0.00018148i,7.2949e-05-0.00017363i,0.0010882+0.00015371i,0.001472+4.4583e-05i,0.00076328+0.00046422i,0.00033008+0.0015807i,0.0010741+0.0024004i,0.0012347+0.0018249i,0.00057988+0.00019773i,1.2979e-05-1.1629e-05i,-0.00071433+0.00052578i,-0.00058469+0.00033797i,-1.4829e-05-0.00039324i,-0.00011387-0.0010714i,-0.00077956-0.00048127i,-0.00063984+0.00030366i,0.00057072+0.00030521i,0.0010319+0.00038008i,-8.7629e-05+0.00055797i,-0.00049185+2.3883e-05i
-0.00034136+0.00046016i,-0.0002123-0.00053403i,0.0006978-0.0013342i,0.001988-0.0009639i,0.0019972-0.0012287i,0.0013343-0.001937i,0.00028473-0.0018256i,-0.00048236-0.0011301i,-0.0014839-0.00036154i,-0.0015121+0.00041191i,-0.00042915+0.0012372i,0.00050823+0.00053264i,0.00036266-0.00060535i,-0.00033555-0.00074918i,-2.3278e-05-0.001i,2.1942e-05-0.0014046i,-0.00056962-0.0011031i,-0.0011659-0.00066501i,-0.0011469+0.00055477i,-0.0011162+0.00089092i,-0.001056-0.0002264i,-0.00073042-0.00042725i,-0.00012843+0.00028526i
0.00062096+0.00077419i,0.00068967+0.00081038i,0.0017922+0.0003162i,0.002277-0.00050481i,0.0018551-0.000795i,0.00073236-0.00033213i,0.0006208-0.0001552i,0.0017688-0.00079733i,0.0017729-0.00059068i,0.00084956+0.0003148i,0.00086291+0.00065464i,0.00042948+0.00031633i,-0.00029085-0.00051581i,-0.00041344-0.00053742i,0.00010844-0.00010034i,0.00046495+0.00025829i,0.00076152-0.00012048i,0.00083072-0.00088431i,9.6803e-05-0.00080744i,-4.0782e-05-0.00059445i,-0.00072995-0.00047745i,-0.0014713+0.00040466i,-0.00087018+0.00026218i
-0.00028287-0.0021472i,-0.00081862-0.002422i,-0.00053041-0.0028488i,0.00058726-0.0021441i,0.0014876-0.0010668i,0.0016333-0.0009767i,0.00064058-0.00099359i,-0.00011046-0.00033182i,-0.00047125+0.00053432i,-0.00034991+0.0012543i,0.00083706+0.0017907i,0.00090754+0.0018056i,0.0005627+0.00089267i,0.00065297+6.9031e-06i,0.00088209-0.00023211i,0.00075044-0.00050688i,0.00058972-0.00017566i,0.00029373+3.0017e-05i,3.2358e-05-0.00037921i,3.2398e-06-0.00044479i,-9.9428e-05+0.00021545i,0.00032196+0.00078355i,0.0004652+0.00085934i
0.00059737+0.00044592i,0.0014512+0.0012987i,0.0020466+0.0018244i,0.0019195+0.0012933i,0.0019998-0.00018085i,0.0014785-0.00076536i,0.00064368-0.00067021i,0.00023805-0.00034009i,-0.00039822+0.0006754i,-0.00030655+0.0017234i,0.00012665+0.0015881i,6.9521e-05+0.0004754i,-7.1324e-05+0.00056402i,-0.00080431+0.00042979i,-0.00087786-0.00050639i,-0.00089285-0.0005965i,-0.0015673-0.00025215i,-0.0015605-0.00028328i,-0.00074906-0.00047089i,0.00021129+0.0001173i,0.00051897+0.0010603i,0.00043922+0.00026848i,0.00050822+0.00024608i
0.00014372+0.0017017i,0.00072909+0.0018288i,0.001552+0.0014998i,0.0030454-0.0001718i,0.0036354-0.0019969i,0.0016635-0.0021405i,0.00012693-0.0013111i,-0.0001606-0.0012016i,-0.00079118-0.0001574i,-0.00073107+0.00044966i,0.00074377-5.5296e-05i,0.00071661-0.00066478i,-0.0003154-0.0013795i,-0.00064312-0.0011865i,-0.00042916-0.00038856i,-0.00027752+0.0003067i,-0.00071668+0.00030001i,-0.00066526+0.0001067i,-0.00027956+0.00033328i,0.00042805-9.2296e-05i,0.00045188-0.00041218i,-0.00015339-0.00023517i,-0.00047927+6.9936e-05i
-0.00065051-0.00048737i,0.00032005-6.7129e-05i,6.9657e-05+0.0012682i,-7.5565e-05+0.00071745i,0.00081616+0.00018495i,0.001705-0.00018213i,0.0010063-0.00042507i,0.00086167+0.0004348i,0.0014358+0.0012195i,0.00084645+0.0014912i,0.00039616+0.0013303i,0.0006659+0.00046979i,0.00094593+4.0108e-05i,0.00087541-9.3635e-05i,0.00074912-0.00064202i,0.00043125-0.00054615i,-0.00043777-0.00060742i,-0.0010299-0.00066453i,-0.00012401+0.00014119i,0.00054457+0.00021092i,8.6736e-05+0.00015268i,6.6532e-05+0.00026279i,-0.00012257-0.00030478i
-0.00065683+0.0005385i,0.00081846+0.0011411i,0.0025815+0.0013082i,0.0036197+0.0012262i,0.0041217+0.0003213i,0.0031074-0.00049923i,0.0014343-0.00045647i,0.00059096-8.2377e-05i,-0.00032654+0.0010954i,-0.00069765+0.0025378i,-0.00017533+0.0028039i,-0.00018724+0.0019027i,-0.00091741+0.00035846i,-0.00077803-0.00088136i,-0.0010702-0.00046594i,-0.00090559+3.7307e-05i,0.00020443+0.00027468i,6.1238e-06+0.00040291i,-0.00070387+0.00035879i,-0.00072587+0.0005709i,-0.00068617+0.0012126i,-0.00064536+0.0014103i,-0.00082391+0.0007782i
4.4647e-05-0.00096955i,-0.0003954+5.9912e-05i,-0.00064502+0.00074133i,-3.2839e-05-0.0002622i,0.00071485-0.0018067i,0.0014068-0.0020609i,0.0020997-0.00086696i,0.0011386-1.7132e-05i,-0.00060773-7.3811e-05i,-0.0012814+0.00035098i,-0.0005639+0.0010641i,-0.00011159+0.00027362i,0.00016408-0.00055178i,0.0008142-0.00081255i,0.00052495-0.00093648i,0.0003649-0.0004465i,0.0011943-5.7992e-05i,0.0015661-9.4445e-06i,0.00076676+0.00022213i,-0.00019927+0.00055003i,-0.00059496+0.00028425i,-0.0010614-3.4053e-05i,-0.00063594-0.00039073i
0.0021264-0.00063576i,0.0020212-0.0017655i,0.0017306-0.0029581i,0.0013977-0.0030618i,0.00050002-0.0014536i,-0.00058218-0.0002601i,3.3219e-05-0.00094884i,0.00073518-0.0013098i,-3.3268e-06-0.00076569i,-0.00039299-1.5783e-05i,0.00049761+0.00048793i,0.001296+0.00047962i,0.0011749+0.00019346i,0.00073067+0.00021314i,0.00051703+1.4759e-05i,0.00087125-0.00093403i,0.0010927-0.00066071i,0.00042013+0.00021918i,5.2734e-05+0.00018454i,-0.00012839-7.4734e-05i,-0.00062186-8.5036e-05i,-0.00050803-5.7739e-07i,-5.8215e-05-0.00024532i
0.001855-0.00017804i,0.0018383+5.0136e-05i,0.0027459+0.00055274i,0.0032256+0.00026196i,0.0025566-0.0015902i,0.0016378-0.0029055i,0.0009858-0.0014069i,0.00048638+0.00065466i,4.5957e-05+0.00098916i,-0.00017006+0.0011114i,0.00050408+0.0016973i,0.00011026+0.0013682i,-0.00034438+0.0010753i,0.0002699+0.0012999i,0.00049092+0.0011738i,-0.00021627+3.0085e-05i,-0.00034146-0.00049738i,-0.00031821+0.00013801i,-0.00058739+0.00037812i,-0.00018965-0.00011031i,0.00039719-0.00057633i,0.000572-0.00021156i,3.7563e-05+0.00051296i
-0.0023717-0.00038185i,-0.0016235+0.0002687i,-0.0010608+0.0014466i,-0.00028184+0.000932i,3.1967e-05-0.00047883i,-0.00010347-0.0011053i,0.0004627-0.00094038i,0.00057802-0.00084988i,-0.00012957+7.7029e-05i,-0.00061132+0.0018261i,0.00023908+0.002503i,0.0012125+0.0013086i,0.00037387+0.00018437i,-0.00019999-0.00020241i,0.00033231-0.00023858i,0.00049812-0.00064171i,0.00038428-0.0005914i,0.00039642+0.00040874i,0.00079476+0.0012916i,0.0010991+0.001433i,0.0010034+0.00065228i,0.00054727+0.00059797i,0.00024563+0.00065076i
0.0011015+0.0010462i,0.0012555+0.00012849i,0.0029049-0.00073092i,0.0029678-0.0011423i,0.0021334-0.0010595i,0.0025247-0.0012344i,0.0015009-0.00042909i,-0.00033838+0.00057007i,-0.00072809+0.00030356i,-0.00093441-0.00014554i,-0.00077137-0.00055116i,1.0125e-05-0.00051017i,2.5468e-05-0.00083826i,-0.00039556-0.0012346i,-0.00012246-0.00053953i,-0.00010931+0.00028815i,-0.00054152+0.00033208i,-0.00047794-0.00015983i,-0.00065811-0.0005309i,-0.00034216-0.0007286i,8.6335e-05-0.00094235i,6.6744e-05-0.00052594i,-0.00077075-0.00033868i
0.0013619+0.0011055i,0.000285+0.0008413i,3.188e-05+0.00043591i,0.0010482-0.00099141i,0.00070242-0.0028213i,-0.000353-0.003016i,0.00015894-0.0020515i,0.0011238-0.0011705i,0.0009911-0.00043364i,0.0011822+0.00030486i,0.0017749+0.0009428i,0.0013512+0.00070115i,0.00027898-0.00072382i,0.0002826-0.0011642i,0.00046301-0.00052632i,-0.0003521-0.000422i,-0.00088289-0.001043i,-0.00062259-0.0011387i,-2.5061e-05-0.00074237i,0.00032708-0.00022534i,0.00011605+0.00031707i,-0.00020358+0.00069609i,-2.4237e-05+0.00034132i
-0.0016108+0.00099985i,-0.00042136+0.0011001i,0.00089513+0.0020509i,0.0018889+0.0017945i,0.0030374+0.00046028i,0.0023331-0.00012621i,0.00095695+0.00050036i,-0.00039617+0.00099683i,-0.0015763+0.0013871i,-0.00063954+0.0023856i,0.0005534+0.0019062i,0.00074487+0.00095994i,0.00043987+0.00076144i,3.6761e-05+0.00052671i,-0.00051941+7.1413e-05i,-0.00068173-0.0010005i,0.0003534-0.0011746i,0.00080783+7.3118e-05i,-0.00026477+0.0010193i,-0.00023574+0.0011836i,0.0010532+0.00072217i,0.0015502+0.00087434i,0.00078719+0.00114i
0.0010803-0.0015683i,0.00052265-0.0021615i,1.8605e-05-0.0024363i,-0.00069867-0.0030011i,-0.00033651-0.0037625i,0.00017445-0.0029929i,0.0010755-0.0013687i,0.0013755-0.00013132i,0.00025652-3.3143e-05i,-0.00065194+9.6838e-05i,0.00056502+0.00027968i,0.0014137+6.7477e-05i,0.00035908-0.00043499i,-0.0006199-0.00013651i,-0.00082542+7.6068e-05i,-0.00053292-0.0006151i,-0.0010107-0.00043408i,-0.0008719+0.00028852i,-0.00021767+0.00077233i,-2.2722e-05+0.00090486i,0.00040176+0.00051599i,0.00036988+0.00013926i,-0.00023837+0.00036033i
0.002537+0.00011353i,0.0019046-0.00029467i,0.0014428-9.0816e-05i,0.00089162+0.00013909i,6.085e-05-0.00060629i,-0.00069335-0.00072265i,-0.0002642+0.00047044i,0.00044675+0.00013487i,0.00051723-0.00053734i,0.00026565-0.00040667i,0.00021356-0.00011639i,0.00023033+0.0002814i,8.6778e-05+0.00083048i,-0.0008151+0.00054756i,-0.0011227-0.00010667i,-0.00066291-8.9606e-05i,-0.00040887-0.00053947i,-0.00050111-0.0006042i,-0.00053777-2.1879e-05i,-0.00040619-0.0003596i,-0.00030104-0.00068923i,-0.00048719-5.6763e-05i,-0.0007939+0.00027205i
-0.00071039+0.00011409i,-0.0021501+0.00078943i,-0.0018704+0.00067888i,-0.00023823+0.00016896i,0.0012559-0.00089859i,0.0014518-0.0017062i,0.0009669-0.00066294i,0.00057387+0.000419i,-1.8531e-05+0.00035439i,0.00019041+0.0009493i,0.0011515+0.0015652i,0.001177+0.00080133i,0.0008469+0.00011108i,0.00042044+0.00055775i,0.00023199-0.00012297i,0.00087926-0.0012451i,0.00016962-0.00054151i,-0.00018352+2.1186e-05i,0.00033385+0.00050507i,0.00035607+0.0004283i,0.00056686-0.00022322i,0.0011393-0.00043516i,0.0013381-0.00038086i
-0.0001513-0.00078737i,0.00060546+1.4057e-05i,0.00071243+0.0007054i,0.0014663+1.9619e-05i,0.0021659-0.0006201i,0.0014374-0.0012188i,-4.1344e-05-0.0011411i,-0.00084065-0.00084075i,-0.0020332-6.8635e-05i,-0.0015616+0.0012386i,-2.536e-05+0.0019022i,0.00058694+0.0009091i,0.00066073-0.00039089i,0.00032467-0.00038635i,0.00027439-0.00092936i,0.00082594-0.0015142i,0.00062224-0.0010643i,-0.00046739-0.0003997i,-0.00070612+0.00034653i,-9.0846e-05+0.00055181i,0.000353+0.00038959i,0.0007702+0.00011114i,0.00085622+3.5408e-05i
-0.002278-0.0016438i,-0.0024527-0.00055458i,-0.0030376+0.0011689i,-0.0026156+0.0012261i,-0.00030907+0.00057789i,0.0016148+8.6857e-05i,0.00084561-0.00066066i,-0.00018701-0.00083985i,-0.00098314-0.0006411i,-0.0011122+0.00023961i,-0.00030133+0.0010002i,0.00019678-9.8144e-05i,0.00076009-0.0013994i,0.00044848-0.001814i,-3.5173e-05-0.0018159i,-0.00024655-0.0010577i,-0.00030835-5.276e-05i,-0.0002532+0.00021238i,-0.00015584+0.00035519i,0.0002044-0.0003162i,0.00046748-0.001044i,0.00045953-0.00018854i,0.00022245+0.00077616i
0.00053894+0.00027767i,-0.00024668+0.00014638i,-0.00041524+0.00058148i,0.00099421+0.00080582i,0.0019093-0.00026891i,0.0016091-0.0019286i,0.00036887-0.0020452i,-0.0003198-0.00059809i,-4.1082e-05+0.00066817i,0.00077013+0.00082559i,0.0015426+0.00089339i,0.0013071+0.0010171i,8.569e-05-8.5049e-06i,5.9992e-05-0.00022591i,0.00031964-0.0001153i,0.00040697-0.0007395i,-1.0265e-05-0.00031482i,-0.00070775-0.00039345i,6.897e-06-0.00064163i,0.0011981-0.00014944i,0.0011743+0.00011558i,0.00047795+6.5168e-05i,0.00027791-0.00034166i
-0.00074549+5.051e-06i,-0.00040631-0.00093885i,0.0011327-0.0007578i,0.0021731-0.0005234i,0.0022954-0.0012584i,0.0013007-0.0009812i,-0.00045942+0.00069287i,-0.0012824+0.0015522i,-0.0011756+0.0021556i,-0.00047934+0.0026808i,0.00026525+0.0016905i,0.00071776-8.575e-05i,0.00068407-0.00047405i,0.00045761-5.5289e-05i,0.00058578-0.00020579i,0.00051017-0.00082209i,-0.00011711-0.00040502i,-7.092e-07+0.00046848i,0.00058019+0.00093837i,-0.00032672+0.00069174i,-8.1054e-05+0.00020998i,0.00032467+0.00059015i,2.5454e-05+0.00027249i
-0.0019352+0.00088459i,-0.0010116+0.0010805i,-9.3994e-05+0.0022637i,0.00068023+0.0021119i,0.0018327-0.00028551i,0.002277-0.0021406i,0.0017586-0.0027725i,0.00085479-0.0023791i,2.567e-05-0.00083946i,-0.00030703+0.00042732i,0.00026285+0.00081677i,0.00043058+0.00058849i,-0.0003656+0.00023709i,-0.00049311+0.00016134i,-9.3368e-05+0.00034423i,-0.00012188+0.00054017i,-2.1148e-05+0.00050831i,0.00014377+0.00092593i,-7.0106e-06+0.00099919i,-0.00013855+0.00064152i,0.00021869+0.00021222i,0.00081256+0.00039005i,0.00098344+7.5623e-05i
-0.00095331+0.00024442i,-0.0011848+0.0008646i,-0.00080624+0.0012418i,0.0012314+7.3038e-05i,0.0026865-0.00079788i,0.0021545-0.00063123i,0.0011033-0.00040389i,0.00013243-0.00052561i,-0.00066272-0.00077296i,-0.00038298+0.0003142i,0.0002844+0.00064116i,0.00038186-0.00010272i,-6.2125e-05-0.00024983i,-0.00055142-0.0001207i,-0.00037522-0.00026149i,2.0358e-05-0.0010197i,-0.00024834-0.001227i,-0.000561-0.00044579i,-4.3212e-05+0.00016622i,0.0003191+0.00022332i,0.00031877-3.7139e-05i,0.00057958-0.00052597i,0.00075259-0.00053411i
0.0014693-0.00061811i,0.00059374-0.00053329i,0.00057578-0.0019367i,0.0006486-0.0016475i,-0.00058165-0.0014701i,-0.00036997-0.0010799i,0.0011764+0.00041234i,0.001564+0.0010016i,0.00086561+0.00042226i,0.00024527+0.0010353i,0.00046752+0.0015975i,0.00078531+0.0007017i,0.00069542+0.00060128i,8.7881e-05+0.0013404i,0.00063115+0.000948i,0.001057+0.00015487i,0.00015444-0.00066528i,-0.00028526-0.0013138i,-0.00028184-0.00095114i,-2.9493e-05-0.00035213i,0.00057882-2.5611e-05i,0.00031265-0.00013012i,-0.00041701+3.8166e-06i
-0.0012774-0.0018873i,-0.0019768-0.0011746i,-0.0012301+0.0005587i,-1.2655e-05+0.0006512i,0.0011711-0.00030957i,0.001429-0.00023688i,0.001023-6.7731e-05i,0.00052212-0.00090084i,-0.00018333-0.00061146i,-0.00057697+0.00076937i,-6.7777e-06+0.0013374i,0.00027857+0.00091843i,-0.00026328+0.00086182i,-0.00048265+0.0003096i,-4.7395e-05-0.00048676i,0.00048253-0.00030724i,0.00035379-0.00024644i,0.00022981-0.00058152i,0.00067502-0.00061121i,0.00056793-0.00052651i,5.1905e-05-0.00049361i,2.5057e-05+0.00023015i,1.7242e-05+0.00059557i
0.0018755+0.0013365i,0.0012117+0.0014561i,0.0026232+9.6146e-06i,0.0042628-0.0013438i,0.0030132-0.0022315i,0.0016744-0.0020019i,0.00066443-0.00044086i,-2.3546e-05-0.00040149i,0.00029987-0.0009001i,0.00081158-0.0006829i,0.00044498-0.00036463i,0.00011634+0.00042329i,8.59e-05+0.00062557i,1.4859e-05-0.00076789i,-7.1158e-05-0.0016037i,9.7914e-05-0.0012727i,0.00036154-0.0006247i,-7.8461e-05-9.6667e-05i,-0.00053929-7.3148e-05i,3.8191e-05+0.00070025i,0.00037715+0.0006578i,0.00018443-0.00018068i,9.005e-05-0.00039112i
0.00076203+0.00014423i,0.00016156-1.8939e-05i,-0.00038831-0.00048509i,0.00036338-0.00066799i,0.00090432-0.00078475i,0.00070983-0.00035051i,0.00063113+0.00011276i,0.00074787-0.00024764i,0.00042127-3.795e-05i,0.00033678+0.000158i,0.0012969+0.00011123i,0.0017041+0.00022296i,0.00083276-0.0002111i,0.00014133-0.0010435i,0.00062708-0.0012758i,0.001375-0.0010907i,0.0011369-0.00058597i,3.6564e-05-0.00063757i,-0.00089781-0.00058805i,-0.0004474-0.00057451i,0.00032333-0.0002044i,5.4421e-06+0.00028219i,0.00021016+0.00021209i
-0.0024977+0.00037045i,-0.0030574+0.0020774i,-0.0025967+0.0021947i,-0.00090892+0.00093049i,0.0016508-3.7504e-06i,0.002145-0.00033882i,0.0008296+0.00016972i,-1.3822e-05+0.00058723i,-0.0013466+0.00046943i,-0.0014968+0.00058702i,-0.00029387+0.00092803i,-4.3431e-05+0.00054786i,0.00036065+0.00056879i,0.0010484+0.0011649i,0.000868+0.00047424i,0.00035619-0.0001107i,0.00014838+0.00061961i,-0.00024415+0.00040592i,-0.00053805-0.00031447i,-0.00019191-0.00060471i,0.00054173-0.00041272i,0.00014652-0.00016991i,-4.5398e-05+0.00045427i
-0.0014234+0.0012979i,0.00038365+0.0025711i,0.0023398+0.0025032i,0.0033876+0.0010702i,0.0042722-0.00088577i,0.0032192-0.0017326i,0.0012761-0.0015065i,0.00075195-0.00093912i,0.00047981+0.00070485i,0.00023889+0.0020314i,0.00061939+0.0016438i,0.00039439+3.5432e-06i,-0.00043422-0.00082126i,-0.0015563-0.00062145i,-0.002152-5.4891e-05i,-0.0012589-9.6151e-05i,-0.00037161-0.00075876i,-0.00025379-0.00079126i,-0.00024254-3.8972e-05i,-0.00045724+0.00027815i,-0.00019775+0.00029607i,0.00020063+0.00019441i,0.00052902-0.00016796i
0.0014316-0.0030486i,4.4638e-05-0.0029543i,0.00014367-0.0017335i,-0.00022247-0.0014796i,-0.0010085-0.0015759i,-0.0012032-0.00015622i,8.1259e-05+0.00017536i,0.0013551+7.0126e-05i,0.00031546+0.0002455i,-0.00083955+0.00033098i,-0.00043339+0.00042983i,0.00032742+9.9746e-05i,0.00039473-0.00032892i,0.00027388-0.00095266i,0.00021968-0.0011113i,-3.7764e-05-0.001055i,0.00025488-0.00049959i,-0.00028989-0.00049592i,-0.0006194-0.00067862i,0.00023811-7.7049e-05i,-0.00017885-9.7124e-05i,-0.001141-0.00031561i,-0.0011047-0.00065883i
-0.00053115-0.0002077i,0.00011155+0.00045776i,-0.00026549+0.0012081i,0.00065563+0.00090966i,0.0025854+0.00016198i,0.0027773-0.00087536i,0.0021673-0.0011699i,0.0011798-0.00087732i,0.00031279-0.00037545i,-0.000405+0.000588i,-0.00026593+0.00098926i,0.0004912+0.00073305i,0.00049951+0.00020899i,0.00048566+0.00026937i,0.00038306+0.00021915i,0.0004085-5.9438e-05i,0.0002126+0.00032217i,-0.00028443+0.0004659i,-0.001284+0.00071886i,-0.0017305+0.00059241i,-0.0010466-7.2723e-05i,-0.00044836+0.00027459i,-0.00026217+0.00024305i
-0.00050314+0.0012877i,0.00064602+0.00049532i,0.002159-0.00013868i,0.0031827-0.00026438i,0.0032743-0.0012967i,0.0019567-0.0024051i,0.00027424-0.0019775i,-0.00065886-0.00063144i,-0.00079759-3.1158e-05i,-0.00043686+0.00025629i,-0.00039007+0.00038564i,-0.00039499-1.6838e-05i,-0.00036469+0.00018819i,-0.00088951+0.00070602i,0.00012735+0.00080732i,0.0013602+0.00089859i,0.000724+0.00036532i,0.00034309-0.00025033i,0.0005886-0.00030765i,0.00015184+9.9361e-05i,0.0004097+0.00091544i,0.00070873+0.0012842i,0.00056268+0.00067841i
0.0006313-0.00010029i,0.00098806-6.7314e-05i,0.0014379-0.0005859i,0.0010764-0.0017441i,0.00036127-0.002059i,0.00025563-0.0011529i,0.00015959-0.00020635i,0.00046872-0.00020875i,0.00058867+0.00033577i,0.0002321+0.00078717i,0.00068907+0.00046343i,0.00063046+0.00010982i,-0.00012018+0.00018072i,4.0896e-05-5.0268e-05i,0.00050389-0.0012038i,0.00062408-0.0010018i,0.0001666-4.3961e-05i,0.00011654+0.00020752i,-6.1033e-05+0.00020141i,-0.00014707+0.00049425i,0.00020832+0.00025992i,0.00015809-0.00045173i,-2.4718e-05-0.00021422i
-0.0025347+0.0017398i,-0.0013406+0.0018198i,-0.00034324+0.0032235i,0.00083067+0.0032563i,0.0028358+0.0016392i,0.0029425-0.00038517i,0.0011071-0.001514i,-0.0002858-0.0011322i,-0.00060284+0.00016635i,-0.00014174+0.0010682i,-9.7908e-05+0.0018759i,5.1995e-05+0.0014909i,0.00025756+0.00061325i,-0.00032616+0.00034311i,-0.00010638+8.4762e-05i,0.00031947-0.00060655i,0.00062206-0.0011336i,0.00065122-0.00066885i,0.0003673+0.00023667i,0.00014312+0.00055231i,0.00026495+0.00051509i,0.00033384+0.00092997i,0.00068862+0.0013901i
-0.0021688+0.0032713i,-0.0011639+0.0028443i,0.0010657+0.0020473i,0.0039979+0.00015352i,0.0048976-0.0016227i,0.0033301-0.0021489i,0.0011365-0.0023135i,0.00014974-0.0016495i,0.00010689+3.5739e-05i,9.2345e-05+0.0018364i,0.00013906+0.0014965i,0.00010412+0.00034865i,-0.00078491-0.00074374i,-0.0018306-0.00098133i,-0.0011942-0.00063758i,0.00025047-0.00038396i,0.00043128-6.7162e-05i,3.0032e-05-0.00025123i,-0.00023742+7.2808e-05i,-6.4289e-05+0.00046848i,0.00011125+0.00051398i,0.00015944-0.00058255i,0.00041234-0.0012119i
0.001244+0.00052084i,0.00061637-0.00050762i,0.00022238-0.0014144i,-0.00038454-0.001932i,-0.00043785-0.0019122i,0.00033527-0.0014122i,0.0012634-0.00069879i,0.0013369-1.7075e-07i,0.00089862+6.2489e-05i,0.00015559+0.00066483i,0.00023385+0.00078079i,0.00066502+5.7687e-05i,0.0004875+0.00025847i,0.0002569+0.00037658i,-1.8835e-05+0.00014058i,-0.00047623+0.00050791i,-0.00055362+0.0005997i,-0.00031469+3.37e-05i,-0.00016597-0.00058933i,-0.00019989-0.00056748i,-0.00034305-0.00025031i,-0.00075568+0.000158i,-0.00050945+0.0007251i
0.00015854+0.0027176i,-9.5025e-05+0.0024675i,0.0012297+0.0022893i,0.0030457+0.0010566i,0.0043946-0.00055537i,0.0038203-0.0011625i,0.001837+7.8769e-06i,0.00053216+0.00032166i,-0.00020666-4.2957e-05i,-0.00066042+0.0011965i,-0.00074952+0.0015371i,-0.00048321+0.00039395i,-0.0003781-0.00040953i,-0.00074303-0.00063408i,0.00023976-0.00058507i,0.001483-0.00041214i,0.00071759-0.00041242i,-0.00033583-0.00041407i,0.00011787-8.4084e-05i,0.00017714-0.0003216i,0.00019309-0.00049932i,0.0005601+0.00027891i,0.00039374-0.00043219i
0.00099074-0.0022869i,-0.0011851-0.0022197i,-0.0029712-0.0016989i,-0.0012789-0.00063096i,9.7967e-05+0.00018699i,-0.00055729+0.00017324i,-0.00016297-0.00011023i,0.00025001-1.7969e-05i,-0.00041797-0.00047377i,-0.00031345+0.00040393i,-6.1889e-05+0.001879i,0.00066388+0.0012443i,0.00087127+0.00046705i,0.00037281+0.00029298i,0.00022244+0.00021554i,0.0004119+0.00020278i,0.00030443-0.00033253i,0.0002336-3.7406e-05i,0.00011278+0.00024205i,0.00037568+0.00029627i,0.0004394+0.00027351i,0.00026304+0.00038065i,3.5727e-05+0.00016823i
0.00049796-7.6697e-05i,0.0018286-0.00052241i,0.0024907-0.00085491i,0.0022603-0.001503i,0.0020728-0.0028647i,0.0019334-0.0032021i,0.0016072-0.002694i,0.0014296-0.002126i,0.0012448-0.00032719i,0.0010361+0.0016589i,0.00059844+0.0013142i,0.00044602-0.00071978i,-2.3483e-05-0.0010083i,-0.00034668-0.00028156i,0.00062491-7.7062e-06i,0.00089851-0.00023767i,-0.00026449-1.1036e-05i,-0.00067426+4.6209e-05i,-0.00033717-0.00060595i,4.2586e-05-0.00062862i,0.00055662-0.00046243i,0.00031134-0.00050396i,0.00039818-0.0002719i
-0.0006135+0.00024604i,-0.001158+0.0018143i,-0.00017093+0.0036056i,0.00063822+0.0032152i,0.00096738+0.0017046i,0.0003852+0.00046582i,0.00088561-0.00011838i,0.0014941+0.00046549i,0.00046752+0.00071441i,-0.00071961+0.0002526i,-0.00055221+0.00016776i,-0.00012409+1.4473e-05i,-0.00057123-0.00091528i,-0.001078-0.001588i,-0.00038026-0.00078479i,3.0686e-05-0.00016976i,-0.00027889-0.00010596i,1.5259e-05+8.3698e-05i,0.00018338+0.00026082i,0.00027274-0.00016299i,0.00059621-0.00072896i,0.00017804-0.000234i,3.7929e-05-3.7089e-06i
