-0.0030364-0.00040449i,-0.00093075+0.0002696i,0.00046444+0.00079574i,0.0015136+0.00073093i,0.0017255+0.00098218i,0.0010533+0.0010475i,0.00066333+0.00094708i,0.0007704+0.0012282i,0.00067072+0.001212i,0.0004142+0.00085714i,0.0010522+0.0012527i,0.00095716+0.00042642i,0.00046049-0.0011976i,0.00016844-0.0015092i,-0.00044356-0.0012707i,-0.0008058-0.001576i,-0.00047915-0.0011714i,0.00016595+2.5318e-05i,0.00033012+0.00034862i,-3.9587e-05+0.00048525i,-0.0003915+4.3523e-05i,-0.00041265-0.00045173i,-0.00064518-0.00066397i
0.0016905+0.0010094i,0.00094206+0.0010704i,0.0011464+0.00085901i,0.0026877+0.00090347i,0.0029012+0.00026513i,0.0019596-0.00046155i,0.0013434-0.00038878i,0.0010771+0.00056514i,0.00017151+0.00078439i,-0.00087251+0.00031758i,-0.0013664-0.00015467i,-0.0010714+0.00015376i,-0.00080632+0.0011157i,-0.00084225+0.0011802i,-5.3148e-05+0.00036578i,0.00058473+6.2238e-05i,4.2768e-05+0.00029718i,7.79e-05-5.7307e-05i,-0.00011707+4.2445e-05i,-5.2776e-05+6.779e-05i,0.00023768-0.00030999i,-0.00061111-0.00036122i,-0.00060927+0.00048915i
-0.0011475-0.0010573i,-0.0014015-0.0002354i,-0.0018103+0.0017293i,-0.001232+0.0026127i,-0.00022493+0.0023094i,0.00015062+0.0012159i,0.00035174-0.00040411i,0.0008074-0.0010185i,0.00063955-0.00035179i,-0.00064561-0.0001394i,-0.0012835-0.00018251i,-0.00094156+0.00054207i,-0.00027732+0.00063811i,0.00024521+0.00038039i,0.00069468+0.0007044i,0.00078658+0.0012783i,0.00057648+0.0010823i,-0.00014815+2.6974e-05i,-1.3462e-05-3.5465e-05i,0.00024768+0.00058857i,-0.00011512-3.1484e-08i,-0.00044953-5.6594e-06i,-0.00018517+0.00026624i
0.00059418-0.0011209i,0.0001717-0.0016431i,0.00034581-0.0022051i,0.00018493-0.0011265i,-0.00050977-0.0002495i,-0.00025148+0.00024897i,0.00081143+0.001453i,0.00051493+0.0014699i,-5.4815e-05+6.4198e-05i,-0.0004218-0.00030412i,-0.00089613+0.0013145i,-0.00038931+0.0022555i,0.0004986+0.0017006i,0.0013712+0.0011395i,0.0015216+0.00086826i,0.0010127+0.00053121i,0.0011099+0.00028964i,0.0014143+0.00046076i,0.00076132+0.00032793i,-0.00065852-0.00011011i,-0.0011781-0.00030402i,-0.00087891+0.00030574i,-0.00050047+0.00073233i
-0.00018033+0.0020015i,0.00023519+0.0021767i,0.0012525+0.0019574i,0.002178+0.0008114i,0.0018965-0.00022108i,0.0014459-5.478e-05i,0.00082522+0.00082024i,0.00039845+0.00084965i,0.00025307+3.1491e-05i,-0.0001919-0.00050986i,-0.0005438-0.0010092i,-0.00052317-0.00099287i,0.00020588-0.00016547i,0.00025367+3.2585e-05i,-0.0006728+0.00041001i,-0.00051061+0.0007647i,0.00030699+0.00049792i,-3.2934e-05+5.6526e-05i,-0.00048232+0.00016547i,-0.00056633+0.00034844i,-0.00050757-0.00042754i,-0.00012732-0.0011405i,-4.8559e-05-0.00062015i
0.0018992+0.00046162i,0.0012951+0.00041839i,0.0009127-2.7465e-05i,0.00051794+0.00018022i,0.0004529+0.00092367i,0.00025563+0.00075973i,-0.00031577+0.00033209i,-0.00035339+0.00043454i,-0.00069434-0.00053455i,-0.0019997-0.0014331i,-0.0018932-0.0010303i,-0.0008138-6.2154e-05i,-0.0003865+0.00022029i,-0.00019+0.00038565i,0.00076598+0.00020486i,0.0013392+0.00029066i,-0.00014058+0.00054626i,-0.00094177+0.0006443i,-0.00028481+0.00047719i,0.00022737-0.00031587i,0.00063341-0.00080736i,0.00050175-6.964e-05i,7.3727e-05+0.00021207i
0.00063364-7.0288e-05i,0.00081718-1.2665e-05i,0.00036922-0.00020269i,0.00056237+0.00064769i,0.00095514+0.0013913i,0.00095703+0.00070578i,0.0012206+0.00023307i,0.00044062+0.00026825i,-0.00050141+0.00038869i,-0.00062751+0.00044485i,-0.00098229+4.4763e-05i,-0.00088844+0.00032514i,-0.00017593-0.0001584i,0.00045452-0.00063006i,0.0005815-0.00043111i,0.00058604-0.00038198i,0.00076546-0.00030036i,0.00072276-0.00036329i,0.00059396+0.00020035i,0.0010229+0.000228i,0.00058234-0.00032992i,-0.00024092-0.00013238i,-0.00043079+0.00042684i
-0.0017591-0.0020324i,-0.0014439-8.8618e-05i,-0.00062522+0.0018618i,0.0010047+0.0023403i,0.0022962+0.0027591i,0.00182+0.0020768i,0.0010091+0.00081921i,0.00074823+0.00029459i,0.00045861+6.7692e-05i,-0.00059914+0.00041127i,-0.00074749+0.00074718i,0.00036719+0.00031686i,0.00098057-0.00023587i,0.00064504-0.00030687i,0.00065728-4.2128e-05i,0.00035408-0.00028461i,-0.00010633-0.00092605i,0.00018804-0.0008586i,0.00047364-0.00012655i,0.00015404+3.2525e-05i,7.3046e-05-0.00063109i,0.00024166-0.0008354i,0.00038727-3.6742e-05i
-0.00012998-0.00091436i,-0.0014893-0.00206i,-0.0024625-0.0018956i,-0.0015796-0.00042979i,-0.00018859+0.00062133i,0.00058315+0.00083469i,0.0011466+0.0012264i,0.00078642+0.00096885i,-0.00025687-0.00099766i,-0.001418-0.0017119i,-0.0014304-0.00039143i,-0.0010274+0.00091514i,-0.00036295+0.0010029i,0.00022915+0.00040036i,0.00090596-8.9393e-05i,0.0018987+0.00013612i,0.0020539+0.00041491i,0.0014198-8.5749e-05i,0.00099394-0.00083728i,0.00089333-0.00079332i,0.00026966-0.00031908i,-3.9115e-05+0.00040555i,-7.1824e-05+0.00066732i
-0.0019532+0.0016486i,-0.0013728+0.0012597i,-0.00020465+0.0016272i,0.0007015+0.0030399i,0.0011363+0.0036063i,0.0016227+0.0026365i,0.00079036+0.001276i,0.00017822+0.00033621i,1.9622e-05-0.00065448i,-0.00032365-0.0011352i,-0.00063089-0.00039204i,-0.00018353-0.00027706i,0.00058678-0.00015549i,0.00068161+0.00040372i,0.00060499+0.00062593i,0.00075434+0.00027566i,0.00092747+0.00018459i,0.00051626+0.00046223i,0.00042142+0.0003562i,0.00044256-0.0001829i,0.00057035-0.00080796i,-0.00025411-0.00072207i,-0.0010772-0.0010206i
-1.9873e-05+0.0007918i,-0.0001582+0.00097409i,0.00023239+0.0011889i,0.00017137+0.0018935i,0.00015053+0.0019457i,-6.6264e-06+0.0012767i,-0.0009002+0.00081722i,-0.0011339+8.1795e-05i,-0.0007891-0.0005632i,-0.00069274-0.00080205i,8.9693e-05-7.7391e-05i,0.00072813+0.0010464i,0.00096078+0.0011714i,0.001509+4.2603e-05i,0.0016469-0.00060988i,0.0013748-0.00013515i,0.00054163+0.00010903i,-0.0006909-6.2161e-05i,-0.0007661+2.0896e-05i,-8.6518e-05+0.00073798i,2.3224e-05+0.00048188i,-0.00024975-0.00040961i,-0.00067711-0.00034749i
-0.00072268+0.0022086i,-0.00036402+0.0032511i,4.8296e-05+0.0029426i,0.0011468+0.0019824i,0.0026989+0.0019009i,0.0025985+0.0014364i,0.001047+0.00046503i,-0.00010218-0.00018401i,-0.001058-0.00086416i,-0.0017243-0.00017048i,-0.0014597+0.00057666i,0.0002678+0.00014392i,0.0013337-0.00055289i,0.0010257-0.00077018i,0.0006147+6.6623e-05i,-0.00018936+0.00063078i,-0.00027794+0.00045464i,-0.00020191-4.0044e-05i,-0.00019082-0.00033615i,-4.3104e-06+0.00025715i,-0.00017157+0.00050133i,-0.00050953+7.4519e-06i,-0.00023725-0.00051408i
0.0019276-0.0018698i,0.0019856-0.0019983i,0.001083-0.0011883i,0.00095201+0.00016119i,0.00066177+0.00097898i,0.00094283+0.00082179i,0.0014434+0.00079998i,0.00097746+0.00072183i,-0.00013224-0.00029678i,-0.0012838-0.00074882i,-0.0013643-0.00026507i,-0.00088724+0.00029043i,-0.00034571+1.1425e-05i,0.00021559-2.3029e-05i,0.00020822+4.7116e-05i,0.00017944+0.00031364i,0.00057229-6.5343e-05i,0.00095356-0.00080648i,0.00077894-0.00074436i,1.6482e-05-0.00090288i,5.3458e-05-0.00062555i,0.00012859+0.00051078i,-0.0004026+0.000818i
-0.0013254+0.0020597i,0.00056313+0.0023771i,0.001776+0.0018104i,0.0032561+0.0020291i,0.0035997+0.0018706i,0.0023432-2.0618e-05i,0.00082372-0.00053705i,-6.765e-05-0.00034577i,-0.00038295-0.00019925i,-0.00039849+0.00025253i,-0.00078388+9.5157e-05i,-0.0011811+0.00021918i,-0.0012894+6.3059e-05i,-0.00050231-0.00012998i,0.00075807-6.3873e-05i,0.00087395+0.00075695i,0.00035179+0.00057325i,-0.00032064-0.00010854i,-0.00011351-0.00033551i,0.00083947-0.00039408i,0.00050686+8.4799e-05i,-0.0006901+0.00060198i,-0.0011984+0.00031103i
0.0015492-0.00048075i,0.0010149-0.00063225i,-0.00012186-0.00047087i,-0.00049081+6.2535e-05i,-0.00025376+0.0003433i,0.0001911+0.00094929i,0.00066867+0.0011707i,0.00051198+0.00055221i,-0.00067303-0.00034001i,-0.0012814-0.00098502i,-0.00086591-0.00042834i,-0.0010011+0.00016685i,-0.00031541+0.00029741i,-0.00013208+0.00053531i,-0.00043373+0.00018256i,-0.00041329-0.00049608i,-0.00017017-0.00073588i,3.1721e-05-0.001021i,-0.0005776-0.00018424i,-0.00098613+0.00049537i,-0.00049401+0.0007033i,-0.00060192+0.00037314i,-0.0011838-0.00010311i
0.00076925-0.00092451i,0.0006516-0.00099637i,0.00036345-0.00059766i,0.0002956+0.00080297i,0.00035084+0.0016026i,0.0012111+0.00090848i,0.00098081+0.00028081i,0.00039718+0.0007039i,0.00047848+0.00087765i,2.8431e-05+0.00047406i,-0.00057951+0.00073138i,-0.000163+0.0011811i,0.00077088+0.00072936i,0.00066836+0.00013628i,0.0005398-4.4496e-05i,0.0010728-4.2516e-05i,0.00087812+0.00010509i,0.00018173-0.00019549i,-6.2326e-05+0.00019491i,0.00030767+0.00067935i,0.00038991+0.0002288i,8.4896e-05+0.00012755i,-1.4498e-05+0.00052717i
-0.0013607+0.00051995i,-0.0016034+0.0013827i,-4.6252e-05+0.0016972i,0.0016091+0.0019554i,0.00297+0.0024283i,0.0026928+0.0023324i,0.00094853+0.0016093i,-0.00033432+0.00082577i,-0.0010297+9.2744e-05i,-0.0012976-0.0003743i,-0.00092729-0.00034853i,0.00047791-0.00035294i,0.0017134-0.00038652i,0.0015157+0.0001586i,0.0009892+0.0003949i,0.0016305+0.00062266i,0.0017917+0.00045879i,0.00084962+0.00026937i,0.00024741+0.00078312i,-0.00013494+0.00014873i,-0.0006338-0.00044138i,-0.0011476+0.00017758i,-0.0010853-0.00047951i
-0.0011938+0.00021617i,-0.0012306+0.0005427i,-0.0012094+0.00079572i,-0.00038149+0.00052375i,0.00048765+0.0011069i,0.00050582+0.0010046i,-0.00012926-0.00019645i,-0.00065017-0.00086433i,-0.0011394-0.00065836i,-0.0014236-0.00066474i,-0.00058323-0.0013326i,0.00082263-0.0013173i,0.0010995-0.00088094i,0.0003036-0.00010088i,-0.00013782-0.0001689i,-0.00024038-0.00017096i,-5.261e-05-0.00011125i,0.00029897-0.0002414i,-8.3644e-06-0.00020275i,3.4993e-05-0.00037948i,0.00087501-0.00053491i,0.0010106-0.00014007i,3.8268e-05+0.00036626i
5.4342e-05-0.00043575i,0.00036395+0.00050271i,0.00036986+0.0014262i,0.0010311+0.003153i,0.0012641+0.0039079i,0.0016294+0.0019399i,0.0012358+0.00075395i,0.00019492+0.000553i,-0.00022438+0.0001914i,-0.001125-0.00043467i,-0.001441-0.00022693i,-0.00098936+0.0006813i,-0.00073006+0.000769i,-8.5974e-05+0.00015142i,9.4279e-05-0.00055629i,0.00020553-0.0011731i,0.00069281-0.0010179i,0.00053914-0.00062442i,0.00034631-0.00031979i,-0.00036477+0.00022919i,-0.00069577+0.00029683i,-0.00041434-0.00016026i,-0.00028617-0.00093325i
-0.0019169+0.00071601i,-0.0019885+0.00035376i,-0.0017031+0.0011224i,-0.00054124+0.001815i,0.0011992+0.0018702i,0.0011868+0.00079845i,0.00048282-0.00035053i,0.00016106-0.00026984i,-8.1208e-05+8.7528e-05i,-0.0012753+0.00075922i,-0.0018806+0.0013561i,-0.0010605+0.0013177i,-0.00073326+0.00085591i,-0.00058688+8.9162e-05i,-0.00023985-0.00062625i,0.00027403-0.0003028i,0.00048918-8.8289e-05i,0.00042013-0.00021329i,0.00034545+0.00047081i,0.00047407+0.00062745i,3.1317e-05+3.9999e-05i,-0.00053102-0.00032937i,7.7548e-05-1.7984e-05i
9.2043e-05-0.00094448i,-5.3341e-05-0.0011733i,-0.00065717-0.00054762i,-0.00059083+0.0010099i,0.0010802+0.0017754i,0.0019644+0.0018944i,0.001084+0.0014001i,-9.9795e-05+0.00029134i,-0.00031078-0.00051039i,-0.0006164+0.00025114i,-0.00045844+0.0011854i,3.7713e-06+0.0011549i,0.00058687+0.0010689i,0.0017326+0.00062426i,0.0014794+7.6936e-05i,0.00074559-0.00011459i,0.00086144+0.00011881i,0.0005655+0.00033465i,0.00015339-2.2844e-05i,0.00012743-0.00013745i,-0.00025669+0.00013001i,-0.00022314+0.00015963i,0.0004737-0.00026908i
-0.00032186+0.0012892i,-0.00073913+0.0027681i,0.0001033+0.0028535i,0.00075696+0.0023404i,0.0010309+0.0022398i,0.0020062+0.00088i,0.0017086-0.00019106i,8.5735e-05-8.6528e-05i,-0.00033107-0.00068466i,0.00026361-0.00090981i,-0.00037394+9.5412e-05i,-0.00038055+0.00030973i,0.00057416-0.00060278i,0.0014436-0.0011493i,0.001156+7.0199e-05i,0.00057407+0.00047696i,0.00024535-0.00029541i,-0.00042905-0.00034903i,-0.0006681-0.00033267i,-0.00095988-0.0002931i,-0.00060005+4.7566e-05i,-0.00051422+0.00044308i,7.8471e-05+0.0002309i
0.00019095+0.0011312i,-0.0008478+0.00071737i,-0.0014176+0.0016359i,-0.00063236+0.0023671i,0.0014188+0.0023881i,0.0016012+0.0012602i,0.00045871+0.00015395i,5.0847e-07-0.00030909i,-0.00010631-0.00091502i,-0.00070265-0.00097402i,-0.0014118-0.00048671i,-0.0015695-0.00034281i,-0.0012062-0.00057238i,-0.00071319-0.00081218i,-0.00013006-0.0010072i,0.00041399-0.0012326i,0.00040726-0.00081679i,0.00033696-0.00044483i,0.00026122-0.00069876i,-0.0003164-0.00029435i,-0.00087104-0.00032262i,-0.00037035-0.00075666i,-0.00026804-0.00047591i
0.00081748+0.00060498i,0.0014152-0.00044518i,0.0023283-0.0011437i,0.0016233-0.00081143i,0.0010627+2.4819e-05i,0.00082804+0.00095135i,2.061e-05+0.00068459i,-0.0006201+0.00046056i,-0.0011063+0.00071381i,-0.001669+0.00022859i,-0.001355-0.00052728i,-0.0010118-0.0006879i,-0.00048703-0.00054494i,0.00012704+1.3804e-06i,0.00055163+0.00072049i,0.00076749+0.00076555i,0.00060827+0.00080721i,0.00038423+0.00072906i,-0.00054082-0.00015718i,-0.00061255-0.00060431i,-0.00058842-0.00082853i,-0.00086311-0.00074146i,-0.00066842-0.00012059i
-0.00046422-0.0012459i,-0.00087983-0.0012539i,-0.00097825+3.737e-05i,-0.00011551+0.001948i,0.0008957+0.0026165i,0.0017843+0.0022177i,0.0020712+0.0017589i,0.0013428+0.00062457i,0.00028783-9.5698e-05i,-0.00069504+0.00095031i,-0.0012043+0.0014749i,-0.0011203+0.0010469i,-0.00038357+0.00023115i,-0.00035838-0.00028531i,2.3233e-05+0.00013604i,0.00068557+0.0002758i,0.00056165+0.00059726i,3.2529e-05+0.0013009i,-0.00046666+0.00025057i,-0.00026256-0.00050397i,0.00056356-0.00036091i,0.0010498-0.00016171i,0.00041782+0.00057756i
-0.00029231+0.00011844i,0.00013401-0.00038455i,0.00098553+3.6067e-05i,0.00098399+0.00036792i,0.0010683+0.00030492i,0.00073896-0.00019069i,0.0008353-0.00055143i,0.0013718+0.00015853i,0.00094179+0.00016818i,-0.00014115-0.00015378i,-0.0005435+0.0010774i,-0.00095007+0.0016532i,-0.00035921+0.00068271i,0.00078014+0.00023331i,0.00034451-0.00027815i,0.0004908+0.00012684i,0.00070838+0.00040556i,0.00074485-0.0002073i,0.00052387-0.00041168i,0.00029895-0.00077533i,-0.00016726-0.00096056i,-0.00047561-0.00074641i,-0.00062555+7.6786e-05i
0.0011036-0.0015813i,0.00106-0.0019012i,0.0014283-0.0012646i,0.0005296-0.00061076i,-0.00035101+0.0005009i,-0.00062804+0.0010949i,-0.00030567+0.0011583i,0.00037639+0.00033766i,0.00015684-0.00055774i,-0.00095973-2.6233e-05i,-0.0011945+0.0013021i,-0.00050047+0.0013623i,-9.4602e-05+0.00033379i,0.00035903-0.00072281i,0.00086308-0.0002542i,0.00086331+0.00022507i,0.0014129-5.8172e-05i,0.0016063-0.00028365i,0.0010795-0.00039249i,0.00072407+0.00011981i,0.00053454+0.00049558i,0.00072276+0.0011012i,0.00059308+0.0016789i
0.00061642-0.00082502i,-5.0278e-05-0.0013694i,-0.0005131-0.0013794i,-0.00044495+0.00035986i,0.00036574+0.0018488i,0.00034069+0.0017417i,-4.7049e-05+0.0010439i,0.00028972+0.00010379i,-0.00018819-0.00096285i,-0.001144-0.0013893i,-0.00087249-0.0012452i,0.00026793-0.00063495i,0.00087369+8.7229e-05i,0.00074769+0.0007394i,0.00047387+0.00064977i,0.00042956+0.00059758i,0.00029885+0.00069009i,0.00044616+0.00038046i,0.00021178+0.00044427i,-0.00022333+0.00051315i,-2.7767e-05+4.85e-05i,-0.00016656-8.4841e-05i,-0.00080387+0.0001176i
-0.00029855-0.0011812i,0.00027506-0.0009984i,0.0012518+0.00054055i,0.0016165+0.0012995i,0.0019804+0.00050786i,0.0016272+0.00041496i,0.0011101+0.00036693i,0.0012129+0.00074013i,0.00054355+0.00021486i,-0.0012178-0.00052295i,-0.0011734+0.00046892i,0.00023598+0.00072915i,0.00079419-0.00026389i,0.00047821-0.00078955i,3.0676e-05-0.00021757i,0.00037697+2.6685e-05i,0.0010557-0.00039292i,0.00089218-0.00022876i,3.7278e-05-0.00014067i,-0.00093171-0.0006991i,-0.0011358-0.00025435i,-0.00058357+0.00025909i,4.8424e-05+0.00064992i
-0.0018179-0.00087861i,-0.00093838+7.9413e-05i,-0.0014523+0.00093502i,-0.0014126+0.0021292i,7.1321e-05+0.0026572i,0.00066367+0.002755i,0.00041495+0.0020469i,-0.00046075+0.0006656i,-0.0013981-0.00055412i,-0.0021639-0.00090989i,-0.0016031-9.498e-05i,-8.0788e-05+0.00056064i,0.00066265+0.00020948i,0.00098677-0.0006014i,0.0011392-0.00088119i,0.00059658-0.00044266i,-0.00063736-0.00057012i,-0.0008899-9.173e-05i,0.00028623+0.00023095i,0.00064306-0.00014173i,0.0001571+6.7697e-05i,-0.00010437+7.2876e-05i,-0.0002421+3.3146e-05i
0.00059709+0.00036802i,0.0013013+0.00030916i,0.0013356+0.00029602i,0.0015394+0.00056971i,0.0015226+0.0002462i,0.00097495+0.0001654i,0.0003923+0.00030661i,0.00028976+0.00052027i,0.00056142+0.00021242i,-0.00031677-0.00028814i,-0.00082822+0.0006538i,-0.00036693+0.0011405i,-0.00019825+0.00035033i,0.00015814-0.00022089i,0.00042214-6.0885e-05i,0.00030358+6.5989e-05i,0.00038005+0.00027314i,0.00034517+0.00050442i,0.00074315+0.00027777i,0.00095098+7.1505e-05i,0.00069362+0.00059162i,0.00033623+0.00050796i,-0.00018054+0.00020798i
0.0010804+0.001136i,0.0016123+0.0020774i,0.0017914+0.0021913i,0.0019974+0.0023455i,0.0019688+0.0028429i,0.0011784+0.0024568i,0.00019622+0.0021159i,-0.00016158+0.0018722i,-0.0002+0.00047836i,-0.00074364+0.00010735i,-0.0013716+0.0005016i,-0.0010394+0.00056361i,-0.00040437+0.00070157i,-0.00055521+0.00055732i,-0.0011576+0.00012727i,-0.00079589+0.00045971i,0.00031834+0.0010035i,0.0003474+0.0010281i,-0.00075926+0.00092032i,-0.0013781+0.00080219i,-0.00078777+0.00037548i,-0.00021524-0.00056459i,-0.00041562-0.00080985i
0.00094899-0.0016302i,0.00012218-0.00095981i,-0.0021033-0.00071969i,-0.0020469-0.00015208i,-0.00071843+0.00023811i,-0.00017984+0.00050175i,-0.00011074+0.00074355i,0.00055867+0.00017822i,0.0005192-0.00046341i,-0.00056853-0.00035018i,-0.0010088+0.00062075i,-0.00063804+0.001325i,-0.00011773+0.00068651i,-5.159e-05+0.00014856i,-0.00024735+0.00042653i,-0.00016339+0.00069273i,-0.0002518+0.00030337i,-0.00031103-0.00070317i,-0.00013158-0.0007489i,-0.00041317-0.00045471i,-0.00051869-0.00025827i,-0.0001954-0.00036346i,0.00036956-0.00031001i
0.0028698+0.00048153i,0.0021055-0.00068614i,0.0015981-0.0011195i,0.0017229-0.00015187i,0.0015377+0.0010324i,0.0013771+0.0018692i,0.00070883+0.0013729i,-1.6843e-06+0.00080013i,2.587e-05+0.00080003i,-2.9369e-05+0.00067712i,-0.00023113+0.00061757i,-0.00012109+0.00064963i,0.00074839+0.00037541i,0.00091771+7.0501e-05i,0.00025912+0.00053573i,0.00019295+0.0010563i,-0.00037557+0.00074805i,-0.00055302+0.00034642i,-0.00054725-0.00020863i,-0.00047425-0.00063947i,0.0004002-0.0003855i,0.00055392+9.3374e-05i,0.00053296-0.0001198i
-0.0015912-0.0017031i,-0.0020254-0.00082522i,-0.00329+0.00073188i,-0.0021174+0.0020718i,-4.7136e-05+0.0023633i,0.0013581+0.00077958i,0.0016316-0.00060728i,0.0010331-0.00046607i,0.0004067-0.00092175i,-0.00026183-0.0012652i,-0.00027128-0.00035903i,0.00045566+0.000285i,0.0012845+0.0005444i,0.001954+0.00056138i,0.0022045+0.00010554i,0.0012047-0.00027341i,0.000564-0.0003039i,0.00013393-0.00037788i,-0.00038974-0.00049894i,-0.00050112-0.00019271i,5.3233e-05-0.00024515i,-8.1734e-05-0.00042382i,0.00011545+2.4388e-05i
-0.0011218-0.0015059i,-0.0022231-0.00071688i,-0.0037922-2.5143e-05i,-0.0035396+0.0006922i,-0.0012975+0.0020319i,0.00046302+0.0022824i,0.00049341+0.00075061i,0.00022355-0.00063219i,-0.0003364-0.0012529i,-0.0018238-0.0014489i,-0.0019516-0.00078705i,-0.0010001-7.5993e-05i,9.0346e-05+0.00014999i,0.0010098+0.00026129i,0.0010001-0.00034894i,0.0006821-0.00038375i,0.0003576+5.6697e-05i,-0.00040888-0.0003478i,-0.0003236+0.00026758i,-0.0003602+0.0006727i,-0.00069332+0.00030301i,-0.0010004-0.00017654i,-0.00070094-0.00048344i
0.0020315+6.9745e-05i,0.0031236-0.0007965i,0.0033458-0.00089978i,0.0016266-0.0011961i,0.00051922-0.0013435i,-0.00026061-0.0012626i,-0.0007665-0.00072993i,-0.00014822+0.00021804i,-0.00022262-0.00027361i,-0.0019587-0.00096216i,-0.0024092-0.00085411i,-0.0017415-0.00011674i,-0.00056119-0.00012116i,0.00059848+4.4848e-05i,0.00098862+0.00065182i,0.00040281+0.00086404i,-0.00069827+0.00049628i,-0.0008039-1.4784e-05i,-0.00017626+0.00015224i,-0.00012225+0.00015082i,-0.00080049+0.00015138i,-0.0013347+0.00012633i,-0.00017173-0.00037757i
0.000291-0.0011567i,-0.00012681-0.0011637i,-0.0017374-0.00044438i,-0.0020016+0.00099025i,-0.00053946+0.0022415i,0.00093003+0.0031977i,0.0019786+0.0025176i,0.0025873+0.0012247i,0.00094173+0.00057629i,-0.0017116-0.00037605i,-0.0022748-0.0010578i,-0.0011798-1.0085e-05i,7.1615e-05+0.000577i,0.0005267-0.00015265i,0.00064937-0.00029598i,0.00053023+0.00063749i,0.00071827+0.0012363i,-6.6764e-05+0.00038791i,-0.00081682-0.00054358i,-0.00074887-0.00029585i,-0.00068102-8.8524e-05i,-0.00020299-0.00021494i,0.00047769-0.00026368i
-0.0011966-0.00042401i,-0.00030141+0.00043486i,-0.00020401+0.0003407i,-0.00018977+0.00061811i,0.0015154+0.001688i,0.0027609+0.0010309i,0.0018744-0.00059394i,0.00097724-0.00049623i,0.00049734+0.00082472i,-0.0010941+0.0014154i,-0.0010304+0.0017024i,-0.00048209+0.0016228i,-0.0009305+0.00052311i,-0.00015531-2.1917e-05i,-7.5464e-06+0.00015713i,-0.00030071+0.00064437i,-0.00011684+0.00084078i,0.00016352+0.00023747i,0.00055854-0.00034764i,0.00050042-0.00095901i,0.00092534-0.0010479i,0.0016186-0.00059006i,0.001386+0.00035508i
0.0011793+0.0023686i,0.0012767+0.0020983i,0.0020273+0.0022594i,0.0034109+0.0011076i,0.0030019-0.00037799i,0.0012254-0.00056174i,0.00044475+0.00021016i,-5.2549e-05+0.00036516i,-0.00021387-0.00044701i,0.00044319-0.0007473i,0.00049737-0.0001535i,0.00068919+0.00053351i,0.00056788+0.00071829i,0.00025573+0.00022486i,-0.00024962-0.00033717i,0.00011623-0.00080909i,0.00063403-0.00053317i,6.6571e-06-0.00013468i,-0.0006321-0.00020538i,-0.00095673+0.00058568i,-0.00084987+0.00033118i,-0.00065247+0.00014859i,-0.0001381+7.3544e-05i
-0.00022969-0.0022147i,-0.0017308-0.0013047i,-0.0033854-0.00027638i,-0.0034472+0.001252i,-0.0016617+0.0018267i,0.00058398+0.00092409i,0.0018333+0.00038803i,0.00052792+0.00038415i,-0.00072817-0.0011294i,-0.00076996-0.0017229i,2.202e-05-0.00011703i,0.00063319+0.00064628i,0.00069673+0.00024455i,0.00060801-0.00031202i,0.00055661-0.00030705i,0.00035176+0.00016076i,-0.00042129-8.1129e-05i,-0.00064502-0.0002077i,0.00010838-0.0002853i,0.00041311-0.00043205i,-0.00026106-0.00047896i,-0.0006103-0.0010613i,0.00024788-0.0010059i
-0.002233-0.0019901i,-0.0026022-0.00043123i,-0.0028228+0.0021471i,-0.0012603+0.0036664i,0.0013407+0.0043041i,0.0023659+0.0037085i,0.0016733+0.0017703i,0.001115+0.00049054i,0.00027171+0.00025186i,-0.00063724-0.00024161i,-0.0012455-0.00024689i,-0.0015125+0.00022685i,-0.00079154-0.00037026i,0.00058015-0.0010626i,0.0012865-0.0008573i,0.0011996-0.00019263i,0.00072173+0.00015135i,-0.00035802+0.00014057i,-0.00030796+6.3558e-05i,-0.00020643+0.00024633i,-0.00024663-9.0076e-06i,0.00024823+7.7552e-05i,-6.1184e-05+0.00032254i
0.00066088+0.0011846i,0.00071685+0.00042508i,0.00094827-0.00048403i,0.0013827-0.00087239i,0.0018601+0.00032394i,0.0008417+0.0012456i,-0.0001435-0.00023009i,-0.00027335-0.0010887i,-0.001333-0.0010486i,-0.0019105-0.0012221i,-0.0018285-0.00026509i,-0.0015627+0.00057251i,-0.0010736+4.8569e-05i,-0.00033832+0.00012543i,0.00051336+0.00090361i,0.00068097+0.00061149i,0.00084104+7.3711e-05i,0.00079318-0.00015852i,-0.00038581-0.00030506i,-0.00093707-3.5873e-05i,-0.00057868+0.00034917i,-0.00038931+0.00055786i,-6.8339e-05+0.00033728i
0.00086561-0.00014232i,-0.0012865+3.9802e-05i,-0.0024289-0.00022016i,-0.0021558+0.0010563i,-0.00089514+0.0019475i,0.00037432+0.0024739i,0.00099235+0.0016717i,0.00060017+0.000606i,-0.0005417+0.00011864i,-0.0019562-0.00065802i,-0.0031177+7.6857e-05i,-0.0020686+0.00021769i,-0.00076872+0.00013974i,-0.00028494+0.00033741i,0.00068731-0.00017741i,0.0011697-0.00033413i,0.00063862+0.00021864i,0.00029435+0.00037602i,-0.0004051+0.00019504i,-0.00018322+0.00019483i,0.00032995-6.4594e-06i,8.9876e-05+0.0002704i,-0.00024884+0.00057553i
