0.0041217-0.00090234i,0.0048168-0.0021393i,0.003956-0.0050097i,0.00019394-0.0054317i,-0.0037424-0.0039014i,-0.0048198+0.00013079i,-0.002506+0.0030414i,-0.00046187+0.0022767i,0.0002505+0.00031121i,0.0003877-0.0015488i,0.00020464-0.0019278i,-0.00016824-0.00046997i,-0.0011295+0.0010864i,-0.0011553+0.0013394i,-0.0003606+0.00099514i,-0.0002583+0.00031712i,-0.00035871-0.00045897i,0.00012089-0.00031406i,-8.1162e-07-3.7126e-05i,-0.00055011-0.00040786i,-0.00057973-0.00072399i,-0.00044488+0.00044288i,-9.4398e-05+0.001151i
-0.0019341+0.0011548i,-0.0017736+0.00095551i,-0.0014853-0.00051726i,-0.0006656-0.0010238i,-6.198e-06-0.00051538i,4.5382e-05+0.00019594i,0.00043879+0.0011798i,0.00057359+0.0015174i,0.00063035+0.00082271i,0.00016129+0.00048418i,-0.00050831+0.00043911i,-0.00037062-2.4087e-05i,5.5967e-05-0.00076155i,3.4476e-05-0.0012742i,7.6333e-06-0.0011215i,0.00014981-0.00015401i,1.1518e-05+0.00079534i,6.1523e-05+0.00058279i,1.893e-05+0.00020785i,0.00021697+0.00039391i,0.00043159-2.096e-05i,0.00036783-0.0008851i,0.00019654-0.00099495i
0.0016664-0.00096922i,0.0012284+7.2167e-05i,0.00011754-0.00010103i,-0.00040674+0.00057723i,0.00014046+0.0016687i,0.0016674+0.0013686i,0.0016457+0.0011117i,0.00047648+0.0011495i,0.00017237+0.0010654i,-2.0062e-05+0.00074267i,-0.00060942+0.00033072i,-0.00051629+0.00024625i,0.0002091+0.00043732i,0.00058727+0.00069589i,0.00053015+0.00016888i,0.00043204+0.00013143i,-4.1423e-05+0.00058835i,-0.00040636+0.00081119i,-0.000533+4.8961e-05i,-0.00021146-0.00078918i,0.00023969-0.00084061i,-3.8254e-06+0.00020402i,-0.00021829+0.00081246i
0.00024762-0.0021067i,0.00031562-0.0030227i,-0.00030889-0.0031617i,-0.00068751-0.0010716i,-0.00030161+0.00068267i,0.00034661+0.001609i,0.00024417+0.001626i,-0.00019452+0.00070696i,-0.00077491+0.0010441i,-0.00087225+0.0014332i,-0.00048757+0.00092537i,0.00020228+0.00032059i,0.00031462+0.00046545i,-0.00046546+0.0012613i,-0.00061361+0.0018257i,-0.00030078+0.001249i,-0.00036537-0.00014312i,-0.00047002-0.0010708i,0.00038785-0.00060122i,0.00073139+0.00035009i,0.0010407+0.00054228i,0.00033774+0.00019935i,-0.00033254+0.00025583i
-0.00065376-0.0011662i,-0.00085101+0.00010039i,-0.00087079+0.0013178i,-0.00069635+0.0020873i,-0.00042951+0.0025237i,0.00041039+0.0017742i,0.00070301+0.00077011i,0.00081219+0.00045078i,0.0013983+0.0010631i,0.00099707+0.0011856i,0.00034149+0.00020529i,0.0002432-0.00029038i,-0.00027909-5.4699e-05i,-0.00063106-3.8494e-05i,-0.00022386-0.0002027i,6.5502e-05-0.00020385i,-0.00010227-6.2082e-05i,-0.00038379-0.00011739i,-0.00067411+0.00032453i,-0.00021127+0.0010223i,0.00044428+0.00030924i,-0.00010105-0.00039132i,-0.00083318+0.00013056i
0.00095477+0.00086914i,0.0016943+0.00077737i,0.0017223+0.00044829i,0.00087392+0.00018974i,0.0011425-8.3814e-05i,0.0013869+0.00029914i,0.00081062+0.00074232i,0.00020255+0.00040788i,-0.00025026-3.9786e-05i,-0.00038495-0.00073998i,0.00049839-0.00097349i,0.0007101+0.00022062i,0.00023493+0.00094072i,-0.00036245+0.00037354i,-0.00014634-0.000408i,0.00056601-0.0004462i,0.00063629-0.00046379i,0.00034311-0.00078343i,-0.0004864-0.00026531i,-0.00061088+0.00024703i,-0.00027666+0.00061988i,-0.00054436+0.00030429i,-0.00026847-0.00036325i
-0.0011997+0.00024436i,-0.0021543-0.00013018i,-0.0022976+0.00033439i,-0.0010039+0.00059817i,0.00013363+0.00030579i,0.00018748+0.00075754i,-6.5037e-05+0.0013152i,-0.00090915+0.0011008i,-0.00070562+0.0012155i,0.00028128+0.00090275i,0.00067769+0.00085995i,0.0005448+0.00056287i,0.000377-0.00024011i,-3.6828e-05-0.00035978i,-0.00016364-0.0001435i,-0.00022149+0.00010612i,0.00012422+0.00019779i,0.00040406-0.00025089i,0.00062551-0.00018731i,0.00050886-4.3514e-05i,-0.00020506+0.00042323i,-0.00038087+0.00072588i,-0.00032045+0.00049985i
-0.00036351-2.5286e-05i,-0.00034644+0.00024217i,9.0102e-05+0.00023448i,-0.00015468+0.00057156i,-0.00028452+0.0020294i,0.00023539+0.0026442i,7.8542e-05+0.0021936i,0.00021798+0.001374i,0.0002826+0.00057597i,0.00068011+0.00038923i,0.00020564+0.00046447i,2.5411e-05+0.00062901i,0.00063059+0.00023529i,0.0013503-4.168e-05i,0.00090189+0.00019609i,0.00025978+0.0002604i,-0.00017576-0.00027595i,0.0002458-0.00063656i,0.00088352+0.00027323i,0.00031727+0.00075443i,0.00033581+0.00046705i,0.0007143+0.00027619i,0.00037+0.00024429i
0.0014752+0.00097896i,0.0013112+0.00083298i,0.00049781+0.00027157i,0.0001412-0.00034747i,0.0011422-0.00033948i,0.0016766+0.00043768i,0.0010989+0.00072983i,0.00056443+0.00057687i,0.00069423+0.00096578i,0.00083631+0.00056917i,5.1185e-05+0.00024374i,0.00019043-0.00027112i,0.00067944-0.0011738i,0.00048496-0.0012453i,-0.0002662-0.00045495i,-0.00027706+0.00041479i,9.0974e-05-0.00040998i,-0.00024595-0.0005293i,0.00011208+0.0004455i,0.0010536+0.00032557i,0.00051735-0.00018563i,2.6716e-05-0.00029456i,0.00017185+0.0001757i
-0.0020598+0.00072634i,-0.00056758+0.00093914i,0.00019742+0.0015036i,-0.00014522+0.001542i,0.00016093+0.00064724i,0.001038+0.00014025i,0.00094815+0.00085523i,0.00039394+0.0011419i,0.00043793+0.00050874i,0.00010442+0.00036876i,0.00041077+0.00059468i,0.00049715+0.0007431i,-0.00033119+0.00032266i,-0.00027484-0.00052947i,0.00040132-0.00071641i,0.00048526-0.00063998i,-9.3083e-05-0.00055774i,-0.00065932-0.000323i,-0.00025593-0.00017563i,-0.00019378+0.00023631i,-0.00012503-3.2098e-06i,0.00046747-0.0010331i,0.00034094-0.0011188i
-0.0012358+9.1066e-05i,-0.00017305-0.00061171i,-0.00028636-0.00023746i,0.00024854+0.0015696i,0.00067372+0.0026617i,0.00071999+0.0022703i,0.00017146+0.0012703i,-0.00059338+0.00070154i,-0.00061942+0.00092807i,-0.00034413+0.0010313i,-5.1139e-05+0.00082996i,6.3515e-06+0.00085701i,0.0004018+0.00022409i,0.00054293+1.5871e-05i,-0.00031967+8.6602e-05i,-0.00053655-0.00018011i,-7.2223e-05-0.0003798i,-0.00015833-0.00065372i,-0.00067198-0.00035102i,-0.00065167-0.00042611i,-0.00033986-0.0002553i,-0.00032297-0.00079819i,-0.00017718-0.00071635i
-0.00048371-0.00025844i,-0.0011675-1.0846e-05i,-0.0011445+0.00056855i,-0.00050911+0.001333i,3.8196e-05+0.0019265i,3.8173e-05+0.0015526i,-0.00018545+0.00067874i,0.00028057+0.00045869i,0.00055517+0.00050284i,0.00065193+0.00055797i,3.3979e-05+0.00060465i,-6.2995e-05+0.00041109i,-3.6874e-05+0.00031282i,-0.00058629+0.0002005i,-0.00069648+0.00028803i,-0.00035565+0.00026272i,-0.00023936+0.00029827i,0.00033746+6.1832e-05i,0.0007794-4.2205e-05i,-0.00039798-9.1992e-05i,-0.00098776-0.00021346i,-0.00019326+0.00017273i,-0.00018291+0.00036398i
-0.0017358+0.0025402i,-0.0016018+0.0028006i,0.0004729+0.0025252i,0.0021256+0.0014475i,0.0022957+0.00017971i,0.0014542-7.4817e-05i,0.00069377+0.00042499i,0.00057289+0.00052517i,6.547e-05+0.00062168i,-0.00083053+0.00046023i,-0.00029767+0.00021966i,0.00037923+7.5084e-05i,-6.0892e-05-0.00028324i,-0.0002714-7.9658e-05i,-0.00030705+0.00040755i,-0.00052138-0.00024986i,-0.00024123-0.00078841i,-1.7775e-05-0.0003466i,0.00019916+0.0002631i,0.00067922+0.0007175i,0.00065022+0.00085832i,0.00070175+0.00038018i,0.00022849-0.00057555i
-0.00020012-0.0007552i,-0.00016138-0.00045287i,-0.00064607-0.00054468i,-0.00098035+0.0003232i,0.00019144+0.0011114i,0.0017736+0.00134i,0.0016757+0.0014431i,0.00041105+0.0012005i,0.00027072+0.00038166i,0.00040953-0.00022482i,0.00052002+7.0993e-05i,0.00048137+2.0695e-05i,0.00034555-1.95e-05i,0.00036321-6.1068e-05i,0.00026331-0.00094695i,9.173e-05-0.00084237i,9.0273e-05-0.00019098i,0.00085113+6.2847e-05i,0.00074582-0.00060944i,0.00023377-0.00095867i,0.0002431-0.00088911i,8.2376e-05-0.00053348i,0.00024716-0.00029772i
-0.0011485-0.0016475i,-0.00055439-0.0014937i,-0.0011847+0.00033558i,-0.0014445+0.0017592i,-0.00026887+0.0022453i,0.00054553+0.0023588i,0.0008062+0.0015777i,0.00020601+0.0002566i,-0.00049854-0.0002913i,0.00016265-6.2165e-06i,0.00081373+0.00040079i,0.00092009+0.00084125i,0.00071183+0.00099484i,9.8092e-05+0.00075982i,-0.00023654+0.00024987i,-0.00071977+0.00015702i,-0.00085002-0.00027349i,-0.0010784-0.00037976i,-0.00031842-5.3471e-05i,0.00051207+0.00035153i,0.00058455+0.00067673i,0.00032463+0.00039551i,-5.9813e-05+0.00030703i
0.0020869-0.0035165i,0.0014761-0.0030805i,-0.00043277-0.0029318i,-0.0017407-0.0017242i,-0.001754+0.00019389i,-0.00044219+0.0017063i,0.0012096+0.0016397i,0.0010563+0.00039868i,-0.00068815-0.00027457i,-0.00082267-0.00031065i,-0.0002022-3.0897e-05i,-0.00022453+0.00062963i,-0.00017677+0.00061798i,-5.0408e-05+3.1388e-05i,0.0001541+0.00017945i,-0.00025963-4.1065e-07i,-0.00062979-0.00089012i,-0.00076957-0.00094273i,-0.0013453+5.6488e-05i,-0.0010754-0.00016513i,-0.0003814-0.00060679i,0.00017732-0.00061479i,0.0002299-0.00081273i
-0.00081972-0.0015869i,-0.0020896-0.0015906i,-0.0030609+0.00026087i,-0.002682+0.0021556i,-0.0010112+0.0027461i,0.00072839+0.0024405i,0.0010709+0.0018633i,0.00080094+0.0011979i,0.00074935+0.00053182i,0.00043053+0.0010236i,-0.00050271+0.0014232i,-0.00031189+0.0011792i,0.00011193+0.00050627i,0.00036728-0.00041289i,0.00090665-0.00066075i,0.00087944-0.00028278i,0.00054737+0.00036194i,0.00016247+0.00040072i,-7.0362e-05-0.00044071i,-0.00025038-0.00035517i,0.00013974-8.481e-05i,0.00056159+0.0001098i,0.00021336+0.00016449i
0.00020198-0.0020696i,0.00016011-0.0023414i,-0.00056777-0.0017484i,-0.0014932-6.2723e-05i,-0.0011033+0.0015047i,-0.00025105+0.0024976i,0.00014326+0.0025357i,-0.00020378+0.0013124i,-0.00060096+0.00062843i,-0.00069257+0.0010537i,-0.00052+0.00099088i,4.9078e-05-0.00044496i,8.3498e-05-0.0010422i,7.4697e-05-0.00010446i,0.00077494+0.00052458i,0.0005553+0.00046314i,-0.00065517+0.00018202i,-0.00050459-0.00041057i,0.0002956-0.00045099i,0.0007397+0.00029466i,0.00015603+0.0010493i,-7.3205e-05+0.00055949i,-0.00025714-9.5241e-05i
0.00072156+0.00091625i,0.0018832-0.00072581i,0.002468-0.0016501i,0.0013744-0.0017542i,0.00025162-0.0019856i,-0.00052379-0.0011443i,-0.00062591+0.00014893i,-0.00017559+0.0005861i,0.00028211+0.00040384i,0.00078836+9.9152e-05i,0.00064473+0.00061529i,-0.00021807+0.00041437i,-0.00055161-0.00041841i,-0.00029351+1.8196e-05i,-8.4801e-05+0.00049387i,0.00066443+0.00017362i,0.00094203+8.8614e-05i,0.00019542+0.00014496i,-0.00042241+0.00012527i,-0.00056939-0.0003693i,-0.00046467-0.0011067i,0.00018542-0.0013269i,0.0010113-0.0013393i
-0.00079485+0.0014933i,-0.0014957+0.0011921i,-0.0011761+0.0017162i,-4.9055e-05+0.0018382i,0.0014196+0.0012295i,0.0015783+0.001392i,0.0012861+0.0010878i,0.00083183+0.00051033i,0.00057175+0.00021198i,0.00035867-0.00040456i,0.00036721-0.00068721i,-0.00026201-0.000524i,-0.00064386-0.00046619i,-7.997e-05-1.3348e-05i,-0.00049747+0.00043048i,-0.00018813+0.00042459i,0.000175-0.00011201i,-0.00047787-0.00064064i,-0.00015751-0.00022749i,-0.00019839-8.4074e-05i,-0.00043781-0.00018676i,-0.00058499-0.00066306i,-0.00061205-0.00084876i
-0.0011662+0.00028805i,-0.0019687+0.0014527i,-0.0016036+0.002021i,-0.0001633+0.0013746i,0.00083983+0.00066602i,0.00096986+0.00044995i,0.00024376+0.00044988i,-0.00028583+0.00059499i,-0.00030113+0.00063204i,0.00077023+0.00065593i,0.00056492+0.00050955i,-0.00040855+0.00055994i,-0.00047649+0.00017202i,0.00011923-8.77e-05i,0.00048595-0.00016432i,0.00037485-0.00055393i,0.00034635-0.00036301i,0.00039533+4.2392e-05i,0.00022589-0.00012887i,0.00031814-0.00017463i,-8.4554e-05-9.8133e-05i,-0.00034179-0.00026031i,-0.00033873+0.00018009i
0.00086047+7.1498e-05i,-0.00041009-0.00065759i,-9.1988e-06-0.00097608i,0.00073194+0.00069154i,-8.2932e-06+0.0010457i,-0.00060732+0.0010394i,-0.00050108+0.001313i,-0.00061036+0.00085067i,-0.00093993+0.00019983i,-0.00052771-3.5665e-05i,0.00019502-0.00033733i,5.5808e-06-0.00047972i,-0.00021841-0.00060371i,-0.00028935-0.00037045i,-0.00010057-0.00014747i,0.00060504-7.2897e-05i,0.0004489+0.00010668i,0.00044156-0.000207i,0.00074973-0.000266i,7.6374e-05+0.00031814i,9.3942e-05+0.0002035i,0.00034932-0.00036474i,0.00012706+1.737e-05i
0.00050781-0.0032847i,0.00023045-0.0035059i,-0.00065484-0.0032102i,-0.0019899-0.0010216i,-0.0022594+0.0014967i,0.00012386+0.0027213i,0.0010568+0.0018285i,0.00063388+0.0010108i,0.0009385+0.0010792i,0.00041787+0.0013286i,-0.00014239+0.0010763i,0.00019252-9.3394e-05i,0.00027246-0.00034172i,0.00029999+0.00013002i,0.00023211+0.00018878i,-0.0001509+0.00025925i,2.6396e-05+0.00016961i,0.00021732-1.9207e-05i,-0.00050027+0.0001407i,-0.00091235+0.00063529i,-0.00020392+0.00067892i,0.00047668+0.0002494i,0.00019216-0.00018455i
-0.0017398-0.0011775i,-0.0021127-0.00083594i,-0.0024988-0.00033317i,-0.0013543-0.00039698i,-0.00039408+0.00028649i,0.00015005+0.0016061i,0.0013092+0.0011993i,0.0010806+6.116e-05i,0.00022163+0.00016594i,-0.00012489+0.00085458i,-0.00022652+0.00099064i,-0.00061734+0.00038522i,-0.00065429-0.00013403i,-1.9958e-05-0.00032791i,0.0005484-0.00052448i,0.00028944+0.00043132i,-4.5267e-05+0.00054472i,8.9743e-05+0.00074379i,0.00046548+0.00088165i,0.00010547+0.0003493i,-0.0007664+0.00054005i,-0.00054595+0.00076832i,-0.00046244+0.00086402i
0.00031628-0.00010246i,0.00093102+0.00015648i,-0.00013234-0.00059475i,-0.00057379-0.0012115i,-0.00031665-0.00052952i,-0.00056278+0.00091142i,-0.00084526+0.0011519i,-0.0010658+0.00021271i,-0.00088606-0.00029138i,-0.0002622-0.00031524i,0.00060716+0.00022132i,0.0003781+0.00012757i,0.00017693-6.6809e-05i,0.00037598-0.00045735i,0.00081198-0.00096069i,0.00066738-0.00077045i,-0.00016999-6.896e-05i,-0.00051987+1.0905e-05i,-0.00046645-0.00013667i,0.00011798+0.00010745i,0.00034668+0.00013984i,0.00053085-4.1377e-05i,0.00046131+0.00015365i
0.0006096+7.3896e-05i,0.000581-0.00021i,0.00067356-0.0016171i,0.000374-0.00096931i,0.00023348+2.5682e-05i,0.00076831+0.00076146i,0.0010161+0.001273i,0.0010771+0.0014285i,0.0010035+0.0015212i,0.00081143+0.0010699i,0.000606+0.00082844i,0.00020464+0.00054821i,-0.00058108-0.00077105i,-0.00067903-0.0011327i,-0.00059612+0.00017645i,-0.00013688+0.0013598i,-0.00017926+0.00091955i,-0.00057095+0.00065907i,-0.00047067+0.0012372i,-0.00078074+0.00050102i,-0.00030325-0.00070212i,0.00029371-0.00053085i,0.00019872-0.00067737i
0.00074741-0.0016491i,0.00060131-0.0016373i,2.909e-05-0.00080248i,-0.00037496+0.0002515i,0.00045427+0.00081226i,0.0014755+0.00090101i,0.0010443+0.0011284i,-0.00057311+0.0010613i,-0.00049964+0.00056401i,0.0004984+0.00039269i,0.00028353-4.7056e-05i,0.00024319-0.00067896i,0.00058991-0.00034468i,0.00075302-0.00058995i,0.00060936-0.00061898i,-0.00049963+5.8277e-05i,-0.0011273+4.3478e-05i,-0.00052052-0.00030933i,-0.00036842-0.00052606i,-0.00052677+0.00035837i,-0.00024685+0.00073357i,4.7219e-05-9.2538e-05i,0.000324-0.00068684i
-0.00055325+0.00029789i,-0.00064267+0.000484i,0.00065056+0.00094681i,0.0019841+0.0015869i,0.0025523+0.0010108i,0.0020138+0.0012352i,0.00053345+0.0019505i,0.00014385+0.0009726i,0.00052158+7.4923e-05i,0.00043217-0.00050801i,0.00062644-0.00010537i,0.00053521+0.00071285i,-0.00048632+0.0011909i,-0.00082188+0.00089373i,-0.0007562+0.00013791i,-0.00032232+0.00016521i,9.1452e-05+0.00020436i,-0.00010016-0.0001982i,-3.4839e-05-8.5585e-05i,0.00035545+2.6211e-05i,0.00040535+0.00076827i,0.00026752+0.001374i,0.00039819+0.00049661i
-0.00039632-0.0028948i,0.00010582-0.0020288i,-0.00081584-0.0014576i,-0.001289-0.0013363i,-0.00060466-0.00032103i,-2.9134e-05+0.00051222i,0.00065334+0.00020303i,0.00020047-6.5941e-05i,-0.00066134-0.00051979i,-0.00040449-7.2674e-05i,-0.00023351+0.00063842i,0.00028808+0.00031979i,0.00060634-0.00053594i,0.00023848-0.00076173i,0.00046242-0.00013772i,0.00060487+0.00020158i,0.00076546+7.1621e-05i,0.00092949-0.00071547i,0.00065378-0.0012824i,0.00054231-0.0011925i,0.00059446-0.00066528i,0.00078673-0.00065915i,0.0013404-0.00089042i
-0.00058854+0.00010739i,-0.00097871+0.00026236i,-0.0015025+0.00054054i,-0.0014287+0.00030618i,-0.00049291+0.0015083i,-0.00040999+0.0027971i,-0.00073117+0.0020073i,-0.00058048+0.0012573i,-0.00059019+0.00096067i,5.3645e-05+0.00053078i,0.00066044+0.0001493i,0.00038967-1.6829e-05i,0.00024444+0.00014533i,-9.6644e-05+0.00064825i,-0.00053796-0.00023634i,-0.000347-0.0015039i,0.00021242-0.00083788i,0.00035223+9.2938e-05i,0.00020622+9.3299e-05i,-0.00029138+5.4281e-05i,-0.000702-2.9009e-05i,0.00012214-2.5049e-05i,0.0010731-0.00022727i
0.00061955-0.0002737i,0.00022238-0.00048632i,-0.00050224+0.0004209i,-0.00017053+0.0014791i,0.00050157+0.0018461i,0.00041747+0.0017434i,-0.00025551+0.00098573i,-0.00074386-0.00027921i,-0.00021319-0.00069826i,6.5126e-05-0.00011658i,-0.00010044-0.00022974i,0.00078772-0.000857i,0.0011492-0.00056443i,0.0002305+0.0005975i,0.00011191+0.00099984i,0.0007079+0.00028955i,0.00094766-1.4326e-05i,0.00059992+0.00024645i,0.00029956+0.00083776i,0.00017592+0.00083862i,0.00012842+0.00023036i,0.00069385-0.00032585i,0.00023413+0.00028824i
-0.00086079+0.00030614i,0.00073295-0.00016021i,0.0013981+0.00045044i,0.0013725+0.0007552i,0.0007649+0.00062958i,0.00028603+0.00055533i,-0.00016159+0.00018482i,-1.1242e-05+0.00047516i,-3.8826e-05+0.00056686i,-0.00043574+0.00049932i,-0.00031559+0.0010056i,0.00032035+0.0007328i,0.00046236+0.0001986i,0.0004441+0.00012579i,0.00045626+0.00033145i,-0.00031255+0.00011145i,-0.00040929-8.6548e-05i,0.00064969-0.00037136i,9.4614e-05-0.00050154i,0.00027423-0.00026016i,0.00092206-0.00020028i,0.00055477-0.00067411i,0.00054091+0.00015658i
-0.0023557+0.0035141i,-0.002108+0.0029382i,-0.00035298+0.0034438i,0.0017368+0.0032578i,0.0025393+0.0015759i,0.0013216+7.5048e-05i,0.00056625+8.4351e-05i,0.00060932+0.00023817i,0.00087304+0.00079238i,0.0015483+0.0010504i,0.001591+0.00070337i,0.00046077+6.6477e-05i,0.00065197-0.00066825i,0.00079828-0.0013021i,0.00022069-0.0015574i,0.00058812-0.0010268i,0.00076162-0.0010918i,0.0003716-0.001445i,0.00023858-0.00064051i,-0.00043033+0.00012723i,-0.00051973-0.00039538i,-2.9491e-05-3.3317e-05i,-0.00040483+0.00084209i
0.00038323-0.0029962i,0.00021549-0.0024471i,-0.00054416-0.0013095i,-0.00090494-0.00011732i,0.00025881+0.0015537i,0.0015528+0.0023547i,0.0019045+0.0014405i,0.0009863+0.00058012i,-8.1364e-05+0.00036258i,2.9172e-07+9.7414e-05i,0.00046976+0.00064599i,0.00018945+0.00062159i,6.048e-05-0.00019079i,2.3347e-05-0.00029416i,0.00022133+3.0679e-05i,-0.00016768+0.00037239i,-0.00027776+0.00013982i,-0.0002968-1.9869e-05i,-0.00023672+2.5268e-08i,0.00041436+0.00033817i,0.00061915+0.00057747i,0.0002972+0.00015142i,1.5053e-05+0.00017027i
0.00089343-0.0032342i,-7.0249e-05-0.003682i,-0.0021344-0.0029518i,-0.0029304-0.0021243i,-0.0018483-0.00023728i,-0.00095576+0.0027954i,-0.00047521+0.0029638i,4.1161e-06+0.0011965i,-0.00021422+0.0002474i,-0.00093064-6.3564e-06i,-0.00078501+9.1785e-05i,-0.00040997+0.00085976i,7.6123e-05+0.00049173i,0.00053106-0.00036341i,0.0013667-0.00085685i,0.0012691-0.00076328i,2.7502e-05-9.4722e-06i,-0.00041292+9.0557e-05i,-0.00028478+0.00011745i,-9.3484e-05+0.00046458i,-6.8291e-06+0.00049926i,-0.0006449+0.00021848i,-0.00093071-0.00020026i
-1.9655e-05-0.0010128i,-0.00014689-0.00097596i,-0.00018175-0.00049473i,-0.00022118+0.00026577i,-0.00039241+0.0016171i,-7.1837e-05+0.0026136i,-0.0001717+0.0022399i,-0.00011041+0.0016487i,0.00043438+0.00074632i,0.00047518+0.00063203i,0.00029376+0.0012191i,3.1563e-05+0.0014062i,-6.1968e-05+0.00047923i,-0.00064192-0.00032139i,-0.0010613+0.00016057i,-0.00066916+8.9026e-05i,-0.00022391-5.0028e-05i,9.2829e-05+0.0006073i,0.0002987+0.00045273i,0.00039678-2.6133e-05i,-7.5973e-05-0.00024691i,-9.2859e-05-0.00011159i,0.00058631+0.00063609i
0.0024253+5.8828e-05i,0.0025902-0.00073033i,0.0019099-0.001305i,0.0007828-0.0015283i,-0.00052884-0.00043925i,-0.0011178+0.0012034i,-0.00039348+0.001697i,-0.00053981+0.0010027i,-0.0006345+0.00024628i,-0.00042874-6.1609e-05i,-0.00086423+1.5229e-05i,-0.00095812+0.00017772i,7.1406e-05+0.0005123i,0.0005608+0.00046032i,-0.00028444+0.00020171i,-0.00053307-8.1853e-05i,0.00021737-0.00078308i,0.0006421-0.00063324i,0.0001613+0.00015265i,-0.00066747+0.00023965i,-0.00060897+3.1655e-05i,0.00039351-0.00020899i,2.9291e-05+1.5533e-05i
-0.0012713-7.3147e-05i,-0.0021425-0.00055756i,-0.00056226+0.0008276i,0.00096652+0.0019854i,0.00064754+0.0016542i,0.00055953+0.00066562i,-0.00024135-0.00017443i,-0.00082829-4.6905e-05i,-0.00083546+2.2254e-05i,-2.8426e-05+0.00063179i,0.00077256+0.0010582i,0.00086708+0.00050014i,0.00061389+9.4903e-05i,0.00075338+0.0010421i,0.00048249+0.0011139i,-0.00057657+7.3754e-05i,-0.00064816+0.00071067i,4.1296e-05+0.0008895i,0.00036331+1.6098e-05i,0.00054139-0.00015623i,0.0008185+0.00021542i,0.00081203+0.00080537i,3.1865e-06+0.00050459i
0.00074643+3.3554e-06i,-0.00064087+0.00089179i,-0.0010259+0.0011536i,-0.00066162+0.00053032i,0.00019528+0.00077114i,0.00013367+0.0015119i,-0.00036918+0.0018391i,-0.00050595+0.001677i,-0.00055955+0.0011626i,-0.00082105+0.001314i,-0.00065698+0.0011243i,-0.00024941+0.00036545i,0.0002141-0.00019129i,2.946e-05+0.00015644i,-2.3343e-06+0.00094367i,0.00019638+0.0015276i,0.00065245+0.00069888i,0.001156-0.00018792i,0.00072522+0.00033339i,5.2339e-05+0.00068643i,5.3461e-05+0.00013756i,-7.9828e-06-8.6778e-05i,0.00026018-0.00022183i
0.00087476+0.0003895i,0.0011998+0.00065025i,0.0010789+0.0016383i,0.0010348+0.0006037i,0.00040659+7.162e-05i,-0.00043366+6.4946e-05i,-0.0004181+3.1421e-05i,4.2638e-05+0.00038194i,0.00067027+0.00039198i,0.0011785+0.00050202i,0.0012231+0.00015581i,-9.9726e-05-0.00048627i,-0.0013763-0.0011399i,-0.00099732-0.0012637i,-0.00051431-0.0010654i,-0.00046508-0.00076561i,-8.6767e-05-0.000391i,-0.00010517-0.00054705i,-0.00048505-0.00067822i,-0.00054149-0.00016328i,-0.00026567-0.00026422i,-0.00019073-0.00049366i,-0.00046595+0.0001583i
-0.0013191+0.0011744i,-0.0012158+0.00024854i,-2.4473e-05+0.001744i,0.0017684+0.0023839i,0.0027577+0.0015615i,0.0029739+0.00073878i,0.0016945+0.0010251i,-0.00011241+0.0010317i,-0.00083361+0.0005814i,-0.00051562+0.00086399i,0.00065571+0.00075994i,0.0012431-0.000249i,0.00099352-0.0014336i,0.00080469-0.0019535i,0.00024993-0.0011333i,-3.0986e-07-2.0793e-05i,0.00010295+0.00052513i,-0.00024331-0.00055978i,-0.00049443-0.0017915i,-3.4744e-05-0.0012497i,0.00048318-1.7458e-05i,0.00034503+8.243e-05i,-0.00018587-0.00046589i
0.00035493-0.0017989i,0.000705-0.0019265i,0.00013385-0.0011362i,-0.00059815-0.0006128i,-0.0014697-0.00020881i,-0.0010188+0.00073242i,-0.00065996+0.00088954i,-0.00065647+0.00043581i,-0.0010287+0.00080988i,-0.00072073+9.6735e-05i,0.00056833-0.00047362i,0.00070444-0.00015688i,0.00010404-0.00010619i,-0.0005506-0.00023512i,-0.0006697-0.00065137i,-0.00016821-0.00064821i,-0.0002479-0.00023901i,-0.00036685+0.00033247i,-0.0001904+0.00055729i,0.00028672+2.7829e-06i,0.00045168-0.00069435i,0.0002093-0.00056778i,0.00018686+0.00051351i
0.00013075-0.0012258i,0.00052385+0.00018597i,0.00055307+0.00046485i,0.0010246+0.0011111i,0.00077629+0.0016848i,0.00080118+0.0016871i,0.0010704+0.0016252i,0.00040977+0.0018108i,-6.6491e-05+0.0012162i,-0.00052159+0.00064625i,-0.00068187+0.00034387i,-0.00040626+0.00016954i,-0.00022344+9.74e-06i,0.00030428+0.00012025i,0.00021581+0.00037209i,-0.00019972-3.2699e-05i,-0.0002539-0.00046993i,-0.00016806-3.0657e-05i,-0.00056109+0.00077279i,-0.00094948+0.00090565i,-0.00088927+0.0006304i,0.00038343+0.0010325i,0.00044727+0.00073874i
