-0.0034796+0.0017738i,-0.0026186+0.002077i,-0.0029228+0.0022895i,-0.0010202+0.00096669i,-0.00017873+0.0006166i,1.6741e-05+0.0021217i,0.00017182+0.0030108i,0.00084723+0.0028212i,0.0010243+0.0015473i,0.00053121+0.000596i,0.00019346+0.00039106i,-0.0003071-0.00055462i,-0.00079499-0.0010241i,-0.0013727-0.00076975i,-0.0011713-0.00034486i,-0.00045227+4.8855e-05i,-0.00018797-0.00053343i,0.00065907-0.0010828i,0.0011795-0.00096969i,0.00076821-0.0001566i,3.4427e-05+0.00084058i,-0.00065695+0.00081246i,-0.0005686+0.00054094i
-0.0011947+0.0027137i,-0.00017538+0.0028635i,0.0016224+0.0020969i,0.0028276+0.00097023i,0.0029826-0.0002087i,0.0025894-0.0016608i,0.0018628-0.0010923i,0.0013056+0.00049742i,0.0015929+0.00067557i,0.001902+0.00042875i,0.00074929+4.8705e-05i,-0.00080511+6.6706e-05i,-0.0011794+0.00064207i,-0.00031069+0.00084545i,-0.00028393+0.00067912i,-0.00059242+0.00054905i,7.3554e-05+2.4045e-05i,0.00051533-0.00039715i,-6.273e-05-0.00052229i,-0.00057875-0.00043105i,-5.2518e-05+3.4855e-05i,0.00038773+0.00026288i,0.00025387+0.0008297i
0.00066131+0.0023225i,0.00034814+0.0030385i,-7.3659e-05+0.002529i,0.00054934+0.00081557i,0.00070335-0.00068312i,0.0006305-0.001082i,0.00070733-0.00033054i,0.0012851+0.00054046i,0.0011773+0.00040157i,0.00081305-0.00016971i,0.00045022+1.404e-05i,-6.2379e-05+0.00034202i,-1.6265e-05-2.1999e-05i,-0.0003186-9.1355e-05i,-0.0002317+0.00092887i,0.00027534+0.0016091i,0.00042887+0.00090662i,-0.00033464-0.00030365i,-0.00030011-0.00070885i,4.9901e-06-0.00054425i,0.00054208-7.171e-05i,0.00039874+0.00034591i,-7.0362e-05+0.00033211i
-0.00012667+0.00018448i,0.00098612+0.0010241i,0.0019216+0.0013562i,0.0015365+0.00040731i,0.001232-4.2452e-05i,0.0004835-5.0271e-05i,0.00011192-0.00026639i,0.00075333+8.4166e-05i,0.0012002+0.00061062i,0.0006048+0.00078298i,0.00028853+0.00069627i,8.1482e-05+0.00031202i,-0.00045784+0.00037432i,-0.00039367+0.00035458i,0.00042503+0.00083072i,0.00071733+0.0010953i,0.00037188+0.00065796i,0.00021199+0.00042813i,5.405e-05-0.00064664i,0.00016562-0.0013983i,0.00028948-0.0015177i,8.8007e-05-0.0012079i,0.00048379-5.2677e-05i
-0.00065904+0.00057152i,-0.00054178+0.00043511i,-0.00014655+0.00068914i,-8.3087e-05+0.00022791i,0.00046151-0.00068191i,0.0015591-0.0001829i,0.0019156+0.00098603i,0.0017506+0.0016046i,0.0013148+0.0013285i,0.0013113+0.0011776i,0.00099314+0.0014259i,-0.00026986+0.00098206i,-0.00089592+0.00066199i,0.00023007+0.00058017i,0.00069841+0.00017794i,0.00018627+0.00037206i,-0.00020891+0.00016777i,-0.00069911-0.0003488i,-0.00097612-0.00099446i,-0.00046535-0.0011656i,-9.5235e-05-3.0293e-06i,0.00016594+0.0004048i,0.00045711-1.904e-06i
0.0006952+0.00082867i,0.0013868-0.00012036i,0.0022777-0.00059974i,0.0012084-0.00084239i,0.0010988-0.0017067i,0.0012928-0.0018651i,0.0010694-1.3491e-07i,0.0008908+0.0011934i,0.00040901+0.00052267i,0.00031379-0.00043593i,0.00057865-0.00063423i,0.0003927-0.00048331i,-0.00011296-0.00010496i,-0.00025676+0.00046145i,-1.8006e-05+0.00032015i,-4.3196e-05-0.00010958i,-0.00043999-0.00058138i,-0.00023347-0.0009994i,0.00011981-0.00083678i,0.00023008-0.00067899i,0.00026637+0.00018269i,0.00017005-0.00042878i,-7.6276e-05-0.00088095i
0.0018445+0.00090635i,0.00085374+0.001224i,0.00052976+0.0008267i,0.0003035-4.9827e-05i,0.0001551-0.00074745i,0.00040806+5.1607e-05i,0.0010808+0.0007328i,0.0020087+2.5667e-05i,0.0016088-0.00022381i,0.00044878+0.00011288i,0.00025947+0.00073571i,8.0713e-05+0.0012443i,0.0003038+0.00066969i,0.00051672+0.00011196i,0.00055225+9.5269e-05i,0.0012677+0.00023427i,0.0013295-0.00027468i,0.00032398-0.00082462i,-0.0003654-0.00059128i,-0.00028644-3.4165e-05i,-1.5434e-05+0.00038429i,0.00024675+0.00021691i,-2.2737e-05-0.00020045i
-0.00064233-0.0039987i,-0.0013035-0.0024889i,-0.0021966-0.0010359i,-0.0027582-0.000347i,-0.0020069-0.00022953i,-0.00016214+0.0017932i,0.0011704+0.0025291i,0.0013821+0.0010479i,0.00072758-2.854e-05i,0.00067862-0.0004284i,0.00077577-0.00040594i,1.2028e-05+0.00034506i,-0.00029686+0.0011117i,0.0002471+0.00080334i,0.00015831-0.00044928i,0.00048399-0.00051856i,0.00091518-3.4136e-05i,0.0010397-0.00037855i,0.00098702-0.00039446i,0.00014641-0.00039377i,-2.3561e-06+8.2137e-05i,-0.00046266+0.00040883i,-0.0011923+0.00016478i
-0.0011478+0.0019239i,-0.00090318+0.0024379i,-0.0018963+0.0024583i,-0.0003922+0.00012867i,0.0028287-0.00056834i,0.0031829+0.00012219i,0.0016052+0.00044509i,0.0010145+0.00076535i,0.00089378+2.1141e-05i,0.00062636-0.00010337i,0.00080456-0.00014003i,0.00082908-0.00090764i,0.00015463-0.00088648i,-0.00031513-8.3029e-05i,3.6987e-06-0.00010551i,0.0004135-0.00021844i,-1.2782e-05+6.2599e-05i,-0.00097928-0.00022818i,-0.0016874-0.0010497i,-0.00092404-0.0015633i,-0.00050126-0.00058685i,-0.00028671+0.00016021i,0.00014296+0.00018055i
-0.0013019-0.0003772i,-0.001138+0.00053336i,0.00019869+0.00062302i,0.0005525-0.00047958i,0.00054255-0.0013011i,0.00086812-0.001105i,0.0015032-7.9195e-05i,0.0012474+0.00070675i,0.0011479+0.00036907i,0.00099196+0.00068032i,0.00022783+0.00029246i,-0.00025342-0.00055961i,-0.00031583-5.7485e-05i,0.00024042+0.0004067i,0.00093521+0.00038559i,0.00065623-0.00014455i,-0.00042304-0.00054943i,-0.00044162-0.00055085i,-0.00011398-0.00064808i,3.984e-05-0.00029352i,6.7897e-05+0.00068089i,-0.00066944+0.00092949i,-0.00091941+0.00066522i
7.1016e-05+0.0010132i,0.00013655+0.00068146i,-0.0010221-0.00015368i,-0.0017123+0.00039784i,-0.0010645+0.0005028i,0.00076219+5.8377e-06i,0.0014813+0.00025624i,0.0011265+0.00043564i,0.0010366+0.00039819i,0.00058196+0.00081172i,-0.00045145+0.00096645i,-0.00069214-0.00014146i,-0.00018251-0.00058994i,0.00048728+0.0005243i,0.0010073+0.0013714i,0.0009312+0.0013892i,0.00023084+0.0010843i,-0.00076196+0.00049277i,-0.0013113+6.3768e-05i,-0.0015326-7.7269e-05i,-0.0010735-0.00022986i,-0.00050801-0.0003653i,-0.00076169-0.00020902i
-0.0010985-0.0020253i,-0.0011685-5.3195e-05i,-0.00047074+0.00084296i,0.00054829+0.0006988i,0.0010772-0.00031608i,0.0014709-0.00060611i,0.0018491+0.00019037i,0.001447+0.00034534i,0.0010275-0.00016571i,0.00061896-0.00042831i,-0.00011119-0.00025024i,2.8648e-05+0.00033539i,0.00066646+0.00078577i,0.00081391+0.00056381i,0.00089525+0.00014317i,0.00077182+8.6254e-05i,0.00082662-7.4409e-05i,0.00068378-0.00028518i,-0.00014758-0.00010891i,-0.00035438-5.63e-05i,-0.00015776-0.00029417i,7.8956e-05-5.281e-06i,-0.00017395+0.00046792i
-0.00021422+0.0017613i,-0.00058967+0.0020849i,-0.0010416+0.0011982i,-0.00067902+5.0726e-07i,7.9951e-05-0.00016351i,0.00048412-7.9381e-05i,0.00047743+0.00013124i,0.00085929+0.00068471i,0.00048155+0.00018093i,-0.00032321+0.00033077i,-0.0011131+0.0014646i,-0.00086528+0.0014884i,-0.00054108+0.0004829i,-0.00020462+0.00033872i,0.00043222+0.00010645i,0.00080838-0.00061936i,0.00055426-0.00027507i,8.3538e-05-0.00023338i,0.00022241-0.00034444i,-0.00044536-0.00055074i,-0.0011387-0.00057138i,-0.0014017-0.00061051i,-0.0010465-0.00060187i
0.00023806-0.003326i,-0.00085188-0.0020514i,-0.0013316-0.00069411i,-0.00095252+0.00014667i,-0.00023788+0.0011864i,0.00060165+0.00055257i,0.00088909+0.001085i,0.00081764+0.0018832i,0.00083111+0.0012091i,0.00032006+0.00041139i,-0.00036439-9.873e-05i,-0.00069916+0.00035947i,-0.00040873+0.0014863i,0.00017663+0.0011752i,7.1465e-05+0.00030055i,7.2515e-05+0.00010616i,-0.00017004+0.00012708i,-0.00073546+2.6152e-05i,-0.00070246-0.00028401i,-0.0008237-0.00052836i,-0.00077675-0.00023374i,-0.00031645+4.5686e-05i,0.00014266-7.1244e-05i
-0.00096282+0.0020281i,-0.00095995+0.0021265i,-0.00045565+0.0019109i,0.00091378+0.00089008i,0.0019802-0.00061977i,0.0017007-0.00079945i,0.0012599+0.00068794i,0.0013118+0.0017004i,0.00099027+0.0016883i,0.00070358+0.00085149i,0.00075313+8.1995e-06i,0.00060667-6.4097e-05i,0.00035737+0.00017874i,0.00053588+0.0011246i,0.0012654+0.0015249i,0.001358+0.0011124i,0.0007395+9.3732e-05i,0.00067026-0.00014961i,0.00052179-0.0002125i,-0.00035571-0.0005462i,-0.00095428-0.00047895i,-0.0010847-0.00030729i,-0.00056152-0.00042627i
0.0019208-0.001798i,0.0023375-0.0011404i,0.0028347-0.00080781i,0.0013947-0.0017521i,0.00021846-0.0022534i,0.0015091-0.0011325i,0.0014585-0.00046955i,0.0004892-0.0006161i,0.0010763+0.00038373i,0.00075141+0.00050601i,-0.00026036-0.00014337i,-0.00060933+1.9946e-05i,8.9845e-05+0.0011484i,0.00081488+0.0013109i,0.00011488+0.00066658i,-0.0002039+0.00073222i,5.5181e-05+0.00017935i,0.0003186-0.00037773i,0.00027201-0.00012633i,0.00043448+0.0003305i,5.7081e-05+0.0002908i,0.00012682+0.00045134i,-6.2062e-05+0.00062628i
-0.00062345+0.0012417i,-0.00079105-0.00032655i,-0.0018413-0.0014397i,-0.0022136-0.0011855i,-0.0016615-0.0010184i,-0.0006017-0.0011469i,0.00068276-0.000432i,0.0013511+0.0008598i,0.00088381+0.001401i,0.00078639+0.0016226i,0.0010612+0.0014653i,0.0003458+0.00082109i,-0.00069556+0.00030962i,-0.00070918-1.0084e-05i,5.348e-05+0.00026371i,0.00029292+0.00042447i,-0.00030781-0.00010392i,-0.0011078-0.00026292i,-0.00092115-0.00040906i,-0.00018001-0.00058644i,0.00017472-0.00060306i,-3.3519e-05-0.00029483i,0.00029913-6.7088e-05i
0.0030417+0.00036361i,0.0022942+0.00021368i,0.0018012+0.00072015i,0.00081802+0.00093074i,0.00080509-8.8351e-05i,0.0009044-0.00069418i,0.0010419-9.7015e-05i,0.0016195+0.00020331i,0.0012219+0.00011409i,0.00070113-0.00029755i,0.00035537-0.00039252i,0.00025475+0.00028274i,0.00042522+0.0004705i,0.00043942+0.00065491i,-0.00044346+0.00074555i,-0.00022022+5.7988e-05i,0.00031466-7.7048e-05i,-0.00016233-0.00023939i,-0.00060812-0.00029026i,-0.00067209-0.00040728i,-0.0002439-0.0002313i,0.00062103+0.00012161i,0.00050883+0.00047956i
0.0021535-0.0012389i,0.0022438-0.0016508i,0.0023521-0.0018447i,0.0018189-0.0012937i,8.6225e-06-0.00092123i,-0.001083+0.00022073i,0.00026967+0.000796i,0.0015668-0.00016431i,0.00056365-0.00065018i,-0.00033876-0.00046318i,-0.00049763-0.00058076i,-0.00043655-0.00055687i,0.0003994-0.00035067i,0.00097684-0.00024519i,0.00090497-6.2078e-05i,-9.9454e-05-0.00026386i,-0.00068947-0.00020999i,-0.00059685+0.0001273i,-0.00033127-9.2554e-05i,-7.2085e-05-0.00049064i,-0.00063467-0.00021265i,-0.00078163+7.0432e-05i,-0.00038566+6.8606e-06i
-0.00096747-0.00063198i,-0.00051716+6.0421e-06i,-0.00087312-0.00079834i,-0.00058332-0.0015591i,0.00058868-0.0004115i,0.0014077+0.0001979i,0.0015729+0.00031817i,0.0012087+0.0002052i,0.00091345+0.00045243i,0.00055304+0.00097799i,0.00090751+0.00072039i,0.00086648+0.00076304i,-0.00014843+0.00088721i,-0.00025687+0.00035503i,0.00011087+5.278e-06i,4.3803e-05-0.00014785i,5.035e-05+5.6269e-05i,0.00026302+4.3807e-06i,8.0746e-05-0.00060157i,-7.2302e-05-0.00055648i,-0.00050681-0.00034401i,-0.00050853-0.00012893i,-9.1609e-05+6.8634e-06i
0.0017424-0.00055789i,-0.00018032+0.00051173i,-0.00099695+0.0014953i,-0.0010137+0.0014877i,-0.0010484+0.00069561i,-0.00022979+0.00020419i,0.0010927+0.0004246i,0.0010561+0.00081488i,0.00035198+0.00072667i,5.3875e-05+0.00040967i,-3.0069e-05-0.00018265i,-0.00017886-0.00075382i,0.00038808-0.00017214i,0.00052211+0.00063112i,0.00020712+0.00028359i,0.00038673-0.00011782i,0.00064635+0.00025866i,0.00012502-0.00019459i,-0.00018139-0.00083297i,0.00057116-0.00061597i,0.00070995+0.00019053i,5.5214e-05+0.00020573i,0.00032836-0.00027885i
0.0009242+0.00036697i,0.00063114+0.0011203i,0.0007453+0.00082474i,0.00097282+6.3541e-06i,0.0010466-0.00029867i,0.00089958+0.00024048i,0.0010843+0.00084227i,0.001606+0.00077126i,0.00073922-9.1914e-05i,0.00041369-0.00024745i,0.00083751-0.00025466i,0.00040502-0.00037617i,4.2846e-08+0.00036936i,0.00018042+0.0012927i,-0.00026894+0.00091127i,-0.00042052+6.1503e-05i,-0.00010523+9.8029e-05i,-0.00014748+0.0001111i,-0.0010163-0.00014809i,-0.0012615+1.5056e-05i,-0.00060065+7.0188e-05i,-0.00017317+0.00011204i,-0.00029196+0.00014537i
-0.00079439+0.00052515i,-0.0013696+0.00020968i,-0.00069402-0.00011728i,-4.0868e-05-0.00067495i,0.00083644-0.00076056i,0.0012338+0.00025895i,0.00077764+0.00025682i,0.00087371-0.00015529i,0.00089033+0.00019084i,0.00026054+0.00047752i,-0.00020281+0.00037076i,-0.00023041+0.00016805i,0.00021904+0.00034368i,0.00094753+0.00042439i,0.0011824+0.00021299i,0.00044858-7.3505e-05i,0.00020647-0.00051604i,0.00030565-0.00075319i,0.00043412-0.00031002i,0.00015427+0.00023068i,-0.00029156+0.00016069i,0.00012687+0.00055518i,0.00013515+0.00093512i
-0.00021009+0.00078988i,-0.00075708+0.0022109i,-0.00025658+0.0020996i,4.9007e-06-0.00014873i,-5.6032e-05-0.0012237i,0.00043271-0.00050366i,0.0013334+0.00050048i,0.0016464+0.00015856i,0.00092465+0.00011028i,0.00039686+0.00029827i,0.00018015+0.00016247i,-0.00013033+0.0003606i,-0.00019748-0.00018747i,-0.00019695+0.00060171i,0.00010667+0.0014792i,0.00045892+0.0010257i,0.00084587+0.00037683i,0.00023275-0.00094317i,-0.0005222-0.0014686i,-4.5644e-05-0.00031256i,0.0001058+0.00043187i,0.00022944+8.0903e-05i,1.078e-05+7.5634e-05i
0.0019866-0.0018895i,0.0014128-0.00089106i,0.00045278-0.00068291i,-0.00014387-0.0012587i,-0.0008612-0.00086994i,-0.00038197+0.00042921i,0.00103+0.001382i,0.0015579+0.0014682i,0.00094015+0.00084981i,0.00028454+0.0004131i,-0.00010051-0.00010314i,-0.00025263-0.0001018i,-7.3572e-05+0.00040065i,0.00031045+0.00043428i,0.00068306+0.00033941i,0.00027239+1.9694e-05i,-7.9421e-05-0.00027867i,0.00010976-1.8163e-06i,0.00016135-4.6769e-05i,0.00028978-0.00028732i,0.00041819-0.00010936i,0.00010617-3.5922e-05i,-0.00030841-0.00015067i
-0.0006064-0.0012086i,-0.0018543-0.0010964i,-0.0020575-0.0012344i,-0.0016901-0.0010849i,-0.00033817-0.00039552i,0.00055253+0.00068221i,0.0010056+0.0014381i,0.0025301+0.0012946i,0.0021249+0.00068879i,0.00022941+0.00034605i,-0.00025572-0.00043388i,-0.00042894-0.00029012i,0.00014895+0.00038967i,0.0004105-8.2984e-05i,0.00055692-0.00051301i,0.0002928+0.00038508i,-0.00033616+0.00039378i,-0.00044001-0.00053931i,-0.00011773-0.00073691i,0.00036831-0.00049554i,0.00036933+0.0004738i,-6.3116e-06+0.00073083i,-2.3631e-05+0.00028664i
0.00080614+0.0012321i,0.00081767+0.0011031i,0.0010833+0.00098631i,0.00096933-0.00011519i,0.00065268-0.0013457i,0.00051229-0.00087307i,0.00065988+0.00058521i,0.00046942+0.0010708i,6.833e-05+0.001092i,0.00082447+0.00088018i,0.0013163+0.00065408i,0.0001434-0.00014253i,-0.00034868-0.0003594i,-0.00020733+0.00063681i,-0.00076497+0.00066148i,-0.00040463-3.9055e-05i,0.00045392+0.00046353i,0.00043423+0.00038722i,2.6186e-05-0.00014998i,-0.00105-0.00015337i,-0.0011319-0.0001584i,-0.00037928-0.0002781i,-0.00023203-8.6951e-05i
1.4356e-07+0.0013159i,0.0023284+0.0015937i,0.00244+0.00079325i,0.0011477-7.7234e-05i,0.00023416-0.00057952i,0.00056247-0.00095561i,0.0012552-0.00075052i,0.0016024+0.00023948i,0.001674+0.00037749i,0.00089143+0.0002733i,0.00037424+0.00070264i,3.1562e-05+0.0011908i,-2.6709e-05+0.0008616i,0.00020938+0.00087165i,-0.00038755+0.0012728i,-0.00047852+0.00047332i,0.00013348+0.00037581i,0.00018257+0.00027279i,0.0001287-0.00028571i,-3.1086e-05+9.7744e-05i,3.0258e-05+0.00048598i,-7.5968e-05+0.00013291i,-0.00019358+0.00035619i
0.0018282+0.0014489i,0.0012627+0.00075212i,0.0010695-0.00019845i,-7.4843e-05-0.0011731i,-0.00053209-0.0012468i,0.00027677-0.00092675i,0.0013794-0.00010506i,0.0018269+0.00045063i,0.0017306-0.00038461i,0.00030766-0.00065899i,-0.0012285-0.00021824i,-0.0012474-0.00010769i,-0.00060466-0.00016831i,-0.00027042-6.7803e-05i,0.00044185-0.00044358i,0.0010355-0.00072132i,0.0014999+6.5163e-05i,0.0011927-0.00028112i,-0.00032736-0.0010392i,-0.00048866-0.0009251i,9.7918e-05-0.00058845i,0.00030839-0.00037591i,0.00014104-0.00060398i
0.0012756+0.0008685i,0.00058574+0.0017113i,0.00036449+0.00031347i,0.00085935-0.0011406i,0.0010381-0.00058049i,0.00087788-0.00027457i,0.00086115-0.00036969i,0.00082747+0.00042628i,0.00066608+0.00094421i,-0.00031001+0.00016173i,-0.0011042-0.00059784i,-0.00089486+8.1534e-05i,-0.00023707+0.0011064i,0.00020975+0.00083175i,0.00011905-0.00041777i,0.00043849-0.00082393i,0.0013908-4.1365e-05i,0.0012356-0.0002465i,0.00022478-0.00075795i,-0.00066971-0.00081459i,-0.00072827-0.00087396i,-0.00040687-0.00053462i,0.00023879-7.4509e-05i
0.0017331+0.0014965i,0.0023867+0.00082332i,0.0028083+0.0001004i,0.0023327-0.00063712i,0.0020865-0.0013664i,0.0018491-0.00099451i,0.001582+0.00049626i,0.0016447+0.0011364i,0.001958+0.00097868i,0.0014169+0.00068995i,0.00054994+0.00059956i,-1.2737e-05+0.00075265i,-0.00038201+0.00091539i,-0.0007613+0.0011214i,-0.00057005+0.0010631i,-0.00014525+0.00046684i,-0.00063587+2.5529e-05i,-0.000915-0.00084552i,-0.00071854-0.00051083i,-0.00039211+0.0009977i,0.00017671+0.0010934i,0.00078244+0.00086094i,0.00039975+0.00086688i
0.0028847+0.0023708i,0.0025731+0.00074831i,0.0030291-0.00020133i,0.0030253-0.0011113i,0.0019115-0.0021286i,0.00047851-0.0017174i,-4.2545e-05-0.00040597i,0.00070459+0.00034711i,0.00048524-0.00022176i,-0.00039183-0.00030912i,-0.00020343+0.00036638i,0.00013182+0.00014798i,0.00082122-6.1774e-06i,0.0014261+0.00036972i,0.0012931+0.0003468i,0.00094756+0.00071187i,0.00024223+0.00076414i,-0.00031217+8.1572e-05i,-0.00015149+0.00039475i,0.00060877+0.00077687i,0.00022515+0.0004386i,0.00035493+0.00016802i,0.00042274+0.00052021i
-0.00057243+0.00079389i,-8.4229e-05+0.0015897i,-0.00030267+0.0011569i,3.0305e-05+0.00073038i,4.4335e-05+0.00027607i,0.00020208+0.00066939i,0.0011127+0.00089536i,0.0010605+0.00057104i,0.00026032+0.00058493i,-0.00030914+0.00055077i,-0.00033472+0.00050226i,-0.0001498+0.00078399i,0.00060705+0.00066187i,0.0010309-0.00016334i,0.001039-8.5905e-05i,0.00075134+0.00035865i,0.00032665+4.9095e-06i,-0.00011146-0.00047201i,0.00015408-0.00018051i,0.00060692-0.00012891i,0.0005355-0.00078314i,3.42e-05-0.00076882i,-0.00019474-0.0004707i
0.0018829-0.00095981i,0.0024939-0.0015768i,0.0018515-0.0021489i,0.00052218-0.0012824i,-0.00010513-1.6189e-05i,0.00047936+0.00048465i,0.0015345+0.0010418i,0.001536+0.00090286i,0.0010931+0.00073669i,0.00092085+0.00040567i,0.00091607-0.00015082i,0.0006872+0.00024531i,0.00029944+0.00050989i,0.0001948+0.00089276i,-4.1849e-05+0.00095533i,0.00064449+8.7257e-05i,0.00065445-0.00087582i,0.00024967-0.00084197i,-0.0001785-0.00056247i,-0.00045746-0.00074359i,-0.00036622-0.0004142i,-0.00056302+0.00028836i,0.00014019+0.0008165i
0.00076961+0.00059335i,-0.00064482-0.00024583i,-0.0017022-0.00099522i,-0.0011658-0.00018386i,-0.00018317-0.00023029i,0.00044512-0.00049501i,0.00070569+0.00028295i,0.001479+0.00074678i,0.0017532+0.00029282i,0.00065752-0.00040984i,1.0179e-05-3.8165e-05i,0.00010774+0.00026279i,-0.00045412+6.9883e-05i,-0.00051822+0.00039012i,0.00016142+0.00023338i,0.00025591-0.00029496i,0.00037662-0.00010322i,0.00058289+0.00032028i,0.00086068+0.00023129i,0.00050848-3.8857e-05i,0.0002189-0.00045408i,0.00043164-0.00073662i,0.00052656-0.00067925i
0.0025759-0.0012764i,0.002238-0.00082995i,0.0015929-0.00060543i,0.0013363-0.0010432i,0.0004616-0.0014859i,-0.000972-0.00077958i,-0.00040595+0.00036043i,0.00093443+0.00041467i,0.00060294-3.5444e-08i,-1.5138e-05-0.00044919i,-0.00014503-0.00036057i,-0.00065912-0.00010801i,-0.00060156+0.00061921i,-0.00055202+0.0011065i,-8.2364e-05+0.00055729i,0.0003198+0.0001231i,-0.00020419-0.00019529i,-0.00026698-0.00023892i,0.00071589+0.00019183i,0.0013292-0.00012746i,0.00040739-0.00035683i,-0.0004818-0.00055275i,-0.00090308-0.00062439i
-0.00057104+0.0011041i,0.00046904+0.00080039i,0.00099641+4.9215e-05i,0.0011445-0.0012865i,0.0011531-0.0012432i,0.0013243+5.0315e-06i,0.0016754+0.00033368i,0.0014748+0.0007735i,0.0010084+0.00099729i,-0.0001451+0.00041665i,-0.00032795-0.00013889i,-0.00050563-0.00045257i,-0.00065633+7.4336e-05i,-0.00027528+0.00073459i,-7.5814e-05+0.00024392i,0.00034984+0.00028772i,0.00053913+0.00014714i,-0.00019005-0.00056309i,-0.0008751-0.00023413i,-0.00054071+9.3664e-05i,-0.00052879-5.9969e-05i,-0.00056743-0.00053961i,-0.00022845-0.00031736i
-0.0011173+0.0012381i,-0.00015035+0.0016156i,0.0010619+0.00048682i,0.0014316-0.00038058i,0.0011823-7.5811e-06i,0.0013703+0.00064506i,0.0016425+0.00023407i,0.0012945+0.00016184i,0.0010497+0.0002648i,0.00076463-4.4645e-05i,0.00028947+0.00013697i,0.00028844+0.00041515i,0.00029544+0.00067275i,0.00016629+0.00056719i,0.00032735+0.00025314i,8.4377e-05+0.00048809i,-8.5814e-05+0.00069502i,0.00023549-6.6077e-05i,-0.00023398-0.00073185i,-0.00073528-0.0003049i,-0.00071611+0.00021135i,-0.0012717+0.00023869i,-0.0014458+0.0002359i
0.0013373+0.0010514i,0.0017989+0.0011002i,0.0018319+0.00045731i,0.0014486-0.00094484i,0.000621-0.0015865i,1.7541e-05-0.0016964i,0.00049465-0.00059975i,0.00093002+0.00057009i,0.00065249+0.0006497i,0.00014782+0.00068541i,8.8903e-05-9.5283e-05i,-5.0141e-05-0.00077109i,-0.00042873-0.00064382i,0.00022429-0.00036359i,0.00089201+0.00021737i,0.00089222+0.00059601i,0.00051458+0.00050792i,0.00019516+4.4167e-05i,0.00030376-0.00046031i,0.00096961-0.00053701i,0.00096163+0.00029699i,0.00080976+0.00021566i,0.00064695-0.00018615i
0.00050135+0.0016427i,0.0010933+0.00085527i,0.0007962+0.0010653i,0.00065929+0.00080347i,0.00083109-0.00043821i,0.0013897-0.00015881i,0.0012304+0.00060292i,0.00030831+0.00054831i,-0.0001034-0.00015167i,-0.00052602-0.00062317i,-0.00090073+0.0004148i,-9.905e-05+0.0008056i,0.00030745+0.0001165i,0.00010783-0.00010793i,-0.00041897+0.00018521i,8.3933e-05+2.4105e-05i,0.00065096-0.00019141i,1.8617e-05+9.3276e-05i,-0.00040868+0.00025608i,-0.0005225+0.00033858i,-0.0003455-0.00019012i,0.00034784-1.7008e-05i,-0.00010712+0.00015935i
-0.0011793+0.00047172i,-0.0013446+0.0013339i,-0.00083974+0.0010153i,8.5174e-05+0.00071494i,0.0012586+0.00064878i,0.002483+0.00027802i,0.0020216+0.00065602i,0.00099617+0.00053467i,0.00017365+0.0010474i,-0.00048106+0.0014395i,-0.00026965+0.00094894i,-0.00053567+0.00024751i,-0.0002685-0.00031985i,0.00036672-0.00059367i,-0.00018023-0.00034i,-0.00086323-0.00043582i,-0.00050737-0.00060255i,-0.00020478-0.00040949i,-0.00049391+2.0807e-05i,-0.00050888+0.00033027i,-0.00075599+0.0002331i,-0.0010436-0.00030252i,-0.00050203-0.0005052i
0.00066907+0.0021338i,0.00085087+0.0023353i,0.0018382+0.0024717i,0.0021344+0.00099234i,0.0020798-0.00057139i,0.0019995-0.0013879i,0.0015149-0.00015727i,0.00094993+0.00072097i,0.00042577+0.00057937i,0.00059147+0.00021574i,0.0010652+0.00016194i,0.00048347+0.00042583i,-8.6424e-05+0.00074998i,-5.2743e-05+0.00096562i,0.00027823+0.00077477i,0.00036791+0.00096856i,0.00081292+0.00039504i,0.00045853-0.00058433i,-0.00024492-0.00076186i,0.00022635-0.0010665i,-0.00010244-0.00096868i,-0.00031517-0.00028654i,-0.0002221-0.00011467i
-0.00064814-0.00060541i,0.0010896-0.00018419i,0.00072081+0.00090733i,5.1585e-05+0.0015528i,0.00014219+0.00061125i,0.00092174-0.00030683i,0.00059099-5.2619e-05i,0.00043909+0.00033461i,0.00067356+0.00050619i,-5.3825e-05+0.0006864i,-7.5391e-05+0.00060503i,0.0002633+0.0006215i,9.4627e-05+0.001377i,1.4249e-05+0.0010772i,0.00060358+0.00061305i,0.0010104+0.00061758i,0.00098925+3.5507e-05i,0.00035874-0.00022165i,0.00018885-8.5137e-05i,0.0002367-0.00020042i,-0.00010059-0.00059502i,0.00010124-0.00077697i,8.0341e-05+0.00024803i
-0.00090985+0.0013948i,-0.00037976+0.0023251i,-0.00045899+0.00083816i,-0.00028174-0.0010843i,0.0009747-0.0010885i,0.0012656-0.00080747i,0.00059432-0.00018954i,0.00054814+0.00089296i,0.0007257+0.0012277i,0.00034088+0.00067602i,4.7057e-06+0.00022342i,0.00075405+0.00010685i,0.00074616+0.00025952i,1.587e-05+0.00077862i,-0.00012288+0.0010719i,-0.00040932+0.00063656i,-0.00055343+0.00027809i,-0.00060798-0.00057014i,-0.00050152-0.00067017i,-0.00034495+0.00013214i,-0.00021058+0.00037438i,-0.00034935+0.00059435i,-0.0007025+0.00053439i
