-0.001021-0.0014135i,0.001113-0.0023389i,0.00056848-0.002204i,-0.00075917-0.00087989i,-0.0010429+0.00036044i,-0.0014067+0.00056464i,-0.0016874-6.3282e-05i,-0.0012742+8.432e-05i,-0.0010275+0.00041544i,-0.00019241+0.00065984i,0.0012656+0.0011156i,0.001676+0.00074914i,0.00088506-0.00039338i,0.00015938-0.00039745i,-0.0001841-0.00040342i,-0.0008949-0.00046504i,-0.00080217+1.5677e-05i,-0.00074781+0.00032358i,-0.0011136+0.00024354i,-0.00078013-0.0003218i,0.00028237-0.00035632i,0.00085936+3.2565e-05i,0.00093249+0.00045473i
-0.0025864+0.0007656i,-0.0031047+0.00056763i,-0.0019482+0.00092126i,-0.00034314+0.0011089i,0.0006572+0.00093205i,0.00092002-4.7989e-05i,0.00095249-0.0011007i,0.00061585-0.0013666i,-0.00022675-0.00054497i,0.00078978-0.00020559i,0.0016768-0.00067947i,0.0009466-0.00044481i,0.00020973-2.6532e-05i,-0.00047836-0.00035869i,-0.00046547-0.00073521i,-0.00014796-0.00045263i,-0.00044235-0.00027274i,-0.00027073-0.00070486i,0.00033433-0.00054833i,0.00045904-4.4282e-05i,0.00034005+0.00019161i,6.5891e-05+0.00016955i,-0.00028983-3.6922e-05i
1.728e-05-0.0013656i,-0.00043215-0.00059476i,-0.0013103-0.00018406i,-0.00038772+0.0011688i,0.00090233+0.0020243i,0.0010822+0.00098538i,0.00073412-0.0006126i,0.00046179-0.0014602i,0.00064421-0.0013717i,0.00073194-0.00109i,0.00029592-0.0005041i,-4.9304e-05-0.00065001i,-7.4663e-06-0.00066166i,0.00014628-0.00022848i,4.2025e-05-0.00049643i,-0.00088391-0.0007651i,-0.0011021-0.0003809i,-0.00076216-0.00025814i,-0.00049996+0.00022057i,-0.00011121+0.0011552i,0.0002262+0.0011077i,0.00073928+0.0002442i,0.00092642-0.00016772i
9.788e-05-0.00032171i,-0.0010087-0.00058538i,-0.0009533-0.0011106i,-0.0011802-0.00089894i,-0.0015335-0.000378i,-0.0010983+0.00061227i,-0.00042505-7.0123e-05i,-0.00010996-0.0010073i,-0.00037611-0.00033497i,-0.00058553+0.000119i,-0.00010376+0.00018349i,0.00028027+0.00052885i,0.00022722+0.00071585i,-2.1238e-05+0.00078792i,-0.00031212+0.0003953i,-0.00029505-6.9772e-06i,-0.00094122-4.4021e-05i,-0.0012245+5.7524e-05i,-0.00030839-2.9847e-05i,0.00078778-0.00056306i,0.0005536-0.00092435i,-0.00033002-0.0010398i,-0.00023717-0.00044414i
0.00096252-0.00023582i,-0.00019384-0.0003404i,-0.00080752-0.00039157i,-0.0010093-0.00065555i,-0.0011989-0.00062082i,-0.0011251-0.00042151i,-0.00020575-0.0001148i,0.00024023+4.0792e-05i,0.00070723+0.00011482i,0.0012731+0.00025817i,0.00073936+0.00012044i,-0.00029364-4.3557e-05i,-0.00043393+0.00070185i,-0.00012578+0.0009636i,-0.00029851-9.3809e-05i,-0.00087484-0.0010808i,-0.00091436-0.00084179i,-0.00098156+0.00025463i,-0.0010506+0.0006577i,-0.00036693+0.00041783i,-0.0001007+0.0005608i,-0.00017413-8.7722e-05i,-0.00019282-0.00093358i
9.6252e-05-0.0020951i,-0.00088576-0.0012183i,-0.002054-0.00058609i,-0.0020881-0.00031602i,-0.0013352+0.00082319i,-0.00039531+0.00077985i,9.9616e-05+3.0009e-05i,0.00027401-0.00018731i,1.3403e-05-0.0006206i,6.3787e-05-0.00066895i,3.4718e-05+5.0947e-06i,0.00010614+3.1013e-05i,6.1877e-05-0.00070321i,-0.00013433-0.00063208i,7.1298e-05-2.3087e-05i,-6.2712e-05+9.1845e-05i,-0.00039582+0.00043868i,-0.00040945+0.0001991i,0.00013326-0.00017607i,0.00043084+3.7562e-05i,0.00061739+1.6207e-05i,0.00092283-0.00036037i,0.00059668-0.00070859i
-0.0017378+0.00082783i,-0.00058382+0.00032264i,-0.00017129+0.00058903i,-0.00018607+0.0012933i,-2.174e-05+0.0014448i,0.00092235+0.00070334i,0.00094171+0.00055033i,0.00013812+0.00027761i,-0.00010497+0.00035543i,4.6993e-05+0.000927i,0.00061418+0.00092185i,0.00090238+0.00069817i,0.00032397+0.0003697i,-0.00050958-0.00022308i,-0.0008127-0.0005021i,-0.00038287+3.9897e-06i,-0.00013127+9.6402e-05i,0.00016898-0.0006812i,2.3107e-05-0.00071503i,-0.00037422-0.00028626i,-0.00079972-0.00023803i,-0.0011653-0.00020343i,-0.00072834-3.4645e-05i
-0.0014592+0.0022239i,-0.00052532+0.0023105i,0.00071943+0.0019954i,0.00079976+0.001311i,0.00051253+0.00068891i,0.00092271-0.0012748i,0.0010337-0.001445i,9.9995e-05-1.7165e-05i,-0.00067707+1.1831e-05i,7.571e-05-0.00023145i,0.00067958-0.00021781i,0.00036899-0.00033185i,-0.00074131+1.5645e-05i,-0.0011501-0.00041009i,-0.00087452-0.00017947i,-0.0010499+0.00046484i,-0.00077422+0.00041276i,-0.00096402+0.00020921i,-0.0013323+8.7107e-06i,-0.00046409+0.00013768i,0.0005675-0.00024964i,0.00075779-0.00031275i,0.00094898+4.7966e-05i
0.00023798+0.0010673i,0.0016806+0.00076829i,0.0023479+0.00013067i,0.001566-0.00065717i,0.0008284-0.00085807i,0.00026906-0.00078179i,0.000439-0.00047886i,0.00045788+1.7463e-05i,0.00037488+0.00076862i,0.00052279+0.00065664i,0.00037112-0.00045816i,0.00016573-0.00074801i,0.00012903-0.00046584i,-0.00035727-0.00020012i,-0.00052592-0.00073515i,-0.00042763-0.0012125i,-0.00063867-0.00087111i,-0.00085974-0.00045845i,-0.0010205+0.00033115i,-0.00049029+0.0010326i,-0.00020221+0.0012367i,-0.00028607+0.00058614i,-0.00023154-0.0003456i
-0.00090498+0.00099681i,-0.0013445+0.0014675i,-0.0011328+0.0023124i,-0.00046572+0.0022533i,0.00038857+0.00099027i,0.00080857+0.0002231i,-5.7491e-05+0.00053675i,-0.00059867+0.0010748i,0.00066676+0.0011353i,0.0012071+0.00091314i,0.00047779+0.00021112i,-7.1129e-05-0.00023472i,0.0001074-0.00030137i,-0.00012233-0.00025454i,-0.00098069-0.00043739i,-0.00097859-0.00055939i,-0.00031546-0.0003407i,-0.00034688+0.0001548i,-0.0010319+0.00021723i,-0.00055249-0.00016748i,-0.00024218-0.00033517i,-0.00023138-0.00058309i,0.00029627-0.00067128i
0.00082698-0.00017902i,0.00054463-0.001496i,0.00030249-0.0019043i,-0.0008326-0.0012274i,-0.00061111-0.00011268i,0.00027524-4.9729e-05i,0.00049092-0.0009379i,0.00020523-0.0005913i,0.00065615-0.00034962i,0.0013903-0.00049547i,0.00067038-0.00046289i,-3.8323e-06-0.00045121i,-6.0542e-06-0.00047499i,2.131e-05-0.00069049i,8.6854e-05-0.00052492i,-0.00026641-0.00077502i,-0.00027049-0.00048603i,-0.00026085+0.00034837i,-0.00042044+0.00066927i,-0.0004121+0.00064627i,0.00030816+0.00050848i,0.0012386+0.00041755i,0.0011065+0.00025077i
0.00067559+0.00055317i,0.00077454+0.00013747i,-0.00046605-0.00017329i,-0.00053992-0.00035741i,0.00010875-0.00040834i,0.00043853-0.00064547i,0.00072207-0.00092927i,0.00035845+0.00018576i,-9.4432e-05+0.00050117i,0.00038867-0.00025619i,0.00025412-0.00035193i,-0.00022135-0.00044127i,0.00034769-0.0008052i,0.00061847-0.00069452i,-0.00013219-0.0005793i,-0.0017466-0.00040493i,-0.0017298-0.00012661i,-0.00029004-2.3165e-05i,0.00027142-1.4789e-05i,0.00016839-0.00016501i,4.7175e-05-0.00043464i,-0.00026308-0.00026864i,-0.00047995+3.8053e-05i
-0.0021729+3.9601e-05i,-0.00057555+0.0002423i,0.0002433+0.00043698i,0.00089427+0.00052753i,0.0014642+0.0016534i,0.00095943+0.0017829i,0.00025777+0.000312i,-0.00045109+1.6454e-05i,-0.00030338+0.00027856i,0.0002851+0.0011608i,0.0006646+0.0005179i,0.00038515-0.00041149i,-4.9542e-05+0.00031525i,0.00029182+0.00035736i,0.00043614-0.0004851i,-0.00031502-0.00077526i,-0.00090296-0.00054823i,-0.00070655-0.0002947i,-0.00027135+5.5782e-05i,-0.00015341-0.0001998i,-7.1366e-05-7.1607e-05i,0.00038138+0.00047354i,0.00083007+0.00045384i
0.00041256-0.00038318i,0.00023209-0.0001754i,-0.00065373-0.00026561i,-0.0011464-0.00027386i,-0.00022224-0.00022242i,0.00048153-0.00046949i,0.0002784-0.00066895i,0.00044839-0.00058458i,0.00080483-0.00062219i,0.0010236-0.00012164i,0.00093511+0.00063602i,0.00062881+0.00033596i,0.00022104+0.00015948i,0.00026116+9.1075e-05i,0.0003935+7.1438e-05i,-8.993e-06-0.00037793i,-0.00049041-0.0005271i,-7.4109e-05-0.00010457i,2.1923e-05+0.0003843i,-0.00013972+0.00079211i,0.00036706+0.00082951i,0.00018459+0.00078012i,-7.1462e-06+0.00029208i
0.00028507-0.0016023i,0.00017253-0.002595i,-0.0003231-0.0021799i,-0.0001817-6.1097e-05i,0.00030921+0.0013281i,0.0012691+0.00075963i,0.0020916-0.00065199i,0.0012562-0.00069812i,-0.00017878-0.00029203i,-0.00020157-0.00019969i,-0.00023779+0.00017356i,-0.00019913+0.00068713i,0.00022953+0.00014891i,0.00026162-0.00065809i,0.00034539+0.00027244i,0.0003238+0.00063999i,-0.00019547+8.5744e-05i,0.00039835+0.00016526i,0.00048413+0.00044342i,-0.00052169+0.0001537i,-0.00094165-0.00029287i,-0.00072727-0.00049917i,-0.00070057-0.00070527i
0.00024056+0.0008734i,0.00021635+0.0007456i,-9.4692e-05+0.00093146i,-0.00012733+0.00015722i,-0.00048436-0.00043757i,-8.1253e-05-0.00043357i,0.0003366-0.00028206i,0.00018165+6.5787e-05i,0.00038998+0.00076095i,0.00086264+0.00073349i,0.0012084-0.00042031i,0.00067773-0.0010034i,-0.00029295-0.00058052i,-0.00051602+0.00050892i,3.4401e-05+0.00094137i,0.00048282+0.00022083i,-0.00060111-0.00043635i,-0.0017999-0.00077602i,-0.0013923-0.00035927i,-0.00031637+7.8958e-05i,0.00030416-0.00048119i,0.00030385-0.00075993i,-0.00013544-0.00053401i
0.00068883+0.0001296i,7.943e-05-0.0017007i,0.00057546-0.0019543i,0.0004598-0.00083115i,-8.1981e-05-0.00073902i,0.00027638-0.0011094i,0.00025252-0.00096176i,0.00035451-0.00042349i,0.0015311-0.00048782i,0.0014159-0.0005784i,0.00020909-0.00035112i,0.00010981-0.00076116i,-7.1046e-05-0.00068461i,-0.00030231-4.6548e-05i,-0.0005662-0.00014354i,-0.00067232-0.00050653i,-0.00083535-0.00019911i,-0.00099598+0.0005789i,-0.00084764+0.0006296i,-0.00040912-6.9463e-05i,-0.00036656+4.6757e-05i,-0.00060292+0.00042681i,0.0001445-0.00025391i
0.0024397+0.0023666i,0.0037102+0.0015248i,0.003759+0.00035606i,0.00224-0.0004608i,0.0016411-0.0010393i,0.0015781-0.001578i,0.00064336-0.00093562i,6.6606e-05-7.7462e-05i,0.00096526-7.006e-05i,0.0022091+5.2158e-05i,0.0013773+9.8666e-05i,-0.00035408-1.436e-05i,-0.0006099+0.00025413i,-0.00033471+0.00077215i,-0.00034915+0.00081927i,-7.851e-05+0.00038144i,4.0298e-05+0.00012196i,-0.00030636+0.00038332i,-0.00019146+0.00069988i,0.00012056+0.00038742i,0.00014859+0.00021331i,-9.7989e-05+0.00031627i,0.00021015-5.7972e-05i
-0.0019346+0.00042046i,-0.0015934+0.0002734i,-0.0016973+0.00037714i,-0.0012472+0.00034473i,0.00010677+0.00058926i,0.00072305-0.00028867i,-0.00023821-0.00081727i,-0.00054996-0.00038182i,0.00010511-8.3062e-05i,0.00017556-6.9124e-05i,0.00082318-0.0008924i,0.0013649-0.0003339i,0.00010774+0.00031228i,-0.00026835-0.00010943i,-0.0001903-0.00048771i,-0.00043499-0.00084099i,5.1598e-05+0.00028379i,0.000252+0.0010182i,-7.2621e-05+0.00070861i,-7.7284e-05+0.00049243i,-0.00064111+8.4374e-05i,-0.00056606+0.00020381i,-1.1335e-05+0.00038519i
-0.0011507+0.00089005i,0.00027635+0.00090691i,0.00099779+0.0018625i,0.00027869+0.0018235i,-2.2226e-05+0.001228i,2.5006e-05+0.00087822i,7.5602e-05+0.00076522i,-0.00061281+0.0006189i,-0.00075875-0.0003549i,0.00013094-0.00074384i,0.00055462-0.00038461i,0.00037643-0.00029322i,-0.00015619-0.00074759i,-0.0004637-0.00092611i,-0.00050083-0.00055912i,-0.00091744+0.00041482i,-0.0013375+0.00068182i,-0.0010234+0.00014393i,-0.00093372+0.00010613i,-0.00099802-0.00016959i,0.0001007-0.00041092i,0.00054124-2.9085e-05i,-0.00013338+0.00056726i
-0.00095322-0.00094403i,-0.0019657+1.6983e-06i,-0.002076-4.1762e-06i,-0.0011785+0.00049915i,-9.1411e-06+0.0007369i,0.00089859+0.00016041i,0.0010177-3.1653e-05i,-7.6309e-05+0.00036044i,-0.00022307+2.1454e-05i,0.0013196-0.00050647i,0.0015223-0.0011482i,0.00080664-0.0014761i,0.00065658-0.00071239i,0.00080096-0.00034156i,0.00059814-0.00063303i,-4.4314e-05-0.00060692i,-0.00049893-0.00058935i,-0.00058282-0.0002725i,-0.0010337+0.00057949i,-0.00044687+0.0010741i,0.00070283+0.00047814i,0.00035216-0.00032131i,-0.00015623-0.0003913i
0.0016243+0.00070754i,0.0019734+5.0629e-05i,0.0018681-0.0014371i,0.00025262-0.0017355i,-0.0006108-0.0011356i,-0.00084423-0.0010732i,-0.00025594-0.0017621i,0.00065036-0.0010011i,0.0011112+0.00016599i,0.0014371-0.00017229i,0.0013577-0.0006291i,0.00034681+0.00010123i,-0.0005841+0.00052749i,-0.00075239+0.00069511i,-0.00042273+0.00039485i,-0.00075174+0.0006898i,-0.0006539+0.0010524i,-0.00018318+0.0007314i,-0.00019965+0.00056117i,-0.00012785+0.00084279i,0.00049093+0.000556i,0.0010076-0.00012928i,0.00096668-0.00016738i
0.00096266+0.00013675i,-0.00043237+0.0001773i,-0.0011762-0.00020557i,-0.0015685-0.000359i,-0.00034939+6.6146e-05i,7.619e-05+0.00017761i,-0.00062139-4.7688e-06i,-0.00050764+0.00026378i,2.724e-05+0.00046591i,0.0002514+0.00026989i,0.00038553-7.4407e-05i,0.00019656-0.00013833i,-0.0007864+0.00095092i,-0.0010604+0.0010552i,-0.00068018+0.00054557i,-0.00079778+0.00025964i,-0.00061999-0.00031192i,5.4987e-05+0.00028569i,0.00010663+0.00068986i,0.00052732+0.00016384i,0.0010388+3.1787e-05i,0.00065049-1.7669e-05i,0.0002173-3.9782e-05i
-0.0003592-0.0014901i,0.0003734-0.0027912i,-0.0010493-0.0024411i,-0.002126-0.00045034i,-0.00127+0.00040884i,0.00027322+0.00039676i,0.0013545+9.7997e-05i,0.0011398-0.00013789i,0.00023904+3.5453e-05i,0.00024044+6.7367e-05i,0.00069554+7.8074e-05i,0.00058391-0.00012377i,-4.0653e-05-0.00013336i,-0.00026063-4.6737e-05i,-0.0003237-0.00032633i,-0.00061818-0.0010112i,-0.00025321-0.0011745i,-3.1149e-05+2.4632e-06i,-0.00082601+0.0013593i,-0.0015532+0.0011044i,-0.0012741+0.00069875i,-0.00063491+0.00016971i,0.00031557-0.0011807i
0.00035176+0.0011474i,0.00027504+0.00084976i,0.00087872+0.00017379i,0.00053224+0.00015883i,-0.00048617+7.0404e-05i,-0.00055815-0.00076231i,-2.4091e-05-0.00095894i,0.00048066-0.00016214i,0.00061149+0.00050748i,0.00081963+9.5026e-05i,0.00093215-0.00067843i,7.1769e-05-0.00057669i,-0.0010363+0.00039532i,-0.00093375+0.00063816i,-0.00032697+9.0421e-05i,-9.8105e-05+0.00039945i,-0.00012662+0.00052963i,-0.00014752+0.00049102i,-7.6603e-05+0.00068193i,-0.00027027+0.00063481i,-5.7622e-05+0.0004038i,-0.00020468+0.00052305i,-0.0010282+0.0004202i
0.0023881-0.00087531i,0.00058831-0.00055508i,-0.00051214-0.0015902i,-0.00066122-0.0013316i,-0.00071111-0.00080481i,-0.00027968-0.00025438i,-0.00054757-0.00039807i,-0.0010915-0.00033333i,-0.00080974-0.00010235i,-8.3671e-05-0.00033051i,-0.00036471-0.00055927i,-0.00065297-0.0005746i,-0.00019735-0.00017315i,0.00019928-0.00010947i,0.00059099+7.3209e-05i,9.7314e-05+0.00015214i,-0.00078386-0.00020026i,-0.0010345+0.00019064i,-0.0009515-7.4275e-05i,-0.00081994+8.4287e-05i,-0.00097088+0.0006139i,-0.00072117-5.3869e-05i,-7.6934e-05-0.00029198i
-0.001298-0.00020367i,-0.0011319+0.00019135i,-0.0012914+0.00054012i,-0.0010117+0.00034381i,-0.00013073+0.00038571i,0.00098054+0.00055208i,0.00078204+0.00012303i,0.00052571+3.6147e-05i,0.0005076+0.00048174i,3.0513e-05+0.00063349i,-0.00047596+0.00048132i,-0.00066289+0.00035643i,-0.0006787+0.00051784i,-0.00075613+0.00047876i,-0.00059092-0.00033295i,-6.6479e-05-0.0005781i,0.00022374-0.00037571i,-0.00018034-9.4351e-05i,-0.00069978+0.00047008i,-0.00094566+0.00080177i,-0.00071675+0.00070941i,-3.7e-06+0.00052609i,0.00051007+0.00066777i
-0.0015497-0.0013985i,-0.001157-0.0011841i,-0.00096342-0.00028529i,-0.0014104+0.0011183i,-0.0010593+0.00081496i,8.4664e-06-0.00087658i,0.0003696-0.001526i,-0.00045097-0.0012607i,-0.00038847-0.00082607i,0.00097484-0.00024617i,0.0013513+6.2455e-05i,0.00024152-0.00051076i,-0.0006299-0.00066609i,-0.00053745-0.00010625i,-0.00039791-6.1816e-05i,8.2765e-05-0.00041012i,0.00014008-0.0001554i,-0.00059921+0.00025806i,-0.00055361+0.00029043i,-0.00016419+0.00027456i,4.8879e-05+0.00011613i,0.00044089-0.00055521i,0.00070132-0.00054471i
-0.00082237-0.0022621i,-0.00061406-0.0024034i,-0.0012738-0.001074i,-0.001832+0.0004428i,-0.0013071+0.0015381i,-0.00076407+0.00083108i,0.00041454-0.00044709i,0.0010225-0.00063973i,0.0010114-0.00026323i,0.0015366-0.00051115i,0.0012375-0.0010087i,0.00022648-0.0011868i,-0.00023008-0.00077279i,0.00037472-0.00041019i,0.00061013-0.00054072i,-0.00019397+0.00017081i,-0.0006372+0.00069845i,-0.00041965+0.0011083i,-0.00093513+0.0011893i,-0.0012128+0.00031885i,-0.00085206-0.00052061i,-0.00035855-0.00037931i,0.0001696-0.00023768i
0.0010986-0.0006058i,0.0017428-0.00084975i,0.0014994-0.0017177i,0.00078269-0.00095116i,-0.00079648-0.0002052i,-0.00078024-0.0011016i,-0.00027777-0.0010906i,-0.00070261+0.00020233i,0.00033936+0.00067527i,0.001039+1.6354e-05i,0.0002961-0.00047548i,0.00011375-0.00053566i,0.00023039-0.00016854i,0.00028274+4.9154e-05i,-1.1814e-05-0.00024001i,-0.00061004-0.00056582i,-0.00036869-0.00013992i,-0.00022964+0.00056103i,-0.00085649+0.00043552i,-0.00026311+0.00059247i,0.00041945+0.00057529i,0.00031274+0.00029108i,0.00031899-0.00030903i
0.00091387+0.00026158i,0.00051606-0.00035506i,0.00070954-4.4412e-05i,0.0007153+0.00044144i,0.00077766+0.0007491i,0.0016488-0.00016153i,0.0012232-0.0015233i,-4.3036e-05-0.0009785i,-0.00067425+0.00063697i,0.00035162+0.0009737i,0.00058676+0.00046675i,-0.00045257+0.00024952i,0.00016499+0.00044913i,0.00049175+0.00087582i,0.00015808+0.00036563i,0.00017659-0.00032074i,-0.00016321-0.00055316i,-0.00057589-0.00029955i,-0.00072768+0.00033366i,-0.00090676-0.0001471i,-0.00050436-0.00020852i,0.00031233-0.00035325i,0.00043207-0.00015116i
-0.00041125+0.00012045i,-0.00035426-0.00018804i,-0.00021578+0.00010763i,-0.00013521+0.00025176i,0.00088039+0.00035649i,0.0015822+0.00048189i,0.0010409-0.00033139i,0.00056958-0.00066766i,0.00027898-0.00032379i,0.00055325-3.9041e-06i,0.00066744-0.00012652i,0.00027515-0.00047431i,-0.00038108-0.00086689i,-0.0014524-0.00079924i,-0.00080669-0.00082503i,0.00030041-0.00053135i,-0.00033129+2.4233e-05i,-0.0016514+2.0498e-05i,-0.0016691-0.00013105i,-0.00039088+1.566e-05i,0.00055086+0.00034761i,0.00067187+0.00055259i,0.00027856+0.00036928i
0.00082827+0.00029982i,0.0010063+2.656e-05i,0.0002964-0.00070666i,-0.001675-0.0010895i,-0.0019114-0.00097497i,-0.00043999-0.00067171i,0.00027618-0.00010829i,0.00046851-0.00029158i,0.0006114+7.7357e-05i,0.00086836+0.00027839i,0.00084682-3.5059e-05i,0.00043455+0.00059366i,0.00037303+0.00067544i,0.00050333+6.1778e-05i,3.3893e-05-0.00019691i,-0.00041364+0.00043483i,6.4721e-05+0.00064807i,-0.00011994+0.00045436i,-8.8846e-05-7.3943e-05i,0.00021917-0.00042829i,0.00010787+0.00036237i,-0.00014504+0.00087716i,-0.00012157-7.0259e-05i
0.0017904-0.00031862i,0.00083805-0.0010893i,-0.0008914-0.0022588i,-0.001636-0.0016857i,-0.0009336+9.4927e-05i,-0.00040706+0.001419i,-8.4838e-05+0.0012571i,0.00049868+0.00053018i,0.00082637+0.00056186i,0.0010877+0.00073947i,0.000608+0.00028646i,-0.00039748+0.000516i,-0.00014642+0.00094763i,0.00010674+0.00016168i,-0.00064437-0.00062853i,-0.0007605-0.00082368i,-0.00057214-0.00085492i,-0.00056525-0.00051548i,-0.00064467-0.00031356i,-0.00065241-0.00035543i,0.00018346+0.00073788i,0.0010916+0.001109i,0.00040393+0.0004721i
0.0015494+0.0024428i,0.0020648+0.0010918i,0.0023045+0.00043983i,0.0011917-0.00030818i,0.0015331-0.00089645i,0.0015165-0.00079792i,0.0007347-0.0006649i,0.00021924-0.00042843i,0.00048735-0.0004779i,0.00096619-0.00062337i,0.00062175-0.00084308i,0.0001214-0.00042232i,-0.00058232-0.00031638i,-0.0015128-0.00016749i,-0.001282+0.00048958i,-0.00062513+0.00041032i,-0.00068945-8.5359e-05i,-0.00064401-0.00015312i,-7.1162e-05-0.00081448i,0.00011561-0.00081579i,-0.00022209+9.3535e-05i,-0.00087165-0.00019138i,-0.00075272-0.00031828i
0.00072327-0.00015452i,0.00016653+0.00050849i,-0.00040137+0.00037165i,-0.00071058+0.00035923i,-0.00062189+0.00029881i,0.00053008-0.0002916i,0.00077254-0.0010075i,0.00046263-0.001043i,0.0006222+4.4939e-06i,0.0010785+0.00045608i,0.00084288+8.7806e-06i,9.8075e-06-0.00077975i,-7.8351e-05-0.00062383i,-6.3747e-05+0.00065092i,3.1046e-05+0.00065508i,-0.00013936+0.00046712i,-0.001043+0.00044202i,-0.001233+0.00031468i,-0.0011279+0.00012637i,-0.0011119+0.0010493i,-0.00040194+0.0011937i,-6.3183e-05+0.0006538i,-0.00038544+0.00075665i
-0.0020663-0.00093974i,-0.0015271-0.00068934i,-0.00050754-0.00071289i,-0.0011178+3.4959e-05i,-0.0015135+0.00054113i,-0.00053322+0.00053196i,6.2494e-05+0.0004394i,-0.00017622+3.3348e-05i,0.00029137-9.9255e-05i,0.00046789+4.9421e-05i,-0.00014484+0.00022733i,-0.00068035-0.00042004i,-0.00072164-0.00051926i,-0.00086094+0.00020028i,-0.00084192+0.0003636i,-0.0015317+0.00021016i,-0.0014672-0.00067011i,-0.00045575-0.0013776i,8.246e-05-0.0012232i,4.6377e-05-0.00049845i,0.00016597-8.7887e-05i,-0.00028926+0.00021077i,-0.00018671+0.00032426i
-0.00015248+0.00033441i,0.00058809+0.00071864i,0.00044347+0.00025967i,0.00033297+0.00048097i,-0.00032117+0.00021121i,-0.0004747+0.00013435i,-4.0161e-05+0.00026699i,-0.00034656-4.9646e-05i,-0.00048615+0.0005125i,0.0007163+0.00051658i,0.0011896-0.0002979i,0.00046894-0.00018296i,0.00039125+0.000321i,0.00056723+0.00072876i,-0.00049913+0.0004811i,-0.00054445-0.00025653i,2.1881e-05-0.00031444i,-0.00034815-0.00043008i,-0.00014532-0.00046093i,0.00046691+0.00056612i,0.0010149+0.001181i,0.00072112+0.00092687i,4.8988e-05+0.00010511i
0.00047408+0.00017369i,0.00037493+0.00046233i,-0.00042421+1.4705e-05i,-0.0016684-0.000509i,-0.0013833-0.00047369i,-8.3276e-05+2.0269e-05i,0.000232-0.00065293i,0.00048937-0.0019162i,0.00036968-0.0019505i,-0.00010152-0.0013968i,-0.00023525-0.00085402i,-0.0004783-0.00028624i,-0.00081543-0.00019673i,-0.00011469+0.00031379i,0.0010944+0.00045383i,0.00079532+5.0373e-05i,-0.00012161+0.00036501i,-0.00036146+0.00037887i,-0.00044578+0.00060232i,-9.4309e-05+0.00076967i,0.0006464+0.00066507i,0.00081948+0.00049032i,0.0007367+0.00074359i
0.0005441-0.00028486i,0.00071795-0.001133i,-4.3195e-05-0.0011895i,-0.0004176-0.00059916i,-0.00023561+0.00039782i,0.0001762+0.0010986i,3.9052e-05+0.00019195i,-0.00016242-0.000289i,0.00030502-0.00043874i,0.00075772-0.00068457i,0.001113-0.0008914i,0.00030756-0.00039059i,-0.00066082+0.00057245i,-0.00037119+0.00087149i,0.0001948+0.00014699i,3.0844e-06-0.00010908i,-0.00030039-0.00017017i,-0.00034243-0.00033027i,-0.00036211+0.00014014i,0.00016586+9.7951e-05i,0.00035662-0.00051508i,0.00012235-0.0010409i,-0.00040368-0.001647i
-0.00094183-0.0010167i,-0.0013754-0.00094174i,-0.0013766-0.0021666i,-0.0019706-0.0011977i,-0.0016339-1.4511e-05i,0.00052415+0.00010359i,0.001427-0.00058786i,0.0012225-0.00099379i,0.00079154-0.00085878i,0.00054185-0.00039785i,0.000894+0.00014317i,0.0012617+0.00062222i,0.00061369+0.00088382i,0.00032654-0.00018695i,-5.0155e-05-0.0008779i,-0.00053723-0.00077151i,-0.00033479-0.00048707i,-0.00050201-0.0002339i,-0.00079152-4.8475e-06i,-0.00027255+0.00036012i,-2.1229e-05+0.00063042i,-0.00054462+0.00084143i,-0.0010978+0.00069108i
-0.00028053-0.00088107i,0.00059852-0.00051194i,0.00059067-7.9878e-05i,0.00032382-0.0002092i,0.0009152-0.00050337i,0.0017914-0.00028777i,0.0014536+0.00026637i,0.00064084+0.00061768i,0.00043381+0.00092139i,0.00055931+0.0015494i,-0.0002254+0.00090356i,-0.00080186-0.00039746i,-0.00043707-0.00034966i,-0.00022917+0.00022086i,-0.00050166+0.0004842i,-0.00096672+0.00049875i,-0.00044535+0.00010265i,0.00012368+8.6945e-05i,0.00024072+0.00030287i,0.00021405+0.00026062i,0.00050891-8.5509e-05i,0.00052718-0.00083428i,-9.9858e-05-0.0009704i
0.00022094+0.00042213i,-0.0015008+0.001071i,-0.0027342+0.00099467i,-0.0014993+0.0010747i,-0.00040887+0.0012308i,0.00032832+0.0017846i,0.00065221+0.0011725i,0.00026702+0.00036051i,0.00061842+0.00050994i,0.0012395+1.7582e-05i,0.0011075-8.3391e-05i,0.00090612+0.00040852i,0.00079157+0.00016299i,0.00041802-2.2727e-05i,0.00014758-6.9293e-05i,0.00023161-0.00011216i,0.00064234+0.0002836i,0.00053027-0.00017706i,-0.00029495-0.00070038i,-0.00050588-0.00060389i,-0.00012689+0.00028336i,0.00056081+0.0006416i,0.00066215+9.4155e-05i
