-0.001021-0.0014135i,0.001113-0.0023389i,0.00056848-0.002204i,-0.00075917-0.00087989i,-0.0010429+0.00036044i,-0.0014067+0.00056464i,-0.0016874-6.3282e-05i,-0.0012742+8.432e-05i,-0.0010275+0.00041544i,-0.00019241+0.00065984i,0.0012656+0.0011156i,0.001676+0.00074914i,0.00088506-0.00039338i,0.00015938-0.00039745i,-0.0001841-0.00040342i,-0.0008949-0.00046504i,-0.00080217+1.5677e-05i,-0.00074781+0.00032358i,-0.0011136+0.00024354i,-0.00078013-0.0003218i,0.00028237-0.00035632i,0.00085936+3.2565e-05i,0.00093249+0.00045473i
0.16448-0.091843i,0.31354-0.16997i,0.35499-0.22738i,0.21858-0.25758i,0.031578-0.25869i,-0.079889-0.20703i,-0.088937-0.11046i,-0.041924-0.040123i,-0.018242-0.020362i,-0.012681+0.0028983i,0.0033846+0.019335i,0.0054142+0.0088492i,-0.0054391+7.8147e-05i,-0.0075061+0.00086502i,-0.0012156+0.002457i,0.0060201+0.0021294i,0.0076764-0.0016444i,0.0044734-0.0046327i,0.0057996-0.0024694i,0.0087751+0.0027884i,0.0078398+0.0071462i,0.0058216+0.010029i,0.005871+0.0099307i
-0.16162+0.08101i,-0.31204+0.14883i,-0.36711+0.20256i,-0.26104+0.24489i,-0.11134+0.271i,-0.01347+0.23473i,0.022483+0.13235i,0.012235+0.04795i,0.0043507+0.021052i,0.0095661-0.0018605i,0.002799-0.022247i,-0.0021988-0.013884i,0.0051991+0.00024182i,0.0090955+0.0036293i,0.0041452+9.0719e-05i,-0.0050086-0.0029656i,-0.0098781-0.00023084i,-0.0072437+0.0020782i,-0.0059578-0.00048289i,-0.0065086-0.0041181i,-0.0016878-0.00666i,0.0039071-0.0084352i,0.003177-0.0088026i
0.16193-0.069757i,0.31569-0.12916i,0.38375-0.17523i,0.3187-0.21304i,0.22386-0.24587i,0.13248-0.22509i,0.042417-0.13093i,0.0037846-0.043954i,0.0025978-0.017631i,-0.0022603-0.0029202i,-0.0030996+0.016978i,0.00065456+0.013821i,-0.0020841+0.001568i,-0.0036516-0.0029473i,0.000884-0.002543i,0.0066118-0.000572i,0.0086414-0.0020194i,0.0062262-0.0025645i,0.0047205+0.0031417i,0.0050135+0.0079349i,0.0021768+0.0065852i,-0.0010657+0.0038108i,7.5545e-06+0.0033751i
-0.15626+0.061062i,-0.31005+0.10619i,-0.38744+0.13096i,-0.34664+0.1337i,-0.28576+0.12493i,-0.20884+0.10734i,-0.091359+0.066992i,-0.019308+0.020722i,-0.0096391+0.0053423i,-0.0019961-0.002186i,0.005209-0.015379i,0.0025084-0.012274i,0.0044735-0.00031436i,0.0049794+0.0023845i,-0.0033412-0.001228i,-0.012166-0.0022947i,-0.015282-0.00013159i,-0.012747+0.0006799i,-0.0081412-0.0025342i,-0.0045274-0.0055341i,-0.001161-0.0069912i,-0.00022117-0.0087683i,-0.0025895-0.010249i
0.1483-0.053524i,0.29818-0.086786i,0.36926-0.094855i,0.31931-0.071195i,0.25049-0.030106i,0.18203-0.0077364i,0.079302-0.0064026i,0.011419+0.0050673i,0.0078846+0.0092972i,0.0065761+0.0027309i,-0.0022305+0.0039605i,-0.0010659+0.0028063i,-0.00096379-0.0051891i,-0.0027289-0.0073179i,0.00032795-0.001532i,0.0050663+0.0044059i,0.0072293+0.0060731i,0.0053416+0.0060681i,0.0025772+0.0075796i,0.00030912+0.0086997i,-0.0034392+0.0084921i,-0.0060982+0.010392i,-0.0048139+0.01387i
-0.1456+0.038054i,-0.29586+0.061314i,-0.36847+0.058819i,-0.31396+0.024124i,-0.22941-0.026661i,-0.14553-0.047892i,-0.046405-0.025634i,0.011134-0.011827i,0.0066604-0.013064i,-0.0027024-0.0067876i,0.001025-0.0032647i,0.00024465-0.0014971i,-0.0022748+0.0031108i,-0.0029593+0.0042695i,-0.0057955+0.0010271i,-0.0096362-0.0019679i,-0.011311-0.002779i,-0.0080458-0.0033652i,-0.0012404-0.0048296i,0.0043202-0.0048985i,0.008742-0.003634i,0.01261-0.0056764i,0.013732-0.011091i
0.14257-0.029068i,0.28675-0.041136i,0.34697-0.024088i,0.26701+0.029565i,0.15545+0.095791i,0.070549+0.099636i,-0.00072977+0.033106i,-0.030863-0.0039465i,-0.01511+0.0036523i,0.0015272+0.0040258i,0.00022561-0.0020874i,-0.0012045-0.0039254i,-0.00099227-0.0057945i,-0.00078609-0.0021991i,0.0039851+0.0057149i,0.0082959+0.0099795i,0.0074897+0.010469i,0.0030408+0.0096544i,-0.0026689+0.0079922i,-0.0063692+0.0055174i,-0.009063+0.0018881i,-0.013124+0.0011278i,-0.016726+0.0047146i
-0.1364+0.021959i,-0.27231+0.023454i,-0.32035+0.007616i,-0.20837-0.023958i,-0.051072-0.067139i,0.031542-0.0649i,0.048169-0.0030161i,0.041895+0.025716i,0.025701+0.0069097i,0.010113-0.0037185i,0.0035405-0.00055512i,-0.00075365+0.0035653i,-0.0036225+0.0084466i,-0.0026636+0.0068144i,-0.0037494-0.0016176i,-0.0072965-0.0067444i,-0.0074577-0.0057522i,-0.0011219-0.0025235i,0.0052362+0.00024904i,0.0064771+0.0025366i,0.0085282+0.0059357i,0.013666+0.0054351i,0.016922-0.00023614i
0.13135-0.013837i,0.26125-0.0047741i,0.30744+0.0088359i,0.19614+0.0084713i,0.033427+0.0020367i,-0.047156-0.019984i,-0.048672-0.060265i,-0.037-0.060079i,-0.023955-0.023709i,-0.0057997-0.004755i,0.0031612-0.0035948i,0.0031558-0.0042792i,0.0030367-0.0049191i,0.0033078-0.00198i,0.0059358+0.0044968i,0.0087616+0.0085725i,0.007828+0.0083131i,0.0032778+0.0046973i,-0.0011022+0.00093008i,-0.0025801-0.0018741i,-0.00339-0.00666i,-0.0091252-0.010097i,-0.01702-0.0075242i
-0.12267+0.00087061i,-0.24812-0.019092i,-0.29293-0.032532i,-0.18403-0.0097214i,-0.02986+0.029157i,0.031015+0.066559i,0.012645+0.094813i,0.003837+0.079118i,0.011209+0.030964i,0.0045951-0.00066832i,-0.0052546-0.0048659i,-0.006059+0.0011347i,-0.002574+0.005363i,-0.00010074+0.002247i,-0.0013651-0.007841i,-0.0049309-0.014041i,-0.0053149-0.012058i,-0.0014905-0.0064426i,0.00084498-0.00010009i,0.00056734+0.0045669i,0.00082448+0.0078464i,0.0058491+0.010654i,0.013743+0.01059i
0.11614+0.0072192i,0.23182+0.035482i,0.27422+0.041688i,0.17587-0.016331i,0.041517-0.090718i,0.0029845-0.12768i,0.032762-0.12159i,0.035374-0.083352i,0.0087372-0.038753i,-0.00082637-0.0090627i,0.0058183+0.00093233i,0.0076605+0.00026768i,0.0052388-0.0022345i,0.0022189-0.00087923i,-0.00076075+0.005578i,-0.00095277+0.010692i,-0.00079551+0.0090584i,-0.0015507+0.0027943i,-0.0010047-0.0012732i,0.0014985-0.0028216i,0.0025248-0.0067785i,-0.0021292-0.013046i,-0.010549-0.016456i
-0.1126-0.01888i,-0.22489-0.05314i,-0.28035-0.057859i,-0.21944+0.020349i,-0.12534+0.11787i,-0.095499+0.1464i,-0.10018+0.11083i,-0.071908+0.063875i,-0.027189+0.030982i,-0.0072342+0.0067532i,-0.007158-0.005949i,-0.0064049-0.0072021i,-0.0039988-0.0052074i,-0.001548-0.0062361i,-0.00067136-0.01018i,-0.0036872-0.011848i,-0.0064337-0.0093458i,-0.0070013-0.0031711i,-0.00625+0.0019183i,-0.0055193+0.0027043i,-0.0066065+0.005001i,-0.0051608+0.012848i,0.0010504+0.019242i
0.1004+0.025379i,0.20343+0.073019i,0.25932+0.090669i,0.22828+0.022681i,0.18084-0.066708i,0.16766-0.087839i,0.14927-0.05723i,0.093185-0.033667i,0.034352-0.0205i,0.0080254-0.0029265i,0.0048163+0.0085015i,0.0045239+0.0092296i,0.003174+0.0056527i,-0.0018573+0.0037094i,-0.0082812+0.0077179i,-0.0086514+0.012962i,-0.0053939+0.013345i,-0.0017516+0.0088407i,0.00095187+0.004049i,0.0040337+0.0030758i,0.008033+0.001069i,0.0094488-0.0066566i,0.0058025-0.013889i
-0.090347-0.032382i,-0.18532-0.088626i,-0.24241-0.11314i,-0.23316-0.049874i,-0.21164+0.026438i,-0.19582+0.025975i,-0.15783-0.011116i,-0.095548-0.012554i,-0.034448+0.0035314i,-0.0032275-0.00077876i,-0.00024162-0.012839i,-0.0042687-0.014754i,-0.0071223-0.0091153i,-0.0043942-0.0021891i,0.0027171-5.1577e-05i,0.0056546-0.0023848i,0.0036532-0.0028509i,0.00012816+7.7092e-05i,-0.001643+0.0017404i,-0.0035085-0.00025504i,-0.0069293-0.0010436i,-0.0098048+0.0032622i,-0.0077804+0.0083293i
0.082162+0.040045i,0.16835+0.1026i,0.22914+0.14349i,0.24701+0.1047i,0.2471+0.047755i,0.2148+0.051275i,0.14512+0.072286i,0.076924+0.053416i,0.034288+0.017558i,0.010636+0.0050738i,0.00028228+0.01166i,-0.00039063+0.014973i,0.00097556+0.012443i,-0.001016+0.0083261i,-0.0044272+0.0056186i,-0.0052181+0.0057718i,-0.0022392+0.0063624i,0.0014105+0.0058751i,0.0023801+0.0047014i,0.0020185+0.0050026i,0.0047597+0.0054792i,0.0090798+0.0015534i,0.0086451-0.0052896i
-0.070879-0.042307i,-0.14286-0.11313i,-0.19353-0.17386i,-0.2118-0.17032i,-0.20943-0.14513i,-0.16891-0.15105i,-0.10047-0.1378i,-0.045757-0.081966i,-0.016695-0.031431i,0.00066273-0.014254i,0.0086741-0.015692i,0.006786-0.012899i,0.0023942-0.0053648i,0.0025961-0.00019317i,0.0057734+0.00090241i,0.0071002-0.00076598i,0.0058014-0.0021163i,0.0031643-0.0024133i,0.00064964-0.0021726i,0.00037076-0.0023657i,8.6304e-05-0.0041474i,-0.0039983-0.004749i,-0.0076889-0.0014937i
0.056113+0.043507i,0.11206+0.12037i,0.14652+0.19151i,0.15411+0.20286i,0.13816+0.19171i,0.085474+0.18922i,0.029173+0.15343i,0.0092161+0.082753i,0.00692+0.02416i,-0.0029556+0.0036397i,-0.01168+0.006872i,-0.0093266+0.0098118i,-0.0028672+0.007706i,0.00075666+0.0022332i,0.00015068-0.0042183i,-0.0017459-0.0046259i,-0.0020521-0.0022067i,-0.00068234-0.0013104i,0.0008657-0.00066401i,-0.00069948+0.00054774i,-0.0022059+0.0025172i,0.00021106+0.0041151i,0.0028826+0.0030817i
-0.050012-0.048229i,-0.091818-0.12642i,-0.1156-0.20347i,-0.11516-0.2239i,-0.081564-0.2158i,-0.016383-0.19381i,0.029714-0.1366i,0.024265-0.072415i,0.0037051-0.028477i,0.004308-0.0095573i,0.014844-0.0077047i,0.01738-0.0086662i,0.012608-0.0076923i,0.0056332-0.0047939i,-0.0009272-0.00093235i,-0.0043795+0.00016907i,-0.0047444-0.00079378i,-0.0045368-0.0014736i,-0.0034119-0.00038674i,0.00056908+0.0012578i,0.0044079-7.1833e-05i,0.0033685-0.0038115i,0.00057697-0.0044427i
0.037363+0.052542i,0.061795+0.13291i,0.064467+0.21292i,0.040873+0.24009i,-0.0085334+0.22714i,-0.06452+0.18088i,-0.082126+0.10318i,-0.055297+0.042665i,-0.02263+0.015443i,-0.013106+0.0045241i,-0.017747+0.0023933i,-0.019316+0.0031344i,-0.014164+0.0017014i,-0.0075216-0.0010415i,-0.0039542-0.0037493i,-0.002193-0.0037083i,-0.002196-0.0012753i,-0.0020309+0.00087969i,1.2566e-05+0.00026722i,0.00032758-0.0025824i,-0.0023646-0.0025799i,-0.0045445+0.001636i,-0.004546+0.0040021i
-0.031978-0.048183i,-0.03969-0.12511i,-0.020396-0.19414i,0.024689-0.20516i,0.08567-0.17279i,0.13223-0.11407i,0.11768-0.049737i,0.060643-0.013818i,0.018966-0.00021096i,0.012224+0.0053728i,0.019262+0.0030286i,0.019211-0.0027331i,0.011827-0.0048785i,0.0024233-0.0020239i,-0.0053918+0.003106i,-0.0088703+0.0047531i,-0.0088691+0.0038265i,-0.0074942+0.0035009i,-0.0062512+0.0033417i,-0.0034987+0.0039205i,0.00095686+0.0045844i,0.0049753+0.0040153i,0.0061775+0.003406i
0.018158+0.049235i,0.014438+0.12222i,-0.017481+0.18312i,-0.064901+0.17791i,-0.11138+0.12091i,-0.13558+0.043074i,-0.11038-0.0093836i,-0.055371-0.010889i,-0.014625+0.00045164i,-0.0054818-0.002638i,-0.014192-0.0078421i,-0.019393-0.0054895i,-0.015842-0.00087225i,-0.0083405+0.0014391i,-0.00057268+0.002402i,0.0037338+0.0046909i,0.0036996+0.006489i,0.0031493+0.0062757i,0.0038341+0.0042736i,0.0040144-0.00019585i,0.0020841-0.004827i,-0.000437-0.0079526i,-0.00075365-0.0091542i
-0.0075171-0.046434i,0.006606-0.11447i,0.051283-0.16255i,0.10369-0.14164i,0.13683-0.069308i,0.13162+0.010071i,0.086786+0.046854i,0.040483+0.032892i,0.018085+0.010318i,0.014647+0.0045243i,0.017941+0.0075206i,0.018147+0.0085235i,0.012237+0.0064713i,0.0043233+0.0046467i,-0.0013172+0.0036667i,-0.0038669+0.0015389i,-0.0029674-4.239e-05i,-0.001244-0.00061044i,-0.002573-0.00088386i,-0.0067509+0.001354i,-0.0077789+0.0059803i,-0.0041969+0.0087931i,-0.0016396+0.0089629i
0.004513+0.044959i,-0.019765+0.098513i,-0.07297+0.12461i,-0.12022+0.080756i,-0.13036-0.0086454i,-0.10159-0.079393i,-0.050287-0.085777i,-0.012807-0.049942i,0.00057432-0.021095i,-0.0027145-0.014938i,-0.012679-0.014176i,-0.01648-0.0097005i,-0.011796-0.0041928i,-0.0034759+0.00038712i,0.00395+0.0013293i,0.006398+0.0019404i,0.0051978+0.0028136i,0.004822+0.0031313i,0.0056292+0.0044497i,0.0070446+0.0033544i,0.0089318-0.001855i,0.0088479-0.0070482i,0.0060093-0.0088946i
0.0032623-0.040244i,0.031538-0.084195i,0.079406-0.096183i,0.10369-0.041238i,0.083043+0.047633i,0.036812+0.10199i,-0.0021822+0.087417i,-0.010364+0.040125i,-0.0046188+0.0068712i,0.00039649+0.00213i,0.0074957+0.0098394i,0.012049+0.011295i,0.011402+0.0075881i,0.0060598+0.0023352i,-0.0013369-0.0030221i,-0.0045048-0.0066326i,-0.0034009-0.0072605i,-0.002385-0.0063385i,-0.00447-0.0054942i,-0.0074918-0.0037309i,-0.0097177-0.0013543i,-0.011314+0.0013672i,-0.010933+0.0040617i
-0.011064+0.03067i,-0.047578+0.063108i,-0.095768+0.065388i,-0.10465+0.014304i,-0.058719-0.055825i,0.0046649-0.087835i,0.035481-0.068557i,0.022677-0.033452i,0.003269-0.0097686i,-0.0026969-0.0054325i,-0.0031295-0.0108i,-0.0047805-0.013023i,-0.0039816-0.0099682i,0.00017381-0.0048639i,0.002647-0.00048606i,0.00079471+0.0013084i,-0.002335+0.0023307i,-0.0023972+0.0037848i,0.00019167+0.0061583i,0.0044523+0.0075639i,0.0095976+0.006746i,0.01262+0.0050073i,0.011749+0.0030648i
0.0141-0.025326i,0.049274-0.046408i,0.088112-0.034417i,0.079912+0.022153i,0.020516+0.075892i,-0.039807+0.079511i,-0.058638+0.04435i,-0.038921+0.01446i,-0.015483+0.0045377i,-0.0033881+0.0076994i,0.0021034+0.012336i,0.0032617+0.011787i,0.001101+0.006277i,-0.0028986-0.00046578i,-0.0070493-0.0042809i,-0.0081344-0.0042899i,-0.0071938-0.0023747i,-0.005864-0.0023955i,-0.0033035-0.0044809i,-0.0032897-0.006701i,-0.0071592-0.0089325i,-0.010991-0.0099497i,-0.011393-0.0083802i
-0.014928+0.021179i,-0.049094+0.032648i,-0.076236+0.014849i,-0.045519-0.030967i,0.031584-0.058431i,0.084846-0.043019i,0.077099-0.0099898i,0.038907+0.0099169i,0.014319+0.011503i,0.0082898+0.00012269i,0.0038939-0.01269i,-0.00056639-0.015127i,-0.0014206-0.0088815i,-0.00099946-0.00047669i,0.00011222+0.0053528i,0.00075697+0.0067357i,-0.00026529+0.0062668i,-0.0015702+0.0069642i,-0.0017698+0.0082536i,1.9265e-05+0.0091863i,0.0032421+0.011077i,0.006382+0.013423i,0.0076091+0.012459i
0.016305-0.012862i,0.049133-0.016713i,0.06765+0.0037488i,0.02995+0.031085i,-0.039665+0.024444i,-0.078956-0.010933i,-0.066061-0.030168i,-0.02893-0.019954i,-0.0015045-0.0053785i,0.0046331+0.0013716i,0.00081623+0.0061412i,-0.0012866+0.0083352i,-0.0026309+0.0058248i,-0.0045863+0.0014409i,-0.0053396-0.0017089i,-0.0055361-0.00081107i,-0.0043919+0.0012817i,-0.0017447+0.00068697i,0.00044937-0.0023457i,0.00092311-0.0052414i,0.00025299-0.0095545i,0.00069954-0.014007i,0.00027456-0.014219i
-0.017974+0.011314i,-0.044958+0.0069202i,-0.054627-0.015064i,-0.011934-0.031308i,0.048241-0.009863i,0.06693+0.028102i,0.045409+0.040873i,0.020987+0.025274i,0.0071878+0.004473i,0.0018073-0.0059668i,0.0014075-0.0074214i,0.0022053-0.0071335i,0.0024512-0.0034303i,0.001923+0.0033736i,0.0025777+0.0066862i,0.003853+0.0066272i,0.0036465+0.0049701i,0.0021385+0.0045476i,-0.0010815+0.0047385i,-0.0041568+0.0057377i,-0.005656+0.0092669i,-0.0057259+0.011561i,-0.0050957+0.011026i
0.018247-0.0070524i,0.039348+0.00032613i,0.037401+0.020011i,-0.0086734+0.020499i,-0.056729-0.018355i,-0.056661-0.056555i,-0.024565-0.05792i,-0.00024887-0.03608i,0.0063088-0.017538i,0.0016392-0.0069932i,-0.0033988+2.987e-05i,-0.0040534+0.0035724i,-0.0010441+0.0032938i,0.0019682-0.00040022i,0.0015624-0.0048921i,0.00045416-0.0062574i,0.0014712-0.0047139i,0.0027598-0.0032488i,0.0041247-0.0020344i,0.0063285-0.0018018i,0.0094107-0.0052132i,0.011526-0.0084661i,0.0097213-0.0089118i
-0.017592-0.00084045i,-0.037152-0.011486i,-0.034025-0.024586i,0.0021528-0.0057172i,0.027928+0.047182i,0.014729+0.080218i,-0.0098619+0.063869i,-0.018936+0.026463i,-0.015653+0.0049989i,-0.0068495-0.00022262i,0.0015628-0.0029141i,0.0036112-0.0036092i,0.0014861-0.0014811i,-8.8397e-05+0.0018438i,-0.00073973+0.0043213i,-0.00095662+0.003901i,-0.0015866+0.0020059i,-0.0023439+0.0013455i,-0.0029817+0.0018986i,-0.0047394+0.0020786i,-0.0085143+0.0024827i,-0.012429+0.0029359i,-0.013366+0.0035909i
0.015436+0.001544i,0.027658+0.016224i,0.020308+0.027832i,-0.0057585+0.0054433i,-0.0096267-0.041287i,0.016717-0.065518i,0.030204-0.051231i,0.017368-0.021478i,0.004862-0.0025294i,0.0012061+0.0023747i,-0.0012131+0.0036612i,-0.0023999+0.003139i,-0.0001841-0.0011515i,0.0017415-0.0051081i,0.00097013-0.007123i,-0.0012198-0.008212i,-0.0017579-0.0063837i,-0.00021697-0.0037516i,0.0015527-0.0014209i,0.0042844+0.00073706i,0.008564+0.0016668i,0.011628+0.0016933i,0.010927+0.0010267i
-0.013781-0.0051096i,-0.023677-0.018826i,-0.01437-0.024069i,0.0063457+0.0064827i,0.0013405+0.04999i,-0.027001+0.058328i,-0.038081+0.037172i,-0.023359+0.017488i,-0.0059626+0.0069429i,0.0020739+0.00062974i,0.0033112-0.0028315i,0.00092577-0.0017529i,-0.0028568+0.0014607i,-0.0051461+0.0031742i,-0.0057495+0.0048112i,-0.0048227+0.0053516i,-0.0041423+0.0038946i,-0.0042108+0.0027474i,-0.0036636+0.0010825i,-0.0028598-0.0013305i,-0.0049053-0.0040705i,-0.0082873-0.0058436i,-0.0092086-0.0043987i
0.011984+0.0059627i,0.017717+0.017406i,0.010752+0.017295i,0.00504-0.015535i,0.027693-0.050856i,0.054348-0.048019i,0.049305-0.019763i,0.027564+0.0030309i,0.012963+0.0076885i,0.0070547+0.0017868i,0.0039436-0.0013966i,0.0024889-0.0022846i,0.0024515-0.0032926i,0.0019172-0.0038723i,0.00097729-0.0032957i,-0.00037707-0.0023943i,-0.0010845-6.4291e-05i,-0.00078111+0.0019456i,-0.00057031+0.0024955i,0.00023739+0.0036753i,0.0022774+0.0069016i,0.005351+0.010016i,0.007856+0.0087063i
-0.010805-0.0046783i,-0.013239-0.015989i,-0.0071008-0.014456i,-0.009884+0.010522i,-0.041142+0.025806i,-0.062788+0.011137i,-0.046226-0.0078977i,-0.015806-0.013849i,0.00023117-0.012184i,0.00015926-0.0085297i,-0.0014467-0.002928i,-0.0011309+0.0029506i,-0.0025825+0.005541i,-0.0043231+0.0042666i,-0.0041443+0.00382i,-0.0026023+0.0045865i,-0.0019991+0.0044929i,-0.0023501+0.0026293i,-0.0017954+0.00075373i,-0.00080823-0.0014411i,-0.00078141-0.005584i,-0.00073866-0.0089381i,-0.0015865-0.0089519i
0.0046961+0.0065065i,0.005117+0.015756i,-0.0010755+0.012918i,0.006197-0.008108i,0.036122-0.015928i,0.052563+0.0014073i,0.039059+0.013218i,0.018462+0.0071393i,0.0073621-0.00086446i,0.00368-0.0034577i,0.00096178-0.00486i,9.4698e-05-0.005238i,0.0017234-0.0022951i,0.0035348+0.00065224i,0.0035855+0.00091813i,0.0021708+0.0012524i,0.00082376+0.0025784i,0.0006514+0.0033853i,0.00022818+0.0031189i,-0.00072544+0.0035848i,-0.001023+0.0058428i,-0.00059635+0.007312i,0.00023516+0.0062405i
-0.0036434-0.0069094i,-0.0039609-0.014283i,-0.0039191-0.0088221i,-0.020036+0.0091389i,-0.05077+0.0099557i,-0.056267-0.013549i,-0.034855-0.028481i,-0.016081-0.020353i,-0.0071373-0.0092315i,-0.0037161-0.0031268i,-0.0011655+0.0018708i,0.00062103+0.0035194i,-0.00011353+0.00065749i,-0.0016585-0.0022056i,-0.00218-0.0024293i,-0.0012984-0.0017283i,0.0010033-0.0010147i,0.0017165-0.00010603i,0.00062221-0.00011555i,0.0010089-0.00098612i,0.0034608-0.0034784i,0.0048791-0.0067953i,0.0027011-0.0071126i
0.00032773+0.0044477i,-0.0012884+0.0096577i,-0.0016745+0.0081108i,0.01738+0.0037831i,0.044051+0.016779i,0.040221+0.03638i,0.013414+0.034627i,-0.0056741+0.016587i,-0.0082544+0.004251i,-0.0034046+0.00048982i,-0.00033485-0.0015519i,0.00018615-0.002562i,0.0013373-0.00055444i,0.0025653+0.0021124i,0.0022878+0.0022068i,0.00037857+0.00042229i,-0.0021668-0.00043013i,-0.0024287-7.0208e-05i,-0.00086964+0.00046763i,-0.0010892+0.0013575i,-0.003566+0.0029131i,-0.0053631+0.0042926i,-0.0046731+0.0045314i
0.00048153-0.0044185i,0.0028008-0.0080745i,0.0024889-0.003736i,-0.011702-0.0015522i,-0.02374-0.0185i,-0.015727-0.037063i,-0.0020839-0.030299i,0.0054811-0.0094741i,0.0064925+0.0016106i,0.0048613+0.0016101i,0.002364+0.00047708i,-0.0010478+0.00033283i,-0.0030786-0.00097785i,-0.003035-0.0027335i,-0.0014902-0.0029883i,-0.00078837-0.0021744i,0.000105-0.0012421i,0.0020466-0.00068913i,0.0017731-0.0003389i,0.002015+3.3124e-07i,0.0044349-0.00044383i,0.0061423-0.000504i,0.004779-0.00033155i
-0.0016146+0.0046667i,-0.0038592+0.0054064i,7.685e-05+0.0022081i,0.016927+0.0035824i,0.025086+0.020964i,0.011937+0.035653i,-0.0011484+0.030265i,-0.0038892+0.015924i,-0.00026561+0.0069162i,0.0025128+0.0025665i,0.0029594-0.00097429i,0.0036168-0.0020437i,0.0040209-0.0003201i,0.0017927+0.00086161i,-0.0023104+0.0011649i,-0.0063583+0.001135i,-0.0079522+0.00010524i,-0.0056309-0.00061454i,-0.0030197-0.00078004i,-0.0028423-0.00056803i,-0.0052092-0.00024463i,-0.0061394-0.0012138i,-0.0034722-0.0011099i
0.0050316-0.0011937i,0.0066315-0.0040214i,0.0017158-0.004049i,-0.012379-0.012759i,-0.013141-0.035914i,0.0041744-0.045188i,0.015937-0.02878i,0.014212-0.011479i,0.0091095-0.0054747i,0.0039473-0.0050118i,-0.0018222-0.0035935i,-0.0057538-0.00044299i,-0.0058455+0.00071164i,-0.0027615-0.00029463i,-0.00038308-0.00074064i,0.00065184+0.00090143i,-6.6251e-05+0.0036037i,-0.0015353+0.0040537i,-0.001641+0.0030011i,0.00047817+0.0023996i,0.0035074+0.0031035i,0.0041743+0.003464i,0.0035877+0.0014029i
-0.0018872+0.0042393i,-0.0041751+0.0037435i,-0.0014201+0.0017325i,0.0050974+0.01044i,-0.0030943+0.028759i,-0.01975+0.026701i,-0.021337+0.0062675i,-0.010635-0.0047084i,-0.0019396-0.0059951i,0.0014916-0.0046326i,0.003461-0.0032557i,0.0051806-0.0026407i,0.0036482-0.0018969i,-0.00072742-0.00035597i,-0.004223+0.0013353i,-0.0050296+0.0020693i,-0.0030644+0.0010905i,-0.0011199+0.00053381i,-0.00055411+0.00080499i,-0.0006268+0.00036703i,-0.00088132-0.00011436i,-0.0009811-0.0014434i,-0.0013455-0.0023762i
4.5725e-05-0.0010866i,0.00024814-0.0015079i,-0.0052311-0.00026999i,-0.010619-0.0073343i,0.00089166-0.020157i,0.018713-0.017081i,0.018686-0.0050332i,0.0053607-0.0011473i,-0.0023893-0.0011851i,-0.0031216-0.00044257i,-0.0045454+0.0011609i,-0.0053275+0.0019747i,-0.0031629+0.0012381i,0.00078426+0.00075068i,0.0030825+0.0015876i,0.0029773+0.0044939i,0.001319+0.0071299i,-0.00016555+0.0063464i,0.00019118+0.0038865i,0.0014326+0.0025148i,0.002547+0.0024526i,0.0017874+0.0022175i,-2.0282e-05+0.00020805i
0.00071006+0.00121i,-0.0010755+0.001077i,0.0013457+0.0022941i,0.0032834+0.01318i,-0.008346+0.023576i,-0.025416+0.014688i,-0.026874+0.00037257i,-0.014417-0.0052003i,-0.0057014-0.004882i,-0.0021928-0.0042033i,0.0017799-0.0045498i,0.0033767-0.0039365i,0.00057225-0.0017633i,-0.0017725-9.5251e-05i,-0.0020139-0.00037765i,-0.0011443-0.0024597i,0.00083994-0.003992i,0.0021424-0.0026848i,0.0010542-0.00054649i,-0.00026131-0.00059723i,7.5134e-05-0.0024973i,0.00056539-0.0027663i,0.00046904-0.00093784i
0.0023792-0.0040914i,0.0022289-0.0055112i,-0.0014113-0.0064892i,0.0014082-0.012557i,0.016028-0.013143i,0.026894+0.00010901i,0.019707+0.010662i,0.0049851+0.011076i,0.00063758+0.0078201i,0.0018499+0.0052501i,0.00055205+0.0038196i,-0.0015112+0.0024908i,-0.00066701+0.0027233i,0.0020485+0.0032868i,0.0032126+0.0033808i,0.0026709+0.0034382i,0.0012454+0.0028759i,0.00014816+0.0020365i,-0.0006454+0.0014526i,-0.00058886+0.0016901i,0.00024367+0.002384i,-0.0011384+0.0016176i,-0.0022683+0.00017204i
-0.0011755+0.0032524i,0.00014609+0.0048429i,0.0032572+0.0062771i,0.0021055+0.010171i,-0.0076196+0.0056817i,-0.011698-0.0077518i,-0.0046234-0.011544i,0.0018147-0.0045867i,0.0030762+0.00052537i,0.0027557-0.00042853i,0.0021388-0.0023864i,0.0013102-0.0022902i,0.00030552-0.0016622i,-0.0013856-0.0029623i,-0.0028348-0.0055545i,-0.0031733-0.0064743i,-0.001691-0.0056523i,-0.00020716-0.0035488i,0.0001717-0.0013586i,0.00024267-0.0017603i,0.00083265-0.0029037i,0.001958-0.0011352i,0.0022309+0.0013388i
