-0.0030071+0.00020546i,-0.002685+0.00079609i,-0.0028192+0.0013655i,-0.0010548+0.0018891i,0.0011305+0.0014944i,0.0021786+0.0001058i,0.0018258-0.00020888i,0.00088522+0.00089691i,0.0013024+0.0020575i,0.0019485+0.0017015i,0.0014908+4.2618e-05i,0.00091417-0.00067179i,0.0010553-0.00011691i,0.000708-0.00053985i,0.00046732-0.0017135i,0.00071939-0.00095691i,0.00053256-0.00011335i,0.0002237-0.00029386i,-0.00069915-0.00014204i,-0.00086177-7.7005e-05i,3.2991e-05-0.00031244i,0.00085904-9.025e-05i,0.00040182+0.00059667i
-0.00053071-0.00045829i,-0.0015311+0.00016148i,-0.0010617+0.00079735i,-0.00032354-0.00016976i,8.8833e-06-0.0018232i,0.00030853-0.0022554i,0.00025368-0.0014489i,0.00070521+5.336e-05i,0.0010662+5.7115e-05i,0.0011889-0.00059067i,0.0012034-0.00026662i,0.00084321+2.7244e-05i,0.00079043-0.00058069i,0.00019707-0.0012739i,-0.00097511-0.00042996i,-0.00063218+0.00017577i,-0.00024516+7.0995e-05i,-0.00079155+0.00042294i,-0.00012166+0.0011119i,0.000754+0.00090183i,0.0013312+0.00057139i,0.00031689+8.2038e-05i,-0.00068865-0.00053574i
-0.0013502-0.00062911i,-0.00018787-0.00029907i,-8.4971e-05-0.00057296i,0.00055553-0.0013569i,0.0016722-0.00076572i,0.0014858-0.0016494i,0.00086406-0.0013378i,0.0013599+0.00067081i,0.0019083+0.00015251i,0.0017384-0.00077595i,0.0014917-0.00032672i,0.0011378+0.00036098i,0.0011787+0.00049768i,0.00068562-0.00035409i,0.00084768-0.00070528i,0.0010247+0.00048063i,0.00029446+0.00054167i,-0.00018789+0.00048236i,0.00022484+0.00057345i,0.0010733+0.00013982i,0.0011554-7.488e-05i,0.00060444-0.00055003i,-0.00036836-0.00078191i
5.7041e-05-0.0010835i,-0.00020381-0.0010447i,-7.6896e-05-0.0009956i,1.1987e-05-0.0015644i,0.00043177-0.002115i,-6.7558e-05-0.0023047i,-1.2295e-05-0.0016383i,0.0014084-0.00035634i,0.0014384-0.0012457i,0.00075145-0.0016648i,6.1707e-05-0.00048799i,-0.00060332-1.73e-05i,-0.0010671-0.00013631i,-0.0012785-0.00024657i,-0.00071857-0.00057214i,-0.00059771-0.00080597i,-0.00072794-0.00075548i,-9.3043e-05-5.8319e-05i,-0.0002022+0.00034596i,-0.0003417+0.00027324i,0.00027261-7.0342e-05i,0.00023803-0.00051652i,0.0007293-0.00029049i
0.00076806+0.00051841i,0.0006365-0.00031197i,0.00051559-0.00073107i,0.00078759-0.001164i,0.0011101-0.0026617i,0.0008759-0.0031025i,0.00036442-0.0017308i,0.00099067-0.00052807i,0.0013348-1.3287e-05i,0.00048889-0.00015023i,0.00040202-7.4349e-05i,0.0006932-3.6832e-05i,0.00092634-0.00017291i,0.00069014-0.00019759i,-9.7686e-06-0.00051136i,-0.00048238-4.6975e-05i,0.00017983+0.00048235i,0.0006033+0.0011116i,0.00012604+0.0013454i,-3.9116e-05+0.00069783i,0.00017598+0.00020489i,2.4002e-05-0.00026911i,-0.00042708-0.00023087i
-0.0029236+0.0015906i,-0.001488+0.0021306i,0.00042673+0.0012415i,0.0020807+0.00079893i,0.0023767+0.00012766i,0.0022916-0.0010277i,0.0018332-0.00020931i,0.0018117+0.00056558i,0.0020503+0.00017741i,0.0011223+0.00069252i,0.0005844+0.0010124i,0.00016064+0.00047414i,-0.00045654-0.00043571i,-0.00045153-0.00057955i,-0.00098929+0.0003341i,-0.00127+0.00081391i,-0.0013733+0.00036555i,-0.0010214-2.2379e-05i,-0.00042682+0.00026355i,0.00020741-0.00038814i,0.00019604-0.00076645i,-0.00029997-0.0010769i,-0.00014309-0.00081178i
0.0005261+0.0024957i,0.0006997+0.00020195i,0.0013286+0.00026509i,0.0021734-0.00026862i,0.0025601-0.0015499i,0.00082832-0.0023812i,-0.00024004-0.0014942i,0.00046271+2.5165e-05i,0.00069457+0.00018905i,0.0010667-2.1555e-05i,0.00091376-0.00011816i,-6.3974e-05+0.00026914i,-0.00043497+0.00052564i,-0.0011237-0.00028446i,-0.00071689-0.00091894i,0.00020038-0.00028131i,-0.00013648-0.00024686i,4.2034e-05-0.00023504i,0.00061979+0.00054782i,0.00044875+0.00058097i,-7.5061e-05+0.00019652i,-0.00016109-0.00025078i,-4.8283e-05-0.00072926i
-0.00054878-0.0012335i,-0.00032517-0.00024496i,-0.00046767+0.00020923i,-8.1497e-05+0.00075308i,0.00071915-0.00010392i,0.000746-0.0011508i,0.00029225-0.00065248i,0.00075085-0.00040232i,0.0013226-0.00042401i,0.00088312-0.00053557i,0.00056842-0.00045066i,0.00036947-0.00039422i,0.0010725-0.00055488i,0.0012717+0.00015891i,0.00058591+0.00052737i,0.00070812+0.00034462i,0.0010519+0.00017463i,0.0002572+5.6927e-05i,3.7268e-05+0.00012897i,0.00092064-0.00060105i,0.00079812-0.00057648i,-5.3641e-05+0.00014973i,-0.00042448+0.00039776i
-0.00058943+0.00074758i,5.0214e-06+0.00096279i,0.00095788+0.0018084i,0.0024939+0.0013195i,0.0027198-0.0011674i,0.001367-0.0022068i,-0.00023816-0.0012205i,-0.00076605-0.00010906i,0.00060439+0.00029732i,0.0013815+0.00026308i,0.0011095-0.00016225i,0.001005-0.00037709i,0.0011969-0.00045701i,0.00098169-0.00036693i,0.00024128+0.00023916i,0.00011932-0.00016564i,6.4104e-05-0.0005894i,-0.00060281+9.8889e-05i,-0.00071852+0.00030977i,-0.00061826+0.00012403i,-1.3119e-05-0.00029651i,-0.00019005-0.00040841i,-0.00099793-0.00023664i
-0.00053934+0.00019578i,-0.00022098+5.6669e-05i,0.00064579+0.00028435i,0.0022081-0.00011482i,0.0025732-0.0011778i,0.0018419-0.0021464i,0.0017987-0.0015724i,0.0015707+6.4379e-05i,0.0015449+5.6812e-05i,0.0015731-0.00079289i,0.0012173-0.00046445i,0.0010448+1.4116e-05i,0.00073634-0.00074048i,-3.0877e-05-0.0013042i,-0.00084988-0.00045759i,-0.0011846-0.00016444i,-0.0010163+4.1981e-05i,-0.00082408+0.00035163i,-0.00067396+0.0004679i,4.0273e-05+0.00083512i,0.00081101+0.00063592i,0.00036763-1.9774e-05i,-0.00024247-0.0011168i
-4.1161e-05+4.5007e-05i,-1.3815e-05-0.00050788i,0.0007083-0.00045002i,0.001549-0.0005113i,0.0022761-0.0017841i,0.0021389-0.0023105i,0.0014153-0.0013252i,0.0010808-0.00043059i,0.00095773-0.0005316i,0.00081374-0.0012852i,0.00051875-0.0016222i,0.00016874-0.00053212i,-0.00027256-4.5589e-05i,-0.00037537+0.00012757i,-0.0005866+0.00051782i,-0.00026117+0.00048675i,-0.00039656+0.0003991i,-0.00046322+0.00014663i,-0.0004353-0.0003318i,-0.00056565-0.00056766i,-0.00071878-0.00047736i,-0.00078757+1.1376e-05i,-0.00041463-0.00014931i
0.0021341+0.00033675i,0.0022852-0.00042385i,0.0019701-0.00090968i,0.0009744-0.002025i,0.00078162-0.0039239i,0.0004665-0.0039799i,0.00013317-0.0015706i,0.00065556+0.00023328i,0.0014636+0.00074956i,0.0015595-0.00011647i,0.0010438-0.0012454i,0.00086033-0.00033191i,0.00049513+0.00060609i,3.3278e-05+0.0002229i,0.00028388+6.9468e-05i,0.00031218+0.00050405i,0.00025592+0.00021638i,-0.00020164-0.00023606i,-0.0013654-0.00058231i,-0.001601-0.00043195i,-0.00072639-9.1041e-05i,-0.00059242+0.0002695i,-0.00079592+0.00030963i
-0.00068889+0.0010506i,0.00012672+0.00053595i,0.0014933+0.00040945i,0.002304+0.00051447i,0.0029253-2.2469e-05i,0.0020261-0.0010865i,0.00056329-0.0012924i,0.00065148+0.00024236i,0.0011153+0.00099895i,0.00060508-0.00050512i,-0.00012408-0.0010689i,-0.00039314-0.00057809i,-0.00043574-0.00026664i,-0.00067289+0.00035141i,-0.00076573+0.00092857i,-0.0011205+0.00031768i,-0.0013526+0.00030616i,-0.00090479+0.00094489i,-0.00029421+0.0009081i,0.00020896+0.00028056i,-3.9839e-05-0.00031813i,-0.00054165-0.00056065i,-0.00018526-0.00024214i
0.00033017+0.0011446i,-0.00015874+0.001284i,0.00052462-2.6671e-05i,0.0021831-0.00087336i,0.0023779-0.001383i,0.0012994-0.0018917i,0.0009437-0.00089815i,0.00094524+0.00052778i,0.00090309+0.00026383i,0.001194-0.0010497i,0.0005639-0.0018301i,-0.00032938-0.00096605i,-0.00033181+0.00053378i,0.00019987+0.00018894i,0.00065579-0.000914i,0.0010658-0.00090404i,0.0010692-0.00038194i,0.0011003+0.00039557i,0.00024569+0.00087885i,-0.00076363+0.00022486i,-0.00099191-0.00042209i,-0.00042899-0.00045786i,0.0003961-0.00031901i
-0.0012572-0.00044829i,-0.0010112-9.2392e-05i,-0.00061524+0.00018798i,0.0005855-0.0013664i,0.0016059-0.0028888i,0.0013899-0.0031096i,0.0011701-0.0020377i,0.0014637-0.00022511i,0.0021317+0.00028612i,0.0016005+0.00024905i,0.00078819+0.00027112i,0.00054303+2.3703e-05i,0.00018088-0.00032512i,-0.00010626-9.3154e-05i,-0.00050427+0.00037909i,-0.0010822+0.00055902i,-0.0011624+0.00073654i,-0.00079955+0.00092439i,0.00021365+0.0015322i,0.00023245+0.0010056i,-0.0004633-0.0001326i,-0.00034523-0.00058174i,8.0946e-06-0.0010734i
-6.8062e-05+8.2529e-05i,-0.00049445-0.00072204i,-0.00043748-0.0016906i,-0.00047539-0.001983i,-0.0001906-0.00213i,0.00019047-0.0018035i,0.00013589-0.00047903i,0.00055513+0.00041209i,0.00083537-0.000494i,0.00071371-0.00043988i,0.00058926+0.00022733i,0.0005466+1.6794e-05i,0.00058883+6.3874e-05i,0.00035847-6.7634e-05i,-0.00021928-0.00023405i,-0.00046306+0.0002772i,-0.00080523+0.00029424i,-0.00070965+0.00032075i,5.5898e-05+0.00072616i,0.00032343+0.00084845i,-0.00029323+0.00095813i,-0.00061795+0.00024048i,0.00021856-0.00022287i
0.00065858-0.00068799i,0.0019142-0.0011546i,0.0023026-0.00043836i,0.0025965-0.00060152i,0.002623-0.0011973i,0.0012249-0.0013219i,4.699e-05-0.00087563i,0.00013586-0.00067036i,0.00072796-0.00073767i,0.00063628+1.3414e-05i,5.8525e-05+0.0009554i,-0.00066277+0.00029953i,-0.0012824-0.00075805i,-0.00087971-0.00035206i,7.5113e-05+0.0008349i,-0.00050843+0.00078304i,-0.0012404+0.00019815i,-0.00098152-0.00025639i,-0.00062787+0.00026817i,0.00016554+0.00053709i,9.0336e-05+0.00012938i,-0.00031532-0.00011101i,-0.00047185-0.00019885i
-0.0023751+0.0013406i,-0.0020562+0.0014038i,-0.0010174+0.0012849i,0.0005645+0.00092782i,0.0017153-0.00081725i,0.0016373-0.00251i,0.0019117-0.00175i,0.0022391-0.00056789i,0.0021018+0.00019757i,0.0011071+0.00073915i,0.00090664+0.00067482i,0.0011014-0.0002554i,0.0001415-0.0011557i,-0.00079734-0.0012391i,-0.00057965-0.00099344i,-1.9252e-05-0.00047713i,7.88e-05+0.00052064i,4.5741e-05+0.00067833i,0.0003989-0.00013133i,0.0006006-2.6008e-05i,0.00052891+0.00040607i,0.00025742+0.00021588i,0.00043125-0.00043667i
0.00024942-0.0021056i,-0.00058783-0.0024479i,9.2445e-05-0.0011368i,0.0017032-0.0007453i,0.0015213-0.0021166i,0.00036505-0.0024777i,0.00027692-0.0013454i,0.00028935+0.00031952i,0.00040041+0.00062371i,0.00058046+0.00010901i,0.00080552-0.00028972i,0.0010332-0.00039594i,0.00056777-0.00098076i,0.00015401-0.0015602i,-0.00020663-0.0010621i,-0.00028703-0.00053443i,-0.00049789-0.0009416i,-0.00069362-0.00083778i,-0.00038187+0.00029334i,-0.00022538+0.001324i,0.00023388+0.00071581i,-0.00014125-0.00040258i,-0.00064618-0.00081654i
0.00011867-0.00039969i,-0.00039019-0.00023165i,0.00044794+0.00062148i,0.0016197-0.00072415i,0.0021565-0.0018102i,0.0011481-0.0019657i,0.00042174-0.001551i,0.0013765-0.00037316i,0.0018351-0.00028477i,0.001084-0.00059446i,0.00055028+0.00035722i,0.00048228+0.00043723i,-5.5503e-07-0.00053077i,-0.00088473-0.00066976i,-0.0007169-0.00039023i,0.0004265-0.00027223i,3.7936e-05+0.00031973i,-0.00093645+0.00059836i,-0.00013298+0.00041116i,0.00019818+0.00074643i,0.00051142+0.00031836i,0.0006219-0.00031338i,-0.0004389-0.00020721i
0.00038273+0.00026159i,-0.00061087+0.00028496i,-7.5661e-05-0.00015434i,0.0011682-0.0010589i,0.0013205-0.0018666i,0.00093849-0.0023086i,0.00041478-0.0010603i,0.00026149+0.000786i,0.000713+0.0008752i,0.0009494-9.0722e-05i,0.0011477-0.00021941i,0.0010802+7.4491e-05i,0.000201-0.0006248i,-3.4679e-05-0.00081878i,-5.5182e-05-0.00021935i,-0.00036876-0.0002465i,-0.00019288-0.00066257i,-0.00031289-0.00034501i,-0.00026647+0.00024597i,0.0005657+0.000125i,0.00064649+0.00043306i,0.00061728+0.00022054i,0.0012886-0.00019134i
0.00091881-4.685e-05i,0.0010728-0.00013867i,0.0017801-0.00071896i,0.0021651-0.0013334i,0.0018026-0.0013308i,0.00093655-0.00073546i,0.00088106+0.00012865i,0.0011533+0.00079894i,0.0012312+0.0010017i,0.0005671+0.00067835i,-0.00033081+3.3024e-05i,-9.2402e-05-6.2176e-06i,-2.318e-05+0.00060808i,-7.7316e-05+0.0007731i,0.00027041+0.00033949i,7.1576e-05+0.00035388i,-0.00054727+0.00069399i,-0.00038943+0.00057436i,-0.00018007+0.00023545i,0.00057362+0.00040429i,0.0011349+0.00043576i,0.00086087+7.1447e-05i,-2.9308e-05-0.00045324i
-0.0021477+5.4105e-05i,-0.001871-0.00028174i,-0.0010488-0.0005546i,0.00058866-0.00042946i,0.0022497-0.0011732i,0.0020626-0.002248i,0.00097378-0.0020862i,0.00059092-0.00053079i,0.00084756+8.9801e-05i,0.00062439-0.00047102i,9.1026e-05-0.00096786i,-0.00034526-0.0010294i,-0.00069795-0.00043056i,-0.00041721+0.00034208i,-0.00051434+0.00087095i,-0.001419+0.0005226i,-0.0015454-0.00072396i,-0.00077177-0.0013647i,-7.3745e-05-0.00021328i,8.6767e-05+0.0004926i,-0.00019034+0.00053198i,-0.00036693+9.5455e-05i,-0.00044271-0.00080647i
0.0013699+0.00022124i,0.001671+0.0007259i,0.0028801-0.00022732i,0.0032648-0.0016074i,0.0022127-0.002498i,0.0012721-0.0025002i,0.00019105-0.0012699i,0.00016019-0.00058138i,0.00099855-0.00074878i,0.00061391-0.00054277i,0.00024967-0.00065825i,0.00047475-0.00062918i,-0.0001131-0.00059158i,5.9039e-05-0.00011906i,-0.00014632-7.2035e-05i,1.1556e-05-0.00026806i,0.00049792+0.00025694i,7.8712e-05+9.0931e-05i,0.00020503-0.00020201i,-5.9731e-05+0.00050895i,-0.00053194+0.00075119i,-0.00027434+0.00044306i,2.707e-05+0.00025074i
-0.00046729-0.00072318i,-0.00066085-0.00092226i,-0.00091197-0.0012377i,-0.0013045-0.0014392i,-0.00080508-0.0020878i,0.00026783-0.0016663i,0.00074495-0.00056027i,0.0010508+0.0003993i,0.0019129+0.00041031i,0.0017747-0.00071859i,0.0005491-0.00026248i,0.0001853+0.00062898i,0.00029125+0.00044465i,0.00058515+3.133e-05i,0.00036497-8.1753e-05i,-0.00025571+0.00010948i,-0.0002716-0.00036518i,-0.00037604-0.00075663i,-0.00033041+9.5509e-05i,0.00011407+0.0008182i,0.00033282+0.00047592i,0.00089705-8.2734e-05i,0.00094682-0.00020864i
0.00047798+0.00061063i,0.00024989+0.00080104i,0.0017409+0.00023109i,0.0032493-0.00090082i,0.0028232-0.0016849i,0.0014465-0.0019526i,0.0007393-0.0014768i,0.0011555-0.00053612i,0.0014701-0.00055592i,0.001473-0.00068514i,0.0008746-0.00087316i,0.00035313-0.0008863i,0.00027587+0.00026358i,-0.0003319+0.00077672i,-0.00056876+0.00025458i,-0.00042886-0.00026611i,-0.00027535+3.4321e-05i,-1.7541e-05+0.00034809i,-0.00013778-0.00065693i,0.00035723-0.00070378i,0.00081549-0.00022248i,0.000417-0.00094662i,0.00020909-0.0012887i
-0.00020703-0.0005i,-0.00079798+3.7813e-05i,-0.0013414+0.00049617i,-0.00075326+0.00060201i,0.00077942-0.00019096i,0.0015668-0.00083472i,0.0011041-0.00094662i,0.00098266-0.00078512i,0.0011594-0.00084138i,0.0011236-0.00067398i,0.001134-0.00023647i,0.001066-0.00010746i,0.00022797-0.00010992i,-0.00011469+0.00019854i,-0.00038826-0.00035045i,-0.0012122-0.00079933i,-0.0010271-0.00014184i,-4.0973e-05+0.00065373i,0.00054749+0.00047261i,0.00095189+0.00042094i,0.00077835+0.0009397i,-0.00034108+0.00040298i,-0.00067769-0.00022659i
-0.00098865-0.00011412i,-0.0010753+0.00061453i,-0.001418+0.0011932i,-0.00034174+6.1137e-05i,0.00086856-0.0010327i,0.00066565-0.0011136i,1.306e-05-0.00077505i,-0.00026182-0.00038568i,-3.7193e-05-0.0005482i,7.9327e-06-0.00079543i,0.00038174-0.00048551i,0.00019847-0.00070828i,0.00068035-0.0015598i,0.0010882-0.0018118i,-8.5811e-05-0.0010507i,-0.00098266-6.1274e-05i,-0.0011564-0.00013347i,-0.00080745-0.0005434i,-0.0003368-0.00027497i,-0.00040927-0.00012813i,-2.4678e-05-0.0003108i,0.00079588-0.00015882i,0.00050572+0.00012529i
0.0012373-0.0014494i,0.00042736-0.00039375i,4.646e-05-0.0011283i,0.00070157-0.0019529i,0.0018311-0.00331i,0.0021958-0.0035149i,0.0006232-0.0019576i,-0.00019674+3.5061e-05i,0.0008959+0.00098349i,0.00091033+0.00021043i,0.00029127-0.00064132i,-1.1417e-06-0.00034172i,0.00010619+9.2467e-05i,0.00017586+0.0006643i,0.00022217+0.00031823i,-0.00010408-0.00031123i,-0.0002008-0.00015519i,0.0003713-0.00011687i,9.2749e-05+0.00014411i,-0.00042115+0.00027751i,-0.00044715-8.5522e-05i,-0.00063-0.00037667i,-0.00030826-0.00031464i
0.00051747+0.00080359i,0.00016006+0.001903i,-0.0001797+0.0015467i,-0.00018762+0.00042918i,0.0002402-0.00091005i,0.00059741-0.0015812i,0.0004548-0.0012559i,0.00066016-0.00035771i,0.0017199-0.00010442i,0.0016666-0.00015418i,0.0011699-0.00037606i,0.0011548-0.00037342i,0.00079899+0.00022532i,0.0005833-0.00070774i,0.00016224-0.0015221i,-0.00035359-0.0011027i,1.5519e-06-0.00027987i,0.00053151+0.00064887i,0.00020142+0.0014424i,-0.00015568+0.0010553i,0.00018918-0.00023779i,-0.00011549-0.00053457i,-0.00057976-0.00011586i
-0.0010838-0.00090563i,-0.0015628-0.001457i,-0.00030891-0.0010322i,0.00084384-0.00094705i,0.0020056-0.0019985i,0.001674-0.001763i,-0.0003038-0.00033777i,-0.00020761+0.0008113i,0.0010021+0.00096681i,0.00082389+0.00015878i,0.00023663-0.00023843i,0.00013017-0.0006731i,0.00059924-0.0010021i,0.00076248-0.00020824i,-0.00024257-0.00019081i,-0.0010243-0.00098132i,-0.00019718-0.00099766i,0.00048172-0.00085371i,-4.3034e-05-0.00011255i,-6.7947e-05+0.00062655i,0.0002844-3.4924e-05i,0.00045942-0.00079004i,0.00031271-0.00060378i
0.00057753-4.2929e-05i,0.0025258+0.00043329i,0.0016838+0.00022869i,0.00057234-0.00043869i,0.0011804-0.00093676i,0.00098644-0.0005803i,0.00070108-0.0005334i,0.0013151+6.9462e-05i,0.0011595+0.00012279i,0.00019319-0.0010223i,-7.4554e-05-0.00067157i,0.0004713+0.00020398i,0.00048052+3.5905e-05i,0.00053877+0.00040479i,0.0003087+0.00030337i,0.0003688-7.8809e-05i,2.9834e-05-0.00084024i,-0.00052346-0.0011788i,-0.00069627-0.00012988i,-0.00016766+3.3724e-05i,0.00036526-2.5032e-05i,0.00023236-0.00052252i,-0.00011158-0.00093639i
0.00038204-0.0014205i,-0.00060784-0.0019822i,-0.0010288-0.0021987i,-0.00061021-0.0014066i,0.00055436-0.0015276i,-1.141e-05-0.002176i,-0.00049694-0.0014743i,6.6687e-05-0.00023809i,0.00086985-0.00011044i,0.00076896-0.00052295i,-1.3695e-05-0.00036653i,0.00045793-0.00023686i,0.00081949-0.00054138i,0.00084106-0.00063879i,0.00071859-2.7752e-05i,0.00096374-0.00014603i,0.00095393-0.00045574i,8.5147e-05+0.00037646i,-0.00033687+0.00068328i,-0.00017978+0.00035287i,0.00042013-0.00050683i,0.00049575-0.00059315i,-0.00016705-3.6213e-05i
0.0003031-0.0017409i,0.00052399-0.0010208i,-0.00018238-0.0013965i,0.00017047-0.0025005i,0.00016868-0.002364i,-0.00025909-0.001644i,-0.00010867+0.00038176i,0.001231+0.0013083i,0.0023983+0.00071023i,0.0020328+0.00015188i,0.00093969-8.6285e-05i,-0.00025378-0.00023799i,-0.00035072-0.00060563i,0.00030251-0.0006233i,-9.7569e-05+0.00021064i,-0.00022487+0.00014966i,0.00058083+0.00023713i,-7.1483e-05+0.00038477i,-0.0003158+0.00032636i,0.00032421+0.00018721i,-0.00017183-0.00038486i,0.00014264+4.4861e-05i,0.0010257-3.8391e-05i
-0.00042574+0.00015619i,-0.0019483+0.0005306i,-0.0023298+0.00034783i,-0.00076583-0.00063128i,0.0012916-0.001771i,0.0021216-0.0017728i,0.0013693-0.00076408i,0.00078931+0.00031637i,0.0012774+0.0009576i,0.00068547+0.00063198i,-0.00049108+0.00020387i,-0.0004698+0.00018053i,0.00040535+0.00038392i,0.00096103+0.00036068i,0.00037077-0.00012975i,-0.00016478+0.00027166i,-0.0004424+0.00043832i,-0.00031093+0.00062712i,-0.00058984+0.00091395i,-0.00083146+0.00051539i,4.7454e-05-0.00011075i,0.0001964-0.00021859i,-0.000175+0.00027241i
0.00096962-0.0011834i,0.00035932-0.0019253i,0.0007248-0.0022336i,0.00076777-0.0022245i,0.0013379-0.0022886i,0.0017762-0.0024174i,0.0010927-0.0010843i,0.00072526+0.00068103i,0.00086624+0.00058003i,0.00013083+0.00012528i,-0.00072104+6.2773e-05i,-0.00024834-0.00058407i,0.00045926-0.00030043i,0.00019568+0.00025113i,-9.2687e-05-0.00025599i,8.9472e-05-0.0003191i,-0.00019191-0.00015481i,-0.00062798+0.00085149i,-0.00030846+0.0012331i,0.00019305-0.00034975i,0.00048747-0.00098373i,0.00079246-0.001098i,0.0010962-0.00084807i
-0.0012713-0.0003621i,-0.0012114+0.00047371i,-0.0010654-0.00038834i,-0.00057175-0.0018695i,-0.00015262-0.0026377i,0.00031186-0.0021521i,0.00084698-0.0012401i,0.0019849-6.6563e-06i,0.0022629-0.00023851i,0.0017808-0.00070621i,0.0012663+6.6983e-05i,0.00068264+0.00026374i,0.00046543-0.00036854i,-0.00026319-0.00067849i,-0.00065404-0.00054994i,-0.00069812+0.00030823i,-0.0004172+0.00031817i,-0.00069847-0.00031486i,-0.0015214-0.00012202i,-0.0011068+0.00015404i,-0.00048135+3.3567e-06i,-0.00060291-1.1988e-05i,-0.00047115+0.00020477i
-1.0913e-05-0.00064967i,-0.00064071-0.00039876i,-0.00056539-0.00057696i,0.00023014-0.0012774i,0.00088149-0.0014724i,0.0015363-0.0013411i,0.00097439-0.00044094i,0.00026325+0.00071082i,0.00088266+0.0001526i,0.0011933-8.4264e-05i,0.00043865+0.00021496i,-0.00030018-0.0001409i,-0.0003971+0.00018115i,-0.00077206+0.0009953i,-0.00072332+0.00079605i,0.00013148+0.0011182i,0.00022387+0.0011703i,8.9445e-05+0.00040686i,0.00023208+1.9769e-05i,0.00039032-0.00036778i,0.00037157-0.00089168i,-0.00017299-0.00082572i,-0.0006518-0.00021757i
-0.0014798-0.0021759i,-0.0013935-0.0012839i,-0.0014466+0.00019953i,-0.0007444+0.00028928i,0.00051469-0.00030738i,0.001618-0.0012689i,0.0018424-0.0010212i,0.0011501-0.00089176i,0.0013228-0.00094665i,0.0014121-0.00023177i,0.00077596+0.00041734i,0.00020473+0.00015365i,0.00010655-0.00021628i,0.0002631-0.00038232i,0.00011214-0.00068325i,-0.00022985-0.0001637i,-0.00051303+0.00050151i,-0.00010266+0.00069757i,-0.00012399+0.00085487i,-0.0004404+0.0003707i,-0.00057123-7.9073e-05i,-0.0005232-7.3237e-06i,-0.00027387+0.00016872i
-0.0020364-0.0014021i,-0.0025954-0.0018819i,-0.0021445-0.00090349i,-0.00060344-0.00027073i,0.00072787-0.00033188i,0.00077763-0.00095883i,0.00020216-0.00056631i,0.000174+0.00080104i,0.0006945+0.00079526i,9.0161e-05+0.00014323i,4.7625e-05+0.00020082i,0.00069894+0.00021248i,0.0006302+7.8614e-05i,1.3193e-05-0.00014848i,-0.00048159-1.7863e-05i,-4.0833e-05+0.00023927i,0.00087951+0.00010711i,0.0010306-5.758e-05i,0.00035709-0.00010618i,-0.00039931+0.00019536i,-2.2049e-05+0.00039005i,0.00039669+0.00021185i,-0.00016257-0.00010082i
-1.318e-05+0.00061784i,0.00065735+6.7678e-05i,0.0012893-0.0010023i,0.0015869-0.0019693i,0.0021406-0.0033839i,0.001888-0.0032358i,0.00095454-0.0011307i,0.0014815+0.00017168i,0.0025262-0.00023585i,0.0022368-0.00064281i,0.00097738-0.00064364i,0.00026039-0.00077098i,-0.00025914-0.0012812i,-0.00046156-0.00094455i,3.9741e-05+5.5679e-05i,0.00024386+0.00076793i,8.5746e-05+0.00018194i,0.00012365-0.00032826i,0.00026209+7.2726e-05i,0.00029771-0.00024467i,0.00026869-0.00072808i,7.6224e-05-0.000278i,0.00014568-0.0001287i
-0.0023047-0.00033308i,-0.002676+0.00082523i,-0.0024695+0.0016023i,-0.00171+0.0016419i,-0.00082399+0.00043057i,0.00066224-0.0012704i,0.0008138-0.00085329i,0.00066778+0.00057254i,0.00093409+0.00053869i,0.00022209-0.00026038i,-0.00053766-0.00074098i,-4.1915e-05-0.00077849i,0.00017026-0.00047618i,4.9817e-05-0.0005178i,-3.4934e-05-0.00063239i,-0.00067293+3.8813e-05i,-0.00088075+0.0003547i,0.00030174+0.0004757i,0.00081677+0.00057061i,0.00026125+0.0010465i,0.00034223+0.00068006i,0.00055185-0.00072368i,0.00016297-0.00084448i
0.00038451-0.002612i,-5.5446e-05-0.0025887i,-0.00051008-0.0023687i,-0.0010701-0.0021632i,-0.00070459-0.0030593i,0.00062711-0.0023788i,0.0010966-0.00051931i,0.0018564-4.5851e-05i,0.0023359-6.7089e-05i,0.0010719-0.00025309i,5.0251e-05-0.00020948i,-0.00024504-7.8509e-05i,0.00014485-0.00068274i,0.0010182-0.0009288i,0.00058577-0.0005347i,-0.00030277+0.00017959i,-0.00025227+0.00056976i,-0.00013448+0.0010847i,9.2924e-05+0.0015245i,1.0633e-05+0.0015401i,0.0003345+0.0014198i,0.00024676+0.00084976i,-0.00039072+0.00010426i
-0.00042184-0.00014686i,0.00014698+0.00019946i,-0.000427-0.0002475i,0.0001435+1.6678e-05i,0.0012295-0.0011725i,0.0013621-0.0019788i,0.0010639-0.00046085i,0.00077552+0.00083976i,0.0013996+0.0005192i,0.001644+3.3747e-05i,0.00027471+0.00065518i,-0.00079487+0.0010235i,-0.00037252+0.000312i,8.3066e-05-0.00043593i,-0.00026234-0.0003183i,-0.00019762-0.00037576i,-0.00010226-0.0003604i,-0.0007657+0.00010941i,-0.00049799+0.00014019i,0.00017198+3.4133e-05i,0.00067783+0.000453i,0.00033731+0.00060259i,4.2479e-05+0.00045284i
