-0.0023266+0.00078252i,-0.0027134+0.00033287i,-0.0037206+0.0012328i,-0.003496+0.0023027i,-0.0023382+0.0030386i,-0.00065063+0.0033231i,0.00061692+0.0033291i,0.00090292+0.0032229i,0.0010938+0.002147i,0.0014681+0.00068443i,0.0017042-0.0002701i,0.00095679-0.00039782i,0.00062279-0.00053989i,0.0011265-0.00017594i,0.0012214+0.00036091i,0.00048728+0.0001806i,-0.00053129-0.00023825i,2.6728e-05+0.00012768i,-3.4508e-05+0.00077313i,-0.0011582+0.00064865i,-0.0005102+0.00034539i,-0.00010567+0.00028322i,-0.00055356+1.0119e-05i
0.0022265+0.00045819i,0.002094+6.7785e-05i,0.00077793-0.0015112i,8.0936e-05-0.00027779i,0.00032642+0.0012468i,0.00077091+0.00038407i,0.00085968-0.00018721i,-0.00010596+0.00036594i,-0.00029091-1.9521e-05i,0.0002162-0.00036918i,0.0001533-0.00048502i,-0.00030163-0.00047799i,-0.00032002-0.0007876i,-0.00043903-0.0011655i,-0.00048602-0.00086643i,-0.00065066-0.00012605i,-0.0011883+0.00010882i,-0.00089241-8.6072e-05i,-0.00062561-0.00039594i,-0.00030647-0.00055742i,0.00034995-0.00099771i,0.00010366-0.00096795i,-0.00055832-0.00056812i
0.0027417-0.0007645i,0.002952-0.00041967i,0.0023211-0.0012954i,0.00045375-0.0015468i,-0.00071547-0.00083489i,-0.00084138-0.00045502i,-0.00041136-0.00029953i,0.00013785-9.8883e-05i,0.0001095+0.00023513i,-0.00049757+0.00069119i,-0.00025239+0.00049635i,0.00026753+0.00013854i,0.0005251-0.00045238i,0.00038606-0.00019149i,1.334e-05+0.0005844i,0.0001964+0.00091414i,0.00022284+0.00045715i,0.00032193+2.4577e-05i,0.00047302+0.00032563i,-0.00016319+0.00084685i,-0.00044372+0.00072979i,-0.00030899+6.3034e-05i,-0.00054313-0.00027741i
0.0011128-0.0010525i,0.00080743-0.0012971i,0.0003085-0.002175i,8.029e-06-0.0012193i,-6.7661e-05+0.00097415i,-0.0007553+0.0015062i,-0.00082963+0.000746i,-0.00014634+9.6957e-05i,0.00012933+0.0003431i,-0.00061662+0.00085257i,-0.00085477+0.00034407i,-0.00043034-0.00038277i,-0.00087195+3.2859e-05i,-0.0010174+0.00024494i,-0.00041918-0.00021343i,-0.00010721+0.00022779i,-0.00015963+0.00051603i,0.00015746-0.00047379i,0.00048838-0.001096i,-0.00018506-0.00052622i,2.2282e-05-0.0003843i,0.00046139-0.00061782i,0.00066946-0.00047633i
0.0012882-0.00039372i,0.00063684-0.00027045i,-0.00012479-0.00084438i,7.8732e-05-0.00095208i,0.00059447-0.00010328i,0.0011839+0.00041246i,0.00084926+0.00040211i,0.00015407+0.00034573i,-0.00027038+0.00018827i,-0.00026065+0.000374i,4.8099e-05+0.00038743i,-0.00018816+2.1555e-05i,-0.00026929-0.00036733i,0.00046488-0.0002242i,0.0009199-0.00026826i,0.00074349-5.4346e-05i,0.00057089-9.8667e-05i,-3.9907e-05-0.00054373i,-0.00039152-0.00033968i,-0.0001363-0.00054579i,-2.4678e-05-0.00064013i,4.8127e-05-0.00051855i,-0.00099127-0.00023214i
-0.0004828-0.0009318i,-1.9359e-06-5.5374e-05i,0.0005901+0.00042657i,0.0004619+0.00047415i,0.00030612+0.00054354i,0.00039772+0.00055236i,-0.00028761+0.00071405i,-0.00022704+0.00076671i,0.00045617-0.00021894i,-0.00028207-0.00086715i,-0.00095893-0.0002867i,0.00019719+0.00056651i,0.0016603+0.00070425i,0.0013181-0.00016652i,0.00056335-0.0010844i,0.00091124-0.001108i,0.00096303-4.9512e-05i,-0.00019673+0.0007692i,-0.00055241+6.6307e-05i,-2.9276e-05-0.00013956i,0.00011411+0.00016894i,0.00016997-4.6703e-05i,0.0001177-0.0006986i
-0.00041626-0.00010327i,0.00021706+0.00061331i,2.7506e-05+0.0012388i,-0.00020194+0.0021021i,0.00026384+0.0028041i,0.0007928+0.0027739i,0.00095657+0.0017472i,0.00040534+0.00068085i,1.6021e-05+0.00044608i,0.00031595-0.00010301i,0.00033685-0.00088255i,0.00056737-0.00068648i,0.0006159-5.3992e-05i,-3.5826e-05-0.00024641i,-0.00029412-0.00071423i,0.0002802-0.00070116i,0.00081599+4.1952e-05i,0.00093774+0.00023019i,0.00068504-9.4646e-06i,-0.00014635+0.00055263i,0.00017673+0.00049533i,0.00045793+0.00012969i,-0.00018937+0.00064345i
0.00031182-0.0018197i,0.00047961-0.0020299i,-0.00045946-0.0021502i,-0.00043786-0.00017756i,0.00079315+0.0013395i,0.0010202+0.00043241i,0.00071726-0.00043247i,-7.1221e-05-0.00070517i,-0.00096827-0.0010613i,-0.00085519-0.0011596i,-0.00060793-0.00082068i,-0.00059326-0.00038684i,-0.00048155-0.00017664i,0.00031347-0.00019136i,0.00014153-0.00025523i,-0.00035564-0.00064488i,-0.0002795-0.00054819i,-2.5356e-05-0.00014905i,-0.00019192-9.9489e-05i,-0.00036017+0.00016206i,-0.00034155+0.00061786i,-0.00055403+0.00073899i,8.8396e-05+0.00036093i
-0.00071489-0.00047907i,0.00044382+4.49e-05i,0.00070522+6.6035e-05i,0.00029591+0.00025906i,0.00013245+0.0018259i,-0.00020005+0.0020055i,-0.00069679+0.001219i,-0.00093974+0.0011088i,-0.0005791+0.00014525i,0.00038031+0.00010237i,0.00033986+0.00027815i,0.00020423-0.00032464i,5.8598e-05-0.0002167i,-0.00030451+0.0003658i,-3.7792e-05+0.0010222i,-2.0135e-05+0.0012714i,-7.5589e-05+0.00042795i,-0.00021144-0.00039234i,-0.00045993-0.00067893i,-1.2243e-05+7.7928e-05i,0.00013436+0.0010807i,-0.0002433+0.00055758i,-0.00038255-0.00045504i
-0.0018245-0.00025217i,-0.0019503+0.0011452i,-0.0018825+0.0028417i,-0.0010923+0.0032756i,0.00032472+0.0025499i,0.0010035+0.00070077i,0.00053798-0.00060023i,9.3828e-06-0.00068845i,-0.00048542+0.00031877i,-0.00025484+0.0011963i,0.00045908+0.0010546i,0.00050888+0.00066374i,0.0009+6.7394e-05i,0.0013866-0.00031536i,0.00074217+0.00014187i,-3.3046e-05+0.00039884i,-0.00030735+0.00049548i,-0.00019467+0.00019964i,0.00012546-0.00018037i,0.00012212+0.0006581i,-3.3013e-05+0.00060535i,0.00084026-0.00012374i,0.0011234-0.00012185i
-0.00027451-0.002038i,-0.00052143-0.0020963i,-0.00054341-0.0032685i,-0.0014675-0.0024725i,-0.0016875+0.00025749i,-0.00076755+0.0018775i,2.6822e-05+0.0016176i,-0.00015392+0.00028474i,-0.00024895-0.0010012i,0.00027937-0.00062309i,0.00061492+0.0002896i,0.00057078-9.7814e-05i,0.00065914-0.00039143i,0.00044553-0.00055993i,0.00010617-0.00069468i,3.0846e-05-0.0003019i,0.00010358-9.6323e-05i,0.00013529+0.00019197i,7.2297e-06-3.8023e-05i,-5.8786e-05-0.00032546i,-0.00033847-0.00036163i,-0.00015638-0.00025813i,-9.2455e-05-0.00018031i
-0.0014888-0.0015599i,-0.0012847-0.00067106i,-0.0018177-1.86e-06i,-0.0019079+0.00094851i,-0.0014618+0.00059846i,-0.00073948+0.00028849i,-0.00053461-0.00013117i,3.8914e-05-0.00035828i,-0.00011532+9.7641e-05i,-0.00038995+0.0011908i,5.0021e-07+0.0013405i,0.0005797+7.2324e-06i,0.00098228-0.00097585i,0.00090466-0.00083365i,0.00054801-0.0001262i,0.00079706+0.00031628i,0.00072531+0.00012193i,0.0003436-0.00019052i,0.00042212+0.00013263i,-0.00037132+0.00047566i,-0.0010952+0.00020502i,-0.0011699+0.00014637i,-0.00024956-4.2926e-05i
0.00295+0.0010024i,0.002416+4.4208e-05i,0.001897-0.0011572i,0.00091496-0.00076625i,0.0003284+0.000595i,0.00040999+0.0016574i,0.00095306+0.001297i,0.0012301-0.00018284i,0.0012123-0.00084968i,0.00068085-0.00039837i,-0.00046603-0.00025439i,-0.0010255-0.00034261i,-6.0679e-05-0.00027873i,0.00074096+0.00015219i,0.00070136+0.00093929i,3.4348e-05+0.0010291i,-0.0002701+0.00096882i,-0.00032042+0.0002318i,-0.00059631-0.00093612i,-0.00070145-0.00046206i,-0.00022642+0.0010787i,0.00053879+0.00071828i,0.00098366+0.00010638i
-0.0028333-0.0012563i,-0.0021943-0.00043763i,-0.0024022+0.0015629i,-0.0018291+0.0029032i,-0.00047044+0.0022926i,0.00054097+0.0012563i,0.00021674+0.000961i,-0.00017241+4.2543e-06i,1.0506e-05-0.0010812i,8.0029e-05-0.0011323i,0.00036318-0.001075i,0.00049956-0.00044871i,0.00046205-0.00056975i,0.00069377-0.00073268i,0.00090991+7.827e-05i,0.001021+0.00013255i,0.00035421-2.6734e-05i,-2.1175e-05+0.00013882i,-3.0971e-05+0.00025768i,-0.00025922+0.00041388i,-1.5253e-05+0.0007428i,0.00015057+0.00018054i,-0.00017249-0.00012075i
0.0018006+0.0012703i,0.0018252+0.0011057i,0.0011115-3.7721e-05i,0.00058812+0.00011245i,-0.00035203+0.0011676i,-0.001604+0.0013272i,-0.0018251+0.00023327i,-0.00069938-0.00033747i,8.713e-05+0.00023654i,-0.00035219-0.00011572i,-0.00047-0.00067814i,-0.00036869-0.00078596i,-0.00012781-0.00010324i,-0.00011387+0.00021954i,-0.00029139-0.00010687i,-0.00040403-0.0004727i,-0.00066286-0.00025541i,-0.00053685+0.00024441i,-0.00021344-0.0002513i,0.00019006-0.00032774i,0.00033913+0.0002235i,9.642e-05+0.0006049i,-0.00044119+0.00020167i
-0.002581-0.0002811i,-0.0022059-0.00011078i,-0.0012519-0.00038705i,-0.00059371+0.0010431i,3.8979e-05+0.0016038i,0.00086351+0.0012416i,0.0010605+0.00032017i,0.0007656-0.00089527i,0.00019602-0.00066241i,-8.543e-05-0.0002011i,0.00035742+4.9401e-05i,0.00013526+0.00037384i,-0.00011964+7.3522e-05i,0.00061406+6.1087e-06i,0.0005125+0.00022553i,0.00014503-0.00012676i,0.00010185-0.00024816i,-0.00078059-0.00016166i,-0.00097151-5.7912e-05i,-0.00050466+0.00014335i,-0.00046863+0.00072554i,0.00038745+0.0011521i,0.0009173+0.00060467i
-0.00079292-0.00054229i,8.1605e-07-0.0010648i,0.00082892-0.0015978i,0.00073176-0.00082249i,0.00048095+0.00042707i,-0.00051132+0.00077978i,-0.00033835+0.00042612i,-0.00032785+2.1126e-05i,3.1767e-05+7.0762e-05i,0.00065157+0.00032727i,-0.00022647+0.00037079i,-0.00019952+0.00047317i,-4.1257e-05+0.00023234i,-0.00036407-0.00035035i,-0.00012029-0.00039857i,0.00028527+0.0001669i,-0.00048189-0.00015188i,-0.00085371-0.00089486i,-0.00021861-0.00063739i,9.5382e-06-0.00020099i,-0.00053527+0.00058534i,-0.00091084+0.00085527i,-0.00016505-6.5873e-05i
-5.3896e-05-0.0018949i,0.00042473-0.00029556i,-0.00022251+0.0011568i,-0.00062456+0.0019647i,-0.0011749+0.0022374i,-0.00017412+0.0025518i,0.00060568+0.0013938i,0.00043214-0.00040533i,-9.4177e-05-0.0015277i,-0.00081866-0.0012252i,-0.0005313+3.3569e-05i,0.00011997+0.00026426i,0.00063578+8.5417e-05i,0.00047071-0.00063432i,0.00021583-0.0012944i,0.00081688-0.00065646i,0.00061328+1.5401e-05i,4.0363e-06+0.00032801i,0.00012136+0.00060989i,0.00073162+0.00038884i,0.00030584-0.00026796i,-0.00031822-1.3142e-05i,-0.00076691+2.5168e-05i
0.00050733+6.7332e-05i,0.00052305+0.00014363i,0.001273-0.00057455i,0.0004766-0.0011079i,-0.0014052-0.00040636i,-0.0016545+2.2339e-05i,-0.00057031+1.7516e-05i,-0.00023555+0.00062756i,0.00011838+0.00051848i,0.00065858+0.00016764i,0.00028538+0.00041044i,-0.00046737+0.00026684i,-0.00067264+0.00031601i,4.8611e-05+0.00035337i,0.00061687+1.4233e-05i,-0.00018397+0.00037381i,-0.00026789+0.00044458i,0.00037584-7.5939e-05i,-0.00019337-0.00026404i,-0.00075431-0.00060549i,-0.00046726-0.00057083i,-7.4559e-05-8.4738e-05i,0.00031378-0.0002379i
-0.00057702+7.5627e-05i,-0.00034638+7.4718e-05i,-0.00049635+0.0019564i,0.0003713+0.0031768i,0.0010481+0.0030343i,0.00077884+0.0021094i,0.0002616+0.0010806i,-0.00011346+0.00025084i,-0.00010529-0.00015693i,9.7255e-05+0.00045351i,0.00027985-0.00012202i,0.00074576-0.00037372i,0.00056644+0.00014705i,0.00066213+0.00026116i,0.0013403+0.00010176i,0.0011465+0.00028508i,0.00058412+0.00037896i,0.00016741-0.00042058i,-0.00044734-0.00087291i,-0.00079652-0.00057324i,-0.00026699-0.00044931i,0.00033214-5.2399e-05i,5.2273e-05+0.00010031i
-0.0001405+0.0010965i,-0.00030832+0.0013461i,0.00012986+0.0024732i,0.00081671+0.0014785i,0.0004446+0.00083347i,-0.00060285+0.00087108i,-0.00056068+0.00066003i,0.00036565-8.2007e-05i,0.00014744-6.1611e-05i,-0.00025771+0.00062336i,0.00031186+0.0001863i,0.00044448+7.5297e-05i,0.00070851+0.00016253i,0.00075031-0.00010876i,9.0378e-05-0.00018332i,-0.00045305-0.00047245i,-0.00029868-0.0004156i,-0.00013549+0.000127i,-0.00053201+0.00015114i,-0.00017224-0.00039471i,0.00027212-0.00040914i,0.00024725+8.5487e-06i,0.00062448-0.00032236i
-0.00058961-0.00099213i,-0.00025173-0.0013527i,3.1257e-05-0.001424i,-9.0352e-05+6.3491e-05i,0.00031529+0.00074064i,0.0011495+0.00099591i,0.0014343+0.00030903i,0.00083914-0.00044551i,0.00014879-0.00039273i,-0.00022743-0.00034509i,0.00011118-0.00037457i,0.00011695-0.00087374i,-0.00022894-0.00071673i,0.00046081-3.3405e-05i,0.0017349+0.00049589i,0.001466+0.0010618i,7.4006e-05+0.00096213i,-0.00036694+0.00053092i,6.6924e-06-6.7839e-05i,8.1989e-06-0.00023812i,-0.00017271-6.763e-05i,-0.00099414+2.9186e-05i,-0.0014884+0.00037083i
0.00013312+0.0011692i,0.00037834+0.0018372i,0.0015193+0.00088155i,0.0012958-0.00011068i,0.00033382-0.00034866i,8.973e-05-0.00030668i,0.00019277-0.00045466i,0.00048793-0.0005748i,-0.00019568-0.00021069i,-0.00043515-0.00046705i,8.6127e-05-0.0010202i,0.00070245+7.6812e-05i,0.00099609+0.0012685i,0.00033783+0.00093508i,-6.9735e-06-0.00018582i,0.00039478-0.00036728i,-1.7186e-05+3.5025e-05i,-0.00048741+0.00053069i,-0.00015956+0.00083628i,0.00018603+0.0008113i,0.00015826+0.00020038i,0.00043144-0.00019414i,0.00047069-7.7827e-05i
-0.00054675-0.00065638i,-0.0010427+7.2926e-05i,-0.0012074+0.0011354i,-0.00070104+0.0018581i,0.00053018+0.0020039i,0.00079868+0.0018295i,3.3716e-05+0.00080734i,0.00032193+1.7584e-05i,0.00097763-0.0002345i,0.00084042-0.00016304i,0.00087643+0.00032134i,0.001195+0.0008189i,0.00090733+0.00031251i,0.0013105-0.00046284i,0.0009191-0.00026867i,0.00028391-0.00019505i,0.00013458+1.5983e-05i,-0.00011949-0.00033345i,-7.6408e-05-0.00050853i,-0.00026579+0.00011521i,-0.00063711-0.00021674i,0.00013233-0.0012015i,0.00021099-0.00086026i
-0.00012231+0.0012657i,0.00019389+0.001371i,0.0010146+0.0013829i,0.00065427+0.00057707i,0.00071095+0.00044375i,0.00096473+0.00072819i,0.0007857+0.00016156i,0.00060821+4.2281e-05i,0.0002832-1.0239e-06i,0.0007416-0.00021517i,0.00087081+0.00011251i,3.0558e-05-0.00025936i,-1.2194e-05-0.00063477i,0.00032752-3.2379e-05i,0.00034181-0.00039297i,0.00019201-0.00098273i,-0.0004483-0.00057394i,-0.0015328-9.015e-05i,-0.0016533-0.00032711i,-0.00076157+0.00021994i,0.0004471+0.00044245i,0.00091234+0.00026033i,0.00080645-0.00040489i
-0.0015628-0.0009697i,-0.0013817-0.00020014i,-0.002148+0.0010692i,-0.0020325+0.0019243i,-0.00064493+0.0028308i,0.00076614+0.0023336i,0.00048875+0.0010113i,-0.0001879+0.00060885i,-0.00051412+0.00043198i,-0.00032863+0.0003857i,0.00046941+0.00016448i,0.00056454-0.00028381i,0.00017543-0.00035127i,0.001171-0.00012362i,0.0019979-8.7224e-05i,0.0015738-0.00043023i,0.0007477-0.00054712i,-0.00011927-9.9029e-05i,-0.00087564-0.00011565i,-0.0012619-2.7641e-05i,-0.0006486+0.00024515i,-0.00018505+0.00080375i,0.00054649+0.00032187i
-0.001988-0.0017473i,-0.0010638-0.0019248i,-0.00053129-0.0012554i,-0.0013572-7.676e-06i,-0.0013062+0.00092933i,-8.4831e-05+0.0011213i,-0.00027132+0.00071396i,-0.00057978-7.0339e-05i,0.0003912-0.00049319i,0.00032412+0.00016301i,-0.00059714+0.00095856i,-0.0005257+0.00045594i,0.00084463-0.00045543i,0.0012575-0.00061025i,0.0004589-0.00098327i,-4.6067e-05-0.0010219i,-0.00040634-0.00027493i,-2.5607e-05-0.00037117i,0.00022954-0.00026435i,-8.1598e-05+0.00012982i,-0.00042933+0.00033824i,-0.00012302+0.00044708i,0.00061089+0.00040731i
-0.0011435+0.00063466i,-0.0011147+0.00026724i,4.9204e-06+0.00017977i,-1.9671e-06+0.00072702i,0.00013936+0.00035384i,0.00010434+0.00013379i,-4.6627e-05+0.00058133i,0.0002764+3.5e-05i,0.00036239-0.00031234i,0.00037375-0.00026351i,-8.6969e-05-0.00053999i,-0.00014558-0.00015098i,-0.00047106+0.00023645i,-0.00066104-6.8193e-05i,-0.00057879-0.00045838i,-0.00070017-0.00057542i,0.00029425+3.9639e-05i,0.00031335+0.00040835i,-8.9179e-05+6.1139e-05i,-0.0001232-0.00047665i,-0.00054961-0.00011134i,-0.00086652-4.2653e-05i,-7.5231e-05-0.00040114i
-0.00014998+0.0018202i,0.00016396+0.0014583i,0.0016773+0.0011742i,0.0019022+0.0012505i,0.0011151+0.00067039i,0.00053797-0.00016858i,0.00030142-0.0012596i,0.00090816-0.001188i,0.0012852-0.00013261i,0.00074852+0.0001323i,-0.00045918-0.00074399i,-0.00084821-0.0014512i,0.00020347-0.0013064i,0.00032619-0.00089048i,-0.0010441-0.00072008i,-0.0014255-0.00089062i,-0.00065087-0.00086213i,-0.00053588-0.00061652i,-0.00095808-0.0005618i,-0.00079578-0.00081542i,-0.00065287-0.00078636i,-0.00062506-0.00014996i,-0.00050605+0.00015858i
-0.00014476-0.00029484i,-0.0009456+0.00061592i,-0.00051099+0.0007181i,-0.00020117+0.0006126i,-0.00053388+0.0012471i,-0.0012152+0.0019803i,-0.0005736+0.0013517i,-5.01e-05-3.5149e-05i,-0.00010976-0.00011322i,-9.7322e-05+0.00033695i,-0.00011445-0.00013763i,-0.00014282-0.0006467i,-3.4921e-05-0.00028277i,0.00010267+0.00038197i,0.00036799-0.00033431i,0.00056384-0.0015724i,0.000377-0.0011536i,-0.00017908+0.00070529i,0.00014277+0.0011147i,0.00026953+0.00066209i,0.00029901+0.00053741i,0.00029328+0.00052097i,0.0003932+0.00021181i
-2.8849e-05+0.001821i,0.00012462+0.0015374i,0.00094297+0.0013376i,0.0008214+0.0015491i,0.00036475+0.0013507i,0.00095959+0.0010867i,0.00049589+0.00089297i,-0.00039057+5.3795e-05i,0.00018375-0.00019183i,0.00051481-0.00046522i,0.00021366-0.0013907i,-7.6029e-05-0.0016537i,-0.00081814-0.0016963i,-0.00092673-0.001072i,-0.0003775-0.00011695i,0.00031102-0.0001457i,-0.00037762-0.00092648i,-0.0007145-0.00090963i,-4.5218e-05+4.7519e-05i,0.00047095+0.000327i,-0.00015553-0.00071568i,-0.00070758-0.0012106i,-0.00022734-0.00048999i
0.00028858-0.0010353i,0.0010615-0.00091982i,0.00032366-0.0007433i,-0.0015912+0.00016778i,-0.0017288+0.00083169i,-0.00050935+0.00098752i,-0.00040875+0.00063691i,-0.0010325-0.00013271i,-0.00052192-0.0013082i,0.00063588-0.0011771i,0.00022013-0.00066618i,-5.5578e-05-0.00053427i,0.00041982-0.00049268i,0.00047576-0.00046694i,0.00051053+0.00029783i,0.00081083+4.2038e-05i,0.0010603+5.6248e-05i,0.00071178+0.00092825i,0.00039796+0.0010102i,0.00043399+0.00029455i,0.00046597-4.8029e-07i,-1.0006e-05-0.00027829i,-5.1754e-05-0.00025326i
-0.0015783+5.9588e-05i,-0.0015703+0.00039508i,-0.0013029+0.00047563i,0.00011923+0.00054164i,0.001854+0.00083905i,0.0024583+0.00075593i,0.0022988+0.00059758i,0.0017875-0.00025294i,0.0010689-0.00087115i,0.00045827-0.00078275i,-0.00048717-0.00034619i,-0.00026608-0.00034331i,0.00056129+1.8846e-05i,0.00049816+0.00028775i,0.00065738+0.00053897i,0.00092212+0.00028002i,0.00020741-0.00038498i,-6.9506e-05-0.00029455i,7.132e-05-0.00018595i,0.0004903+0.00017532i,0.00044351+0.00028676i,-0.00016519+0.00026564i,-0.0004379+0.00011129i
-4.7422e-05+0.00029859i,0.00051824+0.00053203i,0.00093351+0.00033966i,0.00034358+0.00075165i,0.0001051+0.0015666i,0.00051828+0.001459i,0.00061273+0.00061272i,-0.00023489-0.00013178i,-0.0012715-0.00064999i,-0.00048195-0.00047309i,0.001165-1.7869e-05i,0.0012259-0.00016881i,0.00058427-0.00080045i,0.00063093-0.00099096i,0.00088577-0.00049909i,0.0013084-0.00073658i,0.0010124-0.00078359i,-0.00015507-0.00042376i,-0.00021363-0.00059126i,0.00031893-0.00068871i,0.00013373-0.00035637i,-4.8617e-05-1.5524e-05i,-0.00059613+8.0596e-05i
0.0019471+0.001416i,0.0015629+0.00086862i,0.001825-0.00066703i,0.0015763-1.6452e-05i,0.0012744+0.0012344i,0.00090452+0.0018493i,0.00036836+0.0012919i,0.00054401+3.107e-05i,0.00088355-0.00070542i,0.00091538-0.0012401i,0.00043761-0.001475i,0.00017592-0.0013326i,0.00041781-0.00042787i,0.00050615+0.00024751i,0.00045106-0.00045882i,0.00057547-0.00076834i,0.00015507-0.00027177i,0.00025384+2.388e-05i,0.00040519-5.4428e-05i,1.4648e-05+0.00012489i,-0.00033808-0.00021925i,-0.00065568-0.00046671i,-0.0010105-0.00042069i
0.00046603-0.00042051i,0.0013823-0.00084567i,0.0017473-0.0013793i,0.00068312-0.00075442i,-0.0006614+0.00030621i,-5.9173e-05+0.0009062i,0.00041886+0.0010449i,-0.00051115+0.00022332i,-0.0011505-0.0006372i,-0.001212-0.00050892i,-0.0010493+0.00023992i,-0.00043568+8.4365e-05i,-0.00044372-0.00058555i,-0.0006963-0.00062832i,-0.00016489-0.00052963i,0.00032173-0.00021571i,0.00015512-0.00047381i,-0.00012524-0.0011973i,-0.00038226-0.00076605i,-0.00062827-0.00013193i,-0.00066667+8.68e-05i,-3.3222e-05+8.3097e-05i,0.00055717-3.0166e-05i
0.0010704+0.00082949i,0.00065187+0.00065163i,0.00048739+0.0018183i,0.001112+0.0019184i,0.00088234+0.0015423i,9.7039e-05+0.00098254i,0.00021313+0.0003528i,0.00092394+0.00071125i,0.00033876+0.00048332i,-0.00086312-0.00041603i,-1.3293e-05-8.23e-05i,0.0004803+0.00029982i,-0.00060624-0.00040882i,1.7782e-05-0.00090141i,0.00075332-0.00091242i,0.00040002-0.00093222i,3.4985e-05-0.00063408i,0.00019698-0.00011905i,0.00076444+4.9566e-05i,0.0003885-0.00028785i,0.00041092-2.7586e-05i,0.00019414+0.0003331i,-0.00017174-8.2311e-05i
0.0024262-0.0015934i,0.0029222-0.001573i,0.0027774-0.0014171i,0.0012899-0.0013404i,0.00020772-0.00082301i,0.00024558-4.5088e-05i,-9.4518e-05+0.00075061i,0.0002618+0.00046528i,0.0006847-0.00057784i,0.00035757-0.00097597i,0.00025964-0.00084862i,0.0003603-0.00032233i,0.00013387-0.00038297i,0.00020773-0.00033311i,-0.0002134+0.00059185i,-0.00012341+0.00022034i,0.00044009-0.001255i,-1.931e-05-0.0017117i,-0.0010206-0.00053265i,-0.00077351+0.00030264i,2.5128e-05+0.00028649i,-0.00034827+9.6011e-05i,-0.00014753-0.00053259i
0.0018738+1.806e-05i,0.0014664-0.00054244i,0.00042575-0.00083405i,-0.00016385-0.00029388i,-0.00015836+0.00054035i,-0.000296+0.0009677i,-2.7749e-05+0.00089946i,0.00071149+0.00041211i,0.000887-0.00044801i,0.0008469-0.0010661i,0.00057845-0.0011175i,3.8992e-05-0.00036006i,6.8647e-05+0.0006154i,0.0010201+0.00051589i,0.0012366-0.00026815i,0.0011208-0.00057665i,0.0011298-0.00044128i,0.00071156-8.3884e-05i,-1.8089e-06-0.0001181i,3.2638e-05+0.00026618i,4.2384e-05+0.00049377i,-0.0005153-0.00033323i,-0.00049072-0.00099114i
0.0004478+5.8363e-05i,0.00015333+0.00016807i,0.0010389-0.00031296i,0.00081692-0.00081442i,-0.00048174-0.00067982i,-0.0015109-0.00021812i,-0.0017391-0.00018562i,-0.00080479-0.0003796i,6.0638e-06-0.00033378i,0.00055308-0.00060051i,0.0013503-0.00037537i,0.0013343+5.4155e-05i,0.00096538-0.00087844i,0.00046391-0.0015491i,-0.00031279-0.0010315i,-0.00064924-0.00050975i,-0.00027416-2.0925e-05i,-0.00016403+0.00024596i,-0.0001114-0.00021762i,-4.3579e-05-0.00039755i,0.00032347-0.00032992i,0.00039728+2.9075e-05i,2.2982e-05+0.00051356i
0.0011426+0.0014315i,0.00036816+0.0026838i,0.00053847+0.0018604i,0.0013734+0.00098326i,0.00095746+0.00080473i,-0.00024402+0.00073273i,9.1428e-05+0.0010188i,0.0007342+0.00014417i,0.00015557-0.0006604i,-0.00025859-0.00039818i,-0.00014841-0.00037268i,0.00051408-0.00024696i,0.00040187-0.00017472i,0.00042754+0.00010639i,0.00056811+0.00024104i,0.0002549+0.00013457i,-0.00011749+0.00017415i,-0.00045776-0.00018703i,-0.0004808-0.00039142i,-0.00027919-0.00034866i,0.00053408-1.6993e-05i,0.00081063+0.00056514i,0.00025635+0.0010099i
-0.00186+0.00079736i,-0.002239+0.0015123i,-0.0024448+0.001988i,-0.0014273+0.0014842i,-0.00070998+0.00066348i,4.29e-05+0.00093448i,0.00046986+0.00031534i,7.3848e-05-0.0004543i,-0.00081154-0.0011273i,-0.00021659-0.00069368i,0.00090908+0.00017193i,0.00098383+9.2817e-05i,0.00079117-0.00066358i,7.4527e-05-0.00088281i,-0.00051057-0.00066332i,-0.00065849-0.0010728i,-0.00095967-0.00090707i,-0.00054806-0.0010108i,-3.9869e-05-0.00050046i,-0.00042078+0.00053175i,0.00013587+4.0601e-05i,0.0010948-8.6571e-05i,0.00059808-2.1754e-05i
0.00020133-0.00043929i,0.0005113-0.00058443i,0.00025316-0.00081376i,-0.00055977-0.0001311i,-0.0012291+0.0009548i,-0.00069925+0.0019206i,-0.00026261+0.0017044i,-0.00053126+0.00095275i,-0.0004831+0.00043004i,-0.00030709+0.00022845i,0.00011793-0.00024979i,0.00028114+0.00028396i,-0.00064971+0.00036359i,-0.00080151-0.00028415i,-0.00016855-0.0006995i,0.00029179-0.0001708i,0.00027726+0.00073208i,-0.00038833+0.0006843i,-0.00036903+0.00040631i,-9.204e-05-0.00012385i,-8.5451e-05-0.00031006i,-0.00018198+0.00027362i,0.00018916+0.00075034i
