-0.0013519-0.0012655i,-0.001408-0.0012149i,-0.0010239-0.001675i,-0.0018728-0.00083198i,-0.0030034+0.0007974i,-0.0027104+0.0021389i,-0.0017735+0.002184i,-0.00053046+0.001791i,0.00073451+0.0018406i,0.0011235+0.0018395i,0.0013581+0.00096108i,0.00090037-6.0184e-05i,0.00013953-0.00079315i,0.00072021-0.0012444i,0.0010891-0.000622i,0.00085764+0.00077072i,0.00067687+0.0012008i,0.0003285+0.00069309i,-0.00022136-0.00012259i,-0.0012295-0.00017535i,-0.001319+0.0001509i,-0.00064005+0.00045449i,-3.3789e-05+0.0002014i
0.00086428-0.00033391i,0.00055927-0.00077091i,0.00071403-0.00064898i,-0.00051345-0.00022831i,-0.0022986+0.00047639i,-0.0030783+0.00031817i,-0.0027772+0.00011935i,-0.00098897+0.00036887i,-0.00046365+0.00063317i,-0.00090435+0.00057066i,-0.00096295-2.8015e-05i,-0.00065384-0.00076523i,0.00044483-0.00074927i,0.00091539-0.00019375i,-0.00011038-3.6137e-05i,-8.668e-05-0.00069907i,0.00066129-0.00075922i,-0.00039454-0.00032683i,-0.0016016+0.00015449i,-0.00084665+0.00024772i,7.5371e-06-0.00042631i,0.0003824-0.0010305i,0.00063395-0.00090372i
0.00047938-0.0019787i,-0.00018322-0.0021065i,0.00061521-0.0019735i,0.000966-0.0016044i,-0.00029589-0.0004538i,-0.0011052-0.00022188i,-0.0013022-0.00046094i,-0.0011731+0.00051225i,-0.00046887+0.0021485i,-0.00023344+0.0015421i,-0.0011233+0.00061395i,-0.0015402+0.00033068i,-0.0010815-0.00017363i,-0.00083785-7.6574e-05i,-0.00064426+0.00030833i,-0.00018666+0.00029236i,0.0007834+0.00042499i,0.00097597-0.00014204i,0.00058076-0.00026479i,0.0008929-0.00063475i,0.0011571-0.0007313i,0.00097713+0.00016086i,0.00011478+0.00040389i
0.0041559-0.00014886i,0.0036925-0.00080572i,0.00413-0.0024688i,0.002628-0.0034293i,-0.00095839-0.0024419i,-0.0031137+0.00021492i,-0.0026849+0.0017919i,-0.0011988+0.0010574i,-0.00017211+0.0012082i,4.6291e-05+0.001499i,0.0001256+0.00077976i,-0.00049716+7.1105e-06i,-0.00078973-0.00060593i,-0.00013651+0.0001859i,-0.00022897+0.0011124i,-0.00010276+0.00075141i,0.00026969-6.0129e-05i,0.00020319+1.7976e-06i,0.00056939+0.00015062i,0.0010025-0.000351i,0.00043178-0.00038134i,0.00021289-0.00010093i,0.00043462+0.00012757i
0.0011705+0.0016747i,0.0014463+0.0013312i,0.0019566+0.0011211i,0.0012603+0.00026673i,-0.00013277-2.2954e-05i,-0.00026579-0.00032879i,7.2215e-05-0.00075744i,0.00030351-0.00021848i,0.0007448+0.00063529i,0.00080634+0.00075183i,0.0011516+0.00073616i,0.0013253+0.00083567i,0.00074952+0.00072227i,0.00045817-2.2344e-05i,0.00036744-0.0007113i,-0.00014406-0.00057881i,-5.7935e-05+0.00010084i,-0.00024557+0.0002564i,-0.00042289-0.00014231i,0.00051615+7.0839e-05i,0.0011235+0.00033581i,0.00085497+0.0005633i,0.00047147+0.0001082i
0.0031787+8.428e-05i,0.0027405-0.0015134i,0.0031715-0.0037552i,0.0024873-0.0045532i,7.2647e-05-0.0035257i,-0.0019334-0.0014037i,-0.002286-0.00027578i,-0.00027141-0.0004374i,0.0009694-0.00028548i,0.0010739-0.00045321i,0.0015831-0.00063727i,0.0019852-0.00038962i,0.0016034-0.00054982i,0.00089229-0.00064251i,0.00074946-0.00084694i,0.00028456-0.0012124i,0.00013331-0.00058033i,0.0006234+0.00054523i,0.00041131+0.00090278i,0.00030105+0.00015269i,0.0002957-5.6813e-05i,-0.00022325+0.00043482i,-0.00037531-0.00023872i
-0.00057052+0.0024762i,0.0018467+0.0018534i,0.002962+0.0018615i,0.001202+0.001275i,-0.0003217+0.0013057i,-0.0010449+0.0010194i,-0.00093486-0.00047944i,-1.4674e-05-0.00090848i,0.00017782-0.00073374i,6.19e-05-0.00069114i,0.00025998+0.00017123i,5.8811e-05+0.00036849i,0.00075198+2.6165e-05i,0.0016178+0.00027128i,0.00071767+0.00030503i,-0.00022181+0.00068652i,0.00062526+0.00030745i,0.0011396-0.00038069i,0.00067103-0.00038842i,0.0003606-2.4158e-05i,0.0005164+0.00052252i,0.00049965+0.00099741i,0.00068531+0.00065735i
-0.0010086-0.0005498i,9.8294e-05+3.722e-06i,-0.00024898+0.00086444i,-9.2689e-05+0.0010869i,0.00022144+0.0012287i,-0.00040672+0.0010307i,-0.00087177+0.0007642i,-0.00081019+0.0011011i,-2.8151e-05+0.00092557i,-0.00025033+0.00017414i,-0.0005355-0.00012266i,5.3154e-05+3.6928e-05i,0.00048798+0.00035376i,-0.00028823+0.00010795i,-0.00086283-0.00022491i,-0.00025449-2.1462e-05i,0.0010056+0.00017809i,0.0018082+0.00028379i,0.001119-9.1967e-05i,1.2233e-05-0.00010679i,-0.00019519-0.00030254i,3.2974e-05-0.00079474i,-0.00028035-0.00092916i
-0.0023384-0.00025213i,-0.001198+0.001071i,-0.00030898+0.001866i,-0.0018893+0.0018497i,-0.0034253+0.0021465i,-0.0024338+0.0021027i,-0.0011535+0.00091526i,-0.00042905-0.00015891i,-0.00044467-0.00047607i,-0.00057933+0.0004323i,-0.00019545+0.0020143i,-0.00047869+0.0020527i,-0.00056559+0.0011717i,-0.00030444+0.00094187i,-0.00019803+0.00042036i,0.00069954+0.00011493i,0.0011906-4.3175e-05i,0.000722-0.0004327i,0.00045497-0.00044627i,-1.2575e-05+0.00011535i,-7.2967e-05+0.00033421i,-6.1645e-05-0.00058879i,0.00012262-0.00025167i
0.00019794+0.0012629i,0.0023766+0.0010028i,0.0026762+0.00026622i,0.001656-0.00029275i,7.709e-05+0.00030314i,-0.00099498+0.0002781i,-0.00081841+0.00067328i,-0.00027907+0.0017057i,-0.00039325+0.0011091i,-0.00063002+0.0002948i,-0.00024166+0.00022971i,0.00041152-0.0002075i,0.00086213-0.00031899i,0.00090155+0.00031848i,0.00090891+0.00019497i,0.00035767-0.00044865i,-0.00065606-0.00048284i,-0.0002534-2.0533e-06i,0.0013098+0.00047547i,0.0018258+0.00052178i,0.00089218+0.00033294i,2.6362e-05-0.00035836i,0.00074884-0.00044614i
0.00018185+0.00060077i,0.0013505+5.387e-05i,0.0012561+3.0297e-05i,-0.00032267+0.00046726i,-0.0019326+0.0012297i,-0.0024174+0.0012179i,-0.0017061+0.00024888i,-0.00094945-0.00021482i,-0.00094129+0.00051124i,-0.00090993+0.00077583i,5.1479e-05+0.00063067i,0.0013867+0.00069463i,0.0023896+0.00069465i,0.0025368+0.00037369i,0.0019001+0.00034961i,0.00081572+0.00037754i,-0.00012237-5.8883e-05i,-0.00050139+0.00035658i,-0.00034306+0.00084883i,0.00032728+5.2366e-05i,0.00092596-0.0003666i,0.00043112+0.00029839i,-0.00051975+0.00068583i
0.0016588-0.00024503i,0.0014972-0.00090525i,7.9467e-05-0.00098202i,-0.0017529-0.00011014i,-0.0025534+0.00064988i,-0.002217+0.00084403i,-0.0013292+0.00015211i,-0.00034774+0.00023079i,0.00048698+0.0014184i,0.0010274+0.00183i,0.0010642+0.00047655i,0.0010284-0.00078471i,0.0010863-0.001369i,0.00074244-0.00098364i,0.00032397-6.028e-05i,-0.00011368+0.00035185i,-3.5178e-05+0.00059675i,0.00048615+0.00057943i,0.00071596+0.00028393i,0.0008823-0.00010465i,0.00064176-0.00013295i,0.00049416-0.00015457i,0.00029362-0.00073888i
0.0031091+0.0029329i,0.0047316+0.0013454i,0.005864+7.1657e-05i,0.0046486-0.00028186i,0.0018509-0.0002764i,-0.00013157+8.3269e-05i,-0.0001094-2.8016e-05i,0.00074374-0.00049991i,0.0013463-0.00052938i,0.0015028-0.00021278i,0.0015106-0.00020091i,0.00085123-0.0012531i,0.00083934-0.001879i,0.00098734-0.0011322i,0.00075474-0.00054427i,0.00051592+3.974e-06i,0.00092696+0.00043302i,0.0013876-2.2387e-05i,0.001546-0.00040299i,0.00082524-0.00037671i,-0.00038325-6.8789e-05i,-0.00051505-0.00066511i,-0.00062409-0.0013819i
-0.00031918+0.0013696i,0.0005821+0.00086965i,0.0014357+0.00017639i,0.0014623+0.00068579i,-4.9846e-05+0.0011656i,-0.0015066-0.00030966i,-0.0015448-0.0013119i,-0.00069195-0.00089789i,-0.00092587-0.00049391i,-0.0010194-0.00055167i,-4.3668e-05-0.0002896i,0.00054111+0.00012423i,-0.00037381+0.00011854i,-0.00081378-0.00051771i,0.0001-0.0010921i,0.0013509-0.0012173i,0.0015097-0.0017931i,0.0012197-0.0018384i,0.00063268-0.00082964i,-0.00057054-9.8383e-05i,-0.00037561+0.0003368i,0.00094754+0.00037672i,0.0010139+6.132e-07i
0.0020716+0.00034683i,0.0023719-2.9651e-05i,0.0033329-0.0017746i,0.0026288-0.0018919i,0.00051509-6.2561e-05i,-0.0011511+0.00044061i,-0.00037853-9.8159e-05i,0.00053091+0.00087866i,-6.5622e-05+0.0010885i,8.7918e-05+0.00048987i,0.00031691+0.00033642i,4.7772e-05-5.409e-05i,0.00015991+0.00023652i,0.0002197+0.00053914i,0.00034551+5.7187e-06i,-0.0003106-0.00077779i,-0.00078339-0.00080514i,-0.00017518-0.00065974i,-0.00026753-0.00060319i,-0.00029829-0.00023343i,0.00015795-0.00021536i,0.00040152+0.00018458i,0.0003554+0.0006236i
0.00035457-4.7145e-05i,0.00091485-0.00036066i,0.0022102-0.00061512i,0.0018665-0.0022628i,-0.00064942-0.0020316i,-0.0022913-0.00086678i,-0.0022377-0.00045029i,-0.0016142-0.00016788i,-0.00086704-3.7249e-05i,-0.00020002+0.0010051i,0.00037649+0.0014585i,0.00095771+0.0011092i,0.0014629+0.00038518i,0.00123+0.00029951i,0.00050791+0.00029585i,0.00017764-0.00082347i,9.6623e-05-0.0016772i,-8.852e-05-0.0009168i,-0.00056382-0.00020713i,-9.2812e-05-0.00036902i,0.00059426-6.6483e-05i,0.00037315-0.00014214i,0.00046679-0.00025726i
0.00020109+0.00034335i,-0.00031537+0.00018908i,-0.00017862+0.0020008i,-0.00044133+0.0031365i,-0.000275+0.0028254i,-0.00032237+0.0016129i,-0.001098+0.0012849i,-0.000626+0.002456i,0.00039248+0.0023704i,0.00078589+0.0010831i,0.00082512+0.00042834i,0.00065084-0.00010067i,0.0009052-0.00069951i,0.00073248-0.00033176i,0.00012037+0.00067737i,0.00035663+0.00096558i,0.00035257+0.00071938i,0.00024713+0.00030528i,0.0005172+0.00026844i,0.00086176-0.00011014i,3.1427e-05-0.00037744i,-0.00062691-5.9426e-05i,-0.00039745-9.2423e-05i
-0.00017275+0.0011325i,0.0017657+0.00066554i,0.0035914+0.0012534i,0.0038047+0.0012899i,0.0022068+0.00083696i,0.00032133+0.00079213i,0.00016675+0.00081431i,0.0016514+0.001146i,0.002099+0.0014823i,0.0023277+0.00094672i,0.0022422+0.00054147i,0.001255+0.00017012i,0.00073862-0.00058417i,0.0011466-0.00038895i,0.001071-0.00057165i,0.00045661-0.0005495i,0.00017232+0.00031376i,4.7508e-05+0.00022421i,9.6764e-05+0.00042064i,0.00025662+0.00069262i,0.00021778+7.3971e-05i,7.1089e-05+0.00059182i,0.00010604+0.00048936i
-0.00027184-0.0017012i,-0.0013279-0.0014718i,-0.0026074-0.0022182i,-0.0031915-0.0019781i,-0.0038053-0.0012178i,-0.0029741-0.00035866i,-0.0010338-0.00021463i,0.00044731-0.00025506i,0.0013897+0.00018712i,0.0013132-0.00036206i,0.00023651-0.0003071i,-0.00012291+0.00080216i,5.2848e-05+0.00057584i,-0.00033802-0.00094729i,-0.000582-0.0014832i,0.00013174-0.00082861i,0.0011549-9.2295e-05i,0.0012444-7.908e-05i,0.001261-0.00034699i,0.0011239-8.2896e-05i,0.00067242+8.2661e-05i,0.00039833-0.00011799i,0.00025707-0.00046473i
-0.00070853-0.00066948i,0.0009058-0.0011994i,0.0011962-0.00062036i,5.0488e-06+3.7107e-05i,-0.0011012+0.0004358i,-0.00074084+0.00047161i,-0.0009898-3.1672e-06i,-0.0010759-0.00024918i,-0.00027266+5.4841e-05i,-1.5465e-05+0.0011182i,-0.00014979+0.0013079i,0.0003617+0.00058993i,0.00075669+0.00054438i,0.00060739+0.00070434i,0.00042867+0.00041569i,0.00037767-0.00087356i,0.00077904-0.0018005i,0.00097241-0.00078773i,0.00090035+0.00017155i,0.00096175+0.00031329i,0.0011296-0.00016161i,0.00080868-0.00033265i,7.5971e-05-0.00028568i
-0.00043704-0.0017943i,-0.0017846-0.0014824i,-0.0025931-0.0015569i,-0.0030003-0.0006644i,-0.0037175+0.0011542i,-0.0034784+0.0017899i,-0.0021851+0.00076712i,-0.0018711-0.00015081i,-0.0017347+0.00052377i,-0.0013832+0.0013459i,-0.0013575+0.0013863i,-0.00021642+0.00063592i,0.0010686-0.00014387i,0.00073143+0.00062117i,0.00020663+0.0015106i,-0.00016382+0.0013672i,-0.00085005+0.00067898i,-0.001124+0.00033813i,-0.00053993-0.00025821i,-0.00054409-0.00034073i,-0.00050183+0.00036152i,0.00025201+0.00046272i,0.00049914+1.3516e-05i
0.0029755-0.0018638i,0.0024728-0.0028994i,0.0026702-0.0044515i,0.0013215-0.0042814i,-0.00076855-0.002346i,-0.0020105-0.0010007i,-0.0027273+0.00020026i,-0.0025604+0.00095737i,-0.0013045+0.00098834i,-9.3826e-05+0.00073129i,0.00049952+0.00053142i,-2.6329e-06+0.00057772i,-0.00083864+0.00023337i,-0.00053674-0.0002906i,-0.00011808-0.00042693i,-0.00017484-0.00048129i,0.00014845+0.00024134i,0.00043356+0.0018334i,0.00080737+0.0020207i,0.00051012+0.00066494i,-1.819e-05-0.00071887i,9.655e-05-0.00041518i,-0.00019699+0.0003252i
0.00056873+0.0021245i,0.0010464+0.0021631i,0.0016852+0.0026118i,0.0012839+0.001572i,0.00017338+8.2443e-05i,-0.00084709-0.00053648i,-0.00066228-4.6514e-05i,0.00010645+0.00082071i,0.00057742+0.001628i,0.0010469+0.0013994i,0.0016364+0.001234i,0.0018717+0.0010437i,0.0017025+0.00079922i,0.0016063+0.00057166i,0.0013324+0.00034005i,0.00094734+0.0001263i,0.0010247-2.2177e-05i,0.00066617+0.00014232i,-7.6588e-05+0.00051938i,0.00064973+0.00071028i,0.00078625+0.00032805i,-0.00036568-0.000287i,-0.00059049+0.00019427i
-0.00052916-0.00098334i,0.00039569-0.0014685i,0.00023407-0.002292i,-0.0010475-0.0018318i,-0.0023285-0.00015343i,-0.002885+0.0014757i,-0.0016353+0.0016148i,0.0011326+0.0015739i,0.0024652+0.0017143i,0.0015801+0.0015101i,0.00099179+0.001386i,0.00077829+0.0012117i,0.00056839+0.00077488i,0.0010038+0.00028174i,0.00022696+0.00049314i,-0.00020227+0.00096416i,0.0012709+0.00045795i,0.0022513+3.9937e-05i,0.0011969-0.00065507i,-7.0907e-05-0.00067636i,-0.00038509+4.0158e-05i,0.00013937+0.00016634i,0.00028194+0.00068879i
-0.0005493+0.00083111i,0.0006586+0.001029i,0.001264+0.0011737i,-0.00033785+0.0015237i,-0.0020479+0.0016892i,-0.00072872+0.0014083i,0.00075088+0.0013248i,0.00051854+0.0010066i,0.00096264+0.00031405i,0.0012586-5.4671e-05i,0.00090741+0.00042788i,0.0010661+0.00056108i,0.00065985-0.00061059i,-8.6247e-05-0.001182i,-0.00027212-0.0007453i,-0.000115-0.0009803i,-0.0005566-0.0015446i,-0.00066663-0.0014963i,0.00023766-0.0010705i,0.0011673-0.00048831i,0.00096672-0.00031694i,0.00040091+8.8018e-05i,0.00064299+0.00084222i
0.0015401-0.00045274i,0.0021438-0.00090348i,0.0032682-0.0016218i,0.0018988-0.0012566i,-0.0013636-0.00011174i,-0.0025198+2.2026e-05i,-0.0019494-0.00092648i,-0.0017832-0.00084028i,-0.000897-0.00073396i,0.00056477-0.0010097i,0.00056453-0.00047647i,0.00067386-0.00014699i,0.00072805-5.1401e-05i,0.00011634+0.00040086i,-0.00014484+0.0012798i,4.1298e-05+0.00089768i,-0.00054646-0.00067583i,-0.0011757-0.0010787i,8.702e-05-0.0011556i,0.0010193-0.00094172i,0.00090567-0.00035868i,0.00055571-0.00039246i,-0.00027708-0.00073069i
0.0030832-2.7782e-05i,0.003048-0.00086856i,0.0023963-0.0015465i,0.00089938-0.0016536i,-0.0011682-0.001192i,-0.0018087-0.00097539i,-0.0017053-0.00090091i,-0.0013378-0.00028677i,-0.00054166+0.00012499i,-8.1903e-05+0.00039235i,0.00019689+0.00063457i,0.0004568-0.00016781i,0.00042639-0.00060901i,0.0005892-0.00080632i,0.00042957-2.1765e-05i,0.00018091+0.00073215i,2.6339e-05+0.00079041i,-0.0002684+0.0005997i,-0.0011145+0.0007002i,-0.0017842+0.00032481i,-0.00082738-0.0010154i,0.00021178-0.0013677i,-0.00030728-0.00036301i
0.00059859-0.0016984i,6.7303e-05-0.0010549i,-0.00053144-0.0014046i,-0.0012478-0.00112i,-0.0025938+0.00039306i,-0.0026437+0.0012816i,-0.0020594+0.0008624i,-0.0014074+0.00075365i,-0.0012028+0.0017245i,-0.0014507+0.0026827i,-0.0010429+0.0023785i,-0.00073168+0.00057685i,-0.00073285-0.00092257i,0.000155-0.00097117i,0.00083697-0.00039227i,0.00093554-0.00058438i,0.0014587-0.0010813i,0.001573-0.00038341i,0.00082469+0.00050553i,0.0003885+0.0010673i,0.00016467+0.0012498i,-0.00026028+0.00068989i,-0.00041696+0.00021047i
0.0024487-0.0018371i,0.002347-0.002627i,0.00025718-0.0037745i,-0.0023201-0.00305i,-0.0039184-0.0016492i,-0.0044181-9.907e-05i,-0.0026338+0.00080928i,-0.00089411+0.0013909i,-0.00040203+0.0023683i,0.00026771+0.0025859i,0.00020908+0.0018388i,-0.00022523+0.0011413i,-0.00057403+0.0008875i,-0.00039757+0.00088722i,-0.00021249+2.8081e-06i,-0.00036019-0.0010577i,0.00037609-0.0011424i,0.0012153-0.00041294i,0.00091021-0.00048117i,0.00042673-0.00084047i,0.00061563-0.00037845i,0.00063295-0.00056295i,3.9699e-05-0.00080758i
0.0017184+0.0013106i,0.0021945+0.00084606i,0.0035844+0.00080786i,0.0015829+0.0016642i,-0.0011658+0.0018589i,-0.0015401+0.00076644i,-0.00010907+0.00055179i,0.00039076+0.0015131i,0.00074087+0.0013858i,0.0020406+0.0010727i,0.002043+0.00094221i,0.00067834+0.00085411i,-0.00039354+0.00061693i,-0.00029021+4.6801e-05i,-0.00034528-0.00016911i,-0.0010441-0.00065548i,-0.0010617-0.00090062i,-0.00043772-0.00055157i,0.00021993-0.00017437i,0.00038064-0.00063933i,0.00019625-0.00049747i,-1.7176e-05+0.00020581i,7.4899e-05+0.00010927i
0.0026203+0.00023574i,0.0029115+0.00056377i,0.003393+0.00011074i,0.0020851-0.00051474i,-0.00087539-0.0018534i,-0.0025069-0.0029809i,-0.0016535-0.002107i,0.00079578-0.00080172i,0.0026769-0.00021889i,0.0029103-7.7685e-05i,0.0023396+0.00014684i,0.0015668+0.00028407i,0.0015114-0.00023095i,0.0012548-0.00083245i,0.0002884-0.00058559i,-0.00070266-0.00015214i,-0.00059641-0.00022366i,0.00038863+2.3267e-05i,0.0005932+0.00082133i,0.00091007+0.00051954i,0.0011746+0.00017653i,0.00047637-6.185e-05i,-0.00026082-0.00037297i
-0.0015414+0.0031017i,0.00031207+0.0030501i,0.0027806+0.003495i,0.0030588+0.0035165i,0.0021417+0.0027361i,0.00095455+0.0010849i,0.00037538-0.00059416i,0.00077098-0.0011389i,0.000984-0.0016029i,0.0014436-0.0019079i,0.0019816-0.000843i,0.0023644+0.00051378i,0.001927+0.00039589i,0.00063776-0.00026428i,0.00012745+0.00066266i,0.00016127+0.0020783i,0.00052377+0.0020328i,0.00027463+0.0011676i,-0.0002069+0.00095459i,-0.000233+0.00042505i,0.00013606+0.00029764i,0.00067172+0.00023018i,0.00079296-3.141e-05i
0.0020199+0.00014775i,0.0033652-0.0013693i,0.0035473-0.0022512i,0.0020062-0.0031088i,-0.00080303-0.003126i,-0.0024889-0.0013186i,-0.0016506-0.00035427i,-0.0013703-3.7163e-05i,-0.0017338-0.0007802i,-0.0016534-0.0018794i,-0.0012168-0.0020394i,-0.00065081-0.0022554i,-0.00041151-0.0021561i,-0.00030762-0.0015601i,0.00017331-0.0006182i,0.00092196+0.00033033i,0.0012663+0.00049753i,0.001159+0.00022292i,0.0012046+0.00013209i,0.0011556+0.00068077i,0.00027831+0.0011008i,-0.00065472+0.00079585i,-0.0003182+0.00045551i
-0.00099584+0.0007866i,-0.00038923+0.00021365i,0.00054085+0.00031763i,-0.0007994+0.0011589i,-0.0028539+0.0016476i,-0.0032958+0.0014002i,-0.0025168+0.00084417i,-0.0029229+0.0004704i,-0.0035668+0.00097336i,-0.0027707+0.0018131i,-0.0022339+0.001313i,-0.001657+0.00032214i,-0.00027076-0.00054313i,0.00096224-0.0013562i,0.0011587-0.00094834i,0.00037635-0.0010223i,0.00012626-0.00096851i,-0.00018556-0.00033749i,-0.00024601-0.00072532i,0.00092144-0.0013807i,0.0011282-0.00090923i,0.00017881-0.0006703i,-0.00060982-0.00046416i
0.0017142+0.00094179i,0.0023482+0.0013562i,0.0027367+0.0010876i,0.002698+0.00084545i,0.0010913+0.00075297i,-0.0004803+0.00084409i,-0.00072773+0.001398i,-0.0011062+0.0017914i,-0.0015405+0.0032629i,-0.0011565+0.0041776i,-0.0006643+0.0034117i,-0.00053008+0.0022928i,-0.0003347+0.0011972i,0.00024454-0.00043987i,0.00019266-0.0019497i,-0.00042986-0.0021446i,-0.00062619-0.0015144i,-0.00059608-0.00090411i,-0.00013705-0.00061837i,0.0011267-0.00028037i,0.0017772-0.00043558i,0.0016185-0.00062042i,0.0014612-0.000693i
-0.00031583-0.0012845i,-0.00070137-3.1089e-05i,8.1042e-05+0.00044309i,-0.00014008+0.001197i,-0.0011063+0.0013427i,-0.0010629+0.0014415i,-0.00092435+0.001389i,1.9558e-05+0.0022356i,0.0012872+0.0031565i,0.0019592+0.0032885i,0.0016026+0.0025852i,0.0011848+0.0023237i,0.00048058+0.0016709i,-0.00015638+4.9674e-05i,-0.00010311-0.00078376i,7.5526e-05-0.00045378i,0.00025693-0.00046272i,0.00033745-0.00076524i,-0.00019754-0.00020282i,-0.00014488-0.00037289i,0.0004207-0.00051521i,0.0006886+9.1178e-06i,0.00092966+0.00047616i
-0.00032391+0.0022226i,-0.00021938+0.0014831i,0.00071562+0.0010627i,-0.00053119+0.0011813i,-0.0017787+0.00035809i,-0.0019773-0.00035814i,-0.00086499-0.00024161i,0.0011973+0.00032265i,0.0036138+0.00064576i,0.0049052+0.00015057i,0.0040623-0.00011354i,0.0026841+0.0010703i,0.0019004+0.00096475i,0.00077345+8.5441e-05i,-0.0001378+0.00025847i,-0.00022103+7.1989e-05i,0.0001755-0.00018465i,0.0010511-0.00016298i,0.00062702-0.00047128i,-0.00017644-9.7208e-05i,-4.2649e-05+0.00123i,0.00076178+0.0013714i,0.0016411-0.00010351i
0.0031856+0.00045754i,0.0037662-5.3442e-05i,0.0041955-0.0016794i,0.0030052-0.0019528i,0.00074696-0.0010217i,-0.0020244+0.0001853i,-0.0020187+5.5448e-05i,0.00066363-0.001137i,0.0022879-0.0030273i,0.0018857-0.0039038i,0.0018273-0.0027065i,0.001473-0.0015238i,0.00063755-0.0014756i,0.00012833-0.00087431i,0.00016968+0.00019394i,0.00080747+0.00047581i,0.0011733+0.0011298i,0.00061581+0.001297i,-1.8738e-05+0.00065072i,0.00011099+0.00024956i,0.00099064-9.1065e-05i,0.00088362+0.00043206i,0.00029487+0.0002803i
-0.00017887+7.7861e-05i,0.0010721-0.0009624i,0.0009819-0.0005256i,-0.00019132-0.0004733i,-0.0019621-0.00051009i,-0.0012972+0.00023194i,-0.00049089-0.00032176i,-0.0011307-0.0022519i,-0.0021821-0.0032525i,-0.0026895-0.0031333i,-0.0017679-0.0019267i,-0.00056218-0.00075548i,-0.00014462-0.001032i,0.00052316-0.0010073i,0.0011797-0.00058049i,0.0011325-0.00058334i,0.00058468-0.00043621i,0.00031034-0.00046725i,0.00057866-0.0004642i,0.00044872+0.00053376i,-0.00027113+0.00041627i,-0.00044592-0.00056196i,-0.00088134-0.00056537i
0.00026692-0.00016804i,0.00015113+0.0010421i,0.0010117+0.0026163i,0.0015455+0.0023756i,0.001555+0.0016524i,0.00086761-0.00012537i,-0.00033753-0.0010488i,-0.0019344-0.00035557i,-0.0034825+0.00039554i,-0.0037459+0.0014202i,-0.0025918+0.0013249i,-0.00081092-8.4509e-05i,0.0010868-0.00047402i,0.0016766+0.00014607i,0.00094456-0.00055458i,0.00085614-0.0015938i,0.00075555-0.0015157i,0.00036687-0.00089378i,0.00087371-0.00095459i,0.0011463-0.00097651i,0.00052657+5.6652e-06i,-0.00060946+0.00036257i,-0.00059136-0.00030741i
0.0015546-0.0020861i,0.0014494-0.0033316i,0.00076401-0.0037188i,-0.00072011-0.0025204i,-0.0027808-0.001388i,-0.0037826+6.0369e-06i,-0.0032712+0.00065265i,-0.0024478+0.0013009i,-0.0028975+0.0034653i,-0.002647+0.0043133i,-0.00060281+0.0036622i,0.00059698+0.0025622i,0.00048025+0.00088981i,-0.00028108-0.00048875i,-0.0013099-0.00083035i,-0.00085403-0.00075118i,0.00042014-0.00095706i,0.0009482-0.00018267i,0.00010046+0.00051441i,-0.00080457+0.00018587i,-0.00078653-0.00017838i,-0.0011197-6.6893e-05i,-0.00086678+0.00050644i
-0.00049337-0.0016533i,0.0002275-0.00031085i,-0.00023597+0.00079394i,-0.001562+0.00017554i,-0.0031403-6.6784e-05i,-0.0032057+0.00023123i,-0.0020083+0.0011692i,-0.00062389+0.0030454i,0.00093561+0.0045004i,0.0021656+0.0043895i,0.0022031+0.0033328i,0.0013307+0.0017009i,0.00016741-0.0001i,-0.00072096-0.00082319i,-0.001274-0.00055832i,-0.001158+0.00064545i,-0.00068985+0.0011989i,-0.00020713+0.00032673i,0.00027492-0.00022586i,0.00030159+0.00027945i,-0.00010241+0.00023701i,-0.00022445-0.00025943i,-0.00014775+0.0002579i
0.00064372-0.00080556i,0.00124-0.0016579i,0.00024249-0.0028823i,-1.9914e-05-0.0013882i,-0.00036993+0.0020448i,-0.00030029+0.0025276i,0.00092756+0.0008948i,0.002183+0.0011375i,0.0037631+0.0017975i,0.0046699+0.00098025i,0.0036193-4.1646e-05i,0.0018031+0.0003472i,0.00015177+0.00083032i,-0.0012666+0.00085748i,-0.0014769+0.0013283i,-0.0011975+0.0017206i,-0.00049464+0.0010159i,0.00061484+0.00018581i,0.00045167+0.00013766i,0.00065046+0.00024667i,0.00072779+0.00023099i,0.00037851+4.6987e-05i,0.00048459-1.864e-05i
0.0023797+0.00055522i,0.0038971+0.001558i,0.0044424+0.00088275i,0.0028301-0.0012871i,-0.00069671-0.0019288i,-0.0019081-0.00076562i,-0.00035678-0.00034447i,0.0022047-0.0010934i,0.004559-0.0020879i,0.0033908-0.0024974i,0.00078963-0.0012323i,0.00026476+0.00037144i,-0.00015441+0.00062175i,-0.00058249+0.00090998i,4.8461e-05+0.00059744i,0.00055122-2.4783e-05i,0.00046269+1.9029e-05i,0.00063918+3.0352e-05i,0.0006517+1.6356e-05i,0.0011212-1.2036e-05i,0.0015619-0.00037365i,0.00086131-0.0002735i,0.00021807+0.00012278i
