-0.0013519-0.0012655i,-0.001408-0.0012149i,-0.0010239-0.001675i,-0.0018728-0.00083198i,-0.0030034+0.0007974i,-0.0027104+0.0021389i,-0.0017735+0.002184i,-0.00053046+0.001791i,0.00073451+0.0018406i,0.0011235+0.0018395i,0.0013581+0.00096108i,0.00090037-6.0184e-05i,0.00013953-0.00079315i,0.00072021-0.0012444i,0.0010891-0.000622i,0.00085764+0.00077072i,0.00067687+0.0012008i,0.0003285+0.00069309i,-0.00022136-0.00012259i,-0.0012295-0.00017535i,-0.001319+0.0001509i,-0.00064005+0.00045449i,-3.3789e-05+0.0002014i
-0.00097304+3.8348e-05i,-0.00010945+0.00024706i,8.4883e-05+0.00093863i,-0.00042184+0.00092528i,-0.00065122+0.00047588i,-0.00031627-0.0011446i,4.1527e-05-0.0024497i,0.00011333-0.0035081i,-0.00052243-0.0043721i,-0.0018561-0.0036637i,-0.001247-0.0021628i,0.0011083-0.0010693i,0.0017551+9.1731e-06i,0.0013288+0.00014327i,0.0018641-0.0013171i,0.0020702-0.0014956i,0.0016271-0.00028134i,0.0010096-9.0411e-05i,0.00065956-0.00060644i,0.00053381-0.001194i,0.00024313-0.00058233i,-0.00010597+0.00025015i,-0.00071908+0.00036526i
0.0014593-0.00031192i,0.002745-0.0001005i,0.0039814-3.5088e-06i,0.0015766-0.00020148i,-0.0022657-0.0005344i,-0.0033032+0.00027988i,-0.0028486-0.00023169i,-0.0034109-0.0014187i,-0.0038782-0.0015768i,-0.0025057-0.00094886i,-0.00041588+4.1162e-05i,0.0014948+0.00059014i,0.0025567+0.00017908i,0.0023034-0.0011036i,0.0010985-0.0018975i,-0.00028126-0.0019964i,-0.0010122-0.0014013i,-0.00016069-0.00044156i,0.0011402-0.00026214i,0.0012206-2.8564e-05i,0.00095324+8.7182e-05i,0.00019881+0.0005928i,0.00011121+0.0015423i
-0.0010685-0.00093586i,-0.00094444-0.00034328i,-0.0019421+0.00025903i,-0.0021301+0.00077744i,-0.0023405+0.0014768i,-0.0033987+0.0016104i,-0.0038759+0.001703i,-0.0042365+0.0017349i,-0.0049782+0.0025796i,-0.003599+0.0033218i,-0.00064213+0.0026803i,0.00019315+0.0005383i,-0.00036854-0.0016225i,-0.00013862-0.0023912i,-0.000777-0.0017665i,-0.0015469-0.00096652i,-0.00062652-0.00030293i,-0.00012484+0.00021118i,-0.00039286-0.00031372i,3.2977e-05-0.00031181i,0.00043761+0.00040953i,4.3215e-05+0.00040772i,0.00010337+0.00019482i
0.00061308+0.00029455i,0.001386-0.00024291i,0.0017858+0.00032937i,0.0018673+0.00087619i,0.0017003+0.0013082i,0.0011277+0.0021666i,-7.094e-05+0.0029507i,-0.0015025+0.0046965i,-0.00085796+0.0065067i,0.0013745+0.0057636i,0.0017883+0.0027577i,0.00094994+0.00049019i,0.00072812-0.00037695i,-8.0603e-05-0.0008456i,-0.00075894-0.00027031i,-0.00056114+0.00074671i,-0.00025877+0.00087186i,-0.00030526+0.00012652i,-0.00034921-0.00062577i,-0.00031392+0.00016582i,-0.00041422+0.0010298i,0.00048548+0.00044894i,0.0012567+0.00017826i
0.0013187-0.00080093i,0.0016288-0.0002496i,0.0022627-1.5362e-05i,0.0011461-0.0001701i,-0.0012293+0.00072534i,-0.0018539+0.00083114i,0.00059276+0.0011363i,0.0033302+0.0023779i,0.0044667+0.0024631i,0.0040938+0.0012076i,0.0018666+0.00019481i,-0.00055245+0.00057844i,-0.0015619+0.00116i,-0.0016512+0.0011843i,-0.00042563+0.0013485i,0.00080273+0.0013215i,0.00078519+0.00042523i,6.0855e-05-0.0001433i,-0.00014242+0.00049364i,0.00030124+0.001375i,0.00049039+0.00066764i,0.0004223-0.00038406i,0.00030366-3.2777e-05i
0.00032764+0.0025413i,0.0013488+0.0023084i,0.0018626+0.0022636i,0.002452+0.0018161i,0.0029143+0.0008932i,0.0025712+8.7052e-05i,0.0027922-0.00032813i,0.0042402-8.8123e-05i,0.0044769-0.0003588i,0.0029163-0.00080671i,0.0019147-0.00022374i,0.00077113+0.00050602i,-7.5503e-05+0.0010577i,-0.00049746+0.00066878i,0.00017887-0.0001345i,0.0013573-0.00032441i,0.00067179-0.00035305i,-0.00058556-0.00037908i,-0.00092404-0.0003448i,-0.0006903-0.00034632i,0.00031458-0.00049065i,-8.1352e-05-0.00079315i,-0.00044801-0.0012809i
-0.0027951-0.0010391i,-0.0021594-0.00090383i,-0.0011723+0.0010077i,-0.001376+0.0028508i,-0.0024669+0.0017158i,-0.0019338-0.00074281i,-0.00075247-0.002646i,0.00059969-0.0039213i,0.0010543-0.0045612i,0.00056991-0.0026i,0.00089611+0.00080133i,0.002409+0.0026702i,0.0033803+0.0023723i,0.0030642+0.0014296i,0.0020255+0.00069842i,0.00043873-0.00064399i,0.00022093-0.0011331i,0.00044007-0.0010202i,-4.798e-05-0.00013217i,-0.00036882+6.2443e-05i,-0.00035907-0.00038183i,-0.00092051+0.00028851i,-0.00115+0.00089408i
-0.00039982-0.0016897i,0.00041892-0.00048621i,-0.0001975+0.00078254i,-0.0015715+0.0027553i,-0.0024825+0.0036293i,-0.0037563+0.0015946i,-0.0041948-0.0013012i,-0.0040021-0.0035778i,-0.0039691-0.003793i,-0.0028478-0.0017687i,-0.00072114+0.00017827i,0.0014467+0.00048676i,0.0022385+0.001005i,0.0012225+0.00095408i,-0.00036163+0.00057648i,-0.00076762+0.00091408i,-8.9382e-05+0.0011063i,0.00016357+0.00091136i,0.00051612+0.00030899i,0.00034569+0.00038792i,-0.00018052+0.00090352i,-0.00013805+0.00044374i,2.1327e-05-1.0097e-06i
-0.0009594+0.00037378i,0.00024909-0.0004034i,0.0018932+0.0003134i,0.0023681+0.0011314i,0.00058008+0.0018736i,-0.0024913+0.0025316i,-0.0047816+0.001536i,-0.0063157+0.00097381i,-0.0057302+0.0016385i,-0.0026267+0.0023582i,0.00040306+0.0013281i,0.0015569-0.0008721i,0.00097423-0.0025243i,0.00090995-0.0030252i,0.0016806-0.0025282i,0.0011364-0.00089982i,0.00045498+0.00056434i,0.00019481-5.6504e-05i,1.1793e-05-0.00076917i,0.00068978-0.00070293i,0.00099715-0.00011103i,0.001063+0.00048216i,0.00084043+0.00025217i
0.0020606-0.0026275i,0.0014609-0.002731i,-0.00075693-0.0044978i,-0.0038963-0.0041254i,-0.0053403-0.00049206i,-0.0039315+0.0025682i,-0.0025942+0.0039085i,-0.0025677+0.004654i,-0.0019384+0.0052418i,-0.00037564+0.0047405i,-0.00012671+0.0021857i,-0.00019488-0.00077118i,-0.00067663-0.0010897i,-0.00091993+0.00046406i,-2.1482e-06+0.00076221i,0.00045161-7.5437e-06i,0.00068774-0.00029052i,0.00092032+9.8921e-06i,0.00099083+0.00030338i,0.00087163-0.00030985i,0.00047434-0.0015578i,0.0010996-0.0017592i,0.0012453-0.0010297i
-0.0011498-0.0025017i,-0.00092086-0.0014998i,-0.0024753-0.0012195i,-0.0027653-0.00055959i,-0.0018105+0.0022406i,-5.3138e-05+0.0046258i,0.0015401+0.0050937i,0.0023622+0.005772i,0.0030562+0.0050881i,0.0019273+0.0023248i,-0.00019216+0.00045679i,-0.0013274+0.0011372i,-0.0012838+0.00213i,-0.001468+0.0014529i,-0.0014926-6.4875e-05i,-0.00058404-0.00082537i,1.223e-05-0.0006979i,-0.00023967-0.00023576i,-0.00031823-5.3898e-05i,-0.00061192-0.00019604i,-0.00064249-0.00015821i,-0.0002552-0.00047272i,0.00051848-8.5995e-05i
0.0049224-0.0017376i,0.0042314-0.0024419i,0.0033595-0.0046763i,0.00065022-0.006138i,-0.0026774-0.006203i,-0.002641-0.0044111i,0.0009033-0.0018109i,0.0044969-0.00075444i,0.0048985-0.0014628i,0.0026351-0.0020647i,-0.00012179-0.000889i,-0.0012401+9.489e-05i,-0.00064606+0.00067317i,-0.00015915+0.0011406i,-0.00046973+1.83e-05i,-0.0011905-0.00046875i,-0.0012647+0.00022104i,-0.00064507+0.00066467i,-0.00031295+0.00016811i,0.00036869-0.00078823i,0.00084583-0.00060303i,-0.00079251-3.8771e-05i,-0.0010656-0.00063134i
0.0030094-0.00044909i,0.0028501-0.0014373i,0.0027524-0.002313i,0.0017112-0.0019311i,-0.00046677-0.0010506i,-0.0015932-0.0025285i,-0.00047041-0.0046195i,0.00050482-0.0054158i,0.00049382-0.0048332i,2.1611e-05-0.0024568i,3.3815e-05-0.00031045i,0.00044227+0.0013833i,0.0009308+0.0017082i,0.0007587+0.00078268i,-0.0001069+0.0007499i,-0.00016585+0.0012861i,0.00080664+0.0010202i,0.0014204+0.00072881i,0.0014085+0.0010748i,0.001064+0.00056348i,0.00035593-0.00017783i,-0.00066205+0.00061316i,-0.0014349+0.0011004i
0.0022376+0.0013207i,0.0034756+0.00066685i,0.0039674+0.00082655i,0.0016144+0.0009327i,-0.0031067-0.00066428i,-0.0057373-0.00226i,-0.0045883-0.0030699i,-0.0033736-0.003212i,-0.0031802-0.0014234i,-0.0026427+0.00022428i,-0.00068443+0.00041788i,0.0011138-6.0187e-05i,0.0011872-0.00036595i,0.001255-0.00048323i,0.0011307-0.00023156i,0.00044838+0.0003376i,0.00041457+0.00094303i,0.00078922+0.00045627i,0.0010583+2.079e-05i,0.0008459+0.00041554i,0.00051798+0.00052973i,0.0002942+0.00047651i,9.911e-06+0.00060848i
0.0027332+0.00052569i,0.002199-0.00028794i,0.0017155-0.0017115i,-0.00021018-0.0018318i,-0.0019819-0.0003399i,-0.0029562+0.00069864i,-0.0049704+8.8008e-05i,-0.0055291-1.8544e-05i,-0.0038858+0.0012052i,-0.0012546+0.0020813i,0.00077844+0.0010691i,0.0017916-0.00019517i,0.0016576-0.00032245i,0.0014951-0.00018746i,0.0017445-0.00017032i,0.0015638-0.00075555i,0.00084366-0.0017419i,0.00036156-0.002003i,0.00011437-0.0011048i,0.00011201-0.00036608i,-5.6316e-06-0.00053441i,-0.00015498-0.00061541i,-0.00013826-0.00062609i
0.0013749+0.00087984i,0.0032077+0.00055243i,0.003762+0.00061561i,0.0016432+0.00061839i,-0.0013345+0.0009424i,-0.0032082+0.0029916i,-0.0028141+0.0046809i,-0.0016854+0.0050296i,-8.5475e-05+0.0047876i,0.0012079+0.0031204i,0.00057396+0.0011824i,0.00016796+0.00013169i,5.3095e-05+4.0587e-05i,-0.00039494-0.00043432i,-0.00014466-0.00066873i,0.00025426-0.00046246i,0.00011513-0.00033876i,0.00015631+0.00032415i,0.00029114+0.00054356i,0.0010553+0.0010615i,0.0012195+0.0015058i,0.00088476+0.00060706i,0.00077548-0.00082383i
0.0004849+0.0015143i,0.0009319+0.001853i,0.00081042+0.0033453i,0.00010096+0.0021392i,7.9462e-07+0.00019506i,0.00081743+0.00010187i,0.0025829+0.0017434i,0.0022155+0.0030195i,0.0013841+0.0021363i,0.0015853+0.00016698i,0.0016894-0.0011579i,0.0019453-0.0011556i,0.0013013-0.00051515i,0.00026569-0.00057509i,-0.00023902-0.0012678i,-0.00082365-0.0016564i,-0.0007783-0.0016896i,0.00047954-0.00085612i,0.0012223+0.00051355i,0.0002997+0.00081219i,-0.00014387-0.00031501i,0.00018493-0.00085081i,3.3375e-05-0.0012894i
0.00039581-0.0001928i,0.0023137-0.0017017i,0.0029265-0.0011503i,0.0013911+0.00068483i,-0.0012675+0.0024977i,-0.00064635+0.0027303i,0.0020333+0.0011675i,0.0025291+0.00066949i,0.00081507+0.00039733i,-0.0012016+0.00028067i,-0.0014827+0.0010234i,3.9881e-05+0.00028018i,0.0013159-0.00084638i,0.0013515-0.00013215i,0.00037324+0.00057055i,-4.3927e-05+0.00058786i,0.00043551-0.00032461i,0.0012514-0.0015823i,0.00082183-0.0008635i,0.00047643-8.3594e-05i,0.0011173-0.00026173i,0.00072214+0.00015981i,-4.6897e-05+0.00036348i
-0.0037246+0.0019718i,-0.001526+0.0029497i,-0.00063256+0.0060143i,0.00049797+0.0063604i,0.0012186+0.0039363i,0.0012781-0.0004466i,0.0017473-0.0033842i,0.0017607-0.0029816i,0.0005173-0.00012327i,-0.00068144+0.0030954i,-0.0013014+0.0034709i,-0.00044558+0.0024299i,0.00088591+0.001129i,0.00053138+0.00015273i,-0.0006548+0.00014486i,-0.0006063+0.000769i,0.00036195+0.00022389i,0.00099683-0.0008374i,0.00092791-0.00074882i,0.001093+0.00016242i,0.0013539+0.0012369i,0.0013737+0.0015192i,0.00099835+0.0010517i
0.016016-0.0012678i,0.017642-0.0061474i,0.022133-0.016348i,0.015323-0.021287i,0.0028915-0.019026i,-0.0077022-0.010758i,-0.0086231-0.0034482i,-0.0031331-0.00089313i,0.0017963+0.00066385i,0.0041635+0.0010268i,0.0030389+0.00011423i,0.00041485-0.0018475i,-0.0013204-0.0029487i,-0.0015903-0.0023632i,-0.00045702-0.0021313i,-9.8048e-05-0.0016043i,-0.0021294-0.0015979i,-0.0026805-0.001729i,-0.0012908-0.0020255i,-0.0012002-0.0019374i,-0.0015729-0.001535i,-0.00078983-0.0011091i,-0.00028314-0.00010171i
0.0030595+0.0032639i,0.0059121+0.0039863i,0.0073347+0.0034858i,0.0051161+0.00035262i,0.00089562-0.0024811i,-0.0036568-0.0022831i,-0.0062768-0.0012957i,-0.0047421-0.0013454i,-0.00033843-0.0013765i,0.0034362-0.0011621i,0.004255-0.00084066i,0.0029639-0.00010545i,0.0011739+0.000453i,0.0003656-3.4552e-05i,0.0008347-0.00032208i,0.00076406-0.00019329i,0.00104+0.00042501i,0.00065435+0.0013645i,-0.00061004+0.0013628i,-0.00025578+0.0011255i,0.00054787+0.00080889i,0.00054867-0.0002361i,0.00047973-0.00064145i
-0.0006117+0.0012369i,-0.00013755-0.00046718i,-0.00063203-0.0007725i,-0.0011908+0.00021114i,-0.0015925+0.001584i,-0.0029947+0.003552i,-0.0036622+0.005098i,-0.0025657+0.003646i,-0.00042655-0.00023265i,0.0011664-0.0029085i,0.0020753-0.0031884i,0.002135-0.0021846i,0.0023582-0.00073888i,0.0012111+0.00022039i,-0.00044906-0.00024658i,-0.00028076-0.00039205i,0.00057104-0.00016243i,0.00077199-2.2509e-05i,0.00081456+0.0013103i,0.00054844+0.0020403i,0.0006633+0.0012388i,0.00027958+0.00059935i,-0.00086797+0.00044381i
0.0005815+0.0013178i,0.0025961+0.0016325i,0.0040772+0.0030257i,0.003103+0.0021537i,0.0015665+0.0010622i,0.0018234+0.0011619i,0.0026716+0.0032556i,0.0016922+0.0037477i,-0.00089221+0.00087449i,-0.003436-0.0015819i,-0.0034313-0.0020853i,-0.0012837-0.0017304i,0.0009335-0.0014363i,0.0011892-0.00076822i,0.00022111-0.00030559i,0.00025799-0.00037855i,0.0011012-0.0011113i,0.0014415-0.001685i,0.00098565-0.00083364i,0.0011836+0.00057904i,0.0019905+0.0011601i,0.001899+0.00073389i,0.0011343+0.00064335i
0.00062323-0.0025311i,-0.00087016-0.002859i,-0.0021003-0.003039i,-0.0020126-0.002105i,-0.001981-0.0017438i,0.0002195-0.0018998i,0.004517-0.00079969i,0.0046491+0.00038576i,-0.00013453+0.0018138i,-0.0040999+0.0038648i,-0.0041035+0.0032251i,-0.0021947+0.0004943i,-0.0001439-4.1243e-05i,0.00040005+0.00058853i,-0.00040241+0.0001362i,-0.00076258-0.00048126i,-0.00041862-0.00046199i,0.00019751-0.00021943i,0.00098008-0.00060414i,0.0011836-0.0018683i,0.001069-0.0021719i,0.00056352-0.00065577i,0.00076966+0.000427i
0.0050072-0.00059796i,0.0069153-0.0018061i,0.0070881-0.0035595i,0.0031068-0.0050214i,-0.0016604-0.0051112i,-0.0034141-0.0053629i,-0.0017162-0.0064369i,0.0005729-0.0044191i,0.0015015+0.0013857i,0.0014963+0.0060885i,0.0012891+0.0060992i,0.00022884+0.0027766i,-0.0013824+1.2181e-05i,-0.0014228-0.0014679i,-0.0012521-0.00035387i,-0.0022168+0.00067831i,-0.0025139+0.00044965i,-0.0017815+0.0011056i,-0.0013073+0.0007245i,-0.0022256-0.0001767i,-0.0019487-0.0011674i,-0.00028931-0.0021274i,-0.00023564-0.0013809i
0.0015001+0.00054673i,0.00090666+0.0014896i,0.00054502+0.0010445i,-2.8561e-05+0.00036685i,-0.0026591-0.0006473i,-0.0061875-0.0016739i,-0.0072622-0.0023654i,-0.0047452-0.0024256i,-0.00013212-0.0017355i,0.0045915-0.00062419i,0.0057287+0.0002455i,0.003779+0.0010165i,0.0013997+0.0015516i,-0.00040233+0.0015277i,-0.0005078+0.001257i,0.00080945+0.0014333i,0.0011739+0.0017243i,0.00029766+0.0010376i,-0.00077016+0.0010192i,-0.0014826+0.0019886i,-0.0014238+0.0015992i,-0.0011224+0.00065798i,-0.0014255-9.3894e-05i
0.0047602-0.0013574i,0.0047022-0.0023139i,0.0040481-0.0042628i,0.0008287-0.0046045i,-0.0036535-0.0026747i,-0.0066221+0.0010867i,-0.0072554+0.0043526i,-0.0068072+0.0041721i,-0.0041137-0.00015811i,-0.00056054-0.0050682i,0.001559-0.005655i,0.0013548-0.003238i,0.00093845-0.00040924i,0.0013753+0.0016248i,0.00091075+0.0017201i,0.00061546+0.0010258i,0.0014046+0.0006544i,0.0013978+0.00092408i,0.00085433+0.0010986i,0.0012877+0.001381i,0.0011462+0.0018041i,5.1832e-05+0.001345i,-0.00093089+0.00037046i
0.0013744-0.001448i,0.00093636-0.00038429i,0.0012016+0.00091052i,-0.00037124+0.0023156i,-0.0027051+0.003193i,-0.0023808+0.0043768i,-0.0011423+0.0059862i,-0.0020434+0.0059004i,-0.0035029+0.0025233i,-0.0057117-0.0012077i,-0.0064555-0.0025204i,-0.0040944-0.0018629i,-0.00098754-0.00083569i,0.0017668-0.00034987i,0.0022158-0.00040289i,0.0014336-0.00044195i,0.00082062-0.0009716i,0.00074053-0.0011677i,0.0012174-8.0128e-05i,0.0018767+0.00032677i,0.0020451+0.0001054i,0.0018845+0.00068939i,0.001093+0.00085037i
0.0059144+0.00233i,0.0068759-0.00040313i,0.0096723-0.0024479i,0.0093595-0.0028492i,0.0061466-0.0030279i,0.0030836-0.0022027i,0.0036439+0.0010681i,0.0050025+0.0048522i,0.0020744+0.0056546i,-0.0029993+0.0052715i,-0.0043528+0.004591i,-0.0015182+0.0024012i,0.0019015-0.00059677i,0.0028901-0.001691i,0.0015459-0.002165i,-0.00034252-0.0028235i,-0.00097744-0.0014297i,-0.0010982-5.3157e-05i,-0.00021889+0.00031985i,0.00077247-0.00085075i,0.00084919-0.0019944i,0.00084248-0.0016042i,0.00074659-0.00081998i
0.00065436-0.00073051i,0.0021175-0.0014699i,0.0022336-0.0030008i,-0.0006305-0.0042557i,-0.0030905-0.0049196i,-0.0018848-0.0042906i,0.0014924-0.0047009i,0.0048161-0.0041713i,0.0051525-0.00028044i,0.0041152+0.005138i,0.0035728+0.0071727i,0.002784+0.0050859i,0.0014188+0.0022313i,-0.00039922+0.00051449i,-0.0012993+0.00018851i,-0.0012298+0.0005423i,-0.00074941+0.00098745i,0.00047102+0.0013731i,0.00081503+0.00099719i,-0.00025335-0.00012852i,-0.00048265-0.00094167i,0.0004825-0.0004038i,0.00094954+0.00053731i
-0.00055964+0.0001387i,6.9198e-05+0.0008501i,-0.0016272+0.0024675i,-0.0036642+0.0024122i,-0.0047498+0.0014133i,-0.0045248-0.00067214i,-0.003275-0.0045319i,-0.00089381-0.0075699i,0.0021635-0.0067866i,0.0054743-0.0026916i,0.0075147-0.00067062i,0.0064952-0.0012298i,0.0032215-0.0011073i,0.00062195-0.00031658i,-0.00037132+0.0006501i,-0.0001607+0.0007249i,0.00011871+5.3316e-05i,0.00014276+0.00019661i,0.00010836+0.00067739i,0.00023554+0.00068079i,0.00023315+0.00075719i,-0.00055403+0.00051005i,-0.00081391+0.00027249i
0.0026274+0.00034866i,0.0040192-0.00022956i,0.004834-5.7546e-05i,0.0023182-0.00031741i,-0.0018013+0.00010418i,-0.0039351+0.00036498i,-0.0056316-0.0016769i,-0.0081833-0.0041701i,-0.0077991-0.0057023i,-0.0033447-0.0072919i,0.00022675-0.0083432i,0.00015692-0.0075607i,-0.00042609-0.003905i,8.7868e-05-6.5854e-05i,6.8409e-05+0.0016549i,0.00023436+0.0012452i,0.0014596-7.9095e-05i,0.0017088-0.00058235i,0.0011981+0.00035179i,0.0021779+0.00066108i,0.0026402+0.00028442i,0.0013301+0.00018126i,0.00015928+5.5369e-05i
0.0023631+0.00167i,0.0039138+0.0018268i,0.0050842+0.0025349i,0.0024499+0.0021547i,-0.0011108+0.001686i,-0.0028748+0.0015845i,-0.0053847+0.0033891i,-0.0089386+0.0069177i,-0.010876+0.0077653i,-0.0099673+0.0036393i,-0.0084343-0.00070221i,-0.0072625-0.0008961i,-0.0043254+0.00029111i,-0.00062716+0.00080451i,0.0009799+0.00037327i,0.0010015-0.00051497i,1.3977e-05-0.0010502i,-0.0010528-0.0013301i,-0.00052296-0.0010447i,0.00031995-0.00065724i,0.00041126+0.00026778i,-0.00012932+0.00077071i,-0.00032188+0.00019421i
-0.0012023+0.0018777i,0.0010032+0.0017399i,0.0055057+0.0032007i,0.007597+0.0040886i,0.0061418+0.0031672i,0.0027605+0.0015589i,0.00084244+0.0032795i,0.0014026+0.0088843i,0.0021393+0.012784i,0.00019495+0.011811i,-0.002963+0.0096793i,-0.0029384+0.0079031i,-0.00019376+0.004i,0.0019989-2.8617e-06i,0.00071435-0.00098214i,-0.0010968-0.00093989i,-0.0011567-0.00090929i,-0.00099729-0.00032723i,-3.895e-05+0.00015446i,-0.00037419+0.00093046i,-0.0012301+0.0012087i,-0.00078648+0.00059833i,-0.00059706-4.2014e-06i
0.00025551+0.00012891i,0.0021851+7.4983e-05i,0.0025719-0.0019575i,0.0017832-0.0046883i,0.00020796-0.0052949i,-0.001119-0.0027865i,0.0019687+0.00024791i,0.008993+0.0026473i,0.013544+0.004818i,0.011302+0.0062072i,0.0077557+0.0072564i,0.0063299+0.0074516i,0.0042374+0.0052744i,0.0016374+0.0019582i,-1.9454e-05+0.0006453i,-0.00041705+0.00077489i,0.00042752+0.00070329i,0.001716+0.00092946i,0.0017042+0.0014731i,0.0010397+0.001597i,0.0009231+0.00053109i,0.00063001+2.387e-06i,0.00030226+0.0013728i
-0.0032956-0.00029176i,-0.0029707-8.5424e-05i,-0.0041245+0.00035876i,-0.0058794-6.1761e-05i,-0.0072766-0.0004579i,-0.005269+0.00076686i,0.00065901-0.00097484i,0.0070559-0.0068731i,0.009456-0.011122i,0.0096107-0.010004i,0.0095907-0.0056643i,0.008577-0.0030626i,0.0057739-0.0025025i,0.0019349-0.0016932i,2.3357e-06-0.00045702i,0.00077879-0.00022043i,0.0018066-0.00074966i,0.0021039-0.00024264i,0.0021811+0.00052676i,0.0022328+9.3186e-05i,0.0019181+0.0002904i,0.00086574+0.00035304i,-0.00024374-9.3634e-05i
-0.0013263+0.0021511i,-0.00037258+0.0024824i,-0.00068897+0.0031551i,-0.0026695+0.0037088i,-0.0042892+0.0042325i,-0.0029845+0.0037849i,-0.0012846-0.0010548i,-0.0030644-0.0077586i,-0.0065466-0.012049i,-0.0075546-0.012154i,-0.0043195-0.0096928i,0.00012943-0.0077498i,0.001267-0.0053518i,0.0011129-0.0020157i,0.0016696+0.00041081i,0.0018369-0.00015592i,0.00087019-0.0018251i,0.00012699-0.002025i,0.0005988-0.00080341i,0.0019848-0.00052863i,0.0014272-0.0011642i,0.00066242-0.00063123i,0.001424+0.00027835i
0.00025873-0.0026038i,0.00023355-0.0021773i,-0.00080251-0.00058148i,-0.0034602+0.0019389i,-0.0055232+0.0042526i,-0.0038094+0.003675i,-0.0039887-0.00050988i,-0.0097423-0.0019432i,-0.015758+0.001717i,-0.017036+0.0044201i,-0.01439+0.0021941i,-0.010096-0.00021509i,-0.00579-0.00048606i,-0.0021606-0.00067196i,7.7037e-05-0.0014367i,0.0001036-0.0010623i,-0.00085755-5.7807e-05i,-0.0013342-0.00064328i,-0.0012886-0.0013734i,-0.0010882-0.00099499i,-0.0012491-0.00021593i,-0.00077466+0.00011309i,0.0001677+7.5622e-05i
0.0027594+0.0010361i,0.0039034+0.0012346i,0.0050959+0.0015188i,0.0043028+0.0025969i,0.0018803+0.0018565i,0.00035558-0.00015218i,-0.002699-4.1975e-05i,-0.006951+0.0067867i,-0.0065111+0.016831i,-0.0029443+0.019628i,-0.0020631+0.014133i,-0.0030379+0.0085286i,-0.0024182+0.0049408i,-0.0005856+0.0015613i,-0.00061568-0.00059596i,-0.0012748-0.00015335i,-0.0010712+0.0010891i,-0.0010398+0.0018336i,-0.00078272+0.0018828i,-0.00086957+0.0016206i,-0.0010376+0.00052134i,-0.00021399-0.0014216i,0.00025676-0.0019215i
0.002381-0.00027157i,0.0020558-0.0013316i,0.0024203-0.0034295i,0.0031109-0.0056454i,0.0011741-0.0057314i,-0.0036334-0.0037483i,-0.0057384+0.000999i,-0.00047196+0.0089986i,0.01042+0.013327i,0.017115+0.010605i,0.014662+0.0070907i,0.0090484+0.0056486i,0.0044608+0.0039009i,0.00045963+0.001669i,-0.0016052+0.00083968i,-0.0010745+0.001252i,0.00013034+0.0011272i,0.00097547+0.001289i,0.0015697+0.0020732i,0.0022734+0.0019594i,0.0022175+0.00156i,0.0011601+0.00084203i,0.00018008-0.00014601i
0.0019459+0.00062704i,0.0031467-0.00041785i,0.004001-0.003157i,0.0025426-0.0063711i,-0.0024695-0.0067479i,-0.0064263-0.0026486i,-0.0037373+0.0031393i,0.0048966+0.0038967i,0.012492-0.0031115i,0.013792-0.010837i,0.010445-0.01099i,0.006319-0.0056506i,0.0038014-0.0019764i,0.0020978-0.00029093i,0.001401+0.00069741i,0.0020263+0.00089479i,0.0022998+0.00051183i,0.0019036-0.00014459i,0.0020754-0.00025566i,0.0017819-0.00010961i,0.00077877+0.00015589i,0.00025512+0.00040764i,-0.00012096+0.00066956i
0.0012546+0.000304i,0.0014571-0.00043273i,9.4409e-05-0.0014703i,-0.0038789-0.0025068i,-0.006475-0.00058857i,-0.0041865+0.0038826i,0.00091142+0.0048143i,0.004658-0.001166i,0.0016949-0.011119i,-0.0056711-0.016726i,-0.0083069-0.014191i,-0.0054052-0.0085567i,-0.0020239-0.0046086i,0.00052383-0.0021749i,0.0022946-0.00085158i,0.0030543-0.00074702i,0.0020708-0.0012173i,0.0010159-0.0015181i,0.0012181-0.0013046i,0.00091433-0.0014284i,0.00048313-0.0012584i,0.0006161-0.00048319i,0.00082275+0.00035677i
0.0026628-0.0018215i,0.0017557-0.0013592i,-0.0010831-0.00076501i,-0.0040525-1.6493e-06i,-0.0060345+0.0020261i,-0.0027475+0.0040936i,0.0027639+0.0014541i,0.00077592-0.0042748i,-0.0089856-0.0041287i,-0.016427+0.0020634i,-0.016082+0.0062493i,-0.010735+0.0051488i,-0.0050891+0.0019634i,-0.00097048-0.00059948i,0.00084293-0.0025656i,0.0005611-0.0035305i,-8.5499e-06-0.0029086i,-8.9784e-05-0.0019223i,-0.00097725-0.0014226i,-0.0014239-0.00070499i,-0.00096013+0.00097677i,-0.00024254+0.0021852i,0.00079181+0.0024353i
0.00041281-0.00021292i,0.001885+0.0015928i,0.002756+0.0035106i,0.0029474+0.0053462i,0.0041406+0.0058234i,0.0057671+0.00056527i,0.0051315-0.0059716i,3.4764e-05-0.0050285i,-0.0046821+0.0046928i,-0.0038965+0.015323i,-0.0009683+0.017896i,-0.0004931+0.012225i,-0.0011651+0.005695i,-0.0013251+0.0013476i,-0.0021558-0.00077095i,-0.0027571-0.0012589i,-0.00231-0.00089226i,-0.0015905+0.00010534i,-0.00072201+0.00059671i,0.00080428+0.00050725i,0.0017481+0.00081712i,0.0022868+0.00067571i,0.0022833-0.00074723i
