-0.0013581+0.001566i,-0.0014047+0.002096i,-0.0023819+0.0023448i,-0.0019253+0.0012875i,-0.0013363+1.5493e-05i,-0.0013291-0.00096916i,-0.00035726-0.0011205i,0.00036712-0.00014013i,0.0006359+0.00072371i,0.00072036+9.9238e-05i,0.00078561-0.00044738i,-5.2697e-05-0.00021716i,-0.00082916-0.00056229i,-0.0012402-0.0010351i,-0.0011088-0.00067203i,-0.00023607+8.6885e-05i,0.0002697+0.00030758i,0.00015776-0.00058283i,-0.00027078-0.0004177i,-0.00049433-0.0001032i,-0.00044154-0.00040298i,-3.5012e-05-0.00031024i,0.00073545-0.00018401i
-0.067056-0.1553i,-0.19434-0.35932i,-0.38449-0.48884i,-0.49924-0.34583i,-0.38584-0.053945i,-0.1508+0.10213i,-0.0077654+0.10628i,0.033389+0.071801i,0.03974+0.030411i,0.032297-0.0035384i,0.024531-0.015778i,0.015989-0.01615i,-0.0031956-0.012188i,-0.03236+0.0009801i,-0.060615+0.029961i,-0.070648+0.067132i,-0.05925+0.089956i,-0.03816+0.090003i,-0.010695+0.070439i,0.016363+0.041367i,0.026188+0.014772i,0.012508-0.013617i,-0.015002-0.03985i
0.063862+0.1551i,0.17236+0.37069i,0.33576+0.56272i,0.44422+0.50753i,0.36995+0.2453i,0.18476+0.035755i,0.061103-0.027451i,0.013549-0.027315i,-0.0090522-0.020526i,-0.016306-0.014164i,-0.018047-0.0093633i,-0.024194-0.00093338i,-0.029911+0.011708i,-0.017816+0.025508i,0.031195+0.031954i,0.09167+0.017283i,0.11982-0.0080848i,0.11004-0.021996i,0.075679-0.025191i,0.038026-0.027861i,0.013963-0.026579i,-0.0038721-0.0075009i,-0.015283+0.0248i
-0.053898-0.13141i,-0.12179-0.33392i,-0.19709-0.54068i,-0.23556-0.55851i,-0.1934-0.38753i,-0.10668-0.22023i,-0.061207-0.14378i,-0.058895-0.083742i,-0.041098-0.011604i,-0.012159+0.022491i,-0.0032764+0.030306i,0.0095365+0.039877i,0.038404+0.037958i,0.049119+0.010806i,0.01823-0.038407i,-0.035758-0.078043i,-0.073151-0.086131i,-0.076423-0.076398i,-0.058938-0.058405i,-0.045577-0.037267i,-0.039898-0.020743i,-0.020894-0.010584i,0.010676-0.0087863i
0.053583+0.1155i,0.097839+0.29113i,0.12298+0.46571i,0.11216+0.47589i,0.071985+0.33314i,0.016483+0.20928i,-0.0069307+0.1758i,0.034333+0.1386i,0.060044+0.055605i,0.029232+0.002266i,0.011641-0.0061812i,0.013654-0.024675i,-0.0090081-0.046326i,-0.04043-0.029051i,-0.05064+0.021087i,-0.037511+0.065334i,-0.019544+0.080648i,-0.01858+0.072305i,-0.02801+0.055304i,-0.029019+0.047581i,-0.0191+0.047765i,-0.011653+0.034463i,-0.012176+0.0067005i
-0.042253-0.090226i,-0.042392-0.22282i,0.0063368-0.35128i,0.050044-0.36656i,0.015138-0.25672i,-0.018801-0.12722i,-0.0059761-0.073746i,-0.025807-0.063549i,-0.042806-0.026376i,-0.0051963+0.00704i,0.018743+0.0084481i,0.0084857+0.01516i,0.008772+0.027661i,0.0269+0.021517i,0.047703-0.0015754i,0.055005-0.030412i,0.049904-0.046362i,0.045202-0.035912i,0.041313-0.011369i,0.042623+0.0050608i,0.048313+0.0045939i,0.043188+0.00071056i,0.020701+0.0014385i
0.042275+0.060203i,0.049273+0.14196i,-0.023359+0.1977i,-0.10875+0.18096i,-0.077939+0.095552i,-0.0063076-0.023052i,-0.0076367-0.085853i,-0.0090044-0.049783i,0.015154-0.010209i,-0.001566-0.01099i,-0.021966-0.0064522i,-0.010687-0.0022121i,-0.0076819-0.0068655i,-0.021596-0.0081452i,-0.04134-0.0076422i,-0.062009-0.00022372i,-0.072156+0.0074791i,-0.063433+0.0018269i,-0.039332-0.0096852i,-0.020051-0.022274i,-0.020952-0.033672i,-0.029745-0.035275i,-0.028682-0.018281i
-0.041045-0.047891i,-0.03674-0.08377i,0.049042-0.080052i,0.13338-0.033473i,0.062555+0.044582i,-0.075161+0.17186i,-0.087916+0.25848i,-0.023438+0.18994i,0.00020536+0.072135i,0.01576+0.029943i,0.035708+0.017542i,0.029602+0.0012432i,0.014987+0.00016259i,0.014567+0.012486i,0.029496+0.026652i,0.051393+0.03216i,0.06098+0.032506i,0.047949+0.030301i,0.020481+0.019518i,-0.0037338+0.013717i,-0.013052+0.022036i,-0.0088636+0.03368i,0.0067572+0.034136i
0.04636+0.020742i,0.074523+0.0041067i,0.020735-0.0718i,-0.062416-0.14194i,-0.0091848-0.14723i,0.14373-0.17239i,0.17756-0.22872i,0.084536-0.18218i,0.021784-0.072633i,0.0014843-0.031328i,-0.023945-0.022854i,-0.032644-0.0020706i,-0.013683+0.0052379i,0.004819-0.013097i,-0.00045426-0.041656i,-0.020808-0.058086i,-0.027802-0.059174i,-0.015836-0.049869i,-0.0028431-0.030602i,0.0035287-0.009842i,0.011367+0.0044624i,0.020692+0.0032007i,0.019812-0.013065i
-0.060445-0.0098538i,-0.11944+0.040016i,-0.1146+0.16332i,-0.053735+0.2536i,-0.084893+0.19898i,-0.20953+0.12546i,-0.23992+0.13959i,-0.13674+0.12575i,-0.042141+0.059512i,-0.0086971+0.029221i,0.015449+0.026104i,0.029334+0.012219i,0.012887-0.0019443i,-0.014002+0.0020766i,-0.0238+0.025599i,-0.015548+0.047744i,-0.013028+0.049142i,-0.02441+0.034374i,-0.030175+0.020419i,-0.01847+0.010082i,-0.002636-0.0068127i,-0.002087-0.022401i,-0.014034-0.018633i
0.085418-0.0034271i,0.19292-0.069921i,0.25807-0.21961i,0.21885-0.30364i,0.18876-0.16903i,0.24649+0.017765i,0.26293+0.047262i,0.16221+0.0045455i,0.063197-0.0072376i,0.028356-0.010515i,0.0069409-0.011733i,-0.011372-0.002435i,-0.00829+0.0050377i,0.0087174-0.00043584i,0.027041-0.021206i,0.037094-0.041053i,0.037771-0.037639i,0.034373-0.015065i,0.0277+0.0029272i,0.016972+0.0052546i,-0.00065279+0.0031819i,-0.014735+0.01028i,-0.010587+0.020499i
-0.099282+0.0089568i,-0.24267+0.079156i,-0.35598+0.2173i,-0.32766+0.2709i,-0.23503+0.095872i,-0.21526-0.13901i,-0.20639-0.1785i,-0.1215-0.082669i,-0.04357-0.017736i,-0.024345+0.00092426i,-0.013354+0.0073546i,0.0042417+0.0092345i,0.0081697+0.0092426i,-0.0081481+0.0072557i,-0.034699+0.0051172i,-0.053387+0.0045489i,-0.05093-0.0039679i,-0.03186-0.018697i,-0.013027-0.026825i,-0.0075689-0.020691i,-0.0067147-0.0037826i,0.0056124+0.0076907i,0.020906+0.0036337i
0.1189-0.0087066i,0.30606-0.067442i,0.47672-0.1819i,0.45713-0.2247i,0.28972-0.071324i,0.16475+0.14111i,0.10429+0.17856i,0.043504+0.090686i,0.014411+0.032836i,0.020535+0.014089i,0.017987+0.0028747i,0.010728-0.011064i,0.0034363-0.025106i,-5.5348e-05-0.021158i,0.0092737-0.0043402i,0.01849+0.005625i,0.012141+0.01001i,-0.0074213+0.014643i,-0.022731+0.01729i,-0.018939+0.015969i,-0.0027805+0.0081396i,0.0025322-0.0088897i,-0.0088653-0.023548i
-0.1315+0.0016553i,-0.33693+0.038149i,-0.53979+0.11355i,-0.53691+0.13557i,-0.34429+0.023799i,-0.16699-0.10044i,-0.063765-0.090057i,0.00043706-0.028973i,0.013593-0.014345i,0.0014607-0.0096255i,-0.00098959+0.0053724i,-0.0075158+0.020308i,-0.015201+0.03344i,-0.017212+0.031791i,-0.022247+0.019741i,-0.023969+0.01048i,-0.012822+0.0046861i,0.0064188+0.0028795i,0.017113+0.0039422i,0.013503+0.0030942i,0.0046473+0.0018514i,-0.0030572+0.0084163i,-0.0062235+0.020351i
0.13402+0.0037987i,0.3652-0.0071277i,0.60418-0.03809i,0.60809-0.053988i,0.36923-0.00074088i,0.14981+0.047799i,0.036727+0.0090826i,-0.017061-0.017907i,-0.019905+0.0079917i,-0.0073805+0.012789i,-0.0032359-0.003893i,0.0086664-0.015673i,0.017904-0.021794i,0.019809-0.012528i,0.027077+0.0035005i,0.029152+0.0092669i,0.01621+0.0053245i,-0.0027592-0.0043466i,-0.010901-0.0095439i,-0.007466-0.0063275i,-0.0045523-0.0065749i,-0.0036184-0.011599i,0.00030439-0.013389i
-0.13892-0.019455i,-0.36211-0.038823i,-0.59475-0.049643i,-0.59358-0.042875i,-0.36049-0.044494i,-0.15614-0.036396i,-0.067439+0.014678i,-0.019216+0.027958i,0.0044432-0.010327i,0.0070638-0.019068i,0.0065593+0.0021632i,-0.0016509+0.015735i,-0.008914+0.018565i,-0.0087094+0.010749i,-0.011224-0.0051104i,-0.012838-0.015547i,-0.0068823-0.010536i,8.2631e-06+0.0039451i,0.0026153+0.011115i,0.0027842+0.010622i,0.0018341+0.015711i,0.00040775+0.022633i,-0.0023717+0.021295i
0.13524+0.025935i,0.36366+0.073032i,0.58557+0.11077i,0.55521+0.11257i,0.30167+0.12348i,0.11689+0.14413i,0.079898+0.10697i,0.054214+0.056265i,0.012932+0.049053i,0.0024929+0.03966i,0.007237+0.011501i,0.010597-0.0033438i,0.016884-0.0042032i,0.022489-0.00097481i,0.022036+0.0057112i,0.015695+0.010618i,0.0098376+0.0055521i,0.0073768-0.008147i,0.0037469-0.015562i,0.0019228-0.013809i,0.0068736-0.012942i,0.015386-0.014106i,0.020285-0.013095i
-0.13131-0.04064i,-0.33788-0.11433i,-0.53507-0.17719i,-0.48172-0.18313i,-0.21547-0.19987i,-0.047425-0.25561i,-0.059318-0.23602i,-0.070205-0.13012i,-0.021959-0.058399i,-0.004128-0.035346i,-0.015811-0.0088405i,-0.014076+0.004591i,-0.011021-0.0070751i,-0.011877-0.021555i,-0.0082176-0.030642i,-0.0044254-0.033674i,-0.0050905-0.02775i,-0.010665-0.014566i,-0.016122-0.0024863i,-0.0155+0.00084083i,-0.014353-0.0034255i,-0.018264-0.0083222i,-0.021705-0.0092963i
0.12839+0.046862i,0.32834+0.13894i,0.51055+0.22527i,0.44459+0.23984i,0.1711+0.25265i,-0.010076+0.3286i,0.008528+0.32416i,0.054013+0.18879i,0.029234+0.071865i,0.011014+0.031711i,0.020287+0.011005i,0.017519+0.0026319i,0.0083166+0.012461i,0.00048967+0.018785i,-0.011954+0.017516i,-0.019799+0.016028i,-0.014793+0.015453i,-0.0031749+0.012486i,0.0061598+0.0089316i,0.0064928+0.010044i,0.001129+0.015388i,6.1575e-05+0.019626i,0.0038578+0.017886i
-0.11755-0.055296i,-0.3008-0.16726i,-0.45283-0.27272i,-0.37847-0.28894i,-0.12917-0.2733i,0.047652-0.29846i,0.043764-0.26414i,-0.0068942-0.13642i,-0.0016522-0.033162i,0.011307-0.0064508i,0.0038922-0.0038122i,-0.00016071-0.0043621i,-1.7426e-06-0.014726i,-0.0020144-0.022281i,0.00047948-0.020606i,0.0047879-0.017062i,0.0041065-0.01613i,-0.003023-0.014531i,-0.008047-0.010416i,-0.0040001-0.0066059i,0.0025065-0.0056949i,0.0061527-0.0062041i,0.0057928-0.0061066i
0.10865+0.06969i,0.28215+0.18942i,0.43076+0.29744i,0.36667+0.27536i,0.11898+0.18081i,-0.07625+0.13378i,-0.095919+0.093846i,-0.042117+0.023864i,-0.018645-0.020127i,-0.021388-0.015589i,-0.019397+0.0014153i,-0.010097+0.0080382i,-0.0068367+0.0096655i,-0.010813+0.014965i,-0.018637+0.018306i,-0.024106+0.01433i,-0.021368+0.010258i,-0.012384+0.0078961i,-0.0037413+0.0038958i,0.0006473-5.8911e-05i,0.0021274-0.0024138i,0.00076007-0.0069288i,-0.0024763-0.01066i
-0.094923-0.069689i,-0.24774-0.19597i,-0.37652-0.3147i,-0.33486-0.27463i,-0.13431-0.094704i,0.051919+0.044848i,0.097478+0.093177i,0.050755+0.09115i,0.020579+0.063447i,0.028235+0.029077i,0.030727+0.00064111i,0.015366-0.0094005i,0.0017261-0.001775i,-0.0016754+0.005445i,0.0034111+0.011923i,0.011934+0.017472i,0.015799+0.015918i,0.010694+0.011727i,0.00070937+0.010262i,-0.0076481+0.0096833i,-0.012481+0.0089454i,-0.014835+0.011175i,-0.014129+0.013187i
0.090483+0.078944i,0.23331+0.20931i,0.35519+0.32804i,0.31862+0.26446i,0.13924+0.035441i,-0.038355-0.1539i,-0.093765-0.1952i,-0.052832-0.12517i,-0.015972-0.050837i,-0.016219-0.018077i,-0.018657+0.0011883i,-0.0077381+0.0069813i,0.0010353-0.0010412i,0.0059799-0.00307i,0.010027-0.007054i,0.0074048-0.017679i,0.00020184-0.020859i,-0.0011674-0.016567i,0.0032325-0.010053i,0.0077838-0.0039857i,0.012159-0.0013124i,0.015275-0.0027132i,0.013903-0.0027253i
-0.081593-0.081699i,-0.19847-0.21955i,-0.30304-0.3422i,-0.27934-0.2771i,-0.13381-0.049359i,-0.0044105+0.13892i,0.030557+0.17732i,0.020238+0.099815i,0.0083403+0.026963i,0.0035878+0.010146i,0.0033207+0.010229i,-0.00066835+0.013801i,-0.00172+0.021888i,0.0004324+0.019137i,-0.0022909+0.012308i,-0.0037453+0.012311i,-6.1652e-05+0.011191i,0.0011882+0.0058819i,-0.0028252-6.6271e-05i,-0.0057635-0.0028356i,-0.0077806-0.0021767i,-0.01092-0.00095821i,-0.011118+0.00029477i
0.074213+0.083931i,0.18232+0.2273i,0.28736+0.36416i,0.27959+0.31883i,0.14789+0.12041i,0.035296-0.01535i,0.011608-0.032628i,0.0039092-0.00032641i,-0.00058513+0.023377i,0.011301+0.011296i,0.015403-0.010514i,0.012857-0.01916i,0.011187-0.02387i,0.007651-0.021833i,0.0080691-0.015143i,0.0085714-0.012947i,0.0045526-0.011024i,0.0019266-0.0064532i,0.0031034-0.00089716i,0.0047084+0.0024079i,0.0069552+0.0032117i,0.012145+0.0047787i,0.016921+0.0047826i
-0.062768-0.082825i,-0.1492-0.23604i,-0.23002-0.38861i,-0.22707-0.37257i,-0.13765-0.21932i,-0.051784-0.12279i,-0.026655-0.10526i,-0.010862-0.082807i,0.0083004-0.049597i,-0.0026643-0.017293i,-0.015093+0.012554i,-0.010306+0.022867i,-0.0048673+0.018454i,-0.0011845+0.008076i,-0.0021306-0.006344i,-0.0085321-0.0135i,-0.011434-0.014607i,-0.012158-0.01567i,-0.015269-0.014558i,-0.015706-0.012403i,-0.012118-0.013125i,-0.010681-0.018288i,-0.01272-0.024538i
0.057281+0.086355i,0.13341+0.24592i,0.2113+0.39725i,0.21444+0.38314i,0.12599+0.25874i,0.029609+0.19127i,-0.0057025+0.17563i,-0.013932+0.1285i,-0.01894+0.065782i,-0.0040087+0.027772i,0.012348+0.0054458i,0.01551-0.0061043i,0.010317-0.0092814i,-0.0033719-0.0083015i,-0.011536+0.00091527i,-0.0068313+0.0099489i,-0.0027771+0.012194i,-0.0017591+0.013801i,0.00085579+0.015902i,0.0013541+0.017176i,-0.0031022+0.019228i,-0.00768+0.023006i,-0.010177+0.0265i
-0.038518-0.087195i,-0.095185-0.25019i,-0.15349-0.41772i,-0.16505-0.41438i,-0.098504-0.26738i,-0.0087124-0.1641i,0.02988-0.13003i,0.029873-0.082673i,0.028148-0.032169i,0.019708-0.017675i,0.0023277-0.015941i,-0.010385-0.011062i,-0.013511-0.0058415i,-0.0068644-0.00092405i,-0.00010351-0.0053935i,-0.0013707-0.013445i,-0.0027912-0.014664i,-0.0023357-0.011888i,-0.0031938-0.0086613i,-0.00038618-0.006419i,0.0070048-0.0061681i,0.01383-0.0087043i,0.017561-0.010397i
0.034833+0.090887i,0.080491+0.253i,0.1193+0.41685i,0.12+0.40159i,0.065866+0.21308i,-0.022124+0.059458i,-0.058555+0.019601i,-0.03288+0.009546i,-0.014544-0.0014086i,-0.014568+0.0095025i,-0.0046512+0.021669i,0.011023+0.01958i,0.015479+0.011614i,0.0046564+0.0028953i,-0.010254+0.0028001i,-0.015303+0.0097989i,-0.014087+0.011608i,-0.012074+0.0092545i,-0.0058147+0.0073875i,-0.0015862+0.0063267i,-0.004711+0.0056904i,-0.011547+0.0043463i,-0.015725+0.00031764i
-0.022415-0.092564i,-0.045906-0.25644i,-0.061444-0.42103i,-0.066259-0.39761i,-0.053124-0.17345i,-0.0035024+0.044748i,0.026198+0.10822i,0.0074028+0.077477i,-0.0016693+0.040837i,0.012924+0.0066131i,0.011345-0.013566i,-0.0065889-0.013277i,-0.020219-0.0047299i,-0.020043+0.0088745i,-0.007467+0.017116i,0.0054984+0.012618i,0.011775+0.0063116i,0.012909+0.0027446i,0.0082369-0.0015466i,0.0044035-0.0045659i,0.0076179-0.0025963i,0.012066+0.0018795i,0.011875+0.0071555i
0.013574+0.091933i,0.022709+0.25122i,0.023495+0.41995i,0.036777+0.40232i,0.056152+0.1634i,0.04788-0.084385i,0.029424-0.16251i,0.02377-0.1091i,0.014125-0.046091i,-0.0058451-0.01217i,-0.012123+0.005331i,0.00058494+0.011657i,0.017631+0.009994i,0.025991+0.0016658i,0.019228-0.0084691i,0.0059387-0.010805i,-0.0028689-0.0089354i,-0.0064689-0.0066288i,-0.0058856-0.0022855i,-0.0050155-0.00092248i,-0.0059286-0.0054191i,-0.0061187-0.010169i,-0.0033101-0.010579i
-0.0097197-0.084427i,0.004848-0.23666i,0.038443-0.40366i,0.026647-0.406i,-0.053612-0.19278i,-0.11231+0.045326i,-0.10156+0.13306i,-0.053419+0.090215i,-0.012383+0.034233i,0.010006+0.015338i,0.017851+0.010953i,0.010645+0.0024704i,-0.0079568-0.0030962i,-0.023258+0.0031994i,-0.021298+0.012662i,-0.0087081+0.012857i,-0.0002238+0.0092489i,0.0022647+0.0053866i,0.00018945-0.00027146i,-0.0035605-0.00036502i,-0.005151+0.0065194i,-0.0032506+0.011643i,-0.00013813+0.010663i
-0.0011033+0.083218i,-0.026921+0.22766i,-0.069032+0.38355i,-0.055108+0.3972i,0.04891+0.24231i,0.14335+0.060612i,0.13264-0.026035i,0.050101-0.01814i,-0.0049291+0.0045515i,-0.014496-0.00198i,-0.012702-0.0092591i,-0.0055296+0.00093473i,0.011732+0.008194i,0.029374+0.0011464i,0.032026-0.010879i,0.020784-0.017703i,0.0099093-0.018493i,0.0044779-0.013629i,0.0017241-0.0048962i,0.0025024-0.00039041i,0.0048881-0.003305i,0.004518-0.0087798i,0.0022186-0.010593i
0.0082584-0.073031i,0.058236-0.20612i,0.12664-0.35611i,0.11796-0.39502i,-0.0013756-0.30126i,-0.12074-0.18098i,-0.12262-0.09188i,-0.033332-0.040124i,0.026622-0.015449i,0.027851+0.004956i,0.01653+0.012807i,0.0085101+0.00173i,-0.0036544-0.011156i,-0.01887-0.015133i,-0.026641-0.009955i,-0.023195-0.0019277i,-0.017256+0.0021964i,-0.01318+0.0020159i,-0.0087644-0.00066861i,-0.0064842-0.0020379i,-0.0081032+0.00094712i,-0.0095009+0.0048935i,-0.0096285+0.0045117i
-0.015396+0.071294i,-0.07494+0.19089i,-0.15897+0.32586i,-0.17012+0.37219i,-0.06609+0.31947i,0.041295+0.24917i,0.051474+0.1688i,-0.0026727+0.072941i,-0.035608+0.01104i,-0.025319-0.010738i,-0.0060069-0.012066i,0.0026991-0.0022804i,0.0031702+0.0090401i,0.0067977+0.01578i,0.012406+0.013228i,0.011515+0.0056594i,0.0079407+0.00011866i,0.00424-0.0024175i,0.00049357+0.00069646i,0.0004805+0.0055437i,0.0031924+0.0049929i,0.0049241+0.0012825i,0.0044403+0.0012429i
0.027683-0.062962i,0.10404-0.16884i,0.21599-0.28447i,0.253-0.3298i,0.16307-0.30965i,0.055741-0.25838i,0.017189-0.16472i,0.023032-0.044435i,0.034947+0.028012i,0.026901+0.030147i,0.0049215+0.01213i,-0.0046007-0.00012754i,-0.0016882-0.013551i,-0.0045739-0.025479i,-0.012066-0.026535i,-0.014193-0.018695i,-0.013377-0.010314i,-0.010522-0.0037211i,-0.0052904-0.0020845i,-0.0023568-0.0053943i,-0.0038154-0.0059257i,-0.0059904-0.0020828i,-0.0042867+0.00041811i
-0.028078+0.059649i,-0.11087+0.14955i,-0.2258+0.23793i,-0.27976+0.25794i,-0.23348+0.23082i,-0.14849+0.18893i,-0.074523+0.11i,-0.025831+0.0048998i,-0.010657-0.056332i,-0.0093609-0.045849i,-0.00069942-0.013624i,0.0021909+0.0037606i,-0.0068284+0.016646i,-0.0094375+0.03002i,-0.0039989+0.034134i,0.00055605+0.030155i,0.0032329+0.022913i,0.0027228+0.013161i,-0.0004851+0.0078071i,-0.0030495+0.0085881i,-0.0004788+0.0087454i,0.004991+0.0047649i,0.0053082-0.00033312i
0.038199-0.047011i,0.12913-0.12064i,0.25959-0.18989i,0.31709-0.19839i,0.2589-0.15279i,0.16268-0.095951i,0.064625-0.033837i,-0.010511+0.035963i,-0.026301+0.073386i,-0.0087734+0.053938i,-0.00071737+0.018213i,-4.529e-05+0.00012194i,0.0033663-0.0094587i,0.0044433-0.017605i,0.0034076-0.022209i,0.0024026-0.023809i,2.5867e-05-0.02087i,-0.00052328-0.013648i,0.0015527-0.0083134i,0.0028499-0.007372i,0.00022216-0.007476i,-0.0048439-0.0065072i,-0.0079655-0.0033903i
-0.041058+0.043023i,-0.12723+0.099675i,-0.25235+0.13868i,-0.30888+0.1215i,-0.24393+0.070026i,-0.13797+0.019934i,-0.033327-0.0071226i,0.053312-0.026574i,0.073612-0.04516i,0.04125-0.038442i,0.011961-0.010927i,0.0022071+0.0084294i,-0.0002928+0.014333i,-0.0015691+0.018163i,-0.0023261+0.020957i,-0.0025857+0.020721i,-0.00079289+0.018133i,0.0014084+0.012443i,-0.00098709+0.0071536i,-0.0048737+0.0052477i,-0.0039191+0.0045928i,0.00050986+0.0052808i,0.003902+0.0070973i
0.041428-0.032914i,0.13825-0.074543i,0.26528-0.090715i,0.30804-0.062023i,0.2163-0.019781i,0.078604+0.012185i,-0.029564+0.01238i,-0.095332-0.0056713i,-0.10164+0.0053284i,-0.055646+0.023223i,-0.0096257+0.014052i,0.0058135-0.0011161i,0.0051429-0.0048379i,0.0057291-0.0059505i,0.0083239-0.0094209i,0.0094561-0.013881i,0.0068606-0.016237i,0.0018861-0.014209i,0.00096357-0.0075557i,0.0030362-0.0016667i,0.0025931-0.00036484i,0.00061038-0.0031446i,0.0010414-0.0075911i
-0.041749+0.028969i,-0.13105+0.051438i,-0.24639+0.047448i,-0.27731+0.013651i,-0.17533-0.0092015i,-0.032153+0.0015378i,0.059758+0.034245i,0.095383+0.062771i,0.10137+0.045833i,0.068262+0.0027923i,0.019131-0.0097231i,-0.0016343+0.00037113i,-0.00046847+0.0023498i,-0.00024744+0.00081955i,-0.004575+0.00047703i,-0.010523+0.00010599i,-0.010548+0.002341i,-0.0055007+0.00327i,-0.0047661-4.4593e-05i,-0.0053174-0.0021611i,-0.0036707-0.0010376i,-0.0024389+0.0020505i,-0.0045923+0.0038619i
0.046202-0.022591i,0.13614-0.030944i,0.24739-0.011183i,0.27121+0.016142i,0.16114-0.004192i,0.022763-0.058703i,-0.044175-0.09705i,-0.055778-0.10169i,-0.06275-0.071617i,-0.05155-0.021343i,-0.015512+0.0052659i,0.0075509+0.0014376i,0.0078475-0.0046334i,0.0041447-0.0064533i,0.0049054-0.0057052i,0.0077865-0.0027771i,0.0071744-0.0036559i,0.00089605-0.0043012i,-0.002125+0.00048902i,-0.00030281+0.0040232i,0.00059959+0.0022329i,0.0022339-0.0010254i,0.0052842-0.0011529i
-0.041338+0.014399i,-0.12164+0.011575i,-0.21361-0.023576i,-0.23562-0.048811i,-0.16568+0.0093061i,-0.07812+0.10676i,-0.042259+0.14929i,-0.031348+0.13178i,0.0022956+0.092055i,0.029203+0.04123i,0.015707+0.0051341i,-0.0065789+0.00072767i,-0.012925+0.0061319i,-0.011766+0.0066062i,-0.011511+0.0017961i,-0.014032-0.0036334i,-0.014277-0.0033382i,-0.009466-0.00071i,-0.0053372-0.0018549i,-0.0041874-0.0026861i,-0.0030925-0.00091368i,-0.0043362-0.00022847i,-0.0072367-0.0023176i
0.044288-0.0080339i,0.12074+0.0052145i,0.20529+0.04381i,0.22725+0.06018i,0.18854-0.011601i,0.14723-0.11566i,0.13091-0.14091i,0.11246-0.10602i,0.059387-0.0763i,0.0013116-0.043773i,-0.012811-0.0094276i,0.0032364-0.00015305i,0.011993-0.0067411i,0.0083445-0.0099596i,0.0043141-0.0050825i,0.0048523+0.0029511i,0.0056525+0.0040344i,0.0027753+0.00090939i,-0.00018174+0.0023902i,5.2736e-05+0.0046202i,7.0579e-05+0.0045553i,0.00083849+0.0068i,0.0028913+0.010366i
-0.035192+0.0015492i,-0.09792-0.01864i,-0.16613-0.075249i,-0.20226-0.10924i,-0.22091-0.041373i,-0.23464+0.065946i,-0.21423+0.094564i,-0.16102+0.065155i,-0.086704+0.054761i,-0.013486+0.045682i,0.01397+0.018486i,0.00065078+0.0058574i,-0.013153+0.01079i,-0.014702+0.014321i,-0.011538+0.0098821i,-0.0087964+0.00019013i,-0.0085972-0.0030468i,-0.0072665+0.00022335i,-0.0035724+3.9138e-05i,-0.0014141-0.0016128i,-0.00045898-0.0029873i,0.0020412-0.006701i,0.0043513-0.012799i
0.036921+0.0013094i,0.094916+0.029901i,0.14768+0.095588i,0.176+0.15124i,0.22444+0.12043i,0.27091+0.042324i,0.23837+0.0091389i,0.15613+0.011591i,0.082513-0.009246i,0.022228-0.029951i,-0.0071069-0.015211i,0.00075084+0.0017939i,0.013414+0.001165i,0.015536-0.001957i,0.011011-0.001075i,0.0054657+0.0024112i,0.0043777+0.0021991i,0.0048766-0.0027688i,0.0024615-0.0040115i,0.00055679-0.0012066i,-0.00040464+0.0025562i,-0.0042993+0.0064821i,-0.010495+0.01038i
-0.032118-0.0067537i,-0.076492-0.041564i,-0.10856-0.11202i,-0.1224-0.18722i,-0.17974-0.21118i,-0.24775-0.17392i,-0.21339-0.12258i,-0.11584-0.080138i,-0.053461-0.028007i,-0.019447+0.01524i,0.002213+0.016933i,4.9083e-06+0.00017208i,-0.010384-0.0040108i,-0.012903-0.00014885i,-0.0079405-5.3133e-05i,-0.00061826-0.0031227i,0.00038574-0.0020712i,-0.0022226+0.0021631i,-0.00192+0.0032789i,-0.0011011+0.00036383i,0.00089779-0.0017753i,0.0065172-0.0030709i,0.014065-0.0039841i
0.030966+0.011412i,0.06799+0.047102i,0.089487+0.1193i,0.081364+0.20396i,0.1027+0.26192i,0.14823+0.26789i,0.11695+0.21323i,0.041215+0.13373i,0.017622+0.059773i,0.019637+0.0022894i,0.0096521-0.013112i,0.0069166+0.0021419i,0.013412+0.010452i,0.015206+0.0065383i,0.0086684+0.0023758i,-0.00083542+0.0004844i,-0.003497-0.0028476i,-0.0013043-0.006775i,-0.0030419-0.0073872i,-0.0055152-0.0025789i,-0.0060196+0.00048685i,-0.0090353-0.00148i,-0.014717-0.0052478i
-0.024842-0.012897i,-0.050619-0.049185i,-0.042876-0.11887i,0.0025399-0.2077i,0.0097842-0.28538i,-0.020514-0.30876i,-0.0088088-0.23777i,0.022795-0.13147i,0.011421-0.0558i,-0.013942-0.0042541i,-0.012743+0.014658i,-0.0064536+0.00060762i,-0.0067307-0.013351i,-0.0057901-0.014214i,-0.0019991-0.009419i,0.0035761-0.0039434i,0.0038933-0.00049539i,-0.00095498+0.0014146i,-0.0014287+0.0035031i,0.0015399+0.0035674i,0.004914+0.0026986i,0.009408+0.0059599i,0.011919+0.011862i
