-0.0013581+0.001566i,-0.0014047+0.002096i,-0.0023819+0.0023448i,-0.0019253+0.0012875i,-0.0013363+1.5493e-05i,-0.0013291-0.00096916i,-0.00035726-0.0011205i,0.00036712-0.00014013i,0.0006359+0.00072371i,0.00072036+9.9238e-05i,0.00078561-0.00044738i,-5.2697e-05-0.00021716i,-0.00082916-0.00056229i,-0.0012402-0.0010351i,-0.0011088-0.00067203i,-0.00023607+8.6885e-05i,0.0002697+0.00030758i,0.00015776-0.00058283i,-0.00027078-0.0004177i,-0.00049433-0.0001032i,-0.00044154-0.00040298i,-3.5012e-05-0.00031024i,0.00073545-0.00018401i
0.00017052-0.0013917i,0.0011395-0.0017529i,0.0014412-0.0019422i,0.0011914-0.0010739i,0.00019242+9.7753e-05i,-0.00068079+5.5852e-05i,-0.00023958-0.00034098i,3.9112e-05-8.5961e-05i,-0.00019237+0.00051989i,-0.00096113+0.00047184i,-0.0010007+0.0001747i,0.00021904+0.00019345i,0.0012034-0.00023458i,0.00087759-0.00038885i,-0.00055773-3.5124e-05i,-0.001055-0.0005027i,-8.5543e-05-0.00065852i,0.0008223-0.00098785i,0.00071025-0.0015116i,0.00016185-0.0010058i,-0.00048387-0.00025053i,-0.00058944+0.00054434i,0.00057195+0.00047541i
-0.00015101+0.0013417i,0.00051659+0.0022827i,0.00017471+0.0032667i,0.00026524+0.0028924i,0.00017051+0.00095481i,-0.00086178-0.00043482i,-0.0018423-0.00010345i,-0.0010669-0.00037672i,0.00048414-0.0003076i,0.00046474+6.11e-05i,0.000139-0.00026845i,5.9771e-05+0.00049902i,-0.00022925+0.00060474i,-0.00035945-0.00038214i,-0.0003369-0.00044394i,-7.4248e-05-0.00060317i,0.00024588-0.0007784i,1.6404e-05-0.00035335i,-0.00016149-0.00012181i,0.00019951-0.00016328i,0.00010053+8.3305e-05i,-0.0002555+0.00053742i,-0.00048693+0.00046076i
0.00064995-0.0018525i,8.7427e-05-0.0010647i,-0.00038954-0.0012715i,0.00023582-0.0012994i,-0.00041591-0.0011001i,-0.0010814-0.00060487i,-0.00010221-0.00017399i,3.7455e-06+0.00029379i,-7.931e-06+0.0010998i,-0.00017424+0.0011845i,-0.00059294+0.0007355i,-0.00052369+0.00011498i,-0.00048487-0.00026316i,-0.00053321-0.00019057i,5.1122e-05+0.00041673i,0.00037356+0.00034754i,0.00030567-0.00012245i,5.8978e-05+7.764e-05i,3.3743e-05-0.0001578i,0.00039549-0.00094579i,8.959e-05-0.00096428i,0.00028941-0.0010924i,0.00040637-0.0014859i
0.00019441+0.0014704i,0.00066964+0.0030958i,0.0023449+0.004495i,0.0025269+0.0023364i,0.00074021-0.00073316i,-0.00079998-0.0012097i,-0.0010857-0.00053623i,-0.00055563+0.00022395i,0.00033259+0.00082147i,0.0010286+0.00033898i,0.00096659-0.00052445i,0.0003737-0.0011837i,1.8222e-06-0.0013361i,-0.00044934-0.00064148i,-0.00038328+0.00019625i,6.6011e-05+3.1176e-06i,0.00036627-0.00046313i,-5.9707e-05-0.00045864i,-0.00055321-0.00026778i,-0.00061313+0.00013139i,-0.00098782-0.00020085i,-0.0014449-0.00075046i,-0.00039515-0.00041397i
-0.00079734+0.00057589i,-0.0009821-0.0008734i,-2.3577e-05-0.0015062i,0.0011814-0.0010821i,0.00050298-0.0012123i,-0.00099565-0.0012403i,-0.0019958-0.00031843i,-0.0018374+0.00019988i,-0.00092185+0.00030522i,-0.00024132+0.0001494i,-0.00065648-7.151e-06i,-0.0012951+0.00042587i,-0.00047127+0.0012075i,0.00026599+0.0011558i,0.00016129+0.00026252i,2.002e-05+5.8662e-05i,0.00034958-0.00054293i,0.00031157-0.00097179i,2.7546e-05-0.00076447i,0.0001764-6.4447e-05i,-0.00033347+0.0010251i,3.8146e-05+0.00072391i,0.0013969+0.00015994i
0.0016619+0.0015298i,0.002419+0.00093836i,0.003194+0.0016371i,0.0023486+0.00079699i,0.00033709-0.0011489i,-0.0012839-0.0021397i,-0.0017486-0.0011617i,-0.0013511+0.00036382i,-0.00046716+0.0013414i,-0.00048165+0.0010911i,-0.0011958+0.00029672i,-0.0011488-7.3158e-05i,-0.00064697-2.9261e-06i,0.00024125+0.00024648i,0.0006456-7.5537e-05i,0.00045747-0.00021926i,0.00074449+0.0002569i,0.00059314+0.00043184i,0.00024908-0.00020796i,-0.00039627-0.00038916i,-0.0008196+0.00020689i,-0.00019043+0.00084433i,0.00029767+0.001371i
-0.0019177+0.00049663i,-0.0013363+0.00067282i,-0.0013832+0.0011029i,-0.001413+0.002461i,-0.0004862+0.0020323i,3.4784e-05+0.00026201i,5.6263e-05-0.00018074i,-0.00072612-0.00013699i,-0.0016154+0.00010719i,-0.0012685+0.00069637i,-0.00088179+0.00077727i,-0.0011697-0.00024176i,-0.00024288-0.0002886i,0.00047516+0.00040175i,0.00010434+0.000559i,-9.396e-05+0.00050859i,-0.00022706+3.0974e-05i,-0.00042991-0.00044208i,-0.0005981-0.00068206i,0.00011893-0.00036413i,0.00074013-0.00013124i,0.00030099+0.00024545i,-0.00042758-1.9623e-05i
0.0019942+0.0013335i,0.0021134+0.00082302i,0.0032392+0.00072787i,0.0028424-0.0011685i,0.00080741-0.0030323i,-0.0013911-0.002455i,-0.0015846-0.00090972i,-0.00030183+0.00046726i,0.00042177+0.0008311i,-0.00012629+0.0001664i,-0.00054078-7.8351e-05i,-0.00066768+0.00016073i,-0.00067851-8.1867e-05i,2.6103e-05-0.00033466i,0.00017441+0.00018154i,0.00060276+0.00011533i,0.00049288-0.00049621i,-0.00062859-0.00066895i,-0.00044441-0.00054124i,-0.00060012-0.00042755i,-0.0012163+0.00020667i,-0.00043317+0.00067418i,0.00022549+0.00042502i
-0.00065298-0.001005i,-0.0017795+0.00044886i,-0.0021669+0.0020565i,-0.0020027+0.0013966i,-0.0012824+0.00078387i,-0.0014584+0.0011518i,-0.00093339+0.00013522i,0.00058618-0.00059016i,0.0006368+0.00014012i,0.00080258+0.00074845i,0.00094173+0.00054523i,0.00066583+9.6087e-05i,0.00010086-5.9819e-06i,-0.00099896-0.00046119i,-0.00096668-0.00024225i,-0.00023628+0.00052261i,0.00014206+0.0006442i,0.00016882-0.00012006i,0.00087595-0.00050913i,0.00083217+0.00057973i,-3.8732e-05+0.00095286i,-0.00049365+0.00066221i,-0.0005627+0.00046905i
0.001358+0.00019362i,0.0015928+0.00062528i,0.0028387+4.4164e-05i,0.0034271-9.0582e-05i,0.0016905+0.0001028i,-0.00072389+7.0234e-05i,-0.0017985+0.00019369i,-0.001339+0.0005727i,-0.00070905+0.00068433i,1.0036e-05-9.6336e-05i,0.0002367-6.1402e-05i,-0.00036042+0.00077385i,-0.0010739+0.00059047i,-0.00096509+8.5638e-05i,-5.4932e-05-8.2339e-05i,1.3855e-05-0.00047752i,-0.00054723-0.00055226i,-0.00081719-0.00077333i,-0.00073939-0.001041i,-0.00033691-0.00013855i,-0.00018152-0.00015998i,-0.00049422-0.00038149i,-0.00041633+0.00026936i
-6.5386e-05+0.00086091i,-0.00013538+0.001848i,0.0010752+0.0020145i,0.0018115+0.00070392i,0.00078417-9.3306e-05i,-0.00058774-0.00029931i,-0.00090064-0.0001433i,-0.0010958+0.00026935i,-0.00064589+0.00092535i,-0.00083691+0.00021494i,-0.00093673-0.0003367i,-0.0001263-0.000262i,5.8887e-05-0.00047691i,-0.00055793-0.00017201i,-0.00077427-0.00035069i,0.00011046-0.0004487i,0.00076485-0.00051767i,0.0001371-0.00061214i,-6.9651e-05-0.00025384i,0.00044528-0.00049844i,0.00041648-0.00053176i,0.00013223+1.8009e-05i,0.00035571-0.00038251i
0.00032888-0.00080547i,-0.00040967-0.00064959i,-0.00041093-0.00063694i,-0.00051769+0.00010469i,-0.00020871+0.00014201i,0.00017788-7.0743e-05i,-0.00040936+3.8298e-05i,-0.00094625+0.00035101i,-0.00060931+0.00018784i,-0.00010771+0.00041037i,-0.00089533+0.0012475i,-0.0012169+0.0010601i,-0.00020583+0.00035981i,0.00053978+8.9292e-05i,0.00098511-0.00018962i,0.0013373-0.0005661i,0.0010714-0.0002059i,0.00046097-0.00032648i,-0.00056969-0.00045625i,-0.0012439-3.5121e-05i,-0.00075104-2.1305e-05i,-0.00014995-0.0004913i,5.4923e-05-0.00035366i
-0.00015072+0.00151i,-0.00028395+0.0017827i,0.00040679+0.0014995i,0.00098424+0.00036507i,0.0011542-0.00024037i,0.00096758-0.0012212i,-0.00099566-0.0015112i,-0.0021075-0.000467i,-0.0017856+0.0010061i,-0.0005477+0.0011767i,0.00062333+0.00059i,0.00059672+0.00066619i,0.0003551+0.00097058i,-2.0871e-05+0.00025121i,0.00017952-0.00077065i,0.0005134-0.00096259i,0.00035772-0.00083419i,0.00063377-0.00080856i,0.00060001-0.00056128i,0.00036298-0.00064333i,0.00021037+0.00014104i,0.00031565+0.0014679i,7.7957e-06+0.0014513i
-0.0017975+0.0006543i,-0.00043994+0.00021539i,0.00093825+0.00017218i,0.00016196-2.6293e-05i,0.00057575-0.00083644i,0.0011258-0.0014585i,0.00079504-0.0015157i,0.00018562-0.00090402i,-0.0006139-0.00038177i,-0.00017767-0.00041064i,0.00040362-0.00060167i,0.00070706-0.0002154i,0.00067859+5.381e-05i,0.00011684-0.0001442i,-0.00021969-0.00043696i,-2.8698e-05-0.00028636i,0.00013634+0.00033816i,0.00015279+0.00024467i,-0.00015471+0.00031945i,-0.00040345-2.1287e-05i,-0.0003881+0.00026874i,-0.00039513+0.0010556i,-0.00017865+0.00064523i
-9.0451e-05+0.00065762i,0.00035904+0.0010345i,0.00060129+0.0013836i,0.00099779+0.0012666i,0.0005358+0.00034848i,5.6514e-05-0.00071278i,-0.0011605-0.00077736i,-0.0016408-0.00014636i,-0.00061416+0.00024433i,4.6473e-05+0.0001751i,-0.00024613+0.00022868i,-0.0005902+1.4126e-05i,-0.00063375+0.00021779i,-0.00055807+0.00025956i,-5.214e-05-0.00079323i,0.00014068-0.0014172i,-4.2884e-05-0.0010836i,-2.1938e-05+1.6696e-06i,-7.5482e-06+0.00018527i,0.00014773+0.00024464i,-0.00042197+0.0010344i,-0.0010316+0.0012224i,-0.00087123+0.00080836i
0.00068892+0.0014787i,0.00038181+0.0019195i,0.0010443+0.001583i,0.0011877+0.0012827i,0.00082727+0.00022343i,-0.00035385-0.001438i,-0.0016776-0.00073273i,-0.0013258+0.00036028i,-5.2717e-05+0.00047788i,0.00037549+0.00018767i,-0.00026965-0.0002768i,-0.00021026-0.00010232i,-0.00022669+0.00051476i,-0.00044678+0.00030806i,0.00033154-7.4464e-05i,0.0003094-1.5165e-05i,5.804e-05-0.00032456i,-0.00042171-0.00077694i,-0.0006243-0.00027391i,-0.00019788-7.2922e-06i,-0.00028684+0.0002102i,-0.00021404+0.00059695i,2.164e-05+2.0475e-05i
5.6273e-05+0.00056018i,0.00020166+0.0015249i,0.0001554+0.001231i,0.00037626+0.00035964i,-0.0001171-0.00054157i,-0.00078652-0.0013199i,-0.00041548-0.00072316i,6.1361e-05+0.0003143i,0.00050185+0.00069637i,0.00089186+0.00070964i,8.5696e-05+0.00098774i,-0.00044758+0.00020965i,-7.6309e-05-0.00017982i,0.00018171+0.00012366i,0.00012931+3.1197e-05i,-0.00018768-0.00022426i,-0.00035382-0.00010175i,-0.00039369-4.5435e-06i,-0.00082514+0.0002234i,-0.0011911+0.00025287i,-0.00090575-0.00028038i,-9.5432e-05-0.00026417i,-0.00019955+8.0204e-05i
-0.00072122+0.00079601i,0.00096982-0.00051854i,0.0031343+0.00015386i,0.0022504+0.00052268i,0.00066511-0.00042404i,-0.00055014-0.00072285i,-0.0011613-0.00089943i,-0.00092329-0.00060101i,0.0002466+0.00010017i,0.0011588+0.00066346i,0.00061754+0.00089509i,-0.00033223+0.00031921i,-0.0006799+0.00015829i,-7.8378e-05+0.00046438i,0.00031959+0.00051558i,0.00024029+5.3148e-05i,0.00032039+2.3313e-05i,-5.2886e-05-0.00043766i,-0.00011853-0.0013704i,0.00070503-0.00099394i,0.00035849-0.00020118i,-0.00081043-0.00033793i,-0.001071-0.00036946i
-0.00022164-0.00031935i,-0.00016005+0.0019485i,-0.00029963+0.0038103i,0.00033125+0.0035628i,0.00082513+0.0009428i,0.00048365-0.0011428i,-0.00077609-0.00049861i,-0.0015471+0.00062358i,-0.0012174+0.00092132i,-0.00072173+0.00097489i,-0.00052936+0.0013261i,0.00018981+0.00057112i,0.00088915-0.00078549i,0.00066609-0.00062214i,0.00054391+5.7177e-05i,0.00033932-0.00029834i,0.00036091-0.00057114i,-0.00019026-0.00038081i,-0.0011007+0.00015755i,-0.00044014-3.8687e-05i,-0.00013601-0.00088736i,-0.00036194-0.00080044i,0.00016-0.00087204i
-0.00055588+0.00035836i,0.00068275-0.00048997i,0.0018087-0.00028529i,0.0010185+0.00043891i,-0.0004166-0.00020354i,-0.00026906-0.0007353i,-0.00073034-0.00025392i,-0.0009182+0.00011197i,-0.00024748+0.00056405i,7.9804e-05+0.00045955i,0.00014325-0.00011373i,-0.0001902-0.00019173i,-0.00052859-0.00086317i,-0.00020599-0.0016368i,-0.00067285-0.00131i,-0.00043882-0.00059153i,0.00041986-0.00042933i,0.00021157-0.00093682i,0.00062552-0.00078137i,0.00097218-8.6259e-07i,0.00040399+0.00038682i,-0.00033289-6.4037e-05i,-0.00040789-0.00036814i
-7.5841e-05+0.0014528i,5.3628e-05+0.0034234i,0.00013735+0.0036628i,0.00077052+0.0018701i,0.0010171+0.00020332i,-0.00031214-0.0011262i,-0.0015579-0.0013282i,-0.0009943-0.0004937i,-0.00044812+0.00067122i,-0.0005883+0.0007544i,-0.00056419+0.0011392i,-0.00060758+0.0014861i,-0.00051145+0.00094512i,-0.00011433+0.00085853i,0.00019935+0.00084137i,0.00017993+0.00019778i,0.00012993+0.00024235i,0.00039179+0.00043695i,-0.00012655+0.0001132i,-0.0014633+0.00053876i,-0.00095251+0.00057325i,-0.00033447-0.00035686i,-0.00062341-0.00056933i
0.00040383+0.0011047i,7.5666e-05+0.0010834i,0.0014501+0.001027i,0.0029335-0.00022429i,0.0017231-0.0022731i,-0.0011417-0.003172i,-0.0022416-0.002237i,-0.0012303-0.00029443i,-0.00072686+0.00035227i,0.00016697-2.9802e-06i,0.00086764-0.00030473i,-0.00010402+0.00029482i,-0.00062072+0.00061536i,-0.00088979+0.00032234i,-0.0010275+0.00053677i,-9.8902e-05+9.4318e-05i,0.00063363-0.00077071i,0.00075378-0.0006577i,0.00051596-6.0678e-05i,-6.9942e-05+0.0008461i,-0.00068545+0.0011824i,-0.00064434+0.00060563i,-0.00039457-0.00025978i
-2.2881e-05+0.00072719i,0.00031633+0.0008169i,0.00037153+0.001622i,-0.0005455+0.0015992i,-0.00074567+0.00055059i,-0.00029797-0.00037611i,-0.00045139-0.0010677i,-0.00089856-0.001081i,-0.00043687+7.3566e-06i,0.00081823+0.00010436i,0.00080877-9.1317e-05i,0.00010984+0.0004467i,0.00020182+0.00032406i,-0.00025376+8.0709e-05i,-0.00020001+0.00017925i,0.00087215+8.6817e-05i,0.00091693-5.8479e-05i,0.00043801+2.4662e-05i,8.9396e-05+0.00071152i,0.00013791+0.00031002i,0.00036658-5.5302e-05i,-0.00019862+0.00031061i,-0.0008133+9.1301e-06i
-0.00057218+0.00057498i,0.00016314+0.00097298i,0.0013519+0.0016093i,0.0016727+0.0013555i,0.0015291-6.147e-05i,0.00017743-0.0012987i,-0.0017477-0.00092001i,-0.0023147+0.00018931i,-0.0016384+0.00022614i,-0.00041658-4.1963e-06i,8.8583e-05+0.00035142i,-4.5095e-05-0.00011384i,2.1286e-05-0.00052595i,-5.3129e-05-0.0006649i,0.00035221-0.00024563i,0.00033699+0.00052047i,-0.00025291+0.0010559i,-0.00086536+0.00059415i,-0.00086497-0.00026214i,-0.00076043-0.00081164i,-0.00052536-0.00080388i,-4.0951e-05-0.00054758i,0.00041087+0.00021336i
0.0017029+0.00077487i,0.0017211+0.0013795i,0.0017028+0.0017748i,0.0018818+0.00034988i,0.0015081-0.0010168i,0.0011218-0.00066408i,0.00011373-0.00016656i,-0.00065232+0.00022914i,-0.00018152+0.001093i,0.00049446+0.00087424i,0.00064628+0.00032121i,0.00034609+0.00075303i,8.2804e-05+0.00062524i,0.00033201+0.00011603i,0.00056585-0.00054148i,0.0010024-0.00072827i,0.0013012-0.0001269i,0.00020217-0.00070689i,-0.00085931-0.0011851i,-0.00046111-0.00081943i,0.00013823-0.00093673i,0.00028554-0.001291i,0.00013771-0.00057609i
-0.00032222-0.00061792i,0.00081143-9.6212e-06i,0.0012421+0.00050302i,0.00055243+0.0010869i,-0.00048498+0.00038541i,-0.00025876-0.00098106i,-0.00053784-0.0011986i,-0.0014298-0.00066679i,-0.0012205+0.00014697i,-0.0011359+0.00020094i,-0.0011015-0.0001685i,-0.00060309-0.00043582i,-0.00022253-0.00041705i,-7.4871e-05-0.0005818i,-0.00041776-0.00084633i,-9.0529e-05-0.00057264i,0.00064647-0.00056513i,0.00068981-0.00045033i,7.8993e-05-0.00069939i,-5.434e-05-0.00064655i,-0.00024433+0.00068582i,-0.00052114+0.00089442i,-0.00055998+0.00022622i
-0.00021582+0.00092758i,0.00015296+0.00012941i,0.00087283+0.00084213i,0.0016375+0.00064229i,0.0010409-0.0011052i,-0.00029229-0.0021952i,-0.0017636-0.0011198i,-0.0023512+0.00099852i,-0.0018581+0.0013891i,-0.00093693+0.0011111i,-0.00034688+0.00055592i,0.00015775+0.0001729i,0.00069984+0.00044891i,0.00090042+0.00038315i,0.00048493-0.00010201i,-0.00029816+9.9553e-05i,-0.0012707+5.406e-05i,-0.00060597-0.00087364i,0.00026124-0.0010572i,-6.5709e-05-0.00048344i,-0.00072526-0.00018894i,-0.00073761+6.6168e-05i,0.00012049-0.0002278i
-0.0012448+0.00079541i,-0.0010888+0.0013395i,-1.2106e-05+0.00098711i,0.0015154+0.00018613i,0.0019115-0.00058705i,0.00058814-0.0011012i,-0.00035691-0.00060639i,-0.00024461+0.00038559i,-0.00023895+0.0012153i,-0.00021791+0.00092908i,-0.00027286+0.00027833i,-0.00032173+0.00034576i,0.00044568+0.00032577i,0.00051245+0.00035248i,0.00028516+0.0005291i,0.00055048-3.5327e-05i,0.0009807-0.00058874i,0.00054137-9.795e-05i,-0.00070226+1.2616e-05i,-0.0013517+0.00057827i,-0.00063452+0.00069486i,2.3216e-05-0.00032496i,0.00031673-0.00059718i
-0.00039275+0.00074213i,-0.00029036+0.0014041i,0.0012162+0.0034972i,0.0019044+0.0031602i,0.00019707+0.0009467i,-0.0020284+0.0002679i,-0.0025796+0.00056379i,-0.0017549+0.00028057i,-0.00014915+0.00064354i,0.00072221+0.0011471i,0.00016447+0.00067371i,-0.00029863+0.00060804i,-5.7687e-05+0.0013045i,4.641e-05+0.0018937i,-0.00037534+0.0010858i,-0.0003359+0.00058895i,-0.000306+0.00044735i,-0.00038239+0.00045064i,8.3148e-05+0.00054302i,-0.00016091+6.0551e-06i,-0.00084653-0.00059375i,-0.0007336+0.00038392i,5.3721e-05+0.001119i
0.0018392-0.00010134i,0.0008295+0.00020723i,0.00045314-7.1816e-05i,0.0013992-0.0007219i,0.0014835-0.0012147i,0.00057764-0.00069514i,-0.0003367-0.00032015i,-0.00074902+9.4961e-05i,-0.00036623+0.00066546i,0.00020642+0.00013928i,0.00024196+0.00040675i,-5.1313e-05+0.0010622i,-0.00014199+0.00045921i,-9.0315e-05-0.00027058i,0.00015546-0.00055427i,0.00022261-0.00090874i,0.00020907-0.00082918i,0.00066925-0.00020399i,0.00043337-3.4168e-05i,-0.00058823+0.00028656i,-0.00068797+0.00034615i,-0.00012694+0.00031329i,2.324e-05+0.00019893i
-0.00084507+0.00081393i,-0.00024249+0.00077333i,0.00095673+0.0027298i,0.001259+0.0030299i,0.0001851+0.0014057i,-0.0010679+0.0003852i,-0.0019711-0.00030398i,-0.0014822-0.00012921i,-0.00068248+0.00077459i,-0.00033616+0.0012598i,-0.00033376+0.0013403i,-0.00091086+0.00044711i,-0.0013752-0.0010446i,-0.00080295-0.0013253i,-0.00033987-0.0012323i,-0.0003086-0.0013212i,0.00030998-0.00090506i,0.00080734-0.00055215i,0.00022785-0.00080899i,-0.0010391-0.00096595i,-0.0014616-0.00028377i,-0.0009965-0.00012476i,-0.0004292+0.00014217i
0.00064001-5.4838e-05i,-0.0003905-0.00060486i,-8.0099e-05+8.7204e-05i,0.00099731+0.0010879i,0.00068615+0.00053513i,-0.00030831-0.00067667i,-0.00085637-0.00045238i,-0.00080658+0.00028829i,-7.6284e-05+0.00058018i,-1.6918e-05+8.2494e-07i,-0.00029183-0.00027598i,-0.00019612+0.00026338i,0.00025616+0.00093807i,0.00031042+0.00084796i,0.00061982+4.664e-05i,0.00092378-0.00021107i,0.00082888-5.0373e-06i,0.00014779+0.00099244i,-7.1532e-05+0.0011372i,-1.9275e-05+0.0002542i,1.1611e-05-0.00038413i,0.00014794-0.00031373i,0.00041332+0.00025137i
-0.00086266+0.00076632i,-0.00036699+0.0012399i,0.0012205+0.0024415i,0.002354+0.001248i,0.0021194-0.00091558i,0.00066713-0.0018145i,-0.00093605-0.0015363i,-0.0016468-0.00050157i,-0.00085783+0.00096857i,-0.00024885+0.0012515i,-0.00030278-0.00017714i,-0.00020803-0.00025962i,-0.00030406-5.6187e-05i,-0.00066662-0.00023134i,-0.00052122-0.00043121i,-0.00039578-0.001224i,6.8821e-05-0.00093742i,0.00049611-0.00085786i,0.00065995-0.0007467i,0.00040272-0.00084798i,-0.00016055-0.00096373i,-0.00053696-0.00048465i,0.00020478-0.00080007i
0.00026946-0.00015171i,0.00033327-5.9725e-05i,-2.9663e-05+0.00054756i,-7.5885e-05+0.0010122i,0.0004938+0.00055649i,0.00079856+0.00026998i,-8.2748e-05-0.00014168i,-0.00067986-0.00089905i,-0.00039892-5.1681e-05i,3.9627e-05+0.00069999i,0.00052271+0.00066787i,0.00051621+0.00087716i,6.0539e-05+0.00093334i,0.00018663+0.00025434i,-9.9725e-05+0.00012036i,5.2083e-05+0.00013168i,0.00087039+2.1042e-05i,0.00080487+0.00021887i,0.00054552-8.5442e-05i,0.00022034-0.00028408i,-0.00031678-0.0007426i,-1.1612e-05-0.00032973i,0.00042433+0.00046577i
-0.0011271+0.00045789i,-0.00012482+0.0017826i,0.0016876+0.0024726i,0.0021016+0.0020566i,0.0011846-0.00017334i,-3.0676e-05-0.0015261i,-0.00097003-0.0015211i,-0.0012604-0.00051972i,-0.0011151+0.000429i,-0.00086009+0.00057118i,-0.00059746+0.00074729i,-0.00071304+0.00091251i,-0.00065503+0.00096518i,-0.000208+0.00025065i,-3.6453e-05-0.00093299i,-0.00017956-0.0013088i,0.00072691-0.00088687i,0.00043855-0.00076083i,-0.00019072-0.0011215i,-9.4868e-05-0.00096616i,-0.00021947-0.0004305i,0.00020035+2.5607e-05i,0.00073028+0.00013108i
0.0010557+8.5566e-05i,0.00063413+0.00084229i,0.0010136+0.0010325i,0.0010338-0.00041576i,2.9641e-05-0.0014787i,-0.0006041-0.00073578i,-0.00081908-0.00020995i,-0.00040662+0.00034573i,0.00049973+0.00087912i,0.0006107+0.00050133i,0.00015248+0.00013349i,3.6477e-05+0.00018194i,0.00013906-6.156e-05i,-0.0002249+0.00010198i,-0.00049029+0.00028925i,-0.00010887-0.00051152i,3.4253e-05-0.0012032i,-6.7305e-05-0.00096247i,0.00031811+0.00031617i,0.00025494+0.00015146i,-0.00056401-0.00088797i,-0.0007248-0.00090758i,-0.000183-0.0011976i
-0.00074996-0.00086918i,-0.0001564-0.00019303i,-0.00014308-0.0005323i,0.00019835-0.00020566i,1.2517e-05+0.00091957i,-0.00010938+0.00038759i,3.8533e-05-0.00065763i,-8.2466e-05-0.0010033i,-0.00055653-0.00068492i,-0.0010538+0.00029405i,-0.00017219+0.00091017i,7.5655e-06+0.00068188i,-0.00096293-0.00069696i,-0.00020126-0.0015706i,0.00015223-0.00088119i,0.00030114+7.0187e-05i,0.00084142+0.00037004i,0.00091223+0.0003545i,0.00079364-0.00041769i,0.00064548-0.00098077i,0.00047872-0.00057722i,0.0002029+8.9827e-05i,1.8931e-05-0.0001529i
-1.2246e-05-0.00046616i,0.00024403-0.00029069i,0.001143+2.0255e-05i,0.0012319-0.00031922i,-0.00020896-0.00087026i,-0.0012089-0.0007961i,-0.00069717-0.00034162i,-0.00076211+0.00036734i,-0.0013125+0.00083714i,-0.00072495+0.00052659i,0.00038776+0.00024293i,-0.00019539-0.00017684i,-0.00060689-0.00068292i,3.3683e-05-0.00025539i,0.00019142+0.00054063i,0.00015139+0.00039307i,0.00050855+0.00019707i,0.00051996-0.00076146i,4.0397e-07-0.0011111i,-2.3404e-05-0.00011453i,0.0001848-0.00022682i,0.00021915-0.00050631i,0.00014145-0.00058158i
-0.00081501-0.0010794i,0.00060432-3.2952e-05i,0.00045154+0.00092817i,-6.0478e-05+0.001383i,3.989e-05+0.0013319i,0.00034719+0.00072105i,0.00042429+0.00055417i,-0.00012249+0.0010206i,-9.6526e-05+0.00090723i,-0.00012895+0.0013951i,-0.00072814+0.0017616i,-0.0012046+0.001654i,-0.00062688+0.00060524i,0.00046577-0.00066041i,0.0010705-0.00014925i,0.00075664+0.00037686i,0.00089349-2.5875e-05i,0.0015556-0.00076957i,0.0014337-0.00056917i,0.00057717-3.8261e-05i,0.00019859+0.00029316i,0.00019358+0.00019878i,-0.00016204+0.00031134i
0.00071885-0.0016268i,0.0014468-0.00081077i,0.00095849-0.00024039i,0.00030151+0.00074894i,-0.00080392+2.4261e-05i,-0.00077154+0.00021707i,3.1747e-05+0.0011291i,-4.3297e-05+0.00059828i,-2.6278e-05+0.00013838i,6.3502e-05+0.00021506i,-0.00011804+0.00016497i,-0.00016885+0.00054812i,0.00014882+0.00021964i,0.00018112-0.00017855i,4.3193e-05-0.00014642i,6.6521e-05-0.00020475i,5.3388e-05-0.0008832i,-7.2671e-06-0.0011389i,0.00054095-0.00059883i,0.00046996-0.00019425i,-0.00027727-0.00034395i,0.00022643-0.00043402i,0.00049395+0.00012793i
0.0018463+0.00090063i,0.0020444+0.0026081i,0.0015133+0.0020772i,0.00064548+0.00073142i,0.00047312-0.00025188i,9.3152e-05-0.00019923i,-0.00062694-0.0007271i,-0.00086225-0.0011405i,-0.00054443-4.5506e-05i,-5.0343e-05+0.00045324i,0.00027248+0.00069504i,-2.829e-05+0.00080866i,-0.00051838+0.00050112i,-0.00045594-0.00023575i,0.00041397-0.0008895i,0.00030991-0.0005355i,-0.00016375-0.00047106i,-0.00041835-0.00038895i,-0.00049996-0.0011275i,0.00018923-0.0018494i,-6.1008e-05-0.00071764i,-0.00083231-2.3031e-05i,-0.00083145-0.00014733i
-0.00055856-0.0011641i,-0.0016832-0.0008593i,-0.0016315-0.0012453i,-0.00095333-0.0012041i,-0.0010554-0.00036797i,-0.0012164-0.00013649i,-0.0010782-0.00036426i,-0.00054654-0.00032027i,-0.00046979+3.9736e-05i,-0.00090134-1.1364e-05i,-0.00067453+5.1199e-05i,-0.00014294+0.00029018i,0.00043099+0.00019588i,0.00068458+0.00028638i,1.2296e-05+1.5975e-05i,-0.00013376-0.00019024i,0.00012157-0.00034496i,0.00025577-0.00059449i,-0.00015821-0.00047136i,-0.00040352-0.00046061i,-1.0143e-05-0.00049038i,0.00032825-0.00042939i,0.00012517-1.464e-05i
