-0.00095805+0.0012176i,-0.0006522-0.00070789i,-0.0022686-0.0018558i,-0.0025898+0.00053461i,-0.0019086+0.0033763i,-0.0010765+0.003647i,8.3361e-05+0.0020203i,0.0010755+0.00078133i,0.0010657+0.00063265i,0.00042492+1.8523e-05i,0.00013308-0.00040637i,-7.8082e-05-0.00073586i,-0.00020217-0.00061861i,-0.00030729+0.00017967i,-0.00031942+7.179e-05i,-0.00040505-0.00014754i,-0.00020022-0.00021197i,-0.00026016-0.00063014i,-0.00025796-0.00029615i,0.00023511-0.00035499i,0.00045057-0.00057757i,0.00035669-0.000775i,0.00046308-0.00049536i
0.012249-0.0037933i,0.030918+0.00073596i,0.038036+0.019254i,0.0036213+0.021719i,-0.042862-0.017902i,-0.035576-0.048779i,-0.0014004-0.031305i,0.0062664-0.00062812i,0.0030862+0.01264i,0.0056403+0.012633i,0.0078665+0.0079025i,0.0050985+0.0040151i,0.00063776+0.0032286i,-0.0023931+0.0048034i,-0.0030989+0.0055428i,-0.0020555+0.0056779i,0.00047672+0.0041996i,0.0037564+0.00042651i,0.0042463-0.0023039i,0.0023467-0.0022634i,0.0022532-0.00036446i,0.0033091+0.0011093i,0.0031503+0.0012121i
0.0034686+0.015958i,-0.0027971+0.036684i,-0.015342+0.063794i,-0.017989+0.085184i,-0.016319+0.10032i,-0.026786+0.088509i,-0.026974+0.048042i,-0.008307+0.015944i,0.0042979+0.00074994i,0.0030852-0.0027039i,-0.0032573+0.00049562i,-0.0066353+0.0037082i,-0.0053405+0.0036631i,-0.0031651-0.00034551i,-0.0013324-0.0054975i,-0.00025135-0.0082831i,-0.00025399-0.0082796i,-0.0010595-0.0064408i,-0.0023493-0.0024092i,-0.0014097+0.00048769i,0.00083122-2.1084e-05i,0.0012804-0.0018803i,0.00017361-0.0022321i
-0.0084898+0.0015363i,-0.025413-0.016626i,-0.030898-0.053307i,-0.0051756-0.086263i,0.040791-0.084438i,0.061545-0.053164i,0.038289-0.024187i,0.0084535-0.011145i,-0.0056306-0.0036705i,-0.0075426+0.00052105i,-0.0040651-0.00077287i,-0.0031409-0.0044813i,-0.0045222-0.0068044i,-0.0035019-0.0053691i,-0.0010349-0.0014358i,0.00075821+0.0032243i,0.00093739+0.0068099i,0.0012281+0.0076812i,0.0015926+0.0051031i,0.00038245+0.0018305i,-0.0018365+0.0015188i,-0.0022931+0.0026895i,-0.0016829+0.0031187i
0.0022607-0.0064883i,0.017548-0.010019i,0.029955-0.0025928i,0.011075+0.014254i,-0.031318+0.011457i,-0.042976-0.010493i,-0.018159-0.013101i,0.0010314+0.000135i,0.0057486+0.007i,0.0054722+0.0053958i,0.0043835+0.0005009i,0.0042066-0.0031294i,0.0049381-0.0032861i,0.0048218-0.0013399i,0.0025091+0.00056846i,-0.00031846+0.00054178i,-0.00039851-0.0015275i,-0.000119-0.0042595i,-0.0015932-0.0049328i,-0.0011716-0.0032763i,0.001191-0.0022029i,0.0020165-0.0016071i,0.0020438-0.0016544i
0.0047567+0.0072492i,0.013278+0.02231i,0.01993+0.043331i,0.025005+0.056837i,0.029471+0.063814i,0.015933+0.063162i,-0.00293+0.038814i,-0.0078051+0.0086753i,-0.0071004-0.0047643i,-0.0061219-0.0045234i,-0.0041653+0.00033537i,-0.0019704+0.0037292i,0.00033212+0.0042851i,0.00080821+0.0019685i,-0.0010762-0.002697i,-0.00392-0.0060971i,-0.005636-0.0055604i,-0.0056217-0.0019541i,-0.0036827+0.0011944i,-0.0018548+0.0017255i,-0.0008904+0.00091004i,-0.00017592+0.0006968i,-4.6622e-05-0.0001049i
-0.0066936+0.0024258i,-0.023753+0.00099877i,-0.046487-0.016631i,-0.051784-0.045972i,-0.027941-0.065415i,0.0030604-0.057186i,0.0093946-0.0307i,-0.0025768-0.0083746i,-0.0076794+0.0030479i,-0.0054353+0.0043878i,-0.0041263-7.5123e-05i,-0.0044013-0.0023033i,-0.0044731-0.00091638i,-0.0034521+0.0013294i,0.00054408+0.002946i,0.0041525+0.0031394i,0.0046902+0.0029913i,0.004394+0.0021623i,0.0034033-6.8994e-05i,0.0013966-0.00039034i,-0.00090188+0.00094923i,-0.001541+0.001956i,-0.00035708+0.0017435i
-0.0031041-0.0048109i,0.0027882-0.015123i,0.013219-0.017706i,0.013+0.0024762i,-0.009554+0.021469i,-0.026473+0.010034i,-0.014886-0.0074807i,0.0017089-0.0081919i,0.0079074-0.0048987i,0.0078663-0.0044187i,0.0038781-0.0051844i,0.0011215-0.005727i,0.0021169-0.0057348i,0.0024364-0.0049612i,0.00054999-0.0026174i,-0.00099027-0.0011331i,-0.0020576-0.0018407i,-0.0033753-0.0023846i,-0.0040233-0.0015015i,-0.0028965-0.00095103i,-0.00095647-0.0013752i,-0.001235-0.0016616i,-0.0015203-0.0012728i
0.0072386+0.00078995i,0.017494+0.0045324i,0.029958+0.014004i,0.041658+0.020083i,0.050412+0.021087i,0.041717+0.028259i,0.018025+0.024567i,0.0018706+0.0076422i,-0.0055897-0.001527i,-0.0056523-0.00015373i,-0.00028362+0.0045819i,0.0024793+0.0063281i,0.0022038+0.0055116i,0.0010186+0.0042949i,-0.00038933+0.0023645i,-0.0014999+0.0011524i,-0.0013058+0.0011553i,-0.00061362+0.0015086i,0.0004194+0.0020652i,0.0012737+0.0019023i,0.0017206+0.0010356i,0.0021949+4.3631e-05i,0.0012024+0.00059527i
-0.0032142+0.0077115i,-0.013386+0.017212i,-0.033441+0.020431i,-0.047561+0.0042393i,-0.041436-0.022453i,-0.017618-0.031381i,0.00080079-0.01639i,0.0046334-0.00091495i,0.004823+0.0055352i,0.0035686+0.0060616i,0.00098169+0.0034626i,-0.0017595+0.0012502i,-0.0037019+0.00098757i,-0.0023769+0.00064201i,0.0006198-4.9046e-05i,0.0027781-0.00039528i,0.003286-0.00074082i,0.0021254-0.0011973i,0.00022776-0.0013248i,-0.00093308-0.00021624i,-0.0014819+0.0017873i,-0.00088406+0.0016379i,-0.00024865+0.00013973i
-0.0040373+3.5835e-05i,-0.0087903-0.0075512i,-0.0036108-0.015055i,0.009115-0.0049119i,0.0058357+0.018656i,-0.0085087+0.02158i,-0.0075206+0.0057078i,0.0016173-0.0031535i,0.0051349-0.0064108i,0.0035745-0.0078507i,0.00011793-0.0059259i,-0.0021116-0.0055583i,-0.00284-0.0069949i,-0.0040876-0.0066332i,-0.0049926-0.0042404i,-0.0047607-0.001707i,-0.0034845-0.00078114i,-0.0020756+0.00053876i,-0.00090882+0.0016622i,-0.00069309+0.0001744i,-0.0012348-0.00091302i,-0.0017693-0.0002568i,-0.00070982-9.8017e-05i
0.0052481-0.0042664i,0.013511-0.0088412i,0.023288-0.011386i,0.026614-0.010698i,0.03069-0.0070664i,0.031644+0.0039555i,0.018883+0.011687i,0.00516+0.011406i,-0.00074498+0.0096146i,-0.00014726+0.0062911i,0.003458+0.0032548i,0.0063415+0.0036128i,0.0070965+0.0053028i,0.0052001+0.0049596i,0.0023007+0.0029534i,0.00092299+0.0014289i,0.00070271+0.00043166i,0.0013783-0.0001307i,0.0024118-0.00024267i,0.0030909-0.00080186i,0.0035396-0.0015716i,0.0030813-0.0017179i,0.0010487-0.0012971i
0.0040429+0.0064274i,0.0074784+0.01492i,-0.0024224+0.025663i,-0.022852+0.024895i,-0.032152+0.010106i,-0.023467-0.0055121i,-0.008465-0.0060857i,0.00094352+0.001397i,0.0046446+0.0049083i,0.0053429+0.0038939i,0.002635+0.0023772i,-0.00097997+0.0015851i,-0.0013138+0.001137i,-0.00019444+0.00056256i,0.00067998-0.0013003i,0.00075683-0.0025313i,-0.00067627-0.0012915i,-0.002446+0.00022856i,-0.0039588+0.00086854i,-0.0033596+0.0015175i,-0.0013289+0.0022141i,-0.00086121+0.0021576i,-0.0015362+0.0017291i
-0.0021449+0.0062318i,-0.005015+0.0051455i,-0.0065553+0.0012081i,0.0015237-0.0006024i,0.0091249+0.0084654i,0.0008146+0.015013i,-0.0077975+0.0065803i,-0.0092822-0.0033013i,-0.0098092-0.0061921i,-0.0080597-0.0041512i,-0.005185-0.0017116i,-0.0057028-0.0015927i,-0.007769-0.0028169i,-0.0085062-0.003058i,-0.007069-0.0019648i,-0.004903-0.00018441i,-0.0032641+0.00035278i,-0.001089+0.00052285i,0.00037901+0.00071119i,0.00040604+2.4622e-05i,-0.00027933-0.0001787i,5.218e-05-5.5468e-06i,0.00095988-0.00018429i
-0.0029792-0.0028962i,-0.0038188-0.0083277i,-0.00083182-0.014115i,0.0042864-0.016497i,0.0086372-0.018986i,0.014587-0.01464i,0.012868-0.004734i,0.0038738-0.00075107i,-0.0029657+0.0019064i,-0.0040468+0.0027166i,-0.00069064-0.00095419i,0.0029319-0.0035642i,0.005549-0.0034851i,0.0075994-0.0027568i,0.0079299-0.0018549i,0.0065341-0.0010693i,0.0038483-0.0013411i,0.0011463-0.0019311i,2.6891e-05-0.0016833i,0.0009254-0.0017213i,0.0019475-0.0018022i,0.002003-0.0025782i,0.0014443-0.0023261i
0.003601-0.0010273i,0.0071017+0.0024482i,0.00894+0.014161i,0.0015592+0.024214i,-0.011844+0.02037i,-0.014954+0.0067521i,-0.006422-0.002533i,0.00072772-0.0061506i,0.0034817-0.0088343i,0.0030592-0.0072014i,0.00056925-0.0034166i,-0.0015746-0.0012242i,-0.0018274+0.00053723i,-0.0016585+0.0014028i,-0.0017999+0.0018024i,-0.002064+0.0021296i,-0.0016424+0.002143i,8.1077e-05+0.0024262i,0.00063611+0.0022448i,-7.1495e-05+0.0021788i,-0.00021335+0.0029655i,-0.0002717+0.0034794i,-0.00080538+0.0026153i
0.0022663+0.0010256i,-0.0023987+0.00069628i,-0.0073699-0.0055123i,-0.0040397-0.010787i,0.0065727-0.0033663i,0.0079424+0.0060629i,0.0015995+0.0045465i,-0.0004262-0.00049748i,-0.0020062-0.0026931i,-0.0029612-0.0032627i,-0.0021776-0.0010686i,-0.0030144+0.0015516i,-0.0041538+0.0031815i,-0.0048511+0.004843i,-0.0050649+0.0046823i,-0.0032819+0.0028223i,-0.0018191+0.0013473i,-0.0011263+0.0005975i,-0.00048093-0.00042977i,-0.0010563-0.00072835i,-0.002076-0.00050558i,-0.00068725+3.0724e-06i,0.001345+0.00038482i
5.3811e-05-0.00080038i,-0.00042674-0.0022586i,-0.0017677-0.0086836i,-0.0052838-0.012068i,-0.0041685-0.011445i,0.0039588-0.010216i,0.010112-0.004825i,0.010775+0.00070057i,0.009449+0.0045058i,0.0063121+0.0046689i,0.003477+0.0011408i,0.0025136-0.0027353i,0.0030055-0.0049948i,0.0030937-0.0056913i,0.0031047-0.0059141i,0.0034446-0.006423i,0.0021818-0.0049058i,-0.00025824-0.0016126i,-0.00076018-0.00081051i,0.00049618-0.0014302i,0.0004845-0.0019581i,-0.0002463-0.0011259i,-0.0011627+0.00067846i
-0.001623+0.00038658i,0.00081985+0.0024766i,0.0039484+0.009432i,0.0053649+0.01939i,0.0034161+0.022099i,-0.00055833+0.015041i,-0.00099749+0.0067669i,-0.0016498+0.0030235i,-0.00289+0.00072794i,-0.0013916+0.00087199i,7.4587e-05+0.0019447i,-0.00066492+0.0014337i,-0.0017866+0.00077013i,-0.0015013+0.00085161i,-0.0012861+0.0010889i,-0.0013621+0.0021301i,-6.6195e-05+0.0022921i,0.001316+0.00086031i,0.0009445+0.00065545i,0.00056004+0.0020423i,0.00067599+0.0026612i,0.0012525+0.0027693i,0.0015458+0.0029083i
0.001743-0.0027877i,-0.0019431-0.0036161i,-0.0066378-0.0026729i,-0.0064972-0.0019195i,-0.00010001-0.0021857i,0.0051442+0.0037244i,0.0037657+0.0077604i,-0.001649+0.0071466i,-0.0056864+0.00684i,-0.0046901+0.0064597i,-0.0014056+0.0043422i,5.5444e-05+0.0032605i,-0.0010328+0.004652i,-0.00099898+0.0048489i,-0.00033352+0.0038614i,-0.0015282+0.0023357i,-0.0028753+0.00098881i,-0.0036479+6.2402e-05i,-0.003568-0.0001061i,-0.0029847+0.00040347i,-0.0025186+0.00087067i,-0.002034+0.00057053i,-0.0013208+0.00010462i
0.0012924-0.00059177i,-0.000308-0.0010939i,-0.0040529-0.0016087i,-0.0066541-0.0022424i,-0.0087327-0.0023415i,-0.005931-0.0031683i,-0.00057961-0.0037861i,0.0016959-0.0037816i,0.0018048-0.0029661i,0.00034015-0.0015524i,-0.0016942-0.001512i,-0.0016991-0.0035326i,-0.00014063-0.0055489i,0.001069-0.0064684i,0.0012189-0.0073566i,0.00096441-0.0076419i,0.0004574-0.0061878i,0.00046956-0.003064i,0.0012431-0.0013881i,0.0013178-0.0017759i,0.00011554-0.0016581i,-0.001095-0.00080615i,-0.0012228+0.00038964i
0.0021175+0.0024074i,0.0059338+2.142e-05i,0.011276-0.0014184i,0.012962+0.00091972i,0.0085991+0.0070414i,0.0030336+0.0090223i,-0.00013684+0.0047528i,-0.001206-0.00039736i,-0.0023512-0.0042228i,-0.0036208-0.0043154i,-0.0025486-0.0015662i,-0.0015105+0.0011936i,-0.0017854+0.0031837i,-0.0018342+0.0040123i,-0.00012695+0.0047116i,0.0014345+0.0049926i,0.00161+0.0033703i,0.0012697+6.5669e-05i,0.00024564-0.001268i,0.00061263-0.00069671i,0.0023664-0.00038065i,0.0031318+7.2301e-05i,0.0020171+0.00013063i
0.00083023+0.0059979i,0.001393+0.011105i,0.00062004+0.011935i,-0.0027281+0.0050369i,-0.0029493-0.0019082i,-0.00085055-0.0021475i,0.00066614+0.001423i,0.0030337+0.0029428i,0.0041058+0.0026983i,0.0023469+0.0010541i,0.00074509-0.00050331i,0.00049633+0.00029817i,0.00052603+0.0023777i,0.00023835+0.0033791i,6.3367e-05+0.0025606i,0.00011228+0.0020758i,-0.00012079+0.0037112i,-0.00079746+0.0040939i,-0.0011884+0.0028612i,-0.00083803+0.0032839i,-0.00031332+0.003542i,0.00041461+0.0016743i,5.3678e-05-1.1536e-05i
-0.0044948+0.0015072i,-0.0059972+0.0010685i,-0.0091109+0.000685i,-0.0091432+0.0022416i,-0.0054034+0.003339i,-0.004097-0.0006818i,-0.0015795-0.0029344i,0.0017737-0.002337i,0.004245-0.0017361i,0.0055787-0.0011541i,0.0034976-0.0010934i,-0.00017659-0.0020791i,-0.0030163-0.0035054i,-0.0048224-0.0054249i,-0.0046374-0.0067052i,-0.0039644-0.0076535i,-0.0037116-0.0076401i,-0.0018413-0.0057681i,-4.0285e-05-0.0036639i,0.00013007-0.0026055i,-0.0010833-0.0018217i,-0.0013188-0.00061907i,0.00032795+0.0008829i
0.0013694+0.00092366i,0.0058482-0.0022548i,0.0089838-0.0057386i,0.0096519-0.0061418i,0.010272-0.0041961i,0.0082029-0.0019699i,0.0040351-0.0018883i,-0.00077136+0.00029751i,-0.0032998+0.003144i,-0.0019832+0.0025588i,-0.00045439+0.0014863i,0.0011762+0.00098032i,0.0013742+0.00048873i,4.943e-05+0.00081724i,0.0007907+0.0024769i,0.0033191+0.0038838i,0.0039468+0.0030265i,0.0018753+0.0013367i,-0.00015757+0.00090528i,-0.00066532+0.0006165i,-2.5825e-05-0.0001611i,0.00057639-0.00036252i,0.00026739-0.00038858i
0.0031919+0.0025338i,0.0037828+0.0022249i,0.0040844+0.0046376i,0.0013495+0.0070273i,-0.00086074+0.0031611i,0.00128-0.00044583i,0.0031314-0.001763i,0.0022164-0.00027973i,0.00047236+0.0030894i,-0.00021325+0.0041258i,3.4482e-06+0.0024499i,0.00084655+0.00057275i,0.0017279-0.00092459i,0.0012794-0.0015281i,-0.00030372-0.0016426i,-0.00064976-0.0011686i,0.00093898+0.00063925i,0.0019734+0.0015032i,0.001324+0.0014847i,-0.00012632+0.0021435i,-0.0001046+0.0032414i,0.00033362+0.0031642i,7.0951e-05+0.002075i
-0.0021616+0.0033973i,-0.0032941+0.0048093i,-0.0048557+0.0069194i,-0.0035205+0.0082986i,-0.0013412+0.0088504i,-0.00050548+0.0058683i,2.2208e-05+0.00017122i,-0.0015024-0.0041715i,-0.0041083-0.0053334i,-0.0035656-0.0027487i,-0.0015957-0.00074147i,-0.0015775-0.00068209i,-0.0026865-0.00040697i,-0.0031812-0.00095434i,-0.0039732-0.0022815i,-0.0058565-0.0028622i,-0.0068614-0.003491i,-0.0062452-0.0042128i,-0.0046127-0.0035826i,-0.0034084-0.002745i,-0.0029106-0.0016587i,-0.0020791-0.00067539i,-0.00072403-0.00023681i
-0.0021892+0.0014628i,-0.0024576+0.00052673i,0.00013232-0.0023052i,0.00309-0.0049948i,0.0041211-0.0038816i,0.0033609-0.00072189i,0.0030928+0.00090424i,0.0037874+0.00026268i,0.0014322-7.0254e-05i,-0.00069078+0.00012148i,-0.00015185+0.00025898i,0.00083298+0.00038537i,0.0019082+0.00061787i,0.0029033+0.00097211i,0.0043685+0.0016699i,0.0056489+0.0017066i,0.0055305+0.0010755i,0.0035552+0.00098379i,0.0021091+0.00098494i,0.002139-0.00049256i,0.0018053-0.0019424i,0.00086391-0.0015197i,-0.00039793-0.0011616i
0.0016394+0.0013861i,0.0031646+0.0018739i,0.0032483+0.0023239i,0.00092128+0.0032983i,-0.0011461+0.0034164i,-0.0020978+0.0035499i,-0.00014283+0.004041i,0.0025815+0.0014308i,0.0034065-0.0009156i,0.0014758-9.3543e-05i,-0.0015654+0.0011346i,-0.0032307+0.00044165i,-0.0030593-0.00057584i,-0.0024137-0.00093209i,-0.0017885-0.0012289i,-0.0016016+0.00012142i,-7.2471e-05+0.00092247i,0.0019601-0.00021793i,0.0019341-0.00057656i,0.0016089+0.00029188i,0.0023026+0.0014457i,0.0030272+0.0029111i,0.0029927+0.0024526i
0.0039845+0.0023939i,0.0037978+0.0016162i,0.00034593+0.0013688i,-0.0038169+0.0031434i,-0.0039339+0.0049645i,-0.0015568+0.0060879i,-9.2385e-06+0.0053279i,0.00083804+0.0036482i,0.00032557+0.0013812i,-0.0013303-0.00025226i,-0.0024395-0.00067729i,-0.0029879-0.00082563i,-0.0023542-0.0002035i,-0.0030964+0.0001557i,-0.0051431-0.00023829i,-0.0063386-0.00027644i,-0.0068962+0.00090212i,-0.0063684+0.0022382i,-0.0051036+0.0026897i,-0.0038299+0.0019073i,-0.0029314+0.00060662i,-0.0024716-0.00014241i,-0.0013737-0.00039441i
-0.00036271+0.0045872i,-0.00020279+0.0050751i,-0.0016678+0.0038584i,-0.0026428+0.0021677i,-0.0023972-0.00069921i,-0.0023716-0.0019779i,-0.0020104-0.00077241i,-0.0015588+0.0015935i,-0.00038969+0.0040484i,-0.00029992+0.0041435i,-0.0002865+0.0014406i,0.00017451-0.0013374i,0.00078728-0.0022258i,0.0015204-0.0019609i,0.0030533-0.0019277i,0.0052489-0.0034387i,0.0059148-0.0036981i,0.0045576-0.0017976i,0.0031191-0.00060243i,0.0017996-0.001182i,-0.0004207-0.0020753i,-0.001581-0.00095421i,-0.00084123+0.00067277i
0.0033071-0.0023726i,0.0022633-0.0048903i,0.0010892-0.0045066i,0.0013307-0.00054613i,0.00039597+0.0015509i,-0.0019093+0.0010887i,-0.0026975-0.0011073i,-0.0020062-0.0015259i,-0.00082831-0.00076299i,0.0004328-0.00043412i,5.2477e-05-0.00038165i,-0.00056937+0.00015275i,-0.00048482+0.0004783i,-0.0015253+0.00058484i,-0.0025995+0.0015732i,-0.0020392+0.0021964i,-0.0013855+0.0010006i,-0.0013016-0.0012785i,-0.0006915-0.0017564i,0.0010284+0.00039323i,0.0025313+0.0016663i,0.0032758+0.00067737i,0.0028068+4.2236e-05i
0.0006365+0.001044i,0.0011778+0.0022919i,0.0031133+0.0038702i,0.0040359+0.0034748i,0.0027078+0.0011023i,0.0029692+0.00016279i,0.0027758-0.0008249i,-0.00012831-0.0013243i,-0.0030682+0.00032039i,-0.0018597+0.00055749i,-8.9713e-06-0.00066675i,0.00047184-0.00060371i,0.0002688+0.00027084i,-0.0008231+0.00043403i,-0.0022713+0.00022166i,-0.0034254+0.0018658i,-0.0035452+0.0040883i,-0.0025362+0.0055263i,-0.00092336+0.0050445i,-0.00089212+0.003553i,-0.0018354+0.0030552i,-0.0028307+0.0024219i,-0.0027916+0.00042004i
0.0038133+0.0012941i,0.0042202+0.00045683i,0.001535-0.00071265i,-0.0029029-0.0015188i,-0.0040774-0.0022812i,-0.00077342-0.0023324i,0.0031322-0.0025293i,0.0042446-0.0028858i,0.0031092-0.0014549i,0.0018276-0.00012853i,0.00071042+0.00036398i,-7.682e-05+0.00048775i,-0.00027895+0.00094225i,0.00043132-0.00010188i,0.0013139-0.0022218i,0.0022866-0.0044463i,0.0025394-0.0058735i,0.0020882-0.0059577i,0.0015093-0.00547i,0.00013727-0.0045016i,-0.00099683-0.0032394i,-0.0018855-0.0016322i,-0.0019698+1.0968e-05i
-0.0015313+0.0029062i,-0.00088762+0.0044112i,0.00087519+0.0021272i,0.0025505+0.00036313i,0.0028813+0.0032478i,0.0031591+0.0047611i,0.0038869+0.0016563i,0.0025863-0.0018077i,0.0012426-0.0028335i,0.0019167-0.0015583i,0.0022408+0.00035857i,0.00070384+0.00093953i,-0.0017934+0.0014425i,-0.0025204+0.001485i,-0.0022939+0.0015108i,-0.0015755+0.002504i,-0.00093258+0.0029278i,-0.0014001+0.0025661i,-0.00091246+0.0017155i,0.00079045+0.00078945i,0.0017769-4.3255e-06i,0.0019409-0.00040332i,0.0024001-0.00044208i
0.0018102+0.0022311i,0.0037609+0.0033497i,0.0044147+0.0038341i,0.0027883+0.003642i,0.0027802+0.0023404i,0.0026232+0.0019982i,0.0029825+0.003084i,0.0036886+0.0030214i,0.0024781+0.0018365i,0.00041687+0.0014591i,-0.0011544+0.00099169i,-0.0016335-0.00027567i,-0.0016357-0.00020029i,-0.0023356+0.0011971i,-0.0027308+0.0019307i,-0.0025423+0.0014962i,-0.0013436+0.00098735i,0.00096561+0.0021374i,0.001848+0.0035239i,0.0017947+0.0037041i,0.0014435+0.0030645i,0.0012007+0.002323i,0.00076101+0.0021338i
0.0041234-0.0016324i,0.001848-0.0030788i,-0.0026197-0.0043431i,-0.0048967-0.0022392i,-0.0039946-0.0016485i,-0.0052804+0.00089118i,-0.0053371+0.0044476i,-0.0023588+0.0040634i,0.00025589+0.002094i,-1.6041e-05+0.0007274i,-0.0014847-0.00014086i,-0.0014422-0.0014216i,-0.00055822-0.0022909i,-0.00020576-0.0021614i,-0.00028254-0.0029097i,-0.00026021-0.0047405i,-0.00062233-0.0055295i,-0.0011825-0.0048685i,-0.0020009-0.0041848i,-0.0037714-0.0027226i,-0.0039247-0.0015331i,-0.0022061-0.00086456i,-0.00092593+0.00075052i
0.024652+0.0013673i,0.026458-0.0081272i,0.024244-0.022425i,0.0095475-0.021696i,-0.0041859-0.013392i,-0.0095222-0.00059537i,-0.0044978+0.0073979i,0.00019113+0.0067669i,0.0023671+0.0014635i,0.00029518-0.0053945i,-0.0039543-0.0058816i,-0.0051168-0.0016767i,-0.0068397+0.0037619i,-0.0095284+0.0094457i,-0.0096326+0.011352i,-0.0055959+0.0080216i,-0.0010726+0.0039074i,0.0010046+0.0032297i,0.0023364+0.0052945i,0.0027151+0.0045702i,0.0023026+0.00073895i,0.001752-0.0022972i,0.00022222-0.0030104i
-0.0029654+0.00026779i,-0.0029803+0.0012475i,-0.0011589+0.0033703i,0.0012702+0.0039506i,0.0022098+0.0037307i,0.0039805+0.0029423i,0.0030126+0.0011788i,0.00042978-0.00056254i,-0.0012459+0.00042361i,-0.00066559+0.0018688i,0.0010664+0.00061726i,0.0010124-0.00080105i,0.00049221-0.0010878i,0.0016447-0.00046642i,0.0032936+0.00075324i,0.0025707+0.0012782i,0.00078951+0.0010878i,0.0014424-7.7142e-05i,0.002064-0.00095344i,0.00089148-0.0002744i,0.00015395+0.00047305i,0.0004701+0.00096461i,0.0007482+0.0013235i
-0.0056449+0.00088387i,-0.0070352+0.0042705i,-0.0066255+0.0071003i,-0.0040428+0.0058962i,-0.0026661+0.0047577i,-0.0018944+0.0026882i,-0.001379-0.00080666i,-0.0013933-0.0024535i,-0.0010822-0.0020141i,-2.6808e-05-0.00018804i,0.0011882+0.0013519i,0.0010288+0.0018127i,-9.9361e-05+0.001038i,-0.0010231-0.00048837i,-0.0014685-0.0025714i,-0.0017579-0.0037518i,-0.0018911-0.002916i,-0.0030465-0.0014465i,-0.0039667-0.00076851i,-0.0029534-0.00070952i,-0.0027656-0.00018777i,-0.002404+0.00029154i,-0.00087659+0.00028406i
-0.00092999+0.00039042i,-0.0015901+0.00084526i,-0.00091482+0.0014452i,0.00076962+0.0016916i,0.0023952+0.0020864i,0.0021951+0.0011241i,0.0010437-0.00016263i,0.00063537-9.5744e-05i,0.00081559+0.00020908i,0.0015824+2.0465e-05i,0.0016203+0.00020158i,0.00099024-0.00030254i,0.00027256-0.00082i,-0.00034721-0.0006265i,7.2002e-05-0.00022995i,0.0011851+0.00095033i,0.0021167+0.0015958i,0.0026323+0.0014495i,0.002043+0.00074634i,0.0015063+0.00032406i,0.001192-5.5945e-05i,0.001299-0.00071146i,0.0011393-0.00082118i
0.0021666+0.0012844i,0.0018846+0.00058369i,-0.00061178+0.00068699i,-0.0034175+0.0010726i,-0.0018746-4.2443e-05i,0.00057531-0.001861i,0.00074004-0.0022672i,0.00095943-0.0012184i,0.0015466+6.2736e-06i,0.0012572+0.00055456i,0.00065521-0.00016098i,0.00014453-0.00086151i,-0.00011218-0.0010182i,0.00050909-0.0010989i,0.0008981-0.00042927i,0.00025235+1.4986e-05i,-0.0010787-0.00015201i,-0.0021157-0.0004996i,-0.0013175-0.00086404i,0.00029127-0.00029489i,0.0011937+0.00035392i,0.0015723+0.0001374i,0.0015706+0.00025975i
-0.00015192+0.0015774i,0.0018619+0.0024276i,0.0024812+0.0040988i,0.0044344+0.0047923i,0.0061166+0.0028603i,0.0064874+0.00053039i,0.0054409-0.00094147i,0.0025664-0.0011196i,-0.00038803-0.00027203i,-0.0005741+0.0018738i,0.00036307+0.0020864i,6.9734e-05-0.00046096i,1.802e-05-0.0016804i,0.00029529-0.0017653i,-0.00090935-0.0019684i,-0.0023051-0.0018422i,-0.0024836-0.0013308i,-0.0014796+0.0002648i,-0.00050453+0.0012935i,-0.00046013+0.0016134i,-0.00035739+0.0021835i,-0.00025125+0.0014418i,0.0006982-0.00025088i
-0.0020114+0.0036724i,-0.0027697+0.0044977i,-0.0031461+0.0053647i,-0.0018765+0.0041755i,-0.00094802+0.0024319i,-6.3744e-05+0.0019047i,-0.00012479+0.0021778i,-0.00098361+0.0022139i,-0.00082718+0.00205i,-0.00069182+0.001322i,-0.0010229-0.00022642i,-0.00081517-0.0015652i,0.00039823-0.0020919i,0.0012037-0.001566i,0.0019052-0.0014218i,0.0023414-0.00038837i,0.0026958+0.00022009i,0.0017282-0.0010232i,0.00041758-0.0020452i,0.00062036-0.0016417i,0.0011469-0.00051872i,0.0013016+7.155e-05i,0.0013532+0.00029175i
-0.00038287-0.0014205i,-0.001597-0.0023998i,-0.0026714-0.0026877i,-0.0036613-0.0015501i,-0.0035724-0.00082048i,-0.0015052-0.00033558i,0.00093286-0.0002358i,0.0013834-0.0015776i,0.001069-0.0025062i,0.00058163-0.0021485i,7.213e-05-0.00065442i,-0.00087854+7.7755e-05i,-0.00074205+3.5558e-05i,0.00091063+8.0274e-06i,0.0020011-9.4011e-05i,0.0016119-6.7203e-05i,-0.00069797+0.00091863i,-0.0023253+0.0014715i,-0.0011935+0.00057383i,0.00042145-5.9021e-05i,0.00087845-0.00055817i,0.00056676-0.0010007i,0.00026519+0.00013431i
