-0.0016917+0.001493i,-0.002093+0.0032349i,-0.002288+0.0036516i,-0.00084839+0.0031353i,-3.1833e-05+0.0022027i,0.00014804+0.0019807i,-0.00011843+0.0014064i,5.1714e-05+0.0009859i,0.00074168+0.00094503i,0.0013956+0.0010566i,0.0010145+0.00071573i,0.00049817+0.00030553i,-0.00017768-0.00022502i,-0.00034142-0.00087772i,-0.00061526-0.0011692i,-0.00092497-0.001004i,5.9971e-05-0.0008895i,0.00035495-0.00052363i,8.4182e-06+1.9068e-05i,0.00016381+0.00021078i,-0.00037843-0.00010062i,-0.00043665-0.00077923i,0.00034096-0.00084052i
-0.001359-0.00079605i,-0.002099-4.503e-05i,-0.0024977+0.00023552i,-0.0018082+0.00095477i,-0.00096874+0.0023872i,0.00040748+0.0029881i,0.0010339+0.0020824i,9.6879e-05+0.0013869i,-0.00024866+0.00073934i,0.0002867-0.00055774i,0.00060517-3.0416e-05i,0.0010697+0.001251i,0.0012498+0.00083705i,0.0013979-1.7948e-05i,0.0012575-0.00072859i,0.00071623-0.0010795i,0.00069802-0.00047668i,0.00079962-0.00011745i,0.001079+0.00051022i,0.00069999+0.00077307i,0.00028983+0.00012874i,-2.8459e-05-0.00030186i,-0.00047473-0.00025498i
-0.00026792+0.00101i,0.00089671-0.00021958i,0.0021378-0.0012288i,0.0015804-0.00084136i,0.0006261+0.00029196i,0.00015609+0.0016159i,-0.00016965+0.0018789i,6.6386e-05+0.0011286i,0.0016057+0.00045374i,0.0024861-0.00027199i,0.0012834+4.4064e-05i,0.0004704+0.0001701i,-5.3395e-05-0.00016273i,-0.00067921+0.00019437i,-0.00076797+0.0003799i,-0.0008686-0.00017988i,-0.00062755-0.00017297i,-0.00063949+0.000291i,-0.00071086+0.00023689i,6.3086e-05+7.0571e-05i,0.00032592-1.0301e-05i,0.00029853+3.6709e-05i,4.2984e-05+0.00043128i
0.00077405+0.00050478i,0.00077451+0.00089501i,0.00013305+0.00085881i,0.0012316+0.00064581i,0.001117+0.00076648i,0.00086743+0.00098921i,0.00103+0.00098712i,0.00052368+0.00041666i,0.000279-0.00021305i,0.00025018+0.00031817i,-6.6713e-05-0.00028198i,-3.6506e-05-0.0010987i,0.00049034-0.00063775i,0.00043262-0.00026727i,0.00017997-0.00042531i,8.008e-05-0.00053924i,0.00038969-0.00027554i,-0.00051153-0.0005677i,-0.0016959-0.0011358i,-0.00047338-0.0013518i,0.00014902-0.0012947i,-0.00076061-0.0011049i,-0.0008256-0.00059417i
0.0014784-0.00063294i,0.0020007-0.0018406i,0.0014377-0.0036934i,0.00030032-0.0036199i,0.00032823-0.0016173i,0.00061065-3.54e-05i,0.0002389+0.00095815i,0.00021757+0.00092129i,0.00074449+0.00035295i,0.0015003+0.00044444i,0.00093156+0.00040125i,0.0002449+0.00054922i,0.00058105+0.00015905i,0.00034919-0.00011429i,0.0004059+0.00019327i,0.00015972-0.00014139i,-0.00016658-0.00021801i,0.00015546-0.0001117i,0.00080356+0.00021939i,0.00051722+0.00030464i,-0.00071633-0.00063309i,-0.0012928-0.00069308i,-0.0010939-0.00059365i
-0.00073346+0.00033282i,0.00041975+0.00093556i,0.0013542+0.00098046i,0.0013649+0.00086926i,0.00091758+0.00037132i,0.00057707-0.00020387i,8.8499e-05-0.00015065i,0.00032336+0.00018338i,0.00085375+0.0005161i,0.00078299+3.5877e-05i,0.0010503-0.00094866i,0.00080659-0.0014091i,0.00053277-0.00090112i,0.00054817-0.00035959i,-0.00043005-0.00015355i,-0.0006191-0.000612i,-0.00020106-0.00067167i,0.00011442-6.9983e-05i,0.00064546+0.00032707i,0.0010706+7.6679e-07i,0.0011908-0.00056834i,0.0012493-0.00056462i,0.00068036-0.0003012i
0.0015752+0.0010568i,0.0027671-2.1363e-05i,0.0035142-0.0012801i,0.0018151-0.001584i,0.00047038-0.00082397i,-0.00029442+0.00045576i,-0.00024784+0.0011404i,0.00056846+0.00087793i,0.0014879+0.00068784i,0.0018044+0.00015184i,0.0017021-0.00034207i,0.0014271-0.0012385i,0.0011468-0.00158i,0.00081828-0.00057994i,0.00041703+0.00020556i,0.0007906+0.00029196i,0.00081365+0.00043105i,0.00036106+0.0001113i,0.00064976-0.00066113i,0.00053187-0.00094386i,-0.0002768-0.00059811i,-0.00069039-0.00033323i,-0.00082305-0.00038579i
-0.00023771-0.00013491i,-0.001434-0.00080735i,-0.0019397-0.00015919i,-0.0013343+0.00058413i,-0.00053347+0.00017429i,-0.00023458+0.00029561i,0.00017556+0.00033103i,0.00050861+0.0007144i,0.001166+0.00090293i,0.0016316+0.000884i,0.0014491+0.00043189i,0.0013969+0.00010324i,0.0011564-0.0002969i,9.498e-05-0.00083608i,-8.562e-05-0.0010515i,0.00040288-0.0011907i,0.00089333-0.0010326i,0.00083403-0.00064688i,-0.00011323+0.00013957i,0.00027894+0.00064291i,0.0007455-0.00065249i,5.0836e-05-0.00093984i,-0.00031716+0.00013229i
-0.0016204-0.00086164i,-0.00097066-0.00081105i,-0.00027201-0.00098598i,-0.0014659+0.00020881i,-0.0020589+0.0014992i,-0.0013322+0.0013059i,-0.00019357+0.00070535i,0.0001013+0.00085377i,-2.2144e-05+0.00071648i,0.00050814+0.00034129i,0.00077515+0.0010046i,0.001067+0.0011188i,0.001518+0.00036936i,0.001581+0.00011555i,0.0014407-0.00053924i,0.00086773-0.0010408i,0.00043113-0.00062257i,0.00034579+0.00021249i,-0.0001687+0.0012245i,8.2295e-05+0.0008902i,0.00036341-4.4917e-06i,0.0004359-0.00036425i,0.00020758+0.00040633i
-0.00030292-0.0015628i,-0.0014997-0.0023429i,-0.0026392-0.0021858i,-0.0021524-0.00072993i,-0.0008338+0.00066051i,3.4518e-05+0.00088128i,3.2812e-05+0.0011232i,-0.00014503+0.00028049i,-1.0728e-05-0.00052722i,0.00079573+0.00015314i,0.0014217+0.0012737i,0.0012727+0.00099171i,0.00096031+0.00019597i,0.00068449-0.00011039i,0.00018009-0.00037306i,0.00060178-0.00077106i,0.0015649-0.00027637i,0.0016669+0.00063226i,0.0013441-0.00018887i,0.00090407-0.0014004i,0.00035106-0.00090185i,-0.00038415+0.00012558i,-0.00063621+0.00060664i
0.00076742+0.00012881i,0.0019163-0.0001891i,0.0029351+0.00079719i,0.0030863+0.00051598i,0.0019206+0.00010436i,0.00048123+0.00049074i,-0.00025066+0.00076477i,-0.0001097+0.00086434i,0.00035226+0.0011466i,0.00081221+0.0012438i,0.00076107+0.00085956i,0.00051395+4.779e-05i,0.0003254-6.5581e-05i,-7.9956e-05-0.00011561i,0.0003804+6.8972e-05i,0.00061451+0.00018367i,0.0005323-0.00019401i,0.00059807-0.00010389i,0.0004186+0.0003061i,0.00076183+0.00058113i,0.00046008+0.00017526i,-0.00084387-0.00017712i,-0.0011067-6.7868e-05i
-0.0036802-5.2198e-05i,-0.0055705+0.0031689i,-0.0060599+0.0039901i,-0.0029523+0.0034177i,1.3048e-05+0.0027862i,0.00021347+0.001908i,0.00023475+0.0010005i,0.00046938+0.00041194i,0.0010067+0.00046208i,0.0016712+0.00055367i,0.0018926+0.00075327i,0.0019385+0.00076418i,0.0014437+0.00068433i,-4.2455e-05-0.00024925i,-0.00097182-0.00054875i,-0.0008711-0.00037533i,-7.7358e-05-0.00014957i,0.00079997+0.00020884i,0.00096197-0.00032714i,0.00083253-0.00060846i,0.00071257-0.00062085i,-0.00026046-0.00067342i,-0.0011332-0.0010946i
0.0024858-0.00049684i,0.0013865-0.0016412i,0.001455-0.0015967i,0.00058519-0.0017834i,-9.1029e-05-0.0019061i,-5.5576e-05-0.00041977i,-0.00068579+0.0008474i,-2.1813e-05+0.00058009i,0.00096506+0.00075269i,0.0013486-2.567e-05i,0.0013969-0.00025494i,0.00039957+0.00041955i,-0.00010049+0.00041886i,0.00075809-3.5254e-05i,0.0011155-0.00042413i,0.00047612-0.00043094i,6.1396e-05+0.00024648i,-0.00029518+5.0373e-05i,0.00017907-0.00039048i,0.0010034+0.00020713i,0.0011358+0.0007942i,0.00055844+0.0009079i,-0.00052121+0.00095458i
0.0018881+0.00014917i,0.0026549-3.2748e-05i,0.0022957-0.00082002i,0.00079077-0.0019812i,-0.00047457-0.00093648i,-0.00048163+0.00018794i,-0.0002121-2.9483e-05i,1.9056e-06+0.0005516i,0.0009339+0.00055037i,0.0013366+0.00029364i,0.00046482+0.00061207i,-0.00010775+0.00032128i,-0.00017344+1.3683e-05i,0.00014919-0.0007546i,0.00020147-0.0013497i,0.00020048-0.00088747i,0.00078717+0.00015481i,-0.00021022+0.00036107i,-0.0010372-1.0648e-06i,-0.00086693+0.00037648i,-0.00057815+0.00022675i,-0.00069176-0.00032734i,-0.00070584-0.00086748i
-0.00056374-0.0012323i,-0.0001123-0.0020314i,-0.00071937-0.001891i,-0.00060388-0.00030548i,-0.00044333+0.00084741i,-0.00023963+0.00079231i,0.00026398+0.00056298i,7.3245e-05+0.00042865i,0.00017781+8.7972e-05i,0.00044767-0.00033708i,-2.1356e-05-0.0001104i,-0.00046587-0.00015404i,0.00016291-6.0513e-05i,0.0009824+0.00044661i,0.0009763+0.00061216i,0.00073525-0.00062146i,0.00074189-0.0013198i,0.00064218-0.00099239i,0.00059567-0.00062876i,0.00034341+0.00013229i,0.00040779+0.00066464i,0.00039723+0.00018869i,0.00017504-0.00021371i
0.0015213-0.00013479i,0.0011147+0.00056835i,0.00030993+0.00067399i,-0.0011439+0.00052782i,-0.0015297+0.00070622i,-0.00048337+0.00064157i,0.00021734+0.00075129i,0.00043883+0.0011711i,0.00060787+0.0012458i,0.0015039+0.00010283i,0.0015364-0.00089848i,0.00078556-0.00086734i,0.0010937-0.00098722i,0.0010004-0.00051361i,0.00041889+6.8232e-05i,0.0010989+0.00018403i,0.0014936+0.00047682i,0.001228+0.00063791i,0.00061624+0.00034707i,0.00051115+0.00037455i,0.00053351+2.6954e-05i,0.00043748-0.00038682i,0.00016145-9.3373e-05i
0.00115-0.0019759i,0.00037237-0.0023893i,-1.2304e-05-0.0030952i,-0.00050794-0.0035514i,-0.0009995-0.0017727i,-0.0014797+0.0011575i,-0.0011831+0.0015002i,-0.00023456+0.00073022i,0.00053903+0.00054381i,0.0011304+0.00016995i,0.0013023-0.0002494i,0.0014059-0.00081712i,0.0017932-0.00088355i,0.0015705-0.00035345i,0.0006743+0.00026886i,0.00016044+0.00042387i,0.00019122+0.00020061i,0.00049914-9.8606e-05i,0.0006791-0.00021577i,0.00084227-3.612e-05i,0.00096786-0.00038521i,0.0005464-0.00089167i,-0.00024898-0.00024006i
0.0002976+0.0012621i,-0.0007945+0.0016245i,-0.00032731+0.0017108i,0.0012738+0.0007919i,0.0021557+0.0010101i,0.0014187+0.0012424i,-5.3013e-05+0.00074827i,0.00021752+0.0013955i,0.0016729+0.001079i,0.0022247+0.00033691i,0.002022+0.00019251i,0.0010322-0.00021584i,0.00037899-0.00063756i,0.00022705-0.00090819i,0.00018072-0.0007897i,-0.00052606-0.00033395i,-8.8408e-05+0.00023898i,0.00071538+0.0001489i,6.1883e-05-0.00055371i,-0.00045686-0.00055282i,-0.00012013-0.00055317i,0.00033894+8.6967e-05i,-0.00014969+0.00053708i
-0.0013193-0.00026245i,-2.3385e-05+0.00035434i,0.00019935+0.00085489i,-4.3203e-05+0.0018952i,-0.00010178+0.0023549i,5.9115e-05+0.0012687i,0.00033818+0.00020932i,0.00063204+0.00036741i,0.00075487+0.0006891i,0.00076143+0.0016539i,0.00047445+0.0017358i,0.00064056+0.00029668i,0.00088812-0.00079091i,0.00088291-0.00080851i,0.00061878-0.00036638i,4.2544e-05-0.00040831i,0.00032521-0.000623i,0.00059017-0.00010205i,3.1372e-05-5.8633e-05i,-0.00027657+4.0316e-05i,-0.00013018+0.00036657i,5.9566e-05-0.00011935i,6.4323e-05-0.00038399i
-0.00072345-0.0011357i,-0.0016909+0.00027447i,-0.0015552+0.00052672i,-0.00075574+0.00065002i,-0.0010401+0.00037274i,-0.0011902+0.00069172i,-0.00076642+0.0011012i,1.4384e-05+0.00044176i,0.00063721+0.00060624i,0.0013424+0.0010895i,0.0015556+0.00020504i,0.0013339-0.00024906i,0.0013326+0.00017545i,0.0013453+0.00011341i,0.00075605-0.00047037i,-0.00016206-0.00093556i,-0.00024499-0.0005601i,-0.00074492-0.00039334i,-0.00052932-0.0006098i,0.00033783+0.00026183i,0.00076311+0.00029936i,0.00056633+0.00015203i,-0.00050523+0.0001286i
-0.0007256+0.00021816i,-0.00010534-0.00030951i,0.00064313-0.00016878i,0.00057855+0.00043143i,0.00047876+0.00092483i,0.00038048+0.00085385i,0.00054014+0.00072553i,0.00073029+0.00097782i,0.0012288+0.00078564i,0.0013458+0.00020826i,0.00081577+5.7968e-05i,0.00036171+0.00058831i,-0.0002028+0.00079751i,-0.00028166+0.00037976i,-0.00017155-0.00027344i,-4.0134e-05-0.00053644i,0.00017533-0.00033452i,3.4019e-05-0.00037417i,0.0001442-0.00043729i,0.00045923-0.00028672i,0.00089961-0.00056068i,0.00040785-0.00034842i,-0.00032106+0.00029801i
-0.00092235+0.0017375i,0.00080353+0.0026763i,0.0019035+0.0029984i,0.0011349+0.002625i,0.00039475+0.0021225i,0.0002164+0.0012065i,0.0003075+0.0012339i,0.00081792+0.0012206i,0.0013668+0.00085802i,0.0025057+0.00087008i,0.0026113+6.3037e-05i,0.0013401-0.0007137i,-0.00017912+0.00018705i,-0.00084773+0.0003893i,-8.1201e-05-0.00063148i,0.00098593-0.00072856i,0.00087147-0.00011417i,0.00041758-0.00023802i,0.00014584-0.00060806i,-4.2066e-05-0.00054366i,0.00072541+1.0523e-05i,0.0010926-0.00017542i,0.00041385-0.00047126i
0.0026705+0.0016385i,0.003027+0.00077196i,0.001734-4.4686e-05i,0.0015343+4.3464e-05i,0.0013459+0.00012012i,0.00046668-0.00069538i,8.5713e-05-0.00041918i,0.0003812+0.00035971i,0.00057113+6.0849e-05i,0.00076185-0.00013705i,0.00040827-0.00012903i,0.00030019-9.7998e-05i,8.3757e-05-0.00057815i,-0.00053915-0.0006101i,-0.00011088-0.00042942i,0.0003964-5.8396e-05i,0.00011305+0.00025201i,0.00037492+0.00049973i,0.00079754+0.00083431i,0.00016617+0.00077417i,-0.00034093+0.0002454i,-0.00028157-7.9828e-05i,-2.4026e-05+0.00016023i
-0.0012909-0.00011802i,-0.0021711+0.00074966i,-0.0021301+0.0021254i,-0.00079106+0.0017211i,5.0419e-05+0.0010989i,0.00043601+0.00081818i,0.0011822+0.0005105i,0.00099039+0.00055517i,0.00044922+0.00039009i,0.001031+0.00044924i,0.0020362+0.00038948i,0.0018543-1.2064e-05i,0.0011974-4.8207e-05i,0.0010936+3.1262e-05i,0.00062788-0.00040952i,0.0003766-0.00065573i,0.00017086-3.8235e-05i,-0.00016908+0.00023694i,-0.00010074+0.00031607i,0.00015093+0.00013461i,0.00031892-0.00047825i,-7.1927e-05-0.00074077i,-0.00068643-0.00056774i
-0.0002492-0.00053194i,-0.00064799-0.0011981i,-0.00094871-0.0022461i,-0.0014696-0.0014017i,-0.001165+0.00054675i,-0.00023777+0.0015314i,-0.00021181+0.00092084i,-0.00035045+0.00041373i,2.0503e-05+0.00035792i,0.0009627+0.00095815i,0.0012001+0.0012625i,0.00098344+0.00042361i,0.0011731+1.9531e-05i,0.0018932-0.00053821i,0.0016584-0.001026i,8.2953e-05-0.00048125i,-0.00067559-0.00036471i,-0.00076298-0.00092828i,-0.00034555-0.0011357i,-0.00023269-0.00015496i,-0.00049696+0.00023136i,-0.00086682+0.00032063i,-0.0011275+0.00054792i
-0.0018589-0.00011883i,-0.0016258+0.001736i,-0.0014491+0.0031098i,-0.0010734+0.0019722i,5.6786e-05+0.00050958i,0.0011253+0.0004693i,0.00094203+0.00079965i,7.3063e-05+0.00071829i,-0.00060996+0.0005292i,4.8085e-05+0.00050457i,0.00062099-0.00031689i,0.00083919-0.0008519i,0.00080306-0.0010436i,0.00097904-0.0010552i,0.0006709-0.0010085i,-0.00017128-0.00096003i,-0.00061706-0.00080279i,-0.0007991-0.00088555i,-0.00029815-0.0010543i,-3.8657e-05-0.00093064i,-0.00013408-0.00042505i,-2.0116e-05-0.00020906i,0.00012323-0.00012283i
0.0017747-0.0010864i,0.0016883-0.00078209i,0.0018492-0.001499i,0.0017704-0.0014739i,0.0006403+0.00032835i,-0.00036041+0.001948i,-0.00058022+0.0023349i,-0.00027453+0.0018736i,0.00068114+0.0010112i,0.00098011+0.0005114i,0.00069579+0.00049345i,0.0015796+0.00031603i,0.0017829+0.0007345i,0.0010337+0.00076492i,0.0010308-9.9352e-05i,0.00091485-0.00031687i,0.00042844+0.0002279i,0.00072915+0.00025058i,0.00054865-0.00011058i,-0.00021941-0.00022638i,-0.00045605-0.00017427i,-0.00079919-0.00015444i,-0.0010938-0.00011067i
-0.00020576+0.0013498i,-0.00083381+0.0021519i,-0.00074627+0.0023837i,0.00017259+0.0015412i,0.0013081+0.00069416i,0.0011522+0.0010494i,0.0011075+0.0014332i,0.0015169+0.0010116i,0.001043+0.00073968i,0.0014423+0.00029277i,0.0016224+0.00019704i,0.0017031+0.0003546i,0.00082468+0.00011825i,-0.00010967-0.0004273i,-8.7873e-06-0.0011013i,0.00012218-0.00078645i,-1.8089e-05-0.0006318i,3.6553e-05-0.00099763i,0.00055149-0.00085314i,0.00069421-0.00015181i,0.00028613+8.9953e-06i,0.00026426-0.0001584i,0.00015952+0.00013128i
0.0024218-0.0016634i,0.0014565-0.002324i,0.0015066-0.0039619i,0.00037776-0.003481i,-0.0012945-0.0018588i,-0.0014565-0.00068457i,-0.0012971-0.00033845i,-0.00038229-0.00058577i,0.00075974-0.00029131i,0.0017131-0.00030032i,0.0023912-0.00034649i,0.0022223-0.00082127i,0.0020039-0.00053308i,0.002287-0.00018044i,0.0020311-0.0008135i,0.00070401-0.00085081i,4.5978e-05-0.0012444i,0.00021764-0.0012861i,-0.00024828-0.00013643i,-7.7022e-06-0.00017922i,0.0008362-0.00068427i,0.00091076-0.00043787i,5.3355e-05+7.2817e-05i
-0.0011471-0.001123i,-0.001405-0.00088707i,-0.0011636-0.001147i,-0.00039547-0.00054605i,-0.00021157+0.00090724i,-0.00054615+0.0016637i,-0.00066833+0.0012566i,-0.00063823+0.00061794i,-0.00013807+0.0011435i,0.0011734+0.001291i,0.0015422+0.00065118i,0.0013922+0.00073404i,0.0015505+0.00077091i,0.0016314+1.3961e-05i,0.0012557-0.00058588i,0.0004001-0.00059369i,-0.00022714-0.00031634i,-0.00074784+0.00070076i,-0.00075583+0.00067403i,0.00040448+6.2018e-05i,0.00093416+0.00023347i,-0.00015856+0.0001674i,-0.00039247-0.00056931i
-0.00032514+0.00041953i,-0.00044057+0.00037021i,-0.00022707+0.00036205i,0.00067297+0.0013271i,0.00085738+0.0023163i,-9.1857e-05+0.0016378i,-0.00020218-0.00030445i,9.8556e-05-0.00027822i,0.00043042-9.8784e-05i,0.00097388-0.0007618i,0.0010952+0.00021224i,0.0010115+0.00075862i,0.00018675-0.0001812i,0.00012365-0.0006132i,0.00095193-0.00089585i,0.00068274-0.00099724i,-0.00024296-0.00090792i,-0.0002013-3.8403e-05i,-0.00012535+0.00061421i,-0.00068341+0.00017467i,-0.00044958-0.00038897i,-2.1911e-05-0.00094122i,-0.00035921-0.00052036i
-0.00023213-0.000838i,-0.00061588-0.00096437i,-0.00107-0.00067468i,-0.001695-0.0004469i,-0.0017507+0.00052461i,-7.9637e-05+0.0020339i,0.00048697+0.0020939i,0.00015932+0.0012996i,0.00025904+0.0017328i,0.0009489+0.0022736i,0.0014175+0.0017252i,0.0007828+0.00050398i,0.00067981-0.00028794i,0.0012659-5.4796e-05i,0.0011159-7.2108e-05i,0.00088567-0.00048597i,0.00045589-0.00044693i,9.2887e-05-0.00059507i,0.00014931-0.00081999i,-0.00016117-0.00044738i,-0.00025896-0.00043052i,-8.469e-05-0.00025494i,-0.00095371+9.8634e-05i
0.00057652-0.0016453i,2.6026e-05-0.0015263i,0.00052259-0.0016029i,0.00017619-0.0012788i,-0.00071759-0.00060898i,-0.00066351+0.00015674i,-1.3684e-06+0.00097097i,0.00016115+0.00089161i,0.00015417-0.00019193i,-0.00019536-0.00053572i,0.00024895+2e-05i,0.0014132+0.0010378i,0.0012192+0.0015886i,0.00057293+0.00012408i,0.001037-0.0011485i,0.00099191-0.00032835i,0.00049083-9.0015e-05i,0.00034499-0.00060795i,0.00040738-0.00055494i,0.0002513-0.00032375i,-9.2492e-05-2.3285e-05i,-0.00021952+0.00013614i,-0.00057077+3.6153e-05i
-0.0011189-0.0014791i,-0.0018323-0.0010813i,-0.0014686+0.00050928i,-0.00099763+0.0014904i,-0.00079969+0.0022823i,0.00014891+0.0020853i,0.00047761+0.00066996i,0.00011101+0.00034186i,8.2938e-05+0.00041931i,0.00058324+3.8465e-05i,0.00083408+0.00029242i,0.00018904+0.00058941i,0.00066995-0.00036092i,0.0015906-0.001308i,0.0013449-0.001082i,0.0007685-0.00031643i,0.0002985+0.00026695i,4.965e-05+2.245e-05i,0.00023956-0.00088938i,0.00056115-0.00093357i,-0.00018736-8.2245e-05i,-0.00059691-7.6928e-05i,0.00024903+0.00016539i
3.1116e-05+0.0015897i,0.00074493+0.00088208i,0.0012969-0.00016082i,0.00093309-0.0003318i,0.00015619-0.00033501i,-0.00064753+0.00034607i,-0.00092387+0.0012842i,-9.6465e-05+0.0011804i,0.00034343+0.00039229i,0.00093408+0.00016374i,0.0014633+0.00048873i,0.0015003-5.6451e-05i,0.0011091-0.00086337i,0.00080976-0.0010725i,0.00017548-0.00093594i,-0.0001649-0.00056922i,-0.00041253-0.00010621i,-0.0010117-0.00033806i,-0.00096917-0.0008587i,-0.00020218-0.00030337i,0.00075744+0.00039655i,0.00078665-2.545e-05i,-0.00028098-0.00065385i
0.00020364-0.00080964i,0.00019857-0.00054234i,0.0009514-0.00032613i,0.0013886+0.00022701i,0.00084014+0.00055638i,1.3717e-06+0.0006102i,0.00048906+0.00089511i,0.00027293+0.00038308i,5.7507e-05-0.0002563i,0.00043555-0.00014911i,0.0013077+0.00020869i,0.0020917+0.00071022i,0.0012389+0.0003562i,0.0007987-0.00048233i,0.0013617-0.00057932i,0.00071361+7.005e-05i,-0.00019157+0.00036121i,0.00025852+0.00027969i,0.00063741+0.0005134i,0.00045858+0.00044526i,0.0003903+0.00015653i,0.00011379-2.8986e-05i,-0.00031313-0.00025348i
0.0025665+0.00070141i,0.0035345+0.0002949i,0.0031939-0.00074265i,0.002263-0.001325i,0.0010219-0.0011348i,0.00026449-0.00055785i,7.8107e-05+0.00019542i,0.00059728-0.00010789i,0.0017172-0.00034478i,0.0023249-6.3345e-05i,0.0020287-0.0003006i,0.0013542-3.0706e-05i,0.00085755+0.00029717i,0.00064802-0.0010956i,0.00052101-0.00093149i,0.00089563+4.8166e-05i,0.0014035-0.00035027i,0.0013731-0.00085018i,0.00068647-0.0010755i,0.00014986-0.00073963i,0.00013981+0.00042814i,-0.00025228+0.00091718i,-0.00098929+0.0001189i
0.00062579-0.00020602i,0.00045382+0.00068637i,-0.00013319+0.00087208i,-0.00021737+0.00035249i,0.00020309+0.00020627i,-0.000109+0.00033267i,-0.00029949+0.0010309i,0.00059301+0.0014091i,0.0011861+0.0012897i,0.0012257+0.00086835i,0.0012986+0.00065269i,0.00085018+0.00047191i,0.00031839+0.00028818i,0.0013336+5.4745e-05i,0.001961-9.938e-05i,0.00053197+0.00033782i,0.00027766+0.0008592i,0.00087095+0.00057966i,0.0005311-0.0002778i,-2.7977e-05-0.00091903i,5.341e-05-0.00095565i,0.00063895-0.00075671i,8.354e-05-0.0013414i
0.0001568-0.00011241i,-0.00035317+0.00031995i,-0.00075437+0.00060768i,-0.00026985+0.0010186i,-3.0142e-05+0.00097663i,-0.00086804+0.00021043i,-0.00061811+0.00081841i,-2.9745e-05+0.0017004i,0.00071339+0.00090765i,0.0013524+0.00026406i,0.0014328+0.00043284i,0.0012452+0.00017915i,0.00077992+5.7242e-05i,0.0010159-0.00032137i,0.00031992-0.00047196i,-0.00049669-7.7923e-05i,0.00038345+0.00038991i,0.00036851+0.00053048i,-0.00037019+0.00025609i,-0.00045809+0.00029812i,-0.00093526+0.00088235i,-0.00072867+0.0010132i,-0.00018569+0.00054374i
-0.0020572-0.0013296i,-0.0025834-0.00089688i,-0.002686-0.0003716i,-0.0023622+0.00017268i,-0.0010779+0.00083753i,0.00066845+0.0010193i,0.00050027+0.0010389i,-0.00073145+0.0010084i,-0.00077447+0.00072823i,-0.0002961+0.00070956i,0.00030647+0.00078283i,0.00097151+0.00061141i,0.0016394+0.00077634i,0.0020698+0.00023782i,0.00162-0.00084711i,0.00073838-0.00067599i,-0.00018548+0.00052269i,-0.00080272+0.00036023i,-0.00041138-0.00044341i,7.0531e-05+0.00040138i,-0.00031258+0.00038673i,-0.00014255-0.0001497i,-5.9373e-05+0.00042295i
0.0015909-0.0024894i,0.00095431-0.0032833i,-2.9786e-05-0.0033973i,-6.3228e-05-0.002207i,-0.00026108-0.00042305i,-0.00021634+0.00082584i,0.00018145+0.0012664i,0.00042318+0.00068294i,0.00079239+0.00073118i,0.00099068+0.0014217i,0.0009401+0.00078192i,0.0011356+7.3806e-05i,0.0015392+0.00032816i,0.0012931+0.00013042i,0.00092473-0.0005795i,0.00065928-0.00082647i,0.00052219+0.0003486i,7.7831e-05+0.0012855i,-0.00040971+0.00072683i,-0.00023688+2.9414e-05i,0.00034989+0.00018026i,0.00085184+0.00060441i,0.00061448+0.00047238i
-0.00036592-0.00052751i,0.0011752+0.00076043i,0.00088207+0.001522i,0.00046645+0.0015344i,0.0010803+0.0013239i,0.00090552+0.00096795i,0.00097741+0.00034798i,0.0018104+0.00034924i,0.0016016+0.00067468i,0.0004123+0.00102i,0.00050816+0.00011986i,0.0013196-0.00029784i,0.001651+0.00028361i,0.0015031+0.00018783i,0.00061863-5.6341e-05i,0.00019329+0.00014936i,0.0005178+0.0001012i,0.00040518-0.00045721i,-0.00010018-0.00063156i,0.00026821-0.00022523i,0.00019783+0.00017411i,-0.00058165-1.5237e-05i,-0.00082358-5.1757e-05i
0.00060614+7.3286e-05i,-0.0002157+0.00099524i,-0.0013508+0.00070344i,-0.0010471-0.00010542i,-0.00087808+0.00029183i,-0.00032813+0.00043517i,0.0003613+0.00060871i,0.00066069+0.00044128i,0.00080593+0.00013657i,0.00070662+0.0004929i,0.00085176+0.00056568i,0.00072876+0.00036511i,0.0011284-0.00014008i,0.0014441-0.00033091i,0.0013036+0.00032939i,0.00023563+0.00018562i,-0.00018687+0.00027593i,0.00022325+0.0010643i,4.7662e-06+0.00053411i,0.00025473-0.00064216i,0.00093251-0.00091482i,0.00063316-2.6695e-05i,0.00032965+0.00035325i
-0.00030247-0.0015162i,-0.0015554-0.0012053i,-0.002103-0.00082626i,-0.0016414+0.00092797i,-0.0016558+0.0021237i,-0.0014213+0.0021907i,-0.00039058+0.0013617i,0.00024865+0.0003978i,0.00074059-6.2738e-05i,0.00088318+5.3343e-06i,0.0011207-1.8473e-05i,0.0011491-0.00041764i,0.00066627-0.00073345i,0.0011722-0.0010122i,0.001085-0.00074601i,-0.00029192-0.00037279i,-0.00071976-0.00037601i,0.00020778+0.00026441i,0.0008006+0.00085288i,0.0013961-0.00017939i,0.0016284-0.00074302i,0.00083476-0.00020676i,0.00054966+3.4721e-05i
