-0.0018698+0.0011806i,-0.0022262+0.0008839i,-0.0028085+0.0015267i,-0.0018861+0.0014581i,-0.00066527+0.0024151i,0.00051164+0.0017814i,0.001694+0.001032i,0.0012824+0.0010215i,0.00066292+0.00029801i,0.00017125+4.3203e-05i,-8.4731e-05+6.751e-05i,-0.00020979-0.00064454i,-0.00016751-0.0010859i,-2.7459e-05-0.00059409i,0.00046427+0.00014961i,0.00032648+0.0004454i,7.6952e-05+0.00037964i,0.00032274+0.0003771i,0.00050759+8.8695e-06i,0.00058811-0.0004479i,-0.00028757-0.00016025i,-0.00068721-1.6116e-05i,-0.00019202-3.497e-06i
0.0010435+0.0017626i,0.00094239+0.00058645i,0.00082831+0.00072699i,0.0011111+0.00030781i,0.0010905-0.00044656i,0.00049398-7.1778e-05i,0.00054792+5.0488e-06i,0.0010338-0.00056616i,-7.4572e-05-0.00022306i,-0.00039605-1.0652e-05i,-9.7468e-05-0.00044066i,-0.0006548-0.00073033i,-0.0012089-0.00064287i,-0.00095391-0.00084477i,-0.00046841-0.0004931i,-0.00032017-0.00051576i,-0.00034108-0.00053495i,-0.00048374+4.2535e-05i,-5.5777e-05+0.00041895i,0.00026521+0.00027798i,-0.00013207-4.9838e-05i,-0.00046607-0.00012637i,-0.00088552-0.00012262i
-0.00096241+0.00078473i,-0.00054397+0.0015615i,0.00011978+0.0022214i,0.0013329+0.0023465i,0.0019755+0.0020597i,0.0021474+0.0015933i,0.0018921+0.00032128i,0.00089661-0.0004999i,0.00069537-0.00030467i,0.00053435+0.00020397i,0.0001218+0.00071056i,-0.00035219+0.00071253i,-0.00047603+0.00054592i,4.3019e-05-6.9362e-05i,-0.00013591-0.00065911i,0.00029968-0.00052368i,0.0015953+0.00024814i,0.001077+0.00072656i,-8.8443e-05-2.3614e-05i,-0.00013754-0.00085936i,0.00023629-0.00098573i,0.00036627-0.00033415i,-9.605e-05+0.0007178i
-0.0001287-0.0013711i,-0.00073325-0.00094632i,-0.00072387-0.00055804i,-0.00036446-0.0011184i,-0.00021735-0.0014676i,0.00030519-0.00078022i,0.00095132+0.00045699i,0.0015283+0.00056087i,0.0014924-0.0005452i,0.00012006-0.00091347i,-0.00087476-0.00048908i,-0.00069963+1.6373e-05i,-0.00016599+0.00058423i,-5.6294e-05-8.341e-05i,-0.0004218-0.00043911i,0.00063689+0.00013247i,0.0014656+0.00065833i,0.00035611+0.00047177i,-0.00017241-4.9833e-05i,0.00051437-4.8418e-05i,0.00093713-0.00015606i,0.00015307-8.0375e-05i,-0.00029191+0.00029839i
0.00014695-0.000644i,-0.00010397-0.0020365i,-0.00025248-0.0016167i,-0.00025955-0.00026357i,-0.00012932-0.00066526i,6.0269e-05-0.0013341i,0.00035025-0.0012924i,0.00038167-0.0013841i,-0.00027891-0.00098515i,-0.00061552+1.0168e-06i,0.0001792+0.00049672i,0.00015741+0.00081465i,1.8017e-05+0.00024525i,0.00010332-0.00045144i,2.1347e-05-0.00069914i,-3.5015e-05-0.0010165i,0.00038478-0.00024939i,0.0005305+0.0007122i,0.00015478+0.00056013i,-0.00015299-2.9147e-08i,-0.00042368-0.00048992i,-0.0010075+0.00026265i,-0.00030749+0.00090985i
0.002719+0.0036011i,0.0043555+0.0020231i,0.0044548+0.0014248i,0.0033474+0.00054482i,0.00086527-0.00078467i,-0.00047025-0.00076484i,0.00033148+0.00018085i,0.0007114+0.00067072i,0.00036354+0.00073919i,-0.00025837+0.00021521i,-0.00081023-0.00079183i,-0.00093673-0.00050057i,-0.00096618+0.00034467i,-0.0012629-0.00024247i,-0.0016001-0.00069551i,-0.0011551-0.0003678i,1.3811e-05-8.5331e-05i,-0.00053609+0.0002551i,-0.00079745+5.2335e-05i,0.00033126+0.00058652i,0.00082084+0.00099623i,0.0007638+0.00089212i,0.00057115+0.0002811i
-0.0011779-0.00056961i,-0.001515+0.00030223i,-0.0019377+0.00098744i,-0.001571+0.00017189i,0.00016703-0.0009144i,0.0017691-0.0009781i,0.0017665-0.00065952i,0.0015946-0.0007696i,0.0012479-0.00094056i,0.00070502-0.00043941i,0.00013502+0.0001446i,-0.0002193+0.00027331i,0.00051908+0.00048882i,0.00010592+0.00055541i,-0.00054559+0.00041777i,-0.00042611+0.00025178i,-0.00056501-8.4105e-05i,-0.00026128+0.00014524i,-0.00041018+0.00017183i,-9.3363e-05+0.00042262i,0.0001678+0.00038266i,-0.00052638-0.00029869i,-0.00027289-0.00071573i
-0.0016199-0.0015553i,-0.0031099-0.0014515i,-0.0034457-0.0021793i,-0.0025258-0.0016996i,-0.0012608-0.00072393i,-0.00033234+8.5178e-05i,-0.00028179+0.00088162i,-0.00076132+0.00052812i,-0.00091816+7.4076e-05i,-0.00079296-0.00039634i,-0.00067839-0.00035483i,-0.00077808+9.439e-05i,-0.00074589-0.0003425i,-0.00075799-0.00058902i,-0.00024272+2.0772e-05i,-1.641e-07+0.0005965i,-0.00014895+0.00025596i,0.00041642-0.00067645i,3.3658e-05-0.00049582i,-0.00055311-0.00027076i,-0.000656-0.0011143i,-0.00025906-0.0010019i,0.00013773+0.00027175i
0.0021284-0.0009691i,0.0034408-0.0012215i,0.002181-0.001346i,0.0018217-0.00077115i,0.0027304-3.3766e-05i,0.0025503+0.00044205i,0.001728+0.00091704i,0.00094188+0.00053107i,0.00029649+8.8815e-05i,0.00019508+0.00022351i,0.00047524+0.00032631i,0.00052666+9.4827e-06i,0.00037831-0.00052696i,0.00017109-0.00056657i,-2.2822e-05-0.00046218i,-0.00046332-0.00030075i,-0.00027256-0.00035565i,0.00016969-0.00053983i,0.00011189-0.0007384i,2.6575e-05-0.0001947i,0.00043308+0.00029883i,0.00083077-8.5196e-05i,0.00057816-0.0004594i
0.0019745+0.00044497i,0.0029988+0.00042748i,0.0023366+0.00043965i,0.0011396+0.00017824i,0.00019524+7.3976e-05i,8.6528e-05-0.00021381i,-7.1372e-05-0.00062384i,-0.0001595-0.00057024i,0.00079623-4.5691e-06i,0.0002594+6.2899e-05i,-0.00021483-0.00056796i,-9.6005e-05-5.0351e-05i,-0.00064312+0.00038956i,-0.00053949+0.00027168i,-0.00076637+0.00014416i,-9.6726e-05-0.00036096i,0.0011587-0.00085998i,0.00086711-0.00090876i,0.00033094-0.0008601i,0.00041654-0.0002349i,-0.00011453+0.00041935i,-7.8858e-05+4.0388e-05i,0.00092325+0.00011103i
-0.00075998+0.0011103i,-0.00083261+0.0017515i,-0.00020568+0.00072792i,0.00061685-0.00086127i,0.00074187-0.00070175i,0.00079644-0.00025589i,0.0007364-0.00065242i,0.00017531+6.6894e-05i,-0.00010325+0.00044375i,0.00024241+0.0002655i,-0.00014441+0.00048156i,-0.00081872+0.00027699i,-0.0011379-0.00034077i,-0.0010427-0.0012245i,-0.00078136-0.0010312i,-0.00010639-0.00033453i,0.00046903-0.00097679i,0.00090503-0.00086452i,0.00079903-3.0215e-05i,0.0005-4.5291e-05i,0.00027561+7.1005e-05i,-2.1821e-05-0.00027503i,-0.00012903-0.00051474i
0.00026649-0.0015777i,0.00012745-0.0020318i,0.00074763-0.0013335i,0.0011405-0.0010406i,0.0014695-0.001136i,0.00092792-0.00023936i,0.00062907+0.0010363i,0.0013606+0.0015027i,0.0012659+0.0003702i,0.00025461-0.00025526i,-0.00034167-0.00029228i,0.00027633-0.00030972i,0.00035015+3.0805e-05i,-0.00064677+0.00080018i,-0.00052236+0.00067213i,0.00048255+0.00015171i,-2.089e-05+0.00060141i,6.5283e-05+0.00044687i,0.00089933+0.00020766i,0.0010576-9.1129e-05i,0.00076696+0.000116i,-0.00013376-2.553e-05i,-1.9862e-05-0.00094816i
0.00032364-0.0013335i,0.00044852-0.00060178i,-0.00083839+0.0010585i,-0.0016754+0.0011252i,-0.001575-1.4018e-05i,-0.0007425-0.00078749i,0.00033603-0.00071994i,0.00033192+0.00015488i,-0.0001832+0.00025288i,-0.00025758-0.0001883i,-0.00057383+0.00029752i,-0.0010534+0.00064105i,-0.0012194-2.6297e-06i,-0.00034861-0.00024791i,0.00032443+0.00048061i,0.00033599+0.00016438i,0.00058269-0.00048715i,0.0010226-0.00030214i,0.00084519+6.3246e-05i,0.00081463-3.3951e-05i,0.0004902+0.00021192i,-0.00010748+0.00035911i,-0.00063416+0.00030202i
0.0025387+0.00064677i,0.0027495-0.00023562i,0.0016275-0.0008556i,1.0548e-06-0.00071595i,-0.00039781+0.00049117i,0.00093638+0.00087169i,0.001581-9.6142e-05i,0.00011109-0.00061693i,-0.0010946-0.00055306i,-0.00093607-0.00057545i,-0.0005639-0.00024056i,8.0926e-05+5.9437e-05i,0.0008594+0.00051043i,0.00097305+0.00095822i,0.0003977+0.001146i,4.9757e-05+0.00048302i,-2.4025e-05+0.00029587i,-0.00040973+0.00054252i,-0.00038093+0.00043773i,0.00035815+0.00031018i,-6.1308e-05+0.00030722i,-0.00015892+1.3583e-05i,0.00053883-0.00069279i
-0.0004204+0.00019172i,-0.0014833+0.00060492i,-0.0015586+0.00082066i,-0.00074289+0.00098828i,0.00082921+0.00092863i,0.0012539+0.00071087i,0.0010352+0.00050604i,0.0012038-0.00039588i,0.00088886-0.0010682i,-0.00041061-0.00020843i,-0.0011329+0.00084772i,-0.00095479+0.00088778i,-0.00013328-0.00014595i,0.00084719-0.0012498i,0.0011382-0.00039067i,0.00060218+0.0012167i,-0.00035114+0.0012388i,-0.00090708+5.0761e-05i,-0.00031972-0.00096387i,2.0171e-05-0.00050878i,-0.00010253+0.00064603i,-3.8404e-05+0.0011292i,0.00092789+0.00052644i
0.00064174-0.00047502i,-0.00050658-0.0013432i,-6.8301e-07-0.00068438i,6.5105e-05-0.00011703i,-0.00045299-0.00063588i,-0.00037027-0.0012789i,-1.9132e-06-0.00058406i,-0.00016623-0.00020512i,0.00016936-0.00096766i,0.00068971-0.00068058i,0.0005302+0.00027918i,2.817e-05+0.00039787i,0.00051027-6.6925e-05i,0.0011757-0.00096113i,0.00051554-0.00097481i,-4.443e-05-0.00038983i,0.00045044-0.00058055i,0.00090136-0.00024273i,0.001029-0.000303i,0.0014904-0.00024869i,0.0014285+6.0773e-05i,0.00099945-0.00060872i,0.0012105-0.00097193i
-0.00025126-0.0002818i,0.00034733+0.00038518i,0.0004255+0.0018098i,0.0011776+0.0017916i,0.0015617+0.0017231i,0.00093137+0.0015054i,0.00066854+0.00021792i,0.00074522-0.00078339i,0.00025106-0.00054969i,8.7167e-05+0.00010289i,0.00013405-0.0001386i,0.00030774-2.9868e-05i,0.00025132+0.00060855i,-2.5142e-07+0.00056339i,0.00077976-0.00038525i,0.0011347-0.00090334i,0.0010799-0.00055488i,0.00117-0.00048784i,0.0014008-0.00010104i,0.00057903-2.6544e-06i,-0.00033733-0.00054654i,-0.00047308-0.0002535i,-0.00025816+0.0003666i
0.00024813+0.0003504i,-0.00046945+0.00010376i,-0.00047252+0.00011768i,-0.00020891-0.00031762i,0.00026098-0.00067104i,0.00081729-0.00032366i,0.0013791+0.00038587i,0.001492+0.00024659i,0.00030791+0.0002413i,-0.0005757+0.00075079i,-0.0003247+0.00035364i,-0.00093749-4.8806e-05i,-0.0011571+0.00038871i,-0.00092032+0.00092226i,-0.0013639+0.00044363i,-0.00050993+0.00053377i,0.00039801+0.00052308i,0.00027624-0.00014798i,0.00035399-8.7213e-05i,0.00026867-0.00016855i,4.6126e-06-0.0008672i,-0.00065682-0.0009357i,-0.00076269-0.00038285i
0.0025797+0.00024616i,0.0027022-0.00061671i,0.0026767-0.0019362i,0.0013724-0.0023712i,0.00021669-0.0026749i,-0.00012348-0.0021703i,3.0577e-05-0.00071925i,0.00032158+0.0002791i,5.8325e-05-0.00036028i,-0.0005385-0.0010736i,-0.00069046-0.00042346i,-0.0012641+0.00035937i,-0.0019707+0.00071492i,-0.0017675+0.00089061i,-0.000581+0.00099749i,2.3475e-05+0.00078793i,5.0118e-05-0.0002409i,6.6572e-05-0.00021658i,0.00030898+0.0004662i,9.9636e-05+0.00037931i,0.00019562+0.000192i,0.0010649-0.00035373i,0.0010176-0.0010376i
0.0016374+0.0022996i,0.0016595+0.0012006i,0.002074+0.00060134i,0.0023906-0.00038992i,0.0011948-0.0006304i,-0.00092413-0.00099014i,-0.0013576-0.00053482i,-0.0011435+0.00030572i,-0.00050579+0.00014433i,5.7442e-05-0.00045354i,0.00029306-0.0010235i,0.00066702-0.00064366i,7.5612e-06-7.9979e-06i,-0.0011021+0.00055075i,-0.0013966+0.00017981i,-0.00064242-0.00033102i,9.3013e-05-0.00037325i,0.00033841-7.5968e-05i,0.00030698+0.00021295i,-0.00015964+0.00033342i,-6.8438e-05-0.0005679i,0.00039402-0.0013338i,-5.9366e-05-0.0013042i
0.00070825-2.7174e-06i,0.00083036-0.0010168i,-0.00090813-0.00073679i,-0.0017471+4.3727e-06i,-0.0010525+0.00039859i,-1.0259e-05+0.00085579i,0.00081312+0.0011043i,0.0011542+0.0007652i,0.0011893+0.00017485i,0.00079663+0.00025253i,0.0005362+0.00049487i,0.00086016+0.00032834i,0.00012232+0.00031707i,-0.00023337+0.00014914i,6.9793e-05+0.00043149i,-0.00048378+0.00025373i,-0.00088105+0.00053448i,-0.00031805+0.00044881i,-8.4322e-06-0.00075948i,0.0001865-0.0014154i,-0.00018499-0.00087608i,-0.00019735-1.8814e-05i,0.00030138-0.00032366i
0.0009455-0.00085636i,-0.00050131-0.0010952i,-0.0006955-0.0023251i,-0.00063089-0.0019873i,-0.0004002-0.00060488i,-0.00044195+0.00023939i,-9.7688e-05+0.00055756i,0.00076124+0.00012169i,0.00088062-0.00010037i,0.00014455-0.00041037i,-0.00043142-0.001053i,-0.00038056-0.00063998i,-0.00047033-9.084e-05i,-0.00050315+0.00059587i,-0.00013676+0.00095288i,-7.7869e-05+0.0010373i,-0.00053013+0.00059567i,-0.00039661+2.544e-05i,-7.4703e-07+0.00025975i,0.0003879+0.0009451i,0.00034486+0.00089799i,-0.00033228+0.00060186i,-0.00050769+0.00037655i
0.00053965-0.0011057i,0.00012158+0.00022295i,6.1369e-05+0.00090848i,0.00055461+0.0010808i,0.00074173+0.00131i,0.00088808+0.0011243i,0.00048155+0.00029212i,0.00061624-0.00013822i,0.00096638-0.00084966i,0.00081966-0.001318i,-0.00030601-0.0002848i,-0.00082868+0.00037406i,-0.00067881-0.00035583i,0.00018125-0.00041417i,0.00060119-0.0004064i,-1.9064e-05-0.0010587i,1.5052e-05-0.00086529i,0.00064963-0.00031054i,0.00063921+1.0374e-05i,4.2666e-05-0.00026813i,-0.00011547-0.00031457i,-0.00010237+0.00022479i,-0.00057515+0.00027613i
0.003056-6.4834e-05i,0.0036533-0.0020171i,0.002725-0.0023075i,0.0013306-0.0011956i,0.0010882-0.00096522i,0.00020718-0.0012282i,-0.00077811-0.00042508i,-0.00039374-1.9822e-05i,0.0006265+0.00011225i,0.0012635+7.0631e-05i,0.00043657-0.00048349i,0.00011819-0.0008884i,-0.00019278-0.00062482i,-0.0014677-0.00019749i,-0.0018935+6.257e-06i,-0.00042612-3.6689e-05i,0.0005194-0.00042735i,-0.00034171-0.00028069i,-0.0010263-7.1712e-06i,-0.00079589+0.00013707i,-4.2954e-05+3.3658e-05i,0.00045349-8.2088e-05i,-0.00016397-6.299e-05i
0.0012073+0.0012892i,-4.1779e-05+0.0013631i,-0.00054949+0.0010679i,0.00028357-0.0003205i,0.00054628+9.1584e-05i,-0.00019614+0.0014335i,-8.2651e-05+0.001712i,-0.00037136+0.0012292i,-0.0010668+9.5561e-05i,-0.00080767-0.0009047i,-0.00082206-0.00049186i,-0.0014392+0.00083743i,-0.00098897+0.0011942i,0.00043504+0.00024634i,0.00039194-0.0002688i,7.0849e-05+0.00034522i,0.00051598+4.7529e-05i,0.0010646-0.00017246i,0.00056662-0.00038553i,-0.00013165-0.00042574i,0.00048389+3.1748e-05i,0.00079987+0.0003129i,-0.00020852+0.00031447i
-0.00061006-0.0023731i,-0.0017584-0.0013791i,-0.0026607-0.0014038i,-0.0014501-0.00087626i,9.8123e-05-0.00054979i,0.001455+0.00077164i,0.0016025+0.00074813i,0.0010873-0.00070199i,0.00074154-0.0008217i,0.00043593-0.00040683i,-0.00067248+0.00023939i,-0.00042525+0.00034086i,0.00089277+0.0005688i,0.0009401+0.00045831i,-1.2207e-05+0.00024786i,-0.00044719-7.3687e-05i,0.00013421-0.00085902i,0.00077384-0.00085163i,0.00075439-0.0005228i,0.00050561-0.00018309i,0.00043875+0.00021258i,3.8045e-05+0.00054368i,-0.00049252+0.00064753i
0.0029115+6.5626e-05i,0.0030913-0.00038508i,0.0018536+0.00043549i,0.00044556+5.7528e-05i,0.00013936-0.00083141i,-0.0008305-0.0014237i,-0.0014776-0.00056825i,-5.0014e-05+0.00087603i,0.0011071+0.00074889i,0.00039782-0.00054599i,-0.0002005-0.0010966i,-0.00029007-0.00099102i,-0.00061537-0.0005733i,-0.00061205-0.00080705i,-0.00062235-0.00074163i,-0.00060456-0.00030404i,-0.00018299+0.00014834i,0.00020247+0.00047403i,-0.00026115+0.00035601i,-0.00033762-0.00033154i,0.00038995-0.0013179i,0.00069464-0.0015765i,0.00057614-0.00084231i
0.0033765-0.0015151i,0.0026107-0.0012425i,0.00087621-0.0014154i,-0.00039391-0.0011712i,-0.00067626-0.00029337i,-0.00050502+0.0011524i,-0.00064136+0.0018151i,-0.0005561+0.00060291i,-0.00045488-0.00091298i,-0.00035415-0.00067671i,-0.00067147+0.00062549i,-0.00035304+0.00059069i,0.00075078+4.7771e-05i,0.0013059+1.1016e-06i,0.00087691+0.00011726i,-0.00057339+3.8856e-05i,-0.0010882+6.6069e-05i,-0.00026451+0.00024538i,-0.00036324+0.00034424i,-0.00013199+0.00019317i,0.00019334-0.00024978i,-0.00035666-0.0010725i,-0.00060179-0.00051052i
-0.0018363+0.0027019i,-0.0013846+0.0026338i,-0.00023933+0.002327i,0.00073822+0.0011024i,0.0015133+0.00011754i,0.0015087-0.0002097i,0.00065483-0.000985i,0.00037271-0.00060649i,4.879e-05+0.00058955i,-0.00047817+0.0010631i,-0.00032555+0.0011882i,-2.0433e-05+0.00091295i,0.00048238-4.9373e-05i,0.00085007-0.0011555i,0.00064312-0.0014371i,0.00045743-0.00079067i,0.00054249-0.0001805i,0.00083135-0.00021611i,0.0010107-0.00037829i,0.00074161+0.00011048i,0.00012512+0.00017948i,-0.00084803+7.3139e-05i,-0.0010872+0.00020761i
-0.00098159-0.00047596i,-0.00029553+0.0013494i,0.00045679+0.0022928i,0.00081001+0.0012081i,0.0016382+0.00048137i,0.0020701-0.00056394i,0.0019933-0.00068084i,0.00076632-0.00047604i,9.0292e-05-0.0011052i,0.00038995-0.00052224i,7.5927e-05+9.4586e-05i,-0.00065914-0.0002706i,-0.0016157-0.00059028i,-0.0020631-0.0010973i,-0.0014187-0.00091119i,-0.00079997+0.00010854i,-0.00024277-3.2568e-05i,0.00039705-0.00051563i,0.00021929+9.0885e-05i,-0.00046861+0.00034293i,-0.00031142+0.00026548i,0.00029356+0.00041168i,0.00083856-4.1519e-05i
-0.00083595-0.0017136i,-0.0016565-0.0013986i,-0.0024531-0.00037947i,-0.00091709+0.0011342i,0.00080801+0.00086485i,0.00057382+0.00013253i,0.00043699+1.8404e-05i,0.00032214+0.00020154i,-0.00029057+0.00042702i,-0.0002538+0.00030907i,9.753e-05+0.00019482i,-0.00022948+0.00033235i,-0.00065385-3.5295e-05i,7.7684e-05+0.00016511i,0.0004598+0.00014625i,8.9872e-06-0.00021173i,-0.00050476+6.4416e-05i,-0.00051743+3.2066e-06i,0.00024353-0.00010453i,0.00025009-0.00022508i,-0.00028515-9.8396e-05i,-0.00043892+0.00033564i,8.3571e-05+3.3273e-05i
0.0019821+0.00031509i,0.0015823+0.0014041i,0.0015458+0.0014502i,0.0014515-0.0004727i,0.0001738-0.000941i,-0.00032237-0.00050115i,7.2511e-07-0.0006281i,9.443e-05-0.00036514i,-0.00046625-5.7612e-05i,-0.0012658-0.00017513i,-0.0017576-0.0003098i,-0.0016786-0.00038321i,-0.0014661-4.8895e-05i,-0.00098378+0.00028082i,-0.0004604+3.3223e-05i,-0.0002134-0.00030069i,-0.00027844-0.00021694i,0.00023118+0.00010585i,0.00029723+0.00034637i,6.0765e-05+0.0007077i,0.00017959+0.00061039i,-3.6233e-05+0.00025717i,0.00025274-0.00016776i
-0.00098532+0.0014242i,-0.0012113+0.0010275i,0.00026489+0.00092835i,0.0017957+0.0011635i,0.0018643+0.00048837i,0.0010028+1.6684e-05i,0.00072255+0.0005875i,0.00053108+0.0015285i,0.00046085+0.00095569i,0.00053064-0.00074203i,0.00089317-0.0013669i,0.00079619-0.00025693i,4.5519e-05+2.5178e-05i,-0.00054543-0.001016i,-0.00083181-0.0013295i,-0.00067748-0.00087405i,-0.00056517-0.00066679i,-0.00079429-0.00073377i,-0.00064665-0.00050968i,-0.00030062-0.00079484i,-0.00019274-0.00087447i,-9.2795e-05-0.00046713i,0.00049053-0.00060235i
0.0021408+0.0004189i,0.0018142-0.0001937i,0.0018205-0.00056589i,0.001699-0.0017879i,0.0012493-0.001601i,0.00096232-0.00097214i,0.0011483-0.00099084i,0.00098613-0.00072271i,0.00039884-0.00021214i,-0.00031566-0.00075416i,-0.0011487-0.001244i,-0.0019572-0.00093493i,-0.0014987-0.00097406i,-0.00062371-0.00098804i,1.5536e-05-9.5593e-05i,-0.00022658+0.00022819i,-0.00027986+0.00030411i,4.4289e-05+0.0005683i,-0.00017791+0.00080472i,-0.00046881+7.3105e-05i,-6.1447e-05-0.0006808i,0.00029302-0.0007359i,0.00025397-0.00063117i
0.0014951+9.3152e-05i,0.0015783+0.00020513i,0.0010183-0.00020199i,-8.9786e-05-0.00072611i,-0.00019506-0.00054486i,0.00012743-0.00066637i,0.00066607+0.0001152i,0.0010079+0.00059228i,0.00077248+0.00037961i,0.00026867+0.00035451i,-0.00028247-1.8589e-05i,-0.00075672-0.00015817i,-0.00086421+0.00032329i,-0.00043604+0.00098851i,3.449e-05+0.0012195i,-0.0002638+0.00083035i,-0.00075832+0.00061197i,-0.00049779+0.00093832i,-0.00017016+0.0011471i,-0.00023128+0.0011661i,5.3841e-05+0.00082627i,0.00034397-0.00028648i,0.00010387-0.00063218i
-0.0005811+0.00013475i,-4.5892e-05+0.00056919i,-0.00013794+0.0011837i,-8.2219e-05+0.0016452i,0.00023545+0.0016479i,0.00080273+0.0010693i,0.00091783+0.0002053i,0.00038405-0.00029444i,-0.00039219+7.7385e-05i,-0.0007197-0.00040927i,-0.00029183-0.0011545i,0.00010356-0.00088654i,0.0004365-0.00043249i,0.00022746-0.00024287i,4.507e-05-0.00053707i,6.5859e-06-0.00044485i,1.48e-05-0.00022385i,0.00030751+2.2487e-05i,0.00040035+0.0008356i,0.00079734+0.00040023i,0.0013987-0.00068194i,0.0010625-0.00091134i,0.00047658-0.00067098i
0.0015442+0.0014393i,0.0015903+0.0011011i,0.00219-8.5896e-05i,0.0022295-0.0013798i,0.0016056-0.0013411i,0.00034102-0.00029276i,-0.00090306+0.00042201i,-0.00025762+0.00031746i,0.00053013-0.00062034i,0.00078318-0.00049035i,0.00084458-0.00013609i,-0.00032791-0.00045752i,-0.0014441-0.00072942i,-0.0017966-0.00080298i,-0.00097125-0.00052978i,-0.00028033-0.00044815i,0.00064252+0.0001293i,0.00096329+0.00025788i,0.00040208-0.00074617i,0.0010121-0.00097613i,0.0010071-0.00030428i,0.00011891-0.00075428i,-4.5221e-06-0.00080506i
0.0014059-0.00083399i,0.00098601-0.00205i,-0.00032345-0.0018785i,-0.00076382-0.00015062i,-0.0001896+0.00022402i,0.00090702-0.00090475i,0.0015233-0.0011413i,0.00063283-0.00070844i,8.68e-05-0.00051079i,-0.00050276-0.00046874i,-0.001144-0.00015027i,-0.0010174+0.00052145i,-0.0012987+0.00036942i,-0.0014327+0.00023077i,-0.00095007+0.00042427i,-0.0009016-8.0096e-05i,-0.00032695-0.00022896i,0.00090689-0.00020359i,0.00065496-0.00075665i,-0.00016963-0.0013743i,-0.00032385-0.0008017i,-0.00031718+0.00060524i,-8.3324e-05+0.00090464i
-0.00092989+0.00069964i,-0.00082171+0.00012636i,-0.00016966-0.00016874i,0.00012208+0.0007198i,-0.00013366+0.00073966i,0.00060647-0.0007801i,0.0011917-0.0013795i,0.00077315-0.0017325i,0.00071431-0.001921i,0.00060057-0.00090168i,-0.00029064+0.00021365i,-0.00047466+0.00023194i,0.00036282+0.00028487i,0.00039534+8.1107e-05i,-1.2635e-05-0.00019733i,-0.00011399+0.00016913i,-0.0004527+0.00026058i,-0.00061158-0.00012871i,-0.00014549-0.00074666i,0.00071019-0.001075i,0.00082738-0.00055047i,0.00058133+8.1739e-05i,0.00036172+0.000526i
-0.00038431+0.0023776i,6.6444e-05+0.0032542i,0.0005086+0.0028038i,0.0014431+0.0011313i,0.0012133+2.8256e-05i,-0.00076102-0.0008257i,-0.0016714-0.00082005i,-0.0010747-0.00042356i,-0.0011947-0.00024141i,-0.00083547-0.00026326i,-0.00036592-0.00072951i,-0.00053226-0.00086816i,-0.00048964-0.00067497i,-4.8258e-05-0.00065406i,0.00031025-0.0008346i,0.00028456+9.4771e-05i,0.00049891+0.00063558i,0.00085602+0.00025325i,0.00098525-3.3401e-05i,0.00057331+0.00011115i,6.5169e-06+0.00071582i,-7.9046e-05+0.00078892i,-0.00019209+0.0003448i
-0.00086449-0.0020081i,-0.0018014-0.0010853i,-0.00089985+0.00042372i,0.00013961+0.0011071i,0.00062158+0.0012442i,0.0008487+0.0011999i,0.0013243+0.00044427i,0.0014389-0.00014592i,0.00067366-0.00015808i,-0.00041998-0.00028598i,-0.00030252-0.00024262i,0.00023495+7.7969e-05i,0.00057885+0.0005486i,0.00016417+0.00034436i,-0.00044772-8.2381e-05i,-0.00010998-6.9717e-05i,0.00085353-3.0829e-05i,0.0011982+0.00016075i,0.00052214+0.00046654i,0.00052674+0.00061768i,0.0013912+0.0008833i,0.00099028+0.0004947i,-0.00047876-0.00017328i
-0.00012492-0.0029305i,-0.0010532-0.0027427i,-0.001654-0.0010461i,-0.0016324+0.00088102i,-0.00068407+0.0013236i,0.00029929+0.0014057i,0.00042451+0.0013828i,0.00072705+0.00089469i,0.00041583+0.00077285i,-0.00043588+0.00022186i,-0.00015094-0.0007963i,0.00066683-6.3197e-05i,0.00086834+0.0010738i,0.00072397+0.0013697i,0.00062633+0.00042946i,0.00047816-0.00084865i,0.00051788-0.00081226i,0.00066187-0.00019964i,0.00068601+0.00029037i,0.00081087+0.00027378i,-0.00012129+7.0796e-05i,-0.0011328+0.00012662i,-0.00040218-0.0005164i
0.0017252+0.00043904i,0.0013615+0.00052706i,8.5029e-05-1.8062e-05i,-0.00029913-0.00017428i,1.5134e-05-0.0001992i,0.00067494+0.00022513i,0.00068277+0.00067985i,-4.0789e-05-2.4224e-05i,-6.2784e-05-0.0010333i,0.00024037-0.000872i,5.3187e-05-0.00053129i,-0.00015024-0.00064487i,0.00017923-0.00043943i,-3.0391e-05+0.00013812i,-0.00054952+0.00010916i,-0.00036913-5.8939e-05i,0.00033551-5.84e-05i,0.0011326+0.00026801i,0.0008365+2.2094e-05i,0.00026614+0.00018458i,-0.00029589+0.0006889i,0.00042527+0.00050534i,0.00085671+0.00051044i
