-0.0026008+0.00093511i,-0.0032709-8.6286e-05i,-0.0047443+0.00042212i,-0.0045036+0.0022189i,-0.0036627+0.0034692i,-0.0023674+0.0039764i,-0.00085042+0.0035436i,-0.00051821+0.0024063i,-0.00033786+0.0012635i,6.084e-05+0.00032749i,-0.00014626-0.000138i,-0.00065669+4.8723e-05i,-0.00054581-2.1529e-05i,-0.00059651-0.00033467i,-0.00038959-0.00040271i,-0.00084433-0.00069956i,-0.0011477-0.00098616i,-0.00070674-0.00063616i,-0.00065308-0.00041993i,-0.0008576-0.00044702i,-0.0011633-0.00081783i,-0.00017611-0.00096116i,0.00066374+0.00028375i
-0.1935-0.39278i,-0.31217-0.52847i,-0.29726-0.50144i,-0.13758-0.35224i,-0.003582-0.24494i,0.0065537-0.16809i,-0.022078-0.084093i,-0.024516-0.047738i,-0.018879-0.051608i,-0.02113-0.054956i,-0.030909-0.043589i,-0.036459-0.028145i,-0.032326-0.028415i,-0.025294-0.037487i,-0.027907-0.036433i,-0.038798-0.021605i,-0.039903-0.0053926i,-0.029306-0.0008854i,-0.022203-0.003507i,-0.026231+0.0044859i,-0.03102+0.022114i,-0.023911+0.026852i,-0.0107+0.014038i
-0.11082+0.12884i,0.048258+0.23905i,0.0632+0.13199i,-0.13448-0.0042139i,-0.23236+0.0054988i,-0.14819+0.024113i,-0.061647+0.0040085i,-0.03822+0.0078839i,-0.033988+0.032412i,-0.014528+0.044809i,0.011198+0.023014i,0.022829-0.00087432i,0.031257+0.0057385i,0.04182+0.023209i,0.050971+0.026821i,0.05766+0.014387i,0.050435-0.0020019i,0.026784-0.014491i,0.0073187-0.011746i,0.010799+0.0070068i,0.027127+0.022151i,0.031227+0.021705i,0.019635+0.017108i
-0.075662-0.22601i,-0.1559-0.35334i,-0.10881-0.25696i,0.022627-0.10892i,0.076163-0.088012i,0.047045-0.076486i,0.042491-0.030986i,0.066804-0.025015i,0.067011-0.046715i,0.037256-0.058596i,-0.0045432-0.046943i,-0.0325-0.01793i,-0.031434-0.0022089i,-0.019051-0.0099936i,-0.02026-0.021785i,-0.033205-0.016918i,-0.036345-0.0037067i,-0.02403+0.0016012i,-0.0097294+0.0010812i,-0.0019985+0.005566i,0.00063519+0.017633i,-6.0314e-05+0.023657i,0.0011283+0.013402i
0.1102-0.075977i,0.17693+0.20487i,0.13411+0.35912i,-0.031042+0.29812i,-0.18336+0.21773i,-0.17156+0.16431i,-0.082342+0.094545i,-0.04485+0.039158i,-0.042537+0.030972i,-0.034245+0.03862i,-0.015895+0.033287i,0.0087116+0.030083i,0.03217+0.036007i,0.04529+0.037914i,0.05167+0.031321i,0.054445+0.018072i,0.042508+0.0050636i,0.01497+0.0025954i,-0.0017878+0.0078154i,0.0088389+0.0050458i,0.030712-0.0081292i,0.037493-0.017899i,0.026007-0.013887i
-0.40992-0.30935i,-0.47267-0.45121i,-0.27209-0.40521i,0.021841-0.22839i,0.1233-0.14386i,0.055438-0.094089i,0.028857-0.012106i,0.06367+0.017252i,0.076258-0.0082805i,0.055626-0.042302i,0.019386-0.062423i,-0.0099103-0.060861i,-0.020879-0.05613i,-0.028641-0.049659i,-0.038502-0.029039i,-0.045671+0.00375i,-0.037488+0.02941i,-0.014761+0.029367i,-0.0038261+0.0098919i,-0.010751-0.012601i,-0.017577-0.029892i,-0.017604-0.028734i,-0.011016-0.013206i
0.66178-0.0093662i,0.57193+0.036593i,0.33382-0.025421i,0.098946-0.12823i,-0.058159-0.13841i,-0.097768-0.10612i,-0.076947-0.083534i,-0.063589-0.051187i,-0.057079-0.016356i,-0.046457+0.0066761i,-0.026719+0.010504i,0.0012872-0.0018638i,0.026308-0.0093188i,0.038446-0.0031084i,0.03705+0.0030944i,0.031648-0.00023845i,0.026139-0.0056048i,0.012946-0.0054017i,-0.0028232-0.0043713i,-0.016689-0.014027i,-0.024789-0.030034i,-0.017027-0.035453i,-0.0071678-0.027478i
-0.47911-0.31283i,-0.64502-0.5479i,-0.55166-0.57902i,-0.30573-0.43592i,-0.11846-0.29001i,-0.054072-0.17501i,-0.033144-0.069631i,0.0018277-0.0040205i,0.036762+0.011723i,0.054416-0.00655i,0.041475-0.036606i,0.014431-0.058757i,0.005371-0.06815i,0.0074687-0.062645i,0.001134-0.038048i,-0.0055393-0.00093391i,0.0056329+0.021317i,0.018886+0.014914i,0.006652-0.001407i,-0.024006-0.002643i,-0.049834+0.0062663i,-0.051662+0.012069i,-0.035726+0.013416i
0.42741+0.85097i,0.32303+0.71281i,-0.042322+0.2865i,-0.31856-0.01248i,-0.33966-0.079822i,-0.22311-0.081311i,-0.12312-0.076i,-0.084599-0.057206i,-0.07375-0.032179i,-0.066016-0.0073844i,-0.05214+0.013623i,-0.026024+0.024173i,0.00070524+0.020406i,0.0088413+0.0099868i,0.0060833+0.00030775i,0.009479-0.013686i,0.0017562-0.025347i,-0.018394-0.020271i,-0.029096-0.0007351i,-0.042387+0.022247i,-0.062666+0.041863i,-0.059937+0.04467i,-0.03663+0.030539i
-0.43379-0.59713i,-0.67815-0.65595i,-0.70151-0.42263i,-0.52113-0.13821i,-0.31569-0.0069443i,-0.18933+0.0096522i,-0.11352+0.0070554i,-0.056832+0.0010449i,-0.016702-0.011627i,0.009998-0.031788i,0.005073-0.050896i,-0.023546-0.052152i,-0.035449-0.046081i,-0.019113-0.045428i,0.0047973-0.040108i,0.02402-0.02215i,0.038974-0.0087496i,0.037626-0.011983i,0.013413-0.0081288i,-0.0057285+0.027714i,-0.0046052+0.069387i,0.0013477+0.075752i,0.0050511+0.057581i
-0.032697+1.0841i,0.18593+1.0188i,0.1549+0.63943i,-0.028363+0.34361i,-0.13104+0.23185i,-0.11948+0.15001i,-0.057363+0.08652i,-0.0094307+0.051543i,-0.0060112+0.019865i,-0.018948-0.0055884i,-0.020716-0.019953i,-0.020372-0.014497i,-0.027584-0.00043006i,-0.038314+0.002237i,-0.037406-0.0040525i,-0.022809-0.012161i,-0.018681-0.018251i,-0.029161-0.009111i,-0.026496+0.01827i,-0.0035221+0.051417i,0.019534+0.072303i,0.025769+0.063065i,0.018064+0.037801i
-0.07062-0.65335i,-0.25497-0.61621i,-0.37876-0.22745i,-0.23654+0.073954i,-0.10099+0.087744i,-0.09798+0.057682i,-0.064011+0.043667i,-0.021169+6.4553e-05i,-0.015589-0.016536i,-0.0061827-0.025i,-0.018462-0.050758i,-0.047477-0.057497i,-0.050095-0.035569i,-0.019722-0.0088055i,0.016901-0.0014485i,0.030427-0.0064836i,0.034319-0.0038639i,0.04111+0.0024434i,0.041913+0.009838i,0.052953+0.01976i,0.0768+0.02311i,0.082725+0.014581i,0.066891+0.00058614i
-0.75851+0.054096i,-0.46736+0.39623i,-0.13864+0.34636i,-0.076179+0.17149i,-0.13383+0.17598i,-0.1241+0.22103i,-0.04916+0.18313i,0.0059098+0.11601i,2.5503e-05+0.068505i,-0.023199+0.053093i,-0.022525+0.05099i,-0.0039124+0.047722i,0.0085785+0.034042i,-0.0031684+0.011398i,-0.032345-0.002508i,-0.056123-0.0032172i,-0.067568+0.0047726i,-0.066468+0.021726i,-0.04037+0.039772i,0.0059119+0.037597i,0.043587+0.010111i,0.044671-0.018582i,0.018147-0.026927i
0.48398-0.45471i,0.058342-0.47658i,-0.21218-0.23894i,-0.18613-0.072729i,-0.095529-0.089242i,-0.07596-0.065145i,-0.037605-0.010324i,0.0025938-0.024241i,0.011942-0.049141i,0.0042784-0.063648i,-0.028415-0.071879i,-0.044607-0.059839i,-0.015132-0.049495i,0.025197-0.049374i,0.039743-0.046732i,0.032842-0.033933i,0.034977-0.017149i,0.046839-0.01413i,0.048523-0.031186i,0.031385-0.057972i,0.0087672-0.07337i,0.002612-0.061095i,0.011532-0.036528i
-0.14049+0.025291i,-0.17209+0.324i,-0.035304+0.49492i,0.0093276+0.36491i,-0.069602+0.26189i,-0.063499+0.23881i,-0.021834+0.15534i,-0.023213+0.077723i,-0.023818+0.051128i,-0.017427+0.050045i,-0.0063109+0.059415i,0.020556+0.059377i,0.042466+0.031697i,0.028191-0.0019379i,-0.0056441-0.00151i,-0.02019+0.026846i,-0.021115+0.041888i,-0.024851+0.034839i,-0.025045+0.024862i,-0.017154+0.024566i,-0.0089236+0.024501i,-0.010051+0.014952i,-0.017459+0.012626i
-0.34511+1.0598i,-0.26994+0.79814i,-0.20742+0.44238i,-0.11216+0.22893i,-0.050391+0.0489i,-0.019057-0.03543i,0.04439-0.014831i,0.08351-0.0010637i,0.07739-0.0026437i,0.049884-0.019373i,0.0021405-0.03946i,-0.030787-0.041724i,-0.036668-0.046342i,-0.03537-0.058709i,-0.028996-0.057119i,-0.0063221-0.042006i,0.032121-0.037343i,0.055351-0.048002i,0.038238-0.054972i,-0.0046605-0.043202i,-0.038558-0.022574i,-0.042278-0.0082736i,-0.020759-0.00063555i
0.57073+0.089607i,0.59916+0.46882i,0.43738+0.5017i,0.19018+0.30768i,0.0013965+0.16638i,-0.058801+0.072046i,-0.061514-0.016354i,-0.06991-0.035177i,-0.065675-0.013892i,-0.061516-0.0002083i,-0.064077+0.016956i,-0.04936+0.02578i,-0.028359+0.011607i,-0.022598-0.0058459i,-0.021224-0.0058221i,-0.0055988+0.0074095i,0.0081463+0.010421i,-0.0012453+0.00094276i,-0.02049+0.012796i,-0.011642+0.053436i,0.020143+0.07916i,0.031847+0.063838i,0.023367+0.032666i
-0.1813+0.3779i,-0.00043914+0.20881i,0.11388-0.077689i,0.0099995-0.12394i,-0.084288+0.0034532i,-0.080539+0.046577i,-0.044859+0.017495i,-0.00078047+0.003217i,0.036855+0.00098549i,0.056519-0.011995i,0.039923-0.026482i,0.0050733-0.024012i,-0.012341-0.027489i,-0.018033-0.048383i,-0.019835-0.059911i,-0.0090945-0.057393i,0.0077464-0.05333i,0.011168-0.041132i,0.010923-0.017741i,0.023375-0.0034463i,0.029196-0.0039476i,0.018883-0.0062304i,0.010136-0.010288i
1.564+0.73564i,1.4833+0.41523i,0.80896+0.20082i,0.26759+0.22229i,0.10417+0.26682i,0.031794+0.17617i,-0.055723+0.060507i,-0.078636+0.027844i,-0.046401+0.037547i,-0.017219+0.03148i,-0.011724+0.0087913i,-0.020427-0.0076992i,-0.02914-0.0050384i,-0.025247+0.0079614i,-0.0022778+0.016385i,0.019812+0.013489i,0.014517+0.0098085i,-0.0070959+0.018637i,-0.0025028+0.039097i,0.041798+0.049924i,0.083164+0.04079i,0.084875+0.025598i,0.056032+0.010443i
-0.83665-1.1152i,-0.73467-1.119i,-0.46515-0.72272i,-0.19007-0.24757i,-0.053296+0.03593i,-0.032042+0.14532i,-0.02716+0.12866i,-0.040238+0.054939i,-0.06572+0.015515i,-0.0674+0.0085274i,-0.061013+0.012857i,-0.055022+0.028637i,-0.054706+0.026059i,-0.068652+0.007073i,-0.078486-0.0093414i,-0.076796-0.028266i,-0.064535-0.034481i,-0.032431-0.018576i,0.011322-0.01062i,0.039222-0.023828i,0.041618-0.035182i,0.031036-0.03585i,0.010285-0.034168i
0.26292+0.39275i,0.37181+0.26452i,0.31535+0.02397i,0.26751-0.077372i,0.28824-0.055498i,0.25674-0.0050793i,0.19016+0.012034i,0.1195-0.029344i,0.038206-0.050296i,-0.021251-0.041219i,-0.059091-0.042702i,-0.0733-0.036671i,-0.063151-0.026788i,-0.05232-0.025126i,-0.030753-0.028239i,0.0098296-0.039295i,0.043982-0.042822i,0.058891-0.025526i,0.063334-0.012118i,0.057144-0.027175i,0.038474-0.046425i,0.022967-0.042977i,0.015417-0.028964i
0.4425-1.1242i,-0.043184-0.82619i,-0.19385-0.28352i,-0.086169-0.11357i,-0.097923-0.14116i,-0.094382-0.054199i,-0.0046046+0.011202i,0.020239+0.039783i,0.031803+0.082742i,0.046496+0.066805i,0.0095379+0.037029i,-0.020862+0.038599i,-0.024937+0.032977i,-0.042959+0.023195i,-0.061534+0.027719i,-0.057258+0.035127i,-0.028461+0.022921i,0.010716-0.011971i,0.023835-0.046758i,0.0077486-0.049769i,-0.0034597-0.030078i,-0.0090176-0.021508i,-0.022734-0.020928i
-0.50396+0.41833i,-0.10016+0.25924i,0.018882-0.1002i,-0.15142-0.31402i,-0.23917-0.26367i,-0.18394-0.1433i,-0.12072-0.078816i,-0.082477-0.043876i,-0.046686-0.00058421i,0.0099001+0.021118i,0.041265+0.0046493i,0.02631-0.026761i,-0.01422-0.055729i,-0.061114-0.07016i,-0.090356-0.070601i,-0.094911-0.061489i,-0.077464-0.04444i,-0.044565-0.023534i,-0.010436-0.0075234i,0.0063966-0.015019i,-3.4862e-05-0.034816i,-0.011613-0.045724i,-0.017108-0.043213i
0.72948-0.58815i,0.3313-0.64919i,-0.17209-0.36188i,-0.33553+0.017709i,-0.29275+0.17667i,-0.22616+0.1918i,-0.09754+0.16553i,0.022044+0.099624i,0.06739+0.031236i,0.045657-0.023963i,-0.017066-0.032895i,-0.049139+0.006052i,-0.04738+0.042627i,-0.055876+0.057738i,-0.078121+0.051772i,-0.09762+0.041667i,-0.090481+0.028278i,-0.069056-0.0086853i,-0.057327-0.032484i,-0.032689-0.005482i,0.012555+0.029822i,0.028323+0.040028i,0.007109+0.04744i
-0.090168-1.1588i,-0.04252-0.72171i,0.11114-0.34859i,0.091036-0.24417i,0.044093-0.13053i,0.11033-0.032612i,0.1004-0.034029i,0.032522+0.0036323i,0.073462+0.04466i,0.12738+0.00088247i,0.092823-0.042505i,0.035908-0.024871i,0.0069885+0.0026003i,-0.01498+0.00026199i,-0.044268-0.013891i,-0.063987-0.022856i,-0.06663-0.032999i,-0.066251-0.045049i,-0.069351-0.046941i,-0.056641-0.02591i,-0.025324+0.00065884i,-0.0016752+0.015251i,0.0092782+0.024841i
0.23749+1.0983i,-0.069017+0.71872i,-0.25163+0.4323i,-0.062053+0.34705i,0.17072+0.2493i,0.20708+0.11906i,0.18095+0.0010459i,0.17489-0.10879i,0.15891-0.18207i,0.1021-0.22357i,0.0090942-0.21761i,-0.042123-0.1523i,-0.050134-0.064426i,-0.060984+0.049498i,-0.062715+0.16223i,-0.042573+0.20431i,-0.016758+0.1692i,-0.00068263+0.097747i,0.0012905+0.031698i,0.014947-0.010816i,0.039917-0.041187i,0.040039-0.042082i,0.035952-0.0073067i
0.46809-0.42617i,0.21151-0.38396i,-0.28313-0.17163i,-0.62115-0.06025i,-0.66134-0.10702i,-0.51616-0.14654i,-0.39168-0.10393i,-0.2956-0.0026803i,-0.15585+0.04227i,-0.080226-0.019322i,-0.090387-0.070971i,-0.08553-0.073596i,-0.061196-0.050588i,-0.044283+0.013242i,-0.020516+0.08231i,0.0013636+0.097247i,0.0015241+0.045296i,-0.031131-0.02315i,-0.07789-0.046234i,-0.096711-0.035477i,-0.087307-0.028915i,-0.069443-0.02125i,-0.04819-0.0095678i
-1.1769+0.28455i,-0.70981+0.3885i,-0.30034+0.098751i,-0.21509-0.085824i,-0.15857+0.016169i,0.0018393+0.10417i,0.11279+0.021343i,0.069723-0.084726i,-0.056988-0.093672i,-0.15933-0.029622i,-0.18525+0.05634i,-0.11278+0.10367i,-0.0089723+0.083008i,0.064895+0.040442i,0.11231+0.019058i,0.12288+0.028882i,0.09469+0.05175i,0.043083+0.064871i,0.009592+0.078644i,0.037887+0.065313i,0.077462+0.0012548i,0.078095-0.05105i,0.063907-0.065887i
1.3883+0.055849i,0.90141+0.064092i,0.031115+0.26933i,-0.57534+0.73187i,-0.58227+0.92368i,-0.3294+0.6297i,-0.1527+0.30276i,0.020994+0.13491i,0.17128-0.058444i,0.096843-0.21412i,-0.080254-0.19213i,-0.13462-0.12148i,-0.10635-0.1051i,-0.085381-0.089377i,-0.072725-0.034218i,-0.061385+0.027056i,-0.058777+0.035607i,-0.068517+0.016156i,-0.058783+0.022346i,-0.018588+0.021259i,-0.00014869-0.0090138i,-0.021944-0.026088i,-0.040172-0.0071582i
-0.50151+9.8339i,2.5199+7.7649i,5.7124+5.7916i,6.5451+2.2718i,6.0188-0.73697i,4.1307-2.7159i,1.3133-2.4609i,-0.075414-0.75458i,0.56475+0.34362i,1.5493-0.021084i,1.1843-1.0238i,-0.024726-1.2121i,-0.58783-0.56365i,-0.44709-0.10328i,-0.25117-0.15372i,-0.2207-0.23089i,-0.14724-0.080268i,0.040064+0.12138i,0.13728+0.18297i,0.094294+0.14854i,0.051009+0.10143i,0.060071+0.05763i,0.089781+0.013639i
-0.82984+1.5053i,-0.52842+1.0281i,-0.39626+0.55178i,-0.25333+0.41321i,-0.025439+0.28419i,0.0061234+0.12301i,-0.10939+0.16204i,-0.13432+0.32735i,-0.079606+0.45383i,0.015537+0.47316i,0.10041+0.35146i,0.092079+0.17467i,0.04567+0.063151i,0.029724-0.0069081i,0.0052255-0.048892i,-0.016261-0.047084i,-0.026813-0.056297i,-0.065846-0.065793i,-0.098897-0.028872i,-0.073476+0.035987i,-0.005593+0.089767i,0.050527+0.10242i,0.059697+0.097201i
0.030657-0.78973i,0.10795-0.29763i,0.24729+0.040599i,0.30821+0.10805i,0.1994+0.12962i,0.10675+0.15128i,0.15403+0.17501i,0.26414+0.18011i,0.26882+0.1146i,0.13516+0.06851i,0.054232+0.067552i,0.07945+0.020488i,0.093789-0.06055i,0.050231-0.08761i,-0.0070855-0.033418i,-0.030548+0.030759i,-0.03195+0.030896i,-0.050053-0.0048065i,-0.081147-0.0016162i,-0.063097+0.05323i,0.007861+0.089819i,0.044423+0.081803i,0.028223+0.084791i
-1.0681-0.65661i,-0.97429-0.49341i,-0.6777-0.41412i,-0.57825-0.24862i,-0.44159+0.041084i,-0.20297+0.12607i,-0.13813-0.026822i,-0.2194-0.074414i,-0.18776+0.092658i,-0.0060904+0.21348i,0.15166+0.16064i,0.22032+0.030734i,0.22406-0.10023i,0.16949-0.16174i,0.089151-0.14214i,0.034742-0.092248i,0.024691-0.033654i,0.037494+0.010732i,0.064485+0.014682i,0.076474-0.022045i,0.044332-0.054492i,0.0055606-0.04994i,-0.016937-0.027028i
1.0722+0.82333i,0.76772+0.3889i,0.4654+0.19813i,0.39274+0.21937i,0.30055+0.16996i,0.11335+0.044138i,-8.1576e-05-0.01359i,-0.0069351+0.012405i,0.030192+0.051533i,0.076882+0.08313i,0.12814+0.091686i,0.14529+0.062349i,0.11488+0.024864i,0.080624-0.021859i,0.057528-0.08638i,0.041861-0.12553i,0.037062-0.10922i,0.02374-0.052062i,0.014176+0.011016i,0.021471+0.041248i,0.02576+0.028238i,0.029313-0.014543i,0.023327-0.058224i
-1.1198-0.91945i,-0.89875-0.51092i,-0.25985+0.039442i,0.36157+0.23769i,0.53498+0.13245i,0.40935-0.043222i,0.27599-0.15792i,0.16199-0.17535i,0.035615-0.10486i,-0.015748+0.017682i,0.03614+0.076824i,0.066602+0.041181i,0.037853+0.010189i,0.0094692+0.0019836i,-0.012653-0.0079057i,-0.02716+9.81e-05i,-0.013944+0.026219i,0.0189+0.051305i,0.039352+0.049557i,0.033138+0.029657i,0.027195+0.018991i,0.036528+0.016188i,0.045149+0.018478i
-0.54779+0.41979i,-0.17919+0.52349i,-0.13941+0.37717i,-0.31203+0.3891i,-0.21491+0.43258i,0.023743+0.27726i,0.097259+0.069618i,0.06815-0.023736i,0.060059-0.0051189i,0.11134+0.021408i,0.1408-0.025784i,0.06684-0.060476i,-0.021827-0.012976i,-0.0394+0.043991i,-0.027199+0.064574i,-0.026697+0.059141i,-0.033683+0.04031i,-0.026558+0.022539i,-0.0027059+0.012997i,0.011874+0.010934i,0.017288+0.018279i,0.016139+0.017063i,-0.002418+0.001608i
1.4218-0.7037i,0.61688-0.39547i,0.045008+0.011706i,-0.17583+0.12217i,-0.3477+0.093007i,-0.35429+0.18012i,-0.15964+0.2378i,0.0032596+0.18539i,0.077896+0.11855i,0.10832+0.04479i,0.096633-0.016597i,0.066506-0.019496i,0.054599+0.0098609i,0.054387+0.010832i,0.033757-0.016391i,-0.0035333-0.037412i,-0.032997-0.037457i,-0.042131-0.018076i,-0.036137-0.0096679i,-0.03376-0.02272i,-0.029929-0.036645i,-0.01299-0.040737i,0.007314-0.038664i
-0.75609+0.13497i,-0.53571-0.00055178i,-0.21944-0.06687i,-0.069794-0.089099i,-0.015081+0.0014881i,0.046556+0.13942i,0.11873+0.15209i,0.12277+0.052831i,0.048509-0.016638i,-0.0031381-0.0192i,-0.0026315-0.0089733i,0.0078011-0.010919i,0.012679-0.026989i,0.0060036-0.04722i,-0.011414-0.056338i,-0.021765-0.053639i,-0.026695-0.033729i,-0.026394+0.0087637i,-0.0048848+0.043955i,0.018008+0.047323i,0.026784+0.040018i,0.032647+0.030816i,0.028366+0.016804i
-0.066424+1.1677i,0.11332+0.91982i,0.11509+0.49421i,0.18174+0.19229i,0.24563-0.020652i,0.18227-0.1269i,0.089091-0.094852i,0.057312-0.029254i,0.078013-0.012761i,0.094037-0.037173i,0.07899-0.047273i,0.060079-0.028671i,0.040659-0.0071804i,0.014313+0.022603i,0.0013684+0.069164i,0.018929+0.10565i,0.055031+0.10374i,0.080669+0.059065i,0.064245+0.0016095i,0.011471-0.027448i,-0.037146-0.030933i,-0.057954-0.029203i,-0.049848-0.021291i
0.34733-1.7227i,0.12934-1.1368i,0.074631-0.42846i,0.13053-0.0398i,0.15446+0.01806i,0.11967-0.061776i,0.037968-0.10131i,-0.013576-0.065658i,-0.011737-0.045449i,-0.0059681-0.050386i,-0.005059-0.04535i,-0.012011-0.014657i,-0.0099131+0.038124i,0.017033+0.067028i,0.027637+0.054918i,0.0013279+0.038458i,-0.026827+0.041593i,-0.025219+0.057273i,0.0045566+0.057549i,0.034377+0.037145i,0.045675+0.016905i,0.03462+0.0020578i,0.01013-0.009649i
-0.19209+1.0669i,-0.099229+0.85024i,-0.021349+0.44034i,-0.12684+0.24047i,-0.16085+0.26716i,-0.061499+0.22945i,-0.0045215+0.095918i,-0.014166+0.0054496i,-0.048197-0.0072477i,-0.065759+0.017042i,-0.050901+0.01523i,-0.040454-0.010131i,-0.034284-0.018519i,-0.0051518-0.024212i,0.026733-0.042367i,0.034023-0.060363i,0.021135-0.066449i,0.0027155-0.054666i,-0.016218-0.026801i,-0.030258+0.0092052i,-0.02859+0.044496i,-0.011341+0.061359i,0.0029269+0.048445i
0.52022+0.495i,0.25139+0.10357i,-0.08475+0.043773i,-0.12397+0.13139i,-0.061945+0.078508i,-0.037773+0.013408i,0.008482+0.0071616i,0.030472+0.0065039i,0.021196+0.0098347i,0.018813+0.0072049i,0.019958+0.0083228i,0.022214+0.0020343i,0.0041719-0.021595i,-0.033211-0.023667i,-0.05225+0.0042568i,-0.043456+0.032577i,-0.030959+0.045689i,-0.019683+0.048338i,-0.0023496+0.030684i,0.010059-0.006716i,0.016711-0.041073i,0.01782-0.054379i,0.012002-0.037161i
-1.1984-0.94825i,-0.69319-0.3423i,-0.18237-0.096951i,-0.049021-0.16266i,-0.044765-0.12344i,0.026379-0.043935i,0.086801-0.027172i,0.1064-0.042917i,0.093701-0.064477i,0.071359-0.055114i,0.062939-0.031452i,0.053976-0.019437i,0.043203-0.011165i,0.038074-0.0003826i,0.036889+0.013383i,0.045861+0.018963i,0.054076+0.012877i,0.042021+0.007332i,0.017965+0.012886i,0.0044591+0.027788i,-0.0020654+0.035739i,-0.0081712+0.029512i,-0.011002+0.0168i
0.20757+0.68793i,0.10557+0.56093i,0.063665+0.15406i,0.043439-0.091601i,0.073304-0.16415i,0.064288-0.19238i,-0.002491-0.14232i,-0.030989-0.046158i,-0.019249+0.014968i,-0.013982+0.032897i,-0.01898+0.03371i,-0.023674+0.040812i,-0.013893+0.053234i,0.011986+0.045802i,0.028887+0.023212i,0.027468+0.013595i,0.027974+0.024092i,0.039669+0.028795i,0.042062+0.010039i,0.024439-0.0135i,0.0025236-0.025224i,-0.009738-0.028227i,-0.0067868-0.02898i
0.96546-0.62975i,0.60237-0.69824i,0.23528-0.3529i,0.072779-0.017931i,0.054661+0.11118i,0.070612+0.059195i,0.029264-0.050904i,-0.044165-0.080574i,-0.067745-0.051034i,-0.053391-0.032283i,-0.035915-0.022884i,-0.017766-0.025811i,-0.005193-0.042432i,0.0012981-0.054975i,0.0078429-0.06027i,-0.00085876-0.061513i,-0.03753-0.058503i,-0.071914-0.036016i,-0.067451+0.0056455i,-0.033832+0.041245i,0.0040622+0.062466i,0.032986+0.064593i,0.037764+0.046427i
-1.6852+0.18668i,-1.1123+0.39278i,-0.41568+0.32442i,-0.1099+0.14521i,-0.054644+0.1233i,0.013613+0.15049i,0.084418+0.092523i,0.098793+0.022401i,0.077911-0.011478i,0.056944-0.018687i,0.050233-0.020146i,0.040143-0.027338i,0.012972-0.024841i,-0.014345-0.007491i,-0.025274+0.017227i,-0.012633+0.03979i,0.018727+0.052561i,0.047237+0.040994i,0.0497+0.0087668i,0.024263-0.018335i,-0.0087323-0.030865i,-0.032882-0.026704i,-0.041266-0.011923i
0.69284-0.031822i,0.51864+0.023657i,0.28753-0.01953i,0.19179-0.055863i,0.16923-0.086134i,0.12953-0.070921i,0.096989-0.0143i,0.083668+0.016441i,0.064387+0.015485i,0.041643+0.017499i,0.024365+0.036131i,0.018806+0.051868i,0.019142+0.049807i,0.014128+0.042106i,0.010869+0.034423i,0.018902+0.023358i,0.02735+0.012933i,0.019075+0.0061119i,0.0056223+0.0066792i,0.017032+0.0076908i,0.050256-0.0044401i,0.068112-0.02496i,0.059179-0.03014i
0.48659-0.9309i,0.23945-0.57763i,0.10925-0.22657i,-0.0019058-0.14328i,-0.079062-0.10774i,-0.048357-0.055617i,0.001511-0.041847i,0.015898-0.017751i,0.026854+0.019074i,0.036053+0.032064i,0.03388+0.014584i,0.026438-0.0035809i,0.034717-0.0010819i,0.064376-0.0026311i,0.087181-0.017356i,0.077356-0.034512i,0.041441-0.048427i,0.0021648-0.045152i,-0.021025-0.024739i,-0.037917-0.0046504i,-0.060966+0.018895i,-0.062347+0.04048i,-0.035928+0.034228i
-0.66722+0.50455i,-0.52989+0.22444i,-0.26034+0.013433i,-0.086972-0.012561i,-0.004816+0.035649i,0.0066298+0.026141i,-0.046302+0.0033149i,-0.090688+0.030765i,-0.084852+0.0532i,-0.063024+0.032372i,-0.051963+0.012573i,-0.043444+0.0044142i,-0.044318-0.011145i,-0.060615-0.026391i,-0.079734-0.027237i,-0.092324-0.0082145i,-0.083889+0.024321i,-0.043992+0.050405i,0.0063019+0.050001i,0.035552+0.026355i,0.040669-0.0079202i,0.029331-0.033652i,0.01162-0.031853i
0.92593-0.3681i,0.65378-0.22374i,0.36679+0.016247i,0.27449+0.11017i,0.19443+0.090887i,0.10911+0.095109i,0.076145+0.070523i,0.052796+0.0064774i,0.030758-0.029404i,0.017619-0.02605i,0.00661-0.0030202i,0.0039358+0.023762i,0.0087688+0.044661i,0.01022+0.051404i,0.0042478+0.044861i,-0.00215+0.035894i,-0.003151+0.027184i,-0.00023888+0.010478i,-0.00010506-0.0029568i,-8.3366e-05+0.0068248i,0.0097289+0.03225i,0.022184+0.045897i,0.023737+0.039203i
-0.22547-0.22643i,-0.19797+0.06734i,0.028906+0.18543i,0.16932+0.04657i,0.1459-0.057832i,0.10878-0.038359i,0.10194-0.0039912i,0.079127+0.0097195i,0.047557+0.029152i,0.039584+0.045504i,0.046429+0.034864i,0.041655+0.01417i,0.03617+0.015016i,0.050983+0.029948i,0.079718+0.035267i,0.10626+0.018393i,0.10746-0.016182i,0.068823-0.04212i,0.020234-0.044578i,-0.0051214-0.045087i,-0.023754-0.056374i,-0.039855-0.05721i,-0.030199-0.043813i
