-0.0031646+0.00033061i,-0.001862-4.1674e-05i,-0.003245-0.00045235i,-0.0041003-0.00034707i,-0.0029371+0.00080621i,-0.0021551+0.0018849i,-0.0018456+0.0021686i,-0.00075037+0.0016496i,-0.0005269+0.00038132i,-0.00089155+0.00037507i,-0.00013119+0.00065312i,0.00054728-0.00013391i,-0.00011207-0.00039305i,-0.00054752+0.00018793i,-0.00024324+0.00029131i,0.00040823-0.00030228i,0.00087667-0.00018998i,0.00064881+0.00071958i,0.00025733+0.0009157i,0.00033468+0.00076124i,0.00058993-9.1673e-05i,0.00026157-0.00079378i,-4.6501e-05-0.00058243i
-0.0014154+0.0012799i,-0.0020159+0.00033694i,-0.0017043-0.00010242i,-0.00014881-0.00091859i,0.00020277-0.0017322i,-0.00038608-0.0014299i,-0.0013897-0.001249i,-0.0013648-0.0018643i,-0.00080964-0.0015883i,-0.00011191-0.0012427i,0.00066655-0.0014409i,0.00048061-0.0016587i,-0.00081784-0.0016321i,-0.0014976-0.0010518i,-0.00053731+0.00043101i,0.00058931+0.0016382i,0.0003108+0.0018799i,-0.00045156+0.0010211i,-0.00087356+0.00051829i,-0.0006177+0.0009308i,0.00019183+0.0010655i,0.00063103+0.0012346i,0.00078655+0.0015416i
-0.0009393+0.0019483i,-0.0012045+0.00086968i,-0.00040769+0.00088407i,0.0013062+0.00090548i,0.0020995-9.144e-05i,0.0015525-0.0012997i,0.00014259-0.0014243i,-0.00053244-0.0014614i,-0.00047573-0.001549i,-0.00019652-0.0014168i,-2.5193e-05-0.0014597i,-0.00010821-0.001377i,-0.00063742-0.00072667i,-0.0014488+0.00014963i,-0.0019896+0.0010279i,-0.0014582+0.00069524i,-0.00031016-1.7276e-05i,-0.00037418+0.0005374i,-0.00090238+0.0010577i,-0.00016436+0.0011475i,0.00025022+0.0012134i,0.00016719+0.0010838i,5.6164e-05+0.0014572i
-0.00022374+0.0002994i,0.00041978+0.00031315i,-0.00085066-0.00057584i,-0.0019273-0.0018182i,-0.00099229-0.0014081i,0.00018189-0.00068992i,-0.00034501-0.00071964i,-0.0011314-0.0013916i,-0.00093175-0.0016102i,-0.00080405-0.0012919i,-0.0010397-0.0011274i,-0.0012964-0.0012193i,-0.0010709-0.0014646i,-0.00065289-0.00085257i,-0.00022325-0.00022885i,0.00030217-1.6426e-05i,0.0012715+0.00027329i,0.0011235-8.2578e-05i,-0.00019698-0.0003347i,-0.00044195+3.5707e-05i,1.9543e-05+0.000212i,9.3789e-05+0.00053092i,-0.00037666+0.0012454i
0.0018141+0.0001589i,0.0019843-0.00045479i,0.0031875-0.0019461i,0.0024119-0.0024771i,-0.00011545-0.0025622i,-0.0016805-0.0020681i,-0.0015079-0.00096286i,-0.00052399-0.0011178i,-0.00049892-0.0012934i,-0.0006508-0.00065934i,-0.00036701-0.00091307i,-0.00042346-0.0012224i,-5.3425e-05-0.00076196i,0.00044277-1.9587e-05i,-0.00049821+0.0010355i,-0.0012098+0.001879i,-0.00088636+0.00097926i,-0.0013347-0.00012406i,-0.0013078+0.00024561i,-0.0015247+0.00060894i,-0.0012782+0.0001393i,-6.9613e-05+0.00029016i,-0.00033388+0.00027472i
0.00010424-0.00027349i,0.00026806-0.00037944i,-5.7288e-06-0.00062477i,-0.0016755-0.0017706i,-0.0024493-0.00087826i,-0.0014943-0.00014876i,-0.0010784-0.0014022i,-0.00066335-0.001912i,3.4927e-05-0.0026778i,0.00034895-0.0024588i,0.00062746-0.0018967i,0.00068742-0.0009827i,0.00040574+0.00057422i,-0.00081791+0.00048127i,-0.0013396-5.186e-05i,-0.00083565+4.8597e-05i,-0.00027794+0.00025339i,-0.00032343+0.00036645i,0.0001614+0.00081804i,0.0008013+0.00031688i,0.00058298-0.00091645i,-0.00015355-0.0012352i,-0.00092199-0.0011499i
-0.00097667-0.0023953i,-0.0013656-0.0032652i,-0.0023739-0.0040721i,-0.0029806-0.002611i,-0.0022648-0.0011855i,-0.00045368-0.0005132i,0.00035333-0.0011545i,0.00050297-0.002261i,0.00088999-0.0021521i,0.0002793-0.0012893i,-8.7748e-05-0.0011216i,0.0002711-0.0004268i,0.00027694+0.00030807i,0.00036145+0.00034408i,0.00025475+0.001295i,-4.1968e-05+0.0019953i,-9.3084e-06+0.0012135i,0.00035246-0.00015799i,0.00074814-0.00038659i,0.00066528+0.00025544i,0.00081137+4.4255e-05i,0.0011208-0.00029775i,0.00059813-0.00069829i
0.00019469-0.0026975i,0.00013257-0.0026367i,-0.00058325-0.0034161i,-0.0016454-0.0038801i,-0.0020776-0.0029321i,-0.0023298-0.0021617i,-0.0015181-0.0015824i,-5.0205e-05-0.001635i,0.00016135-0.0021792i,-0.00054607-0.0016442i,-0.001021-0.00055448i,-0.0013609-0.00035877i,-0.001833-0.00090839i,-0.0022498-0.00097847i,-0.0026466-0.0005852i,-0.00205-0.00016862i,-0.0010179+0.00053964i,0.00026274+0.0014428i,0.00068313+0.0017065i,0.0002568+0.0013i,-0.00026221+0.00075576i,-9.997e-05+0.0002593i,0.00023691-0.00021973i
0.0015121-0.00059201i,0.0014623-0.0015477i,0.0018965-0.0026916i,0.00076395-0.0024196i,-0.00090066-0.0022152i,-0.00079809-0.0017614i,-0.00018529-0.00065679i,-0.00069286-0.00099023i,-0.00090965-0.0010791i,-0.00063174-0.00045476i,-0.0011977-0.00055537i,-0.0017132-0.0012166i,-0.0015202-0.0022674i,-0.00033405-0.0020829i,0.00048421-0.00071286i,0.00037855+0.0008004i,0.00012186+0.0013547i,-3.0702e-05+0.0011744i,0.00030823+0.0014541i,0.0010372+0.00080009i,0.0011376+0.00057317i,0.000834+0.0010089i,0.00040559+0.00053837i
0.0031824+0.00039675i,0.0022384-0.00042937i,0.0027462-0.00067802i,0.0021632-0.0016042i,0.00035935-0.0029087i,-0.0012875-0.0028127i,-0.0023516-0.0022556i,-0.0016001-0.0022531i,-0.00024172-0.0026672i,-0.00058702-0.0025297i,-0.0013377-0.0020705i,-0.00086878-0.0020106i,5.8733e-05-0.0017597i,0.00068304-0.00060885i,0.00024828+0.0008794i,0.00015199+0.0015149i,0.00020828+0.001494i,-0.00037025+0.0007358i,-0.00098686+0.00027052i,-0.0012927+0.00053065i,-0.0003388+0.0013246i,2.6191e-05+0.00094713i,-0.00037869+0.0007963i
0.0023661+0.0011116i,0.0029227+9.7313e-05i,0.0033067-0.0028044i,0.0021026-0.0038288i,0.00095924-0.0026294i,0.00075663-0.0018633i,0.00024549-0.0014047i,-0.00035867-0.0017865i,-0.00043598-0.0020035i,-0.00018689-0.0024092i,0.00023467-0.0020672i,0.00017528-0.00098803i,0.00015129-4.75e-06i,0.00020752+0.00065077i,3.8572e-05-6.3288e-06i,0.00064877-0.00056495i,0.00063246-0.00017128i,0.00045463-2.1564e-05i,0.00067538-0.00020615i,-0.00028978-0.00051513i,-0.00176+8.9402e-05i,-0.0016546+0.0005842i,-0.0009934+0.00026507i
-0.0025322+0.00083777i,-0.0019927+0.00095231i,-0.0013487+0.00094772i,-0.0011828+0.00011056i,-0.001036-0.00033534i,-0.00012313-0.00063132i,0.0003475-0.0013449i,-0.0004248-0.0021532i,-0.00073079-0.0022194i,-0.00027478-0.0019109i,0.00036711-0.0010017i,0.00032902+0.00037216i,-0.00054334+0.00072927i,-0.00093913+0.00036014i,-0.00056488+0.00059816i,-0.00029717+0.00094358i,-0.00030475+0.00090663i,-0.000559+0.0010323i,-0.00069741+0.00092031i,-0.00016702-9.4598e-05i,-0.00056229-0.00035751i,-0.00063873-0.00021575i,-0.00065358-0.00042373i
-0.00064723-0.0010638i,-0.0010038-0.0014061i,-0.00052124-0.0026078i,-0.00026157-0.0035857i,-0.00098236-0.0027969i,-0.00092842-0.0019396i,-0.0004569-0.0011475i,-0.00058388-0.0015692i,-0.00069798-0.0020913i,-0.00046774-0.0013554i,-0.00043511-0.00011593i,-0.0011395+0.00083673i,-0.0017699+0.0014775i,-0.002103+0.0014754i,-0.0027463+0.0012717i,-0.0020808+0.0010594i,-0.00056321-0.00017533i,6.4669e-05-1.1281e-05i,-0.00015012+0.0011013i,-0.00014025+0.0003046i,-0.00053562-0.00062968i,-0.00076514-0.0008194i,0.00024687-0.0012728i
7.4025e-05+0.0033526i,0.00027543+0.0035014i,1.3514e-05+0.0033813i,0.00030757+0.0021463i,0.00041111+0.00093911i,8.9749e-05-0.0004376i,-0.00027979-0.0020552i,-0.00038621-0.0026945i,-0.00047859-0.0018867i,-0.00023736-0.00090503i,0.00022463-0.0007734i,-0.000541-0.0010332i,-0.0017883-0.0017652i,-0.0016573-0.0018905i,-0.00022776-0.0014907i,0.00086469-0.0011059i,0.00058622-0.00073645i,-4.6897e-05-0.00049932i,0.00036423+0.00012395i,0.0015248+0.0010012i,0.0022747+0.0010696i,0.0013718-0.00010177i,0.0002745-0.00050826i
-0.00072026-0.00077282i,-0.00051851-0.0013727i,-0.0007921-0.0017518i,-0.00075508-0.0024199i,-0.00023241-0.0026032i,0.00015081-0.0020165i,-0.0005064-0.0015302i,-0.0010744-0.0014493i,-0.00088405-0.0018175i,-0.00082858-0.0016084i,-0.00075026-0.00076735i,-0.00023725-0.00054347i,-0.0004075-0.00087058i,-0.00012275-0.00022395i,0.00026851+0.00011534i,-9.8547e-05+0.00078819i,-0.00011711+0.0014167i,0.00013658+0.0012199i,0.0004112+0.001426i,0.00021287+0.0017501i,0.00039503+0.0020637i,0.0011019+0.0011956i,0.0011317+0.00062401i
0.00042637-0.0016889i,0.00076491-0.00072051i,0.00060999-0.0019599i,-0.00036465-0.0026492i,-0.0015804-0.0020957i,-0.0011309-0.001334i,-6.2197e-05-0.00069816i,-0.00029221-0.0015705i,-0.00017075-0.0023095i,2.9708e-05-0.0021393i,-9.2482e-05-0.0018167i,0.00058777-0.0015751i,0.0010932-0.0011587i,0.00056867-0.00044367i,-0.00022862-0.0011298i,0.00054704-0.0011116i,0.00098266+0.00047664i,0.00035837+0.0010294i,-0.00019959+0.0013614i,-0.0004079+0.0021101i,0.00018461+0.0019774i,0.00045816+0.001656i,0.00033973+0.0010486i
2.3465e-05-0.0013216i,-0.00047033-0.0010927i,-0.0011962-0.00044137i,-0.0021165-1.0287e-05i,-0.0020009-0.00046117i,-0.00063739+0.0002491i,-0.00017916+0.00062943i,-0.00042983-0.0011908i,-0.00087393-0.002241i,-0.00092236-0.0012848i,-2.1823e-05+0.00012798i,0.0011277+0.00098576i,0.0011183+0.0018125i,0.00068654+0.0026256i,0.0007294+0.0030631i,0.00058428+0.0020696i,0.0001385+0.0010559i,-0.00029609+0.0012487i,-0.00072715+0.0013562i,-0.0009778+0.0015291i,-0.00089787+0.0017167i,-0.00060737+0.0011017i,-0.00048186+0.0012903i
0.00066311+6.4241e-05i,0.00062468-0.0011391i,1.6703e-05-0.0024011i,0.00055744-0.0032134i,0.00077935-0.002617i,0.00048678-0.002102i,0.00012915-0.0029687i,-0.0007165-0.0030463i,-0.0010551-0.0015034i,0.0001078-0.00022129i,0.0010459+0.00043725i,0.00051344+0.0008734i,-0.00086676+0.0010154i,-0.0014729+0.0012263i,-0.0010243+0.00091281i,-0.00072231+0.00013414i,-0.00066318+0.00022048i,-0.00043085+3.7269e-05i,-0.00099399-0.00045118i,-0.0016499-0.00022971i,-0.0017389-0.0002877i,-0.0011725-0.00047297i,-0.000149+0.00034001i
0.0020863-0.00037841i,0.0026478-0.00091347i,0.0027972-0.0023577i,0.0016529-0.0027874i,-0.00039015-0.0018053i,-0.00091856-0.00090786i,-0.000258-0.00086353i,-0.00042279-0.0014011i,-0.00056533-0.0017351i,-0.0002354-0.00072607i,-3.6868e-05+0.00023545i,-0.0011831+8.2239e-05i,-0.0022332+0.00051772i,-0.0018446+0.0010051i,-0.00094979+0.00095825i,2.4438e-05+0.00054475i,8.5367e-05+0.00037991i,-0.00030041-6.4427e-05i,-8.0241e-06+2.2029e-05i,0.00014913+0.00037361i,-0.00030681-0.00038991i,-0.0010915-0.00069541i,-0.00088529-0.00041365i
0.001311-0.00025855i,0.0012837-0.00013771i,0.0023898-0.0018663i,0.0014347-0.0025816i,-0.00079753-0.0018886i,-0.001632-0.0012951i,-0.001424-0.0014632i,-0.00098049-0.0010812i,-0.00017989-0.00082864i,-0.00019873-0.0013121i,-0.00085281-0.0013243i,-0.0016263-0.0013813i,-0.002389-0.0012294i,-0.0029931-0.00060495i,-0.002654+0.00060867i,-0.0016906+0.0010291i,-0.0017764+0.00064159i,-0.0016597+0.00047584i,-0.0010915-0.00014763i,9.3963e-05-0.00088191i,0.00083003-0.0010733i,0.000215-0.0011819i,-0.00033192-0.0013595i
-0.0027634+0.0015899i,-0.0015547+0.0022833i,-0.0025481+0.0032519i,-0.0025851+0.001794i,-0.00096537-0.00010938i,-0.00020339-0.0019806i,0.00020597-0.00253i,-0.00038608-0.0014375i,-0.001571-0.001213i,-0.0012129-0.0017145i,0.00024131-0.0023181i,-5.1288e-05-0.0032022i,-0.0010857-0.0035986i,-0.0013477-0.0027258i,-0.00097927-0.0017487i,5.6958e-05-0.0010574i,0.0001374+0.00038616i,-0.00017641+0.0010517i,-0.00033438+0.00032605i,-0.00031092+0.00024114i,0.00021491+0.00030309i,0.00027009-0.00029917i,0.0010223-0.00032829i
0.0012627+0.00071798i,0.001509+0.00013801i,0.0021229-0.0014564i,0.001608-0.0023509i,0.00025775-0.002157i,-0.00028964-0.001185i,-0.00078563-0.001327i,-0.0014502-0.0026887i,-0.0010732-0.0031432i,0.00040027-0.0021198i,0.0011244-0.0021788i,0.0019375-0.0027693i,0.0021086-0.0026683i,0.001043-0.00075852i,0.00034655+0.001301i,0.00054445+0.001912i,0.00094954+0.0013815i,0.00098295+0.0010147i,0.00096244+0.0016241i,0.0010403+0.0018515i,0.00094143+0.0013986i,0.00095784+0.00042027i,0.00095338+0.00052627i
-0.001793+0.0023222i,-0.00074357+0.0013507i,-0.0018388+0.00052014i,-0.002428-0.00045026i,-0.0014687-8.3988e-05i,-0.00067729-0.00049982i,-0.0011103-0.0018253i,-0.0010968-0.0020666i,-0.00077968-0.00077232i,-5.1823e-05+2.4334e-05i,0.00079438-8.1792e-05i,0.0010216-9.3479e-05i,0.00085849-0.00027366i,0.00038947-0.00012525i,-0.00045266+9.8203e-05i,-0.0009731-0.00026207i,-0.00031523-0.00043641i,0.00068079-0.00023221i,-0.00041276+0.00015252i,-0.00097992+0.00044347i,0.00036527+0.00078091i,0.00058032+0.00061934i,0.00051047+0.00087201i
0.00036478-0.0013017i,0.00030231-0.0026242i,0.0012754-0.0039974i,0.0015575-0.0041618i,0.00021464-0.0035108i,-0.00012162-0.0020238i,0.00036784-0.0011442i,0.00046912-0.0016397i,-7.505e-05-0.0021462i,-0.00020016-0.0015939i,-0.00054614-0.00011862i,-0.0007258+0.00104i,-0.00074573+0.0013945i,-0.0002563+0.0012444i,0.000766+0.0011639i,0.0016304+0.0020615i,0.0012716+0.0019981i,-4.7194e-05+0.0018886i,-0.00095761+0.0026602i,-0.0013328+0.0019345i,-0.00062697+0.00071534i,-4.1456e-05-0.0001822i,-0.00038306+5.5741e-05i
-0.0013404-0.0021335i,-0.0019044-0.0024631i,-0.0033222-0.0027872i,-0.002683-0.0021028i,-0.0011443-0.00090607i,0.00015817+6.3838e-06i,0.00037571-0.00049195i,-0.00026249-0.0017172i,-0.00076781-0.0024377i,-0.00083354-0.0016844i,-0.00077007+0.00027996i,-0.00075491+0.001173i,-0.0013019+0.001494i,-0.0020119+0.0016432i,-0.001551+0.0014481i,-0.00091049+0.0014602i,-0.0012113+0.00092872i,-0.00072425+0.00090801i,-0.00053344+0.0010573i,-0.00096722+0.00053793i,-0.00081332+6.7062e-05i,-0.00033742+0.00077317i,-0.00040916+0.0013486i
0.00032781-0.00070483i,-0.00015767-0.0015104i,7.2411e-05-0.001977i,2.847e-05-0.0017167i,-0.0007784-0.00093124i,-0.00097278-0.00052873i,-0.0011392-0.00060395i,-0.001208-0.0018578i,-0.0015484-0.0023202i,-0.0011887-0.0016172i,-0.00071601-0.0013802i,-0.00076702-0.0013672i,-0.0015776-0.001414i,-0.0020018-0.0012386i,-0.001552-0.00017218i,-0.00038309+0.00019242i,0.0009514+0.0001332i,0.0011026-0.00038044i,0.00056512-0.00057719i,-0.00016876-0.00028494i,-0.00073451+5.8408e-05i,-0.00011919+0.00049431i,-0.00027947+4.9144e-05i
8.3743e-05-3.8148e-05i,0.00089509+0.00059168i,0.0016221+0.0002567i,0.00052707-0.0010663i,0.00010997-0.0013165i,0.00011493-0.00067049i,-8.6182e-05-0.00096118i,0.0002391-0.0026078i,0.00019385-0.0035939i,0.00030685-0.0030756i,-7.3349e-06-0.002083i,-0.00052458-0.0021316i,-0.00056724-0.0024412i,-0.00072013-0.0012873i,-0.00050177+0.00089741i,0.00011365+0.0024151i,0.00079158+0.0022788i,0.00065025+0.0015682i,0.00042951+0.00087708i,0.0002146-0.0003299i,0.00020063-0.0010794i,2.161e-05-2.8093e-05i,-0.00051308+0.00053947i
-0.0012704+0.00028843i,-0.002472+8.1191e-06i,-0.0035916+0.00026239i,-0.0028922-0.00074859i,-0.0022938-0.00086923i,-0.001925-0.00055578i,-0.0010443-0.00066771i,-0.00071896-0.00073122i,-0.00095649-0.0018573i,0.00011056-0.0019209i,0.00084634-0.00087575i,-9.6371e-05-0.0012529i,0.00013431-0.002007i,0.00039414-0.0012013i,-0.0004855-0.00041222i,-0.00049098-0.00059569i,-0.00049009-0.00090203i,0.00032503-0.00043484i,0.0012165+0.00048853i,0.0013093+0.00060996i,0.00086749-8.2038e-05i,0.00038384-0.00014436i,0.00049887+0.00010408i
-0.00098667+0.00026119i,-0.0016741-0.0013829i,-0.0022532-0.0023326i,-0.0022587-0.0019866i,-0.0014543-0.0016162i,-0.0004005-0.0016524i,0.00023532-0.0018161i,-0.00053502-0.0020448i,-0.00020636-0.0022121i,0.00053545-0.0013963i,0.00024971-0.00039145i,0.00048816-0.00086106i,0.0011368-0.0012583i,0.00084894+6.7883e-06i,0.00081654+0.00084439i,0.0014826+0.00087776i,0.0014761+0.001573i,0.00052554+0.0018496i,-0.00023199+0.0012518i,0.00032819+0.0010287i,0.00051917+0.0011855i,0.00094359+0.001181i,0.0014728+0.0011561i
0.0019209+0.00027735i,0.0022006-0.001771i,0.0024531-0.0056553i,0.00063474-0.0053557i,-0.0008548-0.0025863i,-0.0004352-0.0015152i,-0.00021124-0.0016279i,-0.00012951-0.0023064i,-0.00028113-0.0020367i,-0.00068447-0.0013531i,-0.00049789-0.00076139i,0.00017489+0.00019707i,0.00040881+0.00063572i,-0.00056691+0.00087185i,-0.0010581+0.0014925i,-0.0011847+0.0017677i,-0.0014827+0.00096044i,-0.001088+0.0011559i,-0.0011419+0.0018595i,-0.0013917+0.0015591i,-0.0010598+0.0015045i,-7.8341e-05+0.0011763i,0.00039062+0.00065147i
0.0026153+0.00067509i,0.0035577-0.00040247i,0.003585-0.0016183i,0.0024237-0.0031804i,0.00031258-0.0037848i,-0.0011789-0.0030403i,-0.00071114-0.0017357i,0.0001865-0.0015632i,-6.3727e-05-0.0024125i,-5.5895e-05-0.0022316i,0.00021803-0.0011961i,0.00035599-0.00020619i,-0.00041089+0.00086396i,-0.0010815+0.0013043i,-0.00083254+0.00034589i,8.5736e-05-0.00040731i,0.00023624-8.8428e-05i,-0.00083257+9.1852e-05i,-0.0015996+0.00048874i,-0.0015679+0.00020163i,-0.0010509-0.00050678i,-0.00033991-0.00021944i,0.00040001-0.00019358i
-0.00099295+0.002516i,-0.00064961+0.0031964i,-0.00091372+0.0040402i,-0.00091754+0.0032228i,1.455e-05+0.0009505i,0.00043921-0.00058508i,0.00015025-0.0010704i,-0.00025606-0.0017008i,-0.00055047-0.0018286i,9.3151e-05-0.0016598i,-9.8123e-05-0.001249i,-0.0010796-0.00091941i,-0.0016112-0.00074777i,-0.0016775-0.00018042i,-0.0014784+0.0011664i,-0.0012829+0.0014926i,-0.00079328+0.00098208i,-0.00025397+0.0002581i,-0.00035071+0.00034779i,-0.001428+0.00048416i,-0.0015593+0.00037336i,-0.00018514+0.00059934i,0.00019655+0.00054847i
0.0010731-0.001094i,0.00044712-0.0028179i,2.4954e-05-0.0039517i,-1.2738e-06-0.0039914i,-0.0013199-0.0028547i,-0.0023137-0.00059328i,-0.00091698-0.0007993i,-4.568e-05-0.0020833i,8.0056e-05-0.0028049i,0.00017025-0.0022834i,-0.00039919-0.00087744i,-0.00084423-0.0016715i,-0.0013144-0.002381i,-0.0017001-0.0018171i,-0.0016446-0.0010279i,-0.00084915+3.4336e-05i,0.00035356+0.0009304i,0.00063106+0.0010884i,-2.0202e-05+0.00043703i,-0.00011825-0.00033096i,-0.0001255-0.00020705i,-0.00032947+8.4889e-05i,0.00013729-0.00066389i
-0.0020983-0.0002299i,-0.002045-0.00068309i,-0.0027941-0.00092746i,-0.0020147-0.0015267i,-0.0012987-0.0020454i,-0.001363-0.0016102i,-0.00061143-0.00067242i,-0.00043294-0.0013565i,-0.00069189-0.0024709i,-0.00085375-0.0021636i,-0.00095073-0.0019313i,-0.00041369-0.0019868i,-0.00015262-0.0019446i,-0.00018055-0.00109i,0.0005372+0.00097272i,0.00090389+0.0018389i,0.00051+0.0012418i,0.00039197+0.0006063i,0.00061836-0.00031869i,0.00055795-0.0010237i,-4.3625e-05-0.00097127i,6.0771e-05-9.4333e-05i,0.00041648+0.00037457i
-0.0010285-0.0038919i,0.00096191-0.00491i,0.00029886-0.0047638i,-0.0016969-0.0032919i,-0.0021998-0.0011037i,-0.0010589-0.00021378i,0.00035046-0.00055445i,0.00031865-0.0020901i,-0.00046565-0.002877i,-0.001111-0.0014181i,-0.0011714+0.00012664i,-0.00046887+0.00023575i,0.00042527-7.7493e-05i,7.6297e-05+0.0004196i,-0.0017235+0.0015535i,-0.0021818+0.0014924i,-0.00091046+0.0011081i,-6.6746e-05+0.00090415i,-0.000479+0.00065725i,-0.00092827+0.00090347i,-0.00089861+0.0010172i,-0.00034654+0.00044601i,6.4107e-05-0.00028558i
0.0025141-0.00054089i,0.0027136-0.0015433i,0.0013322-0.0038278i,0.00037562-0.0056362i,-0.00043485-0.0046241i,-0.00066893-0.0022331i,-0.00057186-0.00067223i,-0.00033456-0.0014943i,-3.737e-05-0.0028176i,-0.00042562-0.0030917i,-0.00063548-0.0026707i,-0.00037951-0.0012188i,0.00028676+0.00057093i,-9.332e-05+0.0015746i,-0.0012694+0.00090612i,-0.0015919-4.1215e-05i,-0.00099909-0.00024994i,-0.00042255-9.0136e-05i,-0.0014292+0.0004278i,-0.0021272+0.00089999i,-0.0006806+0.00079725i,0.00021545+0.001119i,0.00018431+0.0013142i
0.0012908+0.00026947i,0.00072273-0.00021888i,0.0014406-0.00098501i,0.0011795-0.0018296i,0.00018642-0.0023051i,-0.00017326-0.0020581i,-0.00097175-0.0017682i,-0.0014266-0.0021019i,-0.00053385-0.0026081i,0.00066675-0.0025045i,0.0015054-0.0013447i,0.001386+0.00025713i,0.00028739+0.0010202i,-0.00045067+0.0019263i,-0.00049934+0.0020981i,-0.00038599+0.0013428i,-0.00041728+0.00062134i,-0.00098281+0.00071643i,-0.0011199+0.0016191i,-0.00019439+0.0014696i,-3.3807e-05+0.00030664i,-0.0003561-0.00077596i,-0.0010831-0.00099259i
-0.0021748-5.6787e-05i,-0.0021603+0.00028383i,-0.002275+0.00018576i,-0.0013639+0.00039861i,-0.00076865+0.00022138i,-0.0010478-0.00036649i,-0.0011201-0.001595i,-0.00064557-0.0029295i,-0.0012438-0.0030197i,-0.0018095-0.0015638i,-0.0016889-0.00039861i,-0.0014528+0.00025441i,-0.0019497+0.00077055i,-0.0020782+0.00063896i,-0.002059+0.00052641i,-0.00091866+0.00046678i,0.00091818+4.4922e-05i,0.00098268-0.00079602i,-0.00084154-0.00022023i,-0.0012847-7.5946e-05i,0.00033599-0.00063134i,0.00066567+0.00026055i,0.00046804+0.00059991i
-0.0050207-0.0011386i,-0.0047167-0.0015017i,-0.0048123-0.00086672i,-0.0039861-0.00056088i,-0.0022859-0.00058377i,-0.00070641-0.0002485i,0.00016503-0.0013256i,-0.00065743-0.0023689i,-0.0013569-0.0023193i,-0.0013629-0.0013396i,-0.00098508-0.00040016i,-0.0011866-0.00020229i,-0.00093936-0.00044083i,0.00021534-0.00039339i,0.0015292-6.0811e-05i,0.0021891+0.00051477i,0.0025374+0.00083896i,0.0016017+0.00087731i,0.00071329+6.2888e-06i,0.00076546-0.00089398i,0.00047569-8.6271e-05i,-4.0811e-07+0.00053439i,0.00046808-0.00040716i
0.0013665+0.00041893i,0.00092878-0.0002328i,0.0017454-0.0011028i,0.001804-0.0019284i,0.00088861-0.0022543i,-0.0003723-0.0026164i,-0.0013502-0.0026225i,-0.0013379-0.0026496i,-0.00092326-0.00246i,-6.2253e-05-0.0015876i,0.00064378-0.0019839i,0.00042299-0.0029117i,-0.00049692-0.0028069i,-0.00073818-0.00095396i,-0.00076331+0.001327i,-0.00050653+0.0020204i,-0.00083822+0.0020118i,-0.0010119+0.0018873i,-0.00021957+0.0018717i,9.2855e-05+0.0013437i,0.00043019+0.00047364i,0.0012372-8.1486e-05i,0.0022964-0.00041896i
0.0002157-0.0019021i,0.00080379-0.0028952i,-0.00013145-0.004326i,-0.0015256-0.0039552i,-0.0018276-0.0024761i,-0.0013177-0.0016454i,-0.0006923-0.0019836i,-0.00038308-0.0020785i,-0.00032327-0.0017728i,-0.00052101-0.0012723i,0.00054811-0.00058707i,0.0017233-0.00090189i,0.00079144-0.0015884i,-0.00083391-0.0010749i,-0.00036164-0.00024007i,0.00041425+0.00036671i,6.5404e-06+0.00056659i,-0.00051946+0.00073717i,-0.0010722+0.0012472i,-6.2372e-05+0.0016103i,0.00088113+0.00089586i,0.00041033+0.00061529i,0.00020642+0.0012341i
-0.00058842+0.00021783i,0.0009861-0.00040596i,0.0023448+0.00051064i,0.0019862+0.00049782i,0.00021401-0.00045376i,-0.00066153-0.00067901i,-0.00032576-0.0012072i,-0.00018628-0.0023555i,0.00016565-0.002434i,0.00036064-0.001394i,0.001204-0.000648i,0.002405-0.0010849i,0.002699-0.0012663i,0.0016563-0.00030163i,0.00055753+0.00062537i,0.00067149+0.0015076i,0.0003941+0.00079491i,-9.0084e-05+0.0006703i,-0.00075868+0.0018455i,-0.0011531+0.0021622i,-0.00091964+0.0015432i,-0.0006678+0.0010719i,-0.00018797+0.001184i
-0.0011793+0.0027011i,-0.0022875+0.0033821i,-0.0019941+0.0035668i,-0.0011194+0.0013613i,-0.00065121-0.00028761i,-0.00069305-0.00097742i,-0.00019662-0.0013467i,0.00051915-0.002021i,0.00054981-0.0026224i,0.00052491-0.0017273i,0.0010183+0.00034934i,5.2603e-05+0.001406i,-0.00086009+0.0013949i,-0.00027058+0.00057771i,-0.00027139-0.00051195i,-0.00028996-0.0010023i,5.7217e-06-0.00075648i,0.00011331-0.0006039i,-0.00082644-0.00088679i,-0.0013965-0.00056436i,-0.0003159+0.00024527i,0.00012971+0.00044722i,-0.00059509-8.3379e-05i
-0.00064609-0.00092292i,-0.00091243-0.0030074i,-0.0018683-0.0052635i,-0.0022184-0.0048779i,-0.0017447-0.0032702i,-0.00052743-0.0025042i,0.00018724-0.0020487i,-2.0901e-05-0.0014658i,-0.00076225-0.0018926i,-0.0017911-0.0021802i,-0.0030881-0.0010282i,-0.0034069+0.00025901i,-0.0029554+0.0013807i,-0.0017164+0.0019248i,-0.0004043+0.0015354i,0.00036819+0.0013426i,9.8013e-05+0.0006831i,-0.00045988+0.00043639i,-0.0006502+0.00044972i,-2.3244e-05+2.3496e-05i,0.0009112+0.00036565i,-7.6261e-05+9.1422e-05i,-0.00065526-0.00028905i
