-0.0031646+0.00033061i,-0.001862-4.1674e-05i,-0.003245-0.00045235i,-0.0041003-0.00034707i,-0.0029371+0.00080621i,-0.0021551+0.0018849i,-0.0018456+0.0021686i,-0.00075037+0.0016496i,-0.0005269+0.00038132i,-0.00089155+0.00037507i,-0.00013119+0.00065312i,0.00054728-0.00013391i,-0.00011207-0.00039305i,-0.00054752+0.00018793i,-0.00024324+0.00029131i,0.00040823-0.00030228i,0.00087667-0.00018998i,0.00064881+0.00071958i,0.00025733+0.0009157i,0.00033468+0.00076124i,0.00058993-9.1673e-05i,0.00026157-0.00079378i,-4.6501e-05-0.00058243i
0.044061-0.22293i,0.085965-0.42023i,0.14874-0.49094i,0.10954-0.37984i,-0.068213-0.20383i,-0.18623-0.062481i,-0.15938-0.0002287i,-0.11628+0.0040586i,-0.091732+0.021584i,-0.041446+0.03205i,-0.0042593+0.014069i,0.005733+0.0049735i,0.0026922+0.00096041i,-0.016673-0.0076035i,-0.021745-0.014711i,0.0022658-0.021073i,0.028194-0.019711i,0.036105-0.011703i,0.025042-0.0072266i,0.012781-0.0055174i,0.010554-0.0044292i,0.013787-0.0054565i,0.01487-0.005227i
0.036119+0.14447i,-0.008102+0.31683i,-0.1155+0.45939i,-0.14274+0.41745i,-0.068488+0.19879i,-0.026982+0.018662i,-0.013336+0.022327i,0.033257+0.090427i,0.06431+0.079799i,0.041588+0.031009i,0.010633+0.0090424i,-0.0040786+0.0025013i,-0.0075269-0.002531i,-0.00045326-0.0088127i,0.012315-0.020805i,0.021995-0.04629i,0.021588-0.077065i,0.011004-0.084873i,-0.00035098-0.063079i,0.0011597-0.038139i,0.0056604-0.026726i,0.002028-0.015067i,0.001737-0.00087056i
0.11104-0.015865i,0.2859-0.12136i,0.41609-0.29427i,0.34327-0.31956i,0.18912-0.11921i,0.132+0.048469i,0.099765+0.024998i,0.046471-0.040075i,0.0074376-0.046061i,-0.013644-0.021577i,-0.022641-0.00073194i,-0.030158+0.0025328i,-0.03298+0.0016025i,-0.01826+0.0062518i,-0.0087427+0.013811i,-0.021667+0.021639i,-0.037695+0.01832i,-0.034865+0.0015933i,-0.018039-0.016943i,-0.015237-0.027764i,-0.030022-0.022326i,-0.035633-0.0089873i,-0.02371-0.0056595i
-0.21315+0.010464i,-0.42018+0.038134i,-0.4985+0.049995i,-0.38236+0.023359i,-0.24989+0.007327i,-0.17681+0.055194i,-0.10262+0.080312i,-0.062642+0.031361i,-0.053854-0.0082408i,-0.034624-0.018719i,-0.024249-0.014983i,-0.015285+0.0097673i,-0.0015165+0.029117i,-0.0089184+0.031955i,-0.029338+0.035335i,-0.043534+0.052225i,-0.047157+0.076195i,-0.038584+0.081015i,-0.02072+0.057835i,-0.0053146+0.034983i,0.0019982+0.026231i,0.0053309+0.020085i,0.0050437+0.016069i
0.09895-0.06012i,0.2031-0.053573i,0.25527+0.023461i,0.20007+0.060144i,0.12266-0.026794i,0.06296-0.11345i,0.0037663-0.077994i,-0.018453+0.0022796i,-0.0069667+0.018949i,-0.0025995-0.004813i,0.0050886-0.012308i,0.02256-0.010633i,0.027391-0.010177i,0.023994-0.005881i,0.031777-0.0036601i,0.046476-0.01238i,0.050775-0.025754i,0.038141-0.031806i,0.01657-0.02679i,0.0042891-0.012412i,0.011046+0.00244i,0.02254+0.0067771i,0.021669+0.0015027i
0.01043-0.081969i,-0.085087-0.21555i,-0.27454-0.2719i,-0.33228-0.096914i,-0.15207+0.15398i,0.034609+0.2062i,0.061028+0.11236i,0.023633+0.066659i,0.017306+0.073666i,0.02505+0.066385i,0.02146+0.038861i,0.0012697+0.0090334i,-0.017888-0.005081i,-0.013101-0.010251i,0.00028543-0.022628i,0.0026182-0.036816i,0.0063395-0.045789i,0.01558-0.049188i,0.022552-0.0397i,0.026605-0.024486i,0.021585-0.021061i,0.0094486-0.024894i,0.00074566-0.023559i
0.00055695+0.20072i,0.088433+0.42101i,0.21377+0.49266i,0.25092+0.296i,0.13591+0.030356i,0.0093045-0.088619i,-0.0010434-0.088313i,0.028316-0.076123i,0.021492-0.053981i,0.01207-0.017674i,0.011681+0.002774i,0.015942+0.011667i,0.028172+0.012536i,0.03145+0.0025666i,0.02248-0.0052029i,0.008416-0.0024004i,-0.0053512+0.015911i,-0.0037798+0.041484i,0.016271+0.051412i,0.034382+0.037345i,0.035523+0.012978i,0.020869-0.0029852i,0.0041954-0.0039125i
-0.055683-0.079144i,-0.07997-0.14961i,-0.043772-0.18823i,-0.0065757-0.18319i,-0.025398-0.17127i,-0.05436-0.13919i,-0.076912-0.087741i,-0.078429-0.048464i,-0.062701-0.039277i,-0.04428-0.040897i,-0.02313-0.036441i,-0.0015593-0.02201i,0.022654-0.0084372i,0.040441-0.0043402i,0.049953-0.0013175i,0.06083-0.0032053i,0.063194-0.01173i,0.043366-0.012573i,0.0080395-0.0062149i,-0.01765+0.0015106i,-0.02071+0.010306i,-0.013314+0.013623i,-0.010084+0.010215i
-0.073665-0.064681i,-0.19175-0.068043i,-0.28286+0.034967i,-0.22289+0.19157i,-0.061145+0.27842i,0.04115+0.2552i,0.05805+0.18257i,0.033735+0.13643i,0.011688+0.11296i,-0.0041148+0.074528i,-0.019772+0.040299i,-0.024876+0.022523i,-0.026312+0.012928i,-0.025091+0.0099285i,-0.021657+0.00014501i,-0.02012-0.02194i,-0.012825-0.049852i,-0.0017509-0.068081i,-0.0012852-0.057915i,-0.013664-0.031862i,-0.026025-0.01117i,-0.026354+0.0042672i,-0.014232+0.012652i
0.21274+0.018746i,0.44401-0.01899i,0.57033-0.10688i,0.43609-0.20459i,0.14875-0.22993i,-0.033274-0.16731i,-0.022447-0.090735i,0.037712-0.059518i,0.04325-0.03681i,0.030745-2.1775e-05i,0.022037+0.016469i,0.0049627+0.016745i,-0.010311+0.01655i,-0.015735+0.0097405i,-0.023406+0.0057i,-0.043313+0.014785i,-0.061943+0.033102i,-0.053499+0.045222i,-0.015629+0.035699i,0.015768+0.011755i,0.017437-0.0047252i,0.0084573-0.0017491i,0.0097684+0.0037227i
-0.082816+0.050389i,-0.18584+0.03819i,-0.30335-0.031073i,-0.30072-0.056136i,-0.12022-0.023265i,0.039854-0.014531i,0.028612-0.024582i,-0.045086-0.032936i,-0.065455-0.039212i,-0.043647-0.036948i,-0.021955-0.020543i,-0.0087582+0.0014835i,0.0049276+0.012455i,0.014685+0.013234i,0.025657+0.024049i,0.042053+0.045617i,0.045161+0.063529i,0.027217+0.06576i,0.0052272+0.047403i,-0.0042704+0.029348i,0.0018154+0.027174i,0.010056+0.023287i,0.0046508+0.0084702i
-0.10297+0.066184i,-0.15713+0.19845i,-0.112+0.28839i,-0.041342+0.26678i,-0.026433+0.23716i,0.0017056+0.21619i,0.023873+0.16631i,0.0025005+0.14026i,-0.016952+0.11506i,-0.029456+0.064189i,-0.028216+0.035728i,-0.00652+0.022015i,0.0029966+0.012557i,-0.0019179+0.018685i,-0.0072231+0.019281i,-0.0023271+0.0065131i,0.01617-0.014244i,0.027224-0.033798i,0.015259-0.036064i,-0.0016555-0.023022i,-0.0013797-0.012053i,0.0071568-0.013933i,0.0083803-0.014917i
0.045355-0.18977i,0.055257-0.3735i,0.065686-0.41899i,0.057781-0.31367i,-0.02211-0.21525i,-0.10711-0.1307i,-0.075596-0.039965i,0.01992+0.00055999i,0.054944+0.0056343i,0.042782+0.011374i,0.023856-0.0070008i,-0.008057-0.031102i,-0.030369-0.027983i,-0.023237-0.019092i,-0.010309-0.028249i,-0.015717-0.041986i,-0.027438-0.041474i,-0.023936-0.027617i,-0.0079742-0.012405i,0.0050985-0.0077123i,0.0046328-0.014368i,-0.0019636-0.021307i,-0.0013475-0.020767i
0.043513+0.071946i,0.0042051+0.16803i,-0.087937+0.28421i,-0.063448+0.30627i,0.098823+0.17262i,0.16362+0.0029449i,0.071428-0.073314i,-0.019113-0.079655i,-0.025234-0.065032i,0.0060047-0.04736i,0.014736-0.027789i,0.0063109+0.003145i,0.005268+0.019613i,0.0081701+0.0071274i,0.013537-0.003454i,0.020416+0.00029773i,0.016686+0.0098084i,0.0070571+0.019936i,0.0073046+0.022418i,0.012625+0.012324i,0.0062401+0.00046431i,-0.010124-0.0024813i,-0.019767-0.0022784i
0.079621+0.10534i,0.22149+0.12117i,0.27657+0.018259i,0.12013-0.058716i,-0.081573+0.013477i,-0.1361+0.10292i,-0.1074+0.091973i,-0.089175+0.059474i,-0.073918+0.041174i,-0.06249+0.020853i,-0.040045+0.016443i,-0.00043966+0.0072176i,0.023058-0.0086954i,0.018638-0.0050911i,0.0062598+0.0084814i,0.0049206+0.0091709i,0.012389-0.007292i,0.013407-0.023376i,0.001891-0.026426i,-0.013447-0.019538i,-0.022197-0.010156i,-0.023434-0.00012442i,-0.01794+0.010506i
-0.1749-0.058173i,-0.29773-0.05806i,-0.28555-0.065173i,-0.15797-0.08428i,-0.085915-0.091068i,-0.081152-0.062359i,-0.026962-0.01324i,0.041568-0.00099539i,0.040233-0.0071318i,0.011491-0.0043572i,-0.0051407-0.0106i,-0.019103-0.017197i,-0.019762-0.01193i,-0.0059406-0.012417i,0.0022784-0.030937i,-0.0086427-0.046978i,-0.021499-0.04353i,-0.020247-0.029444i,-0.014963-0.0093198i,-0.0098611+0.010859i,-0.00065202+0.019117i,0.011173+0.021322i,0.020087+0.021335i
0.030631-0.045995i,0.044378+0.0037633i,0.12672+0.14384i,0.26306+0.17474i,0.32728+0.030801i,0.27867-0.097322i,0.16642-0.12882i,0.06834-0.10343i,0.035929-0.059256i,0.042122-0.028727i,0.040113-0.012781i,0.028683+0.0027391i,0.018038+0.011983i,0.01137+0.014543i,0.012422+0.021145i,0.012052+0.031362i,0.0016949+0.04027i,-0.0025453+0.040054i,0.012516+0.025294i,0.02777+0.0055482i,0.029658-0.0034381i,0.029055-0.0041175i,0.026148-0.0087441i
0.12997-0.081862i,0.16418-0.27784i,-0.008744-0.42667i,-0.27407-0.30144i,-0.35041-0.0073955i,-0.2464+0.15393i,-0.15156+0.14519i,-0.11196+0.11099i,-0.083347+0.08884i,-0.046913+0.069345i,-0.0084763+0.055655i,0.018063+0.035093i,0.021331+0.012396i,0.0083712+0.0041639i,-0.004477+0.012599i,-0.0043229+0.024343i,0.0069245+0.025512i,0.011578+0.014965i,0.007669-0.0077425i,0.003846-0.027907i,0.0036676-0.031949i,0.0025173-0.031159i,-0.0062654-0.025855i
-0.060046+0.17781i,-0.066799+0.33461i,-0.029753+0.36994i,0.025696+0.22699i,0.038294+0.043154i,0.027752-0.040992i,0.04241-0.021119i,0.052731+0.020779i,0.028435+0.032752i,-0.011146+0.021481i,-0.035358+0.0073725i,-0.035191+0.0014584i,-0.018257-0.0027878i,0.0024006-0.015024i,0.016834-0.036957i,0.020807-0.058677i,0.021791-0.063119i,0.02001-0.047904i,0.0082058-0.017986i,0.0010874+0.0087771i,0.0064776+0.013827i,0.0076723+0.0089243i,0.0013977+0.011198i
-0.066307-0.0052373i,-0.027706+0.030718i,0.1163+0.047739i,0.25066+0.00013578i,0.26919-0.070848i,0.19463-0.088982i,0.11617-0.076506i,0.076611-0.070775i,0.057124-0.057547i,0.035832-0.038445i,0.017943-0.023057i,0.0037647-0.0093425i,-0.0013654+0.0081752i,0.0067027+0.020095i,0.016359+0.024478i,0.019833+0.023863i,0.010813+0.015594i,0.0016188+0.0072704i,0.0051102+0.0053848i,0.0080403+0.007758i,0.0018686+0.012194i,-0.0012115+0.010798i,0.0011539-0.0040334i
-0.061085-0.17174i,-0.2396-0.28188i,-0.45226-0.24342i,-0.51601-0.032785i,-0.39148+0.18334i,-0.23238+0.24686i,-0.13843+0.19657i,-0.092546+0.11831i,-0.059655+0.056154i,-0.022241+0.023679i,-0.00031068+0.015091i,0.0042899+0.021253i,0.0036933+0.025484i,-0.0083695+0.027704i,-0.026829+0.038468i,-0.035165+0.051685i,-0.029109+0.055311i,-0.018639+0.045496i,-0.01189+0.022623i,-0.012013+0.0015775i,-0.018826-0.0036403i,-0.024482-0.00089339i,-0.025244-0.0006861i
0.17273+0.081597i,0.34678+0.12563i,0.45045+0.1286i,0.38748+0.030447i,0.20589-0.11794i,0.055388-0.18435i,-0.011725-0.13306i,-0.033195-0.044041i,-0.034193-0.00065735i,-0.037299-0.0018681i,-0.038684-0.00865i,-0.026832-0.0095939i,-0.010101-0.011946i,0.0065184-0.023112i,0.019962-0.048676i,0.023833-0.074848i,0.02141-0.079139i,0.015527-0.056675i,0.006344-0.022415i,0.0018267+2.9183e-05i,-0.00070843+0.0075255i,-0.0043627+0.019678i,-0.0010322+0.035684i
-0.0065363+0.083403i,0.025014+0.08951i,0.054743+0.017351i,0.07613-0.031717i,0.11206-0.0019984i,0.12646+0.021278i,0.098984-0.0092892i,0.070856-0.044911i,0.038049-0.041815i,0.010171-0.013358i,0.0064952-0.0055459i,0.0018622-0.01651i,-0.002854-0.014904i,0.012017-0.0057384i,0.032305-0.001022i,0.040592-2.473e-05i,0.033418-0.0041031i,0.01909-0.0069716i,0.011872+0.0010393i,0.013295+0.013083i,0.017003+0.017424i,0.023341+0.011249i,0.025693-0.0013249i
-0.17737-0.0028167i,-0.3436+0.069578i,-0.40385+0.16014i,-0.33203+0.19075i,-0.23273+0.17473i,-0.14019+0.16506i,-0.059435+0.1281i,-0.037327+0.071609i,-0.026411+0.034809i,0.0054742+0.010346i,0.016127+0.0062703i,0.013445+0.023689i,0.0083677+0.03257i,-0.013967+0.03723i,-0.041505+0.055756i,-0.05325+0.07804i,-0.044611+0.085096i,-0.020687+0.065457i,0.0011365+0.027998i,0.0084752-0.0033901i,0.0098557-0.021175i,0.011578-0.03584i,0.0083985-0.042771i
0.096186-0.14504i,0.18608-0.27056i,0.24585-0.35025i,0.19472-0.356i,0.055917-0.32945i,-0.069469-0.26901i,-0.11949-0.13687i,-0.085775-0.003546i,-0.021687+0.038175i,0.00055879+0.014368i,-0.0071913-0.0047738i,-0.009727-0.011922i,-0.00912-0.015743i,-0.0049415-0.022145i,-0.0019571-0.042153i,-0.0083311-0.061726i,-0.013965-0.05817i,-0.014349-0.038288i,-0.015315-0.026279i,-0.019327-0.026303i,-0.02539-0.024007i,-0.028917-0.011099i,-0.023041+0.0070075i
0.090853+0.02375i,0.10048+0.024812i,0.028191+0.079826i,0.019333+0.19594i,0.13899+0.25389i,0.21227+0.18008i,0.17459+0.06554i,0.11117-0.0031305i,0.047362-0.0056357i,0.017208+0.025856i,0.022316+0.02106i,0.011523-0.0082887i,-0.0037312-0.017003i,0.0082084-0.015589i,0.034952-0.019481i,0.053191-0.026546i,0.054638-0.031981i,0.037391-0.028682i,0.017443-0.010767i,0.013201+0.0081589i,0.013047+0.013627i,0.0067333+0.012417i,0.0011379+0.008156i
-0.049225+0.17799i,-0.032029+0.31297i,-0.00545+0.29986i,-0.052188+0.14217i,-0.1397+0.048191i,-0.12753+0.05723i,-0.05529+0.042837i,-0.042641+0.010191i,-0.051173+0.0045285i,-0.040348+0.008216i,-0.024901+0.023359i,0.00097195+0.040587i,0.016238+0.034477i,-6.7039e-05+0.031246i,-0.019738+0.056301i,-0.020041+0.081192i,-0.011187+0.074779i,-0.00040768+0.046128i,0.011277+0.019493i,0.017067+0.0051573i,0.016744-0.0046662i,0.012066-0.018514i,0.0023484-0.027895i
-0.10859-0.10926i,-0.17987-0.20121i,-0.17325-0.27559i,-0.12917-0.29274i,-0.13133-0.26829i,-0.1558-0.19195i,-0.14919-0.075069i,-0.087012+0.0010142i,-0.02265-0.0081335i,-0.017736-0.037926i,-0.034785-0.030347i,-0.032903-0.011334i,-0.01901-0.0024153i,-0.0060682-0.008033i,-0.010327-0.030259i,-0.032315-0.044635i,-0.047275-0.029905i,-0.044091-0.0033589i,-0.035292+0.0051615i,-0.034023+0.0045836i,-0.03296+0.016262i,-0.022504+0.032501i,-0.0072845+0.038497i
0.024886-0.10536i,0.0014462-0.097436i,0.018007+0.094461i,0.17465+0.30746i,0.35617+0.30099i,0.36416+0.14894i,0.25647+0.018873i,0.14194-0.037097i,0.057839-0.014236i,0.03989+0.014036i,0.039885-0.011039i,0.015041-0.036784i,-0.00025662-0.028949i,0.01563-0.018565i,0.04446-0.02543i,0.061054-0.04009i,0.058916-0.042695i,0.046519-0.026917i,0.034443-0.0050038i,0.026299+0.0060763i,0.019203+0.0080662i,0.014098+0.01349i,0.011232+0.017809i
0.1633+0.077857i,0.28893+0.052308i,0.24226-0.079387i,-0.012713-0.17982i,-0.22654-0.11109i,-0.23268-0.004399i,-0.14745+0.027569i,-0.096977+0.033576i,-0.076024+0.041883i,-0.055988+0.048383i,-0.022041+0.055001i,0.015753+0.047903i,0.022946+0.024766i,-0.0003352+0.017188i,-0.014869+0.038135i,-0.0019681+0.050872i,0.012941+0.029622i,0.015296-0.0033665i,0.017625-0.017317i,0.024448-0.01645i,0.027754-0.025014i,0.022591-0.041884i,0.012451-0.045614i
-0.098159+0.095412i,-0.1555+0.13229i,-0.19315+0.067405i,-0.20047-0.031162i,-0.1645-0.067478i,-0.11299-0.043782i,-0.078046+0.010129i,-0.031044+0.030589i,0.0020044-0.012258i,-0.01558-0.039606i,-0.035018-0.015015i,-0.030071+0.012714i,-0.014346+0.021261i,-0.0066055+0.010817i,-0.025812-0.007935i,-0.060089-0.0083482i,-0.07697+0.011344i,-0.067496+0.026163i,-0.049315+0.023428i,-0.035124+0.017883i,-0.020122+0.017703i,-0.0057486+0.012146i,0.003082+0.0016691i
-0.12445-0.040463i,-0.16983+0.046005i,0.0063543+0.20755i,0.31468+0.25459i,0.44443+0.13591i,0.36108+0.0062405i,0.23723-0.072166i,0.13084-0.088912i,0.078355-0.049724i,0.080139-0.042605i,0.051803-0.070671i,0.0001071-0.064169i,-0.013226-0.029278i,0.013237-0.010119i,0.046511-0.015877i,0.062003-0.024654i,0.060916-0.019964i,0.052686-0.0084306i,0.039422-0.0060761i,0.019483-0.013975i,-0.0047948-0.013983i,-0.021092+0.0022704i,-0.020439+0.015551i
0.10858-0.15155i,0.097772-0.3207i,-0.068271-0.38251i,-0.2887-0.25858i,-0.37965-0.068792i,-0.32335+0.069897i,-0.21078+0.13142i,-0.11355+0.13367i,-0.062693+0.10996i,-0.033675+0.092768i,0.0060418+0.075003i,0.036979+0.041254i,0.02891+0.010724i,0.00032144+0.010858i,-0.006712+0.029611i,0.013454+0.025506i,0.025592-0.0085778i,0.014859-0.033305i,0.0016413-0.030502i,0.00084175-0.020532i,0.001376-0.017666i,-0.0055713-0.016615i,-0.012956-0.0095282i
0.10026+0.09525i,0.16061+0.11092i,0.10032+0.065543i,-0.0098545+0.030786i,-0.0072062+0.015067i,0.034992-0.01518i,0.01773-0.0072177i,0.0024155+0.0076587i,-0.012339-0.0095007i,-0.041749-0.0010771i,-0.040506+0.027674i,-0.019178+0.03279i,-0.0062929+0.021177i,-0.0096407+0.0022824i,-0.03509-0.01116i,-0.067596-0.0024687i,-0.078576+0.018967i,-0.06303+0.031807i,-0.037591+0.035046i,-0.013284+0.037466i,0.010269+0.035087i,0.026423+0.021835i,0.026347+0.0038515i
-0.087467+0.15924i,-0.02986+0.32314i,0.1899+0.3408i,0.37713+0.16103i,0.34509-0.0053915i,0.22254-0.088101i,0.12945-0.15645i,0.053967-0.1539i,0.030726-0.092266i,0.033231-0.078189i,-0.0050751-0.085247i,-0.046574-0.053706i,-0.037876-0.016664i,0.0087274-0.011378i,0.048308-0.026857i,0.059929-0.027887i,0.059618-0.0072576i,0.057719+0.0047696i,0.044958-0.0049966i,0.019264-0.017122i,-0.0052242-0.012353i,-0.01167+0.0041541i,-0.0061346+0.011987i
-0.12587-0.15415i,-0.29323-0.2241i,-0.42058-0.17428i,-0.43306-0.042721i,-0.3735+0.06562i,-0.2805+0.15116i,-0.15487+0.19748i,-0.064374+0.16651i,-0.035092+0.11073i,-0.011133+0.078473i,0.027124+0.05423i,0.052578+0.022212i,0.040381-0.0014185i,0.011215+0.0066461i,0.0085111+0.025063i,0.027709+0.011771i,0.035197-0.02288i,0.024084-0.039247i,0.0085679-0.027568i,0.0029811-0.011986i,0.0032164-0.0079583i,-0.00035338-0.0067743i,-0.0030823+0.0013065i
0.12542-0.11906i,0.1362-0.24276i,0.055339-0.25226i,0.014309-0.13373i,0.082949-0.080371i,0.11477-0.10508i,0.057328-0.069305i,0.017235-0.0079043i,0.00074564+0.017526i,-0.011899+0.037543i,-0.0070095+0.042718i,-0.0025941+0.025225i,-0.0078469+0.012874i,-0.023315+0.0073283i,-0.052052+0.0077929i,-0.079301+0.01676i,-0.086417+0.024119i,-0.067983+0.024651i,-0.031272+0.024943i,0.0041756+0.022149i,0.024747+0.0078481i,0.02673-0.013319i,0.015578-0.027652i
0.14231+0.17501i,0.34855+0.25468i,0.47868+0.18722i,0.39417+0.048155i,0.20652-0.00018524i,0.084135-0.026657i,0.020715-0.11063i,-0.012447-0.13705i,-0.00092778-0.1039i,0.00013926-0.09068i,-0.034265-0.06761i,-0.055938-0.018049i,-0.037058+0.014879i,0.0034921+0.0071488i,0.030545-0.017013i,0.03857-0.016488i,0.04014+0.0070123i,0.036817+0.016911i,0.024645-0.0011509i,-0.00037945-0.019132i,-0.023805-0.014544i,-0.028728-0.001407i,-0.022686+0.0029859i
-0.19181+0.072637i,-0.31454+0.17956i,-0.33197+0.22206i,-0.2774+0.15588i,-0.24065+0.10607i,-0.1738+0.15351i,-0.058819+0.19077i,-0.0068597+0.13651i,-0.023301+0.067237i,-0.018383+0.033489i,0.021153+0.016454i,0.055267-0.0034817i,0.052021-0.017163i,0.033986-0.0023047i,0.040707+0.016372i,0.057549+0.0017523i,0.055444-0.026145i,0.038183-0.031564i,0.017817-0.016003i,0.0026537-0.0017473i,-0.0040202+0.0034031i,-0.0057043+0.0099163i,-0.00050708+0.019826i
-0.098516-0.16809i,-0.25978-0.25969i,-0.34043-0.21292i,-0.2004-0.10546i,0.018061-0.11249i,0.081345-0.15852i,0.035298-0.092042i,0.020867+0.0005147i,0.022511+0.036067i,0.016871+0.043624i,0.0092957+0.027367i,-0.0095235+0.0037709i,-0.024712-0.0030291i,-0.036036+0.00012337i,-0.055656+0.0082552i,-0.07478+0.016405i,-0.080707+0.014903i,-0.065887+0.012553i,-0.032855+0.017391i,0.0028489+0.015421i,0.022236+0.0035949i,0.02081-0.0064346i,0.011805-0.0095936i
0.2453-0.058727i,0.44757-0.16081i,0.50568-0.20694i,0.35947-0.10477i,0.18368+0.04897i,0.079463+0.060559i,0.0035453-0.043872i,-0.02482-0.086572i,-0.0020639-0.066136i,-0.0015567-0.047207i,-0.035302-0.017239i,-0.051487+0.020813i,-0.031443+0.03307i,-0.005794+0.0092411i,0.00091909-0.017645i,0.00017668-0.011748i,0.0074734+0.01495i,0.011011+0.024028i,0.0027221+0.0087293i,-0.010618-0.0021132i,-0.016819+0.0011041i,-0.011201+0.0027548i,-0.0084589-0.002788i
0.0060009+0.19913i,0.053555+0.31185i,0.056748+0.26874i,-0.042987+0.10046i,-0.15147+0.019031i,-0.11993+0.063562i,-0.019725+0.089088i,-0.0049565+0.063351i,-0.037768+0.038826i,-0.028817+0.022815i,0.019679+0.0034045i,0.060077-0.02481i,0.057742-0.042469i,0.043372-0.030016i,0.055852-0.015454i,0.073966-0.026326i,0.073235-0.042458i,0.056752-0.041551i,0.033464-0.024636i,0.016793-0.0086233i,0.0095652-0.0027774i,0.0079651-0.0015476i,0.012799-0.00064259i
-0.2431+0.039475i,-0.44014+0.15845i,-0.48141+0.26512i,-0.27933+0.2077i,-0.055565+0.014299i,0.0090509-0.090747i,0.0056432-0.034693i,0.021564+0.028208i,0.025115+0.034037i,0.011112+0.022802i,-0.0046427+0.0086289i,-0.022857+0.0050207i,-0.027759+0.012285i,-0.025473+0.015141i,-0.035146+0.017684i,-0.050849+0.017473i,-0.060092+0.0059808i,-0.051523-0.0021082i,-0.026517+0.0018932i,-0.0015761+0.0043126i,0.010937-2.9762e-05i,0.0093964-0.0028106i,0.0044491-0.0020597i
0.053603-0.24876i,0.097622-0.44938i,0.15734-0.47523i,0.19997-0.24273i,0.19049+0.011668i,0.11809+0.074215i,0.029594+0.0062892i,0.00014271-0.049675i,0.019281-0.054174i,0.021527-0.036i,-0.010319-0.0048085i,-0.032763+0.031732i,-0.022085+0.046499i,-0.0082498+0.032021i,-0.012783+0.017299i,-0.018204+0.025636i,-0.012696+0.042744i,-0.005564+0.04193i,-0.0045673+0.021854i,-0.0095984+0.007773i,-0.011806+0.0076161i,-0.011137+0.0059197i,-0.017505+0.0021606i
0.18477+0.038279i,0.2891+0.0048112i,0.20793-0.086773i,-0.046553-0.14402i,-0.20464-0.091491i,-0.15692-0.022245i,-0.069308-1.815e-05i,-0.053461+0.018738i,-0.057155+0.032267i,-0.026082+0.022709i,0.02603-0.0087043i,0.05427-0.048658i,0.041267-0.05831i,0.032205-0.036358i,0.050215-0.025332i,0.068374-0.03592i,0.068725-0.043885i,0.051841-0.039865i,0.029502-0.029111i,0.014051-0.020946i,0.0019096-0.018222i,-0.0034959-0.014461i,0.0010956-0.0092257i
-0.056661+0.23946i,-0.069153+0.48994i,-0.021237+0.6188i,0.062194+0.45037i,0.086426+0.15112i,0.053926+0.0086432i,0.03539+0.023221i,0.031222+0.045786i,0.0085839+0.034389i,-0.021738+0.019652i,-0.033781+0.01538i,-0.027266+0.020489i,-0.013059+0.020962i,-0.0085327+0.011081i,-0.016493+0.003869i,-0.029523+0.00012907i,-0.039211-0.0065533i,-0.033526-0.0089448i,-0.017267-0.002263i,-0.0046078+0.0045018i,0.0024413+0.0085042i,0.0060647+0.014776i,0.0095719+0.016125i
-0.1802-0.14141i,-0.29265-0.27193i,-0.24545-0.32776i,-0.038306-0.21689i,0.10859-0.051678i,0.098738+0.023504i,0.041672+0.002907i,0.022041-0.039592i,0.027861-0.047551i,0.021893-0.026844i,-0.0051524+0.008201i,-0.0252+0.042304i,-0.021451+0.049481i,-0.015418+0.036622i,-0.020693+0.031598i,-0.022635+0.042328i,-0.014352+0.053532i,-0.0029594+0.04778i,0.0038072+0.028067i,0.0037514+0.015609i,0.0057254+0.01323i,0.0080309+0.010501i,0.0026923+0.010758i
0.087182-0.15521i,0.080632-0.28261i,-0.067315-0.31561i,-0.27376-0.20904i,-0.32659-0.081567i,-0.2273-0.039787i,-0.12658-0.028105i,-0.074036+0.0030563i,-0.035189+0.019584i,0.0090038+0.0095423i,0.041325-0.023251i,0.037575-0.060103i,0.011107-0.060534i,0.0066791-0.034337i,0.02668-0.025052i,0.043634-0.034319i,0.045137-0.037129i,0.031482-0.027438i,0.015453-0.017224i,0.0060699-0.016364i,-0.0044553-0.021397i,-0.012152-0.026656i,-0.010108-0.028079i
0.19043+0.15878i,0.39498+0.30841i,0.53385+0.38503i,0.48951+0.27956i,0.33477+0.09526i,0.19711+0.0082993i,0.11078+0.013862i,0.049178+0.029875i,-0.00045979+0.035814i,-0.03202+0.033222i,-0.034132+0.025346i,-0.010389+0.017186i,0.010165+0.0024976i,0.0058796-0.015481i,-0.0096935-0.02337i,-0.022572-0.023509i,-0.030046-0.024001i,-0.024912-0.018703i,-0.012108-0.0045967i,-0.0019019+0.0064061i,0.0046571+0.01073i,0.0083653+0.011842i,0.0071382+0.0057968i
-0.17438+0.094239i,-0.30996+0.12194i,-0.32254+0.045308i,-0.17231-0.039325i,-0.026076-0.0062185i,0.017972+0.045323i,0.013794+0.02229i,0.011092-0.016821i,0.0094593-0.027451i,-0.0013111-0.016581i,-0.015969+0.015316i,-0.018539+0.048826i,-0.012114+0.052877i,-0.0093879+0.041234i,-0.010595+0.03946i,-0.010377+0.044252i,-0.0071501+0.043122i,-0.0021029+0.029878i,0.0016178+0.013023i,0.006302+0.0056412i,0.011902+0.0053504i,0.012608+0.0076853i,0.0089989+0.013376i
