-0.00556-0.00095376i,-0.0038936-6.9428e-05i,-0.0036055+0.0016527i,-0.0019229+0.0025917i,-0.00027143+0.0031543i,-0.00023878+0.0027656i,-0.000551+0.0022557i,-0.00034819+0.0020897i,0.00075935+0.0016397i,0.002162+0.0013976i,0.0023823+0.0012396i,0.0014894+0.00018612i,0.00052819-0.0001126i,0.00034576+0.00071595i,0.00052195+0.00092901i,-3.4613e-05+0.0012696i,-0.00016711+0.0006459i,0.00097067-0.0003477i,0.00070678-0.00040594i,-0.00042237-0.0003079i,-0.00039168-0.00034767i,-0.0004383+6.3655e-05i,-0.00082763+0.00042104i
-0.00041277+0.00066194i,0.00012457+0.0010216i,0.00011635+0.001854i,0.00040141+0.0029088i,0.0017966+0.00274i,0.0024917+0.00066373i,0.0017955-0.00057942i,0.0012713-0.0012031i,0.0017711-0.0020824i,0.0017457-0.00202i,0.00078094-0.0022283i,-0.00021493-0.0027702i,-0.00041294-0.0031392i,0.00010446-0.0019667i,0.00040254-0.00024124i,0.00017278+0.0014898i,-0.00028406+0.0022269i,-5.1274e-05+0.0010432i,0.00015536+0.00023637i,0.00030919+0.00081181i,0.00026894+0.00068411i,0.00011666-0.0002694i,-4.3755e-05+0.00012226i
-0.00024417+0.00074054i,-0.00092832+0.0010999i,-0.00103+0.00076683i,-0.00029539+0.0014337i,0.0013072+0.0012801i,0.0023707+0.00045481i,0.0011978+0.00029898i,-0.00042538+8.9632e-06i,-0.00041625-0.00071633i,0.00047888-0.00060241i,0.0006321-4.3063e-06i,0.0010759+0.00041619i,0.0019719+6.8725e-05i,0.0022966-2.1532e-05i,0.0013442+0.00018597i,0.00044758-0.00043294i,-0.00039283-0.0014082i,-0.00074013-0.0016632i,-0.00094122-0.00077461i,-0.0012484+8.9438e-05i,-0.00079176-0.00018342i,-7.0852e-05-0.00094219i,0.00024468-0.00071728i
-0.00064476-0.00046381i,0.00018917-0.0010567i,-0.00015705-0.0013506i,-0.0011315-0.0012871i,-0.00039012-0.0017208i,0.0006503-0.0013412i,0.00010194-0.0001605i,-0.0015606+0.00046326i,-0.0024552+0.00084686i,-0.0015976+0.0015571i,-0.00051717+0.0016051i,0.00065735+0.0017548i,0.0012129+0.0024367i,0.00042411+0.0019479i,0.00044775+0.00076118i,0.00044252+0.00049012i,0.00054902-0.00043863i,0.00031905-0.001441i,-0.00047926-0.0016204i,-0.00018277-0.0015998i,0.00033876-0.0015559i,5.1282e-06-0.0013688i,-9.5602e-05-0.0014495i
0.0034586+0.0016295i,0.0026436+0.00077633i,0.0021552+0.0011012i,0.0014464+0.001175i,0.0011519+0.00054709i,0.00064055-0.00034627i,0.00014155-0.00076946i,-0.00010639+0.0011866i,-0.00066464+0.0031562i,-0.0010316+0.0025099i,-0.00045559+0.0013326i,0.00010267+0.0012021i,-0.0006223+0.0013055i,-0.0020104+0.00027315i,-0.0012796+0.00040595i,-0.00062124+0.0017995i,-0.00093427+0.0017689i,-0.00010578+0.00052416i,0.00040132-0.00049645i,0.00020572-0.00022321i,0.0012877-0.00032196i,0.0020015-0.00037671i,0.00077009-0.00076941i
-0.00037008-0.00060224i,-0.0013774-0.0013401i,-0.0020137-0.0018679i,-0.0021766-0.0011396i,-0.00083267+0.00044007i,0.00033936+0.0016006i,0.00046639+0.0006109i,0.00052304+0.00012651i,0.00047464+0.0012947i,0.00093786+0.00060363i,0.00092126-0.0011896i,-0.00027585-0.0019225i,-0.0013882-0.0023756i,-0.0018178-0.0015435i,-0.001549-9.7789e-05i,-0.00053975+0.00051399i,0.00030672+0.0012067i,0.00030816+0.0018771i,0.00018124+0.0021681i,5.0057e-05+0.0015964i,-0.00020314+0.00097551i,-0.00024147+0.00047553i,0.00037046+0.00057287i
-0.001309+0.0014946i,-0.00015481+0.00059534i,0.00094996+0.0010771i,0.0017251+0.0020562i,0.0023209+0.0022439i,0.0020597+0.00088439i,0.0015262-0.0009585i,0.0016531-0.00164i,0.0020261-0.0015568i,0.0016031-0.00087982i,0.00087348-0.001094i,0.00062806-0.0017465i,0.00056181-0.0021269i,0.0011396-0.0015495i,0.00086712-0.00083682i,-0.00035041-0.00031075i,-0.0011852+0.00050774i,-0.0014964-6.7879e-05i,-0.0007358-0.00049746i,0.00038245+5.3861e-05i,0.00041671+0.00034048i,-0.00018079-0.00041631i,2.3495e-05-0.00076906i
-5.1032e-05+0.0014556i,-0.00035841+0.001607i,-0.00077914+0.0010961i,-0.0003359+0.00081112i,0.00027543+0.00096043i,-5.6061e-05+0.00024728i,-0.00063117-0.00021025i,-0.00064253-0.0006786i,0.0005123-0.0015957i,0.0015994-0.0013884i,0.00163-0.00051426i,0.0015159+0.00011585i,0.001293+0.0006704i,0.0016012+0.0006162i,0.0016482-0.00053493i,0.00099267-0.0015237i,0.00038529-0.0018245i,-0.00089893-0.0025006i,-0.0013111-0.0024696i,-0.0010915-0.0013607i,-0.0012623-0.00069309i,-0.0010212-0.00038647i,-0.00092132+0.00027676i
0.0019756-0.00050042i,0.00097431-2.3637e-05i,0.0009081-0.00052112i,0.00078382-0.00091272i,-0.00029841-0.00041055i,-0.00022267+0.00065311i,0.00041789+0.00095538i,5.754e-05+0.00064271i,-0.00055167+0.00041265i,-0.00036865-6.6562e-05i,0.0004586+0.00084835i,0.00048779+0.0029187i,-0.00080336+0.0035279i,-0.0018081+0.002445i,-0.0011523+0.0011313i,0.00011426+0.00092032i,0.00039974+0.00034028i,-0.0004726-0.00061609i,-0.00091282-0.00079976i,-0.00044894-0.00043847i,-0.0002345-8.4882e-05i,-0.00037237+0.0003427i,-0.00022779-0.00030178i
-0.002917+0.0013282i,-0.0024489+0.00056442i,-0.001277+0.0010253i,-0.00016712+0.0022688i,0.00073165+0.0024056i,0.0016331+0.0014366i,0.00099299+0.0014653i,-0.00071216+0.0013011i,-0.0022718+0.001494i,-0.0015992+0.0016279i,0.00033743+0.0020947i,0.00088009+0.0026483i,0.00018446+0.0021063i,-0.00095421+0.0014917i,-0.0015952+0.0012771i,-0.00070357+0.0015049i,0.00083581+0.0016878i,0.0012212+0.0015488i,0.00063103+0.001687i,0.00021973+0.0017165i,0.00089378+0.00043854i,0.0018572-0.0012816i,0.0014757-0.0014503i
0.0021558-0.0010367i,0.0019419-0.00051942i,0.0012168-5.717e-05i,0.00022892+0.00055859i,0.00034875+0.00073915i,0.00013991+0.00079204i,-0.00013255-0.00054598i,0.00025098-0.0011348i,0.00035905-1.3459e-05i,0.00032099+0.0008187i,2.5499e-05+0.00074676i,-0.00043421-0.00047236i,-0.00071324-0.0013957i,-0.00061458-0.00074007i,-0.00085662+0.000477i,-0.00081946+0.00078776i,-0.00019935+0.00082632i,0.00054317+0.0010024i,0.0013008+0.0008848i,0.0016417+0.0010698i,0.00085471+0.0015263i,0.0002499+0.00070722i,0.00016274+5.9008e-05i
0.0003394+0.0012942i,-0.00073923+0.0021592i,-0.0010467+0.0013433i,-8.3244e-05+0.0012203i,0.0013442+0.0020437i,0.001712+0.00075523i,0.0018918-0.00095197i,0.0027323-0.0016872i,0.0025284-0.0010493i,0.0018831-0.00038609i,0.001736-0.0011644i,0.001607-0.0017861i,0.0017209-0.0020934i,0.0021192-0.0016632i,0.002001-0.0012838i,0.0010035-0.0012625i,-0.00037674-0.00088593i,-0.00096905-0.00046492i,-0.0014018+0.00022711i,-0.0018658-0.00034686i,-0.0017173-0.00034869i,-0.00090243+0.00012161i,-0.00015359+0.00030452i
-0.0021676-0.00098676i,-0.0027574-8.8816e-05i,-0.003774+0.00016467i,-0.0024386+0.00032246i,-0.0011183+0.00096276i,-0.0010757+0.0007777i,-0.00056686-0.00038316i,-0.00037065-0.0015677i,0.00014887-0.0020001i,0.0013265-0.0013321i,0.0017659-0.00042467i,0.001707-0.00014151i,0.0023428-0.00094095i,0.0026556-0.0010323i,0.0022546-0.00093751i,0.0014286-0.0013266i,0.00063425-0.0017531i,-0.00010196-0.0027374i,-0.00114-0.002658i,-0.0014451-0.0018967i,-0.00018826-0.0012923i,0.0003732+8.1312e-06i,-3.9705e-05+0.00081398i
-0.0017092-0.0015274i,-0.0014248-0.0011883i,-0.0010518-0.00028389i,9.9601e-05-0.00024698i,-0.00010501+0.00031464i,0.00040375+0.00069983i,0.00084567+0.00049472i,-0.00088658+0.00095343i,-0.0018314+0.0015658i,-0.0013287+0.0014353i,-0.0007067+0.0013307i,-0.00020393+0.0018945i,5.5349e-05+0.0024732i,0.00060596+0.0028391i,0.00075421+0.0019503i,0.00077297+0.0011321i,8.6445e-05+0.00029963i,-0.00037875-0.0013853i,0.00011504-0.0021353i,0.00042646-0.0015861i,0.0006519-0.00071245i,0.00087571-0.00046892i,0.00099954-3.0186e-05i
-0.0018285-0.0018211i,-0.00087427-0.00098028i,-0.00081568+0.00073296i,-0.0010157+0.0032681i,-0.00059919+0.004625i,0.00063428+0.0035895i,0.00087655+0.0019465i,5.0358e-05+0.0022912i,-0.00014463+0.0029162i,-0.000786+0.0024757i,-0.0015299+0.0017955i,-0.001946+0.0012714i,-0.0023157+0.001103i,-0.0023648+0.0012664i,-0.0024377+0.0017685i,-0.0023469+0.0022972i,-0.00062091+0.0022027i,0.0009748+0.0022256i,0.0010005+0.0019307i,0.00081659+0.00099865i,0.0010171+0.00046943i,0.0010051-5.2442e-05i,0.00056697-0.00062179i
0.00015698+0.00040528i,-0.00055662+0.0011464i,-0.0015411+0.00085633i,-0.00094437+0.0008338i,0.00084296+0.00042651i,0.0020844-0.0010523i,0.0015462-0.0015317i,0.00020997-0.00085262i,-0.00061927+0.00025061i,-0.00037188+0.001348i,0.00012091+0.0017705i,0.00052118+0.0015581i,0.00083475+0.00077324i,-7.5613e-05+0.00069657i,-0.00073615+0.00067693i,-0.00043524+0.00082772i,-0.00020392+0.0015253i,-0.00012926+0.0015115i,0.00062526+0.0012777i,0.00059788+0.0011891i,3.005e-05+0.0010836i,-0.0004248+0.00095085i,-0.00056045+0.00048528i
-0.001481-0.00050237i,-0.0016533+0.00022255i,-0.0013714+0.0012891i,0.0011274+0.0022625i,0.0024673+0.002431i,0.0014261+0.0010028i,0.00061531-0.00071239i,0.0013535-0.0019738i,0.0021189-0.002074i,0.0018644-0.0008791i,0.0014976-0.00057549i,0.0011002-0.0013306i,0.0010282-0.0018448i,0.0014951-0.0015307i,0.00086173-0.00078357i,8.3246e-05-0.00081919i,-2.9165e-05-0.0014557i,-0.00082552-0.0017326i,-0.0017401-0.0013021i,-0.0018832-0.0002974i,-0.0013141+0.00044912i,-0.0003035+0.00082872i,0.00017225+0.00050568i
-0.0010179-0.0001847i,-0.0018423+0.0004731i,-0.0011902+0.00086913i,-0.00064401+0.0013995i,0.00039301+0.00098023i,0.0018668+9.9515e-06i,0.0016989-0.0010829i,-0.00025823-0.0024597i,-0.0011169-0.0023664i,-2.9281e-06-0.0016433i,0.0015641-0.0010233i,0.002485-0.0011947i,0.0023068-0.0011495i,0.0014399-0.00055182i,0.00075341-0.00062334i,0.0005535-0.00071982i,0.00047314-0.0017853i,-0.00011074-0.0031534i,-0.00040628-0.0028684i,-0.00029741-0.001771i,0.00041072-0.0011188i,0.00064979-0.0010855i,-8.4142e-05-0.0012578i
0.001097-0.00033696i,0.00029609-0.00041788i,0.00027264-0.00054586i,0.00089755+0.00023047i,0.0010497+0.001362i,0.0015003+0.0012564i,0.0015789+0.0003415i,-0.00043373+0.00076244i,-0.001801+0.0012847i,-0.0013269+0.00093469i,-0.00030343+0.00047885i,0.00011428+0.00082599i,-0.00061335+0.0014754i,-0.0011513+0.0015595i,-0.00018777+0.00084951i,0.00070881+0.00055609i,0.00033952+0.00055709i,-0.00035648+0.00013485i,-0.00055126-0.00060703i,3.7211e-05-0.00092383i,0.00069213-0.0011867i,0.00088222-0.00088636i,0.00038212-0.00076027i
0.00023465+0.00076073i,0.00038537+0.0010671i,-0.00061028+0.0018643i,-0.00018891+0.0024897i,0.0015158+0.0028643i,0.0025849+0.0026308i,0.0016844+0.0029904i,-0.00034705+0.0042258i,-0.0013986+0.0044885i,-0.0015393+0.0037023i,-0.0015205+0.0019855i,-0.0013549+0.0009156i,-0.0011384+0.0012802i,-0.00088745+0.0016055i,-0.00061096+0.0015474i,-0.00010445+0.0017424i,0.00077638+0.0013567i,0.00082076+0.00080759i,0.00068342+0.00086929i,0.00057333+0.001308i,0.00012191+0.00094133i,0.00071745+0.00035893i,0.0012181-0.00039395i
-0.00048475+0.00052343i,-0.0013855+0.0015697i,-0.0019341+0.0012887i,-0.0013382+0.00072079i,0.00054375+0.00039409i,0.0019743+0.00073745i,0.0015704+0.00015105i,0.001556-0.00034398i,0.00158+0.00057093i,0.0015094+0.0009692i,0.0010087-6.7253e-05i,0.00051798-0.00052414i,0.00040905-0.0010695i,0.0002408-0.0017507i,7.4422e-05-0.00049472i,-0.00020819+0.00044679i,-0.00056807+0.0002202i,6.3196e-05+0.00057079i,0.0010101+0.0015193i,7.6389e-05+0.0018753i,-0.00084864+0.0012672i,-0.00057583+0.00086593i,-0.00056881+0.00095229i
-0.000225+0.0016238i,0.00019984-8.278e-05i,0.001547-0.00099156i,0.0026834+7.4991e-05i,0.0028328+0.00097855i,0.0024364-8.3416e-05i,0.0019377-0.0020716i,0.0017885-0.0037341i,0.0025615-0.0036189i,0.0023897-0.0030122i,0.0010911-0.0018036i,0.0016688-0.0020919i,0.0027408-0.003453i,0.0023348-0.0021504i,0.0017223-0.00054536i,0.0014536-0.0011311i,0.0012954-0.0016495i,0.00045115-0.0011557i,-0.00077281-0.0010787i,-0.00099271-0.0012828i,-0.00050345-0.00032092i,-1.7354e-05+0.00084411i,-0.00032212+0.0007581i
0.00064604+0.00012916i,0.00172-0.0003302i,0.0010394+0.0007567i,9.9714e-05+0.0014429i,0.00036132+0.0010532i,0.0012133-8.8156e-06i,0.0018953-0.0017571i,0.00090607-0.0032884i,-5.3221e-05-0.0036012i,0.00027432-0.0022836i,0.00081221-0.0010093i,0.00085724-0.00067199i,0.0013756+0.00013211i,0.0010004+0.00054014i,0.0001732-0.00022113i,-0.00031142-0.00053279i,-0.0011096-0.00080309i,-0.00090724-0.0014252i,-0.00070945-0.0013593i,-0.00064992-0.00069191i,-0.00023479-0.0003489i,-0.00081694-0.00035714i,-0.00049454-0.00086733i
0.00075987+0.0018811i,0.00105+0.0018819i,0.00086955+0.0010724i,0.0012355+0.00025669i,0.0021774+0.00083334i,0.0026038+0.0013344i,0.0018489+0.0013603i,-0.00033359+0.0010568i,-0.0020003+0.0011724i,-0.0017044+0.0010975i,-0.00075887+0.00085401i,-0.00068345+0.00096721i,-0.0016662+0.00086786i,-0.0021296+0.00045483i,-0.00090449-0.00024763i,-0.00035695+8.3434e-05i,0.00017047+0.00081487i,0.0011404+0.00053198i,0.0013131+0.00057947i,0.0008453+0.00020656i,0.00011642-0.00063085i,-0.00026283-0.00040723i,-0.00078447-0.00022137i
-0.0023016+0.00032781i,-0.0035598+0.0011917i,-0.0035006+0.0018813i,-0.0019987+0.0014315i,-0.00056718+0.00085901i,-6.0275e-05+0.0014204i,-0.0003718+0.0026019i,-0.0020326+0.0050251i,-0.0031074+0.0063402i,-0.0021824+0.0051582i,-0.00033587+0.0032571i,-8.5892e-06+0.0010204i,-0.00097368-0.00040724i,-0.0012884-6.2042e-05i,-0.00077046+0.00092938i,-0.00051256+0.0016061i,-0.000135+0.0017056i,0.00057897+0.0014472i,0.0010263+0.001392i,0.0013747+0.0010511i,0.00077834+0.0001866i,0.00034485-0.00041422i,0.0002912-0.00066302i
-0.0029526-0.001859i,-0.0021772-0.0015975i,-0.0019987-0.0019073i,-0.0011275-9.6105e-05i,6.7031e-05+0.0021435i,0.00088599+0.0025481i,0.00095588+0.001199i,0.00084497+0.0010439i,0.0021597+0.0019238i,0.0031959+0.0033917i,0.0027611+0.0028611i,0.0023636-0.00021934i,0.0021076-0.0021894i,0.0014292-0.0017461i,0.00069941-0.00018957i,0.00047569+0.00021991i,0.00018313-0.00051565i,-0.00013716-0.00061126i,-0.0010211+0.00013224i,-0.0014732+0.0010769i,-0.00065029+0.00097842i,0.00028696+0.00030101i,-6.1312e-05+0.00019793i
0.0011859+0.0019295i,0.003393+0.00027005i,0.0049661-9.6771e-05i,0.0049247+0.0012782i,0.0037962+0.001018i,0.0023814-0.0016648i,0.0019041-0.0033452i,0.0032942-0.0040979i,0.0047218-0.0038666i,0.0051747-0.0031674i,0.0038431-0.0021626i,0.0025317-0.00097241i,0.0027348-0.00099559i,0.0027608-0.00055459i,0.0022754+0.00018034i,0.0017175-0.00026877i,0.00040883-0.0013539i,-0.0016338-0.0022114i,-0.0023896-0.0026395i,-0.002103-0.0014328i,-0.0012816-0.0003655i,-0.00018595-0.00026441i,0.000254-0.00020603i
0.0019279+0.00046589i,0.0027785+0.0012095i,0.0016875+0.00086916i,0.00047771+0.00036658i,0.00066139+0.00029443i,0.0014932-0.00067782i,0.0018383-0.0028081i,0.0015984-0.0046887i,0.00085699-0.0059516i,-0.00045479-0.0054613i,-0.00012659-0.0035115i,0.0010724-0.00075704i,0.00096712+0.0014592i,-7.3998e-05+0.0021694i,-0.0012665+0.0013335i,-0.0011902-0.00036446i,-0.00036756-0.0016577i,0.00050116-0.0018509i,0.00071911-0.0020543i,0.00019852-0.0015876i,-0.00014302-0.0001706i,-0.00033432-0.00025435i,-0.00014607-0.00025757i
0.0024604+0.00128i,0.00056095+0.0008417i,0.000539+0.00064476i,0.0013335+0.000233i,0.00082453-0.00081998i,0.00025027-0.00070167i,0.00041093+0.00084577i,-0.0013201+0.001249i,-0.0030605+0.0002936i,-0.0030818+0.00018613i,-0.0030652+0.00078845i,-0.0034608+0.0011879i,-0.0032936+0.0015191i,-0.00239+0.001649i,-0.0016407+0.00062075i,-0.00088111-0.00080579i,0.00028686+0.00026929i,0.0016986+0.0013428i,0.0020113+0.00084018i,0.0011933+4.7565e-05i,0.00059637+4.6417e-06i,-0.00014967-0.00017006i,-0.00037269-0.0012107i
-0.0035413-0.0006126i,-0.0045728+0.00031558i,-0.0048431+0.0013571i,-0.0033774+0.0026056i,-0.0010493+0.0039501i,0.00067586+0.0043587i,-0.00043448+0.0048635i,-0.0028599+0.0063488i,-0.0039394+0.0075805i,-0.0032095+0.007419i,-0.0016462+0.0042234i,-0.00092615+0.00077863i,-0.0015468-0.0010709i,-0.001136-0.0013866i,3.2921e-05-0.00053593i,0.00075444-0.00054084i,0.0011675-0.00064592i,0.0020529+0.00092162i,0.0016711+0.0015068i,0.00066476+0.00068693i,0.00050364+0.00028434i,7.1165e-05+0.00029114i,-0.00083649+0.00063128i
0.00063624-0.0056597i,0.00022158-0.0048006i,-0.001083-0.0038491i,-0.0024589-0.0013582i,-0.0025055+0.0011448i,-0.0013569+0.0023624i,-0.0010482+0.0027444i,-0.00010187+0.0029376i,0.0017527+0.0038986i,0.00265+0.0046482i,0.0035472+0.0032044i,0.003811+0.00044402i,0.0033346-0.00086574i,0.002514-0.00058012i,0.0013788+0.0002893i,0.0011009+0.00086693i,0.00091662+8.689e-05i,-0.00048528-0.0003213i,-0.0015642-0.0001877i,-0.0012473+0.00039843i,8.4599e-05+0.00047025i,0.00019228-0.00021354i,-0.00046674+2.8367e-05i
-0.0002149-0.0008914i,0.00090891-0.00050724i,0.00062803+0.0010288i,0.00028247+0.0023656i,0.0009049+0.0031898i,0.0027828+0.0014389i,0.0040901-0.0024725i,0.0044474-0.0049458i,0.0059359-0.0048475i,0.0060614-0.0036134i,0.0048709-0.0021051i,0.0039442-0.00057503i,0.0034055+0.00040781i,0.0025792+0.0013943i,0.0017069+0.0028175i,0.0013434+0.0025579i,0.00064787+0.00023185i,-0.00050706-0.0018945i,-0.0016769-0.0017835i,-0.0017235-0.00041129i,-0.00021261+0.00036563i,0.00047091+0.00024934i,0.00023712+0.00014998i
0.00066716+0.00050586i,0.00077288+0.0013025i,0.00012038+0.00051515i,0.00011851-0.0011872i,0.00056936-0.0011416i,0.0018708-0.0012877i,0.0033857-0.0035783i,0.0027466-0.0064019i,0.00097139-0.0075283i,0.0004171-0.0056947i,0.00023461-0.0024502i,0.00029918+0.00014521i,0.00022098+0.0019887i,-0.00054124+0.0024644i,-0.0012687+0.0014308i,-0.00068759+0.0009938i,0.00068127+0.00067566i,0.0009531-0.00036067i,0.0012092-0.0010275i,0.0014051-0.00090263i,0.00082364+0.00024845i,0.00045504+0.00093044i,0.00060255+0.00034026i
-0.00012522-0.0003527i,-0.001152+0.00083824i,-0.0015118+0.0023339i,-0.00010988+0.0027196i,0.0010115+0.0010237i,0.0010528+0.00028888i,0.00045541-0.00042571i,-0.0019745-0.00011397i,-0.0049385+0.00069136i,-0.0060046+0.00027438i,-0.004942-0.00074362i,-0.0042626-0.00057514i,-0.0047741+0.00074351i,-0.0044345+0.00055823i,-0.0027255-0.0012122i,-0.0015973-0.001413i,-0.00071746-0.00015546i,0.0011498+0.00069162i,0.0026529+0.0010342i,0.0020971+0.00053195i,0.00051533+0.00036158i,0.00014941+0.00058496i,0.00050849+0.00060371i
-0.0014763-0.0016191i,-0.0017946-0.0023433i,-0.0028481-0.0018877i,-0.0034036+0.00034478i,-0.0016445+0.0029105i,0.00013369+0.004196i,-0.00029895+0.0042825i,-0.003587+0.0057784i,-0.0055734+0.0078988i,-0.0040182+0.0076249i,-0.0022748+0.0040743i,-0.0010838+0.00047286i,9.2817e-05-0.0014399i,0.00026753-0.0024932i,0.00040331-0.0028024i,0.00021066-0.0017362i,9.8254e-06-0.00053088i,4.7061e-06+0.00025224i,-0.00030936+0.0014744i,-0.000495+0.0017042i,-0.00062197+0.0009673i,-0.0003167+0.00077285i,0.00018834+0.00038022i
0.0013058-0.0006217i,0.0015007-0.0011998i,0.0013262-0.0010331i,0.0011694+0.00016171i,0.001745+0.0019118i,0.00092886+0.0026446i,-0.00070334+0.002907i,-0.00086218+0.0042976i,0.0010171+0.0060854i,0.0031952+0.0058602i,0.0039588+0.0036964i,0.0037535+0.0014392i,0.0030754+5.8317e-05i,0.0023818+0.00037246i,0.0011741+0.0010621i,0.00030978+0.00056904i,-0.00058719-0.00031332i,-0.0020447-0.00069009i,-0.0027693-0.00068652i,-0.0017312-0.00080673i,-0.0002637-0.00044713i,0.00011998-0.00053525i,-0.00041207-0.00088337i
-0.0031759+0.0013846i,-0.000976+0.0020874i,0.0014101+0.0023658i,0.0029871+0.003245i,0.0031798+0.0041448i,0.0040806+0.0015782i,0.0045603-0.0031368i,0.0045707-0.0050677i,0.0055857-0.0041142i,0.0063273-0.0034946i,0.0053637-0.0020595i,0.0047493-0.00032186i,0.0043296+0.00074942i,0.0025817+0.0016966i,0.0017161+0.0022824i,0.0010474+0.0020922i,-0.00042997+0.00085186i,-0.0014598-0.00071834i,-0.0012485-0.0014582i,-0.00061496-0.0013334i,-0.0004656-0.00085255i,-0.00018535-0.00056836i,0.00024412-0.00066316i
-0.0012274+0.0011638i,-0.0012117+0.00059462i,-3.5437e-05+0.00093717i,0.0014609+0.00063449i,0.0026559-0.0016619i,0.0034872-0.0034488i,0.0039353-0.005151i,0.0039085-0.0073477i,0.0032826-0.0080611i,0.0020851-0.0072182i,0.00073829-0.0046762i,-0.00051521-0.0008589i,-0.0014878+0.001222i,-0.0019781+0.0014404i,-0.0019706+0.0012868i,-0.00091598+6.9304e-05i,0.00012259-0.00091766i,0.00056799-0.00089575i,0.0014888-0.00080639i,0.0022462-2.9014e-05i,0.0020232+0.0002603i,0.0021133+0.0004482i,0.0018846+0.00010237i
0.000699+0.0010236i,-4.7192e-05+0.00070497i,-0.00012766+0.00093034i,0.00021705+0.0020602i,5.7161e-05+0.0021827i,0.00035377+0.0012987i,0.00071959+7.2801e-05i,-0.00050152-0.0016953i,-0.0032783-0.0021443i,-0.0056357-0.00036131i,-0.0061229+0.00020159i,-0.0055314-0.00034462i,-0.0045531-0.00064413i,-0.0035365-0.0013358i,-0.0027686-0.0022574i,-0.0025542-0.0023403i,-0.0014625-0.00053763i,0.00081945+0.0011039i,0.0019431+0.00059353i,0.0013956-0.00011936i,0.00065739+0.00022388i,0.00083721+0.00043852i,0.00022937+5.6314e-05i
-0.0013583+0.00033037i,-0.0004667+0.00064391i,-0.00078625+0.00050386i,-0.00010351+0.00096449i,0.0010915+0.0034261i,0.001193+0.0048472i,-0.00077426+0.0051801i,-0.0042626+0.0065703i,-0.0062688+0.0086618i,-0.0049808+0.0086685i,-0.0023172+0.0055296i,-0.00082539+0.0015887i,-0.00041827-0.0013417i,-0.00040484-0.002141i,-0.00035107-0.0016711i,-0.0010715-0.00080549i,-0.0017172-0.00033152i,-0.0013726+0.00026508i,-0.0010219+0.00093139i,-0.00082+0.0010926i,-0.0009002+0.0011304i,-0.00073379+0.00095623i,-0.00065767+0.00038525i
-0.0034211+0.0027533i,-0.0039802+0.0039671i,-0.0026452+0.0046634i,0.0011221+0.0034841i,0.0030455+0.0021932i,0.0019038+0.0015795i,-0.0010111+0.0028418i,-0.0020021+0.0055227i,0.00074624+0.0072304i,0.0038898+0.0067286i,0.0050805+0.0049635i,0.0051578+0.0030189i,0.0050791+0.0012149i,0.0043044+0.0010808i,0.0029+0.0018066i,0.0017007+0.0016113i,0.00045304+0.00064059i,-0.0010381-0.00093488i,-0.0018803-0.0016949i,-0.002072-0.0011609i,-0.0017326-0.00074335i,-0.0011472-5.1617e-05i,-0.00051586+0.0005814i
-0.004573-0.002599i,-0.0039843-0.0031323i,-0.0032794-0.0024556i,-0.0019921+6.2007e-05i,-0.0006787+0.0021733i,0.0003406+0.00056313i,0.0013195-0.0021393i,0.0030338-0.0024876i,0.0052288-0.0020085i,0.0073028-0.0025308i,0.0074325-0.0024584i,0.005056-0.0010636i,0.0023957+0.00038191i,0.0011484+0.0018748i,0.00093002+0.0026708i,0.0012895+0.0020842i,0.00078447+0.00092208i,6.2817e-05+0.0001175i,-5.6386e-05-0.00038394i,-0.00073245-0.00091762i,-0.00071921-0.00098777i,0.00053692-0.00029542i,0.00064404-0.00099629i
0.00059433-0.00227i,0.00051411-0.0022423i,-0.00070968-0.0011705i,-0.0015488+0.00049514i,-0.00038031+0.00091407i,0.0020798-0.00052807i,0.0044205-0.004648i,0.0045691-0.0086634i,0.0032079-0.010164i,0.0013641-0.0088742i,0.00078198-0.0058395i,-0.00018534-0.0026789i,-0.001699-0.00097913i,-0.0024562-0.00075008i,-0.002731-0.00032602i,-0.0010245+0.00049181i,0.00072205+0.000338i,0.0015838-0.00024536i,0.0023313-0.00052522i,0.0026012-0.001671i,0.0020928-0.0015122i,0.00098231-0.00033445i,0.00082768-0.00015044i
0.0018852-0.00037739i,0.0020239+0.0013464i,0.0021974+0.0025778i,0.0017231+0.0020883i,0.0021706+0.0011876i,0.0040382+0.00010758i,0.0045751-0.00088933i,0.00098712-0.0026659i,-0.0037578-0.0034718i,-0.0064936-0.0021218i,-0.0071515-0.0014977i,-0.0059545-0.0023861i,-0.0044991-0.0035363i,-0.0032684-0.0042344i,-0.0016113-0.0042625i,-0.00029655-0.0031721i,0.00011691-0.0016587i,-0.00016067+1.4416e-05i,0.0006726+0.0013141i,0.001639+0.0015709i,0.00084556+0.00099377i,0.00019563+0.00048851i,0.00081825+0.00032582i
