-0.00556-0.00095376i,-0.0038936-6.9428e-05i,-0.0036055+0.0016527i,-0.0019229+0.0025917i,-0.00027143+0.0031543i,-0.00023878+0.0027656i,-0.000551+0.0022557i,-0.00034819+0.0020897i,0.00075935+0.0016397i,0.002162+0.0013976i,0.0023823+0.0012396i,0.0014894+0.00018612i,0.00052819-0.0001126i,0.00034576+0.00071595i,0.00052195+0.00092901i,-3.4613e-05+0.0012696i,-0.00016711+0.0006459i,0.00097067-0.0003477i,0.00070678-0.00040594i,-0.00042237-0.0003079i,-0.00039168-0.00034767i,-0.0004383+6.3655e-05i,-0.00082763+0.00042104i
-0.00075007-0.00078374i,-0.00041667-0.0015313i,-9.5097e-05-0.0014345i,4.3625e-06-1.6286e-05i,-0.00023444+0.00094644i,-0.00011016+0.00067923i,0.00019016+4.1785e-05i,0.00022917-0.00054497i,0.00057699-0.0011582i,0.0008526-0.00046704i,0.00039389+0.00030014i,0.00034794-0.00022002i,-0.00012429+0.00055555i,-0.00065462+0.002014i,-0.00034108+0.0022116i,0.00022295+0.0012967i,0.00040545+0.00034478i,-0.0003683-7.3207e-05i,-0.0010146+0.00013874i,-0.00040511+0.0004494i,5.7784e-05+0.00042785i,-0.0005852-0.00050731i,-0.0009258-0.00031198i
-0.00071907-0.00070651i,-0.00060886-0.0013637i,1.1626e-05-0.0014099i,0.00084411-0.0007452i,0.00096802+0.00029342i,0.00076432+0.00038705i,0.0008092+5.2444e-06i,0.00069312+4.925e-05i,2.5669e-05+9.6941e-05i,0.00046272+0.00053486i,0.00070444+0.0003462i,-0.0002115-0.00036194i,-0.00061484-0.00017478i,-0.00061021+2.5605e-05i,-0.00055705+0.00013498i,4.5208e-05+0.00032001i,0.00080901+0.00039608i,0.00096135+0.00022572i,0.00078243+8.8852e-05i,0.0011977+5.561e-05i,0.0017898-0.00033019i,0.00089147-0.00087064i,7.5935e-05-0.001194i
8.2743e-06-0.0004529i,0.00021347-0.00013163i,-0.00038388-0.00021945i,-0.00089464-0.00018632i,9.1866e-05-0.00012296i,0.0013577+0.00015257i,0.0013086+0.00036931i,0.0005805+0.00028002i,0.00074016+0.00075864i,0.0011179+0.00064991i,0.00067773-1.7393e-05i,0.00010823-0.00059346i,-5.9103e-05-0.0010016i,-0.00069994-0.0015552i,-0.001003-0.0015486i,-0.00016178-0.00033368i,6.9787e-05-0.00036245i,-0.000423-0.0011264i,-0.00021235-0.0010829i,0.00078088-0.00065093i,0.0010225+6.9911e-05i,0.00054396-0.00023292i,0.0004971-0.0014227i
-2.5496e-05+0.00012036i,-0.0012337+0.0012058i,-0.00087029+0.0026867i,-0.00050726+0.0025924i,0.00034878+0.0013274i,0.00088929+0.00040566i,0.00038794-0.0010251i,0.00012475-0.0012962i,0.00010547-0.00074286i,0.00025947-0.00052231i,0.00033599+0.00049482i,0.000623+0.00094155i,0.0014368+0.0003266i,0.002073-0.00090952i,0.0015976-0.0013522i,0.0010787-0.00058734i,0.00072803-0.00013934i,0.00017376-0.00015733i,-0.00086277+6.2785e-05i,-0.0012237-0.00015095i,-0.00069558-0.00068961i,7.0476e-05-0.00071745i,0.00087595-0.00014613i
-0.0034261-0.00043769i,-0.003006-0.00069297i,-0.0015305-0.00082064i,0.0004362+0.00061207i,0.0012991+0.0019199i,0.001683+0.0012069i,0.0011005+9.3658e-05i,0.00013289-4.9939e-05i,-0.00021023+0.00028993i,0.00018432+0.0002309i,0.0009981+0.00025489i,0.0013807+0.00095697i,0.0012921+0.0017128i,0.0011129+0.0014672i,0.00088283+0.00079935i,0.00033214+0.0003775i,0.00031894+0.00014555i,0.00048434-0.00028403i,-0.00026166-0.00097476i,-0.00074823-0.00078509i,-0.00022169-0.00029039i,0.00036912-0.0006166i,0.00036512-0.00022906i
-0.0018728+9.801e-05i,-0.00077907+0.00035127i,0.00030471+0.00036654i,0.00116+0.0016915i,0.0020257+0.0026471i,0.0024118+0.00093199i,0.0015884-0.0002602i,0.00031868-0.00040293i,-1.285e-05-0.00035801i,0.00060968-8.9021e-05i,0.0010832-0.00033074i,0.00070521-0.0013387i,0.00090423-0.0011683i,0.00056328+0.00018581i,-3.2526e-05+0.00084919i,0.00030126+0.0007075i,0.00018199+0.00077342i,-0.00018246+0.0010057i,-0.00014567+0.00034777i,0.00015235-1.4687e-05i,0.00059307-0.00019147i,0.00065736-0.00038492i,-8.4703e-06-0.00070005i
0.00062665-6.8111e-05i,0.0012155+0.00025418i,0.00089563+0.00038977i,9.6789e-05-8.1442e-05i,0.00061922+0.00051077i,0.0018439+0.00032686i,0.0011695-0.00024176i,0.00037196-0.00010162i,0.00019823-0.00043189i,0.00020688-0.00058096i,0.00030937-0.00044052i,-0.00022928-0.00057473i,-0.0011754-0.00064934i,-0.0017231-0.00042981i,-0.0012681-3.4726e-06i,-0.00052453+0.00039847i,-0.00046853+0.00064112i,-0.00016633+0.00017728i,0.00069897-0.00030562i,0.00047249-0.00044078i,-1.3503e-05-0.0010232i,0.00028435-0.00065085i,0.00042025+0.00029966i
-0.0012547-0.0012044i,-0.0013038-5.8201e-05i,-0.00094783+0.00072779i,-0.00023378+0.0017499i,0.00028834+0.0022581i,0.0006395+0.0016653i,7.4511e-05-0.00020812i,-0.00069474-0.00098569i,-8.9549e-05-0.0014117i,0.0002157-0.000696i,3.9457e-05-0.0001248i,8.6453e-05-0.0007904i,-0.00023587-0.0010609i,-0.00057055-0.001234i,-0.0004566-0.0011552i,-0.00026031-0.00029329i,8.3568e-06+0.00014509i,0.00017058+0.00037463i,0.0011466+0.00094939i,0.0013344+0.00050509i,0.00025497-0.00030645i,0.00031332-0.00025466i,0.00089294+0.00022797i
-0.0013994-0.00088687i,-0.002761-0.00058631i,-0.0046789+0.00042326i,-0.0033601+0.00096713i,-0.00020642+0.0016037i,0.001967+0.0012766i,0.0012579+0.00023333i,-0.00034039-6.6594e-05i,-0.0002441+0.00015852i,0.0010276+0.00056854i,0.0011843+0.0011039i,0.00033093+0.0014874i,0.00079601+0.00065849i,0.0018225-0.00079964i,0.0014274-0.0009302i,0.00058259-0.00044096i,0.00063935-0.00017873i,0.00099181-0.00022817i,0.00073246-6.0008e-05i,-5.9376e-05-5.682e-05i,-0.00050446-0.00038528i,3.8491e-05-0.00021319i,0.00051362+3.482e-06i
0.00070358-5.8024e-05i,0.0008321+0.00019919i,0.0011876+0.000171i,0.001341+0.0001537i,0.0018929-0.00033533i,0.0022071-0.00062211i,0.001262-0.00078574i,9.6159e-05-0.00094419i,-0.00026632-0.00067561i,3.965e-05+0.0002271i,0.00040759+0.0010157i,0.0004709+0.0010744i,0.0011834+0.0015473i,0.0016316+0.0013329i,0.0013084+0.00010158i,0.00067249+0.00014893i,0.00038551+0.00053647i,8.515e-05-6.7576e-05i,-0.00044381-0.00012233i,-0.0006811-0.00010018i,-0.00088242-0.00014142i,-0.0011409-1.7787e-06i,-0.0010079-4.3356e-05i
0.00011762+0.0021089i,0.00021102+0.0025956i,0.0005676+0.0023389i,0.001389+0.0020068i,0.0010861+0.00051587i,0.00035892-0.0010111i,-0.00034621-0.0017423i,-0.00065906-0.00072857i,-0.00071042+0.00054058i,-0.00022801+0.00035221i,0.00097746+2.9499e-05i,0.0010272+0.00049548i,0.00069692+0.00074463i,0.0002194+0.001126i,-0.00040771+0.0012557i,-4.8969e-05+0.00069763i,0.00010141+0.00024224i,-0.00051046-0.00026163i,-0.00064603-0.0010758i,-0.00014353-0.0015106i,-0.00025437-0.0011314i,0.00024992-0.00034153i,0.00019379-0.00012631i
0.0025353-0.00063636i,0.0015622-0.0013542i,0.00042974-0.0021309i,-0.00011789-0.0023409i,6.7246e-05-0.0016309i,0.000172-0.00086771i,0.00046534-0.00054945i,0.00040386+0.00018271i,0.00036209+0.00048171i,0.0013788-0.00052268i,0.0021656-0.0014455i,0.00084295-0.0010319i,-0.0009105-0.00035992i,-0.0017577-0.0002981i,-0.0013359+0.00018837i,-0.00056921+0.00076531i,-5.3704e-05+0.00057292i,-0.00046649-0.00030337i,-0.0005231-0.00075738i,0.00014543-0.00028923i,-6.7237e-05+1.2336e-05i,2.6978e-05-0.0001509i,0.00066411-0.00059712i
-0.00097911-0.0012624i,-0.00070884-0.0013017i,-0.00098835+0.00041861i,-0.00048839+0.0026937i,0.0011231+0.0033972i,0.0023028+0.0015835i,0.0023658-0.00020142i,0.0020877-0.00011082i,0.0010463+0.00038i,0.00036379+5.6098e-05i,0.0009292-0.00082263i,0.0012729-0.0017136i,0.0014302-0.0020828i,0.00092834-0.0014137i,-0.00021232-0.00048464i,-0.00034902-0.00059486i,-0.00038016-0.0011171i,-0.0001249-0.0012969i,0.00070338-0.0010898i,0.0013077+0.00014632i,0.0020378+7.2906e-06i,0.0014123-0.0008531i,-0.00038857-0.00069181i
0.00063221-0.001455i,0.00038284-0.00017979i,0.00068098+0.00075204i,0.00078776+0.0012667i,0.0012738+0.00098896i,0.0014068+0.00055417i,0.00037897-0.00018716i,-0.00054494-0.00014622i,-0.00052845+0.00017273i,-0.00055736-0.00018584i,-0.00056435-0.0005265i,-0.00045677-1.233e-05i,0.0004291-0.00036766i,0.0014193-0.0010734i,0.00086594-0.0005863i,-0.00085375-1.6476e-05i,-0.00094485+0.00052918i,-6.0486e-05+0.00021642i,-0.00047129+0.00010383i,-0.00051667+4.0717e-05i,0.00017173-0.00037472i,0.0005278-0.00035328i,0.00072312-0.00049436i
-0.0022351-0.00040149i,-0.002547-0.00067725i,-0.0024681+2.2549e-05i,-0.0011757-0.00014583i,0.001212-0.00041398i,0.0024601-0.00014691i,0.0016851+6.3327e-05i,0.00036709+0.00026068i,-7.2556e-06+0.00083185i,0.00021985+0.00068201i,7.5972e-05+0.00036986i,0.00041565+0.00043973i,0.0016587+0.00059497i,0.0023263+0.00024987i,0.0013184+0.00039716i,7.0546e-05+0.00049932i,2.8279e-05-0.00037616i,-0.0002539-0.00026393i,-0.0014237+0.00076227i,-0.0012132+0.00093424i,-0.00067435+0.00045095i,-0.00036811+0.00029326i,-0.00027171+0.00017522i
-0.0011618-0.0004091i,1.5781e-05-0.00033155i,-6.0381e-05-3.6413e-05i,-0.00066453+0.00083841i,-0.0006341+0.0010772i,0.0001758+0.0007228i,0.00028335-0.00017656i,-0.00051353-0.00087667i,-0.00061323-0.00040086i,0.00050656-0.00016571i,0.0013975-2.3683e-07i,0.00095556+0.00036752i,0.00091927+0.00073745i,0.0010649+0.0016109i,0.00011782+0.0015918i,1.3451e-05+0.00049798i,6.2214e-05+0.00036469i,-0.00044231+0.00025092i,-0.00044082+0.00010225i,-0.00043743+0.00053733i,-0.00010648+0.0002565i,0.0011499-0.00058236i,0.00092497-0.00050373i
0.00289-0.0012967i,0.0036452-0.00011278i,0.003467-0.00019971i,0.0020437-0.001583i,0.0011501-0.0012841i,0.001006-0.00060664i,0.00095034-0.0011633i,0.00088098-0.0011924i,0.0013511-0.0002469i,0.0013742+0.00051998i,0.00033991-8.584e-06i,-7.3462e-05-0.00072897i,-0.0007052-0.00082474i,-0.0018772-0.0004611i,-0.0025902-0.00016573i,-0.0023735+0.00021566i,-0.0020604-9.6297e-05i,-0.00084169-0.00082385i,0.00032664-0.00072184i,0.00070178-0.00010063i,0.00058227+0.00084976i,-0.00029392+0.00014205i,-0.00032603-0.00084463i
-0.00043279+0.00089448i,-0.00081067+0.0004011i,-0.001248+1.4676e-05i,-0.0014094+0.00014017i,-0.00045837+0.00013439i,0.0016584-3.7178e-07i,0.0022534-0.00050967i,0.00089476-0.0010434i,0.00020591-0.00022712i,0.00084499+9.8656e-05i,0.0011845-0.00031275i,0.0002875-0.00077974i,-0.00045883-0.0009595i,-0.0008515-0.00067516i,-0.00079808-0.00020791i,-9.3969e-06-9.1211e-05i,0.0006871-0.00030792i,0.00054627+0.00039707i,0.00010386+0.00042081i,-0.00010331+0.0004867i,0.0006901+0.00011141i,0.0010394-0.0007882i,0.00044201-0.00067254i
-0.00065081+0.0031565i,-0.0016345+0.0019451i,-0.0012788+0.0024091i,0.00020223+0.0025901i,0.00097976+0.0018574i,0.00015165+0.0010447i,-0.00011713+0.00016191i,0.00029401-0.00066301i,0.00064809-0.00027014i,0.0011608+0.00035947i,0.00079572+0.00041052i,6.4488e-05+0.00082354i,9.9864e-05+0.00066438i,0.0012482-0.00034117i,0.0017622-0.00079748i,0.0012855-0.00066968i,0.00089585-0.00027882i,5.3382e-05-0.00024553i,-0.00052882-1.4734e-05i,0.00044894+0.00034149i,0.00075945+3.6019e-05i,-0.00014353-0.00049539i,-0.00076459-0.00030108i
0.0010911+0.0026103i,0.0024099+0.00089567i,0.0030283-0.0001486i,0.0029413-0.00022599i,0.0026717-6.55e-05i,0.0020796-0.0001744i,0.0012867-0.00020748i,-0.00038082+9.6683e-06i,-0.0011716-4.2677e-05i,-0.00039636+0.0002949i,0.00012784+0.00031561i,-0.00013326+0.00040775i,2.9207e-05+0.00013446i,0.002094+0.0005094i,0.0030609+0.0011525i,0.0015805+0.00090205i,9.8322e-05+0.00051748i,-0.0010841+0.00079998i,-0.0017052+0.0012931i,-0.0012467+0.00049543i,-0.00060699-0.00068562i,0.00036691-0.00037655i,0.00083352-0.00072097i
-0.0028982+0.00033146i,-0.0041877+0.00024578i,-0.0038536+0.00036723i,-0.0021811+0.0011677i,0.00023267+0.0009497i,0.0017995+0.00051642i,0.0015461-0.00024813i,0.00085507-9.3581e-05i,-4.778e-05+0.00050787i,-0.00020636+0.00047156i,0.00034487+0.00014571i,0.00094098-0.00011695i,0.0014166+5.3828e-05i,0.00099986+0.00058524i,0.00017949+0.0013371i,-0.00037281+0.0015023i,-0.00012183+0.00082831i,-0.00013763+7.1867e-05i,-0.00059396+0.00051717i,-0.00072049+0.0003831i,-0.00051743-0.00041441i,-0.00059635-0.00034501i,-0.00030571-0.00011561i
-0.00083257-0.00093073i,-0.00062403-0.00085828i,-5.5511e-05-0.00035131i,-0.00045766+0.00060678i,0.00023209+0.0012176i,0.001751+0.0012i,0.0015203+0.00027593i,0.00049819+3.2608e-05i,0.00038214+0.0010054i,0.00081241+0.0006586i,0.0011295-0.00046158i,0.00095171-0.00062272i,-1.5171e-05+0.00020211i,-0.0010162+0.00095836i,-0.0010861+0.0014828i,-0.00089127+0.00053289i,-0.00099942-0.00057778i,-0.00058202-0.0010397i,0.00027737-0.0011044i,0.00081978-0.00080008i,-2.1345e-05-0.00085618i,-0.00041034-0.00090694i,-8.9364e-05-0.00079498i
-0.0012744+0.0009095i,-0.00027769+0.0012454i,0.00065632+0.0012311i,0.0017783+0.0020568i,0.0014787+0.0016538i,0.0009248+0.00072143i,0.00033385+0.00021604i,-9.3033e-05+0.00010578i,0.00039422+0.00053721i,0.0010939+0.00028994i,0.001351-0.00046172i,0.00070165-0.00053369i,-0.00038206-0.00052146i,-0.0012344-0.00098821i,-0.0013046-0.0012017i,-0.00049536-0.00054458i,0.00070755+0.00010072i,0.001169+0.00038348i,0.00064037+0.00018214i,0.00064423-0.00035681i,0.00084172-0.00080848i,3.16e-06-0.00063513i,-0.00070487-0.00061119i
0.0007371+0.0019852i,0.001103+0.0026421i,0.00078446+0.0024369i,0.00081035+0.0020836i,0.0012179+0.0016574i,0.0015989+0.00056454i,0.0016019+0.00018348i,0.0010826-0.0002005i,0.0012872-0.0011513i,0.0016209-0.00064848i,0.00074117+0.00045351i,2.2289e-06+0.00052049i,0.00010163-0.00058522i,0.00053544-0.0014887i,0.00052352-0.0012162i,-1.0728e-05-0.0007593i,-0.00012336-0.001272i,-0.00013823-0.0010668i,-0.00061055+8.5421e-05i,-0.00041134+0.00015486i,5.4967e-05+9.2465e-05i,-0.00025342+0.00038327i,-0.00039004+0.00042657i
-0.00054346+0.00060045i,-0.00185-0.00096804i,-0.0012457-0.0019875i,0.00016024-0.0017876i,0.0011448-0.00058464i,0.0010357-0.00017844i,0.00048244-0.00042954i,0.0001715-0.00042142i,0.00035954+0.00045574i,-0.00019243+0.00078135i,-0.00085596+1.2317e-05i,-0.0005581-0.00038656i,0.00026235-0.00032609i,0.00098314-0.00038968i,0.00059467+2.5424e-05i,3.2259e-05+0.0003388i,0.00036817-2.7828e-05i,0.0005785+0.00024625i,-0.00046189+0.0003702i,-0.0011912+0.00043563i,-0.00022598+0.00036196i,0.00075828+0.00031084i,0.00053063+3.9198e-05i
0.0011523-0.0036957i,0.0005118-0.0031819i,-0.0010811-0.002806i,-0.0017184-0.00077979i,-0.0013925+0.00090085i,-0.00078141+0.00085064i,-0.00066643-0.00037068i,-0.00020547-0.0003872i,-9.7705e-05+0.00038416i,-0.0005114+0.0006696i,5.4637e-05+0.0011582i,0.00023531+0.0020922i,1.0782e-05+0.0022448i,0.00043586+0.0022119i,-0.00013542+0.0019384i,0.00031367+0.00087238i,0.00074568+7.3355e-06i,0.00020023-0.00023029i,-0.00047051+0.00017907i,-0.00069829+0.00074635i,-5.9663e-05+0.00047385i,0.00050195-0.00040814i,0.00054458-0.00083836i
0.0007427+9.6356e-05i,-3.589e-05+0.0010488i,-1.772e-05+0.002175i,0.00082713+0.0017681i,0.0011204+0.00039888i,0.0017622-0.00036288i,0.0017413-0.00070903i,0.0016297-0.00048428i,0.0009362+0.00040541i,0.00035827+0.001353i,0.00075874+0.00087542i,0.0010821-0.00022539i,0.00022817-0.00069785i,-0.00081539-0.00043914i,-0.00082381+0.00074757i,-0.00048855+0.0006041i,-0.00070798-0.00073333i,-0.0006976-0.001142i,-0.0004078-0.0013328i,-0.00069505-0.00088092i,-0.00044325+0.00035147i,-0.00050207+0.00040479i,-0.00067928+1.2394e-05i
-0.0023752-0.00089041i,-0.0022546+5.1536e-05i,-0.0011723+0.00048698i,-0.00056315+0.0015535i,-0.00036997+0.0023539i,0.00070549+0.0021169i,0.00099667+0.0010968i,0.00012631+0.00078194i,3.3417e-06+8.1277e-05i,0.00059987-0.0011786i,0.00078847-0.001863i,0.00029631-0.0016935i,0.00071159-0.0015252i,0.00022687-0.0017866i,-0.0012035-0.0015367i,-0.00072091-0.00074425i,3.9613e-05+0.0004284i,-5.717e-05+0.00012442i,0.00044817-0.00039021i,0.00080205+4.1151e-05i,0.0010279-0.00027082i,0.0011263-0.00035945i,0.00035729+0.00065191i
-0.0021936-0.00041723i,-0.0025608-0.00027431i,-0.0020092+0.0011236i,8.1592e-05+0.0021787i,0.0013247+0.0019528i,0.0015439+0.0010364i,0.00068821-6.8792e-05i,-0.00024625-0.0010254i,-0.00048116-0.00086991i,-0.0003349-0.00022561i,-0.00063085+0.00036904i,-0.00071174+0.00026426i,0.00015982-0.00055804i,0.00056859-0.0013111i,0.0007686-0.001027i,0.0002495+0.00041073i,-0.00037083+0.0013416i,0.00012746+0.0015026i,0.00082151+0.001475i,0.00046342+0.0011192i,0.00012803+0.00066154i,0.0010053+0.00015908i,0.0016709-0.00010721i
0.00076158-0.0015636i,0.00074852-0.00012003i,0.00010944+0.001481i,0.00065345+0.0016887i,0.001697+0.001852i,0.0010286+0.0012836i,-1.6766e-06-0.00028031i,-0.00054881-0.001042i,-0.00069896-0.00019822i,-0.0010289+0.00038388i,-0.0010522+0.00069566i,-0.00063193+0.00093026i,0.00017951+0.00033204i,0.0015064+3.0197e-05i,0.0012587+5.185e-05i,-0.00018502-0.00097725i,-0.0015613-0.0013631i,-0.0015236-0.0007497i,-0.0011953-8.918e-05i,-0.0014721-0.0001827i,-0.0012419-0.00028686i,-0.00061712-0.00022905i,0.00024582-0.00051014i
0.00065929-6.9236e-06i,0.00031581-0.00079288i,-0.00069423-0.00061055i,-0.0018353+8.9003e-05i,-0.00070502+0.00048698i,0.00065099+8.8024e-05i,0.0011576-0.00010165i,0.00072355+0.00085317i,0.00038063+0.0015439i,0.00088916+0.0012157i,0.00091042+0.0011434i,0.00095425+0.0013692i,0.00091526+0.0014278i,0.0004826+0.0016384i,-0.00031791+0.0018457i,-0.00012138+0.00046135i,0.00014476-0.00061458i,-0.00022207-0.00065771i,6.4054e-05-0.00069814i,0.00027655-0.00042453i,0.00014554-0.00026076i,-0.00047849-0.00045936i,-0.0002546-3.7752e-06i
-0.00082125-0.0001418i,0.00016095-0.0001769i,0.0013597+0.00052228i,0.001341+0.001813i,0.0010877+0.001601i,0.0010952+0.00087645i,0.00065801+0.00047863i,0.0006754+0.0002652i,0.0013597+0.00091211i,0.0017069+0.0010718i,0.0018898+0.00059191i,0.0021067+0.00060469i,0.0016077+0.00064276i,0.00039319+0.00056998i,-0.00037074+0.00041541i,-0.00080021+0.00048403i,-0.00065402-0.000402i,-0.00015528-0.0014747i,0.00036414-0.001463i,0.00059207-0.0011305i,0.00066301-0.00061762i,0.0006689-0.00041129i,0.00058373-0.00065326i
-0.0033877-0.0015485i,-0.0029154-0.00023371i,-0.0026848+0.0021807i,-0.0019744+0.0035893i,4.9548e-05+0.0043574i,0.0014106+0.0038219i,0.0011413+0.0012222i,0.00091169-0.00056661i,0.0010631-0.00016881i,0.00074228-0.00023812i,0.00084697-0.0010139i,0.00091554-0.0013577i,0.00022422-0.0015323i,-0.00027758-0.001775i,0.00015309-0.00096747i,-0.00018782+0.00066849i,6.6338e-05+0.0015749i,0.001068+0.0011144i,0.00076145+0.00060865i,0.00018136+0.0005609i,0.00065677+0.00034378i,0.00069812-0.00016425i,0.0003841-0.0011913i
0.0022179+0.00070631i,0.0015882-0.00039721i,0.0011166-0.00057432i,0.00063248-0.00066389i,0.00043916-0.0010334i,0.0011821-0.0010853i,0.00066664-0.0011477i,-0.00046127-0.0014933i,-0.00024039-0.0024442i,0.00096148-0.0024703i,0.00094648-0.0012433i,-0.0004395-0.0011278i,-0.00081733-0.0013003i,-1.0925e-05-0.0013772i,0.00041437-0.0011584i,0.00039347-0.00012662i,0.00029016+0.00046982i,0.00024148+0.00060118i,0.00065139+0.0012504i,9.9495e-05+0.0018169i,-0.0014147+0.0010942i,-0.0019884-0.00032421i,-0.00063222-0.00034148i
0.0012586+0.0018198i,0.0017044+0.00074296i,0.0020038+0.0012432i,0.003215+0.0012033i,0.00248+0.00028788i,0.0014953+0.00044789i,0.0013494+0.00013131i,0.00013082-0.00079795i,-0.00098861+3.835e-05i,-0.00063407+0.0012449i,-0.00038735+0.00044587i,-0.00059841-2.3151e-05i,9.4745e-05+0.00065322i,0.0012384+0.00026725i,0.0013855-0.00078059i,-0.00012934-0.00093054i,-0.0019428-0.00075297i,-0.0018773-0.0004382i,-0.00087924-4.2007e-05i,-0.00037664+0.00017071i,-0.00053474+0.00035295i,-0.00046985+0.0005819i,-3.9972e-05+0.00011081i
-0.0004104-0.00066247i,-0.0018375-0.00064397i,-0.0025641-0.0002667i,-0.0026746+0.00050475i,-0.00071419+0.0015962i,0.0015741+0.0010461i,0.0018338+0.00027724i,0.00052114+0.0012383i,-0.00036294+0.001426i,-0.00029938+0.0011494i,0.00027404+0.0023439i,0.0010648+0.0036069i,0.0016217+0.0031831i,0.0014049+0.002334i,0.00083679+0.0016023i,0.00055591+0.0003097i,-5.0541e-05-0.0015506i,-0.00067855-0.0032753i,-0.00042947-0.0029082i,0.00057529-0.0012299i,0.00071422-0.0002869i,-0.00019984-0.00037147i,-0.00052483-0.00065736i
-0.00088184+0.00081897i,0.000261+0.0017704i,0.0014959+0.0011405i,0.0019131+0.00029583i,0.0018186+0.00036711i,0.0013307+0.00038305i,0.00062683+0.00059964i,0.0002727+0.00084855i,0.00018426+0.0010479i,0.00078327+0.00077295i,0.0018232+0.00015935i,0.0019492+7.6398e-06i,0.00084913-5.4301e-05i,-0.00021623+0.00045946i,-0.00086663+0.00068432i,-0.00041273+0.00049787i,0.00096173-0.00048794i,0.0016811-0.0012484i,0.0014715-0.0011246i,0.00090223-0.00053299i,0.00066277-0.00021238i,0.0005182-0.00032401i,8.1343e-05-0.00025761i
-0.0003453-0.0021401i,-0.0012599-0.0017674i,-0.0023267-0.0013741i,-0.0016251-0.00018417i,5.6411e-05+0.001392i,0.00093842+0.0017158i,0.00094542+0.0010062i,0.00069889+0.00066847i,0.00061833+0.0011798i,0.0014268+0.00054882i,0.0014083-0.0011664i,0.00021257-0.0022573i,-0.0010648-0.0017818i,-0.0010121-0.0010787i,-0.00062594+3.0025e-05i,-0.00032085+0.0011064i,0.00084704+0.0014794i,0.00098445+0.0015218i,0.00056872+0.0014948i,0.00040062+0.0013242i,-0.00013993+0.0015259i,0.00023431+0.0015283i,0.0013158+0.00077518i
-6.4709e-06+0.00038054i,-0.00042626+0.0011225i,0.0007222+0.0016674i,0.0011975+0.0018564i,0.0017422+0.0021463i,0.0023201+0.00081587i,0.0017593-0.00091093i,0.0016941-0.0022259i,0.001529-0.0027828i,0.00089119-0.0022411i,-2.4005e-05-0.0015626i,-0.0013408-0.0016925i,-0.0017183-0.0025848i,-0.00093308-0.0028354i,9.442e-05-0.0017945i,0.00031568+0.00034022i,0.00013964+0.0019831i,-0.00028112+0.0019113i,-0.00031963+0.0016352i,-0.0001096+0.0010005i,-0.00023796-5.9613e-07i,-0.00067107-0.00034878i,-0.00052597-0.00055267i
-0.0008011-0.0010015i,-0.00065384+0.00016875i,-0.00077784+0.0012629i,0.00014618+0.0019734i,0.0020527+0.0011665i,0.0027164-0.00028792i,0.0017332-0.00089758i,8.9032e-05-0.001055i,-0.000447-0.0012481i,-5.1584e-05-0.00077097i,0.00021983+0.00077047i,-0.00021367+0.0015401i,-0.00023488+0.0010147i,0.00037651+0.00058641i,0.00041936+0.00059241i,-0.00044949-0.00019966i,-0.0012156-0.0014671i,-0.0010699-0.0013872i,-0.0012662-0.00067872i,-0.0014208+0.00020992i,-0.00089258+0.00028805i,-0.00031373+0.00025844i,0.00054837+0.00023051i
0.00014334-0.00026495i,0.00028281-0.00082891i,-0.000394-0.00010107i,-0.0012224-0.00039966i,-0.0011791-0.00014977i,-0.00063679+0.0002138i,-0.00032814-0.00018025i,-0.00067833-0.00045633i,-0.0010358+0.00048938i,-0.00083031+0.0013132i,-0.00022006+0.0015656i,0.00070265+0.0021113i,0.00054193+0.0027171i,-0.00055588+0.0025595i,-0.00030105+0.0013104i,0.00011533+8.4394e-05i,0.00011076-0.00081281i,0.00037181-0.0013524i,3.7454e-05-0.0020084i,-0.00050721-0.0018829i,-0.00069716-0.00082143i,-0.00049797-0.00073408i,-0.00043215+0.00024479i
0.00013849-0.00043399i,0.00018474+0.00070713i,-0.00040335+0.0011541i,-0.00025866+0.00065823i,2.9322e-05+0.0016027i,-0.00055036+0.0022979i,-0.00045184+0.0014496i,5.0407e-05+0.0010236i,-0.00060704+0.0011104i,-0.00061448+0.0015713i,0.00075988+0.0015665i,0.00035134+0.0010048i,-0.000658+0.00094727i,-0.00051619+0.00089375i,-0.00067872+0.00029383i,8.4971e-05+6.6518e-05i,0.0016012-1.1478e-05i,0.0012977-0.00058903i,0.00013457-0.0010348i,2.5401e-06-0.00020228i,0.00065251+4.8528e-05i,0.00035968-0.00035876i,0.00014865-0.00023597i
-0.00017411-0.003013i,-0.0013597-0.0029709i,-0.0025984-0.0023499i,-0.0026299-0.00030144i,-0.002047+0.0011399i,-0.0011871+0.0011628i,-0.00019551+4.1658e-05i,0.00050477-0.00034789i,0.0011644+0.00012102i,0.0012332+0.00020982i,0.00011464-0.00025483i,-0.00087124-0.00095032i,-0.0017738-0.0016922i,-0.0016104-0.0018227i,-0.00032959-0.00060112i,0.00026234+0.00019227i,0.00075187+0.0011928i,0.00082108+0.002013i,0.00061212+0.0012679i,0.00056693+0.0004379i,9.8056e-05+0.00034129i,-0.00023458+4.7716e-05i,-1.542e-05-9.4179e-05i
