-3.5677e-05+0.0013153i,-0.00023628-0.00032178i,-0.0025402-0.001061i,-0.0027904-0.00061503i,-0.0021889-0.00050355i,-0.0024998+0.00064063i,-0.0025475+0.0019632i,-0.00086147+0.0018353i,0.0010824+0.00012505i,0.0013662-0.00067632i,0.00038415-0.00011811i,-0.00022657-0.00021349i,-0.00014021-0.00089969i,-8.6766e-05-0.00079316i,7.1936e-06-0.00015929i,0.00052133-0.00031287i,0.00085521-0.00031616i,0.001084-1.1316e-05i,0.00090711-2.863e-05i,0.00019587+0.0001269i,-0.00041783+0.00035349i,-0.00059497-0.0001517i,-0.00083385-8.1649e-06i
-0.0030631+0.030629i,-0.026017+0.066501i,-0.059369+0.080847i,-0.063173+0.030195i,-0.034984-0.064691i,-0.027267-0.11889i,-0.037094-0.094802i,-0.027448-0.04247i,-0.0088-0.020364i,-0.0081564-0.018523i,-0.014324-0.008238i,-0.011721+0.0026619i,-0.0067761+0.0069193i,-0.0053437+0.0090885i,-0.0045604+0.009888i,-0.0053811+0.010344i,-0.0090928+0.01031i,-0.011884+0.0059348i,-0.01143-0.00020286i,-0.0068589-0.0023591i,-0.0019366-0.0021552i,-0.0014018-0.0012135i,-0.0027322-7.5208e-05i
-0.028524-0.0029915i,-0.065987-0.0068125i,-0.083883-0.00098876i,-0.049376+0.042598i,0.0054962+0.10014i,0.019302+0.10572i,0.0051115+0.08114i,0.0099958+0.059611i,0.025019+0.029355i,0.021249+0.00065931i,0.0090338-0.007103i,0.0036746-7.1374e-05i,0.0031761+0.0074519i,0.0031272+0.0069736i,0.0016776-0.00015105i,-0.00064455-0.0064828i,-0.002252-0.011089i,-0.0046038-0.013577i,-0.0063416-0.012116i,-0.0054809-0.010398i,-0.0041935-0.009998i,-0.003486-0.0087264i,-0.002628-0.0074798i
0.0010832-0.036348i,-0.0098941-0.088481i,-0.033558-0.13061i,-0.076261-0.11118i,-0.093616-0.029883i,-0.041941+0.051235i,0.016615+0.069447i,0.031714+0.045919i,0.026664+0.02925i,0.023994+0.016498i,0.019937+0.00024652i,0.012076-0.00811i,0.0055087-0.0088092i,0.0024884-0.0095167i,-0.0012832-0.0095562i,-0.0024623-0.0092312i,0.0024378-0.010455i,0.0054939-0.0098052i,0.0040567-0.0067491i,0.0025398-0.0047399i,0.0030971-0.003864i,0.0034626-0.0036584i,0.0013004-0.0039043i
0.039922-0.0034366i,0.10439-0.0086012i,0.17151-0.016307i,0.189-0.025632i,0.15429-0.018647i,0.10739+0.010245i,0.072703+0.013796i,0.034372-0.0077933i,-0.00061852-0.0063588i,-0.0074845+0.010723i,-3.4971e-05+0.010876i,0.0026343-0.00068862i,0.0035969-0.0090476i,0.0040049-0.012411i,0.0047953-0.012632i,0.0065735-0.011023i,0.0077801-0.0051407i,0.0093416+0.0033895i,0.0093166+0.0090813i,0.0064547+0.012231i,0.0023597+0.011304i,0.00088009+0.0060718i,0.0010976+0.0017628i
-0.00084976+0.040678i,-0.0069582+0.098909i,-0.021095+0.1367i,-0.036456+0.10077i,-0.040395+0.0081163i,-0.037165-0.07703i,-0.031267-0.1056i,-0.027457-0.08925i,-0.031301-0.052669i,-0.031208-0.015213i,-0.023934+0.005291i,-0.017365+0.0099539i,-0.012929+0.0097678i,-0.0081033+0.010721i,-0.0025583+0.01222i,-0.0017907+0.014212i,-0.0049131+0.01822i,-0.0060296+0.01807i,-0.0046367+0.012668i,-0.0023893+0.0083624i,0.00045295+0.0069405i,0.0023119+0.006421i,0.0022337+0.0043784i
-0.037311+0.0039557i,-0.075886+0.0034218i,-0.07865+0.0095963i,-0.0206+0.0060706i,0.025295-0.021929i,0.010809-0.053064i,-0.021778-0.050834i,-0.025514-0.026829i,-0.012617-0.019044i,-0.013055-0.016751i,-0.018691-0.0035372i,-0.016909+0.0085399i,-0.012295+0.012164i,-0.0091296+0.010628i,-0.0095812+0.0075621i,-0.011427+0.0058645i,-0.011776+0.0047104i,-0.008793+0.0026516i,-0.004213+8.854e-05i,-0.0024147-0.00088635i,-0.0026633+0.00086627i,-0.0017892+0.0018559i,2.9465e-05+0.00066798i
-0.0099354-0.031604i,-0.029979-0.063393i,-0.083782-0.061998i,-0.14626+0.0063844i,-0.16662+0.080537i,-0.14665+0.09706i,-0.10634+0.083186i,-0.051214+0.069032i,-0.0010796+0.038753i,0.015333+0.0025135i,0.0079572-0.010837i,0.0039755-0.0058838i,0.0054768+0.001587i,0.0032751+0.0062497i,6.6358e-05+0.0095288i,0.000853+0.0097467i,0.00055428+0.0036455i,-0.0042154-0.0035616i,-0.0073557-0.0080041i,-0.0048337-0.012177i,-0.0021406-0.014113i,-0.0013186-0.010422i,0.00031348-0.0036338i
0.033087-0.0098984i,0.077174-0.036942i,0.11389-0.094599i,0.10307-0.13808i,0.06502-0.096383i,0.043443+0.0010531i,0.039078+0.062631i,0.035041+0.064127i,0.027125+0.043469i,0.02425+0.020423i,0.024162-0.0013395i,0.020103-0.010965i,0.014729-0.011816i,0.0076436-0.010912i,-0.00047433-0.0088364i,-0.0016194-0.0084465i,0.0037429-0.010248i,0.0081675-0.0094521i,0.00984-0.0047455i,0.009652-0.00087365i,0.0075929+0.00019136i,0.0040355-0.00018635i,0.0015032-0.0010076i
0.011042+0.030952i,0.023948+0.081046i,0.053646+0.13249i,0.080437+0.14208i,0.079567+0.10285i,0.077334+0.054096i,0.06991+0.015471i,0.040363-0.0053027i,0.013971-0.00086069i,0.0071632+0.0077796i,0.0072275+0.0053404i,0.003611-0.0015061i,0.00075266-0.006591i,0.004352-0.0097275i,0.010236-0.011368i,0.010879-0.010366i,0.0063373-0.0046458i,0.0013155+0.0036177i,-0.0028206+0.010118i,-0.0049744+0.0099813i,-0.0024577+0.0037579i,-0.00024078-0.00099031i,-0.00089877-0.0021615i
-0.029983+0.0029417i,-0.062195+0.0054912i,-0.085797-0.0023834i,-0.060425-0.043752i,0.011606-0.11518i,0.063077-0.15679i,0.066209-0.14136i,0.039763-0.094863i,0.009244-0.045891i,-0.0071635-0.012197i,-0.011284+0.0019016i,-0.010605+0.0053138i,-0.008837+0.0035622i,-0.0072564-0.00017756i,-0.0070537-0.0049557i,-0.011276-0.0072933i,-0.015-0.004218i,-0.012973-0.0014579i,-0.0074546+0.0007964i,-0.0012643+0.0068769i,0.0034439+0.012969i,0.0064967+0.010132i,0.0049121+0.0025518i
-0.008565-0.026237i,-0.02102-0.03906i,-0.037028-0.023375i,-0.037526+0.027141i,-0.027301+0.062711i,-0.033044+0.038004i,-0.044492+0.00068058i,-0.033471-0.011808i,-0.016545-0.014898i,-0.01629-0.01019i,-0.018682+0.0003402i,-0.01462+0.0060731i,-0.0086323+0.0078385i,-0.0025534+0.0074532i,0.0021004+0.0037313i,0.0038637+0.0017087i,0.0035216+0.0021897i,0.0016276+0.0020688i,-0.0025601-0.00052674i,-0.0091375-0.0042764i,-0.013471-0.0042613i,-0.010382-0.00058094i,-0.0044601+0.00062039i
0.02427-0.010464i,0.034395-0.039478i,0.017673-0.088258i,-0.043031-0.11358i,-0.11916-0.068255i,-0.14937+0.008108i,-0.11573+0.040311i,-0.05875+0.025295i,-0.019232+0.001304i,-0.0063855-0.0097926i,-0.0076017-0.0078767i,-0.007255-0.0021846i,-0.0057218+0.0027392i,-0.0080923+0.0098316i,-0.012985+0.01904i,-0.010713+0.02283i,-0.0010504+0.014808i,0.0058943+0.0029318i,0.0086703-0.004981i,0.011518-0.0095778i,0.011823-0.010727i,0.0084748-0.007626i,0.0053124-0.0017562i
0.0088813+0.02556i,0.042726+0.049832i,0.099541+0.07751i,0.14247+0.10817i,0.12002+0.13139i,0.047913+0.14028i,0.00049861+0.1225i,-0.0042293+0.075916i,0.0011437+0.027059i,0.0022588+0.0030043i,0.00026626-0.0018398i,-0.0036813-0.00032554i,-0.006095+0.0018704i,-0.0068762+0.00064044i,-0.0050471-0.00016673i,0.00045922+0.0014422i,0.0048413+0.0025903i,0.0060127+0.0060444i,0.005848+0.0094307i,0.0046419+0.0065139i,-0.00047566+0.0017254i,-0.0048322-0.00010117i,-0.0039461+0.00024709i
-0.021462+0.0029301i,-0.047368+0.021966i,-0.076302+0.047131i,-0.098849+0.051551i,-0.07966+0.015773i,-0.012214-0.028206i,0.031919-0.039248i,0.02537-0.022919i,0.01205-0.0033717i,0.01-0.00064037i,0.0084465-0.0066191i,0.0049608-0.0072647i,0.001997-0.0065089i,0.0016441-0.006397i,0.00024964-0.0046012i,-0.0072483-0.0018569i,-0.015916-3.7798e-05i,-0.018522+0.0010093i,-0.012327+0.0026997i,-0.00082367+0.0036265i,0.010217+0.0001175i,0.011911-0.0044975i,0.0078233-0.0048446i
0.0031328-0.017932i,-0.0060181-0.029422i,-0.015889-0.037828i,0.006992-0.067505i,0.0752-0.11911i,0.12135-0.14352i,0.098374-0.1089i,0.048206-0.041377i,0.018883+0.0065726i,0.011675+0.015449i,0.013221+0.0090946i,0.018308+0.0026207i,0.020971-0.004165i,0.018144-0.011396i,0.012183-0.019922i,0.0051908-0.025995i,-0.0019763-0.021657i,-0.0069502-0.010248i,-0.0098029+0.00099753i,-0.012356+0.011722i,-0.01345+0.018999i,-0.0098945+0.016254i,-0.0047909+0.0065792i
0.015425+0.00096262i,0.01245-0.019948i,-0.020456-0.0602i,-0.061173-0.086991i,-0.083595-0.075712i,-0.086718-0.054805i,-0.06946-0.040799i,-0.039688-0.017897i,-0.01422+0.003447i,-0.0037424+0.0098484i,-0.0022283+0.0071941i,0.0017558+0.0042674i,0.0074321+0.005262i,0.0094438+0.0077116i,0.010261+0.0087852i,0.011134+0.0088474i,0.010939+0.00614i,0.0074004-0.00033592i,0.0010092-0.0071503i,-0.0033095-0.013832i,-0.0032393-0.018058i,-0.00076101-0.015376i,-0.0011408-0.0087753i
-0.00085042+0.020787i,0.027975+0.019894i,0.096285-0.0037002i,0.14535-0.026737i,0.098658-0.0063365i,0.0044032+0.03984i,-0.028273+0.059703i,-0.0025764+0.033661i,0.010464+0.0027813i,0.0043264-0.00069898i,-0.0031671+0.0023263i,-0.012435+0.0025059i,-0.017656+0.0056751i,-0.017096+0.0066191i,-0.015381+0.0050866i,-0.0082813+0.0044245i,0.0044873+0.0012766i,0.013386-0.0019437i,0.015672-0.0012453i,0.013297+0.0044841i,0.006766+0.010699i,0.00051686+0.012096i,-0.00092158+0.00934i
-0.020989-0.0026926i,-0.022626+0.020902i,-0.014025+0.097712i,-0.0064571+0.20045i,-0.01129+0.24862i,-0.01389+0.20927i,-0.0065607+0.12364i,0.0033673+0.039538i,0.0037219-0.010865i,-0.0057471-0.021342i,-0.016792-0.015688i,-0.026615-0.0093235i,-0.028865-0.0028385i,-0.020047+0.0032101i,-0.0094639+0.010036i,-0.0047018+0.016855i,-0.0046726+0.01728i,-0.005593+0.012713i,-0.0041651+0.0052832i,-0.0013884-0.0052993i,0.00040547-0.015518i,-0.00010592-0.01677i,-0.00089543-0.0094138i
0.0044328-0.011181i,-0.0050244-0.0057721i,-0.048685+0.015634i,-0.082718+0.016608i,-0.042685-0.016605i,0.037425-0.040848i,0.066397-0.047882i,0.038117-0.043196i,0.011019-0.029425i,0.0044232-0.020493i,0.0044681-0.016221i,0.0052673-0.012518i,0.0063917-0.010734i,0.0041474-0.009302i,-0.0049181-0.0077138i,-0.01701-0.0068832i,-0.023602-0.0033242i,-0.020365+0.0016262i,-0.0092852+0.0067618i,0.003161+0.01433i,0.01229+0.021559i,0.0155+0.019895i,0.013326+0.0091973i
0.0024212+0.0074584i,-0.012621+0.0013086i,-0.04875-0.039811i,-0.058708-0.083356i,-0.019022-0.088101i,0.011069-0.08317i,-0.0070588-0.072998i,-0.033255-0.03574i,-0.030894-0.00046624i,-0.018672+0.0090968i,-0.0081494+0.014284i,0.0088159+0.018149i,0.019957+0.012029i,0.018376+0.0039636i,0.016308-0.0019626i,0.014213-0.0049788i,0.00675-0.0030912i,-0.0017491+0.0014125i,-0.0078807+0.0017837i,-0.013668-0.0060696i,-0.016991-0.013832i,-0.013512-0.012339i,-0.0073854-0.0056207i
-0.008102+0.0027821i,0.0010471-0.014889i,0.030879-0.058768i,0.030495-0.11346i,-0.04053-0.14706i,-0.1074-0.12929i,-0.10107-0.066919i,-0.05137-0.0072021i,-0.012287+0.018403i,0.0016592+0.018755i,0.0041253+0.014142i,0.0065094+0.012396i,0.0077174+0.0078628i,0.0026143+0.0012955i,-0.0019581-0.0021527i,0.00015536-0.0039595i,0.0034299-0.0066218i,0.0048587-0.0071857i,0.0057897-0.003309i,0.010292+0.0024274i,0.016264+0.0076408i,0.015836+0.0078969i,0.01053+0.0045918i
-0.0057377-0.011533i,0.0041139-0.011099i,0.040002+0.01105i,0.07239+0.033589i,0.054129+0.035765i,0.0042071+0.046293i,-0.011749+0.073303i,0.0071207+0.077652i,0.016746+0.053479i,0.011582+0.031938i,0.0049458+0.018381i,-0.0054934+0.010199i,-0.012741+0.0084583i,-0.0085982+0.0051623i,-0.00074168-0.00020621i,0.0065402-0.0039727i,0.012403-0.0069245i,0.011171-0.0093957i,0.0012137-0.0081884i,-0.012219-0.0052025i,-0.02232-0.0056792i,-0.024444-0.0062569i,-0.020586-0.0035795i
0.016062-0.0092957i,0.020708+0.009434i,0.0024779+0.055986i,-0.02105+0.11239i,-0.0019351+0.14156i,0.043636+0.12611i,0.069563+0.078746i,0.059548+0.027455i,0.033905-0.0040785i,0.016744-0.01792i,0.0048332-0.026965i,-0.0076169-0.028666i,-0.013284-0.017638i,-0.01017-0.0020748i,-0.010358+0.0098374i,-0.01448+0.01653i,-0.013842+0.014329i,-0.0099448+0.00597i,-0.0048535+0.00024042i,0.0051383-0.00061392i,0.015738-0.0022566i,0.017913-0.0068578i,0.014278-0.0084611i
0.0038223+0.010481i,-0.02237+0.0038291i,-0.056648-0.020088i,-0.04107-0.030703i,0.041091-0.0018132i,0.11067+0.019549i,0.096363-0.0087244i,0.039771-0.036244i,0.0042517-0.03061i,-0.003708-0.016558i,-0.0024769-0.010174i,-0.0011924-0.0080696i,0.00032248-0.0027187i,0.0015009+0.0057569i,-0.00087999+0.0079494i,-0.0061489+0.004117i,-0.010165+0.0053207i,-0.0065844+0.010217i,-0.0010141+0.0095672i,-0.0034798+0.0086248i,-0.0088007+0.013028i,-0.0081445+0.015034i,-0.0049935+0.0085397i
0.0025097+0.005957i,0.026238-0.0021254i,0.070454-0.010156i,0.079457+0.0026464i,0.025184+0.016351i,-0.032731-0.0074851i,-0.05219-0.049818i,-0.044828-0.067311i,-0.029311-0.056726i,-0.026272-0.038169i,-0.029682-0.016942i,-0.020445-0.0026469i,-0.009278-0.0031635i,-0.0070955-0.0062289i,-0.0046072-0.0040331i,-0.0012495+0.0018442i,-0.0014789+0.0087036i,-0.0018658+0.013057i,0.0031583+0.011363i,0.011369+0.001849i,0.01541-0.0080842i,0.015513-0.010161i,0.014669-0.0072596i
-0.0060922+0.0027648i,-0.019003+0.016243i,-0.049935+0.027277i,-0.10046-0.012216i,-0.13893-0.095587i,-0.14341-0.12273i,-0.10067-0.065419i,-0.032267-0.0091261i,0.0097507+0.007431i,0.015427+0.01271i,0.012142+0.019712i,0.011256+0.022338i,0.011378+0.011429i,0.010041-0.0098499i,0.0066228-0.02416i,0.0044701-0.026501i,0.0030494-0.025761i,-0.00060866-0.018713i,-0.0031855-0.0049301i,-0.0028941+0.0088668i,-0.0045377+0.02051i,-0.0063669+0.024695i,-0.0061137+0.020089i
0.0036779-0.0082017i,0.00049433-0.017i,0.012242-0.028603i,0.033255-0.043266i,0.022086-0.039867i,-0.003945-0.0096763i,-0.0043798+0.029662i,0.0054629+0.044691i,0.0049786+0.033695i,0.0015148+0.021781i,-0.0013313+0.014347i,-0.0057565+0.010985i,-0.0049052+0.0072734i,0.00072172-0.00081341i,0.0051597-0.0023612i,0.009577+0.0014209i,0.011459-0.0015397i,0.0079815-0.0099625i,-0.00053648-0.015161i,-0.01003-0.02039i,-0.013805-0.031051i,-0.011372-0.035191i,-0.0069085-0.026789i
0.0040729+0.0065702i,-0.018958-0.012207i,-0.068694-0.034167i,-0.098732-0.022335i,-0.06028+0.018962i,-0.0038525+0.041919i,0.011214+0.036932i,-0.0010705+0.033067i,0.0018857+0.036457i,0.0223+0.021844i,0.0277-0.0033936i,0.017729-0.013538i,0.011269-0.0036897i,0.0095738+0.012363i,0.0030403+0.018011i,-0.0081641+0.01399i,-0.012012+0.0090356i,-0.0076962+0.0040605i,-0.0013402+0.0027426i,0.0084632+0.0089398i,0.017237+0.016285i,0.016774+0.016244i,0.0095575+0.009286i
0.018301+0.0021203i,0.087453-0.021098i,0.1923-0.043633i,0.24927-0.035146i,0.21123+0.0058982i,0.11919+0.031288i,0.025502+0.011445i,-0.032901-0.001715i,-0.046537+0.004674i,-0.038283+0.0017876i,-0.028548-0.0049375i,-0.017623-0.0086173i,-0.015335-0.0051239i,-0.021665+0.0093079i,-0.019767+0.019835i,-0.009411+0.020454i,-0.0013433+0.019739i,0.00092819+0.016646i,-0.0012529+0.0076871i,-0.0080795-0.003481i,-0.014504-0.012244i,-0.012082-0.014797i,-0.0043496-0.012432i
-0.0088231+0.036843i,-0.021493+0.13509i,-0.044367+0.25719i,-0.065018+0.28213i,-0.062025+0.17418i,-0.03806+0.045982i,-0.013967-0.0024332i,0.010337-0.0040078i,0.027676-0.017071i,0.02064-0.030059i,0.0093873-0.026934i,0.0079559-0.0196i,0.0057458-0.018366i,-0.00099127-0.021804i,-0.0072905-0.021458i,-0.012741-0.014299i,-0.017064-0.0039467i,-0.013413+0.007585i,-0.0027409+0.01834i,0.010187+0.028835i,0.023967+0.035783i,0.027417+0.033262i,0.018996+0.022332i
-0.035824-0.015521i,-0.097516-0.05347i,-0.14884-0.12137i,-0.10836-0.18058i,-0.0048275-0.17995i,0.060795-0.1128i,0.084839-0.032095i,0.082882-0.0041307i,0.046792-0.0065787i,0.0079477+0.0091332i,-0.0056609+0.028418i,-0.006362+0.030651i,-0.0041725+0.02004i,0.0034018+0.0010993i,0.0086359-0.014752i,0.0088198-0.020369i,0.0080437-0.021231i,0.0031008-0.019192i,-0.0079304-0.014844i,-0.021477-0.013569i,-0.031865-0.015722i,-0.031329-0.015624i,-0.021505-0.0094248i
-0.0010103-0.035403i,-0.015861-0.088022i,-0.040617-0.10272i,-0.060347-0.022903i,-0.064429+0.07305i,-0.032604+0.087325i,0.01355+0.035814i,0.039388-0.017415i,0.035266-0.037932i,0.018662-0.029238i,0.0013726-0.017798i,-0.013542-0.0083686i,-0.0088818+0.00096758i,0.010948+0.0023191i,0.019352+0.0027514i,0.01379+0.0056567i,0.0070836+0.0034665i,0.0024315+0.0017131i,0.0056311+0.0033053i,0.017911+0.00078133i,0.027937-0.0053837i,0.024766-0.0082752i,0.011097-0.0067297i
0.041621-0.018536i,0.12905-0.069498i,0.18336-0.16997i,0.085342-0.22576i,-0.080298-0.15168i,-0.1435-0.055746i,-0.11594-0.045966i,-0.088079-0.044656i,-0.061643-0.0030801i,-0.027901+0.022258i,-0.010893+0.016917i,-0.0091356+0.0087248i,-0.010439+0.012193i,-0.013018+0.027464i,-0.011001+0.035162i,-0.0030856+0.023717i,0.0012255+0.007024i,-0.00017243-0.0061977i,-0.0025624-0.016676i,-0.0080656-0.020054i,-0.017766-0.013624i,-0.021091-0.0045791i,-0.014929-0.0018484i
0.013414+0.074989i,0.049012+0.24013i,0.10708+0.4317i,0.14584+0.44185i,0.10109+0.24324i,-0.012758+0.062371i,-0.083276+0.0092607i,-0.073866+0.0074152i,-0.039447-0.0036719i,-0.020589-0.023587i,-0.013031-0.028504i,0.00074774-0.020563i,0.0057997-0.021448i,-0.0073862-0.022951i,-0.017974-0.013603i,-0.014835+0.0021368i,-0.0046498+0.015888i,0.0044647+0.020511i,0.010513+0.019804i,0.013626+0.017588i,0.014268+0.01122i,0.013749+0.0057257i,0.015261+0.0032148i
-0.07601-0.0031849i,-0.22713-0.016529i,-0.35553-0.043573i,-0.29484-0.078507i,-0.092298-0.10551i,0.05116-0.092043i,0.059516-0.013431i,0.032848+0.062529i,0.03221+0.075198i,0.035835+0.052517i,0.036077+0.032908i,0.033331+0.021784i,0.02494+0.0094202i,0.010582-0.006814i,-0.0074388-0.017988i,-0.020922-0.018807i,-0.023521-0.012949i,-0.017056-0.0059134i,-0.013997+0.00015954i,-0.013236+0.0076231i,-0.0049863+0.017122i,0.0052765+0.018416i,0.0073883+0.012324i
0.008447-0.071439i,0.023521-0.18363i,0.063906-0.25907i,0.14591-0.18475i,0.23485-0.048032i,0.23406+0.019685i,0.15236+0.037815i,0.074785+0.030932i,0.02448+0.0036183i,-0.0060278-0.00737i,-0.019032+0.0010512i,-0.020361+0.01007i,-0.0091767+0.010413i,0.0064479-0.0043482i,0.014754-0.017298i,0.014736-0.018334i,0.010536-0.014623i,0.0061232-0.0048801i,0.0013483+0.0071066i,-0.0019517+0.0098161i,-0.0046375-0.00014476i,-0.0069522-0.012074i,-0.0084353-0.012575i
0.071438-0.029413i,0.1637-0.10458i,0.17765-0.20661i,0.012758-0.21215i,-0.16386-0.081858i,-0.15888+0.025044i,-0.074898+0.0011006i,-0.037983-0.037034i,-0.014481-0.018344i,0.010441-0.0030432i,0.0063824-0.012353i,-0.015803-0.018426i,-0.023248-0.00068654i,-0.0081159+0.025427i,0.0050579+0.032261i,0.00039245+0.018979i,-0.012275+0.0028267i,-0.021502-0.0066603i,-0.017675-0.011039i,-0.0022034-0.011225i,0.011071-0.0069262i,0.010736-0.0020048i,0.0019008+0.0005886i
0.031612+0.098615i,0.11248+0.27448i,0.2211+0.40499i,0.21354+0.29747i,0.028385+0.079967i,-0.13711-0.013691i,-0.12687-0.025354i,-0.058407-0.048832i,-0.043219-0.060357i,-0.049232-0.04433i,-0.041987-0.027288i,-0.028007-0.022305i,-0.025889-0.021079i,-0.028715-0.0096738i,-0.014384+0.0050292i,0.011054+0.01276i,0.026596+0.012867i,0.027018+0.0036481i,0.018597-0.0065502i,3.8593e-06-0.011668i,-0.026325-0.012297i,-0.036296-0.0059902i,-0.022156-0.0012352i
-0.11111+0.026327i,-0.3119+0.082363i,-0.49607+0.18546i,-0.42902+0.26207i,-0.17657+0.20396i,-0.018998+0.074968i,0.025473+0.025784i,0.065766+0.028858i,0.086487+0.0045686i,0.063017-0.021014i,0.035665-0.020438i,0.024133-0.015893i,0.01601-0.017239i,0.0021845-0.013195i,-0.012602+0.00057132i,-0.019344+0.019658i,-0.015776+0.032417i,-0.0085693+0.032021i,0.0025846+0.022134i,0.022179+0.0087358i,0.044286-0.00073226i,0.053241-0.0044673i,0.042688-0.0051523i
0.0016164-0.09954i,0.0057972-0.25117i,0.034977-0.35213i,0.094664-0.26927i,0.15901-0.10155i,0.18952-0.00048485i,0.15754+0.034613i,0.095808+0.034967i,0.037723+0.033609i,0.0035324+0.045019i,0.0017384+0.050686i,0.012036+0.044699i,0.018098+0.026213i,0.012162-0.0037368i,-0.00029513-0.025502i,-0.0041246-0.029624i,0.0010698-0.025635i,0.007958-0.017433i,0.002874-0.0049098i,-0.014268+0.010961i,-0.025516+0.022847i,-0.021919+0.020445i,-0.014115+0.009232i
0.079825-0.016262i,0.19669-0.094418i,0.24617-0.19919i,0.14959-0.21836i,0.049221-0.11869i,0.026876-0.05102i,-0.0078569-0.06184i,-0.040244-0.041818i,-0.020964-0.0029209i,0.0081445+0.0035691i,0.0059916+0.00020343i,-0.0065519+0.012424i,0.0029342+0.025558i,0.019934+0.018913i,0.014616+0.0027564i,-0.0082079-0.01296i,-0.027913-0.023314i,-0.033908-0.017972i,-0.02456-0.0019166i,-0.0024628+0.0052349i,0.01843-0.0042713i,0.020393-0.016527i,0.0085008-0.016121i
0.035211+0.098528i,0.1374+0.23305i,0.25083+0.26907i,0.20704+0.077205i,-0.0098666-0.13549i,-0.17152-0.14193i,-0.17536-0.067346i,-0.14842-0.028854i,-0.11697+0.010809i,-0.06058+0.030983i,-0.024046+0.017638i,-0.01251+0.0041348i,-0.0095168+0.0028057i,-0.0063092+0.004209i,0.0033103-0.0090594i,0.0083292-0.029445i,0.0040427-0.037907i,-0.0066123-0.035175i,-0.016652-0.027835i,-0.029863-0.015968i,-0.0499+0.0014943i,-0.05553+0.018032i,-0.039887+0.022779i
-0.12967+0.027601i,-0.34768+0.12237i,-0.51076+0.25506i,-0.39441+0.27754i,-0.14628+0.12198i,-0.062771-0.024877i,-0.080714-0.012188i,-0.045432+0.022837i,-0.0025374-0.011646i,-0.0019094-0.046832i,-0.0098707-0.050604i,-0.012778-0.044885i,-0.013875-0.033842i,-0.0057423-0.010202i,0.0102+0.022219i,0.023669+0.048879i,0.026383+0.059944i,0.024256+0.055032i,0.025298+0.033871i,0.030632+0.00099397i,0.035162-0.027245i,0.032088-0.033185i,0.026527-0.022093i
0.009741-0.11461i,-0.001227-0.26201i,-0.021569-0.29763i,-0.008543-0.074503i,0.066647+0.19684i,0.15799+0.23803i,0.16995+0.13186i,0.12045+0.062999i,0.068347+0.035021i,0.031562+0.019008i,0.016838+0.0091061i,0.0095196-0.0032951i,-0.0061784-0.010126i,-0.023378-0.0019447i,-0.027675+0.015309i,-0.015841+0.032682i,0.0036397+0.041504i,0.0168+0.034539i,0.016132+0.022492i,0.013809+0.022851i,0.019602+0.032154i,0.023887+0.032873i,0.016344+0.021157i
0.088759-0.0059629i,0.2044-0.045916i,0.24095-0.12514i,0.12639-0.13251i,0.012189-0.020749i,0.010455+0.071141i,0.056038+0.04258i,0.069806-0.022115i,0.048321-0.042133i,0.016961-0.029238i,-0.0042126-0.0078671i,-0.007763+0.0076936i,-0.0013296+0.008715i,0.0003058+0.001145i,-0.0085834+0.00060357i,-0.01526+0.0033409i,-0.010897-0.0033877i,-0.0040446-0.0087573i,-0.00026259-0.0030257i,4.6143e-05+0.002519i,-0.0017902-0.003558i,-0.002072-0.017374i,-0.0014732-0.024697i
0.030785+0.067838i,0.1445+0.1482i,0.31583+0.12821i,0.34352-0.036126i,0.1625-0.14859i,0.011287-0.11115i,0.0024253-0.062949i,0.012636-0.044303i,0.010494-0.010548i,0.016666+0.011317i,0.011928+0.012815i,0.0020536+0.013118i,-0.0019011+0.011516i,-0.0084279-0.0055489i,-0.026121-0.03904i,-0.049382-0.06509i,-0.064192-0.06975i,-0.061855-0.057014i,-0.04675-0.03384i,-0.033434-0.012277i,-0.026503+0.0028211i,-0.019512+0.012453i,-0.012642+0.014982i
-0.11094+0.025316i,-0.316+0.10548i,-0.48815+0.22208i,-0.45036+0.18712i,-0.29378-0.021062i,-0.20163-0.13022i,-0.1535-0.042654i,-0.073337+0.032933i,-0.019173+0.013273i,-0.01235-0.0069111i,-0.0081668-0.002616i,0.0014726+7.9762e-05i,0.013604-0.0040471i,0.031063-0.012931i,0.050619-0.025159i,0.054575-0.035838i,0.036791-0.034783i,0.014278-0.025191i,0.00034535-0.019443i,-0.008517-0.022047i,-0.018466-0.023555i,-0.018171-0.016314i,-0.0064131-0.0083383i
0.011949-0.079818i,0.012827-0.21469i,-0.039096-0.28424i,-0.037629-0.16477i,0.079612-0.03234i,0.12777-0.044715i,0.048029-0.06278i,-0.013007-0.01166i,-0.011268+0.023999i,-0.0030008+0.014289i,-0.0054975-0.0025681i,-0.0079711-0.0049986i,-0.0070909+0.0081819i,-0.0055224+0.028291i,-0.0008654+0.046448i,0.011192+0.05961i,0.022989+0.062274i,0.022033+0.053262i,0.016075+0.039997i,0.024605+0.030105i,0.041449+0.021384i,0.042113+0.013249i,0.027126+0.0081682i
