-3.5677e-05+0.0013153i,-0.00023628-0.00032178i,-0.0025402-0.001061i,-0.0027904-0.00061503i,-0.0021889-0.00050355i,-0.0024998+0.00064063i,-0.0025475+0.0019632i,-0.00086147+0.0018353i,0.0010824+0.00012505i,0.0013662-0.00067632i,0.00038415-0.00011811i,-0.00022657-0.00021349i,-0.00014021-0.00089969i,-8.6766e-05-0.00079316i,7.1936e-06-0.00015929i,0.00052133-0.00031287i,0.00085521-0.00031616i,0.001084-1.1316e-05i,0.00090711-2.863e-05i,0.00019587+0.0001269i,-0.00041783+0.00035349i,-0.00059497-0.0001517i,-0.00083385-8.1649e-06i
0.00045555-0.0019702i,-0.0011399-0.0014822i,-0.0027436-0.0010569i,-0.0022408-0.00067839i,-0.0010022+0.0006368i,-0.00014759+0.0012325i,0.00050299+0.00010679i,0.00083757-0.00027375i,0.0001035-0.00010887i,-0.00086034-0.0010151i,-0.0012257-0.00102i,-0.00080261-7.9731e-05i,-0.00058259+0.0002673i,-0.00063193+0.00086498i,-0.00022733+0.001148i,-0.00020766+0.0014029i,0.00036932+0.0011948i,0.0004505+0.000676i,-2.8216e-05+0.00062112i,5.3745e-05+0.00020541i,-0.00013002+0.00026551i,0.00014729+0.001051i,-0.00038812+0.00058187i
-0.00036978-0.0013669i,-0.00057723-0.0012646i,1.0577e-05-0.0020068i,-0.00042512-0.0010921i,-0.001263+0.00083832i,-0.00098637+0.0022299i,8.6832e-06+0.0020138i,0.00015168+0.00063059i,-0.00026422-0.0004868i,-0.00031006-0.00015098i,-0.00054293+0.00032152i,-0.00031425+0.00060582i,-0.00043176+0.00086623i,-0.00031071+0.00070633i,-0.00054486+0.00083374i,-0.00044401+0.0012782i,0.00078137+0.0017979i,0.0008132+0.0017122i,0.0011878+0.00070964i,0.0010814-0.00011363i,0.00035835+2.2194e-05i,0.00017366+0.00021942i,-0.00018863-0.00052773i
-0.0013842+0.00046302i,-0.00093248+0.00035721i,-0.0019386+0.00093243i,-0.0024353+0.0012543i,-0.001061+0.001367i,0.00023612+0.00094052i,0.00072499-0.0001788i,0.00045946+8.8556e-05i,-0.0004417+0.00030795i,-0.00053429+0.00030773i,-0.00065005+0.00060517i,-0.00067623+0.00088106i,0.00010987+0.0002233i,0.00048779-0.00013561i,-3.9404e-05+0.00026953i,-0.00077169+0.00032808i,-0.00041336+0.00020342i,9.7863e-05+0.00054781i,-0.00035211+0.00087548i,0.00028815+0.00071766i,0.00071033+0.0005077i,-0.0001593+6.2383e-05i,1.4303e-06-0.00065669i
0.00045552-0.0020172i,-0.0003946-0.0021901i,-0.0014178-0.0020264i,-0.00042046-0.0013533i,-0.00056039-0.0002997i,-0.00060026+0.00058958i,0.00026463+0.0011256i,0.00070609+0.0010875i,0.00015076+0.00025557i,-0.0010072-0.0004597i,-0.0011484-0.0001048i,-0.00083454+0.0006237i,-0.00064904+0.00067989i,-0.00074169+0.00014558i,-0.0005757+0.0004663i,4.7907e-06+0.0011206i,0.00038765+0.0010358i,-0.00013639+1.6749e-05i,-0.00048403-0.00089542i,-0.00018623-0.00091851i,0.00023206-0.00018304i,0.00066736-0.00047684i,0.00078704-0.00069238i
0.0021831-0.00093769i,0.0018159-0.0014704i,0.0016826-0.0017185i,0.0010377-0.0020056i,0.0007245-0.0012205i,-0.00020899-0.00010336i,-0.00075767-0.00023445i,-0.00019877-0.00057856i,-0.00011105-0.00031937i,-0.00024649-0.00081564i,-0.00041543-0.0012682i,-0.00063251-0.0008891i,-0.00093008-0.00048561i,-0.00065954-7.0186e-05i,-0.00080336+0.00060564i,-0.00085154+0.00047401i,0.00014888+0.00013791i,0.0002927+0.00079517i,0.00010027+0.00057045i,1.8697e-05-0.001078i,-0.00014422-0.0011838i,0.00032022-0.00027931i,-8.0612e-05+0.00038201i
0.0035961-0.00072424i,0.0031397-0.0010706i,0.00377-0.0014499i,0.0027794-0.0015907i,0.00087541-0.0017187i,-0.00039467-0.0007764i,-0.00010606-0.00022436i,0.0003466-0.0004837i,0.00033925-0.00053288i,0.00014202-0.00096102i,0.00036958-0.00093231i,2.2546e-05-0.00054299i,-0.0002494-0.00035097i,-0.00027379-0.00021946i,-0.00044972+4.1183e-05i,-0.00035417-1.7755e-05i,0.00016429-2.2103e-05i,0.0004342-8.5894e-05i,0.00067517-0.00055967i,0.00081859-0.00062775i,0.00035986-4.0043e-05i,-0.00019407-2.4587e-07i,-0.00033982-0.00044386i
-0.0014649-0.00039759i,-0.0014556+0.00045541i,-0.0011338+0.0016008i,-0.00058268+0.0018616i,7.6055e-06+0.00094668i,0.00026127+0.00046224i,0.00020046+0.00067938i,0.00021429+0.0003667i,0.0006296+0.00020399i,0.00084222+0.00053372i,-0.00017218+0.00099265i,-0.00075961+0.0013113i,-0.00035037+0.00078666i,0.00031085+0.00057008i,0.00018814+0.00058755i,0.00025709+9.6799e-05i,0.00035262-0.00017783i,0.00029383+2.1243e-05i,0.00043616+0.00020793i,3.4113e-05-6.0669e-05i,-0.00011534-1.0679e-05i,0.00019057+0.00032399i,0.00052361+0.00032467i
-0.00072062+0.0003748i,0.00014577+0.00042303i,-0.00036369+3.5091e-05i,-0.00030898+0.00024485i,0.00068011+0.00076337i,0.00071492+0.00048392i,0.00038881-0.00012887i,0.00017737-0.00021883i,-0.00073434-0.00018051i,-0.00091058+0.00046299i,-0.00061463+0.0015532i,-0.00043774+0.0012197i,-0.00038997+1.4236e-06i,0.00023532-0.00096519i,0.0010874-0.00076009i,0.00059033+0.00048565i,0.00031277+0.00062848i,0.00081808+6.5547e-05i,0.00025695+2.4322e-05i,-0.00032719+0.0006192i,-0.00034957+0.00031849i,-0.0002117-0.00036476i,-0.00019587+5.695e-05i
0.00010478-0.0016233i,-0.00045364-0.0020125i,-0.00077439-0.0016944i,-0.0010749-0.00066963i,-0.0013226+0.00036229i,-0.00049215+0.00064255i,-0.00031383+0.00024736i,-0.00091744-0.00034633i,-0.00021444-0.00034438i,-0.00020028+0.00025598i,-0.0013357+0.00058795i,-0.00077831+0.00077198i,0.00012449+0.0006843i,-0.00081172+0.0008634i,-0.00074061+0.0014354i,0.00037582+0.0010626i,0.00039181+0.0005774i,-0.00037364+0.00068774i,-0.0002915+0.00017398i,-0.00031729+0.000161i,-0.00069526+0.00074291i,-0.0010297+7.8494e-05i,-0.00077849-0.00049764i
0.00015282+0.0014328i,0.0002006+0.0026783i,0.0013065+0.002444i,0.00071795+0.001059i,0.00044138+0.00054018i,-0.00013369+0.0011775i,-0.00094099+0.0010839i,-0.000445-0.00019102i,0.00010707-0.0012646i,-0.00021832-0.0006559i,0.00032718+0.00074156i,0.00054649+0.00050396i,-0.00028359-0.00051529i,-0.00036764+0.00021917i,0.00028829+0.00026911i,0.00015421+0.00025848i,-0.000446+0.001007i,-0.00094384+0.00085292i,-0.00037997+0.00043611i,0.00048778+0.00077012i,0.00051721+0.00085805i,0.00059955+0.00074392i,0.00035206+0.00014933i
0.00065595+0.0010719i,0.00019257+0.00036978i,0.00063609+0.00043631i,0.0011431+0.0004088i,0.00081333+0.00039675i,0.00026557+0.00025744i,-0.00067151+0.00081203i,-0.00029878+0.0013298i,0.00031155+0.001048i,0.00049069+0.00041763i,0.00098005-2.812e-05i,0.00078539-0.00024918i,0.00036417-0.0006263i,0.00055061-0.00064085i,0.00060891-0.0005019i,0.00036653+0.00023907i,0.00015084+0.00078651i,-0.0004296+0.0005519i,-0.00082899+0.00088787i,-0.00093752+0.00049986i,-0.00048946+6.7255e-05i,-0.00039236-0.00055153i,-0.00073686-0.00081279i
-0.00023683-0.00091564i,0.0007394-0.00021188i,-4.1845e-05+0.0006721i,-0.0010326+0.00041715i,-0.00030434+0.00022462i,-0.00031344-0.0004076i,-7.3662e-05+0.00027999i,0.00068403+0.0011901i,0.0003779+5.9998e-05i,-0.00023673-0.00045859i,-8.8273e-05+0.00032393i,7.357e-05+0.00052039i,0.00048566+0.0006497i,0.00059199+0.00080937i,-0.00049666+0.00041318i,-0.0011737+0.00023139i,-0.00042346+0.00026632i,0.00026387+0.00044622i,0.00025972-0.00022286i,-9.2408e-05-0.00048454i,-0.00061364-0.00014976i,-0.00028567+7.6734e-06i,-2.5353e-05+0.00027887i
-0.00020994-0.00066048i,-0.0012787-0.00075191i,-0.0014991-0.00074277i,-0.0011822-0.00058005i,-0.0014365-0.00015829i,-0.0014729+0.00041164i,-0.00057952+0.00059917i,0.000155+0.00058349i,4.1092e-05-9.8699e-05i,-0.0007548-0.00052678i,-0.001704-0.00012396i,-0.0011328+0.00090954i,-0.00054651+0.0012121i,-0.00059424-0.00010774i,-0.00043648-0.00022273i,0.0001893+0.001092i,0.00047767+0.0011743i,0.0004726+0.00020335i,5.343e-05+0.00019798i,-0.000348+0.00058559i,-0.0003123+0.0003701i,-0.00047248+0.00028256i,-0.00040481+0.00022124i
-0.0015845-0.0018761i,-0.001204-0.00085865i,-0.0023139-0.00016291i,-0.0027255+0.00068671i,-0.0019782+0.0015782i,-0.0011298+0.0018022i,-0.00054829+0.00085965i,-0.00077523-2.275e-05i,-0.00093469+8.0509e-06i,-0.00057313-0.00027813i,-0.00040509+5.5316e-05i,-0.00060746+0.00072695i,-0.00056962+0.00083439i,-0.00054405+0.00121i,-2.318e-05+0.00080916i,0.0006244+0.00040878i,0.00068834+0.00033121i,-3.948e-05-0.00071616i,-0.00020025-0.00047629i,-0.00043331+0.00038125i,-0.00053623+0.00046285i,-0.00020249+0.00041898i,-0.00037108+0.00032222i
0.0011947-0.00060225i,0.0011128-0.00034532i,0.002022-6.3528e-05i,0.0019644-0.0005139i,0.00042283-0.00069622i,-0.0010033-0.00031124i,-0.0012861+1.4247e-05i,-0.00068476+2.5978e-06i,-0.00058914-0.00013183i,-0.0004758+0.00016247i,6.0301e-05+0.00021065i,-0.00036672+0.00025969i,-0.00082588+0.00045708i,-0.00027817-2.1986e-05i,0.00026912-2.9043e-05i,0.00059347+0.0006119i,0.00046563+0.00108i,0.00025383+0.00054996i,0.00043442+0.00014437i,0.0005766-0.00037114i,-0.00012552-7.7269e-05i,-0.00011576-3.6262e-05i,-9.9182e-05-0.00025059i
-0.00096949-0.00022181i,-0.00039548+0.00065532i,0.00048624+0.0023829i,0.00073742+0.002235i,0.00038853+0.00086129i,-0.0001877+0.00073085i,-0.00026973-0.00013517i,-0.0008954-0.00093639i,-0.00092715-0.00022235i,-6.6053e-05+0.00071772i,0.00012217+0.00087404i,0.0001041+0.0012074i,-2.4692e-06+0.0017354i,-0.00028906+0.0011157i,-0.00044407+0.0006941i,8.2588e-05+0.00074584i,0.00041627+0.00046763i,-0.0002958+0.00087365i,-0.00058449+0.0010488i,-0.0005654+0.00091727i,1.2226e-05+0.00071687i,-0.00010909+8.8371e-05i,-0.00047564+0.00026897i
-0.00051907+1.1547e-05i,-0.00073201-0.00058816i,-0.00051188-5.1987e-06i,0.00024948+0.00090772i,7.7021e-05+0.00090216i,-0.00091922+0.00012704i,-0.0016447-4.9287e-05i,-0.00087366+0.00010007i,0.00023462-9.2709e-05i,0.00058937+0.00018609i,-0.00022918+0.00054937i,-0.00077644+0.00085657i,-7.0307e-05+0.00020597i,5.7177e-05+0.00053648i,-0.00036251+0.0011979i,-0.00041535+0.00081139i,-0.00077518+0.0010053i,-0.0013233+0.0012005i,-0.0010048+0.00088482i,0.00040585+0.00051387i,0.0010991+0.00028704i,0.00015023-0.00029508i,-0.00021475-0.00031027i
-0.0012022+0.00071829i,-0.00050912+0.00046542i,-0.0010325+0.0009602i,-0.0010252+0.0012707i,-6.6881e-05+0.0012614i,-3.2919e-06+0.00074169i,-0.00060521+0.00043615i,-0.00014252-0.00017975i,0.00021577+0.00024718i,9.6047e-05+0.0012762i,7.0553e-05+0.0015649i,-8.2389e-05+0.0010037i,-7.3321e-05+0.00081014i,0.00084971+0.00085554i,0.0013037+0.00075859i,0.00050044+0.00032291i,0.00017196+0.0002054i,-0.00030848+0.00028533i,-0.00090018+6.8032e-05i,-0.00089701-0.00068606i,-0.00062026-0.00070905i,0.0001557+0.00022654i,0.00059846+0.00019047i
-0.00036932+0.00036326i,-0.00073844+0.0014033i,-0.00087044+0.0018682i,-0.00066849+0.0011612i,0.00034423+0.00049117i,0.00076134+0.00072203i,0.00034195+0.0015351i,-4.1685e-05+0.00083664i,-0.0001698-0.00049751i,0.00012775-0.0010351i,0.00016264-0.00098904i,0.00014015-1.025e-05i,0.00033515+0.00022055i,0.0003169+0.00034197i,0.00013853+0.00074074i,-0.00013236+0.00048246i,-0.00010245+0.00044002i,-0.00011306+0.0005489i,-7.2915e-05+0.00051788i,1.9802e-05-3.9514e-05i,-0.00058491-0.00084498i,-0.0011567-0.00049212i,-0.00069974+1.3777e-05i
-0.0021326-0.0012281i,-0.0019425-0.00030557i,-0.002062+0.00098707i,-0.0016552+0.0023159i,-0.0010826+0.0029548i,-0.0011035+0.001835i,-0.00010779+0.00062022i,0.00081248-0.00042718i,-0.00026758-0.0010835i,-0.0014249-0.00032523i,-0.00061392+1.9789e-05i,0.00072621+0.00054777i,0.00093746+0.001187i,0.00065059+0.0014667i,-9.8186e-05+0.0014382i,-0.0004734+0.001229i,-0.00012372+0.0010085i,0.00034262+0.00043897i,0.00040759-0.00013969i,-0.0001001-8.2855e-05i,-0.00041009-5.2211e-06i,-4.2408e-05-9.7065e-05i,-0.00030949-5.0511e-05i
-0.00074695-0.00012637i,-0.00056278-2.5074e-05i,-0.00096054+0.00038462i,-0.0011769+0.0010406i,-0.00041575+0.00024635i,-0.00031784+0.00035241i,-0.00018545+0.00083085i,-0.00012477+0.00097489i,6.6739e-06+0.0010948i,-0.00013904+0.00090158i,-0.00034876+0.00095651i,-0.00018296+0.00046065i,0.00022441+3.6167e-05i,0.00014195+0.00035087i,0.00035872+0.00064812i,0.00095008+0.00039366i,0.0009804-0.00022983i,1.0961e-05-0.00048778i,-0.00025029-0.0002142i,0.00024413+0.00033335i,0.00066724-0.00020948i,0.00054067-0.00019505i,-0.00020697+0.00013976i
