-0.0012854+0.0014287i,-0.0014575+0.0015283i,-0.0019976-0.00019188i,-0.0023409+0.00035466i,-0.001639+0.0013677i,-0.0011474+0.0015519i,-4.6007e-06+0.0016744i,0.00084419+0.0015405i,0.00113+0.00074883i,0.0014198-0.00036867i,0.00040062-0.00041304i,-0.00062039-0.00061853i,-0.00044771-0.0007823i,2.7803e-06-8.4797e-05i,-0.00070454+0.00027164i,-0.0011725+0.00077543i,-0.00073511+0.0006797i,5.2884e-05-1.7153e-05i,0.00043957-0.00069135i,-0.00064543-0.00019268i,-0.00090759+0.00048437i,-0.00015777-7.8468e-05i,-0.00024196+7.5399e-06i
-0.00046078+0.0022486i,0.0020081+0.0032764i,0.0023705+0.003428i,0.002878+0.0017852i,0.0033681-0.0011598i,0.0010665-0.0023281i,-0.00093557-0.0013157i,-0.00068326-4.8612e-05i,-0.00052478+0.0002781i,-0.00095559+0.00069647i,-0.00069682+0.00092129i,-0.00038722+0.00032042i,-0.00047685+0.00037774i,-0.00013766+0.00080304i,0.0001235+0.00078821i,0.00032058+0.00034002i,0.00078089-0.00022701i,0.00065571-0.00075823i,0.00013356-0.00095763i,-0.00033198-0.00020612i,-0.00028608+0.00084892i,0.00096916+0.00066999i,0.00055368+0.00046274i
-0.001766-5.0212e-05i,-0.0011886+0.0010904i,-0.0010966+0.0017152i,-0.00030056+0.0010599i,-4.7409e-06+0.0014337i,-0.00021959+0.0010298i,0.00089825+0.00046454i,0.001332+8.0953e-05i,0.00090145-0.00067091i,0.00031498-0.00082871i,-0.00092126-0.00046962i,-0.0013819-0.00010604i,-0.00016707-7.8902e-06i,0.00021311-0.00031658i,1.7262e-06+6.0961e-05i,0.00034419+3.0251e-05i,0.00025093-0.00065322i,0.00035779-0.00067742i,0.00016835+0.00013637i,-0.00068583+0.00064648i,-0.00084093+0.00095104i,-0.00081941+0.00090958i,-0.00092784+0.0003833i
0.00034711-0.00084402i,-0.0015856-0.00021111i,-0.0025958+0.00052695i,-0.00075388+0.00038625i,0.0014617-0.00032184i,0.0016362+0.00012267i,0.00048838+0.000381i,-0.00033944-0.00053636i,-0.00063612-0.00064092i,-0.00034872-0.00033573i,-0.00043494+3.5408e-05i,-0.00045756+0.00023496i,-9.1068e-05+0.00011971i,9.3518e-05+0.00035957i,0.00035967+0.00041125i,0.00065034+0.00048603i,0.00025258+5.2498e-05i,-0.00016885-0.00074321i,-0.00052248-0.00051839i,-0.00037599-0.00016521i,0.00014638-0.00011656i,-0.00046046-0.00027868i,-0.00077471+0.00011209i
-0.0002693-0.00076481i,0.00029993-0.0012335i,0.0003341-0.0003681i,-0.00023215+0.00033494i,-0.00029189+0.00071627i,-0.00025714+0.00012222i,0.00015608+0.00040491i,0.00061036+0.00066446i,0.00030902-0.0003433i,-0.00013214-0.0013239i,-0.00047151-0.001476i,-0.00084885-0.00032587i,-0.00035917+0.00036118i,-0.00064821+0.00028505i,-0.00070954+0.00076412i,0.00028916+0.00097633i,0.00070746+2.3059e-06i,0.00053553-0.0002959i,0.00038389+0.00039573i,0.00010975+0.00045741i,0.00021006+0.00018781i,0.00022404+0.0005474i,0.00013773+0.00017011i
0.0014785+0.00062208i,0.0023646+0.0009507i,0.0022531+0.0016148i,0.0019778+0.00049018i,0.0022891-0.00035358i,0.0020004-0.00033186i,0.00078376-0.00038569i,-0.00018915-0.00023118i,-0.00013107-6.4764e-05i,1.0415e-05-0.00020148i,-0.00025311-0.00073272i,-0.00024611-0.00031856i,0.00019+0.00083805i,0.00067035+0.00097566i,0.00025782+0.00054343i,-0.00022328+0.00055819i,-0.00035208+0.00020117i,-7.4564e-05-0.00029172i,0.0001481-0.00063166i,-0.00071815-0.00028439i,-0.00089251-0.000388i,-0.00061697-0.00011856i,-0.00080204+0.00061781i
0.00089818+0.00071382i,0.002622+0.0017972i,0.0013835+0.0014903i,-0.00048308+0.001977i,-0.00092629+0.0016836i,-0.0012337+0.00062008i,-0.00091115+0.00062721i,0.00044628+0.00051805i,0.001114+0.00013444i,0.00030161-2.6961e-05i,-0.00030427+0.00049011i,-0.0001825+0.0011456i,0.0003403+0.0010672i,0.0006682+0.0010037i,2.5904e-05-6.9256e-05i,0.00027799-0.0011017i,0.0007367-0.0014671i,-0.00011194-0.0010109i,-0.00078792-1.7945e-05i,-0.00051428+0.00013426i,-0.00030822-9.3059e-05i,-0.00050947+0.00017502i,-0.00042533-0.00025946i
-0.001823+0.0016482i,-0.0018151+0.00314i,-0.0016741+0.003663i,-0.00072329+0.0019079i,0.0014524+0.00071306i,0.0022129-0.00034683i,0.0012959-0.00030693i,0.00066053-4.032e-05i,0.00061892-0.00092945i,0.0011029-0.0013462i,0.0010578-0.00077816i,9.4504e-05+0.00029662i,-0.00089849+0.0014595i,-0.000727+0.0015922i,-0.0005738+0.0005673i,-0.00058018-0.00010506i,7.9027e-05-0.00014804i,0.00042096-0.00031747i,0.00058471-5.7377e-05i,0.00029365+0.0002463i,-0.00030149+6.2226e-05i,-0.00067034+0.00018473i,-0.00029469+4.1793e-05i
-0.0020842-0.00038684i,-0.0034015-0.001838i,-0.0031563-0.0014069i,-0.0017757-0.00039966i,-0.001395-0.00059702i,-0.0010339-0.0010544i,-0.00022455-0.0012227i,0.00018523-0.00059667i,0.00054237-0.00020327i,0.00032455-0.00021388i,0.0001055+0.0001968i,-0.00020949+0.00074252i,-0.00068888+0.00062666i,0.00048433+0.0005433i,0.0012901+0.00045447i,0.00075619+5.2138e-05i,0.00080126-0.00018148i,0.00082052-0.00030466i,0.00057301-0.001285i,0.0006146-0.0013692i,0.00059695-0.00036505i,0.00011825-0.00039445i,-8.9588e-05+6.3898e-06i
-0.00048397-0.0015907i,0.00066914-0.0014191i,0.001194+0.0014431i,0.0011552+0.002933i,0.0016088+0.0019756i,0.0016582+0.0003691i,0.00056448+0.00013434i,-0.00064059+0.00048596i,-0.00076262+0.0007162i,-0.00034735+0.001655i,0.00034355+0.001741i,-0.00026464+0.00080334i,-0.001258+0.00013102i,-0.00081729+2.4588e-05i,0.00022271+0.0001802i,0.00051781+0.00039865i,-0.00020035+0.00058538i,9.6036e-05+1.7138e-05i,-8.3688e-05-0.0010638i,-0.0003826-0.00076213i,-0.00029747+0.00020245i,-0.000492+0.00018874i,-0.00023383+0.00018487i
-0.0001949-0.00041697i,-0.0011221+0.0011542i,-0.0014252+0.0017133i,-0.00074475+0.0021557i,-0.00050744+0.001374i,-0.00056705+5.0348e-05i,-0.0011289+0.00058467i,-0.0012043+0.001521i,-0.00026053+0.00088733i,-6.3011e-05-0.00013015i,-0.00018296-1.2804e-05i,0.00015817+0.00014337i,8.2326e-05-0.00014783i,-4.0707e-05+0.00080859i,6.1773e-05+0.00059215i,0.00054945-0.00010706i,0.00027418+0.00033231i,-0.00016069-0.00010232i,0.0003175+0.00022807i,0.00055054+0.00079032i,0.00033607+0.00039388i,9.611e-05+0.00048174i,0.00017706+0.0011249i
-0.0014392-0.00055245i,-0.0030175-0.00037934i,-0.0030977+0.00061934i,-0.0013254+0.0013959i,-0.00029605+0.0012272i,-0.00048034+9.0376e-05i,-0.0005161-2.0949e-05i,-0.00049558+0.0010188i,-0.00074147+0.00086687i,-0.0012145-4.0668e-05i,-0.0012754-0.00032907i,-0.0009756-0.00013064i,-0.0013884+7.4448e-05i,-0.0017621-9.4514e-05i,-0.0013931-0.00026341i,-0.00017299+0.00012899i,0.00027981-1.7917e-05i,2.2114e-05-0.00048103i,0.00023322+0.00011751i,0.00028126+0.00077466i,-2.3659e-06+0.00068234i,-1.5438e-06-0.00020827i,0.00040929-0.00094316i
-0.0012802+0.0010283i,-0.00069321+0.0024782i,-0.00021077+0.0031995i,-0.00029095+0.0021759i,0.00062336+0.00053527i,0.00058706-0.00097312i,-3.6083e-05-0.0012298i,-0.00029622-0.00074692i,-0.00055905-0.00055927i,-0.00074908-0.0004753i,-0.00099263-0.00034248i,-0.00027516-0.00042613i,0.0004995-0.00032605i,-0.00047363-0.00086991i,-0.0012345-0.0010757i,-0.0008369-0.00054539i,-0.00035132-0.00017941i,-0.00049591-0.00015025i,-0.00054795+0.00030374i,-0.00045746+0.000686i,-0.00029813+0.00049196i,-0.00047262-8.7233e-05i,-0.0005183-0.0004481i
-0.00055884-0.0017974i,3.1034e-06-0.0017905i,0.00097387-0.00071277i,0.0010549-0.0001522i,0.00017554+7.8628e-05i,-0.00056428+0.00065714i,-0.00090529+0.0010709i,-0.00043545+0.00093767i,-0.00081544+1.6985e-05i,-0.0010916-0.00072354i,-0.00083338-0.00018327i,-0.00073918-0.00038614i,-0.00023613-0.0010215i,-7.2815e-05-0.00047385i,-0.00092603+0.00011595i,-0.00056014-0.00050155i,3.8373e-05-0.001625i,-0.00063657-0.0017165i,-0.0010334-0.00046234i,-0.00017868+0.00032279i,-0.00017335+0.00028554i,-0.00039171+0.00030943i,-0.00022369+9.4703e-05i
0.00025843+0.0012048i,0.0033061+0.0021335i,0.0037061+0.0024224i,0.0017614+0.0013658i,0.0010601+9.5689e-05i,0.0004473-0.00063234i,-0.00096029-0.00052618i,-0.00082412-0.00049579i,-0.00021913-0.00065807i,-0.00030017-0.00085414i,-0.00036124-0.0012195i,0.00025268-0.0011831i,0.00073103-0.0005358i,2.091e-05-4.4184e-05i,-0.00030836+9.7741e-05i,-5.1796e-05+0.00023829i,-0.00034142-7.5145e-05i,-0.00021537-0.00045442i,-0.00016836-0.0001869i,-0.00081815+0.00029568i,-0.00034131+0.00032587i,-0.00030967-0.00076011i,-0.00031866-0.00093062i
-0.000432+0.0012281i,-0.0012577+0.0018522i,-0.00085571+0.0019209i,-0.00034713+0.0014877i,0.00041142+0.00033248i,0.00057215-2.5173e-05i,-0.00038375+2.0708e-05i,-0.00060565-0.00045851i,-0.00039564-0.0011259i,-0.00044238-0.0017592i,-0.00045984-0.0018385i,-2.2124e-05-0.00083599i,0.00094213-0.00032918i,0.00047466-7.0029e-05i,-0.00011735+0.00015836i,0.00019491+0.00012228i,0.00064639-0.00044783i,0.0011129-0.00062168i,0.00054338-0.00040198i,-0.00023755-0.0002583i,-8.3029e-05-0.00037499i,-0.00034039-0.00075446i,-0.0001096-0.00089292i
-0.0026479+0.00036725i,-0.0024616+3.0108e-07i,-0.0025293+0.0007109i,-0.001289+0.0019173i,0.00036954+0.0023917i,0.00039439+0.001774i,-0.00013362+0.00073397i,8.7582e-05-7.9724e-05i,0.00043902-0.0004978i,0.00052961+2.6304e-06i,0.0010108+0.00034581i,0.0013618-4.6705e-05i,0.0006289+0.00037842i,0.00053216+0.00074616i,0.00043497+0.00062462i,0.00047412+0.00045104i,0.0010519+1.8908e-06i,0.0012972-0.00057507i,0.000707-0.00056366i,-0.00025804-0.0001886i,0.00014614-0.00037281i,0.0010661+7.3148e-05i,0.0007894+0.00068243i
0.0010457-0.00096724i,0.0014254-0.0020473i,0.00020609-0.001366i,-0.0011691+4.3256e-05i,-4.2611e-05+0.00039066i,2.5283e-05+0.00052259i,-0.00049692+0.00034463i,-0.00027425-0.00045478i,0.00049763-0.00059141i,0.0010229-0.00048201i,0.00018811-0.00048777i,-0.00028321-6.9754e-05i,1.8879e-05+0.00028044i,0.00053559-0.00013037i,0.00093538-0.00021491i,0.00021944+2.0336e-05i,0.00011721+0.00010663i,0.00047596-0.00038824i,-0.00033946-0.0002659i,-0.00043767+0.00033764i,-7.6502e-05+3.339e-05i,-0.00030982-0.00030217i,-0.00013852-0.00050039i
-0.0003123+0.0015765i,0.00067244+0.0026568i,0.0013865+0.003592i,0.002219+0.0019286i,0.0025877+0.00017864i,0.0014917+7.8686e-05i,0.00024678+0.0011902i,0.00046671+0.00070713i,0.00078931+0.00032853i,0.00044595+0.0012718i,9.8077e-05+0.00079559i,-9.9494e-05-0.00018165i,0.00052868+0.00035294i,0.00039351+0.00076831i,-0.00019845-3.2017e-05i,-3.9332e-05-0.00023621i,-0.00048416+0.00029561i,-0.00044644-0.00011971i,-3.8182e-05-0.00061197i,0.00022052+7.4137e-05i,0.00052447+0.00043056i,-0.00019779+0.0004244i,-0.00091892+0.00041584i
-0.00095145-0.00031131i,-0.0011331-0.00029536i,-0.0013116+9.8928e-05i,-0.00057587+0.00099514i,0.00068925+0.0012127i,0.0012424+0.00047511i,0.00039275-0.00013754i,-0.00047113+0.0004114i,-0.00073167+0.0013146i,-0.00040054+0.00080989i,-2.2146e-05-3.1559e-05i,0.00016756+9.3134e-05i,-0.00030929-7.2464e-05i,-0.00083901-0.00037194i,-0.00089514+0.0002863i,-0.0005138+0.00062367i,-5.4866e-05+0.00011441i,0.00036651-0.00066167i,-0.00016782-0.00050998i,-0.00047291-0.00034969i,0.00056996+3.3008e-05i,0.00075437+0.00063825i,0.00049445+0.00060528i
0.0011108+0.0030107i,0.002527+0.0028255i,0.0024884+0.0021418i,0.0029637+0.0010041i,0.0036481-0.00051671i,0.0014393-0.0012863i,-0.00062731-0.00020263i,-0.0005787+0.00078729i,-0.00027865+0.00054304i,-0.00029327+0.00035097i,-0.00037891+9.2865e-05i,-0.0010248-0.00048221i,-0.0012534-0.00030097i,-0.00055412+0.00048441i,7.7267e-05+0.0011371i,0.00030877+0.001195i,0.00058468+0.00082789i,0.00069999-4.2659e-05i,-0.00018753-0.00083488i,-0.0012173-0.00056044i,-0.0013358+0.0002424i,-0.0010084-2.8605e-06i,-0.00078397+0.00022691i
0.0019046-0.00047229i,0.00087339+0.00035083i,0.0015571-0.00047916i,0.0017293-0.0013935i,0.00044277-0.00083257i,-0.00026615+0.00054164i,-0.00012786+0.0015842i,4.4804e-05+0.00087388i,-0.00018015-0.00043519i,-0.00054925-0.00032287i,-0.0014993+0.000501i,-0.001513+0.00053769i,-0.00084703+0.00023352i,-0.00065318+0.0003332i,0.00020663+9.0159e-05i,0.00031696-0.00029758i,0.00012334-0.00056862i,3.5338e-05-0.00041622i,-1.3264e-05-0.00049327i,0.00060985-0.0005222i,0.00049448+0.00027708i,-0.00021921+0.00032052i,-0.0004424-0.00037868i
0.00054273+0.0028747i,0.00087777+0.0034233i,0.001899+0.0040245i,0.0024224+0.0015513i,0.0024298-0.0010213i,0.0018902-0.0014956i,0.00056638-0.00076053i,0.00024172+0.00042046i,-4.5216e-05+0.0010512i,-0.00067034+0.00084881i,-0.00045083+0.00043712i,3.3087e-05+0.00031314i,-9.6439e-06+0.00019997i,-9.5536e-05+0.00011921i,-0.0005453+0.00025125i,-0.00074259+0.00082569i,-0.00048113+0.00073159i,-0.00039335-0.00037771i,-0.00019059-7.2926e-05i,0.00082523+0.00051466i,0.0012941+9.7618e-05i,0.00068415-0.00011169i,-1.4711e-05+0.00069115i
-0.0002921-0.00023552i,-3.1343e-05-0.00068361i,0.00032056-0.00064406i,0.00059225-0.0011428i,0.0015648-0.001292i,0.0012417-0.00091752i,0.00058168+0.00021912i,0.0002487+0.00055452i,-0.00061804-1.8353e-05i,-0.00085401-0.00072513i,-0.0012066-0.00071692i,-0.0011696-4.7552e-05i,-0.00054407+8.9194e-05i,0.00012582-0.0002315i,-0.00018256+0.00025674i,-0.00070065+0.00077604i,-0.00034218+0.00019342i,4.6274e-05+2.7946e-05i,2.5633e-05-0.00011617i,-0.00032903-0.00065993i,-0.00080826-0.00040884i,-0.00089652+0.00040173i,-0.00086775+0.00077311i
0.0010871+0.00014281i,0.0011424-0.000919i,0.001354-0.00087704i,0.002032+9.2305e-05i,0.0022545+0.00022301i,0.00063367+0.00023583i,-0.001146+0.0010519i,-0.001758+0.0014498i,-0.00097787+0.00085212i,-0.00022674+0.00053531i,-7.5639e-05+0.00030994i,-0.00063118-0.00038051i,-0.0009862+0.0003095i,-0.00072703+0.00061133i,-0.00019473+0.00023334i,0.00076584+0.00028208i,0.00046598-0.00031441i,-0.00020581-0.00066308i,8.1725e-05+6.6793e-06i,-8.6738e-05+0.00088481i,0.00017835+0.00081518i,0.00016671+0.00030046i,-0.00059017+0.00042528i
-0.00050752+0.0016024i,7.7881e-05+0.0026321i,0.0007764+0.0029023i,0.0014534+0.0024741i,0.0015235+0.0011892i,0.0016215-0.00049195i,0.00097449-0.000399i,0.00044154-0.00052039i,0.00037228-0.00088491i,-0.00016142-0.0016293i,-0.00045506-0.0017071i,-0.00047644-0.00034383i,-0.00056835+4.6359e-06i,-0.00037534-0.00062672i,0.0004532-0.00036468i,0.00010776+0.00064676i,-0.00034236-3.9204e-06i,0.00041079-0.0012469i,0.00013541-0.00081145i,-0.00031417-0.0006819i,0.00040892-0.00097241i,0.00048173-0.00018769i,-0.00011168+0.000369i
-0.00029714-3.8981e-05i,-0.00032311-0.0011681i,1.8246e-05+0.00016399i,0.00056182+0.00048861i,0.00047663-0.00059704i,-4.7822e-05-0.0011267i,0.00050498-0.00076032i,0.0015828+1.0765e-05i,0.0018115-1.3271e-05i,0.0010738-0.00076712i,0.00063051-0.00062075i,0.0002285+9.5353e-06i,-0.00018177+0.00024776i,0.00018049+0.00018403i,0.0007219-0.00017782i,0.0011655-0.00037703i,0.00072613-0.00050692i,0.00032314-0.00072159i,0.00038585-0.0004046i,0.00034948+0.00010274i,5.5057e-05+0.00045385i,-3.1519e-06+0.0005965i,-0.00024969+0.00064554i
0.00093965+0.0023606i,0.0010617+0.0030831i,0.00084712+0.0032144i,0.00094755+0.0013407i,0.0011279-0.00031564i,-0.00016208-0.00040066i,-0.00072859-0.00015263i,-0.0001163+0.00016984i,-8.4381e-05-1.195e-05i,-0.00050157-0.00060034i,-0.00035034-0.00082951i,-0.00038259-0.00046504i,-0.0001955+6.5893e-05i,0.00044195+0.00047252i,0.00073411+0.0011927i,0.00077386+0.0014626i,0.0007068+0.0010658i,0.00076243+0.00071278i,0.0010131+0.0003957i,0.0003499+0.00025445i,-0.00014665+0.00043165i,1.8654e-05+0.00051851i,-2.3171e-05-0.00060206i
0.00032274+9.3573e-05i,-0.00038966+4.1867e-05i,-0.00043099+1.3581e-05i,-0.00025501-0.00077937i,0.0010991-0.0024463i,0.0012568-0.0017315i,0.0003618-7.5289e-05i,0.00025162-3.8182e-05i,0.00092684-0.0001106i,0.00086889+0.00023283i,0.00023301+0.00031014i,-0.0003929+0.00030045i,-0.0002921+0.00028941i,0.00025411+0.00038926i,0.00017017+0.00037527i,-9.7478e-05-0.00044662i,-7.0345e-05-0.00072021i,-6.1735e-05-0.0010101i,-0.00028772-0.0014522i,-0.000609-0.00080459i,-0.00020317-0.00014493i,2.2492e-05-4.6409e-05i,-0.00015967-0.00059039i
0.00015362+0.0015413i,0.00080474+0.0030577i,0.001698+0.0029421i,0.0020794+0.0018113i,0.0015986+0.00087429i,0.00059538+9.7775e-05i,3.6931e-05-0.00033272i,7.0735e-05-0.00023991i,-0.00022462-0.00036023i,0.0001703-0.00053568i,0.00059799+0.00017596i,0.00037709+0.00062i,0.00024928+0.00060505i,0.00057074+0.00045672i,0.00034368+0.00030116i,2.6681e-05-0.00020853i,0.0006114-0.00022082i,0.00082831+8.1056e-05i,0.00070051-0.00010561i,0.00039332+0.00024298i,-0.00015975+0.00023074i,0.00021606+0.00049324i,0.00033482+0.00059326i
0.00015354+0.0026709i,0.0002414+0.0018797i,0.0024891+0.0020716i,0.0039199+0.00091943i,0.0036305-0.0010117i,0.0025194-0.0027547i,0.0015874-0.0023849i,0.00032908-0.0012511i,2.105e-05-0.00084448i,0.00018599-0.00050792i,-0.00026098-0.00030454i,-0.00025973+0.00056962i,-0.00038727+0.0013108i,-0.00092165+0.0016702i,-0.00076487+0.0017656i,-0.00018568+0.0007956i,-0.00029326-0.00013875i,-0.00045616+0.00025195i,-0.0005378+0.00017667i,-0.00043966+4.1284e-05i,0.00014107+0.00030168i,0.00020843-5.1854e-06i,-0.00029617+6.9515e-05i
-0.00059443-2.6492e-05i,0.00061377+0.0012384i,0.00059548+0.0019318i,-0.00020204+0.0014027i,-0.00066804+0.00088641i,0.00014931+0.00043406i,0.00092325+0.00046285i,0.00064664+0.00083707i,-8.2534e-05+0.00038721i,-0.00031934+0.00043322i,-0.00055647+0.00079744i,-0.0009349+0.00069691i,-0.00017538+0.00099761i,-2.8607e-05+0.00081263i,-0.00021881+0.00043766i,-0.00011023+0.00045644i,0.00027035-0.00027426i,0.00088132-0.00085538i,0.00029816-0.00030847i,-0.00034009-0.00019922i,3.1129e-06-0.00029536i,-8.9301e-05-0.00017077i,-0.0002647-0.00035284i
-0.00010464+0.00083946i,-0.0002281-0.00025404i,0.00035079-0.00072268i,0.00099986-0.00031392i,0.00057271-0.00081065i,0.0001606-0.00086829i,2.7364e-05+0.00053794i,5.6573e-05+0.0011359i,-0.00047984+0.00057697i,-0.0008121+0.00018056i,-0.001107-0.00026063i,-0.00046312-0.00061777i,0.00058384-0.0004547i,0.00021391-0.00010261i,-0.00020199-0.00025848i,-0.00037189-1.5362e-05i,-1.8349e-05-0.00023032i,7.2052e-06-0.00066815i,-0.00083722-0.00058661i,-0.00065889-0.00095324i,0.00012531-0.00066432i,8.7393e-06-0.00038938i,-0.00026691+0.00037762i
-0.00071909-0.00062831i,0.00054298-4.235e-05i,0.00058447+0.00079314i,0.0011023+0.00080304i,0.0014719+0.00095639i,0.00052282+0.00016918i,0.00019213-0.00041358i,-5.1271e-05+9.6703e-06i,-0.00019842+0.00068441i,3.7296e-05+0.00080903i,-0.00010099+0.00083517i,0.00011783+0.00068921i,0.00054204+4.6845e-05i,0.0009878-0.00071928i,0.001071-0.0009543i,-0.00017426-0.00053993i,-0.00035214-0.0002203i,-5.4387e-05+0.00051978i,-0.00041594+0.00017608i,-0.0003388-0.00042912i,0.00049442+0.00022273i,0.00072822+0.00079024i,1.0488e-05+0.0010698i
-0.00079572+0.00030437i,-0.0015511+0.0011245i,-0.0029297+0.00051551i,-0.0023815+0.00019217i,-0.0014392+0.00076814i,-0.0010928+0.00096751i,-0.00063313+0.0003899i,-0.0004312-0.00041563i,-0.00025663-0.00042116i,-0.0004345+0.00013291i,-0.00043205+2.5908e-05i,-0.00049229-0.00010044i,-0.00063272-0.00013025i,0.00025038+6.1808e-05i,0.00045467+0.00062923i,-3.6935e-05+0.00055224i,0.00022037-0.0002115i,-0.00015971-0.0009864i,-0.00043791-0.00060435i,-0.00034834+0.00053351i,-0.00031091+0.0015186i,3.0435e-05+0.0012429i,0.00042102+0.0010425i
0.001654+0.0013556i,0.0015731+0.0016011i,0.00086796+0.0020011i,0.00023549+0.0015573i,-2.4714e-05-0.00055177i,1.0827e-05-0.0023664i,0.00062074-0.0018965i,0.00042224-0.001111i,-0.00032648-0.00050383i,-0.00097512-0.00012085i,-0.0010298-0.00068919i,-0.00065016-0.00092195i,-0.00039586-8.1092e-05i,0.00029225+0.00046421i,0.0011249+0.00073115i,0.0012205+0.0012709i,0.00066187+0.00085429i,0.00013383-0.00037215i,7.0936e-05-0.0011829i,0.00081467-0.0010438i,0.00075228-0.00041366i,-0.00019779-2.678e-05i,-2.1374e-05+0.00042197i
-0.0013058-0.0013396i,-0.0022006+0.00090238i,-0.0032898+0.00059541i,-0.0028233+0.000279i,-0.0015131-0.00016017i,0.00024153+4.0515e-05i,0.0010793+0.00090487i,0.00099829+0.0011226i,0.00033049+0.00037913i,-0.00025545+0.00010893i,-0.00043767+0.00048267i,-0.00075582-0.00014739i,0.00019462-0.00062038i,0.0010559-0.00030031i,0.00079908+0.00073467i,0.000235+0.0004626i,0.00073887-0.00051305i,0.0017155-0.00020287i,0.00098945-7.4226e-05i,-0.0002366-0.000216i,-0.00048366+1.053e-05i,-0.00077467+0.00027668i,-0.00055684+0.00018073i
0.00013423-0.00080996i,2.8707e-05-0.0020881i,0.00084542-0.0023298i,0.0018251-0.00069238i,0.001262+0.00024596i,-0.00032074-0.00011191i,-0.0010595+0.00045503i,-0.000369+0.0010153i,0.00053754+0.00060539i,0.00039837-0.00020831i,-0.00047436-0.00024652i,-0.0012944-3.4376e-05i,-0.0012177-0.00013395i,-5.5838e-05+0.0004459i,-6.8491e-06+0.00090101i,-6.5726e-05+0.0010432i,-0.00012219+0.00099039i,-0.00031881+0.00014639i,-0.0001199+0.00042418i,-0.00057214+0.00075671i,-0.00038169+0.00010341i,0.00062473-0.00042077i,0.0006832-0.00067777i
0.0010281+0.001481i,0.0022847+0.0023026i,0.0020646+0.003887i,0.0010165+0.0032987i,0.0014472+0.0012724i,0.0012274-0.00037896i,-0.00041715-0.00063083i,-0.0012741-0.00052924i,-0.0010829-0.00082126i,-0.00088391-0.00051692i,-0.0004375-7.119e-05i,0.00011888-0.00020985i,-1.503e-05-0.00029496i,-0.0011083-0.00044622i,-0.0018326-0.00013114i,-0.00090419-0.00022357i,-0.00022755-0.00021028i,-0.00011931-0.00032179i,0.00024243-0.00049209i,0.00020459+0.00017889i,0.00040585+0.00014397i,0.00016924-0.00011401i,-0.00022308+2.7565e-05i
-0.0001771+0.00051915i,0.00052074+0.00092847i,0.0012484+0.0022112i,0.003011+0.0025509i,0.0031378+0.0018214i,0.0015124+0.0015248i,0.00068187+0.0014536i,0.00037054+0.00079781i,-4.3129e-06+0.00033824i,-0.00040767-0.00013141i,-0.0005195-0.00018975i,-0.00090542+0.00021192i,-0.0013946-0.00012175i,-0.00091718+0.00029491i,-0.00013664+0.00028723i,-0.00036311-0.00059536i,-0.00043721-0.00091744i,-0.00023119-0.00037276i,-0.00086969+0.00024751i,-0.00075266+3.8067e-05i,-0.00061489+0.00018111i,-0.0012419-0.00040998i,-0.0013166-0.0010547i
0.00038594+0.0020015i,-9.7026e-05+0.0025528i,-0.00016973+0.0025352i,0.00022719+0.0014874i,0.00062509+0.00030811i,0.0011371+0.00038194i,0.0015573+0.00062765i,0.0014846-0.00039325i,0.00050573-0.00079359i,-0.0011222-0.00037482i,-0.0010139-0.00052852i,-0.00041511-0.00047258i,-0.00067874-0.00032462i,-0.00042747+1.4391e-05i,-0.00017629+0.00067429i,-0.00058095+0.00047715i,-0.0010604-2.1962e-05i,-0.00077129-0.00040655i,-3.2324e-05-0.0002702i,0.00033419-0.00012777i,0.00012199-3.8783e-05i,-0.00021232-0.00015516i,-0.00020453+3.9316e-05i
-2.4998e-05+0.00073048i,-0.00017012+0.00062745i,0.0012882-0.00042914i,0.00099864-0.00096448i,0.00011787-0.00052126i,-0.0005862+2.9388e-05i,-0.00019752+0.00027727i,0.00068214-0.0001669i,0.00066427+7.614e-05i,-0.00031293+0.00017597i,-0.00052793+7.5408e-05i,-0.00011398+0.00036205i,-0.00045599-8.9106e-05i,-0.00038188+0.00027634i,0.00021592+0.0012305i,0.0001104+0.0011758i,-6.5744e-05+0.00032489i,5.1387e-05-0.0007974i,-0.00033475-0.0014375i,-0.0004632-0.001084i,-0.00020013-0.0011563i,0.00014487-0.0010678i,-0.00066323-0.0005327i
-0.0012381-0.0011048i,-0.0020561-0.0018573i,-0.00090978-0.0015831i,0.0011493+2.2681e-05i,0.00081793+0.00010741i,-0.00018211-0.0010165i,-0.00078619-0.00037428i,-0.00033404+0.00033341i,0.0005472-0.00045365i,-0.00014109-0.0010455i,-0.00070621-0.00065881i,-0.00081817-0.00039269i,-0.00071502-0.00022685i,-0.0010117-4.0887e-05i,-0.00092949-0.00011972i,-0.0010054-0.00017533i,-0.00034702-0.00037096i,0.00051581-0.00054888i,0.00024962-7.3054e-07i,-7.0379e-05+0.00067005i,0.00036616+0.00087348i,-7.3965e-05+0.00068895i,-0.00054803-1.3871e-05i
