-0.0046395+0.00047259i,-0.0021171+0.0016247i,-0.00040361+0.0039409i,0.0007815+0.0044427i,0.0018782+0.0036377i,0.0010687+0.0021855i,-0.00020073+0.0016076i,-0.00034682+0.0015227i,0.00073271+0.00097805i,0.00080984+0.00059977i,0.00010883+5.3442e-05i,0.00020155-0.00091843i,0.00022096-0.0022397i,6.0796e-05-0.0026687i,-0.00060938-0.0014593i,-0.0010103-0.00043105i,-0.0010684-0.00059749i,-0.00092383-0.00087218i,-0.00023248-0.00042101i,0.0004189+0.0004836i,0.00057712+0.00041933i,0.00052444-0.00012965i,0.00083722-0.00035133i
7.9042e-05-0.00088028i,-0.00024183+0.00040708i,0.00015067+0.0019605i,-0.00027085+0.0015948i,-0.0011409+0.00077062i,-0.00057551+0.00035i,0.00036942+0.0003246i,0.00084482+0.00043061i,0.00069974-6.0165e-05i,7.3932e-05-0.00067982i,-2.0286e-05-0.00067329i,-0.0002183-0.00057185i,-0.0009535-0.001006i,-0.00091915-0.0011459i,-0.00012669-0.00057915i,-0.00041863-9.5589e-05i,-0.00078172-0.00029808i,6.7744e-05-0.0003548i,0.00052598-0.00040036i,0.00020604+0.00017886i,0.00010409+0.000577i,0.00053703-0.00012195i,0.00084466-0.00088606i
-0.00022702-0.00063177i,-0.0013965-0.00047025i,-0.0011819-0.00084365i,-0.0004869-0.00057322i,-0.001178+5.4197e-05i,-0.00065044+0.00049341i,0.00072326+5.7545e-05i,0.00095318-0.00048652i,0.00073734-0.00048603i,0.00048186-0.00062095i,-0.00014132-0.00079079i,-0.00026097-0.00048549i,-0.00011192-0.00056049i,-0.00031108-0.00069405i,-0.00028393-0.00069546i,0.00020776-0.00049122i,0.00074479+0.00042566i,0.00016218+0.00039462i,0.00010166-0.00062101i,0.00076859-0.00043268i,0.00072925+0.0003923i,1.4757e-05+0.0003167i,-0.00011063+0.00015175i
0.0013351+0.0020156i,0.0019707+0.00053822i,0.0022902-0.00075205i,0.0018636-0.0013278i,0.0016672-0.0019492i,0.0019408-0.0022817i,0.0012972-0.00079525i,8.7626e-05+0.00072877i,-0.00019665+0.00058541i,0.00052207-0.00024895i,0.00057703-0.00035992i,8.1769e-05+0.00014716i,-0.00029171+0.00086643i,-0.00080612+0.00083086i,-0.00098418-0.00013514i,-0.0002546-0.0003231i,-2.2971e-05-0.00035026i,-0.00040012-0.00034737i,8.8314e-06+8.7029e-05i,0.00080528-0.00020799i,0.00015058-0.00041402i,-0.00050791-1.2116e-05i,-0.00015449-0.00031691i
0.0011062+0.00028579i,0.0017001+0.00040232i,0.0016423-0.00063825i,0.0017777-0.00074623i,0.0012714-0.00057429i,0.00029973-0.00030262i,-0.0002561-1.7178e-05i,0.00017203-0.00030621i,0.00056561+0.00022912i,0.00068224+0.00036296i,-0.00011554-0.00010454i,-0.001181-0.00029444i,-0.0013199+8.6738e-05i,-0.0012637+0.00020254i,-0.001048+6.5302e-05i,-0.00093579+0.00039641i,-0.00069687+0.00026119i,0.00027058-0.00033429i,0.0006397-0.00021586i,0.00033684+0.00035927i,0.00032762+0.00035991i,-0.00062803+0.00086232i,-0.00081742+0.00045208i
-0.0013147+0.0016108i,-0.0010759+0.00085618i,0.00026349+0.00084802i,0.00063225+0.0010305i,0.00018164+4.5943e-05i,0.00065733-0.00069775i,0.00025162-0.0005495i,-0.00057211-0.00069142i,-0.0001766-0.0011767i,0.00027154-0.0012549i,-0.00017511-0.001349i,0.00011105-0.0011901i,0.00055476-0.0003276i,2.9512e-05+0.00015487i,-0.00052352-0.00018342i,-0.00095916-0.00042676i,-0.00085525+0.00010307i,-0.00016705+0.00021983i,0.00042366-6.3048e-05i,0.00035965-0.00020639i,9.5839e-05-0.0001294i,-0.00040444+0.00047703i,-0.00052608+0.00096417i
0.00051791-0.0021071i,9.3482e-05-0.0023824i,-0.00018449-0.0024926i,0.00011999-0.0013271i,-0.00053296-0.00049625i,-0.00095408-0.00011804i,-0.00051372+0.00063362i,-9.4897e-05+0.00073226i,0.00041791-0.00048613i,0.00042051-0.001245i,-4.5591e-05-0.0004532i,-0.00046101+0.00019953i,0.00011374-0.00010242i,0.00057857-0.00084161i,0.00052883-0.0010792i,0.00027594-0.00067504i,-1.4424e-05-0.000111i,-0.00029134+0.00019507i,-0.00017956+0.00051833i,0.00016637+0.0001163i,0.00051093-0.00037751i,0.00016279-0.0010863i,0.00016826-0.0014262i
-0.00039744+0.00019569i,-0.00034588+0.00061849i,-9.4965e-05+0.0013537i,0.00044955+0.0013898i,0.0004008+0.00077883i,0.00032797-0.00018848i,0.00036837-0.00025835i,-0.00012528+6.7092e-05i,-0.0002071+6.4451e-05i,-0.00058235-0.00056108i,-0.00053035-0.00054585i,-0.00028808-5.6228e-05i,-5.0652e-05-2.5671e-05i,0.00015793+0.00019036i,-0.00029778+0.00025357i,-0.00022146-0.0006541i,0.00017449-0.0011665i,4.8159e-05-0.00059014i,-0.0004718+0.00020758i,-0.00066034+6.9749e-05i,-0.00065284-0.00059238i,-0.00014027-0.00065397i,0.0005544+0.00010101i
-0.0010037+0.00072445i,-0.00063177+0.0017883i,-0.00024852+0.002558i,0.00046591+0.0017175i,0.00073493+0.00077088i,0.0009658+0.00019045i,0.0013646-0.00018114i,0.00053791+0.00010426i,-0.00057445+4.0716e-05i,-0.00071053+0.00035768i,-0.00034581+0.00075454i,5.145e-05+0.00044505i,-0.00042282-5.0736e-05i,-0.00061748-0.00016661i,-0.00010789+7.8863e-05i,0.00024509+0.00043635i,0.00044707+0.00065976i,0.00055144+0.00041713i,0.0012728-5.28e-05i,0.0011499-0.00092706i,0.00039357-0.0011101i,0.00029471+0.00018473i,-3.6636e-05+0.00084376i
-0.00057487-0.00045372i,-0.0011459+0.00012532i,-0.00084774+0.00044438i,8.087e-05+0.0001747i,-0.00025136-4.5223e-05i,-0.00053874-0.00035914i,0.00027438-0.00049875i,0.00059057-8.8569e-05i,0.00035763-3.9717e-06i,0.00020968+0.00043444i,0.00073229+0.00058268i,0.00053073+4.6368e-05i,-0.00069348-8.1325e-05i,-0.001444-0.00075204i,-0.0011743-0.0011206i,-0.00035316-0.00055132i,0.00054801+0.00027186i,0.00092604+0.00045284i,0.00072109+0.00031126i,0.00013659+0.00056932i,-3.6311e-06+0.00050791i,0.00027531+0.00042906i,0.00072236+0.00022815i
0.00012448-0.0013027i,-0.00028599-0.0005812i,-0.00049938-0.00063074i,-0.00088358-0.0012782i,-0.0019722-0.0011955i,-0.0016531-0.00061696i,-3.2974e-05-0.00054434i,0.00031921-0.00037555i,-0.00017222-6.6989e-05i,-0.00051059-0.0005255i,-0.00051933-0.00050696i,0.00017739+0.00016867i,0.00059834+0.00037335i,0.00011424-0.00017891i,-8.2148e-05-0.00013605i,-7.8335e-07+0.00041123i,0.00038244+0.00047517i,-6.5138e-05+0.00045759i,-0.00048223+0.00011014i,-0.00065325+0.00022486i,-0.00037111+0.000525i,-6.3312e-05+0.00046001i,-0.00065986+0.00073826i
0.0013408-2.1654e-05i,0.0012348+0.00098778i,0.0016466+0.0014151i,0.0020311+0.00097827i,0.0017767+0.00094261i,0.00096385+0.00054103i,-0.00012492-4.6513e-05i,-0.00055915+0.00024295i,-0.00032151+0.00091128i,0.0001997-0.0003285i,0.00024912-0.0010442i,-0.00021935-0.00024147i,0.00051946-0.00043458i,0.00074014-0.00036358i,-0.00037423-0.00050272i,-0.00079474-0.0008134i,-0.00090994+0.00033037i,-0.00063073+0.0015295i,3.7432e-05+0.0012662i,0.00010678+0.00065569i,6.4647e-05+0.00057955i,2.118e-05+0.00031293i,-0.00014686+2.5632e-05i
-0.00071675+0.0016629i,-0.00098451+0.0012455i,-0.0015812+0.0018571i,-0.00095577+0.0023888i,-0.00035822+0.0014661i,0.00015752+0.00077694i,-0.00018137+0.00067244i,-0.00058957-7.596e-05i,-0.00024444-0.00075116i,-0.00018737-0.00042484i,-1.5968e-05-3.0408e-05i,-0.00042622+2.2455e-05i,-0.00092117-0.00013145i,-0.00095742-0.00011657i,-0.00061231+4.3077e-05i,-0.00036928-0.00043143i,-2.521e-05+8.2142e-05i,0.00047608+0.00032756i,0.00073198+0.00013247i,0.00045907+0.00025202i,-0.00018467+0.00027705i,-0.00082203+0.00043989i,-0.00053779+0.00052519i
0.00090303-0.0012452i,0.00073419-0.00072923i,0.00047553-0.00085086i,0.00050732-0.0016235i,0.00044961-0.0011853i,5.1436e-05-0.0011401i,0.00027436-0.00081065i,0.00064496-8.5345e-05i,0.00042859-0.00033625i,0.00038764-0.00083576i,4.9425e-05+0.00012496i,-0.00020336+0.00091723i,-0.00068901+0.00033549i,-0.00032285+2.0858e-05i,0.00041663-5.7412e-05i,0.00024366-0.00061679i,5.8022e-05-0.0007313i,-0.0001162-0.00046707i,-0.00054033-0.00078701i,-0.00014946-0.00085473i,0.00018084-0.00033833i,-0.00013243+0.00025008i,-0.00024191+0.00073479i
0.00013453+0.0003745i,-0.00069752+2.1644e-05i,0.00024482-3.8417e-05i,0.0011766+0.00041892i,0.0011603+0.00051885i,0.0012314+0.0004342i,0.00095785+0.00038729i,0.00019291+0.00015539i,-0.00025092+2.5587e-05i,-7.8565e-05-0.00081769i,0.00053499-0.00034489i,0.00053187+0.0005029i,0.00041974-8.8517e-06i,7.0324e-05-0.00017118i,0.00019724+6.2839e-05i,0.00031265-6.9986e-05i,-0.0002099-0.00054215i,0.00055692-0.00051553i,0.0014168-0.00043664i,0.00065787-0.00026855i,-0.00091236+0.00011557i,-0.00085709+0.0002581i,-0.0004168+9.6186e-05i
0.00066912+0.0010064i,0.00060655+0.00092094i,0.00019234+0.00085509i,0.00097576+0.0004576i,0.0014331-0.00011045i,-8.8126e-05-0.00066002i,-0.0008377-0.0011799i,-0.00013249-0.00071806i,0.00017325+0.0002672i,6.6949e-05+0.00024314i,-0.00041808-8.6649e-05i,-0.00047819-0.00057143i,-0.00041626-0.00059064i,-0.00068859+3.6503e-05i,-0.0012588+0.00037782i,-0.0011618+0.00022098i,-0.00058597+0.00018696i,2.8587e-05+0.00020182i,0.00023174+0.00064591i,4.6763e-05+0.00041449i,0.00030533-0.00030293i,0.00034507+0.00021027i,0.00017186+0.00065452i
0.00043387-0.0013899i,0.00099998-0.0010417i,0.00054554-0.0014458i,0.00054707-0.0013372i,0.00080566-0.00069593i,0.00044202-0.00042011i,0.00011073-0.00023723i,0.00011055-0.00018467i,0.00080789+1.2825e-05i,0.00070171+2.8174e-05i,7.7156e-05+8.3833e-05i,0.00016968+0.00039637i,0.00076311+0.00059927i,0.0009207+0.00048079i,0.00053921+0.00067593i,0.00083183+0.00049661i,0.0010133-0.00048557i,0.00085888-0.00026187i,0.00059289+0.0014852i,0.00021764+0.0014756i,0.00042878+0.00035856i,0.00065076+0.00034611i,0.00012157+0.00026667i
0.00030855+0.0010963i,1.0519e-05+0.001242i,0.00060481-0.00087803i,0.00027759-0.0013081i,-0.00056578-0.00064776i,7.2516e-05-0.00095735i,-2.5389e-05-0.00089275i,-0.00030706-0.00049545i,0.00052442-0.00024958i,0.00061477-0.00031646i,0.000118-0.00031528i,-2.9039e-05-0.0005238i,-0.00040828-0.00033103i,-0.00075085-0.00012339i,-0.00026628-0.00070589i,0.0001821-0.00057079i,9.7196e-05-0.00024312i,-6.9069e-06-9.7059e-05i,0.00060312+0.00031619i,0.00083046+0.00091035i,0.00072711+0.0007103i,0.00040142+0.00051379i,0.00027834+0.00054628i
-0.00014717+0.0008959i,0.00067008+0.00037194i,0.0023185+0.00063787i,0.0029044+0.0013532i,0.0012471+0.00078407i,-0.0010142-0.00010359i,-0.0016477-0.0004529i,-0.00084724+9.0967e-05i,-0.00050265+0.00035908i,-0.00048112-0.00064713i,0.00022464-0.00083449i,0.00030443-0.00048272i,-0.00058567-1.5654e-05i,-0.00081226+0.00032664i,-0.00074968-2.6227e-05i,-0.00053956-0.00029602i,-3.5779e-05-0.00045804i,-7.254e-05-0.00028313i,0.00051986+8.4263e-05i,0.0011113+0.00064436i,-0.0002496+0.00026241i,-0.00052955-0.0010458i,0.00035102-0.00073i
-0.00044509-0.0016749i,-0.00033695-0.0016231i,-0.0011945-0.0011926i,-0.0016071-0.00017684i,-0.00050144+0.0010251i,0.00037492+0.00072807i,0.00072263+0.00057723i,7.8875e-05+0.00020169i,-0.00029136-0.00069202i,-0.0002848-0.0010634i,0.00014054-0.00056879i,0.00085274+0.00049192i,0.00055452+0.00042742i,0.00028037+0.00013631i,0.00047878+4.33e-05i,0.00070292-0.00059661i,0.00041555-0.00062427i,0.00059884-0.0004714i,0.00092503-0.00037066i,0.00089436+0.00032175i,0.00010616+8.3175e-05i,-0.0006036-0.00021572i,-0.00042157-0.0001416i
-0.0016077-0.0010646i,-0.00087506-0.0010861i,-0.00058346-0.0010591i,-6.0046e-05-0.00026916i,-0.00077532+0.0004947i,-0.0012331+0.00071382i,-0.0011592+0.00041327i,-0.00055306-0.00018867i,0.00058452-0.00066391i,0.00081863-0.001093i,0.00089556-0.00043801i,0.0005762-0.00051608i,4.2589e-05-0.00069961i,-0.0001545+0.00032671i,-8.3085e-05+0.00079879i,0.00033721+0.00015385i,1.6012e-05-0.0002569i,-0.00026234-2.6386e-05i,0.00019028+5.6645e-05i,0.00063361+0.00036634i,0.0010432-0.0003231i,0.00098436-0.00078835i,0.00033283+0.00018944i
-0.00058416+0.0008192i,-0.00040349+0.00095659i,0.00024343-7.7362e-05i,0.0016725+3.7507e-05i,0.0018523+0.0013239i,0.0009725+0.0011045i,0.00029824+0.00073855i,0.00016506+0.00064412i,0.00018866+0.0006001i,-5.13e-05+0.00038361i,0.0001697-0.00011123i,0.0011087+5.2403e-05i,0.0014836-0.00041373i,0.0010138-0.00093394i,0.00016467-0.00074497i,-0.0003839-0.00050949i,-0.00036768-0.00037241i,-0.00048004-0.00015841i,0.00036112-0.00022461i,0.0010343-0.0001469i,0.001336+0.00017774i,0.0012502+0.00056051i,0.00048367+0.00067089i
-0.00046778+0.0024509i,0.00015651+0.0027244i,0.00091883+0.0019854i,0.0014773+0.0015983i,0.0014928+0.00078041i,0.00053632-0.0010236i,-0.00023761-0.0011256i,-0.00050556-0.00073394i,-0.00083421-0.00053172i,-0.00074301+0.00020486i,0.00032442+0.00066116i,-8.8932e-05+0.00030377i,-0.00082662-0.0011201i,-0.00068399-0.0016389i,-0.0004744-0.00075534i,-0.00044408-0.00031162i,-0.00093889-0.0004548i,-0.0010424-0.00040897i,-9.5299e-05-0.00020535i,0.00046596-0.00030429i,0.00023385+2.5094e-05i,0.00028236+0.00010551i,0.00062379+7.5572e-05i
-0.00074214+0.0033852i,6.9386e-05+0.0029947i,0.0012922+0.0021222i,0.0025766+0.00088597i,0.0024458-4.6052e-05i,0.00027764-0.00047056i,-0.00032396+0.00021557i,0.00025013+0.0013746i,4.135e-06+0.0011207i,0.00046434-0.00013495i,7.5897e-05-0.00094607i,-0.00036697-0.00097629i,-0.00012101-0.00049076i,-0.00016274+0.00031381i,-0.00042685+0.0008778i,-0.00014557+0.00040527i,0.00032088+0.00020799i,-0.00043686+0.0003599i,-0.00035903-0.00018219i,8.9814e-05-0.00039223i,0.00026723-0.00055196i,0.00070297-0.00058008i,0.0007032-1.0732e-05i
-0.00063157+0.0010478i,-6.077e-05-0.00014153i,0.00088569-0.00017274i,0.00024916+0.00029464i,0.00034883+9.546e-05i,0.0012012-0.00012353i,0.00070965-0.00038856i,0.00054061-0.00078856i,0.0013769-0.00014088i,0.0011185+0.0010707i,0.00072992+0.0010177i,0.00065192+0.00044321i,0.00038745+0.00018887i,-2.0027e-05-0.00037171i,-0.00016442-0.000898i,-0.0003283-0.00036513i,-0.00026761+0.00079769i,9.9966e-05+0.00073229i,0.00027991-0.00021865i,0.00025425-0.00042808i,0.00022185-0.00028853i,0.00057204-0.00032877i,0.00055592+2.9505e-05i
0.00051286+0.0017578i,0.0019969+0.0018201i,0.0025115+0.0018076i,0.0018957+0.0014472i,0.0021494+0.00051119i,0.0012068-0.00056052i,-1.5445e-05-0.0013269i,0.00017599-0.0015274i,0.0005793-0.00068578i,-0.00020674-9.7226e-05i,-0.00033051-0.00061187i,0.00017894-0.00048493i,-0.0003192-0.00035673i,-0.00054668-0.00083545i,-0.00015529-0.0010268i,9.3353e-05-0.00091558i,0.00052231-0.00032589i,4.15e-05+0.00046083i,-0.0007763+1.605e-05i,-0.00074047-0.00063917i,-0.00014043-0.00044573i,-0.00035538+0.00032305i,-0.00071703+0.00063096i
0.00077108+0.0002153i,4.9176e-06-0.00061996i,-5.2156e-05-0.0015951i,0.00072294-0.00084464i,0.00080372-0.00029369i,0.00013905-0.00077454i,-0.00076303-0.00062783i,-0.00049129-0.00021698i,7.7862e-05-0.00013734i,-8.3517e-05-0.00067249i,-0.00042113-0.0012253i,-0.00058676-0.0011674i,-0.00041417-0.00046811i,-0.00038681-0.00033331i,-0.00088162-0.00067695i,-0.00062629-0.00019177i,-0.00025477+0.0010413i,-0.00098336+0.0012805i,-0.00064913+0.00076086i,-0.00022302+0.00011702i,-0.00054994-0.00023202i,-0.00041554-0.00040909i,-0.00022143-0.0001727i
-5.0033e-05-0.00069944i,0.00092579-0.0016962i,0.0017506-0.0018871i,0.00090484-0.0013268i,-9.8191e-05-0.0018449i,-0.00035411-0.0014799i,-0.00065041-0.00059656i,-0.0002365+9.1595e-05i,-0.00025543-0.00026435i,-0.00016545-0.0010449i,0.00056018-0.00031032i,0.00033831+0.00062331i,0.00018843+2.3698e-05i,0.00066579-0.00011951i,0.00025156+6.6829e-05i,-0.0003544-0.00011872i,-0.00044572-0.00088588i,-0.00089678-0.001135i,-0.0010111-0.00082861i,-0.00017707-0.00033122i,0.00069803-0.00039535i,0.00072476-0.00089848i,0.00048947-0.00099541i
0.001058+0.00077221i,0.00056695+0.00096428i,0.0015426+0.00026141i,0.00097503-0.00072028i,0.00016977-0.0009596i,0.00016942+1.8749e-05i,-0.00016816+0.00095957i,-0.00016958+0.00067458i,-6.6969e-05+0.00034299i,0.00013968-0.00085502i,0.00029133-0.0015996i,9.7285e-05-0.0009093i,-0.00061708-0.00037158i,-0.00078841-0.00023773i,-0.00078267-0.00019618i,-0.00069532-3.6425e-05i,-0.00043732+0.00012975i,2.3321e-05+0.00054189i,0.000356+0.00077858i,0.00043343+0.00037039i,0.00057863+0.00058892i,0.00034219+0.00037715i,0.00055937+0.0005836i
-0.00082319+0.00029196i,-0.00046891-0.0008504i,-0.00029752-0.0015285i,-0.00032798-0.00035107i,3.3755e-05+0.000643i,0.00023598-2.4717e-05i,0.00013299-0.00046354i,6.9252e-05-0.0010227i,0.00093221-0.0017424i,0.0010319-0.0014928i,-0.00024869-0.00051256i,-0.000515-0.00014949i,-0.00033808-0.00037475i,-0.00028395-2.6175e-05i,-0.00012038+0.00053025i,-0.00034287+0.00062775i,-0.00022935+0.00017274i,0.00034201-0.00022122i,0.00046466-1.27e-05i,0.00085185+0.00028932i,0.00050112+2.229e-05i,0.00050817+0.00028127i,0.00070643+0.0011081i
0.00056735-0.0015684i,-0.00029975-0.00063956i,-0.0016648-0.00037116i,-0.0014966-0.000953i,-0.00077282-0.0012159i,-0.00076942-0.00018823i,-0.00089453+0.00015963i,-0.00035488-0.00050853i,0.00032932-0.0013855i,0.00045284-0.0011386i,0.0006271-0.00052149i,0.0011453-0.00035622i,0.00087802-5.4104e-05i,-5.8214e-05+0.00016386i,-7.033e-05-0.00048276i,0.00078395-0.0011425i,0.00078204-0.0011917i,9.695e-05-0.00066686i,0.0001112+0.00012995i,0.00043744+0.00066146i,0.00050816+0.00033374i,0.00041981-0.00038587i,0.001101-0.00016097i
0.0027555+0.00036814i,0.0016771-0.0011801i,0.0010579-0.0016582i,0.00094071-0.001137i,0.00077422-0.001556i,-0.00039397-0.0012015i,-0.00097268-0.00051209i,-0.00017332-0.00014888i,0.00037612-0.00043572i,0.00045085-0.0010333i,2.5606e-05-0.00062922i,0.00031792-0.00033049i,0.00057561-0.00012969i,8.7556e-05+0.00049717i,0.0002066+0.0010303i,0.00044506+0.0010977i,0.00047713+0.00070768i,0.00052625+0.0003221i,0.00039048-5.3889e-05i,0.0005752-0.00056427i,0.00075598-0.001192i,0.00011193-0.00047261i,-9.2469e-05+0.00043071i
-0.00057516+0.0012488i,-0.0016135+0.00088527i,-0.0018216+0.00026745i,-0.0012344-0.00018097i,-0.00053843-0.00019414i,-0.00045177-0.00062218i,-0.00095396-0.00079186i,-0.00065108-0.00050714i,-0.00029868-0.00021929i,-0.00019444-0.00046059i,-0.0001447-0.00093345i,0.00026268-0.0013534i,0.00074816-0.0010011i,6.3373e-05-0.00047754i,-0.00022604+0.00033606i,-0.00030301+0.00066388i,-0.00064686+0.00041774i,-0.00046747+0.00022941i,-0.00012469+0.00022395i,0.00067335-8.4415e-05i,0.00032091-0.00029347i,8.7295e-05-3.7663e-05i,0.00049299+8.9924e-05i
-0.00023441+0.00034981i,0.0001798+0.00076173i,0.00080363+0.00080144i,-9.7902e-05+0.00087723i,-7.3394e-05+0.00068578i,0.00069241+0.00015767i,0.00044937+0.0001883i,0.0001389-0.00010143i,0.00014968+0.00016848i,-0.00027864+0.00082592i,-9.0735e-07+0.00061072i,0.00040313+0.00024486i,-3.1127e-06-0.00059264i,-0.00026151-0.00062125i,0.00031162+0.00039893i,0.0009085+0.00015235i,0.00082588+0.0003278i,0.00047193+0.00055388i,0.0009314-0.00040658i,0.0010308-0.00085929i,0.00035415-0.00068371i,0.00064554-0.00047893i,0.0010433+7.7904e-06i
-0.00057179+2.5093e-05i,-0.00020745-0.00010656i,0.00037377-0.00010236i,0.0004128+0.00039637i,-0.00012708+0.00043964i,0.0010256+0.00055276i,0.001174+0.00069457i,-1.2039e-05+0.00033158i,0.00032222-0.00010701i,0.00080964+1.9202e-05i,0.00050819-0.00063238i,0.00030302-0.0014434i,-6.9256e-05-0.0003927i,0.00017832+0.00079824i,0.0010186+0.00077729i,0.00097719+0.00031496i,0.00046179-7.5501e-05i,-1.0883e-06+0.00010014i,5.5366e-05-0.0001219i,0.00021784-0.00040588i,0.00032083+0.00026289i,5.9959e-05+0.0007038i,-0.00014894+0.0003918i
0.00023508+0.00050776i,0.00088042+0.001317i,0.00064748+0.0017443i,0.00082866+0.00051048i,0.0001119-3.4981e-05i,-0.00038776-8.0041e-07i,-4.3373e-05+0.00052852i,7.4832e-05+0.00054226i,-8.4043e-05+0.00025872i,-0.00028989+2.8645e-05i,-0.00079592-0.00015222i,-0.0011494+0.00014388i,-0.00081071+0.00013881i,-0.00093726-0.00020084i,-0.0013909-3.7138e-05i,-0.00061945+0.00072018i,-0.00049773+0.00079264i,-0.00060031-0.00028843i,-9.2125e-05-0.00060641i,4.5213e-05+0.00031948i,0.00014718+0.00026415i,0.00016479-0.00035817i,0.00048044+0.0001495i
-0.0006122+0.00032449i,0.00037358+0.00046538i,0.0018084+0.00016636i,0.0023469-0.00059354i,0.00071355-0.00048195i,-0.00078982+7.0841e-05i,-0.00088018-0.00010556i,-0.00036556-0.00022724i,0.00036777+0.0006607i,0.0003623+0.00019242i,-4.5717e-05-0.00070779i,1.0834e-05-0.0002276i,0.00059204-0.0002079i,0.00071375-0.00051661i,0.00036511-0.00032473i,0.00034241-0.00028611i,0.0004639-0.00047904i,0.00021345-0.00030943i,9.1989e-05+0.0002901i,0.00064539+0.00016592i,0.0010111+0.00018204i,9.4441e-05+0.00029026i,-0.00017965+0.00054142i
-0.0010199-0.0016063i,-0.001226-0.00061419i,-0.0012082+0.00055663i,-0.00045223+0.00067764i,0.00017656+0.00049091i,0.00010509+0.00018461i,-3.4994e-05-1.6412e-05i,-0.00027933-0.00042715i,-0.00030533-0.00025416i,8.6658e-05-0.00026259i,0.00068242-0.00026212i,0.00081148-4.7995e-05i,0.00070887-0.00027535i,0.00069356-0.00026096i,0.0010937+0.00014009i,0.00079783+0.00015918i,-0.00010757-0.00035584i,0.00016715+0.00021396i,0.00068316+0.00055598i,0.001077+8.251e-05i,0.0006853+0.00040572i,0.00018555+0.00056809i,-8.6702e-05+0.0006687i
0.001072+0.00068997i,0.00042952-0.00031114i,0.0012815-0.0012987i,0.0014266-0.00065474i,0.00020374-0.00032538i,-0.00022755-0.00064851i,-0.00065934-0.00023271i,-0.00084781-0.00019246i,0.00037944-0.00067892i,0.00092613-0.00092303i,0.00059692-0.00079998i,-0.00012584-0.00034634i,-0.0003405+7.9707e-05i,-0.00024463+0.00010981i,-0.00038956-2.4129e-05i,-2.1129e-05-0.0001377i,-0.00010882+0.00033091i,0.00015174+0.001104i,0.00055543+0.00079949i,-0.0001673+0.00060761i,-0.00063901+9.4682e-05i,5.1224e-05-0.00027205i,0.00050421-4.5163e-05i
-0.0014935+0.0016839i,-0.00051898+0.0024736i,2.2343e-05+0.002404i,0.0010403+0.0021733i,0.0026888+0.0020916i,0.0025142+0.00090078i,0.00080457-0.00046556i,2.261e-05-0.0006095i,0.00025382-2.9922e-05i,-7.3236e-05+9.7146e-05i,3.3645e-06+0.00012502i,0.00057735-6.8264e-05i,0.00054918-0.00054386i,-0.00025319-0.00086776i,-0.00072911-0.00038488i,-0.00021591+0.00026554i,-0.00022283+0.00057318i,-0.00020043+0.00066046i,6.7693e-05+3.6979e-05i,7.6627e-05-0.00035963i,0.00027218+0.00026546i,0.0001992+0.00072158i,-0.00056758+0.00061524i
-0.00036643-0.00067257i,-0.00018947+0.00064064i,-0.00094677+0.00089681i,-0.00077816+0.00061486i,5.5871e-05+0.00079247i,0.00031746+0.00045064i,0.0003508-0.00059859i,0.00029908-0.0013031i,-8.6746e-06-0.0007586i,-8.5478e-05+8.9722e-05i,0.0005478+0.00031822i,0.00080763+0.00016531i,0.00032133+7.317e-05i,6.0165e-05+0.00011332i,5.7232e-05-0.00025429i,3.8876e-05-0.00037212i,-0.00010699-0.00010907i,-0.00046644-8.2745e-05i,-0.0005572+0.00014521i,-0.00066116+0.00075252i,-0.00034249+0.00077066i,0.00038786+0.00078699i,0.00018358+0.00044638i
0.00015087+0.0002602i,0.00042088-0.00012162i,0.00085966-9.0941e-05i,0.0005706-0.00032752i,0.00040207-6.9024e-05i,0.00026339-0.00033075i,0.00044738-0.00068141i,0.00040081-0.00020108i,0.00013668-0.00020856i,-0.00024709-0.00019036i,-0.00054743+0.00042239i,-0.00051633+0.00015917i,-0.00037258+0.00018317i,-0.00041655+0.00019513i,1.2126e-05+0.00023295i,-0.00034561+0.00092406i,-0.00060709+0.00055414i,-8.3344e-05+3.5346e-05i,0.00039871-0.00065455i,0.00059137+0.00011129i,0.0004523+0.0010697i,0.00037668+0.00088028i,0.00017867+0.00078435i
-0.00061943+0.00031817i,-0.00077829+0.00030847i,-0.0016139-3.6747e-05i,-0.001059+0.0011806i,-3.2115e-06+0.0013868i,0.00016917+0.00068571i,-0.0006188-0.00018061i,-0.00088361-0.0012318i,-0.00052912-0.0017373i,3.9719e-05-0.0011704i,-0.00049532-0.00023241i,-0.00099143-2.0272e-05i,-0.0010844-0.00036766i,-0.0016373-0.0012041i,-0.0012067-0.00166i,-5.2413e-05-0.00066692i,-0.00011896+0.00044201i,-1.4497e-05+0.00068994i,0.00025028+6.4254e-05i,-0.00054887-0.00010697i,-0.00045661+0.00051312i,-0.00035212+0.00032682i,-0.00067252-0.00032277i
