0.0013488+4.486e-05i,0.0011784-0.0010555i,0.00031864-0.0018033i,-0.00042708-0.0017803i,-0.0012865-0.00027101i,-0.0024813+0.0013388i,-0.002438+0.0019491i,-0.00035697+0.0019273i,0.001641+0.0011769i,0.0012798-0.00010692i,0.00030846-0.00099559i,-0.00065377-0.0012824i,-0.0015405-0.0010806i,-0.0010975-1.0305e-05i,-0.00074757+0.0005849i,-0.0014194+0.00037501i,-0.0019204-7.6806e-05i,-0.0014668-1.617e-05i,-0.00043147+0.00020869i,-0.00017668-0.00014323i,-0.00085302-0.00062709i,-0.00088028-0.00082993i,-0.00045445-0.00084057i
0.057183-0.021246i,0.14331-0.081126i,0.21228-0.18359i,0.16245-0.27218i,0.013028-0.2558i,-0.094834-0.13355i,-0.10704-0.020256i,-0.048002+0.0085034i,0.014443-0.0069763i,0.029889-0.0026136i,0.025874+0.010046i,0.014822+0.0020814i,-0.0094839-0.004048i,-0.023705-0.0019497i,-0.02041-0.0085575i,-0.0060026-0.023426i,0.014091-0.043828i,0.034694-0.054957i,0.047021-0.049236i,0.036328-0.039504i,0.010504-0.027303i,-0.0097738-0.0084472i,-0.021395+0.010466i
-0.031197+0.012073i,-0.09187+0.039469i,-0.1572+0.08704i,-0.15383+0.13592i,-0.088772+0.14221i,-0.051785+0.089029i,-0.051836+0.04195i,-0.053362+0.049743i,-0.042872+0.076513i,-0.02218+0.076324i,-0.012856+0.048616i,-0.018964+0.020898i,-0.024363+0.011164i,-0.023497+0.018966i,-0.019326+0.028463i,-0.027985+0.02701i,-0.051314+0.027073i,-0.069381+0.032187i,-0.068629+0.030524i,-0.047844+0.020273i,-0.021196+0.0029676i,-0.0057847-0.012747i,-0.00042051-0.016123i
-0.023821-0.0088916i,-0.050229-0.036254i,-0.086222-0.081347i,-0.12156-0.10524i,-0.14308-0.054863i,-0.11186+0.030691i,-0.041904+0.048534i,-0.0071253-0.00028466i,-0.0061019-0.042639i,-0.0056243-0.051535i,0.0015856-0.031639i,0.029147-0.0049258i,0.059445-0.00028271i,0.057907-0.0051053i,0.031106-0.0052706i,0.0052022+5.9765e-05i,-0.010652+0.011054i,-0.02027+0.01858i,-0.026945+0.024222i,-0.027432+0.030309i,-0.023658+0.029905i,-0.02081+0.024944i,-0.01335+0.020117i
0.027922-0.029635i,0.058228-0.077289i,0.078448-0.11164i,0.087249-0.074873i,0.1284-0.0013168i,0.14899+0.013751i,0.095453+0.0065899i,0.068983+0.022635i,0.089783+0.015783i,0.079778-0.0083709i,0.050805-0.013039i,0.023425-0.012307i,-0.0048593-0.0072055i,-0.013352-0.0027789i,-0.0055644-0.0041276i,0.012058+0.0050927i,0.035346+0.017116i,0.044992+0.018087i,0.034288+0.0089287i,0.01426-0.0014544i,-0.0026256-0.00090126i,-0.011821+0.0019627i,-0.019015+0.00086967i
-0.026671+0.04842i,-0.062984+0.13169i,-0.084659+0.22774i,-0.054838+0.21232i,-0.0069783+0.062752i,0.027356-0.056479i,0.02876-0.059205i,-0.016404-0.0024612i,-0.05603+0.046986i,-0.051071+0.049831i,-0.03786+0.017614i,-0.036962-0.01582i,-0.040308-0.038766i,-0.041889-0.03578i,-0.032694-0.0054039i,-0.011586+0.020363i,0.0066891+0.024815i,0.017282+0.017924i,0.022241+0.0015222i,0.016242-0.014766i,0.0099982-0.013047i,0.013342-0.0026618i,0.016503+0.002984i
-0.014972+0.0015108i,-0.025113-0.0056759i,-0.042555-0.035022i,-0.082168-0.071108i,-0.16583-0.048018i,-0.25256+0.047427i,-0.21978+0.12127i,-0.092881+0.087756i,-0.018287+0.022245i,-0.00025394+0.019557i,0.015899+0.031705i,0.0177+0.031148i,0.011603+0.031209i,0.010654+0.02258i,0.014601+0.00649i,0.023216-0.013354i,0.03236-0.034193i,0.038765-0.048113i,0.033759-0.049329i,0.017985-0.038341i,0.0052671-0.02325i,0.0018039-0.0091761i,0.0023326+0.0029752i
0.022648-0.035511i,0.045873-0.077795i,0.071063-0.073454i,0.10213+0.028284i,0.17057+0.12647i,0.24117+0.083826i,0.22179-0.036798i,0.1415-0.079683i,0.097322-0.050576i,0.082064-0.033169i,0.053161-0.028276i,0.018779-0.015066i,-0.00077377+0.00011754i,-0.0056795+0.0094204i,-0.010348+0.0099171i,-0.025289+0.011712i,-0.041922+0.026561i,-0.053795+0.039816i,-0.052494+0.041864i,-0.025971+0.040944i,0.0059298+0.027652i,0.019259+0.0029185i,0.017077-0.015975i
0.0070325+0.04644i,0.037918+0.12348i,0.088668+0.16004i,0.10855+0.067625i,0.071147-0.064932i,0.050205-0.094443i,0.063549-0.067605i,0.049985-0.075234i,0.0086771-0.096342i,-0.030822-0.089345i,-0.043137-0.050711i,-0.014958-0.019113i,0.014609-0.025049i,0.013882-0.034749i,-0.0011828-0.019081i,-0.0079652-0.00081025i,-0.0096367+0.00035152i,-0.014981+0.00068512i,-0.01632+0.014203i,-0.0095417+0.023321i,-0.0055073+0.019048i,-0.011027+0.014554i,-0.014033+0.015713i
-0.01082-0.011675i,-0.023996-0.039206i,-0.035608-0.064653i,-0.028633-0.081064i,-0.047086-0.090917i,-0.1316-0.048634i,-0.16314+0.038069i,-0.084431+0.069612i,-0.025365+0.036731i,-0.024952+0.020129i,-0.024199+0.019644i,-0.026662+0.0093879i,-0.033987+0.01035i,-0.022145+0.01614i,0.0020628+0.01027i,0.028758-0.0015084i,0.055151-0.015919i,0.067697-0.024165i,0.056642-0.023878i,0.027141-0.024532i,0.0017047-0.022904i,-0.0060233-0.018965i,-0.0053998-0.013879i
-0.0025063-0.041847i,-0.01434-0.099948i,-0.042002-0.13989i,-0.078096-0.074482i,-0.072632+0.046562i,-0.0056994+0.071639i,0.037158+0.021536i,0.0088926+0.022983i,-0.0066404+0.070093i,0.024009+0.070091i,0.029133+0.0231i,-0.0011303-0.00061079i,-0.020208+0.0089101i,-0.019808+0.01896i,-0.014132+0.015968i,-0.020435+0.0064585i,-0.04108+0.0068544i,-0.049578+0.014253i,-0.035931+0.014196i,-0.017242+0.017118i,0.00054287+0.025138i,0.018569+0.021436i,0.03018+0.0063008i
0.035898+0.038054i,0.099907+0.087072i,0.17326+0.089648i,0.1708+0.0074654i,0.082137-0.044313i,-0.0067975-0.0037261i,-0.045643+0.030236i,-0.032335+0.017122i,0.0097907-0.0021283i,0.028016-0.0073857i,0.025131+0.010063i,0.040359+0.028229i,0.051907+0.019013i,0.038857+0.0016446i,0.020149-0.0075414i,0.0069834-0.0111i,0.0014665-0.0099039i,-0.0035069-0.010294i,-0.0088352-0.010175i,-0.0072055-0.010538i,-0.011855-0.01511i,-0.027805-0.012826i,-0.03901-0.0045653i
-0.026129-0.0024492i,-0.080942-0.010018i,-0.11768+0.0076356i,-0.060669+0.042493i,0.061588+0.033601i,0.13563-0.032276i,0.10095-0.07294i,0.021591-0.061932i,-0.032602-0.050238i,-0.04901-0.0376i,-0.034295-0.02075i,-0.019036-0.0243i,-0.018555-0.036275i,-0.017927-0.035089i,-0.01426-0.01543i,-0.0042504+0.015486i,0.016166+0.043761i,0.032566+0.054159i,0.032915+0.036496i,0.022452+0.0048748i,0.011558-0.018392i,0.0023116-0.026241i,-0.0065464-0.023691i
-0.01997-0.031689i,-0.05914-0.081154i,-0.12404-0.13342i,-0.18698-0.13891i,-0.2163-0.10548i,-0.18794-0.050285i,-0.099864-0.004503i,-0.031876-0.004387i,-0.020265-0.015872i,-0.0098215-0.018206i,0.0014912-0.030294i,-0.0080217-0.033643i,-0.014021-0.019763i,-0.012842-0.0084709i,-0.012102-0.0022855i,-0.0097038-0.0056112i,-0.010915-0.017408i,-0.010354-0.022828i,-0.004806-0.017156i,-0.0050542-0.00081803i,-0.0040615+0.020597i,0.007478+0.032751i,0.020758+0.035704i
0.047205+0.023314i,0.14312+0.058853i,0.24176+0.074838i,0.23855+0.05021i,0.13267+0.047595i,0.024014+0.079111i,-0.0086803+0.087082i,0.037388+0.076841i,0.092989+0.068648i,0.097687+0.053265i,0.06376+0.043021i,0.033682+0.045148i,0.021984+0.046682i,0.021736+0.038342i,0.026763+0.019957i,0.032059-1.9574e-05i,0.035285-0.023031i,0.032764-0.044679i,0.019726-0.048442i,0.0052516-0.034928i,-0.0054868-0.024493i,-0.019074-0.024649i,-0.032754-0.023454i
-0.032558+0.010074i,-0.10229+0.036939i,-0.16458+0.10255i,-0.11676+0.17953i,0.049006+0.18987i,0.19183+0.12339i,0.20085+0.049028i,0.11187+0.006888i,0.023721-0.0089264i,-0.019098-0.010483i,-0.026243-0.0055079i,-0.015192-0.0067582i,-0.0051436-0.01936i,-0.0084232-0.02611i,-0.023228-0.015093i,-0.038435+0.0097747i,-0.045458+0.041658i,-0.046124+0.060621i,-0.035066+0.056442i,-0.0094527+0.041114i,0.017184+0.021253i,0.029486+0.001615i,0.023729-0.010039i
-0.014014-0.016882i,-0.04313-0.053849i,-0.070161-0.12593i,-0.093956-0.21576i,-0.15154-0.27145i,-0.22571-0.24392i,-0.2255-0.14768i,-0.13529-0.0794i,-0.060573-0.077231i,-0.044791-0.070895i,-0.034389-0.046121i,-0.017539-0.036254i,-0.012355-0.0286i,-0.0098353-0.010985i,-0.0037905+0.0049421i,0.0033755+0.0071022i,0.0067255-0.0014529i,0.0029981+0.0013282i,-0.0024477+0.018707i,-0.0087108+0.028164i,-0.01603+0.032531i,-0.016448+0.045749i,-0.0078107+0.056809i
0.058418-0.0081619i,0.16895-0.012908i,0.27516-0.011086i,0.2691+0.01007i,0.17185+0.036629i,0.096136+0.036516i,0.062901+0.0082123i,0.033952+0.006773i,0.016746+0.043782i,0.017403+0.064335i,0.0089763+0.050759i,-0.014146+0.033597i,-0.031713+0.029948i,-0.026501+0.032131i,0.00046988+0.027721i,0.026876+0.016455i,0.044118+0.0040099i,0.05026-0.010523i,0.036764-0.025818i,0.010384-0.033382i,-0.011741-0.029434i,-0.018065-0.02112i,-0.012955-0.017437i
-0.0332+0.027295i,-0.10668+0.077401i,-0.17938+0.1359i,-0.18458+0.17512i,-0.11032+0.2065i,-0.0028611+0.21792i,0.0591+0.17648i,0.041627+0.10119i,0.0083177+0.049327i,0.0028646+0.019439i,-0.0022296+0.0022336i,-0.0071051+0.0057649i,0.0019221+0.0041408i,0.0016436-0.012774i,-0.017022-0.023549i,-0.040541-0.023087i,-0.060678-0.013426i,-0.063233-0.0057901i,-0.046736-0.0066448i,-0.02269-0.00019162i,0.0053414+0.0053075i,0.028531-0.0042683i,0.039063-0.017734i
-0.010802-0.013772i,-0.027946-0.045535i,-0.023064-0.095809i,0.024858-0.16384i,0.044593-0.23395i,-0.031216-0.23993i,-0.10492-0.17101i,-0.067525-0.10378i,0.014628-0.084971i,0.044977-0.077892i,0.043007-0.051492i,0.049671-0.030094i,0.05112-0.025621i,0.038596-0.019766i,0.025971-0.009007i,0.024336-0.0011684i,0.029218+0.0005201i,0.02582+0.0029374i,0.015249+0.0090983i,0.010523+0.0075753i,0.006028-0.0018698i,-0.01127-0.0051633i,-0.029172+0.0045508i
0.048619-0.027686i,0.13033-0.078775i,0.19138-0.11931i,0.15178-0.079948i,0.084048+0.0062729i,0.088855+0.0291i,0.10131-0.0021234i,0.049082-0.011467i,-0.013497+0.0088954i,-0.021243+0.033586i,0.00074271+0.031681i,-0.0057093+0.010692i,-0.028679+0.0054219i,-0.028374+0.0091721i,-0.009995+0.012889i,0.010643+0.019609i,0.029495+0.025652i,0.040525+0.028358i,0.042345+0.02105i,0.034336+0.0015136i,0.017783-0.016698i,0.0050728-0.02266i,7.017e-05-0.01989i
-0.027072+0.040665i,-0.082696+0.11814i,-0.14644+0.18484i,-0.18407+0.16226i,-0.20011+0.10583i,-0.18999+0.10979i,-0.12716+0.12094i,-0.067494+0.087691i,-0.053482+0.058482i,-0.048708+0.042837i,-0.043902+0.025644i,-0.035641+0.021532i,-0.016644+0.019679i,-0.004929+0.0094057i,-0.003879-0.0038983i,-0.010888-0.019859i,-0.023818-0.031548i,-0.024949-0.029609i,-0.013968-0.015101i,-0.0090115+0.0049283i,-0.0032629+0.02326i,0.012043+0.02802i,0.024826+0.018256i
-0.017348-0.012675i,-0.031753-0.030666i,-0.015064-0.043622i,0.066772-0.036657i,0.15908-0.026212i,0.16709-0.044264i,0.10575-0.057136i,0.082003-0.038631i,0.098024-0.039432i,0.079329-0.054137i,0.043214-0.036486i,0.035222-0.0093452i,0.037553-0.0014326i,0.028856+0.00093608i,0.014311+0.0092004i,0.0067227+0.018361i,0.0083504+0.015141i,0.0018286-0.0020719i,-0.016885-0.012466i,-0.023702-0.0049184i,-0.015919+0.0031046i,-0.016424-0.00012613i,-0.027649-0.004112i
0.025771-0.042118i,0.063252-0.12292i,0.076116-0.18895i,0.027459-0.1571i,-0.019267-0.073302i,0.0046424-0.012314i,0.035704+0.014019i,0.028442+0.0064294i,0.013045-0.016471i,0.0022863-0.025218i,-0.00088336-0.025881i,-0.010099-0.034159i,-0.028524-0.031313i,-0.033428-0.014605i,-0.029546-0.0014877i,-0.029003+0.0079401i,-0.031693+0.019852i,-0.032483+0.028716i,-0.023868+0.022309i,-0.012713+0.003191i,-0.007618-0.011695i,-0.0063615-0.013145i,-0.0048489-0.0082361i
-0.0018918+0.061061i,-0.0034915+0.16806i,0.0018537+0.24181i,-0.0072495+0.15419i,-0.067726-0.011413i,-0.15293-0.075694i,-0.157-0.051041i,-0.11314-0.021219i,-0.092186+0.018047i,-0.064016+0.045152i,-0.033749+0.02882i,-0.020851+0.0063327i,-0.01428-0.0031311i,-0.011945-0.0042042i,-0.0015715+0.0029627i,0.013721+0.001199i,0.020761-0.0072918i,0.026204-0.0052846i,0.027513+0.0012856i,0.014453+0.0020172i,-0.0046773+0.0034695i,-0.013411+0.016362i,-0.0075258+0.029782i
-0.017623-0.015489i,-0.045805-0.036524i,-0.062201-0.029999i,-0.022578+0.051012i,0.060534+0.16094i,0.12041+0.18081i,0.11416+0.12322i,0.079514+0.073123i,0.057585+0.044611i,0.041763+0.027596i,0.023918+0.026286i,0.015693+0.035577i,0.023326+0.035587i,0.028495+0.016714i,0.016206-0.001307i,0.0035198+0.0015855i,0.0093465+0.0096909i,0.020146-0.0013073i,0.016452-0.017774i,0.0062869-0.012631i,0.0045424+0.0012289i,0.0077134-0.0016857i,0.0064994-0.014832i
0.0016139-0.043786i,0.0066382-0.13371i,-0.011547-0.23331i,-0.059695-0.24212i,-0.081963-0.16776i,-0.05851-0.11222i,-0.049751-0.08211i,-0.030006-0.040769i,0.01433-0.026605i,0.02515-0.032177i,0.011114-0.020155i,-3.4073e-06-0.014147i,-0.0096063-0.016073i,-0.0096063-0.012841i,-0.0062675-0.018184i,-0.010738-0.0287i,-0.022459-0.030001i,-0.037181-0.016921i,-0.036934+0.0011889i,-0.013914+0.006958i,0.01145+0.00052059i,0.023143-0.007026i,0.020149-0.0067244i
0.028194+0.057017i,0.0888+0.168i,0.18692+0.25986i,0.24906+0.16664i,0.19673-0.04999i,0.096043-0.14076i,0.064841-0.11912i,0.0375-0.11033i,-0.017479-0.080102i,-0.026726-0.027104i,-0.0016128-0.0047055i,0.014249-0.0083308i,0.0098109-0.017709i,-0.0046785-0.0069602i,0.00068585+0.025743i,0.025612+0.043441i,0.038372+0.040426i,0.031144+0.040104i,0.017639+0.040197i,0.010227+0.026859i,0.0041534+0.0074637i,-0.011167+0.0023282i,-0.023149+0.013992i
-0.027221-0.016647i,-0.092297-0.044246i,-0.18657-0.036587i,-0.22991+0.076883i,-0.17819+0.22673i,-0.10722+0.28356i,-0.058123+0.25383i,-0.013615+0.17405i,0.0012099+0.073351i,-0.013601+0.0075887i,-0.02537-0.010353i,-0.030354+0.0040117i,-0.020125+0.026693i,-0.00013333+0.020673i,-0.00026653-0.0025713i,-0.0144-0.005271i,-0.012514+0.00673i,0.0095841+0.0082028i,0.02585-0.0016321i,0.014296-0.0056057i,-0.0027491+0.0032808i,0.0015941+0.0090682i,0.016984+0.0027489i
-0.0082659-0.036502i,-0.021407-0.12035i,-0.046981-0.23183i,-0.077921-0.2712i,-0.074844-0.20791i,-0.042875-0.15982i,-0.052968-0.14272i,-0.057715-0.068219i,0.0032298+0.01004i,0.049397+0.013508i,0.035367-0.010746i,0.010155-0.019746i,-0.002715-0.017486i,-0.0052241-0.011922i,-0.00085-0.021059i,-0.0013171-0.043175i,-0.0052511-0.055694i,-0.0063904-0.057792i,-0.0091254-0.050462i,-0.01099-0.0305i,-0.0055145-0.011797i,0.0044734-0.0047467i,0.0073775-0.0072945i
0.049394+0.048323i,0.15751+0.14943i,0.32763+0.24829i,0.43676+0.19148i,0.3797+0.01862i,0.26013-0.052063i,0.20123-0.038973i,0.1456-0.053996i,0.064137-0.048015i,0.027442+0.0021357i,0.037541+0.035256i,0.054016+0.026116i,0.04569-0.0038266i,0.0081065-0.0080467i,-0.015092+0.028874i,-0.0049836+0.061084i,0.0050127+0.059083i,-0.0078527+0.03872i,-0.023623+0.022154i,-0.017036+0.013285i,-0.0063365-0.00089628i,-0.019577-0.016507i,-0.038646-0.01593i
-0.047058-0.016992i,-0.15555-0.038857i,-0.32396-0.037496i,-0.42822+0.042618i,-0.39832+0.13404i,-0.31899+0.15334i,-0.23836+0.14849i,-0.13927+0.11914i,-0.076799+0.036077i,-0.07934-0.023116i,-0.084944-0.026062i,-0.076696-0.010423i,-0.0548+0.012652i,-0.015754+0.014698i,-0.0009234-0.010532i,-0.018713-0.022916i,-0.032655-0.0097515i,-0.027037+0.015995i,-0.0092344+0.030627i,-0.0021686+0.020041i,-0.008647+0.0080546i,-0.0028836+0.010183i,0.014665+0.014349i
-0.0023671-0.027966i,-0.0061584-0.09416i,-0.009617-0.19648i,-0.0070857-0.24629i,0.023638-0.19614i,0.062178-0.14843i,0.045056-0.15513i,-0.013659-0.11411i,-0.027256-0.019368i,0.0057104+0.017825i,0.017954-0.0018402i,0.0072981-0.017265i,-0.00067427-0.01575i,0.0023319-0.0055728i,0.02251-0.0068118i,0.043952-0.0236i,0.050992-0.030643i,0.052123-0.023743i,0.04327-0.019929i,0.021408-0.017238i,0.0076661-0.0062885i,0.0089207+0.0037926i,0.0091242+0.0015494i
0.058808+0.031099i,0.18739+0.1071i,0.37672+0.1964i,0.47659+0.19509i,0.39715+0.117i,0.26314+0.085727i,0.19823+0.089772i,0.16393+0.055597i,0.11115+0.025985i,0.06947+0.040111i,0.057407+0.056614i,0.061116+0.049465i,0.053019+0.019517i,0.015293-0.0010933i,-0.024637+0.02221i,-0.027594+0.059468i,-0.0086158+0.057023i,-0.0034379+0.014917i,-0.01062-0.015708i,-0.0067116-0.0063935i,0.0084081+0.005923i,0.0079576-0.0039995i,-0.0086017-0.010027i
-0.053415-0.0037399i,-0.18846-0.011517i,-0.38927-0.0068295i,-0.49396+0.021653i,-0.42478+0.022763i,-0.31453-0.0070253i,-0.23759+0.0099915i,-0.13671+0.034757i,-0.048316-0.015901i,-0.037128-0.072064i,-0.055863-0.069708i,-0.064989-0.041342i,-0.056314-0.011606i,-0.023769-0.00047829i,-0.002836-0.022833i,-0.020419-0.049299i,-0.050309-0.045677i,-0.062734-0.013654i,-0.048002+0.018057i,-0.021807+0.020861i,-0.0086387+0.0087938i,-0.0044468+0.011466i,0.0034447+0.021853i
-0.00088054-0.019589i,0.01717-0.076554i,0.047369-0.16487i,0.064265-0.20932i,0.065476-0.14487i,0.078075-0.066377i,0.076288-0.080472i,0.015764-0.10689i,-0.029374-0.060944i,-0.00058433-0.014382i,0.029944-0.013507i,0.026146-0.021358i,0.011506-0.01902i,0.005584-0.0047162i,0.024256+0.0098476i,0.050893+0.01188i,0.061234+0.018735i,0.060646+0.035021i,0.052483+0.032518i,0.032064+0.0090033i,0.0096743-0.0088452i,-0.0025276-0.011029i,-0.0047543-0.009447i
0.060269+0.012787i,0.17877+0.055682i,0.34488+0.12382i,0.40691+0.15651i,0.29295+0.12681i,0.13879+0.10118i,0.068318+0.1042i,0.064563+0.10513i,0.056688+0.097578i,0.027326+0.091321i,0.014171+0.082965i,0.023563+0.064137i,0.030524+0.036121i,0.012603+0.010979i,-0.024463+0.013495i,-0.036311+0.039493i,-0.0088474+0.038801i,0.021735-0.0036929i,0.024499-0.037399i,0.0070659-0.026955i,-0.00033251-0.0024836i,0.0061836-0.0011643i,0.0075581-0.0092976i
-0.058701+0.013157i,-0.19329+0.032088i,-0.38284+0.055327i,-0.44219+0.051364i,-0.29613-0.0035663i,-0.13906-0.05827i,-0.082706-0.040992i,-0.047122-0.0029652i,-0.0087367-0.018089i,-0.0094102-0.049363i,-0.033332-0.054301i,-0.048132-0.043709i,-0.045588-0.025455i,-0.023522-0.012123i,-5.8671e-05-0.026796i,-0.0022741-0.061699i,-0.029344-0.081054i,-0.058657-0.065989i,-0.066411-0.029765i,-0.047311-0.0028877i,-0.024912+0.0044733i,-0.014544+0.008237i,-0.0083167+0.011536i
0.0079985-0.018982i,0.038561-0.072897i,0.089828-0.1585i,0.098498-0.20433i,0.037207-0.13991i,-0.0054709-0.047415i,0.0042049-0.04501i,-0.0047795-0.089629i,-0.019794-0.08576i,0.0077506-0.050525i,0.038581-0.030689i,0.039128-0.019825i,0.021255-0.012999i,0.0037511+0.0016287i,0.0083732+0.028562i,0.02333+0.048991i,0.020721+0.065504i,0.0090678+0.077605i,0.0076406+0.064901i,0.012601+0.028641i,0.011647-0.0040626i,0.0032638-0.017356i,-0.0044359-0.017877i
0.045855-0.0047939i,0.13967+0.0097574i,0.25323+0.046034i,0.27121+0.092425i,0.17138+0.10331i,0.066241+0.065202i,0.014417+0.040968i,-0.00060264+0.066261i,-0.0089792+0.088521i,-0.027198+0.080382i,-0.029447+0.068269i,-0.0093475+0.057995i,0.0095841+0.041939i,0.010723+0.015812i,-0.014063-0.0020564i,-0.03279+0.012896i,-0.0087994+0.029385i,0.035717+0.016674i,0.052936-0.0053865i,0.033035-0.011113i,0.010055+0.00023284i,0.0078079+0.01054i,0.012028+0.013359i
-0.04921+0.031014i,-0.16261+0.078184i,-0.30581+0.13509i,-0.31134+0.13327i,-0.13786+0.069446i,0.016847+0.037883i,0.052894+0.052872i,0.0458+0.040024i,0.029074+0.00081011i,0.0048426-0.017018i,-0.013717-0.019285i,-0.024416-0.025263i,-0.02281-0.03019i,-0.0096061-0.028276i,0.011963-0.037328i,0.026816-0.069681i,0.01835-0.096045i,-0.0057909-0.088993i,-0.025522-0.055952i,-0.027265-0.01859i,-0.018665+0.0038465i,-0.016375+0.0097528i,-0.016846+0.0075974i
0.0063726-0.020828i,0.037813-0.07757i,0.084883-0.16101i,0.081687-0.21024i,-0.010165-0.18388i,-0.099911-0.1255i,-0.098924-0.09979i,-0.045454-0.10034i,0.013499-0.0856i,0.058333-0.064798i,0.064705-0.049909i,0.042514-0.032602i,0.01703-0.017135i,-0.0030376+0.0052873i,-0.0075531+0.037869i,-0.0032459+0.058695i,-0.015552+0.059708i,-0.034718+0.05283i,-0.031979+0.042377i,-0.0072439+0.025307i,0.013991+0.003335i,0.01536-0.015702i,0.0079348-0.021596i
0.031509-0.012521i,0.095774-0.020019i,0.16431-0.014588i,0.15668+0.022832i,0.092906+0.063863i,0.064791+0.051929i,0.0535+0.025777i,0.018512+0.044691i,-0.016888+0.064044i,-0.038116+0.053367i,-0.037403+0.042703i,-0.017652+0.040872i,0.00032229+0.039492i,0.0068784+0.023663i,-0.0073151+6.315e-06i,-0.027588+0.0035481i,-0.016572+0.028023i,0.017404+0.039441i,0.036012+0.028438i,0.026316+0.0089514i,0.0090563+0.0020158i,0.0064097+0.010935i,0.010349+0.019942i
-0.032161+0.038986i,-0.11107+0.10903i,-0.20101+0.19382i,-0.18472+0.20825i,-0.059989+0.16146i,0.028081+0.14907i,0.04281+0.15363i,0.034653+0.097134i,0.007882+0.030126i,-0.017248+0.017466i,-0.018455+0.015392i,-0.014123-0.0040704i,-0.011364-0.022469i,-0.0035968-0.027851i,0.017436-0.025924i,0.047669-0.036594i,0.060001-0.053145i,0.047002-0.055348i,0.018121-0.043623i,-0.010617-0.023677i,-0.024498-0.0066343i,-0.028151-0.0017531i,-0.025134-0.0052408i
0.0079988-0.025514i,0.027356-0.081112i,0.064742-0.1657i,0.068693-0.22772i,-0.0047683-0.25005i,-0.095382-0.26111i,-0.13109-0.24142i,-0.094215-0.15915i,-0.011887-0.072797i,0.050968-0.048023i,0.053266-0.05152i,0.025119-0.04104i,0.00090537-0.020933i,-0.015166+0.0028805i,-0.024929+0.026675i,-0.033047+0.037815i,-0.040108+0.025052i,-0.043114+0.00092483i,-0.033623-0.0076358i,-0.011837-0.0029959i,0.0087986-0.0035822i,0.017435-0.011091i,0.014313-0.013933i
0.017892-0.018123i,0.059647-0.043594i,0.088574-0.065432i,0.062208-0.036182i,0.03725+0.044564i,0.077279+0.10324i,0.11425+0.099225i,0.074806+0.071047i,0.0088745+0.042871i,-0.031268+0.024438i,-0.039386+0.031591i,-0.022102+0.044747i,-0.0019822+0.044667i,0.0098398+0.026298i,0.0048791-0.0041588i,-0.019191-0.015907i,-0.035668+0.0038596i,-0.030314+0.029656i,-0.013175+0.034577i,0.0031517+0.020717i,0.0094172+0.0094906i,0.0085581+0.012874i,0.0053011+0.019129i
-0.012974+0.040639i,-0.05556+0.12334i,-0.10236+0.23094i,-0.088675+0.26532i,-0.031838+0.20871i,-0.028162+0.16474i,-0.032618+0.15111i,0.0061147+0.084921i,0.0095216+0.0056675i,-0.020082-0.0045468i,-0.018575+0.011705i,0.00042225+0.00029046i,0.0085873-0.023567i,0.0099982-0.028206i,0.022865-0.010419i,0.05285+0.0048005i,0.069973+0.0084438i,0.060541+0.012111i,0.035832+0.010228i,0.0046981+0.0013202i,-0.017912-0.0044655i,-0.027985-0.009952i,-0.027695-0.014152i
-0.0015294-0.019732i,0.0020179-0.070553i,0.026443-0.14998i,0.053283-0.21031i,0.047963-0.2396i,0.022407-0.27885i,-0.02139-0.28698i,-0.051844-0.19571i,-0.012931-0.074022i,0.054221-0.034581i,0.066023-0.058967i,0.028338-0.061851i,-0.0044557-0.031944i,-0.020108-0.0057437i,-0.029269+0.0064958i,-0.031757+0.0060008i,-0.022813-0.01161i,-0.0058967-0.033171i,0.0052124-0.033808i,0.007341-0.015978i,0.0099838-0.0013643i,0.016341+0.0016025i,0.018198+0.0016616i
0.01237-0.021077i,0.036994-0.060733i,0.047913-0.10899i,0.00383-0.10509i,-0.049087-0.0035206i,-0.020662+0.14672i,0.046387+0.21466i,0.057655+0.16856i,0.023284+0.095687i,-0.011047+0.059146i,-0.029958+0.061261i,-0.026904+0.06868i,-0.0097452+0.056236i,0.003296+0.028471i,0.0011552-0.0040041i,-0.016569-0.022912i,-0.037196-0.019666i,-0.048663-0.009162i,-0.04288-0.00028157i,-0.018999+0.009254i,0.0032813+0.016002i,0.010452+0.019662i,0.008982+0.019707i
-0.0014913+0.035694i,-0.016229+0.12429i,-0.035182+0.25274i,-0.023831+0.30813i,-0.0045356+0.21912i,-0.045404+0.083503i,-0.076956+0.026098i,-0.028691+0.017316i,0.0077364-0.0081348i,-0.014392-0.016103i,-0.024792+0.0030318i,-0.0021727+0.0022583i,0.013227-0.018445i,0.01078-0.021057i,0.012375+0.0044475i,0.026343+0.03616i,0.034467+0.056003i,0.024984+0.060257i,0.0097226+0.044785i,-0.0018223+0.014775i,-0.012053-0.011291i,-0.020505-0.023584i,-0.021196-0.025227i
