-0.003941+0.0018189i,-0.0046477+0.0023261i,-0.003255+0.0031598i,-0.0015924+0.0025131i,-0.0010021+0.0020493i,-0.001268+0.0015902i,-0.0019112+0.0012814i,-0.00065859+0.0012081i,0.0011115+0.0010644i,0.0013826+0.00060523i,0.0017069-4.8375e-05i,0.0012013-4.0278e-05i,0.00014432-0.00098631i,4.1275e-05-0.0013306i,-0.00031567-0.0005882i,-0.00082683+0.00034265i,-0.00076318+0.00057542i,-2.1901e-05+0.00027403i,9.0622e-05+0.00044927i,-0.00013359+0.00029443i,-0.00057479-0.00020059i,-0.00043298-0.00044024i,0.0005384+0.00033044i
0.0016148+0.00020065i,0.0023276+0.00084935i,0.0024888-0.00012543i,0.00098257-0.00085677i,-0.00067452-0.00015668i,-0.00014224+0.00079337i,0.00028499+0.00069376i,0.00017119-0.00050973i,-0.00013853-0.0012027i,-0.00087233-0.00052943i,-0.0015648-9.6348e-05i,-0.00090828-0.0008557i,-0.00025469-0.0012871i,-0.00055574+0.00017105i,-0.00085554+0.0010207i,-0.0009068-3.9902e-05i,-7.7038e-05-0.001241i,0.00060887-0.00082852i,0.00084371-6.038e-05i,0.00082308+0.0003456i,0.00060749+0.0007416i,0.00036721+0.00096241i,-0.00053585+0.00052688i
-0.00023564-0.0018641i,0.00068321-0.0023809i,-0.00049025-0.00058846i,-0.00016948+0.0013251i,0.00088612+0.002136i,0.00020734+0.00088059i,-2.6489e-05-0.00038719i,-3.3429e-05-0.00093325i,4.7496e-05-0.0012379i,0.00094272-0.00091739i,0.0017016-5.911e-05i,0.0013591+0.0001059i,0.0003868-0.00042403i,2.6349e-05+3.9461e-05i,0.00010737+0.00050181i,-0.00059653+0.00044614i,-0.00092484-8.3729e-05i,-0.00032347-0.00062033i,-0.0003627-0.00040936i,0.00033871-0.00037917i,0.0004497-7.0497e-06i,-1.2908e-05+0.00082211i,1.1323e-05+0.00027925i
-9.8601e-05+1.147e-05i,0.00017295+8.0137e-05i,-0.00010203-0.00077658i,-0.00082347-0.0010262i,-0.0012213+0.00080223i,-0.00061291+0.0020565i,-0.00020495+0.00096386i,-0.00052736+1.7523e-05i,-0.00037153-0.00057417i,-0.00010583-0.00016559i,-0.00011672+0.00070893i,0.00026665+0.00089867i,0.00018577+0.00064745i,-0.00055829+0.00052779i,-0.00052839+0.00078294i,0.00031266+0.0010179i,0.00035377+0.00092244i,0.00013354+0.00014329i,2.9241e-05-0.00035378i,0.00017614-0.00023425i,0.00069816-0.0003626i,0.0011922-7.5031e-05i,0.0010403+0.00052i
0.00085347-0.00094814i,0.00014667-0.0011403i,-6.6722e-05-0.0010443i,-0.00061996-0.00042988i,-0.00078723-0.0002787i,-0.00061779-0.00085329i,-0.00024016-0.0014454i,-7.0722e-06-0.0010581i,-0.00011314+0.00026026i,-0.00019334+0.00052832i,-0.00036215-0.00056831i,-0.00054787-0.00083355i,-0.00030564-0.00051072i,0.00015986-0.00034584i,-0.00036549+0.00053274i,-0.00096424+0.00058652i,-0.00031668+0.0003276i,3.586e-06+0.0005765i,-0.0003577+0.00065018i,-0.00050113+0.00033993i,-0.00038147-0.00029278i,0.00051596+5.1779e-06i,0.00077469+0.00010129i
-0.0012024-0.0015104i,-0.00074563-0.0010427i,-0.00061582+0.00026553i,-0.00029133+0.00093892i,-0.00017369+0.00089508i,-0.00028573+0.00010213i,-0.00015265-0.00044664i,0.00013907-0.00059546i,0.00034655-0.00035148i,0.0004258+0.00024984i,0.00036977+3.4476e-05i,-3.3952e-05+0.00039916i,-0.00020081+0.00038387i,0.00022608+0.0002423i,0.00042235+0.00077166i,0.00054039+0.00069748i,0.00077575+0.000519i,0.00023772+0.00041681i,-3.9467e-05-0.00026634i,0.00013224-0.00028176i,0.00031243-0.00011265i,-6.4745e-05-3.6307e-05i,-0.00064079+0.00017592i
0.0018287+0.0019206i,0.0021288+0.00099776i,0.0021182-0.0011134i,0.0020768-0.0019216i,0.0010675-0.0014275i,1.8914e-05-0.0003682i,-0.00062399-4.8603e-05i,-0.00072916-0.00036715i,-0.00027552+3.4129e-05i,-1.3712e-05-0.00019527i,-0.00021632-0.00084406i,-0.00053481-0.00098187i,-0.00056806-0.00047247i,0.00016877-0.00021181i,0.00047731-4.6128e-05i,-0.00016224-6.8111e-05i,0.00031478-0.00033337i,0.0011975-0.00011831i,0.00091043+0.00029558i,0.00037483+0.0010737i,0.00016384+0.00091286i,-0.00017632-0.00044654i,-0.0005869-0.00068238i
2.1154e-05-0.00058694i,0.00031077-0.00014149i,4.8835e-06+0.00017755i,-0.00040962-0.00015035i,8.8561e-05+0.0007049i,0.0013568+0.00047463i,0.0013664-0.00054027i,0.00036007-0.00029811i,-0.00038607-0.00059628i,-0.00025515-0.00071075i,0.00051845-0.00042664i,0.0011303-0.00052005i,0.0011659-0.00090814i,0.0012745+0.00013342i,0.0008776+0.00092753i,0.00010538+0.00053385i,-0.00095334-0.0003445i,-0.0018718-0.00034901i,-0.0012443-0.00013468i,-0.00036055-0.00049627i,0.00029843+8.5009e-05i,0.00017466+6.4081e-05i,0.00073043-0.00022623i
0.00038616-0.0024616i,0.00064123-0.0010959i,-0.00021102-0.00061883i,-0.00067433+0.00052897i,-0.00088278+0.0012384i,1.8456e-05+0.00097166i,0.00066963-4.8229e-06i,-0.00029865-0.00041953i,-0.00034664-0.00028278i,-0.00018147+2.6426e-05i,0.0004946+0.00058432i,0.00076287+0.00051833i,5.7103e-05-0.00011324i,0.00041097-0.00069891i,0.00098262-0.00088146i,-6.4974e-05-0.00055813i,-0.0012822-0.00043625i,-0.00092065-0.00055803i,-0.0003943+7.6409e-05i,-0.00036103+0.00028208i,0.00024591-0.00013634i,0.0006034-0.00025595i,0.00046565+9.9191e-05i
0.00021239-0.00077i,-0.0014258-0.00064896i,-0.0018755-0.0012681i,-0.0020381-0.001512i,-0.0019996-0.00084501i,-0.0018457-0.00080574i,-0.001742-0.0010921i,-0.00051683-0.00033644i,0.00039698-0.00028671i,0.0001763-0.0011961i,-0.00047183-0.0011365i,-0.00065789-0.00049364i,-0.00027131-0.0011358i,0.00045951-0.0013534i,0.0011691-0.00032334i,0.0014169+0.00070056i,0.00052114+0.0010882i,-0.00023644+0.00032825i,0.00022819-0.00032915i,0.00038129-0.00079912i,0.00080281-0.0010923i,0.00081736-0.00048547i,-1.395e-05+0.00015127i
0.0026928-4.1937e-05i,0.0023035+0.00056373i,0.0023244-0.00029166i,0.00082664-0.00038135i,-0.00081806+0.00010605i,-0.0013699+0.00061415i,-0.00049329+0.0006565i,-8.2082e-05+0.00047346i,-0.0010948+0.00041819i,-0.0005016+0.00017673i,0.00012267+0.00043263i,-0.00056216+0.00053428i,-0.00052238+0.00036081i,-0.00047784+0.00057396i,-0.00097212+0.00088568i,-0.00051829+0.00091735i,0.00028854+0.00073967i,0.00063254+0.00013086i,0.00017792-5.5682e-08i,-7.5663e-05+0.00039601i,1.9087e-05+0.0003252i,0.00033003+0.00019298i,0.00075429+0.0001279i
0.00093286+6.9788e-05i,0.001201-0.00063259i,0.00039801-0.0014817i,8.3703e-05-0.001156i,0.00052617+0.00020367i,0.00048206+0.00076206i,0.00069048+5.6797e-05i,0.00036777-0.001252i,-0.00030792-0.001946i,-0.00051617-0.0012325i,-0.00033874+0.00023556i,-0.00058302+0.00114i,-0.0008082+0.00073736i,-0.00055107+0.00035192i,-0.00039043+0.00021951i,0.0004348+0.00012419i,0.00086631+0.00016974i,0.00048901-0.00024655i,0.00053338-0.00101i,0.00070131-0.00066896i,0.00059608-0.00014859i,0.00036378+0.00028806i,0.00014278+1.6213e-05i
-0.0008875+0.0010847i,-0.0025973+0.00030182i,-0.0028178-0.00028076i,-0.0017551-0.00028852i,-0.00044343-0.00027542i,-0.00023943-5.0744e-05i,-0.00090453-6.8596e-05i,-0.00087122-3.9905e-05i,-0.00061531+0.00052176i,-0.0010884+0.00047084i,-0.0011572-9.1365e-05i,-0.00025357-0.00055835i,0.00097585-8.9258e-05i,0.0013228+0.00052402i,0.00089311+0.00097934i,0.00064393+0.00070898i,0.00043428+0.00048302i,0.00012877+0.00041657i,-0.00018042+0.00048252i,-0.0007067+0.00041777i,-0.00059248-0.00010833i,-0.00026567+0.00060417i,0.00022811+0.0008298i
-0.00045082+0.00028747i,-1.946e-05-0.00027153i,0.0010548+0.00013485i,0.0018029+0.00074443i,0.0013656+0.00081796i,0.00035444+0.00040239i,0.00018273-0.00023667i,0.00027584-0.00077427i,0.00015002-0.0010423i,-0.00035101-0.0012924i,-4.098e-05-0.0008007i,0.00012383-3.7831e-05i,-9.4344e-05+0.00039482i,0.00064717+0.00027868i,0.00058301+2.2858e-05i,0.00016155-1.6373e-05i,0.00021965+9.9757e-05i,0.00025535+0.00059958i,0.00012131+0.00060309i,-0.00066975+0.00020242i,-0.00075412+0.00010346i,0.00034235-0.00012509i,0.0010654-0.00064659i
-0.00012343-0.00061252i,0.00048849-0.00075639i,-0.00020732-0.00035861i,-0.0014543-0.00047613i,-0.00098509-0.0007051i,0.00016396+8.9168e-05i,-0.00016717+0.00016267i,-0.0007135-0.0004984i,-0.00057352-0.00062728i,0.00014221-0.00081162i,0.00033362-0.00038438i,-0.00061695+0.0006718i,-0.00049999+0.00056182i,0.00077987+0.00088462i,0.00058229+0.0014852i,0.00038136+0.00037136i,0.00056159-0.00021343i,5.4567e-05-0.00010623i,1.9331e-05-0.00013659i,0.00046394+0.00014884i,0.0002838+0.00027378i,0.00024261-0.00022403i,0.00099406-0.00087332i
-0.00015852-0.0011061i,-0.00086701+0.00075538i,-0.001875+0.0017052i,-0.0017359+0.0020404i,-0.0013475+0.002246i,-0.00083684+0.00094105i,-0.00045113+0.00014573i,-0.00027597+0.00024564i,-0.00054076-0.00045182i,-0.00055945-0.00021926i,5.5008e-05+0.00057805i,0.00051092+0.00024512i,6.4446e-05-0.00053449i,-1.8459e-05-0.00054674i,0.00037991-0.00014375i,0.00037083+0.00024687i,-7.3501e-06+0.00053919i,-0.00056407+0.00048347i,-0.00059991+9.3821e-05i,5.5639e-06-0.00019382i,0.0002649-0.00034922i,0.0007661-0.00060081i,0.00042383-0.00049635i
0.0001536+0.00044954i,0.00044854-3.7035e-05i,0.00040887-0.001372i,0.0003013-0.00057615i,-0.00039191+0.001159i,-0.00068946+0.0013242i,-0.00031778+0.00072773i,0.00014882+0.00010198i,0.00060624-0.00020081i,0.0011054-0.00043443i,0.00046261-0.00035366i,-0.00031154+6.8979e-05i,-0.00026575-6.3907e-05i,-0.00047154-0.00011936i,-0.00044393+2.8e-05i,-0.00015646+0.00013334i,-0.00031931+0.00041691i,-0.00049591+0.00019379i,-3.7257e-05-0.00034223i,0.00020395-0.00048958i,0.00032662-0.00063214i,0.00036521-0.00076263i,0.00061628-0.00099266i
0.0001342+2.9744e-06i,0.00036856+0.00019583i,0.00015012+0.000139i,-0.00039491+0.00046525i,-0.00089031+0.00082792i,-0.001033+0.00052978i,-0.00077556-0.00042701i,-0.00043313-0.0010791i,-0.00026729-0.00021891i,-0.00047736+0.00030954i,-0.0011929+1.1706e-05i,-0.00084615-0.00032519i,-0.00051414-0.00069219i,-0.00059569-0.0011969i,-0.00018128-0.00089422i,-0.00011779-0.00064939i,-0.00050658-0.0010202i,-0.00066423-0.00079928i,0.00022055-0.00044476i,0.00062361-0.00030906i,-0.00021785-0.00025863i,-0.0011655-0.00017944i,-0.0010597-0.00077401i
-0.0007203+0.00057503i,8.3195e-05+0.0013825i,0.001445+0.0016194i,0.0014571+0.0014117i,0.0003537+0.0018244i,0.00070085+0.0018491i,0.0012751+0.00034754i,0.00081276-0.00081649i,8.5002e-05-0.0010403i,-0.00049952-0.0002832i,-0.0010101+0.00083717i,-0.00035438+0.00077488i,-3.4254e-05+0.00037272i,-0.0001373+0.0002622i,-3.2561e-05+0.00028881i,-0.00017889+0.00068388i,-0.00016516+0.00078906i,0.00026197+0.00021766i,0.00016059+0.00039306i,0.0004703+0.00069661i,0.0010458+0.00043423i,0.00032759+0.00072364i,-0.00013922+0.00045628i
-0.00048632+0.00031306i,-0.0015796+0.00062742i,-0.0014907+0.0002238i,-0.00043684+0.00018456i,-0.00062807+0.00045679i,-0.00077924-0.00090638i,-0.0004837-0.0021707i,-0.00023455-0.0014449i,-0.00010383-0.0002198i,-0.00024321+0.00020034i,-0.00080943+7.5532e-05i,-0.0015583-0.0008116i,-0.0012393-0.0011825i,-0.00071637-0.00061639i,-0.00050869-0.00080754i,0.00032955-0.00074368i,0.00086212+0.00011999i,0.0002685-2.218e-05i,0.00044233-0.00037332i,-1.1128e-06-0.00062498i,-0.00028028-0.00042717i,0.00097369-3.123e-05i,0.0011616+0.00046634i
-0.0021097-0.00063953i,-0.000537-0.00070202i,-0.00048932+0.0010293i,-0.0010203+0.0019822i,-0.0015792+0.0014308i,-0.0010577-6.1664e-05i,-0.00023253-0.0011939i,-0.00059041-0.0008971i,-0.0009517-0.00066396i,-0.00078561-0.00056364i,-0.00027719-0.00042642i,8.4887e-05-0.00062159i,-8.1299e-06-0.00056222i,0.00018818-0.00082807i,0.0008689-9.2021e-05i,0.00049151+0.00048212i,-3.0211e-05+7.8485e-05i,-0.00048542-0.00016017i,-0.00080684+5.4375e-05i,-0.00050412+0.00013612i,-0.00026423-0.00014812i,0.00051572-0.00038225i,0.00098619-0.00051859i
-0.00052528+0.00031563i,0.00014284+0.0001287i,-0.00048449+3.2979e-05i,-0.00040124+0.0014656i,0.00019846+0.0038685i,0.0014222+0.0040484i,0.0014878+0.0023569i,0.00065573+0.00084108i,0.00069877-0.00018003i,-0.00020792-0.00031805i,-0.00097192-0.00013334i,-0.00024092-6.5205e-05i,0.00041539-6.2241e-05i,0.0007292-0.00033116i,0.00053702-0.00028737i,0.00090523-0.00038069i,0.00090704-0.00032409i,-0.00012963+8.3696e-05i,5.2764e-05+0.00080598i,0.00060011+0.0012365i,0.00080439+0.0010861i,0.00098555+0.00074124i,0.00061177+0.00014173i
0.00048288+0.00086029i,0.00037573+0.00014792i,0.00034789-0.0012105i,0.00027362-0.0014585i,-2.9087e-06-0.00062922i,-0.00026584-0.0008634i,-0.00030838-0.0010847i,-9.1734e-06-0.00048223i,-3.1704e-07-0.00021717i,-0.00031649-0.00080537i,-0.00035344-0.00064819i,9.9897e-05+0.00020852i,0.00055169+7.9462e-05i,0.00014926+0.00029275i,-0.0002124+0.0013732i,0.00027275+0.0016326i,0.00045996+0.00027928i,2.2468e-05-0.0001108i,-0.00015094+0.00052716i,0.00036113-0.00048044i,0.00044206-0.00081425i,0.00045074-7.1519e-05i,0.00074043+0.00050294i
0.00028824+0.00043035i,-0.00043779+0.00034621i,3.0594e-05-0.0003574i,-3.4914e-05-0.00042054i,-0.00015667-5.2012e-06i,0.00065312-3.5746e-05i,-2.0808e-05-0.00068832i,-0.00030985-0.00091443i,0.00024337+0.00019965i,-0.00026774+0.0012407i,-0.00078947+0.00089917i,-9.3298e-05+0.00019667i,-2.7545e-05-0.00027577i,0.00037153-8.8821e-05i,0.00071747+0.00029763i,0.00052656+0.00055237i,-4.5519e-05+0.00098181i,-0.0002959+0.00070792i,7.2619e-06+0.00037854i,0.00058489+0.00029315i,0.00056254+0.00010286i,0.0003256-3.0351e-05i,0.00023676+0.00016203i
0.0021026-0.0016802i,0.0029761-0.0027287i,0.0038667-0.0023092i,0.002618-0.0012506i,0.00035907-0.00043889i,-0.0013434+0.00030441i,-0.0019504+0.00031812i,-0.0012429+0.00024057i,-0.00032332-0.00060444i,0.00028553-0.001336i,0.00069476-0.00077189i,9.1461e-06-0.00049725i,-0.00059909-0.00037411i,0.00052569-0.00095287i,0.00044277-0.001376i,-0.00015441-0.00073551i,-0.00027318-7.81e-05i,-0.00068844-0.0002168i,-0.00025368-0.00027749i,0.00031827+0.00036858i,-0.00015476+4.7102e-05i,-0.00051638-0.00025364i,-0.00026908-0.00023113i
0.00036465+0.0028797i,0.0008664+0.0026419i,0.00083495+0.0024218i,0.0001678+0.0025348i,0.00016761+0.0017487i,0.00084681+0.00010862i,0.00081818-0.00077042i,-0.00041026-0.00046007i,-0.0010241-0.00037162i,-0.00016959-0.00023692i,0.00051781-6.0366e-05i,0.00046548-8.3644e-05i,-7.1376e-05+0.00057056i,-9.7408e-05+0.00059511i,0.00013686+0.00033185i,-2.8372e-05-0.00021379i,-3.162e-05-0.00060978i,2.6326e-05-5.0507e-07i,-0.00077509+0.00011676i,-0.00068246-0.00091787i,-8.9646e-05-0.00084763i,-0.000281-0.00034137i,-0.00071603-0.00017212i
-0.00034931-0.0017234i,0.00054887-0.0012765i,0.0013277-0.0012717i,0.00074761-0.00097683i,-0.0002093-0.00042778i,0.00012989-0.00043517i,-5.4628e-05-2.3557e-05i,-0.00017186-0.0002133i,0.00023057-0.00074183i,-0.00060873-0.0010413i,-0.00046877-0.0011632i,0.00014406-0.00055421i,0.00024927+0.00029655i,-6.1825e-05+0.0007815i,1.5991e-05+0.00039002i,0.00072758+0.00031447i,0.00061367+0.00025641i,0.00045716-0.00023699i,0.00069245-0.00042191i,0.00032136-0.00012093i,-0.00012947+0.00034985i,-0.00042441-0.00030005i,4.5574e-05-0.00080106i
-0.00067049+0.0014544i,0.00020372+0.00060274i,0.00097275-0.0011444i,-0.00011952-0.00078418i,-0.0014271+0.00032634i,-0.00078109+3.5721e-05i,2.2774e-05-0.00088986i,0.00052025-0.00063366i,0.00066891-7.8824e-05i,-0.00010186-0.00015753i,-0.00038604+4.2894e-05i,3.8649e-05-0.00034228i,0.00021859-0.00019848i,-0.00041575+0.00072876i,-0.00055507+0.0004897i,0.0003246-0.00034929i,0.00010457-0.00019973i,-0.0002687+0.00037318i,2.3514e-05+0.00052242i,-0.00032163+0.00021186i,-0.00028632+0.00017564i,0.00030891+0.00052273i,0.00034171+0.0010808i
0.001156+0.00012538i,0.00045816-0.00010917i,-0.00033399-0.00021131i,-0.00079999+1.6085e-05i,-0.0013103+0.00061734i,-0.00086198+0.0019521i,-0.0004702+0.0016128i,-0.00059266-0.00012211i,-0.00099914-0.00086015i,-0.0010895-0.00083391i,-0.0010006-0.00080376i,-0.0011814-0.00079249i,-0.00067985-0.00084082i,0.00061066-0.00052966i,0.00093756-6.2601e-05i,0.00048385-0.00028351i,9.3811e-06-0.0004124i,-0.00022273+0.00056856i,1.1642e-05+0.0010946i,0.00030674+0.0003089i,0.00039653-3.3192e-05i,0.00058543+0.0008733i,0.00058514+0.001026i
0.00079111+8.6472e-05i,0.0021228-0.0008649i,0.0030207-0.0023931i,0.0026869-0.002348i,0.0010407-0.00039388i,-0.0003432+0.00020435i,-0.00011582-0.0001043i,-9.8511e-05-1.1376e-05i,-0.00019987-0.00033246i,0.00016037-0.00069435i,-0.00020431-0.00029618i,-0.00079131-0.0004931i,-0.00028166-0.00070064i,0.00027073+0.00040563i,0.00022847+0.00089435i,0.000757+0.0005496i,9.0414e-05+0.00029576i,-0.00046307+0.00040374i,6.5921e-05+0.00076622i,-0.00045065+0.00048521i,-0.00067236+0.00024937i,0.00021963+0.00037624i,0.00022114+0.00032379i
0.0013482+0.0026499i,0.0013637+0.002194i,0.00032672+0.0014063i,-0.00058827+0.00059526i,-0.0006029+0.00011606i,-0.00092878+0.00020673i,-0.0013192-0.00017367i,-0.00084465-0.00018709i,-0.00026782-0.00036228i,-0.00054762-0.0011359i,-0.00073051-0.00084606i,-1.6336e-05-0.00038213i,0.00030747+0.00018178i,0.00036919+0.00082762i,0.00062735+0.0009826i,0.00040497-2.0382e-05i,-2.1875e-05-0.00016126i,-0.0002695+0.00022139i,-0.00083266-0.00052766i,-0.00054771-0.00072433i,-0.00028892-0.00019218i,0.00016603+4.4933e-05i,0.00034503-0.00013002i
9.4418e-05-0.002745i,-0.00066515-0.0031044i,0.00016525-0.0025651i,0.00017106-0.0010666i,-0.00077344+0.00053329i,-0.0012565+0.001069i,-0.00026547+0.00052635i,-0.00029571-0.00036352i,-0.0005733-0.0011848i,-0.00032972-0.001082i,-0.00024905-0.00051278i,-0.00016445-0.000143i,-0.00021109-0.0002152i,0.00018556+1.1344e-06i,0.00023348+0.0004297i,-0.00030983+0.00066988i,-0.00075814+0.00075137i,-0.00038328-7.8587e-05i,4.3657e-05-0.00051536i,-4.152e-05-0.00042962i,0.00016386-0.00040393i,0.00015998-0.00010479i,0.00055161+0.00038018i
0.0007779-0.00075184i,0.00098716-0.0021987i,0.00091754-0.0020525i,0.00039164-0.0015065i,5.0519e-05-0.00042945i,0.00028513+0.00038298i,0.00046138+0.00018723i,0.00038821-0.00035642i,0.00018264-0.00022138i,0.00042462+0.00040591i,0.00052312+0.00063169i,0.00019578+0.00037668i,7.1028e-05-0.00016061i,-0.0002108-0.00019763i,-0.00051799+4.1549e-05i,-0.00011431+0.00036665i,0.00079463+0.00072977i,0.0013252+0.0011306i,0.00071482+0.0009648i,0.00010933+0.0002314i,-9.2212e-05+0.00038451i,0.00019991+0.00053328i,0.000536+0.00061571i
0.0007768+9.3075e-05i,0.0013088-1.7226e-05i,0.00056389+0.00010515i,-0.00097084+0.00024274i,-0.0017106+0.00048126i,0.00012095+0.0012021i,0.00117+0.0007158i,0.0011153-0.00069906i,0.00068764-0.00088162i,0.00013688-0.00010441i,-3.2283e-05+0.00010339i,2.304e-05-0.00025572i,-4.1487e-05-0.00049547i,-0.00018355-0.00024355i,7.7326e-05+6.8051e-05i,0.000236-4.1906e-05i,-8.146e-05-0.00024448i,-0.0003155-0.00058106i,-0.0003611-0.00019229i,7.5389e-06+0.00043202i,0.00026369+0.00023975i,0.00010485+0.00031794i,-0.00013585+0.00055308i
-0.00067085+0.00079503i,-0.0003084+0.0012635i,-0.00021127-0.00049339i,-0.00061203-0.0015483i,-0.0012151-0.0009529i,-0.000949-2.8657e-05i,-0.0004738-0.0005863i,-0.0014181-0.0013302i,-0.001532-0.00091555i,-0.00053441+0.00022043i,-0.00045377+0.00012797i,-0.00020526-0.00064632i,0.00079968-0.00045216i,0.0014117-0.00016392i,0.00081713-2.9082e-05i,-0.00025402+0.00074075i,-0.00055979+0.0011873i,7.9101e-05+0.00076615i,0.00028252+0.00047739i,-0.00011112-1.6315e-05i,0.00011519-0.0004876i,0.00049681-0.00028357i,0.0004817+0.00040708i
0.00091076-0.00074965i,0.00017584-0.0011106i,-0.00092264-0.0013598i,-0.0013363-0.0012334i,-0.0014921-0.00061152i,-0.0010991+0.0002559i,-0.00036691+0.00064048i,0.00028298+0.00044576i,0.00073471+0.00063707i,0.00050768+0.00057697i,-0.00019227+0.00039206i,1.1368e-06+0.00088014i,0.00030352+0.00030686i,0.00084963-0.00070052i,0.0011083-0.00052565i,0.00071122+2.8731e-05i,0.00021743-0.0003104i,0.00035305-0.00021463i,-5.997e-05+0.00025671i,-0.00037156+0.00032654i,-0.00039959+0.00016013i,-0.0007893+0.00020979i,-0.0013019+0.00046248i
0.00084145-0.00078539i,0.00033849-0.0006307i,0.00065306+0.00027184i,0.00091126+0.001236i,6.9439e-05+0.0013237i,-0.001022+0.0007172i,-0.0010741+4.8612e-05i,-0.00025943-0.00028121i,0.00012259-0.00013007i,0.00031349-0.00051672i,0.00052525-0.0007752i,-0.000635-0.00061469i,-0.0017486-0.00044804i,-0.00090497-8.1702e-07i,0.00059373+0.00075371i,-0.00019864+0.00067478i,-0.0011834-2.6276e-05i,-0.00044477+1.2821e-07i,-1.9424e-05+0.00038494i,3.4273e-05+0.00073221i,0.00036397+0.0010923i,0.00011532+0.0006541i,6.421e-05+0.000185i
0.00071669+0.0010797i,0.0019574+0.00048143i,0.0027676-0.00035762i,0.0027669-0.00018636i,0.0018971+0.0001861i,0.0011271+9.5509e-05i,6.7249e-05-0.00042826i,-0.0011718-0.00090129i,-0.0010038-0.0011986i,0.00017792-0.00046677i,0.00077063-0.00038299i,-0.00015232-0.0010839i,-0.00105-0.00067372i,-0.00067791+0.00015952i,0.00017616+0.00038062i,6.6419e-05+0.00063045i,-0.00034652+0.00025254i,0.00021869-6.5257e-05i,0.00044784-9.8127e-05i,0.00066076-0.00016361i,0.00064894+0.00016358i,-2.9648e-05+2.4509e-05i,-0.00063128+0.00027549i
-0.00010147-0.00033581i,-0.00011359-0.00013244i,-0.0010623+0.00097829i,-0.0011562+0.001331i,-0.00010528+0.0016206i,-0.00028604+0.0015795i,-0.00097199+0.00011967i,-0.00084772-0.00066547i,-0.00035764-0.00048056i,-0.00046636-2.8304e-05i,-0.00075555+0.00059148i,-0.00056005+0.00020569i,0.00024081-0.00023229i,0.00047769-0.00010292i,0.00022722+0.0001936i,-0.00021093+0.00052295i,-0.0004995+0.00020078i,-0.00069686-3.8526e-05i,-0.00080221-0.00037382i,-0.00057316-0.0002236i,-0.0012722-8.8802e-05i,-0.001294+7.3535e-05i,-0.00071643+0.00060845i
-0.00096613+0.0005384i,0.00014999+0.0015128i,0.00034098+0.0013113i,-1.498e-05+0.00067044i,0.00011835+0.00049637i,0.00013085+0.00085074i,-0.00010185+8.1799e-05i,-0.00020277-0.001378i,-0.00044912-0.0016431i,-0.00077841-0.00048125i,-0.00071878-6.154e-05i,-0.00061746-0.00026064i,-0.000161-0.00039091i,-0.00069848-0.00056291i,-0.00098976-0.00027543i,-0.00085421-0.00038957i,2.9084e-05-0.00046919i,0.00051833-0.00034471i,2.4305e-05-0.00045323i,5.4412e-05-0.00033725i,-0.00013494-0.0005377i,-0.00017715-0.00074132i,0.00011523-0.00012571i
0.0031046-0.0019643i,0.002169-0.0026447i,0.00063185-0.0031633i,-0.00056391-0.0026687i,-0.00049005-0.0015771i,0.00039933-0.00048481i,0.00017908-0.00061721i,-0.00045586-0.0010844i,-0.00044718-0.0008052i,-0.00055924-8.4243e-05i,-0.00095553+0.00014744i,-0.0015865-0.00028954i,-0.0008503-0.00064269i,-7.4069e-05-0.00092533i,-0.00031677-0.0010895i,-2.7053e-05-0.00069864i,0.00019169-0.00017263i,0.00010652+0.00021249i,0.00097481+0.00043554i,0.0010236-0.00034191i,0.00042961-0.00022484i,0.0002417+0.00063597i,-3.9674e-05-7.0618e-05i
0.0032577+0.00070135i,0.0033656+0.0015182i,0.0012481-7.9085e-05i,-0.00085871-0.0018697i,-0.0014855-0.0012592i,-0.0013378+0.0004681i,-0.00024555-0.00019067i,0.00059075-0.0011608i,-6.9921e-05-0.00115i,-0.00040198-0.00099981i,6.7739e-05-0.00012729i,-8.8664e-05+0.00025977i,-0.00023199-0.00012356i,-0.00038263+0.00029501i,-0.00019408+0.0013082i,-0.00027256+0.0013444i,-0.00029854+0.00028527i,0.00036751-0.00062489i,0.00072407-0.00085234i,0.00075051-0.00064484i,0.00051011-0.0002145i,-0.00013133+0.00014797i,-0.00067782+2.5009e-05i
0.0025442+0.0012931i,0.0023294+0.0001121i,0.0018961-0.0020485i,0.0021248-0.0021254i,0.001493-0.0008222i,0.00028974+4.0298e-05i,0.00035516+2.634e-05i,0.0011661+0.00023897i,0.0012317+0.00029501i,0.00049719-4.1531e-05i,-0.00024066-0.00061984i,-0.00044297-0.00075864i,3.0612e-05-0.00013174i,0.00058076+0.00029484i,0.00036003+0.00054615i,-0.0001788+0.00048586i,-0.00055466+0.00049543i,-0.00016326+0.00030584i,0.00069663+0.00034894i,0.0011179+0.00059671i,0.00014408+0.00059409i,-0.00052364-7.4714e-05i,0.00013003-0.00011471i
