-0.0066584+0.0013609i,-0.0046415+0.0022791i,-0.0048707+0.0036896i,-0.0035067+0.0048071i,-0.00097538+0.0035232i,0.00079091+0.0026011i,8.5395e-05+0.0022824i,-0.00098009+0.0018674i,-0.00052976+0.0020546i,0.00061213+0.0018163i,0.0017307+0.00051057i,0.0012899-0.00042912i,0.00047322-0.00071664i,-0.00093139-0.00109i,-0.0021294-0.00086258i,-0.0016028-0.00048306i,-0.0002579-0.00078448i,0.0011074-0.00076746i,0.0011356-0.00013422i,0.0010166+0.00014163i,0.00059197-1.955e-06i,-0.0002798-0.00027274i,0.00018475-0.00055976i
0.00041256-0.00038661i,-5.9293e-06+0.00018875i,-0.00068224-0.00027779i,-0.0010775-0.0011784i,-0.00094197-0.0014768i,-0.0006255-0.0007036i,-0.00066282-0.00030052i,-0.0022604-0.00048528i,-0.0026443-0.00040788i,-0.0017122-0.00018326i,-0.0007173+0.00015056i,-0.00023195+0.00085462i,-0.00045873+0.0013234i,-0.00028774+0.0005653i,0.00012389+4.8481e-06i,-8.7668e-07-8.4038e-05i,-6.4577e-05-0.00022135i,-0.00011112-0.00053395i,-0.00030378-0.00038051i,-0.00053292+0.00024906i,-8.7298e-05+0.00047298i,0.00090249+0.00024335i,0.0006418+0.0001082i
-0.00025687-0.00039221i,-0.00057842-0.0016207i,-0.00064877-0.00071272i,-0.0010508+0.00091566i,-0.0011573+6.7058e-05i,-0.00026528-0.00027331i,-3.8193e-05+0.00056659i,-0.00048205+0.00090184i,-0.0011292+0.00065037i,-0.001256-0.00039241i,-0.0003428-0.00046295i,0.00032889-0.00023306i,0.00090742-0.00074644i,0.00089796-0.00094299i,0.00038696-0.00062918i,-3.2524e-05-8.3614e-05i,-0.00090169-0.00013788i,-0.00047514-0.00038091i,0.00056051-0.00022682i,0.00060043-0.00035093i,-9.0312e-05-0.00053429i,-0.00041837-0.00029363i,-0.00021565-0.00037175i
0.0012443-0.00039943i,0.00087194-0.00026403i,0.0006308+0.00023542i,0.0011586+0.00015049i,-8.5509e-05-0.00033944i,-0.0012596-0.00064417i,-0.00033492+0.00058274i,-0.00074473+0.00074464i,-0.001686-0.00011366i,-0.0012203-0.00023943i,-0.00077395+0.00035114i,-0.00046629+0.00061361i,9.4793e-05-6.9756e-05i,0.00073704-0.00020223i,0.00030622-0.00042783i,0.00039408-0.00097431i,0.00087288-0.00086138i,0.00081534-0.00037264i,0.001136-0.00029928i,0.00045507-0.00059596i,2.8052e-05-0.00033605i,0.00097416-0.00012067i,0.00084704-0.00016516i
0.00060193+0.00050779i,-0.00070971+0.0019349i,-0.00283+0.0020216i,-0.0026369+0.0014073i,-0.0010472+0.00091006i,-8.88e-05+0.00058949i,-1.9583e-05+0.0009478i,6.6054e-05+0.0016326i,-7.165e-05+0.0015002i,-0.00039335+0.00026263i,-0.00041668-6.978e-05i,-0.000719-0.00049908i,-0.00082349-0.00091148i,-7.364e-05+5.817e-06i,4.1945e-05+0.00018911i,6.9189e-05-0.00050805i,-0.00011816-0.00031374i,-0.00036971+0.00016595i,-0.00055385-4.0765e-05i,-0.00011404-0.00053092i,0.00047496+0.00027332i,0.00080657+0.00086917i,0.00076055+0.00038375i
-0.0012059-0.0014587i,-0.0013576+0.00013619i,-0.0016243+0.00087951i,-0.0015586+9.2686e-05i,-0.00054412-0.00012044i,-3.2314e-05+0.00090353i,-0.00039061+0.0010165i,-0.00011804-8.2812e-05i,-3.2109e-05-0.00023583i,4.5866e-05+0.00092289i,0.00040869+0.00096491i,-0.00024773-8.7313e-05i,-0.00099152-0.00047554i,-0.00049482-0.00048798i,-0.0005719-0.00013342i,-0.00085205-0.00012739i,-0.00036228-0.00038581i,-0.00034668-0.00074887i,4.8976e-05-0.00079253i,0.00022717-0.00090172i,0.00051252-0.0013358i,0.0010544-0.0015739i,0.0008222-0.00090814i
0.00048784-0.00047305i,0.001002+0.000868i,-0.00026102+0.0016474i,-0.00079736+0.00093607i,-0.00011809+0.0003399i,0.001343+0.00037622i,0.0014055+0.0005792i,0.00043904+0.0005205i,-0.00032545-0.00015488i,-0.00017361-0.0011438i,0.00044502-0.0014267i,0.0002319-0.0001454i,2.9879e-05+0.00068689i,0.00019922+0.00019493i,0.00032897-0.00036051i,3.6544e-05-0.00061601i,-0.00046926-0.001009i,-9.9195e-05-0.00067564i,0.00032845+2.4523e-05i,0.0005633-0.00047431i,0.0007265-0.00069642i,0.00086514-0.00015036i,0.00086105+0.00015346i
-0.00065297+0.00034332i,4.3297e-05+0.00022181i,-0.0002404+0.00079725i,-0.00065549+0.0008794i,-0.0013089+0.0011584i,-0.00095046+0.0012264i,-0.00030408+0.0011522i,-6.2521e-05+0.00079749i,0.00019629+0.00040297i,2.3792e-06+0.00025487i,7.9402e-05+0.00017606i,-4.529e-05-0.00036886i,-0.00099085-0.0011073i,-0.0017968-0.00092321i,-0.0018278-0.00032383i,-0.0011929+1.4532e-05i,-0.0010045+0.00026906i,-0.00076311+0.00052649i,6.1662e-05+0.00068964i,0.00046817+0.0002565i,0.00021161+0.00018219i,1.0818e-06+0.00026006i,0.00023246-0.00013304i
-0.0002113+0.0011444i,0.00024101+0.0012533i,0.00047924+0.0013183i,-0.00035173+0.0013651i,0.00013672+0.00021806i,0.00028658-0.00042222i,-2.4187e-05-0.00058991i,0.00047848-0.00064369i,0.00015344+0.00027182i,-0.00043964+0.00038915i,3.041e-05-0.0007643i,0.0008439-0.001085i,0.00074851-0.00068045i,0.00013215+3.6851e-05i,0.00023283+0.00078257i,0.0007672+0.00086189i,0.00060187+9.3983e-05i,0.00059518-0.00033513i,0.00053543+0.00031123i,-0.00015529+0.0005133i,-0.00040819+0.00053477i,6.8005e-05+0.0003571i,-0.00027164+0.00020013i
0.0007551-0.0001111i,0.0011355-0.0015049i,0.0010182-0.0028998i,0.0012844-0.0029241i,0.0015656-0.00096785i,0.00082172+0.00046316i,0.00059795+0.00056858i,0.00013991+0.00044735i,-0.00012826+0.00025825i,-0.00014667-8.4082e-05i,0.00025408-0.00053535i,0.00025714-0.00059455i,-0.00042665-0.00023339i,-0.00083964+0.00039439i,-0.00041895+0.00042601i,-0.00044869-0.00016879i,-0.0011884-0.00042239i,-0.00070832+8.0226e-05i,-0.00042968+0.00028985i,-6.2892e-05-0.0003543i,0.00029106-0.00018675i,0.00026324+2.4454e-06i,0.00029696+0.00025479i
-0.00098347+0.0018663i,0.00036692+0.0022187i,0.001832+0.0021455i,0.0015962+0.0017832i,-5.955e-05+0.0014382i,-0.000877+0.0012544i,-0.0004156+0.00089301i,-3.7582e-05+0.0012105i,0.00016865+0.0015111i,0.00021671+0.00069335i,7.4181e-05-0.00029862i,-9.2471e-05-0.00099278i,-3.3117e-05-0.00088167i,-0.00011076-0.00018846i,-0.00059092+0.00081557i,-0.0003202+0.00091943i,0.00012155-7.5437e-05i,0.00026976-4.8074e-05i,-0.00038284+6.8857e-05i,-0.00086031-0.00031503i,-0.00069235-0.00034855i,-0.00064418-8.7222e-05i,-0.00059905-0.00013884i
-0.0022286+0.0015896i,-0.0018101+0.0022549i,-0.0028244+0.0028389i,-0.0028331+0.0023759i,-0.00079685+0.00099736i,0.00057697+0.00011861i,0.00017119+7.9092e-05i,-0.0011894+0.00010511i,-0.0014359+0.00081874i,-0.0010106+0.0013817i,4.6787e-05+0.00087115i,0.00028554+0.00042295i,4.4608e-05+0.00010885i,2.1183e-05-0.00066079i,0.00017719-9.1993e-06i,-0.00022253+0.00068643i,-0.00076853+0.00099577i,-0.00018175+0.00036273i,0.00017312-0.0012164i,1.1489e-05-0.0015002i,0.00016723-0.00087118i,0.00034625-0.0001131i,0.0001823-0.00016268i
0.00033334-0.0016285i,0.0011361-0.001805i,0.00062787-0.0030584i,-0.0010812-0.0030583i,-0.0017884-0.00076794i,-0.0017741+0.0012699i,-0.0012505+0.0014843i,0.00015492+0.00049055i,0.00051086-6.9368e-06i,-2.4957e-05-0.00018416i,-7.1235e-05+0.00020041i,-4.3906e-05+0.00064729i,-0.00012045-5.2314e-05i,-0.00068159-0.00053074i,-0.00010136+0.00015764i,0.00055017+0.00054019i,0.00056561+8.9228e-05i,0.00022948-0.00062629i,0.00013071-0.00047163i,2.1072e-05+0.00027226i,-0.00069817+0.00017235i,-0.00067207+0.00020284i,-0.00021631-2.2977e-05i
0.00046636+0.0018777i,0.0011934+0.001811i,0.0017097+0.0016811i,0.00045945+0.00084532i,-0.00052056+3e-08i,-0.00032729+0.00058546i,0.00016041+0.00083242i,0.00058025+0.00042058i,0.0010198+0.00081633i,0.00077133+0.0011696i,0.00031206+9.5196e-05i,-7.109e-05-0.0010613i,-0.00055147-0.00075839i,-0.00018642-0.00050129i,0.0010048-0.00036036i,0.00076568-0.00041345i,0.00015782-0.00099174i,-0.00067899-0.00094428i,-0.00080861-0.001042i,-0.0003205-0.0011352i,-0.00093392-0.0007703i,-0.001167-0.00060045i,-0.00030778-0.0004163i
-0.001829+0.0030484i,-0.0017742+0.0026198i,-0.00041344+0.0033365i,0.00098692+0.0030903i,0.0020532+0.0010917i,0.0023327-8.1231e-05i,0.00081855-0.00010023i,-0.00040629-0.00030192i,-4.7049e-05-0.00026244i,0.00030324-0.00023157i,-6.4942e-05-0.00072443i,-0.00015009-0.00099395i,-0.00048827-0.00099953i,-0.0009704-0.00058871i,-0.001051+0.00033736i,-0.00081492+0.0014183i,-0.00058024+0.0016974i,-0.00014787+0.00068616i,0.00024191+7.7411e-05i,0.00011663+0.0001906i,-9.094e-05-5.7104e-05i,-0.00023903-0.00074949i,-0.00016744-0.00080186i
-0.0013286-0.0012153i,-0.0017552-0.00074571i,-0.0024188+0.00016937i,-0.00096298+0.00070466i,0.00061638+0.0016811i,0.00042487+0.0021346i,0.00037533+0.0013689i,0.0007879+0.00063183i,0.00026665+0.00012548i,-0.00037829-4.1425e-05i,0.00070978+0.00011712i,0.0013885-0.0004307i,0.00092707-0.0011503i,0.00053726-0.00024069i,0.00031519+0.00074108i,-0.00032569+0.00073851i,-0.00066761+0.00081434i,-0.00060579+0.00049435i,5.1306e-05-7.4808e-05i,0.00030612+0.0002704i,0.00044562+0.0001573i,-6.2135e-05-0.00032731i,-0.00068051-0.00093979i
-0.0010836-0.00026923i,-0.00041263-0.00023825i,-0.0011647+0.00018614i,-0.0022863-0.00039072i,-0.0027572-0.00028633i,-0.0018077+0.0010593i,-0.00054716+0.002376i,0.00022811+0.0015966i,-0.00019353+0.00054638i,-0.00057025+0.00050098i,4.2377e-05+0.00019916i,5.0589e-05-0.00026348i,-0.00038179-0.00047621i,-0.00084256-0.00075508i,-0.00054544-0.0012178i,0.00023094-0.0011602i,-0.00024342-0.001021i,-0.00045684-0.00096688i,0.00014647-0.00043775i,0.00053638-0.00030918i,0.00039201+0.00016669i,8.2666e-05+0.0010066i,0.00048964+0.0011749i
0.00068329-0.0020881i,-0.0003651-0.0012957i,-0.0018617-0.00096346i,-0.0019672-0.0012569i,-0.0015533-6.1324e-05i,-0.00077514+0.00077867i,6.8229e-05+0.00026191i,0.00025421-0.0003382i,-9.9411e-05-0.00055492i,-0.00019275-0.00079109i,-0.00013564-0.00026221i,-0.00027739-0.00018576i,-0.00056288-0.00078179i,-0.00013414+2.872e-05i,-0.00020143-7.3376e-05i,-0.00076604-0.0002019i,-0.00045515+0.00035541i,1.2208e-05+0.0002133i,0.00034119-0.00012265i,0.00017226-0.00018078i,-9.6784e-05+4.9383e-05i,-0.00030686+0.00020256i,-0.00037477+0.00090527i
-0.00031887-0.00097078i,-0.0019533-0.0016448i,-0.0026852-0.0010441i,-0.0015319-0.00049569i,-0.00024551-6.1762e-06i,-0.00085976+0.0006479i,-0.0012682+0.0011328i,-0.0010098+0.0004414i,0.00020969-0.00055835i,0.0010492-0.0013129i,0.0013138-0.001971i,0.0013066-0.0017572i,2.4596e-05+4.5435e-05i,-0.00099211+0.0015616i,-0.00054481+0.0010108i,0.00011666-0.00015916i,0.00039927-0.00046002i,-4.5131e-05-0.00045361i,-0.00013432-0.00011228i,0.00026396-0.00048267i,0.00015787-0.00089532i,7.1929e-05-0.00012148i,0.00015963-0.0001376i
0.0013194-0.00026759i,0.00079186-0.00046738i,0.00066745-0.0007175i,-0.00056277-0.00051995i,-0.0019675-0.00056437i,-0.001565-0.0004153i,-0.00088479+0.0002556i,-0.0004663+0.00063352i,0.0002333-0.00053502i,0.00091188-0.0011794i,0.00067804-0.00081915i,-0.00040302-0.00026593i,-0.0011373-4.3229e-05i,-0.00081939-0.0002614i,6.8189e-05-0.00046366i,0.00025669-0.00033723i,-6.3511e-05-0.00025983i,0.00026033+9.2144e-06i,0.00049804+0.00025547i,0.00051613+0.00017885i,1.5673e-05+0.0003555i,-0.00044349+0.00011323i,0.0002345-0.00072153i
0.0021333+0.00074027i,0.00070197+0.0012316i,0.0004991+0.00094453i,0.00039525-0.00032226i,-0.00089773-0.00047044i,-0.001914+0.00031047i,-0.0020294+0.0010048i,-0.0017451+0.00058972i,-0.0006527-0.00025911i,0.00013484-0.00083213i,1.8245e-05-0.00065645i,-0.00028245-0.00040214i,-0.0008991-0.00026764i,-0.00067896+0.00033628i,-0.00020838+0.00086363i,-0.00021891+5.0388e-05i,3.1944e-05-0.00074994i,-0.0002874-0.00018713i,-0.0004514+0.0010096i,-0.00047131+0.00092835i,-0.00086348-0.00010875i,-0.0005839-0.00017172i,0.00036578-0.00015161i
-0.00057966-0.00010949i,-0.00090747+2.0652e-05i,-0.0013621-0.0010282i,-0.0012385-0.0015176i,-0.00053466-0.0010217i,-0.00034833+0.00021228i,3.9591e-05+0.0010992i,0.00048772+0.00039252i,0.00066739-0.00027639i,0.00024309-0.0004934i,-0.00027858-0.00060497i,-0.00087353-0.00029965i,-0.0004701-5.7147e-05i,4.3006e-05-0.00049235i,-0.00041984-0.00088781i,-0.00014766-0.00042681i,0.00047438-0.00062636i,-0.00018631-0.0008479i,-0.00039795-0.000258i,-0.00032075+9.6121e-06i,-1.0556e-05-3.4105e-05i,0.00044651-0.00064149i,0.00038394-0.00048136i
0.0007656+0.00049925i,0.0009451-5.5433e-05i,0.00052534+0.00030347i,0.00030928+0.00034313i,-0.00025746+0.00019752i,-0.00099029+0.00076213i,-0.00071528+0.00079493i,0.0004918+0.0011321i,0.00062392+0.0012282i,0.00025909+0.00062343i,0.00047113-5.2882e-05i,-5.8671e-05-0.00077587i,-0.00038785-0.0012728i,-0.00057532-0.00087583i,-0.00085651-0.00051952i,-0.00034603-0.00032195i,0.00020758+0.00011162i,0.00010163-0.0001129i,-3.3697e-05+2.4374e-05i,0.00021052+0.00012783i,0.0002669+7.8694e-05i,-0.0002183-0.00024682i,-0.00032684-0.00086088i
-0.00052435+0.00027999i,-0.0011333+0.00039329i,-0.0015958+0.00026616i,-0.0014864+0.00020925i,0.00043517+0.0011712i,0.0011427+0.0016592i,-0.00010764+0.00075567i,-0.001381+0.00040398i,-0.00082689+0.00055543i,-2.3537e-06+0.00066418i,-4.6955e-05+0.00018518i,-0.00047824+0.00030725i,-0.00071706+3.3864e-05i,-0.00077526-0.0011137i,-0.00013497-0.0014801i,0.00010201-0.00047104i,-0.00045303-7.5774e-05i,-0.00027506-0.00050293i,0.00061614-0.0014605i,0.00091821-0.0019532i,0.00067293-0.0010541i,0.00053302-0.00027362i,0.00031103+0.00028479i
0.00013338+0.00035992i,0.00064922+0.00037631i,0.00024809-3.4317e-05i,-0.00011717-0.00065658i,-0.00099609-0.00060596i,-0.0013048-2.6695e-05i,-0.0012454+0.0007373i,-0.0015794+0.00080232i,-0.0012548+0.00026514i,-0.00089038-0.00039292i,-0.00054812-0.0009061i,-0.00044762-0.00088361i,-0.00072965-0.00038159i,-0.00089475-7.336e-05i,-0.00075965+0.00035563i,-0.00047996+0.0003176i,-0.00033198-0.00020002i,0.00013785+0.00010916i,0.00023877+0.00094476i,0.00037025+0.00099795i,0.0004985+5.8613e-05i,-0.00016794-0.0010519i,-0.0002637-0.00068725i
0.0021539-0.00051941i,0.00091669-0.00098151i,-0.00092719-0.002285i,-0.0019788-0.0018145i,-0.0018316+0.00035717i,-0.0014724+0.0017794i,-0.00082456+0.0016119i,0.000122+0.0005697i,0.00041794-0.00059673i,9.012e-05-0.0011345i,0.00039829-0.0012857i,0.00029754-0.00057302i,-0.00082872+3.3093e-05i,-0.0012543-5.4812e-06i,-0.0013487-0.00060824i,-0.00094199-0.0015183i,-0.00040486-0.0010009i,-0.00059137-0.00017928i,-0.00086709+0.0002827i,-0.00058463+0.00017438i,-0.00020768-0.00021169i,0.00023033-0.0004265i,-0.00014636-0.00040023i
-0.00098309-0.00078566i,-0.00062023-0.00092548i,0.00060583-0.0011664i,-0.00019677-0.00060275i,-0.00053944+0.00034499i,0.00020271+0.0010109i,0.00050134+0.0017513i,0.00027977+0.0010275i,-7.3515e-05-7.2315e-05i,-2.3423e-05-0.00051611i,0.00036815-0.00042869i,0.00027-0.00027355i,-0.00046707-3.5469e-05i,-0.00010029+0.00031802i,0.00025914-0.00022142i,0.00016288-0.00095776i,0.00013084-0.00033546i,-5.6963e-05+8.8702e-05i,1.0548e-05+0.00010931i,-0.00010432+2.1426e-05i,-0.000679-0.00021763i,-0.00036829-0.00071289i,0.00075872-0.0010077i
-0.0008892+0.00061629i,-0.0018983+0.0019464i,-0.0021162+0.0031235i,-0.0013404+0.0019945i,-5.9915e-05+0.0011856i,0.00033148+0.00084391i,0.0001998+0.00050991i,-0.00026143+0.00076574i,-0.00061658+0.0002305i,-0.00014922-0.0009206i,0.00065676-0.001265i,0.00068076-0.00053779i,0.000223-0.00025466i,-0.00046727-0.00054961i,-0.00077427+9.1843e-05i,-8.1434e-05+0.00088042i,0.00018293+0.00022913i,1.8662e-05-1.1713e-05i,-5.5909e-05+1.8868e-05i,-5.8094e-05-0.00025859i,0.00039355-0.00047956i,0.00042494-0.00056514i,0.00041373-0.00084556i
-0.00048115+0.0013536i,-0.0011254-0.00086233i,-0.00051689-0.0014837i,-0.00064809-0.00017445i,-0.00098093-0.00010216i,-0.00098499-0.00014808i,-0.00099716+0.00064038i,-0.00036514+0.0013747i,0.0001352+0.0010404i,1.1707e-05+0.00045292i,0.00011904-0.00021303i,-0.0006131-0.00047565i,-0.00075263-0.00052723i,-0.00045157-0.00038527i,-0.00093088+6.4444e-07i,-0.0010591+0.0003047i,-0.00057739+0.00076286i,-0.00055987+0.00036506i,-0.00078265-0.0002137i,-0.00032708-0.00031167i,-5.5637e-06+2.2566e-05i,6.4538e-05+0.00031754i,0.00025608+0.00035986i
0.0016063+0.00040522i,0.0013676-0.00062799i,0.00073962-0.00084292i,0.000192-0.00092846i,-0.00054689-0.00067484i,-0.00085042+0.00067662i,-0.00041258+0.00082462i,0.00090235+0.00053833i,0.0010774+0.00062141i,-0.00016365+6.0479e-05i,-0.00051479+0.00021676i,-0.00046386+0.00087988i,-0.0005273-0.00025211i,3.0386e-05-0.00053652i,0.00094414+0.00013452i,0.0012022+1.5533e-05i,0.00048084-0.00027858i,0.00064328-0.00028071i,0.00035542-0.00036449i,-0.00065689-5.6067e-05i,-0.00092713-0.00019951i,-0.00035936-0.0011324i,6.1137e-05-0.0008913i
0.00026348+0.0017844i,0.0014684+0.0020438i,0.0013074+0.001978i,0.00074741+0.001599i,0.00029608+0.00073257i,-0.00023442-0.00075707i,-0.00021819-0.00060496i,3.3209e-05+0.000548i,4.5425e-05+0.0014686i,0.00038231+0.001109i,0.00091102+0.00031611i,0.00013784-0.00039249i,-0.0011358-0.00099667i,-0.00097766-0.00026887i,-0.00011203+3.5904e-05i,-0.00021588+7.9152e-05i,-0.00038985+0.00013922i,-0.00031694-0.00010507i,-0.0012462+0.00028664i,-0.0013356+0.00060087i,-0.00063965+0.00039204i,-0.00060552+4.5769e-05i,-0.00023596-7.0887e-06i
-0.00086503+0.0015259i,-0.0011403+0.00075849i,-0.0012445+0.00099472i,-0.0002664+0.00071706i,0.00052112+0.00045013i,0.00043869+0.00033637i,0.00046711+0.0003996i,0.00086028+0.0010177i,0.00078832+0.00039942i,-1.0471e-05-0.00054646i,0.00034288-0.00061038i,0.00026704-0.00078271i,-0.0007171-0.00075636i,-0.00044877-0.00013652i,0.0003485+0.00055495i,0.00036953+0.00062042i,5.6651e-05-0.00020028i,-0.00026161-0.0011014i,-0.00061667-0.00086783i,-0.00060387-0.00026044i,-0.00099819-0.00021344i,-0.0012279-0.00013963i,-0.00063299-0.00095094i
0.002917-0.00035115i,0.0025823-9.3103e-05i,0.0026228-0.00099311i,0.0019484-0.0020808i,0.00047385-0.0014051i,-0.00089418-0.00022083i,-0.00092203+0.00043222i,0.00064929+0.00147i,0.0008621+0.00095613i,0.00022041-0.00077449i,-0.00012373-0.0011924i,-0.00026817-0.000305i,-0.0005631+0.00037913i,-0.00049589+0.0007871i,-0.0005797+0.0009268i,-0.00041571+0.00053787i,0.00015309-0.00036176i,0.00030241-0.00028463i,5.8276e-05+0.00027182i,-0.00014242-0.00018877i,-0.00033875-0.00021386i,-3.8085e-05+0.00067263i,-0.00018746+0.00126i
-0.00037495-0.00045577i,-0.00037467+0.00016052i,-0.0012731+0.00022624i,-0.0021783+0.00018691i,-0.0021229-1.5596e-05i,-0.0012318-0.00025377i,-0.00099499+0.00041983i,-0.00091447+0.0011011i,-0.00046734+0.00069219i,-4.8202e-05-0.00014521i,0.00035229-0.00030319i,0.00034684-0.00012813i,-0.00020575-7.0606e-05i,-0.00054059-0.00031964i,-0.00071739-0.00024751i,-0.0006418+8.7096e-05i,-0.00028743+1.5981e-06i,0.00011166-0.00018775i,0.00097075+0.00045783i,0.0008536+0.00045407i,-0.0003262-0.00023602i,-0.00010003+0.00021582i,-6.7591e-05+0.00010939i
-0.0021906-0.0010853i,-0.0025958-0.0015292i,-0.0026506-0.00096889i,-0.0024013+0.00083921i,-0.0018222+0.002276i,-0.0006993+0.0015141i,0.0011926+0.00090457i,0.0018024+8.8289e-05i,0.0010825-0.0003824i,0.00082291-9.0006e-05i,0.00059608-0.00078384i,0.00031125-0.00088289i,-0.00031641-0.00018085i,-0.00093082-0.00053874i,-0.00096505-0.00029135i,-0.0011266+0.00060033i,-0.001043+0.00016342i,-0.00043665-0.00021481i,-0.00044417+3.939e-05i,-5.7049e-05+7.635e-05i,0.00029884+7.6038e-05i,-0.00030378-0.00037162i,-0.00076402-0.00061572i
-0.00010883+0.0012619i,0.0012127+0.00032602i,0.0012408+0.00033723i,0.00010092+0.0010455i,0.00072954+0.00076358i,0.0016327+0.00048547i,0.00056492+0.00073549i,-0.00073903+0.00074473i,-0.0010187+0.00017178i,-0.00057744-0.00018945i,-0.00021905-0.00020566i,0.00010374-0.0004606i,-3.4808e-05-0.00067554i,-0.00044188-0.0006145i,-0.00056317-6.3865e-06i,-0.00057677+0.00029034i,0.00022522-0.00015092i,0.00066487-0.00025432i,-0.0001431-0.00084675i,-0.00081738-0.00076426i,-0.00033409-0.00056601i,0.00083595-9.2556e-05i,0.0010558+0.0006399i
0.00065822+0.00084341i,0.00030554+0.0014684i,0.00075535+0.00075722i,1.7779e-05+0.00032101i,-0.00084493+0.00066651i,-0.00054767+0.00075866i,0.00020058+0.00061925i,0.00079563+0.00045528i,0.00036591+0.00050277i,-0.00041707-0.00027687i,0.00045108-0.00096266i,0.0010095-0.00097945i,0.00063621-0.00077583i,0.00044232-0.00049953i,-0.00025807-0.00021117i,-0.00032074-0.00034209i,-0.00052567-0.0003332i,-0.00074557-0.00010712i,-0.00086939+6.0398e-05i,-0.00061543+9.2882e-05i,0.00017606-7.5234e-05i,0.00077536+0.00023614i,0.00055101+0.00034787i
-0.0011696+0.00069464i,-0.0011829+0.00011502i,-0.00046416+0.0010407i,0.00078094+0.00042785i,-0.00039686-0.00076914i,-0.0016302-0.00059352i,-0.00013951+0.00045973i,0.00098487+0.00064598i,0.00088736+0.00030145i,0.00060255-1.6323e-05i,0.00052252-0.00094738i,8.0032e-05-0.00065135i,-0.00053362+4.709e-05i,-0.00069871-0.000479i,-5.6484e-05-0.00046518i,0.00064155-9.3644e-05i,0.00040983-0.00011058i,-7.706e-05+0.0001805i,-0.0002421+0.00054843i,-9.3073e-05+0.00040432i,2.5354e-05+0.00017954i,-0.00042094-0.00018924i,-0.00072321-0.00027675i
-0.0020326+3.3861e-05i,-0.00092707+0.00073757i,-0.00047942+0.0007252i,0.00013906+0.00059644i,0.00035205+0.00058392i,0.0005218+0.00066645i,0.0008453+0.00045852i,-0.00020997-5.6549e-06i,-0.0011134-0.00045533i,-0.00069937-0.00042818i,-0.00035186-0.00079341i,-0.00016528-0.00098011i,-0.00015079-0.00056927i,-0.00077269-0.00063506i,-0.00062162-0.00054055i,4.6759e-05+0.00024603i,0.00012839-0.00021111i,0.00032426-0.0011011i,0.00073514-0.00029156i,0.00017462+0.00022677i,-0.00024482+0.00016561i,0.00018652+0.0007075i,0.00027625+0.00059826i
0.00048722-5.9731e-05i,-0.00021713+0.00074065i,-0.0013783+0.0015379i,-0.0024789+0.0017087i,-0.0019198+0.0012401i,-0.00060947+0.0016061i,-0.00046929+0.0015674i,-0.00021917+0.00076303i,-0.00039336-2.7371e-06i,-0.00014857-0.00092678i,0.00040384-0.00082243i,-0.00040042-0.00051821i,-0.00019423-0.001138i,0.00060941-0.001802i,0.00030071-0.0011876i,0.0002085-0.00012383i,0.00048967+0.00042121i,0.00063477+0.00047991i,0.00051817-0.00011956i,0.00038808-0.00056665i,-8.2701e-05-0.00067708i,-0.00061013-0.00059627i,-0.00026291-0.00047681i
0.0013574+0.0014198i,0.0017876+0.00024189i,0.0013152-0.00054497i,0.00040731-0.00017571i,2.6443e-05+0.00010766i,-5.7434e-05+0.00046882i,-0.00030905+0.00092299i,-0.00014099+0.0012655i,-0.00026996+0.00025487i,-0.00036924-0.00085497i,-0.0002118-0.00083218i,-7.2609e-05-0.0014489i,-0.00015549-0.00089436i,-0.00051767-0.00020255i,-0.00074961-0.00032771i,-0.00079445-0.00014109i,-0.00033879-8.0235e-05i,3.4984e-05-0.00020862i,-5.8987e-05+4.2394e-05i,-8.0561e-05+0.00055234i,0.00015587+0.00034584i,0.00070343-0.00029192i,0.00099202-0.00043503i
0.0017407-0.00090057i,0.0011274-0.0019972i,0.00057201-0.003153i,-0.00083156-0.0024348i,-0.0015556-0.0011148i,-0.0012141+0.00058545i,-0.00034773+0.0012481i,0.00052309+0.00080321i,0.00010741-0.00010143i,-0.00069094-0.00057204i,-0.00034062-0.0002136i,-0.00028216-0.00033526i,-0.00091237-0.00046793i,-0.00063539-0.00029338i,-0.00048219-0.00017209i,-0.00031582+0.00015844i,-0.00025854+4.947e-05i,-0.00021159+6.8054e-06i,-0.00010635+0.00013598i,-0.00067505-0.00024395i,-0.00040915-0.00052298i,0.00021023+0.00030715i,-0.00033749+0.00057054i
0.00030112+0.0011967i,1.7865e-05+0.0014584i,0.00013923+0.0017844i,-0.00090716+0.0020937i,-0.0016851+0.0017967i,-0.0012492+0.00066359i,-0.00062827+0.00041926i,-0.00015825+0.00084535i,0.00021364+0.00016336i,0.0002565-0.00081201i,7.6801e-05-0.00080722i,3.643e-05-0.00089779i,-0.00057339-0.00095925i,-0.001138-0.00064954i,-0.0012844-0.00061408i,-0.00079227-0.0006787i,-8.9423e-05-0.00020793i,0.0010654+0.00059963i,0.0015352+0.00059715i,0.00069688+0.00039596i,-0.00019605+0.00035345i,-0.00069896+0.00016703i,-0.00050462+0.00014129i
