0.00032965-1.7738e-05i,0.00092776-0.00096086i,0.00037628-0.0013194i,-0.0017006-0.0016969i,-0.002171-0.0011636i,-0.00076973+0.00083162i,-0.00014226+0.0016732i,-1.5759e-05+0.0013973i,0.00076706+0.0013876i,0.0012816+0.0011302i,0.00024006+7.9385e-05i,-0.00080094-0.0011888i,-0.0005462-0.001272i,2.6008e-05-0.000933i,0.00038971-0.0011424i,0.00027136+5.796e-06i,8.376e-05+0.00022623i,0.00035758-0.00057558i,0.00033831-0.00041858i,-0.00044306+0.00013545i,-0.0010272+1.9122e-05i,-0.00020155-6.9292e-05i,9.8295e-05-0.00023882i
0.00017054-0.00027222i,0.00050309-0.0019646i,0.00019798-0.0014214i,0.00014113-0.00084148i,-0.00016329-0.00077612i,-0.00020345+0.00024256i,-0.0011739+0.00093404i,-0.0012648+0.0013361i,-6.0299e-05+0.0015274i,0.00087087+0.00094501i,0.00061099+9.3539e-05i,4.0047e-05-7.0963e-05i,-0.00052464+0.00021647i,-0.00088357+0.00071259i,-0.00030224+0.0012377i,-0.00015773+0.00066943i,-0.00055983-0.00022005i,-0.00057741-0.00047176i,7.9103e-05-0.00028767i,0.00043224+6.89e-05i,0.00014434+0.00039005i,-0.00012439-8.0337e-06i,-0.0003958-0.00027766i
-0.00024119+0.00055887i,-4.8685e-05-0.00063514i,0.0015337-0.00079152i,0.0017258-0.00061251i,0.00086565-0.00022775i,0.00062858+6.5196e-06i,0.00073937-0.00025537i,0.00016674+0.00069365i,-0.00048745+0.00075947i,5.9371e-06+0.00025919i,0.00046914+0.00031819i,1.5834e-05+0.00013959i,-0.00016641+0.00050314i,-0.00033473+0.00095575i,-0.00081726-1.5004e-05i,-0.0003578-0.00085526i,0.00022034-0.00038404i,2.1842e-05-0.00015887i,-0.00031041+0.00044556i,-0.00091463+0.0010941i,-0.00038614+0.0004993i,0.00036842-0.00023289i,-0.00014066-0.00053331i
-0.0007999+0.0002475i,-0.0011583+0.00080823i,-0.00076422+0.0011272i,-0.00072181+0.00045158i,0.00013203-0.0010338i,0.00087836-0.001046i,0.00078518-0.00039201i,0.00071237+9.0093e-05i,0.00076139+4.3509e-05i,0.0004839+6.3733e-05i,0.00031074+5.7041e-05i,-9.4333e-05-0.00011946i,0.00011954-0.00059919i,0.00055287+0.00026982i,-0.00019092+0.00065039i,-0.00041676-0.00070455i,0.00033362-0.00083244i,0.00064206-5.9057e-05i,0.00046153-0.00026353i,-0.00055071-0.00023803i,-0.0013392+3.4682e-07i,-0.00050704-0.00038088i,0.00055771-0.00054672i
-0.0013077+0.0019178i,0.00021554+0.0018123i,0.0014531+0.0020062i,0.0015418+0.001862i,0.0020903-0.00030458i,0.0020215-0.0018131i,0.00083724-0.0012903i,0.00036789-0.00038726i,-0.00015016+0.00071812i,1.4917e-05+0.00054954i,0.0010813-9.1028e-05i,0.0015474-0.00022058i,0.00071303-0.00084811i,0.00023175-0.00099883i,0.00019934-0.00043503i,0.0002843-1.4735e-05i,-2.9433e-05+0.00023479i,-0.00053783-5.2201e-05i,-0.00016714-0.00081638i,-0.00015105-0.00076349i,-0.00099893-0.00057703i,-0.00054266-0.0003749i,-0.00018934-0.00013367i
-0.0003748+0.00044864i,-0.00023759+0.00021569i,0.00033803-0.00086252i,-0.00024979-0.0019156i,-0.0014426-0.0013524i,-0.0019339-0.00033042i,-0.0013058+0.00064324i,-0.00056958+0.0013713i,-0.00016105+0.0010095i,1.0411e-05+0.00017154i,0.00024076+0.00036431i,-0.00011174+0.00050732i,-0.00094488-0.00021178i,-0.0012356-0.00026275i,-0.00069486+0.00036557i,-0.00058977+0.00054917i,0.00031215-0.00016304i,0.00084787-0.00044517i,0.00038743+4.9979e-05i,0.00050566+5.8313e-05i,-9.7809e-05-0.00082399i,-0.0010507-0.0012477i,-0.00058236-0.00038937i
-0.0013513+0.00094832i,-0.0013005+0.00081091i,-0.0010714+0.00017277i,-0.00041313+0.00022861i,-0.00023205-3.0799e-07i,-0.00011341-0.00075612i,-0.00046583-0.00066219i,-0.00080533+0.000208i,-0.00034849+0.00056682i,0.00010739+0.00035635i,0.0003536+3.6328e-05i,0.00034629-0.00046491i,-9.4105e-05-0.00041817i,-0.00058476-0.00033052i,-0.0010597-0.00044852i,-0.0011537-0.00015706i,-0.00081587+0.0004668i,-0.00026595+0.00051969i,0.00037037+0.00035536i,0.00067933-0.00038956i,-8.8273e-05-0.00061757i,9.4965e-05+0.00037803i,0.0004678+0.00013919i
-0.00088903+0.00038468i,-0.0014319-0.00032484i,0.00016645-0.0002242i,0.0013093+0.00030529i,0.0010303-0.00093474i,0.00038178-0.0013442i,-0.00020107-0.00037267i,-8.8069e-05+0.00087096i,0.00033132+0.0011927i,0.00056743+0.00011674i,0.0010285+0.00034314i,0.0007589+0.00079633i,-0.00037928-0.00010841i,-0.00047906-0.0012517i,0.00026034-0.00073742i,0.00076047+0.00020209i,0.00075728+0.00075623i,0.00015445+0.00042059i,0.00036003+3.9824e-05i,-0.00014974+0.00059936i,-0.00045071+0.00064898i,-0.00035995+0.00052403i,-0.00031122+0.00026156i
0.00073095-0.0013149i,0.00016954-0.00067565i,-0.00011001-0.0014429i,0.00034998-0.0023625i,0.00023582-0.0018316i,0.00044145-0.0009114i,0.00014207-0.00045384i,0.00011951+7.8142e-05i,0.00065969+0.00023996i,-0.00014314+1.6601e-06i,-0.00070253+0.00012702i,8.0129e-05+0.00029553i,0.00054079+0.00052734i,-0.00025345+0.00044509i,0.00012673+0.00058545i,0.0015467+0.00081i,0.00081604+0.00036728i,-0.00089943+0.00011407i,-0.00048838+0.00016546i,0.00028418-0.00024309i,0.0003616-0.00020529i,0.00023893+0.00056499i,0.00053955+0.00045632i
0.0021246+0.0007698i,0.0031546+5.9304e-05i,0.0031582-0.00038214i,0.00097683-0.00097925i,-0.0008906-0.0015562i,-0.00059611-0.00086723i,-0.00021091+0.00051435i,0.0004142+0.0013139i,0.001042+0.0010853i,6.538e-05+0.0002247i,-0.0004481-0.00033835i,-0.00031022-1.7399e-05i,-0.00097751+9.9591e-05i,-0.0010674-1.1809e-05i,-0.00021592+4.3273e-05i,-0.00026115-3.378e-05i,-0.00072924-0.00040493i,-0.00043706-0.0003038i,0.00030398-0.00018295i,0.00025364-0.00022248i,-0.00022461-0.00067917i,-9.6395e-05-0.00097334i,-0.00036876-0.00039401i
0.00048471-0.00038436i,0.00020519-0.0012585i,-0.00078292-0.002535i,-0.0010236-0.002242i,-0.00035674-0.00046761i,0.00018174+0.00014599i,0.0012129+0.00069123i,0.0021253+0.00059448i,0.0017571+0.00011038i,0.00092123-0.00097615i,0.00069678-0.0015444i,0.00041416-0.0005971i,0.00054415-1.1272e-05i,0.00066683-9.5411e-05i,0.00028451-6.4122e-06i,1.4615e-05+0.00034492i,7.0843e-05+0.00069257i,-0.00035616+0.00091823i,-0.00083667+0.0003515i,-0.00072335-0.00035172i,-0.00059096-0.00076848i,0.000376-0.00032319i,0.00034176+0.00097326i
-0.0015893-0.0014364i,-0.00073083-0.00089708i,-0.00057602-0.0001863i,-0.00087408+0.00013574i,0.00016536+0.00014255i,0.0010154-0.00019949i,0.00063026+7.7856e-05i,0.00030707+0.00025809i,4.3677e-05+0.00015306i,0.00013903+0.00021244i,0.0005494+1.1631e-05i,0.00012206-8.1075e-05i,1.2433e-06+0.00072096i,0.00019447+0.00087555i,0.00026762-0.00026085i,0.00073793-0.0006367i,0.00083186+0.00040504i,0.00023186+0.00034681i,-0.00010445-0.00050435i,0.00048369-0.000533i,0.00057912-0.00057328i,2.0913e-05+0.00014751i,-7.0721e-06+0.0006256i
-0.0013978+0.0020561i,-0.0021339+0.0024121i,-0.00088778+0.0016411i,0.0011565-0.00044508i,0.001755-0.0019943i,0.00097348-0.0021455i,0.00054463-0.0010256i,7.7212e-05+0.00011052i,0.00011822+0.0004211i,0.00051963-0.00012229i,7.0782e-05-5.279e-05i,-0.00028128+0.00018179i,-0.00083729-6.7226e-05i,-0.00074325-0.00029219i,-8.1836e-05-0.00052724i,-0.0004512-0.00064525i,-0.0008493-0.00034706i,-0.00062935-0.00043017i,-0.0005584-0.00083246i,-0.00054953-0.00022562i,-0.00060959+1.9887e-05i,-0.00035763-0.00044138i,0.00014569-0.00080689i
-0.00041544-0.00105i,-0.00078526-0.0011537i,-0.00029546-0.0021424i,0.00075304-0.0019619i,0.00068884-0.00063829i,-6.3241e-05-0.00016186i,-0.00072707+0.00026815i,-0.00044474+0.00073706i,0.00043489+0.00024234i,0.00091238-8.4394e-05i,0.00012504+6.272e-05i,-0.00033144-0.00022543i,0.00012089-0.00038685i,0.00041017-0.00025712i,0.00010809-0.00030349i,-0.00083033-0.00054037i,-0.0012547-3.6561e-05i,-0.00071769+0.00016344i,-0.00053155-0.00054864i,-0.00052062-9.2001e-05i,0.00012812+0.00054095i,0.00052983+0.00041926i,0.00092735+0.00016201i
0.001988-0.00022642i,0.0013117-0.00026767i,-0.00024626-0.00051173i,-0.0017715-0.0012019i,-0.0018989-0.0005219i,-0.00084633+0.00067785i,-0.00030573+0.00063049i,-1.8107e-05+0.00047271i,0.00098983+0.00074445i,0.00069504+0.00059176i,-0.00051119-0.000308i,-0.00034071-0.00039967i,0.0004276+0.00077245i,-2.6446e-05+0.0014361i,-0.00058399+0.0011875i,-0.00080185+0.00032072i,-0.00065494-0.00010561i,-0.00032918+0.00023983i,-0.00022463+0.00074886i,-0.00021237+0.00038552i,0.0002015-0.00030202i,0.00087411-7.929e-05i,0.0011643+0.00056092i
-0.00016272+0.0010448i,-0.00039174+0.00027912i,-0.00010012-0.0010423i,0.00021449-0.0012972i,0.00067559-0.0009483i,0.00036783-0.0011847i,-0.00066763-0.00084919i,-0.0013403-0.00044723i,-0.00046903-0.00012519i,0.0005926+0.00038557i,0.0010068-0.00013428i,0.00066946-0.00095792i,-6.221e-05-0.0012647i,1.3751e-05-0.0012843i,-0.00040066-0.00060218i,-0.00096067-0.00010198i,-0.00069201-0.0004106i,-0.00042945-0.00089154i,-0.00048837-0.00042504i,-0.00012436+7.3528e-05i,6.6453e-05-0.0003015i,-0.0004528-5.1433e-05i,-0.00014193+0.00024278i
8.7758e-05+0.0018096i,0.00085539+0.0025104i,0.0018574+0.0021076i,0.0017023-0.00010829i,0.00098827-0.000988i,-9.0438e-06-0.00068281i,-0.00045317-0.0001517i,-0.00060401-0.00015634i,-0.00082656-0.00082794i,-0.00067673-0.0012768i,-0.00017714-0.0011436i,-0.00041215-0.00082222i,-0.00088812-0.0004869i,-0.00044392+0.00021138i,-0.00024647+0.00069356i,-0.00018012+0.00019559i,-0.00047396-0.00012538i,-0.00066266-0.00027594i,-0.00021769-0.00038902i,-7.5339e-05-5.5422e-05i,9.5408e-05+0.00011435i,0.00060949-5.5805e-05i,0.00099903-8.5873e-05i
-0.00010317+0.0004604i,-0.00076936+0.00056292i,-0.00094717+0.00023581i,-0.00098345-6.4391e-05i,-0.0003268-0.00029194i,0.00025882-0.00044164i,0.00032018-0.00021672i,0.00028231+0.00021558i,0.0005221+0.00035984i,0.00057683+0.00043346i,0.00056652+0.00038756i,0.00020868+0.00025981i,-0.00018232+0.00034238i,-0.00056382+0.00086728i,-0.00060772+0.0012075i,0.00011076+0.00073531i,0.00013067+9.2113e-05i,-0.00033137-0.00015956i,-0.00050518+0.00048103i,-1.654e-05+0.0011286i,-0.00025145+0.0011005i,-0.00068781+0.00020873i,-0.00026834-0.00072027i
-7.7276e-06-0.0011906i,0.00046122-0.0018419i,0.00051907-0.0011041i,0.00022338-0.0013003i,-3.3945e-05-0.001482i,-0.00029736-0.00083623i,-0.00033111-0.0007933i,-0.00011703-0.00023474i,4.7939e-05+0.00028855i,0.00019766-0.00035752i,1.1721e-05-0.00051136i,9.0846e-05-0.00046906i,-7.4252e-05-0.00032299i,-0.00043695-0.00021601i,0.00026297+5.1916e-05i,0.00054938+0.00033908i,0.00018083+0.00044163i,-8.0236e-05-0.00011854i,0.00024146-0.00021079i,0.00079355+6.6678e-05i,0.00022479-0.0004135i,-0.00028735-0.00052715i,-0.00032656-0.0002652i
-0.0002876-0.0021924i,-0.00074376-0.0022198i,-0.00013952-0.0019262i,-0.00045582-0.0015124i,-0.00065473-0.0018961i,-0.00013493-0.0015632i,-0.00045659-0.00022703i,-0.00056141+6.254e-05i,0.0003015+6.9747e-05i,9.0234e-05+0.00011518i,-0.00070202+5.0946e-05i,-0.00094478+0.0004319i,-0.00085673+0.00020212i,0.00022231-0.0002262i,0.00064128-0.00023406i,0.00027817-0.0002778i,0.0006894+0.00015906i,-0.00027067-6.5424e-05i,-0.0012217-0.00029857i,-0.00032158-0.00037093i,0.00018439-0.00024529i,0.00010967-0.00023891i,0.00014573-0.00053936i
0.0012522-0.0016445i,0.0018737-0.0011848i,0.0005417-0.0010924i,-5.9997e-05-0.0011991i,0.00023227-0.00031807i,0.00031236-1.8829e-05i,0.00018919-0.00057899i,0.00044259-8.5099e-05i,0.00035424+0.00036017i,2.6659e-05+0.00049357i,-0.0003664-8.0077e-05i,-0.00064674-0.00027932i,-0.00019259+0.00015577i,0.00049387+0.00063202i,0.00082526+0.0011024i,0.0007979+0.0011732i,0.0001328+0.00069257i,-0.00065312+0.00026093i,-0.00016296-0.00020458i,0.00073708-0.00047772i,0.0011373-0.00089606i,0.00072266-3.3833e-05i,-0.00043957+0.00074643i
0.00062271+0.00065836i,-0.0001159+0.00061814i,0.00059609-0.00046417i,0.00021778-0.0020935i,-0.00051374-0.0020077i,-0.00010389-0.000874i,0.0004348-0.00050892i,0.00078205-8.155e-06i,0.00023627+0.00023771i,-0.00088709-0.00035569i,-0.0014874-0.0010699i,-0.00090615-0.00068539i,-0.00044912+0.00011267i,3.2562e-05-0.00027169i,-0.00066754-3.351e-05i,-0.001084+0.00091105i,-0.00043869+0.0008587i,-0.00048357+0.00088508i,1.0291e-05+0.0010054i,0.00013142+0.00018584i,-0.00034915+0.00030585i,-7.1491e-05+0.00067488i,0.00026271+0.00049503i
-8.6787e-05+0.0014757i,0.0010284+0.00076512i,0.00053016+0.0003914i,0.00041393-0.00020362i,0.00072739-0.0011741i,0.00038259-0.0013511i,-0.00022818-0.00052321i,9.3629e-05-0.00045532i,0.0011213+5.6503e-05i,0.00077401+0.00052291i,0.00021977-0.00061466i,2.0462e-05-0.00073068i,-0.00060226-8.3094e-05i,-0.00076795+0.00017608i,-0.00017647+9.4264e-05i,-0.00016183-8.6066e-06i,-0.00022446+0.00026446i,3.563e-05+0.00084358i,0.00046263+0.001377i,0.00026491+0.00085687i,0.00019225+0.00014029i,0.00030239+0.00020219i,-0.00014747-0.00066926i
-0.0014276+0.0015616i,-0.00070326+0.00020317i,0.00014657-0.00022072i,-8.8339e-05-0.00024093i,-0.00046518-0.00060477i,-0.00067275-0.00098568i,0.00015167-0.00065868i,0.00083029+9.6976e-05i,0.00056623-0.00030078i,0.00069141-0.00064311i,0.0010281-0.00049194i,0.00084402-0.00049246i,0.00011206-0.00051251i,4.3404e-05-0.00034582i,0.0003544-0.00074532i,0.00045335-0.00085167i,0.00042715-0.00036194i,0.00084269-0.00010081i,0.00080265+0.00015445i,0.0002061+8.4182e-05i,0.00028172-0.00020008i,0.00038887+0.0004037i,0.0003543+0.00068863i
0.00028428+0.00034771i,0.00021793+0.00017745i,-8.4672e-05+0.00021417i,0.00032238-0.00028595i,0.0012072-0.00038271i,0.0016976-0.00096456i,0.0010742-0.0018509i,0.00035808-0.0012958i,-0.00026898-0.0010793i,-0.00014735-0.0010464i,0.00072908-0.00040779i,1.8796e-05-0.00035992i,-0.00048255-3.6289e-06i,-0.00033905+0.00062144i,-8.3819e-05+0.0010254i,0.00051123+0.00062576i,8.0017e-05+0.0003114i,4.8541e-05+0.00077761i,0.00031685+0.00033898i,-0.00039872-0.0007532i,-0.00094105-0.00093816i,-0.00038145-0.00043841i,0.00019626-0.00047972i
-0.0010151-0.0010972i,-0.0010247-0.00059023i,-0.0014072+0.00019909i,-0.00043997+0.0001995i,0.0011717-0.00011803i,0.0011019+0.00016059i,7.0868e-05+0.00082934i,-0.00016524+0.0012543i,0.00020617+0.0012026i,0.00099469+0.0013007i,0.0013298+0.0011617i,0.00043274+0.00016475i,-0.00059461-0.00028398i,-0.00032011-0.00032318i,-6.5568e-05-0.00078878i,-0.00028588-0.00025921i,-0.00083125+0.00053718i,-0.0013873+0.0006152i,-0.0012178+1.2228e-05i,-0.00063357-0.00011765i,-3.3162e-05+0.00035109i,0.00093613+0.00044259i,6.1914e-05+0.00095968i
0.00037321+0.00060779i,0.00194+0.00066645i,0.0021033+0.00042255i,0.0010925-0.00014122i,0.00082282-0.00043227i,0.00088207-0.0011819i,5.2426e-05-0.0010292i,-0.00048362-0.00046326i,0.00031221-0.0005495i,0.0010652-0.0011422i,0.00058064-0.0011841i,4.7858e-06-0.00078951i,-0.0004819-0.00088892i,-0.0011619-0.00069692i,-0.0011402-8.0624e-05i,-0.00087456+4.2382e-05i,0.00010224-0.00047223i,0.00053671-0.00065809i,0.00015072-0.00023794i,-4.3218e-05-6.8119e-05i,-0.00011974-0.0002418i,-7.951e-05-0.0002221i,-0.00016608-5.2904e-05i
-6.3722e-05+0.00032046i,0.001065-0.00039726i,0.0013257-0.0011781i,0.00065719-0.0012456i,0.00060354-0.00098565i,0.00037448+0.00021668i,6.3261e-05+0.00060904i,0.00054094+6.5079e-05i,0.0014774-0.00014102i,0.00086684-0.00066738i,-0.00016232-0.00060413i,-0.00033721-3.93e-05i,-0.00056079+0.00028207i,-0.00094777+0.00011155i,-0.00074345+0.00041336i,-0.00092679+0.0010795i,-0.00084123+0.0006957i,-0.00040561+0.00069272i,-0.00044741+0.00035615i,-0.00048777-0.00037028i,-0.00028041-0.00015501i,-0.00024574+0.00082852i,-0.00022256+0.0010547i
0.00060006-0.00050955i,0.00034364-0.0012886i,-0.00040857-0.0010237i,-0.00068723-0.0012296i,-0.00014613-0.0018022i,3.9479e-05-0.0011893i,-2.628e-05-8.9364e-05i,-3.5273e-05+0.00031347i,0.00051047+0.00029727i,0.00092658+0.00030992i,0.0008796+0.0001488i,0.00059864+0.0001174i,-8.1178e-05+0.00057137i,-0.00064706+0.00077908i,-0.00038453+0.00079147i,0.00034158+0.0008724i,0.00042214+0.00084783i,-0.00052554+0.00066557i,-0.00082845+0.00010145i,-9.5845e-05-8.9143e-05i,0.00013717-0.00014785i,0.00028861-0.00045279i,0.00012467-0.00021582i
0.001262+0.000202i,0.0017493-0.0012362i,0.0015117-0.0014171i,0.0003881-0.0015013i,-0.00041628-0.0011471i,-0.00013505+0.00033346i,0.0004477+0.00042727i,7.9206e-05-9.0029e-05i,-0.0002242+0.00045186i,-9.6413e-05+0.00062522i,0.00018777+3.5535e-05i,0.00067909-0.00064274i,0.00076258-0.00063104i,0.00031196-4.8422e-05i,-0.00085796+0.00054375i,-0.00058601+0.00017373i,0.00033572+0.00010854i,0.00044793+0.00031528i,0.00039125+7.106e-05i,-0.00025041-0.0002978i,-0.00055289-0.00023792i,-0.0008045+0.00011331i,-0.00070354-0.00031394i
0.00093937+0.00088214i,0.00064637-0.00030124i,0.0017455-0.0010742i,0.0018494-0.0017922i,0.00099151-0.0019332i,-7.1708e-05-0.0010637i,-0.00083924-0.00042991i,-0.00053652-0.00073162i,-0.00023036-0.00088426i,-0.0001927-0.00055717i,-8.2477e-05-0.0004932i,-0.00071908-0.00045792i,-0.001805-0.00046265i,-0.0013081-0.00027262i,5.786e-05-8.1024e-05i,0.00045228+0.0004549i,0.00080831+0.00073842i,0.0010414+0.00033263i,0.00026289+0.00023612i,-0.00021624+0.00048439i,-0.00038952+0.00042996i,-8.9941e-05+0.00038815i,-0.00015102+0.0006556i
0.00059014-0.0015763i,-0.0012066-0.0013281i,-0.0014438-0.0004639i,-0.00026409+0.00017138i,-3.0629e-05+0.00013074i,-7.3686e-05-0.00047326i,-9.6227e-05+0.00042727i,-6.4567e-05+0.0013134i,0.00034996+0.001327i,0.00037665+0.00057303i,9.2771e-05+0.00014576i,2.4265e-05+5.4185e-05i,-3.3881e-05+6.1467e-05i,0.00041613+0.0003585i,0.00077316+0.00022445i,0.00051785+2.9117e-05i,0.00051772-0.00024046i,0.00031924-0.00019035i,-0.00054981-0.00026236i,-0.00024583-0.00061529i,0.00027158+0.00027112i,-0.00027594+0.00043396i,-0.00023923+0.00036134i
-0.00054092-0.00060482i,7.013e-05-0.0001204i,0.00032798-0.00020506i,0.00031134-0.00020799i,0.000501+0.0005516i,0.0010088+0.00086574i,0.00081304+0.00034099i,0.000725-9.4346e-05i,0.0010478-0.00011669i,0.0013582-0.00049552i,0.00075599-0.00019344i,-0.00038243+9.8351e-05i,-0.00086733-0.00014032i,-0.00042099-1.203e-05i,0.00069946-0.0001467i,0.0011454-0.00041866i,0.00088403+0.00022428i,0.00031209+0.00041894i,3.9735e-05-7.0863e-05i,9.6454e-05-0.00047521i,0.00033622-0.00048759i,0.00041534-0.00060563i,0.0006688-0.00079416i
0.0008246+0.00069395i,4.0213e-05+6.9755e-05i,-0.00070949-0.00027274i,-9.9318e-05-0.00040494i,0.0001532+7.8427e-06i,-0.00022245+0.00016981i,-0.00018372+0.00071583i,-0.00060716+0.0011267i,-0.00067867+0.00041636i,-0.00033781-0.00018365i,-4.2846e-06+0.00019614i,0.00056358+9.6633e-05i,0.00073249-0.00031786i,-0.00038096+7.5935e-05i,-0.00045582+0.0003496i,0.00033456+0.00049395i,0.00017697+0.00057057i,-2.0153e-05+0.0011643i,-0.00013214+0.0011642i,0.00012166-3.3708e-05i,0.00067197-0.00060633i,0.00030617-3.8257e-05i,0.0003882+0.00078958i
-0.00023712+0.00011415i,0.00081725+0.00040754i,0.00094499+0.0010261i,0.00048684+0.0013422i,0.00024579+0.00085356i,0.00064961+2.2428e-06i,0.00047124-9.3159e-06i,-4.8258e-05+0.00027361i,-0.00062953-0.00048282i,-0.00055196-0.00049483i,-0.0002817+4.662e-05i,2.6048e-05-0.00019293i,-0.000502-0.00014377i,-0.0009736+0.00027487i,-0.00026033+6.7437e-05i,0.00010165-0.00055539i,0.00020525-0.0006057i,0.00034197+0.00022748i,0.00014167-0.00012839i,0.00014772-0.0010175i,0.00052422-0.0011363i,0.00031598-0.00097634i,-0.00029686-0.0010622i
-0.00051236+0.00039293i,-0.0011318+0.0002665i,-0.00043835-8.6386e-05i,-0.00011398-0.00073245i,-0.00088077-0.0011859i,-0.0013863-0.0010261i,-0.00039472+0.00031255i,0.00059505+0.00049732i,0.0010299-0.00062413i,0.00073453-0.00094555i,0.001001-0.0011887i,0.00061191-0.00097633i,-0.00030255-0.00012986i,-0.00075308+0.00037975i,-0.0012524+0.00043111i,-0.0012835+0.00059456i,-0.00027623+4.7905e-05i,0.00058105-0.00061521i,0.00063591-0.00054124i,9.1028e-05-0.00037446i,-9.4184e-05-8.7258e-05i,0.00057586+0.0002042i,0.0011401+0.00013193i
0.00072049-0.00024231i,0.0007894-0.00086952i,0.0012313-6.971e-05i,0.00080767-4.5065e-06i,-0.00013986-0.00071818i,0.00010101-0.0007974i,-7.4723e-05-0.00021027i,-0.00082549-5.2309e-05i,-0.00076764-0.00072946i,-0.0010659-0.00091624i,-0.00084296-0.00070644i,0.00012118-0.0004936i,0.00039755-0.00039618i,0.00071958-0.00050446i,0.0010397+8.0827e-05i,0.0012781+0.00080042i,0.0011556+0.00070096i,0.00075407-5.8136e-05i,0.00087971-3.7083e-05i,0.00058688-7.9759e-05i,0.00018434-0.00057947i,0.00077699-0.00077251i,0.00085795-0.00081717i
-0.0013115-0.0012602i,-0.0014227-0.0011881i,-0.0018816-0.00085377i,-0.0015218-0.00089714i,-0.00054001-0.00073891i,-4.3563e-05-8.3801e-05i,0.00062982+0.001113i,0.00078798+0.00058379i,3.579e-05+0.00021926i,5.5045e-05+0.00072967i,0.00033895+0.00076892i,0.00047259+0.00096254i,0.0006734+0.0002933i,0.0009331-7.8518e-05i,0.00032678+0.00075783i,-0.00010299+0.00061958i,0.0001597+6.0847e-05i,-0.0001065+0.00043156i,-0.00076913+0.00060683i,-0.00032542-0.00012151i,0.0006731-0.00032817i,0.00013832-0.00028581i,-0.00059439-0.00091193i
-0.00054619-0.00093964i,-0.00087102-0.00021353i,-0.00058498+0.00029023i,0.00025234+5.3301e-05i,0.00073604-0.00036891i,0.00046397-0.00060836i,0.00038475-0.00035511i,0.00043786+0.00023235i,-0.0001804+0.00054279i,-0.0009095+0.0012748i,-0.00049092+0.00089084i,0.00038956-0.00015067i,0.0001858-0.00022795i,0.0005405+1.1799e-05i,0.00060039+0.00033711i,-0.00014623+0.00032538i,-0.0007029-8.9485e-06i,-0.00021157-6.1573e-05i,-0.0003721-1.1343e-05i,-0.0010226-0.00047648i,-0.00038141-0.00078149i,0.00052432-0.00066828i,0.00077279-0.00012899i
0.0012058+0.0004414i,0.00099757-7.2025e-05i,-4.2913e-05-0.00028307i,-0.00088313-0.0010853i,-0.00066887-0.0016881i,-0.00045695-0.00064854i,2.4592e-05-0.00032002i,0.00035796+3.9946e-05i,-7.671e-06+0.00085136i,-0.00012733+0.00066098i,-0.00021371+8.2797e-05i,-0.00055242+0.00039639i,-0.00036588+0.00081995i,-0.00048237+0.0006838i,-0.00041429-0.00017699i,-8.8653e-05-0.00027312i,0.00025366+0.00024399i,0.00026572+0.00022797i,-0.0002744-0.00025248i,-0.00024674-0.00038258i,0.00053375-0.00040559i,0.00049251-0.00062041i,-0.000527-0.00083511i
-0.00095697+0.00072053i,-0.0011771-4.7755e-05i,-0.00053313-0.00022835i,0.00043906-0.00021795i,0.00085862-0.00044008i,0.00055034-0.0011265i,0.00074235-0.0010488i,0.0012659-0.00023891i,0.0010233-0.00027618i,4.3885e-05-0.0010674i,0.00020837-0.0012909i,-3.1194e-05-0.0012543i,-0.00060747-0.00082257i,-0.00029215-7.697e-05i,0.00053455+0.00020945i,0.0010251-0.00025409i,0.00061752-8.7163e-05i,0.00027315+0.00036618i,0.00035058-5.3699e-05i,-0.0002237-0.00034999i,-0.00088878-0.00061804i,-0.00031867-0.00018502i,0.00039635+0.00048194i
-0.00024593-0.0015329i,-0.0011748-0.001329i,-0.0012961-0.0013534i,-0.00068783-0.001315i,-0.00033961-0.00084832i,0.00010256-0.00026465i,0.00072023+0.00030855i,0.00058871+9.4257e-06i,0.00040933-0.00049349i,0.0002139-0.00034246i,-0.00014491-0.00022016i,0.00041092-0.00036508i,0.00096962-0.00014927i,0.00035676+0.00021409i,0.0003904+0.00010762i,0.00010217+0.00024045i,-0.00049374+0.0003298i,-0.00028687+0.00036119i,0.00020522+0.00052456i,0.0006057+0.00074298i,0.00067596+0.0010918i,0.0010636+0.00064846i,0.00075269+0.00064686i
-0.00065449-0.0002i,-0.00063245-0.00087896i,0.00060526-0.0010714i,0.0013184-0.0013426i,0.00069207-0.0016529i,-0.00023797-0.00022353i,-0.00033767+0.00079889i,0.00074913+0.00041969i,0.00079435+0.00039053i,0.00036149-3.0163e-05i,0.00050544-0.00027461i,0.00020608-7.0361e-05i,-0.0002653+0.00031716i,-0.00041015+0.00057221i,-0.0002799+8.818e-05i,-8.0052e-06-0.0001612i,0.00039419-0.00057185i,0.00087072-0.00080526i,0.00072731-0.00025627i,0.00060968+0.0005852i,0.00104+0.00090095i,0.0010984+0.00051925i,0.00097829-0.00010092i
