-0.0015099+8.274e-05i,-0.0018841+0.0014803i,-0.0022211+0.0030932i,-0.0017461+0.002808i,-0.0013107+0.0014123i,-0.001011+0.0014343i,-0.00068229+0.0019353i,-0.00045218+0.0011806i,-0.00014772+0.0007517i,0.00022232+0.00048921i,0.00046666-0.00037919i,0.0005182-0.00084546i,0.00028402-0.00074212i,-0.00021675-6.674e-05i,-0.00076786+0.00059441i,-0.0015337+0.00015595i,-0.0017255-0.00034892i,-0.0014026-0.0010093i,-0.00062271-0.0011525i,-0.00043187-0.00032992i,-0.00020381-0.00033956i,0.00079718-0.0006445i,0.00089066+3.2113e-05i
-0.0011531-0.0014297i,-0.00069178-0.00066936i,-0.00082553-0.00016854i,-0.0017902+0.0010223i,-0.0016036+0.0017812i,-0.00014843+0.0013064i,-0.00040284-0.00032219i,-0.0010675-0.0013087i,-0.0012153-0.0010822i,-0.0015368+4.3131e-05i,-0.0014181+0.00090811i,-0.0011367+0.0014712i,-0.0012701+0.001791i,-0.00095727+0.00084451i,-5.4021e-05-0.00010338i,0.0012286-0.00085578i,0.0019191-0.0013004i,0.00080123-0.00061486i,0.00032266+9.3994e-05i,0.0012391+0.00034977i,0.0012707+0.00014412i,0.00011179-0.00054443i,-0.00075149-0.00062551i
-0.00071864+0.00014353i,-0.0012925+0.00098135i,-0.0011734+0.00090425i,-0.0010549+0.00080486i,-0.00070656+0.00053712i,-0.00050345+0.00083894i,-1.9378e-05+0.00048274i,2.3605e-05-0.00057029i,-0.00080946-0.0008988i,-0.0011277-0.0012403i,-0.00047397-0.0016687i,1.0016e-06-0.0013542i,0.00025613-0.0010769i,0.00050646-0.0011933i,0.00047405-0.00055705i,0.00060944-0.00021507i,0.000459-0.00027128i,0.00027704-0.00080129i,0.00040527-0.0013351i,-8.945e-05-0.0007079i,-0.00038247-0.00033862i,-0.00015168-0.00041191i,7.0439e-05-0.00040885i
-0.00035878+0.00077383i,-0.00021192-0.00023855i,-0.00038973-0.00021387i,0.00011494-0.00031046i,0.0010706-5.7977e-05i,0.00058748+0.00036804i,-0.00033233+0.00036451i,-0.00020344-7.9746e-05i,-1.8831e-05-0.00013727i,-0.0006604+0.00010339i,-0.00065012-0.00015772i,-0.00061816+0.00016699i,-0.00086158+0.00070026i,-0.00095595-1.9803e-06i,-0.00091841-0.00054811i,-0.001041-0.0001491i,-0.0010384+0.00030482i,-0.00073156+0.00043504i,2.7206e-05-0.00057723i,0.00052171-0.0014065i,0.0005253-0.001199i,0.00065212-0.00052505i,4.2711e-05+0.00012509i
-0.0007032+9.3362e-05i,-0.00048472+0.0010657i,6.459e-05+0.0012061i,-0.00011253+0.00080973i,-0.00042675+0.00084862i,-0.00021163+0.00010044i,-0.0006353-0.00083294i,-0.0011391-0.00038454i,-0.0018502+0.00015949i,-0.002544-0.0005217i,-0.0023521-0.0016921i,-0.0017899-0.0014629i,-0.0014725-0.00018188i,-0.0013002+0.00034541i,-0.00085878+0.00050067i,-0.00038661+0.0006628i,-0.00018673+0.00022275i,0.00024999-7.7012e-05i,0.0013394+0.001087i,0.0013926+0.0016575i,0.00070232+0.00071991i,-0.00021967+0.00029247i,-0.00014028+0.00043355i
-0.00094255-0.0016636i,-0.0023737-0.001812i,-0.0029378-0.001192i,-0.0020355+0.00011029i,-0.0017294+0.00091191i,-0.0012063+0.00054468i,-0.0006372-0.00068831i,-0.00030112-0.0013103i,-0.00022984-0.0012379i,-0.00039247-0.0015586i,0.00013906-0.0020003i,0.0014382-0.0019245i,0.0024125-0.0016818i,0.0013292-0.0011508i,5.031e-05-0.00043271i,0.00042196-0.00099983i,0.00031198-0.0016207i,-8.2037e-05-0.0016105i,0.00055332-0.001363i,0.0015701-0.00024109i,0.0020064+0.00014925i,0.0010801-0.00075288i,-8.9864e-06-0.00051703i
-0.0023485+0.0012904i,-0.001636+0.0018831i,-0.001324+0.0016427i,-0.00040545+0.0012866i,0.00070744+0.0015781i,0.00061633+0.0017119i,-0.00018919+0.0019647i,-0.00069917+0.0015774i,-0.00065579+0.00080453i,1.8451e-06+0.000574i,0.00018853+0.00086947i,-0.00031345+0.0015293i,-0.0008998+0.0012196i,-0.0014693+0.0003585i,-0.0010947-0.00015525i,0.00015463-9.6665e-05i,0.00029371+0.00016716i,-0.0010546-7.8709e-05i,-0.00053601-0.00038839i,0.00075326-1.0573e-05i,0.00012283+0.00028629i,-0.00042385+0.00020489i,7.1684e-05-0.00018351i
-0.00083844-0.0019006i,-0.00029421+5.1227e-05i,-0.00072066+0.00026247i,-0.0015746+0.0001496i,-0.00194+0.00098709i,-0.001859+0.0024498i,-0.00158+0.0019081i,-0.0012186+0.00010222i,-0.001189-0.0010261i,-0.0018407-0.0011679i,-0.002278-0.00049804i,-0.0015405+0.0005229i,-0.00039246+0.00085061i,0.00012776-0.00016256i,0.00030172+6.527e-05i,0.00072409+0.00016986i,0.00032303-0.00018107i,3.2395e-05+7.7449e-05i,0.00035478+0.00048124i,-6.8619e-05+0.0004215i,-7.5488e-05+0.00063607i,-0.00026369+0.00039939i,-0.00081748-0.00012576i
-0.0022993+0.0023162i,-0.0014609+0.002255i,-0.00086036+0.0026342i,0.00060365+0.0024486i,0.0023228+0.0013296i,0.001469+9.7449e-05i,-0.00061363-1.2963e-05i,-0.0010574+0.00038091i,-0.00084884+0.00061004i,0.00018835-6.1291e-05i,0.0010434-0.0012291i,0.00045901-0.0012579i,-0.00079209-0.0014091i,-0.001368-0.0017977i,-0.0011601-0.0014562i,-0.00088493-0.001146i,-0.0002814-0.001495i,-0.00012367-0.001895i,0.00058955-0.0013658i,0.0015053-0.00050701i,0.0013394-0.00041223i,0.0011806-0.0005294i,0.00083912-0.00026096i
0.000467-0.0026846i,0.00021415-0.0033001i,-0.00059319-0.0040132i,-0.001538-0.0033196i,-0.0029797-0.0025054i,-0.0027621-0.0016809i,-0.0018093-0.00075292i,-0.00083506-0.00038674i,-0.00083726-0.00042127i,-0.0011809-0.00040779i,-0.00074844+0.00072441i,-0.0004387+0.0015325i,-0.0014156+0.00050672i,-0.0016289-0.00055029i,-0.0010875-0.0011834i,-0.0007429-0.00066393i,-0.00014247+0.00045458i,-0.00022776+0.00062677i,-0.00034842+0.00044772i,-0.00056319+0.00081871i,-0.00089092+0.00079101i,-0.00041747+0.00073621i,-0.00018781+0.0009394i
-0.0017572-0.00017885i,-0.0029787-3.754e-05i,-0.0032065+0.0001216i,-0.001947+0.00054781i,-0.00078221+0.0013012i,-0.00086364+0.0014978i,-0.00077697+0.0011132i,-0.0014248+0.001106i,-0.0016578+0.0006934i,-0.00078781-0.00046959i,1.0151e-05-0.00032145i,0.00049339-0.00019724i,0.00045528-0.0011627i,8.2877e-05-0.0014716i,-0.00024873-0.00053935i,-0.00037899-6.3915e-05i,-0.00046331-0.00052837i,-0.00022765-0.00020859i,0.00020436-0.00012488i,0.00050543-0.00032278i,0.00054229-0.00011602i,0.00078637-0.00080636i,0.00098624-0.00087567i
0.0026057+0.00081123i,0.0020955+0.00080268i,0.0016423+0.0013038i,0.00076948+0.00058687i,-0.00015348-0.00062434i,-0.00054127+6.7182e-05i,-0.0013781+0.00078866i,-0.0021113-0.00019015i,-0.0011611-0.00079484i,0.00011833-0.00066763i,0.00095487+6.7137e-06i,0.0019461+0.000679i,0.0018284+0.00055554i,0.00035052-0.00026782i,-0.0006601-0.0014444i,-0.0007674-0.0016489i,-0.00012516-0.0013619i,0.00045902-0.0010231i,0.00024836-0.00019575i,0.00035394+2.532e-05i,0.00048051-0.0007553i,0.00046157-0.00036888i,0.00077394+0.00041995i
0.00072911+0.0013714i,6.9649e-05-0.00086718i,-0.00034704-0.0014765i,9.417e-05-0.0011206i,-0.00057194-0.00011852i,-0.00078645+0.0009899i,-0.00097165+0.0012788i,-0.0013462+0.001088i,-0.0010203+8.475e-05i,-0.00098172+0.00015344i,-0.0016663+0.0010321i,-0.0022094+0.0010477i,-0.0025968+0.00037115i,-0.0016085+0.00091817i,5.3732e-05+0.0012527i,0.00063644+9.2288e-05i,-6.3407e-05-0.00016746i,-0.00062063+0.00069708i,-0.00052131+0.0013301i,-0.0003151+0.0012966i,4.3168e-05+0.00054798i,-0.00024608-0.00061304i,-0.00085821-0.00039266i
0.00092973-0.00011867i,0.0011124-2.8285e-05i,0.001715-0.00037502i,0.00090141-0.00098807i,0.00083884-0.0014585i,-7.2798e-05-0.0010634i,-0.0010449+0.00015833i,-0.00095633+0.00062363i,-0.00052256-0.00071454i,-0.0011127-0.0014128i,-0.0020332-0.0015115i,-0.0023328-0.0019892i,-0.0014148-0.0022273i,-0.00035294-0.001303i,0.00029898-0.00023749i,0.0009112-0.00053104i,0.00094222-0.00049646i,0.0011885-0.00019652i,0.0017024-0.00039898i,0.0011032-0.00030451i,0.00040991-0.00041898i,0.00029431-0.00014101i,-0.00021357+0.00025962i
-0.00083155+0.00013137i,-0.0014837+0.00088062i,-0.001986+0.0012604i,-0.0015149+0.00025545i,0.00021425-0.00013743i,0.00012941-9.3862e-05i,-5.247e-05-0.00014859i,0.00045935-0.00063141i,0.00038712-0.0013403i,-5.1548e-05-0.0010101i,-0.00023288-0.00070451i,-0.00013218-0.00073445i,-0.0002981-0.00060797i,-0.00067181-0.0010901i,-0.00041975-0.0010927i,-0.00027414-0.00011615i,-0.00033045-5.4452e-06i,0.00044077-0.0003451i,0.0013995-0.00048423i,0.0011194-0.00093038i,0.00016092-0.001608i,-0.00026445-0.0013673i,-0.00069337-0.00011691i
-0.0017407+0.00015252i,-0.0023692+0.0013327i,-0.0013505+0.0018207i,-0.00054097+0.0013292i,-0.00023491+0.00019451i,0.00046538-0.00056422i,0.00050047-0.00022146i,-0.00075158+0.00067758i,-0.0020726+0.00028296i,-0.0019329-0.00022448i,-0.00069885-0.00039802i,-0.00027646-0.00053711i,-0.0008246-0.00037576i,-0.0018116-0.00061227i,-0.0019127-0.00074665i,-0.00096441-0.0001248i,-0.00068092-0.00011171i,-0.00088614-0.00040922i,-0.00067503-0.0008797i,-0.00032218-0.00098098i,-0.00037782-0.00099054i,-0.00050498-0.00045363i,-0.00010434-0.00017507i
-1.5437e-05-0.00073712i,0.00051078-0.00095117i,0.00032523-0.0002771i,0.0002358-1.0412e-06i,0.00023851+0.00011691i,-0.00087238+0.00032298i,-0.0014075+3.5869e-05i,-0.00099771-0.00034961i,-0.00088452-0.00018574i,-0.00087982-0.00027439i,-0.00053186-0.00077589i,0.00071526-0.0011393i,0.0018113-0.00087512i,0.0018333-0.00052222i,0.0013005-0.00054662i,0.00086594-0.00082292i,0.0010342-0.0004337i,0.0005047-0.00010461i,0.0001233-0.0010639i,-0.00047856-0.00076598i,-0.00098705-9.7882e-05i,-0.00037181+0.00052986i,-2.3702e-05+0.00014662i
0.0011958+0.00077511i,-0.00013614+0.001238i,-0.00064689+0.0018067i,-5.008e-05+0.0018064i,0.00060117+0.0010121i,-0.00013599+0.00026884i,-0.0012108+9.6778e-05i,-0.0013624+0.00023247i,-0.00081117-0.00048344i,-0.00044453-0.0010455i,-0.00045193-0.00032367i,-0.00086161+0.00056493i,-0.0011061-0.0002837i,-0.00079153-0.0012005i,-0.00095017-0.0015004i,-0.0007238-0.0010696i,-0.00015867-0.0011004i,0.00021665-0.0016107i,0.00081326-0.00095343i,0.00064051+0.00011016i,5.5588e-05-5.0529e-05i,0.00010577-0.00075056i,0.00045473-0.0012726i
-0.0020907+0.00025579i,-0.0015214+0.00073143i,-0.00030385+7.8939e-05i,0.00072806-0.0008639i,0.00067497-0.00056146i,0.00029981+0.00023242i,-0.00050674+0.00024302i,-0.0012534+0.00039173i,-0.0011066+0.00039808i,-0.0012196+0.00050764i,-0.001766+0.00019764i,-0.00179-0.00073679i,-0.0013852-0.0011175i,-0.00088879-0.00086613i,-0.00035768-0.00063086i,-0.00041681-0.00024432i,-0.00066978+5.2514e-05i,-0.00083575-0.00014871i,-0.00041067+9.6919e-06i,-4.1188e-06+0.00033264i,0.00011135-0.0002755i,0.00010805-0.00083124i,-0.00015058-0.0009228i
0.00049759-0.00078123i,-0.0005784-0.00016834i,-0.00074833+0.00015911i,-0.00093737+0.00031369i,-0.0015225-0.00032231i,-0.0016492-0.00087649i,-0.0016577-0.00021308i,-0.0012418-0.00042139i,-0.0010301-0.001589i,-0.0006747-0.0023126i,2.6786e-05-0.0020218i,0.00089409-0.0021018i,0.0011306-0.0018884i,0.0014778-0.0013138i,0.0012208-0.00082034i,0.00086344-0.00017462i,0.00097086-0.00021274i,0.0010833-0.00019413i,0.00091047+6.5388e-05i,0.00069143+0.00026027i,0.00038628+0.00017665i,3.3636e-05-0.00071079i,-0.00013948-0.00073074i
0.00020767+0.00037129i,9.0622e-05-0.00058931i,-0.00012113-0.00095427i,-0.00054933-0.00064565i,-0.0012137-0.00028809i,-0.0007772+6.3799e-05i,-0.00055007-0.00014916i,-0.00074306+0.00029089i,-0.00065799+0.00064979i,-0.00042041+0.00012286i,-0.00011026-0.00014797i,-0.00020434-0.0005803i,-0.00056054-0.0013444i,-0.00094639-0.00091868i,-0.0010638-0.00032371i,-0.00075799-0.00055978i,-0.00027883-0.00061003i,-0.00027854-0.00024272i,0.00041228-0.00058576i,0.0013026-0.00076925i,0.00039814-0.00063579i,-9.1661e-05-0.00094047i,-0.00059544-0.00069691i
0.00087894+0.00021038i,0.00035631+0.0006534i,0.00057305-0.00015649i,0.00045627-0.00044307i,-0.00030694+0.00025472i,-0.001151+0.00035772i,-0.0012846+0.00052137i,-0.0007498+0.00029487i,-0.00094191-0.00029323i,-0.0010947-0.00078698i,-0.0017103-0.0003756i,-0.0015261-8.2078e-05i,0.00014098-4.5712e-05i,0.00042692+0.00038661i,-0.00061427+0.0010655i,-0.00093163+0.00079969i,-0.00010367-0.00029222i,-0.00010381-0.0014553i,0.00054936-0.0009086i,0.0011307-0.00065029i,0.00054399-0.00076594i,0.00047693+7.2565e-05i,0.00011637+0.00033821i
-0.001048-0.00026955i,-0.0010541+0.00027156i,-0.0015184+0.001236i,-0.002076+0.002033i,-0.0015173+0.0019687i,-0.00017977+0.0011149i,-0.00077764+0.00037817i,-0.0010272-0.00015608i,-0.00067803-0.0011394i,-0.00079004-0.0011591i,-0.0001485-1.5477e-05i,0.00032844+0.00038407i,-0.00023407+0.00041802i,-0.00030819+0.00048551i,8.6305e-05-0.0001555i,0.00014906-0.00077654i,-2.2762e-05-0.00061319i,0.00012522-0.0001163i,-0.00038756-0.00027536i,-0.0008902-0.00064733i,-0.00080476-0.00091483i,-0.00040158-0.00089073i,0.00031162-0.00022148i
-0.0016576+0.00054382i,-0.00059255+4.3881e-06i,-0.0004228+0.00063521i,-6.4673e-05+0.000983i,0.00037485+0.00046271i,0.00072133-0.00010535i,0.00059451-0.00026572i,-2.3527e-05+4.5264e-06i,-0.00023043+0.00033838i,-0.00064341+0.00011644i,-0.00107+0.00041112i,-0.0015954+0.0006233i,-0.0020794-0.00017306i,-0.001816-0.0011094i,-0.0018681-0.0010312i,-0.0013711-0.0010797i,-0.00053513-0.001239i,-0.00090676-0.00064367i,-0.0014542+0.0001975i,-0.00051063+0.00027059i,0.00039049-0.00018279i,0.00016942-0.00029731i,-0.0010885-0.00017742i
-0.00083088-0.0014331i,-0.0011802-0.0014082i,-0.0010193-0.00065787i,-0.00053559-0.00035933i,0.00034167-0.00069884i,0.00036376-0.00078247i,4.8767e-05-0.00017825i,-0.00027399-3.7392e-05i,-0.00088385-0.00049448i,-0.0013802-0.000423i,-0.0015887+0.00010251i,-0.0011308+0.00018598i,-9.3797e-05+0.00023748i,-3.6963e-05+0.00018789i,-0.0006781-0.00037741i,0.00022976-0.00031556i,0.00055433+0.00034359i,0.00014602+0.00014005i,0.00027634-0.0011504i,0.00046765-0.0013489i,0.00037186-0.00071153i,0.00028375-0.00066466i,0.00055024-0.00026819i
-0.00072052+0.00099719i,-0.0014808+0.0015555i,-0.0017446+0.0019799i,-0.00098683+0.001684i,1.9768e-07+0.0015696i,-0.00082378+0.00095872i,-0.0014703+0.00024867i,-0.0012096-0.00027176i,-0.0011511-0.00061905i,-0.00030836-0.00068048i,0.00013836-0.00080448i,-5.8643e-05-0.00044594i,0.00024463+0.00014822i,0.00013069+1.1995e-05i,-0.00044326-0.00063391i,-0.00066472-0.00068316i,0.00018885-0.00022854i,0.00036577+0.00030282i,-0.00019975+0.00061189i,5.6738e-05-5.2786e-05i,0.00056942-0.0005007i,-5.7612e-05+0.00015761i,-0.00049944-7.3929e-05i
-0.00065166-0.00077791i,-0.00061573-0.00011545i,-0.00084805-0.00034151i,-0.00095713-0.0009228i,-0.0011775-0.000534i,-0.0013543+0.00034875i,-0.0012905+0.00033688i,-0.00083385-0.00062357i,-0.00030191-0.0014542i,-0.00046409-0.00083347i,-0.00063208+0.00013004i,-0.0014557+0.00057755i,-0.001829+7.8011e-06i,-0.0018046-0.00085866i,-0.0014152-0.00073016i,-7.7535e-05-8.5517e-05i,0.00036288+0.00040775i,0.00047484+0.00011618i,0.0015115-0.00022609i,0.0015868-0.00046727i,0.0013517-0.0009239i,0.00042742-0.0011985i,-0.00064476-0.00077558i
-0.0018602-0.00049321i,-0.0018459+0.00031503i,-0.0025626+0.0017555i,-0.0015404+0.0024471i,-0.00093422+0.0013691i,-0.00031593+0.0001836i,-0.00044905+0.00063907i,-0.0010356+0.0010499i,-0.00093115+0.00041609i,-0.00064796-0.00058172i,-0.00023843-0.0015395i,0.00050141-0.0016332i,0.00026366-0.0010703i,-0.0004192-0.00081743i,-0.00017539-0.0008893i,0.00061988-0.00079191i,0.00047736-0.00060403i,-0.00026912-0.00047646i,-0.00029228-0.0010222i,0.00079487-0.0010983i,0.0011344-9.3794e-05i,0.00082437+0.00010872i,0.00027065+0.00049122i
0.0009866+0.0017343i,0.0012926+0.00037807i,0.0015612-0.00067179i,0.00091596-0.00060387i,0.0006956-5.3057e-05i,0.00057751-0.00010314i,0.00018037-0.00056321i,-0.00017717-0.00025587i,8.3084e-05+0.00055295i,1.3854e-05+0.0003578i,-0.00024403+8.5784e-05i,-0.00010431+0.00026983i,-0.00077269+0.0003044i,-0.00092507+4.0227e-06i,0.00038964-3.5669e-05i,0.0007897-0.00024546i,0.00015907-0.0007471i,0.00020648-0.00055632i,0.00071414-0.00037612i,0.00026957-0.00058911i,-0.00070934-0.00084913i,-0.00078032-0.00020775i,-6.0824e-05+2.7479e-05i
-0.00097842+0.00043263i,-0.0010897+0.001475i,-0.00023893+0.0016635i,0.0013757+0.00063647i,0.0020865-0.00035924i,0.0010048-0.00013813i,-0.00027108-7.861e-05i,-0.00093784-0.00027599i,-0.0012593-0.00042982i,-0.0014816-0.00026126i,-0.0013315+0.00025507i,-0.00092952-0.00020395i,-0.00090387-0.00075113i,-0.0012518-0.00067098i,-0.0009078-0.0006656i,9.8922e-05-0.00072722i,0.00020153-0.00093358i,0.0004102-0.0013422i,0.0011406-0.0014197i,0.00079832-0.0010482i,0.00057754-0.00058337i,0.00096909+0.00012464i,0.00072704+0.00015126i
-0.0018671-0.00033088i,-0.0021939+0.00039796i,-0.0032927+0.0018474i,-0.0025508+0.0031222i,-0.0010809+0.0025267i,2.2691e-05+0.00087228i,0.00035065+0.00051245i,-0.00013224+6.5365e-05i,-0.00071308-0.00060682i,-0.00061373-0.00090086i,0.00033421-0.0010915i,0.0011309-0.0016733i,0.0014167-0.001148i,0.00068036-0.00040805i,-0.00031578-0.00082019i,-0.00031256-0.0011678i,-8.5362e-07-0.0012377i,0.00048088-0.0010149i,0.00076278-0.00065967i,0.00042748-0.0013958i,0.00022062-0.0016276i,0.00064163-0.0010201i,0.00043256-0.0010091i
0.0013662-0.0024926i,0.00035717-0.0030121i,-0.00063679-0.0034156i,-0.0010271-0.0023825i,-0.0016729-0.00074833i,-0.0019603+0.00016357i,-0.00090398+0.00050673i,-0.00054574+0.0002826i,-0.00036672-0.00014234i,-9.5344e-05-0.00028135i,0.00016309-0.0002256i,5.2461e-05+0.00020597i,0.00012284+0.00068736i,0.00025417+0.0001816i,0.00055913-0.00071402i,0.00047696-0.00063853i,-0.00024854-0.00024504i,-0.00020921+0.00057299i,3.1247e-05+0.0013363i,-8.2877e-05+0.00063124i,8.5372e-05-0.00019405i,0.00019641-2.6017e-05i,-0.00022395-1.2498e-05i
-0.0011646+0.00092809i,-0.00077096+0.0020906i,-0.0005387+0.0024534i,-0.00038114+0.0021344i,-0.00054896+0.0013448i,-0.0010315-3.7341e-05i,-0.0010117-0.0008104i,-0.00063605-0.00059329i,-0.00065079-0.00069477i,-0.0010725-0.00049543i,-0.0010768+0.00037649i,-0.0017477+0.00026634i,-0.0018501-0.00045086i,-0.00093652-0.00050493i,-8.1444e-05+4.6487e-05i,-0.00032197+0.00036792i,-0.00017956+0.00014479i,0.0002765+5.1648e-05i,0.00049212+0.00040762i,0.00013518+0.00066441i,-8.8541e-05+0.00057265i,0.0002009-7.2926e-07i,-0.00017855-0.00012272i
0.00056889+0.0015033i,0.0023832+0.0017395i,0.0032634+0.0018957i,0.003018+0.00058399i,0.0017515-0.00060837i,0.00024711-0.00097978i,-0.00063181-0.00044549i,-0.0008178+0.00020993i,-0.00079712-0.00018962i,-0.00086252-0.00067106i,-0.00066186-0.00018313i,6.2929e-05+5.4591e-05i,-4.3886e-05-7.1779e-05i,-0.0013012-0.00018924i,-0.0019513-5.8067e-06i,-0.00086019+0.00010898i,-0.0011036-0.00018359i,-0.0010486-0.00075601i,0.0011146-0.00036435i,0.0021889-4.1451e-05i,0.0013504-0.00029199i,0.00045726-0.00055013i,0.00039782-0.00034477i
-0.00076841+9.9018e-05i,-0.0016566+0.00095434i,-0.0014934+0.0012362i,-0.00060036+0.0018222i,-0.00052311+0.0020498i,-0.00092229+0.0011482i,-0.00068248+6.2599e-05i,-0.00092551-0.00055443i,-0.0016204+0.00017602i,-0.0007334+0.00041466i,-0.00011625-0.00073383i,-8.3377e-05-0.00093345i,-0.00029443-0.00090481i,-0.00054792-0.0014821i,-0.00065138-0.0013487i,-0.00085384-0.0010138i,-0.00058547-0.0010928i,5.5597e-07-2.7823e-05i,0.00035143+0.00094072i,0.00037101+0.00083676i,0.00027849+0.00064728i,0.00019791-4.7936e-05i,0.00014067-0.00055136i
-0.00054233+0.00064016i,-0.0008364+0.00083266i,-0.00068962+0.00031209i,-0.00016057-0.00032986i,4.3113e-05-0.00056345i,0.00025075-8.3224e-05i,-0.00065523-5.5921e-05i,-0.00056799-0.00086773i,-0.00028292-0.00094365i,-0.00094476-0.00066247i,-0.0017055-0.00014557i,-0.0015758+7.7972e-05i,-0.00052445-0.0005836i,1.0963e-06-0.0011491i,0.00024373-0.00046114i,0.0006245+0.00087086i,0.00090496+0.00040615i,0.00038111-0.00056914i,-0.00010099-0.00049395i,-0.00018073-0.00076125i,6.2742e-05-0.00077728i,0.00010958-0.00043492i,-0.00070394-0.00096112i
-9.4042e-05+0.0013272i,-0.0009221+0.0007417i,-0.0014056+3.9729e-05i,-0.00093342-0.0012984i,-0.00061969-0.0020884i,-0.0011974-0.0021252i,-0.0012614-0.0019305i,-0.00072873-0.0011093i,-0.0015078-0.00020183i,-0.0012387+5.1744e-05i,-0.00017135+0.00033376i,6.2497e-05+0.00043651i,6.8349e-05+0.0008285i,0.00028913+0.00017963i,0.00049721-0.00041488i,0.00037968-0.00019909i,0.00030773-0.00050043i,0.00027204-0.0011158i,0.00023658-0.00086456i,0.00045508-0.00074993i,0.00024961-0.00064827i,0.00014132+0.0002048i,-7.641e-05+0.00072601i
0.00070055-0.00019228i,0.0017531-0.00052787i,0.0026324+0.00070965i,0.0025676+0.00053169i,0.0013811-0.0010103i,-0.00040789-0.00080435i,-0.00063606-0.00051516i,-0.00029209-0.00054325i,-0.0003695-8.3624e-05i,-2.882e-05+0.00038972i,0.00048726+8.2272e-05i,0.00029545-0.0007797i,-0.00019594-0.0010841i,-0.00019841-0.0014468i,-0.00058921-0.0011206i,-0.00058914-5.1759e-05i,-0.00086661+0.00031785i,-0.00070618+0.00060199i,0.00026146+0.0010626i,0.00015397+5.5077e-05i,-0.00074021-0.00087658i,-0.00099281-0.00037075i,-0.00022973+0.00043337i
-0.0010134+0.0010974i,-0.00071594+0.0021117i,-0.00060695+0.0020532i,6.129e-05+0.0012933i,0.0008372+0.0011909i,0.00075554+0.00033743i,7.1802e-05-0.00076976i,0.00014098-0.00078009i,-0.00041777-0.00071098i,-0.00073711-0.001313i,-0.00046271-0.0012836i,-0.00071828+0.00016412i,-0.0011113+0.00055603i,-0.00097653-0.00031773i,-0.0010486-0.0003713i,-0.001112-0.00052061i,-0.00040303-0.00062425i,0.00058551-0.00012382i,0.00023092+0.00025417i,-0.00037262-0.00077402i,-0.00015181-0.00092676i,-0.00015583-7.5595e-06i,-0.0006591+0.00041601i
-0.0010998-0.0012813i,-0.0017556-0.00032436i,-0.0027935+0.00098154i,-0.0033255+0.0014098i,-0.0029758+0.00058558i,-0.0019122+0.00052236i,-0.0010427+0.00063567i,-0.00073757-0.00031203i,-0.0011149-0.0013334i,-0.0011878-0.0016877i,-0.0010822-0.00084297i,-0.00097942-6.7781e-05i,-0.00072933-0.00011349i,-0.00025703-0.00044711i,0.00030103-0.00089893i,0.00058522-0.00034532i,0.00081958+0.000355i,0.00060009-0.00044751i,0.00070128-0.00065717i,0.00048261-0.00045194i,-0.00024491-0.00030251i,7.9909e-05-0.00020207i,0.00029625-0.00055445i
8.2989e-05-0.001065i,0.00087861-0.00034893i,0.0006101-0.00011542i,0.00026348+7.2895e-05i,0.00035718+0.00022859i,0.00039214+0.0001199i,-0.00058985+0.00027157i,-0.0015185-0.00017386i,-0.0013353-0.00072342i,-0.001009-0.00072678i,-0.00099142-0.00078066i,-0.0011386-0.0010005i,-0.00031536-0.00084054i,0.00099411-0.00070009i,0.00052791-0.00057598i,-0.00037058-0.00077012i,8.7336e-05-0.00041757i,-0.0001508+0.00010917i,-0.00063076+0.00020726i,-0.00013455-0.00064679i,0.00062298-0.00083381i,0.00087866-0.00043617i,0.00056221-0.00070962i
0.0010478+0.0029449i,0.0010826+0.0011215i,0.002074-0.00053674i,0.0025443-0.00074877i,0.0018747-0.0015286i,-5.8713e-05-0.0012767i,-0.0013443-0.00028694i,-0.0013055+0.00065412i,-0.0011813+0.0003114i,-0.0010454-0.00072113i,-0.0011581-0.0010034i,-0.001207-0.00062072i,-0.001333+4.8817e-05i,-0.0015579+0.00047226i,-0.0009995+0.00051587i,-0.00010074+0.00038577i,-0.00017027-2.8721e-05i,-0.00021237-0.00026694i,0.00044894+0.00016947i,0.001016-0.00012052i,0.00057044-0.00066103i,0.00020417-0.0010104i,-4.9454e-05-0.0010023i
0.00028652+0.001707i,0.00069312+0.0016493i,0.0015266+0.00029722i,0.0010069-0.00039594i,-0.00040136-0.00098085i,-0.00070448-0.00066043i,-0.00029359+9.8292e-05i,-0.00062216-7.9001e-05i,-0.00056695-0.0007602i,-0.00020718-0.0014707i,-0.00010703-0.00072798i,-9.2913e-05+0.0007179i,-0.00059569+0.00045265i,-0.00073416-0.00048617i,-0.00086363-0.00064742i,-0.00040291-0.00047229i,0.00034584-0.0002646i,0.00029478-0.00018278i,-4.3962e-05-0.0001772i,-0.00019556-0.00067914i,-0.0001681-0.00052454i,-0.00023525-0.00021579i,-0.00023365+2.712e-05i
