-0.0015099+8.274e-05i,-0.0018841+0.0014803i,-0.0022211+0.0030932i,-0.0017461+0.002808i,-0.0013107+0.0014123i,-0.001011+0.0014343i,-0.00068229+0.0019353i,-0.00045218+0.0011806i,-0.00014772+0.0007517i,0.00022232+0.00048921i,0.00046666-0.00037919i,0.0005182-0.00084546i,0.00028402-0.00074212i,-0.00021675-6.674e-05i,-0.00076786+0.00059441i,-0.0015337+0.00015595i,-0.0017255-0.00034892i,-0.0014026-0.0010093i,-0.00062271-0.0011525i,-0.00043187-0.00032992i,-0.00020381-0.00033956i,0.00079718-0.0006445i,0.00089066+3.2113e-05i
-0.00085976-0.00079917i,-0.00021828-0.00019364i,-0.00055669+0.0014308i,-0.0015734+0.0018711i,-0.00081526+0.00062707i,0.00033446-0.00082641i,-0.00019335-0.0014919i,-0.00050083-0.0012223i,-0.00027205-0.0014705i,0.00085422-0.0019594i,0.0010726-0.0016033i,0.00049169-0.0015621i,0.00011844-0.0013661i,-0.00051082-0.0016308i,-0.0013014-0.0019628i,-0.0011122-0.0011951i,-0.00013668-0.00061074i,0.00022895-0.00024905i,0.00057803-0.00044437i,0.00095751-0.00011189i,0.00042734+0.00063269i,0.00040201-1.685e-05i,0.00072261-0.00026691i
0.00064713-0.00064703i,0.0010266-0.00091628i,0.00079812-0.0019006i,-0.00061251-0.0012893i,-0.0011352-0.00029401i,-0.00068674+0.00044592i,-0.00065928+0.00045017i,-0.00026432-0.00043828i,5.4802e-05-0.0015575i,0.00086847-0.0015146i,0.0010968-0.00091387i,0.00025917-0.00060675i,8.7242e-05-0.0008174i,0.00058877-0.00068922i,0.00038584-0.00050668i,4.145e-05+0.00029462i,-0.00024396+0.001294i,-0.0007361+0.0010679i,-0.00083219+0.00059664i,-0.00049008+0.0005521i,0.00025909+0.00045081i,0.00049178+0.0003012i,5.6062e-05+0.00047537i
-0.00051348-0.00013379i,-0.0012179+0.00027516i,-0.0020254+0.00010428i,-0.0011624+0.00013746i,0.00048747-0.00028567i,0.0010914-0.00042134i,0.0004405+4.8551e-05i,-0.00027431+0.00026888i,-0.00051464+0.00011673i,-0.00016347-0.0001958i,0.00046494-0.0002806i,0.00057094-0.00039956i,0.00059802+8.0001e-05i,0.00058645+0.00064003i,0.0006381+0.00031917i,0.00072598+0.00082635i,0.0001245+0.0012651i,-0.00023179+0.00018121i,0.00043999-0.00058577i,0.00077756-0.00031695i,-0.00016814-8.3865e-05i,-0.00077577-0.00029199i,-0.00039251-0.0003877i
0.0005542-0.00114i,0.00047641-0.00086572i,0.00070593-0.00095854i,0.00043893-0.00034789i,-0.0001849-5.0785e-05i,-0.00070083-0.00039713i,-0.00080767-0.00039464i,-0.00038799-0.00061596i,-4.4189e-05-0.00041408i,-0.00048068-0.0002374i,-0.0010273-0.0015388i,-0.00068369-0.0020813i,-0.00046441-0.00088698i,0.00017965-0.00011703i,0.0010318+0.00051738i,0.0012188+0.00065078i,0.00089399-0.00033238i,0.00064085-0.00053046i,0.00059971-0.000208i,0.00072631+0.0005371i,0.00030906+0.00097074i,-0.0001188+0.00042079i,0.00036342+0.00047536i
-0.00073851-0.0010675i,-0.00091084-0.00095221i,-0.0014515-0.00080899i,-0.0024812-0.00060013i,-0.0026581+0.0003373i,-0.0014183+0.00015627i,-0.00017583-0.00077359i,0.00016908-0.0011118i,-0.00078372-0.0011266i,-0.0013522-0.0012576i,-0.0016306-0.0011444i,-0.0018637-0.0009431i,-0.00096987-0.0010583i,0.00017004-0.00075044i,0.000598-0.00055988i,0.00050578-0.0010261i,0.00061023-0.00077327i,0.00078298+0.00046256i,0.00071497+0.0011096i,0.00085875+0.00084563i,0.0011079+0.00053678i,0.0010523+0.00053737i,0.00095051-8.8642e-05i
0.0011351-0.00011406i,-2.6365e-06-0.0017954i,-0.00088353-0.0016552i,-0.00077379-0.00022826i,-0.00058943-5.9768e-05i,-0.0009072-0.00016373i,-0.0010188-0.00019742i,-0.00073728-0.00014965i,0.00024581-0.00039807i,0.00052621-0.0009145i,1.3012e-05-0.0010494i,-0.00021165-0.00088848i,-7.1012e-05-0.00094295i,0.00044027-0.00057489i,0.00062315-0.0013582i,0.00047234-0.00084649i,0.00020776-0.00041018i,4.7132e-05-0.0010309i,-5.2078e-05-0.00076881i,0.00015299-0.0001158i,0.0011229-0.00044801i,0.00078027-0.001212i,0.00025624-0.00094528i
-5.5539e-06+0.0014534i,0.0012198+0.0020038i,0.0014661+0.0027291i,0.0012673+0.0029489i,0.0014585+0.0012328i,0.0008248-0.0011743i,-6.8914e-06-0.0014316i,0.00017601+0.00023148i,0.00067183+0.0013285i,0.0015095+0.0013841i,0.0011957+0.0013354i,0.00020023+0.00077893i,3.0899e-05-0.00019069i,-0.00035708-0.00048007i,-0.0010251-0.00028338i,-0.00021957-8.39e-05i,0.00040079-0.00053389i,-1.1492e-05-0.00088394i,-0.00019245-0.000925i,-0.00032141-0.0002647i,-0.00032421+1.8367e-06i,0.0001067-0.00040393i,0.00031062-0.00057727i
-0.00048277+1.7968e-05i,-0.00014016+0.00043526i,-3.7876e-05+0.0012111i,0.0004082+0.00047981i,0.00077772+0.00036004i,0.00090585+0.00018634i,0.00047532-0.00053133i,9.8309e-06-0.00099702i,0.00027729-0.00085594i,0.00044102-0.0003151i,0.00039513+0.00038304i,0.00044056+0.00083335i,-0.00013498+7.585e-05i,-0.00075191-0.0005834i,-0.0014563-0.00024716i,-0.0012093+0.00058415i,-0.00060568+0.00038517i,-0.00016677-0.00011118i,0.00061754+6.8576e-05i,0.0010316-0.00035076i,0.00078093-0.0007362i,6.2765e-05-0.00072255i,0.00027356-0.00092191i
-0.002276-0.00078772i,-0.0027713-0.00071925i,-0.0029312-0.00056436i,-0.0020603+0.00033962i,-0.0010939+0.00092754i,-0.0010539+0.00050642i,-0.00061495-0.00056622i,-6.7732e-05-0.0010865i,-0.00050819-0.00030621i,-0.00062892+0.00038373i,0.00020259-0.00019728i,0.0010807-0.00036527i,0.00087383-0.0004426i,6.7196e-05-0.00089539i,-0.00090657-0.0010126i,-0.0014052-4.4627e-05i,-0.00065307+0.00063061i,0.00022502-9.0844e-05i,0.00096843+0.00021905i,0.00057243+0.00098379i,0.00031429+0.0011063i,0.00013211+0.00067064i,-5.6137e-05-0.00029433i
0.0009528+0.00023204i,0.0010841+0.0001185i,0.001791-8.9126e-05i,0.0019101-0.0011642i,0.00050166-0.0021171i,-0.0016549-0.0018674i,-0.0013172-0.00058831i,0.00034152+0.00033831i,0.00097392-0.00082816i,0.0017307-0.0017806i,0.0014925-0.0015235i,0.00019721-0.0016723i,-0.00084505-0.0014438i,-0.00056075-0.001331i,0.00043396-0.00064853i,0.00068637+0.0004686i,0.00059026+0.00083529i,0.00013051+0.00051141i,-0.00022913+0.00059827i,0.00029095+0.00068893i,0.00052719+0.00019774i,0.00042909+2.2653e-05i,0.00052775-0.00054137i
-0.0038927+0.00032714i,-0.0043463+0.0011837i,-0.0035833+0.0025757i,-0.0024136+0.0020209i,-0.001607+0.0012241i,-0.00064727+0.00044739i,-0.00056397-0.00026496i,-0.00070762+0.00020375i,-0.00089491+3.1494e-05i,-1.9412e-06-0.0014884i,0.0012009-0.0018575i,0.00060429-0.0015216i,-0.00070565-0.0013847i,5.271e-06-0.00074321i,0.00081165+0.0001594i,0.00083317+0.00036592i,0.0010143+5.6711e-05i,6.263e-05+0.0003776i,-0.00096211+0.00078226i,-0.00074023+0.00069578i,0.00019782+0.00047987i,0.00054443+0.00043982i,0.00027723-0.00014594i
0.0003832-8.1567e-06i,1.9586e-05+0.00051294i,-1.1152e-05-9.2082e-05i,0.00015867-0.00048697i,0.0010615+0.00016215i,0.0010718+0.00044209i,-0.00034704+0.00035336i,-0.00077888+0.00031822i,-0.00024699-0.00034501i,0.00026453-0.0010545i,0.00042369-0.00061942i,0.00026023+0.00058711i,0.00075918+0.0013241i,0.0012453+0.00064444i,0.00088148+1.546e-05i,0.00090878+0.00020916i,0.00092042-0.00022123i,-0.00015823-0.00061416i,-0.00083583-0.00063761i,-0.00011232-0.00043895i,0.00020791-0.00036298i,0.00029488-0.0006877i,0.00094945-0.00039948i
-0.00040602-0.001406i,0.0001724-0.0012314i,0.00068648-0.0012251i,0.00073164-0.0015304i,0.00053883-0.0011956i,-0.00073087-0.00098102i,-0.0015183-0.001621i,-0.0009562-0.0018623i,-0.00010906-0.0014717i,0.00012327-0.00057253i,-0.00016557+0.00015054i,-0.00058804+0.00082987i,-0.0006751+0.001283i,-0.00028286-0.00016133i,-0.0003504-0.0015398i,-0.00053152-0.0011871i,-0.0007518-0.00089167i,-0.00011739-0.0013452i,0.00066216-0.00058639i,0.00069231+0.00018607i,0.00063732-4.1294e-05i,0.00079373-0.00025897i,0.0010198-0.00026862i
0.00064703-0.0010697i,9.3512e-05-0.0016936i,-0.00035897-0.00071697i,-0.001338+0.00012251i,-0.0016656+0.00017167i,-0.0010496-0.00040595i,-0.00025509-0.00098851i,0.00082481-0.00073298i,0.0011634-0.00067876i,0.00039425-0.0004693i,-0.00063036-4.3929e-05i,-0.0005918-0.0003256i,-0.00051663-0.00086378i,-0.00020018-0.0016705i,0.00049954-0.0019721i,-2.8362e-05-0.00098102i,-0.00090909-6.1823e-05i,-0.00073568-5.4807e-05i,0.00045899+5.1511e-05i,0.0007944+0.0010647i,0.00074314+0.0013489i,0.001105+0.00092414i,0.00067884+0.00064457i
0.0024939-0.0012772i,0.0019976-0.0022847i,0.0011392-0.0030923i,-0.00013274-0.0018257i,-0.00092004-0.00069655i,-0.0011486-0.00017548i,0.00030641+6.7671e-05i,0.0014107+0.00031246i,0.00057883-0.00015729i,-2.6832e-05-7.0688e-05i,0.00071456+5.6104e-05i,0.0013893-0.00028312i,0.0011968-0.00060487i,0.00055263-0.00046954i,0.00041674-0.0004674i,0.00032983-0.00060887i,-0.0004765-0.00042163i,-8.6853e-05+0.00012758i,0.00061636+0.00030838i,0.00013748+0.00020682i,-0.00039536-0.00018465i,0.00025897-0.00034736i,0.00043665+0.00073795i
-0.0020191-0.00047678i,-0.0027226-0.0011984i,-0.0028884-0.0013751i,-0.0021821-0.00086938i,-0.0011464+0.00024842i,-0.00072165+0.00090431i,-0.00055197+0.00011701i,-0.00099908-0.00069693i,-0.0013419-0.0008667i,-0.00031101-0.00059203i,0.0012163-0.00058324i,0.0014142-0.0011098i,0.0008576-0.0010418i,0.0011638-0.00057852i,0.00095177+0.00053486i,0.00044444+0.0014153i,0.00023735+0.0010475i,-9.0157e-05-0.0002746i,0.00022654-0.00081404i,0.00032786-0.00094969i,-9.2514e-05-0.00069432i,-0.00033694-0.00020047i,-0.00065266-0.00019277i
-0.001449+0.0012411i,7.6068e-05+0.0013496i,0.0011337+0.0015385i,0.0021915+0.0010374i,0.0024312-0.00055801i,0.00091333-0.001569i,-0.00088883-0.0012371i,-0.0017597-0.001078i,-0.00089241-0.00075954i,0.00060427-0.00039142i,0.00086021-0.00069415i,-2.8658e-05-0.00084226i,-0.00060045-0.0011421i,-0.0003953-0.00074173i,-8.2366e-05+0.00062693i,-2.6895e-05+0.0010213i,-0.00031718+0.00017352i,-0.00025547-0.00053671i,-0.00023267-0.00055736i,-8.9446e-06-0.00031537i,0.00056732-0.00035731i,0.0002341-0.00067703i,-0.00024487-0.00079372i
-0.0011417+0.00025024i,-0.00073702+0.00075009i,-7.4477e-05+0.00096648i,-0.00026835+0.0016184i,-0.0010314+0.0018791i,-0.0010641-0.00014336i,-0.0003314-0.0021668i,0.00037888-0.0023369i,0.0011787-0.0020357i,0.0011511-0.0016226i,0.00049432-0.0014293i,-0.00010249-0.00096645i,-0.00030126+0.00019311i,-0.0010051-7.4652e-06i,0.00036636-0.0008547i,0.0017084-0.00034719i,0.0016934-0.00011382i,0.0010021-0.0003041i,7.7808e-05-0.00056772i,0.0011695-0.00011698i,0.0018247-0.00011868i,0.0014515-0.00069171i,0.0016381-0.00023434i
-0.00093121-0.00081181i,-0.00072814-0.0013325i,-0.00023994-0.0013947i,-0.00013138-0.0017599i,-4.9064e-05-0.0013612i,0.00066651+0.00064446i,0.0015691+0.0015107i,0.0024377+0.0011616i,0.0020079+0.0005484i,0.00067441-0.00039232i,-0.00030952-0.00061167i,-0.00053373-0.00098346i,-0.00010863-0.0012794i,0.00077009-0.0013127i,0.0014421-0.0010647i,0.00094434-0.00092564i,0.00061106-0.0014027i,0.00035389-0.00078376i,0.00015476-0.00010782i,0.00030593+0.00051974i,0.00027851+0.0011302i,0.0005519+0.00057262i,0.00024112-0.00033885i
0.00053675-0.0016302i,-0.0010578-0.0018588i,-0.0026255-0.0013487i,-0.0017892-0.00093008i,-0.00036542-0.00064542i,0.00032628+3.1745e-05i,0.00051881+0.00075998i,-0.00022084+0.0013351i,-0.0013403+0.0011241i,-0.0016622+0.0009982i,-0.00072713+0.0011409i,0.00018346+0.00054376i,0.00039716-0.00013315i,0.0014431-0.00013825i,0.001632+1.971e-05i,0.000968+0.00018588i,0.00072358-0.00012774i,0.00039185-0.00052285i,-0.0003873+0.00015674i,-0.00065376+0.0012444i,-0.00059789+0.0016121i,-0.0004449+0.00076226i,-9.7202e-05+0.00013208i
-0.00046662+0.0016665i,-0.00051631+0.0010775i,-0.0001588+0.00026304i,-0.0001422-0.00041117i,0.00028812+2.1335e-05i,-5.2421e-05+0.0011526i,-0.0012508+0.0013461i,-0.0023391-0.00015778i,-0.0020733-0.00099398i,-0.00075765-0.00015011i,0.00026784+0.00020723i,0.00087583-7.9642e-05i,0.00081624-7.7626e-05i,2.0186e-05-0.00051124i,-0.00092832-0.0012715i,-0.00098814-0.0012961i,-0.00046216-0.0011369i,-0.00097807-0.001203i,-0.001052-0.0012582i,2.5167e-05-0.0010504i,0.00075384-0.0010655i,0.00096603-0.0010121i,0.00066919-0.00041178i
-0.0030876-0.00020743i,-0.0022097+0.00075949i,-0.0016494+0.0018391i,-0.00022895+0.0016835i,0.00096782+0.00094508i,0.00083281-0.0010013i,-0.00030003-0.0025372i,-0.00047389-0.0029122i,-0.00043735-0.0028728i,0.00029461-0.0018255i,0.00093544-0.00032493i,0.0010259-0.00025308i,0.00098351-0.0011233i,0.00018697-0.001924i,-0.00049697-0.0013849i,-0.00065747+1.0548e-05i,-0.00027101+0.00031734i,-2.7956e-05+0.00048344i,9.6386e-05+0.0004436i,0.00058098+0.00026784i,0.0010383+0.00050089i,0.0011643+0.00011993i,-0.00020004-0.0012208i
0.00056107-0.0024625i,-0.00088608-0.0016046i,-0.0020642-0.0005143i,-0.0032917+0.00022246i,-0.0029567-0.00062785i,-0.001115-0.0015261i,0.00065233-0.0021225i,0.002039-0.0022584i,0.0026405-0.0020666i,0.0015753-0.0016698i,0.00050153-0.00072576i,0.00031164+1.058e-05i,0.00056225-0.00083419i,0.00056734-0.0019343i,0.00098293-0.0021518i,0.0016072-0.0015374i,0.0012717-0.00062423i,0.001324+0.00016979i,0.001632+0.00081809i,0.0010069+0.00067785i,0.00031079+0.00057641i,0.0008117+0.00040578i,0.0012738-0.00035058i
-0.00034671+0.0011598i,-0.0013273+0.0010027i,-0.0018155+0.00088293i,-0.00087244+0.00082623i,0.0003+0.0011065i,0.0011863+0.0015738i,0.0019756+0.0015629i,0.0017668+0.0028621i,0.0014055+0.0036601i,0.0010618+0.0022362i,0.00036697+0.0006758i,-0.00017368+0.00013019i,-0.0006874-0.00031311i,-0.00035558-0.00033245i,4.304e-05+8.0079e-05i,0.00014272+0.00064202i,0.00087009+0.00017454i,0.00032547-0.00061878i,-0.00024568-0.00041435i,0.00045038+0.00016522i,0.00098779+0.0006811i,0.00094792+0.0002389i,0.0012443+0.00014079i
-0.00011965+0.0020221i,-0.00045125+0.0016428i,0.00039631+0.00054767i,0.001375-0.00043884i,0.0012445-0.00078036i,0.0010741-0.00070864i,-0.0005726+0.00079931i,-0.0023774+0.002458i,-0.0025666+0.0020699i,-0.0014744+4.7002e-05i,-0.00031691-0.00066906i,-0.00075293-0.0008272i,-0.0017868-0.0010457i,-0.0013984-0.00011334i,5.6108e-05+0.0007351i,0.00026425+0.0010214i,-0.00022328+0.00039735i,-0.00075192-0.00020717i,-0.00035107-4.4045e-05i,-0.00025522+0.00049527i,-0.00060605+0.00072349i,-0.0004696-1.6023e-05i,-1.9822e-05-0.0012614i
-0.0013435+0.00026978i,0.00014182+0.00010537i,0.00069641+0.00028612i,0.00070803+0.0011477i,0.0010424+0.0012164i,0.00061914-0.00044448i,-0.0010632-0.0022243i,-0.0021831-0.0033606i,-0.0020622-0.0034526i,-0.0010637-0.0024538i,-0.00041909-0.0013793i,-0.00092672-0.00067323i,-0.00039532-0.00055194i,0.00031561-0.00021482i,-7.6057e-05-0.00015607i,-0.00064674-0.00015734i,-0.00035089-5.3477e-05i,9.6245e-05-0.00023886i,-0.00017386-0.0006159i,0.00016367-0.00041616i,0.00082969-0.00020883i,6.1172e-05-0.00029347i,-0.0011361-0.0011354i
-0.00084214+0.00086319i,-0.00041273+0.0017657i,0.00068494+0.0022497i,0.00053888+0.0013289i,-0.000125-0.00035628i,-0.00024948-0.0016916i,-0.00095577-0.0039236i,0.000607-0.0052048i,0.0018147-0.0036962i,0.0013029-0.0023234i,0.00067033-0.0011508i,0.00072556+0.00039038i,0.0013878+0.00059197i,0.0011512-0.00089922i,0.0004788-0.0016106i,-0.00061499-0.0011844i,-0.00041862-0.00034134i,0.00051024+0.0003446i,0.0007067+0.00031625i,0.0009877+0.00013542i,0.001088+3.0341e-05i,0.0011332-0.0011853i,0.00070753-0.0020146i
0.00051191-0.0010636i,-0.000973-0.0010481i,-0.0022948-0.00127i,-0.0024342-0.0014561i,-0.0012127-0.0014084i,0.00092619-0.0010178i,0.0030171-0.00014104i,0.0043308+0.0012125i,0.004215+0.0016794i,0.0026342+0.00042483i,0.001068-0.00058979i,0.00042996-0.00034079i,0.00069017-0.0002577i,0.0012-0.00011633i,0.0017232+0.00031707i,0.0013982+0.00044333i,0.00053646+0.00027967i,3.3681e-05+0.00092228i,-0.00037869+0.0013574i,-0.00025733+0.0011825i,-7.2288e-06+0.00071787i,0.00040131+0.00063219i,0.00098315+0.00069033i
-0.0019969-0.00023181i,-0.0015757-0.00022349i,-0.00086975+0.00067563i,4.3999e-05+0.0011481i,0.0012335+0.0018096i,0.0021034+0.0023992i,0.0011928+0.0036398i,-0.00056706+0.0043939i,-0.0010834+0.0035943i,-0.00083595+0.0017164i,1.6059e-05-6.9397e-05i,0.0010237-0.00080247i,0.0011363-0.0010331i,0.00099165-0.001012i,0.00061626-0.00072296i,0.00022193-0.00014287i,0.00021622+0.00071749i,0.00010793+0.00055629i,0.00016312+0.00033252i,0.00081035+0.00070803i,0.0011757-3.0596e-05i,0.0008455-0.00044581i,0.000728+0.00041505i
0.0021356+0.00050154i,0.001007+0.0006646i,0.00053736-0.00026258i,0.00070282-0.0018437i,0.00014781-0.0015936i,-0.0015558-0.00011994i,-0.0036901+6.2912e-05i,-0.0048854-0.0011552i,-0.0037729-0.0026086i,-0.001772-0.0027652i,-0.00057146-0.0010297i,-1.0458e-05-0.00022818i,0.00033545-0.00052165i,0.00015278-0.00045597i,0.00068837+0.00018139i,0.00026409+0.00081262i,0.00024407+0.00043182i,0.00080307-0.00020451i,-0.00010181-0.00040517i,-0.0011531-4.3359e-05i,-0.00063346+0.00047088i,-5.1015e-05+0.0006501i,-0.00036896+0.0011833i
-0.0013949+0.0010254i,-0.0025772+0.0016683i,-0.0015093+0.0013733i,-0.00083587+0.0016163i,-0.0019551+0.0012428i,-0.0021542-0.0012975i,-0.0014334-0.0040048i,-0.00096216-0.0057058i,9.6807e-05-0.0054764i,0.001056-0.0035732i,0.0014035-0.0016368i,0.0011414-0.00063971i,0.0004793-0.00066502i,0.0006257-0.00030163i,0.00065218-0.00020961i,0.00038753-0.00092636i,0.00062047-0.001276i,0.0011363-0.00097857i,0.0011119-0.001084i,0.0013979-0.00068349i,0.0012125-0.00020892i,0.00052049-0.0012558i,0.00053802-0.001866i
-0.00086745+0.0023108i,0.00040236+0.0028093i,0.00081833+0.0028239i,0.0016502+0.0020896i,0.0028491+0.00040971i,0.0027602-0.0018068i,0.0033197-0.0029784i,0.0048715-0.0025775i,0.0046814-0.0017114i,0.0030807-0.0013337i,0.0013819-0.0010282i,0.00037776-0.0002652i,0.00045077+0.00087931i,0.00064403+0.00054333i,0.00051241-0.00059244i,0.0011466-0.0012239i,0.0012287-0.00064195i,0.00074964+0.00065484i,0.00075471+0.001478i,0.00028748+0.0012083i,0.00047186+0.00029243i,0.0013768-0.00025666i,0.0012287-0.00041212i
-0.001514-0.0011327i,-0.00067457-0.0009491i,-0.00081978-0.0014742i,-0.0011292-0.00074946i,1.33e-05+0.00022099i,0.0029098-4.4318e-05i,0.004579+0.00095643i,0.0037321+0.0028204i,0.0021781+0.0030522i,0.0010584+0.0015307i,0.0011581+0.00047102i,0.00091643-8.0015e-06i,0.00040745+0.00025388i,0.001264+0.0003408i,0.0013356+4.1664e-05i,0.00058912+0.00078141i,0.00038456+0.0015163i,0.00012062+0.001182i,-0.00046142+0.00056114i,3.2954e-05+0.00015565i,0.00081559+0.0001458i,0.00043792+0.0003689i,0.00017993-8.4249e-05i
-0.0013014+0.0017408i,-7.698e-05+0.0019553i,0.0010985+0.0020899i,0.0015631+0.0015792i,0.0019337+0.0014765i,0.0012652+0.0023886i,-0.0006428+0.0040186i,-0.0034602+0.0045628i,-0.0045614+0.0029957i,-0.0026342+0.00074403i,-0.00075351-8.6499e-05i,-0.00040764+0.00037448i,-0.00013093-4.2131e-05i,0.00036235-0.00022648i,0.0003722+0.00048989i,5.7085e-05+0.0004389i,0.00012023+0.00015219i,7.1387e-05+0.0002714i,6.4082e-05+0.00031522i,0.00019971+0.0002892i,0.00020049+0.00063676i,-5.4964e-05+0.0010861i,-0.00073245+0.00091409i
0.00072347+0.00072632i,0.00014599+0.00070692i,2.8899e-05-0.00034135i,0.00049734-0.0014278i,-0.00090853-0.0010519i,-0.0039673-0.00085004i,-0.0064267-0.0021974i,-0.0056696-0.0045134i,-0.0025649-0.0056055i,-0.00077581-0.0046327i,0.00012051-0.002645i,0.00053552-0.00044337i,0.00075423+5.3244e-06i,0.00081959+0.00020468i,-0.00016355+0.00072371i,-0.001065-0.00011391i,-0.00019697-0.00076882i,0.0010596-0.00040135i,0.00096676+0.00077017i,0.00024381+0.0011996i,-0.00016488+0.00096257i,-5.8647e-05+0.00079629i,0.0001405+0.00050721i
-0.00056239+0.00050479i,-0.00041229-0.0013127i,-0.00076345-0.001274i,-0.00093559+0.00019355i,-0.001423-0.00015289i,-0.0015036-0.0022793i,0.00040774-0.0046722i,0.0024829-0.0061329i,0.0033024-0.0059489i,0.002399-0.0039176i,0.00065756-0.0018216i,0.00036066-0.00096863i,0.00068178-0.0010338i,0.00049456-0.0012854i,0.00022521-0.0012101i,0.00054995-0.00050394i,0.001223+0.00027956i,0.0013276+0.00074184i,0.00088143+0.00080886i,0.00081563+0.00071616i,0.00048802+0.0004956i,0.00025814-2.2088e-05i,0.00031142-0.00088864i
0.0022109+0.00093612i,0.0023639-2.7366e-05i,0.002269-0.00020895i,0.0016995-0.0016416i,0.0016298-0.003222i,0.0026751-0.0040866i,0.0054178-0.0031952i,0.0070935-0.00020305i,0.0052299+0.0021393i,0.0028593+0.0014117i,0.0012001-0.00064219i,-0.00023106-0.0017741i,3.966e-05-0.0022629i,0.00091006-0.0012179i,0.0011382-8.256e-05i,0.0013702+0.0011749i,0.0010225+0.0015635i,0.00053626+0.0012011i,0.00074032+0.0014456i,0.00075415+0.0012714i,0.0013811+0.00048468i,0.0018862+9.8192e-05i,0.0017385+6.3348e-06i
-0.0010309+0.00089075i,-0.001276+0.0022619i,-0.0021565+0.0027607i,-0.0013871+0.0021179i,0.00061188+0.0017535i,0.0021765+0.0034351i,0.0013876+0.0063879i,-0.0013235+0.0077364i,-0.0021986+0.0064631i,-0.00094971+0.003489i,0.00012897+0.00071773i,-8.5134e-05-9.4448e-05i,-0.00078338+6.46e-05i,-0.00014452-0.0001805i,0.0007873+0.00052259i,0.00036555+0.00067843i,0.00013377-0.00027246i,0.00036798-5.6876e-05i,8.4517e-05+0.00078207i,0.00091264+0.00094773i,0.0016345+0.00090053i,0.0018477+0.00083408i,0.0013079+0.0006819i
0.0004706+0.00056749i,-7.3892e-05-3.0494e-05i,-0.00021799-0.00039493i,-0.00065842-0.00045011i,-0.0010968+0.00070216i,-0.0023582+0.0015382i,-0.0047376+0.00054601i,-0.0071692-0.0010298i,-0.0067235-0.0015778i,-0.0034032-0.00099355i,-0.0013442+0.00043415i,-0.0019538+0.0008697i,-0.0019935+0.00087669i,-0.00070849+0.00052027i,-0.00021005-0.0006734i,6.2792e-05-0.0014533i,0.00067209-0.0014598i,0.001036-0.0011368i,0.00079842-0.00063144i,0.00016055-0.00026656i,0.00036496+1.7085e-05i,0.00039769+0.000684i,-3.9066e-05+0.0005295i
3.7637e-05-6.4824e-05i,-0.0003882-0.00022994i,-0.00049127+0.0004478i,6.2645e-05+0.00073864i,-0.0016699-2.1443e-05i,-0.0038085-0.0030231i,-0.0039078-0.0071477i,-0.0017457-0.0095241i,0.00040377-0.0085498i,0.0010155-0.0052141i,0.00048277-0.0023213i,-0.00087124-0.0011354i,-0.00097835-0.00042704i,-0.00031273-0.00073421i,5.9338e-05-0.0014246i,0.00061717-0.0011729i,0.0008164-0.00047699i,0.00093825-0.00040089i,0.00082671-0.00047465i,8.7512e-05-3.8947e-05i,0.00010425+0.00024825i,-0.00016825+0.00020012i,-0.00051867-0.0004286i
-0.00091889+0.00057927i,0.00064406+0.0011207i,0.00016163+0.0016124i,-0.0016455+0.00063124i,-0.00055866-0.00053452i,0.0025395-0.0033018i,0.005499-0.0056859i,0.0075787-0.0046117i,0.0069154-0.0025568i,0.0046611-0.001619i,0.0026552-0.0010971i,0.0016452-0.00072741i,0.0012387-0.0010864i,0.00082209-0.0014139i,0.00069996-0.0011002i,0.00067836-0.00048209i,0.00030772+0.00044539i,-5.8082e-06+0.00077026i,0.00034092+0.00021471i,0.00052181-0.0006338i,0.00056331-0.0010825i,0.00065185-0.00064446i,0.00032304+0.00070874i
-0.00064022+0.00059048i,-0.001805+0.0026679i,-0.0012629+0.0029057i,-0.00036877+0.00094963i,0.00076966-0.00047784i,0.0031552+1.9433e-05i,0.005027+0.0030972i,0.0055642+0.0062538i,0.0048889+0.0058638i,0.0033403+0.0032858i,0.001662+0.0011649i,0.0014259+0.00032835i,0.0028265+4.6672e-05i,0.0028818-0.0010894i,0.0015925-0.0016706i,0.00052631-0.001074i,-0.00041929-0.00062984i,0.00016008-0.00025933i,0.000872-4.4294e-05i,0.00068271-0.00033332i,0.0014108-0.00095412i,0.001624-0.0006854i,0.00091913-0.00065009i
8.3003e-05-0.00034639i,0.00053223-0.001027i,0.00085778-0.00049429i,0.00021832+1.6328e-05i,-0.00051313+0.00066678i,-0.0017905+0.003115i,-0.0041406+0.0061335i,-0.0062886+0.0067921i,-0.0061842+0.0052046i,-0.0036031+0.003061i,-0.0013072+0.00093119i,-0.00031115+0.00027893i,0.0003001+0.00044175i,0.00099883+0.00068992i,0.000683+0.00135i,5.7943e-05+0.0012629i,-0.00021569+0.00045226i,3.1549e-05+8.8833e-05i,-0.00032905-9.8573e-05i,-0.00064132-0.00017985i,0.00040517+0.00045212i,0.00094141+0.001056i,4.1634e-05+0.00033209i
