-0.00044476+0.0014194i,0.001126+0.00069357i,-8.5246e-05+1.9444e-05i,-0.00061325-0.00027917i,-0.0016733-0.00020762i,-0.0032577+0.00033942i,-0.0035584+0.0011148i,-0.0023406+0.00069717i,-5.9784e-05+1.9108e-05i,0.001572-0.00021152i,0.0015035-0.00050256i,0.0010328-0.00011494i,0.00064195+0.00045855i,-0.00021216+0.00057713i,-0.00040719+0.00082018i,0.00020853+0.00052013i,0.00012067+0.00012364i,-0.00014557+0.00079985i,-4.4945e-05+0.0014814i,-0.00042291+0.00058772i,-0.0011858-0.00020648i,-0.00075912-1.3936e-05i,6.2246e-05+0.00068409i
0.00075571+0.0023879i,0.0018233+0.00067139i,0.0025088+0.00024163i,0.0027773+0.00062258i,0.0019485+0.0003082i,0.00010114-0.0003996i,-0.001484-0.00024346i,-0.0017363-0.00042831i,-0.00076518-0.00088036i,0.00017909-0.0008089i,0.00023801-0.00021207i,-0.00053549+0.00020929i,-0.001144+0.00074322i,-0.0008732+0.00021792i,0.00021389+7.0063e-05i,0.00061427+8.0815e-05i,-0.00026316-0.0011507i,-0.00020745-0.0011001i,0.00039638-0.00051558i,0.00034396-0.00038875i,-2.8007e-05-0.0008302i,0.00023334-0.00053289i,0.00029634+0.00018958i
-0.00046272+0.0012755i,0.00022296+0.0022917i,0.00024764+0.0031719i,0.0006847+0.0028527i,0.00069778+0.0018632i,0.00072566+0.000521i,-0.00014656+5.1141e-05i,-0.00080336-0.00036069i,-0.00046947-0.0010256i,1.3359e-05-0.00066327i,0.00044731-0.00068788i,0.00064806-0.001031i,0.00013109-0.0010908i,0.00010415-0.00082475i,0.00061083-0.00029872i,0.00080814+0.00025171i,0.00080373+0.00023545i,0.00041438+0.00011616i,-0.00030654+0.00063013i,0.00035371+0.00026797i,0.0014598-0.00046301i,0.0016729-0.00067412i,0.00086385-0.00084162i
0.00087504-0.00010775i,-0.00029561-1.6576e-05i,-0.00082669-0.0001225i,-0.00060962-0.00080196i,0.00014102-0.0010424i,-0.00062479-0.0014439i,-0.0001444-0.0014101i,0.00089417-0.00078919i,0.00055613-0.00042304i,0.0002231-0.00056706i,-0.00016264+0.00057932i,-0.00031004+0.0010366i,-3.6496e-05+0.00037896i,3.7206e-05+1.2171e-06i,-0.00015818-0.00032293i,0.00043725-0.00024887i,0.0011141-0.0002889i,0.0010749-0.000116i,0.0010357+0.00016701i,0.00088171-0.00047832i,0.00036722-0.0010391i,-0.00014883-0.0010261i,-0.0001853-0.00060443i
-0.0006747+0.00021345i,2.0957e-05+0.00026046i,0.00075963+0.00044913i,0.00065193-0.00010149i,-5.3467e-05-9.3138e-06i,-0.00058887-0.00063789i,-0.0011895-0.00093785i,-0.0012615-0.00039908i,-0.00056427+0.00013611i,2.6181e-05+0.00018364i,0.00039797+0.00031137i,0.00021308+0.00093168i,0.00041712+0.0010989i,0.00065335+0.00066091i,0.00072451-0.00036366i,0.00082726-0.00088125i,0.00039991-0.00078135i,5.3681e-05-0.00065995i,0.00038745-0.00042282i,0.00077434-0.00058816i,0.0003817-0.00084098i,-2.372e-05-0.00055651i,0.00026246-0.00025428i
-0.0023527-0.00083611i,-0.0025138-0.00077624i,-0.0018718+0.00087011i,-0.00072242+0.0026086i,0.00067444+0.0025553i,0.00089333+0.0011688i,0.00048199-8.7954e-05i,-0.00014438-0.00048076i,-0.001141-0.00032782i,-0.00091587+0.00026039i,2.7417e-06+0.00015541i,-0.00010585-0.00029065i,0.00038577-0.00089819i,0.00084989-0.00078175i,0.00044034-0.00057503i,0.00022357-0.0010033i,0.00033297-0.0010781i,0.00015422-0.0011658i,-0.00021418-0.0011751i,0.00020265-0.00069968i,0.00063725-0.00041945i,0.0003692+1.9587e-05i,0.00035411-0.00051847i
-0.0018603+0.00089957i,-0.0019611+0.0019199i,-0.0026464+0.0033248i,-0.0025447+0.0029983i,-0.00081919+0.0011102i,-0.00055408-5.0218e-05i,-0.0014328+0.00026856i,-0.001381+0.00012665i,-0.0011273-0.00050595i,-0.00088557-5.3405e-05i,-1.488e-05+0.0010408i,0.00037146+0.0010687i,0.00055965+0.00047007i,0.00076498-5.0938e-05i,0.00051347-0.00036048i,0.00011615+0.00024988i,-0.00025251+0.00037732i,2.4719e-05-0.00039445i,0.00053925-0.00075058i,0.00058771-0.00036593i,0.00064769+0.00012282i,0.0005302-1.582e-05i,-0.00044817+7.1992e-05i
0.00057793+0.0015271i,0.00092153+0.0022982i,0.0015287+0.0017637i,0.0020575+0.00036669i,0.0018707-0.00073502i,0.00049939-0.0020037i,-0.0010385-0.0021219i,-0.0011111-0.0015859i,-0.00068766-0.00066732i,0.000142-5.6257e-05i,-6.8331e-05-0.00038207i,-0.0011222-0.00074676i,-0.00073013-0.0009456i,0.00023967-0.00050525i,-0.00012738-0.00033248i,-0.00080228-0.00056153i,-0.00037542-0.00041087i,0.00040184-0.00082156i,0.0011547-0.00087445i,0.0011201-0.00089166i,0.00064591-0.00092598i,0.00011066-0.00043425i,-0.00037192-0.00032013i
0.00021232-0.0015823i,-0.0010202-0.0013023i,-0.0020211-0.00021449i,-0.001645+0.00079639i,-0.0008842+0.00059014i,-0.00012837-0.00048733i,0.00017064-0.0010301i,-0.00010029-0.00036162i,-0.00071708+0.00010215i,-0.00030517+2.5694e-05i,0.00012678+0.00080814i,0.00015347+0.0013061i,0.0010254+0.00066613i,0.0010981-4.2066e-05i,0.00048765+0.00050654i,0.0010055+0.0013414i,0.0015032+0.0010684i,0.00089722+0.00030776i,0.00030663-0.00016872i,0.00019531+1.5934e-05i,0.00014352+0.00084961i,0.00019354+0.0011419i,0.00049413+0.00029876i
0.00028408-0.00021323i,1.5141e-05+0.00052259i,-9.8447e-05+0.0013779i,-0.00042944+0.0015805i,-5.2668e-05+0.00076032i,-0.00014652-0.00072193i,-0.0010163-0.00069809i,-0.0016688-8.1254e-05i,-0.000947-0.00069324i,5.8852e-05-0.0015266i,-0.00020608-0.0011877i,-0.0011196+0.00063013i,-0.0006397+0.0015485i,0.00035962+0.00041412i,0.00058396-0.00022987i,0.00015585-0.00059508i,-0.00022731-0.0010651i,0.00012685-0.0006976i,0.00041633+3.0411e-05i,0.00017731-9.6097e-06i,0.00044982-0.0010694i,0.00064585-0.00085904i,0.00027992-0.00010474i
-0.0022058-0.0011949i,-0.0020668-0.00092969i,-0.0022741+0.00014816i,-0.001737+0.00038297i,-0.00030686-0.00073806i,0.00018913-0.0017017i,-0.00062054-0.0016215i,-0.0011351-0.00096767i,-0.00092418-0.0005611i,-0.00077716-0.0002014i,-0.0010154+0.0002563i,-5.505e-05+0.00028529i,0.0011835-0.00067687i,0.001065-0.0011201i,0.00042115-0.00039425i,0.00070619-0.0002552i,0.00079016-0.00071022i,0.00035908-0.00063263i,0.00089135-0.00032326i,0.0010881-3.789e-05i,0.00062105+0.00036628i,0.00036467+0.00042859i,5.3189e-05-7.0511e-05i
0.0013948+0.0022648i,0.0024646+0.0021948i,0.0027137+0.00081407i,0.002077-0.0009114i,0.0015569-0.001697i,0.0005451-0.0012021i,-0.00022384-0.0005491i,-0.00036528-0.00032636i,-0.00072986-0.0010443i,-0.00037563-0.0016195i,-0.00016891-0.00071045i,-0.00071053+0.00048988i,-0.00077847+0.00064247i,-0.0001152+0.00076664i,0.00040873+0.00050317i,0.00046237-0.00011044i,0.00067232-1.6034e-06i,0.00053327+0.00012388i,-0.00014551+0.00011056i,-0.00021335-0.00019968i,0.0003543-0.00027748i,8.5984e-05+4.8798e-05i,-0.00039571+1.0865e-05i
0.00071362-0.0002243i,0.00013386+0.0007851i,0.001329-0.00064655i,0.0016062-0.00081654i,0.00024834+0.00016635i,-0.0011636-0.00036778i,-0.0016285-0.0010614i,-0.0011774-0.0015176i,-0.00034841-0.0018581i,0.00047104-0.0015561i,0.00080054-0.00073316i,1.6333e-05+0.00037452i,-0.0001615+0.00029801i,0.00037552-0.00034345i,0.00031055+6.0146e-05i,0.00027149+0.00087606i,0.00034929+7.4157e-05i,-0.00019694-0.00058855i,-6.203e-05-0.00077892i,0.00052908-0.000851i,-6.0222e-05+0.00020305i,-0.00016116+0.00044218i,-0.0004693+0.00031755i
0.0018818+0.0024629i,0.0019789+0.002514i,0.0024899+0.0022822i,0.0028299+0.0022346i,0.0021022+0.00069366i,0.0006295-0.0012854i,-0.00052885-0.00072398i,-0.00035716-0.00029994i,0.0002178-0.00037247i,-6.508e-05-0.00027679i,-0.00023724-0.00033412i,-0.00050592-0.00074296i,-0.00079923-0.00010226i,-0.00030733+0.00035953i,0.0004685-5.098e-06i,0.00059025+5.772e-05i,0.00029837-0.00019404i,0.00081711-0.00058767i,0.00082015-0.00076372i,2.1246e-05-0.00081898i,0.00028699-0.00059656i,0.00077439-0.00029999i,0.0009942-0.00036973i
-0.00069454+0.0012249i,-0.00053813+0.00091386i,-0.00080358+0.0014539i,-0.00085621+0.0011891i,6.8521e-05-0.00060365i,0.00064496-0.0011779i,0.00010796-0.0012705i,4.262e-05-0.0012398i,0.00044592-0.0011404i,0.00016557-0.00029528i,-0.0005105-0.00011403i,-0.00039159-0.00016694i,0.00092517+1.4383e-05i,0.0015702-0.00022289i,0.0012019+5.7156e-05i,0.0011081-0.00034995i,0.00092119-0.00047628i,-0.00010911+0.00038442i,-7.7117e-05+0.00057184i,0.00067346+0.00071111i,0.00047882+0.0013036i,-0.00034531+0.0006069i,-6.9302e-05-0.00019876i
-0.0022827-0.00026864i,-0.0015087+0.00061426i,-0.0019838+0.0021679i,-0.0025687+0.0020437i,-0.00068882+0.0012243i,0.0016314-0.00079143i,0.00032632-0.0015919i,-0.0013181-0.00082181i,-0.0015359-0.00028466i,-0.0010851-0.00047104i,-0.00013992+0.00028007i,0.00069669+0.00089757i,0.0013276+0.00069446i,0.0011778+0.00082433i,0.00039942+0.00050504i,8.133e-05-0.00080879i,9.7203e-05-0.0013095i,-0.00014445-0.00036226i,0.00026547+0.00067507i,0.00058997+0.00033713i,0.00029607-0.00032029i,0.00033878-0.00042126i,0.00067746-0.00057795i
-0.00056169+0.00070931i,-0.00032482+0.0017815i,7.1009e-05+0.002635i,0.0011731+0.0025307i,0.0012849+0.00089519i,0.00064011-0.00058087i,0.00044957-0.00054234i,-0.00025727-0.00042814i,0.00019209-0.00068303i,0.00082951-0.00091895i,0.00047794-0.00027456i,0.00020653+0.00042641i,0.00051605+0.00015868i,0.00060565+0.0003585i,0.00042157+0.00027134i,0.00067103+0.00012848i,0.00030741+9.8983e-05i,0.000405+0.00010671i,0.00075012+0.00010635i,0.00087893-0.00054149i,0.00044659-0.00071766i,-7.642e-05-0.00073997i,9.0195e-05-0.00072934i
-0.00095701+0.0010211i,-0.0016587+0.00082895i,-0.0024469+0.0020611i,-0.0016766+0.0027134i,-0.00027362+0.00065604i,5.602e-05-0.0011131i,-0.00047368-0.00034632i,-0.00031163+0.00040556i,-0.00071545+0.0007132i,-0.0005117+0.00071274i,0.00014314+0.00062904i,0.0009211+0.00069338i,0.00072438-0.00030656i,0.00012078-0.0013655i,-2.7865e-05-0.001041i,-0.00017745-0.00070094i,0.00044885-0.00070493i,0.00047584-0.00091936i,0.00031798-0.0009602i,0.00037286-0.00031253i,0.00013948-6.5523e-05i,0.00037923-0.00047849i,0.000713+0.00019906i
0.0012728+0.0011826i,0.00026653+0.0013333i,0.00053501+0.0011383i,0.00050457+0.00085467i,-8.4881e-05-0.00051078i,-0.00055145-0.0016579i,-0.00048565-0.0017649i,0.00014953-0.00077848i,0.00049406-0.00044735i,-1.6033e-05-0.00076943i,-0.00033248-7.0112e-05i,-0.00040977+0.00058772i,9.1463e-05+0.00034836i,0.00051037+0.00039797i,0.00052769+0.00057832i,0.00050278+0.00029322i,0.00061594-0.0006491i,0.00049956-0.00067218i,-0.00034944-0.00037493i,-0.0006949-0.00025015i,-0.00066928+9.0238e-05i,-0.00075065-0.00050256i,-0.00037143-0.00040038i
0.00032585+0.00061488i,0.00077961+0.0014453i,0.0010773+0.0021878i,0.0013172+0.001557i,0.0014024+2.617e-05i,0.00055564-0.00093994i,-0.00071089-0.0011768i,-0.00074212-0.0011336i,-0.00022594-0.00064898i,8.2802e-05-0.00082032i,0.00060123-0.00054085i,0.0013801+0.00066692i,0.0013257+0.00086034i,0.00094291+0.00069549i,0.001349+0.00047049i,0.0019962+0.00011071i,0.0010312-0.00011645i,-0.00038364-0.00027117i,-0.00052475-0.00032807i,-2.0402e-06-0.00031347i,-0.00021626-0.00074954i,-0.00043244-0.00051325i,-0.00013781+0.00030575i
0.00060741+0.00074152i,0.00061008+0.0017094i,0.00042903+0.00078321i,-0.00017555+0.00027848i,-0.00028213-0.00014941i,0.00024548-0.00068733i,-8.3565e-05-0.0010774i,-0.00025573-0.00095965i,-0.00042128-0.00016941i,-0.001195+7.3782e-05i,-0.0014053-6.0763e-05i,-0.00067262+0.0004617i,-0.00031414+0.0011145i,-0.00069596+0.00028641i,-0.00027419+0.00021541i,0.00054995+0.0010135i,0.00050317+0.0010313i,0.00018174+0.00038884i,5.4288e-05-0.00025274i,0.00018812-2.0173e-05i,0.00025716-0.00036445i,7.3557e-05-0.00038651i,7.9049e-05+0.00021886i
-0.0017076-0.00041951i,-0.0023466+0.00049443i,-0.0021493+0.0019945i,-0.0013088+0.0024122i,-0.00062287+0.00079554i,-0.00026921-0.0011889i,-0.00068472-0.0019208i,-0.0010537-0.00090376i,-0.00020171-0.00010473i,0.00066111-3.9117e-05i,0.00029043+0.00025697i,0.00017182+0.00021697i,0.0015647+4.1225e-05i,0.0014321+0.00025832i,0.00011821+0.00020637i,0.00030709-0.000449i,0.00061022-0.00054953i,0.00058586+0.00013729i,0.0012275+0.0004047i,0.0014829+0.00015283i,0.0010269-7.7764e-05i,0.00064471+9.0321e-06i,0.00039204+0.00092773i
-0.0011503+0.0013134i,-0.0013965+0.0010122i,-0.00051609+0.0012283i,0.00013233+0.0019179i,0.0011418+0.0013273i,0.00095487+0.00019876i,-0.00038964-0.00021219i,-0.0011524-0.00064832i,-0.00054209-0.00075155i,0.00021368-0.00045563i,0.00024261-0.00015217i,-0.00016316+0.000242i,-0.00012224+0.00053545i,0.00062396+0.00077271i,0.0011378+0.0011238i,0.0010354+0.00013251i,0.00069211-0.00064104i,0.00055511+6.8157e-05i,0.00048688+0.00025078i,0.00077599-0.00028319i,0.0012754-4.668e-05i,0.00064085+0.00038564i,3.2963e-05+0.00026705i
-0.0014845-2.4105e-05i,-0.002162+0.00051531i,-0.00203+0.00086547i,-0.0013891+0.0011018i,-0.00096889+0.00037962i,-0.001078+7.5669e-05i,-0.0010809-0.00019943i,-8.9308e-05-0.0010155i,0.00062117-0.0015456i,0.00016998-0.00053599i,-0.0008419+6.3053e-05i,-0.00060282+0.00027589i,0.00031436+0.00022488i,-5.3921e-05+6.8745e-05i,-0.00036425+0.00019333i,0.0003996-0.00013559i,0.00071542-0.00055014i,0.00068905-0.0010485i,0.00065879-0.00054536i,0.00046243+0.00010076i,-1.3104e-06-0.00092244i,-0.00025345-0.0015522i,-0.00039983+5.9336e-05i
0.00047418+0.00036261i,0.00083127+0.001966i,0.0024509+0.0032419i,0.002507+0.0026358i,0.0014768+0.00052559i,0.00046777-0.0013265i,-8.7946e-05-0.0013637i,-0.00028971-0.000792i,-0.0006484-0.00081282i,-0.00068967-0.0007414i,-0.00069218+0.00010708i,8.9732e-05+0.0004133i,0.00051281+0.00024494i,0.00046442-0.00016364i,8.5291e-05-0.00056332i,4.1764e-05-0.00069076i,0.00048677-0.00081512i,0.00041025-0.00025825i,0.00025913+0.00041854i,-6.4925e-05+0.00058606i,-0.00010585+0.0005654i,-2.1189e-05+2.1454e-05i,-6.7798e-07-0.0004708i
-0.00023377-0.00034748i,-0.00089418-0.00053444i,-0.0012276-0.00085516i,-0.00012452-0.0015236i,0.0007939-0.001581i,0.00012254-0.001326i,-0.00057247-0.0013761i,-0.00032168-0.00099877i,-0.00050663-0.00081707i,-0.00075197-0.00079673i,-0.00025924-0.00010755i,-0.00030167+0.00057332i,0.00019677+0.00073355i,0.00090508+0.00068638i,0.00059103-0.00024093i,0.00084884-0.00078715i,0.00076649-0.00072421i,0.00032487-0.0010028i,0.0005805-0.001385i,0.00060919-0.00060131i,0.00024022+0.0009008i,-0.00033247+0.0014047i,-0.00036278+0.00069775i
0.00051247+0.00058935i,0.00050231+0.0010944i,0.00085136+0.0011315i,0.0012998+0.0011841i,0.0013097+0.00052604i,0.00083271-0.00072951i,-0.00033942-0.00056318i,-0.00093599+0.00019555i,-0.00078947+0.00021702i,-0.00041219+0.00010703i,0.00027059+0.00051845i,0.0010957+0.0010431i,0.001394+0.00078481i,0.00055878+0.00026538i,7.7694e-05+0.00026774i,-0.00016066+0.00045795i,0.0005258-0.00056017i,0.0011716-0.0012558i,0.0013502-0.00040541i,0.00092221-0.00013868i,0.00040485-0.00070652i,0.00098575-0.00084412i,0.001346-0.00044298i
-0.00018247+0.00088423i,-0.00086085+0.0015145i,-0.00057168+0.0026159i,-5.9232e-06+0.0016235i,-0.00054352-2.9842e-05i,-0.00041718-0.0014276i,-0.00059868-0.0017793i,-0.00035409-0.0011996i,1.6633e-05-0.00083196i,-0.00036365-0.00014334i,0.00064469+0.00086096i,0.0013635+0.0007299i,0.00048688+3.0521e-05i,0.00035548-0.00030255i,0.00090631-8.5937e-05i,0.0010899-1.7064e-05i,0.00061043+0.00029189i,0.00029215+0.00023242i,0.00051688-0.00017987i,0.0006837+0.00033214i,0.00059915+0.00060403i,0.00049313+0.00080886i,0.0005443+0.00062141i
-0.00096159-0.00012143i,-0.0015115+0.0006284i,-0.0022668+0.00099996i,-0.0012776+0.00058914i,0.00031803-0.00046484i,0.0001252-0.0015012i,-0.00028942-0.0016159i,-0.00046182-0.0011218i,-0.00052256-0.0013504i,-2.2834e-06-0.00095543i,9.0817e-05+0.00069365i,0.00058083+0.0010016i,0.0012387+0.00042386i,0.00075464-0.00011807i,0.00070732+7.4303e-05i,0.00080524+0.0002256i,0.00062195-0.00067414i,0.00041686-0.00096156i,-0.00037533-0.00044526i,8.6138e-05-0.00049009i,0.00087171-0.00037351i,0.00025189+0.00015528i,-0.00082309+0.00058572i
0.00030308-0.00069659i,0.00032132-0.0011973i,0.00044008-0.0017409i,-0.00039558-0.0012263i,-0.0011754-0.00164i,-0.0013279-0.0021981i,-0.00098416-0.00085657i,-0.00026418+0.00039637i,0.00012095-0.00030522i,-2.8625e-05-0.00072505i,-0.00065373-0.0004751i,-0.00094805-0.00029221i,-0.00061265+0.00032862i,0.00014799+0.00077561i,0.00070742+0.00029467i,0.00063466+0.00029594i,0.00075251-7.1315e-06i,0.00070177-0.00046819i,0.00024313+4.7434e-05i,0.00027475+0.00039309i,-0.0002152+0.00032643i,0.00010169+0.00055305i,0.00065446+0.00090988i
-9.2514e-05+0.0019407i,-0.00019182+0.0018344i,0.0012991+0.0032847i,0.001634+0.0038881i,0.0021212+0.0023505i,0.0020757-0.00023232i,0.00016754-0.001168i,-0.00032763-0.00085915i,-0.00012199-0.00067445i,0.00020878-0.00075858i,0.00089026-0.00040072i,0.0009162-0.00028184i,0.00084594-9.364e-05i,0.00076898-0.0003878i,0.0004671-0.00093715i,0.00071688-0.00049713i,0.0006633-0.00064284i,0.00019848-0.0012264i,0.0004543-0.00084621i,0.00084455-0.00056218i,0.00063478-0.00042127i,0.00016608-0.00055326i,-0.00018932-0.00033093i
0.00094815-0.0019084i,0.00078943-0.0011496i,-0.00032173-0.0025234i,-0.00033024-0.0030639i,-0.00056971-0.0026582i,-0.00086042-0.0019442i,-0.00099361-0.00104i,-0.00090133-0.00081164i,-0.00045758-0.0010667i,-0.0011935-0.00065695i,-0.0015434+0.00065756i,-0.00059608+0.0014972i,6.9528e-05+0.0019195i,0.00072171+0.00099237i,0.00082714-0.0003795i,0.00027706-0.00056891i,0.00033482-0.00044436i,0.0010708-0.00033215i,0.0010912+0.00010718i,0.00054893+0.00044162i,-0.00012662+0.00021379i,-0.00061583+0.00024213i,-0.00069751+0.00045053i
0.00058498-0.00041735i,0.0010071+0.00011819i,0.00080471+0.00026998i,-0.00014501-0.00041152i,-9.6777e-05-0.001249i,0.00028625-0.00096989i,6.1714e-05-3.5252e-05i,-0.00030332-1.5197e-05i,-0.00033066-0.0010348i,-0.0005891-0.0012539i,-0.00075448-0.00022586i,-0.00026406+0.0014156i,-0.00031259+0.0014327i,-0.0003541+9.7882e-05i,0.00019573+1.2969e-05i,-0.00012508+0.00044128i,-0.00064454+0.00026907i,-0.00061644-5.8067e-05i,0.00018369-4.7109e-05i,0.00025597+0.00014468i,0.00042652+0.00051131i,0.0011197+0.00039655i,0.00081424+1.3073e-05i
0.0027086+0.00084122i,0.0026115+0.00093177i,0.002547-0.00051739i,0.0016674-0.0011065i,7.6891e-05-0.0021097i,-0.001586-0.0023354i,-0.0020415-0.0008046i,-0.00055271-6.1942e-05i,0.00041544-7.6483e-05i,0.00023226-0.00033201i,-0.00020255-0.0010278i,-0.00024304-0.00058376i,-0.0001212+0.000361i,-0.00033309+0.00068822i,-6.8692e-05+0.00080801i,0.00079443+0.00055245i,0.0009923+0.00054932i,0.00080838-0.00024644i,0.00095647-0.00084381i,0.00059901-0.0009778i,-0.00023852-0.0005987i,-0.00043154+0.00064666i,-0.00094374+0.0011466i
0.0011862+0.002765i,0.00091352+0.0027294i,0.0010672+0.002135i,0.0018049+0.0014066i,0.0013197+0.00051708i,0.00053042-0.00054661i,0.00026415-0.0005268i,0.00034826-0.0009398i,0.001233-0.0012366i,0.00095272-0.0008474i,-0.00017861-0.00058023i,-0.0004256-0.00018518i,-0.00038819-0.00017293i,0.00018211-0.00074946i,0.00062231-0.0003457i,0.00049646-4.9986e-06i,0.00090178+0.00017628i,0.0010672+0.00033797i,0.00073636-0.00033431i,0.0005971-0.00068391i,0.0009458-0.00039142i,0.0015367-0.0001607i,0.00091917-0.00031613i
0.0020573+0.00035661i,0.0011697+0.00064531i,0.001051+0.00054198i,0.0013411-0.00053187i,0.0012514-0.0017969i,0.0010502-0.0019987i,-0.00037676-0.0013468i,-0.0011871-0.00063729i,-0.00046861+9.1883e-05i,0.00023685+2.7987e-05i,0.0004215+0.0002449i,0.00033673+0.00086696i,3.0354e-05+0.00087797i,-0.00018179+6.9428e-05i,2.3342e-05-0.00025667i,0.00043662-4.0617e-05i,0.00044541-0.00014323i,0.00025219-0.00046136i,0.00039408-0.00082189i,0.00016517-0.0011867i,0.00012377-0.00087164i,0.00027366-0.00018512i,-0.00025604-3.7874e-05i
-0.0020238-0.0015941i,-0.0021101-0.00059206i,-0.0028089+0.0013624i,-0.002343+0.0021985i,-0.00030267+0.0020981i,0.00025754+0.00057573i,3.8245e-05-0.00019816i,-0.00011072+0.00026954i,-0.001023-0.00045204i,-0.00061272-0.0013326i,0.00017296-0.00057793i,0.00067601+0.00084632i,0.0005705+0.0012579i,0.00015558+0.00046101i,0.00062124+3.1864e-05i,0.00044882-0.00021164i,0.000286-0.00048347i,0.00040012-0.00087103i,0.00066185-0.00098547i,0.00047119-0.00029322i,-0.00018109+0.0010733i,-0.00011486+0.0011902i,-2.5828e-05+0.00041563i
0.00020927+0.00061747i,0.0011081-0.00051725i,0.0014189-2.0044e-05i,0.00073796+0.00052898i,0.00038165-0.00024938i,0.0003276-0.0012604i,0.00050913-0.0008144i,0.00087988+0.00012957i,7.011e-05+0.00010285i,-0.00068237-0.00051863i,0.00019773-0.00090795i,0.00018819-0.00017078i,-0.00024178+0.00042844i,-0.00020633+0.00020314i,-0.00063711-6.6458e-05i,-0.00082793-0.00051928i,6.9691e-05-0.00091102i,0.00064359-0.00014753i,5.7224e-06+0.00048387i,0.00025216+0.00041255i,0.0004399+0.00019678i,0.00030439-0.00072791i,0.00038202-0.00061056i
0.0011177+0.0019927i,0.0020644+0.0026181i,0.0020401+0.0028898i,0.0016463+0.0012581i,0.0023195-0.0013951i,0.0011011-0.0024833i,-0.0010598-0.0017019i,-0.0015503-0.00086873i,-0.0012106-0.00042802i,-0.00072226-0.00056842i,-0.00029332-0.00086936i,-0.00083223-1.4341e-05i,-0.00091315+6.3333e-05i,-0.00022124-0.0001479i,-1.8187e-05+0.00038174i,0.00051204-2.2121e-05i,0.0007434-0.00060198i,0.00053654-0.00093055i,0.00049259-9.7896e-05i,0.0006341+0.00048907i,0.00096173+0.00014973i,0.00071317+0.00012737i,0.0001494+0.00019989i
0.0013457-0.0012078i,0.0007024+0.00035095i,0.00036137-0.00026264i,5.0969e-05-0.00047122i,0.00040558-0.00056419i,0.00048129-0.00085903i,2.9896e-05-0.00083708i,-0.00021531-0.0003078i,0.00016208+0.00024443i,-3.865e-05-0.00040239i,-0.0002084-0.00090267i,-0.00058987+8.8182e-05i,-0.0010001+0.00082131i,-7.7645e-06+0.00036046i,0.0010587-0.00023558i,0.0014914-0.00024694i,0.0014185-0.0010269i,0.001067-0.0017132i,2.1393e-05-0.00091388i,-0.00032351-2.375e-05i,0.00016776+0.00023334i,8.3415e-06+0.00032199i,-0.00020465+0.00046457i
-9.753e-05-0.0014182i,0.00021788-0.0019103i,-0.00020058-0.001645i,-0.00079954-0.00078503i,-0.00037964-0.00034422i,-0.00064067-0.00061699i,-0.0012528-0.0004791i,-0.0011377-0.00025456i,-0.0003304-0.00051756i,0.00029042-0.00017718i,0.00048727+0.00066226i,0.000641+0.00032045i,0.00017027+0.00031881i,0.00010292+0.00073148i,0.00068081+0.00052335i,0.00092546-9.6166e-05i,0.00063735-0.00050831i,0.00081258-0.00034212i,0.0016993-0.00013273i,0.0018411+0.00033875i,0.0010311+0.0006141i,0.00069688+0.00082583i,0.0013864+0.00067859i
0.0014609-0.00046776i,0.0020492+1.1387e-05i,0.0020578-2.1133e-05i,0.0020718-0.00013806i,0.0015445-0.0013843i,0.00054636-0.00211i,-0.00053799-0.0010519i,-0.00063143-0.0011431i,0.0001225-0.0012717i,-0.00066957-0.00035097i,-0.0011915+2.3909e-05i,-0.00051768+0.00019479i,0.00054299+0.00039914i,0.00068791+9.5161e-05i,0.00031175-0.00050634i,0.00015246-0.00046058i,5.6018e-05-0.00047164i,-0.00049221-0.00024132i,-0.00024908-0.00035052i,0.00057608-0.00091619i,0.00061066-0.00061482i,9.2028e-05+3.5146e-05i,-0.00020035+0.00047778i
-0.001008+0.00041946i,-0.0011565+0.0014673i,-0.00091919+0.002082i,-0.0007394+0.0015081i,-0.00060589+0.00018417i,-0.00055131-0.001599i,-0.00065562-0.0022622i,-0.0007501-0.0016565i,-0.00063579-0.0014921i,0.00033458-0.00098239i,0.00057802+0.00018181i,1.1636e-05+0.00098075i,-0.00040282+0.00070026i,4.5314e-05+0.0003627i,0.00070347+0.00058249i,0.0013113+0.00065356i,0.0015912+0.00018984i,0.0012102-0.00031682i,0.00075876-0.0003502i,-0.0001163-0.00023948i,-0.0011471+7.768e-05i,-0.00089672-0.00023594i,-0.00026415-0.00081257i
0.0015764+0.00068878i,0.00060386+0.00069537i,0.00047479+4.3638e-05i,0.0015289-0.00099941i,0.0018306-0.0018743i,0.00092196-0.0019808i,-0.00098965-0.00082064i,-0.0010601-0.00015229i,-2.228e-05-0.00084045i,-3.5647e-05-0.00040404i,-0.00015778+0.00023336i,0.00020564-0.00026587i,0.00065568-0.00026411i,0.00037314+0.00031447i,0.00038515+0.00056043i,0.0004933+0.00032389i,0.00075042-8.5795e-05i,0.0010432-0.00035304i,0.0012462-0.00072333i,0.0011417-0.00047681i,0.00035689-0.00021441i,-0.00091607-0.00012752i,-0.0015749+0.00018803i
