-0.00044476+0.0014194i,0.001126+0.00069357i,-8.5246e-05+1.9444e-05i,-0.00061325-0.00027917i,-0.0016733-0.00020762i,-0.0032577+0.00033942i,-0.0035584+0.0011148i,-0.0023406+0.00069717i,-5.9784e-05+1.9108e-05i,0.001572-0.00021152i,0.0015035-0.00050256i,0.0010328-0.00011494i,0.00064195+0.00045855i,-0.00021216+0.00057713i,-0.00040719+0.00082018i,0.00020853+0.00052013i,0.00012067+0.00012364i,-0.00014557+0.00079985i,-4.4945e-05+0.0014814i,-0.00042291+0.00058772i,-0.0011858-0.00020648i,-0.00075912-1.3936e-05i,6.2246e-05+0.00068409i
0.0002457+0.0026604i,0.0014368+0.00304i,0.0022136+0.0034549i,0.0020814+0.0021353i,0.0022847+0.00022307i,0.0011678-0.00094791i,-0.00099956-0.00016586i,-0.0011176+0.00069531i,0.00048907+4.2304e-06i,0.00088311-0.0015092i,0.00059796-0.0017377i,0.00017402-0.00080298i,-0.00025992-0.00071807i,-0.00019454-0.00082959i,0.00014437-0.00032107i,-0.00050634+2.536e-05i,-0.00062217-0.00028472i,9.1485e-05+0.00055418i,0.00020795+0.00058139i,0.00062372-0.00037793i,0.0010814-0.0005067i,0.00054368-0.0005341i,0.00039537+1.8577e-05i
0.00014145+0.001495i,0.0013975+0.0016599i,0.001776+0.0026269i,0.0019559+0.0019971i,0.0018379+0.00045739i,0.0005521-0.00079425i,-2.4146e-05-0.0017156i,-8.1196e-05-0.0013124i,-0.00023788+0.0001949i,0.00037617+0.00083872i,0.000638+0.00053445i,0.00037757+0.00050504i,8.8823e-05-9.8909e-05i,0.00042431-0.00089522i,0.00076847-0.0004113i,0.00046489+0.00022919i,0.00058314-7.6792e-05i,0.00040218+9.7743e-05i,7.0592e-05+0.00032472i,0.00051139+0.0003086i,0.00071871+0.00062317i,0.00050587+0.00092445i,0.00012434+0.00073664i
0.0002774-0.00021481i,-0.00093072-0.00029393i,-0.0011073-0.00082906i,-0.0011458-0.00111i,-0.00091791-0.001505i,-0.00060357-0.0012889i,-0.00070799-0.00014512i,-0.00070042-5.2246e-05i,-0.00071578-0.0009443i,-0.00032781-0.0011339i,0.00034208-0.00084113i,0.00022493-1.5609e-05i,-0.00035266+0.0012207i,-0.00030503+0.0010967i,8.4937e-05+0.0012666i,6.8924e-05+0.0010722i,0.00051364+0.00013244i,0.0003295+0.00045945i,-0.0001371+0.0003946i,0.0004646-0.00049062i,0.0006214-0.00033859i,-0.00011652-0.00063243i,-0.00035065-0.00091266i
-0.002837-0.0002454i,-0.0026517-0.0012104i,-0.0010821+1.5682e-06i,-2.3317e-05+0.001439i,0.0005792+0.0010274i,0.00071242-0.00011122i,-0.00057631-0.0010163i,-0.001353-0.0013362i,-0.0011624-0.00064404i,-0.00066489+0.00057049i,-0.00030331+0.001363i,0.0001723+0.0011004i,0.00098584+0.00080229i,0.00098775+0.00055781i,0.00041126+0.00025294i,6.0848e-05+0.00040889i,8.8305e-05+0.00016097i,-5.6945e-05-0.00029924i,-0.00064956-0.00025613i,-0.00012051+9.6958e-05i,0.00096018+2.5165e-05i,0.0011288+0.0003298i,0.0012156+0.00045471i
-0.0001508+0.0018807i,-0.00042041+0.0028565i,0.00096259+0.003984i,0.0012051+0.0031908i,0.00044623+0.00086379i,0.00055121-0.00095345i,0.00089023-0.0016883i,-0.0002115-0.0015595i,-0.0005002-0.0014576i,0.00034298-0.0013089i,0.00057278-0.00054725i,0.00074754+0.00023619i,0.00087159-0.00025559i,0.00063693-0.00049399i,-0.00014392-0.00039594i,-0.0011399-0.00046006i,-0.00046531-0.0005322i,0.00010202-0.00055494i,0.00017468-0.00023394i,0.00032123+0.00052175i,1.1213e-05+0.00062947i,6.3575e-05+0.00048007i,-1.0616e-05-0.000246i
-0.00015174+0.00079018i,-0.00054828+0.0012341i,-0.0013408+0.0017816i,-0.00093342+0.0022465i,0.00030751+0.0014849i,-8.0057e-05-7.1848e-05i,-0.0011169-0.00086481i,-0.001032-0.00057941i,-0.0004854-0.00053082i,0.00041103-0.00085062i,0.00096454-0.00050677i,0.00080054+0.00029982i,0.00038959+0.0010241i,2.2654e-05+0.00091847i,-0.00023083+0.00038991i,0.00023685+0.00010448i,0.0016783-0.00018108i,0.0024909-6.636e-05i,0.0017408-0.00080042i,0.00036459-0.00072961i,-0.00076547-0.00047762i,-0.00076274-0.00046322i,-0.00043763+0.00052097i
-0.00051329-0.0011224i,-0.0011824-0.0012602i,-0.00027997-0.0017231i,0.00043636-0.0013452i,-2.7765e-06-0.0012754i,-0.00086018-0.0016314i,-0.0016738-0.00091976i,-0.001592-0.00028939i,-0.0020054-0.00052598i,-0.0020671-0.00030877i,-0.0014576-4.6708e-05i,-0.0011538+0.00041324i,-0.00066167+0.00038783i,-0.00039944-0.00012543i,2.5248e-05-0.00021652i,0.00064617-0.00068376i,0.00068248+9.3337e-06i,-0.00025046+0.00071664i,-0.00027592+0.00013574i,0.0010192-3.3539e-05i,0.0014028+0.0001681i,0.00031276+0.00050237i,-0.00056263+0.00099466i
-0.00024519+0.00064858i,-0.00058672+0.0019864i,7.5378e-05+0.002404i,0.00093401+0.0024878i,0.001352+0.0014846i,0.00056656+0.00011829i,0.0001326-2.4595e-05i,-0.00029987+0.00074495i,-0.00058187+0.00045239i,-5.7508e-05-0.00055777i,-0.00033991-0.00091319i,-0.00048618+0.0007103i,0.0005212+0.0019819i,0.0016322+0.0012523i,0.00068296+0.00089157i,-7.6863e-06+5.2031e-05i,0.0010449-0.0010505i,0.0012183-0.001976i,2.7153e-05-0.001593i,-0.00032672-0.00062385i,0.00022764+0.00018923i,0.00059638+0.00078595i,0.00078499+0.00025605i
0.0011279+0.0012013i,0.00087215+0.0020127i,0.00046837+0.0030671i,9.4045e-05+0.0013638i,0.0001331-0.0011282i,3.971e-05-0.0022583i,-0.00048381-0.001203i,-0.00080504+0.00010583i,-0.00072378+2.2385e-05i,-0.00057999+0.00010425i,-0.00075072+0.00040453i,-0.00099434+0.00070761i,6.9005e-05+0.0013268i,0.00046032+0.0017311i,2.0542e-05+0.0012533i,-0.00014232+0.00016331i,0.00031106-0.00011443i,0.00041145+0.00020271i,-0.00050232-0.00056383i,-0.00056642-0.00057564i,-0.00018572-0.00028483i,-8.9976e-07+8.4863e-05i,-0.00043067+0.00035121i
-0.00078013+0.00019518i,-0.0015061+0.00042063i,-0.0012213-0.00014122i,-0.00081253-0.00057326i,-0.00068717-0.00080025i,-0.00023074-0.0013542i,-0.00026195-0.0020146i,-0.00050555-0.0019787i,-4.6724e-05-0.0013746i,0.00022193-0.0010379i,-5.2606e-05-0.00058231i,0.00018386-0.00015639i,0.00098666-0.00020755i,0.00090176-0.00049501i,0.00060019-0.00017461i,0.00043151+0.00065602i,0.00050646-0.00012272i,0.00041095-0.00069113i,0.00023945+6.6452e-05i,0.0003709+8.1923e-05i,0.00050448-0.00012236i,0.00077008+0.00031493i,0.00050293+0.0003796i
0.00055848+0.00033561i,0.00034061-0.00063535i,0.0014989-0.00031601i,0.001364+0.001222i,0.00060953+0.00054147i,-6.7792e-05-0.0013472i,-0.001259-0.00143i,-0.0010041-0.00053759i,-0.00092188-0.00023407i,-0.00024406-0.0012403i,0.00024251-0.0013763i,-0.00055111+0.00019014i,-0.0001985+0.00079435i,-8.0392e-05+0.00030643i,-0.00032095+0.00012365i,-0.00030321-8.0348e-05i,5.3401e-05-0.0005185i,8.638e-05-0.00010334i,-0.00034775+0.00024899i,0.00021894+6.1667e-05i,0.00068409-0.00036944i,0.00091073-0.00082721i,0.00066223-0.00050644i
0.00020164+0.0029242i,0.0011466+0.0040071i,0.0020633+0.0048592i,0.0022089+0.0040816i,0.0027097+0.0015857i,0.0019194-0.00062365i,0.00028198-0.000932i,-0.00045435-0.00063623i,-0.00039352-0.00063237i,0.00043998-0.00095958i,0.0011183-0.0013674i,0.00056891-0.0010087i,-8.8706e-05+0.00040989i,1.4105e-05+0.00058879i,0.00043753+0.00032266i,0.00052787+0.00013107i,0.00018829-0.00049273i,0.00010669-0.00060051i,-0.0002028-0.00043449i,0.00016257-9.2787e-07i,0.00057801+0.00014695i,0.0005084-0.0002081i,6.7224e-05-0.0003491i
0.0018225-0.00034307i,0.00055571+0.00045622i,-8.6293e-06-0.00096471i,0.00039214-0.001483i,0.00041112-0.0014329i,-0.00066685-0.0012071i,-0.0012898+9.8927e-05i,-0.00074234+0.0002264i,5.246e-05-0.00096447i,-0.00022182-0.00082269i,-0.0006446-8.2393e-05i,0.00043097+0.00074498i,0.00077113+0.001352i,0.00018759+0.0013428i,0.00027562+0.00077361i,5.1264e-05+0.0011001i,-0.00033915+0.00064846i,0.00023312+0.0001652i,0.00097507+0.0004011i,0.00089171+0.00019336i,0.00033426-1.588e-05i,0.00032462+0.00052725i,-0.000105+0.00068216i
0.001809-0.00084349i,-5.7137e-05-0.0014191i,-0.00072305-0.0015145i,-0.00034637-0.00062834i,-0.00033274-0.00092104i,-0.0004238-0.0018986i,-0.0005598-0.0016984i,-0.00097779-0.00031501i,-0.0015122+0.00040404i,-0.0012554+0.00023109i,-0.0010272+0.00028703i,-0.00023821+0.0010033i,0.00025016+0.0012239i,-0.00015178+0.00072473i,-0.00049636+0.00029283i,-0.00036731+0.00029509i,0.0002074-4.4425e-05i,0.0001311-0.00083082i,2.7827e-06-0.00070001i,0.00071915-0.00023276i,0.00055659-3.8288e-05i,0.00065508+0.00020401i,0.00051285-0.00054575i
0.00036329+0.0020123i,0.00051554+0.0021212i,0.00066517+0.0018238i,0.00085976+0.0018637i,0.0016107+0.00082523i,0.0014615-0.0016128i,0.0004664-0.0021922i,-0.0002297-0.00061241i,-1.7165e-05+0.00031711i,3.1634e-05-0.00011411i,-0.00060145-0.00029556i,6.4491e-05+0.00019929i,0.0011189+0.00037377i,0.00078018+0.00043977i,0.00037614+0.0011373i,0.00076746+0.0010356i,0.00071016+0.0006872i,0.00032132+0.001008i,-0.00017643+0.00032409i,-0.00071003-0.00039879i,-0.00024319-0.00049584i,0.00015148-7.1419e-05i,0.00032837+0.00060956i
-0.0006132-0.00015474i,-0.00078713+0.00087773i,-0.00057679+0.0015428i,8.4583e-05+0.0011781i,-0.00024173+0.00014799i,-0.0010867-0.0009077i,-0.00051883-0.0013301i,-0.00017977-0.00078261i,-0.00013658-0.00055281i,9.4211e-05-0.00092455i,-0.00032834+2.9731e-06i,-0.00080873+0.0010043i,-0.00029297+0.00045555i,0.00078989-0.00077519i,0.00080297-0.0013236i,0.00020911-0.00065198i,-5.4582e-05-0.00045132i,0.00014596-0.00044236i,0.00030731-0.00028836i,0.00029993-0.00096518i,0.00091089-0.00072851i,0.00045236-0.00025125i,-0.00037443-5.671e-05i
0.00098207+0.00064959i,0.00061175+0.0004319i,0.0017464+0.00035802i,0.0026987-0.00025297i,0.0019066-0.0017318i,-0.00013778-0.0027953i,-0.00061569-0.0017896i,0.00078073-0.00076805i,0.0011859-0.00062894i,-1.5484e-05-0.00069866i,-0.00015833+5.0643e-05i,0.00030746+0.00092296i,0.00032735+0.00061383i,0.00035698-0.00048181i,0.00089988-0.00070733i,0.00076277-7.0906e-05i,-2.7844e-05+0.00084764i,-0.00049612+0.0013805i,-0.00056972+0.00025879i,4.2075e-06-0.00062859i,0.0010923-0.00040841i,0.0018714+0.00035922i,0.0014128+0.00058843i
-0.00065331+0.00012698i,-0.00029165-0.00013246i,-0.00017033+0.0012198i,-0.00068733+0.0016111i,-0.00040072+0.00037963i,-0.00069299-0.00052069i,-0.00079813-0.00096593i,-0.00036557-0.00071447i,-0.00018377-0.00069604i,0.00038266-0.00076278i,0.00055452-0.00058477i,-0.00038628+0.0007083i,-0.000644+0.0016013i,-0.00043673+0.00050489i,-0.00029299-0.00086201i,-0.00017081-0.00069041i,-0.00036794-0.00066239i,-0.00039005-0.0016966i,-0.00039293-0.0013374i,-0.00026401-0.00028715i,-0.00065611+0.00018639i,-0.00051401+3.5063e-05i,0.00016634+0.00017488i
0.0004476+0.00155i,0.0015621+0.0019827i,0.0016173+0.0022252i,0.0014954+0.0007808i,0.001815-0.0013437i,0.0010174-0.0022356i,-0.00052796-0.0016251i,-0.0011014-0.00055173i,-0.001603+0.00025936i,-0.0016396+0.00086294i,-0.00043858+0.0014727i,6.3042e-05+0.0014851i,-0.00088668+0.0014334i,-0.0013732+0.0013058i,-0.00043074+8.4461e-06i,-2.6833e-05-0.00076268i,0.00010226-0.00051868i,0.00039379-6.6149e-05i,0.00029203+0.00053458i,-0.00022674-5.8606e-05i,3.1599e-05-0.00047009i,0.0006816+0.00010532i,0.00054244+0.00063231i
8.7882e-05+0.001273i,-0.00059099+0.0013971i,-0.00049998+0.0017871i,-0.00014925+0.0011382i,-3.1019e-05-0.0004417i,-0.00050286-0.00084068i,-0.00083516-0.00051491i,-0.0010148-0.00054549i,-0.00018614-0.00065674i,0.0010679-0.0007574i,0.0013932-0.00067517i,0.0012461-0.0002035i,0.00063308+0.00054477i,-1.7831e-05+0.0011862i,-1.8838e-05+0.0014519i,-0.00059488+0.0011822i,-0.0012859+0.00052949i,-0.00061783-0.00020362i,0.0002233+2.507e-05i,0.00094265+0.00056039i,0.00061909+0.00074591i,-0.00019158+0.0011654i,-0.0004307+0.0013338i
-0.00072552-0.0013662i,-0.0011894-0.0020957i,-0.00042536-0.0011295i,0.00099691+0.00023191i,0.0017033+5.2914e-05i,0.0016092-0.00034146i,0.00025097-0.00096662i,-0.0011543-0.0019371i,-0.00037042-0.0018788i,0.00067754-0.001061i,0.00065592-0.00050262i,0.00035687-9.1049e-05i,0.00025605+0.00058837i,0.00029999+0.0010166i,0.00012116+0.0011898i,-5.6435e-07+6.9138e-05i,0.00058329-0.0013386i,0.00087678-0.0010323i,0.00012569-0.00016552i,-0.00033003+0.0001734i,0.00034703+0.00065979i,0.00053015+0.00066044i,0.0006543+0.00027966i
0.0013889-0.0002495i,0.00071873+0.00018313i,0.0005484-0.00088978i,0.0004035-0.0011049i,3.4671e-05-0.0012784i,-0.0005397-0.001448i,-0.00051298-0.00016372i,-0.00017036+0.00062604i,-1.718e-06-8.689e-05i,-0.00062529-0.0012958i,-0.00080304-0.0018217i,-2.724e-05-0.00084008i,0.00092769+0.00053187i,0.0013681+0.0016698i,0.0010539+0.0018327i,0.0010739+0.00088295i,0.00087488+0.00035936i,0.0006514+0.00065018i,0.00054213+0.00011174i,4.8453e-05-0.0003629i,-0.00011683-0.00015701i,-0.00019312-0.00014762i,-6.352e-05+0.00059109i
0.0016738+0.00097491i,0.0015387+0.0014677i,0.00096196+0.0015761i,5.333e-05+0.00084762i,0.0004074-0.00072348i,0.00045993-0.0014614i,-0.00016153-0.0014448i,-0.00043008-0.0011257i,-0.0012405-0.00084712i,-0.0013609-0.0005993i,-0.00091971-0.00056196i,-0.00091982-8.555e-05i,-0.00040208+0.00034596i,-0.00032899-0.00020914i,-0.00077865+0.00014587i,-0.00060757+0.00036803i,0.00035411-0.00057087i,0.00099499-0.0008959i,0.00054904-0.00054113i,0.00038361-0.00043253i,0.00024783-0.00032095i,-0.00052479-0.00073917i,-0.0012614-0.00092489i
-0.0018894+5.3007e-05i,-0.0010998+0.0009701i,-0.0018559+0.0031971i,-0.00099659+0.0033322i,0.0011339+0.001412i,0.00070747+0.00060398i,-0.00016956+0.00060802i,0.00016308-0.00060938i,-5.6662e-05-0.00099133i,-0.00082612-0.00051884i,-0.00054613-0.00042061i,0.00018838+0.00017043i,0.00088308-0.00016448i,0.00098164-0.00041926i,-5.2964e-05-0.00025661i,-6.6569e-05+1.9962e-05i,-9.4873e-05+0.00086047i,-0.00031881+0.00043102i,0.00054387-3.5097e-05i,0.00065957+0.00017625i,5.4956e-05+3.7363e-05i,-0.00051727-0.00020532i,-0.00021227+0.00051935i
0.00088278+0.0024345i,0.00060565+0.0028349i,0.0010618+0.0035507i,0.0023462+0.0030579i,0.0023773+0.00059202i,0.00069795-0.0020079i,-0.00051136-0.0028658i,-0.00074921-0.0023101i,0.00019545-0.0017388i,0.00064656-0.00070537i,0.00016161+0.00019283i,-3.5417e-05+0.00027731i,-6.4117e-05-2.7738e-05i,-0.00030183-0.00030899i,-5.8715e-05+2.709e-05i,-3.602e-05-0.00047379i,-0.00017546-0.0016235i,0.00033094-0.0020423i,0.00092752-0.00097225i,0.00090804-0.00036045i,0.00049644-0.00070447i,-0.00039682-0.00073983i,-0.00050512-0.00053457i
-0.00042016-3.0509e-05i,-0.00074189+0.00034493i,-0.00087589+0.0011353i,-0.00016277+0.00082826i,0.00044485-0.00024871i,0.0004711-0.00069243i,-0.00055676-0.00099718i,-0.00072503-0.001168i,0.00017801-0.00074911i,0.00011163-0.00024871i,-0.00047624-0.00015095i,-0.00035162+0.00068741i,0.00029725+0.0017711i,0.00070204+0.001028i,0.0008083+0.00059993i,0.00083521+0.00081877i,0.00055724+0.00068043i,9.1154e-05+0.0011674i,-0.00060934+0.0011508i,-0.00027843+0.00023733i,0.00025464-0.0004392i,-5.2107e-05-0.00018646i,7.7968e-05+0.00041707i
-0.00041301-0.00096458i,-0.0003067-0.00023318i,-0.00050345+0.00074381i,-0.00054174+0.001132i,-0.00063825+0.00056626i,-0.00096132-0.00011585i,-0.0013339-0.00032741i,-0.0012571-0.00059159i,-0.0004302-0.00065493i,-0.00019236-0.00024249i,-0.00022411-0.00015475i,-0.00032676-0.00034577i,-0.00025758+0.00042142i,0.00020911+0.00076855i,0.00020952+0.00033131i,0.00010809+0.00031539i,-0.00010988+7.193e-05i,-0.00011207-0.00022454i,0.00012435-0.0010327i,0.00010413-0.0014618i,0.00060748-0.0011956i,0.00060985-0.00063077i,0.00038897-0.00051903i
0.00066504-0.0024933i,0.001318-0.0019312i,0.00064179-0.00091534i,-0.00012409-0.00053921i,-0.00053139-0.00042528i,-0.00021889-0.00054114i,-0.00064318-0.0017236i,-0.00043941-0.0027659i,0.00051995-0.0027544i,0.00034246-0.0014284i,0.00029956+0.00016062i,0.00091291+0.0008206i,0.0014006+0.00064253i,0.0011567+0.00058199i,0.0012255+0.0013683i,0.0020359+0.0018396i,0.0021033+0.0011076i,0.0015516+0.00066447i,0.0017001+0.0012016i,0.0015058+0.0010386i,0.00076095+0.0003862i,0.00057607+0.00022445i,0.00091252+0.0003812i
-0.00038163+5.5969e-05i,-0.00068773+0.0011008i,-0.0018293+0.0025878i,-0.0017112+0.0022422i,-0.00086057+0.0011876i,2.1477e-05+0.00013664i,-0.0006845-0.00077857i,-0.0016788-0.00094526i,-0.00138-0.00092506i,-0.00081296-0.00077076i,-0.00035423-1.868e-05i,-0.00024002-0.00013226i,-0.00033489-0.00070701i,-6.7215e-05-0.00062688i,0.00030062-0.00015236i,0.00084647+0.00018609i,0.00021042-4.4469e-05i,-0.001177-0.00086537i,-0.00086796-0.0012391i,0.00029462-0.00075985i,0.00099539-0.00049887i,0.00013147-0.00062274i,-0.00036299-0.00060027i
0.00069797+0.00072639i,0.00038913-0.00014877i,0.00020162-0.00061465i,0.00026402-0.0014147i,0.0007854-0.0020639i,0.00072125-0.0022847i,0.00016925-0.0016093i,-0.00060496-0.001166i,-0.0010605-0.00053743i,-0.0015804+0.00011104i,-0.001612+4.0969e-05i,-0.0013527+0.00016933i,-0.0012163+0.00015607i,-0.0006129+5.997e-05i,-0.00029006+0.00036454i,3.9611e-05+0.000259i,0.0013721-0.00041057i,0.001949-0.000725i,0.0012155-0.00088215i,0.00038509-0.00034156i,0.0003938+0.00015454i,0.000392+1.8026e-05i,4.5652e-05-0.00020976i
-0.00086392+0.0021916i,-0.00063945+0.00095525i,-0.00035086+0.001775i,0.00091931+0.0021606i,0.0020584+0.00097923i,0.0018664-0.00075436i,0.0011482-0.0017003i,0.00029705-0.0016506i,-8.1186e-05-0.00065763i,-2.3691e-06-0.00043129i,0.00017294-0.00063464i,-0.00018332-0.00012765i,0.0002785+0.00010457i,0.00093923+0.00030856i,0.00088851+0.00059185i,0.00021516-0.00010999i,-0.0011207-0.0006686i,-0.001504-3.1539e-05i,-0.0012152+0.00044659i,-0.00047263-0.00049545i,0.00046637-0.0012418i,0.0002549-0.00078839i,-0.00046526+0.0001447i
0.0014377-0.00081834i,0.0013052-0.00055982i,0.00071941-0.0012115i,0.00066598-0.0019365i,0.0013924-0.0021853i,0.0013502-0.0023388i,-0.00025821-0.0020086i,-0.0010247-0.00080971i,-0.0006996-0.00036516i,-8.4e-05+0.00075628i,-0.00051964+0.0013195i,-0.00095013+0.0013643i,-0.00011602+0.0017687i,0.0005994+0.00080997i,0.00013411-0.00020703i,0.00018375-0.00048737i,0.00077596-0.00094142i,0.0010358-0.0015239i,0.00060393-0.00084957i,0.00022671+0.0001141i,-9.5039e-05+0.00033847i,-0.00017713+9.2539e-05i,-0.00012134-0.00016688i
0.00045446+0.0006168i,-1.297e-05+0.00151i,0.001057+0.0012848i,0.0016407+0.00085647i,0.00051739-0.00056137i,-0.00048531-0.0017388i,-0.0013521-0.0012347i,-0.0015631-0.00030601i,-0.00052871-0.00034323i,0.00018491-0.00070085i,0.00035366-0.00013625i,-0.00018998+0.00056543i,-0.00087707+0.00057352i,-0.00031888+0.00041826i,0.0003463+0.00092022i,-7.291e-07+0.0011182i,0.00013667+0.0018545i,0.0006868+0.0022572i,0.00086799+0.00083644i,0.00094937-0.00047125i,0.0006884-8.7581e-05i,-4.7607e-05-8.73e-06i,-0.0002029-0.00049563i
-0.0014746+0.0027312i,0.0003884+0.0021612i,0.00088088+0.0031702i,0.0017207+0.0026647i,0.0020584+0.00059621i,0.0012161-0.00083383i,0.00069989-0.0010129i,9.1946e-05-0.00073359i,-0.00034174-0.00046397i,0.00018248-0.00057667i,0.0010291-0.00073453i,0.0012407+0.00014178i,7.5491e-05+0.00094192i,-0.0011439+0.00039516i,-0.00034041-0.00031366i,0.0002213-0.00071073i,0.00050646-0.0015001i,0.00085789-0.0019059i,0.00080445-0.0016029i,0.00025551-0.00096619i,-0.00012078-0.00026233i,-4.9379e-05+0.0002587i,-0.00043937+0.00011949i
-0.00018573-0.0013006i,-0.00011533-0.0011437i,-0.0014239+5.3561e-05i,-0.0018193+0.0010213i,-0.00055631+0.00032824i,-3.6422e-06-0.00064254i,-0.0007038-0.00050241i,-0.00069225-0.00017551i,-0.00015078-0.00025405i,0.0003681-0.00056168i,0.00076294-0.0010728i,0.0005202-0.00035386i,2.7281e-05+0.00084969i,0.00043275+2.5222e-05i,0.0015247-0.00075864i,0.0021772+0.00030512i,0.001809+0.0015309i,0.001345+0.0014278i,0.0015345+0.00066454i,0.0011142+0.00031897i,0.00031381+6.599e-05i,-1.4429e-05+0.00012189i,0.00044585+0.00043659i
0.0033516+0.0035986i,0.0037896+0.0035277i,0.0043767+0.0026827i,0.0038961+0.00090026i,0.0029362-0.00084074i,0.0011217-0.0015719i,-0.00050061-0.0016182i,-0.00049233-0.00056282i,0.00038902+0.00022504i,0.00027301-0.00056958i,-0.0010101-0.0018137i,-0.0011355-0.001846i,-0.00022554-0.00061167i,0.00093397+0.00075603i,0.00071248+0.001389i,-0.00072254+0.0012817i,-0.0013429-0.00012157i,-0.00059407-0.0012535i,-2.6299e-05-0.0014143i,0.00011193-0.0014316i,-9.4622e-05-0.0010139i,-7.8094e-05-0.00089949i,0.00075357-0.00022469i
-0.0014714-1.8619e-05i,-0.0017878+0.00084933i,-0.0026928+0.0014254i,-0.0020642+0.001685i,-0.00060537+0.0010008i,-0.00076424-0.0001445i,-0.0010689-0.00066457i,-0.00020592-0.0011406i,0.00040639-0.00089685i,-0.0005408-0.00088616i,-0.001796-0.00084518i,-0.001532-5.857e-05i,5.9669e-05+0.00032491i,0.00070712+0.00057524i,0.00017296+0.0013555i,0.00040769+0.0013391i,0.0011718+0.0003412i,0.0013293-0.00055096i,0.0011291-0.00019997i,0.0005377+0.00016098i,0.0004515-0.00014755i,0.00038803-0.00031562i,0.00038924-0.0002927i
-0.0030508-0.00067025i,-0.0029627+0.00065166i,-0.0025501+0.0017632i,-0.00088381+0.0021116i,-0.00014503+0.0015987i,-0.00013235-0.0002095i,-0.00084341-0.00073534i,-0.0010917+0.00015407i,-0.00071962+0.00034034i,-0.00092876+0.00073355i,-0.0016568+0.001085i,-0.0011118+0.0012728i,0.00070287+0.00091898i,0.00079922-0.00031616i,-0.00040393-0.00041743i,-0.00069412-3.6539e-05i,-0.00024027-0.0010899i,-0.00061829-0.0018887i,-0.001208-0.00064311i,-0.00070161+0.00038959i,0.00020475+0.00018092i,0.00033396-1.8094e-05i,-0.00027147+0.00021932i
-0.00088731+0.00086829i,-0.00084396+0.0018143i,-0.00055843+0.0025513i,-0.0003902+0.0017545i,-4.8066e-05-0.00028757i,-2.9664e-05-0.0021014i,-0.00092813-0.0017464i,-0.0012538+0.0001385i,-0.0010556+0.00093388i,-0.0009732+0.00055027i,-0.00095029+0.00095486i,-0.00044311+0.0006729i,0.00043214-0.00062375i,0.00051553-0.0013633i,0.00060923-0.0010354i,0.0010891-0.00043907i,0.0016759-0.00025223i,0.0027199-0.00043008i,0.0018872-0.00075377i,0.00039171-0.00092011i,0.00013578-0.00055283i,0.00046634-0.00026908i,0.0016333+0.0002036i
-0.00031764+0.00081045i,-0.00072056+0.0012538i,-0.00051928+0.00091081i,0.00050656+0.0010114i,0.001241+0.00014918i,0.0014264-0.0015675i,0.00022785-0.0018609i,-0.00033164-0.0013518i,-0.00023913-0.00067829i,2.7776e-05-0.00016686i,0.0010125+0.00020756i,0.0014816+0.00018882i,0.0007763-0.00012363i,0.00027124-0.00012674i,0.00050169-0.0001633i,-0.00027279+0.00032749i,-0.0013504+0.00065413i,-0.0012795+0.000642i,-0.00023197+0.00040732i,0.00094731-0.00032353i,0.001213-0.00038476i,0.00060423+0.00019514i,0.00016794-0.0002291i
-0.00096134-0.0011241i,-0.0015518-0.0017239i,-0.001589-0.00091327i,-0.0011485+0.00013167i,-0.00016338+0.0005872i,-0.00051506+8.9432e-05i,-0.00087252-0.00012734i,8.2665e-05-0.00032758i,0.00022906-0.00098348i,0.00048968-0.00099975i,0.00077277-0.00069331i,0.00047048+0.00050652i,0.00025755+0.0012535i,-0.00011497+0.0010305i,-5.8983e-05+0.00084978i,0.00083383+0.0006235i,0.0013152-0.00022478i,0.0010968-0.0015138i,0.00056095-0.0010841i,0.00021361+0.00029276i,0.0001976+0.00096753i,-0.00011067+0.001098i,-0.00020121+0.00087026i
0.0010645+0.0035186i,0.0013385+0.0027517i,0.0026603+0.0033069i,0.0030108+0.0027118i,0.0020027-7.0494e-05i,0.00078881-0.0017948i,-0.00027195-0.0010864i,-0.0013644-0.00018566i,-0.00079155-0.00096331i,-0.00030951-0.0015317i,-0.00038028-0.0013091i,-0.00033253-0.00066835i,1.5434e-05+0.00047909i,-0.00011091+0.0011867i,-0.00052492+0.00098139i,-0.00057244+0.0010565i,-0.0011236+0.0013417i,-0.00092002+0.00093107i,3.46e-05+0.00068142i,0.00065205+0.00061673i,0.0006056+0.00024009i,0.00043479+2.0907e-05i,-0.00024882-0.00060899i
0.0012018+0.0011015i,-0.00058916+0.0021692i,-0.00094262+0.0022243i,6.0656e-05+0.0017507i,0.00067759-0.00036618i,0.00060076-0.0017468i,-0.00014976-0.0012921i,7.5775e-06-0.0013543i,0.00068894-0.0018006i,0.00024421-0.0020742i,-0.00077045-0.0022852i,-0.00064215-0.0022731i,0.00065153-0.0012144i,0.0011071-0.00010022i,0.00056093+0.00088221i,0.00080293+0.0010324i,0.0012291-0.00017793i,0.0017039-0.0011893i,0.0012957-0.0012539i,0.0005664-0.00081684i,0.00075181-0.00048924i,0.00080263-0.00035423i,8.7617e-05+0.00059243i
