-0.0023909+0.00052385i,-0.00061866+0.0012033i,-0.00078274+0.0022053i,-0.0017509+0.002483i,-0.0020841+0.0020643i,-0.0015287+0.0015823i,-0.0011965+0.0014719i,-0.0010241+0.001514i,8.9692e-05+0.0018763i,0.001592+0.0019349i,0.0020404+0.0010156i,0.0013384-5.0026e-05i,0.00031111-0.00075431i,0.00033997-0.00068982i,0.00063713-8.2165e-05i,5.6088e-05-6.0119e-05i,-0.0006591+0.00066504i,-0.00097263+0.0012554i,-0.00087208+0.00081754i,-0.00053117+0.00021825i,4.2405e-05-0.00066839i,0.00044609-0.00085737i,8.1752e-05+0.0002339i
0.0010412+0.00038057i,0.00040262+0.00069087i,-0.00098225+0.00062577i,-0.0020776+0.00037791i,-0.0023261-0.00029645i,-0.0016829-0.00052317i,-0.00025939-0.00042046i,0.0004079-0.00054505i,0.00043983+0.00029041i,0.00031235+0.0013043i,0.00022837+0.0013955i,0.00027204+0.00066238i,0.00036789+0.00011133i,0.00061995+0.00043257i,0.00042742+0.00038953i,0.00032312+0.00025099i,2.4275e-05+0.0005384i,7.9073e-05+0.00080549i,0.00052211+0.0008545i,0.00064934+0.0005838i,0.00091045+0.00038892i,0.00030807+2.8904e-06i,-7.3611e-05-0.00057637i
-0.0001711-0.00013506i,-5.9907e-06-0.0004611i,0.00013118+6.8922e-05i,9.9264e-05+0.0011327i,0.0003304+0.00078012i,0.0002586-0.00058225i,-0.00034762-0.001561i,-0.00070099-0.0010691i,-0.00062324+9.4877e-05i,5.9243e-05+0.0011632i,0.00064649+0.0017838i,0.00067017+0.001116i,0.00094924-0.00010541i,0.0015271-0.00074711i,0.00132-0.00062399i,0.00035555+0.00064479i,8.5301e-05+0.00039976i,-0.00021075+0.00041605i,4.0012e-05+0.0013513i,0.00049608+0.00080026i,-2.4365e-05-0.00023536i,-0.00032604-0.00061445i,-0.00022416-0.00033714i
0.00078125-0.00037481i,0.00030187-0.0014187i,-0.00077191-0.0020423i,-0.00059021-0.0012963i,-0.00017482-0.0010146i,-0.00023578-0.00039487i,-0.00013075+0.00030155i,-0.00015163+0.00034022i,-0.0004939-0.00029697i,-0.00062224-0.00051148i,-0.00052552+0.0002611i,0.00034706+0.00081937i,0.00084799+0.00045546i,0.00099258+0.00023377i,0.0012137+3.5513e-05i,0.00050315-0.00019986i,0.00065134+8.7271e-05i,0.00079191+0.001145i,0.00072077+0.0010382i,0.00035805+0.00010357i,4.2665e-07+0.00018612i,0.00039052+0.00070738i,0.00034689+0.00077172i
-0.00039342+0.0010947i,0.00020157+0.0016199i,0.00028324+0.0012167i,-8.1475e-05+0.00062302i,-0.00031479-0.0001572i,0.00015294-0.0012946i,0.0002995-0.00084231i,-0.0007655-1.1851e-05i,-0.0014708+0.0004701i,-0.0014474+0.00020521i,-0.00086072-0.00049472i,6.6179e-05-0.00030529i,-6.4926e-06-0.00032594i,-0.00045877-0.00078016i,0.00016023-0.00091428i,0.0012644-0.00077852i,0.001621-0.00082886i,0.0012178-0.00042861i,0.00079147+0.00063377i,0.00061833+0.00014483i,-0.0001304-0.00062739i,-0.00031312-0.0003572i,0.00062303+0.00016708i
0.0019786+0.00024029i,0.0010036-0.00038037i,0.00052377-0.0005635i,-0.00076288-0.00045889i,-0.0017595-0.00052648i,-0.0014581+5.7567e-05i,-0.0010612+4.3538e-07i,-0.00057153+0.00042205i,-0.0012089+0.00070974i,-0.0021246+0.00049945i,-0.0019734+8.7783e-05i,-0.0009998-4.5076e-05i,-0.00058171+0.00011464i,-5.3589e-05-0.00012327i,0.00078574-0.00014715i,0.0010538+0.00026803i,0.00099569-3.3741e-05i,0.00076954-0.00031536i,0.00062116-0.00066672i,0.00027542-0.0010043i,-2.2618e-05-0.00054929i,0.00038058+0.00011161i,0.00029881+0.00014569i
0.0002631+0.0017093i,0.00047002+0.0017681i,0.0014107+0.0016728i,0.0020049+0.00079903i,0.0012343-0.00019651i,0.00037525-0.00070885i,0.00024905-0.00092684i,-0.00023925-0.00053821i,-0.0010247+0.00072061i,-0.00011131+0.0015081i,0.00087643+0.0012083i,0.00016254+0.00031874i,-0.0004445-1.8472e-05i,-0.00038758+0.00060994i,-0.00064222+0.00035022i,-0.0011702-0.00060309i,-0.0010539-0.00064724i,1.3749e-06-0.00029648i,-0.00017794-0.00016156i,-0.00061841+0.00038518i,-0.00032761+0.00092358i,0.00021721+0.00064193i,0.00066623+6.9036e-05i
0.00030869+8.6012e-05i,0.00036564-0.00031756i,0.00077928-0.00036325i,0.00033335-0.001094i,-0.00043116-0.0014022i,-0.00065686-0.00082605i,-0.00053495-0.00078528i,-0.0005791-0.00095137i,-0.00072397+0.00011644i,-0.00033077+0.00093267i,-5.6199e-05+0.0011557i,-0.00020501+0.0013755i,-0.00093591+0.0011075i,-0.00062065+0.00062694i,0.00087806+0.00038653i,0.0016514+0.000637i,0.0010629+0.00067249i,0.00020127+0.00026916i,-3.3122e-05-0.00071782i,0.00042785-0.0011269i,0.0011632+0.00013204i,0.0010708+0.00067351i,0.00072835-9.9555e-05i
0.00036205+0.0010517i,0.0011096+0.0013746i,0.0014989+0.001169i,0.0015749+0.00032088i,0.00077475-0.00087267i,-0.00034592-0.0018352i,-0.00053888-0.0010361i,2.9271e-05+0.00040231i,0.00017621+0.00053545i,4.0899e-05-0.00035687i,0.00029605-0.00014766i,0.00047702+0.00094851i,0.0012977+0.0013212i,0.001615+0.0016852i,0.0003175+0.0017806i,-3.8359e-05+0.001007i,-0.00013014+0.00069347i,-7.7202e-05+0.0005658i,0.00046064-0.00048401i,0.00041624-0.00055302i,-0.00063018-0.0001999i,-0.00046696-0.00018263i,-4.5844e-06-0.00053423i
0.00019931+0.00082366i,0.00065686+0.00073775i,-5.7834e-05-0.00012873i,-0.0010188-0.00020992i,-0.00090623+0.00091658i,-0.00050453+0.0011468i,-0.0002629+0.00033066i,0.00014869-0.00023533i,2.5117e-06-0.00028504i,-0.00034205-0.00041404i,0.00037202-0.00043352i,0.00075561-0.000773i,1.6802e-05-0.00096885i,-0.00051716-0.00042759i,0.0001601+7.3222e-05i,7.9457e-05+0.00019721i,-0.00079427+0.00030256i,-0.0007179-4.4778e-05i,0.00019345-0.00055818i,0.00013478+0.00028189i,-0.00031441+0.00046253i,-0.00032323-0.00031503i,-0.00055142-2.4818e-05i
0.00035912-0.00018106i,-0.00050921+0.00024421i,-0.00067435-0.00098518i,1.4439e-05-0.0015753i,-0.0005776-0.0015377i,-0.0012139-0.0018662i,-0.00052347-0.0014401i,-0.00053639-0.00045821i,-0.00098336-0.001201i,-0.00099275-0.0011718i,-0.00081399-3.4645e-05i,-0.00020814+0.00089051i,0.00077197+0.00057833i,0.00097582-0.00042185i,0.00083393-0.00074992i,0.00044007-0.00080635i,-9.8284e-05-0.00057191i,6.6361e-05-0.00035388i,0.00032765-0.00059229i,2.1366e-05-0.00017123i,-0.00012021+0.00025944i,0.00041222-0.00010888i,0.00016477-0.00074403i
0.00087443-5.5655e-05i,0.00062593-0.00078309i,0.00070551-0.0016732i,0.00038437-0.0013789i,-0.0008023-0.00043263i,-0.00096966-0.00067638i,-0.00012499-0.0009474i,-0.00074377-0.0005205i,-0.0015422-1.4995e-05i,-0.00118+0.00084645i,-0.00092827+0.00088431i,-0.00054102+0.0009515i,-0.00048782+0.00064151i,0.00022066-0.00031133i,0.00063351-0.00050278i,0.00033576-5.4447e-05i,0.00022839+0.00036849i,-0.00018184+0.00033148i,-0.00053695+0.00016903i,2.8152e-06+0.00083152i,-3.9697e-05+0.00079133i,-0.00026753+0.00029207i,-0.00023934+2.915e-05i
0.00029715+0.00078286i,0.0010793+0.00089389i,0.0014815+0.0010155i,0.0012164+0.00063434i,0.00059765+0.00031041i,-7.2227e-05-0.0010547i,-0.00022465-0.0017132i,-0.00075804-0.00080179i,-0.00092848+0.000668i,-0.00053693+0.002043i,-0.00032606+0.0023024i,-0.00068261+0.0024868i,-0.00088081+0.0021729i,-0.00055213+0.00075334i,-0.00019079-0.00012266i,0.00039338+0.00028968i,0.00061926+0.00088217i,0.00036525+0.00053882i,0.00039525+0.00012281i,0.00067095-0.00012802i,0.00038028+3.3949e-05i,0.00075787+0.00019216i,0.0017315+0.00027256i
0.00028683+1.6704e-05i,0.00065243+0.0010762i,0.00084178+0.0015056i,0.00079163+0.00056278i,0.00093894-0.00075394i,0.00035283-0.0011876i,-0.00023108-0.0002446i,-0.00043358+0.00091959i,-0.00040548+0.0013811i,-8.049e-05+0.0016877i,0.00033782+0.0017269i,0.0009516+0.001476i,0.00014118+0.00053763i,-0.0005409-0.00071289i,0.0002237-0.00090717i,0.00049772-0.00036959i,0.00052587+0.00049677i,-0.00068704+0.00058908i,-0.00077375+4.3055e-05i,0.00027526+0.00026265i,-0.00029155+0.00012037i,-0.00012599-0.0003364i,0.00099946+7.7937e-05i
0.00053082+0.00046646i,7.868e-05-0.00061302i,-0.00021993-0.0017756i,-0.00071321-0.0013008i,-0.0013338-0.00034397i,-0.0017094-0.00071138i,-0.00040443-0.0014294i,0.0011565-0.00026835i,0.0010911+0.00072433i,0.00075656-3.7452e-05i,0.0010494-0.00078498i,0.0011046-0.00045007i,0.0015097+0.00019549i,0.0013014+0.00080209i,0.0011139+0.0011029i,0.00103+0.00051252i,0.00015528-0.00020681i,-0.00029643+0.0001541i,-0.00014179+0.00030905i,-0.00033656-0.00048555i,-0.00020986-0.00095541i,-0.00017215-0.00055654i,-0.00017459+8.8189e-05i
-0.00058463-0.00067935i,-0.0005746+0.00024743i,1.5502e-05+0.0015573i,0.0017199+0.00073108i,0.0019926-0.00020555i,0.0020713-0.00045945i,0.0020353+0.00024939i,0.00077981+0.000339i,0.00027069-0.00014576i,-0.00040028+0.00062121i,-0.001152+0.0014886i,-0.00030145+0.00073525i,0.0010364-0.00040339i,0.0013847-0.00088909i,0.00092264-0.0012457i,0.00098499-0.0007586i,0.00075879+0.00027535i,3.8921e-05+0.00013868i,0.00013776+0.00010193i,0.00043532+0.00068271i,0.00032559+0.00080964i,0.00095252+0.00035601i,0.0011425+0.00056917i
0.0010111+4.3901e-05i,0.00042392-0.00077241i,-0.00019424-0.0019544i,-0.0014075-0.0027285i,-0.0017892-0.0024917i,-0.00035668-0.0013503i,0.00020783+0.00019593i,-0.00085938+0.00036478i,-0.0011497-0.00010689i,-0.00090121+0.00063425i,-0.00091014+0.0012205i,-0.00027723+0.00027056i,0.00023336-0.00031413i,4.0148e-06+0.00013874i,8.5306e-05+0.0005108i,-0.00043154+0.00043093i,-0.00069096+0.00054692i,-0.00045718+0.00079349i,-0.00066746+0.00094588i,0.0004081+0.00065771i,0.0008858+7.3089e-05i,0.00071353-0.00066252i,0.00071558-0.00083942i
-0.0011228-0.00090617i,-0.0015099+0.00080005i,-0.0019085+0.0021545i,-0.00078214+0.0019733i,0.00045256+0.0020996i,0.0014138+0.0016153i,0.0012059+6.454e-05i,6.9287e-05-0.00014306i,-0.0020907+0.0009538i,-0.0028674+0.0020792i,-0.0019144+0.0023895i,-0.0011223+0.0014449i,-0.00046464+0.00077025i,0.00022603+3.8009e-05i,0.00041402-0.00056409i,-0.00023742-0.00030546i,-0.00030887+0.00012241i,-7.1439e-05+0.00031716i,-3.2825e-05+0.00023496i,0.00086853+0.00045128i,0.0014405+0.00038448i,0.00078056+0.0004389i,0.00069943+0.00057492i
-0.00069737-0.00050867i,2.8409e-05-0.00039933i,-0.00046398-0.00058571i,-0.0019161-0.0011276i,-0.0024135-0.0011694i,-0.0012923-0.00059499i,-0.00058989-0.00043894i,-0.00065675-0.00057461i,-0.0001792-0.0001264i,0.00045325+0.00013792i,0.00023166+0.00081475i,0.00051381+0.00077305i,0.00050273+9.8957e-05i,-0.00028561+0.0001733i,-0.00066189+5.3043e-05i,-0.00066244-0.00013249i,-0.00032032+0.00021236i,0.0001355+0.00049734i,0.00016312-1.4526e-05i,0.00056942-0.0006171i,0.00060521+0.00015268i,-0.00044315+0.00049831i,-0.00065589+0.00012303i
0.00077932+0.00057855i,0.00093446+0.00013462i,0.0011688+0.00060462i,0.00038352+0.00044913i,-0.00036511-0.00082032i,-0.00099616-0.00097484i,-0.00084626-0.00055255i,-0.00083484-0.00030775i,-0.001056+0.00029638i,-0.00032138+0.00034612i,-9.8113e-05-0.00039179i,-6.2756e-05-0.00061028i,0.00012479+0.00028316i,0.00018176+0.00084569i,0.00085722+0.00086746i,0.00078194+0.0011692i,-0.00031931+0.0010307i,-5.1757e-06+0.00058552i,0.00072601+0.00067523i,0.00050257+0.00052237i,0.00013308-4.9025e-06i,8.5198e-05+0.00056935i,-0.00048386+0.0008225i
0.00053793+0.0014363i,0.0011425+0.00069267i,0.0012351+0.00031245i,0.00156-0.00055585i,0.0015055-0.0014702i,0.00071625-0.0018699i,0.00028304-0.0011437i,-0.00062808-0.00017981i,-0.00052819+0.00041683i,-0.00025989+0.00083664i,-0.00017083+3.684e-05i,0.00054543-0.001161i,-0.00020616-0.00084439i,-0.0015298+8.4422e-05i,-0.0011953+0.00036795i,-0.00019645+9.3661e-05i,-0.00056973-0.00041033i,-0.00096327+0.00013425i,-0.00074517+0.00023315i,-0.00060318-9.3904e-05i,-0.0004522-0.00028912i,-0.00046259-0.00056537i,-0.00023793-0.00047295i
0.0012102+0.0011993i,0.0012464+0.00087412i,0.0023131+0.00091126i,0.0016039-4.728e-05i,-7.0267e-05-0.0011801i,-0.00038245-0.00096783i,-0.00023618-0.00031465i,0.00019155+0.00044597i,0.00072436+0.0011731i,0.00055203+0.0004756i,0.00014732-0.00062311i,-0.00013459+1.1394e-05i,-6.225e-06+0.0001353i,0.00037034+0.00019028i,0.00032537+0.00023331i,-2.636e-05-6.7855e-05i,-0.00048965-0.00016197i,-0.00015328-0.000221i,0.00015096-3.3895e-05i,0.00048573-0.00024129i,0.0011914-5.5394e-05i,0.00087927+0.0006629i,-0.00010635+0.00089i
0.00026824-0.0010986i,0.00066555-0.0010033i,0.00087656-0.0018388i,0.00067006-0.0026256i,0.00042891-0.0021101i,-3.1744e-05-0.0011715i,-0.00011781-0.00063374i,6.553e-06-0.00049461i,-0.0004875-0.0007561i,-0.00068827-0.00029887i,-0.00049117+0.00092201i,-0.00010462+0.0014876i,0.00045221+0.0018284i,0.00079429+0.0020101i,0.001133+0.0017074i,0.0013429+0.00074705i,0.0013804+0.00023342i,0.0010853+6.2496e-05i,1.223e-05-3.5207e-05i,-0.00081577+7.3401e-05i,-9.8943e-06+0.0004262i,0.00076495+0.00057222i,0.00048709+0.00040368i
0.0013689-0.00055855i,0.00086222-0.00083967i,0.00074661-0.00061086i,0.00029459-0.0012162i,-0.00038723-0.0018425i,-0.00060539-0.0014983i,-0.00041465-0.0008611i,-0.00020879-0.00046244i,-0.0005203+0.00016084i,-0.00080481+0.00076851i,-0.00019253+0.00061776i,0.0011779+0.00091208i,0.0023714+0.0010162i,0.001968+0.00084722i,0.0012681+0.0010564i,0.0017365+0.001232i,0.0016377+0.0012421i,0.00092425+0.00018896i,5.4804e-05+0.00030109i,-0.00052479+0.00090351i,0.00041831+0.0010572i,0.00088372+0.0010561i,0.00015735+0.00054425i
0.00015617-0.00061811i,0.00013846+4.0324e-05i,-0.00042101+0.00040972i,-0.00086493+0.00054727i,-0.00064745+0.00028926i,0.00047643-0.0004227i,0.00053156-0.00091442i,1.1618e-05-0.00036586i,-0.0009874+0.0004556i,-0.0010186+0.00070873i,0.00011948+0.00061082i,0.0005038+0.00028714i,0.00060078+0.00045686i,0.00090492+0.00012818i,0.0013189-0.00064265i,0.00088075-1.2994e-05i,0.00040567+0.00048448i,0.00067039+0.00053962i,0.00097316+0.00067665i,0.0010274+0.00024224i,0.0017603+9.8142e-05i,0.0015426+0.00039903i,0.00075861+8.7397e-05i
0.00033029+0.0011513i,0.00093853+0.0012216i,0.00055005-0.00031926i,0.00036285-0.0022317i,-0.00026038-0.001707i,-0.00088127-0.0010793i,-0.00058906-0.00012705i,-0.00043515+0.0014826i,-0.00039771+0.001737i,-0.00017461+0.0017452i,-1.7068e-05+0.00092916i,-0.00043219-0.00019392i,-0.00072817-0.00084653i,-9.0829e-05-0.0012409i,9.8484e-05-0.0011858i,-4.2474e-05-0.00090702i,0.00051596-0.00029608i,0.00077997-3.2589e-05i,0.0003725-0.00066633i,0.00010229-0.00063422i,7.6863e-05-0.00046237i,0.00025279-0.0001958i,0.00019561-7.9303e-05i
-0.00055744+0.00052945i,-0.0006003+0.0011386i,0.00026404+0.0020407i,0.00055073+0.0016965i,0.00092756+0.0011254i,0.0009296+0.00016238i,0.00020086-0.00057935i,-0.00023411+1.2641e-05i,-0.00045807+0.0011641i,-0.00064667+0.0015373i,-0.00021003+0.00089687i,-0.00011137+0.00011301i,-0.000501+0.00014612i,-0.00056146+0.00063521i,-0.00043618+0.0010038i,-0.00047953+0.00082481i,-0.00075503+0.00013227i,-0.00097012+0.00048213i,-0.00058539+0.0010985i,-0.00052631+0.00071377i,-0.00082603-0.0003527i,-0.00080131-0.00080704i,-0.00056666-0.00041317i
-0.00024722+0.00044538i,-0.00043116-0.00011554i,0.000683-0.00095i,0.00064615-0.0022509i,0.00039425-0.0029004i,-8.989e-05-0.0026009i,0.0003231-0.0019533i,0.00069371-0.0010717i,0.00010324-0.00029404i,-0.00024742-0.00016749i,0.00024259+0.00050374i,0.00027999+0.00097998i,-0.00037663+0.0011166i,-0.00032486+0.0018326i,-5.3901e-05+0.0014735i,0.00025051+0.00069567i,0.00033318+0.0011587i,-0.0001249+0.0010755i,-0.00037894+2.1931e-05i,2.9193e-05-0.0006291i,4.1778e-05-0.00061493i,0.00012664-0.00078879i,-7.8803e-05-0.00020099i
-0.00016741+9.0233e-05i,-1.5215e-05+3.707e-05i,-0.0011137+0.00036666i,-0.00079108+0.0013382i,-0.00018715+0.0018009i,-0.00063727+0.00038463i,-0.00078208-0.001378i,-0.00065012-0.0011351i,-0.00069235-0.00031796i,-0.00033122+0.00022888i,0.00052288+0.00075425i,0.0010392+0.0011355i,0.0010123+0.00090188i,0.00052318+0.00035444i,0.00072549+0.00015243i,0.0010412-4.0873e-05i,0.00083445-6.6894e-05i,0.00071478+4.7218e-05i,0.0001351-0.00039443i,-0.00033793+5.4039e-05i,-0.00016068+0.00030519i,0.00034178-4.5766e-05i,0.00067423+0.00017656i
0.0014234+0.00036966i,0.00071093-5.4576e-05i,-0.00042241-0.0011334i,-0.00074794-0.0017257i,-0.00026549-0.0017316i,0.00017716-0.0015421i,0.00041893-0.0017247i,0.00073758-0.0012253i,0.00038295-0.00065903i,-2.3977e-05-0.00033281i,9.2611e-05+0.00041728i,0.0010254+0.0010038i,0.0014924+4.1122e-05i,0.0011704-0.001365i,0.00092839-0.0014123i,0.00067959-0.0011249i,0.00067933-0.0007057i,0.00041885+2.6545e-07i,0.00018521+0.00030883i,0.00064917-1.1695e-05i,0.00081122-0.00032608i,0.0003019-0.0002104i,-5.1462e-05+0.00026204i
-0.00034797+0.0028881i,-0.00012599+0.0025987i,-4.6699e-05+0.002389i,7.3678e-05+0.0014831i,0.0002604+0.00061643i,-0.0010821+0.00015751i,-0.0017379-0.00042721i,-0.0016594-0.00036667i,-0.0019766-5.5095e-05i,-0.0012773+0.0002686i,-0.00022607+4.9753e-05i,0.0003914-0.0007644i,0.00028839-0.0011374i,-0.00051373-0.0004666i,-0.00050604-0.00037161i,0.00034327-0.0011022i,0.00021107-0.00062218i,-0.00044264+0.00047677i,-0.00022652+0.00067911i,0.0001636+0.00046358i,0.00058488+0.00038279i,0.00098666+0.00060119i,0.0012029+0.00048973i
-0.0008168+0.00059807i,-3.8663e-05+0.00027113i,0.00056927-0.0003508i,0.00091054-6.9942e-05i,0.00021661+0.00034403i,0.00025025-0.00012829i,0.00024628-0.00015069i,-0.00054706+0.00076538i,-0.0017926+0.0012058i,-0.0022167+0.0016871i,-0.0012953+0.0014351i,-0.0011312+0.00015197i,-0.0015971-0.00046719i,-0.001302-0.0010257i,-0.00059638-0.00097817i,-0.00061508-0.0001971i,-0.0008448+4.5395e-05i,-0.0003056-8.0528e-05i,0.00017554+0.00029734i,8.3023e-05+0.00097135i,-0.00013313+0.00073072i,0.00039537+0.00059721i,0.0008973+0.00019961i
0.0006625+0.001347i,0.00023883+0.0026999i,0.0002766+0.0029734i,0.00055541+0.0015705i,0.00015082+0.00072586i,-0.00045632+0.0002946i,-3.1476e-05-0.00055939i,-0.00049537+0.00045353i,-0.00079056+0.0021171i,-3.8743e-05+0.0023126i,-0.00023927+0.001213i,-0.0012977+0.0011325i,-0.0015522+0.0015311i,-0.00095624+0.0015224i,-0.00067371+0.0012339i,-0.00089445+0.00090166i,-0.0004271+0.00087994i,0.00029607+0.00055527i,0.00016278+0.00040646i,-0.00011658+0.0013485i,-5.467e-05+0.0012135i,4.064e-05+0.00046219i,1.2111e-05+0.00026055i
0.00044038+0.00044194i,4.8405e-05-0.00047517i,0.00051627-0.0021982i,-0.00020167-0.0036085i,-0.0013217-0.0029412i,-0.0015166-0.0013193i,-0.00076399-0.00084218i,0.00045701-0.0001797i,0.00029842+0.0006636i,-0.00023723+0.00060113i,0.0002014+0.00057428i,0.00065517+0.0011395i,0.00091752+0.0015429i,0.0009251+0.0012842i,0.00098887+0.00074705i,0.0010136+0.00076919i,0.00041389+0.0012051i,3.0792e-05+0.00072487i,0.00026495-9.5117e-05i,0.00011766-0.0004034i,-1.2926e-05-0.00060124i,0.00010289-0.00072861i,0.0005794-0.00037126i
0.00089945+7.9703e-05i,0.00082424+0.00049466i,0.0010474+0.00069458i,0.0010904+0.00075274i,0.00028268+0.00087271i,-0.00018135+2.1122e-05i,-0.00018902-0.00050513i,1.8668e-05-0.00051741i,0.0010079-0.00033551i,0.0016952-0.00077605i,0.0011283-0.00093328i,0.00063753-0.00014948i,0.00056178+0.00026105i,0.00085145+0.00017711i,0.00090364+0.00048525i,0.00021911+0.00049452i,-0.00028041-0.00041313i,-0.00015176-0.00077453i,0.00056096-0.00021365i,0.00042328+0.00055784i,-0.00011098+0.00075126i,0.00065178+0.0004685i,0.00091999-3.2899e-05i
0.00026365+5.2219e-05i,0.00038857-0.0001225i,0.00060696-0.00070351i,0.0008015-0.0013398i,0.00084314-0.0019665i,0.00077235-0.0014271i,0.00018682-0.0015805i,-0.00027002-0.0012447i,-0.00044691+0.00011989i,-0.0006322+0.00084279i,-0.00063631+0.00056873i,-0.00013927+0.00012917i,0.00094063-2.9359e-05i,0.0008503-0.00010832i,-0.00016138-0.00026145i,-7.6975e-05-0.00034708i,0.0001147-0.00031402i,2.7948e-05-0.00034622i,-0.00032248-0.0006906i,-0.00022053-0.00055803i,-1.2864e-05-9.3527e-05i,-0.00024483-0.00037476i,-0.00045777-0.00058923i
-0.00047773+0.0018956i,0.00043664+0.0014757i,0.0012982+0.001132i,0.0016338-0.0004288i,0.0011719-0.00073101i,-0.00023946-0.00037642i,-0.0017214-0.00043113i,-0.0019266-0.00052143i,-0.0013999-0.00055854i,-0.00078858-0.00066049i,-0.00075285-0.00020735i,-0.0012332-0.0001949i,-0.0012099-0.00086153i,-0.00082208-0.0011913i,-0.00053966-0.0014547i,-0.0002454-0.0014438i,0.00036955-0.0011385i,-4.1017e-05-0.00033907i,-0.0007004-8.129e-05i,-0.0006666+5.9386e-05i,-0.00020091+0.00071774i,-0.00023915+0.0010095i,-6.895e-05+0.00058142i
0.00098708-0.00080446i,-0.00088924-5.9045e-05i,-0.0025577+7.8762e-05i,-0.0030049-0.00071101i,-0.001924-0.00063272i,-0.00092679+0.0002321i,-0.0001978-0.00021534i,8.1562e-05-0.00028406i,-0.00096051+0.00038968i,-0.001149+0.00048988i,-0.00070966+0.00055132i,-0.00022615+0.0012694i,0.00018087+0.0020092i,0.00069492+0.001159i,0.00089442-0.00014626i,5.7006e-05-0.0003848i,-0.00054098-0.00037946i,0.00023662-0.0004715i,0.00044247+0.00013282i,5.9847e-05+0.00069292i,0.00011918+0.00039058i,0.000119-0.00028643i,0.00039773-0.00048129i
0.0011487-0.00062967i,0.0015354-0.00081342i,0.001454-0.00070904i,-8.6123e-05-0.00029105i,-0.0011906-7.2436e-05i,-0.00069524-0.00056697i,-0.00055961-0.00039381i,-0.00042772+0.00036118i,-0.00036195+0.0017686i,0.00011447+0.0023655i,0.0012322+0.0019121i,0.0012919+0.0010994i,8.7047e-06+0.00077805i,-0.00077945+0.0010294i,-0.00020186+0.0014471i,0.00057308+0.0011955i,0.00057494-8.5975e-05i,-9.175e-05-0.00026063i,-0.0002024-0.00021831i,-0.00026154-0.00010285i,-0.00013654-0.00023153i,0.00056149-0.00048717i,0.0015259-0.00081702i
-0.0015188-0.002413i,-0.0013095-0.0015007i,-0.0033897-0.0014205i,-0.0035528-0.0010533i,-0.0015712+0.00016653i,5.6962e-06+0.00087778i,0.00073703-0.00024222i,0.00014079-0.00036128i,-0.0005872+0.0011065i,-0.00077554+0.0017732i,-0.00063202+0.00041002i,-7.1535e-05-0.00027114i,0.00089873-0.00040098i,0.001688-0.00062635i,0.00082889-0.00076604i,-0.00033284-0.0011955i,-0.0003951-0.0008377i,-9.396e-06-0.00056091i,0.00031746+0.00013695i,0.00050751+0.00065381i,0.00031783+0.00030678i,-0.00011508-0.00067658i,-0.0002546-0.0012555i
-1.282e-06+9.5886e-05i,-0.00026488-2.2661e-05i,-0.00031568+0.00018853i,-0.00091742+0.00010649i,-0.0015898-6.8364e-05i,-0.0017294+5.5858e-05i,-0.00096434+0.00011147i,0.00017654+0.00017064i,0.00095785+0.00065704i,0.0012665+6.444e-05i,0.0006266-0.0002895i,-0.00017102-4.7987e-05i,-0.00039784+0.00031756i,-0.00046632+0.00021367i,0.00020668-0.00031075i,0.00063518-0.00082643i,0.00072354-0.00056114i,0.00070338+0.00069252i,0.00059089+0.00049193i,0.00052399+5.8223e-05i,0.00048231-0.00012295i,0.00021841-0.00022618i,-1.0441e-06-0.0001651i
-7.4709e-05-0.0011845i,-0.00033189-0.00030958i,-0.00084872+4.1517e-05i,-0.0018892-7.1632e-05i,-0.0021497-0.00052634i,-0.0014475-0.00032924i,-0.00017583+0.00029525i,0.00044199+0.00013227i,-0.00020737-0.00065129i,-0.00096081-0.00017174i,-0.0010417+0.0012155i,-0.0011083+0.0013104i,-0.00068888+0.00052803i,-0.00033488+0.0007673i,-0.00032489+0.0010357i,1.194e-05+0.00073532i,0.0001311+0.00038951i,0.00050648+0.00055951i,0.00043963+0.00066272i,-0.00036869+0.00022878i,-6.1495e-05+8.9484e-05i,0.00031917-0.00014978i,-0.00030834-0.00099028i
-0.00070489-0.0013032i,-0.0011499-8.5864e-05i,-0.0029944-0.00037537i,-0.0031801-0.0012244i,-0.0016504-0.00057063i,-0.00067839-8.0073e-05i,-0.001072-0.00042589i,-0.0010776-0.0013847i,-0.0012268-0.00096605i,-0.0021447+0.0003258i,-0.0016427+0.00072874i,0.00038352+0.00045558i,0.0008142+0.00037442i,0.0003245-0.00064146i,0.00025552-0.0011968i,0.00048458-0.00055175i,0.00075696-0.00015316i,0.0010342-0.00055353i,0.0012079+0.00012296i,0.0010879+0.00010169i,0.00068077-0.00041299i,-0.00058544-7.7342e-05i,-0.00068577-0.00011662i
0.0012372-0.00090087i,0.00059339-0.00060287i,5.7039e-05-0.00013878i,0.00046282-0.00074082i,0.0001411-0.0015355i,-0.00031826-0.001466i,-0.0005332-0.00052913i,-0.0011155+0.00091531i,-0.0015449+0.00079561i,-0.0014593+0.00054431i,-0.00034353+0.0011822i,0.00031799+0.00083819i,0.00059641+0.00022613i,0.00072315+0.0002675i,-0.00023436-0.00024786i,-0.00022682-0.00035096i,0.0005194-0.00030198i,0.00059316-0.00088879i,0.00067433-0.0012665i,0.00059142-0.0010511i,0.00049475-0.00047415i,0.00065862-7.4449e-05i,0.00035699+4.5163e-05i
