-0.0023909+0.00052385i,-0.00061866+0.0012033i,-0.00078274+0.0022053i,-0.0017509+0.002483i,-0.0020841+0.0020643i,-0.0015287+0.0015823i,-0.0011965+0.0014719i,-0.0010241+0.001514i,8.9692e-05+0.0018763i,0.001592+0.0019349i,0.0020404+0.0010156i,0.0013384-5.0026e-05i,0.00031111-0.00075431i,0.00033997-0.00068982i,0.00063713-8.2165e-05i,5.6088e-05-6.0119e-05i,-0.0006591+0.00066504i,-0.00097263+0.0012554i,-0.00087208+0.00081754i,-0.00053117+0.00021825i,4.2405e-05-0.00066839i,0.00044609-0.00085737i,8.1752e-05+0.0002339i
-0.0048063-0.13383i,-0.05444-0.3191i,-0.15157-0.45728i,-0.25547-0.35242i,-0.26123-0.073538i,-0.14342+0.12346i,-0.05487+0.1404i,-0.036846+0.098017i,-0.014998+0.051136i,-0.01117-0.0099228i,-0.053695-0.022128i,-0.082659+0.01196i,-0.067344+0.018814i,-0.052438-0.011705i,-0.068356-0.037069i,-0.087468-0.022561i,-0.077172+0.012417i,-0.046394+0.029203i,-0.023705+0.021107i,-0.024261+0.0068831i,-0.027957+0.009296i,-0.012136+0.015117i,0.006817+0.0039758i
0.026855+0.10504i,0.13119+0.31092i,0.32844+0.47162i,0.45225+0.33382i,0.32575+0.0444i,0.094525-0.07i,0.030579-0.030479i,0.053897-0.029453i,0.016466-0.03808i,-0.0066541+0.00041249i,0.022807+0.0097123i,0.034033-0.001985i,0.015044+0.029035i,0.018884+0.091645i,0.065921+0.13702i,0.11863+0.13447i,0.12902+0.098703i,0.094824+0.045869i,0.051891-0.0018136i,0.031986-0.020516i,0.026978-0.021111i,0.012676-0.0063935i,-0.0010899+0.02087i
-0.07045-0.086438i,-0.19788-0.23915i,-0.39792-0.3549i,-0.51918-0.25309i,-0.39054-0.068217i,-0.16432-0.03523i,-0.094009-0.077934i,-0.10261-0.046269i,-0.070567-0.0041571i,-0.050056-0.0038361i,-0.04835+0.025288i,-0.021044+0.065735i,0.02044+0.052734i,0.034071-0.0031459i,0.0064191-0.045231i,-0.017799-0.052853i,-0.0075436-0.055603i,0.0018121-0.048486i,-0.012319-0.021461i,-0.03285+0.0052214i,-0.039072+0.014445i,-0.028066-0.0030116i,-0.015001-0.02823i
-0.0041335+0.13391i,0.023891+0.33048i,0.1316+0.55858i,0.30227+0.59893i,0.38092+0.39231i,0.31164+0.15449i,0.21741+0.035437i,0.15889+0.00044041i,0.11155+0.0061593i,0.073132+0.014107i,0.036682-0.024217i,-0.00042086-0.073371i,-0.014102-0.070874i,0.0079201-0.03871i,0.046622-0.043009i,0.049434-0.078347i,0.0083385-0.086514i,-0.013575-0.055727i,0.0078703-0.022729i,0.036257-0.013594i,0.040337-0.01597i,0.023972-0.0056444i,0.0094666+0.0069535i
0.074998-0.11058i,0.17078-0.39112i,0.18017-0.82275i,-0.014097-1.0277i,-0.24913-0.73417i,-0.31092-0.25858i,-0.25442+0.0084884i,-0.19889+0.051937i,-0.15371+0.010106i,-0.1018-0.0034272i,-0.033591+0.033154i,0.02251+0.05315i,0.022272+0.023314i,-0.02687-0.0089006i,-0.088426+0.0070644i,-0.12626+0.057533i,-0.12251+0.09449i,-0.086405+0.087914i,-0.047966+0.055934i,-0.032071+0.035379i,-0.023109+0.031489i,-9.2174e-05+0.023813i,0.01901+0.0083757i
-0.045393+0.13532i,-0.15418+0.43607i,-0.20959+0.86298i,-0.073392+1.0325i,0.13523+0.72922i,0.23018+0.29498i,0.23644+0.058008i,0.20214-0.0010969i,0.13596+0.022531i,0.068473+0.027159i,-0.0057557-0.01082i,-0.062165-0.014063i,-0.046185+0.0188i,0.015672+0.020887i,0.072933-0.01723i,0.11532-0.055254i,0.13155-0.062874i,0.10337-0.043363i,0.054676-0.022984i,0.03236-0.01825i,0.033915-0.023164i,0.028034-0.020756i,0.015414-0.0057349i
0.050447-0.17386i,0.12406-0.46648i,0.15022-0.80947i,0.024313-0.91158i,-0.18355-0.67852i,-0.2948-0.36162i,-0.28035-0.17595i,-0.21078-0.10415i,-0.13753-0.075425i,-0.071449-0.03039i,0.0068204+0.028851i,0.068553+0.035944i,0.048309+0.0052116i,-0.031733+0.021189i,-0.088822+0.088539i,-0.090676+0.12753i,-0.066468+0.09284i,-0.046607+0.033258i,-0.035694+0.0064433i,-0.027338+0.0082879i,-0.025346+0.0045858i,-0.036598-0.01199i,-0.043844-0.019628i
-0.086473+0.089085i,-0.21447+0.3436i,-0.30119+0.74222i,-0.16268+0.96187i,0.16482+0.75037i,0.37189+0.33528i,0.34197+0.089201i,0.23225+0.041085i,0.1497+0.030147i,0.078094-0.017108i,-0.012131-0.070166i,-0.091035-0.065946i,-0.084177-0.017658i,-0.0044073-0.014569i,0.055655-0.078076i,0.049519-0.12841i,0.01517-0.11102i,0.0042279-0.062249i,0.014117-0.031355i,0.010268-0.022954i,-0.0029152-0.0089659i,0.0027296+0.011904i,0.011299+0.012502i
0.088442-0.061104i,0.28953-0.28697i,0.52766-0.71216i,0.4901-1.0111i,0.11302-0.76823i,-0.22702-0.22184i,-0.28936+0.087254i,-0.21787+0.087832i,-0.16148+0.016336i,-0.10755+0.0040106i,-0.020977+0.026511i,0.063075+0.016362i,0.068777-0.010228i,0.023465+0.01755i,-0.0011937+0.090542i,-0.001664+0.14528i,-0.001996+0.14883i,-0.011529+0.10573i,-0.019396+0.052783i,-0.010751+0.027387i,0.0048785+0.028859i,0.01267+0.043936i,0.018304+0.058519i
-0.092134+0.086147i,-0.30731+0.24809i,-0.57497+0.53586i,-0.62219+0.71182i,-0.33326+0.48979i,0.026686+0.10106i,0.17947-0.089858i,0.15537-0.073089i,0.10244-0.0037212i,0.06054+0.0136i,0.0047731+0.0022202i,-0.044686+0.025518i,-0.02789+0.049672i,0.024393+0.0045671i,0.037053-0.08024i,0.026101-0.1326i,0.036812-0.13022i,0.054961-0.084972i,0.049011-0.026619i,0.022486+0.012884i,0.0073603+0.020116i,0.010809-0.0034116i,0.012465-0.030702i
0.12911-0.012257i,0.34485-0.11543i,0.58218-0.28133i,0.65958-0.33683i,0.49962-0.19982i,0.23667-0.079483i,0.045073-0.074286i,-0.023978-0.09799i,-0.038173-0.10147i,-0.052746-0.05209i,-0.03607+0.0073759i,0.0060497+0.0027023i,0.006009-0.027364i,-0.034532-0.0031722i,-0.053635+0.056961i,-0.045965+0.08992i,-0.050281+0.079432i,-0.057846+0.044954i,-0.042974+0.012344i,-0.0095737-0.011814i,0.012103-0.034654i,0.0014316-0.044728i,-0.017797-0.037542i
-0.039568+0.022371i,-0.18113+0.088438i,-0.40267+0.17364i,-0.55129+0.17342i,-0.46739+0.06358i,-0.23775-0.0014747i,-0.046036+0.031548i,0.011887+0.06745i,-0.010396+0.085709i,0.001115+0.077191i,0.017733+0.034897i,-0.0070242+0.013274i,-0.024986+0.016503i,-0.017311-0.0027104i,-0.0095825-0.035321i,-0.011477-0.048234i,-0.010364-0.035477i,0.0025737-0.011287i,0.016513+0.0067735i,0.010693+0.014594i,-0.007451+0.023286i,-0.0062308+0.025144i,0.0041473+0.016509i
-0.00045586-0.012121i,0.044624-0.044172i,0.18702-0.1015i,0.34892-0.13069i,0.32901-0.057887i,0.12631+0.047929i,-0.043676+0.092519i,-0.068784+0.093354i,-0.027447+0.071929i,-0.01944+0.035203i,-0.039011+0.0093396i,-0.039064+0.0066693i,-0.014539+0.020106i,0.023142+0.041692i,0.06374+0.058377i,0.091351+0.057518i,0.08466+0.043377i,0.038611+0.026684i,-0.0083968+0.0080219i,-0.020401-0.012228i,-0.016255-0.028949i,-0.020478-0.017427i,-0.014775+0.013905i
-0.029009-0.078187i,-0.035991-0.16434i,-0.078838-0.26685i,-0.26675-0.33893i,-0.47784-0.311i,-0.43407-0.18217i,-0.20708-0.09658i,-0.05439-0.089176i,0.0058329-0.074329i,0.056908-0.050559i,0.084055-0.036476i,0.068741-0.026215i,0.027467-0.018517i,-0.016804-0.0082392i,-0.052398+0.00012807i,-0.070724-0.0058679i,-0.061534-0.030318i,-0.032654-0.043211i,-0.0014665-0.019361i,0.019085+0.012417i,0.034365+0.021559i,0.048826+0.0045981i,0.051138-0.018656i
-0.031651+0.097355i,-0.056411+0.32016i,-0.0012209+0.68891i,0.27187+0.95629i,0.60943+0.79885i,0.59727+0.33683i,0.28395+0.044681i,0.063535+0.00010881i,-0.014528-0.023935i,-0.088801-0.036719i,-0.12097+0.0052631i,-0.083247+0.044967i,-0.02096+0.053333i,0.026281+0.029581i,0.030743-0.011591i,-0.00092037-0.030212i,-0.031214-0.011694i,-0.034218+0.0053718i,-0.025206-0.0081204i,-0.025158-0.023847i,-0.025281-0.013357i,-0.024014+0.004082i,-0.032943+0.0043981i
0.028698-0.077363i,0.077206-0.27851i,0.094156-0.65778i,-0.044955-0.95675i,-0.2475-0.80184i,-0.22941-0.30959i,-0.012359-0.013002i,0.10301-0.032985i,0.070095-0.085148i,0.040022-0.07777i,0.033349-0.06298i,0.033934-0.057786i,0.024447-0.058237i,0.003415-0.034356i,0.0085224+0.0056754i,0.034323+0.017663i,0.04941-0.00016983i,0.048014-0.022176i,0.034037-0.031303i,0.02202-0.020702i,0.022453-0.0052673i,0.024775+8.798e-05i,0.022225+0.0023689i
0.012058+0.023261i,-0.11466+0.10651i,-0.28958+0.29111i,-0.32705+0.47251i,-0.1802+0.40522i,-0.063392+0.1304i,-0.096111+0.0035354i,-0.14128+0.098688i,-0.12974+0.18651i,-0.10584+0.17515i,-0.085927+0.11582i,-0.081417+0.073173i,-0.063802+0.062849i,-0.030362+0.049279i,-0.0085726+0.026697i,0.018053+0.022301i,0.060204+0.039941i,0.092277+0.051908i,0.092022+0.039356i,0.055531+0.015925i,0.0016296+0.013832i,-0.03221+0.037896i,-0.027354+0.058079i
0.14323-0.030909i,0.38444-0.1593i,0.60175-0.41888i,0.54063-0.64967i,0.26215-0.57945i,0.11643-0.29985i,0.13901-0.16487i,0.11095-0.17997i,0.052974-0.14037i,0.059944-0.050162i,0.084995+0.0060266i,0.088506+0.0089267i,0.059434-0.019544i,0.010735-0.039241i,-0.028207-0.04085i,-0.068102-0.025481i,-0.11652+0.010408i,-0.14329+0.049661i,-0.10986+0.08094i,-0.033072+0.081175i,0.019691+0.027295i,0.023128-0.039953i,0.009599-0.076396i
-0.12702+0.099147i,-0.34048+0.37066i,-0.50124+0.84092i,-0.37104+1.1831i,-0.081949+1.0092i,-0.0068422+0.5196i,-0.11262+0.22101i,-0.16956+0.15208i,-0.19224+0.13645i,-0.18146+0.11768i,-0.12303+0.064324i,-0.096175+0.025411i,-0.078596+0.051077i,-0.025488+0.067789i,0.017289+0.052447i,0.029574+0.037823i,0.021873+0.0073849i,0.0067329-0.030169i,-0.0062044-0.044153i,-0.025107-0.027109i,-0.02337+0.017276i,0.019717+0.04649i,0.053917+0.03394i
-0.00014215-0.069014i,0.040681-0.28097i,0.090917-0.69601i,0.028764-1.0535i,-0.14623-0.95909i,-0.25248-0.49086i,-0.17499-0.124i,0.0045934-0.029007i,0.13533-0.062213i,0.13268-0.061718i,0.085421+0.00049009i,0.1076+0.0069764i,0.13255-0.066135i,0.10579-0.11329i,0.070608-0.11804i,0.045669-0.11438i,0.034772-0.091732i,0.032916-0.035979i,0.025809+0.024514i,0.022783+0.03269i,0.012585-0.011637i,-0.019257-0.038189i,-0.037424-0.018617i
-0.046415+0.0052753i,-0.058873+0.002643i,-0.029932+0.067496i,-0.040659+0.20529i,-0.032403+0.31077i,0.1085+0.23455i,0.20346+0.059835i,0.12979-0.011517i,0.066759-0.010442i,0.073413-0.074894i,0.026479-0.12988i,-0.067035-0.050478i,-0.094341+0.092899i,-0.045491+0.18922i,0.025446+0.23609i,0.070763+0.22362i,0.058639+0.13845i,0.013185+0.034386i,-0.02114-0.032292i,-0.032845-0.047735i,-0.028131-0.031711i,-0.008065-0.010142i,0.016203-0.0027056i
-0.030108+0.047916i,-0.068632+0.28726i,0.0039811+0.55665i,0.21924+0.53047i,0.35994+0.18802i,0.27823-0.095573i,0.13077-0.16535i,0.0269-0.19126i,-0.11065-0.21143i,-0.23986-0.12768i,-0.25028-0.0010168i,-0.16884+0.047224i,-0.08691+0.022359i,-0.057203-0.0059656i,-0.075177-0.0047683i,-0.079866+0.015729i,-0.028955+0.024884i,0.031116+0.0096206i,0.047339-0.019061i,0.042868-0.034775i,0.037668-0.028295i,0.011127-0.011363i,-0.025169+0.013881i
-0.037926-0.13942i,-0.074064-0.3707i,-0.14497-0.55615i,-0.22252-0.48932i,-0.32337-0.21683i,-0.46633+0.050675i,-0.49899+0.16393i,-0.38741+0.10467i,-0.29366+0.028294i,-0.21918+0.059261i,-0.095671+0.11687i,0.015905+0.094948i,0.053852+0.040517i,0.061448+0.0038543i,0.056304-0.05814i,-0.0043903-0.12464i,-0.074733-0.11884i,-0.087417-0.072526i,-0.071847-0.051281i,-0.059098-0.019494i,-0.029224+0.033314i,0.017571+0.050248i,0.047143+0.02879i
-0.20443+0.10035i,-0.26401+0.097648i,-0.36186+0.040281i,-0.37093-0.088237i,-0.15554-0.3058i,0.18977-0.41875i,0.44363-0.32411i,0.43643-0.13236i,0.30171+0.05669i,0.20889+0.10337i,0.10378+0.02072i,-0.00080842+0.021818i,0.014667+0.10192i,0.08117+0.13069i,0.094208+0.11272i,0.084507+0.089443i,0.08945+0.058289i,0.10198+0.012965i,0.09674-0.046773i,0.044184-0.10306i,-0.02756-0.098591i,-0.047247-0.026594i,-0.012187+0.037123i
0.16703+5.1109i,2.1261+4.4952i,5.5942+4.6226i,6.7232+2.435i,5.5665-0.26088i,2.7043-2.2138i,-0.31347-1.6785i,-1.1912+0.13505i,-0.18705+1.0149i,0.9326+0.58656i,0.90645-0.2877i,-0.063433-0.70496i,-1.1051-0.51036i,-1.6949+0.11818i,-1.5368+0.73716i,-0.83586+0.95731i,-0.16817+0.77144i,0.10604+0.38692i,0.069909+0.1183i,0.019376+0.15732i,0.093661+0.32069i,0.14486+0.40051i,0.12947+0.38646i
-0.28774+0.11167i,-0.43181+0.21914i,-0.45022+0.41006i,-0.12341+0.55808i,0.37128+0.40524i,0.64921+0.097266i,0.58661-0.14743i,0.23456-0.23554i,-0.086823-0.12736i,-0.14296-0.034911i,-0.10322-0.029505i,-0.074174+0.041326i,0.00076735+0.14921i,0.082584+0.18532i,0.12164+0.14062i,0.12626+0.045881i,0.12656-0.049571i,0.09536-0.12935i,-0.011647-0.17087i,-0.10483-0.12005i,-0.089087-0.017587i,-0.015372+0.042106i,0.027223+0.050156i
-0.00028007-0.0043367i,-0.018615-0.11896i,-0.070327-0.32629i,-0.19628-0.53501i,-0.36066-0.59666i,-0.48308-0.47258i,-0.4515-0.2863i,-0.26134-0.16894i,-0.12744-0.14972i,-0.12502-0.11079i,-0.086251-0.030896i,0.017004-0.03406i,0.065928-0.093587i,0.067244-0.094835i,0.064696-0.06967i,0.044683-0.061477i,0.025827-0.047629i,0.028852-0.014432i,0.028729+0.011944i,0.0026712+0.0088001i,-0.036999+0.0058841i,-0.057943+0.022394i,-0.051055+0.039198i
-0.057199+0.00075906i,-0.009536+0.021673i,0.061965-0.057468i,-0.021234-0.14721i,-0.19557-0.036026i,-0.20135+0.16149i,-0.073928+0.1924i,0.0016386+0.090578i,0.03867-0.00059284i,0.059155-0.049261i,0.043828-0.039897i,0.020318-0.0020369i,0.0043416+0.0062049i,0.0031211-0.00065738i,0.01106+0.0017576i,-0.0068985+0.0054166i,-0.045049+0.0054945i,-0.059709-0.0029906i,-0.042564-0.018242i,-0.010219-0.020864i,0.026669-0.01499i,0.055253-0.026279i,0.05692-0.051289i
-0.02502+0.042294i,-0.049709+0.31145i,-0.042003+0.74891i,0.14896+1.0863i,0.44117+0.99479i,0.5278+0.61198i,0.35948+0.34104i,0.15452+0.24656i,0.042845+0.19636i,0.02563+0.1504i,0.044234+0.09114i,0.038318+0.043855i,0.024677+0.016725i,0.011903-0.028723i,-0.0096912-0.074878i,-0.018068-0.093261i,-0.014331-0.080907i,-0.010994-0.045905i,-0.013151-0.010651i,-0.026564+0.0083592i,-0.038437+0.017267i,-0.044462+0.027281i,-0.035272+0.039714i
0.045502-0.12792i,0.033206-0.43089i,-0.026855-0.78374i,-0.085458-0.91003i,-0.11923-0.72532i,-0.13693-0.41044i,-0.11763-0.191i,-0.047714-0.11567i,0.029822-0.10152i,0.06684-0.092996i,0.057154-0.081408i,0.043813-0.072479i,0.034891-0.072995i,0.0054109-0.075024i,-0.012398-0.06847i,0.0049965-0.064806i,0.020229-0.059687i,0.010235-0.030806i,-0.0059735+0.009979i,-0.0086373+0.030734i,-0.011658+0.022778i,-0.024667+0.0076623i,-0.0372+0.0010632i
0.13355+0.11031i,0.19477+0.23652i,0.16835+0.29739i,-0.064188+0.22013i,-0.36757+0.14631i,-0.47484+0.13918i,-0.31516+0.13084i,-0.055148+0.10663i,0.11611+0.053306i,0.13176-0.01663i,0.068751-0.043888i,0.019867-0.03055i,-0.0071971-0.014709i,-0.02762+0.0073847i,-0.033189+0.026001i,-0.01875+0.019894i,0.0045015-0.0057022i,0.022871-0.041381i,0.034536-0.069051i,0.034535-0.066197i,0.0304-0.036284i,0.038269-0.016144i,0.044543-0.021136i
-0.10069+0.052971i,-0.13624+0.13836i,-0.15432+0.2903i,-0.056307+0.41029i,0.14381+0.32941i,0.25454+0.1038i,0.15965-0.0037056i,0.040569+0.054862i,0.052463+0.093061i,0.097361+0.05182i,0.096066+0.0098677i,0.056338-0.015807i,-0.011047-0.034942i,-0.067656-0.042033i,-0.10191-0.026227i,-0.11057+0.029241i,-0.067314+0.099718i,-0.00032205+0.13039i,0.036764+0.10204i,0.032662+0.039467i,-0.00023631-0.014228i,-0.030541-0.027646i,-0.037618-0.019268i
-0.052464-0.09105i,-0.13778-0.1554i,-0.11691-0.21434i,0.066268-0.15375i,0.26169+0.016729i,0.27267+0.1207i,0.1342+0.10652i,0.004329+0.055746i,-0.055492+0.017682i,-0.05457-0.0082618i,-0.020259-0.029679i,0.0035458-0.03538i,0.0079531-0.0083281i,0.020962+0.033506i,0.060586+0.057088i,0.10464+0.033829i,0.099842-0.022342i,0.038706-0.060593i,-0.023626-0.051521i,-0.040655-0.013464i,-0.013222+0.0066635i,0.015207-0.0070076i,0.012892-0.020747i
0.10845-0.0020783i,0.3052-0.019113i,0.47259-0.10684i,0.32291-0.3048i,-0.086943-0.45506i,-0.30969-0.35653i,-0.18987-0.1852i,-0.015493-0.12516i,0.0304-0.08976i,0.0093533-0.02902i,-0.012328+0.017i,0.0034391+0.033486i,0.046785+0.005754i,0.04892-0.045763i,-0.00059662-0.076542i,-0.05195-0.075497i,-0.072545-0.053121i,-0.0528-0.02508i,-0.01474-0.013594i,-0.00053525-0.014789i,-0.010427-0.00073427i,-0.01635+0.030117i,-0.0074982+0.053358i
-0.068111-0.0081535i,-0.27838+0.0061725i,-0.58119+0.069986i,-0.70069+0.20898i,-0.45356+0.33793i,-0.10698+0.29621i,0.018761+0.15806i,-0.010401+0.087567i,-0.011268+0.061315i,0.0072021+0.022432i,-0.015155-0.0051708i,-0.056427+0.0068205i,-0.048392+0.045104i,0.021811+0.062731i,0.085466+0.045028i,0.090636+0.030742i,0.059974+0.03842i,0.033551+0.042276i,0.018184+0.027305i,0.0071525+0.0065177i,-0.0060626-0.010625i,-0.021261-0.021233i,-0.028016-0.02513i
0.0057101-0.0038105i,0.015689+0.020041i,0.11018+0.11681i,0.31265+0.21659i,0.40866+0.16966i,0.26822+0.033916i,0.086635-0.0087764i,0.021328+0.017157i,0.020106+0.030871i,0.028333+0.028273i,0.039322+0.021129i,0.046276+0.025049i,0.038896+0.036283i,0.025009+0.038742i,0.025093+0.034315i,0.042447+0.013117i,0.05408-0.032702i,0.032868-0.071146i,-0.0036546-0.069369i,-0.009047-0.036465i,0.015091-0.013226i,0.026067-0.014398i,0.013731-0.014448i
0.10869-0.094459i,0.23836-0.27836i,0.34806-0.55056i,0.28013-0.73952i,0.05283-0.67143i,-0.12944-0.40979i,-0.15722-0.19947i,-0.10619-0.14043i,-0.089511-0.12998i,-0.081674-0.068097i,-0.025391-0.011893i,0.022317-0.03731i,-0.0063333-0.094924i,-0.083493-0.10637i,-0.14946-0.074654i,-0.17235-0.033174i,-0.13989+0.0069357i,-0.060926+0.040716i,0.017362+0.048771i,0.037772+0.025507i,0.0092263+0.015024i,-0.0031625+0.036617i,0.016298+0.050751i
-0.041893+0.12772i,-0.093001+0.33207i,-0.21398+0.52831i,-0.3763+0.59149i,-0.38287+0.54176i,-0.17983+0.43672i,0.013543+0.28659i,0.074638+0.18021i,0.10441+0.1295i,0.10856+0.056721i,0.053011+0.0036109i,-0.0055314-0.0036435i,-0.033451+0.0081675i,-0.024471+0.033092i,0.0090475+0.044917i,0.021346+0.038949i,-0.0053854+0.039776i,-0.038893+0.03805i,-0.050549+0.026429i,-0.03491+0.018412i,-0.0080319+0.00212i,0.0015806-0.029518i,-0.0074177-0.051477i
-0.082284+0.00063506i,-0.1301+0.049762i,-0.042612+0.1856i,0.19026+0.29936i,0.29172+0.24655i,0.15275+0.11554i,0.012123+0.073115i,0.0073439+0.06256i,0.032579+0.021563i,0.031224-0.0020827i,0.019713-0.0043978i,0.012175+0.016152i,0.035778+0.028727i,0.060657-0.008227i,0.054308-0.057271i,0.05498-0.082209i,0.073823-0.086687i,0.063915-0.06956i,0.0254-0.037617i,-0.00058674-0.009133i,-0.0030027+0.0053147i,-0.00067083+0.0031271i,-0.0088834-0.0017133i
-0.046061-0.10072i,-0.11907-0.29078i,-0.22819-0.55607i,-0.28198-0.68479i,-0.17971-0.59913i,-0.049815-0.45004i,-0.027437-0.31348i,-0.054638-0.17754i,-0.051167-0.08618i,-0.038048-0.057295i,-0.03308-0.048531i,-0.019294-0.047192i,-0.0024875-0.052129i,0.0027239-0.054582i,0.0058619-0.051844i,0.017944-0.053965i,0.031357-0.060613i,0.042931-0.048282i,0.044389-0.024328i,0.02056-0.014985i,-0.010906-0.0050615i,-0.01827+0.019876i,-0.010145+0.03511i
0.17221+0.068894i,0.39123+0.13491i,0.55027+0.16641i,0.42474+0.13381i,0.12003+0.099564i,-0.030921+0.086668i,-0.022675+0.039625i,0.013366+0.014285i,0.048913+0.01735i,0.047841-0.0028736i,0.025168-0.020338i,0.018115-0.0236i,-0.0044721-0.010735i,-0.035558+0.03808i,-0.037933+0.093229i,-0.040606+0.12371i,-0.064485+0.12041i,-0.079902+0.078598i,-0.066023+0.028916i,-0.032688+0.0027818i,-0.0075183-0.012405i,-0.0047612-0.027386i,-0.0050598-0.029933i
-0.034249+0.030724i,-0.16226+0.13327i,-0.29911+0.31831i,-0.24466+0.46336i,-0.029658+0.41394i,0.092183+0.25202i,0.080099+0.15749i,0.023098+0.099869i,-0.026402+0.053664i,-0.02462+0.049753i,-0.004687+0.050061i,-0.019715+0.059507i,-0.025628+0.085296i,0.0067355+0.082884i,0.038497+0.05881i,0.062989+0.046343i,0.087838+0.045961i,0.093642+0.032046i,0.072546-0.0029282i,0.038602-0.031072i,0.0078748-0.032624i,-0.0050432-0.022038i,-0.0043241-0.017727i
-0.022009-0.0359i,-0.070963-0.12238i,-0.10486-0.20368i,-0.046916-0.18109i,0.04381-0.053001i,0.073017+0.070606i,0.063382+0.097084i,0.066147+0.061171i,0.067566+0.032246i,0.065274+0.018515i,0.067813+0.0052001i,0.075939-0.012526i,0.083642-0.039199i,0.070744-0.06457i,0.038235-0.08393i,0.011614-0.105i,0.005526-0.11128i,0.0046984-0.075913i,0.0019106-0.019928i,0.0063019+0.011721i,0.012812+0.014868i,0.01177+0.015569i,0.0033961+0.021936i
0.058967-0.08554i,0.18281-0.22828i,0.24261-0.48339i,0.027836-0.68142i,-0.29275-0.61666i,-0.37312-0.39173i,-0.23496-0.22014i,-0.10717-0.12813i,-0.04772-0.07331i,-0.027238-0.037883i,-0.0079095-0.0081717i,0.017864-0.014834i,-0.0068348-0.055571i,-0.07816-0.073239i,-0.14116-0.051696i,-0.18082-0.011157i,-0.18609+0.019635i,-0.14035+0.023686i,-0.076418+0.020261i,-0.030462+0.026537i,-0.0047433+0.027687i,0.0046161+0.016658i,0.0066848+0.010017i
-0.11797+0.090681i,-0.24082+0.3485i,-0.24311+0.76579i,0.013775+0.98651i,0.31058+0.73876i,0.34141+0.32095i,0.16602+0.092563i,0.027998+0.032833i,-0.021807+0.0073864i,-0.050274-0.019368i,-0.091327-0.03238i,-0.12992-0.012831i,-0.10469+0.032333i,-0.0095455+0.053162i,0.082495+0.031546i,0.12622+0.017397i,0.12254+0.030716i,0.084463+0.031947i,0.038804+0.0055063i,0.0062606-0.019131i,-0.0049831-0.018512i,0.0030708-0.0090377i,0.012194-0.011396i
0.014423-0.061178i,0.078841-0.17987i,0.16939-0.38098i,0.17735-0.4915i,0.063287-0.32965i,-0.036298-0.050789i,-0.016418+0.086735i,0.041241+0.064238i,0.063607+0.017424i,0.066439+0.0078814i,0.067114+0.0096283i,0.077841+0.011702i,0.085185+0.0070735i,0.066856+0.0028885i,0.050089+0.00908i,0.058897-0.0055728i,0.06063-0.034112i,0.031767-0.032167i,0.0043303-0.0072721i,0.0042496+0.006322i,0.011495+0.00092591i,0.0035168-0.0045531i,-0.0097288+7.4715e-05i
-0.0014795-0.0064541i,-0.05404-0.073323i,-0.2098-0.1547i,-0.39676-0.17713i,-0.42869-0.16028i,-0.29874-0.1487i,-0.16778-0.11945i,-0.08926-0.041462i,-0.023902+0.020148i,0.030475+0.018775i,0.061967-0.0014018i,0.061035-0.014892i,0.020488-0.028613i,-0.044005-0.040527i,-0.10664-0.037991i,-0.14622-0.02498i,-0.14227-0.023839i,-0.091186-0.02514i,-0.032978-0.014995i,-0.010883+0.0016627i,-0.015729+0.017418i,-0.015557+0.015635i,-0.010562+0.00062299i
0.049832+0.12699i,0.093726+0.32491i,0.15624+0.56893i,0.2652+0.68043i,0.37256+0.51878i,0.35475+0.19707i,0.1986-0.0056686i,0.053132-0.030891i,-0.0020682-0.014531i,-0.031207-0.024891i,-0.071447-0.037977i,-0.09252-0.027658i,-0.062632+0.0068831i,0.010724+0.042631i,0.083358+0.048487i,0.11119+0.040035i,0.096762+0.044153i,0.070387+0.034156i,0.044434+0.004916i,0.023459-0.017617i,0.01135-0.02439i,0.003932-0.014444i,0.0026247-0.0030719i
0.02405-0.091436i,0.053261-0.33037i,0.05926-0.66154i,-0.02566-0.79351i,-0.17738-0.5301i,-0.24754-0.098832i,-0.16489+0.12737i,-0.056812+0.10474i,-0.026715+0.041297i,-0.012722+0.055513i,0.035782+0.083453i,0.076073+0.061796i,0.063113+0.022163i,0.019895+0.013488i,-0.0072312+0.032732i,0.0097689+0.036081i,0.046257+0.0094756i,0.048737-0.011292i,0.023314-0.010979i,0.0077289-0.0094881i,0.0017226-0.015555i,-0.0020207-0.014317i,0.00015345-0.0012172i
-0.011366+0.052168i,-0.016406+0.19721i,-0.0016257+0.35862i,0.01072+0.35303i,0.027176+0.16422i,0.076589-0.016092i,0.11188-0.076707i,0.11129-0.050348i,0.10433-0.024197i,0.078606-0.038534i,0.034022-0.037796i,0.0029119-0.0065834i,-0.0077533-0.0023743i,-0.022313-0.04709i,-0.057-0.098501i,-0.099144-0.10831i,-0.1144-0.079516i,-0.091914-0.039414i,-0.059811-0.006506i,-0.044421+0.016031i,-0.034815+0.030902i,-0.020379+0.025112i,-0.015923+0.0072939i
