-0.0016433+0.00097756i,-0.0021012+0.00095086i,-0.0011478+0.0028755i,0.00034526+0.0019673i,0.00016849+0.00080193i,-0.00035822+0.00029813i,-0.00055127+0.00045342i,-0.00035218+0.0018003i,-2.2394e-05+0.0013611i,0.00022506+0.00093368i,0.00042461+0.00035068i,6.6528e-05-0.00024221i,-0.00037132+0.00014629i,-0.00077249-0.0003779i,-0.0011854-0.00049662i,-0.00092004-0.00040165i,-0.00093957+5.1793e-05i,-0.00075188-5.1807e-05i,-0.00026313-0.00027151i,4.2738e-05-0.00023181i,0.00028966-0.00012841i,0.00031494+0.00024124i,0.00049589+0.0001562i
-0.0011406-0.0034675i,-0.002954-0.0044599i,-0.0036032-0.0018867i,-0.0022337-0.0005787i,-0.0015029-0.00011687i,-0.00030059+0.00084069i,0.0008095+0.00065038i,0.00036516+0.00012141i,1.6871e-05-0.00019445i,0.0005654-0.00019062i,0.00080121-0.00045799i,0.00015206+0.0001619i,-0.00027403+0.00060149i,0.00043747-0.00016436i,0.00032077-5.4516e-05i,-0.00065037+4.8555e-05i,-0.00023903-0.00021237i,0.00016576-0.00042999i,0.0001137-0.00015602i,0.0010334-0.00026563i,0.0014932-0.00020709i,0.00012312-0.00049448i,-0.00082409-0.00075949i
0.0017388-0.00024843i,0.00074602-0.00089995i,-0.00097032-0.0017843i,-0.00096192-0.0020367i,-0.00039792-0.001597i,-0.00043341-0.00035324i,-3.2542e-05+0.00041537i,0.00024724+0.00011778i,0.00021575-0.00051279i,1.8181e-05-0.0012221i,-0.00044989-0.0012766i,-0.00033177-0.00075435i,0.00031078-0.00046901i,0.00063169-0.00036374i,0.0010022+1.085e-06i,0.0007106+0.00049438i,9.4511e-05+0.00098833i,-0.00061565+0.0008612i,-0.00088955+0.00075781i,-0.00065673+0.0004827i,-1.6886e-05+0.00015948i,0.00031806+3.3442e-05i,0.00051834-8.5935e-05i
-0.00081234-0.0020128i,-0.00073384-0.0023204i,-0.0010054-0.0015148i,-0.0016821-0.00034018i,-0.0020427-0.00054355i,-0.0012954-0.0014536i,-0.00058025-0.00081222i,-0.00018723+0.0002057i,-1.7965e-05+0.00019512i,-0.00055202-0.00011417i,-0.00040872-0.00030002i,0.00017421-0.00032042i,0.00038959-0.00033723i,-6.3967e-05-0.00065862i,-0.00034664-0.00077284i,2.9289e-05+0.00017654i,-0.00073763+0.00030362i,-0.0012116-0.00050619i,-0.00036555-0.00055045i,0.00018457+0.00014848i,0.0002307+0.0007984i,5.7851e-05+0.00064742i,-0.00011811-0.00055316i
-0.0011403+0.0018651i,-0.0015548+0.0029097i,-0.00090445+0.0029268i,0.00052321+0.00092889i,0.0015816-0.00063932i,0.0014449-0.00085971i,0.00066484-0.00030861i,0.00052447-0.00028735i,0.0005951-0.00035385i,0.00090171-0.00021449i,0.00045527-0.00029037i,0.00033157-0.00032828i,0.0010137-6.4028e-05i,0.0018296+0.00061045i,0.0013338+0.00062286i,0.00086027-0.00065211i,0.00091427-0.00074758i,0.0010109+5.1301e-05i,0.00076612-1.9924e-05i,0.00035052-7.5733e-05i,0.00052497+0.00019949i,0.00051127+0.00068325i,2.6262e-05+0.00070333i
0.0017508-0.00165i,0.00067335-0.0021491i,-0.00080563-0.0015838i,-0.0013546-9.9715e-05i,-0.0013341-0.00028863i,-0.00053904-0.0007215i,-7.9782e-05-0.00067348i,6.0956e-05-0.00027038i,0.00045144+0.00039458i,-8.6949e-05+0.00023593i,-0.00068708+5.6769e-05i,-0.00030031-0.00010352i,0.00043438+2.3446e-05i,0.00026938-0.0001364i,-0.00061689-0.00055095i,-0.00045393-0.00041549i,0.00026306-0.00035401i,0.00029463-0.00059275i,0.00019613-0.0004313i,-0.00015048+0.00011795i,-0.00075764+0.00049916i,-0.00019789+0.00030986i,-0.00026558-0.00042628i
0.0012977+0.00015922i,0.00023222+0.00072904i,-0.00033026+0.0006093i,-0.00017008+0.00038748i,-1.8935e-05-1.1802e-05i,-0.00012077-0.00030635i,-0.00023332+6.9038e-05i,-0.00039709+0.00050667i,-0.00073806-0.00025008i,-0.00064706-0.0014908i,-0.00046216-0.0011018i,-0.00034194-0.00037419i,-0.00088529-0.000391i,-0.00071265-0.00037788i,-3.2292e-05+0.0002696i,0.00020907+0.00059016i,-2.9348e-05+0.00015397i,0.00016015+3.6543e-05i,0.0008254-8.0325e-05i,0.00037719+0.00014799i,-0.00035208+0.00060726i,0.00026565+0.00034858i,0.00088318+0.00024137i
-0.00093105-0.0021442i,-0.0015895-0.0022115i,-0.0020433-0.0022222i,-0.0016362-0.0013712i,-0.00066804-0.00036035i,-9.5442e-05-0.00023337i,3.7714e-05+0.00019581i,4.4758e-05+0.00045279i,-0.00023804+0.00034307i,-1.1756e-05-4.1185e-05i,0.00046114-0.00034487i,0.00031242+5.7705e-05i,0.00059624-4.5014e-05i,0.0010845-0.00060506i,0.00089392-0.00064718i,0.00047769-0.00043695i,0.00060931+7.7623e-05i,0.00052876+0.0001059i,0.0004533-0.00080432i,0.00068079-0.000747i,0.00060109-0.00011511i,0.00089856-0.00062074i,0.00066468+0.00012519i
-0.0014081-6.827e-05i,-0.0022252+0.00083082i,-0.0015755+0.00039675i,-0.0006487+0.0006418i,0.00022833+0.00050433i,-0.00064142+0.00024514i,-0.0011855+0.00014949i,-0.00012158-1.2868e-05i,0.00022194+0.00016308i,-0.00059537+2.1653e-05i,-0.0005497-0.00094697i,-0.00016801-0.0013416i,4.6053e-05-0.00036656i,0.00041164+0.00021022i,9.2031e-05+0.00022799i,-0.00058781+6.9775e-05i,-0.0010459-0.00041996i,-0.0010389-0.00060514i,-0.0013483-0.00065837i,-0.0010177-0.00065541i,0.00021704-0.00038031i,0.00015337+7.6626e-05i,-0.00045107-3.3552e-05i
0.00051066-0.0015502i,0.00041895-0.0018929i,-0.0010664-0.0013147i,-0.0024337-0.00045929i,-0.0021434-0.00076468i,-0.0013134-0.00047228i,-0.00039677+0.0001326i,0.00038144+0.00034318i,0.00047551+0.00028508i,0.00032363+0.00046638i,0.0003568+0.0012091i,-6.1297e-05+0.00097646i,-0.00031114-4.7383e-05i,-0.00064583-0.0005234i,-0.00066809-0.00026823i,-0.00045138-0.0003613i,-0.00024018-0.00071388i,0.00026972-0.00026991i,7.5922e-05+5.4943e-05i,-0.00019537-0.00027537i,0.00024086-0.00029586i,0.00028308-7.2893e-05i,-0.00048194-0.00041045i
-0.0001742-0.00014912i,-0.00067703-0.00068805i,-0.0014432-0.0014173i,-0.0010632-0.00037337i,-0.00064264-0.00023188i,-0.00092888-0.000801i,-0.00074333-0.00080702i,-0.00014925-0.00033802i,0.00032488+0.00022195i,0.00055312+0.00036784i,0.0010371+0.00063691i,0.00061112+0.0002221i,-0.00019659-0.00024179i,-0.00023128-0.00011532i,-0.00036259-0.00039043i,-0.00056236-0.0004939i,-0.00029812+0.000224i,0.00030023+0.00036135i,-7.8747e-05+0.00028579i,-0.00088735+0.00088912i,-0.00077876+0.00090762i,-0.00030246+0.00040862i,-7.8989e-06+0.00029647i
0.0010335+0.00094368i,0.00091877+0.0014949i,0.0011344+0.001309i,0.0012513+0.00016891i,0.00036206-0.00034708i,0.00046206+0.00027678i,0.00078927+0.0005515i,0.00032279+0.00040938i,5.4751e-06-5.6776e-05i,-0.00043042-4.1882e-05i,-0.001357+0.00036422i,-0.0012172+0.00039565i,-0.0005861+0.00023664i,-0.00067106-0.00016062i,-0.00076133-0.00026566i,-0.00070402+2.3183e-05i,-0.0005082+0.00013654i,4.2613e-05+0.0003019i,-0.00016385+8.4557e-05i,-0.00016919+0.00020851i,2.3452e-05+7.2626e-05i,-0.00014799-0.00030726i,0.00019226+0.00015676i
-0.00039328+0.00046661i,-0.00084265-0.00074175i,-0.00090832-0.00025447i,-0.00078318+0.00087345i,-0.00031758+0.00095979i,-7.3904e-05+0.00027335i,-0.00030913-0.00065826i,-0.00014604-0.00080965i,0.00069281-0.00037563i,0.0011255+0.00047837i,0.00021725+0.00014287i,0.00019486-0.00061978i,0.00036669+0.00022569i,6.3438e-05+0.00050487i,-0.00012768+0.00018803i,-0.00069559+0.00017256i,-0.00076108+0.000106i,-0.00046992-0.00045553i,-0.00021364-0.00091281i,0.00017645-0.00096008i,0.00011524-9.756e-05i,-0.00030501+0.0004534i,-0.00056513+0.00040915i
0.00087995-0.0024665i,0.00068565-0.0026037i,-0.00044701-0.0018691i,-0.0012412-0.0011628i,-0.0012072-0.00055643i,-0.0015499+0.00039563i,-0.00093184+6.1229e-05i,-0.00050371-0.00049786i,-0.00078779-0.00025185i,-0.00080773+0.00020431i,-0.00053818+0.0006325i,-6.2224e-05+0.00084229i,0.00050595+0.00065762i,0.00085048+0.00050684i,0.00095118+0.00028706i,0.00073986-0.00013329i,0.00038738-0.00045626i,0.00041596-0.00018606i,-5.9968e-06+0.00024876i,-0.00099877+0.00051022i,-0.00067965-0.0003335i,0.00049112-0.00092015i,0.0005219-0.00071321i
-0.0015916-0.00047279i,-0.0016583-0.0017253i,-0.001508-0.0007675i,-0.0014914+0.00026631i,-3.4495e-05-0.00053699i,0.0001336-0.0011295i,-0.00069331-0.00071169i,-0.00053765+5.4371e-05i,-0.00029085+0.00034729i,-0.00061903+0.00042674i,-0.00094865+0.00027218i,-0.00061929+5.8863e-06i,-0.00014726+0.00041026i,-2.9662e-05+0.00084229i,-0.00016934+0.00069052i,-0.00053132+0.00048901i,-0.00029475+0.00062567i,-0.0004943+0.00053851i,-0.00061859+0.00030107i,-0.00028558+0.00022604i,-0.00024495+8.1318e-05i,-0.00013743-0.00029681i,-0.00070871-4.089e-05i
0.00085552+0.0031974i,0.0016606+0.0031554i,0.0012572+0.00182i,0.00055513+0.00088164i,0.00033156+0.00044395i,0.00072088-0.00018144i,0.00097256+0.00010706i,0.00073069+4.7215e-05i,0.00051805-0.00027498i,4.7505e-06-0.00019663i,-0.00073011-0.00032287i,-0.00050646-0.00067189i,-0.00014759-0.00050561i,0.00068196-0.00019471i,0.00083984+0.00064542i,-9.2332e-05+0.00092831i,-2.7352e-05+0.00025881i,-0.00033155-0.00041893i,-0.00035249-0.00069894i,-7.3714e-05-9.6107e-05i,0.00023605+0.00019563i,0.00077525-0.00019982i,0.00051381-0.00058128i
0.00019564-0.001007i,-0.0010677-0.00048397i,-0.0016691-0.00079026i,-0.00099604-0.0014698i,-0.00040613-0.00015798i,-0.00086273+0.0009594i,-0.00095132+0.00063067i,-0.00028496+0.00032463i,0.00037433+0.00060504i,0.00010371+0.0001415i,-0.00099419-0.00036384i,-0.0012266-0.00028237i,-0.0010038-0.00046721i,-0.0011994-0.00047462i,-0.00055922-0.00032642i,-0.00026923+0.00017829i,-0.00081985+0.00037352i,-0.00050855+0.00010685i,7.1055e-05-0.00040239i,0.00052351-5.2124e-05i,0.00049655+0.00091298i,-0.00028338+0.0012649i,-0.00016808+0.00030228i
-6.9845e-05-7.9658e-06i,0.00072579+0.00049524i,0.0010275+6.7974e-05i,0.001084-0.00043944i,0.00013408-0.00083137i,-0.00020036-0.0010438i,-0.00015344-0.0007221i,0.00010165+5.163e-05i,0.00050641-1.1031e-05i,0.00012816+2.8993e-05i,-4.1401e-05+0.00031521i,-0.00010001+0.00058245i,-6.034e-05+0.00077614i,0.00027649+0.00050256i,0.00026651+8.2979e-05i,-2.9409e-05-0.00029363i,0.00046602-4.2594e-05i,0.00052887+0.0006153i,7.8412e-05+0.00066908i,6.5509e-05+0.00022446i,-0.00022844-0.00037188i,0.00017322-0.00079915i,0.000298-0.00062501i
-0.0023941-0.00025243i,-0.0023326-0.00026409i,-0.0026475+0.0012371i,-0.00090271+0.0027937i,0.0011439+0.0022363i,0.0010097+0.00071418i,0.00027767-6.6461e-05i,-0.00041907-0.00028243i,-0.00071845+0.00012774i,2.1122e-05+0.00014994i,0.0002576+0.00056273i,-0.00090568+0.00078087i,-0.0010139+0.00021211i,-0.00069465-0.00040739i,-0.00061983-0.00032833i,-0.00046705+0.00015573i,-2.3193e-05+0.00012643i,-0.00026541+4.7849e-05i,-0.00027869-0.0006026i,0.00029817-0.0006675i,0.000186+3.823e-05i,-0.0001573-0.00042004i,-0.00043322-0.0006814i
0.00061545+0.0013219i,0.00067307+0.00084129i,0.00095278+0.0016529i,0.00019565+0.001397i,-0.00072194-0.00024768i,-0.0012217-0.00092373i,-0.00052953-0.00032623i,3.2729e-05-9.4617e-05i,0.00040374+3.6145e-05i,0.00044143+0.0008569i,0.00017168+0.001083i,0.00050509+0.00084441i,0.00031948+0.00048729i,4.9044e-05-0.00029064i,-0.00027633-0.00071405i,-0.00024097-0.00042797i,0.00042603-0.00027087i,0.000233+0.00017388i,-0.000171+0.00094567i,-0.00044484+0.00055397i,-0.00037568-0.00023302i,0.00049332-4.8325e-05i,0.001119+0.00077148i
0.00038594-0.0019156i,-0.00028576-0.0013864i,-0.00090849-0.0005986i,-0.00059677-0.00019004i,0.0003035+0.00025874i,0.00043225+0.00070383i,-0.00039477+0.00045615i,-0.00030103+0.00040281i,0.00058004+0.00021131i,0.00050611+0.00015618i,-0.00027138+0.00076524i,-0.00099407+0.00053781i,-0.00061617+0.00026347i,0.00046503+0.00030238i,0.0010635-6.509e-06i,0.00058217-0.00015316i,-0.00016635-2.3161e-05i,-0.00036252-0.00051754i,-3.3357e-05-0.0012482i,-0.00037313-0.00014811i,-2.0913e-05+0.00064732i,1.4339e-05+0.00053762i,-0.00078353+0.00058187i
-0.00044417+0.00095688i,-0.0010117+0.00084695i,-0.00065375+0.0011496i,-0.00065352+0.0017178i,-0.0010697+0.00062108i,-0.001253-0.00069894i,-0.00029631+6.5036e-05i,0.00039765+0.001116i,7.9979e-05+0.001312i,-0.00028237+0.0012521i,3.9901e-05+0.00041275i,-4.1043e-05-0.00049234i,-8.3269e-05-0.00023866i,7.905e-06+4.3564e-06i,-1.0535e-05-0.00024489i,5.1533e-05-2.4263e-05i,0.00037136+0.00041324i,0.00039409+0.0010436i,-0.00049834+0.0011077i,-0.00065324+0.00074397i,1.3175e-05+0.00026773i,-0.00033106-0.0007156i,-0.00076927-0.00050288i
-0.0010138-0.0016408i,-0.00032732-0.00067863i,-0.0007437+0.00097095i,-0.0011915+0.0018482i,-0.00097245+0.0014673i,-0.00066649+0.00034402i,-0.00091879-0.00068125i,-0.0011584-0.00043705i,-0.0015446+0.00036802i,-0.0012424-4.8657e-05i,-0.00068503-0.00090214i,-0.00057647-0.00062692i,4.7863e-05+0.00097221i,0.00051642+0.0015074i,0.000581+0.00044143i,0.00052682-0.00019241i,0.00068226-0.00014866i,0.00038058+0.00013863i,-0.00084251+0.0002297i,-0.0010622-0.00056887i,-0.0004351-0.00037073i,1.516e-05+0.00030608i,0.00059609-7.341e-06i
0.002047-0.002363i,0.0010381-0.0029594i,-0.0013502-0.002952i,-0.001958-0.0024774i,-0.00096125-0.0015434i,0.00010496+0.00018619i,0.0007924+0.00069265i,0.0012452+0.00032386i,0.0012751-0.0001235i,0.00074033-0.00028344i,-0.00023094-0.00053628i,-0.00039136-0.00033612i,-4.0446e-05+0.00057801i,0.00020787+0.00078242i,0.00026425+2.2248e-06i,8.8936e-05-0.00044983i,-0.00035422-0.00045998i,0.00027708-7.3126e-05i,0.00098331-5.7576e-05i,0.0010558-0.00012808i,0.00095927-0.00022199i,0.0011341-0.00070842i,0.0011022-0.00059791i
-0.001769-0.00058842i,-0.0025653+0.00072537i,-0.0027407+0.0012269i,-0.0018571+0.001798i,-0.00062817+0.0018861i,0.00010619+0.00084442i,0.00015209+0.00092855i,0.00076863+6.7204e-05i,0.0012939-0.00054523i,0.0007645+0.00037177i,0.00024723+0.0006774i,0.00022499+0.00011928i,-0.00047111+0.00061129i,-0.00071708+0.00084565i,-0.00025281+0.0001336i,-7.2282e-05+0.00032777i,-3.9368e-05+0.00057848i,5.3571e-05-4.0923e-05i,0.00062248+1.1311e-05i,0.0010202-0.00015487i,0.0010853-0.00060598i,0.00059534-0.00038698i,0.00041521+8.8884e-05i
-0.00046114-0.00079668i,-0.00061164+3.2747e-05i,-0.0010659+0.0005737i,-0.0008946+0.00029927i,-0.00014226-0.00047162i,2.1127e-05-0.00010823i,0.00064959+0.00043224i,0.00094065+0.00010059i,0.00078435-5.4036e-05i,0.00070769+0.00011565i,0.00038425-0.00049674i,-0.00078064-0.00071821i,-0.00089469-0.00026273i,-0.00022513+0.0005552i,-0.00062073+0.00063544i,-0.00060654+0.00041674i,-1.4093e-05+0.00043959i,0.00048502+0.00013033i,0.00063639-0.00054316i,0.00042639-0.0004463i,0.00041485+0.00056998i,0.00027813+0.0012261i,8.1302e-05+0.00097907i
-0.00066105+0.0030421i,0.00058465+0.0025263i,0.0019496+0.002094i,0.0025278+0.00096728i,0.0018224-0.00065277i,0.00063159-0.0018918i,0.00032939-0.00061466i,-7.0123e-05+0.0011792i,2.1812e-05+0.00066459i,0.00060756+0.00023052i,0.00053382+8.5607e-05i,0.00036908-0.00061586i,-0.00038468-0.00079852i,-0.00077771-0.00064834i,-0.0005273-6.4696e-05i,-0.00028307-6.3002e-05i,-2.7993e-05-0.00026878i,0.00012739-0.00026423i,-6.3176e-05-0.00013776i,-0.00013935-5.7506e-05i,0.00063465-0.00042828i,0.00060434-0.00069481i,0.00033216-0.0005321i
0.00048172-0.00061217i,3.6089e-07+0.00033593i,-0.00039796+0.00018693i,-0.00023063-0.00033677i,-0.00046083+6.2075e-05i,-0.001126+0.00030746i,-0.00059831+0.0010901i,0.00017233+0.001413i,0.00016028+0.0005378i,-0.00022858+0.00039185i,-0.000714+0.00080947i,-0.00029785+0.0010504i,0.00020127+0.00060242i,-0.00026069-1.1381e-05i,-6.6204e-05+2.573e-05i,0.00037004+0.00010557i,7.4952e-05-3.8089e-05i,0.00014952-0.00026686i,0.00015223-0.00029542i,-0.0001374+3.5388e-05i,7.2212e-05-2.5497e-05i,0.00022808-7.2651e-05i,-0.00011067-0.00054645i
0.00078225+0.0023457i,2.53e-05+0.0021572i,0.00022252+0.0022868i,-2.096e-05+0.0018554i,-0.00057314+0.00014333i,-0.00049104-0.00040893i,-0.00028475-0.00028579i,0.00043341-0.00020653i,0.00070329+0.0001135i,-0.0004485-5.8103e-05i,-0.0010584-0.00015329i,-0.00088962-0.00064993i,-0.00036488-0.00078179i,-8.6593e-05-0.00019482i,6.3011e-06-0.00014i,-0.00023133-3.0941e-05i,-4.0573e-05+0.0001599i,8.4609e-05+0.00031543i,-5.8001e-05+0.00026338i,0.00026733-0.00032712i,0.00075085-0.00047842i,0.00095098-0.0001254i,0.00055061-0.00034566i
0.00023139-0.002095i,8.1108e-05-0.003164i,-0.00039758-0.0028805i,-0.0011399-0.0014605i,-0.0013983-0.00095502i,-0.001102-0.00062027i,-0.00030761-0.00056128i,0.00036122-0.0010789i,0.00030671-0.00074931i,0.00015309-0.00036189i,-0.00033335-0.00026153i,-6.0017e-05+0.00010114i,0.00034988+0.00049114i,0.0006417+0.00011843i,0.0004605-0.0001874i,0.00020667-0.00024502i,5.5367e-05+5.7175e-05i,0.00014902+0.00067412i,0.00018764+0.00067891i,-0.00047321+0.00033365i,-0.00021369-0.00060413i,-0.00029871-0.00085815i,-0.0010118-0.00042474i
0.0010618+0.0005845i,0.0016494+0.0011448i,0.00075613+0.00017113i,0.00027183-0.0008383i,-6.7359e-05-0.0011481i,-0.00078511-0.0014125i,-0.00073147-0.00082733i,-0.00022094+0.00025075i,-0.0003483+0.00082812i,-0.00053107+0.00070859i,-0.00044157+1.7866e-05i,7.8233e-05+0.00044569i,0.00027784+0.00085477i,0.00026937+0.00044022i,0.00036734+0.00037674i,0.00025117-0.00017223i,-0.00025957-0.0010172i,-0.00039748-5.2362e-05i,-0.00053775+0.00058612i,-0.00014346+0.00032132i,-0.00021584-0.00010946i,-0.00058545-0.00020713i,-0.00091087-0.00047988i
-0.00073186-0.0010975i,-0.00061382-0.00042247i,-0.00040894+0.00085862i,-0.00037473+0.00037874i,-0.00048163+3.4911e-05i,-0.00059806-2.8913e-05i,-0.00030102+0.00044496i,0.00023538+0.0010365i,0.00046096+0.00099881i,0.00039957+0.001131i,8.6707e-05+0.00049149i,-0.00032157+0.00015131i,-0.0005163+0.00059075i,9.2245e-06+0.00014001i,0.00016118-0.00036758i,-2.3663e-05-0.00026262i,0.00052472-0.00034693i,0.00089433+0.00033923i,0.0010506+0.00070464i,0.00053392+0.00019895i,2.4832e-05-7.9312e-05i,0.00042381+0.00049546i,1.2944e-05-0.00011645i
0.00038487+0.00082446i,-0.0011367+0.0018774i,-0.00085358+0.0019838i,-0.0003567+0.00085488i,-0.00061347-0.0001701i,-0.00055049-0.00030908i,-0.00092842+8.9366e-05i,-0.0008168+0.00012964i,0.00034799+0.00024381i,0.00071997-0.00016426i,0.00048928-0.00081938i,0.00020325-0.00040297i,-0.00044544-0.00036618i,-0.00043225-0.00010864i,2.9351e-05+0.0012423i,0.0001275+0.0015545i,0.00028126+0.00024693i,0.00034586-0.00015175i,0.00027346-3.685e-05i,0.00025724-0.00010838i,0.00019126-2.4298e-05i,0.0003645+8.2343e-06i,0.00013548-0.00036319i
-0.0018664-0.0007373i,-0.0028516+0.00010039i,-0.0022233-1.4683e-05i,-0.0011704+0.00015107i,-0.00058906+0.00075115i,0.00017025-0.00025471i,-2.3864e-05-0.00060818i,-0.00055972+0.00081133i,0.00028281+0.001248i,0.00057562+0.0008008i,0.00055144+0.00050383i,0.00071222+0.00035909i,0.00034561-0.00022993i,-2.5742e-05-0.00034784i,-9.5491e-05-0.00011515i,-0.00047098-0.00081042i,-0.00064876-0.00093696i,-0.00014428-3.7984e-05i,-3.181e-05+0.00041426i,-0.00019511+0.00039266i,-0.00026758+0.00062634i,8.7444e-05+0.00064624i,0.00031711+0.000275i
-0.00010678-0.0015757i,-0.00066384-0.0015055i,-0.0019443+2.8632e-05i,-0.0022316+0.0011353i,-0.00066044+0.00095691i,0.00055253+0.00030563i,0.00031623+0.00011144i,-1.6924e-05+0.0010657i,0.00017113+0.0014833i,0.00019034+0.00040728i,0.00049548-0.00056843i,0.00044303+0.00012114i,-0.00059324+0.00056663i,-0.00098222+0.00031051i,3.2496e-05+4.6381e-05i,0.00017475-0.00036904i,0.00011734-0.00029259i,0.00050703-0.00045421i,0.00046904-0.00024571i,0.00015898-0.00022875i,-0.00025618-0.00070596i,0.00021734-0.0016345i,0.00063062-0.0013374i
0.00035812-0.00075411i,-0.00037991-0.0015468i,-0.0006967-0.0018301i,-0.00035352-0.001892i,-0.00056258-0.0019473i,-0.00079297-0.001297i,-0.00016432-0.00025058i,0.00014127-0.00033233i,3.7933e-05-0.0007356i,-8.3392e-05-0.00047624i,0.00010101-0.0001301i,0.00014886-0.00052588i,0.00036749-0.00030082i,0.00037044+0.0001337i,0.00014919-0.00020078i,-0.00049424-0.00019882i,-0.0012887-0.0005308i,-0.0011987-0.0002141i,-0.00060926-7.5417e-06i,4.0049e-06-0.00047031i,0.0005256-0.00044414i,0.0007168-0.00018094i,0.00033173+0.00010974i
0.0004131-0.0011443i,-0.0014586-0.00042766i,-0.0018079+0.00022412i,-0.00091919+0.00046872i,6.8408e-05-8.3569e-05i,4.2138e-05-0.00056059i,0.00039305-0.00058792i,0.0016922+0.00030497i,0.0018721+0.00080007i,0.00088445+0.00049231i,0.00050487+6.2976e-06i,0.00011165+0.00028403i,-0.00015006+0.00029422i,0.00044482-0.00020946i,0.00075195-0.00033861i,0.00059991-0.00052246i,0.00026815-0.00029457i,-0.00038676+0.00041994i,-0.00058511+0.00047004i,0.00012325-8.6841e-05i,0.00070144-0.00085426i,0.00014428-0.00037036i,-0.00069963+0.00020845i
0.002177+0.0020476i,0.001832+0.0026141i,0.00068107+0.0015397i,0.00038411+9.7918e-05i,0.00035363-0.00078522i,0.00012791-0.00086874i,1.6768e-05-0.00031063i,0.0005727+0.00066286i,0.00078278+0.00093718i,0.00039927+0.00088704i,0.00018964+0.00040469i,4.8885e-06-0.00036031i,0.00038818-0.00032981i,0.00015565-2.5894e-07i,-0.00042955-0.00065712i,-0.00024054-0.00082392i,-0.00027031-0.00036759i,-0.00047669-0.00046083i,-0.00071638-0.00068721i,-0.000582-0.00036854i,-9.9194e-05+7.9826e-05i,0.0005452+0.00017318i,0.00058169-0.00048793i
-0.0006218-0.00093077i,-0.0021393-0.00082752i,-0.0030896+2.7114e-05i,-0.0019102+0.00035644i,-0.00045456+0.00059695i,-0.0003059+0.0002808i,-0.00090324-0.00049308i,-0.0011816-0.00099074i,-0.0012877-0.00078775i,-0.0013851-0.0005631i,-0.00048476-0.00093491i,0.00068255-0.00070539i,0.00097657-0.00038776i,0.00035419-0.00061959i,3.196e-05-0.0010632i,-5.9218e-06-0.00076078i,-0.00048669-0.00060341i,-0.00026423-0.00016102i,-0.00026508-1.3494e-05i,-0.00063456-0.00034503i,-2.5844e-05-0.00032931i,0.00051154-0.00060382i,0.00034117-0.00083084i
-0.0004162+0.00032822i,-0.00050649-3.4939e-05i,-0.00036443+0.00016954i,-0.0008354+0.00021945i,-8.3893e-05-0.0002647i,0.00048721+0.00021779i,-0.00070683+0.00014592i,-0.00052643+0.0004039i,9.3821e-05+0.00073112i,0.00011781+0.00014002i,-0.00014835-0.00063171i,-0.0004171-0.00031971i,-0.00040337-0.00010164i,-0.00029127-0.00067415i,-7.3006e-05-0.00081835i,6.1412e-05+7.6043e-05i,0.00043459+0.00024273i,0.00064418-0.00070884i,2.0479e-05-0.00053914i,-0.00042664+0.00057378i,-0.00062749+0.00025133i,-0.00020189-0.00068583i,-0.00021736-0.00025964i
-0.00073135+0.0016891i,-0.00072109+0.0016267i,-0.00020999+0.0022217i,0.00032069+0.00076197i,0.00046323-0.0015683i,0.00013839-0.002364i,-0.00011985-0.0010278i,4.2292e-05+6.4321e-05i,0.00057874+0.00046609i,0.00098923+0.0005378i,0.00045205+0.00029713i,-0.00015217+9.6086e-05i,-0.00015515+0.00036196i,-7.2587e-05+0.00068636i,-8.0859e-05+0.00029948i,-0.00051203+4.7794e-05i,-0.00061957+0.00011194i,-0.0012233-0.00027907i,-0.0010304-0.00069504i,0.00018276-6.2101e-05i,-8.223e-05+0.00090337i,-0.00034381+0.00080577i,-1.7885e-05+0.00050387i
0.00034983-0.00064854i,9.7432e-05-0.00044495i,0.0010778+0.00014495i,0.0012549+0.0004296i,0.00010144-0.00028394i,-0.000802-0.00027687i,-0.00096569+1.4577e-05i,-0.00046783-6.6151e-05i,-1.4386e-05-0.00022083i,-0.00028429+0.00037592i,-0.00067318+3.2541e-05i,-0.00014011-0.00050736i,0.00051145+0.00021629i,0.00029345+0.0005596i,-0.00054568+0.00084902i,-0.00052328+0.00061955i,0.00046411-1.981e-06i,0.00075016-0.0002807i,0.00082273-0.00046318i,0.001041-0.00034191i,0.00040218-0.00058594i,-1.9903e-05-8.9338e-06i,-0.00011108+0.0015523i
0.0011545-3.3978e-07i,0.0005654+0.0011142i,0.00055417+0.0013325i,0.00040572+9.788e-05i,0.00059501-0.00012119i,3.748e-05+0.00038671i,-0.00084526+0.00072802i,-0.00029916+0.00052306i,0.00021769+9.3028e-05i,9.7511e-05-0.00016607i,5.5575e-05+1.1955e-05i,-0.00073827-0.00038605i,-0.001187-0.00066015i,-0.00050633+0.00018024i,-8.4819e-05+0.00028371i,-0.00035262-0.00040668i,-0.00090191-0.00095727i,-0.00045004-0.00092754i,0.00011105+0.00022825i,-0.00029671+0.00035575i,-0.00058961-0.00051164i,-0.0004143-0.00088585i,-0.00047667-0.00069685i
