-0.00087211+0.00060633i,-0.0011246-0.00034264i,-0.0015711-0.0012092i,-0.0011533-0.0010179i,-0.00094835+0.00073338i,-0.00086786+0.0019359i,-0.00013005+0.0018111i,0.00045189+0.00062278i,0.00092986-0.00032821i,0.0011838-0.00020911i,0.0004436-1.2101e-05i,-0.00014979-0.00043569i,-0.00076313-0.00033465i,-0.0008455+0.00055351i,-0.00064212+0.00048997i,-0.00087505-4.3948e-05i,-0.00064687-0.00012695i,-0.0002193-0.00053123i,0.00015111-0.00087601i,-1.5718e-05-0.00053469i,-8.7257e-05+0.00032298i,8.4731e-05+0.00045962i,-3.5105e-05+0.00041557i
0.086834-0.023909i,0.17855-0.078574i,0.17273-0.097051i,-0.0189+0.0056022i,-0.1751+0.17024i,-0.096945+0.23758i,0.044905+0.16886i,0.061115+0.10164i,-0.0057144+0.083888i,-0.062811+0.044268i,-0.10196+0.014861i,-0.12261+0.029224i,-0.10757+0.04223i,-0.076066+0.028399i,-0.050318+0.0023253i,-0.022597-0.0075763i,0.013676+0.0020503i,0.04288+0.005278i,0.046537-0.0026974i,0.018564+0.001253i,-0.0065543+0.016572i,0.0051915+0.018329i,0.020914+0.0077098i
0.10819+0.073523i,0.29953+0.10132i,0.51189-0.0028454i,0.51264-0.18446i,0.27616-0.15513i,0.058938+0.08905i,0.081933+0.26398i,0.2969+0.28039i,0.45164+0.19636i,0.34882+0.083093i,0.14818+0.061585i,0.080482+0.11352i,0.10709+0.11664i,0.12543+0.079131i,0.12521+0.034548i,0.11392-0.015946i,0.093999-0.055166i,0.059068-0.066029i,0.010175-0.058193i,-0.023836-0.054674i,-0.035933-0.050014i,-0.029007-0.020268i,0.0087936+0.017233i
-0.15463+0.023176i,-0.41479+0.0027126i,-0.71797-0.0074927i,-0.80698+0.0080028i,-0.58887+0.033091i,-0.20742+0.11886i,0.11285+0.32709i,0.16226+0.65026i,-0.001684+0.94279i,-0.073019+0.904i,-0.077295+0.53942i,-0.1725+0.28798i,-0.16576+0.26848i,-0.034865+0.18457i,0.011054+0.010393i,-0.027807-0.065864i,-0.053759-0.061875i,-0.052928-0.086828i,-0.019095-0.10685i,0.047882-0.07677i,0.092106-0.059391i,0.06599-0.083537i,-0.0089175-0.084454i
-0.38566+9.3696i,0.69325+9.2786i,4.4868+9.1109i,6.5773+5.4086i,5.762+1.1854i,3.0943-1.4075i,0.54441-1.5449i,-0.41614-0.48905i,0.26048+0.35209i,1.4753+0.068832i,1.701-1.1042i,0.95816-2.0105i,0.060567-2.1932i,-0.64337-1.6933i,-0.90936-0.94376i,-0.88617-0.46167i,-0.82055-0.2346i,-0.59115-0.011651i,-0.11789+0.10411i,0.32973-0.055837i,0.56494-0.3411i,0.57995-0.54832i,0.41913-0.58884i
0.0773-0.077753i,0.15495-0.21854i,0.087183-0.36906i,-0.10278-0.29429i,-0.09787-0.0074052i,0.1082+0.13987i,0.16893+0.06888i,0.077066+0.075956i,0.044824+0.11073i,0.022702+0.04477i,-0.014233+0.020533i,-0.0096379+0.034446i,0.023823+0.022917i,0.076397+0.020834i,0.11169+0.044249i,0.099755+0.078308i,0.058516+0.1104i,0.027385+0.13531i,0.037737+0.1353i,0.044916+0.094309i,0.019262+0.064846i,0.012708+0.065464i,0.027898+0.03332i
-0.028935+0.051997i,-0.081216+0.14223i,-0.044078+0.19276i,0.13562+0.1054i,0.29973-0.10103i,0.25901-0.29731i,0.035027-0.38377i,-0.19111-0.39392i,-0.29295-0.35917i,-0.25193-0.21837i,-0.1305-0.063573i,-0.063545-0.020204i,-0.065676-0.0080244i,-0.014536-0.014559i,0.04932-0.081515i,0.037108-0.1203i,0.0019555-0.088754i,0.00014534-0.051505i,0.011238-0.03258i,0.0085305-0.020717i,0.0095206-0.009083i,0.031439-0.00078216i,0.050465-0.0033627i
-0.031271-0.024433i,-0.060714-0.046083i,-0.065628-0.08961i,-0.061299-0.15898i,-0.13824-0.2154i,-0.29615-0.16371i,-0.35621+0.037538i,-0.23818+0.23463i,-0.11426+0.28297i,-0.073125+0.23118i,-0.046854+0.16109i,-0.016702+0.12166i,0.028542+0.10465i,0.073141+0.046528i,0.066482-0.026251i,0.041029-0.052409i,0.030585-0.052158i,0.014543-0.07123i,-0.0049118-0.10185i,-0.0096937-0.09873i,0.00025135-0.06234i,0.0050178-0.035991i,-0.015181-0.025674i
0.0048215-0.02537i,-0.023417-0.037252i,-0.11697+0.0023892i,-0.22508+0.092006i,-0.2094+0.1456i,-0.033858+0.13653i,0.14673+0.083176i,0.16923+0.039393i,0.084239+0.05229i,0.053408+0.075401i,0.075908+0.052172i,0.076397+0.010768i,0.072545-0.026937i,0.062298-0.059434i,0.027677-0.057275i,-0.007402-0.041759i,-0.030217-0.050127i,-0.027949-0.060624i,-0.0017364-0.057615i,0.00065841-0.039619i,-0.021363-0.0028976i,-0.011396+0.026984i,0.017872+0.015962i
-0.055177+0.038565i,-0.15354+0.11999i,-0.20349+0.19401i,-0.075165+0.18549i,0.080836+0.062653i,0.0050641-0.11742i,-0.18064-0.18683i,-0.17535-0.10051i,0.010985-0.0022614i,0.12708+0.016172i,0.11301+0.019335i,0.094252+0.02794i,0.089754+0.010812i,0.067592-0.001243i,0.035816+0.020197i,0.0054401+0.058529i,-0.013109+0.095803i,-0.004665+0.13961i,0.025791+0.15747i,0.045267+0.10207i,0.032809+0.029948i,0.0057889+0.011849i,-0.00047057+0.021528i
0.017371-0.092474i,0.031101-0.22464i,0.033441-0.33651i,0.0060453-0.28677i,0.0034971-0.112i,0.048696+0.033791i,0.04113+0.069643i,-0.067162+0.00094936i,-0.19917-0.0922i,-0.24391-0.097124i,-0.16646-0.053041i,-0.069251-0.050963i,-0.039945-0.057043i,-0.046743-0.029415i,-0.052482+0.018936i,-0.050595+0.064926i,-0.049692+0.085641i,-0.069652+0.070641i,-0.087329+0.042858i,-0.053624+0.025979i,0.0091086+0.0033369i,0.033037-0.03571i,0.01139-0.052306i
0.056384-0.017579i,0.1418-0.054117i,0.19655-0.092425i,0.14498-0.1341i,0.053974-0.15921i,0.046982-0.12731i,0.1075-0.083632i,0.11591-0.081986i,0.04988-0.10086i,0.010881-0.10463i,0.0043495-0.099329i,-0.019663-0.078746i,-0.033946-0.057698i,-0.029897-0.079168i,-0.031402-0.11088i,-0.029035-0.10209i,0.00077072-0.083148i,0.054476-0.10568i,0.071596-0.13608i,0.025441-0.099678i,-0.012984-0.018171i,-0.0020115+0.025268i,0.013832+0.011444i
-0.0034682+0.15527i,0.025004+0.44143i,0.095528+0.71262i,0.17052+0.66852i,0.12131+0.3444i,-0.049258+0.051804i,-0.16436-0.050796i,-0.1692+0.030428i,-0.076043+0.18549i,0.03554+0.21642i,0.050639+0.12208i,0.0041086+0.048465i,-0.027703+0.019424i,-0.043881+0.022726i,-0.030934+0.060543i,0.0042015+0.092346i,0.019162+0.10309i,0.01431+0.10651i,0.013278+0.096217i,0.013899+0.062822i,0.0018437+0.021713i,-0.015061+0.0059632i,-0.015026+0.011313i
-0.11773-0.046367i,-0.27784-0.13754i,-0.38729-0.23385i,-0.32336-0.21713i,-0.17779-0.06938i,-0.096475+0.093536i,-0.072439+0.18055i,-0.033958+0.15186i,0.0017069+0.08668i,0.01741+0.075804i,0.036688+0.068814i,0.03279+0.025272i,-0.0096667+0.0059644i,-0.045363+0.043826i,-0.047149+0.10106i,-0.027268+0.13121i,-0.025752+0.12973i,-0.051059+0.1257i,-0.055935+0.10424i,-0.022264+0.05141i,0.010385+0.0098636i,0.019935+0.00072993i,0.024502+0.0013727i
0.0089586-0.084356i,0.02248-0.17178i,0.052519-0.17821i,0.11493-0.070593i,0.19461-0.0048423i,0.22827-0.053196i,0.19609-0.099369i,0.16357-0.10658i,0.12036-0.12402i,0.060082-0.1241i,0.015428-0.088366i,-0.02053-0.037471i,-0.034687+0.016318i,-0.0077253+0.034594i,0.027604+0.0072204i,0.054826-0.020244i,0.096701-0.031264i,0.13704-0.046878i,0.12514-0.059726i,0.071901-0.041668i,0.038911-0.0039438i,0.043909+0.0069242i,0.044619-0.01641i
0.14566+0.062791i,0.38722+0.098647i,0.57754+0.016608i,0.43969-0.19233i,0.090538-0.27714i,-0.084864-0.17283i,-0.071935-0.13136i,-0.11095-0.14848i,-0.16326-0.10116i,-0.13569-0.051098i,-0.094187-0.026904i,-0.055371-0.0041561i,-0.020276-0.005876i,-0.0090475-0.021568i,-0.00011035-0.028009i,0.010273-0.037717i,0.0074041-0.053874i,-0.0059073-0.053505i,-0.01935-0.019558i,-0.023325+0.022447i,-0.013278+0.031021i,-0.0032011+0.010257i,-0.0043652-0.0084147i
-0.073512+0.040439i,-0.20077+0.093004i,-0.35174+0.16234i,-0.37409+0.238i,-0.24137+0.26763i,-0.11437+0.23738i,-0.061922+0.20868i,-0.011039+0.1743i,0.035773+0.108i,0.0403+0.050001i,0.028092+0.031335i,0.018238+0.035852i,0.016338+0.053148i,0.020846+0.061802i,0.0065659+0.04992i,-0.028636+0.039019i,-0.071894+0.039414i,-0.1029+0.047628i,-0.095023+0.052615i,-0.058428+0.035575i,-0.034349+0.0064945i,-0.038999-0.0097053i,-0.045366-0.006491i
-0.020201-0.051882i,-0.025452-0.10112i,0.050952-0.10909i,0.20991-0.0407i,0.33345+0.014565i,0.33234-0.025608i,0.23856-0.074623i,0.12827-0.056103i,0.055945-0.0036592i,0.025223+0.031749i,0.0090901+0.039138i,-0.00094865+0.03882i,-0.0001773+0.037963i,0.0093257+0.033345i,0.024424+0.027636i,0.033857+0.0235i,0.037732+0.031733i,0.050145+0.045601i,0.061868+0.038254i,0.050142+0.012339i,0.018622-0.001236i,-0.0012464+0.0034862i,-0.00030185+0.004818i
0.053918-0.03615i,0.10087-0.11538i,0.049783-0.23311i,-0.12679-0.32077i,-0.25649-0.29463i,-0.24368-0.1779i,-0.19388-0.1039i,-0.14571-0.082405i,-0.073589-0.056624i,-0.0041658-0.028189i,0.03378-0.011993i,0.043847-0.00636i,0.039776-0.0024984i,0.032535-0.0042162i,0.022602-0.014992i,0.017004-0.024762i,0.023119-0.031328i,0.036289-0.038669i,0.039221-0.042946i,0.026477-0.033897i,0.020762-0.011365i,0.03018+0.0047621i,0.038462+0.004187i
-0.067804+0.035156i,-0.16844+0.1135i,-0.21269+0.24982i,-0.075044+0.34671i,0.11974+0.26814i,0.17842+0.063822i,0.13526-0.043882i,0.085693-0.0325i,0.033049-0.013957i,-0.006499-0.0037627i,-0.0065127-0.00044321i,0.0031609-0.0094712i,0.0032817-0.016778i,-0.0010505-0.016972i,-0.012443-0.0058041i,-0.025266+0.010674i,-0.028854+0.014244i,-0.028921+0.00047693i,-0.031509-0.019062i,-0.021505-0.028046i,0.0040463-0.025926i,0.017532-0.026696i,0.0072566-0.029541i
-0.034972-0.026996i,-0.085314-0.099284i,-0.1442-0.19617i,-0.185-0.2271i,-0.16717-0.14122i,-0.10065-0.029168i,-0.05837+0.0081551i,-0.069035-0.0038733i,-0.07345-0.014028i,-0.0578-0.029289i,-0.047173-0.035779i,-0.023099-0.034329i,-0.00015464-0.042074i,-0.0010733-0.038505i,-0.0033918-0.018741i,0.002032-0.00075145i,0.00274+0.0083896i,0.0033267+0.0084034i,0.010026+0.0054463i,0.011217+0.0041836i,0.0014278+0.0029243i,-0.0086051+0.0079853i,-0.01269+0.014347i
0.079039+0.013299i,0.19491+0.064541i,0.31511+0.16761i,0.33827+0.23494i,0.25383+0.18081i,0.11844+0.071785i,0.00093105+0.013598i,-0.019686+0.0037808i,0.0099542-0.0080501i,0.022022-0.013569i,0.027062-0.0074144i,0.016284+0.0026598i,0.003179+0.02905i,0.019241+0.050434i,0.045571+0.045078i,0.055212+0.030021i,0.049907+0.02664i,0.041501+0.042524i,0.034664+0.06019i,0.021955+0.055229i,0.0019846+0.03599i,-0.010861+0.020575i,-0.012809+0.012586i
-0.043266+0.093137i,-0.089914+0.20264i,-0.082498+0.23738i,0.027376+0.083714i,0.1268-0.11715i,0.13657-0.17495i,0.12709-0.13338i,0.069351-0.090675i,-0.014878-0.022367i,-0.027843+0.038057i,-0.014108+0.036259i,-0.024152+0.023852i,-0.028947+0.02108i,-0.025084+0.014696i,-0.018074+0.016635i,-0.0062771+0.01758i,-0.00079734+0.0095059i,-0.0080306+0.0027481i,-0.018443+0.0031136i,-0.011963+0.0081283i,0.011322+0.0047217i,0.024333-0.013413i,0.020084-0.032997i
-0.044463-0.0089294i,-0.1198-0.031898i,-0.22591-0.036622i,-0.322-0.0026893i,-0.35011+0.034583i,-0.29331+0.059151i,-0.20823+0.075788i,-0.11161+0.067886i,-0.010908+0.026148i,0.026476-0.021631i,0.0012116-0.028407i,-0.0085807-0.0016894i,0.0097599+0.010705i,0.014823-0.0055193i,-0.0048307-0.030185i,-0.020579-0.044318i,-0.014991-0.059074i,-0.0061418-0.083608i,-0.0098984-0.085706i,-0.017254-0.05803i,-0.018041-0.028702i,-0.017165-0.0067193i,-0.012621+0.0074415i
0.089967-0.070143i,0.2577-0.19322i,0.43818-0.28857i,0.4808-0.21561i,0.40769-0.030791i,0.31678+0.028171i,0.20736-0.032888i,0.10762-0.043502i,0.061932-0.014705i,0.051347-0.0012054i,0.051583+0.0027727i,0.043594-0.0095364i,0.012318-0.019918i,-0.0098323-0.007177i,-0.0049365+0.0074922i,-0.0065455+0.013897i,-0.024943+0.031621i,-0.032279+0.055382i,-0.019341+0.053934i,-0.011994+0.022973i,-0.02128-0.003153i,-0.026189-0.0028507i,-0.01974+0.007667i
0.012847+0.075571i,-0.015268+0.17615i,-0.079109+0.22419i,-0.14215+0.10697i,-0.15752-0.058347i,-0.11865-0.079896i,-0.069419-0.038109i,-0.060757-0.047484i,-0.070897-0.067585i,-0.058774-0.062926i,-0.035874-0.044404i,-0.019322-0.02722i,-0.0084393-0.01527i,-0.0034007-0.00014847i,-0.0048801+0.023758i,-0.01108+0.046318i,-0.024775+0.065776i,-0.034251+0.081635i,-0.022383+0.071417i,-0.0018074+0.039949i,0.010239+0.020148i,0.019415+0.015047i,0.026652+0.0084825i
-0.039074-0.0039873i,-0.077577-0.015978i,-0.059419-0.010336i,0.030843+0.0062859i,0.075217-0.023222i,0.0006894-0.088823i,-0.083085-0.095697i,-0.08365-0.062928i,-0.067724-0.048244i,-0.078064-0.029317i,-0.074586+0.006061i,-0.045173+0.042872i,-0.005465+0.059511i,0.026647+0.038642i,0.040829+0.00084339i,0.050592-0.022526i,0.072124-0.038488i,0.091184-0.055748i,0.083456-0.054179i,0.058667-0.02905i,0.037044-0.0033754i,0.020945+0.0038638i,0.0059872-0.00010614i
-0.0056307-0.10092i,-0.040655-0.26252i,-0.13629-0.39842i,-0.24029-0.31644i,-0.19965-0.071631i,-0.010365+0.076752i,0.10499+0.068301i,0.058723+0.057528i,-0.0099912+0.090258i,-0.014159+0.097143i,0.013632+0.066351i,0.029734+0.023072i,0.020766-0.0075151i,0.0071423-0.014302i,0.0036117-0.015676i,0.0027901-0.025257i,0.001383-0.038829i,0.0039806-0.044466i,0.0070596-0.035404i,0.0085764-0.015263i,0.013708-0.002442i,0.016641-0.010259i,0.008716-0.024783i
0.026363+0.089318i,0.062997+0.25213i,0.11902+0.42481i,0.16478+0.41465i,0.13542+0.22272i,0.014511+0.064687i,-0.059302+0.043783i,-0.0056342+0.053631i,0.073146+0.023375i,0.092891-0.009555i,0.069425-0.026219i,0.042569-0.030602i,0.030602-0.022903i,0.020695-0.0069751i,0.0012656+0.014619i,-0.016487+0.030046i,-0.029489+0.030827i,-0.039674+0.029936i,-0.040317+0.030888i,-0.032109+0.018667i,-0.024753+0.0030767i,-0.019201+0.0039952i,-0.0085574+0.014339i
-0.041608+0.0078477i,-0.09638-0.0031489i,-0.095622-0.04795i,0.013915-0.10775i,0.12536-0.14397i,0.12873-0.13972i,0.066887-0.11416i,0.013326-0.085055i,-0.0064317-0.04503i,-0.0020291-0.00639i,0.00028065+0.0036707i,-0.017346-0.0049782i,-0.034975-0.0034776i,-0.026527+0.0073989i,-0.0050451+0.015718i,0.01112+0.026413i,0.021699+0.046547i,0.024114+0.060572i,0.015883+0.048279i,0.0011836+0.019123i,-0.013855-0.00018911i,-0.020395-0.00306i,-0.016744-0.0012442i
-0.0065816-0.059395i,-0.055259-0.13368i,-0.16336-0.18081i,-0.29485-0.11854i,-0.32029-0.0070561i,-0.1986+0.051433i,-0.076127+0.043168i,-0.055651+0.0025163i,-0.082471-0.021709i,-0.076305-0.021876i,-0.041276-0.015852i,-0.01367-0.002647i,0.0028527+0.0041915i,0.0072899-0.0092393i,-0.00040554-0.022559i,-0.012089-0.021534i,-0.023526-0.017256i,-0.02739-0.016566i,-0.021195-0.011015i,-0.0068037+0.0053848i,0.011145+0.014494i,0.018313+0.003147i,0.013704-0.012297i
0.073563+0.058983i,0.21777+0.16758i,0.39783+0.25404i,0.46524+0.19434i,0.34219+0.049056i,0.14267-0.047215i,0.02778-0.078526i,0.015874-0.052497i,0.044113-0.019604i,0.049115-0.021545i,0.021463-0.015032i,0.0090449+0.011753i,0.0127+0.02064i,0.0053286+0.014687i,-0.0028038+0.0074961i,-0.0014242-0.0059037i,0.0019318-0.029202i,0.0023537-0.052288i,0.0016652-0.053505i,0.0024262-0.034671i,0.0030243-0.019201i,-0.0029039-0.010688i,-0.013685-0.0023491i
-0.039905+0.019984i,-0.11339+0.038562i,-0.19285+0.047483i,-0.19333+0.062234i,-0.092511+0.096068i,0.028926+0.11534i,0.074299+0.10164i,0.056145+0.062048i,0.027949+0.019788i,0.005092+0.0036886i,-0.0074547+0.00059895i,-0.019667-0.018748i,-0.034939-0.034626i,-0.034803-0.023577i,-0.01888-0.0015115i,-0.0061618+0.011913i,-0.007394+0.019426i,-0.010814+0.027897i,-0.0035831+0.022243i,0.0014701+0.0019793i,-0.0047955-0.0026427i,-0.0029245+0.013163i,0.012064+0.020899i
-0.030442-0.071923i,-0.061471-0.18268i,-0.078538-0.27051i,-0.054435-0.26471i,-0.037447-0.22443i,-0.079341-0.17803i,-0.12186-0.11157i,-0.10601-0.074896i,-0.075993-0.065396i,-0.051434-0.042883i,-0.021501-0.021396i,-0.00029056-0.0035527i,0.015632+0.014761i,0.030727+0.018152i,0.030967+0.009107i,0.016427+0.0080738i,0.0097003+0.024346i,0.019993+0.04128i,0.025628+0.03987i,0.013944+0.027939i,0.0029254+0.020935i,0.0081098+0.019061i,0.018291+0.015735i
0.076025+0.011078i,0.19062+0.038583i,0.26878+0.045617i,0.18938+0.018368i,0.040115+0.012924i,-0.001858+0.015369i,0.0096294-0.024009i,-0.029335-0.022474i,-0.049463+0.033069i,-0.02227+0.054701i,-0.00060421+0.048521i,0.0085501+0.049804i,0.012015+0.049055i,0.010754+0.040252i,0.014324+0.028437i,0.025474+0.017433i,0.040475+0.010243i,0.047318+0.0076958i,0.034804+0.01054i,0.022128+0.011957i,0.021235+0.00023183i,0.014443-0.021468i,-0.0035834-0.03446i
-0.045299+0.025713i,-0.11239+0.071249i,-0.18921+0.14004i,-0.18051+0.2091i,-0.087924+0.22739i,-0.01658+0.18844i,0.015528+0.14851i,0.034226+0.10788i,0.022012+0.059245i,-0.0073649+0.03866i,-0.011108+0.035086i,0.0075506+0.014476i,0.0172-0.013238i,0.0051316-0.028321i,-0.014335-0.026355i,-0.023274-0.022101i,-0.03438-0.033701i,-0.055438-0.046756i,-0.05487-0.036743i,-0.026674-0.012768i,-0.0032489+0.0018954i,0.0015197+0.0052077i,-0.0009247+0.0047232i
-0.070107-0.039569i,-0.1522-0.10938i,-0.17375-0.18077i,-0.04695-0.21425i,0.11363-0.2241i,0.14735-0.22452i,0.091091-0.17448i,0.064054-0.097088i,0.068867-0.050347i,0.065031-0.034416i,0.046436-0.035074i,0.014634-0.031121i,-0.0070743-0.0084376i,-0.0049084+0.013786i,0.0024083+0.01973i,0.0018815+0.01648i,-0.002468+0.015483i,-0.0013232+0.013263i,-0.0018506+0.0026794i,-0.013265-0.0078999i,-0.024778-0.0060868i,-0.025464+0.0033814i,-0.018028+0.010759i
0.063653+0.0090674i,0.17454+0.030397i,0.23328+0.063418i,0.11766+0.082637i,-0.050637+0.10042i,-0.083744+0.14052i,-0.027761+0.12879i,-0.012514+0.052137i,-0.023493-0.0026131i,-0.011288-0.023431i,-0.0062393-0.029384i,-0.018513-0.019796i,-0.023232-0.0062321i,-0.012101+0.0055084i,0.0063311+0.018849i,0.020974+0.034446i,0.031397+0.052313i,0.039811+0.063303i,0.03787+0.049804i,0.024711+0.021982i,0.015661+0.0062547i,0.020823-0.0019367i,0.027095-0.017571i
-0.022459+0.033006i,-0.063971+0.08458i,-0.094208+0.11197i,-0.07409+0.074732i,-0.057399+0.013359i,-0.089253-0.034841i,-0.12272-0.045617i,-0.10903-0.020412i,-0.071334-0.0041578i,-0.044065+0.0010144i,-0.019623+0.0087054i,0.006896+0.0053159i,0.023077-0.011831i,0.018836-0.028225i,0.00061534-0.036716i,-0.0091503-0.040656i,-0.0063443-0.054086i,-0.0051637-0.066807i,-0.0046846-0.052437i,0.00035948-0.022503i,0.0028855-0.0021919i,-0.0015203+0.0072756i,-0.0043432+0.014688i
-0.058851-0.0085541i,-0.14028-0.014942i,-0.18919+0.014145i,-0.087882+0.075343i,0.10521+0.075664i,0.19882-0.012838i,0.15953-0.076764i,0.090007-0.057575i,0.043503-0.0037308i,0.024814+0.024122i,0.022336+0.015119i,0.017196+0.0016239i,0.0072426-6.4018e-05i,-0.0023471-9.9909e-06i,-0.009018-0.0042223i,-0.019615-0.0097615i,-0.033239-0.0081938i,-0.035642+0.00086037i,-0.02284+0.0061383i,-0.0063709+0.00043799i,-0.0021581-0.012238i,-0.01389-0.018363i,-0.029126-0.0088911i
0.066892-0.024493i,0.20434-0.069779i,0.32411-0.13707i,0.23963-0.18572i,0.0088045-0.13603i,-0.10301-0.012336i,-0.069311+0.043277i,-0.02334+0.0044538i,-0.0071291-0.041588i,-0.0072348-0.043459i,-0.012875-0.014524i,-0.01417+0.0067952i,-0.011538+0.0099347i,-0.001724+0.01228i,0.013306+0.018136i,0.014171+0.022999i,-0.0038707+0.034668i,-0.017228+0.048439i,-0.011438+0.044822i,-0.00092008+0.030093i,0.006865+0.022119i,0.020538+0.021352i,0.036238+0.015361i
-0.0081481+0.039168i,-0.041972+0.083497i,-0.089719+0.11008i,-0.086563+0.059423i,-0.031969-0.044697i,-0.007798-0.10605i,-0.016959-0.098207i,-0.033407-0.06233i,-0.041001-0.021194i,-0.030336+0.0046857i,-0.020003+0.011442i,-0.013844+0.022665i,-0.00013077+0.036511i,0.013294+0.03278i,0.021876+0.016838i,0.037705+0.001283i,0.061739-0.014718i,0.073515-0.028378i,0.051924-0.02977i,0.01501-0.015705i,-0.0014549+0.0053824i,0.0051172+0.013236i,0.01037+0.0046227i
-0.049992+0.00046552i,-0.13516+0.0168i,-0.20673+0.085604i,-0.16676+0.21074i,-0.039584+0.28436i,0.04812+0.23407i,0.050123+0.15894i,0.019838+0.1256i,-0.0080266+0.096212i,-0.025311+0.063085i,-0.019994+0.036649i,-0.0035007+0.0094333i,0.00032889-0.010997i,-0.01076-0.014869i,-0.024582-0.0052885i,-0.026175+0.011661i,-0.014207+0.0232i,-0.0026864+0.021552i,0.0035393+0.011763i,0.0090961-0.0011645i,0.010015-0.018231i,-0.0020439-0.034169i,-0.020433-0.0383i
0.06168-0.051738i,0.16756-0.14955i,0.27653-0.28846i,0.24489-0.37489i,0.091928-0.32828i,-0.02822-0.19352i,-0.062223-0.089753i,-0.029855-0.045153i,0.029516-0.036483i,0.056448-0.044979i,0.0434-0.043126i,0.023379-0.031508i,0.0060854-0.020133i,-0.0052377-0.0039918i,-0.0086554+0.0080575i,-0.020037+0.0054891i,-0.048711-0.0046589i,-0.070849-0.008455i,-0.058942-0.001749i,-0.029227+0.0021978i,-0.016541+0.0063268i,-0.014261+0.022332i,0.00068046+0.037727i
-0.011554+0.037611i,-0.04253+0.1097i,-0.076328+0.19242i,-0.052611+0.19215i,0.022277+0.10178i,0.077597+0.010269i,0.08623-0.036534i,0.054885-0.052329i,0.015536-0.041145i,0.0118-0.015837i,0.019998-0.0074585i,0.0042786-0.0046218i,-0.0082451+0.010346i,-0.0012299+0.016667i,0.0061749+0.010958i,0.011653+0.012258i,0.024155+0.023575i,0.034113+0.030618i,0.028213+0.020544i,0.0123+0.0054941i,0.0027824+0.0018523i,0.0047864+0.0014035i,0.0046495-0.0055864i
-0.047015+0.017231i,-0.13007+0.043749i,-0.22074+0.089693i,-0.24216+0.14735i,-0.19726+0.17175i,-0.14641+0.14129i,-0.11204+0.095782i,-0.091387+0.053403i,-0.082317+0.021501i,-0.07004+0.010781i,-0.045825+0.0096649i,-0.017448+0.0059275i,0.0053051-0.0053468i,0.013625-0.020904i,0.010325-0.026654i,0.0088375-0.017243i,0.017547-0.0012439i,0.030136+0.0065649i,0.029297+0.0050237i,0.020484+0.0045246i,0.02251-0.00094102i,0.025427-0.01958i,0.016369-0.035992i
0.03871-0.051843i,0.12576-0.14414i,0.2339-0.25853i,0.26199-0.30211i,0.20375-0.25101i,0.13763-0.1856i,0.079595-0.14399i,0.044734-0.082831i,0.042552-0.022348i,0.038217-0.0042345i,0.028329-0.0015278i,0.028625-0.002331i,0.025599-0.0059888i,0.019302-0.00046514i,0.021828-0.0011025i,0.023594-0.02666i,0.011092-0.06736i,-0.0086463-0.086078i,-0.018613-0.06018i,-0.016073-0.021953i,-0.013694-0.0023951i,-0.01755+0.010456i,-0.017361+0.027893i
0.012431+0.03229i,0.00083601+0.1089i,-0.012983+0.19935i,-0.004054+0.21431i,0.015657+0.15052i,0.029333+0.10406i,0.053552+0.085842i,0.066421+0.041997i,0.043577+0.0034371i,0.014913+0.0088207i,-0.0057782+0.020074i,-0.025255+0.019925i,-0.033681+0.02107i,-0.029254+0.024023i,-0.023401+0.0292i,-0.024663+0.038673i,-0.03206+0.056389i,-0.029798+0.068506i,-0.010898+0.050906i,0.0016616+0.017532i,-0.0037919+0.0032739i,-0.0082415+0.0084515i,-0.0055552+0.0070147i
-0.038144+0.021107i,-0.10061+0.043063i,-0.17863+0.053281i,-0.21028+0.0215i,-0.18631-0.03932i,-0.15253-0.070177i,-0.12767-0.059333i,-0.10977-0.039122i,-0.084702-0.032198i,-0.057952-0.035214i,-0.040729-0.024899i,-0.023438-0.004044i,-0.0052557+0.0049711i,0.00326+0.00048947i,-0.0019358-0.00045401i,-0.0093896+0.017271i,-0.006073+0.043068i,0.0027256+0.0516i,0.0055634+0.035893i,0.0024279+0.016293i,0.0059364+0.0081643i,0.018066+0.0028981i,0.026011-0.0064316i
0.022186-0.049856i,0.091588-0.14578i,0.17266-0.23296i,0.20256-0.1849i,0.19314-0.031375i,0.17663+0.04236i,0.12448+0.025438i,0.056994+0.025964i,0.024356+0.044398i,0.02444+0.039484i,0.034543+0.018156i,0.040621+0.0049574i,0.034051+0.00027222i,0.020149-0.0043075i,0.019659-0.0089211i,0.03682-0.025318i,0.054366-0.056695i,0.052509-0.076256i,0.027581-0.061754i,0.0056199-0.030862i,-0.0037161-0.011479i,-0.014207-0.0078627i,-0.026615-0.0025594i
0.0055316+0.034468i,-0.00010056+0.10232i,-0.013936+0.18344i,-0.031437+0.18381i,-0.061902+0.11213i,-0.10077+0.073034i,-0.099003+0.072675i,-0.045281+0.05602i,-0.00024197+0.027133i,0.0093177+0.017004i,0.0025365+0.013541i,-0.014304-0.0015383i,-0.028426-0.010572i,-0.029214-0.0055528i,-0.030071-0.00011488i,-0.041159-0.0003734i,-0.056293+0.0010905i,-0.057514+0.0090417i,-0.031348+0.016842i,0.001692+0.016922i,0.01412+0.0095565i,0.010884+0.0026364i,0.0098261-0.0041753i
