-0.00087211+0.00060633i,-0.0011246-0.00034264i,-0.0015711-0.0012092i,-0.0011533-0.0010179i,-0.00094835+0.00073338i,-0.00086786+0.0019359i,-0.00013005+0.0018111i,0.00045189+0.00062278i,0.00092986-0.00032821i,0.0011838-0.00020911i,0.0004436-1.2101e-05i,-0.00014979-0.00043569i,-0.00076313-0.00033465i,-0.0008455+0.00055351i,-0.00064212+0.00048997i,-0.00087505-4.3948e-05i,-0.00064687-0.00012695i,-0.0002193-0.00053123i,0.00015111-0.00087601i,-1.5718e-05-0.00053469i,-8.7257e-05+0.00032298i,8.4731e-05+0.00045962i,-3.5105e-05+0.00041557i
-0.020675+0.014856i,-0.063408+0.040021i,-0.087162+0.04133i,-0.054664-0.034527i,-0.010731-0.15058i,0.010086-0.20056i,0.010383-0.18269i,-0.013323-0.14733i,-0.029004-0.1017i,-0.016458-0.065246i,-0.0079437-0.044733i,-0.0056282-0.022573i,0.0022465-0.0040601i,0.008008+0.0047335i,0.0053874+0.0085539i,-0.0078794+0.021431i,-0.020758+0.045455i,-0.019375+0.05424i,-0.0097665+0.03787i,-0.0056409+0.016518i,-0.0034776+0.0096487i,0.0077538+0.012322i,0.020268+0.011616i
0.013147-0.05287i,0.039584-0.15022i,0.048714-0.22552i,0.021038-0.13481i,0.010603+0.055334i,0.041009+0.14605i,0.057045+0.12465i,0.046284+0.085935i,0.028327+0.047625i,0.0091088+0.020492i,0.012435+0.02007i,0.02885+0.024934i,0.033373+0.024506i,0.034239+0.019336i,0.041022+0.014079i,0.059602+0.013537i,0.083177+0.0076603i,0.084165-0.0062451i,0.050393-0.018542i,0.010482-0.018025i,-0.0070198-0.0093248i,-0.0093209-0.0059594i,-0.015218-0.0056724i
0.0060017+0.026212i,0.011011+0.093258i,0.0023968+0.15992i,-0.020603+0.14223i,-0.035547+0.059123i,-0.046084-0.0069478i,-0.045457-0.019175i,-0.027742+0.0006765i,-0.010305+0.023515i,-0.0022908+0.028877i,-0.0081676+0.010158i,-0.020638-0.011891i,-0.025962-0.021645i,-0.023064-0.020134i,-0.01756-0.018968i,-0.018648-0.032951i,-0.029802-0.048935i,-0.035896-0.042938i,-0.024997-0.016868i,-0.006163+0.0022729i,0.0054416-0.0012523i,0.0059878-0.011336i,0.0055209-0.014215i
-0.0073196+0.022261i,-0.022999+0.059672i,0.0088259+0.080021i,0.10573+0.023793i,0.17019-0.065133i,0.15239-0.092629i,0.10289-0.07752i,0.045525-0.072707i,-9.6843e-05-0.058613i,-0.0067338-0.030472i,-0.0030579-0.013648i,-0.0094128-0.0052272i,-0.012408-0.0028751i,-0.01631-0.0052384i,-0.024274-0.00051969i,-0.033557+0.010555i,-0.042623+0.016688i,-0.039268+0.015336i,-0.019573+0.0082914i,-0.002729-0.00093829i,-0.00077355-0.0031508i,-0.0056712+0.0059644i,-0.0074095+0.014812i
-0.0018372-0.054353i,-0.012699-0.15181i,-0.066851-0.24036i,-0.16457-0.17849i,-0.22953-0.008739i,-0.20362+0.094383i,-0.15207+0.10748i,-0.092862+0.098989i,-0.031257+0.062053i,-0.021461+0.018785i,-0.024996+0.020988i,-0.0031092+0.039624i,0.016158+0.041999i,0.024194+0.033031i,0.024744+0.024693i,0.025663+0.032357i,0.03517+0.046055i,0.036611+0.040419i,0.023771+0.015318i,0.0073389-0.0020561i,-0.0031252+0.00074325i,-0.0034525+0.0038777i,-0.0028225-0.0039895i
0.017066+0.013636i,0.035479+0.070271i,0.051804+0.13696i,0.060476+0.12703i,0.069534+0.030092i,0.069722-0.045555i,0.070053-0.071786i,0.051436-0.073497i,0.016026-0.042799i,0.0097884-0.010946i,0.017755-0.014442i,0.011338-0.033357i,0.0014875-0.03787i,-0.0020841-0.024911i,0.0075-0.014766i,0.022493-0.024862i,0.024287-0.039418i,0.014269-0.029424i,0.0025172-0.001868i,-0.0027871+0.015305i,0.00027893+0.012806i,0.0031836+0.0030116i,0.0050261+0.00026038i
-0.0057869+0.02166i,-0.0077036+0.070542i,0.035309+0.11871i,0.1341+0.10861i,0.18922+0.052958i,0.14049+0.0062607i,0.074094-0.013083i,0.038488-0.038439i,0.014446-0.050924i,0.01003-0.031835i,0.012764-0.016527i,0.002112-0.005548i,-0.0057244+0.0044373i,-0.0091996+0.0012254i,-0.019199-0.00247i,-0.029562-0.00041223i,-0.031205-0.0026227i,-0.022843-0.0081812i,-0.010309-0.0062057i,0.00062559+0.00051242i,0.0050292+0.0037474i,0.0022247+0.0063927i,-0.00071683+0.0086222i
-0.010852-0.043718i,-0.03749-0.14834i,-0.11186-0.27799i,-0.22627-0.28855i,-0.27595-0.16636i,-0.22088-0.065136i,-0.1761-0.011468i,-0.13725+0.059298i,-0.059008+0.079572i,-0.021078+0.030413i,-0.030529+0.010691i,-0.026718+0.026342i,-0.01332+0.037675i,-0.00065252+0.037029i,0.0026508+0.023322i,-0.012054+0.018721i,-0.026595+0.027756i,-0.025252+0.024506i,-0.010797+0.0055629i,-0.00032252-0.010193i,-0.00096961-0.011808i,0.00035553-0.0083043i,0.0044097-0.0095232i
0.0064426+0.011761i,0.031818+0.065883i,0.071489+0.13958i,0.10668+0.157i,0.11981+0.11757i,0.13998+0.095528i,0.17078+0.06549i,0.13925+0.0026848i,0.057599-0.019489i,0.024962+0.010796i,0.044694+0.017462i,0.054027-0.01035i,0.038535-0.033354i,0.017467-0.028034i,0.018086-0.0041209i,0.041926+0.0067291i,0.056904+0.0060362i,0.045321+0.01024i,0.020029+0.011204i,0.0048981+0.0050732i,0.0056218-0.0011624i,0.0075051-0.0033031i,0.0014694-0.00095791i
0.0024676+0.015613i,-4.207e-05+0.068382i,0.020368+0.14887i,0.083224+0.18554i,0.10776+0.1125i,0.027646+0.0046209i,-0.043421-0.043102i,-0.0313-0.055275i,-0.011346-0.054126i,-0.01525-0.030888i,-0.018207-0.010517i,-0.020768-0.0014178i,-0.014562+0.0050318i,-0.0038153-0.00079005i,-0.0094036-0.011571i,-0.020326-0.011879i,-0.013736-0.0096023i,0.0045303-0.0095835i,0.012015-0.004439i,0.0041503+0.0052551i,-0.0027805+0.011453i,-0.0023037+0.009532i,-0.00031354+0.0032251i
-0.013219-0.036297i,-0.036901-0.14186i,-0.093188-0.30611i,-0.17292-0.38014i,-0.18591-0.27905i,-0.11094-0.152i,-0.08735-0.088384i,-0.11548-0.018565i,-0.084877+0.027267i,-0.045098-0.0028314i,-0.055674-0.026592i,-0.061151-0.006423i,-0.040709+0.016006i,-0.016582+0.021178i,-0.0030204+0.0056534i,-0.012787-0.014657i,-0.032038-0.0241i,-0.036446-0.025349i,-0.02317-0.018836i,-0.0089572-0.011346i,-0.0057475-0.0072018i,-0.0040085-0.0034192i,0.0023777-0.001471i
0.0017214+0.021874i,0.022477+0.07676i,0.059041+0.16684i,0.089975+0.20767i,0.085276+0.17967i,0.073385+0.1765i,0.11269+0.18079i,0.14299+0.11013i,0.095387+0.037202i,0.049363+0.038587i,0.060244+0.052435i,0.07638+0.029068i,0.059158-0.006441i,0.024011-0.015011i,0.010179+0.014045i,0.027419+0.042895i,0.034633+0.048366i,0.0162+0.042757i,-0.00067212+0.027061i,-0.00028281+0.0066977i,0.0056676-0.0073573i,0.0017334-0.013602i,-0.0072907-0.012364i
0.00026694+0.021681i,-0.0064461+0.070389i,-0.0066961+0.15294i,0.02398+0.19689i,0.049301+0.11601i,0.017402-0.045148i,-0.029857-0.12584i,-0.024369-0.093852i,0.007462-0.046968i,0.015153-0.025492i,0.0027401-0.021361i,-0.015253-0.016354i,-0.021924+0.00031063i,-0.012601+0.0068325i,-0.012371-0.0049231i,-0.022776-0.010313i,-0.016142-0.0024651i,0.0036251+0.0059496i,0.010226+0.0098933i,0.00037954+0.012838i,-0.0074234+0.01716i,-0.0052719+0.017411i,-0.0015323+0.010693i
-0.0047099-0.030485i,-0.0070429-0.12941i,-0.014641-0.30382i,-0.040191-0.40691i,-0.047379-0.30452i,-0.014766-0.12114i,-0.025298-0.047726i,-0.091696-0.042471i,-0.099804-0.025523i,-0.053625-0.033283i,-0.038932-0.050686i,-0.043601-0.038169i,-0.032783-0.013727i,-0.01068-0.00038858i,0.012765-0.010264i,0.021785-0.037743i,0.015031-0.056577i,0.0081932-0.055021i,0.006855-0.035947i,0.0086218-0.014543i,0.010925-0.00094695i,0.011535+0.0099707i,0.010947+0.01699i
0.00026536+0.023648i,0.0057036+0.079216i,0.017078+0.17635i,0.018525+0.23141i,-0.0071057+0.18993i,-0.038582+0.13891i,-0.017092+0.1358i,0.037449+0.11715i,0.04284+0.070496i,0.020433+0.062984i,0.032246+0.08599i,0.060022+0.0766i,0.060055+0.030828i,0.027003+2.1765e-05i,-0.0041672+0.015521i,-0.0081633+0.049628i,-0.0069658+0.058989i,-0.015264+0.043709i,-0.012417+0.023775i,0.0044883+0.008476i,0.014792-0.0038853i,0.012014-0.017821i,0.0048523-0.02716i
0.0012825+0.010898i,-0.0075527+0.042237i,-0.031062+0.1078i,-0.026001+0.1576i,0.02806+0.1025i,0.071005-0.036914i,0.067028-0.11732i,0.048946-0.090542i,0.03729-0.042085i,0.019169-0.02635i,-0.0013067-0.033568i,-0.020816-0.033135i,-0.029974-0.0078261i,-0.017378+0.009922i,-0.0097304-0.0026928i,-0.024602-0.015547i,-0.031458-0.0023401i,-0.018124+0.017737i,-0.0071113+0.020306i,-0.0123+0.01041i,-0.021363+0.0061784i,-0.017535+0.0088139i,-0.0079947+0.0077252i
0.0054308-0.020381i,0.023204-0.103i,0.061973-0.26051i,0.075198-0.36744i,0.037515-0.26881i,-0.0043448-0.071667i,-0.024261+0.0058878i,-0.040378-0.033253i,-0.039243-0.060169i,-0.01686-0.059898i,-0.012556-0.063245i,-0.021928-0.055831i,-0.018917-0.031984i,-0.0027471-0.0072362i,0.0239+0.0024176i,0.048624-0.0089458i,0.056713-0.025516i,0.046719-0.029288i,0.024205-0.023224i,0.0072457-0.016141i,0.0025578-0.0093518i,0.00033077+0.00099944i,-0.001922+0.013173i
-0.0058235+0.010294i,-0.024569+0.065893i,-0.050237+0.16618i,-0.067459+0.22277i,-0.066159+0.15496i,-0.053916+0.059701i,-0.03969+0.047064i,-0.020198+0.075892i,-0.011108+0.07868i,-0.012196+0.074731i,7.5145e-05+0.091424i,0.025613+0.094251i,0.037244+0.053413i,0.016963+0.0074296i,-0.018885+0.0044533i,-0.036322+0.029092i,-0.033305+0.034649i,-0.024225+0.017682i,-0.009953+0.0056937i,0.0050102+0.004876i,0.015304+0.00046517i,0.019441-0.014621i,0.018734-0.026287i
0.006598-0.0018581i,-0.0033367+0.010835i,-0.027444+0.052003i,-0.032634+0.098251i,0.0057249+0.090858i,0.050343+0.037039i,0.053959-0.00051573i,0.030319+0.0010911i,0.013094+0.0083297i,0.0044028-0.0067135i,-0.0025832-0.031728i,-0.014306-0.043787i,-0.026246-0.028178i,-0.020066-0.0075312i,-0.0058678-0.017982i,-0.010816-0.041357i,-0.027219-0.037644i,-0.030833-0.013217i,-0.020086+0.0022514i,-0.013317+0.0021042i,-0.017351+0.0013418i,-0.018083+0.0068607i,-0.014549+0.0070277i
0.006809-0.0089219i,0.046046-0.065524i,0.11234-0.18533i,0.14993-0.27882i,0.095761-0.22787i,-0.0059602-0.10953i,-0.046535-0.060352i,-0.021225-0.072891i,0.0090052-0.075352i,0.021322-0.055849i,0.016035-0.046533i,0.0058146-0.040553i,0.0055808-0.020688i,0.014314+0.0048207i,0.031749+0.028542i,0.054828+0.040565i,0.065591+0.036609i,0.053222+0.023634i,0.029687+0.007981i,0.013218+0.00060776i,0.0055765+0.0031621i,-0.0050424+0.0093579i,-0.015314+0.013588i
-0.018279+0.018125i,-0.053755+0.065053i,-0.10876+0.14111i,-0.14489+0.1839i,-0.099953+0.14013i,0.0048331+0.052612i,0.054083+0.003257i,0.017042+0.0053233i,-0.025305+0.025595i,-0.028738+0.046564i,-0.012238+0.071569i,0.0037333+0.0821i,0.014715+0.054935i,0.0093464+0.011056i,-0.017604-0.0074194i,-0.038646+0.002556i,-0.031412+0.0098007i,-0.0095974+0.0041755i,0.0029679+0.0047391i,0.0053455+0.012757i,0.011851+0.012065i,0.024306+0.00088801i,0.032599-0.006922i
0.0024289-0.014587i,-0.0021561-0.016696i,-0.01635+0.0056635i,-0.023312+0.046802i,-0.022895+0.064962i,-0.038618+0.065535i,-0.0573+0.068625i,-0.042489+0.059265i,-0.017228+0.025716i,-0.0077489-0.013404i,-0.0041712-0.038432i,-0.0057237-0.046598i,-0.017299-0.033802i,-0.016041-0.015173i,0.0028755-0.021691i,0.0084531-0.048547i,-0.0074348-0.059326i,-0.024101-0.042437i,-0.023207-0.018648i,-0.013684-0.0095459i,-0.013674-0.0095424i,-0.016788-0.0041604i,-0.014778-0.00077631i
0.015549-0.0032694i,0.061953-0.037512i,0.14599-0.11037i,0.2095-0.18351i,0.17033-0.19593i,0.072054-0.15361i,0.027251-0.10895i,0.038429-0.071282i,0.049079-0.037587i,0.036643-0.020668i,0.013609-0.020774i,0.0035752-0.018885i,0.005344-0.0055987i,0.0018877+0.016846i,-0.0016986+0.04376i,0.003645+0.067259i,0.0081067+0.072225i,0.0059063+0.053248i,0.0044909+0.021564i,0.006823-0.00071737i,0.0070531-0.0051668i,-0.00073197-0.0052561i,-0.0109-0.0049809i
-0.025676+0.015443i,-0.077605+0.050375i,-0.16681+0.10883i,-0.22234+0.15781i,-0.14921+0.16429i,-0.0034595+0.13599i,0.072285+0.088318i,0.042963+0.0333i,-0.01344+0.014535i,-0.026132+0.038702i,-0.012646+0.061748i,-0.0063862+0.062522i,-0.00050788+0.039335i,0.0017075+0.00068013i,-0.012091-0.024598i,-0.026516-0.02297i,-0.018645-0.0071255i,0.0034472+0.0064088i,0.012004+0.011005i,0.0070939+0.010326i,0.0080371+0.0098001i,0.019811+0.0092593i,0.028031+0.0094164i
0.0073682-0.010215i,0.015068-0.020926i,0.029072-0.025198i,0.023728-0.017884i,-0.031355-0.0089064i,-0.11065-0.024984i,-0.16158-0.030089i,-0.13769-0.0072201i,-0.064973-0.0097059i,-0.017761-0.038763i,-0.0012809-0.054996i,0.0037586-0.052686i,-0.00040039-0.038857i,0.0067643-0.019696i,0.03363-0.014668i,0.055112-0.035307i,0.048657-0.05858i,0.023791-0.057416i,0.0032813-0.034124i,-0.0050215-0.013326i,-0.011382-0.0085451i,-0.01984-0.0070556i,-0.019313-0.0062886i
0.01913+0.0067565i,0.06337-0.0051016i,0.14731-0.045198i,0.22034-0.10249i,0.21926-0.13333i,0.17846-0.11867i,0.14595-0.085602i,0.10396-0.045741i,0.056643-0.0050768i,0.026855+0.0048336i,0.0082175-0.0062606i,0.0010089-0.007249i,0.0027157+0.0047284i,-0.0063182+0.02089i,-0.026637+0.03957i,-0.04202+0.056866i,-0.046793+0.057451i,-0.038732+0.039138i,-0.018149+0.016841i,-7.9293e-05+0.0037439i,0.0067116+0.0011731i,0.0067302-0.0033563i,0.0035399-0.010211i
-0.02455+0.0034372i,-0.085294+0.024806i,-0.19161+0.069i,-0.26563+0.12033i,-0.22064+0.15566i,-0.10727+0.18608i,-0.013475+0.17464i,0.023337+0.099005i,0.0071936+0.034905i,-0.011244+0.040491i,-0.0065565+0.066969i,-0.0013667+0.062524i,-0.0026771+0.035243i,-0.0017774+0.0039659i,-0.0041676-0.019096i,-0.010988-0.02046i,-0.0082739+0.0016351i,0.0026697+0.024913i,0.0074683+0.027423i,0.0038706+0.018248i,0.0027797+0.014883i,0.0080822+0.017209i,0.0090965+0.019002i
0.01284-0.015269i,0.033353-0.035001i,0.057905-0.049359i,0.068775-0.050288i,0.042554-0.07784i,-0.043913-0.14725i,-0.12996-0.16879i,-0.12592-0.1127i,-0.054128-0.061805i,-0.0027423-0.057489i,0.0077484-0.061578i,0.007465-0.049356i,0.0080813-0.031298i,0.01591-0.012735i,0.039954+0.0023345i,0.069597-0.0013355i,0.079718-0.01941i,0.059674-0.031815i,0.026192-0.026842i,0.0045799-0.016605i,-0.0056295-0.015678i,-0.015994-0.016759i,-0.01854-0.013735i
0.018659+0.010167i,0.056368+0.017548i,0.13027+0.0016833i,0.18535-0.033732i,0.18505-0.028256i,0.19472+0.008884i,0.19526+0.016014i,0.12279+0.00452i,0.038174+0.0073899i,0.0072414+0.0070061i,0.00033674-0.0069751i,-0.0073928-0.0083726i,-0.011312+0.0039267i,-0.020011+0.0084555i,-0.041621+0.0049912i,-0.066417+0.0034015i,-0.076868+0.00050916i,-0.060641-0.0043251i,-0.029195-0.004022i,-0.0070381+9.0059e-05i,0.0034831+0.0049366i,0.01297+0.0052747i,0.018395+0.00083139i
-0.028031+0.0094815i,-0.094682+0.022135i,-0.19116+0.048198i,-0.25558+0.07275i,-0.25508+0.084207i,-0.21707+0.1144i,-0.1491+0.144i,-0.062538+0.1194i,-0.016886+0.066669i,-0.022175+0.051825i,-0.022014+0.066454i,-0.0085973+0.055591i,-0.004192+0.021579i,-0.0020093-0.0041744i,-0.00010387-0.017667i,-0.005078-0.016267i,-0.014224+0.0057957i,-0.01752+0.028203i,-0.01027+0.027486i,-0.0021876+0.016285i,0.00095269+0.013278i,0.00040315+0.014771i,-0.0030004+0.013115i
0.013939-0.021105i,0.041263-0.04765i,0.076756-0.066481i,0.10698-0.060596i,0.12571-0.080853i,0.098174-0.15894i,0.027386-0.20541i,-0.017354-0.15527i,-0.0036432-0.082874i,0.021078-0.060638i,0.020861-0.064048i,0.01288-0.051642i,0.013811-0.024578i,0.019995+0.0051012i,0.034585+0.032677i,0.059643+0.046564i,0.077742+0.037352i,0.06842+0.014748i,0.036882-0.0039288i,0.011654-0.014064i,0.0015789-0.022546i,-0.0061521-0.029219i,-0.010924-0.024944i
0.017057+0.011899i,0.053713+0.031519i,0.10184+0.032666i,0.11871+0.016549i,0.099052+0.038819i,0.0977+0.10368i,0.12132+0.11838i,0.096649+0.05456i,0.035396+0.0056151i,0.014008+0.0010383i,0.018184-0.0026964i,0.0095568-0.003153i,-0.0006547+0.0068412i,-0.0095383+0.0038612i,-0.024625-0.014571i,-0.04077-0.034641i,-0.045662-0.04783i,-0.032863-0.044092i,-0.01383-0.023415i,-0.0030308-0.0042191i,-0.00035661+0.0067255i,0.0071928+0.01557i,0.016544+0.01812i
-0.033085+0.0072585i,-0.097729+0.017139i,-0.18353+0.032567i,-0.22651+0.036694i,-0.21522+0.013889i,-0.20803-0.015012i,-0.20581+0.0058287i,-0.15129+0.055866i,-0.080522+0.062481i,-0.05608+0.051781i,-0.04589+0.062576i,-0.022773+0.055231i,-0.010214+0.018378i,-0.0077056-0.0080156i,-0.0047119-0.014695i,-0.0078865-0.010991i,-0.020898+0.0016612i,-0.029418+0.014606i,-0.020732+0.018225i,-0.0073413+0.016415i,-0.0028322+0.017116i,-0.0051844+0.014848i,-0.0078508+0.005667i
0.010998-0.019442i,0.03776-0.052622i,0.0824-0.070439i,0.12442-0.052238i,0.14909-0.033187i,0.1668-0.050283i,0.14796-0.09029i,0.087452-0.096326i,0.043828-0.062713i,0.032654-0.04537i,0.024475-0.054266i,0.013904-0.049224i,0.011117-0.021289i,0.012848+0.010332i,0.016102+0.040585i,0.026325+0.064644i,0.039197+0.070095i,0.039558+0.051871i,0.026757+0.021028i,0.015422-0.0023044i,0.012183-0.0157i,0.0092419-0.026193i,0.0026755-0.027181i
0.015219+0.011547i,0.049148+0.035767i,0.081622+0.047317i,0.073084+0.026742i,0.01905+0.020338i,-0.01708+0.068783i,0.016997+0.098279i,0.059798+0.053688i,0.050964+0.0067277i,0.033985+0.0055896i,0.030171+0.012188i,0.016493+0.0095629i,0.0022834+0.010989i,0.0025604+0.0036463i,0.0063887-0.021534i,0.0053013-0.050432i,0.0046299-0.064456i,0.0056865-0.052576i,0.0038932-0.025421i,-0.0006668-0.0066162i,-0.0054625+0.0037825i,-0.0056295+0.01658i,-0.0011031+0.024394i
-0.030607+0.0085077i,-0.090832+0.019906i,-0.1653+0.031643i,-0.17766+0.036472i,-0.11509+0.0065691i,-0.081995-0.066828i,-0.12386-0.091201i,-0.15014-0.034613i,-0.1124+0.0093084i,-0.074952+0.0132i,-0.059899+0.024143i,-0.037193+0.031728i,-0.016658+0.0083005i,-0.012695-0.015884i,-0.01336-0.020078i,-0.017437-0.016649i,-0.027038-0.012565i,-0.030263-0.0081989i,-0.022739-0.0021087i,-0.014824+0.0060949i,-0.01258+0.01128i,-0.011126+0.0083792i,-0.0061785+0.00048852i
0.0067005-0.020154i,0.034415-0.057151i,0.075211-0.086432i,0.09636-0.069704i,0.089452-0.0068457i,0.090345+0.051894i,0.097668+0.054068i,0.08107+0.01679i,0.04729-0.009007i,0.029422-0.025364i,0.029184-0.046421i,0.02561-0.048809i,0.016192-0.021384i,0.0051288+0.0087885i,-0.0082367+0.032107i,-0.01628+0.054988i,-0.013106+0.066334i,-0.0045637+0.053265i,0.0038339+0.024196i,0.010988+0.00079878i,0.018595-0.010709i,0.023432-0.018643i,0.018037-0.019775i
0.020162+0.015467i,0.049757+0.042621i,0.076637+0.060326i,0.061038+0.030396i,0.0017128-0.021756i,-0.036376-0.024676i,-0.0039385+0.0093513i,0.047602+0.025939i,0.057663+0.028871i,0.043428+0.041893i,0.031539+0.047234i,0.016784+0.035007i,0.0037915+0.024088i,0.0086748+0.015808i,0.025479-0.0017995i,0.038882-0.023844i,0.044042-0.033954i,0.037084-0.025103i,0.02063-0.01005i,0.0068724-0.0039386i,-0.0021015-0.0030471i,-0.010196+0.003433i,-0.013558+0.01087i
-0.028031+0.0094785i,-0.084004+0.022135i,-0.14593+0.045035i,-0.13294+0.072208i,-0.037671+0.062192i,0.022655-0.008334i,-0.021982-0.079464i,-0.09131-0.088588i,-0.096438-0.058058i,-0.069845-0.032374i,-0.058202-0.0076975i,-0.041715+0.0083307i,-0.017723-0.0045691i,-0.010776-0.024429i,-0.015172-0.027929i,-0.017418-0.023549i,-0.017336-0.021456i,-0.013054-0.019062i,-0.0071501-0.011157i,-0.0078635-0.00087635i,-0.011901+0.0055512i,-0.010609+0.0049175i,-0.0037894+0.0009026i
0.0098186-0.02614i,0.034031-0.0689i,0.064314-0.11786i,0.056884-0.12256i,0.0012789-0.059909i,-0.043804+0.023605i,-0.033328+0.069462i,0.0044978+0.058561i,0.018306+0.013898i,0.017711-0.026299i,0.026284-0.04789i,0.027936-0.04406i,0.015144-0.017187i,0.0012602+0.0079504i,-0.013617+0.022245i,-0.029914+0.032657i,-0.038465+0.035508i,-0.032931+0.027025i,-0.016064+0.01376i,0.0010882+0.0053181i,0.013628+0.0039658i,0.022306+0.0037535i,0.021655-0.00084134i
0.016791+0.0148i,0.044672+0.046427i,0.072907+0.072833i,0.072538+0.046144i,0.047804-0.020362i,0.047119-0.052237i,0.067912-0.023634i,0.069029+0.028123i,0.0493+0.062535i,0.028022+0.072496i,0.014695+0.06521i,0.0029587+0.04528i,-0.0050531+0.030235i,0.004563+0.0278i,0.029188+0.024312i,0.050109+0.014864i,0.053163+0.0094816i,0.03747+0.010723i,0.017792+0.011396i,0.0079321+0.0078462i,0.0030089+0.00075889i,-0.0061636-0.0045093i,-0.013659-0.0045693i
-0.028017+0.014563i,-0.079668+0.028219i,-0.1331+0.058768i,-0.11492+0.10641i,-0.024179+0.13285i,0.029662+0.089454i,0.0073689-0.0055121i,-0.030621-0.079542i,-0.039005-0.085954i,-0.02964-0.053979i,-0.029862-0.025627i,-0.024672-0.012181i,-0.0057131-0.019897i,0.00061015-0.03694i,-0.0079739-0.041816i,-0.011976-0.035103i,-0.0064806-0.026929i,0.0024044-0.018139i,0.0038732-0.010701i,-0.0036167-0.0082243i,-0.011253-0.0070565i,-0.012133-0.0037529i,-0.0066249+0.0012021i
0.0070181-0.025761i,0.03047-0.075502i,0.054535-0.14118i,0.03354-0.18005i,-0.039861-0.16597i,-0.10602-0.10798i,-0.10989-0.033449i,-0.062379+0.01287i,-0.014273+0.0044838i,0.013839-0.025399i,0.033397-0.03815i,0.036122-0.028305i,0.018448-0.0064532i,0.0016466+0.0073292i,-0.011975+0.0072513i,-0.028081+0.002541i,-0.03757-0.0036977i,-0.032826-0.0097329i,-0.01837-0.0094844i,-0.0049587-0.0031819i,0.0027204+0.0048296i,0.0079932+0.010401i,0.010129+0.0092108i
0.019242+0.013809i,0.047283+0.050392i,0.076262+0.089924i,0.08479+0.091241i,0.094431+0.06027i,0.12723+0.03782i,0.13016+0.038711i,0.073087+0.056808i,0.011099+0.076023i,-0.016012+0.079106i,-0.021923+0.066184i,-0.021057+0.045774i,-0.018221+0.030941i,-0.0081186+0.032143i,0.011649+0.039012i,0.028853+0.039975i,0.030672+0.037783i,0.0181+0.031097i,0.0054988+0.021152i,0.002922+0.013618i,0.0056421+0.0059556i,0.0050317-0.0043058i,0.00035832-0.01138i
-0.029823+0.012254i,-0.081612+0.027638i,-0.13284+0.062665i,-0.1228+0.10834i,-0.076061+0.13292i,-0.057116+0.10665i,-0.043787+0.03573i,-0.0073662-0.037501i,0.013285-0.065502i,0.0010042-0.04804i,-0.016102-0.027379i,-0.015721-0.019687i,0.0015689-0.02336i,0.0095424-0.037333i,0.0013939-0.044929i,-0.0049238-0.036939i,-0.00037405-0.020668i,0.0091181-0.0052047i,0.011111-0.0016191i,0.0051176-0.0085572i,-0.00073719-0.012923i,-0.0037847-0.0094262i,-0.0046539-0.0013256i
0.0071733-0.024645i,0.02769-0.079858i,0.050763-0.15971i,0.043891-0.22382i,0.0088038-0.2452i,-0.029983-0.21912i,-0.054532-0.14525i,-0.048992-0.061423i,-0.013002-0.022825i,0.028655-0.028354i,0.049201-0.034075i,0.040984-0.022159i,0.015543-0.0048885i,-0.0023568+0.0065399i,-0.0085453+0.0058601i,-0.013402-0.0055563i,-0.014367-0.01987i,-0.0088948-0.025688i,-0.0027783-0.017539i,-0.0012801-0.0053247i,-0.0045164+0.0034955i,-0.0068121+0.0084822i,-0.0036276+0.0063754i
0.017447+0.019691i,0.047261+0.06003i,0.074805+0.11389i,0.072884+0.14935i,0.066213+0.16722i,0.093119+0.17273i,0.10091+0.14057i,0.04089+0.08738i,-0.023512+0.059372i,-0.040613+0.054472i,-0.032884+0.047561i,-0.024847+0.032281i,-0.020957+0.021283i,-0.016483+0.025753i,-0.0064469+0.037871i,0.0029763+0.045538i,0.0015759+0.042621i,-0.0070165+0.030172i,-0.011391+0.019132i,-0.0080335+0.016188i,7.7349e-05+0.014309i,0.0078112+0.0059633i,0.010497-0.0031668i
-0.028161+0.0089288i,-0.078307+0.02492i,-0.12777+0.05364i,-0.11753+0.077034i,-0.082998+0.06092i,-0.096765+0.011643i,-0.095709-0.014776i,-0.028125-0.014308i,0.019105-0.017264i,0.003899-0.016862i,-0.016838-0.012048i,-0.0093242-0.0094488i,0.012626-0.0121i,0.024503-0.02507i,0.019642-0.036771i,0.010068-0.033133i,0.0052732-0.015169i,0.0052104+0.0033944i,0.0076009+0.0062923i,0.0096492-0.0029388i,0.008475-0.0092891i,0.0034442-0.0065753i,-0.0031984+0.00038422i
0.0039593-0.025168i,0.023283-0.083825i,0.048973-0.1712i,0.055499-0.23604i,0.056987-0.23792i,0.079068-0.19498i,0.073294-0.1422i,0.029113-0.081832i,0.015914-0.031296i,0.040361-0.014317i,0.050714-0.013071i,0.031336-0.0082811i,0.0039884-0.0018585i,-0.0087084+0.0063748i,-0.0057188+0.0084553i,0.0023602-0.0023303i,0.010653-0.016106i,0.016618-0.020345i,0.01357-0.013973i,0.0045418-0.0072053i,-0.0046133-0.0051557i,-0.0099135-0.0055712i,-0.0067006-0.0065167i
