0.0020595-0.0010935i,0.0013602-0.0013615i,0.00034072-0.0032038i,-0.00080662-0.0037606i,-0.0017493-0.0025007i,-0.0023792+0.00022086i,-0.0011607+0.0016137i,0.00048917+0.002257i,0.0012167+0.0019907i,0.0016431+0.00065014i,0.0013175-0.00035366i,-2.8403e-05-0.00040316i,-0.00042993-5.6776e-06i,-0.00018862+0.00070897i,0.00016853+0.00086948i,0.00041536+0.00054441i,0.00040991-0.00013525i,0.00030289-0.00080733i,0.00063471-0.0004309i,0.00049165+0.0001228i,-0.00017098+0.00050194i,-0.00044804+0.00047427i,-0.0010021-2.565e-05i
-0.27966-0.034691i,-0.15063+0.053464i,0.29395+0.13955i,0.59386+0.098566i,0.46068+0.015886i,0.24552+0.028071i,0.15812+0.029494i,0.09666-0.0053306i,0.050721-0.018035i,0.027306-0.023517i,0.0070432-0.025125i,-0.0063948-0.042905i,-0.030647-0.070958i,-0.049972-0.063794i,-0.041271-0.04161i,-0.028782-0.033322i,-0.02528-0.02375i,-0.014517-0.0087979i,0.0041666-0.0027084i,0.011413-0.0048329i,0.0079745-0.0025434i,0.0072772+0.0011069i,0.0065096-0.0029714i
-0.081365-0.2093i,-0.36478-0.31381i,-0.72595-0.26951i,-0.77762-0.063616i,-0.44554+0.11742i,-0.11899+0.14301i,0.012261+0.11897i,0.048541+0.10348i,0.055075+0.068401i,0.043081+0.02716i,0.018538+0.006765i,0.0013117+0.018178i,0.013491+0.033188i,0.023961+0.022807i,0.015915+0.0099104i,0.011052+0.0075693i,0.013203+0.0014682i,0.0075079-0.0022643i,-0.0046079+0.0037753i,-0.010122+0.010899i,-0.011092+0.014986i,-0.010623+0.01823i,-0.002744+0.022425i
0.4236+0.07576i,0.63412+0.088353i,0.62562+0.10747i,0.41487+0.063347i,0.1481-0.037908i,-0.035561-0.077019i,-0.081244-0.05568i,-0.064181-0.040624i,-0.05829-0.020485i,-0.046724+0.0026984i,-0.021378+0.0056548i,0.0028724+0.0086011i,0.023274+0.015956i,0.029971+0.014964i,0.022416+0.012507i,0.016361+0.011636i,0.014525+0.0089977i,0.0086425+0.0037225i,0.0012179-0.00061692i,-0.00053435-0.0035139i,-4.0078e-05-0.010022i,-0.0015193-0.017445i,-0.0061282-0.022519i
-0.2967+0.25152i,-0.26754+0.28663i,-0.019776+0.092333i,0.17876-0.11549i,0.18087-0.14571i,0.12372-0.11234i,0.070718-0.11009i,0.028097-0.089741i,0.021157-0.059507i,0.016856-0.041053i,0.0089669-0.022667i,-0.0031271-0.029414i,-0.038655-0.041312i,-0.056625-0.024579i,-0.039033-0.0059866i,-0.02317-0.001844i,-0.021586+0.0010528i,-0.017116+0.0027864i,-0.0051784-0.0027769i,0.0017558-0.0075336i,0.0045962-0.0077156i,0.0068255-0.0087316i,0.0032768-0.0076647i
-0.1286-0.20709i,-0.32959-0.1927i,-0.54904-0.0072386i,-0.56744+0.18683i,-0.33299+0.24086i,-0.095825+0.1855i,-0.0038957+0.13539i,0.015873+0.10565i,0.019211+0.072491i,0.018479+0.046146i,0.015049+0.033225i,0.015886+0.038103i,0.033751+0.040664i,0.041705+0.022811i,0.025899+0.0057839i,0.010726+0.00027301i,0.0058083-0.00099514i,0.0039565+0.0038802i,-0.00018225+0.013034i,-0.0047732+0.018222i,-0.0041735+0.020131i,0.0026357+0.022973i,0.012644+0.025985i
0.27092-0.21382i,0.42898-0.32981i,0.53446-0.32459i,0.48653-0.25564i,0.24305-0.17145i,0.018511-0.043399i,-0.03267+0.016828i,-0.038635-0.010142i,-0.058811-0.010948i,-0.050877+0.0050279i,-0.041923+0.0013894i,-0.037386+0.0012217i,-0.024859+0.00092068i,-0.016106-0.0016641i,-0.0080321-0.00011903i,0.0043952+0.00022578i,0.016912-0.0060742i,0.020235-0.016758i,0.013794-0.021677i,0.0050599-0.020386i,-0.0056915-0.014688i,-0.014959-0.0094848i,-0.021445-0.010319i
-0.023653+0.43821i,-0.040034+0.60368i,-0.092827+0.48929i,-0.12725+0.2507i,-0.088243+0.074596i,-0.048935-0.055555i,-0.05234-0.098052i,-0.029797-0.066661i,0.0011169-0.05755i,-0.003348-0.054867i,-0.0075283-0.038386i,-0.011915-0.034072i,-0.028332-0.025007i,-0.02938-0.005874i,-0.015709+0.0025027i,-0.0097082-0.0016873i,-0.015689-0.0029295i,-0.020968+0.0034131i,-0.017803+0.0086023i,-0.009411+0.0075144i,-0.0026785-0.001009i,-0.0026829-0.009123i,-0.0020299-0.0071611i
-0.17335-0.21383i,-0.21687-0.31086i,-0.19561-0.25313i,-0.14609-0.088315i,-0.068561+0.018049i,0.012837+0.054046i,0.048133+0.073329i,0.060024+0.078259i,0.068958+0.056657i,0.063612+0.025091i,0.053533+0.005981i,0.051159-0.00056893i,0.053639-0.0092769i,0.043063-0.02271i,0.021107-0.022388i,0.0065665-0.0061981i,0.0026741+0.0078626i,0.0064785+0.013517i,0.01212+0.010019i,0.01342+0.0030292i,0.015186+0.0045004i,0.021718+0.010841i,0.027495+0.012261i
-0.022777-0.16344i,-0.029832-0.1966i,0.020581-0.19025i,0.094338-0.18052i,0.10221-0.11723i,0.065928-0.025296i,0.052405-0.010974i,0.015342-0.036878i,-0.024942-0.015825i,-0.025036+0.014347i,-0.020565+0.026062i,-0.015965+0.033929i,-0.0060756+0.030052i,-0.0018313+0.020277i,-0.0010324+0.011719i,-0.00055892+0.00013557i,0.00054308-0.012399i,-0.0027472-0.021453i,-0.010061-0.018294i,-0.014434-0.0057427i,-0.015718+0.0050188i,-0.015068+0.0073773i,-0.017699+0.0019873i
0.27416+0.29096i,0.37759+0.47555i,0.29394+0.54714i,0.11075+0.44798i,-0.012193+0.23153i,-0.0606+0.01679i,-0.089265-0.069473i,-0.088828-0.050983i,-0.071389-0.025225i,-0.055994-0.010527i,-0.034976-0.0060979i,-0.023443-0.010565i,-0.022982-0.0049864i,-0.013151+0.0084592i,0.0027282+0.015949i,0.0080363+0.017079i,0.0018059+0.019837i,-0.0027997+0.023572i,0.00062767+0.021877i,0.0061169+0.013389i,0.0058747-0.00062355i,0.00064884-0.0091338i,0.0016949-0.0082236i
-0.25362-0.15664i,-0.36881-0.41732i,-0.34775-0.61317i,-0.21814-0.53771i,-0.081622-0.29419i,0.017377-0.07882i,0.057574+0.029717i,0.063853+0.053145i,0.065905+0.03486i,0.057091+0.0053219i,0.034971-0.014498i,0.015208-0.018431i,0.0056382-0.011502i,-0.0024117-0.0031497i,-0.0095437+0.0016137i,-0.0063988+0.0035891i,0.00321+0.0013303i,0.0068824-0.0028967i,0.0027057-0.0096389i,-0.0039152-0.015517i,-0.004812-0.012308i,0.0035108-0.0064002i,0.0090527-0.0008914i
-0.096625+0.049305i,-0.094928+0.22037i,-0.026114+0.36627i,0.060287+0.3201i,0.097923+0.19205i,0.090394+0.11124i,0.090127+0.043804i,0.06808-0.019371i,0.028061-0.034488i,0.0090361-0.017161i,0.0017726+0.0021315i,-0.00081257+0.015483i,-0.0026808+0.0085552i,-0.0094456-0.0087879i,-0.012253-0.015728i,-0.011805-0.015027i,-0.011989-0.016552i,-0.011457-0.016989i,-0.0075373-0.0072177i,-0.0018974+0.0062478i,5.8868e-05+0.012134i,-0.0021313+0.010323i,-0.0073712+0.0069534i
0.31951-0.021405i,0.50808-0.010376i,0.49949+0.064685i,0.2816+0.14335i,0.042658+0.12883i,-0.092618+0.057092i,-0.12738+0.021894i,-0.10011+0.021301i,-0.068898+0.020629i,-0.053066+0.021444i,-0.032431+0.016725i,-0.015172+0.0032795i,-0.0053882-0.0036055i,0.0063883-0.0030908i,0.014827-0.0033643i,0.016984-0.0046489i,0.016188-0.0015897i,0.014599+0.0046527i,0.013295+0.0097268i,0.011279+0.0090845i,0.0056693+0.0020674i,-0.0015964-0.0021267i,-0.0030571-0.0042207i
-0.26172-8.7359e-05i,-0.52298-0.16548i,-0.66095-0.41171i,-0.54143-0.48853i,-0.29127-0.3438i,-0.10948-0.17527i,-0.037733-0.067309i,-0.000962-0.007823i,0.027647+0.0037389i,0.033392-0.011409i,0.02347-0.024979i,0.012466-0.024622i,0.0080513-0.010648i,0.0061396+0.0031202i,0.0037326+0.008863i,0.0051317+0.0085013i,0.0066484+0.0041258i,0.0026249-0.0027607i,-0.0058129-0.010673i,-0.01357-0.013941i,-0.012793-0.0088418i,-0.0054705-0.0041215i,-0.00012928-0.00083836i
0.025415+0.1535i,0.16191+0.39185i,0.35276+0.60601i,0.42702+0.54385i,0.31781+0.27548i,0.16967+0.0779i,0.087321-0.0021967i,0.036725-0.03135i,0.0054389-0.028545i,-0.00053671-0.014618i,0.00014018+5.3532e-05i,0.0025833+0.008259i,-0.0010685-0.00057254i,-0.0094617-0.0096618i,-0.014178-0.0087949i,-0.018708-0.0044044i,-0.023184-0.00018249i,-0.019835+0.0038002i,-0.0080862+0.0077345i,0.002138+0.0087134i,0.0054299+0.0073746i,0.0050524+0.0067765i,0.0043544+0.003808i
0.11777-0.24225i,0.18617-0.44141i,0.14023-0.50301i,0.0071457-0.32624i,-0.052156-0.087616i,-0.02611+0.02356i,-0.02282+0.034057i,-0.039166+0.037126i,-0.037321+0.04289i,-0.027145+0.041344i,-0.014003+0.037124i,-0.00034471+0.028924i,0.0074737+0.017276i,0.0090908+0.0058722i,0.0090015+0.00073656i,0.010412+0.0017452i,0.012784+0.0029686i,0.014365+0.0011904i,0.01411-0.0010385i,0.012261-0.0019522i,0.008802-0.0028427i,0.0052205-0.0012305i,0.0022684+0.0019706i
-0.14231+0.12346i,-0.35197+0.17104i,-0.50605+0.099059i,-0.43639-0.029229i,-0.23154-0.081169i,-0.072681-0.070548i,0.0050043-0.059322i,0.027951-0.054585i,0.026352-0.043121i,0.019316-0.035526i,0.00058158-0.035135i,-0.014206-0.022467i,-0.0070712-0.00080842i,0.0014524+0.013753i,0.0013365+0.016635i,0.0022813+0.0089093i,0.0014313-0.00025551i,-0.0067541-0.0027676i,-0.016378-0.0021106i,-0.020852-0.00035732i,-0.018317+0.0029397i,-0.012085+0.0053736i,-0.0061076+0.0061118i
0.14017+0.10543i,0.38638+0.23322i,0.63371+0.35288i,0.64327+0.32712i,0.39609+0.17706i,0.14981+0.080931i,0.059804+0.045968i,0.043496+0.0058936i,0.026461-0.019161i,0.01399-0.019425i,0.0059746-0.015609i,-0.0045532-0.017374i,-0.017868-0.021622i,-0.022034-0.02276i,-0.015298-0.018296i,-0.010795-0.0059986i,-0.0082916+0.0084906i,-0.001219+0.014862i,0.0078658+0.012487i,0.010888+0.0052093i,0.0065323-0.0018524i,0.0011518-0.0055751i,-0.00027171-0.0084706i
-0.12958-0.20033i,-0.28735-0.40126i,-0.47264-0.49764i,-0.52286-0.34349i,-0.34663-0.087544i,-0.13721+0.03673i,-0.06011+0.062846i,-0.040347+0.076077i,-0.025197+0.061623i,-0.013759+0.040782i,0.010832+0.028855i,0.028304+0.015468i,0.025244+0.0096834i,0.017652+0.0071659i,0.011842+0.0011039i,0.0094929-0.0040288i,0.011116-0.01023i,0.0099026-0.01584i,0.0045274-0.01346i,0.002167-0.0059738i,0.0049184-0.0021236i,0.0072944-0.0028694i,0.0064597-0.00010323i
0.0058142+0.12615i,-0.001258+0.26937i,0.036492+0.31619i,0.08647+0.16702i,0.051704-0.016197i,-0.012446-0.088111i,-0.025018-0.093216i,-0.021609-0.07808i,-0.019189-0.040097i,-0.011866-0.010887i,-0.0144-0.0011003i,-0.017179+0.0083035i,-0.0086634+0.013615i,0.00061021+0.016762i,0.0058499+0.018772i,0.0058855+0.011222i,-0.0036533+0.003044i,-0.013074+0.0047946i,-0.013292+0.0080282i,-0.0093091+0.0059917i,-0.0055689+0.0058337i,-0.0015404+0.0081069i,0.0010065+0.0064313i
0.14837-0.0045719i,0.3157-0.03092i,0.44339-0.040144i,0.40591-0.029327i,0.23402-0.022509i,0.076904-0.006644i,0.019692+0.014958i,0.026736+0.013575i,0.034119-0.0061962i,0.016681-0.015492i,-0.0077347-0.011084i,-0.023003-0.0080037i,-0.029054-0.0098217i,-0.02624-0.013418i,-0.016752-0.014428i,-0.0085044-0.0091104i,-0.0030533-0.0013208i,0.0031958+0.0022107i,0.0076904+0.0013236i,0.0048374-0.00017716i,-0.0025307-0.0011372i,-0.0075196-0.00021079i,-0.008665-0.00061987i
-0.19563-0.023368i,-0.43023-0.077418i,-0.65396-0.086202i,-0.64125+0.0096844i,-0.35805+0.094072i,-0.087107+0.080867i,-0.002682+0.054155i,-0.0073823+0.053339i,-0.014121+0.037361i,-0.010053+0.011915i,0.0067839-0.0048976i,0.022243-0.015163i,0.024643-0.016219i,0.016801-0.013314i,0.0058656-0.010354i,0.00045204-0.006335i,0.0021938-0.0066598i,0.002239-0.012929i,-0.0024654-0.01265i,-0.0016257-0.0046216i,0.0048729-0.0026333i,0.0064043-0.0062147i,0.0043551-0.0028196i
0.075008+0.032727i,0.24187+0.087139i,0.45063+0.065779i,0.49036-0.058128i,0.2982-0.13252i,0.10728-0.1097i,0.032827-0.10625i,-0.01299-0.10154i,-0.030423-0.04345i,-0.01026+0.00098539i,0.0023719+0.013145i,0.0088402+0.018963i,0.013816+0.017511i,0.011925+0.017643i,0.010256+0.019975i,0.0070468+0.014758i,-0.00077367+0.010175i,-0.0037359+0.011404i,-0.00097356+0.0068681i,-0.0025241-0.0023078i,-0.0036931-0.0012787i,0.0022667+0.0036639i,0.003817+0.0012678i
0.05806-0.073236i,0.053068-0.10418i,-0.0068221-0.067735i,-0.064219+0.017529i,-0.060371+0.066436i,-0.03505+0.060977i,-0.0046958+0.050186i,0.038702+0.028024i,0.051117-0.0051502i,0.030045-0.011814i,0.0058433-0.00065778i,-0.014974+0.0075214i,-0.019784+0.0061377i,-0.012664-0.0075765i,-0.0072615-0.017036i,-0.0027915-0.01214i,0.0010468-0.0060605i,0.004201-0.0017924i,0.0039534+0.0030458i,0.0017083+0.0047512i,-0.0012524+0.0039784i,-0.0045143+0.0044706i,-0.003953+0.0047746i
-0.089799+0.092316i,-0.22366+0.14717i,-0.35+0.1829i,-0.336+0.19482i,-0.1893+0.16011i,-0.056796+0.1091i,-0.009076+0.091491i,-0.0056005+0.076773i,-0.018007+0.040598i,-0.02698+0.0077799i,-0.02031-0.012811i,-0.012028-0.021296i,-0.0070534-0.015413i,-0.0034561-0.0059512i,-0.0044462-0.00019151i,-0.0037641+0.0026915i,0.0024325+0.00034383i,0.0029057-0.0056491i,-0.0022088-0.0039965i,-0.00078055+0.0022622i,0.0023412+0.00043198i,6.4439e-05-0.0038238i,0.0012396-0.0018176i
0.03929-0.019335i,0.20522-0.095621i,0.40769-0.25385i,0.42852-0.37485i,0.24261-0.31488i,0.07517-0.1739i,0.0056698-0.11182i,-0.033484-0.076669i,-0.033976-0.022137i,-0.0082674+0.0051845i,0.0069628+0.0069233i,0.015692+0.0030963i,0.011373+0.0033153i,0.004171+0.013652i,0.0080344+0.019271i,0.0092424+0.015008i,0.0041172+0.01235i,0.0022615+0.010495i,0.0027609+0.0017355i,-0.0017142-0.0058517i,-0.0037698-0.0040249i,0.0018077-0.0019833i,0.0011355-0.0048524i
-0.036781-0.059556i,-0.12705-0.0077873i,-0.24148+0.17858i,-0.24968+0.32575i,-0.14427+0.24952i,-0.07564+0.090349i,-0.046569+0.026914i,0.0069982+0.0083277i,0.040004-0.018103i,0.033934-0.022796i,0.015444-0.0076797i,0.00052835+0.0067238i,-0.0017638+0.0047869i,-0.0021408-0.011134i,-0.0050633-0.018818i,-0.006188-0.01697i,-0.0082149-0.013986i,-0.0096323-0.0062549i,-0.0060095+0.0046274i,0.00047778+0.010158i,0.0032219+0.0081725i,0.0024752+0.0071347i,0.0039439+0.0075368i
0.042279+0.052943i,0.045048+0.054901i,0.023637+0.0052276i,0.0038999-0.038274i,0.0027209-0.021027i,0.016284+0.021604i,0.017819+0.046334i,0.0019881+0.046433i,-0.01415+0.032162i,-0.021903+0.014467i,-0.02094+0.0010306i,-0.015488-0.0050385i,-0.0089769-0.0040215i,-0.0034321+0.00035849i,-0.0025893+0.0033765i,-0.00066952+0.0036696i,0.0046606-0.00071167i,0.0065596-0.0067961i,0.0040783-0.0072734i,0.0030537-0.0048971i,0.00083835-0.0042172i,-0.0042238-0.0024306i,-0.0053495+2.4979e-05i
-0.0038184+0.015979i,0.059878-0.055068i,0.13867-0.21534i,0.13774-0.32054i,0.080107-0.24097i,0.064251-0.12474i,0.056468-0.098615i,0.011759-0.076061i,-0.014621-0.023184i,-0.0073088+0.0076939i,0.0059565+0.0076733i,0.010621-0.0039044i,0.0017532-0.0028084i,-0.0022076+0.012135i,0.0047488+0.016622i,0.0070681+0.011145i,0.0039731+0.0090015i,0.0018259+0.0054392i,-0.00095318-0.0035148i,-0.0063437-0.0080399i,-0.0068216-0.0046669i,-0.0025078-0.0043769i,-0.0034098-0.006295i
-0.092142-0.0051834i,-0.16868+0.12513i,-0.18716+0.38807i,-0.1086+0.53123i,-0.030574+0.37309i,-0.030385+0.1493i,-0.027397+0.057488i,0.010762+0.016853i,0.025165-0.014544i,0.019603-0.015256i,0.013514-0.001796i,0.011023+0.0091916i,0.013775+5.3436e-05i,0.0052774-0.018728i,-0.0065355-0.020576i,-0.010398-0.012732i,-0.012962-0.0069504i,-0.01264+0.0018516i,-0.0038766+0.010428i,0.0073756+0.0094054i,0.011318+7.8682e-05i,0.0097844-0.005099i,0.010488-0.004149i
0.071159-0.062495i,0.091454-0.18635i,0.045349-0.35913i,-0.035428-0.40634i,-0.07014-0.24249i,-0.043051-0.040353i,-0.012316+0.052755i,-0.0015026+0.058786i,-0.0010635+0.029371i,-0.010283+0.0030327i,-0.017367+0.00033519i,-0.015511+0.0069697i,-0.0077754+0.010065i,0.0010053+0.0075679i,0.00235+0.0034814i,0.003183+0.002122i,0.0094239-0.0020486i,0.0095482-0.0093286i,0.0021053-0.010648i,-0.0022455-0.0044653i,-0.0031695+0.0033657i,-0.0029982+0.0091867i,-0.0031897+0.010692i
0.042549+0.060504i,0.083129+0.084816i,0.10501+0.062632i,0.081086+0.011142i,0.050596-0.019983i,0.045341-0.039689i,0.030006-0.06107i,-0.00065236-0.049398i,-0.017149-0.015906i,-0.016812+0.0011916i,-0.013202-0.0037859i,-0.017508-0.012515i,-0.022869-0.0018733i,-0.012712+0.013683i,0.00091342+0.013367i,0.0049587+0.0078167i,0.0047637+0.0077891i,0.003102+0.0057179i,-0.00071905-0.00023706i,-0.0056179-0.0014376i,-0.0072505+0.0022926i,-0.0053183+0.0012846i,-0.0050255-0.0024466i
-0.090477+0.04712i,-0.11818+0.16786i,-0.042612+0.34479i,0.081271+0.39847i,0.096583+0.24086i,0.006906+0.071086i,-0.042865+0.018525i,-0.027123+0.012317i,-0.0025799+0.01197i,0.015618+0.0087772i,0.02025-0.00094183i,0.023086-0.0071208i,0.025068-0.018157i,0.010769-0.023018i,-0.0017451-0.012861i,-0.0045082-0.0056549i,-0.009629-0.0024639i,-0.010183+0.0067882i,-0.00091995+0.013575i,0.0066409+0.0067547i,0.0035899-0.0052201i,-0.001605-0.0089624i,-3.8878e-05-0.0074082i
-0.0015757-0.12774i,-0.058099-0.30565i,-0.1995-0.49942i,-0.31216-0.50479i,-0.25309-0.28371i,-0.10901-0.077575i,-0.029153-0.0061387i,-0.0073745+0.0021244i,0.0037806-0.0094812i,0.0064732-0.017276i,0.0083314-0.0075703i,0.011328+0.0060451i,0.011593+0.011011i,0.011069+0.0056887i,0.0074446-0.0001495i,0.0060317-0.0022486i,0.0096696-0.0067617i,0.009245-0.01263i,0.0027129-0.012915i,-0.0013096-0.0059633i,0.002434+0.003509i,0.007636+0.0095973i,0.0074388+0.012105i
0.1031+0.048802i,0.21897+0.1316i,0.32078+0.2197i,0.3217+0.22257i,0.23051+0.12425i,0.14497+0.018366i,0.094706-0.041805i,0.041428-0.056377i,-0.010034-0.032171i,-0.030862+0.00032887i,-0.030431+0.012485i,-0.034759+0.012473i,-0.03672+0.020111i,-0.022416+0.025181i,-0.0075999+0.016617i,-0.0015861+0.0080513i,0.0010775+0.0071217i,0.0025363+0.0050389i,0.0024888+0.0010755i,0.00067224+0.00031308i,-0.00083022+0.00075229i,-0.0022101-0.00018308i,-0.0030113-0.0019309i
-0.068367+0.088044i,-0.10044+0.16495i,-0.060446+0.20452i,0.028004+0.1571i,0.048152+0.06774i,0.0087086+0.028058i,-0.0031049+0.0385i,0.011813+0.04763i,0.025005+0.045253i,0.025549+0.031206i,0.014278+0.0098336i,0.0096329-0.014133i,0.0068159-0.033267i,-0.0024313-0.028808i,-0.0035209-0.01097i,-0.0013899-0.0027092i,-0.0061189+0.00090541i,-0.0079842+0.0078856i,-0.0010042+0.0096051i,0.0035411+0.0027314i,-0.0025767-0.005186i,-0.0093697-0.0076312i,-0.0085845-0.0067606i
-0.093087-0.093575i,-0.221-0.22364i,-0.39838-0.32535i,-0.47717-0.27368i,-0.35492-0.11014i,-0.18016+0.0032436i,-0.088312+0.035053i,-0.034382+0.022916i,0.0010593-0.014475i,0.010279-0.038475i,0.016711-0.032447i,0.026492-0.014445i,0.029196-0.0027664i,0.020652-0.0048866i,0.0083386-0.0086467i,0.0030841-0.0064395i,0.00415-0.0078061i,0.0030487-0.012602i,-0.003073-0.01109i,-0.0053346-0.0035852i,0.0027657+0.0021317i,0.011238+0.0034924i,0.012448+0.0053867i
0.12506-0.012825i,0.32038+0.024439i,0.53568+0.090378i,0.56982+0.098048i,0.37957+0.034331i,0.16552-0.015397i,0.055145-0.031226i,-0.00082553-0.033876i,-0.038464-0.017072i,-0.04541+0.0075057i,-0.034805+0.022198i,-0.02963+0.032736i,-0.025756+0.039224i,-0.016467+0.032322i,-0.011507+0.018022i,-0.0079579+0.011008i,-0.0010562+0.0092525i,0.0032263+0.0064314i,0.004648+0.0022867i,0.0037578-0.0017537i,0.0011349-0.0013365i,-0.0009466+0.0014715i,-0.0020109-0.00095802i
-0.01342+0.097158i,-0.08089+0.15717i,-0.1704+0.15184i,-0.18292+0.075601i,-0.10728+0.006057i,-0.026245-0.021984i,0.010931-0.019083i,0.021423+0.013972i,0.036801+0.042674i,0.039608+0.03813i,0.018169+0.017307i,-0.004895-0.0077483i,-0.016228-0.025394i,-0.01182-0.021536i,0.0015487-0.010428i,0.0046799-0.0073418i,-0.0041664-0.0040441i,-0.0092403+0.0045761i,-0.0064697+0.010253i,-0.0052083+0.0074939i,-0.0097652+0.003253i,-0.014131+0.0034679i,-0.012692+0.0050028i
-0.095834-0.012947i,-0.21521-0.0584i,-0.33042-0.068943i,-0.33828-0.0016218i,-0.2292+0.061507i,-0.11881+0.058078i,-0.064054+0.024441i,-0.030428-0.015163i,-0.0081247-0.049572i,0.0020049-0.061518i,0.01148-0.054992i,0.025713-0.038224i,0.036506-0.025063i,0.028573-0.019867i,0.011931-0.012919i,0.0056679-0.0066051i,0.0077109-0.007373i,0.0056417-0.011462i,-0.0016935-0.0099829i,-0.0018875-0.0022705i,0.006534-0.00034796i,0.011664-0.005586i,0.012574-0.0060593i
0.074373-0.079843i,0.24837-0.13265i,0.48124-0.17i,0.53961-0.18215i,0.35183-0.13952i,0.15104-0.053755i,0.066752-0.0074786i,0.018969-0.010297i,-0.029571-0.0072632i,-0.046401+0.010939i,-0.031577+0.027641i,-0.013849+0.038556i,-0.0080612+0.041554i,-0.0087784+0.034499i,-0.010537+0.023282i,-0.0067637+0.015968i,0.0023058+0.010153i,0.0082823+0.0032722i,0.0085594-0.0046615i,0.0054808-0.0092828i,0.0024077-0.005143i,0.0027932-6.3962e-05i,0.0013813-0.0016946i
0.024614+0.055289i,-0.05983+0.14435i,-0.23139+0.21733i,-0.31657+0.19842i,-0.19875+0.10355i,-0.037724+0.0053058i,0.027259-0.022219i,0.043913+0.015523i,0.058088+0.047609i,0.055393+0.046843i,0.028057+0.030121i,-0.01101+0.010823i,-0.032598+0.0028244i,-0.021592+0.0023178i,-0.0022323-0.0022386i,-7.3203e-05-0.0073176i,-0.0088677-0.0036129i,-0.010775+0.0073034i,-0.0053263+0.014367i,-0.0024685+0.012827i,-0.0040046+0.010189i,-0.0064644+0.011556i,-0.0063771+0.01329i
-0.043654+0.035689i,-0.078054+0.034356i,-0.081004+0.020221i,-0.040915+0.036151i,-0.020052+0.061679i,-0.047769+0.059764i,-0.069547+0.039059i,-0.05592+0.0058801i,-0.030562-0.024147i,-0.011018-0.042298i,-0.0013776-0.050282i,0.012836-0.049015i,0.027282-0.047947i,0.020524-0.039646i,0.0060854-0.020692i,0.0025961-0.007702i,0.0044813-0.006726i,0.0037847-0.011082i,0.00010499-0.010484i,-0.0005576-0.0050124i,0.0019804-0.0059509i,0.0019144-0.011034i,0.0021675-0.01061i
-0.016453-0.063381i,0.070006-0.15816i,0.20918-0.27375i,0.23909-0.31213i,0.12584-0.20825i,0.032915-0.053245i,0.015324+0.0166i,-0.0064943+0.0091703i,-0.045319-0.0023673i,-0.059653+0.0083516i,-0.034271+0.025387i,-0.0014007+0.031228i,0.0063454+0.030214i,-0.0010956+0.025755i,-0.0056445+0.018631i,-0.0021736+0.013304i,0.0046437+0.0074071i,0.0071354+0.000518i,0.0061948-0.0072541i,0.0018798-0.011358i,-0.0010163-0.0068567i,0.0015852-0.0031111i,0.0013088-0.0037154i
0.020311+0.0035478i,-0.04168+0.10858i,-0.17836+0.28639i,-0.24005+0.36013i,-0.13456+0.21232i,-0.014103+0.0016741i,0.019387-0.077317i,0.0295-0.041263i,0.04753+0.0027028i,0.050021+0.019385i,0.028077+0.020181i,-0.0083983+0.023783i,-0.025556+0.031549i,-0.012413+0.022099i,0.0022577+0.0015196i,-0.0007136-0.008059i,-0.0098971-0.001182i,-0.010773+0.012906i,-0.0047777+0.021259i,-2.1254e-05+0.018233i,0.0010358+0.011262i,0.0013543+0.010099i,0.0034507+0.011474i
0.025473+0.022397i,0.054378-0.016208i,0.10478-0.11101i,0.14522-0.16521i,0.10362-0.10894i,0.021801-0.021584i,-0.017497+0.010802i,-0.014165-0.00057619i,0.0068932-0.018637i,0.016918-0.040062i,0.0033395-0.052052i,-0.0010575-0.055569i,0.0050629-0.063118i,0.0023783-0.051758i,0.0014295-0.024386i,0.0073004-0.0080748i,0.010478-0.0062647i,0.0069075-0.010533i,0.00061202-0.00968i,-0.0014117-0.0043867i,-0.0032876-0.0028406i,-0.0075862-0.003672i,-0.0063664-0.0040906i
-0.056236+0.013234i,-0.053405-0.022001i,-0.029441-0.1017i,-0.043614-0.13424i,-0.067956-0.046435i,-0.029053+0.06831i,0.027729+0.090188i,0.026739+0.043784i,-0.021301+0.0085444i,-0.049768+0.011349i,-0.025896+0.02222i,0.0097267+0.016778i,0.01641+0.012552i,0.0052241+0.015385i,-0.0023037+0.016318i,0.0012234+0.013711i,0.0071036+0.0047194i,0.0065298-0.0059508i,0.0012211-0.012069i,-0.0044248-0.01146i,-0.0035768-0.0061784i,0.00093978-0.005162i,0.00012649-0.0063336i
-0.024693-0.01761i,-0.049415+0.072436i,-0.071922+0.27112i,-0.043833+0.37524i,0.016371+0.21952i,0.017713-0.0040645i,-0.020149-0.070652i,-0.023196-0.02339i,0.0024738+0.023855i,0.026825+0.037023i,0.025936+0.030173i,0.0042449+0.038091i,8.974e-05+0.051163i,0.0087551+0.035317i,0.0059667+0.008598i,-0.0049994-4.666e-05i,-0.012127+0.007317i,-0.0079069+0.017858i,0.002467+0.021898i,0.007572+0.016218i,0.0065011+0.0074545i,0.0057757+0.0048736i,0.0067537+0.0057645i
