0.0020595-0.0010935i,0.0013602-0.0013615i,0.00034072-0.0032038i,-0.00080662-0.0037606i,-0.0017493-0.0025007i,-0.0023792+0.00022086i,-0.0011607+0.0016137i,0.00048917+0.002257i,0.0012167+0.0019907i,0.0016431+0.00065014i,0.0013175-0.00035366i,-2.8403e-05-0.00040316i,-0.00042993-5.6776e-06i,-0.00018862+0.00070897i,0.00016853+0.00086948i,0.00041536+0.00054441i,0.00040991-0.00013525i,0.00030289-0.00080733i,0.00063471-0.0004309i,0.00049165+0.0001228i,-0.00017098+0.00050194i,-0.00044804+0.00047427i,-0.0010021-2.565e-05i
-0.0015151+0.0097518i,-0.0020002+0.0052667i,-0.00041354+0.0028612i,-0.0031772-0.0037491i,-0.0075414-0.0091006i,-0.0063575-0.0067546i,-0.0029387-0.0027055i,-0.0021896-3.4214e-05i,-0.0013976+0.0021761i,0.00069347+0.0019606i,0.00097336+0.00067498i,-0.00025371-0.00033675i,-0.0013803-0.00031083i,-0.0013959+0.0011132i,-0.00063036+0.0023784i,-0.00013244+0.0029376i,0.00013028+0.0024638i,0.00033241+0.00098664i,3.7097e-05+0.00059199i,2.7852e-05+0.0010273i,0.00024352+0.0013353i,-0.00010696+0.00092311i,-0.00030925-0.00031405i
0.0061474+0.0063833i,0.0041257+0.005743i,0.0025411+0.0048638i,-0.0046355+0.0052296i,-0.010816+0.0062061i,-0.0082073+0.0046874i,-0.0033991+0.0026121i,-0.0010723+0.0028759i,0.0014375+0.0025909i,0.0026843+0.00088334i,0.0012026-0.00026366i,0.00018394+0.00013832i,0.00062242+0.0012499i,0.0013945+0.00080042i,0.0027183+7.9207e-05i,0.0035109+0.0014007i,0.0027481+0.0018042i,0.0010266+0.0011522i,-0.00016906+0.00042873i,-0.00021464-0.0003171i,-4.6929e-05-0.00026892i,-0.00031273+0.00019013i,-0.00064143+0.00021756i
0.011874-0.0048313i,0.0072433-0.003633i,0.0048569-0.0035336i,0.0027805+0.0035337i,0.0021409+0.010693i,0.0019705+0.0087798i,0.0011568+0.0037603i,0.0025536+0.0023236i,0.0032974+0.0010067i,0.0022652-0.0007616i,0.0015799-3.7404e-05i,0.0017633+0.00077121i,0.0024653+0.00108i,0.0031501+0.00049636i,0.0024308-0.0013352i,0.0010922-0.0019695i,0.0005851-0.0016419i,-0.00013451-0.0013153i,-0.00088846-0.0010914i,-0.00070589-0.00056979i,-0.00030911-0.00052304i,0.00051963-0.00099757i,0.00046888-0.00068373i
0.0033469-0.013618i,0.0024337-0.0090912i,0.0010997-0.0057776i,0.0058319-0.0028102i,0.011484-0.0015011i,0.0095081-0.001252i,0.0042346-0.00099933i,0.0025102-0.002145i,0.0011905-0.0043391i,0.0002914-0.0032406i,0.0007492-0.0010747i,0.0010796-0.00079301i,0.0012892-0.0008569i,0.0012781-0.0013523i,0.00050759-0.0022452i,-0.00064115-0.0025736i,-0.0013377-0.0020912i,-0.00088872-0.0012865i,-1.2687e-05-0.00098482i,-0.0002406-0.0011178i,-0.00062539-0.00091064i,-0.00051227-0.00015476i,-0.00064942+0.00016369i
-0.0088796-0.011795i,-0.0046406-0.0080221i,-0.0045602-0.005499i,-0.00088321-0.0090075i,0.002549-0.012815i,0.001058-0.0098632i,0.00017999-0.0042288i,0.00018899-0.0029193i,-0.0016831-0.002851i,-0.0028903-0.0019221i,-0.0020976-0.0018587i,-0.0011579-0.0015494i,-0.00054975-0.00088255i,-0.001189-0.001336i,-0.0017366-0.0014742i,-0.0019374-0.0010838i,-0.0022189-0.00021944i,-0.0017192+0.00011071i,-0.00094017-0.00045695i,6.5219e-05-0.00077312i,9.6091e-05-0.00091405i,-0.00081522-0.00012879i,-0.00061923+0.00089952i
-0.012562+0.0026441i,-0.0068142+0.0017696i,-0.0051685+0.0033211i,-0.0080786-0.0023673i,-0.01099-0.0078734i,-0.0087899-0.0058418i,-0.0049124-0.0015417i,-0.0034359+0.00081493i,-0.0033567+0.0022717i,-0.0019199+0.0014311i,-0.00042246-0.0010137i,-7.5915e-05-0.0021885i,-0.00058949-0.0013498i,-0.0018703+2.2346e-05i,-0.0018946+0.00086399i,-0.00065313+0.0014701i,-8.4294e-06+0.0017969i,-9.7774e-05+0.0018874i,-0.00027346+0.0021365i,-0.00042577+0.0018959i,-0.00131+0.0008924i,-0.0020351+9.9697e-05i,-0.0013414+0.00017483i
-0.0031885+0.012223i,-0.00098314+0.0067858i,0.00067044+0.0048923i,-0.0033991+0.0045335i,-0.0083197+0.0066216i,-0.0072744+0.0066978i,-0.0031126+0.0048119i,-0.00038046+0.0045508i,0.0017705+0.0047507i,0.0016517+0.0032854i,-0.00044526+0.00089125i,-0.00047419-0.00091655i,0.00038456-0.0011292i,0.00047939+0.00055094i,0.00025314+0.002333i,0.00084386+0.0025899i,0.0022463+0.0021669i,0.0024269+0.0012355i,0.00081643+0.00086655i,-0.00029593+0.00093999i,-9.2944e-05+0.00074033i,-0.00026111+0.00040426i,-0.0001813-0.00024947i
0.0089439+0.012073i,0.0058382+0.0056973i,0.0074201+0.0026203i,0.0065943+0.0061484i,0.0054112+0.0094499i,0.0048474+0.007718i,0.004012+0.0038623i,0.0042675+0.0016568i,0.0051392+0.00055497i,0.0037536+0.0001358i,0.00076679+0.00067693i,-0.00075758+0.00125i,-0.00074122+0.00074371i,0.0011654+0.00054527i,0.0028667+0.0015057i,0.0019667+0.0014941i,0.00080082+0.00049533i,0.00060174-0.00067262i,0.0001075-0.00054515i,0.00011676+0.00072258i,0.00032453+0.0010641i,0.00080427+0.00044355i,8.3737e-05-0.00011246i
0.015648-0.0013621i,0.0059771-0.00044157i,0.0027393-0.0041537i,0.0073897-0.0037674i,0.011527-0.0023569i,0.0098203-0.0032323i,0.0056195-0.003641i,0.0039167-0.0033304i,0.0030893-0.0037936i,0.0018071-0.0030872i,0.0014878-0.0010125i,0.0014266+0.00099883i,0.0011617+0.0012179i,0.00096482-9.5932e-05i,0.00068556-0.0013175i,-5.1097e-08-0.0022824i,-0.0012427-0.0022946i,-0.0017045-0.00077223i,-0.0012446-0.00030281i,-0.00079964+0.00013843i,-5.6407e-05+0.00034833i,0.00053082-0.00021498i,0.00010256+0.00016859i
0.0076331-0.014338i,0.0043427-0.0076151i,-0.00020919-0.0082657i,0.0014678-0.012249i,0.0027673-0.014604i,-0.00030942-0.011321i,-0.0026289-0.0056183i,-0.001721-0.00386i,-0.0016848-0.0037426i,-0.0018201-0.0016943i,-0.00046591-0.00041023i,0.00087328-0.00063658i,0.00085442-0.00088895i,-0.00054183-0.0018218i,-0.00075031-0.002809i,-0.0010528-0.0023933i,-0.0016058-0.0010535i,-0.0014109-0.0001341i,-0.00079312-0.0003631i,0.00021977-0.00074987i,0.00058273-0.00093495i,0.00049428-0.00077955i,0.00096689-0.00057508i
-0.0066175-0.014991i,-0.0017618-0.0051225i,-0.005541+0.0021881i,-0.010362-2.1362e-05i,-0.013511-0.0041316i,-0.01327-0.003188i,-0.0091361-0.00042775i,-0.0055083+0.00048144i,-0.0038613+0.0012299i,-0.0029335+0.0016481i,-0.0012869-7.356e-05i,-0.00034907-0.0022358i,-0.0011707-0.0025293i,-0.002126-0.0016919i,-0.001818-0.00073802i,-0.00071319-0.00056514i,1.3004e-05-0.0013565i,-0.00013241-0.0014181i,-0.00058326+4.8127e-05i,-0.00020808+0.00033982i,0.00060405-0.001035i,0.00032219-0.0015647i,-1.2946e-05-0.0011903i
-0.020517-0.004161i,-0.0080224-0.0051346i,-0.0029999+0.0015248i,-0.0052876+0.006852i,-0.007799+0.010243i,-0.00566+0.010228i,-0.0020978+0.0083884i,-0.0018121+0.0073721i,-0.0012251+0.0056502i,-1.4994e-05+0.0035212i,0.00020593+0.0020965i,8.4527e-05+0.00046897i,-0.0002259-0.00061458i,-0.0010387-0.00011296i,-0.00036422+0.00092344i,0.0011762+0.0012786i,0.0023284+0.001122i,0.0020159+0.00069557i,0.0011848+0.00012566i,0.00029132-6.5419e-05i,-0.00028123-0.00050018i,-0.00064863-0.00052527i,-0.0011356-0.00017893i
-0.012268+0.015383i,-0.006891+0.0026363i,0.0016202-0.00075021i,0.0051161+0.0036718i,0.0061173+0.0088477i,0.0073925+0.0086944i,0.007595+0.0052758i,0.0068706+0.0039134i,0.0052432+0.0025779i,0.0034139+0.0013006i,0.0011366+0.00044007i,-0.00044808+0.00018388i,-0.00046995+0.00080043i,0.00071431+0.0017265i,0.0017743+0.0017557i,0.0022587+0.0012455i,0.00215+0.00085695i,0.0011903+0.0004366i,0.00014275-0.00027791i,-0.00076691+0.00027066i,-0.00029272+0.0012559i,0.0005567+0.0011241i,0.00025383+0.00057119i
0.0059016+0.019095i,-0.0023528+0.0066919i,0.0018474-0.00073785i,0.0091391-0.0005276i,0.013243-0.0011064i,0.012295-0.0046829i,0.0079938-0.0060442i,0.005177-0.0047475i,0.0040019-0.0036378i,0.0028574-0.0020242i,0.0022864-0.00055589i,0.0021526+0.0010232i,0.0018854+0.0015006i,0.0015453+0.00018462i,0.00070473-0.00054706i,2.0329e-05-0.00057353i,0.00059657-0.0006962i,0.00031921-0.00042555i,0.00034525-0.00022002i,0.00082226-0.00014643i,0.00061467+0.00059443i,0.00033855+0.0012067i,0.00019276+0.0011636i
0.023992+0.0043335i,0.0076215+0.0062388i,-0.0023591-0.0027235i,-0.0025425-0.010882i,-0.001048-0.014667i,-0.0019447-0.013196i,-0.0030071-0.009175i,-0.0021421-0.00708i,-0.0013652-0.005912i,-0.0010004-0.0035462i,-0.00081972-0.0018852i,-0.0004223-0.00097394i,-8.5188e-05-0.00056628i,0.00035369-0.00070163i,0.00012557-0.00025963i,-0.001224+9.0519e-06i,-0.0015625-0.00031482i,-0.00091762-0.0006041i,0.00027126-0.00038728i,0.0011285+0.00012904i,0.00066515-0.00013806i,-2.4899e-05+3.2166e-05i,-0.00042226+0.00043865i
0.017216-0.020784i,0.0096134-0.0060566i,-0.0041009-0.0011498i,-0.010666-0.0018625i,-0.012896-0.0016957i,-0.012166-0.0002949i,-0.0090079+0.00050515i,-0.006495+0.00055719i,-0.0047067+0.00090236i,-0.0029437+0.00050273i,-0.0015173-0.000295i,-0.00030479-0.0014629i,0.00025345-0.0024022i,-3.9825e-05-0.0022591i,-0.00099373-0.0018243i,-0.0015037-0.0016539i,-0.0015023-0.00074832i,-0.0011877+0.00033537i,-0.00039524+0.00046201i,0.00021375+0.00028459i,0.0001707+5.9905e-05i,-0.00053089-0.00048882i,-0.00011616-0.00041803i
-0.0075382-0.028588i,0.0026216-0.012467i,0.00071019+0.0041582i,-0.0041035+0.011169i,-0.0064553+0.012994i,-0.0057867+0.012998i,-0.0035922+0.011297i,-0.0019752+0.0084802i,-0.0014796+0.0053564i,-0.0013348+0.00232i,-0.0016481+8.6369e-05i,-0.0022894-0.0022468i,-0.00077787-0.0022394i,0.00099015-0.00075638i,0.0002025-0.00042892i,-0.00048823-0.00074613i,0.00098206-0.0010941i,0.0017761-0.00045284i,0.00083801-0.00072304i,-6.4437e-05-0.00091907i,-0.0007098-0.00065281i,-0.00092239-0.0007939i,-0.00030336-0.0011163i
-0.027489-0.012874i,-0.0085792-0.015397i,0.0035969-0.0057789i,0.006001+0.0024517i,0.0078992+0.0068151i,0.0094228+0.0086817i,0.0088976+0.0078539i,0.0074237+0.0058463i,0.0047181+0.0037233i,0.0020573+0.0020185i,0.00045543+0.0012382i,-0.00046497+0.00098898i,0.00039307+0.00081568i,0.0014095+0.00039211i,0.00037084-0.00013455i,-0.00069522-2.098e-05i,-4.5884e-05+3.2497e-05i,0.0012463-0.00032049i,0.00044363-0.00062845i,-0.0010886-0.0005213i,-0.0010786-0.0010447i,-0.0006008-0.0014372i,-0.00079893-0.00083492i
-0.027989+0.02198i,-0.021202+0.0028621i,-0.0057587-0.0056943i,0.0055544-0.0060918i,0.01035-0.0076917i,0.01047-0.0091577i,0.0089601-0.0078197i,0.0067072-0.0053309i,0.0040077-0.0031492i,0.0021539-0.00083948i,0.00098365+0.00098459i,-0.00023249+0.0015824i,-0.00072006+0.0012436i,-0.00026383+0.0010117i,-0.00011487+0.0015125i,-0.00029244+0.001666i,-0.00024806+0.0013595i,-0.0007593+0.00064872i,-0.0013549+0.00011148i,-0.0007175+0.00028539i,4.2753e-05+0.0012284i,-3.7659e-05+0.00092445i,0.0001035-0.00023157i
0.0039322+0.037517i,-0.0085191+0.020017i,-0.0076807+0.0010224i,-0.0035364-0.0076384i,-0.0038102-0.011265i,-0.0052041-0.012458i,-0.0041858-0.0096457i,-0.0031919-0.0066405i,-0.0019712-0.0047184i,0.00051332-0.0025179i,0.0019459-0.00074509i,0.0016215+0.00073028i,0.0007482+0.0016435i,7.0399e-05+0.00079348i,0.00014748+0.00046823i,-0.00011427+0.00060443i,-0.00045133+0.00031414i,-0.00017818+0.00083943i,0.00058809+0.0013903i,0.0016337+0.00081742i,0.0013624+0.00068448i,0.00070474+0.00088081i,0.00047523+0.00033619i
0.037435+0.013314i,0.014393+0.017876i,-0.0048617+0.0093137i,-0.013642+0.0023083i,-0.016522+0.0023622i,-0.014872+0.0038833i,-0.011019+0.003029i,-0.0080703+0.0017441i,-0.0052967+0.00071289i,-0.0021237-0.0010884i,-0.00010526-0.0017733i,0.00095555-0.0012091i,0.00093969-0.00065602i,0.00082549-0.00042016i,0.0011697-0.00048502i,0.0013617-0.00039284i,0.00074364-1.3127e-05i,0.000382-6.8883e-05i,0.00094781-0.00043753i,0.0017085-0.00040975i,0.0016343-0.00014163i,0.0014082+0.0002373i,0.00076204+0.0010245i
0.035218-0.027752i,0.029034-0.003704i,0.013123+0.010965i,0.0037499+0.014244i,0.00083482+0.015137i,-0.00032107+0.013884i,-0.0010345+0.010817i,-0.0010532+0.008161i,0.00022291+0.0054377i,-8.9928e-07+0.0012723i,-0.00063558-0.0020869i,0.0001094-0.0033757i,0.00079814-0.0029908i,0.00086022-0.0023547i,-3.4763e-05-0.0021888i,-0.00092501-0.0015755i,-0.00018292-0.00045944i,0.0014451-0.00012992i,0.0020575-0.00033654i,0.0010574-0.00085461i,0.00019462-0.0008002i,0.0002189-0.00060364i,8.174e-05-0.0016474i
-0.0059849-0.047747i,0.010323-0.030545i,0.014407-0.0097544i,0.013752+0.0010124i,0.015176+0.003994i,0.013636+0.0046317i,0.0089528+0.0046471i,0.0064504+0.0043446i,0.0050762+0.0028773i,0.0022809+0.0014534i,-0.00031432+0.00043279i,-0.00096817-0.0011101i,-6.2286e-05-0.001587i,0.00077177-0.00085797i,0.00062631-0.00042239i,-0.00040024-0.0005241i,2.6861e-05-0.00049439i,0.00090573-0.0010795i,-0.00021999-0.0017078i,-0.0013484-0.0010404i,-0.0012592-0.00078892i,-0.0015905-0.0010148i,-0.0018189-0.00018256i
-0.045642-0.023698i,-0.022179-0.031422i,-0.0030965-0.023703i,0.0032339-0.015375i,0.0058652-0.014341i,0.0076716-0.013125i,0.0078554-0.009669i,0.0070255-0.007263i,0.0039733-0.005969i,0.0014205-0.0027272i,0.00020642+0.00044513i,-0.0010946+0.0019647i,-0.0009661+0.0018986i,-0.00063177+0.0006907i,-0.00055802+0.00052742i,-0.00020227+0.00086971i,-0.00038126+0.00060598i,-0.0014385+9.3287e-05i,-0.0015332+0.0007761i,-0.00072684+0.0016802i,-0.00025998+0.0018359i,-0.00021982+0.0011565i,-0.00051031+4.9329e-05i
-0.044809+0.032644i,-0.039391+0.0067299i,-0.021296-0.010086i,-0.010454-0.014367i,-0.010243-0.015651i,-0.010044-0.013953i,-0.0076086-0.0099277i,-0.0049024-0.0075956i,-0.0031632-0.0047724i,-0.0024539-0.001076i,-0.001606+0.00088554i,-0.00083723+0.0025488i,-0.00083755+0.0038548i,-0.00095233+0.0029055i,-0.00093926+0.001898i,-0.00034058+0.0015441i,0.0003133+0.00060203i,7.9449e-05+0.00046718i,-0.00070145+0.0011961i,-0.00060968+0.0013899i,0.00042976+0.00066805i,0.00063461+0.00043399i,-0.0004435+4.2226e-05i
0.0050325+0.055671i,-0.014998+0.038884i,-0.022721+0.017218i,-0.021634+0.0083823i,-0.02181+0.008335i,-0.018976+0.0066871i,-0.012318+0.0033259i,-0.0088616+0.0013139i,-0.0063928+0.00057842i,-0.0026443+6.0562e-05i,3.3901e-05+0.00027846i,0.0016367+0.00048226i,0.0020009-0.00066488i,0.0012751-0.00061798i,0.00032715+0.00022402i,0.00029259-6.7021e-05i,2.943e-05+0.00022165i,-0.00033333+0.00084711i,0.00053895+0.00017441i,0.0013837+8.9998e-05i,0.0010587+0.00091488i,0.00037366+0.0007554i,0.00042297+0.00064358i
0.050586+0.02508i,0.025734+0.033512i,0.0039545+0.030632i,-0.00031371+0.024773i,0.0025997+0.023119i,0.0026768+0.018065i,-0.00012342+0.012213i,-0.0018524+0.0099066i,0.00021459+0.007799i,0.0021726+0.0046414i,0.0023976+0.0013955i,0.0029836-0.0015607i,0.003209-0.0031609i,0.0024864-0.002892i,0.0019584-0.0018514i,0.0022576-0.0011344i,0.0022517-0.0012353i,0.0020473-0.0017403i,0.0018317-0.0017112i,0.0016767-0.0013961i,0.0016494-0.0012883i,0.00043423-0.00079665i,-0.00067124-0.00043413i
0.053696-0.038577i,0.048426-0.011579i,0.031676+0.0072948i,0.020999+0.0080481i,0.020995+0.0044341i,0.019126+0.0035705i,0.013629+0.0051241i,0.0095063+0.0062305i,0.0069026+0.0040614i,0.0035121+0.00073758i,0.0016494-0.0017306i,0.0016711-0.0029708i,0.0012165-0.0033474i,0.0011131-0.0032211i,0.0012878-0.0022346i,0.00077628-0.00133i,0.00065005-0.00064775i,0.0014938-0.00031643i,0.0014902-0.001196i,0.00037647-0.0016249i,0.00026644-0.001304i,0.00051547-0.0014758i,0.00027643-0.0015655i
-0.008408-0.072581i,0.011564-0.052379i,0.019313-0.026975i,0.015192-0.015309i,0.0112-0.01551i,0.010237-0.014525i,0.0099241-0.0097439i,0.0089066-0.0068538i,0.0061323-0.0050888i,0.0021905-0.0022537i,-0.00029952-0.00082743i,-0.0014923-0.00046128i,-0.0013059-0.00025995i,1.9067e-08-0.00072735i,-0.00042159-0.0011994i,-0.00198-0.00079538i,-0.0022473-0.00029401i,-0.0014936-0.0011108i,-0.00079738-0.0014848i,-0.00014042-0.00035205i,-0.00030185+0.00046438i,-0.0010283+0.00084294i,-0.0015277+0.00053575i
-0.065961-0.030661i,-0.0426-0.038618i,-0.017794-0.034099i,-0.0097146-0.023776i,-0.012888-0.018737i,-0.012547-0.016619i,-0.0081106-0.013015i,-0.0046681-0.01043i,-0.0035448-0.0074069i,-0.0031114-0.0029508i,-0.0029421-0.00051725i,-0.0035122+0.0016386i,-0.0033315+0.0029018i,-0.0023756+0.0021095i,-0.0022902+0.00079466i,-0.0020402+0.00010583i,-0.0017036+5.1455e-05i,-0.0018457+0.00041749i,-0.0017582+0.00099838i,-0.0014561+0.0013412i,-0.0012684+0.00092703i,-0.0011224+0.00099296i,-0.00060882+0.0010367i
-0.058151+0.045609i,-0.052429+0.018805i,-0.033445-0.0019867i,-0.019703-0.0042242i,-0.019101+0.0020902i,-0.017901+0.0050199i,-0.013319+0.0040263i,-0.010582+0.0021945i,-0.0077356+0.0013174i,-0.0039009+0.0018784i,-0.0021077+0.0024782i,-0.0016287+0.0029683i,-0.0011078+0.0032197i,-0.00063511+0.0022674i,-0.00056208+0.0017921i,-0.00028403+0.001844i,0.00010799+0.00075389i,-0.00030879+0.00096736i,-0.00030319+0.0021937i,-0.00027674+0.0016047i,-0.0010477+0.0008361i,-0.0013356+0.00076059i,-0.00064901+0.00054583i
0.010925+0.076947i,-0.0090801+0.059418i,-0.019387+0.033617i,-0.013345+0.021i,-0.0044336+0.02153i,-0.0015548+0.020039i,-0.001224+0.014319i,-0.0015466+0.011026i,-0.0012701+0.0086152i,0.00010919+0.0049498i,0.001243+0.0019558i,0.0029256+0.0011444i,0.0035015+0.0010184i,0.0017796+0.0015338i,0.0012169+0.0027268i,0.0022686+0.0024612i,0.0019731+0.0016853i,0.0016869+0.0013667i,0.0023343+0.0013108i,0.002353+0.00057547i,0.0015527+0.00027119i,0.00061918+0.0010522i,-0.00036361+0.0009178i
0.076226+0.031735i,0.05193+0.038371i,0.02459+0.034306i,0.015064+0.020566i,0.018883+0.010219i,0.018692+0.0059353i,0.012655+0.0052939i,0.0090079+0.0058129i,0.0077316+0.0041008i,0.0047583+0.0012361i,0.0038092-0.00092333i,0.004669-0.0023014i,0.0040741-0.0030276i,0.0028597-0.0028464i,0.0024805-0.0016333i,0.0026357-0.00023698i,0.002217+6.8224e-06i,0.0021984-0.00045219i,0.002323-0.00059274i,0.0011895-0.00093716i,0.0008234-0.00057651i,0.0011567-0.0011495i,0.00039374-0.001595i
0.063386-0.053316i,0.057165-0.029772i,0.040328-0.0077436i,0.024022-0.0048184i,0.016211-0.012594i,0.013047-0.014854i,0.011355-0.010111i,0.010129-0.0059538i,0.0073386-0.0042919i,0.0032292-0.0028576i,0.0011323-0.002714i,0.00096192-0.0036743i,0.00044507-0.0033708i,0.00042784-0.0031312i,0.00039273-0.0034191i,-0.00048927-0.0027099i,-0.00078144-0.0016887i,-0.00019828-0.0024866i,-0.00010558-0.0036497i,-0.00058074-0.0020551i,-0.0005493-0.0010096i,-0.00046899-0.0017399i,-0.00025274-0.0010498i
-0.016022-0.08726i,0.0011088-0.068895i,0.013601-0.038233i,0.0075252-0.018886i,-0.0037661-0.015492i,-0.0082068-0.014181i,-0.006465-0.011647i,-0.0032891-0.010513i,-0.0025122-0.008381i,-0.0019635-0.0042861i,-0.0015125-0.0019451i,-0.0033771-0.0013201i,-0.0044687-0.00085736i,-0.0033387-0.00041465i,-0.0022104-0.00078259i,-0.0019937-0.00098032i,-0.0016755-0.00039919i,-0.0024841-0.00019731i,-0.0035749-0.0003838i,-0.0027284-0.00016828i,-0.0014515-0.00035027i,-0.0015375-0.00015345i,-0.0014861-0.00018601i
-0.084658-0.028212i,-0.062602-0.033332i,-0.031539-0.031899i,-0.016346-0.018954i,-0.017617-0.0046461i,-0.019409+0.0017563i,-0.015935+0.0030695i,-0.012179+0.001437i,-0.0090241+9.5267e-05i,-0.0051961+1.6866e-05i,-0.0029841+0.00060054i,-0.0038071+0.001671i,-0.004999+0.0011579i,-0.003935+0.00040122i,-0.0022131+0.00070525i,-0.00090832+0.00040832i,-0.00046158+0.00028194i,-0.0020935+0.00076488i,-0.0024223+0.0016191i,-0.0004751+0.0020819i,0.00027298+0.0017237i,-0.00091417+0.0012623i,-0.001481+0.00092241i
-0.069348+0.059305i,-0.062481+0.039887i,-0.044358+0.01276i,-0.022244+0.0046509i,-0.0090039+0.012903i,-0.004106+0.017847i,-0.0031824+0.015308i,-0.0039604+0.011505i,-0.0031417+0.0077908i,-0.00099119+0.0042469i,2.4818e-05+0.002834i,-1.4588e-05+0.0030848i,0.00013493+0.0024862i,0.00070649+0.002003i,0.00016507+0.0030777i,0.00010915+0.0030799i,0.00048337+0.0023057i,0.00033465+0.0029088i,0.00027453+0.0026101i,-0.00010477+0.0014036i,-0.00026454+0.0010276i,-0.000246+0.0012842i,-0.00019312+0.001311i
0.020572+0.095428i,0.0091429+0.079382i,-0.0053157+0.051605i,-0.0019992+0.026172i,0.010249+0.013311i,0.013199+0.0082517i,0.009552+0.0081118i,0.0074247+0.008792i,0.0062569+0.0058977i,0.0044716+0.0017559i,0.0035908+9.2641e-05i,0.0043846+0.00045002i,0.0045735+0.00048948i,0.003056+0.00026045i,0.0012521+0.00048487i,0.0016098+0.0013856i,0.0026418+0.0020883i,0.0030461+0.0014347i,0.002902+1.731e-05i,0.0022598-0.00061172i,0.0025694-0.0002213i,0.0023426-7.6265e-05i,0.0017661-0.00079007i
0.095494+0.026162i,0.077183+0.027797i,0.044413+0.028234i,0.020664+0.012177i,0.01272-0.0041557i,0.011627-0.0084343i,0.011242-0.0064194i,0.0094458-0.0045059i,0.0065498-0.0037385i,0.0035454-0.0026855i,0.0028153-0.0017697i,0.003559-0.0012731i,0.0031257-0.0014146i,0.0021579-0.0019003i,0.0012739-0.0011633i,0.00075535-0.0007919i,0.001984-0.0013328i,0.0036999-0.0023992i,0.0033105-0.0040107i,0.0025272-0.0033307i,0.0026506-0.0015384i,0.0018296-0.00089089i,-0.00010659-0.00060477i
0.069823-0.068465i,0.060689-0.054601i,0.045894-0.026423i,0.023273-0.010518i,0.005483-0.010012i,-0.0010876-0.01208i,-0.0014759-0.012494i,-0.00069162-0.011253i,-0.0004429-0.0085323i,-0.0013029-0.0057425i,-0.0017251-0.0034256i,-0.0016465-0.0029412i,-0.0020298-0.0029304i,-0.0015007-0.0024604i,-0.00085215-0.0028521i,-0.0010587-0.0029596i,-0.00088361-0.0031058i,-0.00072694-0.0034263i,-0.00081957-0.0026397i,-0.0011402-0.0013076i,-0.00079912-0.0010352i,-0.00038935-0.0013396i,-0.00012836-0.0010759i
-0.027907-0.098981i,-0.023977-0.084496i,-0.006178-0.056806i,-0.0016475-0.027553i,-0.007372-0.0099046i,-0.010602-0.0040428i,-0.010656-0.0027669i,-0.0089523-0.0022116i,-0.0060018-0.0015827i,-0.0040249-0.0008256i,-0.0045501-0.00094i,-0.0054856-0.0013784i,-0.0054113-0.0011859i,-0.0039235-0.0012334i,-0.002526-0.0013572i,-0.0014709+1.3392e-05i,-0.00067955+0.0005518i,-0.0016855-0.00041777i,-0.0026344+0.00042102i,-0.0024642+0.0016088i,-0.0023434+0.00057344i,-0.0020163-0.00045543i,-0.0014106+0.0006152i
-0.10055-0.026497i,-0.086929-0.020752i,-0.055751-0.023629i,-0.026606-0.015017i,-0.01105-0.00028493i,-0.0066478+0.0070927i,-0.007318+0.0085777i,-0.0061386+0.0078453i,-0.0024562+0.0059342i,-0.00079697+0.0044416i,-0.00057542+0.0032782i,-0.0011486+0.0014998i,-0.0022812+0.00067291i,-0.0016324+0.0011624i,0.00013457+0.0015091i,0.0012021+0.0017413i,0.00049729+0.0028626i,-0.0010867+0.0037736i,-0.0018735+0.0029994i,-0.0013669+0.00096926i,-0.0013002+0.0005036i,-0.0015894+0.0013035i,-0.001554+1.21e-05i
-0.067569+0.073672i,-0.05583+0.068308i,-0.045505+0.040284i,-0.0252+0.016838i,-0.006302+0.0077355i,0.0014835+0.0063317i,0.0040304+0.0082087i,0.0052819+0.0078631i,0.0052042+0.0046371i,0.0046137+0.0015995i,0.0049874+0.00062032i,0.0050037+0.0014737i,0.0033575+0.0021796i,0.0017529+0.0016281i,0.001136+0.0017586i,0.0012358+0.0021416i,0.001492+0.0024897i,0.0014539+0.0033561i,0.0018443+0.0030351i,0.0017514+0.0019292i,0.001051+0.00092906i,0.00069736+0.0010199i,0.00054199+0.00044282i
0.034083+0.09536i,0.039017+0.080778i,0.019613+0.05806i,0.004733+0.029557i,0.0023276+0.008925i,0.0044845+0.0021712i,0.008198+0.0012398i,0.0090249-0.0013426i,0.0062974-0.0027774i,0.0042146-0.0024188i,0.0047972-0.0019745i,0.0054459-0.0015931i,0.0045052-0.00088916i,0.0031115-0.00043806i,0.0020784-0.00029674i,0.0011048+0.00013591i,0.0013297+7.8434e-05i,0.0029821-0.00094534i,0.0036484-0.0017996i,0.0026091-0.002147i,0.0017508-0.0013111i,0.0012725-0.0006334i,0.00058909-0.00054758i
