-0.0011893+0.0014734i,-0.00039054+0.00031505i,-0.0013378-0.00051103i,-0.0024851+0.00038786i,-0.0019882+0.0013144i,-0.0005238-9.4583e-05i,0.00030623-0.00073544i,0.00054067+6.3853e-05i,0.0004278+0.00089542i,0.00057541+0.00081533i,0.0006286-0.00012259i,0.00073287-0.0007702i,0.00076786-0.00054768i,0.0011126-0.0001303i,0.0013755-0.00017639i,0.00072661-0.00028423i,-0.00020348-0.00035758i,-0.00056222-0.00020745i,-0.00082352-0.00051046i,-0.00022333-0.00097977i,0.00034394-0.00034779i,0.00013675-4.2525e-05i,-0.00026607-0.00030782i
-0.00088536-0.0015306i,-0.0010415-0.0016233i,-0.00075887-0.0019013i,0.00036596-0.0010343i,0.0010993+0.00040312i,0.0013558+0.00039175i,0.00087383-0.00092547i,5.656e-05-0.0017693i,-0.00085256-0.0010485i,-0.00054888+0.00044461i,0.00047489+0.0017999i,0.00061265+0.0019895i,0.00025312+0.0014969i,7.9208e-05+0.0008348i,0.00021504+0.00029422i,0.00041604+4.8786e-05i,8.89e-05-7.1728e-06i,-0.00014177-4.8004e-05i,0.00019841-0.00018223i,0.00013604-0.00024783i,-0.00014454-0.00010183i,-0.00019816+0.00012631i,-0.00026071-2.1883e-05i
2.3309e-05+0.00028288i,-7.2596e-05-0.00027186i,0.00087767+0.00057159i,0.00017946+0.0010652i,-0.00054981+8.4987e-05i,-0.0013541-0.0016189i,-0.0021261-0.0024282i,-0.0010266-0.00063965i,-8.385e-05+0.0014054i,-0.00034827+0.0018981i,-0.00086836+0.0012624i,-0.00077176+0.00019167i,-3.3254e-05-0.00011776i,-1.0792e-05-0.00062686i,-5.7278e-05-0.0012752i,-0.00013208-0.0013114i,-0.00080383+4.8045e-05i,-0.00098334+0.00072753i,-0.0005357+0.00055486i,-0.00025404+0.00033514i,3.542e-05+0.00038734i,0.00024241+0.00078825i,0.00045233+0.00073425i
-0.00091682-0.00025935i,-0.00042857+0.00056402i,0.00034915+0.0012537i,0.00091155+0.0012911i,0.001824+0.00085063i,0.0013269-0.00013855i,3.3822e-05-0.0005392i,-0.00071788-0.00056768i,-0.00062283-0.00067164i,-0.00063918+0.00011398i,-0.0010746+0.00037063i,-0.0006328+0.00010078i,-2.3984e-05+0.00045766i,0.00024997+0.00077907i,0.00034325+0.00052677i,0.00018638+0.00017328i,0.00020017+0.00043618i,0.00031109+0.00076056i,0.0003931-0.00014951i,0.00021017-0.00045461i,5.1018e-06-0.00019739i,-0.00013464-0.00021766i,0.00018599-7.8518e-05i
0.0001965+0.0014857i,3.2233e-05+0.00074715i,0.00018219+0.00052942i,0.00010185-0.00062089i,7.7298e-05-0.0020833i,0.00018511-0.0021116i,0.00037244-0.00084109i,0.00075906-0.0003293i,0.00032812-0.00075427i,-0.0006542-0.00048073i,0.0001323+6.8476e-05i,0.00091601+0.0003794i,3.0952e-05+0.00051051i,-0.00087363+0.00049257i,-0.00088776+0.00090764i,-1.492e-05+0.00054465i,0.00090216-9.6433e-05i,0.0004706+0.00015589i,-0.00038228+0.00078622i,-0.0005517+0.00074573i,0.00010528+0.00073535i,0.00047412+0.00060267i,-0.00010733+0.00012847i
0.00066532-0.0017288i,-0.00045258-0.0014449i,-0.00019928-0.0012861i,0.00031795-0.00062626i,0.00025185-0.00041943i,0.00058882-0.0013197i,0.00083361-0.0013216i,0.00069235-0.00090802i,0.00050337-0.00064895i,0.00016578+0.00049756i,0.00047269+0.00095115i,0.00055956+0.00091469i,0.00043571+0.00033522i,0.00034973-0.00034679i,0.00051746-0.00019535i,0.00094916-0.0003148i,0.00053708-0.00049769i,0.00025445-0.00026853i,0.00011313-0.00033814i,-0.00053011-0.00032748i,-0.00043137-0.0002044i,3.4403e-06-7.6341e-05i,-0.00060481+0.00025314i
-0.0011552-0.0010521i,-0.0013963-0.0019682i,-0.0017681-0.0022886i,-0.001427-0.0013268i,-0.00023338-0.00092775i,0.0004655-0.0015288i,0.00022204-0.00179i,-0.00096341-0.0014509i,-0.00088909-0.0010542i,-0.00019864+4.7665e-05i,0.0001994+0.0011559i,0.00025201+0.0012137i,0.00049428+0.0005981i,-8.7615e-05-0.00013644i,0.00020376-0.00069449i,3.1214e-05+0.00017029i,-0.00053027+0.00086149i,-5.7206e-06+0.00053656i,-0.00016872+7.7883e-05i,-0.00085385-0.00045132i,-0.00038466-0.00059906i,0.00041219-0.00039889i,2.945e-05-0.00035114i
-0.00029621+0.0011581i,0.00072558+0.00036661i,0.0001435+3.7785e-05i,-0.00032769+0.001147i,0.00053919+0.0012475i,0.0016439+6.0393e-05i,0.0013696-0.0016584i,0.00086883-0.0025821i,0.00047011-0.0008121i,-0.00089495+0.00050733i,-0.00091973+0.00034585i,-0.00033404+0.00017287i,-0.00041921+0.00019872i,-0.00030864-0.00029385i,0.00066423-0.00069046i,0.00081647-0.00067038i,0.00023057-9.7207e-06i,-0.00015306+0.00022814i,-0.00060334-0.00038968i,-0.00069373-0.00032955i,0.00011658+0.00038856i,0.00044955+9.9466e-05i,0.00057589-0.00057312i
-0.0017408+0.0014109i,-0.0013118+0.0023344i,-0.00058465+0.0029702i,0.00099126+0.0026587i,0.0021386+0.0010584i,0.0015152-0.00073959i,0.00029574-0.001109i,-0.0005526-0.0010502i,-0.0011993-0.00092589i,-0.00047537-0.00021245i,0.00011639+0.00087442i,-0.0004562+0.0009708i,-0.00040604+5.6807e-05i,-0.00010635-0.00090473i,0.00010033-0.00069496i,7.809e-05-0.00039357i,-0.00040391+2.3286e-06i,-0.00071039+0.00034812i,-0.00075191+0.00039689i,-0.00030187+7.4723e-05i,-7.356e-05+0.00032755i,-5.6229e-05+0.00037571i,0.00059229+0.00052267i
0.00044507-0.00046797i,0.00015043-0.00037376i,0.00014663-0.00018808i,0.00049019-0.00063026i,0.00074812-0.0010567i,0.0011928-0.0010173i,0.00086809-0.00063215i,-0.00037335-0.00047515i,-0.00055621-0.00078676i,5.2606e-05-0.00062297i,0.00011048+0.00040169i,0.00030933+0.0012074i,0.00015212+0.0010879i,5.6669e-05+0.00090695i,0.00046982+0.00058486i,0.00012751-0.00027774i,-0.00024984-0.00094377i,-0.00026604-0.0010544i,-0.00019888-0.0010738i,-0.0002011-0.00091805i,-0.00096114-0.00055532i,-0.00044906-0.00041193i,0.00052146-0.00049791i
-0.0010893-0.00012707i,-0.0024138-0.00023526i,-0.0029313-0.00090295i,-0.0026386-0.00023907i,-0.0016132+0.00015993i,-0.00059788-0.00049232i,-0.00047585-0.00067091i,-0.00047027+0.00027801i,-0.00074752+0.00064323i,-0.000445+0.00087024i,0.00039098+0.00097386i,0.00079299+9.6137e-05i,0.0011269+0.00043414i,0.0010775+0.00076133i,0.0010913+1.0299e-05i,0.00064947-0.00053103i,-0.00013646-0.00048203i,-0.00072868-2.2559e-05i,-0.00079969-0.00031853i,-0.00030205-0.00027676i,-0.00011359-0.00029902i,2.1588e-05-0.0007796i,0.00023661-0.00090478i
-0.00020089-0.0018144i,0.00019562-0.0021615i,-0.00028573-0.0012427i,-0.0010644+0.00031597i,-0.00011321+0.00073007i,0.00025902+0.00012576i,-0.00038443-0.00018547i,-0.00086381-5.1543e-05i,-0.00088204-0.0002925i,-0.00056212+5.2208e-05i,5.714e-05-8.7261e-05i,0.00048395-0.0002951i,0.00061633+0.00014006i,0.00072545+6.582e-05i,0.00020847+0.00024709i,0.00010151+0.00039843i,0.00092978+6.6203e-05i,0.00097082+0.00013948i,0.0009399+0.00018415i,0.00030427-0.00033019i,-5.0025e-06-0.00039121i,0.00012018-0.0006852i,-0.00054099-0.00087384i
-0.00079896+0.001833i,-0.00029548+0.0015376i,0.0014888+0.0016926i,0.0024056+0.00076453i,0.0020926-0.00093457i,0.00078912-0.0014854i,-0.00030595-0.00049794i,-0.00014759+0.00057407i,-0.00041718+0.00046213i,-0.0004101+0.00012561i,3.3499e-05+0.00013637i,-6.0342e-05-0.00031257i,-0.00062999-0.00024678i,-0.00057361+0.00030634i,-0.00024125-3.0621e-05i,-0.00016677-0.00042342i,-0.00014114+7.2093e-05i,-8.7103e-05+0.00018045i,-0.00049133-0.00039864i,-0.00063365-0.00085404i,-0.00046971-0.0011219i,-2.0295e-05-0.0010551i,0.00032705-0.0012625i
0.0011927-0.0015831i,-0.00062141-0.0018676i,-0.0020354-0.0014086i,-0.0019845-0.00030478i,-0.001555-5.5924e-06i,-0.0010225-0.0004926i,-0.00052299-0.00076161i,0.00021858-0.00047036i,0.00032881-0.0011799i,-0.00011968-0.00083429i,-0.0002596+0.00098855i,-5.1733e-05+0.001746i,0.00057666+0.00098379i,0.00051791+0.00039938i,0.00049623+0.00044779i,0.00074257+0.00079698i,-8.9188e-05+0.00056741i,-0.0006253-0.00040292i,0.00038271-0.00024141i,0.0006466+3.3289e-05i,0.00055241-0.00010698i,0.00091457+7.0224e-05i,0.00088325-0.00013304i
-0.00059693-0.0014077i,-0.0012669-0.00090926i,-0.0019271+0.00040515i,-0.0015068+0.0016821i,-0.00010507+0.00099863i,0.00056412-0.00067497i,0.00069011-0.0014951i,0.0005963-0.0011493i,-0.0002867-0.00075188i,-0.00027096+2.5688e-05i,0.00035153+0.0011063i,0.00050268+0.0017644i,0.00074169+0.0013554i,0.0011527+0.00059113i,0.0014076-0.0001341i,0.0013916-5.6126e-07i,0.0004674+0.0006318i,0.00011843+7.7017e-05i,0.00037411-0.00044701i,0.00012265-0.00036489i,7.8232e-06-0.00058709i,0.00040477-0.0009207i,0.00044843-0.00067402i
0.00032669-0.0015963i,-0.00046673-0.0024385i,-0.00042048-0.0035566i,0.00012815-0.0035592i,0.0003553-0.0017534i,0.0001164-0.00058569i,-0.00014313-0.00096003i,-0.00079914-0.00080097i,-0.0010311-0.00062575i,-0.0004032-8.315e-05i,-1.4503e-05+0.00070069i,-0.00011794+0.0013576i,-0.00035409+0.0011577i,0.0002116+0.00093716i,0.00073232+0.0011098i,0.00032819+0.00071921i,0.00013579-0.00033622i,0.00087185-0.00042273i,0.0011335-5.9117e-05i,0.00089058+0.00034833i,0.0003331+0.00073307i,-0.0001068+0.00078705i,0.00026376+0.00076623i
-0.00083928+0.0010306i,-0.00034758+0.0011966i,0.00034159+0.00061557i,0.00093388+0.00014155i,0.00081723-0.00096756i,-0.00025287-0.0023779i,-0.0011896-0.0017967i,-0.0016413-0.00055055i,-0.00033788-7.0154e-06i,0.00063923+7.7952e-05i,0.00043922+0.00029254i,0.00024943+0.00049789i,-0.00026629+3.1984e-05i,-0.00074518-0.00023713i,-0.00028175-0.00038322i,7.3537e-05-0.00045196i,0.0001837-8.848e-05i,0.00078639+7.244e-05i,0.00038937+6.4656e-05i,0.00057504+0.00076223i,0.00039171+0.00047316i,-0.00062628-0.00072612i,-0.00022973-0.00058876i
0.0011038-0.00076656i,0.00078932-0.00072186i,-0.00016041-0.0007245i,-0.00072335-0.00034877i,-0.00069802-0.00066329i,0.00019309-0.0011015i,0.00094299-0.00040785i,0.00058439-0.00017415i,0.00040231-7.6079e-05i,0.0001312+0.00016703i,-0.00026675+7.6143e-05i,-0.00011113+0.00031946i,-0.00038054+0.00036461i,-0.00042723+0.00022994i,-0.0002118+0.0004529i,6.8687e-05+0.00058777i,-0.00030663+1.6873e-05i,-0.00019027-0.0010112i,0.00058604-0.00065909i,0.00058826-0.00023219i,0.00016755-0.00054346i,-0.00069073-8.3312e-05i,-0.00096746+0.00042616i
0.00019674+0.00041639i,-0.00038439-0.00069285i,-0.00062806-0.00045243i,-6.1432e-05-0.00013656i,1.1937e-05-0.0011963i,0.00011259-0.0019905i,0.00022322-0.0020666i,0.00010317-0.0011945i,-0.0002748-0.00024153i,-0.00057702+0.00023396i,-0.00058114+0.000677i,-0.0002778+0.00047265i,0.00020934+0.00060519i,0.00064421+0.00058488i,-9.4546e-05-3.1369e-06i,-0.00039876-0.00065212i,3.1077e-05-0.00090439i,-0.0001993-0.00069527i,0.00026419+0.00052507i,0.00068502+0.00073342i,0.00073816+4.301e-05i,0.00072671+5.5679e-05i,0.00042298+0.00049305i
0.0010769-0.00090845i,0.00060703-0.0014594i,0.0010615-0.0012965i,0.0013034-0.00049859i,0.00049039-0.00052406i,0.00065448-0.0003388i,0.00087784+0.0007126i,0.00025428+0.00058474i,-0.00025265+1.4835e-06i,-0.000218+5.1983e-05i,0.00023152+0.00024492i,0.00030947+0.00077097i,0.00092145+0.00013497i,0.0017557-0.00054379i,0.0019-0.00013649i,0.0015446-0.0003469i,0.00031458-0.00037861i,-0.00061984+5.8786e-05i,-0.00025146+0.00019365i,0.00060895+0.00011844i,0.00070378-0.00019563i,0.00095448-0.00062793i,0.0014224-0.00071896i
-0.0010285-0.0011561i,-0.00097988-0.0011926i,-0.0011688-0.00067041i,-0.0012862+0.0002244i,-0.00019194+0.00059152i,0.00058131+6.7511e-05i,0.00035701-0.00036065i,0.00055877-0.00026955i,0.00046298-6.8376e-05i,-0.00035956-0.00016695i,-0.0005272-9.1898e-05i,-3.5319e-05-1.2013e-05i,0.0005813-0.00030912i,0.00051993-9.4356e-05i,0.00041391-0.00011164i,6.017e-05+1.0689e-05i,-0.00058663+0.00039475i,-0.0010353-0.00014629i,-0.0016705-0.00050529i,-0.00051179-0.00024927i,0.0003182-0.00030427i,4.9616e-05+0.00058307i,0.00043541+0.0006713i
-0.00055469+0.00021638i,-0.00060823+0.00051371i,0.00015643+0.0005504i,0.00075579+4.8346e-05i,0.00075714+0.00013217i,0.00095065-0.0010582i,0.00038941-0.0018507i,-0.00058615-0.0013034i,-0.0010969-0.00054773i,-0.00068727-0.0004116i,-0.00021846+1.302e-05i,0.00032865+0.00025573i,0.0010749+0.00056365i,0.00050383+7.0423e-05i,0.00012292-7.1642e-05i,-0.00034943+8.16e-05i,-0.00036459-0.00084585i,0.00018393-0.00061616i,0.00037205+0.0001965i,0.00046321+0.00019878i,0.00070029+4.511e-05i,0.00057333+0.0006346i,-0.00031548+0.00058659i
0.00013786-0.001905i,-0.00062019-0.001932i,-0.0010579-0.0010739i,-0.0012056+0.00020838i,-0.0008655+0.0003063i,-9.2641e-05-0.00040751i,0.0005979-0.00065495i,0.00071773-0.00061815i,0.00063549-0.00013405i,0.00010398+0.0001162i,-0.00043034+0.00083163i,-0.00032942+0.0010206i,0.00022851+0.00031076i,0.0015871+0.00021146i,0.0013014+0.0003101i,0.00069213-0.00033838i,0.00023501+0.00031794i,-0.00024034+0.0013811i,0.00028901+0.00038398i,0.00023293-0.00091438i,-0.00013253-0.0011639i,-0.00051368-0.0007075i,-0.00079387-0.00063744i
-0.00085089+0.00092981i,-0.00099103+0.0010112i,-0.0015459+0.0011723i,-0.00029816+0.0012434i,0.0011663+0.00087819i,0.0009976+0.0003653i,-6.1989e-06-0.00050582i,-0.00050301-0.00057586i,-0.00076379+0.00018953i,-0.00057517+0.00044353i,-9.938e-05+0.00015488i,-0.0004556-8.8446e-05i,8.2446e-06+0.00010887i,0.00064872+0.00023745i,0.0010573+6.8732e-06i,0.000942-0.00031474i,-0.00012875-0.00024255i,-0.00074526+0.00033713i,-0.00075624+0.00055253i,-0.00044379+0.000296i,0.00011271+0.00030344i,0.00060021+7.122e-05i,0.00047274-0.0003916i
-0.0013148+0.00022714i,-0.0020536-0.00069546i,-0.0015793-0.0012175i,-0.00051005-0.0010609i,0.00113-0.00040871i,0.0014506-0.00081473i,0.00084712-0.0018138i,9.3159e-05-0.0021269i,-0.00052972-0.00090461i,0.00022501+0.00058417i,0.00097879+0.0012682i,0.00078905+0.0017711i,0.00021262+0.001789i,-0.00034487+0.00087478i,1.0447e-05-3.3516e-05i,0.00033603-0.00020267i,-8.3475e-05-0.00037938i,-0.00010653-0.00040667i,0.00012802-0.00011025i,-0.0002616-0.00025053i,-0.00064025-0.0007208i,-0.00048683-0.00044625i,-0.00062717+8.1268e-05i
0.00058914-0.00018863i,0.00064492+0.00051175i,-0.00079676+0.0011067i,-0.0010482+0.0014872i,0.00023327+0.0011671i,0.0006048+0.00022767i,-0.00063426-0.00087533i,-0.0010895-0.00099307i,-0.0010793-0.00018457i,-0.00066428+0.00043458i,0.00055946+0.00053954i,0.00047207-0.0002244i,-0.00013706-0.00027287i,0.0002578-0.00014363i,0.0006334-0.00010202i,4.9654e-05+0.00039699i,0.00036962-5.7392e-05i,0.00081571-0.00046023i,0.00055946-6.9072e-06i,0.0003024+0.00051324i,-8.578e-05+0.00047209i,-0.00020959+0.0006157i,-0.00019831+0.00043691i
0.00054247+0.00062391i,-0.00019757+0.0015167i,-0.00078316+0.001203i,-0.00031332+0.00013499i,0.00013232-0.00063869i,-9.6014e-05-0.0010112i,0.00022282-0.00060826i,0.00036691-8.8646e-05i,0.00044641-0.0004132i,0.00039855-0.00043017i,0.00021246-0.00018417i,0.0003968+0.00035775i,-6.1943e-05+0.00089462i,-8.5709e-05+0.00042868i,0.00073597-0.00024041i,0.00052941-0.00089506i,-0.00032769-0.0008877i,-0.00075194+0.00010755i,-0.00023459+0.00059686i,0.00034497+0.00084812i,0.0005365+0.0009059i,-0.00021905+7.5026e-05i,-0.00027799-0.0007408i
-0.00079282-0.0016694i,-0.0012755-0.0023872i,-0.00067435-0.0020373i,4.3983e-05-0.00065106i,0.00015673-0.00020007i,0.0005819-0.00079172i,0.00035372-0.00043254i,0.00028646+0.00053586i,1.5497e-05+0.00064066i,0.00017872+0.00019113i,0.00067459+0.00055405i,1.6423e-05+0.00089528i,-0.0005951+0.00015487i,-0.00020469+0.00014251i,-3.9653e-05-9.5798e-05i,-0.0001722-0.0011285i,0.0002347-0.00089445i,0.00022953-0.00028448i,-0.00036027-0.00034246i,-0.00085304-0.00021846i,-0.00027245+1.5626e-05i,0.00084292+0.00047955i,0.00073486+0.00029534i
-0.0012154-0.001394i,-0.0015086-0.00041826i,-0.0011017+0.0003141i,-0.0014553+0.0010571i,-0.00086083+0.0011111i,0.00060512-0.00018842i,0.001246-0.001308i,0.0005633-0.00082429i,-1.0031e-05-3.4652e-05i,-0.00012684+0.0006152i,-8.5823e-05+0.00186i,0.00066342+0.0018857i,0.00029935+0.0010818i,-0.00056319+0.00088791i,-0.0012022+0.00025102i,-0.0010328-0.00032636i,-0.00060966-0.00071348i,-0.00046376-0.00094412i,-0.00011096-0.00012687i,0.00017086+0.00045234i,9.48e-05+0.00058222i,-0.00010986+0.00092538i,-7.852e-05+0.00089335i
-0.0010223-0.0006023i,-0.0019839-0.0012124i,-0.0029998-0.0013173i,-0.0022594-0.00055665i,-0.0010347+0.00046668i,0.00014387+0.00054452i,0.00039459-0.00036711i,-0.00044437-0.00091508i,-0.00077041-0.000111i,-0.00033674+0.00092204i,0.00081457+0.00054086i,0.0010397-0.00013085i,0.00059634-0.00041012i,0.00077287-0.00025841i,0.00095901-0.0001253i,0.00028764+0.000102i,-0.00059646+0.0003342i,-0.00029469+0.00056008i,-0.00011867+0.00029844i,-0.00015734+0.00047495i,-0.00023625+0.0011565i,-0.00032857+0.00072997i,-0.00010616+4.0742e-05i
0.00079193+0.0022776i,0.0017753+0.002291i,0.0027738+0.0021265i,0.0032918+0.001319i,0.0025565-0.00019602i,0.0012845-0.0017256i,-0.00028843-0.00187i,-0.00098467-0.00058897i,-0.0010631+4.7349e-05i,-0.00065774+0.00025022i,-0.00031638+0.0002491i,0.00031137-0.00018477i,0.00031651-0.00019853i,-3.6907e-05-0.00016293i,0.0002083-9.0969e-05i,-0.00027896+0.00045074i,-0.00093372+0.00091729i,-0.00065969+0.00027524i,9.7367e-05-0.00073093i,0.00032829-0.00081954i,-0.00032963+6.6822e-05i,-0.00081506+0.00030471i,-0.00024247+0.00018829i
-0.0012895+0.0010437i,-0.00075999+0.0001553i,-0.0013746-0.0015273i,-0.0015929-0.0019733i,-0.0010431-0.0014381i,-0.000679-0.0014123i,-0.00076105-0.0010502i,-0.0004613+0.00034174i,0.00029557+0.00069496i,0.00016347+0.00065917i,-0.0002128+0.0011995i,-0.001242+0.0010449i,-0.0016788+0.0006896i,-0.00041275+0.00045703i,0.00054033-0.00012072i,0.00068507-5.9104e-06i,9.4315e-05+0.00057667i,-0.00047988+0.00026319i,-0.00025267+6.2286e-06i,-5.7812e-05+0.00036708i,-0.00013301+0.0005807i,0.00067727+0.00069304i,0.000552+0.00078211i
-0.00093584+3.5028e-06i,0.0009076-0.00034733i,0.0013017-0.00053028i,-8.1496e-05+0.00049263i,-0.00076833+0.0012704i,0.0012373+0.00027442i,0.0014106-0.00082202i,0.00024011-0.0013465i,-0.00019993-0.00093849i,-0.00017854+0.00063254i,2.077e-05+0.0010333i,0.00065691-5.6463e-05i,0.0013626-0.00086678i,0.0013985-0.00090204i,0.0010231-0.00083807i,0.00096833-0.00078022i,0.0013513-0.00060332i,0.00082348-0.00064401i,0.00015775-0.00064962i,0.0001312-0.00051463i,0.0002814-0.00059887i,-5.478e-05-0.00015806i,-0.00049457+1.9675e-05i
-0.00079531+0.00067879i,-0.00020526+0.0013019i,3.5045e-05+0.0014506i,0.00091083+0.00080037i,0.001219+0.00022998i,0.00090751-3.8078e-05i,0.00053497-7.8303e-05i,-0.00013897+0.00022449i,-0.00054491+0.00095104i,-0.00015277+0.0006872i,0.00047483+3.4155e-05i,0.00082813+0.00027828i,0.00049514+0.00075047i,-0.00082954+0.0005227i,-0.00048864+0.0004612i,0.00051875+0.00084797i,-0.0002277+0.00045477i,-0.00041656-1.0341e-05i,-0.00051897+0.00016963i,-0.00067484+0.00063474i,-0.00015617+0.00075367i,-8.7605e-05+0.00056636i,-2.9959e-05-2.6215e-05i
0.0017401-0.00028325i,0.0016276-0.00023303i,0.00059099+0.00015015i,-8.6518e-05+0.00073958i,-0.00076836+0.0014189i,-0.00094804+0.001169i,-0.00088407+9.5832e-06i,-0.00025909-0.00060684i,0.00053168-0.0005332i,0.0001455+0.00021453i,-0.00011949+0.0011796i,-6.8687e-05+0.0013222i,0.00020269+0.00031891i,-0.00020763-0.00061419i,-0.00055768-0.00050142i,0.00021193-0.00015643i,0.00016554-0.00015023i,-0.00080815-4.4446e-05i,-0.00078657-7.5685e-05i,-0.0007978-0.00060904i,-0.00056972-0.00036898i,0.00020485+0.00021722i,0.0003103+0.00038774i
-0.0022617-0.00016555i,-0.0033774+0.00034868i,-0.0037387+0.00058831i,-0.0024105+0.00091503i,-0.0010669+0.00037203i,0.00052442-0.00047361i,0.00081264-0.00071609i,-0.00016204-0.00070988i,-0.00044878-0.00057489i,-0.00050397-0.00053707i,-0.00052769-0.00079067i,-0.00022063-0.00061511i,0.00052512-0.00052461i,0.0009946-0.00015928i,0.00081187-0.00011266i,0.00052239+0.00032473i,0.00046259+0.00062456i,0.00062418+0.00023241i,0.00075862+0.00021108i,0.00064499-7.0775e-05i,0.00011527-0.0007761i,-0.00035432-0.0005677i,-8.7965e-05+0.00019259i
0.0023841-0.002492i,0.0018539-0.0027145i,0.00075661-0.0030613i,-0.00035625-0.001449i,1.8468e-05+0.00039721i,0.00093913+0.00027841i,0.00046701-0.0013095i,0.00062169-0.0019407i,0.00092997-0.0011111i,0.0003413+0.00046592i,-7.0428e-07+0.001465i,-0.00020477+0.0013077i,0.00037892+0.00074169i,0.00090816+0.0010767i,0.00059471+0.0011111i,0.00023402+0.00094349i,3.6313e-05+0.00088538i,0.00022623+8.1043e-05i,0.00083721-0.00084401i,0.001803-0.0012017i,0.0020242-0.0014711i,0.00085059-0.00095229i,-0.00075777-0.00026478i
-0.0022227-0.00033873i,-0.0020718+0.00012182i,-0.0022726+0.0010742i,-0.0014341+0.0012424i,0.0006112+0.00019595i,0.0012006-0.0010368i,0.0002726-0.0019979i,-7.2447e-05-0.0016558i,-0.00065167-0.00082884i,-0.00071254+0.00011623i,-0.00021993+0.00072769i,-5.6955e-05+0.00016998i,-3.6542e-07-0.00047884i,0.00077333-0.00093324i,0.0010675-0.00070472i,0.00068031-0.00034955i,-0.00010489+0.00035743i,-0.00076909+0.0010663i,-0.00053234+0.00094148i,-0.00037523+0.00043239i,-0.00064918+0.00064044i,-0.0007648+0.00079113i,-0.00020728+0.00044365i
-0.001894-0.00045414i,-0.00034049-0.0016662i,6.7441e-05-0.00039167i,-0.00049896+0.00042986i,-3.5561e-05+0.00082649i,0.0017217+0.00072645i,0.0015523-0.00058504i,0.00019493-0.0017045i,-0.0010729-0.0013518i,-0.00090002-0.00016894i,0.00019289+0.00084566i,0.00073494+0.00085936i,0.00056661+0.0005702i,0.0005777+4.3644e-06i,0.00058592-0.00032539i,0.00032892-0.00041255i,-0.00033917+3.8073e-05i,-0.0007175+0.00049095i,5.2806e-05+0.00039392i,5.5815e-08+0.00022308i,-0.00060099+0.000124i,-0.00021393+2.0399e-05i,0.00030673+0.00022502i
-0.0015739+0.0017307i,-0.0014584+0.0016084i,-0.0015234+0.0013446i,-0.00084565+0.0012258i,-3.0968e-05+0.00085135i,0.0011377-0.00022214i,0.00090077-0.00086092i,8.1548e-05-0.00048851i,-0.00056443+0.00014096i,-0.00094855+0.00050898i,-5.2476e-05+0.00066323i,-9.8973e-05+0.00012157i,-0.00076517-0.0007285i,-0.00028573-0.0010471i,-0.00017409-0.00077965i,-0.00014222-0.00041402i,-0.00043103+1.721e-05i,-0.00096207+0.00032926i,-0.00060256-0.00030822i,-0.00014963-5.4554e-05i,0.00023463+0.00045911i,0.00059663+7.9999e-05i,0.00075858-0.00019013i
-0.0013551+0.0016439i,-0.0018856+0.0014437i,-0.0024987+0.00084224i,-0.0004898+0.0018463i,0.0010893+0.0014521i,0.0012711+5.4948e-07i,0.00013969-7.3614e-05i,-0.0011064+0.00027203i,-0.0013363+0.00021541i,-0.00012294-4.3493e-05i,0.0011085+0.00092937i,0.00051956+0.0010596i,-0.00059148+2.8144e-05i,-0.000767-0.0003326i,0.00015494-0.00045428i,0.0010079-0.00050994i,0.00026339-0.00073911i,-0.0003836-0.0010707i,-6.9899e-05-0.00068927i,0.0006506+0.00010755i,0.00036486+0.00049876i,0.00021556+0.00031859i,7.1457e-05+0.00014365i
-0.0011904-0.0022966i,-0.0024-0.0019207i,-0.0020758-0.0022358i,-0.00051009-0.0025157i,-0.00030241-0.00084808i,-0.00040865-0.00011616i,0.00030044-0.00022781i,0.00022275-7.3245e-06i,-0.00040491-0.00035803i,-0.00081366+0.00052801i,-0.0010189+0.00096665i,9.1181e-05+0.00036291i,0.00067948+0.00021086i,0.00096543-0.00045579i,0.0010866-0.00059468i,0.0008063+0.00027622i,8.0255e-05+0.00049279i,-0.00016041+6.5043e-05i,8.1511e-05-0.00036972i,-0.00020465-0.00058665i,0.00014189-0.00042346i,0.0003355+0.00021732i,-4.3545e-05+0.00011598i
-0.003263-0.0062503i,-0.0055784-0.005247i,-0.0081757-0.0024078i,-0.0069823+0.001265i,-0.0028592+0.0034452i,0.0013193+0.002237i,0.002082-0.00049078i,0.0009541-0.0018875i,-0.00030092-0.0011127i,-0.00044754+0.0013377i,0.00012787+0.0029491i,0.00054091+0.0021998i,0.0021652+0.00071233i,0.0035922+0.00058903i,0.0037344+0.0012964i,0.0022099+0.0012565i,0.00035978+0.00045795i,0.00033806-0.00012029i,0.0013821-0.00053442i,0.0018046-0.00091532i,0.00073478-0.00092174i,-0.00035827-0.00050519i,3.3559e-06+0.00087757i
